e9603e77118c0b79a7012967d62041c33bb1b4318bc0671e3b88d0e0119433c7,06e9044d5be377ff207bdfca0059fcaaacd4489796c83983bb5129d0c5056cf5,e80ce51198f316aa99e9da9c46f7a45ad6048f60c13f9226e8789920ba060f13,d8574f4cdfe675d255c8100f00ac2900d947b5ea21388619820c6f63d63d00af,1fabefb449fbf79542ab0e572e5eb038df1c195e9e0afa9c3fe85e92f70d3baf,ab4f78174691e6bba96ea6303c21b2e8c717108516a4777a6a05a87c1093098a,181b6d97891e79930ac9ddc35958db5332735a5bdd54bed1ae33aeb038e0a8dd,f3718d151c329f93bca87d800a62bc1b58cf1c600f87985e472ae25a6a79df22,2b8abbc4e97b04a962529784b3bc87baf08a5e9bbf6a298d499eaad7de371f40,553fbdf524e62a3e7b6d696627c1a68f9b2fbc696f6886b5ac1a77a1ffbf0e01,382957d59b2ea874d982b33793c2cca78d009c9bd684051e0ba6b1fe72c27e4b
"1","3","106011","checkpoint_kyaru_loop","92101","","0","checkpoint_kyaru_in","1921010035","0","0"
"1","3","106411","checkpoint_shefy_loop","92101","","0","checkpoint_shefy_in","1921010036","0","0"
"","140","6","","92101","","","0","1921010037","","0"
"","93","1.6","","92101","","","0","1921010038","",""
"","23","se_caravan","","92101","","","se_caravan_goal_arrival_niflhel","1921010039","","0"
"","32","5","","92101","","","1","1921010040","",""
"","3","118511","","92101","","0.2","checkpoint_karin_clap","1921010041","","1"
"","93","3","","92101","","","0","1921010042","",""
"","101","1921010044","","92101","","","","1921010043","",""
"","25","bgm_MC211","","92101","","","bgm_MC211","1921010044","",""
"","32","4","","92101","","","0","1921010045","",""
"","113","1","","92101","","","","1921010046","",""
"","93","0.3","","92101","","","0","1921010047","",""
"","32","2","","92101","","","1","1921010048","",""
"","93","0.4","","92101","","","0","1921010049","",""
"0","6","100","1","92101","","0","1","1921010050","0","1"
"0","6","110","1","92101","","0","1","1921010051","0","1"
"","32","0","","92101","","","0","1921010052","",""
"","32","5","","92101","","","0","1921010053","",""
"","32","9","","92101","","","0","1921010054","",""
"0","6","105811","1","92101","","0","1","1921010055","0","1"
"0","6","105911","1","92101","","0","1","1921010056","0","1"
"0","6","106011","1","92101","","0","1","1921010057","0","1"
"0","6","106411","1","92101","","0","1","1921010058","0","1"
"0","6","118511","1","92101","","0","1","1921010059","0","1"
"","91","0","","92101","","","","1921010060","",""
"-34","1","1","0","92102","empty","1","105811","1921020001","0","62"
"-34","1","1","0","92102","empty","1","105911","1921020002","0","66"
"-34","1","1","0","92102","empty","1","106011","1921020003","0","64"
"-34","1","1","0","92102","empty","1","106411","1921020004","0","64"
"-34","1","1","0","92102","empty","1","118511","1921020005","0","52"
"-34","5","900000","0","92102","empty","1","900000","1921020006","0","54"
"1","6","105811","1","92102","","0","1","1921020007","0","1"
"1","6","105911","1","92102","","0","1","1921020008","0","1"
"1","6","106011","1","92102","","0","1","1921020009","0","1"
"1","6","106411","1","92102","","0","1","1921020010","0","1"
"1","6","118511","1","92102","","0","1","1921020011","0","1"
"1","2","105811","0","92102","","0","0","1921020012","0","-34"
"1","2","105911","0","92102","","0","0","1921020013","0","-34"
"1","2","106011","0","92102","","0","0","1921020014","0","-34"
"1","2","106411","0","92102","","0","0","1921020015","0","-34"
"1","31","921001","0","92102","","1","921001","1921020016","","-250"
"1","31","900002","0","92102","","0","900002","1921020017","","0"
"1","31","900003","0","92102","","0","900003","1921020018","","0"
"1","31","900006","0","92102","","0","900006","1921020019","","0"
"1","31","900008","0","92102","","0","900008","1921020020","","0"
"","91","0","","92102","","","0","1921020021","",""
"","3","105811","","92102","","0","treasure_peko","1921020022","","1"
"","3","105911","","92102","","0","treasure_kokkoro","1921020023","","1"
"","3","106011","","92102","","0","treasure_kyaru","1921020024","","1"
"","3","106411","","92102","","0","treasure_shefy","1921020025","","1"
"","3","118511","","92102","","0","treasure_karin_normal","1921020026","","0"
"","3","900000","","92102","","0","treasure_karin_normal","1921020027","","0"
"","32","900006","","92102","","","1","1921020028","",""
"","32","900008","","92102","","","1","1921020029","",""
"","93","0.4","","92102","","","0","1921020030","",""
"","140","7","","92102","","","0","1921020031","","0"
"","93","3.9","","92102","","","0","1921020032","",""
"","101","1921020035","","92102","","","","1921020033","",""
"","32","900006","","92102","","","0","1921020034","",""
"0","113","2","1","92102","","0.1","","1921020035","0","1"
"","93","0.2","","92102","","","0","1921020036","",""
"","32","900003","","92102","","","1","1921020037","",""
"","93","0.2","","92102","","","0","1921020038","",""
"","32","921001","","92102","","","0","1921020039","",""
"","32","900006","","92102","","","0","1921020040","",""
"0","6","105811","1","92102","","0","1","1921020041","0","1"
"0","6","105911","1","92102","","0","1","1921020042","0","1"
"0","6","106011","1","92102","","0","1","1921020043","0","1"
"0","6","106411","1","92102","","0","1","1921020044","0","1"
"0","6","118511","1","92102","","0","1","1921020045","0","1"
"0","6","900000","1","92102","","0","1","1921020046","0","1"
"","93","0.1","","92102","","","0","1921020047","",""
"-34","1","1","0","92103","empty","1","105811","1921030001","0","62"
"-34","1","1","0","92103","empty","1","105911","1921030002","0","66"
"-34","1","1","0","92103","empty","1","106011","1921030003","0","64"
"-34","1","1","0","92103","empty","1","106411","1921030004","0","64"
"-34","1","1","0","92103","empty","1","118511","1921030005","0","52"
"-34","5","900000","0","92103","empty","1","900000","1921030006","0","54"
"1","6","105811","1","92103","","0","1","1921030007","0","1"
"1","6","105911","1","92103","","0","1","1921030008","0","1"
"1","6","106011","1","92103","","0","1","1921030009","0","1"
"1","6","106411","1","92103","","0","1","1921030010","0","1"
"1","6","118511","1","92103","","0","1","1921030011","0","1"
"1","2","105811","0","92103","","0","0","1921030012","0","-34"
"1","2","105911","0","92103","","0","0","1921030013","0","-34"
"1","2","106011","0","92103","","0","0","1921030014","0","-34"
"1","2","106411","0","92103","","0","0","1921030015","0","-34"
"1","31","921001","0","92103","","1","921001","1921030016","","-250"
"1","31","900002","0","92103","","0","900002","1921030017","","0"
"1","31","900003","0","92103","","0","900003","1921030018","","0"
"1","31","900007","0","92103","","0","900007","1921030019","","0"
"1","31","900008","0","92103","","0","900008","1921030020","","0"
"","91","0","","92103","","","0","1921030021","",""
"","3","105811","","92103","","0","treasure_peko","1921030022","","1"
"","3","105911","","92103","","0","treasure_kokkoro","1921030023","","1"
"","3","106011","","92103","","0","treasure_kyaru","1921030024","","1"
"","3","106411","","92103","","0","treasure_shefy","1921030025","","1"
"","3","118511","","92103","","0","treasure_karin_rare","1921030026","","0"
"","3","900000","","92103","","0","treasure_karin_rare","1921030027","","0"
"","32","900007","","92103","","","1","1921030028","",""
"","32","900008","","92103","","","1","1921030029","",""
"","93","0.4","","92103","","","0","1921030030","",""
"","140","7","","92103","","","0","1921030031","","0"
"","93","2.2","","92103","","","0","1921030032","",""
"","21","vo_caravan","0","92103","","","vo_caravan_118501_appraise_001","1921030033","","0"
"","93","2.7","","92103","","","0","1921030034","",""
"","101","1921030037","","92103","","","","1921030035","",""
"","32","900007","","92103","","","0","1921030036","",""
"0","113","2","1","92103","","0.1","","1921030037","0","1"
"","93","0.2","","92103","","","0","1921030038","",""
"","32","900003","","92103","","","1","1921030039","",""
"","93","0.2","","92103","","","0","1921030040","",""
"","32","921001","","92103","","","0","1921030041","",""
"","32","900007","","92103","","","0","1921030042","",""
"","32","900008","","92103","","","0","1921030043","",""
"0","6","105811","1","92103","","0","1","1921030044","0","1"
"0","6","105911","1","92103","","0","1","1921030045","0","1"
"0","6","106011","1","92103","","0","1","1921030046","0","1"
"0","6","106411","1","92103","","0","1","1921030047","0","1"
"0","6","118511","1","92103","","0","1","1921030048","0","1"
"0","6","900000","1","92103","","0","1","1921030049","0","1"
"","93","0.1","","92103","","","0","1921030050","",""
"-34","1","1","0","92201","empty","1","105811","1922010001","0","62"
"-34","1","1","0","92201","empty","1","105911","1922010002","0","66"
"-34","1","1","0","92201","empty","1","106011","1922010003","0","64"
"-34","1","1","0","92201","empty","1","106411","1922010004","0","65"
"-266","5","100","-1085","92201","idle","0.4","100","1922010005","1","58"
"-266","5","110","-1085","92201","idle","0.4","110","1922010006","1","56"
"-34","1","1","0","92201","empty","1","118511","1922010007","0","52"
"-300","5","14","-800","92201","empty","0.64","11","1922010008","0","62"
"-300","5","15","-1120","92201","empty","0.64","12","1922010009","0","64"
"-320","5","16","-970","92201","empty","0.64","13","1922010010","0","66"
"-250","5","200","-1120","92201","empty","0.75","200","1922010011","1","58"
"1","31","921000","0","92201","","0","0","1922010012","","-300"
"1","31","900001","0","92201","","0","10","1922010013","","0"
"1","31","900002","0","92201","","0","11","1922010014","","0"
"1","31","900004","-266","92201","","0","12","1922010015","","-1085"
"1","31","900005","0","92201","","0","13","1922010016","","0"
"1","31","900011","0","92201","","0","18","1922010017","","-600"
"1","31","900009","-34","92201","","0","17","1922010018","","0"
"1","31","912001","0","92201","","0","912001","1922010019","","0"
"","91","0","","92201","","","0","1922010020","",""
"","32","10","","92201","","","1","1922010021","",""
"","93","0.7","","92201","","","0","1922010022","",""
"","32","0","","92201","","","1","1922010023","",""
"","32","17","","92201","","","1","1922010024","",""
"","3","118511","","92201","","0","checkpoint_karin_idle","1922010025","","1"
"","26","0.5","","92201","","","","1922010026","",""
"","23","se_caravan","","92201","","","se_caravan_goal_amb_niflhel","1922010027","","0"
"","23","se_caravan","","92201","","","se_caravan_goal_onigiri","1922010028","","0"
"","93","0.5","","92201","","","0","1922010029","",""
"1","3","100","idle","92201","","0","run_checkpoint","1922010030","0","0"
"1","3","110","idle","92201","","0","run_checkpoint","1922010031","0","0"
"","32","12","","92201","","","1","1922010032","",""
"11","2","100","2.5","92201","","","67","1922010033","","-276"
"11","2","110","2.5","92201","","","67","1922010034","","-276"
"11","33","12","2.5","92201","","","67","1922010035","","-276"
"","93","2","","92201","","","0","1922010036","",""
"","23","se_caravan","","92201","","","se_caravan_goal_chara_appear","1922010037","","0"
"1","3","105811","checkpoint_peko_loop","92201","","0","checkpoint_peko_in","1922010038","0","0"
"1","3","105911","checkpoint_kokkoro_loop","92201","","0","checkpoint_kokkoro_in","1922010039","0","0"
"1","3","106011","checkpoint_kyaru_loop","92201","","0","checkpoint_kyaru_in","1922010040","0","0"
"1","3","106411","checkpoint_shefy_loop","92201","","0","checkpoint_shefy_in","1922010041","0","0"
"","140","6","","92201","","","0","1922010042","","0"
"","93","1.6","","92201","","","0","1922010043","",""
"","23","se_caravan","","92201","","","se_caravan_goal_arrival_niflhel","1922010044","","0"
"","32","13","","92201","","","1","1922010045","",""
"","3","118511","","92201","","0.2","checkpoint_karin_clap","1922010046","","1"
"","93","2.6","","92201","","","0","1922010047","",""
"3","33","11","1","92201","","","-600","1922010048","","0"
"1","121","600","1","92201","","3","0","1922010049","","1"
"","23","se_caravan","","92201","","","se_caravan_goal_bandy_appear","1922010050","","0"
"","3","11","","92201","","","run_gakkari","1922010051","","0"
"","3","12","","92201","","","run_gakkari","1922010052","","0"
"","3","13","","92201","","","run_gakkari","1922010053","","0"
"1","3","200","idle","92201","","","run_gakkari","1922010054","0.1","0"
"","32","912001","","92201","","","1","1922010055","",""
"","93","0.4","","92201","","","0","1922010056","",""
"","3","105811","","92201","","0.1","checkpoint_peko_loop_r","1922010057","","1"
"","3","105911","","92201","","0.1","checkpoint_kokkoro_loop_r","1922010058","","1"
"","3","106011","","92201","","0.1","checkpoint_kyaru_loop_r","1922010059","","1"
"","3","106411","","92201","","0.1","checkpoint_shefy_loop_r","1922010060","","1"
"","140","61","","92201","","","0","1922010061","","0"
"","93","0.1","","92201","","","0","1922010062","",""
"","32","18","","92201","","","1","1922010063","",""
"","93","3.7","","92201","","","0","1922010064","",""
"","101","1922010066","","92201","","","","1922010065","",""
"","25","bgm_MC211","","92201","","","bgm_MC211","1922010066","",""
"","32","12","","92201","","","0","1922010067","",""
"","32","912001","","92201","","","0","1922010068","",""
"","113","1","","92201","","","","1922010069","",""
"","93","0.3","","92201","","","0","1922010070","",""
"","32","11","","92201","","","1","1922010071","",""
"","93","0.4","","92201","","","0","1922010072","",""
"","32","0","","92201","","","0","1922010073","",""
"","32","13","","92201","","","0","1922010074","",""
"","32","18","","92201","","","0","1922010075","",""
"","32","17","","92201","","","0","1922010076","",""
"0","6","105811","1","92201","","0","1","1922010077","0","1"
"0","6","105911","1","92201","","0","1","1922010078","0","1"
"0","6","106011","1","92201","","0","1","1922010079","0","1"
"0","6","106411","1","92201","","0","1","1922010080","0","1"
"0","6","100","1","92201","","0","1","1922010081","0","1"
"0","6","110","1","92201","","0","1","1922010082","0","1"
"0","6","118511","1","92201","","0","1","1922010083","0","1"
"0","6","11","1","92201","","0","1","1922010084","0","1"
"0","6","12","1","92201","","0","1","1922010085","0","1"
"0","6","13","1","92201","","0","1","1922010086","0","1"
"0","6","200","1","92201","","0","1","1922010087","0","1"
"0","121","0","1","92201","","3","0","1922010088","","1"
"0","33","11","0","92201","","","0","1922010089","","0"
"","91","0","","92201","","","","1922010090","",""
"-50","1","1","-1250","92301","empty","1","105811","1923010001","0","62"
"-70","1","1","-1390","92301","empty","1","105911","1923010002","0","66"
"-50","1","1","-1520","92301","empty","1","106011","1923010003","0","64"
"-70","1","1","-1660","92301","empty","1","106411","1923010004","0","64"
"-266","5","100","-1085","92301","idle","0.4","100","1923010005","1","58"
"-266","5","110","-1085","92301","idle","0.4","110","1923010006","1","56"
"-330","5","14","285","92301","empty","0.64","11","1923010007","0","64"
"-330","5","15","570","92301","empty","0.64","12","1923010008","0","66"
"-300","5","16","425","92301","empty","0.64","13","1923010009","0","62"
"-250","5","200","570","92301","empty","0.75","200","1923010010","0","58"
"1","31","921000","0","92301","","0","0","1923010011","","-300"
"1","31","900001","0","92301","","0","10","1923010012","","0"
"1","31","900002","0","92301","","0","11","1923010013","","0"
"1","31","912000","0","92301","","0","912000","1923010014","","430"
"1","31","912002","-50","92301","","0","20021","1923010015","","-1250"
"1","31","912002","-70","92301","","0","20022","1923010016","","-1390"
"1","31","912002","-50","92301","","0","20023","1923010017","","-1520"
"1","31","912002","-70","92301","","0","20024","1923010018","","-1660"
"1","31","900012","0","92301","","0","19","1923010019","","0"
"","91","0","","92301","","","0","1923010020","",""
"","32","10","","92301","","","1","1923010021","",""
"","93","0.7","","92301","","","0","1923010022","",""
"","32","0","","92301","","","1","1923010023","",""
"","3","11","","92301","","","doya_wait","1923010024","","1"
"","3","12","","92301","","","doya_wait","1923010025","","1"
"","3","13","","92301","","","doya_wait","1923010026","","1"
"","3","200","","92301","","","idle","1923010027","","1"
"","32","912000","","92301","","","1","1923010028","",""
"","26","0.5","","92301","","","","1923010029","",""
"","23","se_caravan","","92301","","","se_caravan_goal_amb_niflhel","1923010030","","0"
"","23","se_caravan","","92301","","","se_caravan_goal_onigiri_bishoku_appear","1923010031","","0"
"","3","105811","","92301","","","run","1923010032","","1"
"","3","105911","","92301","","","run","1923010033","","1"
"","3","106011","","92301","","","run","1923010034","","1"
"","3","106411","","92301","","","run","1923010035","","1"
"1","3","100","idle","92301","","0","run_checkpoint","1923010036","0","0"
"1","3","110","idle","92301","","0","run_checkpoint","1923010037","0","0"
"11","2","105811","2.5","92301","","","-150","1923010038","","-50"
"11","2","105911","2.5","92301","","","-290","1923010039","","-70"
"11","2","106011","2.5","92301","","","-420","1923010040","","-50"
"11","2","106411","2.5","92301","","","-560","1923010041","","-70"
"","32","20021","","92301","","","1","1923010042","",""
"","32","20022","","92301","","","1","1923010043","",""
"","32","20023","","92301","","","1","1923010044","",""
"","32","20024","","92301","","","1","1923010045","",""
"11","33","20021","2.5","92301","","","-150","1923010046","","-50"
"11","33","20022","2.5","92301","","","-290","1923010047","","-70"
"11","33","20023","2.5","92301","","","-420","1923010048","","-50"
"11","33","20024","2.5","92301","","","-560","1923010049","","-70"
"11","2","100","2.5","92301","","","-100","1923010050","","-276"
"11","2","110","2.5","92301","","","-100","1923010051","","-276"
"","93","2.1","","92301","","","0","1923010052","",""
"","140","62","","92301","","","0","1923010053","","0"
"","32","19","","92301","","","1","1923010054","",""
"","93","0.4","","92301","","","0","1923010055","",""
"","3","105811","","92301","","0.3","gakkari","1923010056","","0"
"","3","105911","","92301","","0.3","gakkari","1923010057","","0"
"","3","106011","","92301","","0.3","gakkari","1923010058","","0"
"","3","106411","","92301","","0.3","gakkari","1923010059","","0"
"","93","0.9","","92301","","","0","1923010060","",""
"1","3","11","doya_loop","92301","","0.1","doya_loop_in","1923010061","","0"
"1","3","12","doya_loop","92301","","0.1","doya_loop_in","1923010062","","0"
"1","3","13","doya_loop","92301","","0.1","doya_loop_in","1923010063","","0"
"","93","2.9","","92301","","","0","1923010064","",""
"","101","1923010066","","92301","","","","1923010065","",""
"","25","bgm_MC211","","92301","","","bgm_MC211","1923010066","",""
"","32","20021","","92301","","","0","1923010067","",""
"","32","20022","","92301","","","0","1923010068","",""
"","32","20023","","92301","","","0","1923010069","",""
"","32","20024","","92301","","","0","1923010070","",""
"","113","1","","92301","","","","1923010071","",""
"","93","0.3","","92301","","","0","1923010072","",""
"","32","11","","92301","","","1","1923010073","",""
"","93","0.4","","92301","","","0","1923010074","",""
"","32","19","","92301","","","0","1923010075","",""
"","32","0","","92301","","","0","1923010076","",""
"","32","912000","","92301","","","0","1923010077","",""
"0","6","105811","1","92301","","0","1","1923010078","0","1"
"0","6","105911","1","92301","","0","1","1923010079","0","1"
"0","6","106011","1","92301","","0","1","1923010080","0","1"
"0","6","106411","1","92301","","0","1","1923010081","0","1"
"0","6","100","1","92301","","0","1","1923010082","0","1"
"0","6","110","1","92301","","0","1","1923010083","0","1"
"0","6","11","1","92301","","0","1","1923010084","0","1"
"0","6","12","1","92301","","0","1","1923010085","0","1"
"0","6","13","1","92301","","0","1","1923010086","0","1"
"0","6","200","1","92301","","0","1","1923010087","0","1"
"","91","0","","92301","","","","1923010088","",""
"-34","1","1","0","92401","empty","1","105811","1924010001","0","62"
"-34","1","1","0","92401","empty","1","105911","1924010002","0","66"
"-34","1","1","0","92401","empty","1","106011","1924010003","0","64"
"-34","1","1","0","92401","empty","1","106411","1924010004","0","65"
"-34","1","1","0","92401","empty","1","118511","1924010005","0","52"
"-266","5","100","-1085","92401","idle","0.4","100","1924010006","1","58"
"-266","5","110","-1085","92401","idle","0.4","110","1924010007","1","56"
"1","31","904000","0","92401","","0","40","1924010008","","0"
"1","31","904001","0","92401","","0","41","1924010009","","0"
"1","31","904002","0","92401","","0","42","1924010010","","0"
"1","31","921000","0","92401","","0","0","1924010011","","-300"
"1","31","900002","0","92401","","0","1","1924010012","","0"
"1","31","900002","0","92401","","0","2","1924010013","","0"
"1","31","900002","0","92401","","0","3","1924010014","","0"
"1","31","900004","-266","92401","","0","4","1924010015","","-1085"
"1","31","900005","0","92401","","0","5","1924010016","","0"
"1","31","900009","-34","92401","","0","9","1924010017","","0"
"","91","0","","92401","","","0","1924010018","",""
"","32","1","","92401","","","1","1924010019","",""
"","93","0.4","","92401","","","0","1924010020","",""
"","32","40","","92401","","","1","1924010021","",""
"","32","41","","92401","","","1","1924010022","",""
"","32","42","","92401","","","1","1924010023","",""
"","23","se_caravan","","92401","","","se_caravan_section_skip","1924010024","","0"
"","21","vo_caravan","","92401","","","vo_caravan_onigiriskip","1924010025","","0"
"11","2","100","0","92401","","","240","1924010026","","-266"
"11","2","110","0","92401","","","240","1924010027","","-266"
"","3","100","","92401","","","skip","1924010028","","1"
"","3","110","","92401","","","skip","1924010029","","1"
"","93","2.2","","92401","","","0","1924010030","",""
"","32","2","","92401","","","1","1924010031","",""
"","93","0.4","","92401","","","0","1924010032","",""
"","32","40","","92401","","","0","1924010033","",""
"","32","41","","92401","","","0","1924010034","",""
"","32","42","","92401","","","0","1924010035","",""
"11","2","100","0","92401","","","-1085","1924010036","","-266"
"11","2","110","0","92401","","","-1085","1924010037","","-266"
"","32","0","","92401","","","1","1924010038","",""
"","32","9","","92401","","","1","1924010039","",""
"","3","118511","","92401","","0","checkpoint_karin_idle","1924010040","","1"
"","26","0.5","","92401","","","","1924010041","",""
"","23","se_caravan","","92401","","","se_caravan_goal_amb_niflhel","1924010042","","0"
"","93","0.9","","92401","","","0","1924010043","",""
"","23","se_caravan","","92401","","","se_caravan_goal_onigiri","1924010044","","0"
"","93","0.5","","92401","","","0","1924010045","",""
"1","3","100","idle","92401","","0","run_checkpoint","1924010046","0","0"
"1","3","110","idle","92401","","0","run_checkpoint","1924010047","0","0"
"","32","4","","92401","","","1","1924010048","",""
"11","2","100","2.5","92401","","","67","1924010049","","-276"
"11","2","110","2.5","92401","","","67","1924010050","","-276"
"11","33","4","2.5","92401","","","67","1924010051","","-276"
"","93","2","","92401","","","0","1924010052","",""
"","23","se_caravan","","92401","","","se_caravan_goal_chara_appear","1924010053","","0"
"1","3","105811","checkpoint_peko_loop","92401","","0","checkpoint_peko_in","1924010054","0","0"
"1","3","105911","checkpoint_kokkoro_loop","92401","","0","checkpoint_kokkoro_in","1924010055","0","0"
"1","3","106011","checkpoint_kyaru_loop","92401","","0","checkpoint_kyaru_in","1924010056","0","0"
"1","3","106411","checkpoint_shefy_loop","92401","","0","checkpoint_shefy_in","1924010057","0","0"
"","140","6","","92401","","","0","1924010058","","0"
"","93","1.6","","92401","","","0","1924010059","",""
"","23","se_caravan","","92401","","","se_caravan_goal_arrival_niflhel","1924010060","","0"
"","32","5","","92401","","","1","1924010061","",""
"","3","118511","","92401","","0.2","checkpoint_karin_clap","1924010062","","1"
"","93","3","","92401","","","0","1924010063","",""
"","101","1924010065","","92401","","","","1924010064","",""
"","25","bgm_MC211","","92401","","","bgm_MC211","1924010065","",""
"","32","4","","92401","","","0","1924010066","",""
"","113","1","","92401","","","","1924010067","",""
"","93","0.3","","92401","","","0","1924010068","",""
"","32","3","","92401","","","1","1924010069","",""
"","93","0.4","","92401","","","0","1924010070","",""
"0","6","100","1","92401","","0","1","1924010071","0","1"
"0","6","110","1","92401","","0","1","1924010072","0","1"
"","32","0","","92401","","","0","1924010073","",""
"","32","5","","92401","","","0","1924010074","",""
"","32","9","","92401","","","0","1924010075","",""
"0","6","105811","1","92401","","0","1","1924010076","0","1"
"0","6","105911","1","92401","","0","1","1924010077","0","1"
"0","6","106011","1","92401","","0","1","1924010078","0","1"
"0","6","106411","1","92401","","0","1","1924010079","0","1"
"0","6","118511","1","92401","","0","1","1924010080","0","1"
"","91","0","","92401","","","","1924010081","",""
