17a140d95a091efd999cb1954ccf40ef702e40f963b3dfe48353c33238222a75,b8650164d7740fd2d1d8b0ecf42118592f01f170404b10941b1a69f4821fa534,1fc93b156c938db7af647e2a769207841e84ac68c60bcd3bf8809a3bcba72062,c043a45507ca275a1398a8342658ac88c8c06185fd8d260c1e6dc060663df50f,a9e665057dcec7f13dcd780eb515de33d4e36f0b5e9fb9c857ce59f2b0151c12,6bfc87f3a88140e412666976c47482a7bb7d42507be7d4163bf2b78e0bbf9f0e,8c3231ced43a67b71caebd845140b5a6a82ef482cadb777369cbcb7a9a1f9cce,7bf28cb68686cb46bbd2eeb374066dd524fc738ee6c3473ac31377cc0555fa87,cb58d673e6df4fa4baa1c0b9dfabb5aba09893120ea128d8116fc08424c18856,88dbb452d51029b51359fcac043dfc0f95d92eaf17f52429523f29b46dee3c90,3eb3091386315e5021c96508d651bad9b3d0362dedcc8eb6bd68d1089b2dad48
"","0","mhp_anna_dark_in","1","1007414","0.2","","mhp_anna_dark_loop","31","3","1007414028"
"","","0","","1007414","","","","1","93","1007414029"
"","1","mhp_sit_talk_normal","","1007414","0.2","","","117531","3","1007414030"
"","0","vo_mhp_3102","","1007414","","","0","vo_mhp_1007414","21","1007414031"
"0","6","あら、その様子だと\n「不可視の暗殺者」とやらの攻撃は\nまだ続いてるみたいね。","0","1007414","0","0.5","1","117531","11","1007414032"
"","","","","1007414","","","","0","91","1007414033"
"","1","mhp_sit_idle","","1007414","0.2","","","117531","3","1007414034"
"","1","mhp_sit_talk_sad","","1007414","0.2","","","100931","3","1007414035"
"","1","NoItem","","1007414","0.2","","","31","3","1007414036"
"","0","vo_mhp_3103","","1007414","","","0","vo_mhp_1007414","21","1007414037"
"0","4","う、うむ、前は頭の痛みで集中力を\n削ぎにきていたが、うぅ……\n今回は魔法を封じにきたようだ。","0","1007414","0","1","1","100931","11","1007414038"
"","","","","1007414","","","","0","91","1007414039"
"0","0","mhp_anna_huhu_in","1","1007414","0.2","","mhp_anna_huhu_loop","100931","3","1007414040"
"","0","vo_mhp_3104","","1007414","","","0","vo_mhp_1007414","21","1007414041"
"0","6","くくく、よほど我が魔法が\n恐ろしいらしい、あぅ……","0","1007414","0","0.5","1","100931","11","1007414042"
"","","0","","1007414","","","","0","91","1007414043"
"","","0","","1007414","","","","0.2","93","1007414044"
"0","2","15","","1007414","0","","","100931","12","1007414045"
"","1","mhp_anna_huhu_loop2","","1007414","0.2","","","100931","3","1007414046"
"","","0","","1007414","","","","2","93","1007414047"
"","1","mhp_sit_talk_thinking","","1007414","0.2","","","117531","3","1007414048"
"","0","vo_mhp_3105","","1007414","","","0","vo_mhp_1007414","21","1007414049"
"0","6","ふーん、つまりのどが痛くて\n詠唱が辛くて魔法が使えないと。","0","1007414","0","0.5","1","117531","11","1007414050"
"","","","","1007414","","","","0","91","1007414051"
"","1","mhp_sit_idle","","1007414","0.2","","","117531","3","1007414052"
"","1","mhp_sit_talk_anger2","","1007414","0.2","","","100931","3","1007414053"
"","0","vo_mhp_3106","","1007414","","","0","vo_mhp_1007414","21","1007414054"
"0","6","そ、そんな軽いものではない！\nこれは禁じられた封印術\n「魔殺しの痛刻」に違いな――","0","1007414","0","0.5","1","100931","11","1007414055"
"","","","","1007414","","","","0","91","1007414056"
"","1","mhp_sit_talk_wish2","","1007414","0.2","","","117531","3","1007414057"
"","0","vo_mhp_3107","","1007414","","","0","vo_mhp_1007414","21","1007414058"
"0","8","病院内ではお静かに。","0","1007414","0","0.5","1","117531","11","1007414059"
"","","","","1007414","","","","0","91","1007414060"
"","1","mhp_sit_idle","","1007414","0.2","","","117531","3","1007414061"
"","1","mhp_sit_talk_sad","","1007414","0.2","","","100931","3","1007414062"
"","0","vo_mhp_3108","","1007414","","","0","vo_mhp_1007414","21","1007414063"
"0","10","あ、はい……","0","1007414","0","0.5","1","100931","11","1007414064"
"","","","","1007414","","","","0","91","1007414065"
"","1","mhp_sit_idle_sad","","1007414","0.2","","","100931","3","1007414066"
"","1","mhp_sit_talk_normal","","1007414","0.2","","","117531","3","1007414067"
"","0","vo_mhp_3109","","1007414","","","0","vo_mhp_1007414","21","1007414068"
"0","7","でも、アンナちゃんが静かというのも\nなんだか気持ちが悪いわね。\n同じギルドのよしみ、\n悪いようにはしないわ。","0","1007414","0","0.5","1","117531","11","1007414069"
"","","","","1007414","","","","0","91","1007414070"
"","","0","","1007414","","","","0","22","1007414071"
"","0","1007414075","","1007414","","","","「金色の天露」を処方するわね。","103","1007414072"
"","0","1007414128","","1007414","","","","この聖杯でうがいしなさい。","103","1007414073"
"","0","1007414180","","1007414","","","","この封魔帯で乾燥を防ぎなさい。","103","1007414074"
"0","0","mhp_sit_out","1","1007414","0.2","","mhp_idle_normal","117531","3","1007414075"
"","","0","","1007414","","","","0.6","93","1007414076"
"0","0","mhp_sit_out","1","1007414","0.2","","mhp_idle_normal","100931","3","1007414077"
"","","0","","1007414","","","","0.2","93","1007414078"
"","1","mhp_walk_sad","0","1007414","0.2","","","100931","3","1007414079"
"","-220","35","0","1007414","","","1.5","100931","2","1007414080"
"","-220","35","0","1007414","","","1.5","31","2","1007414081"
"","-220","35","0","1007414","","","1.5","11","2","1007414082"
"","-220","35","0","1007414","","","1.5","12","2","1007414083"
"","","0","","1007414","","","","0.3","93","1007414084"
"0","0","mhp_handover_in","1","1007414","0.2","","mhp_handover_loop","117531","3","1007414085"
"0","1","1","1","1007414","0","","1","21","6","1007414086"
"0","1","1","1","1007414","0","","1","22","6","1007414087"
"0","0","mhp_handover_in","1","1007414","0.2","","mhp_handover_loop","21","3","1007414088"
"0","0","mhp_item_EX0005_handover_in","1","1007414","0.2","","mhp_item_EX0005_handover_loop","22","3","1007414089"
"","","0","","1007414","","","","1.2","93","1007414090"
"","1","mhp_idle_sad","","1007414","0.2","","","100931","3","1007414091"
"","","0","","1007414","","","","0.5","93","1007414092"
"0","0","mhp_surprise","1","1007414","0.2","","mhp_talk_surprise1","100931","3","1007414093"
"","0","vo_mhp_3110","","1007414","","","0","vo_mhp_1007414","21","1007414094"
"0","5","そ、それは霊峰に生息する花から\n採れる、伝説の蜜では！\nこれさえあればすぐにでも\n千の魔法を唱えられるであろう！","0","1007414","0","0.5","1","100931","11","1007414095"
"","","1","","1007414","","","","6","93","1007414096"
"","0","mhp_anna_huhuStand_in","","1007414","0.2","","","100931","3","1007414097"
"","","","","1007414","","","","0","91","1007414098"
"0.2","0","mhp_anna_ahahaStand_in","1","1007414","0.2","","mhp_anna_ahahaStand_loop","100931","3","1007414099"
"","","1","","1007414","","","","0","93","1007414100"
"","","","","1007414","","","","1007414095","91","1007414101"
"","","0","","1007414","","","","0","22","1007414102"
"","","","","1007414","","","","1","93","1007414103"
"0","0","mhp_handover_receive_in","1","1007414","0.2","","mhp_handover_receive_loop","100931","3","1007414104"
"0","1","1","1","1007414","0","","1","11","6","1007414105"
"0","1","1","1","1007414","0","","1","12","6","1007414106"
"0","0","mhp_receive_anna_in","1","1007414","0.2","","mhp_receive_anna_loop","11","3","1007414107"
"0","0","mhp_item_EX0005_receive_in","1","1007414","0.2","","mhp_item_EX0005_receive_loop","12","3","1007414108"
"","","0","","1007414","","","","0.6","93","1007414109"
"0","1","1","1","1007414","0.4","","1","22","6","1007414110"
"","","0","","1007414","","","","0.4","93","1007414111"
"0","0","mhp_handover_out","1","1007414","0.2","","mhp_idle_normal","117531","3","1007414112"
"0","0","mhp_handover_out","1","1007414","0.2","","NoItem_idle","21","3","1007414113"
"0","0","mhp_item_EX0005_handover_out","1","1007414","0.2","","NoItem_idle","22","3","1007414114"
"","","0","","1007414","","","","0.4","93","1007414115"
"0","0","mhp_handover_receive_out","1","1007414","0.2","","mhp_idle_normal","100931","3","1007414116"
"0","0","mhp_receive_anna_out","1","1007414","0.2","","NoItem_idle","11","3","1007414117"
"0","0","mhp_item_EX0005_receive_out","1","1007414","0.2","","NoItem_idle","12","3","1007414118"
"","","","","1007414","","","","2","93","1007414119"
"","1","mhp_idle_memory","","1007414","0.2","","","100931","3","1007414120"
"","","0","","1007414","","","","0.2","93","1007414121"
"","1","mhp_sit_idle_sad","","1007414","0.2","","","117631","3","1007414122"
"","0","vo_mhp_3111","","1007414","","","0","vo_mhp_1007414","21","1007414123"
"0","6","（あれ、どう見てもただの\nのど用シロップだよね？\n物は言いようってやつかな）","0","1007414","0","0.5","1","117631","11","1007414124"
"","","","","1007414","","","","0","91","1007414125"
"","1","mhp_sit_idle","","1007414","0.2","","","117631","3","1007414126"
"","","","","1007414","","","","1007414224","101","1007414127"
"0","0","mhp_sit_out","1","1007414","0.2","","mhp_idle_normal","117531","3","1007414128"
"","","0","","1007414","","","","0.6","93","1007414129"
"0","0","mhp_sit_out","1","1007414","0.2","","mhp_idle_normal","100931","3","1007414130"
"","","0","","1007414","","","","0.2","93","1007414131"
"","1","mhp_walk_sad","0","1007414","0.2","","","100931","3","1007414132"
"","-220","35","0","1007414","","","1.5","100931","2","1007414133"
"","-220","35","0","1007414","","","1.5","31","2","1007414134"
"","-220","35","0","1007414","","","1.5","11","2","1007414135"
"","-220","35","0","1007414","","","1.5","12","2","1007414136"
"","","0","","1007414","","","","0.3","93","1007414137"
"0","0","mhp_handover_in","1","1007414","0.2","","mhp_handover_loop","117531","3","1007414138"
"0","1","1","1","1007414","0","","1","21","6","1007414139"
"0","1","1","1","1007414","0","","1","22","6","1007414140"
"0","0","mhp_handover_in","1","1007414","0.2","","mhp_handover_loop","21","3","1007414141"
"0","0","mhp_item_EX0013_handover_in","1","1007414","0.2","","mhp_item_EX0013_handover_loop","22","3","1007414142"
"","","0","","1007414","","","","1.2","93","1007414143"
"","1","mhp_idle_sad","","1007414","0.2","","","100931","3","1007414144"
"","","0","","1007414","","","","0.5","93","1007414145"
"0","0","mhp_surprise","1","1007414","0.2","","mhp_talk_surprise1","100931","3","1007414146"
"","0","vo_mhp_3112","","1007414","","","0","vo_mhp_1007414","21","1007414147"
"0","5","こ、これがあの伝説の……！\nふふふ、これでわれはさらに至高の\n領域へと達するであろう！","0","1007414","0","0.5","1","100931","11","1007414148"
"","","1","","1007414","","","","3.5","93","1007414149"
"","0","mhp_anna_huhuStand_in","","1007414","0.2","","","100931","3","1007414150"
"","","","","1007414","","","","0","91","1007414151"
"0.2","0","mhp_anna_ahahaStand_in","1","1007414","0.2","","mhp_anna_ahahaStand_loop","100931","3","1007414152"
"","","","","1007414","","","","1007414148","91","1007414153"
"","","0","","1007414","","","","0","22","1007414154"
"","","0","","1007414","","","","1","93","1007414155"
"0","0","mhp_handover_receive_in","1","1007414","0.2","","mhp_handover_receive_loop","100931","3","1007414156"
"0","1","1","1","1007414","0","","1","11","6","1007414157"
"0","1","1","1","1007414","0","","1","12","6","1007414158"
"0","0","mhp_receive_anna_in","1","1007414","0.2","","mhp_receive_anna_loop","11","3","1007414159"
"0","0","mhp_item_EX0013_receive_in","1","1007414","0.2","","mhp_item_EX0013_receive_loop","12","3","1007414160"
"","","0","","1007414","","","","0.6","93","1007414161"
"0","1","1","1","1007414","0.4","","1","22","6","1007414162"
"","","0","","1007414","","","","0.4","93","1007414163"
"0","0","mhp_handover_out","1","1007414","0.2","","mhp_idle_normal","117531","3","1007414164"
"0","0","mhp_handover_out","1","1007414","0.2","","NoItem_idle","21","3","1007414165"
"0","0","mhp_item_EX0013_handover_out","1","1007414","0.2","","NoItem_idle","22","3","1007414166"
"","","0","","1007414","","","","0.4","93","1007414167"
"0","0","mhp_handover_receive_out","1","1007414","0.2","","mhp_idle_normal","100931","3","1007414168"
"0","0","mhp_receive_anna_out","1","1007414","0.2","","NoItem_idle","11","3","1007414169"
"0","0","mhp_item_EX0013_receive_out","1","1007414","0.2","","NoItem_idle","12","3","1007414170"
"","","","","1007414","","","","2","93","1007414171"
"","1","mhp_idle_memory","","1007414","0.2","","","100931","3","1007414172"
"","","","","1007414","","","","0.2","93","1007414173"
"","1","mhp_idle_thinking","","1007414","0.2","","","117531","3","1007414174"
"","0","vo_mhp_3113","","1007414","","","0","vo_mhp_1007414","21","1007414175"
"0","7","（ただのコップでこんなによろこんで\nくれるなら安いものだわ）","0","1007414","0","0.5","1","117531","11","1007414176"
"","","","","1007414","","","","0","91","1007414177"
"","1","mhp_idle_normal","","1007414","0.2","","","117531","3","1007414178"
"","","","","1007414","","","","1007414224","101","1007414179"
"0","0","mhp_sit_out","1","1007414","0.2","","mhp_idle_normal","117531","3","1007414180"
"","","0","","1007414","","","","0.6","93","1007414181"
"0","0","mhp_sit_out","1","1007414","0.2","","mhp_idle_normal","100931","3","1007414182"
"","","0","","1007414","","","","0.2","93","1007414183"
"","1","mhp_walk_sad","0","1007414","0.2","","","100931","3","1007414184"
"","-220","35","0","1007414","","","1.5","100931","2","1007414185"
"","-220","35","0","1007414","","","1.5","31","2","1007414186"
"","-220","35","0","1007414","","","1.5","11","2","1007414187"
"","-220","35","0","1007414","","","1.5","12","2","1007414188"
"","","0","","1007414","","","","0.3","93","1007414189"
"0","0","mhp_handover_in","1","1007414","0.2","","mhp_handover_loop","117531","3","1007414190"
"0","1","1","1","1007414","0","","1","21","6","1007414191"
"0","1","1","1","1007414","0","","1","22","6","1007414192"
"0","0","mhp_handover_in","1","1007414","0.2","","mhp_handover_loop","21","3","1007414193"
"0","0","mhp_item_EX0012_handover_in","1","1007414","0.2","","mhp_item_EX0012_handover_loop","22","3","1007414194"
"","","0","","1007414","","","","1.2","93","1007414195"
"0","0","mhp_handover_receive_sad_in","1","1007414","0.2","","mhp_handover_receive_sad_loop","100931","3","1007414196"
"0","1","1","1","1007414","0","","1","11","6","1007414197"
"0","1","1","1","1007414","0","","1","12","6","1007414198"
"0","0","mhp_receive_anna_in","1","1007414","0.2","","mhp_receive_anna_loop","11","3","1007414199"
"0","0","mhp_item_EX0012_receive_in","1","1007414","0.2","","mhp_item_EX0012_receive_loop","12","3","1007414200"
"","","0","","1007414","","","","0.6","93","1007414201"
"0","1","1","1","1007414","0.4","","1","22","6","1007414202"
"","","0","","1007414","","","","0.4","93","1007414203"
"0","0","mhp_handover_out","1","1007414","0.2","","mhp_idle_normal","117531","3","1007414204"
"0","0","mhp_handover_out","1","1007414","0.2","","NoItem_idle","21","3","1007414205"
"0","0","mhp_item_EX0012_handover_out","1","1007414","0.2","","NoItem_idle","22","3","1007414206"
"","","0","","1007414","","","","0.4","93","1007414207"
"0","0","mhp_handover_receive_sad_out","1","1007414","0.2","","mhp_idle_normal_sad","100931","3","1007414208"
"0","0","mhp_receive_anna_out","1","1007414","0.2","","NoItem_idle","11","3","1007414209"
"0","0","mhp_item_EX0012_receive_out","1","1007414","0.2","","NoItem_idle","12","3","1007414210"
"","","","","1007414","","","","2","93","1007414211"
"","1","mhp_idle_worry","","1007414","0.2","","","100931","3","1007414212"
"","","0","","1007414","","","","0.2","93","1007414213"
"","1","mhp_talk_worry","","1007414","0.2","","","100931","3","1007414214"
"","0","vo_mhp_3114","","1007414","","","0","vo_mhp_1007414","21","1007414215"
"0","4","くっ、つまりは戦略的休息ということか\n分かった、今は大人しく従おう……","0","1007414","0","0.5","1","100931","11","1007414216"
"","","","","1007414","","","","0","91","1007414217"
"","1","mhp_idle_worry","","1007414","0.2","","","100931","3","1007414218"
"","1","mhp_idle_thinking","","1007414","0.2","","","117531","3","1007414219"
"","0","vo_mhp_3115","","1007414","","","0","vo_mhp_1007414","21","1007414220"
"0","7","（市販のマスクをこんな呼び方して……\n私まで染められてきちゃったじゃない）","0","1007414","0","0.5","1","117531","11","1007414221"
"","","","","1007414","","","","0","91","1007414222"
"","1","mhp_idle_normal","","1007414","0.2","","","117531","3","1007414223"
"","","","","1007414","","","","0","91","1007414224"
"0.2","0","mhp_anna_darkStand_in","1","1007414","0.2","","mhp_anna_darkStand_loop","100931","3","1007414225"
"0.2","0","mhp_anna_darkStand_in","1","1007414","0.2","","mhp_anna_darkStand_loop","31","3","1007414226"
"","","0","","1007414","","","","0.1","93","1007414227"
"","0","vo_mhp_3116","","1007414","","","0","vo_mhp_1007414","21","1007414228"
"0","5","「不可視の暗殺者」……\n想像以上の難敵だ。\nだがやつらは\n後悔することになるだろう。","0","1007414","0","0.5","1","100931","11","1007414229"
"","","","","1007414","","","","0","91","1007414230"
"0.2","0","mhp_anna_ahahaStand_in","1","1007414","0.2","","mhp_anna_ahahaStand_loop","100931","3","1007414231"
"","1","NoItem","","1007414","0.2","","","31","3","1007414232"
"","0","vo_mhp_3117","","1007414","","","0","vo_mhp_1007414","21","1007414233"
"0","5","この危機を克服した私の\n新たなる力に戦慄するがいい！","0","1007414","0","0.5","1","100931","11","1007414234"
"","","","","1007414","","","","0","91","1007414235"
"","1","mhp_talk_worry","","1007414","0.2","","","117531","3","1007414236"
"","0","vo_mhp_3118","","1007414","","","0","vo_mhp_1007414","21","1007414237"
"0","8","だから、病院内では静かに。","0","1007414","0","0.5","1","117531","11","1007414238"
"","","","","1007414","","","","0","91","1007414239"
"","1","mhp_idle_normal","","1007414","0.2","","","117531","3","1007414240"
"","1","mhp_talk_worry","","1007414","0.2","","","100931","3","1007414241"
"","1","NoItem","","1007414","0.2","","","31","3","1007414242"
"","0","vo_mhp_3119","","1007414","","","0","vo_mhp_1007414","21","1007414243"
"0","8","は、はい……","0","1007414","0","0.5","1","100931","11","1007414244"
"","","","","1007414","","","","0","91","1007414245"
"","","","","1007414","","","","1","93","1007414246"
"","1","mhp_run_sad","","1007414","0.2","","","100931","3","1007414247"
"","","1","","1007414","","","","100931","4","1007414248"
"","-220","-1000","0","1007414","","","3","100931","2","1007414249"
"","","0","","1007414","","","","3","93","1007414250"
"","","","","1007414","","","","0","91","1007414251"
"0","100","100931","-220","1007415","1.7","mhp_idle_normal","-1000","1","1","1007415001"
"1","100","117631","-200","1007415","1.7","mhp_sit_idle","365","1","1","1007415002"
"1","104","117531","-220","1007415","1.7","mhp_sit_idle","185","1","1","1007415003"
"","-240","1","0.85","1007415","1","","-154","1","31","1007415004"
"","-50","120","1","1007415","0","","-237","20","31","1007415005"
"","0","130","1","1007415","0","","160","30","31","1007415006"
"","0","111","1","1007415","0","","0","11","31","1007415007"
"0","110","11","-220","1007415","1.7","NoItem","-200","1","5","1007415008"
"0","105","12","-220","1007415","1.7","NoItem","-200","1","5","1007415009"
"1","110","21","-220","1007415","1.7","NoItem","170","1","5","1007415010"
"1","105","22","-220","1007415","1.7","NoItem","170","1","5","1007415011"
"0","1","1","0","1007415","0","","1","11","6","1007415012"
"0","1","1","0","1007415","0","","1","12","6","1007415013"
"0","1","1","0","1007415","0","","1","21","6","1007415014"
"0","1","1","0","1007415","0","","1","22","6","1007415015"
"","","","","1007415","","","","0","91","1007415016"
"","1","mhp_sit_talk_normal","","1007415","0.2","","","117531","3","1007415017"
"","0","vo_mhp_3201","","1007415","","","0","vo_mhp_1007415","21","1007415018"
"0","8","アンナちゃん、どうぞー","0","1007415","0","0.5","0","117531","11","1007415019"
"","","","","1007415","","","","0","91","1007415020"
"","1","mhp_sit_idle","","1007415","0.2","","","117531","3","1007415021"
"","1","mhp_anna_chill_walk","","1007415","0.2","","","100931","3","1007415022"
"","-220","-200","0","1007415","","","4","100931","2","1007415023"
"","","","","1007415","","","","0","91","1007415024"
"0.2","0","mhp_anna_chill_sit_in","1","1007415","0.2","","mhp_anna_chill_sit_idle","100931","3","1007415025"
"","","0","","1007415","","","","2","93","1007415026"
"","1","mhp_sit_talk_normal","","1007415","0.2","","","117531","3","1007415027"
"","0","vo_mhp_3202","","1007415","","","0","vo_mhp_1007415","21","1007415028"
"0","6","って、……ずいぶん辛そうね\nそれも「不可視の暗殺者」の\n仕業かしら？","0","1007415","0","0.5","1","117531","11","1007415029"
"","","","","1007415","","","","0","91","1007415030"
"","1","mhp_sit_idle","","1007415","0.2","","","117531","3","1007415031"
"","1","mhp_anna_chill_loop","","1007415","0.2","","","100931","3","1007415032"
"","0","vo_mhp_3203","","1007415","","","0","vo_mhp_1007415","21","1007415033"
"0","4","分かんない……\nなんかもう、ぼうっとするし\nぐらぐらするし、ひたすらつらい……","0","1007415","0","0.5","1","100931","11","1007415034"
"","","","","1007415","","","","0","91","1007415035"
"","1","mhp_sit_talk_normal","","1007415","0.2","","","117531","3","1007415036"
"","0","vo_mhp_3204","","1007415","","","0","vo_mhp_1007415","21","1007415037"
"0","7","これまでの症状が治まったからって\nナナカちゃんと魔法合戦なんかして\n羽目を外し過ぎたせいね\nふふ、ダメな団長さん♪","0","1007415","0","0.5","1","117531","11","1007415038"
"","","","","1007415","","","","0","91","1007415039"
"","1","mhp_sit_idle","","1007415","0.2","","","117531","3","1007415040"
"","1","mhp_anna_sit_talk_sad","","1007415","0.2","","","100931","3","1007415041"
"","0","vo_mhp_3205","","1007415","","","0","vo_mhp_1007415","21","1007415042"
"0","5","ごめん、なさい……","0","1007415","0","0.5","1","100931","11","1007415043"
"","","","","1007415","","","","0","91","1007415044"
"","1","mhp_anna_chill_sit_idle","","1007415","0.2","","","100931","3","1007415045"
"","1","mhp_sit_talk_normal","","1007415","0.2","","","117531","3","1007415046"
"","0","vo_mhp_3206","","1007415","","","0","vo_mhp_1007415","21","1007415047"
"0","6","はぁ、こんな調子じゃ\nからかいがいもないわね\nそんなふがいないあなたには\n罰を与えなきゃ。","0","1007415","0","0.5","1","117531","11","1007415048"
"","","","","1007415","","","","0","91","1007415049"
"","1","mhp_sit_idle","","1007415","0.2","","","117531","3","1007415050"
"","1","mhp_anna_sit_talk_worry","","1007415","0.2","","","100931","3","1007415051"
"","0","vo_mhp_3207","","1007415","","","0","vo_mhp_1007415","21","1007415052"
"0","5","か、覚悟はしている……\nでも、痛いのはちょっと……","0","1007415","0","0.5","1","100931","11","1007415053"
"","","","","1007415","","","","0","91","1007415054"
"","1","mhp_anna_chill_sit_idle","","1007415","0.2","","","100931","3","1007415055"
"0.2","0","mhp_sit_out","1","1007415","0.2","","mhp_anna_ahahaStand_loop","117531","3","1007415056"
"","0","vo_mhp_3208","","1007415","","","0","vo_mhp_1007415","21","1007415057"
"0","6","大丈夫、どんな病も私の目からは\n逃れられないから！","0","1007415","0","0.5","1","117531","11","1007415058"
"","","","","1007415","","","","0","91","1007415059"
"","","0","","1007415","","","","0","22","1007415060"
"","1","mhp_walk","0","1007415","0.2","","","117531","3","1007415061"
"","-220","-50","0","1007415","","","2","117531","2","1007415062"
"","-220","-50","0","1007415","","","2","21","2","1007415063"
"","-220","-50","0","1007415","","","2","22","2","1007415064"
"","","0","","1007415","","","","2","93","1007415065"
"0","1","1","1","1007415","0","","1","21","6","1007415066"
"0","0","mhp_mitsuki_injection_in","1","1007415","0.2","","mhp_mitsuki_injection_loop","117531","3","1007415067"
"0","0","mhp_mitsuki_injection_in","1","1007415","0.2","","mhp_mitsuki_injection_loop","21","3","1007415068"
"","1","mhp_anna_pain_in_blue","","1007415","0.2","","","100931","3","1007415069"
"","","","","1007415","","","","1.2","93","1007415070"
"","","se_10031400_syringe","","1007415","","","","se_10031400","23","1007415071"
"","","","","1007415","","","","0.6","93","1007415072"
"0","0","mhp_mitsuki_injection_out","1","1007415","0.2","","mhp_idle_normal","117531","3","1007415073"
"0","0","mhp_mitsuki_injection_out","1","1007415","0.2","","NoItem","21","3","1007415074"
"","","","","1007415","","","","0.5","93","1007415075"
"","0","mhp_anna_down","","1007415","0.2","","","100931","3","1007415076"
"","0","vo_mhp_3209","","1007415","","","0","vo_mhp_1007415","21","1007415077"
"0","10","あっ……","0","1007415","0","0.5","1","100931","11","1007415078"
"","","","","1007415","","","","0.3","93","1007415079"
"","","1","","1007415","","","","100931","4","1007415080"
"","","se_10031400_bodyfall","","1007415","","","","se_10031400","23","1007415081"
"","","","","1007415","","","","1007415078","91","1007415082"
"","1","mhp_sit_talk_surprise2","","1007415","0.2","","","117631","3","1007415083"
"","0","vo_mhp_3210","","1007415","","","0","vo_mhp_1007415","21","1007415084"
"0","6","こ、この人どうなったの？\nもしかして、し、死んじゃった――","0","1007415","0","0.5","1","117631","11","1007415085"
"","","","","1007415","","","","0","91","1007415086"
"","1","mhp_sit_idle_surprise1","","1007415","0.2","","","117631","3","1007415087"
"","1","mhp_talk_thinking","","1007415","0.2","","","117531","3","1007415088"
"","0","vo_mhp_3211","","1007415","","","0","vo_mhp_1007415","21","1007415089"
"0","5","まさか。睡眠薬を打っただけよ。\n彼女に必要なのは余計なことをさせず\nゆっくり休ませることだからね。","0","1007415","0","0.5","1","117531","11","1007415090"
"","","","","1007415","","","","0","91","1007415091"
"","1","mhp_talk_normal","","1007415","0.2","","","117531","3","1007415092"
"","0","vo_mhp_3212","","1007415","","","0","vo_mhp_1007415","21","1007415093"
"0","7","アンナちゃんの弱ってる姿なんて\n面白いものじゃないもの。\nいつもみたいに大騒ぎしてもらわないと\nこっちまで調子が狂うわ。","0","1007415","0","0.5","1","117531","11","1007415094"
"","","","","1007415","","","","0","91","1007415095"
"","1","mhp_idle_normal","","1007415","0.2","","","117531","3","1007415096"
"","1","mhp_sit_talk_joy2","","1007415","0.2","","","117631","3","1007415097"
"","0","vo_mhp_3213","","1007415","","","0","vo_mhp_1007415","21","1007415098"
"0","5","もう、ビックリさせないでよね。\n何だかんだでやっぱり先生は優しいね♪","0","1007415","0","0.5","1","117631","11","1007415099"
"","","","","1007415","","","","0","91","1007415100"
"","1","mhp_sit_idle_joy2","","1007415","0.2","","","117631","3","1007415101"
"","1","mhp_talk_thinking","","1007415","0.2","","","117531","3","1007415102"
"","0","vo_mhp_3214","","1007415","","","0","vo_mhp_1007415","21","1007415103"
"0","6","まあ、よく効く睡眠薬だから\n一週間くらい寝てるかもしれないわね。","0","1007415","0","0.5","1","117531","11","1007415104"
"","","","","1007415","","","","0","91","1007415105"
"","1","mhp_idle_thinking","","1007415","0.2","","","117531","3","1007415106"
"","1","mhp_sit_idle_surprise2","","1007415","0.2","","","117631","3","1007415107"
"","0","vo_mhp_3215","","1007415","","","0","vo_mhp_1007415","21","1007415108"
"0","8","え？","0","1007415","0","0.5","1","117631","11","1007415109"
"","","","","1007415","","","","0","91","1007415110"
"","","1","1","1007415","1","","","111","32","1007415111"
"","","1","1","1007415","1","","","120","32","1007415112"
"","","se_10031400_rose","","1007415","","","","se_10031400","23","1007415113"
"","0","mhp_mitsuki_kime","0","1007415","0.2","","","117531","3","1007415114"
"","","","","1007415","","","","1","93","1007415115"
"","","1","1","1007415","1","","","130","32","1007415116"
"","","","","1007415","","","","4","93","1007415117"
"","","0","1","1007415","1","","","130","32","1007415118"
"","","","","1007415","","","","0","91","1007415119"
"0","100","103111","-240","1007416","1.7","mhp_idle_normal","-1100","1","1","1007416001"
"1","100","117631","-200","1007416","1.7","mhp_sit_idle","365","1","1","1007416002"
"1","100","117531","-220","1007416","1.7","mhp_sit_idle","185","1","1","1007416003"
"","-240","1","0.85","1007416","1","","-154","1","31","1007416004"
"0","110","11","-220","1007416","1.7","NoItem","-200","1","5","1007416005"
"0","105","12","-220","1007416","1.7","NoItem","-200","1","5","1007416006"
"1","110","21","-220","1007416","1.7","NoItem","185","1","5","1007416007"
"1","105","22","-220","1007416","1.7","NoItem","185","1","5","1007416008"
"0","1","1","0","1007416","0","","1","11","6","1007416009"
"0","1","1","0","1007416","0","","1","12","6","1007416010"
"0","1","1","0","1007416","0","","1","21","6","1007416011"
"0","1","1","0","1007416","0","","1","22","6","1007416012"
"0","110","31","-240","1007416","1.7","mhp_skull_idle","-1000","1","5","1007416013"
"","","","","1007416","","","","0","91","1007416014"
"","1","mhp_sit_talk_normal","","1007416","0.2","","","117531","3","1007416015"
"","0","vo_mhp_6001","","1007416","","","0","vo_mhp_1007416","21","1007416016"
"0","8","次の方どうぞー","0","1007416","0","0.5","1","117531","11","1007416017"
"","","","","1007416","","","","0","91","1007416018"
