4da9ba9bf0087d9c0d604ad470ba962158a3f6d4ede97afe16ccad0bca9b8162,006fb82ebff786a761caefbc6b949a3c95cb927c958f52b393b2967551aafbf4,cfdc7f796580dbb3f2d3c4bf96151e9e33145289407cb7db6674c985aaa582a8,d1763208e1e40e4dab153e7fac8a5480fd4b07d6544549f18cbfa6370b87f43d,d988096e28cf18d1da73570b5858241d8459a9bb9ede3e93b6219cb0734b381a,0fb7f83e53824a78ccc9fc8c87db6337666d1c68073ff3da4c7397b366d3aad7,39c556dccfb5e0dd036a5165cdc4b835e26f35705c89565bd3c47bcf53a5272e,33294b66c305e03978e9dbd6f36b4160fede96040d26d7cb74f6ec39152f909c,c971d7cd6923ba013ed5f7d582c30385cdf91438032ce25396aff973aa320e4f,4fc17c1bc632d0a17fda73719828b468eb8dfcbee77013235af6d377c8bc9307,7a7075ea4c04c35efb375fe95494d6ad2f9d92c322c97e8f050d136f2569d356
"0","922","","91","","","","","19220046","",""
"0.5","922","","93","","","0","","19220047","",""
"115711","922","","3","","1","20_kasumi_walk","","19220048","","0.2"
"3","922","","3","","1","20_kasumi_walk","","19220049","","0.2"
"115711","922","","2","0","-15","750","","19220050","4.41176470588235",""
"3","922","","2","0","-15","750","","19220051","4.41176470588235",""
"0","922","","91","","","","","19220052","",""
"1","923","0","1","-15","22","115711","20_kasumi_walk","19230001","-750","1.4875"
"3","923","0","5","-15","23","3","20_kasumi_walk","19230002","-750","1.4875"
"se_10053800","923","","23","","1","se_fpc_water_random","","19230003","",""
"19230002","923","","91","","","","","19230004","",""
"115711","923","","2","0","-15","0","","19230005","4.41176470588235",""
"3","923","","2","0","-15","0","","19230006","4.41176470588235",""
"0","923","","91","","","","","19230007","",""
"115711","923","","3","","1","20_kasumi_talk","","19230008","","0.3"
"3","923","","3","","1","20_kasumi_talk","","19230009","","0.3"
"vo_fpc","923","","21","","0","vo_fpc_22300","","19230010","0",""
"115711","923","0","11","0","10","名探偵カスミのメルクリゾート事件簿\n「プールサイドたい焼き事件」","0.5","19230011","1","0"
"0","923","","91","","","","","19230012","",""
"0.5","923","","93","","","0","","19230013","",""
"115711","923","0","3","1","0","20_kasumi_cool_in","","19230014","20_kasumi_cool_surprise","0.2"
"3","923","0","3","1","0","20_kasumi_cool_in","","19230015","20_kasumi_cool_loop","0.2"
"vo_fpc","923","","21","","0","vo_fpc_22301","","19230016","0",""
"115711","923","0","11","0","10","ここメルクリゾートではプールサイドで\nたい焼きを売る怪人の噂がある。","0.5","19230017","1","0"
"0","923","","91","","","","","19230018","",""
"0.5","923","","93","","","0","","19230019","",""
"vo_fpc","923","","21","","0","vo_fpc_22302","","19230020","0",""
"115711","923","0","11","0","10","フードコートで売っているのであれば\n何ら違和感はないけれど。","0.5","19230021","1","0"
"0","923","","91","","","","","19230022","",""
"0.5","923","","93","","","0","","19230023","",""
"115711","923","","3","","1","20_kasumi_cool_sad","","19230024","","0.2"
"3","923","","3","","1","20_kasumi_cool_loop","","19230025","","0.2"
"vo_fpc","923","","21","","0","vo_fpc_22303","","19230026","0",""
"115711","923","0","11","0","10","…濡れやすいプールエリアで売る\nなんて常人の思考では考えられない。","0.5","19230027","1","0"
"0","923","","91","","","","","19230028","",""
"0.5","923","","93","","","0","","19230029","",""
"115711","923","","3","","1","20_kasumi_cool_anger","","19230030","","0.2"
"3","923","","3","","1","20_kasumi_cool_loop","","19230031","","0.2"
"vo_fpc","923","","21","","0","vo_fpc_22304","","19230032","0",""
"115711","923","0","11","0","10","しかもたい焼きの中身は虹色で、\n極上の味だというじゃないか。","0.5","19230033","1","0"
"0","923","","91","","","","","19230034","",""
"0.5","923","","93","","","0","","19230035","",""
"115711","923","","3","","1","20_kasumi_doya_normal2","","19230036","","0.2"
"3","923","","3","","1","20_kasumi_doya_normal2","","19230037","","0.2"
"vo_fpc","923","","21","","0","vo_fpc_22305","","19230038","0",""
"115711","923","0","11","0","10","幻のたい焼き売りの姿を見ると\n幸せになれるだなんて話も聞いたよ。","0.5","19230039","1","0"
"0","923","","91","","","","","19230040","",""
"0.5","923","","93","","","0","","19230041","",""
"115711","923","0","3","1","0","20_kasumi_approach_in","","19230042","20_kasumi_approach_loop","0.3"
"3","923","0","3","1","0","20_kasumi_approach_in","","19230043","20_kasumi_approach_loop","0.3"
"vo_fpc","923","","21","","0","vo_fpc_22306","","19230044","0",""
"115711","923","0","11","0","10","プールサイドで\nたい焼きを売る怪人、か。","0.5","19230045","1","0"
"0","923","","91","","","","","19230046","",""
"0.5","923","","93","","","0","","19230047","",""
"115711","923","","3","","1","20_kasumi_thinking","","19230048","","0.2"
"3","923","","3","","1","20_kasumi_thinking","","19230049","","0.2"
"vo_fpc","923","","21","","0","vo_fpc_22307","","19230050","0",""
"115711","923","0","11","0","10","果たして、そんな人物が、\n実在するのであろうか…","0.5","19230051","1","0"
"0","923","","91","","","","","19230052","",""
"0.5","923","","93","","","0","","19230053","",""
"115711","923","","3","","1","20_kasumi_walk","","19230054","","0.2"
"3","923","","3","","1","20_kasumi_walk","","19230055","","0.2"
"115711","923","","2","0","-15","750","","19230056","4.41176470588235",""
"3","923","","2","0","-15","750","","19230057","4.41176470588235",""
"0","923","","91","","","","","19230058","",""
"1","941","0","1","-180","23","107511","41_pekorine_swim_loop","19410001","-910","1.75"
"1","941","0","1","-180","22","107611","cmn_float","19410002","-800","1.75"
"22","941","0","5","-180","22","22","41_kyaru_floatRing","19410003","-1000","1.75"
"1","941","","31","1","-890","1075111","","19410004","-180","1"
"14","941","","31","1","0","1075114","","19410005","-180","0"
"4","941","","31","1","-800","107611","","19410006","-180","1"
"126","941","","31","1","-830","22","","19410007","-180","1"
"105","941","","31","1","140","105","","19410008","-180","0"
"108","941","","31","1","320","108","","19410009","40","0"
"1001","941","","31","1","-160","1001","","19410010","-110","0"
"se_10053800","941","","23","","1","se_fpc_water_random","","19410011","","1"
"19410010","941","","91","","","0","","19410012","",""
"22","941","","2","12","-180","-150","","19410013","5",""
"22","941","","33","12","-180","-10","","19410014","5",""
"0","941","","91","","","","","19410015","",""
"vo_fpc","941","","21","","","vo_fpc_30101","","19410016","0",""
"22","941","0","11","0","6","は～…たまにはこうやって\nのんびりするのも悪くないわね～","1","19410017","1","0"
"0","941","","91","","","0","","19410018","",""
"107511","941","","2","0","-180","0","","19410019","4.52941176470588",""
"1075111","941","","33","0","-180","0","","19410020","4.52941176470588",""
"22","941","","2","12","-180","0","","19410021","4.52941176470588",""
"22","941","","33","12","-180","140","","19410022","4.52941176470588",""
"1.5","941","","93","","","0","","19410023","",""
"vo_fpc","941","","21","","","vo_fpc_30102","","19410024","0",""
"107511","941","0","11","0","6","キャールーちゃーん！\nえいっ！","1","19410025","1","0"
"19410019","941","","91","","","","","19410026","",""
"1075111","941","","32","","","0","","19410027","",""
"1075114","941","","32","","","1","","19410028","",""
"107511","941","0.1","3","1","0","41_pekorine_hug","","19410029","41_pekorine_hug_loop","0.1"
"22","941","0.1","3","1","0","41_kyaru_surprise","","19410030","41_kyaru_surprise_loop","0.1"
"0.6","941","","93","","","0","","19410031","",""
"105","941","","32","","","1","","19410032","",""
"0.6","941","","93","","","0","","19410033","",""
"105","941","","32","","","0","","19410034","",""
"19410025","941","","91","","","","","19410035","",""
"107611","941","","2","12","-180","-300","","19410036","2.94117647058824",""
"107611","941","","33","12","-180","-300","","19410037","2.94117647058824",""
"vo_fpc","941","","21","","","vo_fpc_30103","","19410038","0",""
"22","941","0","11","0","9","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","1","19410039","1","0"
"0","941","","91","","","0","","19410040","",""
"19410036","941","","91","","","","","19410041","",""
"105","941","","32","","","1","","19410042","",""
"107511","941","","3","","1","41_pekorine_shake","","19410043","","0.1"
"22","941","","3","","1","41_kyaru_shake","","19410044","","0.1"
"vo_fpc","941","","21","","","vo_fpc_30104","","19410045","0",""
"107611","941","","3","","1","41_kokkoro_float_loop","","19410046","","0.1"
"107611","941","0","11","0","8","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","1","19410047","1","0"
"0","941","","91","","","0","","19410048","",""
"vo_fpc","941","","21","","","vo_fpc_30105","","19410049","0",""
"22","941","0","11","0","10","あ、ダメ…\nもう、げん…かい…","1","19410050","1","0"
"0","941","","91","","","0","","19410051","",""
"22","941","","3","","0","41_kyaru_drown","","19410052","","0.2"
"107511","941","","3","","1","41_pekorine_shake","","19410053","","0.2"
"0.2","941","","93","","","0","","19410054","",""
"se_10053800","941","","23","","0","se_10053800_941_bishokuden","","19410055","","1"
"0.8","941","","93","","","0","","19410056","",""
"107611","941","0.1","3","1","0","41_kokkoro_surprise","","19410057","41_kokkoro_surprise_loop","0.1"
"0.5","941","","93","","","0","","19410058","",""
"108","941","","32","","","1","","19410059","",""
"2.5","941","","93","","","0","","19410060","",""
"22","941","0.1","3","","1","41_kyaru_drown_loop","","19410061","","0.1"
"107511","941","0.1","3","1","0","41_pekorine_notice","","19410062","41_pekorine_notice_loop","0.1"
"105","941","","32","","","0","","19410063","",""
"22","941","","32","","","0","","19410064","",""
"vo_fpc","941","","21","","","vo_fpc_30106","","19410065","0",""
"107511","941","0","11","0","11","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","1","19410066","1","0"
"0","941","","91","","","0","","19410067","",""
"vo_fpc","941","","21","","","vo_fpc_30107","","19410068","0",""
"107611","941","0","11","0","10","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","1","19410069","1","0"
"2.1","941","","93","","","0","","19410070","",""
"107611","941","0.1","3","1","0","41_kokkoro_action","","19410071","41_kokkoro_action_loop","0.1"
"1001","941","","32","","","1","","19410072","",""
"107511","941","0.1","3","1","0","41_pekorine_flutterKick_floatRing_in","","19410073","cmn_swm_flutterKick_floatRing","0"
"22","941","","3","","1","41_kyaru_flutterKick_floatRing","","19410074","","0.1"
"107511","941","","2","0","-180","1000","","19410075","4.52488687782805",""
"1075111","941","","32","","","1","","19410076","",""
"1075114","941","","32","","","0","","19410077","",""
"1075111","941","","33","0","-180","1000","","19410078","4.52488687782805",""
"22","941","","2","0","-180","1000","","19410079","4.52488687782805",""
"107611","941","","2","0","-180","1000","","19410080","5.88235294117647",""
"107611","941","","33","0","-180","1000","","19410081","5.88235294117647",""
"1001","941","","33","0","-110","1140","","19410082","5.88235294117647",""
"19410081","941","","91","","","","","19410083","",""
"1","942","0","1","-250","33","113211","42_anna_idle","19420001","-1060","1.75"
"1","942","0","1","-250","33","127111","42_shinobu_idle","19420002","-920","1.75"
"2","942","0","5","-250","32","2","42_boat_idle","19420003","-1000","1.75"
"107","942","","31","1","0","107","","19420004","0","0"
"106","942","","31","1","-1000","106","","19420005","-250","1"
"113211","942","","13","","","47","","19420006","",""
"127111","942","","13","","","47","","19420007","",""
"se_10053800","942","","23","","1","se_fpc_water_random","","19420008","","1"
"19420007","942","","91","","","0","","19420009","",""
"113211","942","","2","12","-250","-60","","19420010","5.88235294117647",""
"127111","942","","2","12","-250","80","","19420011","5.88235294117647",""
"2","942","","2","12","-250","0","","19420012","5.88235294117647",""
"106","942","","33","12","-250","0","","19420013","5.88235294117647",""
"","942","","91","","","","","19420014","",""
"113211","942","","3","","1","42_anna_doyatalk","","19420015","","0.2"
"127111","942","","3","","1","42_shinobu_idle","","19420016","","0.2"
"2","942","","3","","1","42_boat_idle","","19420017","","0.2"
"vo_fpc","942","","21","","","vo_fpc_30201","","19420018","0",""
"113211","942","0","11","0","6","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","1","19420019","1","0"
"0","942","","91","","","0","","19420020","",""
"113211","942","","3","","1","42_anna_doyatalk","","19420021","","0.2"
"127111","942","0.1","3","1","0","42_shinobu_idle2talk","","19420022","42_shinobu_talk","0.2"
"2","942","","3","","1","42_boat_idle","","19420023","","0.2"
"vo_fpc","942","","21","","","vo_fpc_30202","","19420024","0",""
"127111","942","0","11","0","7","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","1","19420025","1","0"
"0","942","","91","","","0","","19420026","",""
"127111","942","0.1","3","1","0","42_shinobu_talk2idle","","19420027","42_shinobu_idle","0.2"
"113211","942","0.1","3","1","0","42_anna_doya2idle","","19420028","42_anna_idle","0.2"
"2","942","","3","","1","42_boat_idle","","19420029","","0.2"
"vo_fpc","942","","21","","","vo_fpc_30203","","19420030","0",""
"113211","942","0","11","0","7","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0.5","19420031","1","0"
"0","942","","91","","","0","","19420032","",""
"vo_fpc","942","","21","","","vo_fpc_30204","","19420033","0",""
"113211","942","0","11","0","10","（冥風戦記のいいネタに\nなるかもしれないからな！）","1","19420034","1","0"
"0","942","","91","","","0","","19420035","",""
"113211","942","","3","","1","42_anna_idle","","19420036","","0.2"
"127111","942","0.1","3","1","0","42_shinobu_idle2talk","","19420037","42_shinobu_talk","0.2"
"2","942","","3","","1","42_boat_idle","","19420038","","0.2"
"vo_fpc","942","","21","","","vo_fpc_30205","","19420039","0",""
"127111","942","0","11","0","6","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0.5","19420040","1","0"
"0","942","","91","","","0","","19420041","",""
"113211","942","","3","","1","42_anna_idle","","19420042","","0.2"
"127111","942","0.1","3","1","0","42_shinobu_talk2horror","","19420043","42_shinobu_horror","0.2"
"2","942","","3","","1","42_boat_idle","","19420044","","0.2"
"107","942","","32","","","1","","19420045","",""
"vo_fpc","942","","21","","","vo_fpc_30206","","19420046","0",""
"127111","942","0","11","0","5","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","1","19420047","1","0"
"6.5","942","","93","","","0","","19420048","",""
"1.5","942","","93","","","0","","19420049","",""
"19420047","942","","91","","","0","","19420050","",""
"127111","942","","3","","1","42_shinobu_horror","","19420051","","0.1"
"113211","942","","3","","1","42_anna_scared","","19420052","","0.1"
"2","942","","3","","1","42_boat_idle","","19420053","","0.1"
"vo_fpc","942","","21","","","vo_fpc_30207","","19420054","0",""
"113211","942","0","11","0","6","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","1.5","19420055","1","0"
"9.13333333333333","942","","93","","","0","","19420056","",""
"1.5","942","","93","","","0","","19420057","",""
"19420055","942","","91","","","0","","19420058","",""
"113211","942","","2","","-250","940","","19420059","4.52488687782805",""
"127111","942","","2","","-250","1080","","19420060","4.52488687782805",""
"2","942","","2","","-250","1000","","19420061","4.52488687782805",""
"106","942","","33","","-250","1000","","19420062","4.52488687782805",""
"0","942","","91","","","","","19420063","",""
"1","943","0","1","-180","23","122511","cmn_float","19430001","-850","1.75"
"1","943","0","1","-125","13","117411","43_tsumugi_deredere","19430002","-800","1.75"
"1","943","0","5","-125","12","11","cmn_float_item_09_Ball","19430003","-1675","1.75"
"1","943","0","5","-250","32","12","cmn_floatRing_pink","19430004","-850","1.75"
"1","943","0","5","-250","32","13","cmn_floatRing_blue","19430005","-2500","1.75"
"8","943","","31","1","-850","1225114","","19430006","-180","1"
"5","943","","31","1","-800","1174114","","19430007","-125","1"
"5","943","","31","1","-1675","411","","19430008","-125","1"
"4","943","","31","1","-850","412","","19430009","-250","1"
"4","943","","31","1","-2500","413","","19430010","-250","1"
"110","943","","31","1","-350","1101","","19430011","-125","0"
"se_10053800","943","","23","","1","se_fpc_water_random","","19430012","","1"
"19430011","943","","91","","","","","19430013","",""
"12","943","","2","","-250","2450","","19430014","24.2647058823529",""
"412","943","","33","","-250","2450","","19430015","24.2647058823529",""
"11","943","","2","","-125","1625","","19430016","24.2647058823529",""
"411","943","","33","","-125","1625","","19430017","24.2647058823529",""
"13","943","","2","","-250","800","","19430018","24.2647058823529",""
"413","943","","33","","-250","800","","19430019","24.2647058823529",""
"2","943","","93","","","0","","19430020","",""
"122511","943","","2","12","-180","0","","19430021","6.25",""
"1225114","943","","33","12","-180","0","","19430022","6.25",""
"19430021","943","","91","","","","","19430023","",""
"vo_fpc","943","","21","","","vo_fpc_30301","","19430024","0",""
"122511","943","0","11","0","7","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","1","19430025","1","0"
"0","943","","91","","","","","19430026","",""
"117411","943","","2","12","-125","-350","","19430027","6.92307692307692",""
"1174114","943","","33","12","-125","-350","","19430028","6.92307692307692",""
"vo_fpc","943","","21","","","vo_fpc_30302","","19430029","0",""
"122511","943","0","11","0","6","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","1","19430030","1","0"
"0","943","","91","","","","","19430031","",""
"19430028","943","","91","","","","","19430032","",""
"vo_fpc","943","","21","","","vo_fpc_30303","","19430033","0",""
"117411","943","0","11","0","7","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","1","19430034","1","0"
"0","943","","91","","","","","19430035","",""
"122511","943","0.1","3","1","0","43_rei_notice_in","","19430036","43_rei_notice_loop","0.1"
"vo_fpc","943","","21","","","vo_fpc_30304","","19430037","0",""
"122511","943","0","11","0","5","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0.5","19430038","1","0"
"0","943","","91","","","","","19430039","",""
"1101","943","","32","","","1","","19430040","",""
"1174114","943","","32","","","0","","19430041","",""
"122511","943","0.1","3","1","0","43_rei_turn","","19430042","43_rei_aseri","0.1"
"117411","943","","3","","0","43_tsumugi_hide","","19430043","","0.1"
"3","943","","93","","","0","","19430044","",""
"117411","943","0.1","3","1","0","43_tsumugi_appear","","19430045","43_tsumugi_deredere","0.1"
"1","943","","93","","","0","","19430046","",""
"1101","943","","32","","","0","","19430047","",""
"1174114","943","","32","","","1","","19430048","",""
"vo_fpc","943","","21","","","vo_fpc_30305","","19430049","0",""
"122511","943","0","11","0","6","誰もいなかったな…\nいや…そこ！","0.5","19430050","1","0"
"0","943","","91","","","","","19430051","",""
"1101","943","","32","","","1","","19430052","",""
"1174114","943","","32","","","0","","19430053","",""
"122511","943","0.1","3","1","0","43_rei_turn","","19430054","43_rei_aseri_2","0.1"
"117411","943","","3","","0","43_tsumugi_hide","","19430055","","0.1"
"3","943","","93","","","0","","19430056","",""
"117411","943","0.1","3","1","0","43_tsumugi_appear","","19430057","43_tsumugi_deredere","0.1"
"1","943","","93","","","0","","19430058","",""
"1101","943","","32","","","0","","19430059","",""
"1174114","943","","32","","","1","","19430060","",""
"vo_fpc","943","","21","","","vo_fpc_30306","","19430061","0",""
"122511","943","0","11","0","5","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","1","19430062","1","0"
"0","943","","91","","","","","19430063","",""
"122511","943","","2","","-180","850","","19430064","3.84615384615385",""
"1225114","943","","33","","-180","850","","19430065","3.84615384615385",""
"117411","943","","2","12","-125","0","","19430066","2.57352941176471",""
"1174114","943","","33","12","-125","0","","19430067","2.57352941176471",""
"0","943","","91","","","","","19430068","",""
"vo_fpc","943","","21","","","vo_fpc_30307","","19430069","0",""
"117411","943","0","11","0","6","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","1","19430070","1","0"
"0","943","","91","","","","","19430071","",""
"117411","943","","2","","-125","850","","19430072","3.84615384615385",""
"1174114","943","","33","","-125","850","","19430073","3.84615384615385",""
"0","943","","91","","","","","19430074","",""
"1","944","0","1","-15","12","107911","44_tamaki_in","19440001","800","1.4875"
"3","944","0","5","-15","13","3","44_tamaki_in","19440002","800","1.4875"
"1","944","0","1","-250","33","126811","44_yukari_idle","19440003","-1000","1.75"
"2","944","0","5","-250","32","2","cmn_boat_idle","19440004","-1000","1.75"
"1","944","0","1","-15","12","108011","44_mifuyu_run","19440005","-800","1.4875"
"101","944","","31","1","-1000","126811","","19440006","-250","1"
"1004","944","","31","1","-560","1004","","19440007","140","0"
"se_10053800","944","","23","","1","se_fpc_water_random","","19440008","","1"
"19440007","944","","91","","","0","","19440009","",""
"107911","944","","2","","-15","300","","19440010","2.26244343891403",""
"3","944","","2","","-15","300","","19440011","2.26244343891403",""
"","944","","91","","","","","19440012","",""
"107911","944","0.1","3","1","","44_tamaki_sale","","19440013","44_tamaki_sale_loop","0.1"
"3","944","0.1","3","1","","44_tamaki_sale","","19440014","44_tamaki_sale_loop","0.1"
"vo_fpc","944","","21","","","vo_fpc_30401","","19440015","0",""
"107911","944","0","11","0","6","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","1","19440016","1","0"
"0","944","","91","","","","","19440017","",""
"126811","944","","2","12","-250","-100","","19440018","5.29411764705882",""
"2","944","","2","12","-250","-100","","19440019","5.29411764705882",""
"126811","944","","33","12","-250","-100","","19440020","5.29411764705882",""
"","944","","91","","","","","19440021","",""
"107911","944","0.1","3","1","0","44_tamaki_present","","19440022","44_tamaki_present_loop","0.1"
"3","944","0.1","3","1","0","44_tamaki_present","","19440023","44_tamaki_present_loop","0.1"
"vo_fpc","944","","21","","","vo_fpc_30402","","19440024","0",""
"107911","944","0","11","0","8","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","1","19440025","1","0"
"0","944","","91","","","","","19440026","",""
"126811","944","0.1","3","1","0","44_yukari_notice","","19440027","44_yukari_notice_loop","0.2"
"2","944","","3","","1","cmn_boat_idle","","19440028","","0.2"
"vo_fpc","944","","21","","","vo_fpc_30403","","19440029","0",""
"126811","944","0","11","0","10","あら、タマキさんじゃない。\nこんなところで何やってるの？","1","19440030","1","0"
"0","944","","91","","","","","19440031","",""
"vo_fpc","944","","21","","","vo_fpc_30404","","19440032","0",""
"107911","944","0","11","0","10","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","1","19440033","1","0"
"0","944","","91","","","","","19440034","",""
"107911","944","0.1","3","1","0","44_tamaki_present2sale","","19440035","44_tamaki_sale_loop","0.1"
"3","944","0.1","3","1","0","44_tamaki_present2sale","","19440036","44_tamaki_sale_loop","0.1"
"vo_fpc","944","","21","","","vo_fpc_30405","","19440037","0",""
"107911","944","0","11","0","10","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","1","19440038","1","0"
"0","944","","91","","","","","19440039","",""
"126811","944","0.1","3","1","0","44_yukari_worry","","19440040","44_yukari_worry_loop","0.2"
"2","944","","3","","1","cmn_boat_idle","","19440041","","0.2"
"vo_fpc","944","","21","","","vo_fpc_30406","","19440042","0",""
"126811","944","0","11","0","7","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","1","19440043","1","0"
"0","944","","91","","","","","19440044","",""
"vo_fpc","944","","21","","","vo_fpc_30407","","19440045","0",""
"107911","944","0","11","0","8","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0.5","19440046","1","0"
"0","944","","91","","","","","19440047","",""
"1004","944","","32","","","1","","19440048","",""
"1","944","","93","","","0","","19440049","",""
"107911","944","0.1","3","1","0","44_tamaki_surprise","","19440050","44_tamaki_run","0.1"
"3","944","0.1","3","1","0","44_tamaki_surprise","","19440051","44_tamaki_run","0.1"
"3","944","0.1","3","1","0","44_tamaki_surprise","","19440052","44_tamaki_run","0.1"
"vo_fpc","944","","21","","","vo_fpc_30408","","19440053","0",""
"107911","944","0","11","0","10","ズラかるにゃー！","1","19440054","1","0"
"0.8","944","","93","","","0","","19440055","",""
"107911","944","","2","","-15","800","","19440056","1.74034110685694",""
"3","944","","2","","-15","800","","19440057","1.74034110685694",""
"108011","944","","2","","-15","800","","19440058","4.82654600301659",""
"1004","944","","33","","-15","800","","19440059","4.82654600301659",""
"0.8","944","","93","","","0","","19440060","",""
"vo_fpc","944","","21","","","vo_fpc_30409","","19440061","0",""
"108011","944","0","11","0","15","無許可営業は取り締まり対象よ！\n待ちなさい！","0.5","19440062","1","0"
"19440058","944","","91","","","","","19440063","",""
"vo_fpc","944","","21","","","vo_fpc_30410","","19440064","0",""
"126811","944","0","11","0","7","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","1.5","19440065","1","0"
"11.6571428571429","944","","93","","","1","","19440066","",""
"126811","944","0.1","3","1","0","44_yukari_smile","","19440067","44_yukari_smile_loop","0.2"
"2","944","","3","","1","cmn_boat_idle","","19440068","","0.2"
"1.5","944","","93","","","0","","19440069","",""
"19440065","944","","91","","","","","19440070","",""
"126811","944","","2","","-250","1000","","19440071","4.97737556561086",""
"2","944","","2","","-250","1000","","19440072","4.97737556561086",""
"126811","944","","33","","-250","1000","","19440073","4.97737556561086",""
"0","944","","91","","","","","19440074","",""
"1","945","0","1","-180","23","122611","45_yui_cmn_swm_tread","19450001","-1150","1.75"
"1","945","0","1","-125","12","110411","45_makoto_idle","19450002","-800","1.75"
"23","945","0","5","-180","32","23","empty","19450003","-250","1.75"
"1","945","0","5","-180","22","1","cmn_swm_tread_pink","19450004","-1150","1.75"
"3","945","","31","1","-1150","1226113","","19450005","-180","1"
"4","945","","31","1","-770","1104111","","19450006","-125","1"
"117","945","","31","1","150","117","","19450007","-125","0"
"111","945","","31","1","-250","111","","19450008","-180","0"
"se_10053800","945","","23","","1","se_fpc_water_random","","19450009","","1"
"19450008","945","","91","","","0","","19450010","",""
"110411","945","","2","12","-125","150","","19450011","5.58823529411765",""
"1104111","945","","33","12","-125","180","","19450012","5.58823529411765",""
"122611","945","","2","12","-180","-200","","19450013","5.58823529411765",""
"1","945","","2","12","-180","-200","","19450014","5.58823529411765",""
"1226113","945","","33","12","-180","-200","","19450015","5.58823529411765",""
"19450015","945","","91","","","","","19450016","",""
"122611","945","","3","","1","45_yui_idle","","19450017","","0.1"
"1","945","","3","","1","45_yui_idle","","19450018","","0.1"
"110411","945","","3","","1","45_makoto_talk","","19450019","","0.1"
"vo_fpc","945","","21","","","vo_fpc_30501","","19450020","0",""
"110411","945","0","11","0","10","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","1","19450021","1","0"
"0","945","","91","","","","","19450022","",""
"vo_fpc","945","","21","","","vo_fpc_30502","","19450023","0",""
"122611","945","0","11","0","7","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","1","19450024","1","0"
"0","945","","91","","","","","19450025","",""
"vo_fpc","945","","21","","","vo_fpc_30503","","19450026","0",""
"110411","945","0","11","0","7","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","1","19450027","1","0"
"0","945","","91","","","","","19450028","",""
"110411","945","0.1","3","1","0","45_makoto_talk_surprise","","19450029","45_makoto_talk_surprise_loop","0.1"
"122611","945","0.1","3","1","0","45_yui_shy_in","","19450030","45_yui_shy_loop","0.1"
"1","945","0.1","3","1","0","45_yui_shy_in","","19450031","45_yui_shy_loop","0.1"
"vo_fpc","945","","21","","","vo_fpc_30504","","19450032","0",""
"122611","945","0","11","0","5","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","1","19450033","1","0"
"0","945","","91","","","","","19450034","",""
"110411","945","","3","","1","45_makoto_idle","","19450035","","0.1"
"vo_fpc","945","","21","","","vo_fpc_30505","","19450036","0",""
"110411","945","0","11","0","9","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0.5","19450037","1","0"
"0","945","","91","","","","","19450038","",""
"110411","945","0.1","3","1","0","45_makoto_dogscratch_in","","19450039","cmn_swm_dogscratch","0.1"
"0.5","945","","93","","","0","","19450040","",""
"1104111","945","","32","","","0","","19450041","",""
"117","945","","32","","","1","","19450042","",""
