64181fbda7ab1dedb5dd89f360e70c30b71835e8aa1f441fc27d9dd915d7e726,055e5843d3e5a049a61018288e01a41293be6e1fbe96555611cee161bf201f60,f4873437a0a5b72646f78c6109dd7278d4890a4973ea4655e328fcc17e5205fd,607a24fdede9da37a53d3c9f9a04a170cbe0dcf7929bb8ab038dd1314b261c7e,5ec2c12acf2c497b79b0fafe3e875b5171bc0e81b956efa187c826df70bf4399,a6c498bcacb4c4907bf34d6829cafe44a5e425b00172645b26f7249e1ebb4102,5ab2f833cfc8a31d59673e0704527d264ae0159e667888262ade06fe19d99dde
"820103001","深域ティタノタートル","0","820103003","820103004","0","820103002"
"820104001","深域ネプテリオン","0","820104003","820104004","0","820104002"
"820108001","深域カースドメイル・ロクス","0","820108003","820108004","0","820108002"
"830102001","深域ゴブリンライダー","0","830102003","0","0","830102002"
"830107001","深域タフガイスト","0","830107003","830107004","0","830107002"
"840102001","深域フロストハウンド","0","840102003","840102004","0","840102002"
"840105001","深域トライロッカー","0","840105003","840105004","0","840105002"
"850103001","深域ライデン","0","850103003","850103004","0","850103002"
"850105001","深域ソードコブラ","0","850105003","850105004","0","850105002"
"850106001","深域オブシダンワイバーン","0","850106003","850106004","0","850106002"
"924072101","7月深淵討伐戦フロストハウンド","0","924072103","924072104","0","924072102"
"924072201","7月深淵討伐戦フロストハウンド","0","924072203","924072204","0","924072202"
"924072301","7月深淵討伐戦フロストハウンド","0","924072303","924072304","0","924072302"
"924072401","7月深淵討伐戦フロストハウンド","0","924072403","924072404","0","924072402"
"924082101","8月深淵討伐戦トライロッカー","0","924082103","924082104","0","924082102"
"924082201","8月深淵討伐戦トライロッカー","0","924082203","924082204","0","924082202"
"924082301","8月深淵討伐戦トライロッカー","0","924082303","924082304","0","924082302"
"924082401","8月深淵討伐戦トライロッカー","0","924082403","924082404","0","924082402"
"924092101","9月深淵討伐戦ソードコブラ","0","924092103","924092104","0","924092102"
"924092201","9月深淵討伐戦ソードコブラ","0","924092203","924092204","0","924092202"
"924092301","9月深淵討伐戦ソードコブラ","0","924092303","924092304","0","924092302"
"924092401","9月深淵討伐戦ソードコブラ","0","924092403","924092404","0","924092402"
"924102101","10月深淵討伐戦オブシダンワイバーン","0","924102103","924102104","0","924102102"
"924102201","10月深淵討伐戦オブシダンワイバーン","0","924102203","924102204","0","924102202"
"924102301","10月深淵討伐戦オブシダンワイバーン","0","924102303","924102304","0","924102302"
"924102401","10月深淵討伐戦オブシダンワイバーン","0","924102403","924102404","0","924102402"
"924112101","11月深淵討伐戦ライデン","0","924112103","924112104","0","924112102"
"924112201","11月深淵討伐戦ライデン","0","924112203","924112204","0","924112202"
"924112301","11月深淵討伐戦ライデン","0","924112303","924112304","0","924112302"
"924112401","11月深淵討伐戦ライデン","0","924112403","924112404","0","924112402"
"924122101","12月深淵討伐戦ティタノタートル","0","924122103","924122104","0","924122102"
"924122201","12月深淵討伐戦ティタノタートル","0","924122203","924122204","0","924122202"
"924122301","12月深淵討伐戦ティタノタートル","0","924122303","924122304","0","924122302"
"924122401","12月深淵討伐戦ティタノタートル","0","924122403","924122404","0","924122402"
"924142101","2月深淵討伐戦ネプテリオン","0","924142103","924142104","0","924142102"
"924142201","2月深淵討伐戦ネプテリオン","0","924142203","924142204","0","924142202"
"924142301","2月深淵討伐戦ネプテリオン","0","924142303","924142304","0","924142302"
"924142401","2月深淵討伐戦ネプテリオン","0","924142403","924142404","0","924142402"
"924152101","3月深淵討伐戦トライロッカー","0","924152103","924152104","0","924152102"
"924152201","3月深淵討伐戦トライロッカー","0","924152203","924152204","0","924152202"
"924152301","3月深淵討伐戦トライロッカー","0","924152303","924152304","0","924152302"
"924152401","3月深淵討伐戦トライロッカー","0","924152403","924152404","0","924152402"
"924162101","4月深淵討伐戦ティタノタートル","0","924162103","924162104","0","924162102"
"924162201","4月深淵討伐戦ティタノタートル","0","924162203","924162204","0","924162202"
"924162301","4月深淵討伐戦ティタノタートル","0","924162303","924162304","0","924162302"
"924162401","4月深淵討伐戦ティタノタートル","0","924162403","924162404","0","924162402"
"924172101","5月深淵討伐戦タフガイスト","0","924172103","924172104","0","924172102"
"924172201","5月深淵討伐戦タフガイスト","0","924172203","924172204","0","924172202"
"924172301","5月深淵討伐戦タフガイスト","0","924172303","924172304","0","924172302"
"924172401","5月深淵討伐戦タフガイスト","0","924172403","924172404","0","924172402"
"924192101","7月深淵討伐戦ライデン","0","924192103","924192104","0","924192102"
"924192201","7月深淵討伐戦ライデン","0","924192203","924192204","0","924192202"
"924192301","7月深淵討伐戦ライデン","0","924192303","924192304","0","924192302"
"924192401","7月深淵討伐戦ライデン","0","924192403","924192404","0","924192402"
"924202101","8月深淵討伐戦オブシダンワイバーン","0","924202103","924202104","0","924202102"
"924202201","8月深淵討伐戦オブシダンワイバーン","0","924202203","924202204","0","924202202"
"924202301","8月深淵討伐戦オブシダンワイバーン","0","924202303","924202304","0","924202302"
"924202401","8月深淵討伐戦オブシダンワイバーン","0","924202403","924202404","0","924202402"
"924212101","9月深淵討伐戦トレントキャッスル","0","924212103","924212104","0","924212102"
"924212201","9月深淵討伐戦トレントキャッスル","0","924212203","924212204","0","924212202"
"924212301","9月深淵討伐戦トレントキャッスル","0","924212303","924212304","0","924212302"
"924212401","9月深淵討伐戦トレントキャッスル","0","924212403","924212404","0","924212402"
"924222101","10月深淵討伐戦カースドメイル・ロクス（複部位）","0","924222103","924222104","0","924222102"
"924222201","10月深淵討伐戦カースドメイル・ロクス（複部位）","0","924222203","924222204","0","924222202"
"924222301","10月深淵討伐戦カースドメイル・ロクス（複部位）","0","924222303","924222304","0","924222302"
"924222401","10月深淵討伐戦カースドメイル・ロクス（複部位）","0","924222403","924222404","0","924222402"
"924232101","11月深淵討伐戦ソードコブラ","0","924232103","924232104","0","924232102"
"924232201","11月深淵討伐戦ソードコブラ","0","924232203","924232204","0","924232202"
"924232301","11月深淵討伐戦ソードコブラ","0","924232303","924232304","0","924232302"
"924232401","11月深淵討伐戦ソードコブラ","0","924232403","924232404","0","924232402"
"924242101","12月深淵討伐戦フロストハウンド","0","924242103","924242104","0","924242102"
"924242201","12月深淵討伐戦フロストハウンド","0","924242203","924242204","0","924242202"
"924242301","12月深淵討伐戦フロストハウンド","0","924242303","924242304","0","924242302"
"924242401","12月深淵討伐戦フロストハウンド","0","924242403","924242404","0","924242402"
"924252101","1月深淵討伐戦ティタノタートル","0","924252103","924252104","0","924252102"
"924252201","1月深淵討伐戦ティタノタートル","0","924252203","924252204","0","924252202"
"924252301","1月深淵討伐戦ティタノタートル","0","924252303","924252304","0","924252302"
"924252401","1月深淵討伐戦ティタノタートル","0","924252403","924252404","0","924252402"
"924282101","4月深淵討伐戦ゴブリンライダー","0","924282103","0","0","924282102"
"924282201","4月深淵討伐戦ゴブリンライダー","0","924282203","0","0","924282202"
"924282301","4月深淵討伐戦ゴブリンライダー","0","924282303","0","0","924282302"
"924282401","4月深淵討伐戦ゴブリンライダー","0","924282403","0","0","924282402"
"924292101","5月深淵討伐戦フロストハウンド","0","924292103","924292104","0","924292102"
"924292201","5月深淵討伐戦フロストハウンド","0","924292203","924292204","0","924292202"
"924292301","5月深淵討伐戦フロストハウンド","0","924292303","924292304","0","924292302"
"924292401","5月深淵討伐戦フロストハウンド","0","924292403","924292404","0","924292402"
"924302101","6月深淵討伐戦ネプテリオン","0","924302103","924302104","0","924302102"
"924302201","6月深淵討伐戦ネプテリオン","0","924302203","924302204","0","924302202"
"924302301","6月深淵討伐戦ネプテリオン","0","924302303","924302304","0","924302302"
"924302401","6月深淵討伐戦ネプテリオン","0","924302403","924302404","0","924302402"
"924312101","7月深淵討伐戦トレントキャッスル","0","924312103","924312104","0","924312102"
"924312201","7月深淵討伐戦トレントキャッスル","0","924312203","924312204","0","924312202"
"924312301","7月深淵討伐戦トレントキャッスル","0","924312303","924312304","0","924312302"
"924312401","7月深淵討伐戦トレントキャッスル","0","924312403","924312404","0","924312402"
"924322101","8月深淵討伐戦フロストハウンド","0","924322103","924322104","0","924322102"
"924322201","8月深淵討伐戦フロストハウンド","0","924322203","924322204","0","924322202"
"924322301","8月深淵討伐戦フロストハウンド","0","924322303","924322304","0","924322302"
"924322401","8月深淵討伐戦フロストハウンド","0","924322403","924322404","0","924322402"
"924332101","9月深淵討伐戦ロクス・フォートレス","0","924332103","924332104","0","924332102"
"924332201","9月深淵討伐戦ロクス・フォートレス","0","924332203","924332204","0","924332202"
"924332301","9月深淵討伐戦ロクス・フォートレス","0","924332303","924332304","0","924332302"
"924332401","9月深淵討伐戦ロクス・フォートレス","0","924332403","924332404","0","924332402"
"925012101","1月深淵討伐戦ゴブリンライダー","0","925012103","925012104","0","925012102"
"925012201","1月深淵討伐戦ゴブリンライダー","0","925012203","925012204","0","925012202"
"925012301","1月深淵討伐戦ゴブリンライダー","0","925012303","925012304","0","925012302"
"925012401","1月深淵討伐戦ゴブリンライダー","0","925012403","925012404","0","925012402"
