8b9350d5163af226cab4baa0d4a30c682c545503599dea5a3c5c9e3975313ecf,80a2b653e1b4c5b96ceff5377e27979867e349bad85a467b01a24663f0c8092f,7b5e272290a38e98df0f3675a4562e0edcb3fe1f13ac1ce4564d4b13a7adaa7b,cd44eff6b53fc81e302a0d594ec3ae622d96406a345d8a23ec8024be00978717,165dbb9cb8a95ce0383bb51855d995694f018b8fd6df1a20b5e201f39adfc41b,2c2c2500dae3c2885c514a9aa749016ea5f7b40e3c687218d59d620e358b51fc,e46bba7ba804a018dd22adcaf5d920f3d72e2b2189a0a0e0f27c86841e2f8ac7,cd0b21142e00685582576709dadbcde687df0a32946142429fa3fa0ffa63b714,18a32071db28c8535fceebd8a64bdfefffcea30eb690e768bc13c5defc5800bd,9d0318427c0edfafe92bd19402a0a276c966541b05f3070ca53967d1133dc951,2978d8f3c8745914793fd753f0b24e65b0e3ebabe8282579bf9e99d6ae329244
"0","0","","","","vo_fpc","21","923","19230050","vo_fpc_22307",""
"1","10","0","0","0.5","115711","11","923","19230051","果たして、そんな人物が、\n実在するのであろうか…","0"
"","","","","","0","91","923","19230052","",""
"","","","","","0.5","93","923","19230053","0",""
"","1","","0.2","","115711","3","923","19230054","20_kasumi_walk",""
"","1","","0.2","","3","3","923","19230055","20_kasumi_walk",""
"4.41176470588235","-15","","","","115711","2","923","19230056","750","0"
"4.41176470588235","-15","","","","3","2","923","19230057","750","0"
"","","","","","0","91","923","19230058","",""
"-910","23","0","1.75","41_pekorine_swim_loop","1","1","941","19410001","107511","-180"
"-800","22","0","1.75","cmn_float","1","1","941","19410002","107611","-180"
"-1000","22","0","1.75","41_kyaru_floatRing","22","5","941","19410003","22","-180"
"-180","-890","","1","","1","31","941","19410004","1075111","1"
"-180","0","","0","","14","31","941","19410005","1075114","1"
"-180","-800","","1","","4","31","941","19410006","107611","1"
"-180","-830","","1","","126","31","941","19410007","22","1"
"-180","140","","0","","105","31","941","19410008","105","1"
"40","320","","0","","108","31","941","19410009","108","1"
"-110","-160","","0","","1001","31","941","19410010","1001","1"
"","1","","1","","se_10053800","23","941","19410011","se_fpc_water_random",""
"","","","","","19410010","91","941","19410012","0",""
"5","-180","","","","22","2","941","19410013","-150","12"
"5","-180","","","","22","33","941","19410014","-10","12"
"","","","","","0","91","941","19410015","",""
"0","","","","","vo_fpc","21","941","19410016","vo_fpc_30101",""
"1","6","0","0","1","22","11","941","19410017","は～…たまにはこうやって\nのんびりするのも悪くないわね～","0"
"","","","","","0","91","941","19410018","0",""
"4.52941176470588","-180","","","","107511","2","941","19410019","0","0"
"4.52941176470588","-180","","","","1075111","33","941","19410020","0","0"
"4.52941176470588","-180","","","","22","2","941","19410021","0","12"
"4.52941176470588","-180","","","","22","33","941","19410022","140","12"
"","","","","","1.5","93","941","19410023","0",""
"0","","","","","vo_fpc","21","941","19410024","vo_fpc_30102",""
"1","6","0","0","1","107511","11","941","19410025","キャールーちゃーん！\nえいっ！","0"
"","","","","","19410019","91","941","19410026","",""
"","","","","","1075111","32","941","19410027","0",""
"","","","","","1075114","32","941","19410028","1",""
"41_pekorine_hug_loop","0","0.1","0.1","","107511","3","941","19410029","41_pekorine_hug","1"
"41_kyaru_surprise_loop","0","0.1","0.1","","22","3","941","19410030","41_kyaru_surprise","1"
"","","","","","0.6","93","941","19410031","0",""
"","","","","","105","32","941","19410032","1",""
"","","","","","0.6","93","941","19410033","0",""
"","","","","","105","32","941","19410034","0",""
"","","","","","19410025","91","941","19410035","",""
"2.94117647058824","-180","","","","107611","2","941","19410036","-300","12"
"2.94117647058824","-180","","","","107611","33","941","19410037","-300","12"
"0","","","","","vo_fpc","21","941","19410038","vo_fpc_30103",""
"1","9","0","0","1","22","11","941","19410039","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","0"
"","","","","","0","91","941","19410040","0",""
"","","","","","19410036","91","941","19410041","",""
"","","","","","105","32","941","19410042","1",""
"","1","","0.1","","107511","3","941","19410043","41_pekorine_shake",""
"","1","","0.1","","22","3","941","19410044","41_kyaru_shake",""
"0","","","","","vo_fpc","21","941","19410045","vo_fpc_30104",""
"","1","","0.1","","107611","3","941","19410046","41_kokkoro_float_loop",""
"1","8","0","0","1","107611","11","941","19410047","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","0"
"","","","","","0","91","941","19410048","0",""
"0","","","","","vo_fpc","21","941","19410049","vo_fpc_30105",""
"1","10","0","0","1","22","11","941","19410050","あ、ダメ…\nもう、げん…かい…","0"
"","","","","","0","91","941","19410051","0",""
"","0","","0.2","","22","3","941","19410052","41_kyaru_drown",""
"","1","","0.2","","107511","3","941","19410053","41_pekorine_shake",""
"","","","","","0.2","93","941","19410054","0",""
"","0","","1","","se_10053800","23","941","19410055","se_10053800_941_bishokuden",""
"","","","","","0.8","93","941","19410056","0",""
"41_kokkoro_surprise_loop","0","0.1","0.1","","107611","3","941","19410057","41_kokkoro_surprise","1"
"","","","","","0.5","93","941","19410058","0",""
"","","","","","108","32","941","19410059","1",""
"","","","","","2.5","93","941","19410060","0",""
"","1","0.1","0.1","","22","3","941","19410061","41_kyaru_drown_loop",""
"41_pekorine_notice_loop","0","0.1","0.1","","107511","3","941","19410062","41_pekorine_notice","1"
"","","","","","105","32","941","19410063","0",""
"","","","","","22","32","941","19410064","0",""
"0","","","","","vo_fpc","21","941","19410065","vo_fpc_30106",""
"1","11","0","0","1","107511","11","941","19410066","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","0"
"","","","","","0","91","941","19410067","0",""
"0","","","","","vo_fpc","21","941","19410068","vo_fpc_30107",""
"1","10","0","0","1","107611","11","941","19410069","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","0"
"","","","","","2.1","93","941","19410070","0",""
"41_kokkoro_action_loop","0","0.1","0.1","","107611","3","941","19410071","41_kokkoro_action","1"
"","","","","","1001","32","941","19410072","1",""
"cmn_swm_flutterKick_floatRing","0","0.1","0","","107511","3","941","19410073","41_pekorine_flutterKick_floatRing_in","1"
"","1","","0.1","","22","3","941","19410074","41_kyaru_flutterKick_floatRing",""
"4.52488687782805","-180","","","","107511","2","941","19410075","1000","0"
"","","","","","1075111","32","941","19410076","1",""
"","","","","","1075114","32","941","19410077","0",""
"4.52488687782805","-180","","","","1075111","33","941","19410078","1000","0"
"4.52488687782805","-180","","","","22","2","941","19410079","1000","0"
"5.88235294117647","-180","","","","107611","2","941","19410080","1000","0"
"5.88235294117647","-180","","","","107611","33","941","19410081","1000","0"
"5.88235294117647","-110","","","","1001","33","941","19410082","1140","0"
"","","","","","19410081","91","941","19410083","",""
"-1060","33","0","1.75","42_anna_idle","1","1","942","19420001","113211","-250"
"-920","33","0","1.75","42_shinobu_idle","1","1","942","19420002","127111","-250"
"-1000","32","0","1.75","42_boat_idle","2","5","942","19420003","2","-250"
"0","0","","0","","107","31","942","19420004","107","1"
"-250","-1000","","1","","106","31","942","19420005","106","1"
"","","","","","113211","13","942","19420006","47",""
"","","","","","127111","13","942","19420007","47",""
"","1","","1","","se_10053800","23","942","19420008","se_fpc_water_random",""
"","","","","","19420007","91","942","19420009","0",""
"5.88235294117647","-250","","","","113211","2","942","19420010","-60","12"
"5.88235294117647","-250","","","","127111","2","942","19420011","80","12"
"5.88235294117647","-250","","","","2","2","942","19420012","0","12"
"5.88235294117647","-250","","","","106","33","942","19420013","0","12"
"","","","","","","91","942","19420014","",""
"","1","","0.2","","113211","3","942","19420015","42_anna_doyatalk",""
"","1","","0.2","","127111","3","942","19420016","42_shinobu_idle",""
"","1","","0.2","","2","3","942","19420017","42_boat_idle",""
"0","","","","","vo_fpc","21","942","19420018","vo_fpc_30201",""
"1","6","0","0","1","113211","11","942","19420019","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","0"
"","","","","","0","91","942","19420020","0",""
"","1","","0.2","","113211","3","942","19420021","42_anna_doyatalk",""
"42_shinobu_talk","0","0.1","0.2","","127111","3","942","19420022","42_shinobu_idle2talk","1"
"","1","","0.2","","2","3","942","19420023","42_boat_idle",""
"0","","","","","vo_fpc","21","942","19420024","vo_fpc_30202",""
"1","7","0","0","1","127111","11","942","19420025","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","0"
"","","","","","0","91","942","19420026","0",""
"42_shinobu_idle","0","0.1","0.2","","127111","3","942","19420027","42_shinobu_talk2idle","1"
"42_anna_idle","0","0.1","0.2","","113211","3","942","19420028","42_anna_doya2idle","1"
"","1","","0.2","","2","3","942","19420029","42_boat_idle",""
"0","","","","","vo_fpc","21","942","19420030","vo_fpc_30203",""
"1","7","0","0","0.5","113211","11","942","19420031","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0"
"","","","","","0","91","942","19420032","0",""
"0","","","","","vo_fpc","21","942","19420033","vo_fpc_30204",""
"1","10","0","0","1","113211","11","942","19420034","（冥風戦記のいいネタに\nなるかもしれないからな！）","0"
"","","","","","0","91","942","19420035","0",""
"","1","","0.2","","113211","3","942","19420036","42_anna_idle",""
"42_shinobu_talk","0","0.1","0.2","","127111","3","942","19420037","42_shinobu_idle2talk","1"
"","1","","0.2","","2","3","942","19420038","42_boat_idle",""
"0","","","","","vo_fpc","21","942","19420039","vo_fpc_30205",""
"1","6","0","0","0.5","127111","11","942","19420040","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0"
"","","","","","0","91","942","19420041","0",""
"","1","","0.2","","113211","3","942","19420042","42_anna_idle",""
"42_shinobu_horror","0","0.1","0.2","","127111","3","942","19420043","42_shinobu_talk2horror","1"
"","1","","0.2","","2","3","942","19420044","42_boat_idle",""
"","","","","","107","32","942","19420045","1",""
"0","","","","","vo_fpc","21","942","19420046","vo_fpc_30206",""
"1","5","0","0","1","127111","11","942","19420047","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","0"
"","","","","","6.5","93","942","19420048","0",""
"","","","","","1.5","93","942","19420049","0",""
"","","","","","19420047","91","942","19420050","0",""
"","1","","0.1","","127111","3","942","19420051","42_shinobu_horror",""
"","1","","0.1","","113211","3","942","19420052","42_anna_scared",""
"","1","","0.1","","2","3","942","19420053","42_boat_idle",""
"0","","","","","vo_fpc","21","942","19420054","vo_fpc_30207",""
"1","6","0","0","1.5","113211","11","942","19420055","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","0"
"","","","","","9.13333333333333","93","942","19420056","0",""
"","","","","","1.5","93","942","19420057","0",""
"","","","","","19420055","91","942","19420058","0",""
"4.52488687782805","-250","","","","113211","2","942","19420059","940",""
"4.52488687782805","-250","","","","127111","2","942","19420060","1080",""
"4.52488687782805","-250","","","","2","2","942","19420061","1000",""
"4.52488687782805","-250","","","","106","33","942","19420062","1000",""
"","","","","","0","91","942","19420063","",""
"-850","23","0","1.75","cmn_float","1","1","943","19430001","122511","-180"
"-800","13","0","1.75","43_tsumugi_deredere","1","1","943","19430002","117411","-125"
"-1675","12","0","1.75","cmn_float_item_09_Ball","1","5","943","19430003","11","-125"
"-850","32","0","1.75","cmn_floatRing_pink","1","5","943","19430004","12","-250"
"-2500","32","0","1.75","cmn_floatRing_blue","1","5","943","19430005","13","-250"
"-180","-850","","1","","8","31","943","19430006","1225114","1"
"-125","-800","","1","","5","31","943","19430007","1174114","1"
"-125","-1675","","1","","5","31","943","19430008","411","1"
"-250","-850","","1","","4","31","943","19430009","412","1"
"-250","-2500","","1","","4","31","943","19430010","413","1"
"-125","-350","","0","","110","31","943","19430011","1101","1"
"","1","","1","","se_10053800","23","943","19430012","se_fpc_water_random",""
"","","","","","19430011","91","943","19430013","",""
"24.2647058823529","-250","","","","12","2","943","19430014","2450",""
"24.2647058823529","-250","","","","412","33","943","19430015","2450",""
"24.2647058823529","-125","","","","11","2","943","19430016","1625",""
"24.2647058823529","-125","","","","411","33","943","19430017","1625",""
"24.2647058823529","-250","","","","13","2","943","19430018","800",""
"24.2647058823529","-250","","","","413","33","943","19430019","800",""
"","","","","","2","93","943","19430020","0",""
"6.25","-180","","","","122511","2","943","19430021","0","12"
"6.25","-180","","","","1225114","33","943","19430022","0","12"
"","","","","","19430021","91","943","19430023","",""
"0","","","","","vo_fpc","21","943","19430024","vo_fpc_30301",""
"1","7","0","0","1","122511","11","943","19430025","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","0"
"","","","","","0","91","943","19430026","",""
"6.92307692307692","-125","","","","117411","2","943","19430027","-350","12"
"6.92307692307692","-125","","","","1174114","33","943","19430028","-350","12"
"0","","","","","vo_fpc","21","943","19430029","vo_fpc_30302",""
"1","6","0","0","1","122511","11","943","19430030","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","0"
"","","","","","0","91","943","19430031","",""
"","","","","","19430028","91","943","19430032","",""
"0","","","","","vo_fpc","21","943","19430033","vo_fpc_30303",""
"1","7","0","0","1","117411","11","943","19430034","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","0"
"","","","","","0","91","943","19430035","",""
"43_rei_notice_loop","0","0.1","0.1","","122511","3","943","19430036","43_rei_notice_in","1"
"0","","","","","vo_fpc","21","943","19430037","vo_fpc_30304",""
"1","5","0","0","0.5","122511","11","943","19430038","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0"
"","","","","","0","91","943","19430039","",""
"","","","","","1101","32","943","19430040","1",""
"","","","","","1174114","32","943","19430041","0",""
"43_rei_aseri","0","0.1","0.1","","122511","3","943","19430042","43_rei_turn","1"
"","0","","0.1","","117411","3","943","19430043","43_tsumugi_hide",""
"","","","","","3","93","943","19430044","0",""
"43_tsumugi_deredere","0","0.1","0.1","","117411","3","943","19430045","43_tsumugi_appear","1"
"","","","","","1","93","943","19430046","0",""
"","","","","","1101","32","943","19430047","0",""
"","","","","","1174114","32","943","19430048","1",""
"0","","","","","vo_fpc","21","943","19430049","vo_fpc_30305",""
"1","6","0","0","0.5","122511","11","943","19430050","誰もいなかったな…\nいや…そこ！","0"
"","","","","","0","91","943","19430051","",""
"","","","","","1101","32","943","19430052","1",""
"","","","","","1174114","32","943","19430053","0",""
"43_rei_aseri_2","0","0.1","0.1","","122511","3","943","19430054","43_rei_turn","1"
"","0","","0.1","","117411","3","943","19430055","43_tsumugi_hide",""
"","","","","","3","93","943","19430056","0",""
"43_tsumugi_deredere","0","0.1","0.1","","117411","3","943","19430057","43_tsumugi_appear","1"
"","","","","","1","93","943","19430058","0",""
"","","","","","1101","32","943","19430059","0",""
"","","","","","1174114","32","943","19430060","1",""
"0","","","","","vo_fpc","21","943","19430061","vo_fpc_30306",""
"1","5","0","0","1","122511","11","943","19430062","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","0"
"","","","","","0","91","943","19430063","",""
"3.84615384615385","-180","","","","122511","2","943","19430064","850",""
"3.84615384615385","-180","","","","1225114","33","943","19430065","850",""
"2.57352941176471","-125","","","","117411","2","943","19430066","0","12"
"2.57352941176471","-125","","","","1174114","33","943","19430067","0","12"
"","","","","","0","91","943","19430068","",""
"0","","","","","vo_fpc","21","943","19430069","vo_fpc_30307",""
"1","6","0","0","1","117411","11","943","19430070","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","0"
"","","","","","0","91","943","19430071","",""
"3.84615384615385","-125","","","","117411","2","943","19430072","850",""
"3.84615384615385","-125","","","","1174114","33","943","19430073","850",""
"","","","","","0","91","943","19430074","",""
"800","12","0","1.4875","44_tamaki_in","1","1","944","19440001","107911","-15"
"800","13","0","1.4875","44_tamaki_in","3","5","944","19440002","3","-15"
"-1000","33","0","1.75","44_yukari_idle","1","1","944","19440003","126811","-250"
"-1000","32","0","1.75","cmn_boat_idle","2","5","944","19440004","2","-250"
"-800","12","0","1.4875","44_mifuyu_run","1","1","944","19440005","108011","-15"
"-250","-1000","","1","","101","31","944","19440006","126811","1"
"140","-560","","0","","1004","31","944","19440007","1004","1"
"","1","","1","","se_10053800","23","944","19440008","se_fpc_water_random",""
"","","","","","19440007","91","944","19440009","0",""
"2.26244343891403","-15","","","","107911","2","944","19440010","300",""
"2.26244343891403","-15","","","","3","2","944","19440011","300",""
"","","","","","","91","944","19440012","",""
"44_tamaki_sale_loop","","0.1","0.1","","107911","3","944","19440013","44_tamaki_sale","1"
"44_tamaki_sale_loop","","0.1","0.1","","3","3","944","19440014","44_tamaki_sale","1"
"0","","","","","vo_fpc","21","944","19440015","vo_fpc_30401",""
"1","6","0","0","1","107911","11","944","19440016","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","0"
"","","","","","0","91","944","19440017","",""
"5.29411764705882","-250","","","","126811","2","944","19440018","-100","12"
"5.29411764705882","-250","","","","2","2","944","19440019","-100","12"
"5.29411764705882","-250","","","","126811","33","944","19440020","-100","12"
"","","","","","","91","944","19440021","",""
"44_tamaki_present_loop","0","0.1","0.1","","107911","3","944","19440022","44_tamaki_present","1"
"44_tamaki_present_loop","0","0.1","0.1","","3","3","944","19440023","44_tamaki_present","1"
"0","","","","","vo_fpc","21","944","19440024","vo_fpc_30402",""
"1","8","0","0","1","107911","11","944","19440025","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","0"
"","","","","","0","91","944","19440026","",""
"44_yukari_notice_loop","0","0.1","0.2","","126811","3","944","19440027","44_yukari_notice","1"
"","1","","0.2","","2","3","944","19440028","cmn_boat_idle",""
"0","","","","","vo_fpc","21","944","19440029","vo_fpc_30403",""
"1","10","0","0","1","126811","11","944","19440030","あら、タマキさんじゃない。\nこんなところで何やってるの？","0"
"","","","","","0","91","944","19440031","",""
"0","","","","","vo_fpc","21","944","19440032","vo_fpc_30404",""
"1","10","0","0","1","107911","11","944","19440033","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","0"
"","","","","","0","91","944","19440034","",""
"44_tamaki_sale_loop","0","0.1","0.1","","107911","3","944","19440035","44_tamaki_present2sale","1"
"44_tamaki_sale_loop","0","0.1","0.1","","3","3","944","19440036","44_tamaki_present2sale","1"
"0","","","","","vo_fpc","21","944","19440037","vo_fpc_30405",""
"1","10","0","0","1","107911","11","944","19440038","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","0"
"","","","","","0","91","944","19440039","",""
"44_yukari_worry_loop","0","0.1","0.2","","126811","3","944","19440040","44_yukari_worry","1"
"","1","","0.2","","2","3","944","19440041","cmn_boat_idle",""
"0","","","","","vo_fpc","21","944","19440042","vo_fpc_30406",""
"1","7","0","0","1","126811","11","944","19440043","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","0"
"","","","","","0","91","944","19440044","",""
"0","","","","","vo_fpc","21","944","19440045","vo_fpc_30407",""
"1","8","0","0","0.5","107911","11","944","19440046","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0"
"","","","","","0","91","944","19440047","",""
"","","","","","1004","32","944","19440048","1",""
"","","","","","1","93","944","19440049","0",""
"44_tamaki_run","0","0.1","0.1","","107911","3","944","19440050","44_tamaki_surprise","1"
"44_tamaki_run","0","0.1","0.1","","3","3","944","19440051","44_tamaki_surprise","1"
"44_tamaki_run","0","0.1","0.1","","3","3","944","19440052","44_tamaki_surprise","1"
"0","","","","","vo_fpc","21","944","19440053","vo_fpc_30408",""
"1","10","0","0","1","107911","11","944","19440054","ズラかるにゃー！","0"
"","","","","","0.8","93","944","19440055","0",""
"1.74034110685694","-15","","","","107911","2","944","19440056","800",""
"1.74034110685694","-15","","","","3","2","944","19440057","800",""
"4.82654600301659","-15","","","","108011","2","944","19440058","800",""
"4.82654600301659","-15","","","","1004","33","944","19440059","800",""
"","","","","","0.8","93","944","19440060","0",""
"0","","","","","vo_fpc","21","944","19440061","vo_fpc_30409",""
"1","15","0","0","0.5","108011","11","944","19440062","無許可営業は取り締まり対象よ！\n待ちなさい！","0"
"","","","","","19440058","91","944","19440063","",""
"0","","","","","vo_fpc","21","944","19440064","vo_fpc_30410",""
"1","7","0","0","1.5","126811","11","944","19440065","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","0"
"","","","","","11.6571428571429","93","944","19440066","1",""
"44_yukari_smile_loop","0","0.1","0.2","","126811","3","944","19440067","44_yukari_smile","1"
"","1","","0.2","","2","3","944","19440068","cmn_boat_idle",""
"","","","","","1.5","93","944","19440069","0",""
"","","","","","19440065","91","944","19440070","",""
"4.97737556561086","-250","","","","126811","2","944","19440071","1000",""
"4.97737556561086","-250","","","","2","2","944","19440072","1000",""
"4.97737556561086","-250","","","","126811","33","944","19440073","1000",""
"","","","","","0","91","944","19440074","",""
"-1150","23","0","1.75","45_yui_cmn_swm_tread","1","1","945","19450001","122611","-180"
"-800","12","0","1.75","45_makoto_idle","1","1","945","19450002","110411","-125"
"-250","32","0","1.75","empty","23","5","945","19450003","23","-180"
"-1150","22","0","1.75","cmn_swm_tread_pink","1","5","945","19450004","1","-180"
"-180","-1150","","1","","3","31","945","19450005","1226113","1"
"-125","-770","","1","","4","31","945","19450006","1104111","1"
"-125","150","","0","","117","31","945","19450007","117","1"
"-180","-250","","0","","111","31","945","19450008","111","1"
"","1","","1","","se_10053800","23","945","19450009","se_fpc_water_random",""
"","","","","","19450008","91","945","19450010","0",""
"5.58823529411765","-125","","","","110411","2","945","19450011","150","12"
"5.58823529411765","-125","","","","1104111","33","945","19450012","180","12"
"5.58823529411765","-180","","","","122611","2","945","19450013","-200","12"
"5.58823529411765","-180","","","","1","2","945","19450014","-200","12"
"5.58823529411765","-180","","","","1226113","33","945","19450015","-200","12"
"","","","","","19450015","91","945","19450016","",""
"","1","","0.1","","122611","3","945","19450017","45_yui_idle",""
"","1","","0.1","","1","3","945","19450018","45_yui_idle",""
"","1","","0.1","","110411","3","945","19450019","45_makoto_talk",""
"0","","","","","vo_fpc","21","945","19450020","vo_fpc_30501",""
"1","10","0","0","1","110411","11","945","19450021","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","0"
"","","","","","0","91","945","19450022","",""
"0","","","","","vo_fpc","21","945","19450023","vo_fpc_30502",""
"1","7","0","0","1","122611","11","945","19450024","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","0"
"","","","","","0","91","945","19450025","",""
"0","","","","","vo_fpc","21","945","19450026","vo_fpc_30503",""
"1","7","0","0","1","110411","11","945","19450027","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","0"
"","","","","","0","91","945","19450028","",""
"45_makoto_talk_surprise_loop","0","0.1","0.1","","110411","3","945","19450029","45_makoto_talk_surprise","1"
"45_yui_shy_loop","0","0.1","0.1","","122611","3","945","19450030","45_yui_shy_in","1"
"45_yui_shy_loop","0","0.1","0.1","","1","3","945","19450031","45_yui_shy_in","1"
"0","","","","","vo_fpc","21","945","19450032","vo_fpc_30504",""
"1","5","0","0","1","122611","11","945","19450033","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","0"
"","","","","","0","91","945","19450034","",""
"","1","","0.1","","110411","3","945","19450035","45_makoto_idle",""
"0","","","","","vo_fpc","21","945","19450036","vo_fpc_30505",""
"1","9","0","0","0.5","110411","11","945","19450037","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0"
"","","","","","0","91","945","19450038","",""
"cmn_swm_dogscratch","0","0.1","0.1","","110411","3","945","19450039","45_makoto_dogscratch_in","1"
"","","","","","0.5","93","945","19450040","0",""
"","","","","","1104111","32","945","19450041","0",""
"","","","","","117","32","945","19450042","1",""
"4.07239819004525","-125","","","","110411","2","945","19450043","1050","0"
"4.07239819004525","-125","","","","117","33","945","19450044","1050","0"
"45_yui_idle_2","0","0.1","0.1","","122611","3","945","19450045","45_yui_notice","1"
"45_yui_idle","0","0.1","0.1","","1","3","945","19450046","45_yui_notice","1"
"0","","","","","vo_fpc","21","945","19450047","vo_fpc_30506",""
"1","12","0","0","1","122611","11","945","19450048","あ、マコトちゃん？\n待ってよー！","0"
"","","","","","0","91","945","19450049","",""
"","1","","0.1","","122611","3","945","19450050","45_yui_cmn_swm_tread",""
"","1","","0.1","","1","3","945","19450051","cmn_swm_tread_pink",""
"4.75113122171946","-180","","","","122611","2","945","19450052","850","0"
"4.75113122171946","-180","","","","1","2","945","19450053","850","0"
"4.75113122171946","-180","","","","1226113","33","945","19450054","850","0"
"","","","","","3","93","945","19450055","0",""
"","","","","","111","32","945","19450056","1",""
"45_eriko_float_loop","0","0.1","0.1","","23","3","945","19450057","45_eriko_float_in","1"
"","","","","","2","93","945","19450058","0",""
"0","","","","","vo_fpc","21","945","19450059","vo_fpc_30507",""
"1","3","0","0","3","23","11","945","19450060","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","0"
"","","","","","16.7666666666667","93","945","19450061","0",""
"","","","","","1.5","93","945","19450062","0",""
"","","","","","19450060","91","945","19450063","",""
"","0","","0.1","","23","3","945","19450064","45_eriko_float_end",""
"","","","","","3","93","945","19450065","0",""
"","","","","","0","91","945","19450066","",""
"-800","12","0","1.4875","cmn_walk","1","1","946","19460001","107911","-15"
"-1000","12","0","1.4875","cmn_walk","1","1","946","19460002","107811","-15"
"-910","22","0","1.75","cmn_swm_flutterKick","1","1","946","19460003","122411","-180"
"-180","-910","","1","","1","31","946","19460004","122411","1"
"-180","-910","","1","","1","31","946","19460005","115","1"
"","1","","1","","se_10053800","23","946","19460006","se_fpc_water_random",""
"","","","","","19460005","91","946","19460007","0",""
"","","","","","0.3","93","946","19460008","0",""
"","1","","0.1","","107811","3","946","19460009","cmn_walk",""
"3.82352941176471","-15","","","","107911","2","946","19460010","-150",""
"3.82352941176471","-15","","","","107811","2","946","19460011","-350",""
"","","","","","","91","946","19460012","",""
"46_tamaki_talk_loop","","0.1","0.1","","107911","3","946","19460013","46_tamaki_talk","1"
"46_kyaru_idle_jitome_loop","","0.1","0.1","","107811","3","946","19460014","46_kyaru_idle_jitome","1"
"0","","","","","vo_fpc","21","946","19460015","vo_fpc_30601",""
"1","6","0","0","1","107811","11","946","19460016","みんなあれだけ泳いで\nよく飽きないわね～","0"
"","","","","","0","91","946","19460017","",""
"0","","","","","vo_fpc","21","946","19460018","vo_fpc_30602",""
"1","8","0","0","1","107911","11","946","19460019","うん？\nもしかして水場は苦手にゃ？","0"
"","","","","","0","91","946","19460020","",""
"46_kyaru_talk_loop","","0.1","0.1","","107811","3","946","19460021","46_kyaru_talk","1"
"0","","","","","vo_fpc","21","946","19460022","vo_fpc_30603",""
"1","6","0","0","1","107811","11","946","19460023","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","0"
"","","","","","0","91","946","19460024","",""
"46_tamaki_nod_loop","","0.1","0.1","","107911","3","946","19460025","46_tamaki_nod","1"
"0","","","","","vo_fpc","21","946","19460026","vo_fpc_30604",""
"1","7","0","0","0.5","107911","11","946","19460027","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0"
"","","","","","0","91","946","19460028","",""
"8.64253393665158","-180","","","","122411","2","946","19460029","1000",""
"8.64253393665158","-180","","","","122411","33","946","19460030","1000",""
"","","","","","3","93","946","19460031","0",""
