427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8
"","","","","4","100411","1009811","","0","","1009811115"
"","1","","","3","100411","1009811","0.2","lsv_run","","1009811116"
"0.8","-250","","0","2","100411","1009811","","850","","1009811117"
"","","","","93","0.6","1009811","","","","1009811118"
"1","1","0","0","6","102011","1009811","0.2","1","","1009811119"
"1","1","0","0","6","103611","1009811","0.2","1","","1009811120"
"1","1","0","0","6","100411","1009811","0.2","1","","1009811121"
"","","","","91","0","1009811","","","","1009811122"
"-750","102","0","-235","1","1","1009812","1.95","103611","lsv_idle_normal","1009812001"
"650","100","1","-220","1","1","1009812","1.95","100411","lsv_idle_normal","1009812002"
"750","101","1","-250","1","1","1009812","1.95","102011","lsv_idle_normal","1009812003"
"0","0","0","0","5","1","1009812","1","333","lsv_white_loop","1009812004"
"1","1","0","0","6","333","1009812","0","1","","1009812005"
"1","1","0","0","6","103611","1009812","0","1","","1009812006"
"1","1","0","0","6","100411","1009812","0","1","","1009812007"
"1","1","0","0","6","102011","1009812","0","1","","1009812008"
"0","0","","","7","103611","1009812","","2","","1009812009"
"0.5","-235","","0","2","103611","1009812","","-750","","1009812010"
"10","-140","","0.8","31","1","1009812","0","16","","1009812011"
"0","0","","","34","16","1009812","","2","","1009812012"
"","","","","93","1","1009812","","0","","1009812013"
"1","1","0","0.4","6","333","1009812","0.8","1","","1009812014"
"lsv_see_think","0","0","1","3","103611","1009812","0.2","lsv_see_think_pre","","1009812015"
"1.1","-235","","0","2","103611","1009812","","-600","","1009812016"
"1","1","0","1","6","103611","1009812","0.4","1","","1009812017"
"","","","","93","1","1009812","","","","1009812018"
"","","","","32","16","1009812","","1","","1009812019"
"","","","","91","0","1009812","","","","1009812020"
"0","260","","80","94","103611","1009812","","240","","1009812021"
"","","","","32","16","1009812","","0","","1009812022"
"0","2","","","7","103611","1009812","","0","","1009812023"
"","1","","","3","103611","1009812","0.2","lsv_walk","","1009812024"
"2","-235","","0","2","103611","1009812","","-250","","1009812025"
"","1","","","3","100411","1009812","0.2","lsv_walk_joy","","1009812026"
"2","-220","","0","2","100411","1009812","","100","","1009812027"
"1","1","0","1","6","100411","1009812","0.4","1","","1009812028"
"","1","","","3","102011","1009812","0.2","lsv_walk","","1009812029"
"2","-250","","0","2","102011","1009812","","270","","1009812030"
"1","1","0","1","6","102011","1009812","0.4","1","","1009812031"
"","","","","93","2","1009812","","","","1009812032"
"","1","","","3","103611","1009812","0.2","lsv_idle_normal","","1009812033"
"","1","","","3","100411","1009812","0.2","lsv_idle_joy","","1009812034"
"","1","","","3","102011","1009812","0.2","lsv_idle_normal","","1009812035"
"","","","","93","0.5","1009812","","","","1009812036"
"","","","","91","0","1009812","","","","1009812037"
"","1","","","3","103611","1009812","0.2","lsv_talk_normal_sad","","1009812038"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1221","","1009812039"
"1","10","0","1","11","103611","1009812","0","ヒミツって…\nもう答えが描いてあるよね？","0","1009812040"
"","","","","91","0","1009812","","","","1009812041"
"","1","","","3","103611","1009812","0.2","lsv_idle_normal_sad","","1009812042"
"","1","","","3","102011","1009812","0.2","lsv_talk_sad","","1009812043"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1222","","1009812044"
"1","10","0","1","11","102011","1009812","0","ミソギちゃん、\nおにいちゃんに\nイタズラしちゃったの？","0","1009812045"
"","","","","91","0","1009812","","","","1009812046"
"","1","","","3","102011","1009812","0.2","lsv_idle_sad","","1009812047"
"lsv_talk_cool_joy_loop","0","0.2","1","3","100411","1009812","0","lsv_talk_cool_joy","","1009812048"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1223","","1009812049"
"1","10","0","1","11","100411","1009812","0","ちっちっち！\nこれは想像だよー！\nまだ教えただけっ。","0","1009812050"
"","","","","91","0","1009812","","","","1009812051"
"","1","","","3","100411","1009812","0.2","lsv_talk_cool_joy_loop","","1009812052"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1224","","1009812053"
"1","10","0","1","11","100411","1009812","0","あと、教えたのはひとつだけ\nじゃないよ？　ミソギ先生の\n授業は盛り沢山だからね！","0","1009812054"
"","","","","91","0","1009812","","","","1009812055"
"","1","","","3","100411","1009812","0.2","lsv_idle_cool_joy","","1009812056"
"","1","","","3","103611","1009812","0.2","lsv_talk_bitter_sad","","1009812057"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1225","","1009812058"
"1","10","0","1","11","103611","1009812","0","いったいどんなことを\n教えたか、不安だなぁ…","0","1009812059"
"","","","","91","0","1009812","","","","1009812060"
"","1","","","3","103611","1009812","0.2","lsv_idle_bitter_sad","","1009812061"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009812","0","lsv_choice","","1009812062"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009812","0","lsv_choice","","1009812063"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009812","0","lsv_choice","","1009812064"
"","","","","93","0.1","1009812","","0","","1009812065"
"0.33","-235","0.2","2","2","103611","1009812","","-452","","1009812066"
"0.33","-220","0.2","2","2","100411","1009812","","420","","1009812067"
"0.33","-250","0.2","2","2","102011","1009812","","545","","1009812068"
"","1","","","22","0","1009812","0.2","0","","1009812069"
"","0","","","103","落とし穴の作り方とか？","1009812","","1009812073","","1009812070"
"","0","","","103","逃げ足講座とか？","1009812","","1009812097","","1009812071"
"","0","","","103","ウソ泣きのやり方とか？","1009812","","1009812121","","1009812072"
"lsv_idle_normal","0","0.2","1","3","103611","1009812","0","lsv_choice","","1009812073"
"lsv_idle_normal","0","0.2","1","3","100411","1009812","0","lsv_choice","","1009812074"
"lsv_idle_normal","0","0.2","1","3","102011","1009812","0","lsv_choice","","1009812075"
"","","","","93","0.1","1009812","","0","","1009812076"
"0.33","-235","0.2","2","2","103611","1009812","","-200","","1009812077"
"0.33","-220","0.2","2","2","100411","1009812","","100","","1009812078"
"0.33","-250","0.2","2","2","102011","1009812","","270","","1009812079"
"","","","","93","0.7","1009812","","0","","1009812080"
"lsv_talk_surprise_R2","0","0.2","1","3","102011","1009812","0","lsv_surprise_R2","","1009812081"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1226","","1009812082"
"1","10","0","1","11","102011","1009812","0","ええっ？\n落とし穴はちょっと危ないよ～","0","1009812083"
"","","","","91","0","1009812","","","","1009812084"
"","1","","","3","102011","1009812","0.2","lsv_idle_surprise","","1009812085"
"","1","","","3","100411","1009812","0.2","lsv_talk_bitter","","1009812086"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1227","","1009812087"
"1","10","0","1","11","100411","1009812","0","んー…落とし穴はねー\nみゅ～ちゃんがスコップを\n持てなかったから諦めたんだー","0","1009812088"
"","","","","91","0","1009812","","","","1009812089"
"","1","","","3","100411","1009812","0.2","lsv_idle_bitter","","1009812090"
"lsv_talk_cool_sad_loop","0","0.2","1","3","103611","1009812","0","lsv_talk_cool_sad","","1009812091"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1228","","1009812092"
"1","10","0","1","11","103611","1009812","0","試しはしたんだね…","0","1009812093"
"","","","","91","0","1009812","","","","1009812094"
"","1","","","3","103611","1009812","0.2","lsv_idle_normal_sad","","1009812095"
"","","","","101","1009812145","1009812","","","","1009812096"
"lsv_idle_normal","0","0.2","1","3","103611","1009812","0","lsv_choice","","1009812097"
"lsv_idle_normal","0","0.2","1","3","100411","1009812","0","lsv_choice","","1009812098"
"lsv_idle_normal","0","0.2","1","3","102011","1009812","0","lsv_choice","","1009812099"
"","","","","93","0.1","1009812","","0","","1009812100"
"0.33","-235","0.2","2","2","103611","1009812","","-200","","1009812101"
"0.33","-220","0.2","2","2","100411","1009812","","100","","1009812102"
"0.33","-250","0.2","2","2","102011","1009812","","270","","1009812103"
"","","","","93","0.7","1009812","","0","","1009812104"
"lsv_exactly_joy_loop","0","0.2","1","3","100411","1009812","0","lsv_exactly_joy_in","","1009812105"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1229","","1009812106"
"1","10","0","1","11","100411","1009812","0","お！　にいちゃん、するどい！\n正解だよ！\n逃げ足は大事だもんねー","0","1009812107"
"","","","","91","0","1009812","","","","1009812108"
"","1","","","3","100411","1009812","0.2","lsv_idle_joy","","1009812109"
"","1","","","3","103611","1009812","0.2","lsv_talk_thinking","","1009812110"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1230","","1009812111"
"1","10","0","1","11","103611","1009812","0","逃げ足って…\nでも、確かに自然の中では\n大切なことかも。","0","1009812112"
"","","","","91","0","1009812","","","","1009812113"
"","1","","","3","103611","1009812","0.2","lsv_idle_thinking_anger","","1009812114"
"","1","","","3","102011","1009812","0.2","lsv_talk_wish_joy","","1009812115"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1231","","1009812116"
"1","10","0","1","11","102011","1009812","0","かけっこが得意な\nみゅ～ちゃんもかわいいね～","0","1009812117"
"","","","","91","0","1009812","","","","1009812118"
"","1","","","3","102011","1009812","0.2","lsv_idle_wish_joy","","1009812119"
"","","","","101","1009812145","1009812","","","","1009812120"
"lsv_idle_normal","0","0.2","1","3","103611","1009812","0","lsv_choice","","1009812121"
"lsv_idle_normal","0","0.2","1","3","100411","1009812","0","lsv_choice","","1009812122"
"lsv_idle_normal","0","0.2","1","3","102011","1009812","0","lsv_choice","","1009812123"
"","","","","93","0.1","1009812","","0","","1009812124"
"0.33","-235","0.2","2","2","103611","1009812","","-200","","1009812125"
"0.33","-220","0.2","2","2","100411","1009812","","100","","1009812126"
"0.33","-250","0.2","2","2","102011","1009812","","270","","1009812127"
"","","","","93","0.7","1009812","","0","","1009812128"
"","1","","","3","100411","1009812","0.2","lsv_idle_sad3","","1009812129"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1232","","1009812130"
"1","10","0","1","11","100411","1009812","0","…ぐすん。\nミソギ、ウソ泣きなんて\n教えてないもん…ぐすぐす…","0","1009812131"
"","","","","91","0","1009812","","","","1009812132"
"","1","","","3","100411","1009812","0.2","lsv_idle_sad3","","1009812133"
"","1","","","3","102011","1009812","0.2","lsv_talk_sad3","","1009812134"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1233","","1009812135"
"1","10","0","1","11","102011","1009812","0","わわ…！\nミソギちゃん、泣かないで～","0","1009812136"
"","","","","91","0","1009812","","","","1009812137"
"","1","","","3","102011","1009812","0.2","lsv_idle_sad","","1009812138"
"lsv_talk_cool_sad_loop","0","0.2","1","3","103611","1009812","0","lsv_talk_cool_sad","","1009812139"
"0","0","","","21","vo_lsv","1009812","","vo_lsv_1234","","1009812140"
"1","10","0","1","11","103611","1009812","0","…これは間違いなく\n教えましたね。\nまったくもう…","0","1009812141"
"","","","","91","0","1009812","","","","1009812142"
"","1","","","3","103611","1009812","0.2","lsv_idle_cool_sad","","1009812143"
"","","","","101","1009812145","1009812","","","","1009812144"
"","","","","91","0","1009812","","","","1009812145"
"","","","","102","","1009812","","","","1009812146"
"","","","","22","0","1009812","","0.2","","1009812147"
"","","","","93","0.2","1009812","","","","1009812148"
"0","1","0","0","12","100411","1009812","0","10","0","1009812149"
"lsv_eieio_loop","0","0.2","1","3","100411","1009812","0","lsv_eieio","","1009812150"
"","","","","93","3","1009812","","0","","1009812151"
"","1","","","3","100411","1009812","0.2","lsv_idle_cool_joy","","1009812152"
"0","1","0","0","12","102011","1009812","0","4","0","1009812153"
"lsv_talk_surprise","0","0.2","1","3","102011","1009812","0","lsv_surprise","","1009812154"
"","","","","93","3","1009812","","0","","1009812155"
"","1","","","3","102011","1009812","0.2","lsv_idle_wish_joyR","","1009812156"
"0","1","0","0","12","103611","1009812","0","2","0","1009812157"
"","1","","","3","103611","1009812","0.2","lsv_talk_sad","","1009812158"
"","","","","93","3","1009812","","0","","1009812159"
"","1","","","3","103611","1009812","0.2","lsv_idle_sad","","1009812160"
"","","","","101","1009812149","1009812","","","","1009812161"
"1","1","0","0","6","333","1009812","1","1","","1009812162"
"","","","","4","103611","1009812","","1","","1009812163"
"","1","","","3","103611","1009812","0.2","lsv_run","","1009812164"
"0.8","-235","","0","2","103611","1009812","","-750","","1009812165"
"","","","","4","100411","1009812","","0","","1009812166"
"","1","","","3","100411","1009812","0.2","lsv_run","","1009812167"
"0.8","-220","","0","2","100411","1009812","","750","","1009812168"
"","","","","4","102011","1009812","","0","","1009812169"
"","1","","","3","102011","1009812","0.2","lsv_run","","1009812170"
"0.8","-250","","0","2","102011","1009812","","850","","1009812171"
"","","","","93","0.6","1009812","","","","1009812172"
"1","1","0","0","6","103611","1009812","0.2","1","","1009812173"
"1","1","0","0","6","100411","1009812","0.2","1","","1009812174"
"1","1","0","0","6","102011","1009812","0.2","1","","1009812175"
"","","","","91","0","1009812","","","","1009812176"
"-750","102","0","-235","1","1","1009813","1.95","100411","lsv_idle_normal","1009813001"
"650","100","1","-220","1","1","1009813","1.95","103611","lsv_idle_normal","1009813002"
"750","101","1","-250","1","1","1009813","1.95","102011","lsv_idle_normal","1009813003"
"0","0","0","0","5","1","1009813","1","333","lsv_white_loop","1009813004"
"1","1","0","0","6","333","1009813","0","1","","1009813005"
"1","1","0","0","6","100411","1009813","0","1","","1009813006"
"1","1","0","0","6","103611","1009813","0","1","","1009813007"
"1","1","0","0","6","102011","1009813","0","1","","1009813008"
"0","0","","","7","100411","1009813","","2","","1009813009"
"0.5","-235","","0","2","100411","1009813","","-750","","1009813010"
"10","-140","","0.8","31","1","1009813","0","16","","1009813011"
"0","0","","","34","16","1009813","","2","","1009813012"
"","","","","93","1","1009813","","0","","1009813013"
"1","1","0","0.4","6","333","1009813","0.8","1","","1009813014"
"lsv_see_think","0","0","1","3","100411","1009813","0.2","lsv_see_think_pre","","1009813015"
"1.1","-235","","0","2","100411","1009813","","-600","","1009813016"
"1","1","0","1","6","100411","1009813","0.4","1","","1009813017"
"","","","","93","1","1009813","","","","1009813018"
"","","","","32","16","1009813","","1","","1009813019"
"","","","","91","0","1009813","","","","1009813020"
"0","260","","80","94","100411","1009813","","240","","1009813021"
"","","","","32","16","1009813","","0","","1009813022"
"0","2","","","7","100411","1009813","","0","","1009813023"
"","1","","","3","100411","1009813","0.2","lsv_walk","","1009813024"
"2","-235","","0","2","100411","1009813","","-250","","1009813025"
"","1","","","3","103611","1009813","0.2","lsv_walk_joy","","1009813026"
"2","-220","","0","2","103611","1009813","","100","","1009813027"
"1","1","0","1","6","103611","1009813","0.4","1","","1009813028"
"","1","","","3","102011","1009813","0.2","lsv_walk","","1009813029"
"2","-250","","0","2","102011","1009813","","270","","1009813030"
"1","1","0","1","6","102011","1009813","0.4","1","","1009813031"
"","","","","93","2","1009813","","","","1009813032"
"","1","","","3","100411","1009813","0.2","lsv_idle_normal_talkR","","1009813033"
"","1","","","3","103611","1009813","0.2","lsv_idle_joy","","1009813034"
"","1","","","3","102011","1009813","0.2","lsv_idle_normal","","1009813035"
"","","","","93","0.5","1009813","","","","1009813036"
"","","","","91","0","1009813","","","","1009813037"
"","1","","","3","100411","1009813","0.2","lsv_talk_sad","","1009813038"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1321","","1009813039"
"1","10","0","1","11","100411","1009813","0","うう…なんだかほんとに\n学校の先生みたいなこと\n書いてるね…","0","1009813040"
"","","","","91","0","1009813","","","","1009813041"
"","1","","","3","100411","1009813","0.2","lsv_idle_surprise_talkR1","","1009813042"
"lsv_talk_doya_loop","0","0.2","1","3","103611","1009813","0","lsv_talk_doya","","1009813043"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1322","","1009813044"
"1","10","0","1","11","103611","1009813","0","だって今日は私が先生だもん。\n先生らしくしなくっちゃ！","0","1009813045"
"","","","","91","0","1009813","","","","1009813046"
"","1","","","3","103611","1009813","0.2","lsv_idle_doya","","1009813047"
"","1","","","3","102011","1009813","0.2","lsv_talk_wish_joy","","1009813048"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1323","","1009813049"
"1","10","0","1","11","102011","1009813","0","キョウカちゃん、\n張りきってたもんね♪\nどんなお勉強をしたの？","0","1009813050"
"","","","","91","0","1009813","","","","1009813051"
"","1","","","3","102011","1009813","0.2","lsv_idle_wish_joy","","1009813052"
"","1","","","3","103611","1009813","0.2","lsv_talk_cool_joy_loop","","1009813053"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1324","","1009813054"
"1","10","0","1","11","103611","1009813","0","ミミ、いい質問ですね。\nそれでは…\nここでみんなに問題です。","0","1009813055"
"","","","","91","0","1009813","","","","1009813056"
"","1","","","3","103611","1009813","0.2","lsv_idle_cool_joy","","1009813057"
"lsv_talk_cool_sad_loop","0","0.2","1","3","100411","1009813","0","lsv_talk_cool_sad","","1009813058"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1325","","1009813059"
"1","10","0","1","11","100411","1009813","0","急に先生っぽくしてる…！\n…ね、にいちゃんから\n何か言ってやってよっ。","0","1009813060"
"","","","","91","0","1009813","","","","1009813061"
"","1","","","3","100411","1009813","0.2","lsv_idle_cool_sad","","1009813062"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009813","0","lsv_choice","","1009813063"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009813","0","lsv_choice","","1009813064"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009813","0","lsv_choice","","1009813065"
"","","","","93","0.1","1009813","","0","","1009813066"
"0.33","-235","0.2","2","2","100411","1009813","","-452","","1009813067"
"0.33","-220","0.2","2","2","103611","1009813","","420","","1009813068"
"0.33","-250","0.2","2","2","102011","1009813","","545","","1009813069"
"","1","","","22","0","1009813","0.2","0","","1009813070"
"","0","","","103","はい、先生！","1009813","","1009813074","","1009813071"
"","0","","","103","寝たふりをしよう。","1009813","","1009813096","","1009813072"
"","0","","","103","どんな問題が来るのかなぁ。","1009813","","1009813119","","1009813073"
"lsv_idle_normal","0","0.2","1","3","100411","1009813","0","lsv_choice","","1009813074"
"lsv_idle_normal","0","0.2","1","3","103611","1009813","0","lsv_choice","","1009813075"
"lsv_idle_normal","0","0.2","1","3","102011","1009813","0","lsv_choice","","1009813076"
"","","","","93","0.1","1009813","","0","","1009813077"
"0.33","-235","0.2","2","2","100411","1009813","","-200","","1009813078"
"0.33","-220","0.2","2","2","103611","1009813","","100","","1009813079"
"0.33","-250","0.2","2","2","102011","1009813","","270","","1009813080"
"","","","","93","0.7","1009813","","0","","1009813081"
"lsv_surprise3_loop","0","0.2","1","3","100411","1009813","0","lsv_surprise3","","1009813082"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1326","","1009813083"
"1","10","0","1","11","100411","1009813","0","ノリノリだー！？","0","1009813084"
"","","","","91","0","1009813","","","","1009813085"
"","1","","","3","103611","1009813","0.2","lsv_talk_thinking_joyR","","1009813086"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1327","","1009813087"
"1","10","0","1","11","103611","1009813","0","いいお返事ですね。\nでは、みんなで\nおさらいしてみましょうか。","0","1009813088"
"","","","","91","0","1009813","","","","1009813089"
"","1","","","3","103611","1009813","0.2","lsv_idle_thinking_joy1","","1009813090"
"lsv_idle_joy","0","0.2","1","3","102011","1009813","0","lsv_handsup_joy","","1009813091"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1328","","1009813092"
"1","10","0","1","11","102011","1009813","0","は～い、わかりましたっ。\nキョウカちゃん先生♪","0","1009813093"
"","","","","91","0","1009813","","","","1009813094"
"","","","","101","1009813143","1009813","","","","1009813095"
"lsv_idle_normal","0","0.2","1","3","100411","1009813","0","lsv_choice","","1009813096"
"lsv_idle_normal","0","0.2","1","3","103611","1009813","0","lsv_choice","","1009813097"
"lsv_idle_normal","0","0.2","1","3","102011","1009813","0","lsv_choice","","1009813098"
"","","","","93","0.1","1009813","","0","","1009813099"
"0.33","-235","0.2","2","2","100411","1009813","","-200","","1009813100"
"0.33","-220","0.2","2","2","103611","1009813","","100","","1009813101"
"0.33","-250","0.2","2","2","102011","1009813","","270","","1009813102"
"","","","","93","0.7","1009813","","0","","1009813103"
"lsv_sleep","0","0.2","1","3","100411","1009813","0.2","lsv_look_idle_sad_wink","","1009813104"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1329","","1009813105"
"1","10","0","1","11","100411","1009813","0","そ…\nそれだよ、にいちゃんっ。\n……ぐーぐーぐー","0","1009813106"
"","","","","91","0","1009813","","","","1009813107"
"","1","","","3","100411","1009813","0.2","lsv_sleep","","1009813108"
"lsv_exactly_loop","0","0.2","1","3","103611","1009813","0","lsv_exactly_in","","1009813109"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1330","","1009813110"
"1","10","0","1","11","103611","1009813","0","はい、そこの二人！\n授業中に寝ない！","0","1009813111"
"","","","","91","0","1009813","","","","1009813112"
"","1","","","3","103611","1009813","0.2","lsv_idle_arm_crossed","","1009813113"
"lsv_surprise3_pain_loop","0","0.2","1","3","102011","1009813","0","lsv_surprise3_pain","","1009813114"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1331","","1009813115"
"1","10","0","1","11","102011","1009813","0","二人とも、起きて～！\n一緒にお勉強しようよ～！","0","1009813116"
"","","","","91","0","1009813","","","","1009813117"
"","","","","101","1009813143","1009813","","","","1009813118"
"lsv_idle_normal","0","0.2","1","3","100411","1009813","0","lsv_choice","","1009813119"
"lsv_idle_normal","0","0.2","1","3","103611","1009813","0","lsv_choice","","1009813120"
"lsv_idle_normal","0","0.2","1","3","102011","1009813","0","lsv_choice","","1009813121"
"","","","","93","0.1","1009813","","0","","1009813122"
"0.33","-235","0.2","2","2","100411","1009813","","-200","","1009813123"
"0.33","-220","0.2","2","2","103611","1009813","","100","","1009813124"
"0.33","-250","0.2","2","2","102011","1009813","","270","","1009813125"
"","","","","93","0.7","1009813","","0","","1009813126"
"","1","","","3","100411","1009813","0.2","lsv_talk_bitter_sad","","1009813127"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1332","","1009813128"
"1","10","0","1","11","100411","1009813","0","あ、そっち？\nキョウカの先生キャラに\nツッコミはないんだ…","0","1009813129"
"","","","","91","0","1009813","","","","1009813130"
"","1","","","3","100411","1009813","0.2","lsv_idle_bitter","","1009813131"
"lsv_exactly_loop","0","0.2","1","3","103611","1009813","0","lsv_exactly_in","","1009813132"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1333","","1009813133"
"1","10","0","1","11","103611","1009813","0","ミソギさん？\n先生にキャラとか\n言わないように！","0","1009813134"
"","","","","91","0","1009813","","","","1009813135"
"","1","","","3","103611","1009813","0.2","lsv_idle_arm_crossed","","1009813136"
"","1","","","3","102011","1009813","0.2","lsv_talk_surprise_talkjoy","","1009813137"
"0","0","","","21","vo_lsv","1009813","","vo_lsv_1334","","1009813138"
"1","10","0","1","11","102011","1009813","0","わぁっ…！\n本当の先生みた～い！\nちゃんとお勉強しなくちゃ…！","0","1009813139"
"","","","","91","0","1009813","","","","1009813140"
"","1","","","3","102011","1009813","0.2","lsv_idle_surprise_joy","","1009813141"
"","","","","101","1009813143","1009813","","","","1009813142"
"","","","","91","0","1009813","","","","1009813143"
"","","","","102","","1009813","","","","1009813144"
"","","","","22","0","1009813","","0.2","","1009813145"
"","","","","93","0.2","1009813","","","","1009813146"
"0","1","0","0","12","102011","1009813","0","5","0","1009813147"
"","1","","","3","102011","1009813","0.2","lsv_talk_surprise","","1009813148"
"","","","","93","3","1009813","","0","","1009813149"
"","1","","","3","102011","1009813","0.2","lsv_idle_surprise","","1009813150"
"0","1","0","0","12","103611","1009813","0","10","0","1009813151"
"lsv_talk_arm_crossed_loop_joy","0","0.2","1","3","103611","1009813","0","lsv_talk_arm_crossed_joy","","1009813152"
"","","","","93","3","1009813","","0","","1009813153"
"","1","","","3","103611","1009813","0.2","lsv_idle_cool_joy","","1009813154"
"0","1","0","0","12","100411","1009813","0","2","0","1009813155"
"","1","","","3","100411","1009813","0.2","lsv_talk_bitter","","1009813156"
"","","","","93","3","1009813","","0","","1009813157"
"","1","","","3","100411","1009813","0.2","lsv_idle_normal_talkR","","1009813158"
"","","","","101","1009813147","1009813","","","","1009813159"
"1","1","0","0","6","333","1009813","1","1","","1009813160"
"","","","","4","100411","1009813","","1","","1009813161"
"","1","","","3","100411","1009813","0.2","lsv_run","","1009813162"
"0.8","-235","","0","2","100411","1009813","","-750","","1009813163"
"","","","","4","103611","1009813","","0","","1009813164"
"","1","","","3","103611","1009813","0.2","lsv_run","","1009813165"
"0.8","-220","","0","2","103611","1009813","","750","","1009813166"
"","","","","4","102011","1009813","","0","","1009813167"
"","1","","","3","102011","1009813","0.2","lsv_run","","1009813168"
"0.8","-250","","0","2","102011","1009813","","850","","1009813169"
"","","","","93","0.6","1009813","","","","1009813170"
"1","1","0","0","6","100411","1009813","0.2","1","","1009813171"
"1","1","0","0","6","103611","1009813","0.2","1","","1009813172"
"1","1","0","0","6","102011","1009813","0.2","1","","1009813173"
"","","","","91","0","1009813","","","","1009813174"
"-650","102","0","-235","1","1","1009814","1.95","122811","lsv_idle_normal","1009814001"
"650","100","1","-220","1","1","1009814","1.95","122911","lsv_idle_normal","1009814002"
"750","101","1","-250","1","1","1009814","1.95","122711","lsv_idle_normal","1009814003"
"0","0","0","0","5","1","1009814","1","333","lsv_white_loop","1009814004"
"1","1","0","0","6","333","1009814","0","1","","1009814005"
"1","1","0","0","6","122811","1009814","0","1","","1009814006"
"1","1","0","0","6","122911","1009814","0","1","","1009814007"
"1","1","0","0","6","122711","1009814","0","1","","1009814008"
"0","0","","","25","bgm_M610","1009814","","bgm_M610","","1009814009"
"","","","","93","1","1009814","","0","","1009814010"
"1","1","0","0.4","6","333","1009814","0.8","1","","1009814011"
"","1","","","3","122911","1009814","0.2","lsv_walk","","1009814012"
"2","-220","","0","2","122911","1009814","","100","","1009814013"
"1","1","0","1","6","122911","1009814","0.4","1","","1009814014"
"","1","","","3","122711","1009814","0.2","lsv_walk","","1009814015"
"2","-250","","0","2","122711","1009814","","270","","1009814016"
"1","1","0","1","6","122711","1009814","0.4","1","","1009814017"
"","","","","93","2","1009814","","0","","1009814018"
"","1","","","3","122911","1009814","0.2","lsv_idle_normal","","1009814019"
"","1","","","3","122711","1009814","0.2","lsv_idle_normal","","1009814020"
"","","","","93","0.6","1009814","","0","","1009814021"
"","1","","","3","122711","1009814","0.2","lsv_idle_sad","","1009814022"
"","1","","","3","122911","1009814","0.2","lsv_idle_sad","","1009814023"
"0","0","","","21","vo_lsv","1009814","","vo_lsv_1421","","1009814024"
"1","10","0","1","11","122711","1009814","0","…………","0","1009814025"
"1","10","0","1","11","122911","1009814","0","…………","0","1009814026"
"","","","","91","0","1009814","","","","1009814027"
"","1","","","3","122711","1009814","0.2","lsv_idle_normal","","1009814028"
"","1","","","3","122911","1009814","0.2","lsv_idle_normal","","1009814029"
"","1","","","3","122811","1009814","0.2","lsv_walk","","1009814030"
"2","-235","","0","2","122811","1009814","","-200","","1009814031"
