562453eb5e0ae2ae6766e26d2cde9ec3c972f7ffa7a35c4d27c1c97a5ac1c949,1bc83efaa8cbc0d89ec9f63f32363a54f06bcd7571dc214ea3174084824c616a,cfe188b5b1c026e3224b6f5fd9500cb7541ac39928d06955ecbf97391e87051c,1973c28fbde9e19a989b252d9b4a43f8d753b056c3ff574596d904622c09c306,2f7912cdba0846ef4c9963a31e10333b40051751d92504dc7eb7fa477a2bf252,885f2dc96cec72a12e25a9163c59c5a0d9968b9f17a247f874f1f3ad00ec78ea,b4dd02ff64f48f59a36700c052252a38504d557778d549dca9a938879c6bb743,ae24ed0fe8114057e9d141b53a9c7219d145eaa1d6db46983a37c3f7ae00a34e,0bf7034bc115f247b1c0a15263d53f00e685fe739235babb678a9a80c05ee499,25a64722526480cd6ed02a8a1244095af272075172170195ee84cc2bf89d43e6,b2752f52e1221c5037833f6cda7dcc916d82a97667286fc9398759aabe1c15ad,637122460b851a03d9e409b63d6ea73c95e70379598c94c7da04bf52c8f7b063,99fb1e6d3e2d14ee075f5558440973c02ec87afb4b8550da386d518b78034039,7c86cbcb9f476dbaada07f8b6000ef6fbf987f9517da499ea078091c3f10acf8,233038c566f79f1b7e24d4f235219296fbbaca00d414fb6c884d878d61083793
"スペシャルバトルのボスを討伐しよう","9016","81129007","2023/10/25 14:59:59","81129007","3","1","0","2023/10/16 12:00:00","0","6011","601","0","10129109","10129"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81129008","2023/10/25 14:59:59","81129008","5","1","0","2023/10/16 12:00:00","0","6011","601","0","10129110","10129"
"スペシャルバトルのボスのHPを114000000まで減らそう","9018","81130001","2023/11/18 14:59:59","81130001","1","9000000","0","2023/10/31 12:00:00","1","6011","601","0","10130103","10130"
"スペシャルバトルのボスのHPを105000000まで減らそう","9018","81130002","2023/11/18 14:59:59","81130002","1","18000000","0","2023/10/31 12:00:00","1","6011","601","0","10130104","10130"
"スペシャルバトルのMODE1をクリアしよう","9016","81130003","2023/11/18 14:59:59","81130003","1","1","0","2023/10/31 12:00:00","0","6011","601","0","10130105","10130"
"アルターメイデンのシャドウを倒そう","9001","81130004","2023/11/18 14:59:59","81130004","0","3","0","2023/10/31 12:00:00","0","6011","601","0","10130106","10130"
"スペシャルバトルのボスのHPを64000000まで減らそう","9018","81130005","2023/11/18 14:59:59","81130005","1","59000000","0","2023/10/31 12:00:00","1","6011","601","0","10130107","10130"
"スペシャルバトルのボスのHPを32000000まで減らそう","9018","81130006","2023/11/18 14:59:59","81130006","1","91000000","0","2023/10/31 12:00:00","1","6011","601","0","10130108","10130"
"スペシャルバトルのボスを討伐しよう","9016","81130007","2023/11/18 14:59:59","81130007","3","1","0","2023/10/31 12:00:00","0","6011","601","0","10130109","10130"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81130008","2023/11/18 14:59:59","81130008","5","1","0","2023/10/31 12:00:00","0","6011","601","0","10130110","10130"
"クリスティーナとマツリのシャドウとお供モンスターを倒そう","9001","81131001","2023/11/25 14:59:59","81131001","0","3","0","2023/11/16 12:00:00","0","6011","601","0","10131103","10131"
"スペシャルバトルのボスのHPを36000000まで減らそう","9018","81131002","2023/11/25 14:59:59","81131002","1","9000000","0","2023/11/16 12:00:00","1","6011","601","0","10131104","10131"
"スペシャルバトルのボスのHPを27000000まで減らそう","9018","81131003","2023/11/25 14:59:59","81131003","1","18000000","0","2023/11/16 12:00:00","1","6011","601","0","10131105","10131"
"スペシャルバトルのMODE2をクリアしよう","9016","81131004","2023/11/25 14:59:59","81131004","2","1","0","2023/11/16 12:00:00","0","6011","601","0","10131106","10131"
"スペシャルバトルのボスのHPを12000000まで減らそう","9018","81131005","2023/11/25 14:59:59","81131005","1","33000000","0","2023/11/16 12:00:00","1","6011","601","0","10131107","10131"
"スペシャルバトルのボスのHPを6000000まで減らそう","9018","81131006","2023/11/25 14:59:59","81131006","1","39000000","0","2023/11/16 12:00:00","1","6011","601","0","10131108","10131"
"スペシャルバトルのボスを討伐しよう","9016","81131007","2023/11/25 14:59:59","81131007","3","1","0","2023/11/16 12:00:00","0","6011","601","0","10131109","10131"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81131008","2023/11/25 14:59:59","81131008","5","1","0","2023/11/16 12:00:00","0","6011","601","0","10131110","10131"
"ターゲットを15体倒そう","9014","81132001","2023/12/18 14:59:59","81132001","0","15","0","2023/11/30 12:00:00","0","6011","601","0","10132103","10132"
"SPECIALのボスのHPを108000000まで減らそう","9018","81132002","2023/12/18 14:59:59","81132002","1","12000000","0","2023/11/30 12:00:00","1","6011","601","0","10132104","10132"
"SPECIALのボスのHPを96000000まで減らそう","9018","81132003","2023/12/18 14:59:59","81132003","1","24000000","0","2023/11/30 12:00:00","1","6011","601","0","10132105","10132"
"SPECIALのMODE2をクリアしよう","9016","81132004","2023/12/18 14:59:59","81132004","2","1","0","2023/11/30 12:00:00","0","6011","601","0","10132106","10132"
"SPECIALのボスのHPを56000000まで減らそう","9018","81132005","2023/12/18 14:59:59","81132005","1","64000000","0","2023/11/30 12:00:00","1","6011","601","0","10132107","10132"
"SPECIALのボスのHPを28000000まで減らそう","9018","81132006","2023/12/18 14:59:59","81132006","1","92000000","0","2023/11/30 12:00:00","1","6011","601","0","10132108","10132"
"SPECIALのボスを討伐しよう","9016","81132007","2023/12/18 14:59:59","81132007","3","1","0","2023/11/30 12:00:00","0","6011","601","0","10132111","10132"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81132010","2023/12/18 14:59:59","81132008","5","1","0","2023/11/30 12:00:00","0","6011","601","0","10132112","10132"
"EXHIBITION＋のMODE1をクリアしよう","9023","81132011","2023/12/18 14:59:59","81132011","1","1","0","2023/11/30 12:00:00","0","6013","601","0","10132113","10132"
"EXHIBITION＋のMODE2をクリアしよう","9023","81132012","2023/12/18 14:59:59","81132012","2","1","0","2023/11/30 12:00:00","0","6013","601","0","10132114","10132"
"EXHIBITION＋でボスを5回以内に討伐しよう","9022","81132013","2023/12/18 14:59:59","81132013","5","1","0","2023/11/30 12:00:00","0","6013","601","0","10132115","10132"
"ターゲットを12体倒そう","9014","81133001","2023/12/27 14:59:59","81133001","0","12","0","2023/12/18 12:00:00","0","6011","601","0","10133103","10133"
"SPECIALのボスのHPを26000000まで減らそう","9018","81133002","2023/12/27 14:59:59","81133002","1","4000000","0","2023/12/18 12:00:00","1","6011","601","0","10133104","10133"
"SPECIALのボスのHPを22000000まで減らそう","9018","81133003","2023/12/27 14:59:59","81133003","1","8000000","0","2023/12/18 12:00:00","1","6011","601","0","10133105","10133"
"SPECIALのMODE2をクリアしよう","9016","81133004","2023/12/27 14:59:59","81133004","2","1","0","2023/12/18 12:00:00","0","6011","601","0","10133106","10133"
"SPECIALのボスのHPを12000000まで減らそう","9018","81133005","2023/12/27 14:59:59","81133005","1","18000000","0","2023/12/18 12:00:00","1","6011","601","0","10133107","10133"
"SPECIALのボスのHPを6000000まで減らそう","9018","81133006","2023/12/27 14:59:59","81133006","1","24000000","0","2023/12/18 12:00:00","1","6011","601","0","10133108","10133"
"SPECIALのボスを討伐しよう","9016","81133007","2023/12/27 14:59:59","81133007","3","1","0","2023/12/18 12:00:00","0","6011","601","0","10133109","10133"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81133008","2023/12/27 14:59:59","81133008","5","1","0","2023/12/18 12:00:00","0","6011","601","0","10133110","10133"
"SPECIALのボスのHPを98000000まで減らそう","9018","81134001","2024/01/18 14:59:59","81134001","1","22000000","0","2023/12/31 12:00:00","1","6011","601","0","10134103","10134"
"SPECIALのボスのHPを76000000まで減らそう","9018","81134002","2024/01/18 14:59:59","81134002","1","44000000","0","2023/12/31 12:00:00","1","6011","601","0","10134104","10134"
"SPECIALのMODE1をクリアしよう","9016","81134003","2024/01/18 14:59:59","81134003","1","1","0","2023/12/31 12:00:00","0","6011","601","0","10134105","10134"
"プチメテオを30個壊そう","9014","81134004","2024/01/18 14:59:59","81134004","0","30","0","2023/12/31 12:00:00","0","6011","601","0","10134106","10134"
"SPECIALのボスのHPを36000000まで減らそう","9018","81134005","2024/01/18 14:59:59","81134005","1","84000000","0","2023/12/31 12:00:00","1","6011","601","0","10134107","10134"
"SPECIALのボスのHPを18000000まで減らそう","9018","81134006","2024/01/18 14:59:59","81134006","1","102000000","0","2023/12/31 12:00:00","1","6011","601","0","10134108","10134"
"SPECIALのボスを討伐しよう","9016","81134007","2024/01/18 14:59:59","81134007","3","1","0","2023/12/31 12:00:00","0","6011","601","0","10134109","10134"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81134008","2024/01/18 14:59:59","81134008","5","1","0","2023/12/31 12:00:00","0","6011","601","0","10134110","10134"
"EXHIBITION＋のMODE1をクリアしよう","9023","81134011","2024/01/18 14:59:59","81134011","1","1","0","2023/12/31 12:00:00","0","6013","601","0","10134113","10134"
"EXHIBITION＋のMODE2をクリアしよう","9023","81134012","2024/01/18 14:59:59","81134012","2","1","0","2023/12/31 12:00:00","0","6013","601","0","10134114","10134"
"EXHIBITION＋でボスを5回以内に討伐しよう","9022","81134013","2024/01/18 14:59:59","81134013","5","1","0","2023/12/31 12:00:00","0","6013","601","0","10134115","10134"
"SPECIALのボスのHPを38000000まで減らそう","9018","81135001","2024/01/25 14:59:59","81135001","1","2000000","0","2024/01/16 12:00:00","1","6011","601","0","10135103","10135"
"SPECIALのボスのHPを36000000まで減らそう","9018","81135002","2024/01/25 14:59:59","81135002","1","4000000","0","2024/01/16 12:00:00","1","6011","601","0","10135104","10135"
"SPECIALのMODE1をクリアしよう","9016","81135003","2024/01/25 14:59:59","81135003","1","1","0","2024/01/16 12:00:00","0","6011","601","0","10135105","10135"
"SPECIALのボスのHPを32000000まで減らそう","9018","81135004","2024/01/25 14:59:59","81135004","1","8000000","0","2024/01/16 12:00:00","1","6011","601","0","10135106","10135"
"SPECIALのボスのHPを30000000まで減らそう","9018","81135005","2024/01/25 14:59:59","81135005","1","10000000","0","2024/01/16 12:00:00","1","6011","601","0","10135107","10135"
"SPECIALのMODE2をクリアしよう","9016","81135006","2024/01/25 14:59:59","81135006","2","1","0","2024/01/16 12:00:00","0","6011","601","0","10135108","10135"
"SPECIALのボスのHPを18700000まで減らそう","9018","81135007","2024/01/25 14:59:59","81135007","1","21300000","0","2024/01/16 12:00:00","1","6011","601","0","10135109","10135"
"SPECIALのボスのHPを9400000まで減らそう","9018","81135008","2024/01/25 14:59:59","81135008","1","30600000","0","2024/01/16 12:00:00","1","6011","601","0","10135110","10135"
"SPECIALのボスを討伐しよう","9016","81135009","2024/01/25 14:59:59","81135009","3","1","0","2024/01/16 12:00:00","0","6011","601","0","10135111","10135"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81135010","2024/01/25 14:59:59","81135010","5","1","0","2024/01/16 12:00:00","0","6011","601","0","10135112","10135"
"トゥインクルウィッシュのシャドウを倒そう","9001","81136001","2024/02/28 14:59:59","81136001","0","3","0","2024/01/31 12:00:00","0","6011","601","0","10136103","10136"
"SPECIALの赤い霧の精霊のHPを112000000まで減らそう","9018","81136002","2024/02/28 14:59:59","81136002","1","8000000","0","2024/01/31 12:00:00","1","6011","601","0","10136104","10136"
"SPECIALの赤い霧の精霊のHPを104000000まで減らそう","9018","81136003","2024/02/28 14:59:59","81136003","1","16000000","0","2024/01/31 12:00:00","1","6011","601","0","10136105","10136"
"赤い霧の精霊のMODE2をクリアしよう","9016","81136004","2024/02/28 14:59:59","81136004","2","1","0","2024/01/31 12:00:00","0","6011","601","0","10136106","10136"
"SPECIALの赤い霧の精霊のHPを64000000まで減らそう","9018","81136005","2024/02/28 14:59:59","81136005","1","56000000","0","2024/01/31 12:00:00","1","6011","601","0","10136107","10136"
"SPECIALの赤い霧の精霊のHPを32000000まで減らそう","9018","81136006","2024/02/28 14:59:59","81136006","1","88000000","0","2024/01/31 12:00:00","1","6011","601","0","10136108","10136"
"SPECIALの赤い霧の精霊を討伐しよう","9016","81136007","2024/02/28 14:59:59","81136007","3","1","0","2024/01/31 12:00:00","0","6011","601","0","10136109","10136"
"SPECIALかEXHIBITIONで赤い霧の精霊を5回以内に討伐しよう","9015","81136008","2024/02/28 14:59:59","81136008","5","1","0","2024/01/31 12:00:00","0","6011","601","0","10136110","10136"
"EXHIBITION＋で赤い霧の精霊のMODE1をクリアしよう","9023","81136009","2024/02/28 14:59:59","81136009","1","1","0","2024/01/31 12:00:00","0","6013","601","0","10136111","10136"
"EXHIBITION＋で赤い霧の精霊のMODE2をクリアしよう","9023","81136010","2024/02/28 14:59:59","81136010","2","1","0","2024/01/31 12:00:00","0","6013","601","0","10136112","10136"
"EXHIBITION＋で赤い霧の精霊を5回以内に討伐しよう","9022","81136011","2024/02/28 14:59:59","81136011","5","1","0","2024/01/31 12:00:00","0","6013","601","0","10136113","10136"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを112000000まで減らそう","9018","81137001","2024/02/28 14:59:59","81137001","1","8000000","0","2024/02/07 12:00:00","1","6011","601","0","10137103","10137"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを104000000まで減らそう","9018","81137002","2024/02/28 14:59:59","81137002","1","16000000","0","2024/02/07 12:00:00","1","6011","601","0","10137104","10137"
"顕れる苦衷 アイラ＆シナツのMODE1をクリアしよう","9016","81137003","2024/02/28 14:59:59","81137003","1","1","0","2024/02/07 12:00:00","0","6011","601","0","10137105","10137"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを88000000まで減らそう","9018","81137004","2024/02/28 14:59:59","81137004","1","32000000","0","2024/02/07 12:00:00","1","6011","601","0","10137106","10137"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを80000000まで減らそう","9018","81137005","2024/02/28 14:59:59","81137005","1","40000000","0","2024/02/07 12:00:00","1","6011","601","0","10137107","10137"
"顕れる苦衷 アイラ＆シナツのMODE2をクリアしよう","9016","81137006","2024/02/28 14:59:59","81137006","2","1","0","2024/02/07 12:00:00","0","6011","601","0","10137108","10137"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを48000000まで減らそう","9018","81137007","2024/02/28 14:59:59","81137007","1","72000000","0","2024/02/07 12:00:00","1","6011","601","0","10137109","10137"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを24000000まで減らそう","9018","81137008","2024/02/28 14:59:59","81137008","1","96000000","0","2024/02/07 12:00:00","1","6011","601","0","10137110","10137"
"SPECIALの顕れる苦衷 アイラ＆シナツを討伐しよう","9016","81137009","2024/02/28 14:59:59","81137009","3","1","0","2024/02/07 12:00:00","0","6011","601","0","10137111","10137"
"SPECIALかEXHIBITIONで顕れる苦衷 アイラ＆シナツを5回以内に討伐しよう","9015","81137010","2024/02/28 14:59:59","81137010","5","1","0","2024/02/07 12:00:00","0","6011","601","0","10137112","10137"
"EXHIBITION＋で顕れる苦衷 アイラ＆シナツのMODE1をクリアしよう","9023","81137011","2024/02/28 14:59:59","81137011","1","1","0","2024/02/07 12:00:00","0","6013","601","0","10137113","10137"
"EXHIBITION＋で顕れる苦衷 アイラ＆シナツのMODE2をクリアしよう","9023","81137012","2024/02/28 14:59:59","81137012","2","1","0","2024/02/07 12:00:00","0","6013","601","0","10137114","10137"
"EXHIBITION＋で顕れる苦衷 アイラ＆シナツを5回以内に討伐しよう","9022","81137013","2024/02/28 14:59:59","81137013","5","1","0","2024/02/07 12:00:00","0","6013","601","0","10137115","10137"
"SPECIALの楽園の守護者のHPを26000000まで減らそう","9018","81138001","2024/02/26 14:59:59","81138001","1","3000000","0","2024/02/09 12:00:00","1","6011","601","0","10138103","10138"
"SPECIALの楽園の守護者のHPを23000000まで減らそう","9018","81138002","2024/02/26 14:59:59","81138002","1","6000000","0","2024/02/09 12:00:00","1","6011","601","0","10138104","10138"
"楽園の守護者のMODE1をクリアしよう","9016","81138003","2024/02/26 14:59:59","81138003","1","1","0","2024/02/09 12:00:00","0","6011","601","0","10138105","10138"
"チカとツムギのシャドウとお供モンスターを倒そう","9001","81138004","2024/02/26 14:59:59","81138004","0","4","0","2024/02/09 12:00:00","0","6011","601","0","10138106","10138"
"SPECIALの楽園の守護者のHPを13340000まで減らそう","9018","81138005","2024/02/26 14:59:59","81138005","1","15660000","0","2024/02/09 12:00:00","1","6011","601","0","10138107","10138"
"SPECIALの楽園の守護者のHPを6670000まで減らそう","9018","81138006","2024/02/26 14:59:59","81138006","1","22330000","0","2024/02/09 12:00:00","1","6011","601","0","10138108","10138"
"SPECIALの楽園の守護者を討伐しよう","9016","81138007","2024/02/26 14:59:59","81138007","3","1","0","2024/02/09 12:00:00","0","6011","601","0","10138109","10138"
"SPECIALかEXHIBITIONで楽園の守護者を5回以内に討伐しよう","9015","81138008","2024/02/26 14:59:59","81138008","5","1","0","2024/02/09 12:00:00","0","6011","601","0","10138110","10138"
"SPECIALの久遠の園を象る者のHPを13970000まで減らそう","9018","81139001","2024/02/26 14:59:59","81139001","1","2030000","0","2024/02/14 12:00:00","1","6011","601","0","10139103","10139"
"SPECIALの久遠の園を象る者のHPを11940000まで減らそう","9018","81139002","2024/02/26 14:59:59","81139002","1","4060000","0","2024/02/14 12:00:00","1","6011","601","0","10139104","10139"
"久遠の園を象る者のMODE1をクリアしよう","9016","81139003","2024/02/26 14:59:59","81139003","1","1","0","2024/02/14 12:00:00","0","6011","601","0","10139105","10139"
"ノゾミ、ムイミ、カヤのシャドウを倒そう","9001","81139004","2024/02/26 14:59:59","81139004","0","3","0","2024/02/14 12:00:00","0","6011","601","0","10139106","10139"
"SPECIALの久遠の園を象る者のHPを6610000まで減らそう","9018","81139005","2024/02/26 14:59:59","81139005","1","9390000","0","2024/02/14 12:00:00","1","6011","601","0","10139107","10139"
"SPECIALの久遠の園を象る者のHPを3300000まで減らそう","9018","81139006","2024/02/26 14:59:59","81139006","1","12700000","0","2024/02/14 12:00:00","1","6011","601","0","10139108","10139"
"SPECIALの久遠の園を象る者を討伐しよう","9016","81139007","2024/02/26 14:59:59","81139007","3","1","0","2024/02/14 12:00:00","0","6011","601","0","10139109","10139"
"SPECIALかEXHIBITIONで久遠の園を象る者を5回以内に討伐しよう","9015","81139008","2024/02/26 14:59:59","81139008","5","1","0","2024/02/14 12:00:00","0","6011","601","0","10139110","10139"
"SPECIALのボスのHPを114400000まで減らそう","9018","81140001","2024/03/18 14:59:59","81140001","1","5600000","0","2024/02/29 12:00:00","1","6011","601","0","10140103","10140"
"SPECIALのボスのHPを108800000まで減らそう","9018","81140002","2024/03/18 14:59:59","81140002","1","11200000","0","2024/02/29 12:00:00","1","6011","601","0","10140104","10140"
"SPECIALのMODE1をクリアしよう","9016","81140003","2024/03/18 14:59:59","81140003","1","1","0","2024/02/29 12:00:00","0","6011","601","0","10140105","10140"
"SPECIALのボスのHPを89600000まで減らそう","9018","81140004","2024/03/18 14:59:59","81140004","1","30400000","0","2024/02/29 12:00:00","1","6011","601","0","10140106","10140"
"SPECIALのボスのHPを76000000まで減らそう","9018","81140005","2024/03/18 14:59:59","81140005","1","44000000","0","2024/02/29 12:00:00","1","6011","601","0","10140107","10140"
"SPECIALのMODE2をクリアしよう","9016","81140006","2024/03/18 14:59:59","81140006","2","1","0","2024/02/29 12:00:00","0","6011","601","0","10140108","10140"
"SPECIALのボスのHPを41600000まで減らそう","9018","81140007","2024/03/18 14:59:59","81140007","1","78400000","0","2024/02/29 12:00:00","1","6011","601","0","10140109","10140"
"SPECIALのボスのHPを20800000まで減らそう","9018","81140008","2024/03/18 14:59:59","81140008","1","99200000","0","2024/02/29 12:00:00","1","6011","601","0","10140110","10140"
"SPECIALのボスを討伐しよう","9016","81140009","2024/03/18 14:59:59","81140009","3","1","0","2024/02/29 12:00:00","0","6011","601","0","10140111","10140"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81140010","2024/03/18 14:59:59","81140010","5","1","0","2024/02/29 12:00:00","0","6011","601","0","10140112","10140"
"EXHIBITION＋のMODE1をクリアしよう","9023","81140011","2024/03/18 14:59:59","81140011","1","1","0","2024/02/29 12:00:00","0","6013","601","0","10140113","10140"
"EXHIBITION＋のMODE2をクリアしよう","9023","81140012","2024/03/18 14:59:59","81140012","2","1","0","2024/02/29 12:00:00","0","6013","601","0","10140114","10140"
"EXHIBITION＋でボスを5回以内に討伐しよう","9022","81140013","2024/03/18 14:59:59","81140013","5","1","0","2024/02/29 12:00:00","0","6013","601","0","10140115","10140"
"ターゲットを16体倒そう","9014","81141002","2024/03/27 14:59:59","81141001","0","16","0","2024/03/18 12:00:00","0","6011","601","0","10141103","10141"
"SPECIALのボスのHPを16340000まで減らそう","9018","81141003","2024/03/27 14:59:59","81141002","1","2660000","0","2024/03/18 12:00:00","1","6011","601","0","10141104","10141"
"SPECIALのボスのHPを13680000まで減らそう","9018","81141004","2024/03/27 14:59:59","81141003","1","5320000","0","2024/03/18 12:00:00","1","6011","601","0","10141105","10141"
"SPECIALのMODE2をクリアしよう","9016","81141005","2024/03/27 14:59:59","81141004","2","1","0","2024/03/18 12:00:00","0","6011","601","0","10141106","10141"
"SPECIALのボスのHPを7340000まで減らそう","9018","81141006","2024/03/27 14:59:59","81141005","1","11660000","0","2024/03/18 12:00:00","1","6011","601","0","10141107","10141"
"SPECIALのボスのHPを3660000まで減らそう","9018","81141007","2024/03/27 14:59:59","81141006","1","15340000","0","2024/03/18 12:00:00","1","6011","601","0","10141108","10141"
"SPECIALのボスを討伐しよう","9016","81141008","2024/03/27 14:59:59","81141007","3","1","0","2024/03/18 12:00:00","0","6011","601","0","10141109","10141"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81141009","2024/03/27 14:59:59","81141008","5","1","0","2024/03/18 12:00:00","0","6011","601","0","10141110","10141"
"SPECIALのMODE1をクリアしよう","9016","81142001","2024/04/18 14:59:59","81142001","1","1","0","2024/03/31 12:00:00","0","6011","601","0","10142101","10142"
"SPECIALのMODE2をクリアしよう","9016","81142002","2024/04/18 14:59:59","81142002","2","1","0","2024/03/31 12:00:00","0","6011","601","0","10142102","10142"
"SPECIALのボスを討伐しよう","9016","81142003","2024/04/18 14:59:59","81142003","3","1","0","2024/03/31 12:00:00","0","6011","601","0","10142103","10142"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81142004","2024/04/18 14:59:59","81142004","5","1","0","2024/03/31 12:00:00","0","6011","601","0","10142104","10142"
"EXHIBITION＋のMODE1をクリアしよう","9023","81142011","2024/04/18 14:59:59","81142011","1","1","0","2024/03/31 12:00:00","0","6013","601","0","10142111","10142"
"EXHIBITION＋のMODE2をクリアしよう","9023","81142012","2024/04/18 14:59:59","81142012","2","1","0","2024/03/31 12:00:00","0","6013","601","0","10142112","10142"
"EXHIBITION＋でボスを5回以内に討伐しよう","9022","81142013","2024/04/18 14:59:59","81142013","5","1","0","2024/03/31 12:00:00","0","6013","601","0","10142113","10142"
"SPECIALのMODE1をクリアしよう","9016","81143001","2024/04/25 14:59:59","81143001","1","1","0","2024/04/16 12:00:00","0","6011","601","0","10143101","10143"
"SPECIALのMODE2をクリアしよう","9016","81143002","2024/04/25 14:59:59","81143002","2","1","0","2024/04/16 12:00:00","0","6011","601","0","10143102","10143"
"SPECIALのボスを討伐しよう","9016","81143003","2024/04/25 14:59:59","81143003","3","1","0","2024/04/16 12:00:00","0","6011","601","0","10143103","10143"
"SPECIALかEXHIBITIONのバトルでボスを5回以内に討伐しよう","9015","81143004","2024/04/25 14:59:59","81143004","5","1","0","2024/04/16 12:00:00","0","6011","601","0","10143104","10143"
"SPECIALのMODE1をクリアしよう","9016","81144001","2024/05/18 14:59:59","81144001","1","1","0","2024/04/30 12:00:00","0","6011","601","0","10144101","10144"
"SPECIALのMODE2をクリアしよう","9016","81144002","2024/05/18 14:59:59","81144002","2","1","0","2024/04/30 12:00:00","0","6011","601","0","10144102","10144"
"SPECIALのボスを討伐しよう","9016","81144003","2024/05/18 14:59:59","81144003","3","1","0","2024/04/30 12:00:00","0","6011","601","0","10144103","10144"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81144004","2024/05/18 14:59:59","81144004","5","1","0","2024/04/30 12:00:00","0","6011","601","0","10144104","10144"
"EXHIBITION＋のMODE1をクリアしよう","9023","81144011","2024/05/18 14:59:59","81144011","1","1","0","2024/04/30 12:00:00","0","6013","601","0","10144111","10144"
"EXHIBITION＋のMODE2をクリアしよう","9023","81144012","2024/05/18 14:59:59","81144012","2","1","0","2024/04/30 12:00:00","0","6013","601","0","10144112","10144"
"EXHIBITION＋でボスを5回以内に討伐しよう","9022","81144013","2024/05/18 14:59:59","81144013","5","1","0","2024/04/30 12:00:00","0","6013","601","0","10144113","10144"
"SPECIALのMODE1をクリアしよう","9016","81145001","2024/05/25 14:59:59","81145001","1","1","0","2024/05/16 12:00:00","0","6011","601","0","10145101","10145"
"SPECIALのMODE2をクリアしよう","9016","81145002","2024/05/25 14:59:59","81145002","2","1","0","2024/05/16 12:00:00","0","6011","601","0","10145102","10145"
"SPECIALのボスを討伐しよう","9016","81145003","2024/05/25 14:59:59","81145003","3","1","0","2024/05/16 12:00:00","0","6011","601","0","10145103","10145"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81145004","2024/05/25 14:59:59","81145004","5","1","0","2024/05/16 12:00:00","0","6011","601","0","10145104","10145"
"SPECIALのMODE1をクリアしよう","9016","81146001","2024/06/18 14:59:59","81146001","1","1","0","2024/05/31 12:00:00","0","6011","601","0","10146101","10146"
"SPECIALのMODE2をクリアしよう","9016","81146002","2024/06/18 14:59:59","81146002","2","1","0","2024/05/31 12:00:00","0","6011","601","0","10146102","10146"
"SPECIALのボスを討伐しよう","9016","81146003","2024/06/18 14:59:59","81146003","3","1","0","2024/05/31 12:00:00","0","6011","601","0","10146103","10146"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81146004","2024/06/18 14:59:59","81146004","5","1","0","2024/05/31 12:00:00","0","6011","601","0","10146104","10146"
"EXHIBITION＋のMODE1をクリアしよう","9023","81146011","2024/06/18 14:59:59","81146011","1","1","0","2024/05/31 12:00:00","0","6013","601","0","10146111","10146"
"EXHIBITION＋のMODE2をクリアしよう","9023","81146012","2024/06/18 14:59:59","81146012","2","1","0","2024/05/31 12:00:00","0","6013","601","0","10146112","10146"
"EXHIBITION＋でボスを5回以内に討伐しよう","9022","81146013","2024/06/18 14:59:59","81146013","5","1","0","2024/05/31 12:00:00","0","6013","601","0","10146113","10146"
"SPECIALのMODE1をクリアしよう","9016","81147001","2024/06/26 14:59:59","81147001","1","1","0","2024/06/17 12:00:00","0","6011","601","0","10147101","10147"
"SPECIALのMODE2をクリアしよう","9016","81147002","2024/06/26 14:59:59","81147002","2","1","0","2024/06/17 12:00:00","0","6011","601","0","10147102","10147"
"SPECIALのボスを討伐しよう","9016","81147003","2024/06/26 14:59:59","81147003","3","1","0","2024/06/17 12:00:00","0","6011","601","0","10147103","10147"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","9015","81147004","2024/06/26 14:59:59","81147004","5","1","0","2024/06/17 12:00:00","0","6011","601","0","10147104","10147"
"SPECIALのMODE1をクリアしよう","9016","81148001","2024/07/18 14:59:59","81148001","1","1","0","2024/06/30 12:00:00","0","6011","601","0","10148101","10148"
"SPECIALのMODE2をクリアしよう","9016","81148002","2024/07/18 14:59:59","81148002","2","1","0","2024/06/30 12:00:00","0","6011","601","0","10148102","10148"
"SPECIALのボスを討伐しよう","9016","81148003","2024/07/18 14:59:59","81148003","3","1","0","2024/06/30 12:00:00","0","6011","601","0","10148103","10148"
