5e332c5aaca347a2f77ad37d0c761117b68310675ac868f5b868ea19da6cd34d,dcb91440f5074d66daec8639c2857055c94132629db87cbae8ae709666edb287,f0b82de589f0f36396fc1a445f5b05e20d610de1d5c4860a48bcea55f95bc12c,cafccf3a10cc55b8c8bbaa418fb7b60a891b6e0eb4259ccedf6c66affaba0dc1,07c08dd7a72d72081fec94e6de2a64d85f37b2e77ab84157daa4d18a63e466fb,894324db2a269f33294911f6e34fd28d73765ea5f76ff19a05ec2c5b72b15fe0,64fe688964dc32a3ca9f01f5eeb3191b89867818a56d711702f36a1d9dcf61ef,c8a1b200956aec1a69539c259a394ea771df2f46798a5533e8e263294feef97e,8465b9255e35c61f7a0ce19b28349371ecd79b6d2972647396383d88608dea7a,88893acfc7dfae6f79c2320ab5f3206075ffdb8c895a00344d543640b25ec8ff,aaef30c43244576e8917c811f6fde6b2ec1be485cd4e0cc9540ef36e40728154
"-800","1","1","-180","1.75","107611","cmn_float","0","22","19410002","941"
"-1000","5","22","-180","1.75","22","41_kyaru_floatRing","0","22","19410003","941"
"-180","31","1","1","1","1075111","","","-890","19410004","941"
"-180","31","14","1","0","1075114","","","0","19410005","941"
"-180","31","4","1","1","107611","","","-800","19410006","941"
"-180","31","126","1","1","22","","","-830","19410007","941"
"-180","31","105","1","0","105","","","140","19410008","941"
"40","31","108","1","0","108","","","320","19410009","941"
"-110","31","1001","1","0","1001","","","-160","19410010","941"
"","23","se_10053800","","1","se_fpc_water_random","","","1","19410011","941"
"","91","19410010","","","0","","","","19410012","941"
"5","2","22","12","","-150","","","-180","19410013","941"
"5","33","22","12","","-10","","","-180","19410014","941"
"","91","0","","","","","","","19410015","941"
"0","21","vo_fpc","","","vo_fpc_30101","","","","19410016","941"
"1","11","22","0","0","は～…たまにはこうやって\nのんびりするのも悪くないわね～","1","0","6","19410017","941"
"","91","0","","","0","","","","19410018","941"
"4.52941176470588","2","107511","0","","0","","","-180","19410019","941"
"4.52941176470588","33","1075111","0","","0","","","-180","19410020","941"
"4.52941176470588","2","22","12","","0","","","-180","19410021","941"
"4.52941176470588","33","22","12","","140","","","-180","19410022","941"
"","93","1.5","","","0","","","","19410023","941"
"0","21","vo_fpc","","","vo_fpc_30102","","","","19410024","941"
"1","11","107511","0","0","キャールーちゃーん！\nえいっ！","1","0","6","19410025","941"
"","91","19410019","","","","","","","19410026","941"
"","32","1075111","","","0","","","","19410027","941"
"","32","1075114","","","1","","","","19410028","941"
"41_pekorine_hug_loop","3","107511","1","0.1","41_pekorine_hug","","0.1","0","19410029","941"
"41_kyaru_surprise_loop","3","22","1","0.1","41_kyaru_surprise","","0.1","0","19410030","941"
"","93","0.6","","","0","","","","19410031","941"
"","32","105","","","1","","","","19410032","941"
"","93","0.6","","","0","","","","19410033","941"
"","32","105","","","0","","","","19410034","941"
"","91","19410025","","","","","","","19410035","941"
"2.94117647058824","2","107611","12","","-300","","","-180","19410036","941"
"2.94117647058824","33","107611","12","","-300","","","-180","19410037","941"
"0","21","vo_fpc","","","vo_fpc_30103","","","","19410038","941"
"1","11","22","0","0","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","1","0","9","19410039","941"
"","91","0","","","0","","","","19410040","941"
"","91","19410036","","","","","","","19410041","941"
"","32","105","","","1","","","","19410042","941"
"","3","107511","","0.1","41_pekorine_shake","","","1","19410043","941"
"","3","22","","0.1","41_kyaru_shake","","","1","19410044","941"
"0","21","vo_fpc","","","vo_fpc_30104","","","","19410045","941"
"","3","107611","","0.1","41_kokkoro_float_loop","","","1","19410046","941"
"1","11","107611","0","0","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","1","0","8","19410047","941"
"","91","0","","","0","","","","19410048","941"
"0","21","vo_fpc","","","vo_fpc_30105","","","","19410049","941"
"1","11","22","0","0","あ、ダメ…\nもう、げん…かい…","1","0","10","19410050","941"
"","91","0","","","0","","","","19410051","941"
"","3","22","","0.2","41_kyaru_drown","","","0","19410052","941"
"","3","107511","","0.2","41_pekorine_shake","","","1","19410053","941"
"","93","0.2","","","0","","","","19410054","941"
"","23","se_10053800","","1","se_10053800_941_bishokuden","","","0","19410055","941"
"","93","0.8","","","0","","","","19410056","941"
"41_kokkoro_surprise_loop","3","107611","1","0.1","41_kokkoro_surprise","","0.1","0","19410057","941"
"","93","0.5","","","0","","","","19410058","941"
"","32","108","","","1","","","","19410059","941"
"","93","2.5","","","0","","","","19410060","941"
"","3","22","","0.1","41_kyaru_drown_loop","","0.1","1","19410061","941"
"41_pekorine_notice_loop","3","107511","1","0.1","41_pekorine_notice","","0.1","0","19410062","941"
"","32","105","","","0","","","","19410063","941"
"","32","22","","","0","","","","19410064","941"
"0","21","vo_fpc","","","vo_fpc_30106","","","","19410065","941"
"1","11","107511","0","0","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","1","0","11","19410066","941"
"","91","0","","","0","","","","19410067","941"
"0","21","vo_fpc","","","vo_fpc_30107","","","","19410068","941"
"1","11","107611","0","0","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","1","0","10","19410069","941"
"","93","2.1","","","0","","","","19410070","941"
"41_kokkoro_action_loop","3","107611","1","0.1","41_kokkoro_action","","0.1","0","19410071","941"
"","32","1001","","","1","","","","19410072","941"
"cmn_swm_flutterKick_floatRing","3","107511","1","0","41_pekorine_flutterKick_floatRing_in","","0.1","0","19410073","941"
"","3","22","","0.1","41_kyaru_flutterKick_floatRing","","","1","19410074","941"
"4.52488687782805","2","107511","0","","1000","","","-180","19410075","941"
"","32","1075111","","","1","","","","19410076","941"
"","32","1075114","","","0","","","","19410077","941"
"4.52488687782805","33","1075111","0","","1000","","","-180","19410078","941"
"4.52488687782805","2","22","0","","1000","","","-180","19410079","941"
"5.88235294117647","2","107611","0","","1000","","","-180","19410080","941"
"5.88235294117647","33","107611","0","","1000","","","-180","19410081","941"
"5.88235294117647","33","1001","0","","1140","","","-110","19410082","941"
"","91","19410081","","","","","","","19410083","941"
"-1060","1","1","-250","1.75","113211","42_anna_idle","0","33","19420001","942"
"-920","1","1","-250","1.75","127111","42_shinobu_idle","0","33","19420002","942"
"-1000","5","2","-250","1.75","2","42_boat_idle","0","32","19420003","942"
"0","31","107","1","0","107","","","0","19420004","942"
"-250","31","106","1","1","106","","","-1000","19420005","942"
"","13","113211","","","47","","","","19420006","942"
"","13","127111","","","47","","","","19420007","942"
"","23","se_10053800","","1","se_fpc_water_random","","","1","19420008","942"
"","91","19420007","","","0","","","","19420009","942"
"5.88235294117647","2","113211","12","","-60","","","-250","19420010","942"
"5.88235294117647","2","127111","12","","80","","","-250","19420011","942"
"5.88235294117647","2","2","12","","0","","","-250","19420012","942"
"5.88235294117647","33","106","12","","0","","","-250","19420013","942"
"","91","","","","","","","","19420014","942"
"","3","113211","","0.2","42_anna_doyatalk","","","1","19420015","942"
"","3","127111","","0.2","42_shinobu_idle","","","1","19420016","942"
"","3","2","","0.2","42_boat_idle","","","1","19420017","942"
"0","21","vo_fpc","","","vo_fpc_30201","","","","19420018","942"
"1","11","113211","0","0","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","1","0","6","19420019","942"
"","91","0","","","0","","","","19420020","942"
"","3","113211","","0.2","42_anna_doyatalk","","","1","19420021","942"
"42_shinobu_talk","3","127111","1","0.2","42_shinobu_idle2talk","","0.1","0","19420022","942"
"","3","2","","0.2","42_boat_idle","","","1","19420023","942"
"0","21","vo_fpc","","","vo_fpc_30202","","","","19420024","942"
"1","11","127111","0","0","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","1","0","7","19420025","942"
"","91","0","","","0","","","","19420026","942"
"42_shinobu_idle","3","127111","1","0.2","42_shinobu_talk2idle","","0.1","0","19420027","942"
"42_anna_idle","3","113211","1","0.2","42_anna_doya2idle","","0.1","0","19420028","942"
"","3","2","","0.2","42_boat_idle","","","1","19420029","942"
"0","21","vo_fpc","","","vo_fpc_30203","","","","19420030","942"
"1","11","113211","0","0","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0.5","0","7","19420031","942"
"","91","0","","","0","","","","19420032","942"
"0","21","vo_fpc","","","vo_fpc_30204","","","","19420033","942"
"1","11","113211","0","0","（冥風戦記のいいネタに\nなるかもしれないからな！）","1","0","10","19420034","942"
"","91","0","","","0","","","","19420035","942"
"","3","113211","","0.2","42_anna_idle","","","1","19420036","942"
"42_shinobu_talk","3","127111","1","0.2","42_shinobu_idle2talk","","0.1","0","19420037","942"
"","3","2","","0.2","42_boat_idle","","","1","19420038","942"
"0","21","vo_fpc","","","vo_fpc_30205","","","","19420039","942"
"1","11","127111","0","0","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0.5","0","6","19420040","942"
"","91","0","","","0","","","","19420041","942"
"","3","113211","","0.2","42_anna_idle","","","1","19420042","942"
"42_shinobu_horror","3","127111","1","0.2","42_shinobu_talk2horror","","0.1","0","19420043","942"
"","3","2","","0.2","42_boat_idle","","","1","19420044","942"
"","32","107","","","1","","","","19420045","942"
"0","21","vo_fpc","","","vo_fpc_30206","","","","19420046","942"
"1","11","127111","0","0","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","1","0","5","19420047","942"
"","93","6.5","","","0","","","","19420048","942"
"","93","1.5","","","0","","","","19420049","942"
"","91","19420047","","","0","","","","19420050","942"
"","3","127111","","0.1","42_shinobu_horror","","","1","19420051","942"
"","3","113211","","0.1","42_anna_scared","","","1","19420052","942"
"","3","2","","0.1","42_boat_idle","","","1","19420053","942"
"0","21","vo_fpc","","","vo_fpc_30207","","","","19420054","942"
"1","11","113211","0","0","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","1.5","0","6","19420055","942"
"","93","9.13333333333333","","","0","","","","19420056","942"
"","93","1.5","","","0","","","","19420057","942"
"","91","19420055","","","0","","","","19420058","942"
"4.52488687782805","2","113211","","","940","","","-250","19420059","942"
"4.52488687782805","2","127111","","","1080","","","-250","19420060","942"
"4.52488687782805","2","2","","","1000","","","-250","19420061","942"
"4.52488687782805","33","106","","","1000","","","-250","19420062","942"
"","91","0","","","","","","","19420063","942"
"-850","1","1","-180","1.75","122511","cmn_float","0","23","19430001","943"
"-800","1","1","-125","1.75","117411","43_tsumugi_deredere","0","13","19430002","943"
"-1675","5","1","-125","1.75","11","cmn_float_item_09_Ball","0","12","19430003","943"
"-850","5","1","-250","1.75","12","cmn_floatRing_pink","0","32","19430004","943"
"-2500","5","1","-250","1.75","13","cmn_floatRing_blue","0","32","19430005","943"
"-180","31","8","1","1","1225114","","","-850","19430006","943"
"-125","31","5","1","1","1174114","","","-800","19430007","943"
"-125","31","5","1","1","411","","","-1675","19430008","943"
"-250","31","4","1","1","412","","","-850","19430009","943"
"-250","31","4","1","1","413","","","-2500","19430010","943"
"-125","31","110","1","0","1101","","","-350","19430011","943"
"","23","se_10053800","","1","se_fpc_water_random","","","1","19430012","943"
"","91","19430011","","","","","","","19430013","943"
"24.2647058823529","2","12","","","2450","","","-250","19430014","943"
"24.2647058823529","33","412","","","2450","","","-250","19430015","943"
"24.2647058823529","2","11","","","1625","","","-125","19430016","943"
"24.2647058823529","33","411","","","1625","","","-125","19430017","943"
"24.2647058823529","2","13","","","800","","","-250","19430018","943"
"24.2647058823529","33","413","","","800","","","-250","19430019","943"
"","93","2","","","0","","","","19430020","943"
"6.25","2","122511","12","","0","","","-180","19430021","943"
"6.25","33","1225114","12","","0","","","-180","19430022","943"
"","91","19430021","","","","","","","19430023","943"
"0","21","vo_fpc","","","vo_fpc_30301","","","","19430024","943"
"1","11","122511","0","0","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","1","0","7","19430025","943"
"","91","0","","","","","","","19430026","943"
"6.92307692307692","2","117411","12","","-350","","","-125","19430027","943"
"6.92307692307692","33","1174114","12","","-350","","","-125","19430028","943"
"0","21","vo_fpc","","","vo_fpc_30302","","","","19430029","943"
"1","11","122511","0","0","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","1","0","6","19430030","943"
"","91","0","","","","","","","19430031","943"
"","91","19430028","","","","","","","19430032","943"
"0","21","vo_fpc","","","vo_fpc_30303","","","","19430033","943"
"1","11","117411","0","0","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","1","0","7","19430034","943"
"","91","0","","","","","","","19430035","943"
"43_rei_notice_loop","3","122511","1","0.1","43_rei_notice_in","","0.1","0","19430036","943"
"0","21","vo_fpc","","","vo_fpc_30304","","","","19430037","943"
"1","11","122511","0","0","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0.5","0","5","19430038","943"
"","91","0","","","","","","","19430039","943"
"","32","1101","","","1","","","","19430040","943"
"","32","1174114","","","0","","","","19430041","943"
"43_rei_aseri","3","122511","1","0.1","43_rei_turn","","0.1","0","19430042","943"
"","3","117411","","0.1","43_tsumugi_hide","","","0","19430043","943"
"","93","3","","","0","","","","19430044","943"
"43_tsumugi_deredere","3","117411","1","0.1","43_tsumugi_appear","","0.1","0","19430045","943"
"","93","1","","","0","","","","19430046","943"
"","32","1101","","","0","","","","19430047","943"
"","32","1174114","","","1","","","","19430048","943"
"0","21","vo_fpc","","","vo_fpc_30305","","","","19430049","943"
"1","11","122511","0","0","誰もいなかったな…\nいや…そこ！","0.5","0","6","19430050","943"
"","91","0","","","","","","","19430051","943"
"","32","1101","","","1","","","","19430052","943"
"","32","1174114","","","0","","","","19430053","943"
"43_rei_aseri_2","3","122511","1","0.1","43_rei_turn","","0.1","0","19430054","943"
"","3","117411","","0.1","43_tsumugi_hide","","","0","19430055","943"
"","93","3","","","0","","","","19430056","943"
"43_tsumugi_deredere","3","117411","1","0.1","43_tsumugi_appear","","0.1","0","19430057","943"
"","93","1","","","0","","","","19430058","943"
"","32","1101","","","0","","","","19430059","943"
"","32","1174114","","","1","","","","19430060","943"
"0","21","vo_fpc","","","vo_fpc_30306","","","","19430061","943"
"1","11","122511","0","0","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","1","0","5","19430062","943"
"","91","0","","","","","","","19430063","943"
"3.84615384615385","2","122511","","","850","","","-180","19430064","943"
"3.84615384615385","33","1225114","","","850","","","-180","19430065","943"
"2.57352941176471","2","117411","12","","0","","","-125","19430066","943"
"2.57352941176471","33","1174114","12","","0","","","-125","19430067","943"
"","91","0","","","","","","","19430068","943"
"0","21","vo_fpc","","","vo_fpc_30307","","","","19430069","943"
"1","11","117411","0","0","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","1","0","6","19430070","943"
"","91","0","","","","","","","19430071","943"
"3.84615384615385","2","117411","","","850","","","-125","19430072","943"
"3.84615384615385","33","1174114","","","850","","","-125","19430073","943"
"","91","0","","","","","","","19430074","943"
"800","1","1","-15","1.4875","107911","44_tamaki_in","0","12","19440001","944"
"800","5","3","-15","1.4875","3","44_tamaki_in","0","13","19440002","944"
"-1000","1","1","-250","1.75","126811","44_yukari_idle","0","33","19440003","944"
"-1000","5","2","-250","1.75","2","cmn_boat_idle","0","32","19440004","944"
"-800","1","1","-15","1.4875","108011","44_mifuyu_run","0","12","19440005","944"
"-250","31","101","1","1","126811","","","-1000","19440006","944"
"140","31","1004","1","0","1004","","","-560","19440007","944"
"","23","se_10053800","","1","se_fpc_water_random","","","1","19440008","944"
"","91","19440007","","","0","","","","19440009","944"
"2.26244343891403","2","107911","","","300","","","-15","19440010","944"
"2.26244343891403","2","3","","","300","","","-15","19440011","944"
"","91","","","","","","","","19440012","944"
"44_tamaki_sale_loop","3","107911","1","0.1","44_tamaki_sale","","0.1","","19440013","944"
"44_tamaki_sale_loop","3","3","1","0.1","44_tamaki_sale","","0.1","","19440014","944"
"0","21","vo_fpc","","","vo_fpc_30401","","","","19440015","944"
"1","11","107911","0","0","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","1","0","6","19440016","944"
"","91","0","","","","","","","19440017","944"
"5.29411764705882","2","126811","12","","-100","","","-250","19440018","944"
"5.29411764705882","2","2","12","","-100","","","-250","19440019","944"
"5.29411764705882","33","126811","12","","-100","","","-250","19440020","944"
"","91","","","","","","","","19440021","944"
"44_tamaki_present_loop","3","107911","1","0.1","44_tamaki_present","","0.1","0","19440022","944"
"44_tamaki_present_loop","3","3","1","0.1","44_tamaki_present","","0.1","0","19440023","944"
"0","21","vo_fpc","","","vo_fpc_30402","","","","19440024","944"
"1","11","107911","0","0","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","1","0","8","19440025","944"
"","91","0","","","","","","","19440026","944"
"44_yukari_notice_loop","3","126811","1","0.2","44_yukari_notice","","0.1","0","19440027","944"
"","3","2","","0.2","cmn_boat_idle","","","1","19440028","944"
"0","21","vo_fpc","","","vo_fpc_30403","","","","19440029","944"
"1","11","126811","0","0","あら、タマキさんじゃない。\nこんなところで何やってるの？","1","0","10","19440030","944"
"","91","0","","","","","","","19440031","944"
"0","21","vo_fpc","","","vo_fpc_30404","","","","19440032","944"
"1","11","107911","0","0","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","1","0","10","19440033","944"
"","91","0","","","","","","","19440034","944"
"44_tamaki_sale_loop","3","107911","1","0.1","44_tamaki_present2sale","","0.1","0","19440035","944"
"44_tamaki_sale_loop","3","3","1","0.1","44_tamaki_present2sale","","0.1","0","19440036","944"
"0","21","vo_fpc","","","vo_fpc_30405","","","","19440037","944"
"1","11","107911","0","0","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","1","0","10","19440038","944"
"","91","0","","","","","","","19440039","944"
"44_yukari_worry_loop","3","126811","1","0.2","44_yukari_worry","","0.1","0","19440040","944"
"","3","2","","0.2","cmn_boat_idle","","","1","19440041","944"
"0","21","vo_fpc","","","vo_fpc_30406","","","","19440042","944"
"1","11","126811","0","0","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","1","0","7","19440043","944"
"","91","0","","","","","","","19440044","944"
"0","21","vo_fpc","","","vo_fpc_30407","","","","19440045","944"
"1","11","107911","0","0","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0.5","0","8","19440046","944"
"","91","0","","","","","","","19440047","944"
"","32","1004","","","1","","","","19440048","944"
"","93","1","","","0","","","","19440049","944"
"44_tamaki_run","3","107911","1","0.1","44_tamaki_surprise","","0.1","0","19440050","944"
"44_tamaki_run","3","3","1","0.1","44_tamaki_surprise","","0.1","0","19440051","944"
"44_tamaki_run","3","3","1","0.1","44_tamaki_surprise","","0.1","0","19440052","944"
"0","21","vo_fpc","","","vo_fpc_30408","","","","19440053","944"
"1","11","107911","0","0","ズラかるにゃー！","1","0","10","19440054","944"
"","93","0.8","","","0","","","","19440055","944"
"1.74034110685694","2","107911","","","800","","","-15","19440056","944"
"1.74034110685694","2","3","","","800","","","-15","19440057","944"
"4.82654600301659","2","108011","","","800","","","-15","19440058","944"
"4.82654600301659","33","1004","","","800","","","-15","19440059","944"
"","93","0.8","","","0","","","","19440060","944"
"0","21","vo_fpc","","","vo_fpc_30409","","","","19440061","944"
"1","11","108011","0","0","無許可営業は取り締まり対象よ！\n待ちなさい！","0.5","0","15","19440062","944"
"","91","19440058","","","","","","","19440063","944"
"0","21","vo_fpc","","","vo_fpc_30410","","","","19440064","944"
"1","11","126811","0","0","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","1.5","0","7","19440065","944"
"","93","11.6571428571429","","","1","","","","19440066","944"
"44_yukari_smile_loop","3","126811","1","0.2","44_yukari_smile","","0.1","0","19440067","944"
"","3","2","","0.2","cmn_boat_idle","","","1","19440068","944"
"","93","1.5","","","0","","","","19440069","944"
"","91","19440065","","","","","","","19440070","944"
"4.97737556561086","2","126811","","","1000","","","-250","19440071","944"
"4.97737556561086","2","2","","","1000","","","-250","19440072","944"
"4.97737556561086","33","126811","","","1000","","","-250","19440073","944"
"","91","0","","","","","","","19440074","944"
"-1150","1","1","-180","1.75","122611","45_yui_cmn_swm_tread","0","23","19450001","945"
"-800","1","1","-125","1.75","110411","45_makoto_idle","0","12","19450002","945"
"-250","5","23","-180","1.75","23","empty","0","32","19450003","945"
"-1150","5","1","-180","1.75","1","cmn_swm_tread_pink","0","22","19450004","945"
"-180","31","3","1","1","1226113","","","-1150","19450005","945"
"-125","31","4","1","1","1104111","","","-770","19450006","945"
"-125","31","117","1","0","117","","","150","19450007","945"
"-180","31","111","1","0","111","","","-250","19450008","945"
"","23","se_10053800","","1","se_fpc_water_random","","","1","19450009","945"
"","91","19450008","","","0","","","","19450010","945"
"5.58823529411765","2","110411","12","","150","","","-125","19450011","945"
"5.58823529411765","33","1104111","12","","180","","","-125","19450012","945"
"5.58823529411765","2","122611","12","","-200","","","-180","19450013","945"
"5.58823529411765","2","1","12","","-200","","","-180","19450014","945"
"5.58823529411765","33","1226113","12","","-200","","","-180","19450015","945"
"","91","19450015","","","","","","","19450016","945"
"","3","122611","","0.1","45_yui_idle","","","1","19450017","945"
"","3","1","","0.1","45_yui_idle","","","1","19450018","945"
"","3","110411","","0.1","45_makoto_talk","","","1","19450019","945"
"0","21","vo_fpc","","","vo_fpc_30501","","","","19450020","945"
"1","11","110411","0","0","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","1","0","10","19450021","945"
"","91","0","","","","","","","19450022","945"
"0","21","vo_fpc","","","vo_fpc_30502","","","","19450023","945"
"1","11","122611","0","0","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","1","0","7","19450024","945"
"","91","0","","","","","","","19450025","945"
"0","21","vo_fpc","","","vo_fpc_30503","","","","19450026","945"
"1","11","110411","0","0","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","1","0","7","19450027","945"
"","91","0","","","","","","","19450028","945"
"45_makoto_talk_surprise_loop","3","110411","1","0.1","45_makoto_talk_surprise","","0.1","0","19450029","945"
"45_yui_shy_loop","3","122611","1","0.1","45_yui_shy_in","","0.1","0","19450030","945"
"45_yui_shy_loop","3","1","1","0.1","45_yui_shy_in","","0.1","0","19450031","945"
"0","21","vo_fpc","","","vo_fpc_30504","","","","19450032","945"
"1","11","122611","0","0","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","1","0","5","19450033","945"
"","91","0","","","","","","","19450034","945"
"","3","110411","","0.1","45_makoto_idle","","","1","19450035","945"
"0","21","vo_fpc","","","vo_fpc_30505","","","","19450036","945"
"1","11","110411","0","0","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0.5","0","9","19450037","945"
"","91","0","","","","","","","19450038","945"
"cmn_swm_dogscratch","3","110411","1","0.1","45_makoto_dogscratch_in","","0.1","0","19450039","945"
"","93","0.5","","","0","","","","19450040","945"
"","32","1104111","","","0","","","","19450041","945"
"","32","117","","","1","","","","19450042","945"
"4.07239819004525","2","110411","0","","1050","","","-125","19450043","945"
"4.07239819004525","33","117","0","","1050","","","-125","19450044","945"
"45_yui_idle_2","3","122611","1","0.1","45_yui_notice","","0.1","0","19450045","945"
"45_yui_idle","3","1","1","0.1","45_yui_notice","","0.1","0","19450046","945"
"0","21","vo_fpc","","","vo_fpc_30506","","","","19450047","945"
"1","11","122611","0","0","あ、マコトちゃん？\n待ってよー！","1","0","12","19450048","945"
"","91","0","","","","","","","19450049","945"
"","3","122611","","0.1","45_yui_cmn_swm_tread","","","1","19450050","945"
"","3","1","","0.1","cmn_swm_tread_pink","","","1","19450051","945"
"4.75113122171946","2","122611","0","","850","","","-180","19450052","945"
"4.75113122171946","2","1","0","","850","","","-180","19450053","945"
"4.75113122171946","33","1226113","0","","850","","","-180","19450054","945"
"","93","3","","","0","","","","19450055","945"
"","32","111","","","1","","","","19450056","945"
"45_eriko_float_loop","3","23","1","0.1","45_eriko_float_in","","0.1","0","19450057","945"
"","93","2","","","0","","","","19450058","945"
"0","21","vo_fpc","","","vo_fpc_30507","","","","19450059","945"
"1","11","23","0","0","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","3","0","3","19450060","945"
"","93","16.7666666666667","","","0","","","","19450061","945"
"","93","1.5","","","0","","","","19450062","945"
"","91","19450060","","","","","","","19450063","945"
"","3","23","","0.1","45_eriko_float_end","","","0","19450064","945"
"","93","3","","","0","","","","19450065","945"
"","91","0","","","","","","","19450066","945"
"-800","1","1","-15","1.4875","107911","cmn_walk","0","12","19460001","946"
"-1000","1","1","-15","1.4875","107811","cmn_walk","0","12","19460002","946"
"-910","1","1","-180","1.75","122411","cmn_swm_flutterKick","0","22","19460003","946"
"-180","31","1","1","1","122411","","","-910","19460004","946"
"-180","31","1","1","1","115","","","-910","19460005","946"
"","23","se_10053800","","1","se_fpc_water_random","","","1","19460006","946"
"","91","19460005","","","0","","","","19460007","946"
"","93","0.3","","","0","","","","19460008","946"
"","3","107811","","0.1","cmn_walk","","","1","19460009","946"
"3.82352941176471","2","107911","","","-150","","","-15","19460010","946"
"3.82352941176471","2","107811","","","-350","","","-15","19460011","946"
"","91","","","","","","","","19460012","946"
"46_tamaki_talk_loop","3","107911","1","0.1","46_tamaki_talk","","0.1","","19460013","946"
"46_kyaru_idle_jitome_loop","3","107811","1","0.1","46_kyaru_idle_jitome","","0.1","","19460014","946"
"0","21","vo_fpc","","","vo_fpc_30601","","","","19460015","946"
"1","11","107811","0","0","みんなあれだけ泳いで\nよく飽きないわね～","1","0","6","19460016","946"
"","91","0","","","","","","","19460017","946"
"0","21","vo_fpc","","","vo_fpc_30602","","","","19460018","946"
"1","11","107911","0","0","うん？\nもしかして水場は苦手にゃ？","1","0","8","19460019","946"
"","91","0","","","","","","","19460020","946"
"46_kyaru_talk_loop","3","107811","1","0.1","46_kyaru_talk","","0.1","","19460021","946"
"0","21","vo_fpc","","","vo_fpc_30603","","","","19460022","946"
"1","11","107811","0","0","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","1","0","6","19460023","946"
"","91","0","","","","","","","19460024","946"
"46_tamaki_nod_loop","3","107911","1","0.1","46_tamaki_nod","","0.1","","19460025","946"
"0","21","vo_fpc","","","vo_fpc_30604","","","","19460026","946"
"1","11","107911","0","0","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0.5","0","7","19460027","946"
"","91","0","","","","","","","19460028","946"
"8.64253393665158","2","122411","","","1000","","","-180","19460029","946"
"8.64253393665158","33","122411","","","1000","","","-180","19460030","946"
"","93","3","","","0","","","","19460031","946"
"46_hiyori_flutterKick_handWave_loop","3","122411","1","0.1","46_hiyori_flutterKick_handWave","","0.1","0","19460032","946"
"0","21","vo_fpc","","","vo_fpc_30605","","","","19460033","946"
"1","11","122411","0","0","あ、やっほー！","1","0","10","19460034","946"
"","93","2","","","0","","","","19460035","946"
"46_tamaki_handwave_loop","3","107911","1","0.1","46_tamaki_handwave","","0.1","","19460036","946"
"46_kyaru_idle_smile_loop","3","107811","1","0.1","46_kyaru_idle_smile","","0.1","","19460037","946"
"","93","1.5","","","0","","","","19460038","946"
"0","21","vo_fpc","","","vo_fpc_30606","","","","19460039","946"
"1","11","107911","0","0","やっほー\nまあ、当然例外もいるけどにゃ。","1","0","6","19460040","946"
