ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64,066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27
"11","10","1","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","0","941","0","107611","1","0","19410069"
"93","","","0","","941","","2.1","","","19410070"
"3","0","","41_kokkoro_action","1","941","0.1","107611","41_kokkoro_action_loop","0.1","19410071"
"32","","","1","","941","","1001","","","19410072"
"3","0","","41_pekorine_flutterKick_floatRing_in","1","941","0","107511","cmn_swm_flutterKick_floatRing","0.1","19410073"
"3","1","","41_kyaru_flutterKick_floatRing","","941","0.1","22","","","19410074"
"2","-180","","1000","0","941","","107511","4.52488687782805","","19410075"
"32","","","1","","941","","1075111","","","19410076"
"32","","","0","","941","","1075114","","","19410077"
"33","-180","","1000","0","941","","1075111","4.52488687782805","","19410078"
"2","-180","","1000","0","941","","22","4.52488687782805","","19410079"
"2","-180","","1000","0","941","","107611","5.88235294117647","","19410080"
"33","-180","","1000","0","941","","107611","5.88235294117647","","19410081"
"33","-110","","1140","0","941","","1001","5.88235294117647","","19410082"
"91","","","","","941","","19410081","","","19410083"
"1","33","42_anna_idle","113211","-250","942","1.75","1","-1060","0","19420001"
"1","33","42_shinobu_idle","127111","-250","942","1.75","1","-920","0","19420002"
"5","32","42_boat_idle","2","-250","942","1.75","2","-1000","0","19420003"
"31","0","","107","1","942","0","107","0","","19420004"
"31","-1000","","106","1","942","1","106","-250","","19420005"
"13","","","47","","942","","113211","","","19420006"
"13","","","47","","942","","127111","","","19420007"
"23","1","","se_fpc_water_random","","942","1","se_10053800","","","19420008"
"91","","","0","","942","","19420007","","","19420009"
"2","-250","","-60","12","942","","113211","5.88235294117647","","19420010"
"2","-250","","80","12","942","","127111","5.88235294117647","","19420011"
"2","-250","","0","12","942","","2","5.88235294117647","","19420012"
"33","-250","","0","12","942","","106","5.88235294117647","","19420013"
"91","","","","","942","","","","","19420014"
"3","1","","42_anna_doyatalk","","942","0.2","113211","","","19420015"
"3","1","","42_shinobu_idle","","942","0.2","127111","","","19420016"
"3","1","","42_boat_idle","","942","0.2","2","","","19420017"
"21","","","vo_fpc_30201","","942","","vo_fpc","0","","19420018"
"11","6","1","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","0","942","0","113211","1","0","19420019"
"91","","","0","","942","","0","","","19420020"
"3","1","","42_anna_doyatalk","","942","0.2","113211","","","19420021"
"3","0","","42_shinobu_idle2talk","1","942","0.2","127111","42_shinobu_talk","0.1","19420022"
"3","1","","42_boat_idle","","942","0.2","2","","","19420023"
"21","","","vo_fpc_30202","","942","","vo_fpc","0","","19420024"
"11","7","1","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","0","942","0","127111","1","0","19420025"
"91","","","0","","942","","0","","","19420026"
"3","0","","42_shinobu_talk2idle","1","942","0.2","127111","42_shinobu_idle","0.1","19420027"
"3","0","","42_anna_doya2idle","1","942","0.2","113211","42_anna_idle","0.1","19420028"
"3","1","","42_boat_idle","","942","0.2","2","","","19420029"
"21","","","vo_fpc_30203","","942","","vo_fpc","0","","19420030"
"11","7","0.5","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0","942","0","113211","1","0","19420031"
"91","","","0","","942","","0","","","19420032"
"21","","","vo_fpc_30204","","942","","vo_fpc","0","","19420033"
"11","10","1","（冥風戦記のいいネタに\nなるかもしれないからな！）","0","942","0","113211","1","0","19420034"
"91","","","0","","942","","0","","","19420035"
"3","1","","42_anna_idle","","942","0.2","113211","","","19420036"
"3","0","","42_shinobu_idle2talk","1","942","0.2","127111","42_shinobu_talk","0.1","19420037"
"3","1","","42_boat_idle","","942","0.2","2","","","19420038"
"21","","","vo_fpc_30205","","942","","vo_fpc","0","","19420039"
"11","6","0.5","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0","942","0","127111","1","0","19420040"
"91","","","0","","942","","0","","","19420041"
"3","1","","42_anna_idle","","942","0.2","113211","","","19420042"
"3","0","","42_shinobu_talk2horror","1","942","0.2","127111","42_shinobu_horror","0.1","19420043"
"3","1","","42_boat_idle","","942","0.2","2","","","19420044"
"32","","","1","","942","","107","","","19420045"
"21","","","vo_fpc_30206","","942","","vo_fpc","0","","19420046"
"11","5","1","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","0","942","0","127111","1","0","19420047"
"93","","","0","","942","","6.5","","","19420048"
"93","","","0","","942","","1.5","","","19420049"
"91","","","0","","942","","19420047","","","19420050"
"3","1","","42_shinobu_horror","","942","0.1","127111","","","19420051"
"3","1","","42_anna_scared","","942","0.1","113211","","","19420052"
"3","1","","42_boat_idle","","942","0.1","2","","","19420053"
"21","","","vo_fpc_30207","","942","","vo_fpc","0","","19420054"
"11","6","1.5","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","0","942","0","113211","1","0","19420055"
"93","","","0","","942","","9.13333333333333","","","19420056"
"93","","","0","","942","","1.5","","","19420057"
"91","","","0","","942","","19420055","","","19420058"
"2","-250","","940","","942","","113211","4.52488687782805","","19420059"
"2","-250","","1080","","942","","127111","4.52488687782805","","19420060"
"2","-250","","1000","","942","","2","4.52488687782805","","19420061"
"33","-250","","1000","","942","","106","4.52488687782805","","19420062"
"91","","","","","942","","0","","","19420063"
"1","23","cmn_float","122511","-180","943","1.75","1","-850","0","19430001"
"1","13","43_tsumugi_deredere","117411","-125","943","1.75","1","-800","0","19430002"
"5","12","cmn_float_item_09_Ball","11","-125","943","1.75","1","-1675","0","19430003"
"5","32","cmn_floatRing_pink","12","-250","943","1.75","1","-850","0","19430004"
"5","32","cmn_floatRing_blue","13","-250","943","1.75","1","-2500","0","19430005"
"31","-850","","1225114","1","943","1","8","-180","","19430006"
"31","-800","","1174114","1","943","1","5","-125","","19430007"
"31","-1675","","411","1","943","1","5","-125","","19430008"
"31","-850","","412","1","943","1","4","-250","","19430009"
"31","-2500","","413","1","943","1","4","-250","","19430010"
"31","-350","","1101","1","943","0","110","-125","","19430011"
"23","1","","se_fpc_water_random","","943","1","se_10053800","","","19430012"
"91","","","","","943","","19430011","","","19430013"
"2","-250","","2450","","943","","12","24.2647058823529","","19430014"
"33","-250","","2450","","943","","412","24.2647058823529","","19430015"
"2","-125","","1625","","943","","11","24.2647058823529","","19430016"
"33","-125","","1625","","943","","411","24.2647058823529","","19430017"
"2","-250","","800","","943","","13","24.2647058823529","","19430018"
"33","-250","","800","","943","","413","24.2647058823529","","19430019"
"93","","","0","","943","","2","","","19430020"
"2","-180","","0","12","943","","122511","6.25","","19430021"
"33","-180","","0","12","943","","1225114","6.25","","19430022"
"91","","","","","943","","19430021","","","19430023"
"21","","","vo_fpc_30301","","943","","vo_fpc","0","","19430024"
"11","7","1","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","0","943","0","122511","1","0","19430025"
"91","","","","","943","","0","","","19430026"
"2","-125","","-350","12","943","","117411","6.92307692307692","","19430027"
"33","-125","","-350","12","943","","1174114","6.92307692307692","","19430028"
"21","","","vo_fpc_30302","","943","","vo_fpc","0","","19430029"
"11","6","1","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","0","943","0","122511","1","0","19430030"
"91","","","","","943","","0","","","19430031"
"91","","","","","943","","19430028","","","19430032"
"21","","","vo_fpc_30303","","943","","vo_fpc","0","","19430033"
"11","7","1","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","0","943","0","117411","1","0","19430034"
"91","","","","","943","","0","","","19430035"
"3","0","","43_rei_notice_in","1","943","0.1","122511","43_rei_notice_loop","0.1","19430036"
"21","","","vo_fpc_30304","","943","","vo_fpc","0","","19430037"
"11","5","0.5","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0","943","0","122511","1","0","19430038"
"91","","","","","943","","0","","","19430039"
"32","","","1","","943","","1101","","","19430040"
"32","","","0","","943","","1174114","","","19430041"
"3","0","","43_rei_turn","1","943","0.1","122511","43_rei_aseri","0.1","19430042"
"3","0","","43_tsumugi_hide","","943","0.1","117411","","","19430043"
"93","","","0","","943","","3","","","19430044"
"3","0","","43_tsumugi_appear","1","943","0.1","117411","43_tsumugi_deredere","0.1","19430045"
"93","","","0","","943","","1","","","19430046"
"32","","","0","","943","","1101","","","19430047"
"32","","","1","","943","","1174114","","","19430048"
"21","","","vo_fpc_30305","","943","","vo_fpc","0","","19430049"
"11","6","0.5","誰もいなかったな…\nいや…そこ！","0","943","0","122511","1","0","19430050"
"91","","","","","943","","0","","","19430051"
"32","","","1","","943","","1101","","","19430052"
"32","","","0","","943","","1174114","","","19430053"
"3","0","","43_rei_turn","1","943","0.1","122511","43_rei_aseri_2","0.1","19430054"
"3","0","","43_tsumugi_hide","","943","0.1","117411","","","19430055"
"93","","","0","","943","","3","","","19430056"
"3","0","","43_tsumugi_appear","1","943","0.1","117411","43_tsumugi_deredere","0.1","19430057"
"93","","","0","","943","","1","","","19430058"
"32","","","0","","943","","1101","","","19430059"
"32","","","1","","943","","1174114","","","19430060"
"21","","","vo_fpc_30306","","943","","vo_fpc","0","","19430061"
"11","5","1","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","0","943","0","122511","1","0","19430062"
"91","","","","","943","","0","","","19430063"
"2","-180","","850","","943","","122511","3.84615384615385","","19430064"
"33","-180","","850","","943","","1225114","3.84615384615385","","19430065"
"2","-125","","0","12","943","","117411","2.57352941176471","","19430066"
"33","-125","","0","12","943","","1174114","2.57352941176471","","19430067"
"91","","","","","943","","0","","","19430068"
"21","","","vo_fpc_30307","","943","","vo_fpc","0","","19430069"
"11","6","1","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","0","943","0","117411","1","0","19430070"
"91","","","","","943","","0","","","19430071"
"2","-125","","850","","943","","117411","3.84615384615385","","19430072"
"33","-125","","850","","943","","1174114","3.84615384615385","","19430073"
"91","","","","","943","","0","","","19430074"
"1","12","44_tamaki_in","107911","-15","944","1.4875","1","800","0","19440001"
"5","13","44_tamaki_in","3","-15","944","1.4875","3","800","0","19440002"
"1","33","44_yukari_idle","126811","-250","944","1.75","1","-1000","0","19440003"
"5","32","cmn_boat_idle","2","-250","944","1.75","2","-1000","0","19440004"
"1","12","44_mifuyu_run","108011","-15","944","1.4875","1","-800","0","19440005"
"31","-1000","","126811","1","944","1","101","-250","","19440006"
"31","-560","","1004","1","944","0","1004","140","","19440007"
"23","1","","se_fpc_water_random","","944","1","se_10053800","","","19440008"
"91","","","0","","944","","19440007","","","19440009"
"2","-15","","300","","944","","107911","2.26244343891403","","19440010"
"2","-15","","300","","944","","3","2.26244343891403","","19440011"
"91","","","","","944","","","","","19440012"
"3","","","44_tamaki_sale","1","944","0.1","107911","44_tamaki_sale_loop","0.1","19440013"
"3","","","44_tamaki_sale","1","944","0.1","3","44_tamaki_sale_loop","0.1","19440014"
"21","","","vo_fpc_30401","","944","","vo_fpc","0","","19440015"
"11","6","1","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","0","944","0","107911","1","0","19440016"
"91","","","","","944","","0","","","19440017"
"2","-250","","-100","12","944","","126811","5.29411764705882","","19440018"
"2","-250","","-100","12","944","","2","5.29411764705882","","19440019"
"33","-250","","-100","12","944","","126811","5.29411764705882","","19440020"
"91","","","","","944","","","","","19440021"
"3","0","","44_tamaki_present","1","944","0.1","107911","44_tamaki_present_loop","0.1","19440022"
"3","0","","44_tamaki_present","1","944","0.1","3","44_tamaki_present_loop","0.1","19440023"
"21","","","vo_fpc_30402","","944","","vo_fpc","0","","19440024"
"11","8","1","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","0","944","0","107911","1","0","19440025"
"91","","","","","944","","0","","","19440026"
"3","0","","44_yukari_notice","1","944","0.2","126811","44_yukari_notice_loop","0.1","19440027"
"3","1","","cmn_boat_idle","","944","0.2","2","","","19440028"
"21","","","vo_fpc_30403","","944","","vo_fpc","0","","19440029"
"11","10","1","あら、タマキさんじゃない。\nこんなところで何やってるの？","0","944","0","126811","1","0","19440030"
"91","","","","","944","","0","","","19440031"
"21","","","vo_fpc_30404","","944","","vo_fpc","0","","19440032"
"11","10","1","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","0","944","0","107911","1","0","19440033"
"91","","","","","944","","0","","","19440034"
"3","0","","44_tamaki_present2sale","1","944","0.1","107911","44_tamaki_sale_loop","0.1","19440035"
"3","0","","44_tamaki_present2sale","1","944","0.1","3","44_tamaki_sale_loop","0.1","19440036"
"21","","","vo_fpc_30405","","944","","vo_fpc","0","","19440037"
"11","10","1","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","0","944","0","107911","1","0","19440038"
"91","","","","","944","","0","","","19440039"
"3","0","","44_yukari_worry","1","944","0.2","126811","44_yukari_worry_loop","0.1","19440040"
"3","1","","cmn_boat_idle","","944","0.2","2","","","19440041"
"21","","","vo_fpc_30406","","944","","vo_fpc","0","","19440042"
"11","7","1","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","0","944","0","126811","1","0","19440043"
"91","","","","","944","","0","","","19440044"
"21","","","vo_fpc_30407","","944","","vo_fpc","0","","19440045"
"11","8","0.5","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0","944","0","107911","1","0","19440046"
"91","","","","","944","","0","","","19440047"
"32","","","1","","944","","1004","","","19440048"
"93","","","0","","944","","1","","","19440049"
"3","0","","44_tamaki_surprise","1","944","0.1","107911","44_tamaki_run","0.1","19440050"
"3","0","","44_tamaki_surprise","1","944","0.1","3","44_tamaki_run","0.1","19440051"
"3","0","","44_tamaki_surprise","1","944","0.1","3","44_tamaki_run","0.1","19440052"
"21","","","vo_fpc_30408","","944","","vo_fpc","0","","19440053"
"11","10","1","ズラかるにゃー！","0","944","0","107911","1","0","19440054"
"93","","","0","","944","","0.8","","","19440055"
"2","-15","","800","","944","","107911","1.74034110685694","","19440056"
"2","-15","","800","","944","","3","1.74034110685694","","19440057"
"2","-15","","800","","944","","108011","4.82654600301659","","19440058"
"33","-15","","800","","944","","1004","4.82654600301659","","19440059"
"93","","","0","","944","","0.8","","","19440060"
"21","","","vo_fpc_30409","","944","","vo_fpc","0","","19440061"
"11","15","0.5","無許可営業は取り締まり対象よ！\n待ちなさい！","0","944","0","108011","1","0","19440062"
"91","","","","","944","","19440058","","","19440063"
"21","","","vo_fpc_30410","","944","","vo_fpc","0","","19440064"
"11","7","1.5","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","0","944","0","126811","1","0","19440065"
"93","","","1","","944","","11.6571428571429","","","19440066"
"3","0","","44_yukari_smile","1","944","0.2","126811","44_yukari_smile_loop","0.1","19440067"
"3","1","","cmn_boat_idle","","944","0.2","2","","","19440068"
"93","","","0","","944","","1.5","","","19440069"
"91","","","","","944","","19440065","","","19440070"
"2","-250","","1000","","944","","126811","4.97737556561086","","19440071"
"2","-250","","1000","","944","","2","4.97737556561086","","19440072"
"33","-250","","1000","","944","","126811","4.97737556561086","","19440073"
"91","","","","","944","","0","","","19440074"
"1","23","45_yui_cmn_swm_tread","122611","-180","945","1.75","1","-1150","0","19450001"
"1","12","45_makoto_idle","110411","-125","945","1.75","1","-800","0","19450002"
"5","32","empty","23","-180","945","1.75","23","-250","0","19450003"
"5","22","cmn_swm_tread_pink","1","-180","945","1.75","1","-1150","0","19450004"
"31","-1150","","1226113","1","945","1","3","-180","","19450005"
"31","-770","","1104111","1","945","1","4","-125","","19450006"
"31","150","","117","1","945","0","117","-125","","19450007"
"31","-250","","111","1","945","0","111","-180","","19450008"
"23","1","","se_fpc_water_random","","945","1","se_10053800","","","19450009"
"91","","","0","","945","","19450008","","","19450010"
"2","-125","","150","12","945","","110411","5.58823529411765","","19450011"
"33","-125","","180","12","945","","1104111","5.58823529411765","","19450012"
"2","-180","","-200","12","945","","122611","5.58823529411765","","19450013"
"2","-180","","-200","12","945","","1","5.58823529411765","","19450014"
"33","-180","","-200","12","945","","1226113","5.58823529411765","","19450015"
"91","","","","","945","","19450015","","","19450016"
"3","1","","45_yui_idle","","945","0.1","122611","","","19450017"
"3","1","","45_yui_idle","","945","0.1","1","","","19450018"
"3","1","","45_makoto_talk","","945","0.1","110411","","","19450019"
"21","","","vo_fpc_30501","","945","","vo_fpc","0","","19450020"
"11","10","1","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","0","945","0","110411","1","0","19450021"
"91","","","","","945","","0","","","19450022"
"21","","","vo_fpc_30502","","945","","vo_fpc","0","","19450023"
"11","7","1","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","0","945","0","122611","1","0","19450024"
"91","","","","","945","","0","","","19450025"
"21","","","vo_fpc_30503","","945","","vo_fpc","0","","19450026"
"11","7","1","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","0","945","0","110411","1","0","19450027"
"91","","","","","945","","0","","","19450028"
"3","0","","45_makoto_talk_surprise","1","945","0.1","110411","45_makoto_talk_surprise_loop","0.1","19450029"
"3","0","","45_yui_shy_in","1","945","0.1","122611","45_yui_shy_loop","0.1","19450030"
"3","0","","45_yui_shy_in","1","945","0.1","1","45_yui_shy_loop","0.1","19450031"
"21","","","vo_fpc_30504","","945","","vo_fpc","0","","19450032"
"11","5","1","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","0","945","0","122611","1","0","19450033"
"91","","","","","945","","0","","","19450034"
"3","1","","45_makoto_idle","","945","0.1","110411","","","19450035"
"21","","","vo_fpc_30505","","945","","vo_fpc","0","","19450036"
"11","9","0.5","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0","945","0","110411","1","0","19450037"
"91","","","","","945","","0","","","19450038"
"3","0","","45_makoto_dogscratch_in","1","945","0.1","110411","cmn_swm_dogscratch","0.1","19450039"
"93","","","0","","945","","0.5","","","19450040"
"32","","","0","","945","","1104111","","","19450041"
"32","","","1","","945","","117","","","19450042"
"2","-125","","1050","0","945","","110411","4.07239819004525","","19450043"
"33","-125","","1050","0","945","","117","4.07239819004525","","19450044"
"3","0","","45_yui_notice","1","945","0.1","122611","45_yui_idle_2","0.1","19450045"
"3","0","","45_yui_notice","1","945","0.1","1","45_yui_idle","0.1","19450046"
"21","","","vo_fpc_30506","","945","","vo_fpc","0","","19450047"
"11","12","1","あ、マコトちゃん？\n待ってよー！","0","945","0","122611","1","0","19450048"
"91","","","","","945","","0","","","19450049"
"3","1","","45_yui_cmn_swm_tread","","945","0.1","122611","","","19450050"
"3","1","","cmn_swm_tread_pink","","945","0.1","1","","","19450051"
"2","-180","","850","0","945","","122611","4.75113122171946","","19450052"
"2","-180","","850","0","945","","1","4.75113122171946","","19450053"
"33","-180","","850","0","945","","1226113","4.75113122171946","","19450054"
"93","","","0","","945","","3","","","19450055"
"32","","","1","","945","","111","","","19450056"
"3","0","","45_eriko_float_in","1","945","0.1","23","45_eriko_float_loop","0.1","19450057"
"93","","","0","","945","","2","","","19450058"
"21","","","vo_fpc_30507","","945","","vo_fpc","0","","19450059"
"11","3","3","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","0","945","0","23","1","0","19450060"
"93","","","0","","945","","16.7666666666667","","","19450061"
"93","","","0","","945","","1.5","","","19450062"
"91","","","","","945","","19450060","","","19450063"
"3","0","","45_eriko_float_end","","945","0.1","23","","","19450064"
"93","","","0","","945","","3","","","19450065"
"91","","","","","945","","0","","","19450066"
"1","12","cmn_walk","107911","-15","946","1.4875","1","-800","0","19460001"
"1","12","cmn_walk","107811","-15","946","1.4875","1","-1000","0","19460002"
"1","22","cmn_swm_flutterKick","122411","-180","946","1.75","1","-910","0","19460003"
"31","-910","","122411","1","946","1","1","-180","","19460004"
"31","-910","","115","1","946","1","1","-180","","19460005"
"23","1","","se_fpc_water_random","","946","1","se_10053800","","","19460006"
"91","","","0","","946","","19460005","","","19460007"
"93","","","0","","946","","0.3","","","19460008"
"3","1","","cmn_walk","","946","0.1","107811","","","19460009"
"2","-15","","-150","","946","","107911","3.82352941176471","","19460010"
"2","-15","","-350","","946","","107811","3.82352941176471","","19460011"
"91","","","","","946","","","","","19460012"
"3","","","46_tamaki_talk","1","946","0.1","107911","46_tamaki_talk_loop","0.1","19460013"
"3","","","46_kyaru_idle_jitome","1","946","0.1","107811","46_kyaru_idle_jitome_loop","0.1","19460014"
"21","","","vo_fpc_30601","","946","","vo_fpc","0","","19460015"
"11","6","1","みんなあれだけ泳いで\nよく飽きないわね～","0","946","0","107811","1","0","19460016"
"91","","","","","946","","0","","","19460017"
"21","","","vo_fpc_30602","","946","","vo_fpc","0","","19460018"
"11","8","1","うん？\nもしかして水場は苦手にゃ？","0","946","0","107911","1","0","19460019"
"91","","","","","946","","0","","","19460020"
"3","","","46_kyaru_talk","1","946","0.1","107811","46_kyaru_talk_loop","0.1","19460021"
"21","","","vo_fpc_30603","","946","","vo_fpc","0","","19460022"
"11","6","1","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","0","946","0","107811","1","0","19460023"
"91","","","","","946","","0","","","19460024"
"3","","","46_tamaki_nod","1","946","0.1","107911","46_tamaki_nod_loop","0.1","19460025"
"21","","","vo_fpc_30604","","946","","vo_fpc","0","","19460026"
"11","7","0.5","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0","946","0","107911","1","0","19460027"
"91","","","","","946","","0","","","19460028"
"2","-180","","1000","","946","","122411","8.64253393665158","","19460029"
"33","-180","","1000","","946","","122411","8.64253393665158","","19460030"
"93","","","0","","946","","3","","","19460031"
"3","0","","46_hiyori_flutterKick_handWave","1","946","0.1","122411","46_hiyori_flutterKick_handWave_loop","0.1","19460032"
"21","","","vo_fpc_30605","","946","","vo_fpc","0","","19460033"
"11","10","1","あ、やっほー！","0","946","0","122411","1","0","19460034"
"93","","","0","","946","","2","","","19460035"
"3","","","46_tamaki_handwave","1","946","0.1","107911","46_tamaki_handwave_loop","0.1","19460036"
"3","","","46_kyaru_idle_smile","1","946","0.1","107811","46_kyaru_idle_smile_loop","0.1","19460037"
"93","","","0","","946","","1.5","","","19460038"
"21","","","vo_fpc_30606","","946","","vo_fpc","0","","19460039"
"11","6","1","やっほー\nまあ、当然例外もいるけどにゃ。","0","946","0","107911","1","0","19460040"
"91","","","","","946","","0","","","19460041"
"3","0","","46_tamaki_talk2","1","946","0.1","107911","46_tamaki_talk2_loop","0.1","19460042"
"21","","","vo_fpc_30607","","946","","vo_fpc","0","","19460043"
"11","5","0.5","そうね。\n…にしても元気ねえ。","0","946","0","107811","1","0","19460044"
"91","","","","","946","","0","","","19460045"
"3","0","","46_kyaru_idle_normal","1","946","0.1","107811","46_kyaru_idle_normal_loop","0.1","19460046"
"93","","","0","","946","","0.5","","","19460047"
"32","","","0","","946","","115","","","19460048"
"32","","","0","","946","","122411","","","19460049"
"2","-180","","-910","","946","","122411","0","","19460050"
"33","-180","","-910","","946","","115","0","","19460051"
"2","-180","","1000","","946","","122411","4.80140774258421","","19460052"
"33","-180","","1000","","946","","115","4.80140774258421","","19460053"
"32","","","1","","946","","115","","","19460054"
"3","1","","46_hiyori_flutterKickFast","","946","0.1","122411","","","19460055"
"93","","","0","","946","","1.5","","","19460056"
"21","","","vo_fpc_30608","","946","","vo_fpc","0","","19460057"
"11","15","1","わーい！","0","946","0","122411","1","0","19460058"
"93","","","0","","946","","0.766666666666667","","","19460059"
"93","","","0","","946","","1.5","","","19460060"
"91","","","","","946","","19460052","","","19460061"
"3","","","46_tamaki_talk3","1","946","0.1","107911","46_tamaki_talk3_loop","0.1","19460062"
"21","","","vo_fpc_30609","","946","","vo_fpc","0","","19460063"
"11","10","0.5","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0","946","0","107911","1","0","19460064"
"91","","","","","946","","0","","","19460065"
"3","0","","46_kyaru_idle_normal2","1","946","0.1","107811","46_kyaru_idle_normal2_loop","0.1","19460066"
"32","","","0","","946","","115","","","19460067"
"2","-180","","-910","","946","","122411","0","","19460068"
"33","-180","","-910","","946","","115","0","","19460069"
"2","-180","","1000","","946","","122411","2.1606334841629","","19460070"
"33","-180","","1000","","946","","115","2.1606334841629","","19460071"
"32","","","1","","946","","115","","","19460072"
"23","0","","se_10053800_946_hiyori","","946","1","se_10053800","","","19460073"
"93","","","0","","946","","0.5","","","19460074"
"21","","","vo_fpc_30610","","946","","vo_fpc","0","","19460075"
"11","20","1","わー！","0","946","0","122411","1","0","19460076"
"93","","","0","","946","","0.65","","","19460077"
"93","","","0","","946","","1.5","","","19460078"
"3","0","","46_kyaru_surprise","1","946","0.1","107811","46_kyaru_surprise_loop","0.1","19460079"
"3","","","46_tamaki_talk4","1","946","0.1","107911","46_tamaki_talk4_loop","0.1","19460080"
"21","","","vo_fpc_30611","","946","","vo_fpc","0","","19460081"
"11","10","0.5","今さっき通ったばっかよね？\nどんだけ速く泳いでるのよ！？","0","946","0","107811","1","0","19460082"
"91","","","","","946","","0","","","19460083"
"32","","","0","","946","","115","","","19460084"
"2","-180","","-910","","946","","122411","0","","19460085"
"33","-180","","-910","","946","","115","0","","19460086"
"2","-180","","1000","","946","","122411","2.1606334841629","","19460087"
"33","-180","","1000","","946","","115","2.1606334841629","","19460088"
"32","","","1","","946","","115","","","19460089"
"23","0","","se_10053800_946_hiyori","","946","1","se_10053800","","","19460090"
"93","","","0","","946","","0.5","","","19460091"
"21","","","vo_fpc_30612","","946","","vo_fpc","0","","19460092"
"11","20","1","たーのしー！","0","946","0","122411","1","0","19460093"
"93","","","0","","946","","0.8","","","19460094"
"93","","","0","","946","","1.5","","","19460095"
"3","1","","46_cmn_run","","946","0.1","107911","","","19460096"
"3","1","","46_cmn_run","","946","0.1","107811","","","19460097"
"2","-15","","800","","946","","107911","2.8657616892911","","19460098"
"2","-15","","800","","946","","107811","3.46907993966818","","19460099"
"91","","","","","946","","0","","","19460100"
"1","22","cmn_float_r","129411","-180","947","1.75","1","-850","0","19470001"
"5","23","empty","31","-180","947","1.75","3","320","0","19470002"
"1","12","cmn_float","129511","-125","947","1.75","1","-1100","0","19470003"
"5","13","empty","32","-125","947","1.75","3","70","0","19470004"
"5","22","47_yuni_float","26","-180","947","1.75","26","-900","0","19470005"
"31","-820","","61","1","947","1","6","-180","","19470006"
"31","320","","41","1","947","0","4","-180","","19470007"
"31","320","","1031","1","947","0","103","-180","","19470008"
