1c186feca60cafed43781c332fb534d1f9d7042356724358983995a0429c8d46,489c87ea03f0463f82bd626ec228157917d79f314742ae780152f23d0ae64167,5c87576805a10d31ca753c1d9ac7acddff9bc63d39ecbab27bb8d180fbd3395a,5d92a52592e993aeff95a7d19dec3287524ffb9ba9577afa53612643a582e6b7,32429a4aeeac1438e8fc4c0fe0f55b02720483613e8213af5d0b1ea30966c2a2,4e9753957fe25717a43c113913376232376e49a3be847125f3d1af84d8b6582f,6181ac0b4bc0bec8ac0c5905efaf2035aaa8b02ba06e812b5fa03f61adef7220,534effb0d311efd75d08e7494323cd9e78655c12150abbe392d531141548c09c,2234c4f7c705dcf9a48e9f9009b944b2c3a62b9921d4605e9bf4c770c05f26b1,371a54c6168f9851d8dccae0a51e1526d58cc65bb0d5f67d6e1f7e88c00012e0,9e0dae4c8524748bc6364b1bae99c702e5f7e1ad88c9da7569ac071d6cc11a93
"37914073","","37914","11","93","","","","","1",""
"37914074","1","37914","111011","3","0.2","","","","wac_birthday_talk_kyapi",""
"37914075","","37914","37914072","91","","","","","",""
"37914076","","37914","0","22","","","","","",""
"38014001","","38014","bgm_M321","25","","","","","bgm_M321_2C",""
"38014002","250","38014","1","1","2","-1000","wac_birthday_idle_normal","-70","104611","0"
"38014003","256","38014","1","1","2","200","wac_birthday_idle_normal","-270","104811","1"
"38014004","258","38014","1","1","2","320","wac_birthday_idle_wish","-310","103411","1"
"38014005","257","38014","1","1","2","440","wac_birthday_idle_normal","-290","103211","1"
"38014006","","38014","104611","13","","","","","300",""
"38014007","","38014","104811","13","","","","","300",""
"38014008","","38014","103411","13","","","","","300",""
"38014009","","38014","103211","13","","","","","300",""
"38014010","0","38014","600","31","1","0","","1","600",""
"38014011","0","38014","602","31","0","0","","1","602",""
"38014012","0","38014","603","31","0","0","","1","603",""
"38014013","30","38014","604","31","1","60","","1","604",""
"38014014","0","38014","610","31","1","0","","1","610",""
"38014015","0","38014","700","31","0","0","","1","700",""
"38014016","0","38014","701","31","0","0","","1","701",""
"38014017","0","38014","702","31","0","0","","1","702",""
"38014018","0","38014","800","31","0","0","","1","800",""
"38014019","30","38014","965","31","1","60","","1","965",""
"38014020","","38014","1","93","","","","","",""
"38014021","0","38014","103411","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_01","0.2"
"38014022","","38014","0.1","93","","","","","",""
"38014023","0","38014","104811","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_05","0.2"
"38014024","0","38014","103211","3","0.2","wac_birthday_reaction_04","","1","wac_birthday_reaction_02","0.2"
"38014025","","38014","0.3","93","","","","","",""
"38014026","1","38014","104611","3","0.2","","","","wac_birthday_run_01",""
"38014027","-70","38014","104611","2","","3","","","0",""
"38014028","","38014","2.5","93","","","","","",""
"38014029","","38014","602","32","","","","","1",""
"38014030","","38014","0.6","93","","","","","",""
"38014031","","38014","600","32","","","","","0",""
"38014032","","38014","610","32","","","","","0",""
"38014033","","38014","604","32","","","","","0",""
"38014034","","38014","701","32","","","","","1",""
"38014035","0","38014","965","33","","0.01","","","0",""
"38014036","0","38014","104611","3","0.2","wac_birthday_wish_02","","1","wac_birthday_blowout_01","0.2"
"38014037","-330","38014","104611","2","","0.01","","","-200",""
"38014038","1","38014","104811","3","0.2","","","","wac_birthday_idle_normal",""
"38014039","-320","38014","104811","2","","0.01","","","180",""
"38014040","1","38014","103411","3","0.2","","","","wac_birthday_idle_wish",""
"38014041","-360","38014","103411","2","","0.01","","","290",""
"38014042","1","38014","103211","3","0.2","","","","wac_birthday_idle_normal",""
"38014043","-340","38014","103211","2","","0.01","","","425",""
"38014044","","38014","0","93","","","","","",""
"38014045","","38014","800","32","","","","","1",""
"38014046","","38014","0.7","93","","","","","",""
"38014047","","38014","702","32","","","","","1",""
"38014048","","38014","0.5","93","","","","","",""
"38014049","0","38014","se_common","23","","","","","se_sys_login_birthday_blow_candle",""
"38014050","","38014","701","32","","","","","0",""
"38014051","","38014","0.4","93","","","","","",""
"38014052","0","38014","se_common","23","","","","","se_sys_login_birthday_cracker",""
"38014053","","38014","700","32","","","","","1",""
"38014054","0","38014","se_common","23","","","","","se_sys_login_birthday_calendar_applause",""
"38014055","0","38014","104811","3","0.2","wac_birthday_idle_normal","","1","wac_birthday_clap","0.2"
"38014056","","38014","0.1","93","","","","","",""
"38014057","0","38014","103411","3","0.2","wac_birthday_idle_wish","","1","wac_birthday_clap_to_wish","0.2"
"38014058","","38014","0.1","93","","","","","",""
"38014059","0","38014","103211","3","0.2","wac_birthday_idle_normal","","1","wac_birthday_clap","0.2"
"38014060","","38014","2","93","","","","","",""
"38014061","","38014","1","131","","","","","",""
"38014062","0","38014","vo_wac_38014","21","","0","","","vo_wac_38014_000",""
"38014063","10","38014","104611","11","0","1","0.5","1","誕生日のお祝い、感謝するにゃ～！\nしかもケーキだけじゃなくて、\nプレゼントまで用意してあるとは……\nみんな、何を持ってきてくれたにゃ？","0"
"38014064","","38014","0","91","","","","","",""
"38014065","1","38014","104611","3","0.2","","","","wac_birthday_idle_smile",""
"38014066","1","38014","104811","3","0.2","","","","wac_birthday_talk_normal",""
"38014067","0","38014","vo_wac_38014","21","","0","","","vo_wac_38014_001",""
"38014068","10","38014","104811","11","0","1","0.5","1","私からは本をプレゼントするわ。\nタイトルは「猫でもできる節約術」よ。\n日々の倹約に役立ててちょうだい。","0"
"38014069","","38014","0","91","","","","","",""
"38014070","1","38014","104811","3","0.2","","","","wac_birthday_idle_normal",""
"38014071","1","38014","103411","3","0.2","","","","wac_birthday_talk_smile",""
"38014072","0","38014","vo_wac_38014","21","","0","","","vo_wac_38014_002",""
"38014073","10","38014","103411","11","0","1","0.5","1","あら、私も本なのよ。\n「猫でもわかる麦しゅわの歴史」って\n本だけど、これを読んで麦しゅわへの\n理解を深めてね♪","0"
"38014074","","38014","0","91","","","","","",""
"38014075","1","38014","103411","3","0.2","","","","wac_birthday_idle_smile",""
"38014076","1","38014","104611","3","0.2","","","","wac_birthday_talk_sad",""
"38014077","0","38014","vo_wac_38014","21","","0","","","vo_wac_38014_003",""
"38014078","10","38014","104611","11","0","1","0.5","1","……一応お礼は言っておくにゃ。\nでもなんか、猫ってついてれば\nなんでもいいと思ってないにゃ？\nもしかして、アキノもそんな感じにゃ？","0"
"38014079","","38014","0","91","","","","","",""
"38014080","1","38014","104611","3","0.2","","","","wac_birthday_idle_sad",""
"38014081","1","38014","103211","3","0.2","","","","wac_birthday_talk_doya",""
"38014082","0","38014","vo_wac_38014","21","","0","","","vo_wac_38014_004",""
"38014083","10","38014","103211","11","0","1","0.5","1","私を甘く見てもらっては困りますわね！\nビジネスもプレゼント選びも直球勝負、\nずばり、たい焼き一年分ですわ！！\nどうぞ、箱ごとお納めくださいまし♪","0"
"38014084","","38014","0","91","","","","","",""
"38014085","1","38014","103211","3","0.2","","","","wac_birthday_idle_doya",""
"38014086","1","38014","104611","3","0.2","","","","wac_birthday_talk_smile",""
"38014087","0","38014","vo_wac_38014","21","","0","","","vo_wac_38014_005",""
"38014088","10","38014","104611","11","0","1","0.5","1","アキノはよく分かってるにゃ～♪\n……って、よく見たら賞味期限が\nたったの３日しかないにゃ！？\nて、手分けして食べきるにゃ～！！","0"
"38014089","","38014","4","93","","","","","1",""
"38014090","1","38014","104611","3","0.2","","","","wac_birthday_talk_anger",""
"38014091","","38014","38014088","91","","","","","",""
"38014092","","38014","0","22","","","","","",""
"38214001","","38214","bgm_M321","25","","","","","bgm_M321_2C",""
"38214002","250","38214","1","1","2","-1000","wac_birthday_idle_normal","-70","103311","0"
"38214003","256","38214","1","1","2","200","wac_birthday_idle_smile","-270","103811","1"
"38214004","258","38214","1","1","2","300","wac_birthday_idle_normal","-310","102611","1"
"38214005","257","38214","1","1","2","440","wac_birthday_idle_doya","-290","105211","1"
"38214006","","38214","103311","13","","","","","300",""
"38214007","","38214","103811","13","","","","","300",""
"38214008","","38214","102611","13","","","","","300",""
"38214009","","38214","105211","13","","","","","300",""
"38214010","0","38214","600","31","1","0","","1","600",""
"38214011","0","38214","602","31","0","0","","1","602",""
"38214012","0","38214","603","31","0","0","","1","603",""
"38214013","30","38214","604","31","1","60","","1","604",""
"38214014","0","38214","610","31","1","0","","1","610",""
"38214015","0","38214","700","31","0","0","","1","700",""
"38214016","0","38214","701","31","0","0","","1","701",""
"38214017","0","38214","702","31","0","0","","1","702",""
"38214018","0","38214","800","31","0","0","","1","800",""
"38214019","30","38214","966","31","1","60","","1","966",""
"38214020","","38214","1","93","","","","","",""
"38214021","0","38214","102611","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_01","0.2"
"38214022","","38214","0.1","93","","","","","",""
"38214023","0","38214","103811","3","0.2","wac_birthday_reaction_04","","1","wac_birthday_reaction_05","0.2"
"38214024","0","38214","105211","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_02","0.2"
"38214025","","38214","0.3","93","","","","","",""
"38214026","1","38214","103311","3","0.2","","","","wac_birthday_run_01",""
"38214027","-70","38214","103311","2","","3","","","0",""
"38214028","","38214","2.5","93","","","","","",""
"38214029","","38214","602","32","","","","","1",""
"38214030","","38214","0.6","93","","","","","",""
"38214031","","38214","600","32","","","","","0",""
"38214032","","38214","610","32","","","","","0",""
"38214033","","38214","604","32","","","","","0",""
"38214034","","38214","701","32","","","","","1",""
"38214035","0","38214","966","33","","0.01","","","0",""
"38214036","0","38214","103311","3","0.2","wac_birthday_wish_02","","1","wac_birthday_blowout_01","0.2"
"38214037","-330","38214","103311","2","","0.01","","","-200",""
"38214038","1","38214","103811","3","0.2","","","","wac_birthday_idle_smile",""
"38214039","-320","38214","103811","2","","0.01","","","180",""
"38214040","1","38214","102611","3","0.2","","","","wac_birthday_idle_normal",""
"38214041","-360","38214","102611","2","","0.01","","","280",""
"38214042","1","38214","105211","3","0.2","","","","wac_birthday_idle_doya",""
"38214043","-340","38214","105211","2","","0.01","","","420",""
"38214044","","38214","0","93","","","","","",""
"38214045","","38214","800","32","","","","","1",""
"38214046","","38214","0.7","93","","","","","",""
"38214047","","38214","702","32","","","","","1",""
"38214048","","38214","0.5","93","","","","","",""
"38214049","0","38214","se_common","23","","","","","se_sys_login_birthday_blow_candle",""
"38214050","","38214","701","32","","","","","0",""
"38214051","","38214","0.4","93","","","","","",""
"38214052","0","38214","se_common","23","","","","","se_sys_login_birthday_cracker",""
"38214053","","38214","700","32","","","","","1",""
"38214054","0","38214","se_common","23","","","","","se_sys_login_birthday_calendar_applause",""
"38214055","0","38214","103811","3","0.2","wac_birthday_idle_smile","","1","wac_birthday_clap","0.2"
"38214056","","38214","0.1","93","","","","","",""
"38214057","0","38214","102611","3","0.2","wac_birthday_idle_normal","","1","wac_birthday_clap","0.2"
"38214058","","38214","0.1","93","","","","","",""
"38214059","0","38214","105211","3","0.2","wac_birthday_idle_doya","","1","wac_birthday_clap","0.2"
"38214060","","38214","2","93","","","","","",""
"38214061","","38214","1","131","","","","","",""
"38214062","0","38214","vo_wac_38214","21","","0","","","vo_wac_38214_000",""
"38214063","10","38214","103311","11","0","1","0.5","1","みんな、今日はオラの誕生日を\n祝ってくれてあんがとな～♪\nそれで～……う～ん……！","0"
"38214064","","38214","6","93","","","","","1",""
"38214065","1","38214","103311","3","0.2","","","","wac_birthday_talk_sad",""
"38214066","","38214","38214063","91","","","","","",""
"38214067","1","38214","103311","3","0.2","","","","wac_birthday_idle_sad",""
"38214068","1","38214","103811","3","0.2","","","","wac_birthday_talk_sad",""
"38214069","0","38214","vo_wac_38214","21","","0","","","vo_wac_38214_001",""
"38214070","10","38214","103811","11","0","1","0.5","1","マヒルさん、どうしました……？\nもしかして、誕生日ケーキに\n変なところでも……？","0"
"38214071","","38214","0","91","","","","","",""
"38214072","1","38214","103811","3","0.2","","","","wac_birthday_idle_normal",""
"38214073","1","38214","103311","3","0.2","","","","wac_birthday_talk_normal",""
"38214074","0","38214","vo_wac_38214","21","","0","","","vo_wac_38214_002",""
"38214075","10","38214","103311","11","0","1","0.5","1","いや、そんなことねぇよ！？\n祝ってもらってすごくうれしいけんど、\nその気持ちをどんな素晴らしいギャグで\n表現すべきか悩んでんだべ……","0"
"38214076","","38214","0","91","","","","","",""
"38214077","1","38214","103311","3","0.2","","","","wac_birthday_idle_normal",""
"38214078","1","38214","102611","3","0.2","","","","wac_birthday_talk_smile",""
"38214079","0","38214","vo_wac_38214","21","","0","","","vo_wac_38214_003",""
"38214080","10","38214","102611","11","0","1","0.5","1","いやいや、紛らわしすぎるから。\n普通のお礼で十分でしょ、\n深刻そうなオーラ醸さないでよね？","0"
"38214081","","38214","0","91","","","","","",""
"38214082","1","38214","102611","3","0.2","","","","wac_birthday_idle_smile",""
"38214083","1","38214","105211","3","0.2","","","","wac_birthday_talk_smile",""
"38214084","0","38214","vo_wac_38214","21","","0","","","vo_wac_38214_004",""
"38214085","10","38214","105211","11","0","1","0.5","1","そうそう。\n難しい顔するより、\nみんなで楽しくおいしくケーキを\n食べましょう♪","0"
"38214086","","38214","0","91","","","","","",""
"38214087","1","38214","105211","3","0.2","","","","wac_birthday_idle_smile",""
"38214088","1","38214","103311","3","0.2","","","","wac_birthday_talk_smile",""
"38214089","0","38214","vo_wac_38214","21","","0","","","vo_wac_38214_005",""
"38214090","10","38214","103311","11","0","1","0.5","1","いや、みんなにきちんと\nギャグでお返ししてぇべ！　……あ！\nバースデーは、とばーすでー！\nさ、今年も飛ばしてくど！","0"
"38214091","","38214","0","91","","","","","",""
"38214092","","38214","0","22","","","","","",""
"38614001","","38614","bgm_M321","25","","","","","bgm_M321_2C",""
"38614002","250","38614","1","1","2","-1000","wac_birthday_idle_normal","-70","105111","0"
"38614003","256","38614","1","1","2","170","wac_birthday_idle_smile","-260","105611","1"
"38614004","259","38614","1","1","2","270","wac_birthday_idle_doya","-310","100911","1"
"38614005","257","38614","1","1","2","400","wac_birthday_idle_wish","-270","101311","1"
"38614006","258","38614","1","1","2","510","wac_birthday_idle_normal","-310","102711","1"
"38614007","","38614","105111","13","","","","","300",""
"38614008","","38614","105611","13","","","","","300",""
"38614009","","38614","100911","13","","","","","300",""
"38614010","","38614","101311","13","","","","","300",""
"38614011","","38614","102711","13","","","","","300",""
"38614012","0","38614","600","31","1","0","","1","600",""
"38614013","0","38614","602","31","0","0","","1","602",""
"38614014","0","38614","603","31","0","0","","1","603",""
"38614015","30","38614","604","31","1","60","","1","604",""
"38614016","0","38614","610","31","1","0","","1","610",""
"38614017","0","38614","700","31","0","0","","1","700",""
"38614018","0","38614","701","31","0","0","","1","701",""
"38614019","0","38614","702","31","0","0","","1","702",""
"38614020","0","38614","800","31","0","0","","1","800",""
"38614021","30","38614","967","31","1","60","","1","967",""
"38614022","","38614","1","93","","","","","",""
"38614023","0","38614","100911","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_05","0.2"
"38614024","0","38614","105611","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_01","0.2"
"38614025","","38614","0.1","93","","","","","",""
"38614026","0","38614","101311","3","0.2","wac_birthday_reaction_04","","1","wac_birthday_reaction_01","0.2"
"38614027","0","38614","102711","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_02","0.2"
"38614028","","38614","0.3","93","","","","","",""
"38614029","1","38614","105111","3","0.2","","","","wac_birthday_mitsuki_run_01",""
"38614030","-70","38614","105111","2","","3","","","0",""
"38614031","","38614","2.5","93","","","","","",""
"38614032","","38614","602","32","","","","","1",""
"38614033","","38614","0.6","93","","","","","",""
"38614034","","38614","600","32","","","","","0",""
"38614035","","38614","610","32","","","","","0",""
"38614036","","38614","604","32","","","","","0",""
"38614037","","38614","701","32","","","","","1",""
"38614038","0","38614","967","33","","0.01","","","0",""
"38614039","0","38614","105111","3","0.2","wac_birthday_talk_wish","","1","wac_birthday_blowout_01","0.2"
"38614040","-330","38614","105111","2","","0.01","","","-200",""
"38614041","1","38614","105611","3","0.2","","","","wac_birthday_idle_smile",""
"38614042","-320","38614","105611","2","","0.01","","","150",""
"38614043","1","38614","100911","3","0.2","","","","wac_birthday_idle_doya",""
"38614044","-360","38614","100911","2","","0.01","","","260",""
"38614045","1","38614","101311","3","0.2","","","","wac_birthday_idle_wish",""
"38614046","-320","38614","101311","2","","0.01","","","390",""
"38614047","1","38614","102711","3","0.2","","","","wac_birthday_idle_normal",""
"38614048","-360","38614","102711","2","","0.01","","","500",""
"38614049","","38614","0","93","","","","","",""
"38614050","","38614","800","32","","","","","1",""
"38614051","","38614","0.7","93","","","","","",""
"38614052","","38614","702","32","","","","","1",""
"38614053","","38614","0.5","93","","","","","",""
"38614054","0","38614","se_common","23","","","","","se_sys_login_birthday_blow_candle",""
"38614055","","38614","701","32","","","","","0",""
"38614056","","38614","0.4","93","","","","","",""
"38614057","0","38614","se_common","23","","","","","se_sys_login_birthday_cracker",""
"38614058","","38614","700","32","","","","","1",""
"38614059","0","38614","se_common","23","","","","","se_sys_login_birthday_calendar_applause",""
"38614060","0","38614","105611","3","0.2","wac_birthday_idle_smile","","1","wac_birthday_clap","0.2"
"38614061","0","38614","101311","3","0.2","wac_birthday_idle_wish","","1","wac_birthday_clap_to_wish","0.2"
"38614062","","38614","0.1","93","","","","","",""
"38614063","0","38614","100911","3","0.2","wac_birthday_idle_doya","","1","wac_birthday_clap","0.2"
"38614064","","38614","0.1","93","","","","","",""
"38614065","0","38614","102711","3","0.2","wac_birthday_idle_normal","","1","wac_birthday_clap","0.2"
"38614066","","38614","2","93","","","","","",""
"38614067","","38614","1","131","","","","","",""
"38614068","0","38614","vo_wac_38614","21","","0","","","vo_wac_38614_000",""
"38614069","10","38614","105111","11","0","1","0.5","1","今日は、私の誕生日を\nお祝いしてくれてありがとう。\nケーキを食べる前に、\n一つだけ質問してもいいかしら？","0"
"38614070","","38614","0","91","","","","","",""
"38614071","1","38614","105111","3","0.2","","","","wac_birthday_idle_wish",""
"38614072","1","38614","105611","3","0.2","","","","wac_birthday_talk_normal",""
"38614073","0","38614","vo_wac_38614","21","","0","","","vo_wac_38614_001",""
"38614074","10","38614","105611","11","0","1","0.5","1","ああ、かまわないけど……\n急にあらたまって、どうしたんだい？\nずいぶん真剣な様子じゃないか。","0"
"38614075","","38614","0","91","","","","","",""
"38614076","1","38614","105611","3","0.2","","","","wac_birthday_idle_normal",""
"38614077","1","38614","105111","3","0.2","","","","wac_birthday_talk_sad",""
"38614078","0","38614","vo_wac_38614","21","","0","","","vo_wac_38614_002",""
"38614079","10","38614","105111","11","0","1","0.5","1","いえ、あのね？\nテーブルの下に、未使用のロウソクが\n大量に袋詰めしてあるんだけど。\nこれは、なに？","0"
"38614080","","38614","0","91","","","","","",""
"38614081","1","38614","105111","3","0.2","","","","wac_birthday_idle_sad",""
"38614082","1","38614","100911","3","0.2","","","","wac_birthday_talk_smile",""
"38614083","0","38614","vo_wac_38614","21","","0","","","vo_wac_38614_003",""
"38614084","10","38614","100911","11","0","1","0.5","1","ああ、ミツキの年の数だけ\nロウソクを買ったつもりが、\nいざ実際の年齢を確認してみたら\n思ったより余ってしまって……","0"
"38614085","","38614","0","91","","","","","",""
"38614086","1","38614","100911","3","0.2","","","","wac_birthday_idle_normal",""
"38614087","1","38614","101311","3","0.2","","","","wac_birthday_talk_sad",""
"38614088","0","38614","vo_wac_38614","21","","0","","","vo_wac_38614_004",""
"38614089","10","38614","101311","11","0","1","0.5","1","ちょっ、アンナたそ、ストップ～！？\nその説明は正しいけどまずいですぞ！\n女なのに乙女心分かってなさすぎ！","0"
"38614090","","38614","0","91","","","","","",""
"38614091","1","38614","101311","3","0.2","","","","wac_birthday_idle_sad",""
"38614092","1","38614","100911","3","0.2","","","","wac_birthday_anna_idle_shock",""
"38614093","1","38614","105111","3","0.2","","","","wac_birthday_mitsuki_angry",""
"38614094","0","38614","vo_wac_38614","21","","0","","","vo_wac_38614_005",""
"38614095","10","38614","105111","11","0","1","0.5","1","……へー、そう。\nずいぶん余ったわね～\nいったいあなたたちには、\n私が何歳に見えているのかしら……？","0"
"38614096","","38614","0","91","","","","","",""
"38614097","1","38614","105111","3","0.2","","","","wac_birthday_idle_normal",""
"38614098","1","38614","102711","3","0.2","","","","wac_birthday_talk_smile",""
"38614099","0","38614","vo_wac_38614","21","","0","","","vo_wac_38614_006",""
"38614100","10","38614","102711","11","0","1","0.5","1","クスクス……安心してください。\n少なくともロウソクの数よりは、\nずっと若々しく見えていますわ……♪","0"
"38614101","","38614","0","91","","","","","",""
"38614102","","38614","0","22","","","","","",""
"38914001","","38914","bgm_M321","25","","","","","bgm_M321_2C",""
"38914002","250","38914","1","1","2","-1000","wac_birthday_idle_normal","-70","105711","0"
"38914003","256","38914","1","1","2","310","wac_birthday_idle_wish","-290","118511","1"
"38914004","","38914","105711","13","","","","","300",""
"38914005","","38914","118511","13","","","","","300",""
"38914006","0","38914","600","31","1","0","","1","600",""
"38914007","0","38914","602","31","0","0","","1","602",""
"38914008","0","38914","603","31","0","0","","1","603",""
"38914009","30","38914","604","31","1","60","","1","604",""
"38914010","0","38914","610","31","1","0","","1","610",""
"38914011","0","38914","700","31","0","0","","1","700",""
"38914012","0","38914","701","31","0","0","","1","701",""
"38914013","0","38914","702","31","0","0","","1","702",""
"38914014","0","38914","800","31","0","0","","1","800",""
"38914015","30","38914","968","31","1","60","","1","968",""
"38914016","","38914","1","93","","","","","",""
"38914017","0","38914","118511","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_01","0.2"
"38914018","","38914","0.4","93","","","","","",""
"38914019","1","38914","105711","3","0.2","","","","wac_birthday_run_01",""
"38914020","-70","38914","105711","2","","3","","","0",""
"38914021","","38914","2.5","93","","","","","",""
"38914022","","38914","602","32","","","","","1",""
"38914023","","38914","0.6","93","","","","","",""
"38914024","","38914","600","32","","","","","0",""
"38914025","","38914","610","32","","","","","0",""
"38914026","","38914","604","32","","","","","0",""
"38914027","","38914","701","32","","","","","1",""
"38914028","0","38914","968","33","","0.01","","","0",""
"38914029","0","38914","105711","3","0.2","wac_birthday_wish_02","","1","wac_birthday_blowout_01","0.2"
"38914030","-330","38914","105711","2","","0.01","","","-200",""
"38914031","1","38914","118511","3","0.2","","","","wac_birthday_idle_wish",""
"38914032","-330","38914","118511","2","","0.01","","","200",""
"38914033","","38914","0","93","","","","","",""
"38914034","","38914","800","32","","","","","1",""
"38914035","","38914","0.7","93","","","","","",""
"38914036","","38914","702","32","","","","","1",""
"38914037","","38914","0.5","93","","","","","",""
"38914038","0","38914","se_common","23","","","","","se_sys_login_birthday_blow_candle",""
"38914039","","38914","701","32","","","","","0",""
"38914040","","38914","0.4","93","","","","","",""
"38914041","0","38914","se_common","23","","","","","se_sys_login_birthday_cracker",""
"38914042","","38914","700","32","","","","","1",""
"38914043","0","38914","se_common","23","","","","","se_sys_login_birthday_calendar_applause",""
"38914044","0","38914","118511","3","0.2","wac_birthday_idle_wish","","1","wac_birthday_clap_to_wish","0.2"
"38914045","","38914","2.1","93","","","","","",""
"38914046","","38914","1","131","","","","","",""
"38914047","0","38914","vo_wac_38914","21","","0","","","vo_wac_38914_000",""
"38914048","10","38914","105711","11","0","1","0.5","1","素敵なケーキをありがとう！\n二人とも、私の誕生日、\n覚えててくれたんだ♪","0"
"38914049","","38914","0","91","","","","","",""
"38914050","1","38914","105711","3","0.2","","","","wac_birthday_idle_smile",""
"38914051","1","38914","118511","3","0.2","","","","wac_birthday_talk_smile",""
"38914052","0","38914","vo_wac_38914","21","","0","","","vo_wac_38914_001",""
"38914053","10","38914","118511","11","0","1","0.5","1","もちろんです♪\n彼からジータさんが喜びそうな\nケーキについて相談されたときは、\n結構悩みましたが……","0"
"38914054","","38914","0","91","","","","","",""
"38914055","1","38914","118511","3","0.2","","","","wac_birthday_idle_smile",""
"38914056","1","38914","105711","3","0.2","","","","wac_birthday_talk_wish",""
"38914057","0","38914","vo_wac_38914","21","","0","","","vo_wac_38914_002",""
"38914058","10","38914","105711","11","0","1","0.5","1","そこまで考えてくれたんだ……！\n一人で旅をしてたころは、\nこんなの想像もできなかったなぁ……\nすっごくうれしい♪","0"
"38914059","","38914","0","91","","","","","",""
"38914060","1","38914","105711","3","0.2","","","","wac_birthday_talk_doya",""
"38914061","0","38914","vo_wac_38914","21","","0","","","vo_wac_38914_003",""
"38914062","10","38914","105711","11","0","1","0.5","1","このお返しは、いつか必ずするね。\n一人前の騎空士として、\n仲間のことをお祝いしたいんだ！","0"
"38914063","","38914","0","91","","","","","",""
"38914064","","38914","0","22","","","","","",""
"39114001","","39114","bgm_M321","25","","","","","bgm_M321_2C",""
"39114002","250","39114","1","1","2","-1000","wac_birthday_idle_normal","-70","103211","0"
"39114003","256","39114","1","1","2","200","wac_birthday_idle_doya","-270","104611","1"
"39114004","258","39114","1","1","2","310","wac_birthday_idle_wish","-310","104811","1"
"39114005","257","39114","1","1","2","440","wac_birthday_idle_smile","-290","103411","1"
"39114006","","39114","103211","13","","","","","300",""
"39114007","","39114","104611","13","","","","","300",""
"39114008","","39114","104811","13","","","","","300",""
"39114009","","39114","103411","13","","","","","300",""
"39114010","0","39114","600","31","1","0","","1","600",""
"39114011","0","39114","602","31","0","0","","1","602",""
"39114012","0","39114","603","31","0","0","","1","603",""
"39114013","30","39114","604","31","1","60","","1","604",""
"39114014","0","39114","610","31","1","0","","1","610",""
"39114015","0","39114","700","31","0","0","","1","700",""
"39114016","0","39114","701","31","0","0","","1","701",""
"39114017","0","39114","702","31","0","0","","1","702",""
"39114018","0","39114","800","31","0","0","","1","800",""
"39114019","30","39114","969","31","1","60","","1","969",""
"39114020","","39114","1","93","","","","","",""
"39114021","0","39114","104811","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_01","0.2"
"39114022","","39114","0.1","93","","","","","",""
"39114023","0","39114","104611","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_02","0.2"
"39114024","0","39114","103411","3","0.2","wac_birthday_reaction_03","","1","wac_birthday_reaction_05","0.2"
"39114025","","39114","0.3","93","","","","","",""
"39114026","1","39114","103211","3","0.2","","","","wac_birthday_run_01",""
"39114027","-70","39114","103211","2","","3","","","0",""
"39114028","","39114","2.5","93","","","","","",""
"39114029","","39114","602","32","","","","","1",""
"39114030","","39114","0.6","93","","","","","",""
"39114031","","39114","600","32","","","","","0",""
"39114032","","39114","610","32","","","","","0",""
"39114033","","39114","604","32","","","","","0",""
"39114034","","39114","701","32","","","","","1",""
"39114035","0","39114","969","33","","0.01","","","0",""
"39114036","0","39114","103211","3","0.2","wac_birthday_wish_04","","1","wac_birthday_blowout_01","0.2"
"39114037","-330","39114","103211","2","","0.01","","","-200",""
"39114038","1","39114","104611","3","0.2","","","","wac_birthday_idle_doya",""
"39114039","-320","39114","104611","2","","0.01","","","180",""
"39114040","1","39114","104811","3","0.2","","","","wac_birthday_idle_wish",""
"39114041","-360","39114","104811","2","","0.01","","","290",""
"39114042","1","39114","103411","3","0.2","","","","wac_birthday_idle_smile",""
"39114043","-340","39114","103411","2","","0.01","","","420",""
"39114044","","39114","0","93","","","","","",""
"39114045","","39114","800","32","","","","","1",""
"39114046","","39114","0.7","93","","","","","",""
"39114047","","39114","702","32","","","","","1",""
"39114048","","39114","0.5","93","","","","","",""
"39114049","0","39114","se_common","23","","","","","se_sys_login_birthday_blow_candle",""
"39114050","","39114","701","32","","","","","0",""
"39114051","","39114","0.4","93","","","","","",""
"39114052","0","39114","se_common","23","","","","","se_sys_login_birthday_cracker",""
"39114053","","39114","700","32","","","","","1",""
"39114054","0","39114","se_common","23","","","","","se_sys_login_birthday_calendar_applause",""
"39114055","0","39114","104611","3","0.2","wac_birthday_idle_doya","","1","wac_birthday_clap","0.2"
"39114056","","39114","0.1","93","","","","","",""
