3c814dfc8bfc30a25ef93a9b704d21d749b7dc1394c8122533cceb47a1cab5c6,9265ae48d25ccf63ca772eea967ab2c21e1222274797104b4827cccbffb85842,ae693823e10bf0a790e4795103a3296c3084625d3eda5e6ed106e98e0e570927,c2b952a4fe26c9f13a5af7e31d75af47aa9a4b7acdd2d5d540db0c6e3f21ad3f,fe566203a3ce0719a39f9bd5fed2aeec8c8ac8eb2c18e2b3d3b0b3c88094a4ea,5fef879c179a9718f6e8d3e1610431ebd04448c18dd8ca1316584e0bf64b0f61,eebc4f223e447fe797b918f1a005341bd0802349721a4e3ee47064319fb1baab,25a5b2d0022070b594a6e8490ca399829b5f4d7893ff8bbc1fe0cadbac82b8bf,06a5d5c1c13f036df39e9621914c4ebe94e461dc1e0570d44842c8ff7af18b09,c66c6f3aabfe1c466c0c5abe49bb2d636344f9e34c20f7e9be40b2705ca2dd22,53208276a3c32da3e8cd9cbe85ab679350c8f42e065367d18cb76cd92e0edd4f
"38014084","","0","91","","","","","38014","",""
"38014085","","103211","3","0.2","","","1","38014","wac_birthday_idle_doya",""
"38014086","","104611","3","0.2","","","1","38014","wac_birthday_talk_smile",""
"38014087","0","vo_wac_38014","21","","","","0","38014","vo_wac_38014_005",""
"38014088","1","104611","11","0","1","0","10","38014","アキノはよく分かってるにゃ～♪\n……って、よく見たら賞味期限が\nたったの３日しかないにゃ！？\nて、手分けして食べきるにゃ～！！","0.5"
"38014089","","4","93","","","","","38014","1",""
"38014090","","104611","3","0.2","","","1","38014","wac_birthday_talk_anger",""
"38014091","","38014088","91","","","","","38014","",""
"38014092","","0","22","","","","","38014","",""
"38214001","","bgm_M321","25","","","","","38214","bgm_M321_2C",""
"38214002","-1000","1","1","2","-70","0","250","38214","103311","wac_birthday_idle_normal"
"38214003","200","1","1","2","-270","1","256","38214","103811","wac_birthday_idle_smile"
"38214004","300","1","1","2","-310","1","258","38214","102611","wac_birthday_idle_normal"
"38214005","440","1","1","2","-290","1","257","38214","105211","wac_birthday_idle_doya"
"38214006","","103311","13","","","","","38214","300",""
"38214007","","103811","13","","","","","38214","300",""
"38214008","","102611","13","","","","","38214","300",""
"38214009","","105211","13","","","","","38214","300",""
"38214010","0","600","31","1","1","","0","38214","600",""
"38214011","0","602","31","0","1","","0","38214","602",""
"38214012","0","603","31","0","1","","0","38214","603",""
"38214013","60","604","31","1","1","","30","38214","604",""
"38214014","0","610","31","1","1","","0","38214","610",""
"38214015","0","700","31","0","1","","0","38214","700",""
"38214016","0","701","31","0","1","","0","38214","701",""
"38214017","0","702","31","0","1","","0","38214","702",""
"38214018","0","800","31","0","1","","0","38214","800",""
"38214019","60","966","31","1","1","","30","38214","966",""
"38214020","","1","93","","","","","38214","",""
"38214021","wac_birthday_reaction_03","102611","3","0.2","1","0.2","0","38214","wac_birthday_reaction_01",""
"38214022","","0.1","93","","","","","38214","",""
"38214023","wac_birthday_reaction_04","103811","3","0.2","1","0.2","0","38214","wac_birthday_reaction_05",""
"38214024","wac_birthday_reaction_03","105211","3","0.2","1","0.2","0","38214","wac_birthday_reaction_02",""
"38214025","","0.3","93","","","","","38214","",""
"38214026","","103311","3","0.2","","","1","38214","wac_birthday_run_01",""
"38214027","3","103311","2","","","","-70","38214","0",""
"38214028","","2.5","93","","","","","38214","",""
"38214029","","602","32","","","","","38214","1",""
"38214030","","0.6","93","","","","","38214","",""
"38214031","","600","32","","","","","38214","0",""
"38214032","","610","32","","","","","38214","0",""
"38214033","","604","32","","","","","38214","0",""
"38214034","","701","32","","","","","38214","1",""
"38214035","0.01","966","33","","","","0","38214","0",""
"38214036","wac_birthday_wish_02","103311","3","0.2","1","0.2","0","38214","wac_birthday_blowout_01",""
"38214037","0.01","103311","2","","","","-330","38214","-200",""
"38214038","","103811","3","0.2","","","1","38214","wac_birthday_idle_smile",""
"38214039","0.01","103811","2","","","","-320","38214","180",""
"38214040","","102611","3","0.2","","","1","38214","wac_birthday_idle_normal",""
"38214041","0.01","102611","2","","","","-360","38214","280",""
"38214042","","105211","3","0.2","","","1","38214","wac_birthday_idle_doya",""
"38214043","0.01","105211","2","","","","-340","38214","420",""
"38214044","","0","93","","","","","38214","",""
"38214045","","800","32","","","","","38214","1",""
"38214046","","0.7","93","","","","","38214","",""
"38214047","","702","32","","","","","38214","1",""
"38214048","","0.5","93","","","","","38214","",""
"38214049","","se_common","23","","","","0","38214","se_sys_login_birthday_blow_candle",""
"38214050","","701","32","","","","","38214","0",""
"38214051","","0.4","93","","","","","38214","",""
"38214052","","se_common","23","","","","0","38214","se_sys_login_birthday_cracker",""
"38214053","","700","32","","","","","38214","1",""
"38214054","","se_common","23","","","","0","38214","se_sys_login_birthday_calendar_applause",""
"38214055","wac_birthday_idle_smile","103811","3","0.2","1","0.2","0","38214","wac_birthday_clap",""
"38214056","","0.1","93","","","","","38214","",""
"38214057","wac_birthday_idle_normal","102611","3","0.2","1","0.2","0","38214","wac_birthday_clap",""
"38214058","","0.1","93","","","","","38214","",""
"38214059","wac_birthday_idle_doya","105211","3","0.2","1","0.2","0","38214","wac_birthday_clap",""
"38214060","","2","93","","","","","38214","",""
"38214061","","1","131","","","","","38214","",""
"38214062","0","vo_wac_38214","21","","","","0","38214","vo_wac_38214_000",""
"38214063","1","103311","11","0","1","0","10","38214","みんな、今日はオラの誕生日を\n祝ってくれてあんがとな～♪\nそれで～……う～ん……！","0.5"
"38214064","","6","93","","","","","38214","1",""
"38214065","","103311","3","0.2","","","1","38214","wac_birthday_talk_sad",""
"38214066","","38214063","91","","","","","38214","",""
"38214067","","103311","3","0.2","","","1","38214","wac_birthday_idle_sad",""
"38214068","","103811","3","0.2","","","1","38214","wac_birthday_talk_sad",""
"38214069","0","vo_wac_38214","21","","","","0","38214","vo_wac_38214_001",""
"38214070","1","103811","11","0","1","0","10","38214","マヒルさん、どうしました……？\nもしかして、誕生日ケーキに\n変なところでも……？","0.5"
"38214071","","0","91","","","","","38214","",""
"38214072","","103811","3","0.2","","","1","38214","wac_birthday_idle_normal",""
"38214073","","103311","3","0.2","","","1","38214","wac_birthday_talk_normal",""
"38214074","0","vo_wac_38214","21","","","","0","38214","vo_wac_38214_002",""
"38214075","1","103311","11","0","1","0","10","38214","いや、そんなことねぇよ！？\n祝ってもらってすごくうれしいけんど、\nその気持ちをどんな素晴らしいギャグで\n表現すべきか悩んでんだべ……","0.5"
"38214076","","0","91","","","","","38214","",""
"38214077","","103311","3","0.2","","","1","38214","wac_birthday_idle_normal",""
"38214078","","102611","3","0.2","","","1","38214","wac_birthday_talk_smile",""
"38214079","0","vo_wac_38214","21","","","","0","38214","vo_wac_38214_003",""
"38214080","1","102611","11","0","1","0","10","38214","いやいや、紛らわしすぎるから。\n普通のお礼で十分でしょ、\n深刻そうなオーラ醸さないでよね？","0.5"
"38214081","","0","91","","","","","38214","",""
"38214082","","102611","3","0.2","","","1","38214","wac_birthday_idle_smile",""
"38214083","","105211","3","0.2","","","1","38214","wac_birthday_talk_smile",""
"38214084","0","vo_wac_38214","21","","","","0","38214","vo_wac_38214_004",""
"38214085","1","105211","11","0","1","0","10","38214","そうそう。\n難しい顔するより、\nみんなで楽しくおいしくケーキを\n食べましょう♪","0.5"
"38214086","","0","91","","","","","38214","",""
"38214087","","105211","3","0.2","","","1","38214","wac_birthday_idle_smile",""
"38214088","","103311","3","0.2","","","1","38214","wac_birthday_talk_smile",""
"38214089","0","vo_wac_38214","21","","","","0","38214","vo_wac_38214_005",""
"38214090","1","103311","11","0","1","0","10","38214","いや、みんなにきちんと\nギャグでお返ししてぇべ！　……あ！\nバースデーは、とばーすでー！\nさ、今年も飛ばしてくど！","0.5"
"38214091","","0","91","","","","","38214","",""
"38214092","","0","22","","","","","38214","",""
"38614001","","bgm_M321","25","","","","","38614","bgm_M321_2C",""
"38614002","-1000","1","1","2","-70","0","250","38614","105111","wac_birthday_idle_normal"
"38614003","170","1","1","2","-260","1","256","38614","105611","wac_birthday_idle_smile"
"38614004","270","1","1","2","-310","1","259","38614","100911","wac_birthday_idle_doya"
"38614005","400","1","1","2","-270","1","257","38614","101311","wac_birthday_idle_wish"
"38614006","510","1","1","2","-310","1","258","38614","102711","wac_birthday_idle_normal"
"38614007","","105111","13","","","","","38614","300",""
"38614008","","105611","13","","","","","38614","300",""
"38614009","","100911","13","","","","","38614","300",""
"38614010","","101311","13","","","","","38614","300",""
"38614011","","102711","13","","","","","38614","300",""
"38614012","0","600","31","1","1","","0","38614","600",""
"38614013","0","602","31","0","1","","0","38614","602",""
"38614014","0","603","31","0","1","","0","38614","603",""
"38614015","60","604","31","1","1","","30","38614","604",""
"38614016","0","610","31","1","1","","0","38614","610",""
"38614017","0","700","31","0","1","","0","38614","700",""
"38614018","0","701","31","0","1","","0","38614","701",""
"38614019","0","702","31","0","1","","0","38614","702",""
"38614020","0","800","31","0","1","","0","38614","800",""
"38614021","60","967","31","1","1","","30","38614","967",""
"38614022","","1","93","","","","","38614","",""
"38614023","wac_birthday_reaction_03","100911","3","0.2","1","0.2","0","38614","wac_birthday_reaction_05",""
"38614024","wac_birthday_reaction_03","105611","3","0.2","1","0.2","0","38614","wac_birthday_reaction_01",""
"38614025","","0.1","93","","","","","38614","",""
"38614026","wac_birthday_reaction_04","101311","3","0.2","1","0.2","0","38614","wac_birthday_reaction_01",""
"38614027","wac_birthday_reaction_03","102711","3","0.2","1","0.2","0","38614","wac_birthday_reaction_02",""
"38614028","","0.3","93","","","","","38614","",""
"38614029","","105111","3","0.2","","","1","38614","wac_birthday_mitsuki_run_01",""
"38614030","3","105111","2","","","","-70","38614","0",""
"38614031","","2.5","93","","","","","38614","",""
"38614032","","602","32","","","","","38614","1",""
"38614033","","0.6","93","","","","","38614","",""
"38614034","","600","32","","","","","38614","0",""
"38614035","","610","32","","","","","38614","0",""
"38614036","","604","32","","","","","38614","0",""
"38614037","","701","32","","","","","38614","1",""
"38614038","0.01","967","33","","","","0","38614","0",""
"38614039","wac_birthday_talk_wish","105111","3","0.2","1","0.2","0","38614","wac_birthday_blowout_01",""
"38614040","0.01","105111","2","","","","-330","38614","-200",""
"38614041","","105611","3","0.2","","","1","38614","wac_birthday_idle_smile",""
"38614042","0.01","105611","2","","","","-320","38614","150",""
"38614043","","100911","3","0.2","","","1","38614","wac_birthday_idle_doya",""
"38614044","0.01","100911","2","","","","-360","38614","260",""
"38614045","","101311","3","0.2","","","1","38614","wac_birthday_idle_wish",""
"38614046","0.01","101311","2","","","","-320","38614","390",""
"38614047","","102711","3","0.2","","","1","38614","wac_birthday_idle_normal",""
"38614048","0.01","102711","2","","","","-360","38614","500",""
"38614049","","0","93","","","","","38614","",""
"38614050","","800","32","","","","","38614","1",""
"38614051","","0.7","93","","","","","38614","",""
"38614052","","702","32","","","","","38614","1",""
"38614053","","0.5","93","","","","","38614","",""
"38614054","","se_common","23","","","","0","38614","se_sys_login_birthday_blow_candle",""
"38614055","","701","32","","","","","38614","0",""
"38614056","","0.4","93","","","","","38614","",""
"38614057","","se_common","23","","","","0","38614","se_sys_login_birthday_cracker",""
"38614058","","700","32","","","","","38614","1",""
"38614059","","se_common","23","","","","0","38614","se_sys_login_birthday_calendar_applause",""
"38614060","wac_birthday_idle_smile","105611","3","0.2","1","0.2","0","38614","wac_birthday_clap",""
"38614061","wac_birthday_idle_wish","101311","3","0.2","1","0.2","0","38614","wac_birthday_clap_to_wish",""
"38614062","","0.1","93","","","","","38614","",""
"38614063","wac_birthday_idle_doya","100911","3","0.2","1","0.2","0","38614","wac_birthday_clap",""
"38614064","","0.1","93","","","","","38614","",""
"38614065","wac_birthday_idle_normal","102711","3","0.2","1","0.2","0","38614","wac_birthday_clap",""
"38614066","","2","93","","","","","38614","",""
"38614067","","1","131","","","","","38614","",""
"38614068","0","vo_wac_38614","21","","","","0","38614","vo_wac_38614_000",""
"38614069","1","105111","11","0","1","0","10","38614","今日は、私の誕生日を\nお祝いしてくれてありがとう。\nケーキを食べる前に、\n一つだけ質問してもいいかしら？","0.5"
"38614070","","0","91","","","","","38614","",""
"38614071","","105111","3","0.2","","","1","38614","wac_birthday_idle_wish",""
"38614072","","105611","3","0.2","","","1","38614","wac_birthday_talk_normal",""
"38614073","0","vo_wac_38614","21","","","","0","38614","vo_wac_38614_001",""
"38614074","1","105611","11","0","1","0","10","38614","ああ、かまわないけど……\n急にあらたまって、どうしたんだい？\nずいぶん真剣な様子じゃないか。","0.5"
"38614075","","0","91","","","","","38614","",""
"38614076","","105611","3","0.2","","","1","38614","wac_birthday_idle_normal",""
"38614077","","105111","3","0.2","","","1","38614","wac_birthday_talk_sad",""
"38614078","0","vo_wac_38614","21","","","","0","38614","vo_wac_38614_002",""
"38614079","1","105111","11","0","1","0","10","38614","いえ、あのね？\nテーブルの下に、未使用のロウソクが\n大量に袋詰めしてあるんだけど。\nこれは、なに？","0.5"
"38614080","","0","91","","","","","38614","",""
"38614081","","105111","3","0.2","","","1","38614","wac_birthday_idle_sad",""
"38614082","","100911","3","0.2","","","1","38614","wac_birthday_talk_smile",""
"38614083","0","vo_wac_38614","21","","","","0","38614","vo_wac_38614_003",""
"38614084","1","100911","11","0","1","0","10","38614","ああ、ミツキの年の数だけ\nロウソクを買ったつもりが、\nいざ実際の年齢を確認してみたら\n思ったより余ってしまって……","0.5"
"38614085","","0","91","","","","","38614","",""
"38614086","","100911","3","0.2","","","1","38614","wac_birthday_idle_normal",""
"38614087","","101311","3","0.2","","","1","38614","wac_birthday_talk_sad",""
"38614088","0","vo_wac_38614","21","","","","0","38614","vo_wac_38614_004",""
"38614089","1","101311","11","0","1","0","10","38614","ちょっ、アンナたそ、ストップ～！？\nその説明は正しいけどまずいですぞ！\n女なのに乙女心分かってなさすぎ！","0.5"
"38614090","","0","91","","","","","38614","",""
"38614091","","101311","3","0.2","","","1","38614","wac_birthday_idle_sad",""
"38614092","","100911","3","0.2","","","1","38614","wac_birthday_anna_idle_shock",""
"38614093","","105111","3","0.2","","","1","38614","wac_birthday_mitsuki_angry",""
"38614094","0","vo_wac_38614","21","","","","0","38614","vo_wac_38614_005",""
"38614095","1","105111","11","0","1","0","10","38614","……へー、そう。\nずいぶん余ったわね～\nいったいあなたたちには、\n私が何歳に見えているのかしら……？","0.5"
"38614096","","0","91","","","","","38614","",""
"38614097","","105111","3","0.2","","","1","38614","wac_birthday_idle_normal",""
"38614098","","102711","3","0.2","","","1","38614","wac_birthday_talk_smile",""
"38614099","0","vo_wac_38614","21","","","","0","38614","vo_wac_38614_006",""
"38614100","1","102711","11","0","1","0","10","38614","クスクス……安心してください。\n少なくともロウソクの数よりは、\nずっと若々しく見えていますわ……♪","0.5"
"38614101","","0","91","","","","","38614","",""
"38614102","","0","22","","","","","38614","",""
"38914001","","bgm_M321","25","","","","","38914","bgm_M321_2C",""
"38914002","-1000","1","1","2","-70","0","250","38914","105711","wac_birthday_idle_normal"
"38914003","310","1","1","2","-290","1","256","38914","118511","wac_birthday_idle_wish"
"38914004","","105711","13","","","","","38914","300",""
"38914005","","118511","13","","","","","38914","300",""
"38914006","0","600","31","1","1","","0","38914","600",""
"38914007","0","602","31","0","1","","0","38914","602",""
"38914008","0","603","31","0","1","","0","38914","603",""
"38914009","60","604","31","1","1","","30","38914","604",""
"38914010","0","610","31","1","1","","0","38914","610",""
"38914011","0","700","31","0","1","","0","38914","700",""
"38914012","0","701","31","0","1","","0","38914","701",""
"38914013","0","702","31","0","1","","0","38914","702",""
"38914014","0","800","31","0","1","","0","38914","800",""
"38914015","60","968","31","1","1","","30","38914","968",""
"38914016","","1","93","","","","","38914","",""
"38914017","wac_birthday_reaction_03","118511","3","0.2","1","0.2","0","38914","wac_birthday_reaction_01",""
"38914018","","0.4","93","","","","","38914","",""
"38914019","","105711","3","0.2","","","1","38914","wac_birthday_run_01",""
"38914020","3","105711","2","","","","-70","38914","0",""
"38914021","","2.5","93","","","","","38914","",""
"38914022","","602","32","","","","","38914","1",""
"38914023","","0.6","93","","","","","38914","",""
"38914024","","600","32","","","","","38914","0",""
"38914025","","610","32","","","","","38914","0",""
"38914026","","604","32","","","","","38914","0",""
"38914027","","701","32","","","","","38914","1",""
"38914028","0.01","968","33","","","","0","38914","0",""
"38914029","wac_birthday_wish_02","105711","3","0.2","1","0.2","0","38914","wac_birthday_blowout_01",""
"38914030","0.01","105711","2","","","","-330","38914","-200",""
"38914031","","118511","3","0.2","","","1","38914","wac_birthday_idle_wish",""
"38914032","0.01","118511","2","","","","-330","38914","200",""
"38914033","","0","93","","","","","38914","",""
"38914034","","800","32","","","","","38914","1",""
"38914035","","0.7","93","","","","","38914","",""
"38914036","","702","32","","","","","38914","1",""
"38914037","","0.5","93","","","","","38914","",""
"38914038","","se_common","23","","","","0","38914","se_sys_login_birthday_blow_candle",""
"38914039","","701","32","","","","","38914","0",""
"38914040","","0.4","93","","","","","38914","",""
"38914041","","se_common","23","","","","0","38914","se_sys_login_birthday_cracker",""
"38914042","","700","32","","","","","38914","1",""
"38914043","","se_common","23","","","","0","38914","se_sys_login_birthday_calendar_applause",""
"38914044","wac_birthday_idle_wish","118511","3","0.2","1","0.2","0","38914","wac_birthday_clap_to_wish",""
"38914045","","2.1","93","","","","","38914","",""
"38914046","","1","131","","","","","38914","",""
"38914047","0","vo_wac_38914","21","","","","0","38914","vo_wac_38914_000",""
"38914048","1","105711","11","0","1","0","10","38914","素敵なケーキをありがとう！\n二人とも、私の誕生日、\n覚えててくれたんだ♪","0.5"
"38914049","","0","91","","","","","38914","",""
"38914050","","105711","3","0.2","","","1","38914","wac_birthday_idle_smile",""
"38914051","","118511","3","0.2","","","1","38914","wac_birthday_talk_smile",""
"38914052","0","vo_wac_38914","21","","","","0","38914","vo_wac_38914_001",""
"38914053","1","118511","11","0","1","0","10","38914","もちろんです♪\n彼からジータさんが喜びそうな\nケーキについて相談されたときは、\n結構悩みましたが……","0.5"
"38914054","","0","91","","","","","38914","",""
"38914055","","118511","3","0.2","","","1","38914","wac_birthday_idle_smile",""
"38914056","","105711","3","0.2","","","1","38914","wac_birthday_talk_wish",""
"38914057","0","vo_wac_38914","21","","","","0","38914","vo_wac_38914_002",""
"38914058","1","105711","11","0","1","0","10","38914","そこまで考えてくれたんだ……！\n一人で旅をしてたころは、\nこんなの想像もできなかったなぁ……\nすっごくうれしい♪","0.5"
"38914059","","0","91","","","","","38914","",""
"38914060","","105711","3","0.2","","","1","38914","wac_birthday_talk_doya",""
"38914061","0","vo_wac_38914","21","","","","0","38914","vo_wac_38914_003",""
"38914062","1","105711","11","0","1","0","10","38914","このお返しは、いつか必ずするね。\n一人前の騎空士として、\n仲間のことをお祝いしたいんだ！","0.5"
"38914063","","0","91","","","","","38914","",""
"38914064","","0","22","","","","","38914","",""
"39114001","","bgm_M321","25","","","","","39114","bgm_M321_2C",""
"39114002","-1000","1","1","2","-70","0","250","39114","103211","wac_birthday_idle_normal"
"39114003","200","1","1","2","-270","1","256","39114","104611","wac_birthday_idle_doya"
"39114004","310","1","1","2","-310","1","258","39114","104811","wac_birthday_idle_wish"
"39114005","440","1","1","2","-290","1","257","39114","103411","wac_birthday_idle_smile"
"39114006","","103211","13","","","","","39114","300",""
"39114007","","104611","13","","","","","39114","300",""
"39114008","","104811","13","","","","","39114","300",""
"39114009","","103411","13","","","","","39114","300",""
"39114010","0","600","31","1","1","","0","39114","600",""
"39114011","0","602","31","0","1","","0","39114","602",""
"39114012","0","603","31","0","1","","0","39114","603",""
"39114013","60","604","31","1","1","","30","39114","604",""
"39114014","0","610","31","1","1","","0","39114","610",""
"39114015","0","700","31","0","1","","0","39114","700",""
"39114016","0","701","31","0","1","","0","39114","701",""
"39114017","0","702","31","0","1","","0","39114","702",""
"39114018","0","800","31","0","1","","0","39114","800",""
"39114019","60","969","31","1","1","","30","39114","969",""
"39114020","","1","93","","","","","39114","",""
"39114021","wac_birthday_reaction_03","104811","3","0.2","1","0.2","0","39114","wac_birthday_reaction_01",""
"39114022","","0.1","93","","","","","39114","",""
"39114023","wac_birthday_reaction_03","104611","3","0.2","1","0.2","0","39114","wac_birthday_reaction_02",""
"39114024","wac_birthday_reaction_03","103411","3","0.2","1","0.2","0","39114","wac_birthday_reaction_05",""
"39114025","","0.3","93","","","","","39114","",""
"39114026","","103211","3","0.2","","","1","39114","wac_birthday_run_01",""
"39114027","3","103211","2","","","","-70","39114","0",""
"39114028","","2.5","93","","","","","39114","",""
"39114029","","602","32","","","","","39114","1",""
"39114030","","0.6","93","","","","","39114","",""
"39114031","","600","32","","","","","39114","0",""
"39114032","","610","32","","","","","39114","0",""
"39114033","","604","32","","","","","39114","0",""
"39114034","","701","32","","","","","39114","1",""
"39114035","0.01","969","33","","","","0","39114","0",""
"39114036","wac_birthday_wish_04","103211","3","0.2","1","0.2","0","39114","wac_birthday_blowout_01",""
"39114037","0.01","103211","2","","","","-330","39114","-200",""
"39114038","","104611","3","0.2","","","1","39114","wac_birthday_idle_doya",""
"39114039","0.01","104611","2","","","","-320","39114","180",""
"39114040","","104811","3","0.2","","","1","39114","wac_birthday_idle_wish",""
"39114041","0.01","104811","2","","","","-360","39114","290",""
"39114042","","103411","3","0.2","","","1","39114","wac_birthday_idle_smile",""
"39114043","0.01","103411","2","","","","-340","39114","420",""
"39114044","","0","93","","","","","39114","",""
"39114045","","800","32","","","","","39114","1",""
"39114046","","0.7","93","","","","","39114","",""
"39114047","","702","32","","","","","39114","1",""
"39114048","","0.5","93","","","","","39114","",""
"39114049","","se_common","23","","","","0","39114","se_sys_login_birthday_blow_candle",""
"39114050","","701","32","","","","","39114","0",""
"39114051","","0.4","93","","","","","39114","",""
"39114052","","se_common","23","","","","0","39114","se_sys_login_birthday_cracker",""
"39114053","","700","32","","","","","39114","1",""
"39114054","","se_common","23","","","","0","39114","se_sys_login_birthday_calendar_applause",""
"39114055","wac_birthday_idle_doya","104611","3","0.2","1","0.2","0","39114","wac_birthday_clap",""
"39114056","","0.1","93","","","","","39114","",""
"39114057","wac_birthday_idle_wish","104811","3","0.2","1","0.2","0","39114","wac_birthday_clap_to_wish",""
"39114058","","0.1","93","","","","","39114","",""
"39114059","wac_birthday_idle_smile","103411","3","0.2","1","0.2","0","39114","wac_birthday_clap",""
"39114060","","2","93","","","","","39114","",""
"39114061","","1","131","","","","","39114","",""
"39114062","0","vo_wac_39114","21","","","","0","39114","vo_wac_39114_000",""
"39114063","1","103211","11","0","1","0","10","39114","本当に、ありがとうございます……！\n私、このように誕生日を祝ってくれる\n友人に恵まれて、幸せ者です！","0.5"
"39114064","","0","91","","","","","39114","",""
"39114065","","103211","3","0.2","","","1","39114","wac_birthday_idle_wish",""
"39114066","","104611","3","0.2","","","1","39114","wac_birthday_talk_smile",""
"39114067","0","vo_wac_39114","21","","","","0","39114","vo_wac_39114_001",""
"39114068","1","104611","11","0","1","0","10","39114","当然のことをしたまでにゃ♪\nアキノとは【メルクリウス財団】の\n仲間として、一緒に苦労してきたにゃ。","0.5"
"39114069","","0","91","","","","","39114","",""
"39114070","","104611","3","0.2","","","1","39114","wac_birthday_idle_smile",""
"39114071","","104811","3","0.2","","","1","39114","wac_birthday_talk_normal",""
"39114072","0","vo_wac_39114","21","","","","0","39114","vo_wac_39114_002",""
"39114073","1","104811","11","0","1","0","10","39114","いろんなことがあったわよね……\n飛空艇を沈め、学院を破壊し、\n何度も破産の危機を迎えながらも……","0.5"
"39114074","","0","91","","","","","39114","",""
"39114075","","104811","3","0.2","","","1","39114","wac_birthday_idle_normal",""
"39114076","","103411","3","0.2","","","1","39114","wac_birthday_talk_doya",""
"39114077","0","vo_wac_39114","21","","","","0","39114","vo_wac_39114_003",""
"39114078","1","103411","11","0","1","0","10","39114","麦しゅわの助けも借りながら、\nみんなで協力して、\n全部乗り越えることができたもの！","0.5"
"39114079","","0","91","","","","","39114","",""
"39114080","","103411","3","0.2","","","1","39114","wac_birthday_idle_doya",""
"39114081","","103211","3","0.2","","","1","39114","wac_birthday_talk_normal",""
"39114082","0","vo_wac_39114","21","","","","0","39114","vo_wac_39114_004",""
"39114083","1","103211","11","0","1","0","10","39114","麦しゅわで心の痛みを和らげていたのは\nユカリさんだけですが、確かに、\n私たちは戦友と呼べるほどに\n深い絆で結ばれたのかもしれません。","0.5"
"39114084","","0","91","","","","","39114","",""
"39114085","","103211","3","0.2","","","1","39114","wac_birthday_talk_smile",""
"39114086","0","vo_wac_39114","21","","","","0","39114","vo_wac_39114_005",""
"39114087","1","103211","11","0","1","0","10","39114","それでは私の誕生日に加えて、\n【メルクリウス財団】の友情が\n永遠に続くことを願い……乾杯ですわ！","0.5"
"39114088","","0","91","","","","","39114","",""
"39114089","","0","22","","","","","39114","",""
"39314001","","bgm_M321","25","","","","","39314","bgm_M321_2C",""
"39314002","-1000","1","1","2","-70","0","250","39314","105211","wac_birthday_idle_normal"
"39314003","200","1","1","2","-270","1","256","39314","103311","wac_birthday_idle_normal"
"39314004","300","1","1","2","-310","1","258","39314","102611","wac_birthday_idle_smile"
"39314005","440","1","1","2","-290","1","257","39314","103811","wac_birthday_idle_smile"
"39314006","","105211","13","","","","","39314","300",""
"39314007","","103311","13","","","","","39314","300",""
"39314008","","102611","13","","","","","39314","300",""
"39314009","","103811","13","","","","","39314","300",""
"39314010","0","600","31","1","1","","0","39314","600",""
"39314011","0","602","31","0","1","","0","39314","602",""
"39314012","0","603","31","0","1","","0","39314","603",""
"39314013","60","604","31","1","1","","30","39314","604",""
"39314014","0","610","31","1","1","","0","39314","610",""
"39314015","0","700","31","0","1","","0","39314","700",""
"39314016","0","701","31","0","1","","0","39314","701",""
"39314017","0","702","31","0","1","","0","39314","702",""
"39314018","0","800","31","0","1","","0","39314","800",""
"39314019","60","970","31","1","1","","30","39314","970",""
"39314020","","1","93","","","","","39314","",""
"39314021","wac_birthday_reaction_03","102611","3","0.2","1","0.2","0","39314","wac_birthday_reaction_01",""
"39314022","","0.1","93","","","","","39314","",""
"39314023","wac_birthday_reaction_03","103311","3","0.2","1","0.2","0","39314","wac_birthday_reaction_02",""
"39314024","wac_birthday_reaction_03","103811","3","0.2","1","0.2","0","39314","wac_birthday_reaction_05",""
"39314025","","0.3","93","","","","","39314","",""
"39314026","","105211","3","0.2","","","1","39314","wac_birthday_run_01",""
"39314027","3","105211","2","","","","-70","39314","0",""
"39314028","","2.5","93","","","","","39314","",""
"39314029","","602","32","","","","","39314","1",""
"39314030","","0.6","93","","","","","39314","",""
"39314031","","600","32","","","","","39314","0",""
"39314032","","610","32","","","","","39314","0",""
"39314033","","604","32","","","","","39314","0",""
"39314034","","701","32","","","","","39314","1",""
"39314035","0.01","970","33","","","","0","39314","0",""
"39314036","wac_birthday_wish_03","105211","3","0.2","1","0.2","0","39314","wac_birthday_blowout_01",""
"39314037","0.01","105211","2","","","","-330","39314","-200",""
"39314038","","103311","3","0.2","","","1","39314","wac_birthday_idle_normal",""
"39314039","0.01","103311","2","","","","-320","39314","180",""
"39314040","","102611","3","0.2","","","1","39314","wac_birthday_idle_smile",""
"39314041","0.01","102611","2","","","","-360","39314","280",""
"39314042","","103811","3","0.2","","","1","39314","wac_birthday_idle_smile",""
"39314043","0.01","103811","2","","","","-340","39314","430",""
"39314044","","0","93","","","","","39314","",""
"39314045","","800","32","","","","","39314","1",""
"39314046","","0.7","93","","","","","39314","",""
"39314047","","702","32","","","","","39314","1",""
"39314048","","0.5","93","","","","","39314","",""
"39314049","","se_common","23","","","","0","39314","se_sys_login_birthday_blow_candle",""
"39314050","","701","32","","","","","39314","0",""
"39314051","","0.4","93","","","","","39314","",""
"39314052","","se_common","23","","","","0","39314","se_sys_login_birthday_cracker",""
"39314053","","700","32","","","","","39314","1",""
"39314054","","se_common","23","","","","0","39314","se_sys_login_birthday_calendar_applause",""
