9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2
"91","","","","","","","0","","922","19220034"
"93","","0","","","","","0.5","","922","19220035"
"3","0","20_kasumi_doya_in","20_kasumi_doya_loop","","1","0.1","115711","0","922","19220036"
"3","0","20_kasumi_doya_in","20_kasumi_doya_loop","","1","0.1","3","0","922","19220037"
"21","","vo_fpc_22205","0","","","","vo_fpc","0","922","19220038"
"11","0","恐ろしく精度の高い変装を行える人物が\nこのメルクリゾートに潜んでいる…","1","0.5","0","0","115711","10","922","19220039"
"91","","","","","","","0","","922","19220040"
"93","","0","","","","","0.5","","922","19220041"
"3","","20_kasumi_thinking","","","","0.2","115711","1","922","19220042"
"3","","20_kasumi_thinking","","","","0.2","3","1","922","19220043"
"21","","vo_fpc_22206","0","","","","vo_fpc","0","922","19220044"
"11","0","果たして、そんな人物が、\n実在するのであろうか…","1","0.5","0","0","115711","10","922","19220045"
"91","","","","","","","0","","922","19220046"
"93","","0","","","","","0.5","","922","19220047"
"3","","20_kasumi_walk","","","","0.2","115711","1","922","19220048"
"3","","20_kasumi_walk","","","","0.2","3","1","922","19220049"
"2","","750","4.41176470588235","","0","","115711","-15","922","19220050"
"2","","750","4.41176470588235","","0","","3","-15","922","19220051"
"91","","","","","","","0","","922","19220052"
"1","0","115711","-750","20_kasumi_walk","-15","1.4875","1","22","923","19230001"
"5","0","3","-750","20_kasumi_walk","-15","1.4875","3","23","923","19230002"
"23","","se_fpc_water_random","","","","","se_10053800","1","923","19230003"
"91","","","","","","","19230002","","923","19230004"
"2","","0","4.41176470588235","","0","","115711","-15","923","19230005"
"2","","0","4.41176470588235","","0","","3","-15","923","19230006"
"91","","","","","","","0","","923","19230007"
"3","","20_kasumi_talk","","","","0.3","115711","1","923","19230008"
"3","","20_kasumi_talk","","","","0.3","3","1","923","19230009"
"21","","vo_fpc_22300","0","","","","vo_fpc","0","923","19230010"
"11","0","名探偵カスミのメルクリゾート事件簿\n「プールサイドたい焼き事件」","1","0.5","0","0","115711","10","923","19230011"
"91","","","","","","","0","","923","19230012"
"93","","0","","","","","0.5","","923","19230013"
"3","0","20_kasumi_cool_in","20_kasumi_cool_surprise","","1","0.2","115711","0","923","19230014"
"3","0","20_kasumi_cool_in","20_kasumi_cool_loop","","1","0.2","3","0","923","19230015"
"21","","vo_fpc_22301","0","","","","vo_fpc","0","923","19230016"
"11","0","ここメルクリゾートではプールサイドで\nたい焼きを売る怪人の噂がある。","1","0.5","0","0","115711","10","923","19230017"
"91","","","","","","","0","","923","19230018"
"93","","0","","","","","0.5","","923","19230019"
"21","","vo_fpc_22302","0","","","","vo_fpc","0","923","19230020"
"11","0","フードコートで売っているのであれば\n何ら違和感はないけれど。","1","0.5","0","0","115711","10","923","19230021"
"91","","","","","","","0","","923","19230022"
"93","","0","","","","","0.5","","923","19230023"
"3","","20_kasumi_cool_sad","","","","0.2","115711","1","923","19230024"
"3","","20_kasumi_cool_loop","","","","0.2","3","1","923","19230025"
"21","","vo_fpc_22303","0","","","","vo_fpc","0","923","19230026"
"11","0","…濡れやすいプールエリアで売る\nなんて常人の思考では考えられない。","1","0.5","0","0","115711","10","923","19230027"
"91","","","","","","","0","","923","19230028"
"93","","0","","","","","0.5","","923","19230029"
"3","","20_kasumi_cool_anger","","","","0.2","115711","1","923","19230030"
"3","","20_kasumi_cool_loop","","","","0.2","3","1","923","19230031"
"21","","vo_fpc_22304","0","","","","vo_fpc","0","923","19230032"
"11","0","しかもたい焼きの中身は虹色で、\n極上の味だというじゃないか。","1","0.5","0","0","115711","10","923","19230033"
"91","","","","","","","0","","923","19230034"
"93","","0","","","","","0.5","","923","19230035"
"3","","20_kasumi_doya_normal2","","","","0.2","115711","1","923","19230036"
"3","","20_kasumi_doya_normal2","","","","0.2","3","1","923","19230037"
"21","","vo_fpc_22305","0","","","","vo_fpc","0","923","19230038"
"11","0","幻のたい焼き売りの姿を見ると\n幸せになれるだなんて話も聞いたよ。","1","0.5","0","0","115711","10","923","19230039"
"91","","","","","","","0","","923","19230040"
"93","","0","","","","","0.5","","923","19230041"
"3","0","20_kasumi_approach_in","20_kasumi_approach_loop","","1","0.3","115711","0","923","19230042"
"3","0","20_kasumi_approach_in","20_kasumi_approach_loop","","1","0.3","3","0","923","19230043"
"21","","vo_fpc_22306","0","","","","vo_fpc","0","923","19230044"
"11","0","プールサイドで\nたい焼きを売る怪人、か。","1","0.5","0","0","115711","10","923","19230045"
"91","","","","","","","0","","923","19230046"
"93","","0","","","","","0.5","","923","19230047"
"3","","20_kasumi_thinking","","","","0.2","115711","1","923","19230048"
"3","","20_kasumi_thinking","","","","0.2","3","1","923","19230049"
"21","","vo_fpc_22307","0","","","","vo_fpc","0","923","19230050"
"11","0","果たして、そんな人物が、\n実在するのであろうか…","1","0.5","0","0","115711","10","923","19230051"
"91","","","","","","","0","","923","19230052"
"93","","0","","","","","0.5","","923","19230053"
"3","","20_kasumi_walk","","","","0.2","115711","1","923","19230054"
"3","","20_kasumi_walk","","","","0.2","3","1","923","19230055"
"2","","750","4.41176470588235","","0","","115711","-15","923","19230056"
"2","","750","4.41176470588235","","0","","3","-15","923","19230057"
"91","","","","","","","0","","923","19230058"
"1","0","107511","-910","41_pekorine_swim_loop","-180","1.75","1","23","941","19410001"
"1","0","107611","-800","cmn_float","-180","1.75","1","22","941","19410002"
"5","0","22","-1000","41_kyaru_floatRing","-180","1.75","22","22","941","19410003"
"31","","1075111","-180","","1","1","1","-890","941","19410004"
"31","","1075114","-180","","1","0","14","0","941","19410005"
"31","","107611","-180","","1","1","4","-800","941","19410006"
"31","","22","-180","","1","1","126","-830","941","19410007"
"31","","105","-180","","1","0","105","140","941","19410008"
"31","","108","40","","1","0","108","320","941","19410009"
"31","","1001","-110","","1","0","1001","-160","941","19410010"
"23","","se_fpc_water_random","","","","1","se_10053800","1","941","19410011"
"91","","0","","","","","19410010","","941","19410012"
"2","","-150","5","","12","","22","-180","941","19410013"
"33","","-10","5","","12","","22","-180","941","19410014"
"91","","","","","","","0","","941","19410015"
"21","","vo_fpc_30101","0","","","","vo_fpc","","941","19410016"
"11","0","は～…たまにはこうやって\nのんびりするのも悪くないわね～","1","1","0","0","22","6","941","19410017"
"91","","0","","","","","0","","941","19410018"
"2","","0","4.52941176470588","","0","","107511","-180","941","19410019"
"33","","0","4.52941176470588","","0","","1075111","-180","941","19410020"
"2","","0","4.52941176470588","","12","","22","-180","941","19410021"
"33","","140","4.52941176470588","","12","","22","-180","941","19410022"
"93","","0","","","","","1.5","","941","19410023"
"21","","vo_fpc_30102","0","","","","vo_fpc","","941","19410024"
"11","0","キャールーちゃーん！\nえいっ！","1","1","0","0","107511","6","941","19410025"
"91","","","","","","","19410019","","941","19410026"
"32","","0","","","","","1075111","","941","19410027"
"32","","1","","","","","1075114","","941","19410028"
"3","0.1","41_pekorine_hug","41_pekorine_hug_loop","","1","0.1","107511","0","941","19410029"
"3","0.1","41_kyaru_surprise","41_kyaru_surprise_loop","","1","0.1","22","0","941","19410030"
"93","","0","","","","","0.6","","941","19410031"
"32","","1","","","","","105","","941","19410032"
"93","","0","","","","","0.6","","941","19410033"
"32","","0","","","","","105","","941","19410034"
"91","","","","","","","19410025","","941","19410035"
"2","","-300","2.94117647058824","","12","","107611","-180","941","19410036"
"33","","-300","2.94117647058824","","12","","107611","-180","941","19410037"
"21","","vo_fpc_30103","0","","","","vo_fpc","","941","19410038"
"11","0","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","1","1","0","0","22","9","941","19410039"
"91","","0","","","","","0","","941","19410040"
"91","","","","","","","19410036","","941","19410041"
"32","","1","","","","","105","","941","19410042"
"3","","41_pekorine_shake","","","","0.1","107511","1","941","19410043"
"3","","41_kyaru_shake","","","","0.1","22","1","941","19410044"
"21","","vo_fpc_30104","0","","","","vo_fpc","","941","19410045"
"3","","41_kokkoro_float_loop","","","","0.1","107611","1","941","19410046"
"11","0","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","1","1","0","0","107611","8","941","19410047"
"91","","0","","","","","0","","941","19410048"
"21","","vo_fpc_30105","0","","","","vo_fpc","","941","19410049"
"11","0","あ、ダメ…\nもう、げん…かい…","1","1","0","0","22","10","941","19410050"
"91","","0","","","","","0","","941","19410051"
"3","","41_kyaru_drown","","","","0.2","22","0","941","19410052"
"3","","41_pekorine_shake","","","","0.2","107511","1","941","19410053"
"93","","0","","","","","0.2","","941","19410054"
"23","","se_10053800_941_bishokuden","","","","1","se_10053800","0","941","19410055"
"93","","0","","","","","0.8","","941","19410056"
"3","0.1","41_kokkoro_surprise","41_kokkoro_surprise_loop","","1","0.1","107611","0","941","19410057"
"93","","0","","","","","0.5","","941","19410058"
"32","","1","","","","","108","","941","19410059"
"93","","0","","","","","2.5","","941","19410060"
"3","0.1","41_kyaru_drown_loop","","","","0.1","22","1","941","19410061"
"3","0.1","41_pekorine_notice","41_pekorine_notice_loop","","1","0.1","107511","0","941","19410062"
"32","","0","","","","","105","","941","19410063"
"32","","0","","","","","22","","941","19410064"
"21","","vo_fpc_30106","0","","","","vo_fpc","","941","19410065"
"11","0","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","1","1","0","0","107511","11","941","19410066"
"91","","0","","","","","0","","941","19410067"
"21","","vo_fpc_30107","0","","","","vo_fpc","","941","19410068"
"11","0","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","1","1","0","0","107611","10","941","19410069"
"93","","0","","","","","2.1","","941","19410070"
"3","0.1","41_kokkoro_action","41_kokkoro_action_loop","","1","0.1","107611","0","941","19410071"
"32","","1","","","","","1001","","941","19410072"
"3","0.1","41_pekorine_flutterKick_floatRing_in","cmn_swm_flutterKick_floatRing","","1","0","107511","0","941","19410073"
"3","","41_kyaru_flutterKick_floatRing","","","","0.1","22","1","941","19410074"
"2","","1000","4.52488687782805","","0","","107511","-180","941","19410075"
"32","","1","","","","","1075111","","941","19410076"
"32","","0","","","","","1075114","","941","19410077"
"33","","1000","4.52488687782805","","0","","1075111","-180","941","19410078"
"2","","1000","4.52488687782805","","0","","22","-180","941","19410079"
"2","","1000","5.88235294117647","","0","","107611","-180","941","19410080"
"33","","1000","5.88235294117647","","0","","107611","-180","941","19410081"
"33","","1140","5.88235294117647","","0","","1001","-110","941","19410082"
"91","","","","","","","19410081","","941","19410083"
"1","0","113211","-1060","42_anna_idle","-250","1.75","1","33","942","19420001"
"1","0","127111","-920","42_shinobu_idle","-250","1.75","1","33","942","19420002"
"5","0","2","-1000","42_boat_idle","-250","1.75","2","32","942","19420003"
"31","","107","0","","1","0","107","0","942","19420004"
"31","","106","-250","","1","1","106","-1000","942","19420005"
"13","","47","","","","","113211","","942","19420006"
"13","","47","","","","","127111","","942","19420007"
"23","","se_fpc_water_random","","","","1","se_10053800","1","942","19420008"
"91","","0","","","","","19420007","","942","19420009"
"2","","-60","5.88235294117647","","12","","113211","-250","942","19420010"
"2","","80","5.88235294117647","","12","","127111","-250","942","19420011"
"2","","0","5.88235294117647","","12","","2","-250","942","19420012"
"33","","0","5.88235294117647","","12","","106","-250","942","19420013"
"91","","","","","","","","","942","19420014"
"3","","42_anna_doyatalk","","","","0.2","113211","1","942","19420015"
"3","","42_shinobu_idle","","","","0.2","127111","1","942","19420016"
"3","","42_boat_idle","","","","0.2","2","1","942","19420017"
"21","","vo_fpc_30201","0","","","","vo_fpc","","942","19420018"
"11","0","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","1","1","0","0","113211","6","942","19420019"
"91","","0","","","","","0","","942","19420020"
"3","","42_anna_doyatalk","","","","0.2","113211","1","942","19420021"
"3","0.1","42_shinobu_idle2talk","42_shinobu_talk","","1","0.2","127111","0","942","19420022"
"3","","42_boat_idle","","","","0.2","2","1","942","19420023"
"21","","vo_fpc_30202","0","","","","vo_fpc","","942","19420024"
"11","0","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","1","1","0","0","127111","7","942","19420025"
"91","","0","","","","","0","","942","19420026"
"3","0.1","42_shinobu_talk2idle","42_shinobu_idle","","1","0.2","127111","0","942","19420027"
"3","0.1","42_anna_doya2idle","42_anna_idle","","1","0.2","113211","0","942","19420028"
"3","","42_boat_idle","","","","0.2","2","1","942","19420029"
"21","","vo_fpc_30203","0","","","","vo_fpc","","942","19420030"
"11","0","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","1","0.5","0","0","113211","7","942","19420031"
"91","","0","","","","","0","","942","19420032"
"21","","vo_fpc_30204","0","","","","vo_fpc","","942","19420033"
"11","0","（冥風戦記のいいネタに\nなるかもしれないからな！）","1","1","0","0","113211","10","942","19420034"
"91","","0","","","","","0","","942","19420035"
"3","","42_anna_idle","","","","0.2","113211","1","942","19420036"
"3","0.1","42_shinobu_idle2talk","42_shinobu_talk","","1","0.2","127111","0","942","19420037"
"3","","42_boat_idle","","","","0.2","2","1","942","19420038"
"21","","vo_fpc_30205","0","","","","vo_fpc","","942","19420039"
"11","0","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","1","0.5","0","0","127111","6","942","19420040"
"91","","0","","","","","0","","942","19420041"
"3","","42_anna_idle","","","","0.2","113211","1","942","19420042"
"3","0.1","42_shinobu_talk2horror","42_shinobu_horror","","1","0.2","127111","0","942","19420043"
"3","","42_boat_idle","","","","0.2","2","1","942","19420044"
"32","","1","","","","","107","","942","19420045"
"21","","vo_fpc_30206","0","","","","vo_fpc","","942","19420046"
"11","0","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","1","1","0","0","127111","5","942","19420047"
"93","","0","","","","","6.5","","942","19420048"
"93","","0","","","","","1.5","","942","19420049"
"91","","0","","","","","19420047","","942","19420050"
"3","","42_shinobu_horror","","","","0.1","127111","1","942","19420051"
"3","","42_anna_scared","","","","0.1","113211","1","942","19420052"
"3","","42_boat_idle","","","","0.1","2","1","942","19420053"
"21","","vo_fpc_30207","0","","","","vo_fpc","","942","19420054"
"11","0","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","1","1.5","0","0","113211","6","942","19420055"
"93","","0","","","","","9.13333333333333","","942","19420056"
"93","","0","","","","","1.5","","942","19420057"
"91","","0","","","","","19420055","","942","19420058"
"2","","940","4.52488687782805","","","","113211","-250","942","19420059"
"2","","1080","4.52488687782805","","","","127111","-250","942","19420060"
"2","","1000","4.52488687782805","","","","2","-250","942","19420061"
"33","","1000","4.52488687782805","","","","106","-250","942","19420062"
"91","","","","","","","0","","942","19420063"
"1","0","122511","-850","cmn_float","-180","1.75","1","23","943","19430001"
"1","0","117411","-800","43_tsumugi_deredere","-125","1.75","1","13","943","19430002"
"5","0","11","-1675","cmn_float_item_09_Ball","-125","1.75","1","12","943","19430003"
"5","0","12","-850","cmn_floatRing_pink","-250","1.75","1","32","943","19430004"
"5","0","13","-2500","cmn_floatRing_blue","-250","1.75","1","32","943","19430005"
"31","","1225114","-180","","1","1","8","-850","943","19430006"
"31","","1174114","-125","","1","1","5","-800","943","19430007"
"31","","411","-125","","1","1","5","-1675","943","19430008"
"31","","412","-250","","1","1","4","-850","943","19430009"
"31","","413","-250","","1","1","4","-2500","943","19430010"
"31","","1101","-125","","1","0","110","-350","943","19430011"
"23","","se_fpc_water_random","","","","1","se_10053800","1","943","19430012"
"91","","","","","","","19430011","","943","19430013"
"2","","2450","24.2647058823529","","","","12","-250","943","19430014"
"33","","2450","24.2647058823529","","","","412","-250","943","19430015"
"2","","1625","24.2647058823529","","","","11","-125","943","19430016"
"33","","1625","24.2647058823529","","","","411","-125","943","19430017"
"2","","800","24.2647058823529","","","","13","-250","943","19430018"
"33","","800","24.2647058823529","","","","413","-250","943","19430019"
"93","","0","","","","","2","","943","19430020"
"2","","0","6.25","","12","","122511","-180","943","19430021"
"33","","0","6.25","","12","","1225114","-180","943","19430022"
"91","","","","","","","19430021","","943","19430023"
"21","","vo_fpc_30301","0","","","","vo_fpc","","943","19430024"
"11","0","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","1","1","0","0","122511","7","943","19430025"
"91","","","","","","","0","","943","19430026"
"2","","-350","6.92307692307692","","12","","117411","-125","943","19430027"
"33","","-350","6.92307692307692","","12","","1174114","-125","943","19430028"
"21","","vo_fpc_30302","0","","","","vo_fpc","","943","19430029"
"11","0","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","1","1","0","0","122511","6","943","19430030"
"91","","","","","","","0","","943","19430031"
"91","","","","","","","19430028","","943","19430032"
"21","","vo_fpc_30303","0","","","","vo_fpc","","943","19430033"
"11","0","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","1","1","0","0","117411","7","943","19430034"
"91","","","","","","","0","","943","19430035"
"3","0.1","43_rei_notice_in","43_rei_notice_loop","","1","0.1","122511","0","943","19430036"
"21","","vo_fpc_30304","0","","","","vo_fpc","","943","19430037"
"11","0","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","1","0.5","0","0","122511","5","943","19430038"
"91","","","","","","","0","","943","19430039"
"32","","1","","","","","1101","","943","19430040"
"32","","0","","","","","1174114","","943","19430041"
"3","0.1","43_rei_turn","43_rei_aseri","","1","0.1","122511","0","943","19430042"
"3","","43_tsumugi_hide","","","","0.1","117411","0","943","19430043"
"93","","0","","","","","3","","943","19430044"
"3","0.1","43_tsumugi_appear","43_tsumugi_deredere","","1","0.1","117411","0","943","19430045"
"93","","0","","","","","1","","943","19430046"
"32","","0","","","","","1101","","943","19430047"
"32","","1","","","","","1174114","","943","19430048"
"21","","vo_fpc_30305","0","","","","vo_fpc","","943","19430049"
"11","0","誰もいなかったな…\nいや…そこ！","1","0.5","0","0","122511","6","943","19430050"
"91","","","","","","","0","","943","19430051"
"32","","1","","","","","1101","","943","19430052"
"32","","0","","","","","1174114","","943","19430053"
"3","0.1","43_rei_turn","43_rei_aseri_2","","1","0.1","122511","0","943","19430054"
"3","","43_tsumugi_hide","","","","0.1","117411","0","943","19430055"
"93","","0","","","","","3","","943","19430056"
"3","0.1","43_tsumugi_appear","43_tsumugi_deredere","","1","0.1","117411","0","943","19430057"
"93","","0","","","","","1","","943","19430058"
"32","","0","","","","","1101","","943","19430059"
"32","","1","","","","","1174114","","943","19430060"
"21","","vo_fpc_30306","0","","","","vo_fpc","","943","19430061"
"11","0","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","1","1","0","0","122511","5","943","19430062"
"91","","","","","","","0","","943","19430063"
"2","","850","3.84615384615385","","","","122511","-180","943","19430064"
"33","","850","3.84615384615385","","","","1225114","-180","943","19430065"
"2","","0","2.57352941176471","","12","","117411","-125","943","19430066"
"33","","0","2.57352941176471","","12","","1174114","-125","943","19430067"
"91","","","","","","","0","","943","19430068"
"21","","vo_fpc_30307","0","","","","vo_fpc","","943","19430069"
"11","0","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","1","1","0","0","117411","6","943","19430070"
"91","","","","","","","0","","943","19430071"
"2","","850","3.84615384615385","","","","117411","-125","943","19430072"
"33","","850","3.84615384615385","","","","1174114","-125","943","19430073"
"91","","","","","","","0","","943","19430074"
"1","0","107911","800","44_tamaki_in","-15","1.4875","1","12","944","19440001"
"5","0","3","800","44_tamaki_in","-15","1.4875","3","13","944","19440002"
"1","0","126811","-1000","44_yukari_idle","-250","1.75","1","33","944","19440003"
"5","0","2","-1000","cmn_boat_idle","-250","1.75","2","32","944","19440004"
"1","0","108011","-800","44_mifuyu_run","-15","1.4875","1","12","944","19440005"
"31","","126811","-250","","1","1","101","-1000","944","19440006"
"31","","1004","140","","1","0","1004","-560","944","19440007"
"23","","se_fpc_water_random","","","","1","se_10053800","1","944","19440008"
"91","","0","","","","","19440007","","944","19440009"
"2","","300","2.26244343891403","","","","107911","-15","944","19440010"
"2","","300","2.26244343891403","","","","3","-15","944","19440011"
"91","","","","","","","","","944","19440012"
"3","0.1","44_tamaki_sale","44_tamaki_sale_loop","","1","0.1","107911","","944","19440013"
"3","0.1","44_tamaki_sale","44_tamaki_sale_loop","","1","0.1","3","","944","19440014"
"21","","vo_fpc_30401","0","","","","vo_fpc","","944","19440015"
"11","0","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","1","1","0","0","107911","6","944","19440016"
"91","","","","","","","0","","944","19440017"
"2","","-100","5.29411764705882","","12","","126811","-250","944","19440018"
"2","","-100","5.29411764705882","","12","","2","-250","944","19440019"
"33","","-100","5.29411764705882","","12","","126811","-250","944","19440020"
"91","","","","","","","","","944","19440021"
"3","0.1","44_tamaki_present","44_tamaki_present_loop","","1","0.1","107911","0","944","19440022"
"3","0.1","44_tamaki_present","44_tamaki_present_loop","","1","0.1","3","0","944","19440023"
"21","","vo_fpc_30402","0","","","","vo_fpc","","944","19440024"
"11","0","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","1","1","0","0","107911","8","944","19440025"
"91","","","","","","","0","","944","19440026"
"3","0.1","44_yukari_notice","44_yukari_notice_loop","","1","0.2","126811","0","944","19440027"
"3","","cmn_boat_idle","","","","0.2","2","1","944","19440028"
"21","","vo_fpc_30403","0","","","","vo_fpc","","944","19440029"
"11","0","あら、タマキさんじゃない。\nこんなところで何やってるの？","1","1","0","0","126811","10","944","19440030"
"91","","","","","","","0","","944","19440031"
"21","","vo_fpc_30404","0","","","","vo_fpc","","944","19440032"
"11","0","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","1","1","0","0","107911","10","944","19440033"
"91","","","","","","","0","","944","19440034"
"3","0.1","44_tamaki_present2sale","44_tamaki_sale_loop","","1","0.1","107911","0","944","19440035"
"3","0.1","44_tamaki_present2sale","44_tamaki_sale_loop","","1","0.1","3","0","944","19440036"
"21","","vo_fpc_30405","0","","","","vo_fpc","","944","19440037"
"11","0","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","1","1","0","0","107911","10","944","19440038"
"91","","","","","","","0","","944","19440039"
"3","0.1","44_yukari_worry","44_yukari_worry_loop","","1","0.2","126811","0","944","19440040"
"3","","cmn_boat_idle","","","","0.2","2","1","944","19440041"
"21","","vo_fpc_30406","0","","","","vo_fpc","","944","19440042"
"11","0","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","1","1","0","0","126811","7","944","19440043"
"91","","","","","","","0","","944","19440044"
"21","","vo_fpc_30407","0","","","","vo_fpc","","944","19440045"
"11","0","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","1","0.5","0","0","107911","8","944","19440046"
"91","","","","","","","0","","944","19440047"
"32","","1","","","","","1004","","944","19440048"
"93","","0","","","","","1","","944","19440049"
"3","0.1","44_tamaki_surprise","44_tamaki_run","","1","0.1","107911","0","944","19440050"
"3","0.1","44_tamaki_surprise","44_tamaki_run","","1","0.1","3","0","944","19440051"
"3","0.1","44_tamaki_surprise","44_tamaki_run","","1","0.1","3","0","944","19440052"
"21","","vo_fpc_30408","0","","","","vo_fpc","","944","19440053"
"11","0","ズラかるにゃー！","1","1","0","0","107911","10","944","19440054"
"93","","0","","","","","0.8","","944","19440055"
"2","","800","1.74034110685694","","","","107911","-15","944","19440056"
"2","","800","1.74034110685694","","","","3","-15","944","19440057"
"2","","800","4.82654600301659","","","","108011","-15","944","19440058"
"33","","800","4.82654600301659","","","","1004","-15","944","19440059"
"93","","0","","","","","0.8","","944","19440060"
"21","","vo_fpc_30409","0","","","","vo_fpc","","944","19440061"
"11","0","無許可営業は取り締まり対象よ！\n待ちなさい！","1","0.5","0","0","108011","15","944","19440062"
"91","","","","","","","19440058","","944","19440063"
"21","","vo_fpc_30410","0","","","","vo_fpc","","944","19440064"
"11","0","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","1","1.5","0","0","126811","7","944","19440065"
"93","","1","","","","","11.6571428571429","","944","19440066"
"3","0.1","44_yukari_smile","44_yukari_smile_loop","","1","0.2","126811","0","944","19440067"
"3","","cmn_boat_idle","","","","0.2","2","1","944","19440068"
"93","","0","","","","","1.5","","944","19440069"
"91","","","","","","","19440065","","944","19440070"
"2","","1000","4.97737556561086","","","","126811","-250","944","19440071"
"2","","1000","4.97737556561086","","","","2","-250","944","19440072"
"33","","1000","4.97737556561086","","","","126811","-250","944","19440073"
"91","","","","","","","0","","944","19440074"
"1","0","122611","-1150","45_yui_cmn_swm_tread","-180","1.75","1","23","945","19450001"
"1","0","110411","-800","45_makoto_idle","-125","1.75","1","12","945","19450002"
"5","0","23","-250","empty","-180","1.75","23","32","945","19450003"
"5","0","1","-1150","cmn_swm_tread_pink","-180","1.75","1","22","945","19450004"
"31","","1226113","-180","","1","1","3","-1150","945","19450005"
"31","","1104111","-125","","1","1","4","-770","945","19450006"
"31","","117","-125","","1","0","117","150","945","19450007"
"31","","111","-180","","1","0","111","-250","945","19450008"
"23","","se_fpc_water_random","","","","1","se_10053800","1","945","19450009"
"91","","0","","","","","19450008","","945","19450010"
"2","","150","5.58823529411765","","12","","110411","-125","945","19450011"
"33","","180","5.58823529411765","","12","","1104111","-125","945","19450012"
"2","","-200","5.58823529411765","","12","","122611","-180","945","19450013"
"2","","-200","5.58823529411765","","12","","1","-180","945","19450014"
"33","","-200","5.58823529411765","","12","","1226113","-180","945","19450015"
"91","","","","","","","19450015","","945","19450016"
"3","","45_yui_idle","","","","0.1","122611","1","945","19450017"
"3","","45_yui_idle","","","","0.1","1","1","945","19450018"
"3","","45_makoto_talk","","","","0.1","110411","1","945","19450019"
"21","","vo_fpc_30501","0","","","","vo_fpc","","945","19450020"
"11","0","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","1","1","0","0","110411","10","945","19450021"
"91","","","","","","","0","","945","19450022"
"21","","vo_fpc_30502","0","","","","vo_fpc","","945","19450023"
"11","0","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","1","1","0","0","122611","7","945","19450024"
"91","","","","","","","0","","945","19450025"
"21","","vo_fpc_30503","0","","","","vo_fpc","","945","19450026"
"11","0","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","1","1","0","0","110411","7","945","19450027"
"91","","","","","","","0","","945","19450028"
"3","0.1","45_makoto_talk_surprise","45_makoto_talk_surprise_loop","","1","0.1","110411","0","945","19450029"
"3","0.1","45_yui_shy_in","45_yui_shy_loop","","1","0.1","122611","0","945","19450030"
