d4638c59d3d6083440b7af418a2e18b1a5f0c60cef7dd3aa13dc1a10b37132ee,481478f3e31948d6f2e8f3f25e8af95b13e0e8efcdc651f876bfba66f53e4057,338fecdc4b8e68d89e2431bc6191941c4515696b03456dd5a38aec036f1d9fe1,09a041c89230e438ae9953b2c0a0eb8ab3c1998996018f3245571adc2a129a43,63cf5a06dc100f55840cf540b917d736bc8e2e8f39e942eaab55a41fd975d3cb,ee087a1cc5439e62a97921e84957b6269dc021b565b074d1137010d5d0d77506,beeb9126e2ee0f773175674aba9a82731bb5ddcaa286e20f13182e698c4274d3,a296aaef3724785261f39a70505315c28ab4827aef73806f0931b68f94f98aba,bb95be496a1519bfff22bb5b974d7267cd66b8d118732d1d17e8e3bc7aab7d38,47bc91d1353515c88563cd57d44ea3d66fc50af702739e92d447956389e21697,42fe8553844eb60a3c17ff5ae8dcb6aae95a71aabf3679a23491674510beadc9,2a40ce941a7bf52845af125730ab2245172a6c4ddc3b6f1a96a7bc812420a0ec
"60702","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60711","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60712","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60713","0","2030/04/24 14:59:59","0","16","1","0","カルミナサマーライブのグッズを獲得するのに必要なメダル。","2015/12/17 15:00:00","カルミナメダル","0","9999"
"60721","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60722","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60731","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60732","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60741","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60742","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60751","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60752","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60761","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60762","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60771","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60772","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60781","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60782","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60791","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60792","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60793","0","2030/04/24 14:59:59","0","16","1","0","ミニゲームで使用するアイテム。","2015/12/17 15:00:00","エリザベスパークの新鮮牛乳＆卵","0","9999"
"60801","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60802","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60811","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60812","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60821","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60822","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60831","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（前編専用）","0","9999"
"60832","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（前編専用）","0","9999"
"60841","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（後編専用）","0","9999"
"60842","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（後編専用）","0","9999"
"60851","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60852","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60871","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60872","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60881","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60882","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60891","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60892","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60901","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60902","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60911","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60912","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60921","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60922","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60931","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60932","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60941","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60942","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60951","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60952","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60961","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60962","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60971","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60972","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60981","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60982","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"60991","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"60992","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61001","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61002","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61011","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61012","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61021","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61022","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61031","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61032","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61041","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61042","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61051","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61052","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61061","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61062","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61071","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61072","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61081","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61082","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61091","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（前編専用）","0","9999"
"61092","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（前編専用）","0","9999"
"61101","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（後編専用）","0","9999"
"61102","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（後編専用）","0","9999"
"61111","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（前編専用）","0","9999"
"61112","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（前編専用）","0","9999"
"61121","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（後編専用）","0","9999"
"61122","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（後編専用）","0","9999"
"61131","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61132","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61141","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61142","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61151","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61152","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61161","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61162","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61171","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61172","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61181","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61182","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61191","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61192","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61201","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61202","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61211","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61212","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61221","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61222","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61231","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61232","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61241","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61242","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61251","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61252","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61261","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61262","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61271","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61272","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61281","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61282","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61291","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61292","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61301","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61302","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61311","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61312","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61321","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61322","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61331","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61332","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61341","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61342","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61351","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（前編専用）","0","9999"
"61352","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（前編専用）","0","9999"
"61361","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（後編専用）","0","9999"
"61362","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（後編専用）","0","9999"
"61371","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（前編専用）","0","9999"
"61372","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（前編専用）","0","9999"
"61381","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット（後編専用）","0","9999"
"61382","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証（後編専用）","0","9999"
"61391","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61392","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61401","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61402","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61411","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61412","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61421","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61422","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61431","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61432","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61441","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61442","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61451","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61452","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61461","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61462","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61471","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61472","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61481","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61482","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
"61491","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2015/12/17 15:00:00","ボスチケット","0","9999"
"61492","0","2030/04/24 14:59:59","0","13","1","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2015/12/17 15:00:00","討伐証","0","9999"
