061a870dc31789256e9bb561f05f131bcd00281c21bce1a885394f1b6f728011,4e52dcad9e1f7a2c6a909508807b10474b78ab15480995b72828c5eccb7904ae,7df8f751e9f081aac29534d08f1bb929d009c8689904a0c4708599eca6455bd8,527835777fd691a38fe7d0ab61679a913a912fa692ece50b09df48f5fe7b3ca3,e8ea3ba20cd7c3314064fe1dc2c22269a5f78db7fcbb12b10457ed1e9dea300a,f305962c297c680ae98e22de76d459517345cddf9e0d066f8fd89bd8a14bfddf,6d241e14da77b77efd293c2d2d0bded1cdb4edcfa655d9a958c2451ff814ed7f,303da7c3e5ee1d2e146a1772a59b6e4919a5217896ebf9ac68ce4c5b7a288602,e94bb96d0f7114925060c4ba1e500398f9aa834ec529a9a4caa68a6d6796b1ba,b9c53e39e9352a22677bd82a9b9f589ed153dcff69733bc61e8599780073469a,5816e0fac182e7da658527ec8d2eed66d78a94c9c006287a2e300becf2a55fd3
"68071","106011","0.2","0","1","","3","0","surprise3_in_anger2","5146068","surprise3_loop_anger2"
"68072","1060","0.2","0","1","","3","0","surprise3_in_anger2","5146068","surprise3_loop_anger2"
"68073","vo_apg","","0","","","21","","vo_apg_0808","5146068","0"
"68074","106011","0","10","1","0","11","0","ハンドルとドーナツ間違えんな～っ！","5146068","1"
"68075","0","","","","","91","","","5146068",""
"68076","106011","","","","","4","","0","5146068",""
"68077","1060","","","","","4","","0","5146068",""
"68078","106011","0.2","1","","","3","","surprise3_loop_surprise_slow","5146068",""
"68079","1060","0.2","1","","","3","","surprise3_loop_surprise_slow","5146068",""
"68080","105811","0.2","0","1","","3","0","peko_slurp_in","5146068","peko_slurp_loop"
"68081","1058","0.2","0","1","","3","0","peko_slurp_in","5146068","peko_slurp_loop"
"68082","130911","0.2","0","1","","3","0","takeout_in","5146068","takeout_talk"
"68083","97","0.2","0","1","","3","0","takeout_in","5146068","takeout_talk"
"68084","vo_apg","","0","","","21","","vo_apg_0809","5146068","0"
"68085","130911","0","10","1","0","11","0","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","5146068","1"
"68086","0","","","","","91","","","5146068",""
"68087","130911","0.2","1","","","3","","takeout_idle","5146068",""
"68088","97","0.2","1","","","3","","takeout_idle","5146068",""
"68089","105811","0.2","1","","","3","","peko_slurp_loop","5146068",""
"68090","1058","0.2","1","","","3","","peko_slurp_loop","5146068",""
"68091","106011","0.2","0","1","","3","0.2","cool_idle_jitome","5146068","cool_talk_jitome"
"68092","1060","0.2","0","1","","3","0.2","cool_idle_jitome_in","5146068","cool_talk_jitome"
"68093","vo_apg","","0","","","21","","vo_apg_0810","5146068","0"
"68094","106011","0","10","1","0","11","0","……\nドーナツはドーナツなのね…","5146068","1"
"68095","0","","","","","91","","","5146068",""
"68096","68097","","","","","101","","","5146068",""
"68097","0","","","","","22","","0.2","5146068",""
"69001","1","1.8","100","-278","riri_idle","1","0","131311","5146069","-225"
"69002","5","1.8","101","-278","riri_idle","5","0","1313","5146069","-225"
"69003","1","1.8","103","-288","idle_normal","1","0","131411","5146069","-385"
"69004","2","1.8","104","-288","idle_normal","5","0","1314","5146069","-385"
"69005","1","1.8","106","-278","joy_idle_noface","1","1","130911","5146069","225"
"69006","1","1.8","107","-278","joy_idle_kururu","5","1","98","5146069","225"
"69007","131311","","","","","13","","200","5146069",""
"69008","131411","","","","","13","","203","5146069",""
"69009","130911","","","","","13","","206","5146069",""
"69010","9","0.85","15","-174","idle","5","0","9","5146069","0"
"69011","22","1","210","12","empty","5","0","22","5146069","-307"
"69012","21","1","60","153","empty","5","0","21","5146069","0"
"69013","1","1","0","1","","31","","1","5146069","0"
"69014","0","","","","","91","","0","5146069",""
"69015","0","","0","","","102","","0","5146069",""
"69016","1","","","","","93","","0","5146069",""
"69017","131311","0.2","1","","","3","","riri_talk_noface","5146069",""
"69018","1313","0.2","1","","","3","","riri_talk_noface","5146069",""
"69019","131411","0.2","1","","","3","","idle_normal_surprise_lookupS","5146069",""
"69020","1314","0.2","1","","","3","","idle_normal_surprise_lookupS","5146069",""
"69021","vo_apg","","0","","","21","","vo_apg_0901","5146069","0"
"69022","131311","0","10","1","0","11","0","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","5146069","1"
"69023","0","","","","","91","","","5146069",""
"69024","131311","0.2","1","","","3","","riri_idle_lookup","5146069",""
"69025","1313","0.2","1","","","3","","riri_idle_lookup","5146069",""
"69026","21","0","0","","","3","","coffee_2_in","5146069",""
"69027","se_10055900","","0","","","23","","se_10055900_photo","5146069",""
"69028","0.1","","","","","93","","0","5146069",""
"69029","131411","0.2","0","1","","3","0.2","idle_normal_surprise_lookup","5146069","talk_normal_joy_lookup"
"69030","1314","0.2","0","1","","3","0.2","idle_normal_surprise_lookup","5146069","talk_normal_joy_lookup"
"69031","vo_apg","","0","","","21","","vo_apg_0902","5146069","0"
"69032","131411","0","10","1","0","11","0","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","5146069","1"
"69033","0","","","","","91","","","5146069",""
"69034","131311","0.2","1","","","3","","riri_idle_surprise","5146069",""
"69035","1313","0.2","1","","","3","","riri_idle_surprise","5146069",""
"69036","131411","0.2","1","","","3","","idle_normal_surprise","5146069",""
"69037","1314","0.2","1","","","3","","idle_normal_surprise","5146069",""
"69038","130911","0.2","0","1","","3","0.2","handsup_to_talk","5146069","talk_normal_joy"
"69039","98","0.2","1","","","3","0.2","handsup","5146069",""
"69040","vo_apg","","0","","","21","","vo_apg_0903","5146069","0"
"69041","130911","0","10","1","0","11","0","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","5146069","1"
"69042","0","","","","","91","","","5146069",""
"69043","130911","0.2","1","","","3","","joy_talk_anger","5146069",""
"69044","vo_apg","","0","","","21","","vo_apg_0904","5146069","0"
"69045","130911","0","10","1","0","11","0","これはですねっ！\n『隠れかばばん君』です♪","5146069","1"
"69046","0","","","","","91","","","5146069",""
"69047","130911","0.2","1","","","3","","joy_idle_doya","5146069",""
"69048","131311","0.2","0","1","","3","0","notice_in_shy","5146069","notice_loop_shy"
"69049","1313","0.2","0","1","","3","0","notice_in_shy","5146069","notice_loop_shy"
"69050","131411","0.2","1","","","3","","surprise_talk_normal","5146069",""
"69051","1314","0.2","1","","","3","","surprise_talk_normal","5146069",""
"69052","vo_apg","","0","","","21","","vo_apg_0905","5146069","0"
"69053","22","0","0","","","3","","0905_in","5146069",""
"69054","1.2","","","","","93","","1","5146069",""
"69055","22","0","0","","","3","","0905_mid","5146069",""
"69056","","","","","","92","","","5146069",""
"69057","22","0","0","","","3","","0905_out","5146069",""
"69058","0.2","","","","","93","","0","5146069",""
"69059","0","","","","","91","","","5146069",""
"69060","131311","0.2","1","","","3","","riri_sad_talk_dead","5146069",""
"69061","1313","0.2","1","","","3","","riri_sad_talk_dead","5146069",""
"69062","131411","0.2","1","","","3","","surprise_idle","5146069",""
"69063","1314","0.2","1","","","3","","surprise_idle","5146069",""
"69064","130911","0.2","1","","","3","","idle_normal_surprise2","5146069",""
"69065","vo_apg","","0","","","21","","vo_apg_0906","5146069","0"
"69066","131311","0","10","1","0","11","0","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","5146069","1"
"69067","0","","","","","91","","","5146069",""
"69068","131311","0.2","1","","","3","","riri_sad_idle","5146069",""
"69069","1313","0.2","1","","","3","","riri_sad_idle","5146069",""
"69070","130911","0.2","0","1","","3","0.2","watawata","5146069","talk_normal_dere"
"69071","98","0.2","0","1","","3","0.2","watawata","5146069","talk_normal_dere"
"69072","vo_apg","","0","","","21","","vo_apg_0907","5146069","0"
"69073","130911","0","10","1","0","11","0","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","5146069","1"
"69074","0","","","","","91","","","5146069",""
"69075","130911","0.2","1","","","3","","idle_normal_noface","5146069",""
"69076","98","0.2","1","","","3","","idle_normal_kururu","5146069",""
"69077","21","0","0","","","3","","coffee_2_out","5146069",""
"69078","131411","0.2","1","","","3","","clear_wish_talk_joy","5146069",""
"69079","1314","0.2","1","","","3","","clear_wish_talk_joy","5146069",""
"69080","vo_apg","","0","","","21","","vo_apg_0908","5146069","0"
"69081","131411","0","10","1","0","11","0","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","5146069","1"
"69082","0","","","","","91","","","5146069",""
"69083","131411","0.2","1","","","3","","clear_wish_idle","5146069",""
"69084","1314","0.2","1","","","3","","clear_wish_idle","5146069",""
"69085","131311","0.2","1","","","3","","guts2_talk_joy3","5146069",""
"69086","1313","0.2","1","","","3","","guts2_talk_joy3","5146069",""
"69087","vo_apg","","0","","","21","","vo_apg_0909","5146069","0"
"69088","131311","0","10","1","0","11","0","はい、リアさん！","5146069","1"
"69089","0","","","","","91","","","5146069",""
"69090","131311","0.2","1","","","3","","riri_idle","5146069",""
"69091","1313","0.2","1","","","3","","riri_idle","5146069",""
"69092","131411","0.2","1","","","3","","clear_wish_idle_normal","5146069",""
"69093","1314","0.2","1","","","3","","clear_wish_idle_normal","5146069",""
"69094","130911","0.2","1","","","3","","talk_normal_anger","5146069",""
"69095","98","0.2","1","","","3","","talk_normal","5146069",""
"69096","vo_apg","","0","","","21","","vo_apg_0910","5146069","0"
"69097","130911","0","10","1","0","11","0","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","5146069","1"
"69098","0","","","","","91","","","5146069",""
"69099","130911","0.2","1","","","3","","idle_normal_noface","5146069",""
"69100","98","0.2","1","","","3","","idle_normal_kururu","5146069",""
"69101","131311","0.2","0","1","","3","0","riri_bow","5146069","idle_normal_joy2"
"69102","1313","0.2","0","1","","3","0","riri_bow","5146069","idle_normal_joy2"
"69103","131411","0.2","0","1","","3","0.2","clear_agree","5146069","idle_normal_joy2"
"69104","1314","0.2","0","1","","3","0.2","clear_agree","5146069","idle_normal_joy2"
"69105","vo_apg","","0","","","21","","vo_apg_0911","5146069","0"
"69106","22","0","0","","","3","","0911_in","5146069",""
"69107","0.9","","","","","93","","1","5146069",""
"69108","22","0","0","","","3","","0911_mid","5146069",""
"69109","","","","","","92","","","5146069",""
"69110","22","0","0","","","3","","0911_out","5146069",""
"69111","0.2","","","","","93","","0","5146069",""
"69112","0","","","","","91","","","5146069",""
"69113","130911","","","","","4","","0","5146069",""
"69114","98","","","","","4","","0","5146069",""
"69115","131311","0.2","1","","","3","","walk_normal_slow","5146069",""
"69116","1313","0.2","1","","","3","","walk_normal_slow","5146069",""
"69117","131411","0.2","1","","","3","","walk_normal_slow","5146069",""
"69118","1314","0.2","1","","","3","","walk_normal_slow","5146069",""
"69119","130911","0.2","1","","","3","","walk_kyapi_slow","5146069",""
"69120","98","0.2","1","","","3","","walk_kyapi_slow","5146069",""
"69121","131311","","-278","0","","2","","-75","5146069","1.5"
"69122","1313","","-278","0","","2","","-75","5146069","1.5"
"69123","131411","","-288","0","","2","","-225","5146069","1.5"
"69124","1314","","-288","0","","2","","-225","5146069","1.5"
"69125","130911","","-278","0","","2","","325","5146069","1.5"
"69126","1.5","","","","","93","","0","5146069",""
"69127","131311","","","","","4","","1","5146069",""
"69128","1313","","","","","4","","1","5146069",""
"69129","130911","","","","","4","","1","5146069",""
"69130","131311","0.2","1","","","3","","idle_normal_surprise","5146069",""
"69131","1313","0.2","1","","","3","","idle_normal_surprise","5146069",""
"69132","131411","0.2","0","1","","3","0","notice_in_dere","5146069","notice_loop_dere"
"69133","1314","0.2","0","1","","3","0","notice_in_dere","5146069","notice_loop_dere"
"69134","130911","0.2","1","","","3","","idle_normal_surprise","5146069",""
"69135","vo_apg","","0","","","21","","vo_apg_0912","5146069","0"
"69136","131411","0","10","1","0","11","0","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","5146069","1"
"69137","0","","","","","91","","","5146069",""
"69138","130911","0.2","0","","","3","","hawawa","5146069",""
"69139","vo_apg","","0","","","21","","vo_apg_0913","5146069","0"
"69140","130911","-30","10","1","0","11","0","はわわっ！？","5146069","1"
"69141","0","","","","","91","","","5146069",""
"69142","130911","0.1","0","","","3","","bowbowbow","5146069",""
"69143","131311","","","","","4","","0","5146069",""
"69144","1313","","","","","4","","0","5146069",""
"69145","131311","0.2","1","","","3","","riri_talk_noervous","5146069",""
"69146","1313","0.2","1","","","3","","riri_talk_noervous","5146069",""
"69147","131411","0.2","0","1","","3","0","clear_smile_in","5146069","clear_smile_idle"
"69148","1314","0.2","0","1","","3","0","clear_smile_in","5146069","clear_smile_idle"
"69149","131311","0","2","0","0","12","0","2","5146069","0"
"69150","131411","0","2","0","0","12","0","2","5146069","0"
"69151","130911","-30","2","0","0","12","0","2","5146069","0"
"69152","2","","","","","93","","0","5146069",""
"69153","69154","","","","","101","","","5146069",""
"69154","0","","","","","22","","0.2","5146069",""
"70001","1","1.8","106","-278","walk_normal_joy","1","1","102111","5146070","0"
"70002","1","1.8","107","-278","idle_normal","5","0","99","5146070","-195"
"70003","1","1.8","108","-278","idle_normal_noface","1","1","130911","5146070","195"
"70004","1","1.8","109","-278","idle_normal_kururu","5","1","98","5146070","195"
"70005","102111","","","","","13","","206","5146070",""
"70006","130911","","","","","13","","208","5146070",""
"70007","10","0.85","15","-174","idle","5","0","10","5146070","0"
"70008","20","1","290","48","empty","5","0","20","5146070","-237"
"70009","1","1","0","1","","31","","1","5146070","0"
"70010","2","1","0","1","","31","","2","5146070","-57.7"
"70011","2","","","","","37","","black","5146070",""
"70012","14","0","-176","1","","31","","14","5146070","-278"
"70013","0","","","","","91","","0","5146070",""
"70014","0","","0","","","102","","0","5146070",""
"70015","0.4","","","","","93","","0","5146070",""
"70016","2","","","","","37","","iris_out","5146070",""
"70017","102111","","-278","0","","2","","-195","5146070","2"
"70018","2","","","","","93","","0","5146070",""
"70019","102111","","","","","4","","0","5146070",""
"70020","102111","0.2","1","","","3","","idle_normal_joy","5146070",""
"70021","99","0.2","1","","","3","","idle_normal_joy","5146070",""
"70022","0.1","","","","","93","","0","5146070",""
"70023","102111","0.2","1","","","3","","wish_talk_noface","5146070",""
"70024","99","0.2","1","","","3","","kurumi_wish_talk","5146070",""
"70025","vo_apg","","0","","","21","","vo_apg_1001","5146070","0"
"70026","102111","0","10","1","0","11","0","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","5146070","1"
"70027","0","","","","","91","","","5146070",""
"70028","102111","0.2","0","1","","3","0.2","notice_in_normal2","5146070","sad_talk_normal"
"70029","99","0.2","0","1","","3","0.2","notice_in","5146070","sad_talk"
"70030","vo_apg","","0","","","21","","vo_apg_1002","5146070","0"
"70031","102111","0","10","1","0","11","0","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","5146070","1"
"70032","0","","","","","91","","","5146070",""
"70033","102111","0.2","1","","","3","","talk_normal_noface","5146070",""
"70034","99","0.2","1","","","3","","kurumi_talk_normal","5146070",""
"70035","vo_apg","","0","","","21","","vo_apg_1003","5146070","0"
"70036","102111","0","10","1","0","11","0","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","5146070","1"
"70037","0","","","","","91","","","5146070",""
"70038","102111","0.2","1","","","3","","idle_normal_noface","5146070",""
"70039","99","0.2","1","","","3","","kurumi_idle_normal","5146070",""
"70040","130911","0.2","1","","","3","","kururu_wish_talk_joy","5146070",""
"70041","98","0.2","1","","","3","","kururu_wish_talk_joy","5146070",""
"70042","vo_apg","","0","","","21","","vo_apg_1004","5146070","0"
"70043","130911","0","10","1","0","11","0","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","5146070","1"
"70044","0","","","","","91","","","5146070",""
"70045","130911","0.2","1","","","3","","kururu_wish_idle_surprise","5146070",""
"70046","98","0.2","1","","","3","","kururu_wish_idle_light","5146070",""
"70047","102111","0.2","1","","","3","","surprise_talk_dere","5146070",""
"70048","99","0.2","1","","","3","","surprise_talk_dere","5146070",""
"70049","vo_apg","","0","","","21","","vo_apg_1005","5146070","0"
"70050","102111","0","10","1","0","11","0","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","5146070","1"
"70051","0","","","","","91","","","5146070",""
"70052","0","","","","","22","","0","5146070",""
"70053","102111","0.2","0","1","","3","0","kurumi_witch_in","5146070","kurumi_witch_loop"
"70054","99","0.2","0","1","","3","0","kurumi_witch_in","5146070","kurumi_witch_loop"
"70055","0.3","","","","","93","","0","5146070",""
"70056","0","0","1.05","0","","121","","20","5146070","1.05"
"70057","2","","","","","37","","fade105_in","5146070",""
"70058","30","","0.5","","","122","","30","5146070",""
"70059","130911","0","1","","","3","","kururu_wish_doteyes_static","5146070",""
"70060","vo_apg","","0","","","21","","vo_apg_1006","5146070","0"
"70061","20","0","0","","","3","","1006_in","5146070",""
"70062","1.2","","","","","93","","1","5146070",""
"70063","20","0","0","","","3","","1006_mid","5146070",""
"70064","","","","","","92","","","5146070",""
"70065","20","0","0","","","3","","1006_out","5146070",""
"70066","0.2","","","","","93","","0","5146070",""
"70067","102111","0.2","0","1","","3","0","kurumi_witch_out","5146070","idle_normal"
"70068","99","0.2","0","1","","3","0","kurumi_witch_out","5146070","idle_normal"
"70069","20","","-45","0","","2","","305","5146070","0"
"70070","2","","","","","37","","fade105_out","5146070",""
"70071","0","0","1","0","","121","","0","5146070","1"
"70072","30","","0.5","","","122","","30","5146070",""
"70073","130911","0.2","0","1","","3","0","kururu_scared_in","5146070","kururu_scared_idle"
"70074","vo_apg","","0","","","21","","vo_apg_1007","5146070","0"
"70075","20","0","0","","","3","","1007_in","5146070",""
"70076","1.2","","","","","93","","1","5146070",""
"70077","20","0","0","","","3","","1007_mid","5146070",""
"70078","","","","","","92","","","5146070",""
"70079","20","0","0","","","3","","1007_out","5146070",""
"70080","0.2","","","","","93","","0","5146070",""
"70081","20","0","0","","","3","","empty","5146070",""
"70082","102111","0.2","1","","","3","","worry_talk_lookdown","5146070",""
"70083","99","0.2","1","","","3","","worry_talk_lookdown","5146070",""
"70084","vo_apg","","0","","","21","","vo_apg_1008","5146070","0"
"70085","102111","0","10","1","0","11","0","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","5146070","1"
"70086","0","","","","","91","","","5146070",""
"70087","130911","0.2","1","","","3","","kururu_scared_talk_dere","5146070",""
"70088","98","0.2","1","","","3","","kururu_scared_talk_dere","5146070",""
"70089","vo_apg","","0","","","21","","vo_apg_1009","5146070","0"
"70090","130911","-10","10","1","0","11","-60","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","5146070","1"
"70091","0","","","","","91","","","5146070",""
"70092","130911","0.2","1","","","3","","kururu_scared_idle_noface","5146070",""
"70093","98","0.2","1","","","3","","kururu_scared_idle","5146070",""
"70094","102111","0.2","1","","","3","","anger_talk_dere_red","5146070",""
"70095","99","0.2","1","","","3","","anger_talk_dere_red","5146070",""
"70096","vo_apg","","0","","","21","","vo_apg_1010","5146070","0"
"70097","102111","0","10","1","0","11","0","…そ、そんな天才だなんて…","5146070","1"
"70098","0","","","","","91","","","5146070",""
"70099","0","","","","","22","","0","5146070",""
"70100","14","","","","","32","","1","5146070",""
"70101","102111","0.2","0","1","","3","0","kurumi_shy_in","5146070","kurumi_shy_loop"
"70102","99","0.2","0","1","","3","0","kurumi_shy_in","5146070","kurumi_shy_loop"
"70103","2.5","","","","","93","","0","5146070",""
"70104","130911","0.2","1","","","3","","kururu_scared_talk_dere","5146070",""
"70105","98","0.2","1","","","3","","kururu_scared_talk_dere","5146070",""
"70106","vo_apg","","0","","","21","","vo_apg_1011","5146070","0"
"70107","130911","-10","10","1","0","11","-60","…あの","5146070","1"
"70108","0","","","","","91","","","5146070",""
"70109","130911","0.2","1","","","3","","kururu_scared_talk_nervous","5146070",""
"70110","98","0","0","1","","3","0","kururu_scared_talk_sweat_in","5146070","kururu_scared_talk_sweat_loop"
"70111","vo_apg","","0","","","21","","vo_apg_1012","5146070","0"
"70112","130911","-10","10","1","0","11","-60","腰抜けちゃいましたです…","5146070","1"
"70113","0","","","","","91","","","5146070",""
"70114","70115","","","","","101","","","5146070",""
"70115","0","","","","","22","","0.2","5146070",""
"71001","1","1.8","110","-278","idle_normal","1","0","130911","5146071","-1100"
"71002","11","0.5","106","-233","idle","5","0","8","5146071","-193"
"71003","12","0.6","107","-233","idle","5","0","9","5146071","267"
"71004","130911","","","","","13","","210","5146071",""
"71005","8","","","","","13","","206","5146071",""
"71006","9","","","","","13","","207","5146071",""
"71007","10","0.85","15","-174","idle","5","0","10","5146071","0"
"71008","1","1","0","1","","31","","1","5146071","0"
"71009","2","0","0","1","","31","","2","5146071","0"
"71010","14","0","0","1","","31","","14","5146071","-278"
"71011","17","0","0","1","","31","","17","5146071","0"
"71012","18","0","0","1","","31","","18","5146071","0"
"71013","0","","","","","91","","0","5146071",""
"71014","0","","0","","","102","","0","5146071",""
"71015","0.2","","","","","93","","0","5146071",""
"71016","17","","","","","32","","1","5146071",""
"71017","0.5","","","","","93","","0","5146071",""
"71018","0","","","","","93","","0","5146071",""
"71019","3.5","","","","","93","","0","5146071",""
"71020","8","0","2.2","0","0","12","0","12","5146071","0"
"71021","9","0","2.2","0","0","12","0","12","5146071","0"
"71022","8","0.6","1","","","3","","lookup","5146071",""
"71023","9","0.6","1","","","3","","lookdown","5146071",""
"71024","130911","","-278","0","","2","","-380","5146071","3"
"71025","130911","0.2","1","","","3","","walk_normal","5146071",""
"71026","3","","","","","93","","0","5146071",""
"71027","130911","0.2","1","","","3","","kururu_surprise_talk","5146071",""
"71028","vo_apg","","0","","","21","","vo_apg_1101","5146071","0"
"71029","130911","0","10","1","0","11","0","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","5146071","1"
"71030","0","","","","","91","","","5146071",""
"71031","0","0","1.1","0","","121","","20","5146071","1.1"
"71032","2","","","","","32","","1","5146071",""
"71033","2","","","","","37","","fade105_in","5146071",""
"71034","50","","0.5","","","122","","50","5146071",""
"71035","18","","","","","32","","1","5146071",""
"71036","se_10055900","","0","","","23","","se_10055900_bachibachi","5146071",""
"71037","130911","0.2","0","1","","3","0","shock_in_surprise2","5146071","shock_loop_surprise2"
"71038","vo_apg","","0","","","21","","vo_apg_1102","5146071","0"
"71039","130911","-20","10","1","0","11","0","ひえぇっ！？\nバッチバチですますっ！？","5146071","1"
"71040","0","","","","","91","","","5146071",""
"71041","0","","","","","22","","0","5146071",""
"71042","18","","","","","32","","0","5146071",""
"71043","2","","","","","37","","fade105_out","5146071",""
"71044","0","11","1","0.5","","121","","0","5146071","1"
"71045","130911","0.2","1","","","3","","walk_jog_sad_quick","5146071",""
"71046","8","0.4","1","","","3","","idle","5146071",""
"71047","9","0.4","1","","","3","","idle","5146071",""
"71048","130911","","-278","0","","2","","0","5146071","0.5"
"71049","0.3","","","","","93","","0","5146071",""
"71050","8","0.4","1","","","3","","idle","5146071",""
"71051","9","0.4","1","","","3","","idle","5146071",""
"71052","0.2","","","","","93","","0","5146071",""
"71053","130911","","","","","4","","1","5146071",""
"71054","130911","0","1","","","3","","kururu_worry_talk_lookdown","5146071",""
"71055","vo_apg","","0","","","21","","vo_apg_1103","5146071","0"
"71056","130911","0","10","1","0","11","0","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","5146071","1"
"71057","0","","","","","91","","","5146071",""
"71058","130911","","","","","4","","0","5146071",""
"71059","130911","0","1","","","3","","kururu_worry_talk_lookup","5146071",""
"71060","vo_apg","","0","","","21","","vo_apg_1104","5146071","0"
"71061","130911","0","10","1","0","11","0","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","5146071","1"
"71062","0","","","","","91","","","5146071",""
"71063","0","10","1.15","10","","121","","40","5146071","1.15"
"71064","14","","","","","32","","1","5146071",""
"71065","0","","","","","22","","0","5146071",""
"71066","130911","","","","","4","","0","5146071",""
"71067","130911","0.2","1","","","3","","kururu_wish_idle_search","5146071",""
"71068","8","0","3","0","0","12","0","12","5146071","0"
"71069","9","0","3","0","0","12","0","12","5146071","0"
"71070","4","","","","","93","","0","5146071",""
"71071","14","","","","","32","","0","5146071",""
"71072","8","0.2","0","1","","3","0","approach_in","5146071","approach_loop"
"71073","9","0.2","0","1","","3","0","approach_in","5146071","approach_loop"
"71074","8","0.6","0.8","1","","6","10","0.8","5146071","0.8"
"71075","9","0.6","0.8","1","","6","10","0.8","5146071","0.8"
"71076","0.6","","","","","93","","0","5146071",""
"71077","130911","0.2","0","1","","3","0","kururu_down_in","5146071","kururu_down_loop"
"71078","vo_apg","","0","","","21","","vo_apg_1105","5146071","0"
"71079","130911","0","10","1","0","11","0","ひぃぃ…","5146071","1"
"71080","0","","","","","91","","","5146071",""
"71081","71082","","","","","101","","","5146071",""
"71082","0","","","","","22","","0.2","5146071",""
