ccd3dcd6e0890cf6ef7dec61aa6510fad91d5a9b0444f9cf8eeb7cfab6abb653,33acb2aab9ae4aec8a5dd35b4a02ce800f71c6b3705e2147d1d9c0c432c0c784,5889e435b70ce9af451894da0c4853ada4b5797c604e32f30fa00db92384ae53,5211efcfd0f5e4c50af243847e77ba91a8fa9154e4267b1533f4c337a616b925,fc34520ea0f394dbbd967aef4afd8b7d1f8de22932c68cf76232737ecf858427,e6f41d7a1024f2f007020b6a5eb55fd47494ac59a8ccfa5bcc202f7d5ea44ab1,04ea5b9461c6ffaec5e473bde9af213b0f681e1dd7fed26b002b5419dfff06ca,9bf5ae7a0a4287719ee2f88b76a17dba3a15cad6b56440e7794ff1f4a57867d4,19ebb6a566baef6b59b91ccf418379bc3a93ca0a143e353d0091b218c8f4300a,6b0b5960a3e414a77f689cc1296fe8e50740150da5f65c82c282a014949fe2a4,6d6b5fe8531f70503c3d8ddd1ad6e2b8e0c7b61d8f808135d39961dc8b476901
"93","","","40102","","","0.04","","","0","1401020019"
"23","","","40102","","0","se_travel_top","","","se_travel_top_defeat_emote_notice","1401020020"
"91","","","40102","","","1401020012","","","","1401020021"
"3","","","40102","0","1","1000001","","","<weapon>_idle","1401020022"
"32","","","40102","","","401003","","","0","1401020023"
"93","","","40102","","","0.5","","","0","1401020024"
"3","1","","40102","0","0","1000001","0","<weapon>_idle","<weapon>_attack_skipQuest","1401020025"
"93","","","40102","","","0.1","","","0","1401020026"
"23","","","40102","","0","se_travel_top","","","se_travel_top_defeat_attack_jump","1401020027"
"93","","","40102","","","0.06","","","0","1401020028"
"32","","","40102","","","401004","","","1","1401020029"
"3","","","40102","0","0","20","","","die","1401020030"
"93","","","40102","","","0.25","","","0","1401020031"
"32","","","40102","","","401005","","","1","1401020032"
"93","","","40102","","","0.14","","","0","1401020033"
"23","","","40102","","0","se_travel_top","","","se_travel_top_defeat_fadeout","1401020034"
"91","","","40102","","","1401020030","","","","1401020035"
"6","0","","40102","0.5","1","20","","1","1","1401020036"
"93","","","40102","","","0.04","","","0","1401020037"
"23","","","40102","","0","se_travel_top","","","se_travel_top_defeat_drop_box","1401020038"
"91","","","40102","","","1401020036","","","","1401020039"
"3","","","40102","0","0","1000001","","","<weapon>_joy_short","1401020040"
"93","","","40102","","","0.54","","","0","1401020041"
"23","","","40102","","0","se_travel_top","","","se_travel_top_defeat_joy","1401020042"
"91","","","40102","","","1401020040","","","","1401020043"
"111","","","40102","","","","","","","1401020044"
"91","","","40102","","","0","","","","1401020045"
"31","0.65","","40111","1","0","401000","","-55","401000","1401110001"
"5","-73","normal","40111","1","55","0","0","0","0","1401110002"
"91","","","40111","","","0","","","0","1401110003"
"1","-140","<weapon>_idle","40112","1","51","2","0","-1000","1000001","1401120001"
"5","-140","idle","40112","0.6","50","21","0","190","21","1401120002"
"31","1","","40112","1","0","401001","","0","401001","1401120003"
"31","1","","40112","1","0","401002","","0","401002","1401120004"
"31","1","","40112","0","-1000","401003","","-140","401003","1401120005"
"31","1","","40112","0","210","401004","","10","401004","1401120006"
"31","0.7","","40112","0","135","401006","","-100","401006","1401120007"
"31","1","","40112","1","0","400011","","0","400011","1401120008"
"91","","","40112","","","0","","","0","1401120009"
"93","","","40112","","","0.7","","","0","1401120010"
"3","","","40112","0.2","1","1000001","","","<weapon>_run","1401120011"
"2","0","","40112","","-140","1000001","","1.5","-170","1401120012"
"32","","","40112","","","401003","","","1","1401120013"
"33","0","","40112","","-140","401003","","1.5","-170","1401120014"
"93","","","40112","","","0.2","","","0","1401120015"
"23","","","40112","","0","se_travel_top","","","se_travel_top_defeat_foot","1401120016"
"93","","","40112","","","0.5","","","0","1401120017"
"12","0","","40112","20","0.5","1000001","220","0","4","1401120018"
"93","","","40112","","","0.04","","","0","1401120019"
"23","","","40112","","0","se_travel_top","","","se_travel_top_defeat_emote_notice","1401120020"
"91","","","40112","","","1401120012","","","","1401120021"
"3","","","40112","0","1","1000001","","","<weapon>_idle","1401120022"
"32","","","40112","","","401003","","","0","1401120023"
"93","","","40112","","","0.5","","","0","1401120024"
"3","1","","40112","0","0","1000001","0","<weapon>_idle","<weapon>_attack_skipQuest","1401120025"
"93","","","40112","","","0.1","","","0","1401120026"
"23","","","40112","","0","se_travel_top","","","se_travel_top_defeat_attack_jump","1401120027"
"93","","","40112","","","0.06","","","0","1401120028"
"32","","","40112","","","401004","","","1","1401120029"
"3","","","40112","0","0","21","","","die","1401120030"
"23","","","40112","","0","se_travel_top","","","se_travel_top_defeat_wyvern_fall","1401120031"
"93","","","40112","","","1.4","","","0","1401120032"
"32","","","40112","","","401006","","","1","1401120033"
"23","","","40112","","0","se_travel_top","","","se_travel_top_defeat_fadeout","1401120034"
"93","","","40112","","","0.1","","","0","1401120035"
"122","","","40112","","0.2","0","","","24","1401120036"
"23","","","40112","","0","se_travel_top","","","se_travel_top_defeat_appear_silverbox","1401120037"
"91","","","40112","","","1401120030","","","","1401120038"
"6","0","","40112","0.5","1","21","","1","1","1401120039"
"93","","","40112","","","0.5","","","0","1401120040"
"23","","","40112","","0","se_travel_top","","","se_travel_top_defeat_drop_silverbox","1401120041"
"91","","","40112","","","1401120039","","","","1401120042"
"3","","","40112","0","0","1000001","","","<weapon>_joy_short","1401120043"
"93","","","40112","","","0.54","","","0","1401120044"
"23","","","40112","","0","se_travel_top","","","se_travel_top_defeat_joy","1401120045"
"91","","","40112","","","1401120043","","","","1401120046"
"111","","","40112","","","","","","","1401120047"
"91","","","40112","","","0","","","","1401120048"
"31","0.65","","40121","1","0","401000","","-55","401000","1401210001"
"5","-73","normal","40121","1","55","0","0","0","0","1401210002"
"91","","","40121","","","0","","","0","1401210003"
"1","-140","<weapon>_idle","40122","1","51","2","0","-1100","1000001","1401220001"
"5","-140","idle","40122","1","50","22","0","220","22","1401220002"
"31","1","","40122","1","0","401001","","0","401001","1401220003"
"31","1","","40122","1","0","401002","","0","401002","1401220004"
"31","1","","40122","0","-1100","401003","","-140","401003","1401220005"
"31","1","","40122","0","210","401004","","-30","4010041","1401220006"
"31","1","","40122","0","210","401004","","-30","4010042","1401220007"
"31","0.7","","40122","0","135","401007","","-100","401007","1401220008"
"31","0.8","","40122","0","215","401008","","-135","401008","1401220009"
"31","1","","40122","1","0","400012","","0","400012","1401220010"
"91","","","40122","","","0","","","0","1401220011"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_wipe","1401220012"
"3","1","","40122","0.2","0","22","0.2","idle","awake","1401220013"
"93","","","40122","","","0.83","","","0","1401220014"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_move_minotaur","1401220015"
"93","","","40122","","","0.07","","","0","1401220016"
"122","","","40122","","0.7","0","","","24","1401220017"
"93","","","40122","","","0.5","","","0","1401220018"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_move_minotaur2","1401220019"
"93","","","40122","","","1.3","","","0","1401220020"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_awake_minotaur","1401220021"
"32","","","40122","","","401008","","","1","1401220022"
"122","","","40122","","1","0","","","48","1401220023"
"93","","","40122","","","1.27","","","0","1401220024"
"3","","","40122","0.2","1","1000001","","","<weapon>_run","1401220025"
"2","0","","40122","","-140","1000001","","1.5","-170","1401220026"
"32","","","40122","","","401003","","","1","1401220027"
"33","0","","40122","","-140","401003","","1.5","-170","1401220028"
"93","","","40122","","","0.2","","","0","1401220029"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_foot","1401220030"
"93","","","40122","","","0.5","","","0","1401220031"
"12","0","","40122","20","0.5","1000001","220","0","4","1401220032"
"93","","","40122","","","0.04","","","0","1401220033"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_emote_notice","1401220034"
"91","","","40122","","","1401220026","","","","1401220035"
"3","","","40122","0","1","1000001","","","<weapon>_idle","1401220036"
"32","","","40122","","","401003","","","0","1401220037"
"93","","","40122","","","0.5","","","0","1401220038"
"3","1","","40122","0","0","1000001","0","<weapon>_idle","<weapon>_attack_skipQuest","1401220039"
"93","","","40122","","","0.1","","","0","1401220040"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_attack_jump","1401220041"
"93","","","40122","","","0.06","","","0","1401220042"
"32","","","40122","","","4010041","","","1","1401220043"
"3","1","","40122","0","0","22","0","idle","damage","1401220044"
"93","","","40122","","","1.6","","","0","1401220045"
"3","1","","40122","0","0","1000001","0","<weapon>_idle","<weapon>_attack_skipQuest","1401220046"
"93","","","40122","","","0.1","","","0","1401220047"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_attack_jump","1401220048"
"93","","","40122","","","0.06","","","0","1401220049"
"32","","","40122","","","4010042","","","1","1401220050"
"3","","","40122","0","0","22","","","die","1401220051"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_die_minotaur","1401220052"
"93","","","40122","","","1.67","","","0","1401220053"
"32","","","40122","","","401007","","","1","1401220054"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_die_minotaur2","1401220055"
"93","","","40122","","","0.1","","","0","1401220056"
"122","","","40122","","0.2","0","","","24","1401220057"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_appear_goldenbox","1401220058"
"91","","","40122","","","1401220051","","","","1401220059"
"6","0","","40122","0.5","1","22","","1","1","1401220060"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_fadeout","1401220061"
"93","","","40122","","","0.2","","","0","1401220062"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_drop_goldenbox","1401220063"
"91","","","40122","","","1401220060","","","","1401220064"
"3","","","40122","0","0","1000001","","","<weapon>_joy_short","1401220065"
"93","","","40122","","","0.54","","","0","1401220066"
"23","","","40122","","0","se_travel_top","","","se_travel_top_defeat_joy","1401220067"
"91","","","40122","","","1401220065","","","","1401220068"
"111","","","40122","","","","","","","1401220069"
"91","","","40122","","","0","","","","1401220070"
"31","0.65","","40131","1","0","401300","","-55","401300","1401310001"
"5","-73","normal","40131","1","55","0","0","0","0","1401310002"
"91","","","40131","","","0","","","0","1401310003"
"1","-195","travel_topdrama_r_4000_idle","40132","1.75","56","1","0","-20","1000001","1401320001"
"1","-140","travel_topdrama_r_4000_idle","40132","1.75","55","1","0","-260","1000002","1401320002"
"1","-140","travel_topdrama_r_4000_idle","40132","1.75","54","1","0","-450","1000003","1401320003"
"5","-150","travel_topdrama_r_4013_static","40132","1","53","7","0","435","7","1401320004"
"5","-2000","travel_topdrama_r_4013_catch_1","40132","1.75","57","8","0","-2000","8","1401320005"
"31","1","","40132","1","0","401301","","0","401301","1401320006"
"31","1","","40132","1","0","401303","","0","401303","1401320007"
"31","1","","40132","0","50","401304","","68","401304","1401320008"
"31","1","","40132","0","312","401305","","-158","401305","1401320009"
"31","1","","40132","0","312","401306","","-158","401306","1401320010"
"31","0.8","","40132","0","36","401307","","188","401307","1401320011"
"31","1","","40132","0","-258","401308","","200","401308","1401320012"
"31","1","","40132","0","-437","401318","","255","4013082","1401320013"
"31","1","","40132","0","120","401309","","-15","401309","1401320014"
"31","1","","40132","0","120","401310","","-15","401310","1401320015"
"31","1","","40132","0","-42","401312","","-91","401312","1401320016"
"31","1","","40132","0","0","401313","","0","401313","1401320017"
"31","1","","40132","0","0","401314","","0","401314","1401320018"
"31","1","","40132","1","0","400013","","0","400013","1401320019"
"91","","","40132","","","0","","","0","1401320020"
"93","","","40132","","","1","","","0","1401320021"
"3","","","40132","0.2","0","1000001","","","travel_topdrama_r_4013_touch_1","1401320022"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_01","1401320023"
"32","","","40132","","","401309","","","1","1401320024"
"93","","","40132","","","1","","","0","1401320025"
"3","","","40132","0","0","7","","","travel_topdrama_r_4013_danger_1","1401320026"
"93","","","40132","","","1.63","","","0","1401320027"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_04","1401320028"
"93","","","40132","","","0.04","","","0","1401320029"
"3","","","40132","0.6","1","1000001","","","travel_topdrama_r_4013_touch_loop","1401320030"
"93","","","40132","","","0.4","","","0","1401320031"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_05","1401320032"
"93","","","40132","","","1.33","","","0","1401320033"
"2","0","","40132","","-195","8","","0","-20","1401320034"
"3","0","","40132","0","0","8","0","","travel_topdrama_r_4013_catch_1","1401320035"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_06","1401320036"
"3","0","","40132","0.1","0","7","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401320037"
"3","1","","40132","0.1","0","1000001","0","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","1401320038"
"32","","","40132","","","401313","","","1","1401320039"
"93","","","40132","","","0.66","","","0","1401320040"
"32","","","40132","","","401312","","","1","1401320041"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_07","1401320042"
"93","","","40132","","","0.97","","","0","1401320043"
"4","","","40132","","","1000001","","","1","1401320044"
"3","1","","40132","0","1","1000001","","","travel_topdrama_r_4013_runaway","1401320045"
"3","1","","40132","0.1","1","1000002","","","travel_topdrama_r_4000_run_normal","1401320046"
"3","1","","40132","0.1","1","1000003","","","travel_topdrama_r_4000_run_normal","1401320047"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_08","1401320048"
"4","0","","40132","","","8","","","1","1401320049"
"2","0","","40132","","-195","8","","2.5","-1600","1401320050"
"3","1","","40132","0","1","8","0","","travel_topdrama_r_4013_runaway_1","1401320051"
"2","0","","40132","","-195","1000001","","2.5","-1600","1401320052"
"2","0","","40132","","-195","1000002","","1.4","-20","1401320053"
"2","0","","40132","","-140","1000003","","1.4","-215","1401320054"
"93","","","40132","","","1.4","","","0","1401320055"
"32","","","40132","","","401310","","","1","1401320056"
"3","","","40132","0.2","0","1000002","","","travel_topdrama_r_4013_touch_2","1401320057"
"3","","","40132","0.2","1","1000003","","","travel_topdrama_r_4000_idle","1401320058"
"93","","","40132","","","1","","","0","1401320059"
"3","","","40132","0","0","7","","","travel_topdrama_r_4013_danger_2","1401320060"
"93","","","40132","","","1.67","","","0","1401320061"
"32","","","40132","","","401304","","","1","1401320062"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_10","1401320063"
"93","","","40132","","","0.3","","","0","1401320064"
"3","","","40132","0.6","1","1000002","","","travel_topdrama_r_4013_touch_loop","1401320065"
"93","","","40132","","","0.1","","","0","1401320066"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_05","1401320067"
"93","","","40132","","","0.06","","","0","1401320068"
"32","","","40132","","","401307","","","1","1401320069"
"93","","","40132","","","0.57","","","0","1401320070"
"32","","","40132","","","401314","","","1","1401320071"
"3","1","","40132","0.1","0","7","0.1","travel_topdrama_r_4013_idle","travel_topdrama_r_4013_out","1401320072"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_18","1401320073"
"32","","","40132","","","401308","","","1","1401320074"
"32","","","40132","","","4013082","","","1","1401320075"
"93","","","40132","","","0.1","","","0","1401320076"
"3","1","","40132","0","0","1000002","0","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","1401320077"
"3","1","","40132","0","0","1000003","0","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","1401320078"
"93","","","40132","","","0.86","","","0","1401320079"
"3","","","40132","0","1","1000002","","","travel_topdrama_r_4013_run","1401320080"
"3","","","40132","0","1","1000003","","","travel_topdrama_r_4013_run","1401320081"
"2","0","","40132","","-195","1000002","","2.5","-1600","1401320082"
"2","0","","40132","","-140","1000003","","2.5","-1600","1401320083"
"93","","","40132","","","0.07","","","0","1401320084"
"122","","","40132","","0.4","0","","","24","1401320085"
"32","","","40132","","","401305","","","1","1401320086"
"32","","","40132","","","401306","","","1","1401320087"
"93","","","40132","","","0.9","","","0","1401320088"
"23","","","40132","","","se_travel_top","","","se_travel_top_aruma_21","1401320089"
"93","","","40132","","","1.1","","","0","1401320090"
"111","","","40132","","","0","","","","1401320091"
"91","","","40132","","","0","","","","1401320092"
"31","0.65","","40141","1","0","401300","","-55","401300","1401410001"
"5","-73","normal","40141","1","55","0","0","0","0","1401410002"
"91","","","40141","","","0","","","0","1401410003"
"1","-195","travel_topdrama_r_4000_idle","40142","1.75","56","1","0","-20","1000001","1401420001"
"1","-140","travel_topdrama_r_4000_idle","40142","1.75","55","1","0","-260","1000002","1401420002"
"1","-140","travel_topdrama_r_4000_idle","40142","1.75","54","1","0","-450","1000003","1401420003"
"5","-150","travel_topdrama_r_4013_static","40142","1","53","7","0","435","7","1401420004"
"5","-2000","travel_topdrama_r_4013_catch_1","40142","1.75","57","8","0","-2000","8","1401420005"
"31","1","","40142","1","0","401301","","0","401301","1401420006"
"31","1","","40142","1","0","401303","","0","401303","1401420007"
"31","1","","40142","0","40","401304","","78","401304","1401420008"
"31","1","","40142","0","40","401304","","78","4013042","1401420009"
"31","1","","40142","0","312","401305","","-158","401305","1401420010"
"31","1","","40142","0","312","401306","","-158","401306","1401420011"
"31","0.8","","40142","0","36","401307","","188","401307","1401420012"
"31","1","","40142","0","-258","401308","","200","401308","1401420013"
"31","1","","40142","0","-437","401308","","255","4013082","1401420014"
"31","1","","40142","0","120","401309","","-15","401309","1401420015"
"31","1","","40142","0","120","401310","","-15","401310","1401420016"
"31","1","","40142","0","120","401311","","-10","401311","1401420017"
"31","1","","40142","0","-42","401312","","-91","401312","1401420018"
"31","1","","40142","0","-42","401312","","-91","4013122","1401420019"
"31","1","","40142","0","0","401313","","0","401313","1401420020"
"31","1","","40142","0","0","401313","","0","4013132","1401420021"
"31","1","","40142","0","0","401314","","0","401314","1401420022"
"31","1","","40142","1","0","400014","","0","401400","1401420023"
"91","","","40142","","","0","","","0","1401420024"
"93","","","40142","","","1","","","0","1401420025"
"3","1","","40142","0.3","0","1000001","","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_1","1401420026"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_01","1401420027"
"32","","","40142","","","401309","","","1","1401420028"
"93","","","40142","","","1","","","0","1401420029"
"3","","","40142","0","0","7","","","travel_topdrama_r_4013_danger_1","1401420030"
"93","","","40142","","","1.63","","","0","1401420031"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_04","1401420032"
"93","","","40142","","","0.04","","","0","1401420033"
"3","","","40142","0.3","1","1000001","","","travel_topdrama_r_4013_touch_loop","1401420034"
"93","","","40142","","","0.4","","","0","1401420035"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_05","1401420036"
"93","","","40142","","","1.33","","","0","1401420037"
"2","0","","40142","","-195","8","","0","-20","1401420038"
"3","0","","40142","0","0","8","","","travel_topdrama_r_4013_catch_1","1401420039"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_06","1401420040"
"3","0","","40142","0.1","0","7","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401420041"
"3","","","40142","0.1","0","1000001","","","travel_topdrama_r_4013_catch","1401420042"
"32","","","40142","","","401313","","","1","1401420043"
"93","","","40142","","","0.66","","","0","1401420044"
"32","","","40142","","","401312","","","1","1401420045"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_07","1401420046"
"93","","","40142","","","0.97","","","0","1401420047"
"4","","","40142","","","1000001","","","1","1401420048"
"3","","","40142","0","1","1000001","","","travel_topdrama_r_4013_runaway","1401420049"
"3","","","40142","0.1","1","1000002","","","travel_topdrama_r_4000_run_normal","1401420050"
"3","","","40142","0.1","1","1000003","","","travel_topdrama_r_4000_run_normal","1401420051"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_08","1401420052"
"4","0","","40142","","","8","","","1","1401420053"
"2","0","","40142","","-195","8","","2.5","-1600","1401420054"
"3","1","","40142","0","1","8","","","travel_topdrama_r_4013_runaway_1","1401420055"
"2","0","","40142","","-195","1000001","","2.5","-1600","1401420056"
"2","0","","40142","","-195","1000002","","1.4","-20","1401420057"
"2","0","","40142","","-140","1000003","","1.4","-215","1401420058"
"93","","","40142","","","1.4","","","0","1401420059"
"32","","","40142","","","401310","","","1","1401420060"
"3","1","","40142","0.2","0","1000002","0.3","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_2","1401420061"
"3","","","40142","0.2","1","1000003","","","travel_topdrama_r_4000_idle","1401420062"
"93","","","40142","","","1","","","0","1401420063"
"3","","","40142","0","0","7","","","travel_topdrama_r_4013_danger_2","1401420064"
"93","","","40142","","","1.67","","","0","1401420065"
"32","","","40142","","","401304","","","1","1401420066"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_10","1401420067"
"93","","","40142","","","0.3","","","0","1401420068"
"3","","","40142","0.3","1","1000002","","","travel_topdrama_r_4013_touch_loop","1401420069"
"93","","","40142","","","0.2","","","0","1401420070"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_05","1401420071"
"93","","","40142","","","0.83","","","0","1401420072"
"4","0","","40142","","","8","","","0","1401420073"
"2","0","","40142","","-195","8","","0","-20","1401420074"
"3","","","40142","0","0","8","","","travel_topdrama_r_4013_catch_2","1401420075"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_11","1401420076"
"3","0","","40142","0.1","0","7","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401420077"
"3","1","","40142","0.1","0","1000002","0","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","1401420078"
"32","","","40142","","","4013132","","","1","1401420079"
"93","","","40142","","","0.66","","","0","1401420080"
"32","","","40142","","","4013122","","","1","1401420081"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_12","1401420082"
"93","","","40142","","","0.97","","","0","1401420083"
"4","","","40142","","","1000002","","","1","1401420084"
"3","","","40142","0","1","1000002","","","travel_topdrama_r_4013_runaway","1401420085"
"3","","","40142","0.1","1","1000003","","","travel_topdrama_r_4000_run_normal","1401420086"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_08","1401420087"
"4","0","","40142","","","8","","","1","1401420088"
"2","0","","40142","","-195","8","","2.5","-1600","1401420089"
"3","","","40142","0","1","8","","","travel_topdrama_r_4013_runaway_2","1401420090"
"2","0","","40142","","-195","1000002","","2.5","-1600","1401420091"
"2","0","","40142","","-195","1000003","","1.4","-20","1401420092"
"93","","","40142","","","1.4","","","0","1401420093"
"3","1","","40142","0.2","0","1000003","0.3","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_3","1401420094"
"32","","","40142","","","401311","","","1","1401420095"
"93","","","40142","","","1","","","0","1401420096"
"3","","","40142","0","0","7","","","travel_topdrama_r_4013_danger_3_in","1401420097"
"93","","","40142","","","2.16","","","0","1401420098"
"32","","","40142","","","4013042","","","1","1401420099"
"93","","","40142","","","0.54","","","0","1401420100"
"3","","","40142","0.3","1","1000003","","","travel_topdrama_r_4013_touch_loop","1401420101"
"93","","","40142","","","0.34","","","0","1401420102"
"32","","","40142","","","401307","","","1","1401420103"
"93","","","40142","","","0.5","","","0","1401420104"
"32","","","40142","","","401314","","","1","1401420105"
"3","1","","40142","0.1","0","7","0.1","travel_topdrama_r_4013_idle","travel_topdrama_r_4013_out","1401420106"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_18","1401420107"
"32","","","40142","","","401308","","","1","1401420108"
"93","","","40142","","","0.1","","","0","1401420109"
"3","1","","40142","0","0","1000003","0","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","1401420110"
"93","","","40142","","","0.86","","","0","1401420111"
"3","","","40142","0","1","1000003","","","travel_topdrama_r_4013_run","1401420112"
"2","0","","40142","","-195","1000003","","2.5","-1600","1401420113"
"93","","","40142","","","0.07","","","0","1401420114"
"122","","","40142","","0.4","0","","","24","1401420115"
"32","","","40142","","","401305","","","1","1401420116"
"32","","","40142","","","401306","","","1","1401420117"
"93","","","40142","","","0.9","","","0","1401420118"
"23","","","40142","","","se_travel_top","","","se_travel_top_aruma_21","1401420119"
"93","","","40142","","","1.1","","","0","1401420120"
"111","","","40142","","","0","","","","1401420121"
"91","","","40142","","","0","","","","1401420122"
"31","0.65","","40151","1","0","401300","","-55","401300","1401510001"
"5","-73","normal","40151","1","55","0","0","0","0","1401510002"
"91","","","40151","","","0","","","0","1401510003"
"1","-195","travel_topdrama_r_4000_idle","40152","1.75","56","1","0","-20","1000001","1401520001"
"1","-140","travel_topdrama_r_4000_idle","40152","1.75","55","1","0","-260","1000002","1401520002"
"1","-140","travel_topdrama_r_4000_idle","40152","1.75","54","1","0","-450","1000003","1401520003"
"5","-150","travel_topdrama_r_4013_static","40152","1","53","7","0","435","7","1401520004"
"5","-2000","travel_topdrama_r_4013_catch_1","40152","1.75","57","8","0","-2000","8","1401520005"
"31","1","","40152","1","0","401301","","0","401301","1401520006"
"31","1","","40152","1","0","401303","","0","401303","1401520007"
"31","1","","40152","0","40","401304","","78","401304","1401520008"
"31","1","","40152","0","40","401304","","78","4013042","1401520009"
"31","1","","40152","0","40","401315","","78","401315","1401520010"
"31","1","","40152","0","27","401316","","103","401316","1401520011"
"31","0.8","","40152","0","36","401307","","188","401307","1401520012"
"31","1","","40152","0","120","401309","","-15","401309","1401520013"
"31","1","","40152","0","120","401310","","-15","401310","1401520014"
"31","1","","40152","0","120","401311","","-10","401311","1401520015"
"31","1","","40152","0","-42","401312","","-91","401312","1401520016"
"31","1","","40152","0","-42","401312","","-91","4013122","1401520017"
"31","1","","40152","0","-42","401312","","-81","4013123","1401520018"
"31","1","","40152","0","0","401313","","0","401313","1401520019"
"31","1","","40152","0","0","401313","","0","4013132","1401520020"
"31","1","","40152","0","0","401313","","0","4013133","1401520021"
"31","1","","40152","1","0","400015","","0","401500","1401520022"
"91","","","40152","","","0","","","0","1401520023"
"93","","","40152","","","1","","","0","1401520024"
"3","1","","40152","0.2","0","1000001","0.3","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_1","1401520025"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_01","1401520026"
"32","","","40152","","","401309","","","1","1401520027"
"93","","","40152","","","1","","","0","1401520028"
"3","","","40152","0","0","7","","","travel_topdrama_r_4013_danger_1","1401520029"
"93","","","40152","","","1.63","","","0","1401520030"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_04","1401520031"
"93","","","40152","","","0.04","","","0","1401520032"
"3","","","40152","0.3","1","1000001","","","travel_topdrama_r_4013_touch_loop","1401520033"
"93","","","40152","","","0.4","","","0","1401520034"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_05","1401520035"
"93","","","40152","","","0.83","","","0","1401520036"
"2","0","","40152","","-195","8","","0","-20","1401520037"
"3","","","40152","0","0","8","","","travel_topdrama_r_4013_catch_1","1401520038"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_06","1401520039"
"3","0","","40152","0.1","0","7","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401520040"
"3","","","40152","0.1","0","1000001","","","travel_topdrama_r_4013_catch","1401520041"
"32","","","40152","","","401313","","","1","1401520042"
"93","","","40152","","","0.66","","","0","1401520043"
"32","","","40152","","","401312","","","1","1401520044"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_07","1401520045"
"93","","","40152","","","0.97","","","0","1401520046"
"4","","","40152","","","1000001","","","1","1401520047"
"3","","","40152","0","1","1000001","","","travel_topdrama_r_4013_runaway","1401520048"
"3","","","40152","0.1","1","1000002","","","travel_topdrama_r_4000_run_normal","1401520049"
"3","","","40152","0.1","1","1000003","","","travel_topdrama_r_4000_run_normal","1401520050"
"23","","","40152","","","se_travel_top","","","se_travel_top_aruma_08","1401520051"
"4","0","","40152","","","8","","","1","1401520052"
"2","0","","40152","","-195","8","","2.5","-1600","1401520053"
"3","1","","40152","0","1","8","","","travel_topdrama_r_4013_runaway_1","1401520054"
