cbb8432234366cf32b15613316da2c5850a6880676bbb55d2ada9eadf6f2d49a,cbf5cbf6422d4cb26810c4a91f9a274ae9dfc3a386d3018ad6dddbbfd8ea4e23,69ab8bd9c86f5265882bc0359370691528afbcad98dcdd94aece31a0779934ae,203dc2f1825d4b99ae3e635b693b5e1d4810009bd92e547df0b4cd08ae66f767,07569e853600141ef66f070ad2a33e75d4576cc186ddaf82982453da210666e0,a7851828d13078bcfe48a971401e9a2bbd9c4b5f12bf3f92cd6ec38029129f18,ec30dc7dd6f1a1f7a430fd7739763bbec02c542752de10dc27088cd1e612dc9e,47aaaecc34dcccf0fb4a402165653de14513a8ae681ccc55e7784448369b14c3,1f5c7a382f396e51c09ec919b3912bee81a547ea68fb01c2731d1be8f8258fa0,a148286a74e73dfc193780aca8e5717d58d15b2860ec1e8d9234c8d6cc660b8a,7e50cf649ef420dc82b9b7cb5be32f2cdd8eed2b83440d05bf44c4a846bc9962
"0","mhp_anna_dark_in","","0.2","1007414","3","mhp_anna_dark_loop","100931","1007414027","1",""
"0","mhp_anna_dark_in","","0.2","1007414","3","mhp_anna_dark_loop","31","1007414028","1",""
"","0","","","1007414","93","","1","1007414029","",""
"1","mhp_sit_talk_normal","","0.2","1007414","3","","117531","1007414030","",""
"0","vo_mhp_3102","","","1007414","21","0","vo_mhp_1007414","1007414031","",""
"6","あら、その様子だと\n「不可視の暗殺者」とやらの攻撃は\nまだ続いてるみたいね。","0","0","1007414","11","1","117531","1007414032","0","0.5"
"","","","","1007414","91","","0","1007414033","",""
"1","mhp_sit_idle","","0.2","1007414","3","","117531","1007414034","",""
"1","mhp_sit_talk_sad","","0.2","1007414","3","","100931","1007414035","",""
"1","NoItem","","0.2","1007414","3","","31","1007414036","",""
"0","vo_mhp_3103","","","1007414","21","0","vo_mhp_1007414","1007414037","",""
"4","う、うむ、前は頭の痛みで集中力を\n削ぎにきていたが、うぅ……\n今回は魔法を封じにきたようだ。","0","0","1007414","11","1","100931","1007414038","0","1"
"","","","","1007414","91","","0","1007414039","",""
"0","mhp_anna_huhu_in","0","0.2","1007414","3","mhp_anna_huhu_loop","100931","1007414040","1",""
"0","vo_mhp_3104","","","1007414","21","0","vo_mhp_1007414","1007414041","",""
"6","くくく、よほど我が魔法が\n恐ろしいらしい、あぅ……","0","0","1007414","11","1","100931","1007414042","0","0.5"
"","0","","","1007414","91","","0","1007414043","",""
"","0","","","1007414","93","","0.2","1007414044","",""
"2","15","0","0","1007414","12","","100931","1007414045","",""
"1","mhp_anna_huhu_loop2","","0.2","1007414","3","","100931","1007414046","",""
"","0","","","1007414","93","","2","1007414047","",""
"1","mhp_sit_talk_thinking","","0.2","1007414","3","","117531","1007414048","",""
"0","vo_mhp_3105","","","1007414","21","0","vo_mhp_1007414","1007414049","",""
"6","ふーん、つまりのどが痛くて\n詠唱が辛くて魔法が使えないと。","0","0","1007414","11","1","117531","1007414050","0","0.5"
"","","","","1007414","91","","0","1007414051","",""
"1","mhp_sit_idle","","0.2","1007414","3","","117531","1007414052","",""
"1","mhp_sit_talk_anger2","","0.2","1007414","3","","100931","1007414053","",""
"0","vo_mhp_3106","","","1007414","21","0","vo_mhp_1007414","1007414054","",""
"6","そ、そんな軽いものではない！\nこれは禁じられた封印術\n「魔殺しの痛刻」に違いな――","0","0","1007414","11","1","100931","1007414055","0","0.5"
"","","","","1007414","91","","0","1007414056","",""
"1","mhp_sit_talk_wish2","","0.2","1007414","3","","117531","1007414057","",""
"0","vo_mhp_3107","","","1007414","21","0","vo_mhp_1007414","1007414058","",""
"8","病院内ではお静かに。","0","0","1007414","11","1","117531","1007414059","0","0.5"
"","","","","1007414","91","","0","1007414060","",""
"1","mhp_sit_idle","","0.2","1007414","3","","117531","1007414061","",""
"1","mhp_sit_talk_sad","","0.2","1007414","3","","100931","1007414062","",""
"0","vo_mhp_3108","","","1007414","21","0","vo_mhp_1007414","1007414063","",""
"10","あ、はい……","0","0","1007414","11","1","100931","1007414064","0","0.5"
"","","","","1007414","91","","0","1007414065","",""
"1","mhp_sit_idle_sad","","0.2","1007414","3","","100931","1007414066","",""
"1","mhp_sit_talk_normal","","0.2","1007414","3","","117531","1007414067","",""
"0","vo_mhp_3109","","","1007414","21","0","vo_mhp_1007414","1007414068","",""
"7","でも、アンナちゃんが静かというのも\nなんだか気持ちが悪いわね。\n同じギルドのよしみ、\n悪いようにはしないわ。","0","0","1007414","11","1","117531","1007414069","0","0.5"
"","","","","1007414","91","","0","1007414070","",""
"","0","","","1007414","22","","0","1007414071","",""
"0","1007414075","","","1007414","103","","「金色の天露」を処方するわね。","1007414072","",""
"0","1007414128","","","1007414","103","","この聖杯でうがいしなさい。","1007414073","",""
"0","1007414180","","","1007414","103","","この封魔帯で乾燥を防ぎなさい。","1007414074","",""
"0","mhp_sit_out","0","0.2","1007414","3","mhp_idle_normal","117531","1007414075","1",""
"","0","","","1007414","93","","0.6","1007414076","",""
"0","mhp_sit_out","0","0.2","1007414","3","mhp_idle_normal","100931","1007414077","1",""
"","0","","","1007414","93","","0.2","1007414078","",""
"1","mhp_walk_sad","","0.2","1007414","3","","100931","1007414079","0",""
"-220","35","","","1007414","2","1.5","100931","1007414080","0",""
"-220","35","","","1007414","2","1.5","31","1007414081","0",""
"-220","35","","","1007414","2","1.5","11","1007414082","0",""
"-220","35","","","1007414","2","1.5","12","1007414083","0",""
"","0","","","1007414","93","","0.3","1007414084","",""
"0","mhp_handover_in","0","0.2","1007414","3","mhp_handover_loop","117531","1007414085","1",""
"1","1","0","0","1007414","6","1","21","1007414086","1",""
"1","1","0","0","1007414","6","1","22","1007414087","1",""
"0","mhp_handover_in","0","0.2","1007414","3","mhp_handover_loop","21","1007414088","1",""
"0","mhp_item_EX0005_handover_in","0","0.2","1007414","3","mhp_item_EX0005_handover_loop","22","1007414089","1",""
"","0","","","1007414","93","","1.2","1007414090","",""
"1","mhp_idle_sad","","0.2","1007414","3","","100931","1007414091","",""
"","0","","","1007414","93","","0.5","1007414092","",""
"0","mhp_surprise","0","0.2","1007414","3","mhp_talk_surprise1","100931","1007414093","1",""
"0","vo_mhp_3110","","","1007414","21","0","vo_mhp_1007414","1007414094","",""
"5","そ、それは霊峰に生息する花から\n採れる、伝説の蜜では！\nこれさえあればすぐにでも\n千の魔法を唱えられるであろう！","0","0","1007414","11","1","100931","1007414095","0","0.5"
"","1","","","1007414","93","","6","1007414096","",""
"0","mhp_anna_huhuStand_in","","0.2","1007414","3","","100931","1007414097","",""
"","","","","1007414","91","","0","1007414098","",""
"0","mhp_anna_ahahaStand_in","0.2","0.2","1007414","3","mhp_anna_ahahaStand_loop","100931","1007414099","1",""
"","1","","","1007414","93","","0","1007414100","",""
"","","","","1007414","91","","1007414095","1007414101","",""
"","0","","","1007414","22","","0","1007414102","",""
"","","","","1007414","93","","1","1007414103","",""
"0","mhp_handover_receive_in","0","0.2","1007414","3","mhp_handover_receive_loop","100931","1007414104","1",""
"1","1","0","0","1007414","6","1","11","1007414105","1",""
"1","1","0","0","1007414","6","1","12","1007414106","1",""
"0","mhp_receive_anna_in","0","0.2","1007414","3","mhp_receive_anna_loop","11","1007414107","1",""
"0","mhp_item_EX0005_receive_in","0","0.2","1007414","3","mhp_item_EX0005_receive_loop","12","1007414108","1",""
"","0","","","1007414","93","","0.6","1007414109","",""
"1","1","0","0.4","1007414","6","1","22","1007414110","1",""
"","0","","","1007414","93","","0.4","1007414111","",""
"0","mhp_handover_out","0","0.2","1007414","3","mhp_idle_normal","117531","1007414112","1",""
"0","mhp_handover_out","0","0.2","1007414","3","NoItem_idle","21","1007414113","1",""
"0","mhp_item_EX0005_handover_out","0","0.2","1007414","3","NoItem_idle","22","1007414114","1",""
"","0","","","1007414","93","","0.4","1007414115","",""
"0","mhp_handover_receive_out","0","0.2","1007414","3","mhp_idle_normal","100931","1007414116","1",""
"0","mhp_receive_anna_out","0","0.2","1007414","3","NoItem_idle","11","1007414117","1",""
"0","mhp_item_EX0005_receive_out","0","0.2","1007414","3","NoItem_idle","12","1007414118","1",""
"","","","","1007414","93","","2","1007414119","",""
"1","mhp_idle_memory","","0.2","1007414","3","","100931","1007414120","",""
"","0","","","1007414","93","","0.2","1007414121","",""
"1","mhp_sit_idle_sad","","0.2","1007414","3","","117631","1007414122","",""
"0","vo_mhp_3111","","","1007414","21","0","vo_mhp_1007414","1007414123","",""
"6","（あれ、どう見てもただの\nのど用シロップだよね？\n物は言いようってやつかな）","0","0","1007414","11","1","117631","1007414124","0","0.5"
"","","","","1007414","91","","0","1007414125","",""
"1","mhp_sit_idle","","0.2","1007414","3","","117631","1007414126","",""
"","","","","1007414","101","","1007414224","1007414127","",""
"0","mhp_sit_out","0","0.2","1007414","3","mhp_idle_normal","117531","1007414128","1",""
"","0","","","1007414","93","","0.6","1007414129","",""
"0","mhp_sit_out","0","0.2","1007414","3","mhp_idle_normal","100931","1007414130","1",""
"","0","","","1007414","93","","0.2","1007414131","",""
"1","mhp_walk_sad","","0.2","1007414","3","","100931","1007414132","0",""
"-220","35","","","1007414","2","1.5","100931","1007414133","0",""
"-220","35","","","1007414","2","1.5","31","1007414134","0",""
"-220","35","","","1007414","2","1.5","11","1007414135","0",""
"-220","35","","","1007414","2","1.5","12","1007414136","0",""
"","0","","","1007414","93","","0.3","1007414137","",""
"0","mhp_handover_in","0","0.2","1007414","3","mhp_handover_loop","117531","1007414138","1",""
"1","1","0","0","1007414","6","1","21","1007414139","1",""
"1","1","0","0","1007414","6","1","22","1007414140","1",""
"0","mhp_handover_in","0","0.2","1007414","3","mhp_handover_loop","21","1007414141","1",""
"0","mhp_item_EX0013_handover_in","0","0.2","1007414","3","mhp_item_EX0013_handover_loop","22","1007414142","1",""
"","0","","","1007414","93","","1.2","1007414143","",""
"1","mhp_idle_sad","","0.2","1007414","3","","100931","1007414144","",""
"","0","","","1007414","93","","0.5","1007414145","",""
"0","mhp_surprise","0","0.2","1007414","3","mhp_talk_surprise1","100931","1007414146","1",""
"0","vo_mhp_3112","","","1007414","21","0","vo_mhp_1007414","1007414147","",""
"5","こ、これがあの伝説の……！\nふふふ、これでわれはさらに至高の\n領域へと達するであろう！","0","0","1007414","11","1","100931","1007414148","0","0.5"
"","1","","","1007414","93","","3.5","1007414149","",""
"0","mhp_anna_huhuStand_in","","0.2","1007414","3","","100931","1007414150","",""
"","","","","1007414","91","","0","1007414151","",""
"0","mhp_anna_ahahaStand_in","0.2","0.2","1007414","3","mhp_anna_ahahaStand_loop","100931","1007414152","1",""
"","","","","1007414","91","","1007414148","1007414153","",""
"","0","","","1007414","22","","0","1007414154","",""
"","0","","","1007414","93","","1","1007414155","",""
"0","mhp_handover_receive_in","0","0.2","1007414","3","mhp_handover_receive_loop","100931","1007414156","1",""
"1","1","0","0","1007414","6","1","11","1007414157","1",""
"1","1","0","0","1007414","6","1","12","1007414158","1",""
"0","mhp_receive_anna_in","0","0.2","1007414","3","mhp_receive_anna_loop","11","1007414159","1",""
"0","mhp_item_EX0013_receive_in","0","0.2","1007414","3","mhp_item_EX0013_receive_loop","12","1007414160","1",""
"","0","","","1007414","93","","0.6","1007414161","",""
"1","1","0","0.4","1007414","6","1","22","1007414162","1",""
"","0","","","1007414","93","","0.4","1007414163","",""
"0","mhp_handover_out","0","0.2","1007414","3","mhp_idle_normal","117531","1007414164","1",""
"0","mhp_handover_out","0","0.2","1007414","3","NoItem_idle","21","1007414165","1",""
"0","mhp_item_EX0013_handover_out","0","0.2","1007414","3","NoItem_idle","22","1007414166","1",""
"","0","","","1007414","93","","0.4","1007414167","",""
"0","mhp_handover_receive_out","0","0.2","1007414","3","mhp_idle_normal","100931","1007414168","1",""
"0","mhp_receive_anna_out","0","0.2","1007414","3","NoItem_idle","11","1007414169","1",""
"0","mhp_item_EX0013_receive_out","0","0.2","1007414","3","NoItem_idle","12","1007414170","1",""
"","","","","1007414","93","","2","1007414171","",""
"1","mhp_idle_memory","","0.2","1007414","3","","100931","1007414172","",""
"","","","","1007414","93","","0.2","1007414173","",""
"1","mhp_idle_thinking","","0.2","1007414","3","","117531","1007414174","",""
"0","vo_mhp_3113","","","1007414","21","0","vo_mhp_1007414","1007414175","",""
"7","（ただのコップでこんなによろこんで\nくれるなら安いものだわ）","0","0","1007414","11","1","117531","1007414176","0","0.5"
"","","","","1007414","91","","0","1007414177","",""
"1","mhp_idle_normal","","0.2","1007414","3","","117531","1007414178","",""
"","","","","1007414","101","","1007414224","1007414179","",""
"0","mhp_sit_out","0","0.2","1007414","3","mhp_idle_normal","117531","1007414180","1",""
"","0","","","1007414","93","","0.6","1007414181","",""
"0","mhp_sit_out","0","0.2","1007414","3","mhp_idle_normal","100931","1007414182","1",""
"","0","","","1007414","93","","0.2","1007414183","",""
"1","mhp_walk_sad","","0.2","1007414","3","","100931","1007414184","0",""
"-220","35","","","1007414","2","1.5","100931","1007414185","0",""
"-220","35","","","1007414","2","1.5","31","1007414186","0",""
"-220","35","","","1007414","2","1.5","11","1007414187","0",""
"-220","35","","","1007414","2","1.5","12","1007414188","0",""
"","0","","","1007414","93","","0.3","1007414189","",""
"0","mhp_handover_in","0","0.2","1007414","3","mhp_handover_loop","117531","1007414190","1",""
"1","1","0","0","1007414","6","1","21","1007414191","1",""
"1","1","0","0","1007414","6","1","22","1007414192","1",""
"0","mhp_handover_in","0","0.2","1007414","3","mhp_handover_loop","21","1007414193","1",""
"0","mhp_item_EX0012_handover_in","0","0.2","1007414","3","mhp_item_EX0012_handover_loop","22","1007414194","1",""
"","0","","","1007414","93","","1.2","1007414195","",""
"0","mhp_handover_receive_sad_in","0","0.2","1007414","3","mhp_handover_receive_sad_loop","100931","1007414196","1",""
"1","1","0","0","1007414","6","1","11","1007414197","1",""
"1","1","0","0","1007414","6","1","12","1007414198","1",""
"0","mhp_receive_anna_in","0","0.2","1007414","3","mhp_receive_anna_loop","11","1007414199","1",""
"0","mhp_item_EX0012_receive_in","0","0.2","1007414","3","mhp_item_EX0012_receive_loop","12","1007414200","1",""
"","0","","","1007414","93","","0.6","1007414201","",""
"1","1","0","0.4","1007414","6","1","22","1007414202","1",""
"","0","","","1007414","93","","0.4","1007414203","",""
"0","mhp_handover_out","0","0.2","1007414","3","mhp_idle_normal","117531","1007414204","1",""
"0","mhp_handover_out","0","0.2","1007414","3","NoItem_idle","21","1007414205","1",""
"0","mhp_item_EX0012_handover_out","0","0.2","1007414","3","NoItem_idle","22","1007414206","1",""
"","0","","","1007414","93","","0.4","1007414207","",""
"0","mhp_handover_receive_sad_out","0","0.2","1007414","3","mhp_idle_normal_sad","100931","1007414208","1",""
"0","mhp_receive_anna_out","0","0.2","1007414","3","NoItem_idle","11","1007414209","1",""
"0","mhp_item_EX0012_receive_out","0","0.2","1007414","3","NoItem_idle","12","1007414210","1",""
"","","","","1007414","93","","2","1007414211","",""
"1","mhp_idle_worry","","0.2","1007414","3","","100931","1007414212","",""
"","0","","","1007414","93","","0.2","1007414213","",""
"1","mhp_talk_worry","","0.2","1007414","3","","100931","1007414214","",""
"0","vo_mhp_3114","","","1007414","21","0","vo_mhp_1007414","1007414215","",""
"4","くっ、つまりは戦略的休息ということか\n分かった、今は大人しく従おう……","0","0","1007414","11","1","100931","1007414216","0","0.5"
"","","","","1007414","91","","0","1007414217","",""
"1","mhp_idle_worry","","0.2","1007414","3","","100931","1007414218","",""
"1","mhp_idle_thinking","","0.2","1007414","3","","117531","1007414219","",""
"0","vo_mhp_3115","","","1007414","21","0","vo_mhp_1007414","1007414220","",""
"7","（市販のマスクをこんな呼び方して……\n私まで染められてきちゃったじゃない）","0","0","1007414","11","1","117531","1007414221","0","0.5"
"","","","","1007414","91","","0","1007414222","",""
"1","mhp_idle_normal","","0.2","1007414","3","","117531","1007414223","",""
"","","","","1007414","91","","0","1007414224","",""
"0","mhp_anna_darkStand_in","0.2","0.2","1007414","3","mhp_anna_darkStand_loop","100931","1007414225","1",""
"0","mhp_anna_darkStand_in","0.2","0.2","1007414","3","mhp_anna_darkStand_loop","31","1007414226","1",""
"","0","","","1007414","93","","0.1","1007414227","",""
"0","vo_mhp_3116","","","1007414","21","0","vo_mhp_1007414","1007414228","",""
"5","「不可視の暗殺者」……\n想像以上の難敵だ。\nだがやつらは\n後悔することになるだろう。","0","0","1007414","11","1","100931","1007414229","0","0.5"
"","","","","1007414","91","","0","1007414230","",""
"0","mhp_anna_ahahaStand_in","0.2","0.2","1007414","3","mhp_anna_ahahaStand_loop","100931","1007414231","1",""
"1","NoItem","","0.2","1007414","3","","31","1007414232","",""
"0","vo_mhp_3117","","","1007414","21","0","vo_mhp_1007414","1007414233","",""
"5","この危機を克服した私の\n新たなる力に戦慄するがいい！","0","0","1007414","11","1","100931","1007414234","0","0.5"
"","","","","1007414","91","","0","1007414235","",""
"1","mhp_talk_worry","","0.2","1007414","3","","117531","1007414236","",""
"0","vo_mhp_3118","","","1007414","21","0","vo_mhp_1007414","1007414237","",""
"8","だから、病院内では静かに。","0","0","1007414","11","1","117531","1007414238","0","0.5"
"","","","","1007414","91","","0","1007414239","",""
"1","mhp_idle_normal","","0.2","1007414","3","","117531","1007414240","",""
"1","mhp_talk_worry","","0.2","1007414","3","","100931","1007414241","",""
"1","NoItem","","0.2","1007414","3","","31","1007414242","",""
"0","vo_mhp_3119","","","1007414","21","0","vo_mhp_1007414","1007414243","",""
"8","は、はい……","0","0","1007414","11","1","100931","1007414244","0","0.5"
"","","","","1007414","91","","0","1007414245","",""
"","","","","1007414","93","","1","1007414246","",""
"1","mhp_run_sad","","0.2","1007414","3","","100931","1007414247","",""
"","1","","","1007414","4","","100931","1007414248","",""
"-220","-1000","","","1007414","2","3","100931","1007414249","0",""
"","0","","","1007414","93","","3","1007414250","",""
"","","","","1007414","91","","0","1007414251","",""
"100","100931","0","1.7","1007415","1","-1000","1","1007415001","-220","mhp_idle_normal"
"100","117631","1","1.7","1007415","1","365","1","1007415002","-200","mhp_sit_idle"
"104","117531","1","1.7","1007415","1","185","1","1007415003","-220","mhp_sit_idle"
"-240","1","","1","1007415","31","-154","1","1007415004","0.85",""
"-50","120","","0","1007415","31","-237","20","1007415005","1",""
"0","130","","0","1007415","31","160","30","1007415006","1",""
"0","111","","0","1007415","31","0","11","1007415007","1",""
"110","11","0","1.7","1007415","5","-200","1","1007415008","-220","NoItem"
"105","12","0","1.7","1007415","5","-200","1","1007415009","-220","NoItem"
"110","21","1","1.7","1007415","5","170","1","1007415010","-220","NoItem"
"105","22","1","1.7","1007415","5","170","1","1007415011","-220","NoItem"
"1","1","0","0","1007415","6","1","11","1007415012","0",""
"1","1","0","0","1007415","6","1","12","1007415013","0",""
"1","1","0","0","1007415","6","1","21","1007415014","0",""
"1","1","0","0","1007415","6","1","22","1007415015","0",""
"","","","","1007415","91","","0","1007415016","",""
"1","mhp_sit_talk_normal","","0.2","1007415","3","","117531","1007415017","",""
"0","vo_mhp_3201","","","1007415","21","0","vo_mhp_1007415","1007415018","",""
"8","アンナちゃん、どうぞー","0","0","1007415","11","0","117531","1007415019","0","0.5"
"","","","","1007415","91","","0","1007415020","",""
"1","mhp_sit_idle","","0.2","1007415","3","","117531","1007415021","",""
"1","mhp_anna_chill_walk","","0.2","1007415","3","","100931","1007415022","",""
"-220","-200","","","1007415","2","4","100931","1007415023","0",""
"","","","","1007415","91","","0","1007415024","",""
"0","mhp_anna_chill_sit_in","0.2","0.2","1007415","3","mhp_anna_chill_sit_idle","100931","1007415025","1",""
"","0","","","1007415","93","","2","1007415026","",""
"1","mhp_sit_talk_normal","","0.2","1007415","3","","117531","1007415027","",""
"0","vo_mhp_3202","","","1007415","21","0","vo_mhp_1007415","1007415028","",""
"6","って、……ずいぶん辛そうね\nそれも「不可視の暗殺者」の\n仕業かしら？","0","0","1007415","11","1","117531","1007415029","0","0.5"
"","","","","1007415","91","","0","1007415030","",""
"1","mhp_sit_idle","","0.2","1007415","3","","117531","1007415031","",""
"1","mhp_anna_chill_loop","","0.2","1007415","3","","100931","1007415032","",""
"0","vo_mhp_3203","","","1007415","21","0","vo_mhp_1007415","1007415033","",""
"4","分かんない……\nなんかもう、ぼうっとするし\nぐらぐらするし、ひたすらつらい……","0","0","1007415","11","1","100931","1007415034","0","0.5"
"","","","","1007415","91","","0","1007415035","",""
"1","mhp_sit_talk_normal","","0.2","1007415","3","","117531","1007415036","",""
"0","vo_mhp_3204","","","1007415","21","0","vo_mhp_1007415","1007415037","",""
"7","これまでの症状が治まったからって\nナナカちゃんと魔法合戦なんかして\n羽目を外し過ぎたせいね\nふふ、ダメな団長さん♪","0","0","1007415","11","1","117531","1007415038","0","0.5"
"","","","","1007415","91","","0","1007415039","",""
"1","mhp_sit_idle","","0.2","1007415","3","","117531","1007415040","",""
"1","mhp_anna_sit_talk_sad","","0.2","1007415","3","","100931","1007415041","",""
"0","vo_mhp_3205","","","1007415","21","0","vo_mhp_1007415","1007415042","",""
"5","ごめん、なさい……","0","0","1007415","11","1","100931","1007415043","0","0.5"
"","","","","1007415","91","","0","1007415044","",""
"1","mhp_anna_chill_sit_idle","","0.2","1007415","3","","100931","1007415045","",""
"1","mhp_sit_talk_normal","","0.2","1007415","3","","117531","1007415046","",""
"0","vo_mhp_3206","","","1007415","21","0","vo_mhp_1007415","1007415047","",""
"6","はぁ、こんな調子じゃ\nからかいがいもないわね\nそんなふがいないあなたには\n罰を与えなきゃ。","0","0","1007415","11","1","117531","1007415048","0","0.5"
"","","","","1007415","91","","0","1007415049","",""
"1","mhp_sit_idle","","0.2","1007415","3","","117531","1007415050","",""
"1","mhp_anna_sit_talk_worry","","0.2","1007415","3","","100931","1007415051","",""
"0","vo_mhp_3207","","","1007415","21","0","vo_mhp_1007415","1007415052","",""
"5","か、覚悟はしている……\nでも、痛いのはちょっと……","0","0","1007415","11","1","100931","1007415053","0","0.5"
"","","","","1007415","91","","0","1007415054","",""
"1","mhp_anna_chill_sit_idle","","0.2","1007415","3","","100931","1007415055","",""
"0","mhp_sit_out","0.2","0.2","1007415","3","mhp_anna_ahahaStand_loop","117531","1007415056","1",""
"0","vo_mhp_3208","","","1007415","21","0","vo_mhp_1007415","1007415057","",""
"6","大丈夫、どんな病も私の目からは\n逃れられないから！","0","0","1007415","11","1","117531","1007415058","0","0.5"
"","","","","1007415","91","","0","1007415059","",""
"","0","","","1007415","22","","0","1007415060","",""
"1","mhp_walk","","0.2","1007415","3","","117531","1007415061","0",""
"-220","-50","","","1007415","2","2","117531","1007415062","0",""
"-220","-50","","","1007415","2","2","21","1007415063","0",""
"-220","-50","","","1007415","2","2","22","1007415064","0",""
"","0","","","1007415","93","","2","1007415065","",""
"1","1","0","0","1007415","6","1","21","1007415066","1",""
"0","mhp_mitsuki_injection_in","0","0.2","1007415","3","mhp_mitsuki_injection_loop","117531","1007415067","1",""
"0","mhp_mitsuki_injection_in","0","0.2","1007415","3","mhp_mitsuki_injection_loop","21","1007415068","1",""
"1","mhp_anna_pain_in_blue","","0.2","1007415","3","","100931","1007415069","",""
"","","","","1007415","93","","1.2","1007415070","",""
"","se_10031400_syringe","","","1007415","23","","se_10031400","1007415071","",""
"","","","","1007415","93","","0.6","1007415072","",""
"0","mhp_mitsuki_injection_out","0","0.2","1007415","3","mhp_idle_normal","117531","1007415073","1",""
"0","mhp_mitsuki_injection_out","0","0.2","1007415","3","NoItem","21","1007415074","1",""
"","","","","1007415","93","","0.5","1007415075","",""
"0","mhp_anna_down","","0.2","1007415","3","","100931","1007415076","",""
"0","vo_mhp_3209","","","1007415","21","0","vo_mhp_1007415","1007415077","",""
"10","あっ……","0","0","1007415","11","1","100931","1007415078","0","0.5"
"","","","","1007415","93","","0.3","1007415079","",""
"","1","","","1007415","4","","100931","1007415080","",""
"","se_10031400_bodyfall","","","1007415","23","","se_10031400","1007415081","",""
"","","","","1007415","91","","1007415078","1007415082","",""
"1","mhp_sit_talk_surprise2","","0.2","1007415","3","","117631","1007415083","",""
"0","vo_mhp_3210","","","1007415","21","0","vo_mhp_1007415","1007415084","",""
"6","こ、この人どうなったの？\nもしかして、し、死んじゃった――","0","0","1007415","11","1","117631","1007415085","0","0.5"
"","","","","1007415","91","","0","1007415086","",""
"1","mhp_sit_idle_surprise1","","0.2","1007415","3","","117631","1007415087","",""
"1","mhp_talk_thinking","","0.2","1007415","3","","117531","1007415088","",""
"0","vo_mhp_3211","","","1007415","21","0","vo_mhp_1007415","1007415089","",""
"5","まさか。睡眠薬を打っただけよ。\n彼女に必要なのは余計なことをさせず\nゆっくり休ませることだからね。","0","0","1007415","11","1","117531","1007415090","0","0.5"
"","","","","1007415","91","","0","1007415091","",""
"1","mhp_talk_normal","","0.2","1007415","3","","117531","1007415092","",""
"0","vo_mhp_3212","","","1007415","21","0","vo_mhp_1007415","1007415093","",""
"7","アンナちゃんの弱ってる姿なんて\n面白いものじゃないもの。\nいつもみたいに大騒ぎしてもらわないと\nこっちまで調子が狂うわ。","0","0","1007415","11","1","117531","1007415094","0","0.5"
"","","","","1007415","91","","0","1007415095","",""
"1","mhp_idle_normal","","0.2","1007415","3","","117531","1007415096","",""
"1","mhp_sit_talk_joy2","","0.2","1007415","3","","117631","1007415097","",""
"0","vo_mhp_3213","","","1007415","21","0","vo_mhp_1007415","1007415098","",""
"5","もう、ビックリさせないでよね。\n何だかんだでやっぱり先生は優しいね♪","0","0","1007415","11","1","117631","1007415099","0","0.5"
"","","","","1007415","91","","0","1007415100","",""
"1","mhp_sit_idle_joy2","","0.2","1007415","3","","117631","1007415101","",""
"1","mhp_talk_thinking","","0.2","1007415","3","","117531","1007415102","",""
"0","vo_mhp_3214","","","1007415","21","0","vo_mhp_1007415","1007415103","",""
"6","まあ、よく効く睡眠薬だから\n一週間くらい寝てるかもしれないわね。","0","0","1007415","11","1","117531","1007415104","0","0.5"
"","","","","1007415","91","","0","1007415105","",""
"1","mhp_idle_thinking","","0.2","1007415","3","","117531","1007415106","",""
"1","mhp_sit_idle_surprise2","","0.2","1007415","3","","117631","1007415107","",""
"0","vo_mhp_3215","","","1007415","21","0","vo_mhp_1007415","1007415108","",""
"8","え？","0","0","1007415","11","1","117631","1007415109","0","0.5"
"","","","","1007415","91","","0","1007415110","",""
"","1","","1","1007415","32","","111","1007415111","1",""
"","1","","1","1007415","32","","120","1007415112","1",""
"","se_10031400_rose","","","1007415","23","","se_10031400","1007415113","",""
"0","mhp_mitsuki_kime","","0.2","1007415","3","","117531","1007415114","0",""
"","","","","1007415","93","","1","1007415115","",""
"","1","","1","1007415","32","","130","1007415116","1",""
"","","","","1007415","93","","4","1007415117","",""
"","0","","1","1007415","32","","130","1007415118","1",""
"","","","","1007415","91","","0","1007415119","",""
"100","103111","0","1.7","1007416","1","-1100","1","1007416001","-240","mhp_idle_normal"
"100","117631","1","1.7","1007416","1","365","1","1007416002","-200","mhp_sit_idle"
"100","117531","1","1.7","1007416","1","185","1","1007416003","-220","mhp_sit_idle"
"-240","1","","1","1007416","31","-154","1","1007416004","0.85",""
"110","11","0","1.7","1007416","5","-200","1","1007416005","-220","NoItem"
"105","12","0","1.7","1007416","5","-200","1","1007416006","-220","NoItem"
"110","21","1","1.7","1007416","5","185","1","1007416007","-220","NoItem"
"105","22","1","1.7","1007416","5","185","1","1007416008","-220","NoItem"
"1","1","0","0","1007416","6","1","11","1007416009","0",""
"1","1","0","0","1007416","6","1","12","1007416010","0",""
"1","1","0","0","1007416","6","1","21","1007416011","0",""
"1","1","0","0","1007416","6","1","22","1007416012","0",""
"110","31","0","1.7","1007416","5","-1000","1","1007416013","-240","mhp_skull_idle"
"","","","","1007416","91","","0","1007416014","",""
"1","mhp_sit_talk_normal","","0.2","1007416","3","","117531","1007416015","",""
"0","vo_mhp_6001","","","1007416","21","0","vo_mhp_1007416","1007416016","",""
