63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5
"757","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1071","750","31022"
"758","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1071","500","31022"
"759","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1072","5000","31043"
"760","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1072","4500","31043"
"761","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1072","4000","31043"
"762","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1072","3500","31043"
"763","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1072","3000","31043"
"764","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1072","2500","31043"
"765","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1072","2000","31043"
"766","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1072","1500","31043"
"767","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1072","1000","31043"
"768","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1072","750","31043"
"769","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1072","500","31043"
"770","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1073","5000","31018"
"771","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1073","4500","31018"
"772","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1073","4000","31018"
"773","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1073","3500","31018"
"774","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1073","3000","31018"
"775","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1073","2500","31018"
"776","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1073","2000","31018"
"777","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1073","1500","31018"
"778","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1073","1000","31018"
"779","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1073","750","31018"
"780","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1073","500","31018"
"781","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1074","5000","31145"
"782","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1074","4500","31145"
"783","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1074","4000","31145"
"784","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1074","3500","31145"
"785","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1074","3000","31145"
"786","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1074","2500","31145"
"787","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1074","2000","31145"
"788","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1074","1500","31145"
"789","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1074","1000","31145"
"790","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1074","750","31145"
"791","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1074","500","31145"
"792","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1075","5000","31025"
"793","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1075","4500","31025"
"794","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1075","4000","31025"
"795","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1075","3500","31025"
"796","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1075","3000","31025"
"797","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1075","2500","31025"
"798","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1075","2000","31025"
"799","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1075","1500","31025"
"800","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1075","1000","31025"
"801","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1075","750","31025"
"802","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1075","500","31025"
"803","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1076","5000","31042"
"804","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1076","4500","31042"
"805","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1076","4000","31042"
"806","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1076","3500","31042"
"807","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1076","3000","31042"
"808","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1076","2500","31042"
"809","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1076","2000","31042"
"810","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1076","1500","31042"
"811","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1076","1000","31042"
"812","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1076","750","31042"
"813","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1076","500","31042"
"814","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1077","5000","31022"
"815","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1077","4500","31022"
"816","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1077","4000","31022"
"817","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1077","3500","31022"
"818","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1077","3000","31022"
"819","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1077","2500","31022"
"820","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1077","2000","31022"
"821","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1077","1500","31022"
"822","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1077","1000","31022"
"823","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1077","750","31022"
"824","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1077","500","31022"
"825","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1078","5000","31214"
"826","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1078","4500","31214"
"827","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1078","4000","31214"
"828","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1078","3500","31214"
"829","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1078","3000","31214"
"830","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1078","2500","31214"
"831","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1078","2000","31214"
"832","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1078","1500","31214"
"833","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1078","1000","31214"
"834","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1078","750","31214"
"835","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1078","500","31214"
"836","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1079","5000","31043"
"837","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1079","4500","31043"
"838","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1079","4000","31043"
"839","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1079","3500","31043"
"840","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1079","3000","31043"
"841","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1079","2500","31043"
"842","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1079","2000","31043"
"843","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1079","1500","31043"
"844","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1079","1000","31043"
"845","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1079","750","31043"
"846","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1079","500","31043"
"847","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1080","5000","31018"
"848","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1080","4500","31018"
"849","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1080","4000","31018"
"850","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1080","3500","31018"
"851","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1080","3000","31018"
"852","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1080","2500","31018"
"853","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1080","2000","31018"
"854","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1080","1500","31018"
"855","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1080","1000","31018"
"856","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1080","750","31018"
"857","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1080","500","31018"
"858","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1081","5000","31145"
"859","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1081","4500","31145"
"860","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1081","4000","31145"
"861","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1081","3500","31145"
"862","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1081","3000","31145"
"863","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1081","2500","31145"
"864","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1081","2000","31145"
"865","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1081","1500","31145"
"866","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1081","1000","31145"
"867","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1081","750","31145"
"868","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1081","500","31145"
"869","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1082","5000","31025"
"870","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1082","4500","31025"
"871","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1082","4000","31025"
"872","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1082","3500","31025"
"873","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1082","3000","31025"
"874","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1082","2500","31025"
"875","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1082","2000","31025"
"876","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1082","1500","31025"
"877","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1082","1000","31025"
"878","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1082","750","31025"
"879","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1082","500","31025"
"880","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1083","5000","31042"
"881","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1083","4500","31042"
"882","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1083","4000","31042"
"883","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1083","3500","31042"
"884","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1083","3000","31042"
"885","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1083","2500","31042"
"886","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1083","2000","31042"
"887","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1083","1500","31042"
"888","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1083","1000","31042"
"889","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1083","750","31042"
"890","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1083","500","31042"
"891","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1084","5000","31022"
"892","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1084","4500","31022"
"893","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1084","4000","31022"
"894","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1084","3500","31022"
"895","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1084","3000","31022"
"896","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1084","2500","31022"
"897","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1084","2000","31022"
"898","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1084","1500","31022"
"899","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1084","1000","31022"
"900","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1084","750","31022"
"901","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1084","500","31022"
"902","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1085","5000","31214"
"903","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1085","4500","31214"
"904","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1085","4000","31214"
"905","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1085","3500","31214"
"906","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1085","3000","31214"
"907","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1085","2500","31214"
"908","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1085","2000","31214"
"909","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1085","1500","31214"
"910","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1085","1000","31214"
"911","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1085","750","31214"
"912","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1085","500","31214"
"913","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1086","5000","31043"
"914","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1086","4500","31043"
"915","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1086","4000","31043"
"916","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1086","3500","31043"
"917","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1086","3000","31043"
"918","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1086","2500","31043"
"919","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1086","2000","31043"
"920","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1086","1500","31043"
"921","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1086","1000","31043"
"922","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1086","750","31043"
"923","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1086","500","31043"
"924","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1087","5000","31018"
"925","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1087","4500","31018"
"926","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1087","4000","31018"
"927","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1087","3500","31018"
"928","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1087","3000","31018"
"929","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1087","2500","31018"
"930","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1087","2000","31018"
"931","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1087","1500","31018"
"932","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1087","1000","31018"
"933","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1087","750","31018"
"934","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1087","500","31018"
"935","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1088","5000","31145"
"936","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1088","4500","31145"
"937","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1088","4000","31145"
"938","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1088","3500","31145"
"939","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1088","3000","31145"
"940","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1088","2500","31145"
"941","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1088","2000","31145"
"942","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1088","1500","31145"
"943","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1088","1000","31145"
"944","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1088","750","31145"
"945","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1088","500","31145"
"946","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1089","5000","31025"
"947","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1089","4500","31025"
"948","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1089","4000","31025"
"949","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1089","3500","31025"
"950","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1089","3000","31025"
"951","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1089","2500","31025"
"952","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1089","2000","31025"
"953","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1089","1500","31025"
"954","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1089","1000","31025"
"955","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1089","750","31025"
"956","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1089","500","31025"
"957","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1090","5000","31042"
"958","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1090","4500","31042"
"959","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1090","4000","31042"
"960","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1090","3500","31042"
"961","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1090","3000","31042"
"962","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1090","2500","31042"
"963","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1090","2000","31042"
"964","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1090","1500","31042"
"965","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1090","1000","31042"
"966","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1090","750","31042"
"967","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1090","500","31042"
"968","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1091","5000","31022"
"969","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1091","4500","31022"
"970","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1091","4000","31022"
"971","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1091","3500","31022"
"972","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1091","3000","31022"
"973","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1091","2500","31022"
"974","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1091","2000","31022"
"975","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1091","1500","31022"
"976","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1091","1000","31022"
"977","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1091","750","31022"
"978","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1091","500","31022"
"979","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1092","5000","31232"
"980","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1092","4500","31232"
"981","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1092","4000","31232"
"982","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1092","3500","31232"
"983","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1092","3000","31232"
"984","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1092","2500","31232"
"985","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1092","2000","31232"
"986","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1092","1500","31232"
"987","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1092","1000","31232"
"988","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1092","750","31232"
"989","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1092","500","31232"
"990","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1093","5000","31214"
"991","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1093","4500","31214"
"992","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1093","4000","31214"
"993","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1093","3500","31214"
"994","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1093","3000","31214"
"995","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1093","2500","31214"
"996","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1093","2000","31214"
"997","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1093","1500","31214"
"998","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1093","1000","31214"
"999","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1093","750","31214"
"1000","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1093","500","31214"
"1001","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1094","5000","31043"
"1002","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1094","4500","31043"
"1003","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1094","4000","31043"
"1004","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1094","3500","31043"
"1005","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1094","3000","31043"
"1006","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1094","2500","31043"
"1007","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1094","2000","31043"
"1008","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1094","1500","31043"
"1009","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1094","1000","31043"
"1010","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1094","750","31043"
"1011","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1094","500","31043"
"1012","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1095","5000","31018"
