4ef1b3a0b92bd294e2dfedc0fd7888e833f331758c98e2f8614ca0f3ca5d72d2,a27b644709c05047c43e6483bc97f0daa982ee6c104f3413073b6a68d36f5dff,eed499aecf8084d21493d2428457a6f912188d062a7866f0f16c4e5195c21e62,c37f73cf054229fb7d2ec4328b434d5c3560bf7b3b88868a0e491f0a016853b6,cd4b191ba1fdf934db01b68f3d157c04ac040a12dabd81abc67346293aadb872,ec3ce700cca1b151ee669ff0bed30f852a9836ea0332d0c12be7dce70cd995d3,21040413017a3e6c151e30cc1e27b4659e39f16c9e26569cfafc18ba75f043f7,20f81933ff407c26003869bcf9453c687a525ef5f35e3a4821e1bf1293cf6475,5ec91dd1043f54075d789810e096519f629decae883f32877bc84a42b42d5c23,19da2dcf5ac2ca1caba1cc785455c82d67f7d986bb82733964ce2b1404fcaf16,a995040453a08e855b53bcdfae43d7f48e0bfae637f6ef4bbbf7a112fd8cdf98,ffbb0a9077d9f5880e8f9ce0900bd5b760164d073f5e60f6f4c2488f303a9477,ce1988e6438ea33ab4d9215dc132728a4b54ff9d7ce2550ef51b9fdf5bff08a7,1b153965b393aff9ff145a6d667d931badafb287b1535e0f44de44224466444c,425125f7c623ec5b9ffed08d3171afa5b1aa1ed154205ad4a7e2379875321d19,b25a6beeb13515ef3d371a091f2c477b0d537dfc7e9d082ecb7606dedbe95f9a,8216e4e60547afdbae4963e33bcc62e521a065b7bfb6c0577005a87877ae1963,9ec0720896ca740dcc5c86e87d1485e2f0718da0fa9c6a30b6c20b9159c35606,4397fc4d064cdfb4a1a4aa8b2e4c9d03cdf93eaac861f0350b5da5ab232e2a38,ab8a46f0729da0a264429474be3162c0461d8bf0b6841f5dc5456c9200db30f8,dab1d6e64ec4422ffc464d9dfb9d9783266222478772259cd1b57c5f83abcfdc
"60","0","2","3000","1","0.6","0","0","0","99","0","","1","","3","0.0006","3","1.5","319500301","1","0"
"2","0","30","3000","10","25","0","0","0","1","0","","2","","1","90","7","0","319500401","1","1"
"200","0","1","3000","16","0","0","0","0","1","0","","2","","1","0","7","0","319500402","1","0"
"60","0","2","3000","1","0.6","0","0","0","1","0","","1","","1","0.0012","3","3.5","319500501","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","1","0","3","0","319503101","1","0"
"60","0","2","3000","1","0.6","0","0","99999","1","0","","1","","1","0.0009","3","3.5","319503102","1","0"
"6","0","319503104","3000","26","0.1125","0","135","0","1","0","","2","","1","135","3","0","319503103","1","2"
"1","0","30","3000","10","15","1","0","1","1","0","","2","","1","90","7","15","319503104","1","1"
"100","0","10","3000","49","0","0","0","0","1","0","","1","","1","0","3","0","319503105","1","0"
"1","0","1000","0","28","0","0","0","0","1","0","","2","","3","0","7","0","319503106","1","319503107"
"2","0","30","0","10","300","1","0","1","1","0","","2","","3","90","7","0","319503107","1","1"
"0.5","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","319503201","1","0"
"90","0","2","3000","1","0.9","0","0","0","99","0","","1","","3","0.0009","3","1.5","319503202","1","0"
"0.5","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","319503301","1","0"
"60","0","2","3000","1","0.6","0","0","0","99","0","","1","","3","0.0006","3","1.5","319503302","1","0"
"2","0","30","3000","10","25","0","0","0","1","0","","2","","1","90","7","0","319503401","1","1"
"200","0","1","3000","16","0","0","0","0","1","0","","2","","1","0","7","0","319503402","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","1","0","3","0","319503501","1","0"
"60","0","2","3000","1","0.6","0","0","0","1","0","","1","","1","0.0012","3","3.5","319503502","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319503601","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319503602","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319503603","1","0"
"0.75","0","0","0","98","90","0","0","1","1","0","","2","","3","0","7","0","319503604","1","0"
"0.5","0","0","3000","92","0","0","0","1","99","0","","1","","3","0","3","0","319503701","1","0"
"40","0","2","3000","1","0.4","0","0","0","99","0","","1","","3","0.0004","3","1.5","319503702","1","0"
"0.5","0","0","3000","92","0","0","0","1","1","0","","1","","1","0","3","0","319503703","1","0"
"70","0","2","3000","9","0.7","0","0","0","1","0","","1","","1","0","3","12.1","319503704","1","0"
"0","0","4","3000","8","0","0","0","0","1","0","","1","","1","0","3","5.1","319503705","1","0"
"0.5","0","0","3000","92","0","0","0","1","99","0","","1","","3","0","3","0","319503801","1","0"
"40","0","2","3000","1","0.4","0","0","0","99","0","","1","","3","0.0004","3","1.5","319503802","1","0"
"1000","0","3","3000","3","0","0","0","0","99","0","","1","","3","0","3","500","319503803","1","0"
"0","0","7","3000","8","0","0","0","0","99","0","","1","","3","0","3","1","319503804","1","0"
"6.6","0","2","3000","1","6.6","100","0","0","3","0","","1","","9","0.00007","3","1","319600101","1","0"
"0","0","4","3000","8","0","0","0","0","3","0","","1","","9","0","3","3","319600102","1","0"
"1","0","40","0","10","50","0","0","0","1","0","","2","","3","90","7","0.005","319600103","1","1"
"24","0","2","3000","1","24","100","0","0","1","0","","1","","3","0.00029","3","1","319600201","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319600301","1","0"
"9900","0","0","0","110","90","0","0","500000","1","0","","2","","3","0","7","-1","319600302","1","0"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","10","319600401","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319600402","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319600403","1","2"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","20","319600501","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","20","7","1","319600502","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","20","7","1","319600503","1","2"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","10","319600601","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319600602","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319600603","1","2"
"6.6","0","2","3000","1","6.6","100","0","0","3","0","","1","","9","0.00007","3","1","319601101","1","0"
"0","0","4","3000","8","0","0","0","0","3","0","","1","","9","0","3","5","319601102","1","0"
"1","0","40","0","10","50","0","0","0","1","0","","2","","3","90","7","0.005","319601103","1","1"
"1.8","0","2","3000","1","1.8","100","0","0","3","0","","1","","9","0.00001","3","1","319601201","1","0"
"1","0","41","3000","10","0","0","0","0","3","0","","1","","9","18","3","0.007","319601202","1","1"
"24","0","2","3000","1","24","100","0","0","1","0","","1","","3","0.00029","3","1","319601301","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319601401","1","0"
"11900","0","0","0","110","90","0","0","500000","1","0","","2","","3","0","7","-1","319601402","1","0"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","10","319601501","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319601502","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319601503","1","2"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","20","319601601","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","20","7","1","319601602","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","20","7","1","319601603","1","2"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","10","319601701","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319601702","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319601703","1","2"
"100","0","2","3000","1","10","50","0","0","3","0","","1","","9","0.01","3","1","319602101","1","0"
"0","0","4","3000","8","0","0","0","0","3","0","","1","","9","0","3","5","319602102","1","0"
"1","0","40","0","10","150","0","0","0","1","0","","2","","3","90","7","0","319602103","1","1"
"100","0","2","3000","1","10","50","0","0","3","0","","1","","7","0.01","3","1","319602201","1","0"
"1","0","41","3000","10","350","0","0","0","3","0","","1","","7","18","3","0","319602202","1","1"
"100","0","2","3000","1","10","50","0","0","1","0","","1","","3","0.01","3","1","319602301","1","0"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","10","319602501","1","0"
"1","0","21","0","10","1","0","0","0","1","0","","2","","1","0","7","1","319602502","1","2"
"1","0","41","0","10","1","0","0","0","1","0","","2","","1","0","7","1","319602503","1","2"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","20","319602601","1","0"
"1","0","21","0","10","1","0","0","0","1","0","","2","","1","0","7","1","319602602","1","2"
"1","0","41","0","10","1","0","0","0","1","0","","2","","1","0","7","1","319602603","1","2"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","10","319602701","1","0"
"1","0","21","0","10","1","0","0","0","1","0","","2","","1","0","7","1","319602702","1","2"
"1","0","41","0","10","1","0","0","0","1","0","","2","","1","0","7","1","319602703","1","2"
"6","0","2","3000","1","6","100","0","0","3","0","","1","","3","0.00011","3","1","319604101","1","0"
"0","0","4","3000","8","0","0","0","0","3","0","","1","","3","0","3","5","319604102","1","0"
"1","0","40","0","10","100","0","0","0","1","0","","2","","3","90","7","0.006","319604103","1","1"
"1.6","0","2","3000","1","1.6","100","0","0","3","0","","1","","3","0.00002","3","1","319604201","1","0"
"3","0","41","3000","10","30","0","0","0","3","0","","1","","3","18","3","0","319604202","1","1"
"15","0","2","3000","1","15","100","0","0","1","0","","1","","3","0.00031","3","1","319604301","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319604401","1","0"
"9900","0","0","0","110","90","0","0","500000","1","0","","2","","3","0","7","-1","319604402","1","0"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","10","319604501","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319604502","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319604503","1","2"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","20","319604601","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","20","7","1","319604602","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","20","7","1","319604603","1","2"
"100","0","9","0","17","0","0","0","0","1","0","","2","","1","0","7","10","319604701","1","0"
"1","0","21","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319604702","1","2"
"1","0","41","0","10","0","0","0","0","1","0","","2","","1","10","7","1","319604703","1","2"
"0.5","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","319700101","1","0"
"90","0","1","3000","1","0.9","0","0","0","99","0","","1","","3","0.00135","3","1.5","319700102","1","2"
"100","0","10","3000","49","0","0","0","0","99","0","","1","","3","0","3","0","319700103","1","0"
"0","0","7","3000","8","0","0","0","0","99","0","","1","","3","0","3","3","319700104","1","0"
"0","0","2","250","15","0","1","1","530","1","0","","2","","1","0","7","0","319700201","1","105660302"
"600","0","3","3000","3","0","0","0","0","99","0","","1","","3","0","3","1500","319700202","1","0"
"100","0","3","0","17","0","0","0","0","1","0","","0","","0","0","7","60","319700301","1","0"
"100","0","1","3000","49","0","0","0","0","1","0","","2","","3","0","7","0","319700302","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","3","0","3","0","319700401","1","0"
"60","0","1","3000","1","0.6","0","0","0","1","0","","1","","3","0.0012","3","3.5","319700402","1","0"
"0","0","7","3000","8","0","0","0","0","1","0","","1","","3","0","3","3","319700403","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319700501","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319700502","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319700503","1","0"
"0","0","0","0","98","90","0","0","1","1","0","","2","","3","0","7","0","319700504","1","0"
"30","0","2","3000","46","0","100","0","0","99","0","","1","","3","0","3","0","319701101","1","1"
"100","0","10","3000","49","0","0","0","0","99","0","","1","","3","0","3","0","319701102","1","0"
"0","0","7","3000","8","0","0","0","0","99","0","","1","","3","0","3","2","319701103","1","0"
"0","0","2","3000","46","0.1","50","0","0","1","0","","1","","3","0","3","0","319701201","1","1"
"0","0","7","3000","8","0","0","0","0","1","0","","1","","3","0","3","2","319701202","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319701301","1","0"
"100000","0","3","0","73","0","0","2000000","0","1","0","","2","","3","0","7","90","319701302","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319701303","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319701304","1","0"
"0.5","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","319800101","1","0"
"90","0","1","3000","1","0.9","0","0","0","99","0","","1","","3","0.00135","3","1.5","319800102","1","0"
"0","0","7","3000","8","0","0","0","0","99","0","","1","","3","0","3","2","319800103","1","0"
"1500000","0","1","3000","1","0","0","0","9999999","1","0","","2","","3","0","7","0","319800104","1","0"
"2","0","10","3000","10","0","0","0","0","99","0","","2","","3","12","18","1","319800201","1","1"
"300","0","1","3000","16","0","0","0","0","1","0","","2","","3","0","7","0","319800202","1","0"
"0","0","2","-1","15","-2","1","1","510","1","-500","","2","","1","0","7","0","319800301","1","105670302"
"0","0","2","-1","15","-1","1","1","360","1","-500","","2","","1","0","7","0","319800302","1","105670303"
"0","0","2","-1","15","-3","1","1","160","1","-500","","2","","1","0","7","0","319800303","1","105670304"
"0","0","2","-1","15","1","1","1","110","1","-500","","2","","1","0","7","0","319800304","1","105670305"
"400","0","3","3000","3","0","0","0","0","99","0","","1","","3","0","3","1000","319800305","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319800401","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319800402","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319800403","1","0"
"0","0","0","0","98","90","0","0","1","1","0","","2","","3","0","7","0","319800404","1","0"
"2","0","20","0","10","0","0","0","1","99","0","","2","","3","12","34","1","319801101","1","0"
"2","0","40","0","10","0","0","0","1","99","0","","2","","3","12","34","1","319801102","1","0"
"0","0","4","0","16","1.5","0","0","1","99","0","","2","","3","0","34","0","319801103","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319801201","1","0"
"100000","0","3","0","73","0","0","2000000","0","1","0","","2","","3","0","7","90","319801202","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319801203","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319801204","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","2","0","1","0","319900101","1","0"
"120","0","1","3000","1","1.2","0","0","0","1","0","","1","","2","0.0018","1","3.5","319900102","1","0"
"1","0","21","3000","10","2000","0","0","0","1","0","","1","","2","12","1","0","319900103","1","1"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","2","0","4","0","319900201","1","0"
"90","0","1","3000","1","0.9","0","0","0","1","0","","1","","2","0.0009","4","3.5","319900202","1","0"
"550","0","8","3000","3","-1","0","0","1","1","0","","1","","2","0","4","5000","319900203","1","1"
"0","0","7","3000","8","0","0","0","0","1","0","","1","","2","0","4","3","319900204","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","2","0","3","0","319900301","1","0"
"60","0","1","3000","1","0.6","0","0","0","1","0","","1","","2","0.0012","3","3.5","319900302","1","0"
"100","0","3","0","17","0","0","0","0","1","0","","2","","3","0","7","30","319900401","1","0"
"11.7","0","1","0","21","0","0","0","0","1","0","","2","","3","0","7","0","319900402","1","0"
"11.7","0","0","3000","13","0","0","0","0","99","0","","1","","3","0","3","100","319900403","1","0"
"200","0","2","0","16","0","0","0","0","1","0","","2","","3","0","7","0","319900404","1","0"
"90","0","1","0","22","0","0","0","0","1","0","","2","","3","0","7","0","319900405","1","31990002"
"1","0","50","0","28","2","319900503","0","0","1","0","","2","","3","0","7","0","319900501","1","319900502"
"90","0","1","0","22","0","1","0","0","1","0","","2","","3","0","7","0","319900502","1","31990003"
"90","0","1","0","22","0","1","0","0","1","0","","2","","3","0","7","0","319900503","1","31990004"
"0.5","0","0","3000","92","0","0","0","0","2","0","","1","","3","0","38","0","319900601","1","0"
"500","0","1","3000","46","0","0","0","0","2","0","","1","","3","0","3","0","319900602","1","1"
"90","0","1","0","22","0","0","0","0","1","0","","2","","3","0","7","0","319900603","1","31990001"
"1","0","21","0","10","1","0","0","0","1","0","","2","","3","90","7","1","319900701","1","1"
"1","0","41","0","10","1","0","0","0","1","0","","2","","3","90","7","1","319900702","1","1"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319900801","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319900802","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319900803","1","0"
"0.5","0","0","0","98","90","0","0","1","1","0","","2","","3","0","7","0","319900804","1","0"
"26","0","1","3000","1","26","50","0","0","1","0","","1","","3","0.0018","1","1","319901101","1","0"
"1","0","21","3000","10","0","0","0","0","1","0","","1","","3","12","1","0.2","319901102","1","1"
"90","0","1","3000","1","0.9","50","0","0","1","0","","1","","3","0.0009","4","3.5","319901201","1","0"
"550","0","8","3000","3","-1","0","0","1","1","0","","1","","3","0","4","5000","319901202","1","1"
"1","0","21","3000","10","0","0","0","0","1","0","","1","","3","12","4","0.2","319901203","1","1"
"90","0","1","3000","1","0.9","50","0","0","1","0","","1","","3","0.0018","3","3.5","319901301","1","0"
"1","0","100","3000","23","0","0","0","0","1","0","","1","","3","0","3","0","319901302","1","319901303"
"90","0","1","3000","1","0.9","50","0","0","1","0","","1","","3","0.0018","3","3.5","319901303","1","0"
"100","0","3","0","17","0","0","0","0","1","0","","2","","3","0","7","30","319901401","1","0"
"2","0","2","3000","8","0","0","0","0","99","0","","2","","3","0","3","90","319901402","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","319901501","1","0"
"100000","0","3","0","73","0","0","2000000","0","1","0","","2","","3","0","7","90","319901502","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319901503","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","319901504","1","0"
"90","0","2","3000","1","0.9","0","0","99999","99","0","","1","","3","0.00135","3","1.5","320000101","1","0"
"1","0","41","3000","10","0","0","0","0","99","0","","1","","3","18","3","0.03","320000102","1","1"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","2","0","3","0","320000201","1","0"
"60","0","2","200","1","0.6","0","0","0","99","0","","1","","2","0.0006","1","3","320000202","1","0"
"20","0","2","3000","1","0.2","0","0","0","1","0","","2","","3","0.0002","7","3.5","320000301","1","0"
"1","0","21","3000","10","0","0","0","0","1","0","","2","","3","18","7","0.03","320000302","1","1"
"1","0","41","3000","10","0","0","0","0","1","0","","2","","3","18","7","0.03","320000303","1","1"
"100","0","3","0","17","0","0","0","0","1","0","","0","","0","0","7","50","320000401","1","0"
"120","0","1","0","22","0","0","0","0","1","0","","2","","3","0","7","0","320000402","1","32000202"
"2","0","21","0","10","90","1","0","0","1","0","","2","","3","120","7","0","320000403","1","1"
"2","0","41","0","10","90","1","0","0","1","0","","2","","3","120","7","0","320000404","1","1"
"60","0","2","3000","1","0.6","0","0","0","1","0","","1","","3","0.0012","3","3.5","320000501","1","0"
"0.5","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","320003101","1","0"
"90","0","2","3000","1","0.9","0","0","99999","99","0","","1","","3","0.00135","3","1.5","320003102","1","0"
"1","0","41","3000","10","0","0","0","0","99","0","","1","","3","18","3","0.03","320003103","1","1"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","2","0","3","0","320003201","1","0"
"0.5","0","0","200","92","0","0","0","0","99","0","","1","","2","0","1","0","320003202","1","0"
"60","0","2","200","1","0.6","0","0","0","99","0","","1","","2","0.0006","1","3","320003203","1","0"
"20","0","2","3000","1","0.2","0","0","0","1","0","","2","","3","0.0002","7","3.5","320003301","1","0"
"1","0","21","3000","10","0","0","0","0","1","0","","2","","3","18","7","0.03","320003302","1","1"
"1","0","41","3000","10","0","0","0","0","1","0","","2","","3","18","7","0.03","320003303","1","1"
"100","0","3","0","17","0","0","0","0","1","0","","0","","0","0","7","31","320003401","1","0"
"120","0","1","0","22","0","0","0","0","1","0","","2","","3","0","7","0","320003402","1","32000502"
"2","0","21","0","10","90","1","0","0","1","0","","2","","3","120","7","0","320003403","1","1"
"2","0","41","0","10","90","1","0","0","1","0","","2","","3","120","7","0","320003404","1","1"
"100","0","1","3000","49","0","0","0","0","1","0","","2","","3","0","7","0","320003405","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","3","0","3","0","320003501","1","0"
"60","0","2","3000","1","0.6","0","0","0","1","0","","1","","3","0.0012","3","3.5","320003502","1","0"
"0.5","0","0","3000","92","0","0","0","0","3","0","","1","","2","0","3","0","320003601","1","0"
"999999","0","2","3000","1","0","0","0","99999","3","0","","1","","2","0","3","0","320003602","1","0"
"2","0","21","3000","10","100","0","0","0","1","0","","2","","3","90","7","0","320003603","1","1"
"2","0","41","3000","10","100","0","0","0","1","0","","2","","3","90","7","0","320003604","1","1"
"100","0","1","3000","49","0","0","0","0","1","0","","2","","3","0","7","0","320003605","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","2","","2","0","7","0","320003606","1","0"
"500000","0","2","3000","9","0","0","0","0","1","0","","2","","3","0","7","40.5","320003607","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","3","0","4","0","320003608","1","0"
"90","0","4","3000","36","0.9","0","1.5","3000","1","0","","1","","3","0.0009","4","3.5","320003609","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","320003701","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","320003702","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","320003703","1","0"
"0","0","2","-1","15","1","1","1","650","1","0","","2","","1","0","7","1","320003801","1","610128402"
"0","0","2","-1","15","1","1","1","900","1","0","","2","","1","0","7","1","320003802","1","610128403"
"0","0","2","-1","15","1","1","1","1150","1","0","","2","","1","0","7","1","320003803","1","610128404"
"350","0","3","2160","3","0","0","0","0","99","0","","1","","2","0","3","1000","320003804","1","0"
"15","0","1","3000","46","0","100","0","0","99","0","","1","","3","0","3","0","320100101","1","1"
"15","0","1","3000","46","0","100","0","0","99","0","","1","","3","0","3","0","320100102","1","2"
"7","0","320100101","0","26","0.003","0","0","0","1","0","","2","","3","0","7","0","320100103","1","1"
"8","0","320100102","0","26","0.003","0","0","0","1","0","","2","","3","0","7","0","320100104","1","1"
"1","0","701","3000","28","2","320100106","0","0","99","0","","2","","3","0","3","0","320100105","1","0"
"1","0","2","3000","8","0","0","0","0","99","0","","2","","3","0","3","18","320100106","1","0"
"4","0","320100106","3000","26","0.3","0","0","0","99","0","","2","","3","0","18","0","320100107","1","1"
"0","0","1","3000","1","40","50","0","0","1","0","","1","","3","0","3","40","320100201","1","0"
"0","0","2","3000","1","40","50","0","0","1","0","","1","","3","0","3","40","320100202","1","0"
"1","0","21","3000","10","0","0","0","0","99","0","","1","","3","12","3","0.06","320100301","1","1"
"1","0","41","3000","10","0","0","0","0","99","0","","1","","3","12","3","0.06","320100302","1","1"
"1","0","970","3000","23","2","0","0","0","99","0","","1","","3","0","3","0","320100303","1","320100304"
"1","0","11","3000","10","0","0","0","0","99","0","","1","","3","12","3","5","320100304","1","0"
"1","0","31","3000","10","0","0","0","0","99","0","","1","","3","12","3","5","320100305","1","0"
"1","0","720","3000","28","2","320100402","0","0","1","0","","2","","3","0","3","215900","320100401","2","0"
"0","0","2","250","15","1","1","1","-100","1","-100","","2","","1","0","7","0","320100402","2","501011005"
"1","0","720","3000","28","2","320100404","0","0","1","0","","2","","3","0","3","215901","320100403","2","0"
"0","0","2","250","15","1","1","1","-350","1","-350","","2","","1","0","7","0","320100404","2","501011006"
"1","0","720","3000","28","2","320100406","0","0","1","0","","2","","3","0","3","215902","320100405","2","0"
"0","0","2","250","15","1","1","1","-600","1","-600","","2","","1","0","7","0","320100406","2","501011007"
"2","0","1","3000","4","100","0","1","0","99","0","","2","","3","0","34","0","320100407","2","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","320100501","1","0"
"90","0","1","3000","105","0","0","0","0","1","0","","2","","3","0","7","0","320100502","1","146"
"0","0","2","250","15","0","1","1","-2000","1","0","","2","","1","0","7","0","320100503","2","501011008"
"2","0","10","3000","10","100","0","0","0","99","0","","2","","3","18","3","0","320100601","1","1"
"2","0","30","3000","10","100","0","0","0","99","0","","2","","3","18","3","0","320100602","1","1"
"1","0","20","3000","10","0","0","0","0","99","0","","2","","3","18","3","0.1","320100603","1","1"
"1","0","40","3000","10","0","0","0","0","99","0","","2","","3","18","3","0.1","320100604","1","1"
"15","0","1","3000","46","0","100","0","0","99","0","","1","","3","0","3","0","320101101","1","1"
"15","0","1","3000","46","0","100","0","0","99","0","","1","","3","0","3","0","320101102","1","2"
"7","0","320101101","0","26","0.003","0","0","0","1","0","","2","","3","0","7","0","320101103","1","1"
"8","0","320101102","0","26","0.003","0","0","0","1","0","","2","","3","0","7","0","320101104","1","1"
"1","0","701","3000","28","2","320101106","0","0","99","0","","2","","3","0","3","0","320101105","1","0"
"0","0","1","3000","59","0","0","0","0","99","0","","1","","3","0","3","18","320101106","1","0"
"4","0","320101106","3000","26","0.2","0","0","0","99","0","","2","","3","0","18","0","320101107","1","1"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","320101501","1","0"
"90","0","1","3000","105","0","0","0","0","1","0","","3","","6","0","7","0","320101502","1","147"
"9900","0","1","3000","110","90","0","0","600000","99","0","","3","","6","0","3","-1","320101503","1","0"
"0","0","2","250","15","0","1","1","-2000","1","0","","2","","1","0","7","0","320101504","2","501011009"
"2","0","91","3000","10","100","0","0","0","99","0","","1","","3","18","3","0","320101601","1","1"
"1","0","980","3000","23","2","320101603","0","0","99","0","","1","","3","0","3","0","320101602","1","320101604"
"0","0","2","3000","9","0.005","100","0","0","99","0","","1","","3","0","3","18.5","320101603","1","0"
"0","0","2","3000","9","0.01","100","0","0","99","0","","1","","3","0","3","18.5","320101604","1","0"
"15","0","1","3000","46","0","100","0","0","99","0","","1","","3","0","3","0","320102101","1","1"
"15","0","1","3000","46","0","100","0","0","99","0","","1","","3","0","3","0","320102102","1","2"
"7","0","320102101","0","26","0.003","0","0","0","1","0","","2","","3","0","7","0","320102103","1","1"
"8","0","320102102","0","26","0.003","0","0","0","1","0","","2","","3","0","7","0","320102104","1","1"
"1","0","701","3000","28","2","320102106","0","0","99","0","","2","","3","0","3","0","320102105","1","0"
"1","0","20","3000","10","0","0","0","0","99","0","","2","","3","18","3","0","320102106","1","1"
"1","0","40","3000","10","0","0","0","0","99","0","","2","","3","18","3","0","320102107","1","1"
"4","0","320102106","3000","26","100","0","0","0","99","0","","2","","3","0","18","0","320102108","1","2"
"4","0","320102107","3000","26","100","0","0","0","99","0","","2","","3","0","18","0","320102109","1","2"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","320102501","1","0"
"90","0","1","3000","105","0","0","0","0","1","0","","2","","3","0","7","0","320102502","1","148"
"0","0","2","250","15","0","1","1","-2000","1","0","","2","","1","0","7","0","320102503","2","501011010"
"5000","0","1","3000","1","0","100","0","99999","99","0","","1","","3","0","3","0","320102601","1","0"
