385871ce547a029e362893412d4c73ee96e3b18cc60c66ee2022d5c40bf18e69,b463e82f9734c2c5258588694575ac8787602da7edb30c6d5e507bdd90ba84ad,d5a90e05b1a494b576361f5a51f765cd4758bcbde25b1056a8754302fb212235,663afbb17db02e01dfaef3f56103c8d0f5b144f52426b3821a805635cbb49d0e,4140bea346ba61d4c61d2f9e06d22b9b3490185a520e97ef27a5f908eadad4f3,fc260c9af3d06d216892ace86c7fc2fe0bbac8b7e2c512b23e3a48c9705e15cf,980e02fa78cd8ebf12d16985e7c7353414803fbf00fa962b14862a33834d5949,a919f09347a0b6ea00c4d02c1801847b2c73092d41a9bbc097e6115e65307bbf,fefe0238df6e139d5b7ab3b64b3196151a41b1dcdb1a8d0f51ff5efbddf419b0,14f35130b03c28cd28eef9b407a7494e6877a2a484f4471a543d767b31909c08,bd1c34eccfd5f43a38f708221abb22f7e4414464fff0427861041b4273727e89
"68071","1","","0","5146068","surprise3_in_anger2","0.2","surprise3_loop_anger2","3","106011","0"
"68072","1","","0","5146068","surprise3_in_anger2","0.2","surprise3_loop_anger2","3","1060","0"
"68073","","","0","5146068","vo_apg_0808","","0","21","vo_apg",""
"68074","1","0","10","5146068","ハンドルとドーナツ間違えんな～っ！","0","1","11","106011","0"
"68075","","","","5146068","","","","91","0",""
"68076","","","","5146068","0","","","4","106011",""
"68077","","","","5146068","0","","","4","1060",""
"68078","","","1","5146068","surprise3_loop_surprise_slow","0.2","","3","106011",""
"68079","","","1","5146068","surprise3_loop_surprise_slow","0.2","","3","1060",""
"68080","1","","0","5146068","peko_slurp_in","0.2","peko_slurp_loop","3","105811","0"
"68081","1","","0","5146068","peko_slurp_in","0.2","peko_slurp_loop","3","1058","0"
"68082","1","","0","5146068","takeout_in","0.2","takeout_talk","3","130911","0"
"68083","1","","0","5146068","takeout_in","0.2","takeout_talk","3","97","0"
"68084","","","0","5146068","vo_apg_0809","","0","21","vo_apg",""
"68085","1","0","10","5146068","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","0","1","11","130911","0"
"68086","","","","5146068","","","","91","0",""
"68087","","","1","5146068","takeout_idle","0.2","","3","130911",""
"68088","","","1","5146068","takeout_idle","0.2","","3","97",""
"68089","","","1","5146068","peko_slurp_loop","0.2","","3","105811",""
"68090","","","1","5146068","peko_slurp_loop","0.2","","3","1058",""
"68091","1","","0","5146068","cool_idle_jitome","0.2","cool_talk_jitome","3","106011","0.2"
"68092","1","","0","5146068","cool_idle_jitome_in","0.2","cool_talk_jitome","3","1060","0.2"
"68093","","","0","5146068","vo_apg_0810","","0","21","vo_apg",""
"68094","1","0","10","5146068","……\nドーナツはドーナツなのね…","0","1","11","106011","0"
"68095","","","","5146068","","","","91","0",""
"68096","","","","5146068","","","","101","68097",""
"68097","","","","5146068","0.2","","","22","0",""
"69001","-278","riri_idle","100","5146069","131311","1.8","-225","1","1","0"
"69002","-278","riri_idle","101","5146069","1313","1.8","-225","5","5","0"
"69003","-288","idle_normal","103","5146069","131411","1.8","-385","1","1","0"
"69004","-288","idle_normal","104","5146069","1314","1.8","-385","5","2","0"
"69005","-278","joy_idle_noface","106","5146069","130911","1.8","225","1","1","1"
"69006","-278","joy_idle_kururu","107","5146069","98","1.8","225","5","1","1"
"69007","","","","5146069","200","","","13","131311",""
"69008","","","","5146069","203","","","13","131411",""
"69009","","","","5146069","206","","","13","130911",""
"69010","-174","idle","15","5146069","9","0.85","0","5","9","0"
"69011","12","empty","210","5146069","22","1","-307","5","22","0"
"69012","153","empty","60","5146069","21","1","0","5","21","0"
"69013","1","","0","5146069","1","1","0","31","1",""
"69014","","","","5146069","0","","","91","0",""
"69015","","","0","5146069","0","","","102","0",""
"69016","","","","5146069","0","","","93","1",""
"69017","","","1","5146069","riri_talk_noface","0.2","","3","131311",""
"69018","","","1","5146069","riri_talk_noface","0.2","","3","1313",""
"69019","","","1","5146069","idle_normal_surprise_lookupS","0.2","","3","131411",""
"69020","","","1","5146069","idle_normal_surprise_lookupS","0.2","","3","1314",""
"69021","","","0","5146069","vo_apg_0901","","0","21","vo_apg",""
"69022","1","0","10","5146069","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","0","1","11","131311","0"
"69023","","","","5146069","","","","91","0",""
"69024","","","1","5146069","riri_idle_lookup","0.2","","3","131311",""
"69025","","","1","5146069","riri_idle_lookup","0.2","","3","1313",""
"69026","","","0","5146069","coffee_2_in","0","","3","21",""
"69027","","","0","5146069","se_10055900_photo","","","23","se_10055900",""
"69028","","","","5146069","0","","","93","0.1",""
"69029","1","","0","5146069","idle_normal_surprise_lookup","0.2","talk_normal_joy_lookup","3","131411","0.2"
"69030","1","","0","5146069","idle_normal_surprise_lookup","0.2","talk_normal_joy_lookup","3","1314","0.2"
"69031","","","0","5146069","vo_apg_0902","","0","21","vo_apg",""
"69032","1","0","10","5146069","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","0","1","11","131411","0"
"69033","","","","5146069","","","","91","0",""
"69034","","","1","5146069","riri_idle_surprise","0.2","","3","131311",""
"69035","","","1","5146069","riri_idle_surprise","0.2","","3","1313",""
"69036","","","1","5146069","idle_normal_surprise","0.2","","3","131411",""
"69037","","","1","5146069","idle_normal_surprise","0.2","","3","1314",""
"69038","1","","0","5146069","handsup_to_talk","0.2","talk_normal_joy","3","130911","0.2"
"69039","","","1","5146069","handsup","0.2","","3","98","0.2"
"69040","","","0","5146069","vo_apg_0903","","0","21","vo_apg",""
"69041","1","0","10","5146069","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","0","1","11","130911","0"
"69042","","","","5146069","","","","91","0",""
"69043","","","1","5146069","joy_talk_anger","0.2","","3","130911",""
"69044","","","0","5146069","vo_apg_0904","","0","21","vo_apg",""
"69045","1","0","10","5146069","これはですねっ！\n『隠れかばばん君』です♪","0","1","11","130911","0"
"69046","","","","5146069","","","","91","0",""
"69047","","","1","5146069","joy_idle_doya","0.2","","3","130911",""
"69048","1","","0","5146069","notice_in_shy","0.2","notice_loop_shy","3","131311","0"
"69049","1","","0","5146069","notice_in_shy","0.2","notice_loop_shy","3","1313","0"
"69050","","","1","5146069","surprise_talk_normal","0.2","","3","131411",""
"69051","","","1","5146069","surprise_talk_normal","0.2","","3","1314",""
"69052","","","0","5146069","vo_apg_0905","","0","21","vo_apg",""
"69053","","","0","5146069","0905_in","0","","3","22",""
"69054","","","","5146069","1","","","93","1.2",""
"69055","","","0","5146069","0905_mid","0","","3","22",""
"69056","","","","5146069","","","","92","",""
"69057","","","0","5146069","0905_out","0","","3","22",""
"69058","","","","5146069","0","","","93","0.2",""
"69059","","","","5146069","","","","91","0",""
"69060","","","1","5146069","riri_sad_talk_dead","0.2","","3","131311",""
"69061","","","1","5146069","riri_sad_talk_dead","0.2","","3","1313",""
"69062","","","1","5146069","surprise_idle","0.2","","3","131411",""
"69063","","","1","5146069","surprise_idle","0.2","","3","1314",""
"69064","","","1","5146069","idle_normal_surprise2","0.2","","3","130911",""
"69065","","","0","5146069","vo_apg_0906","","0","21","vo_apg",""
"69066","1","0","10","5146069","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","0","1","11","131311","0"
"69067","","","","5146069","","","","91","0",""
"69068","","","1","5146069","riri_sad_idle","0.2","","3","131311",""
"69069","","","1","5146069","riri_sad_idle","0.2","","3","1313",""
"69070","1","","0","5146069","watawata","0.2","talk_normal_dere","3","130911","0.2"
"69071","1","","0","5146069","watawata","0.2","talk_normal_dere","3","98","0.2"
"69072","","","0","5146069","vo_apg_0907","","0","21","vo_apg",""
"69073","1","0","10","5146069","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","0","1","11","130911","0"
"69074","","","","5146069","","","","91","0",""
"69075","","","1","5146069","idle_normal_noface","0.2","","3","130911",""
"69076","","","1","5146069","idle_normal_kururu","0.2","","3","98",""
"69077","","","0","5146069","coffee_2_out","0","","3","21",""
"69078","","","1","5146069","clear_wish_talk_joy","0.2","","3","131411",""
"69079","","","1","5146069","clear_wish_talk_joy","0.2","","3","1314",""
"69080","","","0","5146069","vo_apg_0908","","0","21","vo_apg",""
"69081","1","0","10","5146069","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","0","1","11","131411","0"
"69082","","","","5146069","","","","91","0",""
"69083","","","1","5146069","clear_wish_idle","0.2","","3","131411",""
"69084","","","1","5146069","clear_wish_idle","0.2","","3","1314",""
"69085","","","1","5146069","guts2_talk_joy3","0.2","","3","131311",""
"69086","","","1","5146069","guts2_talk_joy3","0.2","","3","1313",""
"69087","","","0","5146069","vo_apg_0909","","0","21","vo_apg",""
"69088","1","0","10","5146069","はい、リアさん！","0","1","11","131311","0"
"69089","","","","5146069","","","","91","0",""
"69090","","","1","5146069","riri_idle","0.2","","3","131311",""
"69091","","","1","5146069","riri_idle","0.2","","3","1313",""
"69092","","","1","5146069","clear_wish_idle_normal","0.2","","3","131411",""
"69093","","","1","5146069","clear_wish_idle_normal","0.2","","3","1314",""
"69094","","","1","5146069","talk_normal_anger","0.2","","3","130911",""
"69095","","","1","5146069","talk_normal","0.2","","3","98",""
"69096","","","0","5146069","vo_apg_0910","","0","21","vo_apg",""
"69097","1","0","10","5146069","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","0","1","11","130911","0"
"69098","","","","5146069","","","","91","0",""
"69099","","","1","5146069","idle_normal_noface","0.2","","3","130911",""
"69100","","","1","5146069","idle_normal_kururu","0.2","","3","98",""
"69101","1","","0","5146069","riri_bow","0.2","idle_normal_joy2","3","131311","0"
"69102","1","","0","5146069","riri_bow","0.2","idle_normal_joy2","3","1313","0"
"69103","1","","0","5146069","clear_agree","0.2","idle_normal_joy2","3","131411","0.2"
"69104","1","","0","5146069","clear_agree","0.2","idle_normal_joy2","3","1314","0.2"
"69105","","","0","5146069","vo_apg_0911","","0","21","vo_apg",""
"69106","","","0","5146069","0911_in","0","","3","22",""
"69107","","","","5146069","1","","","93","0.9",""
"69108","","","0","5146069","0911_mid","0","","3","22",""
"69109","","","","5146069","","","","92","",""
"69110","","","0","5146069","0911_out","0","","3","22",""
"69111","","","","5146069","0","","","93","0.2",""
"69112","","","","5146069","","","","91","0",""
"69113","","","","5146069","0","","","4","130911",""
"69114","","","","5146069","0","","","4","98",""
"69115","","","1","5146069","walk_normal_slow","0.2","","3","131311",""
"69116","","","1","5146069","walk_normal_slow","0.2","","3","1313",""
"69117","","","1","5146069","walk_normal_slow","0.2","","3","131411",""
"69118","","","1","5146069","walk_normal_slow","0.2","","3","1314",""
"69119","","","1","5146069","walk_kyapi_slow","0.2","","3","130911",""
"69120","","","1","5146069","walk_kyapi_slow","0.2","","3","98",""
"69121","0","","-278","5146069","-75","","1.5","2","131311",""
"69122","0","","-278","5146069","-75","","1.5","2","1313",""
"69123","0","","-288","5146069","-225","","1.5","2","131411",""
"69124","0","","-288","5146069","-225","","1.5","2","1314",""
"69125","0","","-278","5146069","325","","1.5","2","130911",""
"69126","","","","5146069","0","","","93","1.5",""
"69127","","","","5146069","1","","","4","131311",""
"69128","","","","5146069","1","","","4","1313",""
"69129","","","","5146069","1","","","4","130911",""
"69130","","","1","5146069","idle_normal_surprise","0.2","","3","131311",""
"69131","","","1","5146069","idle_normal_surprise","0.2","","3","1313",""
"69132","1","","0","5146069","notice_in_dere","0.2","notice_loop_dere","3","131411","0"
"69133","1","","0","5146069","notice_in_dere","0.2","notice_loop_dere","3","1314","0"
"69134","","","1","5146069","idle_normal_surprise","0.2","","3","130911",""
"69135","","","0","5146069","vo_apg_0912","","0","21","vo_apg",""
"69136","1","0","10","5146069","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","0","1","11","131411","0"
"69137","","","","5146069","","","","91","0",""
"69138","","","0","5146069","hawawa","0.2","","3","130911",""
"69139","","","0","5146069","vo_apg_0913","","0","21","vo_apg",""
"69140","1","0","10","5146069","はわわっ！？","-30","1","11","130911","0"
"69141","","","","5146069","","","","91","0",""
"69142","","","0","5146069","bowbowbow","0.1","","3","130911",""
"69143","","","","5146069","0","","","4","131311",""
"69144","","","","5146069","0","","","4","1313",""
"69145","","","1","5146069","riri_talk_noervous","0.2","","3","131311",""
"69146","","","1","5146069","riri_talk_noervous","0.2","","3","1313",""
"69147","1","","0","5146069","clear_smile_in","0.2","clear_smile_idle","3","131411","0"
"69148","1","","0","5146069","clear_smile_in","0.2","clear_smile_idle","3","1314","0"
"69149","0","0","2","5146069","2","0","0","12","131311","0"
"69150","0","0","2","5146069","2","0","0","12","131411","0"
"69151","0","0","2","5146069","2","-30","0","12","130911","0"
"69152","","","","5146069","0","","","93","2",""
"69153","","","","5146069","","","","101","69154",""
"69154","","","","5146069","0.2","","","22","0",""
"70001","-278","walk_normal_joy","106","5146070","102111","1.8","0","1","1","1"
"70002","-278","idle_normal","107","5146070","99","1.8","-195","5","1","0"
"70003","-278","idle_normal_noface","108","5146070","130911","1.8","195","1","1","1"
"70004","-278","idle_normal_kururu","109","5146070","98","1.8","195","5","1","1"
"70005","","","","5146070","206","","","13","102111",""
"70006","","","","5146070","208","","","13","130911",""
"70007","-174","idle","15","5146070","10","0.85","0","5","10","0"
"70008","48","empty","290","5146070","20","1","-237","5","20","0"
"70009","1","","0","5146070","1","1","0","31","1",""
"70010","1","","0","5146070","2","1","-57.7","31","2",""
"70011","","","","5146070","black","","","37","2",""
"70012","1","","-176","5146070","14","0","-278","31","14",""
"70013","","","","5146070","0","","","91","0",""
"70014","","","0","5146070","0","","","102","0",""
"70015","","","","5146070","0","","","93","0.4",""
"70016","","","","5146070","iris_out","","","37","2",""
"70017","0","","-278","5146070","-195","","2","2","102111",""
"70018","","","","5146070","0","","","93","2",""
"70019","","","","5146070","0","","","4","102111",""
"70020","","","1","5146070","idle_normal_joy","0.2","","3","102111",""
"70021","","","1","5146070","idle_normal_joy","0.2","","3","99",""
"70022","","","","5146070","0","","","93","0.1",""
"70023","","","1","5146070","wish_talk_noface","0.2","","3","102111",""
"70024","","","1","5146070","kurumi_wish_talk","0.2","","3","99",""
"70025","","","0","5146070","vo_apg_1001","","0","21","vo_apg",""
"70026","1","0","10","5146070","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","0","1","11","102111","0"
"70027","","","","5146070","","","","91","0",""
"70028","1","","0","5146070","notice_in_normal2","0.2","sad_talk_normal","3","102111","0.2"
"70029","1","","0","5146070","notice_in","0.2","sad_talk","3","99","0.2"
"70030","","","0","5146070","vo_apg_1002","","0","21","vo_apg",""
"70031","1","0","10","5146070","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","0","1","11","102111","0"
"70032","","","","5146070","","","","91","0",""
"70033","","","1","5146070","talk_normal_noface","0.2","","3","102111",""
"70034","","","1","5146070","kurumi_talk_normal","0.2","","3","99",""
"70035","","","0","5146070","vo_apg_1003","","0","21","vo_apg",""
"70036","1","0","10","5146070","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","0","1","11","102111","0"
"70037","","","","5146070","","","","91","0",""
"70038","","","1","5146070","idle_normal_noface","0.2","","3","102111",""
"70039","","","1","5146070","kurumi_idle_normal","0.2","","3","99",""
"70040","","","1","5146070","kururu_wish_talk_joy","0.2","","3","130911",""
"70041","","","1","5146070","kururu_wish_talk_joy","0.2","","3","98",""
"70042","","","0","5146070","vo_apg_1004","","0","21","vo_apg",""
"70043","1","0","10","5146070","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","0","1","11","130911","0"
"70044","","","","5146070","","","","91","0",""
"70045","","","1","5146070","kururu_wish_idle_surprise","0.2","","3","130911",""
"70046","","","1","5146070","kururu_wish_idle_light","0.2","","3","98",""
"70047","","","1","5146070","surprise_talk_dere","0.2","","3","102111",""
"70048","","","1","5146070","surprise_talk_dere","0.2","","3","99",""
"70049","","","0","5146070","vo_apg_1005","","0","21","vo_apg",""
"70050","1","0","10","5146070","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","0","1","11","102111","0"
"70051","","","","5146070","","","","91","0",""
"70052","","","","5146070","0","","","22","0",""
"70053","1","","0","5146070","kurumi_witch_in","0.2","kurumi_witch_loop","3","102111","0"
"70054","1","","0","5146070","kurumi_witch_in","0.2","kurumi_witch_loop","3","99","0"
"70055","","","","5146070","0","","","93","0.3",""
"70056","0","","1.05","5146070","20","0","1.05","121","0",""
"70057","","","","5146070","fade105_in","","","37","2",""
"70058","","","0.5","5146070","30","","","122","30",""
"70059","","","1","5146070","kururu_wish_doteyes_static","0","","3","130911",""
"70060","","","0","5146070","vo_apg_1006","","0","21","vo_apg",""
"70061","","","0","5146070","1006_in","0","","3","20",""
"70062","","","","5146070","1","","","93","1.2",""
"70063","","","0","5146070","1006_mid","0","","3","20",""
"70064","","","","5146070","","","","92","",""
"70065","","","0","5146070","1006_out","0","","3","20",""
"70066","","","","5146070","0","","","93","0.2",""
"70067","1","","0","5146070","kurumi_witch_out","0.2","idle_normal","3","102111","0"
"70068","1","","0","5146070","kurumi_witch_out","0.2","idle_normal","3","99","0"
"70069","0","","-45","5146070","305","","0","2","20",""
"70070","","","","5146070","fade105_out","","","37","2",""
"70071","0","","1","5146070","0","0","1","121","0",""
"70072","","","0.5","5146070","30","","","122","30",""
"70073","1","","0","5146070","kururu_scared_in","0.2","kururu_scared_idle","3","130911","0"
"70074","","","0","5146070","vo_apg_1007","","0","21","vo_apg",""
"70075","","","0","5146070","1007_in","0","","3","20",""
"70076","","","","5146070","1","","","93","1.2",""
"70077","","","0","5146070","1007_mid","0","","3","20",""
"70078","","","","5146070","","","","92","",""
"70079","","","0","5146070","1007_out","0","","3","20",""
"70080","","","","5146070","0","","","93","0.2",""
"70081","","","0","5146070","empty","0","","3","20",""
"70082","","","1","5146070","worry_talk_lookdown","0.2","","3","102111",""
"70083","","","1","5146070","worry_talk_lookdown","0.2","","3","99",""
"70084","","","0","5146070","vo_apg_1008","","0","21","vo_apg",""
"70085","1","0","10","5146070","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","0","1","11","102111","0"
"70086","","","","5146070","","","","91","0",""
"70087","","","1","5146070","kururu_scared_talk_dere","0.2","","3","130911",""
"70088","","","1","5146070","kururu_scared_talk_dere","0.2","","3","98",""
"70089","","","0","5146070","vo_apg_1009","","0","21","vo_apg",""
"70090","1","0","10","5146070","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","-10","1","11","130911","-60"
"70091","","","","5146070","","","","91","0",""
"70092","","","1","5146070","kururu_scared_idle_noface","0.2","","3","130911",""
"70093","","","1","5146070","kururu_scared_idle","0.2","","3","98",""
"70094","","","1","5146070","anger_talk_dere_red","0.2","","3","102111",""
"70095","","","1","5146070","anger_talk_dere_red","0.2","","3","99",""
"70096","","","0","5146070","vo_apg_1010","","0","21","vo_apg",""
"70097","1","0","10","5146070","…そ、そんな天才だなんて…","0","1","11","102111","0"
"70098","","","","5146070","","","","91","0",""
"70099","","","","5146070","0","","","22","0",""
"70100","","","","5146070","1","","","32","14",""
"70101","1","","0","5146070","kurumi_shy_in","0.2","kurumi_shy_loop","3","102111","0"
"70102","1","","0","5146070","kurumi_shy_in","0.2","kurumi_shy_loop","3","99","0"
"70103","","","","5146070","0","","","93","2.5",""
"70104","","","1","5146070","kururu_scared_talk_dere","0.2","","3","130911",""
"70105","","","1","5146070","kururu_scared_talk_dere","0.2","","3","98",""
"70106","","","0","5146070","vo_apg_1011","","0","21","vo_apg",""
"70107","1","0","10","5146070","…あの","-10","1","11","130911","-60"
"70108","","","","5146070","","","","91","0",""
"70109","","","1","5146070","kururu_scared_talk_nervous","0.2","","3","130911",""
"70110","1","","0","5146070","kururu_scared_talk_sweat_in","0","kururu_scared_talk_sweat_loop","3","98","0"
"70111","","","0","5146070","vo_apg_1012","","0","21","vo_apg",""
"70112","1","0","10","5146070","腰抜けちゃいましたです…","-10","1","11","130911","-60"
"70113","","","","5146070","","","","91","0",""
"70114","","","","5146070","","","","101","70115",""
"70115","","","","5146070","0.2","","","22","0",""
"71001","-278","idle_normal","110","5146071","130911","1.8","-1100","1","1","0"
"71002","-233","idle","106","5146071","8","0.5","-193","5","11","0"
"71003","-233","idle","107","5146071","9","0.6","267","5","12","0"
"71004","","","","5146071","210","","","13","130911",""
"71005","","","","5146071","206","","","13","8",""
"71006","","","","5146071","207","","","13","9",""
"71007","-174","idle","15","5146071","10","0.85","0","5","10","0"
"71008","1","","0","5146071","1","1","0","31","1",""
"71009","1","","0","5146071","2","0","0","31","2",""
"71010","1","","0","5146071","14","0","-278","31","14",""
"71011","1","","0","5146071","17","0","0","31","17",""
"71012","1","","0","5146071","18","0","0","31","18",""
"71013","","","","5146071","0","","","91","0",""
"71014","","","0","5146071","0","","","102","0",""
"71015","","","","5146071","0","","","93","0.2",""
"71016","","","","5146071","1","","","32","17",""
"71017","","","","5146071","0","","","93","0.5",""
"71018","","","","5146071","0","","","93","0",""
"71019","","","","5146071","0","","","93","3.5",""
"71020","0","0","2.2","5146071","12","0","0","12","8","0"
"71021","0","0","2.2","5146071","12","0","0","12","9","0"
"71022","","","1","5146071","lookup","0.6","","3","8",""
"71023","","","1","5146071","lookdown","0.6","","3","9",""
"71024","0","","-278","5146071","-380","","3","2","130911",""
"71025","","","1","5146071","walk_normal","0.2","","3","130911",""
"71026","","","","5146071","0","","","93","3",""
"71027","","","1","5146071","kururu_surprise_talk","0.2","","3","130911",""
"71028","","","0","5146071","vo_apg_1101","","0","21","vo_apg",""
"71029","1","0","10","5146071","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","0","1","11","130911","0"
"71030","","","","5146071","","","","91","0",""
"71031","0","","1.1","5146071","20","0","1.1","121","0",""
"71032","","","","5146071","1","","","32","2",""
"71033","","","","5146071","fade105_in","","","37","2",""
"71034","","","0.5","5146071","50","","","122","50",""
"71035","","","","5146071","1","","","32","18",""
"71036","","","0","5146071","se_10055900_bachibachi","","","23","se_10055900",""
"71037","1","","0","5146071","shock_in_surprise2","0.2","shock_loop_surprise2","3","130911","0"
"71038","","","0","5146071","vo_apg_1102","","0","21","vo_apg",""
"71039","1","0","10","5146071","ひえぇっ！？\nバッチバチですますっ！？","-20","1","11","130911","0"
"71040","","","","5146071","","","","91","0",""
"71041","","","","5146071","0","","","22","0",""
"71042","","","","5146071","0","","","32","18",""
"71043","","","","5146071","fade105_out","","","37","2",""
"71044","0.5","","1","5146071","0","11","1","121","0",""
"71045","","","1","5146071","walk_jog_sad_quick","0.2","","3","130911",""
"71046","","","1","5146071","idle","0.4","","3","8",""
"71047","","","1","5146071","idle","0.4","","3","9",""
"71048","0","","-278","5146071","0","","0.5","2","130911",""
"71049","","","","5146071","0","","","93","0.3",""
"71050","","","1","5146071","idle","0.4","","3","8",""
"71051","","","1","5146071","idle","0.4","","3","9",""
"71052","","","","5146071","0","","","93","0.2",""
"71053","","","","5146071","1","","","4","130911",""
"71054","","","1","5146071","kururu_worry_talk_lookdown","0","","3","130911",""
"71055","","","0","5146071","vo_apg_1103","","0","21","vo_apg",""
"71056","1","0","10","5146071","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","0","1","11","130911","0"
"71057","","","","5146071","","","","91","0",""
"71058","","","","5146071","0","","","4","130911",""
"71059","","","1","5146071","kururu_worry_talk_lookup","0","","3","130911",""
"71060","","","0","5146071","vo_apg_1104","","0","21","vo_apg",""
"71061","1","0","10","5146071","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","0","1","11","130911","0"
"71062","","","","5146071","","","","91","0",""
"71063","10","","1.15","5146071","40","10","1.15","121","0",""
"71064","","","","5146071","1","","","32","14",""
"71065","","","","5146071","0","","","22","0",""
"71066","","","","5146071","0","","","4","130911",""
"71067","","","1","5146071","kururu_wish_idle_search","0.2","","3","130911",""
"71068","0","0","3","5146071","12","0","0","12","8","0"
"71069","0","0","3","5146071","12","0","0","12","9","0"
"71070","","","","5146071","0","","","93","4",""
"71071","","","","5146071","0","","","32","14",""
"71072","1","","0","5146071","approach_in","0.2","approach_loop","3","8","0"
"71073","1","","0","5146071","approach_in","0.2","approach_loop","3","9","0"
"71074","1","","0.8","5146071","0.8","0.6","0.8","6","8","10"
"71075","1","","0.8","5146071","0.8","0.6","0.8","6","9","10"
"71076","","","","5146071","0","","","93","0.6",""
"71077","1","","0","5146071","kururu_down_in","0.2","kururu_down_loop","3","130911","0"
"71078","","","0","5146071","vo_apg_1105","","0","21","vo_apg",""
"71079","1","0","10","5146071","ひぃぃ…","0","1","11","130911","0"
"71080","","","","5146071","","","","91","0",""
"71081","","","","5146071","","","","101","71082",""
"71082","","","","5146071","0.2","","","22","0",""
