ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"1","0","19410030","22","0.1","41_kyaru_surprise","","941","3","0.1","41_kyaru_surprise_loop"
"","","19410031","0.6","","0","","941","93","",""
"","","19410032","105","","1","","941","32","",""
"","","19410033","0.6","","0","","941","93","",""
"","","19410034","105","","0","","941","32","",""
"","","19410035","19410025","","","","941","91","",""
"12","-180","19410036","107611","","-300","","941","2","","2.94117647058824"
"12","-180","19410037","107611","","-300","","941","33","","2.94117647058824"
"","","19410038","vo_fpc","","vo_fpc_30103","","941","21","","0"
"0","9","19410039","22","0","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","1","941","11","0","1"
"","","19410040","0","","0","","941","91","",""
"","","19410041","19410036","","","","941","91","",""
"","","19410042","105","","1","","941","32","",""
"","1","19410043","107511","","41_pekorine_shake","","941","3","0.1",""
"","1","19410044","22","","41_kyaru_shake","","941","3","0.1",""
"","","19410045","vo_fpc","","vo_fpc_30104","","941","21","","0"
"","1","19410046","107611","","41_kokkoro_float_loop","","941","3","0.1",""
"0","8","19410047","107611","0","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","1","941","11","0","1"
"","","19410048","0","","0","","941","91","",""
"","","19410049","vo_fpc","","vo_fpc_30105","","941","21","","0"
"0","10","19410050","22","0","あ、ダメ…\nもう、げん…かい…","1","941","11","0","1"
"","","19410051","0","","0","","941","91","",""
"","0","19410052","22","","41_kyaru_drown","","941","3","0.2",""
"","1","19410053","107511","","41_pekorine_shake","","941","3","0.2",""
"","","19410054","0.2","","0","","941","93","",""
"","0","19410055","se_10053800","","se_10053800_941_bishokuden","","941","23","1",""
"","","19410056","0.8","","0","","941","93","",""
"1","0","19410057","107611","0.1","41_kokkoro_surprise","","941","3","0.1","41_kokkoro_surprise_loop"
"","","19410058","0.5","","0","","941","93","",""
"","","19410059","108","","1","","941","32","",""
"","","19410060","2.5","","0","","941","93","",""
"","1","19410061","22","0.1","41_kyaru_drown_loop","","941","3","0.1",""
"1","0","19410062","107511","0.1","41_pekorine_notice","","941","3","0.1","41_pekorine_notice_loop"
"","","19410063","105","","0","","941","32","",""
"","","19410064","22","","0","","941","32","",""
"","","19410065","vo_fpc","","vo_fpc_30106","","941","21","","0"
"0","11","19410066","107511","0","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","1","941","11","0","1"
"","","19410067","0","","0","","941","91","",""
"","","19410068","vo_fpc","","vo_fpc_30107","","941","21","","0"
"0","10","19410069","107611","0","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","1","941","11","0","1"
"","","19410070","2.1","","0","","941","93","",""
"1","0","19410071","107611","0.1","41_kokkoro_action","","941","3","0.1","41_kokkoro_action_loop"
"","","19410072","1001","","1","","941","32","",""
"1","0","19410073","107511","0.1","41_pekorine_flutterKick_floatRing_in","","941","3","0","cmn_swm_flutterKick_floatRing"
"","1","19410074","22","","41_kyaru_flutterKick_floatRing","","941","3","0.1",""
"0","-180","19410075","107511","","1000","","941","2","","4.52488687782805"
"","","19410076","1075111","","1","","941","32","",""
"","","19410077","1075114","","0","","941","32","",""
"0","-180","19410078","1075111","","1000","","941","33","","4.52488687782805"
"0","-180","19410079","22","","1000","","941","2","","4.52488687782805"
"0","-180","19410080","107611","","1000","","941","2","","5.88235294117647"
"0","-180","19410081","107611","","1000","","941","33","","5.88235294117647"
"0","-110","19410082","1001","","1140","","941","33","","5.88235294117647"
"","","19410083","19410081","","","","941","91","",""
"-250","33","19420001","1","0","113211","42_anna_idle","942","1","1.75","-1060"
"-250","33","19420002","1","0","127111","42_shinobu_idle","942","1","1.75","-920"
"-250","32","19420003","2","0","2","42_boat_idle","942","5","1.75","-1000"
"1","0","19420004","107","","107","","942","31","0","0"
"1","-1000","19420005","106","","106","","942","31","1","-250"
"","","19420006","113211","","47","","942","13","",""
"","","19420007","127111","","47","","942","13","",""
"","1","19420008","se_10053800","","se_fpc_water_random","","942","23","1",""
"","","19420009","19420007","","0","","942","91","",""
"12","-250","19420010","113211","","-60","","942","2","","5.88235294117647"
"12","-250","19420011","127111","","80","","942","2","","5.88235294117647"
"12","-250","19420012","2","","0","","942","2","","5.88235294117647"
"12","-250","19420013","106","","0","","942","33","","5.88235294117647"
"","","19420014","","","","","942","91","",""
"","1","19420015","113211","","42_anna_doyatalk","","942","3","0.2",""
"","1","19420016","127111","","42_shinobu_idle","","942","3","0.2",""
"","1","19420017","2","","42_boat_idle","","942","3","0.2",""
"","","19420018","vo_fpc","","vo_fpc_30201","","942","21","","0"
"0","6","19420019","113211","0","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","1","942","11","0","1"
"","","19420020","0","","0","","942","91","",""
"","1","19420021","113211","","42_anna_doyatalk","","942","3","0.2",""
"1","0","19420022","127111","0.1","42_shinobu_idle2talk","","942","3","0.2","42_shinobu_talk"
"","1","19420023","2","","42_boat_idle","","942","3","0.2",""
"","","19420024","vo_fpc","","vo_fpc_30202","","942","21","","0"
"0","7","19420025","127111","0","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","1","942","11","0","1"
"","","19420026","0","","0","","942","91","",""
"1","0","19420027","127111","0.1","42_shinobu_talk2idle","","942","3","0.2","42_shinobu_idle"
"1","0","19420028","113211","0.1","42_anna_doya2idle","","942","3","0.2","42_anna_idle"
"","1","19420029","2","","42_boat_idle","","942","3","0.2",""
"","","19420030","vo_fpc","","vo_fpc_30203","","942","21","","0"
"0","7","19420031","113211","0","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0.5","942","11","0","1"
"","","19420032","0","","0","","942","91","",""
"","","19420033","vo_fpc","","vo_fpc_30204","","942","21","","0"
"0","10","19420034","113211","0","（冥風戦記のいいネタに\nなるかもしれないからな！）","1","942","11","0","1"
"","","19420035","0","","0","","942","91","",""
"","1","19420036","113211","","42_anna_idle","","942","3","0.2",""
"1","0","19420037","127111","0.1","42_shinobu_idle2talk","","942","3","0.2","42_shinobu_talk"
"","1","19420038","2","","42_boat_idle","","942","3","0.2",""
"","","19420039","vo_fpc","","vo_fpc_30205","","942","21","","0"
"0","6","19420040","127111","0","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0.5","942","11","0","1"
"","","19420041","0","","0","","942","91","",""
"","1","19420042","113211","","42_anna_idle","","942","3","0.2",""
"1","0","19420043","127111","0.1","42_shinobu_talk2horror","","942","3","0.2","42_shinobu_horror"
"","1","19420044","2","","42_boat_idle","","942","3","0.2",""
"","","19420045","107","","1","","942","32","",""
"","","19420046","vo_fpc","","vo_fpc_30206","","942","21","","0"
"0","5","19420047","127111","0","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","1","942","11","0","1"
"","","19420048","6.5","","0","","942","93","",""
"","","19420049","1.5","","0","","942","93","",""
"","","19420050","19420047","","0","","942","91","",""
"","1","19420051","127111","","42_shinobu_horror","","942","3","0.1",""
"","1","19420052","113211","","42_anna_scared","","942","3","0.1",""
"","1","19420053","2","","42_boat_idle","","942","3","0.1",""
"","","19420054","vo_fpc","","vo_fpc_30207","","942","21","","0"
"0","6","19420055","113211","0","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","1.5","942","11","0","1"
"","","19420056","9.13333333333333","","0","","942","93","",""
"","","19420057","1.5","","0","","942","93","",""
"","","19420058","19420055","","0","","942","91","",""
"","-250","19420059","113211","","940","","942","2","","4.52488687782805"
"","-250","19420060","127111","","1080","","942","2","","4.52488687782805"
"","-250","19420061","2","","1000","","942","2","","4.52488687782805"
"","-250","19420062","106","","1000","","942","33","","4.52488687782805"
"","","19420063","0","","","","942","91","",""
"-180","23","19430001","1","0","122511","cmn_float","943","1","1.75","-850"
"-125","13","19430002","1","0","117411","43_tsumugi_deredere","943","1","1.75","-800"
"-125","12","19430003","1","0","11","cmn_float_item_09_Ball","943","5","1.75","-1675"
"-250","32","19430004","1","0","12","cmn_floatRing_pink","943","5","1.75","-850"
"-250","32","19430005","1","0","13","cmn_floatRing_blue","943","5","1.75","-2500"
"1","-850","19430006","8","","1225114","","943","31","1","-180"
"1","-800","19430007","5","","1174114","","943","31","1","-125"
"1","-1675","19430008","5","","411","","943","31","1","-125"
"1","-850","19430009","4","","412","","943","31","1","-250"
"1","-2500","19430010","4","","413","","943","31","1","-250"
"1","-350","19430011","110","","1101","","943","31","0","-125"
"","1","19430012","se_10053800","","se_fpc_water_random","","943","23","1",""
"","","19430013","19430011","","","","943","91","",""
"","-250","19430014","12","","2450","","943","2","","24.2647058823529"
"","-250","19430015","412","","2450","","943","33","","24.2647058823529"
"","-125","19430016","11","","1625","","943","2","","24.2647058823529"
"","-125","19430017","411","","1625","","943","33","","24.2647058823529"
"","-250","19430018","13","","800","","943","2","","24.2647058823529"
"","-250","19430019","413","","800","","943","33","","24.2647058823529"
"","","19430020","2","","0","","943","93","",""
"12","-180","19430021","122511","","0","","943","2","","6.25"
"12","-180","19430022","1225114","","0","","943","33","","6.25"
"","","19430023","19430021","","","","943","91","",""
"","","19430024","vo_fpc","","vo_fpc_30301","","943","21","","0"
"0","7","19430025","122511","0","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","1","943","11","0","1"
"","","19430026","0","","","","943","91","",""
"12","-125","19430027","117411","","-350","","943","2","","6.92307692307692"
"12","-125","19430028","1174114","","-350","","943","33","","6.92307692307692"
"","","19430029","vo_fpc","","vo_fpc_30302","","943","21","","0"
"0","6","19430030","122511","0","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","1","943","11","0","1"
"","","19430031","0","","","","943","91","",""
"","","19430032","19430028","","","","943","91","",""
"","","19430033","vo_fpc","","vo_fpc_30303","","943","21","","0"
"0","7","19430034","117411","0","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","1","943","11","0","1"
"","","19430035","0","","","","943","91","",""
"1","0","19430036","122511","0.1","43_rei_notice_in","","943","3","0.1","43_rei_notice_loop"
"","","19430037","vo_fpc","","vo_fpc_30304","","943","21","","0"
"0","5","19430038","122511","0","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0.5","943","11","0","1"
"","","19430039","0","","","","943","91","",""
"","","19430040","1101","","1","","943","32","",""
"","","19430041","1174114","","0","","943","32","",""
"1","0","19430042","122511","0.1","43_rei_turn","","943","3","0.1","43_rei_aseri"
"","0","19430043","117411","","43_tsumugi_hide","","943","3","0.1",""
"","","19430044","3","","0","","943","93","",""
"1","0","19430045","117411","0.1","43_tsumugi_appear","","943","3","0.1","43_tsumugi_deredere"
"","","19430046","1","","0","","943","93","",""
"","","19430047","1101","","0","","943","32","",""
"","","19430048","1174114","","1","","943","32","",""
"","","19430049","vo_fpc","","vo_fpc_30305","","943","21","","0"
"0","6","19430050","122511","0","誰もいなかったな…\nいや…そこ！","0.5","943","11","0","1"
"","","19430051","0","","","","943","91","",""
"","","19430052","1101","","1","","943","32","",""
"","","19430053","1174114","","0","","943","32","",""
"1","0","19430054","122511","0.1","43_rei_turn","","943","3","0.1","43_rei_aseri_2"
"","0","19430055","117411","","43_tsumugi_hide","","943","3","0.1",""
"","","19430056","3","","0","","943","93","",""
"1","0","19430057","117411","0.1","43_tsumugi_appear","","943","3","0.1","43_tsumugi_deredere"
"","","19430058","1","","0","","943","93","",""
"","","19430059","1101","","0","","943","32","",""
"","","19430060","1174114","","1","","943","32","",""
"","","19430061","vo_fpc","","vo_fpc_30306","","943","21","","0"
"0","5","19430062","122511","0","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","1","943","11","0","1"
"","","19430063","0","","","","943","91","",""
"","-180","19430064","122511","","850","","943","2","","3.84615384615385"
"","-180","19430065","1225114","","850","","943","33","","3.84615384615385"
"12","-125","19430066","117411","","0","","943","2","","2.57352941176471"
"12","-125","19430067","1174114","","0","","943","33","","2.57352941176471"
"","","19430068","0","","","","943","91","",""
"","","19430069","vo_fpc","","vo_fpc_30307","","943","21","","0"
"0","6","19430070","117411","0","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","1","943","11","0","1"
"","","19430071","0","","","","943","91","",""
"","-125","19430072","117411","","850","","943","2","","3.84615384615385"
"","-125","19430073","1174114","","850","","943","33","","3.84615384615385"
"","","19430074","0","","","","943","91","",""
"-15","12","19440001","1","0","107911","44_tamaki_in","944","1","1.4875","800"
"-15","13","19440002","3","0","3","44_tamaki_in","944","5","1.4875","800"
"-250","33","19440003","1","0","126811","44_yukari_idle","944","1","1.75","-1000"
"-250","32","19440004","2","0","2","cmn_boat_idle","944","5","1.75","-1000"
"-15","12","19440005","1","0","108011","44_mifuyu_run","944","1","1.4875","-800"
"1","-1000","19440006","101","","126811","","944","31","1","-250"
"1","-560","19440007","1004","","1004","","944","31","0","140"
"","1","19440008","se_10053800","","se_fpc_water_random","","944","23","1",""
"","","19440009","19440007","","0","","944","91","",""
"","-15","19440010","107911","","300","","944","2","","2.26244343891403"
"","-15","19440011","3","","300","","944","2","","2.26244343891403"
"","","19440012","","","","","944","91","",""
"1","","19440013","107911","0.1","44_tamaki_sale","","944","3","0.1","44_tamaki_sale_loop"
"1","","19440014","3","0.1","44_tamaki_sale","","944","3","0.1","44_tamaki_sale_loop"
"","","19440015","vo_fpc","","vo_fpc_30401","","944","21","","0"
"0","6","19440016","107911","0","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","1","944","11","0","1"
"","","19440017","0","","","","944","91","",""
"12","-250","19440018","126811","","-100","","944","2","","5.29411764705882"
"12","-250","19440019","2","","-100","","944","2","","5.29411764705882"
"12","-250","19440020","126811","","-100","","944","33","","5.29411764705882"
"","","19440021","","","","","944","91","",""
"1","0","19440022","107911","0.1","44_tamaki_present","","944","3","0.1","44_tamaki_present_loop"
"1","0","19440023","3","0.1","44_tamaki_present","","944","3","0.1","44_tamaki_present_loop"
"","","19440024","vo_fpc","","vo_fpc_30402","","944","21","","0"
"0","8","19440025","107911","0","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","1","944","11","0","1"
"","","19440026","0","","","","944","91","",""
"1","0","19440027","126811","0.1","44_yukari_notice","","944","3","0.2","44_yukari_notice_loop"
"","1","19440028","2","","cmn_boat_idle","","944","3","0.2",""
"","","19440029","vo_fpc","","vo_fpc_30403","","944","21","","0"
"0","10","19440030","126811","0","あら、タマキさんじゃない。\nこんなところで何やってるの？","1","944","11","0","1"
"","","19440031","0","","","","944","91","",""
"","","19440032","vo_fpc","","vo_fpc_30404","","944","21","","0"
"0","10","19440033","107911","0","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","1","944","11","0","1"
"","","19440034","0","","","","944","91","",""
"1","0","19440035","107911","0.1","44_tamaki_present2sale","","944","3","0.1","44_tamaki_sale_loop"
"1","0","19440036","3","0.1","44_tamaki_present2sale","","944","3","0.1","44_tamaki_sale_loop"
"","","19440037","vo_fpc","","vo_fpc_30405","","944","21","","0"
"0","10","19440038","107911","0","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","1","944","11","0","1"
"","","19440039","0","","","","944","91","",""
"1","0","19440040","126811","0.1","44_yukari_worry","","944","3","0.2","44_yukari_worry_loop"
"","1","19440041","2","","cmn_boat_idle","","944","3","0.2",""
"","","19440042","vo_fpc","","vo_fpc_30406","","944","21","","0"
"0","7","19440043","126811","0","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","1","944","11","0","1"
"","","19440044","0","","","","944","91","",""
"","","19440045","vo_fpc","","vo_fpc_30407","","944","21","","0"
"0","8","19440046","107911","0","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0.5","944","11","0","1"
"","","19440047","0","","","","944","91","",""
"","","19440048","1004","","1","","944","32","",""
"","","19440049","1","","0","","944","93","",""
"1","0","19440050","107911","0.1","44_tamaki_surprise","","944","3","0.1","44_tamaki_run"
"1","0","19440051","3","0.1","44_tamaki_surprise","","944","3","0.1","44_tamaki_run"
"1","0","19440052","3","0.1","44_tamaki_surprise","","944","3","0.1","44_tamaki_run"
"","","19440053","vo_fpc","","vo_fpc_30408","","944","21","","0"
"0","10","19440054","107911","0","ズラかるにゃー！","1","944","11","0","1"
"","","19440055","0.8","","0","","944","93","",""
"","-15","19440056","107911","","800","","944","2","","1.74034110685694"
"","-15","19440057","3","","800","","944","2","","1.74034110685694"
"","-15","19440058","108011","","800","","944","2","","4.82654600301659"
"","-15","19440059","1004","","800","","944","33","","4.82654600301659"
"","","19440060","0.8","","0","","944","93","",""
"","","19440061","vo_fpc","","vo_fpc_30409","","944","21","","0"
"0","15","19440062","108011","0","無許可営業は取り締まり対象よ！\n待ちなさい！","0.5","944","11","0","1"
"","","19440063","19440058","","","","944","91","",""
"","","19440064","vo_fpc","","vo_fpc_30410","","944","21","","0"
"0","7","19440065","126811","0","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","1.5","944","11","0","1"
"","","19440066","11.6571428571429","","1","","944","93","",""
"1","0","19440067","126811","0.1","44_yukari_smile","","944","3","0.2","44_yukari_smile_loop"
"","1","19440068","2","","cmn_boat_idle","","944","3","0.2",""
"","","19440069","1.5","","0","","944","93","",""
"","","19440070","19440065","","","","944","91","",""
"","-250","19440071","126811","","1000","","944","2","","4.97737556561086"
"","-250","19440072","2","","1000","","944","2","","4.97737556561086"
"","-250","19440073","126811","","1000","","944","33","","4.97737556561086"
"","","19440074","0","","","","944","91","",""
"-180","23","19450001","1","0","122611","45_yui_cmn_swm_tread","945","1","1.75","-1150"
"-125","12","19450002","1","0","110411","45_makoto_idle","945","1","1.75","-800"
"-180","32","19450003","23","0","23","empty","945","5","1.75","-250"
"-180","22","19450004","1","0","1","cmn_swm_tread_pink","945","5","1.75","-1150"
"1","-1150","19450005","3","","1226113","","945","31","1","-180"
"1","-770","19450006","4","","1104111","","945","31","1","-125"
"1","150","19450007","117","","117","","945","31","0","-125"
"1","-250","19450008","111","","111","","945","31","0","-180"
"","1","19450009","se_10053800","","se_fpc_water_random","","945","23","1",""
"","","19450010","19450008","","0","","945","91","",""
"12","-125","19450011","110411","","150","","945","2","","5.58823529411765"
"12","-125","19450012","1104111","","180","","945","33","","5.58823529411765"
"12","-180","19450013","122611","","-200","","945","2","","5.58823529411765"
"12","-180","19450014","1","","-200","","945","2","","5.58823529411765"
"12","-180","19450015","1226113","","-200","","945","33","","5.58823529411765"
"","","19450016","19450015","","","","945","91","",""
"","1","19450017","122611","","45_yui_idle","","945","3","0.1",""
"","1","19450018","1","","45_yui_idle","","945","3","0.1",""
"","1","19450019","110411","","45_makoto_talk","","945","3","0.1",""
"","","19450020","vo_fpc","","vo_fpc_30501","","945","21","","0"
"0","10","19450021","110411","0","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","1","945","11","0","1"
"","","19450022","0","","","","945","91","",""
"","","19450023","vo_fpc","","vo_fpc_30502","","945","21","","0"
"0","7","19450024","122611","0","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","1","945","11","0","1"
"","","19450025","0","","","","945","91","",""
"","","19450026","vo_fpc","","vo_fpc_30503","","945","21","","0"
"0","7","19450027","110411","0","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","1","945","11","0","1"
"","","19450028","0","","","","945","91","",""
"1","0","19450029","110411","0.1","45_makoto_talk_surprise","","945","3","0.1","45_makoto_talk_surprise_loop"
"1","0","19450030","122611","0.1","45_yui_shy_in","","945","3","0.1","45_yui_shy_loop"
"1","0","19450031","1","0.1","45_yui_shy_in","","945","3","0.1","45_yui_shy_loop"
"","","19450032","vo_fpc","","vo_fpc_30504","","945","21","","0"
"0","5","19450033","122611","0","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","1","945","11","0","1"
"","","19450034","0","","","","945","91","",""
"","1","19450035","110411","","45_makoto_idle","","945","3","0.1",""
"","","19450036","vo_fpc","","vo_fpc_30505","","945","21","","0"
"0","9","19450037","110411","0","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0.5","945","11","0","1"
"","","19450038","0","","","","945","91","",""
"1","0","19450039","110411","0.1","45_makoto_dogscratch_in","","945","3","0.1","cmn_swm_dogscratch"
"","","19450040","0.5","","0","","945","93","",""
"","","19450041","1104111","","0","","945","32","",""
"","","19450042","117","","1","","945","32","",""
"0","-125","19450043","110411","","1050","","945","2","","4.07239819004525"
"0","-125","19450044","117","","1050","","945","33","","4.07239819004525"
"1","0","19450045","122611","0.1","45_yui_notice","","945","3","0.1","45_yui_idle_2"
"1","0","19450046","1","0.1","45_yui_notice","","945","3","0.1","45_yui_idle"
"","","19450047","vo_fpc","","vo_fpc_30506","","945","21","","0"
"0","12","19450048","122611","0","あ、マコトちゃん？\n待ってよー！","1","945","11","0","1"
"","","19450049","0","","","","945","91","",""
"","1","19450050","122611","","45_yui_cmn_swm_tread","","945","3","0.1",""
"","1","19450051","1","","cmn_swm_tread_pink","","945","3","0.1",""
"0","-180","19450052","122611","","850","","945","2","","4.75113122171946"
"0","-180","19450053","1","","850","","945","2","","4.75113122171946"
"0","-180","19450054","1226113","","850","","945","33","","4.75113122171946"
"","","19450055","3","","0","","945","93","",""
"","","19450056","111","","1","","945","32","",""
"1","0","19450057","23","0.1","45_eriko_float_in","","945","3","0.1","45_eriko_float_loop"
"","","19450058","2","","0","","945","93","",""
"","","19450059","vo_fpc","","vo_fpc_30507","","945","21","","0"
"0","3","19450060","23","0","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","3","945","11","0","1"
"","","19450061","16.7666666666667","","0","","945","93","",""
"","","19450062","1.5","","0","","945","93","",""
"","","19450063","19450060","","","","945","91","",""
"","0","19450064","23","","45_eriko_float_end","","945","3","0.1",""
"","","19450065","3","","0","","945","93","",""
"","","19450066","0","","","","945","91","",""
"-15","12","19460001","1","0","107911","cmn_walk","946","1","1.4875","-800"
"-15","12","19460002","1","0","107811","cmn_walk","946","1","1.4875","-1000"
"-180","22","19460003","1","0","122411","cmn_swm_flutterKick","946","1","1.75","-910"
"1","-910","19460004","1","","122411","","946","31","1","-180"
"1","-910","19460005","1","","115","","946","31","1","-180"
"","1","19460006","se_10053800","","se_fpc_water_random","","946","23","1",""
"","","19460007","19460005","","0","","946","91","",""
"","","19460008","0.3","","0","","946","93","",""
"","1","19460009","107811","","cmn_walk","","946","3","0.1",""
"","-15","19460010","107911","","-150","","946","2","","3.82352941176471"
"","-15","19460011","107811","","-350","","946","2","","3.82352941176471"
"","","19460012","","","","","946","91","",""
"1","","19460013","107911","0.1","46_tamaki_talk","","946","3","0.1","46_tamaki_talk_loop"
"1","","19460014","107811","0.1","46_kyaru_idle_jitome","","946","3","0.1","46_kyaru_idle_jitome_loop"
"","","19460015","vo_fpc","","vo_fpc_30601","","946","21","","0"
"0","6","19460016","107811","0","みんなあれだけ泳いで\nよく飽きないわね～","1","946","11","0","1"
"","","19460017","0","","","","946","91","",""
"","","19460018","vo_fpc","","vo_fpc_30602","","946","21","","0"
"0","8","19460019","107911","0","うん？\nもしかして水場は苦手にゃ？","1","946","11","0","1"
"","","19460020","0","","","","946","91","",""
"1","","19460021","107811","0.1","46_kyaru_talk","","946","3","0.1","46_kyaru_talk_loop"
"","","19460022","vo_fpc","","vo_fpc_30603","","946","21","","0"
"0","6","19460023","107811","0","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","1","946","11","0","1"
"","","19460024","0","","","","946","91","",""
"1","","19460025","107911","0.1","46_tamaki_nod","","946","3","0.1","46_tamaki_nod_loop"
"","","19460026","vo_fpc","","vo_fpc_30604","","946","21","","0"
"0","7","19460027","107911","0","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0.5","946","11","0","1"
"","","19460028","0","","","","946","91","",""
"","-180","19460029","122411","","1000","","946","2","","8.64253393665158"
"","-180","19460030","122411","","1000","","946","33","","8.64253393665158"
"","","19460031","3","","0","","946","93","",""
"1","0","19460032","122411","0.1","46_hiyori_flutterKick_handWave","","946","3","0.1","46_hiyori_flutterKick_handWave_loop"
"","","19460033","vo_fpc","","vo_fpc_30605","","946","21","","0"
"0","10","19460034","122411","0","あ、やっほー！","1","946","11","0","1"
"","","19460035","2","","0","","946","93","",""
"1","","19460036","107911","0.1","46_tamaki_handwave","","946","3","0.1","46_tamaki_handwave_loop"
"1","","19460037","107811","0.1","46_kyaru_idle_smile","","946","3","0.1","46_kyaru_idle_smile_loop"
"","","19460038","1.5","","0","","946","93","",""
"","","19460039","vo_fpc","","vo_fpc_30606","","946","21","","0"
"0","6","19460040","107911","0","やっほー\nまあ、当然例外もいるけどにゃ。","1","946","11","0","1"
"","","19460041","0","","","","946","91","",""
"1","0","19460042","107911","0.1","46_tamaki_talk2","","946","3","0.1","46_tamaki_talk2_loop"
"","","19460043","vo_fpc","","vo_fpc_30607","","946","21","","0"
"0","5","19460044","107811","0","そうね。\n…にしても元気ねえ。","0.5","946","11","0","1"
"","","19460045","0","","","","946","91","",""
"1","0","19460046","107811","0.1","46_kyaru_idle_normal","","946","3","0.1","46_kyaru_idle_normal_loop"
"","","19460047","0.5","","0","","946","93","",""
"","","19460048","115","","0","","946","32","",""
"","","19460049","122411","","0","","946","32","",""
"","-180","19460050","122411","","-910","","946","2","","0"
"","-180","19460051","115","","-910","","946","33","","0"
"","-180","19460052","122411","","1000","","946","2","","4.80140774258421"
"","-180","19460053","115","","1000","","946","33","","4.80140774258421"
"","","19460054","115","","1","","946","32","",""
"","1","19460055","122411","","46_hiyori_flutterKickFast","","946","3","0.1",""
"","","19460056","1.5","","0","","946","93","",""
"","","19460057","vo_fpc","","vo_fpc_30608","","946","21","","0"
"0","15","19460058","122411","0","わーい！","1","946","11","0","1"
"","","19460059","0.766666666666667","","0","","946","93","",""
"","","19460060","1.5","","0","","946","93","",""
"","","19460061","19460052","","","","946","91","",""
"1","","19460062","107911","0.1","46_tamaki_talk3","","946","3","0.1","46_tamaki_talk3_loop"
"","","19460063","vo_fpc","","vo_fpc_30609","","946","21","","0"
"0","10","19460064","107911","0","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","0.5","946","11","0","1"
"","","19460065","0","","","","946","91","",""
