c26ee01f6e747f40a6585e7d6a91c4fdee2b1f5090dab9dcd4aaa3dbb463adb5,b1fedd9f929700847bf4faa4988441430f6b83c6a1deeef0cd86de211ba61892,2daa82abf2dc1271aef89d050c4f01c1040e39983d3c0c9f647e9d1801cc2bdc,5a7c2f62677b6ff2ec0ec0af224fdeb74a69d4ee6ec8e75895668502becd902a,845268f0c70817c2d677a8fec79671fe47c1e825d133e1a8a889f5a40faaab87,953ad7b90d843ab5ccc0ee82c619f7ad691f1d3c0141e0161c5cd7d0aab10631,49e8a76cbc4066ee23f9d8e1f4920f40c550ec8889e0f0637f13a0240ebf4036,307a935604278d363d76922ce3ef2c3d8c2b6dd576cf6de9c7344794caa27a1a,b0dcae6c5c5e932557b19dfac6e8d4d8297b57d86d1569594e132c6f4998d101,c19a44b64f8b386ce3e09daf0fbc0dd406879513f5bbe5c16f56de4c5fec2c42,b8625a00f5ac8dc968cd9b1ba5db6cf1cf22464bc19aaf9250544e03b58041d2,f2b8adac5a5cb21ea2f6531abb26296d257878ab3ca4bd5b6a6233adc11abae3
"今日の運勢は中吉！　ラッキーアイテムはかわいいもの！　　　　ア、アタシはかわいいじゃなくてキレイだってば！　も～っ！","0","0","2","0","60004","3","0","1","","557",""
"今日の運勢は中吉！　悩まず行動すれば強運に恵まれる！　　　　守るよりも攻めるが吉だ！　勝負事をするにはいい運勢だな！","0","0","2","0","60004","3","0","2","","558",""
"今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？","0","0","2","0","60004","3","0","1","","559",""
"今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","0","0","2","0","60004","3","0","1","","560",""
"今日の運勢は中吉！　健康に気を遣って気持ちのいい一年を！\n体に不調があるときは遠慮なく言いなさい、隅々まで調べてあげる","0","0","2","0","60004","3","0","1","","561",""
"今日の運勢は中吉！　歌を口ずさみ、幸運を呼び込もう！\n幸運になれるかは分からないけど……一緒に、歌いましょ？","0","0","2","0","60004","3","0","1","","562",""
"今日の運勢は中吉！　誰かに尽くすことで掴める幸せもあるかも？\n人事を尽くして天命を待つ！　さ、年始もバリバリ働きますわよ♪","0","0","2","0","60004","3","0","1","","563",""
"今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","0","0","2","0","60004","4","0","1","","564",""
"今日の運勢は小吉！　無理は禁物、お家で静かにしていましょう　プロぼっちの私が、お家での過ごし方……教えてあげましょうか？","0","0","2","0","60004","4","0","1","","565",""
"今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！","0","0","2","0","60004","4","0","1","","566",""
"今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","0","0","2","0","60004","4","0","2","","567",""
"今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","0","0","2","0","60004","4","0","1","","568",""
"今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","0","0","2","0","60004","4","0","1","","569",""
"今日の運勢は小吉！　小さな勇気で踏み出す一歩が大事！\n遠くから見てるだけじゃダメ。今日は、少しだけ近づいてみます！","0","0","2","0","60004","4","0","2","","570",""
"おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","2","0","3","0","60004","0","190804","0","","571","カリン"
"おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","3","0","3","7","60004","0","190804","0","","572","カリン"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1","0","1","0","60005","0","190804","1","","573","カリン"
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","0","2","0","60005","1","0","1","","574",""
"今日の運勢は姫吉！　ずっと祈り続けていた願いが叶うかも！\nきっとあんたならたどり着けるわ、ハッピーエンドのその先に","0","0","2","0","60005","1","0","1","","575",""
"今日の運勢は姫吉！　道を歩けば幸運に当たる、最高の吉日！　　さすがは兄様。尽善尽美、金甌無欠の強運をお持ちですね。","0","0","2","0","60005","1","0","2","","576",""
"今日の運勢は姫吉！　旅立ち、どこへ行くもよし！　　　　　　　新年の門出も、お兄さんと一緒です♪　冒険にしゅっぱーつ♪","0","0","2","0","60005","1","0","2","","577",""
"今日の運勢は姫吉！　一日三食食べれば健康運アップ！　　　　　おせち。おぞうに。もっと、たべよ？　お兄。","0","0","2","0","60005","1","0","2","","578",""
"今日の運勢は大吉！　あなたの趣味がもっと広がるかも！\nかんわゆ～～～いショタと～騎士きゅんもゲット～んふふ～♪","0","0","2","0","60005","2","0","1","","579",""
"今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","0","0","2","0","60005","2","0","1","","580",""
"今日の運勢は大吉！　日々の努力が実り、何事も良い方向へ！　　そんな弟くんには、お姉ちゃんのよしよしぎゅ～っをプレゼント♪","0","0","2","0","60005","2","0","1","","581",""
"今日の運勢は大吉！　お出かけするといいことあるかも？　　　　また一緒に、お忍びデートしてくださいね……騎士♪","0","0","2","0","60005","2","0","2","","582",""
"今日の運勢は大吉！　転居するならあたたかい場所が吉！　　　　煉獄の世なれど、住めば都と申しんす。ゆるりときなんせ……♪","0","0","2","0","60005","2","0","2","","583",""
"今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","0","0","2","0","60005","3","0","1","","584",""
"今日の運勢は中吉！　誰かに尽くすことで掴める幸せもあるかも？\n人事を尽くして天命を待つ！　さ、年始もバリバリ働きますわよ♪","0","0","2","0","60005","3","0","1","","585",""
"今日の運勢は中吉！　歌を口ずさみ、幸運を呼び込もう！\n幸運になれるかは分からないけど……一緒に、歌いましょ？","0","0","2","0","60005","3","0","1","","586",""
"今日の運勢は中吉！　健康に気を遣って気持ちのいい一年を！\n体に不調があるときは遠慮なく言いなさい、隅々まで調べてあげる","0","0","2","0","60005","3","0","1","","587",""
"今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","0","0","2","0","60005","3","0","1","","588",""
"今日の運勢は中吉！　争いごとは勝つが油断は大敵！　　　　　　ま、このあたしと一緒なら、向かうところ敵はねーですよっ！","0","0","2","0","60005","3","0","2","","589",""
"今日の運勢は中吉！　ラッキーアイテムは「光るもの」！　　　　ハツネちゃんの「きらーんっ☆」な魔法、見せちゃおうかなっ？","0","0","2","0","60005","3","0","2","","590",""
"今日の運勢は小吉！　のんびり穏やかな一日となるでしょう！　　あなた様を邪魔するものは全てエリコが排除しますわ、クスクス♪","0","0","2","0","60005","4","0","1","","591",""
"今日の運勢は小吉！　小さな勇気で踏み出す一歩が大事！\n遠くから見てるだけじゃダメ。今日は、少しだけ近づいてみます！","0","0","2","0","60005","4","0","1","","592",""
"今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","0","0","2","0","60005","4","0","1","","593",""
"今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","0","0","2","0","60005","4","0","1","","594",""
"今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","0","0","2","0","60005","4","0","1","","595",""
"今日の運勢は小吉！　空を眺めると気持ちが晴れやかに！　　　　眺めるだけじゃなくて、ひとっ飛びしちゃいましょうかっ♪","0","0","2","0","60005","4","0","2","","596",""
"今日の運勢は小吉！　掃除をすると運勢が開けそう！　　　　　　「わ、めんど」「ヴルムっ！　新年早々サボっちゃダメなんだからね！」","0","0","2","0","60005","4","0","2","","597",""
"おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","2","0","3","0","60005","0","190804","0","","598","カリン"
"おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","3","0","3","7","60005","0","190804","0","","599","カリン"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1","0","1","0","60006","0","190804","1","","600","カリン"
"今日の運勢は姫吉！　勇気を持って、新しいことに挑戦しよう！\n幸先がいいねえ少年！　今年もいい一年になるよう祈ってるよ。","0","0","2","0","60006","1","0","2","","601",""
"今日の運勢は姫吉！　どんなピンチも簡単に乗り越えられそう！\nよい結果が出たようで何よりです。さて、待人の方は……ふふ。","0","0","2","0","60006","1","0","2","","602",""
"今日の運勢は姫吉！　あの人と仲直り……できちゃうかも！？\nはあ……この私があなたの運勢に興味を抱くわけないでしょう？","0","0","2","0","60006","1","0","2","","603",""
"今日の運勢は大吉！　身近な友達との絆が深まる予感……？\n騎士様は、どなたと友誼を結ぶのでしょう？　気になります……","0","0","2","0","60006","2","0","1","","604",""
"今日の運勢は大吉！　ラッキーアイテムは「蛇の抜け殻」！\nこのアタシにお目にかかれるなんて……アンタ、幸せものね♪","0","0","2","0","60006","2","0","2","","605",""
"今日の運勢は中吉！　気になるあの人に会えちゃうかも！？\n『初夢を正夢にする枕』であなたに会え……な、なんでもない！","0","0","2","0","60006","3","0","2","","606",""
"今日の運勢は中吉！　子供に戻って、一日中遊びつくそう！\nお年玉でけん玉ゲット！　おじちゃん、もしかめ一万回やって！","0","0","2","0","60006","3","0","2","","607",""
"今日の運勢は中吉！　今日はおうちで、ゆーっくりくつろごう。\nお雑煮よし。みかんよし。さ、こたつで寝正月だ。君も入る？","0","0","2","0","60006","3","0","1","","608",""
"今日の運勢は小吉！　突然のドッキリに注意！\nおや、後ろに髪の長い女の霊が──フフ、冗談です。私ですよ。","0","0","2","0","60006","4","0","2","","609",""
"今日の運勢は小吉。慌てなくても、幸運はきっとやってくる。\n運は自分で掴むもの──媛が言ってました。でも、どうやって？","0","0","2","0","60006","4","0","2","","610",""
"おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","2","0","3","0","60006","0","190804","0","","611","カリン"
"おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","3","0","3","5","60006","0","190804","0","","612","カリン"
