ec2e1fe69dcbd3c9e51ff4035943fe71766d9d82aa2f6f4558f47bae30ba3cc2,63911f49d18e3256edd55e00171afbf9489515b2fc5b73201fe7f81c81482686,977de6d90d46d690497c128fb89c5a554214715212571f74977b134dca58938f,cde1792a591067a1be04215306a1e84521956837d95850458f9c937a12318260,844518bcfcdc9d7c0cd0c3387a824d22fd2cca4bd2f5660fcbcaa3bd0d75ceea,f7aa4f51cccc58f50f580d394b5b0e5c331d12155e346332f73d8b5c4aa377c4,51c7bd2460e7fee0eaa2e7678428d895d2db6558c29e803b4667a1450ab864e9,9552a177aee75724590b0a62554c23d8d81316272cdde2fe5f2611c0590c65f3,5b77ace9045de9440818f4539230b2b9460c326edeffbaa20e114cea125d2673,8245427ff3378fc3b45d730b8f649a8e352638a5ac7ed48e1b4dc59fb7830796,69ba278cc783b993f8ad2d40da52385927908a38a14f8d581da7a27a1b95ac14,bf384befda6d9bd04126a647bf7c4e803ba2c2b36d6f0bfe466a8e9c9669b0e2,d187a953e2ba3c5c235bde134fac7ea929ceb5f046def8d0d29d84b6a5d12457,2da644eccd564540d6c43c74a03de8fc910a9755c05199a9fa4e48311583d623,21ef226d4d0a7c0a89b46dff164a12d2dc3d6da8695ddbd4eaed8bb82480e065,7553bf783c49f5bff90f50164d1a97f14b68b2b27487b140e3f749df4dbeb883,a27aa147d2b9d72a203d6e58162fa126e8ab673e40a0854dd56d46973861c298,5d45c2aa120c61c634024ffa8d99298ce33883578d5301b7e6c18baf98ac5b47,68d56f72b5fc7e286b550983e5aaee3ea73376047a5768d2ed5adeb52b50d0d8,c8e064a6d7b86c32988a64e5fe62307e864018427e6eaac661b6163bf1943a46
"12399","これ、何と言う？","2","12385","12367","","4","4","6","12358","童話「みにくいアヒルの子」で、アヒルの子は本当はどんな鳥だった？","4","6010","1","はくちょう","12423","0","4","4","はくちょう"
"12486","これ、何と言う？","2","12460","12490","","5","5","6","12523","猿の種類の一つ。その名の通り長い手を使って、樹上を軽やかに動く","5","6012","2","テナガザル","12470","0","5","5","テナガザル"
"12450","これ、何と言う？","2","12452","12521","","5","5","6","12510","哺乳類の一種。水に直接手を突っ込んで獲物を取る様子が「洗っている」ように見える","5","6013","2","アライグマ","12464","0","5","5","アライグマ"
"12511","これ、何と言う？","2","12522","12489","","5","5","6","12513","お祭りや縁日でも親しまれてきたカメの通称。幼い頃の甲羅の色に由来している","5","6014","2","ミドリガメ","12460","0","5","5","ミドリガメ"
"12459","これ、何と言う？","2","12460","12531","","5","5","6","12540","ジャンプが得意な、哺乳類の一種。お腹の袋で子育てをすることでよく知られる","5","6015","1","カンガルー","12523","0","5","5","カンガルー"
"12461","これ、何と言う？","1","12483","12515","","5","5","6","12517","【リッチモンド商工会】のギルドマスターの『クレジッタ』。フルネームはなんと言う？","5","6020","1","クレジッタ・キャッシュ","12471","6020","5","5","キャッシュ"
"12489","この人は誰？","1","12525","12463","","5","5","6","29238","『シノブ』の父親の通称。過去の霊媒の仕事で、ドクロ姿になってしまったことから","6","6021","2","ドクロ親父","35242","6021","6","5","ドクロ親父"
"12489","これ、何と言う？","1","12385","12521","","4","5","6","12435","エルピス島で発見された生物。正しくは『ドラゴンもどき』だが、『イノリ』からの呼ばれ方は？","4","6022","2","ドラちゃん","12419","6022","4","5","ドラちゃん"
"12377","この人は誰？","1","12377","12371","","4","4","6","20365","チエルの、「カルミナファン」としての二つ名","6","6024","1","カルミナすこすこ侍","12371","6024","4","4","すこすこ侍"
"30142","これ、何と言う？","1","12398","39080","","4","6","6","23019","『アンナ』の二つ名。後ろの2文字はそのままでは読まず、「ヘカーテ」と読むらしい","6","6025","2","疾風の冥姫","20901","3002","6","6","疾風の冥姫"
"12510","これ、何と書いてある？","1","12391","12510","","4","5","6","12424","『ミサト』を★5にしたときに獲得できる称号","4","6028","2","ほぉら、ママですよ～","12377","6028","4","5","ママですよ"
"12486","これ、何と言う？","1","12479","12531","","5","5","6","12473","イベント「デンジャラスバカンス！　渚のグルメプリンセス」のボス","5","6041","1","テンタパス","12497","6041","5","5","テンタパス"
"22022","これ、何と言う？","1","12398","12365","","4","6","6","31070","イベント「王都の名探偵 嘆きの追跡者」のボス","6","6042","1","嘆きの女神","22899","6042","6","4","嘆きの女神"
"12501","これ、何と言う？","1","12531","12449","","5","5","6","12512","イベント「リトル・ブレイブ・ハロウィンナイト！」のボス","5","6043","1","ファントムバロン","12488","6043","5","5","ファントム"
"12358","これ、何と言う？","1","12365","12431","","4","4","6","12375","イベント「七夕剣客旅情譚　天に流れる夏の恋」のボス","4","6044","1","覚醒・うわきぼし","12412","6044","4","4","うわきぼし"
"12488","これ、何と言う？","1","12531","12453","","5","5","6","12473","イベント「新春グルメプリンセス！　一投にかけた乙女たち」のボス","5","6045","2","グレートトゥンヌス","12492","6045","5","5","トゥンヌス"
"12454","これ、何と言う？","1","12463","12479","","5","5","6","12466","イベント「カルミナサマーライブ　ジャスト　ア　モーメント！」のボス","5","6046","1","クイーンウタクラゲ","12521","6046","5","5","ウタクラゲ"
"12488","これ、何と言う？","1","12491","12522","","5","5","6","12451","イベント「魔法少女外伝　マジカル★ノワールズ！」のボス","5","6047","1","アンチビースト・トリニティ","12486","6047","5","5","トリニティ"
"22823","これ、何と言う？","1","12524","20154","大人のレディ","5","6","6","12451","『ミサキ』がどのような女性であるかを表した通称。背伸び感が可愛らしい","5","6048","2","大人のレディ","12487","6048","5","6","大人レディ"
"84","これ、何と言う？","2","12483","12524","","5","2","6","12473","『ティラノサウルス』の別の言い方","5","6049","2","Tレックス","12463","0","5","5","Tレックス"
"12465","これ、何と言う？","2","12488","12521","","5","5","6","12473","3本の立派なツノが特徴の、有名な恐竜。名前の読み方は、「トリ」で区切るのが実は正しい","5","6050","1","トリケラトプス","12503","0","5","5","ケラトプス"
"12525","これ、何と言う？","2","12471","12465","エコーロケーション","5","5","6","12531","イルカやコウモリなどが持つ能力。超音波を発し、その反響によって周囲の様子を探る","5","6051","2","エコーロケーション","12519","0","5","5","ロケション"
"12510","これ、何と言う？","2","12464","12531","マングローブ","5","5","6","12502","熱帯や亜熱帯の一部の水辺に生育する植物の総称で、非常にユニークな形の根っこを形成する","5","6052","1","マングローブ","12525","0","5","5","マングロブ"
"22825","これ、何と言う？","2","35352","28982","","6","6","6","29289","学術的に貴重なものとして保護される、天然の動物・植物・地質・鉱物。アホウドリやトキなど","6","6053","1","天然記念物","24565","0","6","6","天然記念物"
"12388","これ、何と言う？","2","12405","12385","","4","4","6","12378","人間の足の裏の、地面と接しないくぼんだ部分。人によっては無い場合もある","4","6054","1","つちふまず","12414","0","4","4","つちふまず"
"12501","これは何？","1","12531","12449","","5","5","6","12512","『タマキ』の裏の名前にして、恵まれない人たちを助ける、謎に包まれた義賊","5","6055","2","ファントムキャッツ","12488","5036","5","5","ファントム"
"12527","これ、何と読む？","1","12450","12531","","5","5","6","12489","裏社会で恐れられる『ミツキ』の二つ名。彼女の隻眼からは逃れられない","5","6056","3","隻眼の赤い悪魔\n＝ワンアイドデビル","12452","6056","5","5","ワンアイド"
"12467","これ、何と読む？","1","12463","12524","","5","5","6","12540","『ナナカ』の二つ名。さまざまな魔法を探し集めていることに由来する","5","6057","3","蒐集家（＝コレクター）","12479","6057","5","5","コレクター"
"12524","これ、何と読む？","1","12490","12464","","5","5","6","12488","『ネネカ』の、『七冠』としての二つ名。あらゆるものに姿を変化させられることから","5","6058","3","変貌大妃（＝メタモルレグナント）","12531","6058","5","5","レグナント"
"12465","これ、何と言う？","1","12459","12531","","5","5","6","12459","『イノリ』が『カヤ』に対して、ムキになったり、おちょくったりするときの呼び方","5","6059","2","脳筋ケンカバカ","12496","6059","5","5","ケンカバカ"
"12469","これ、何と言う？","2","12502","12521","サラブレッド","5","5","6","12489","レースのために、長い年月をかけて改良された類の馬。家柄の良い人のたとえ表現でもおなじみ","5","6060","1","サラブレッド","12524","0","5","5","サラブレド"
"12473","これ、何と言う？","2","12462","12490","","5","5","6","12493","キツネの一種。冷ややかで悟りを開いたような表情に見えることで近年人気を博している","5","6061","3","チベットスナギツネ","12484","0","5","5","スナギツネ"
"12471","これ、何と言う？","2","12459","12521","シーラカンス","5","5","6","12473","数億年も前から変わらない姿のまま現存しているため、「生きた化石」と呼ばれる深海魚","5","6062","2","シーラカンス","12531","0","5","5","シラカンス"
"12504","これ、何と言う？","2","12463","12521","","5","5","6","12473","カブトムシの中で最大のサイズを誇る種として、子どもたちからも絶大な人気を誇る昆虫","5","6063","1","ヘラクレスオオカブト","12524","0","5","5","ヘラクレス"
"12450","これ、何と言う？","2","12521","12502","","5","5","6","12471","昔の子どもたちがこの虫の体液を髪に塗り、テカテカさせて遊んでいたことに由来する虫の名前","5","6064","1","アブラムシ","12512","0","5","5","アブラムシ"
"27875","これ、何と言う？","2","12412","12365","","4","6","6","12429","目のすぐ下のあたりにあるほくろの通称","4","6065","1","泣きぼくろ","12367","0","4","4","泣きぼくろ"
"12471","これ、何と言う？","2","12496","12523","シルバーバック","5","5","6","12463","年を重ねたオスのゴリラの背中の毛が白くなる現象。群れの中のボス個体によく見られる","5","6066","3","シルバーバック","12496","0","5","5","シルババク"
"12459","これ、何と言う？","2","12524","12513","","5","5","6","12531","身体の色を自在に変化させることでおなじみの爬虫類。演技の幅が広い俳優や声優のたとえにも","5","6067","1","カメレオン","12458","0","5","5","カメレオン"
"12458","これ、何と言う？","2","12516","12491","","5","5","6","12510","非常に大きなトンボの一種。「鬼」の服装とよく似た、黒と黄色のシマシマ模様が特徴的","5","6068","1","オニヤンマ","12531","0","5","5","オニヤンマ"
"12464","これ、何と言う？","2","12511","12523","グルーミング","5","5","6","12464","猫などの動物の習性として知られる「毛づくろい」。英語でなんと言う？","5","6069","3","グルーミング","12531","0","5","5","グルミング"
"12510","これ、何と言う？","2","12464","12531","","5","5","6","12473","一般に「ハブ」の天敵というイメージを持たれている、体長数十センチほどの哺乳類","5","6070","1","マングース","12540","0","5","5","マングース"
"12462","これ、何と言う？","2","12516","12531","","5","5","6","12510","トンボの一種。身体は黄緑色だが、よく見るとキレイな銀色の模様があることからこう呼ばれる","5","6071","2","ギンヤンマ","12531","0","5","5","ギンヤンマ"
"12459","これ、何と言う？","2","12511","12514","","5","5","6","12523","「カミツレ」とも呼ばれるハーブの一種。りんごのような香りがあり、お茶としてよく好まれる","5","6072","3","カモミール","12540","0","5","5","カモミール"
"12507","これ、何と言う？","2","12523","12479","","5","5","6","12459","指先ほどのサイズの小さなイカ。青白く発光する性質があり、また食用としても好まれる","5","6073","2","ホタルイカ","12452","0","5","5","ホタルイカ"
"12461","これ、何と言う？","2","12513","12531","","5","5","6","12452","高級魚や縁起物としておなじみのタイの一種。名前は、目が金色に輝くことから","5","6074","1","キンメダイ","12480","0","5","5","キンメダイ"
"12464","これ、何と言う？","2","12463","12477","","5","5","6","12471","深海に生息する甲殻類。姿はダンゴムシに似ていて、大きなものは体長50cmを超える","5","6075","3","ダイオウグソクムシ","12512","0","5","5","グソクムシ"
"12481","これ、何と言う？","2","12450","12531","","5","5","6","12468","水族館でも人気なアナゴの一種。砂底から身体を出し、群れで同じ方向をじっと向く姿が特徴的","5","6076","2","チンアナゴ","12490","0","5","5","チンアナゴ"
"12521","これ、何と言う？","2","12524","12501","","5","5","6","12450","「世界最大の花」としておなじみの、熱帯地域に生息する花。強い悪臭を放つことでも有名","5","6077","1","ラフレシア","12471","0","5","5","ラフレシア"
"12505","これ、何と言う？","2","12486","12491","","5","5","6","12464","真っ赤なカサに白い点のある、キノコの一種。毒があり、食べると幻覚・腹痛などの症状が出る","5","6078","3","ベニテングタケ","12531","0","5","5","ベニテング"
"12467","これ、何と言う？","2","12495","12494","","5","5","6","12463","「フクロウ」の一種。身の危険を感じたときに身体を細く縮めて、木の枝に擬態する習性がある","5","6079","3","コノハズク","12474","0","5","5","コノハズク"
"12469","これ、何と言う？","2","12471","12531","","5","5","6","12454","両生類の一種。防衛のために出す粘液の匂いが、和食に使うとあるスパイスに似ているのが由来","5","6080","3","サンショウウオ","12519","0","5","5","サンショウ"
"12501","これ、何と言う？","2","12494","12461","","5","5","6","12454","「蕗（フキ）」が大きく成長する前の、つぼみの部分。春の山菜として、天ぷらなどで好まれる","5","6081","3","フキノトウ","12488","0","5","5","フキノトウ"
"12469","これ、何と言う？","2","12454","12488","","5","5","6","12499","砂糖の原料となる、イネ科の植物","5","6082","1","サトウキビ","12461","0","5","5","サトウキビ"
"12405","これ、何と言う？","2","12385","12375","","4","4","6","12358","フェニックスとも呼ばれる、死しても再びよみがえるとされる伝説の鳥","4","6083","1","ふしちょう","12423","0","4","4","ふしちょう"
"12365","これ、何と言う？","2","12358","12421","","4","4","6","12367","「五感」と呼ばれる動物の機能、視覚・聴覚・触覚・味覚と、あと一つは？","4","6084","1","きゅうかく","12363","0","4","4","きゅうかく"
"12489","これ、何と言う？","2","12511","12521","","5","5","6","12464","ゴリラが手で胸をドコドコと叩いて音をたてる行動","5","6085","2","ドラミング","12531","0","5","5","ドラミング"
"12495","これ、何と言う？","2","12473","12512","","5","5","6","12522","太ももの裏にある、大きな筋肉の集まり。筋トレでも重要視されることが多い","5","6086","3","ハムストリング","12488","0","5","5","ハムストリ"
"12374","これ、何と言う？","2","12375","12387","","4","4","6","12367","肉を食べるのは肉食。植物を食べるのは草食。では、どちらかに限らずいろいろ食べるのは？","4","6087","1","ざっしょく","12423","0","4","4","ざっしょく"
"12360","これ、何と言う？","2","12365","12356","","4","4","6","12358","","4","6088","2","乳歯⇔えいきゅう歯","12421","0","4","4","えいきゅう"
"12496","これ、何と言う？","2","12467","12452","","5","5","6","12531","一角獣＝ユニコーン　","5","6089","3","二角獣＝バイコーン","12540","0","5","5","バイコーン"
"12465","これ、何と言う？","2","12505","12523","","5","5","6","12473","「地獄の番犬」と呼ばれる、三つ首の怪物","5","6090","1","ケルベロス","12525","0","5","5","ケルベロス"
"12458","これ、何と言う？","2","12488","12523","","5","5","6","12473","有名な三つ首の犬の怪物は「ケルベロス」。ではその兄弟で、二つ首の怪物は？","5","6091","3","オルトロス","12525","0","5","5","オルトロス"
"12388","これ、何と言う？","2","12418","12367","","4","4","6","12415","漢字では「付喪神」と書く、長い年月が経った道具などに宿るとされる神様","4","6092","2","つくもがみ","12364","0","4","4","つくもがみ"
"12398","これ、何と言う？","2","12425","12410","のっぺらぼう","4","4","6","12358","とても有名な妖怪。目も鼻も口も無いまっさらな顔をしている","4","6093","1","のっぺらぼう","12412","0","4","4","のぺらぼう"
"12503","左のキャラ達は右のキャラを何と呼ぶ？","1","12487","12525","プロデューサー","5","5","6","12469","","5","6094","3","プロデューサー","12517","6094","5","5","プロデュサ"
"22825","これ、何と言う？","1","35207","27004","","6","6","6","21091","『ムイミ』の持つ大剣の名称","6","6095","2","天楼覇断剣","26029","6095","6","6","天楼覇断剣"
"12362","左のキャラは右のキャラを何と呼ぶ？","1","12540","12395","","4","4","6","12435","","4","6096","3","おにーたん","12383","6096","4","4","おにーたん"
"12463","これ、何と読む？","1","12454","12521","","5","5","6","12474","","5","6097","1","七冠＝セブンクラウンズ","12531","6097","5","5","クラウンズ"
"12415","これ、何と言う？","2","12363","12366","","4","4","6","12356","「ヒラメ」とよく似たとある魚の見分け方として、よく使われるフレーズ。目の向きがポイント","4","6098","2","左ヒラメ　みぎかれい","12428","0","4","4","みぎかれい"
"12511","初対面のとき何と呼んだ？","1","12523","12493","","5","5","6","12359","","4","6100","3","ミネルべぇ","12409","6100","4","5","ミネルべぇ"
"12471","左のキャラは右のキャラを何と呼ぶ？","1","12540","12519","","5","5","6","12531","","5","6102","1","ショーグン","12464","6102","5","5","ショーグン"
"12511","このキャラの名前は？","1","12511","12511","ミミとミソギ","5","5","6","12462","ギルド【リトルリリカル】のメンバー。『キョウカ』と、あと2人は誰と誰？","5","6104","2","ミミとミソギ","12477","0","5","5","ミミミソギ"
"12456","これ、何と言う？","1","12470","12522","","5","5","6","12473","『マヒル』の相棒である牛の名前","5","6105","1","エリザベス","12505","6105","5","5","エリザベス"
"12506","このキャラの名前は？","1","12522","12467","","5","5","6","12492","","5","6112","1","ペコリーヌ","12540","6112","5","5","ペコリーヌ"
"12452","これ、何と読む？","1","12469","12531","","5","5","6","12488","","5","6113","2","覇瞳皇帝\n＝カイザーインサイト","12452","6113","5","5","インサイト"
"12521","このキャラの名前は？","1","12522","12499","","5","5","6","12479","","5","6114","1","ラビリスタ","12473","6114","5","5","ラビリスタ"
"12521","これ、何と読む？","1","12522","12499","","5","5","6","12473","『ラビリスタ』の二つ名","5","6115","2","迷宮女王\n＝クイーンラビリンス","12531","6115","5","5","ラビリンス"
"12510","このキャラの名前は？","1","12459","12523","ラジクマール・ラジニカーント","5","5","6","12488","『ラジラジ』のフルネーム","5","6116","3","ラジクマール・ラジニカーント","12531","6116","5","5","マルカント"
"12461","これ、何と読む？","1","12464","12531","跳躍王＝キングリープ","5","5","6","12503","『ラジラジ』の二つ名","5","6117","3","跳躍王＝キングリープ","12522","6116","5","5","キングリプ"
"12418","この昔話の登場人物は？","2","12383","12418","","4","4","6","12358","","4","6119","1","桃から生まれたももたろう","12429","0","4","4","ももたろう"
"12365","この昔話の登場人物は？","2","12383","12435","","4","4","6","12358","","4","6120","1","まさかり担いだきんたろう","12429","0","4","4","きんたろう"
"12394","これ、何と言う？","2","12393","12365","","4","4","6","12429","向こうずねのこと。転じて、屈強な人間であってもこの部位は痛みに弱いことから、急所のこと","4","6122","2","弁慶のなきどころ","12371","0","4","4","なきどころ"
"12385","これ、何と言う？","1","12358","12423","","4","4","6","12423","『ネネカ』がペコリーヌとの初対面時、変身していたものとは","4","6132","3","ちょうちょ","12385","6058","4","4","ちょうちょ"
"12458","これ、何と言う？","2","12510","12479","","5","5","6","12515","成長すると「カエル」になる生き物","5","6134","1","オタマジャクシ","12472","0","5","5","オタマジャ"
"12520","このキャラ、何と言う？","1","12450","12522","ヨリとアカリ","5","5","6","12522","プリコネの登場キャラで、「双子の姉妹」としておなじみの二人","5","6135","1","ヨリとアカリ","12459","0","5","5","ヨリアカリ"
"12527","このモンスター、何と言う？","1","12496","12452","","5","5","6","12531","","5","6136","1","ワイバーン","12540","6136","5","5","ワイバーン"
"12464","このモンスター、何と言う？","1","12501","12522","","5","5","6","12531","","5","6137","1","ワイルドグリフォン","12457","6137","5","5","グリフォン"
"12358","これ、何と言う？","1","12366","12373","","4","4","6","12435","『ミミ』の好きな動物を、ミミの言葉づかいで言うと？","4","6138","3","うさぎさん","12373","0","4","4","うさぎさん"
"12362","左のキャラは右のキャラを何と呼ぶ？","1","12376","12358","","4","4","6","12435","","4","6139","2","おうじはん","12399","6139","4","4","おうじはん"
"12395","左のキャラは右のキャラを何と呼ぶ？","1","12385","12356","","4","4","6","12435","","4","6140","2","にいちゃん","12419","6140","4","4","にいちゃん"
"12362","左のキャラは右のキャラを何と呼ぶ？","1","12360","12414","","4","4","6","12435","","4","6141","2","おまえさん","12373","6141","4","4","おまえさん"
"12376","左のキャラは右のキャラを何と呼ぶ？","1","12375","12423","","4","4","6","12367","","4","6142","2","じょしゅくん","12421","6142","4","4","じょしゅく"
"12489","左のキャラは右のキャラを何と呼ぶ？","1","12473","12456","","5","5","6","12435","","4","6143","2","ドエスさん","12373","6143","4","5","ドエスさん"
"12384","左のキャラは右のキャラを何と呼ぶ？","1","12385","12435","","4","4","6","12358","","4","6144","2","だんちょうさん","12423","6144","4","4","だんちょう"
"12490","これ、何と言う？","2","12465","12510","","5","5","6","12494","哺乳類の一種。その命名の通り、めったに活動せず、動くときも非常にゆっくりと動く","5","6146","1","ナマケモノ","12514","0","5","5","ナマケモノ"
"12481","これ、何？","2","12454","12519","","5","5","6","12513","世界三大珍味の一つ「キャビア」は何と言う生き物の卵？","5","6147","1","チョウザメ","12470","0","5","5","チョウザメ"
"12500","このキャラの名前は？","1","12450","12517","","5","5","6","12540","","5","6151","3","魔法少女ピュアリー★シオリ","12522","6151","5","5","ピュアリー"
"12471","このキャラの名前は？","1","12452","12515","","5","5","6","12540","","5","6153","3","魔法少女シャイニー★トモ","12491","6153","5","5","シャイニー"
"12469","これ、何と言う？","2","12456","12500","","5","5","6","12473","「賢い人間」を意味する、ヒト属の種の学名。現生人類もこれに属する","5","6155","1","ホモ・サピエンス","12531","0","5","5","サピエンス"
"12464","これ、何と言う？","2","12501","12522","","5","5","6","12531","鷲（ワシ）の翼と前脚と頭、そしてライオンの胴と後ろ脚を合わせ持つ、伝説の生き物","5","6157","2","グリフォン","12457","0","5","5","グリフォン"
"12429","これ、何と言う？","2","12429","12367","","4","4","6","12403","首が長く伸びる妖怪。普通にしている分には、人間と変わらない姿をしている","4","6160","1","ろくろくび","12367","0","4","4","ろくろくび"
"12363","これ、何と言う？","2","12356","12414","","4","4","6","12385","つむじ風に乗って現れ、人を切りつける妖怪。痛みは無く、血も出ず、傷だけが残ると言われる","4","6161","2","かまいたち","12383","0","4","4","かまいたち"
"12501","これ、何と言う？","2","12531","12455","","5","5","6","12523","神話に登場する巨大な狼。ラグナロクではオーディンを丸呑みにしたとされる","5","6162","3","フェンリル","12522","0","5","5","フェンリル"
"12420","これ、何と言う？","1","12356","12400","","4","4","2","12377","ペコリーヌの口癖の一つ。良い意味でも悪い意味でもヤバイことが起きたときに言うことが多い","4","6164","2","やばいですね☆","12391","1255","4","4","やばいです"
"12354","左のキャラは右のキャラを何と呼ぶ？","1","12376","12427","","4","4","6","12414","","4","6165","2","あるじさま","12373","6165","4","4","あるじさま"
"12463","左のキャラは右のキャラを何と呼ぶ？","1","12513","12477","","5","5","6","12493","","5","6166","2","クソメガネ","12460","6166","5","5","クソメガネ"
"12501","これ、何と言う？","2","12540","12524","","5","5","6","12531","猫などの動物が強い匂いを嗅いだときに、目や口を開いて独特な表情をする現象","5","6167","3","フレーメン反応","12513","0","5","5","フレーメン"
"12513","これ、何と言う？","2","12525","12460","","5","5","6","12531","太古の海に存在していた、史上最大のサメ","5","6168","3","メガロドン","12489","0","5","5","メガロドン"
"12356","これ、何と言う？","2","12365","12392","","4","4","6","12400","「犬歯」の通称として、「八重歯」以外になじみ深いもの。糸が切れるほど尖っているのが由来","4","6169","3","いときりば","12426","0","4","4","いときりば"
"12459","これ、何と言う？","2","12471","12493","カーネーション","5","5","6","12531","「母の日」の贈り物としても親しまれる花。赤やピンクの鮮やかな花びらを持つ","5","6170","1","カーネーション","12519","0","5","5","カネション"
"12513","これ、何と言う？","2","12520","12452","","5","5","6","12494","桜の木の種類として非常にポピュラーな一つ。一般に桜のイメージとして最も浸透している","5","6171","2","ソメイヨシノ","12471","0","5","5","メイヨシノ"
"12487","これ、何と言う？","2","12452","12521","","5","5","6","12531","「タンポポ」の英名。とある哺乳類の動物に由来している","5","6172","3","ダンデライオン","12458","0","5","5","デライオン"
"12379","これ、何と言う？","2","12426","12356","","4","4","6","12358","「四聖獣」と呼ばれる生き物、朱雀・白虎・玄武、あとは何？（ひらがなで）","4","6173","3","せいりゅう","12421","0","4","4","せいりゅう"
"24231","これ、何と言う？","2","12431","25975","","4","6","6","12375","小さな子どもの姿で、座敷や土間に現れる妖怪。遭遇した者には幸運が舞い込むとされる","4","6174","1","座敷わらし","12425","0","4","6","座敷わらし"
"12510","これ、何と言う？","2","12481","12531","","5","5","6","12531","猫の種類の一つ。「小さい」「子ども」という意味を持ち、小柄で脚が短いのが特徴","5","6175","2","マンチカン","12459","0","5","5","マンチカン"
"12487","これ、何と言う？","2","12521","12517","","5","5","6","12531","伝承に登場する、首の無い騎士","5","6176","2","デュラハン","12495","0","5","5","デュラハン"
"12458","これ、何と言う？","2","12489","12483","","5","5","6","12452","両目でそれぞれ瞳の色が異なること。いろいろな動物に見られるが、特に猫に多い","5","6177","2","オッドアイ","12450","0","5","5","オッドアイ"
"29483","これ、何と言う？","2","12419","12376","","4","6","6","12375","「エノコログサ」という草の通称。猫の目の前で振ると興味を示し、よくじゃれつくことから","4","6178","1","猫じゃらし","12425","0","4","4","猫じゃらし"
"12489","これ、何と言う？","2","12461","12521","","5","5","6","12521","非常によく知られた怪物。獲物の血を吸うのが特徴で、十字架やニンニクが弱点とされる","5","6179","1","ドラキュラ","12517","0","5","5","ドラキュラ"
"12531","これ、何と言う？","2","12525","12467","","5","5","6","12471","動物のフンをボール状にして、コロコロ転がすという変わった習性を持つ昆虫","5","6180","1","フンコロガシ","12460","0","5","5","ンコロガシ"
"12521","これ、何と言う？","2","12489","12464","","5","5","6","12523","「ぬいぐるみ」という意味を持つ、猫の種類。抱っこが好きで、毛並みがフサフサなことから","5","6181","3","ラグドール","12540","0","5","5","ラグドール"
"12456","これ、何と言う？","2","12478","12461","エキゾチック・ショートヘア","5","5","6","12463","猫の種類の一つ。鼻が低く、ムスッとしたような愛嬌のある顔立ちが特徴的","5","6182","3","エキゾチック・ショートヘア","12481","0","5","5","エキゾチク"
"12435","これ、何と言う？","2","12423","12375","","4","4","6","12392","ハトの帰巣本能を使って遠くに手紙を届けること。通信技術が発達する前は、広く活用された","4","6183","2","でんしょばと","12400","0","4","4","んしょばと"
"12507","これ、何と言う？","2","12465","12507","ホーホケキョ","5","5","6","12519","「ウグイス」の鳴き声を文字に起こした表現。春の訪れの象徴としてもなじみ深い","5","6184","2","ホーホケキョ","12461","0","5","5","ホホケキョ"
"12507","これ、何と言う？","2","12488","12488","","5","5","6","12473","武将の性格を比喩した「鳴かぬなら～～」の俳句に使われている鳥の名前は？","5","6185","1","ホトトギス","12462","0","5","5","ホトトギス"
"12504","これ、何と言う？","2","12452","12499","","5","5","6","12468","「ヘビがいそうな場所に生える」ことに由来する、イチゴに似た植物。食用には向かない","5","6186","2","ヘビイチゴ","12481","0","5","5","ヘビイチゴ"
"26494","これ、何と言う？","2","12387","12412","","4","6","6","12426","松かさとも呼ばれる、概略すると松の木の果実の部分。クリスマスツリーの飾りにもよく使われる","4","6187","2","松ぼっくり","12367","0","4","4","松ぼっくり"
"12450","このキャラの名前は？","1","12540","12478","","5","5","6","12489","","5","6188","1","アゾールド","12523","6188","5","5","アゾールド"
"12474","左のキャラは右のキャラを何と呼ぶ？","1","12385","12490","","4","5","6","12416","","4","6189","3","ズナちょむ","12423","6189","4","5","ズナちょむ"
"12501","これ、何と言う？","2","12540","12457","","5","5","6","12489","猫の種類の一つ。垂れた耳が特徴的","5","6190","2","スコティッシュフォールド","12523","0","5","5","フォールド"
"12468","これ、何と言う？","2","12523","12540","","5","5","6","12531","非常にポピュラーな種の犬で、フサフサとした黄色系の体毛と、大きな体が特徴","5","6191","1","ゴールデンレトリーバー","12487","0","5","5","ゴールデン"
"12489","これ、何と言う？","2","12464","12483","","5","5","6","12531","家庭犬がリードをつけずに自由に走り回れるように設けられた、フェンスで囲われた広いスペース","5","6192","2","ドッグラン","12521","0","5","5","ドッグラン"
"12521","これ、何と言う？","2","12521","12502","ラブラドールレトリーバー","5","5","6","12523","レトリーバー種としてゴールデンレトリーバーに並び有名な犬。盲導犬・警察犬としても活躍する","5","6193","1","ラブラドールレトリーバー","12489","0","5","5","ラブラドル"
"12510","これ、何と言う？","2","12461","12540","","5","5","6","12464","動物が自分の体臭や尿などを残すことで、そこが自分のなわばりであるとアピールする習性","5","6194","1","マーキング","12531","0","5","5","マーキング"
"12383","これ、何と言う？","2","12371","12356","","4","4","6","12385","しきりに偉い人のご機嫌をとるような人間を、ある楽器の名前を使ってなんと呼ぶ？","4","6195","2","たいこ持ち","25345","0","6","4","たいこ持ち"
"12461","これ、何と言う？","2","12462","12522","","5","5","6","12473","有名な童話の中で、「アリ」と対比して、なまけ者として描かれている昆虫","5","6196","1","キリギリス","12522","0","5","5","キリギリス"
