2e3540724dd42da4d8f12c754e5937a901536c9487417e4e5c9b2020b1613536,6ed4c0772cc33f959bd9acc9eed1c1fc4ae812dfc23fe0179f2c6a09bd053768,78cf17335bdf093d5da53bbab1d36d1fe6d6c0dbb919a9faf1206b43cc3a277d,cc8e2ba5096f8b4f9ef3609f4a5ee48abc6976ff86f7ea8c3ebc05a11c2e87ed,a9c10dcf73a0c1711de69714f639da73340403bc62d31202dfd12f2a6bd3eb5b
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001006","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500100605"
"9","ＨＰ吸収ダウン","85001006","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500100606"
"16","闇属性ボーナス特大アップ","85001007","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500100701"
"11","深域モンスター","85001007","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500100702"
"17","ＴＰ上昇上限付与","85001007","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500100703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001007","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500100704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001007","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500100705"
"9","ＨＰ吸収ダウン","85001007","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500100706"
"16","闇属性ボーナス特大アップ","85001008","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500100801"
"11","深域モンスター","85001008","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500100802"
"17","ＴＰ上昇上限付与","85001008","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500100803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001008","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500100804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001008","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500100805"
"9","ＨＰ吸収ダウン","85001008","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500100806"
"16","闇属性ボーナス特大アップ","85001009","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500100901"
"11","深域モンスター","85001009","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500100902"
"17","ＴＰ上昇上限付与","85001009","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500100903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001009","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500100904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001009","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500100905"
"9","ＨＰ吸収ダウン","85001009","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500100906"
"16","闇属性ボーナス特大アップ","85001010","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101001"
"11","深域モンスター","85001010","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101002"
"17","ＴＰ上昇上限付与","85001010","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001010","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001010","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101005"
"9","ＨＰ吸収ダウン","85001010","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101006"
"boss_tp_down_cut","ＴＰダウンカット","85001010","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","500101007"
"2","ＨＰ回復量ダウン","85001010","バトル開始時、すべてのキャラのＨＰ回復量を特大ダウンさせる。","500101008"
"16","闇属性ボーナス特大アップ","85001011","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101101"
"11","深域モンスター","85001011","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101102"
"17","ＴＰ上昇上限付与","85001011","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001011","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001011","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101105"
"9","ＨＰ吸収ダウン","85001011","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101106"
"16","闇属性ボーナス特大アップ","85001012","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101201"
"11","深域モンスター","85001012","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101202"
"17","ＴＰ上昇上限付与","85001012","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001012","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001012","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101205"
"9","ＨＰ吸収ダウン","85001012","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101206"
"16","闇属性ボーナス特大アップ","85001013","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101301"
"11","深域モンスター","85001013","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101302"
"17","ＴＰ上昇上限付与","85001013","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001013","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001013","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101305"
"9","ＨＰ吸収ダウン","85001013","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101306"
"16","闇属性ボーナス特大アップ","85001014","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101401"
"11","深域モンスター","85001014","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101402"
"17","ＴＰ上昇上限付与","85001014","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001014","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001014","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101405"
"9","ＨＰ吸収ダウン","85001014","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101406"
"16","闇属性ボーナス特大アップ","85001015","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101501"
"11","深域モンスター","85001015","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101502"
"17","ＴＰ上昇上限付与","85001015","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001015","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001015","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101505"
"9","ＨＰ吸収ダウン","85001015","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101506"
"16","闇属性ボーナス特大アップ","85001016","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101601"
"11","深域モンスター","85001016","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101602"
"17","ＴＰ上昇上限付与","85001016","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101603"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001016","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101604"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001016","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101605"
"9","ＨＰ吸収ダウン","85001016","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101606"
"16","闇属性ボーナス特大アップ","85001017","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101701"
"11","深域モンスター","85001017","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101702"
"17","ＴＰ上昇上限付与","85001017","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001017","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001017","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101705"
"9","ＨＰ吸収ダウン","85001017","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101706"
"16","闇属性ボーナス特大アップ","85001018","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101801"
"11","深域モンスター","85001018","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101802"
"17","ＴＰ上昇上限付与","85001018","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001018","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001018","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101805"
"9","ＨＰ吸収ダウン","85001018","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101806"
"16","闇属性ボーナス特大アップ","85001019","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500101901"
"11","深域モンスター","85001019","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500101902"
"17","ＴＰ上昇上限付与","85001019","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500101903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001019","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500101904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001019","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500101905"
"9","ＨＰ吸収ダウン","85001019","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500101906"
"16","闇属性ボーナス特大アップ","85001020","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102001"
"11","深域モンスター","85001020","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102002"
"17","ＴＰ上昇上限付与","85001020","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001020","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001020","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102005"
"9","ＨＰ吸収ダウン","85001020","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102006"
"boss_tp_down_cut","ＴＰダウンカット","85001020","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","500102007"
"max_hp_down","最大ＨＰダウン","85001020","バトル開始時、すべてのキャラの最大ＨＰを30％ダウンさせる。","500102008"
"16","闇属性ボーナス特大アップ","85001021","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102101"
"11","深域モンスター","85001021","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102102"
"17","ＴＰ上昇上限付与","85001021","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001021","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001021","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102105"
"9","ＨＰ吸収ダウン","85001021","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102106"
"16","闇属性ボーナス特大アップ","85001022","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102201"
"11","深域モンスター","85001022","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102202"
"17","ＴＰ上昇上限付与","85001022","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001022","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001022","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102205"
"9","ＨＰ吸収ダウン","85001022","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102206"
"16","闇属性ボーナス特大アップ","85001023","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102301"
"11","深域モンスター","85001023","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102302"
"17","ＴＰ上昇上限付与","85001023","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001023","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001023","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102305"
"9","ＨＰ吸収ダウン","85001023","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102306"
"16","闇属性ボーナス特大アップ","85001024","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102401"
"11","深域モンスター","85001024","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102402"
"17","ＴＰ上昇上限付与","85001024","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001024","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001024","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102405"
"9","ＨＰ吸収ダウン","85001024","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102406"
"16","闇属性ボーナス特大アップ","85001025","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102501"
"11","深域モンスター","85001025","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102502"
"17","ＴＰ上昇上限付与","85001025","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001025","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001025","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102505"
"9","ＨＰ吸収ダウン","85001025","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102506"
"16","闇属性ボーナス特大アップ","85001026","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102601"
"11","深域モンスター","85001026","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102602"
"17","ＴＰ上昇上限付与","85001026","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102603"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001026","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102604"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001026","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102605"
"9","ＨＰ吸収ダウン","85001026","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102606"
"16","闇属性ボーナス特大アップ","85001027","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102701"
"11","深域モンスター","85001027","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102702"
"17","ＴＰ上昇上限付与","85001027","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001027","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001027","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102705"
"9","ＨＰ吸収ダウン","85001027","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102706"
"16","闇属性ボーナス特大アップ","85001028","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102801"
"11","深域モンスター","85001028","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102802"
"17","ＴＰ上昇上限付与","85001028","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001028","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001028","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102805"
"9","ＨＰ吸収ダウン","85001028","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102806"
"16","闇属性ボーナス特大アップ","85001029","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500102901"
"11","深域モンスター","85001029","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500102902"
"17","ＴＰ上昇上限付与","85001029","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500102903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001029","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500102904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001029","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500102905"
"9","ＨＰ吸収ダウン","85001029","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500102906"
"16","闇属性ボーナス特大アップ","85001030","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103001"
"11","深域モンスター","85001030","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103002"
"17","ＴＰ上昇上限付与","85001030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001030","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001030","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103005"
"9","ＨＰ吸収ダウン","85001030","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103006"
"boss_tp_down_cut","ＴＰダウンカット","85001030","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","500103007"
"10","毒付与","85001030","バトル開始時、すべてのキャラに毒状態を付与する。","500103008"
"16","闇属性ボーナス特大アップ","85001031","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103101"
"11","深域モンスター","85001031","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103102"
"17","ＴＰ上昇上限付与","85001031","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001031","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001031","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103105"
"9","ＨＰ吸収ダウン","85001031","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103106"
"16","闇属性ボーナス特大アップ","85001032","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103201"
"11","深域モンスター","85001032","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103202"
"17","ＴＰ上昇上限付与","85001032","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001032","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001032","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103205"
"9","ＨＰ吸収ダウン","85001032","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103206"
"16","闇属性ボーナス特大アップ","85001033","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103301"
"11","深域モンスター","85001033","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103302"
"17","ＴＰ上昇上限付与","85001033","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001033","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001033","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103305"
"9","ＨＰ吸収ダウン","85001033","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103306"
"16","闇属性ボーナス特大アップ","85001034","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103401"
"11","深域モンスター","85001034","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103402"
"17","ＴＰ上昇上限付与","85001034","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001034","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","85001034","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","500103405"
"9","ＨＰ吸収ダウン","85001034","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","500103406"
"16","闇属性ボーナス特大アップ","85001035","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","500103501"
"11","深域モンスター","85001035","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","500103502"
"17","ＴＰ上昇上限付与","85001035","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","500103503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","85001035","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","500103504"
