9ecd376445305791e3024b14921c4bd32fc8f443264177986370c2a374422e98,c9d67418493c478d07a8fae1ef3ebcda40ca09c21d0793eaac381a0095b2246d,11992eea048f82aa4f273f01667dfd049c5b3c4d1a95042f51416f00c96d40bf,d2007a24207b05365484dc4d3257f9ba02bbab0a19ab2c8d6794ab9a5d4101c0,c4cedfb9b221f64405be610ecb1d8fd0a65b3d62f42e652a3b139465efdad7d1,4a2988f68f45901adad5e2ff53c63e2d3af861aaed8bee2869d6d87b6ea6b4f6,9d78f63822ea23cadd6d05776428111e96f8c991aa99df82de990c8b4643af75,76cd05e6a38f9a31c055e4b7429e3ff3f85ded2cc1c6e9d2c4092570b107605d,2fe1587ba75b2a9754002f4d9d68f180b14c66a75a3f553eb4ae691e5072e960,47561e7e914284ff7a2a2fed2c2df42b2d75bff69be55a9c8514a9e0646d89f4,83739ebabc5ebf30cdb55e3766b1b9b4d76254d1a395e610ae83e6208f56fbca
"","68069","","","0.2","105811","3","5146068","1","tahaha_idle",""
"","68070","","","0.2","1058","3","5146068","1","tahaha_idle",""
"","68071","0","surprise3_loop_anger2","0.2","106011","3","5146068","0","surprise3_in_anger2","1"
"","68072","0","surprise3_loop_anger2","0.2","1060","3","5146068","0","surprise3_in_anger2","1"
"","68073","","0","","vo_apg","21","5146068","0","vo_apg_0808",""
"0","68074","0","1","0","106011","11","5146068","10","ハンドルとドーナツ間違えんな～っ！","1"
"","68075","","","","0","91","5146068","","",""
"","68076","","","","106011","4","5146068","","0",""
"","68077","","","","1060","4","5146068","","0",""
"","68078","","","0.2","106011","3","5146068","1","surprise3_loop_surprise_slow",""
"","68079","","","0.2","1060","3","5146068","1","surprise3_loop_surprise_slow",""
"","68080","0","peko_slurp_loop","0.2","105811","3","5146068","0","peko_slurp_in","1"
"","68081","0","peko_slurp_loop","0.2","1058","3","5146068","0","peko_slurp_in","1"
"","68082","0","takeout_talk","0.2","130911","3","5146068","0","takeout_in","1"
"","68083","0","takeout_talk","0.2","97","3","5146068","0","takeout_in","1"
"","68084","","0","","vo_apg","21","5146068","0","vo_apg_0809",""
"0","68085","0","1","0","130911","11","5146068","10","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","1"
"","68086","","","","0","91","5146068","","",""
"","68087","","","0.2","130911","3","5146068","1","takeout_idle",""
"","68088","","","0.2","97","3","5146068","1","takeout_idle",""
"","68089","","","0.2","105811","3","5146068","1","peko_slurp_loop",""
"","68090","","","0.2","1058","3","5146068","1","peko_slurp_loop",""
"","68091","0.2","cool_talk_jitome","0.2","106011","3","5146068","0","cool_idle_jitome","1"
"","68092","0.2","cool_talk_jitome","0.2","1060","3","5146068","0","cool_idle_jitome_in","1"
"","68093","","0","","vo_apg","21","5146068","0","vo_apg_0810",""
"0","68094","0","1","0","106011","11","5146068","10","……\nドーナツはドーナツなのね…","1"
"","68095","","","","0","91","5146068","","",""
"","68096","","","","68097","101","5146068","","",""
"","68097","","","","0","22","5146068","","0.2",""
"riri_idle","69001","0","-225","1.8","1","1","5146069","100","131311","-278"
"riri_idle","69002","0","-225","1.8","5","5","5146069","101","1313","-278"
"idle_normal","69003","0","-385","1.8","1","1","5146069","103","131411","-288"
"idle_normal","69004","0","-385","1.8","2","5","5146069","104","1314","-288"
"joy_idle_noface","69005","1","225","1.8","1","1","5146069","106","130911","-278"
"joy_idle_kururu","69006","1","225","1.8","1","5","5146069","107","98","-278"
"","69007","","","","131311","13","5146069","","200",""
"","69008","","","","131411","13","5146069","","203",""
"","69009","","","","130911","13","5146069","","206",""
"idle","69010","0","0","0.85","9","5","5146069","15","9","-174"
"empty","69011","0","-307","1","22","5","5146069","210","22","12"
"empty","69012","0","0","1","21","5","5146069","60","21","153"
"","69013","","0","1","1","31","5146069","0","1","1"
"","69014","","","","0","91","5146069","","0",""
"","69015","","","","0","102","5146069","0","0",""
"","69016","","","","1","93","5146069","","0",""
"","69017","","","0.2","131311","3","5146069","1","riri_talk_noface",""
"","69018","","","0.2","1313","3","5146069","1","riri_talk_noface",""
"","69019","","","0.2","131411","3","5146069","1","idle_normal_surprise_lookupS",""
"","69020","","","0.2","1314","3","5146069","1","idle_normal_surprise_lookupS",""
"","69021","","0","","vo_apg","21","5146069","0","vo_apg_0901",""
"0","69022","0","1","0","131311","11","5146069","10","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","1"
"","69023","","","","0","91","5146069","","",""
"","69024","","","0.2","131311","3","5146069","1","riri_idle_lookup",""
"","69025","","","0.2","1313","3","5146069","1","riri_idle_lookup",""
"","69026","","","0","21","3","5146069","0","coffee_2_in",""
"","69027","","","","se_10055900","23","5146069","0","se_10055900_photo",""
"","69028","","","","0.1","93","5146069","","0",""
"","69029","0.2","talk_normal_joy_lookup","0.2","131411","3","5146069","0","idle_normal_surprise_lookup","1"
"","69030","0.2","talk_normal_joy_lookup","0.2","1314","3","5146069","0","idle_normal_surprise_lookup","1"
"","69031","","0","","vo_apg","21","5146069","0","vo_apg_0902",""
"0","69032","0","1","0","131411","11","5146069","10","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","1"
"","69033","","","","0","91","5146069","","",""
"","69034","","","0.2","131311","3","5146069","1","riri_idle_surprise",""
"","69035","","","0.2","1313","3","5146069","1","riri_idle_surprise",""
"","69036","","","0.2","131411","3","5146069","1","idle_normal_surprise",""
"","69037","","","0.2","1314","3","5146069","1","idle_normal_surprise",""
"","69038","0.2","talk_normal_joy","0.2","130911","3","5146069","0","handsup_to_talk","1"
"","69039","0.2","","0.2","98","3","5146069","1","handsup",""
"","69040","","0","","vo_apg","21","5146069","0","vo_apg_0903",""
"0","69041","0","1","0","130911","11","5146069","10","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","1"
"","69042","","","","0","91","5146069","","",""
"","69043","","","0.2","130911","3","5146069","1","joy_talk_anger",""
"","69044","","0","","vo_apg","21","5146069","0","vo_apg_0904",""
"0","69045","0","1","0","130911","11","5146069","10","これはですねっ！\n『隠れかばばん君』です♪","1"
"","69046","","","","0","91","5146069","","",""
"","69047","","","0.2","130911","3","5146069","1","joy_idle_doya",""
"","69048","0","notice_loop_shy","0.2","131311","3","5146069","0","notice_in_shy","1"
"","69049","0","notice_loop_shy","0.2","1313","3","5146069","0","notice_in_shy","1"
"","69050","","","0.2","131411","3","5146069","1","surprise_talk_normal",""
"","69051","","","0.2","1314","3","5146069","1","surprise_talk_normal",""
"","69052","","0","","vo_apg","21","5146069","0","vo_apg_0905",""
"","69053","","","0","22","3","5146069","0","0905_in",""
"","69054","","","","1.2","93","5146069","","1",""
"","69055","","","0","22","3","5146069","0","0905_mid",""
"","69056","","","","","92","5146069","","",""
"","69057","","","0","22","3","5146069","0","0905_out",""
"","69058","","","","0.2","93","5146069","","0",""
"","69059","","","","0","91","5146069","","",""
"","69060","","","0.2","131311","3","5146069","1","riri_sad_talk_dead",""
"","69061","","","0.2","1313","3","5146069","1","riri_sad_talk_dead",""
"","69062","","","0.2","131411","3","5146069","1","surprise_idle",""
"","69063","","","0.2","1314","3","5146069","1","surprise_idle",""
"","69064","","","0.2","130911","3","5146069","1","idle_normal_surprise2",""
"","69065","","0","","vo_apg","21","5146069","0","vo_apg_0906",""
"0","69066","0","1","0","131311","11","5146069","10","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","1"
"","69067","","","","0","91","5146069","","",""
"","69068","","","0.2","131311","3","5146069","1","riri_sad_idle",""
"","69069","","","0.2","1313","3","5146069","1","riri_sad_idle",""
"","69070","0.2","talk_normal_dere","0.2","130911","3","5146069","0","watawata","1"
"","69071","0.2","talk_normal_dere","0.2","98","3","5146069","0","watawata","1"
"","69072","","0","","vo_apg","21","5146069","0","vo_apg_0907",""
"0","69073","0","1","0","130911","11","5146069","10","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","1"
"","69074","","","","0","91","5146069","","",""
"","69075","","","0.2","130911","3","5146069","1","idle_normal_noface",""
"","69076","","","0.2","98","3","5146069","1","idle_normal_kururu",""
"","69077","","","0","21","3","5146069","0","coffee_2_out",""
"","69078","","","0.2","131411","3","5146069","1","clear_wish_talk_joy",""
"","69079","","","0.2","1314","3","5146069","1","clear_wish_talk_joy",""
"","69080","","0","","vo_apg","21","5146069","0","vo_apg_0908",""
"0","69081","0","1","0","131411","11","5146069","10","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","1"
"","69082","","","","0","91","5146069","","",""
"","69083","","","0.2","131411","3","5146069","1","clear_wish_idle",""
"","69084","","","0.2","1314","3","5146069","1","clear_wish_idle",""
"","69085","","","0.2","131311","3","5146069","1","guts2_talk_joy3",""
"","69086","","","0.2","1313","3","5146069","1","guts2_talk_joy3",""
"","69087","","0","","vo_apg","21","5146069","0","vo_apg_0909",""
"0","69088","0","1","0","131311","11","5146069","10","はい、リアさん！","1"
"","69089","","","","0","91","5146069","","",""
"","69090","","","0.2","131311","3","5146069","1","riri_idle",""
"","69091","","","0.2","1313","3","5146069","1","riri_idle",""
"","69092","","","0.2","131411","3","5146069","1","clear_wish_idle_normal",""
"","69093","","","0.2","1314","3","5146069","1","clear_wish_idle_normal",""
"","69094","","","0.2","130911","3","5146069","1","talk_normal_anger",""
"","69095","","","0.2","98","3","5146069","1","talk_normal",""
"","69096","","0","","vo_apg","21","5146069","0","vo_apg_0910",""
"0","69097","0","1","0","130911","11","5146069","10","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","1"
"","69098","","","","0","91","5146069","","",""
"","69099","","","0.2","130911","3","5146069","1","idle_normal_noface",""
"","69100","","","0.2","98","3","5146069","1","idle_normal_kururu",""
"","69101","0","idle_normal_joy2","0.2","131311","3","5146069","0","riri_bow","1"
"","69102","0","idle_normal_joy2","0.2","1313","3","5146069","0","riri_bow","1"
"","69103","0.2","idle_normal_joy2","0.2","131411","3","5146069","0","clear_agree","1"
"","69104","0.2","idle_normal_joy2","0.2","1314","3","5146069","0","clear_agree","1"
"","69105","","0","","vo_apg","21","5146069","0","vo_apg_0911",""
"","69106","","","0","22","3","5146069","0","0911_in",""
"","69107","","","","0.9","93","5146069","","1",""
"","69108","","","0","22","3","5146069","0","0911_mid",""
"","69109","","","","","92","5146069","","",""
"","69110","","","0","22","3","5146069","0","0911_out",""
"","69111","","","","0.2","93","5146069","","0",""
"","69112","","","","0","91","5146069","","",""
"","69113","","","","130911","4","5146069","","0",""
"","69114","","","","98","4","5146069","","0",""
"","69115","","","0.2","131311","3","5146069","1","walk_normal_slow",""
"","69116","","","0.2","1313","3","5146069","1","walk_normal_slow",""
"","69117","","","0.2","131411","3","5146069","1","walk_normal_slow",""
"","69118","","","0.2","1314","3","5146069","1","walk_normal_slow",""
"","69119","","","0.2","130911","3","5146069","1","walk_kyapi_slow",""
"","69120","","","0.2","98","3","5146069","1","walk_kyapi_slow",""
"","69121","","1.5","","131311","2","5146069","-278","-75","0"
"","69122","","1.5","","1313","2","5146069","-278","-75","0"
"","69123","","1.5","","131411","2","5146069","-288","-225","0"
"","69124","","1.5","","1314","2","5146069","-288","-225","0"
"","69125","","1.5","","130911","2","5146069","-278","325","0"
"","69126","","","","1.5","93","5146069","","0",""
"","69127","","","","131311","4","5146069","","1",""
"","69128","","","","1313","4","5146069","","1",""
"","69129","","","","130911","4","5146069","","1",""
"","69130","","","0.2","131311","3","5146069","1","idle_normal_surprise",""
"","69131","","","0.2","1313","3","5146069","1","idle_normal_surprise",""
"","69132","0","notice_loop_dere","0.2","131411","3","5146069","0","notice_in_dere","1"
"","69133","0","notice_loop_dere","0.2","1314","3","5146069","0","notice_in_dere","1"
"","69134","","","0.2","130911","3","5146069","1","idle_normal_surprise",""
"","69135","","0","","vo_apg","21","5146069","0","vo_apg_0912",""
"0","69136","0","1","0","131411","11","5146069","10","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","1"
"","69137","","","","0","91","5146069","","",""
"","69138","","","0.2","130911","3","5146069","0","hawawa",""
"","69139","","0","","vo_apg","21","5146069","0","vo_apg_0913",""
"0","69140","0","1","-30","130911","11","5146069","10","はわわっ！？","1"
"","69141","","","","0","91","5146069","","",""
"","69142","","","0.1","130911","3","5146069","0","bowbowbow",""
"","69143","","","","131311","4","5146069","","0",""
"","69144","","","","1313","4","5146069","","0",""
"","69145","","","0.2","131311","3","5146069","1","riri_talk_noervous",""
"","69146","","","0.2","1313","3","5146069","1","riri_talk_noervous",""
"","69147","0","clear_smile_idle","0.2","131411","3","5146069","0","clear_smile_in","1"
"","69148","0","clear_smile_idle","0.2","1314","3","5146069","0","clear_smile_in","1"
"0","69149","0","0","0","131311","12","5146069","2","2","0"
"0","69150","0","0","0","131411","12","5146069","2","2","0"
"0","69151","0","0","-30","130911","12","5146069","2","2","0"
"","69152","","","","2","93","5146069","","0",""
"","69153","","","","69154","101","5146069","","",""
"","69154","","","","0","22","5146069","","0.2",""
"walk_normal_joy","70001","1","0","1.8","1","1","5146070","106","102111","-278"
"idle_normal","70002","0","-195","1.8","1","5","5146070","107","99","-278"
"idle_normal_noface","70003","1","195","1.8","1","1","5146070","108","130911","-278"
"idle_normal_kururu","70004","1","195","1.8","1","5","5146070","109","98","-278"
"","70005","","","","102111","13","5146070","","206",""
"","70006","","","","130911","13","5146070","","208",""
"idle","70007","0","0","0.85","10","5","5146070","15","10","-174"
"empty","70008","0","-237","1","20","5","5146070","290","20","48"
"","70009","","0","1","1","31","5146070","0","1","1"
"","70010","","-57.7","1","2","31","5146070","0","2","1"
"","70011","","","","2","37","5146070","","black",""
"","70012","","-278","0","14","31","5146070","-176","14","1"
"","70013","","","","0","91","5146070","","0",""
"","70014","","","","0","102","5146070","0","0",""
"","70015","","","","0.4","93","5146070","","0",""
"","70016","","","","2","37","5146070","","iris_out",""
"","70017","","2","","102111","2","5146070","-278","-195","0"
"","70018","","","","2","93","5146070","","0",""
"","70019","","","","102111","4","5146070","","0",""
"","70020","","","0.2","102111","3","5146070","1","idle_normal_joy",""
"","70021","","","0.2","99","3","5146070","1","idle_normal_joy",""
"","70022","","","","0.1","93","5146070","","0",""
"","70023","","","0.2","102111","3","5146070","1","wish_talk_noface",""
"","70024","","","0.2","99","3","5146070","1","kurumi_wish_talk",""
"","70025","","0","","vo_apg","21","5146070","0","vo_apg_1001",""
"0","70026","0","1","0","102111","11","5146070","10","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","1"
"","70027","","","","0","91","5146070","","",""
"","70028","0.2","sad_talk_normal","0.2","102111","3","5146070","0","notice_in_normal2","1"
"","70029","0.2","sad_talk","0.2","99","3","5146070","0","notice_in","1"
"","70030","","0","","vo_apg","21","5146070","0","vo_apg_1002",""
"0","70031","0","1","0","102111","11","5146070","10","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","1"
"","70032","","","","0","91","5146070","","",""
"","70033","","","0.2","102111","3","5146070","1","talk_normal_noface",""
"","70034","","","0.2","99","3","5146070","1","kurumi_talk_normal",""
"","70035","","0","","vo_apg","21","5146070","0","vo_apg_1003",""
"0","70036","0","1","0","102111","11","5146070","10","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","1"
"","70037","","","","0","91","5146070","","",""
"","70038","","","0.2","102111","3","5146070","1","idle_normal_noface",""
"","70039","","","0.2","99","3","5146070","1","kurumi_idle_normal",""
"","70040","","","0.2","130911","3","5146070","1","kururu_wish_talk_joy",""
"","70041","","","0.2","98","3","5146070","1","kururu_wish_talk_joy",""
"","70042","","0","","vo_apg","21","5146070","0","vo_apg_1004",""
"0","70043","0","1","0","130911","11","5146070","10","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","1"
"","70044","","","","0","91","5146070","","",""
"","70045","","","0.2","130911","3","5146070","1","kururu_wish_idle_surprise",""
"","70046","","","0.2","98","3","5146070","1","kururu_wish_idle_light",""
"","70047","","","0.2","102111","3","5146070","1","surprise_talk_dere",""
"","70048","","","0.2","99","3","5146070","1","surprise_talk_dere",""
"","70049","","0","","vo_apg","21","5146070","0","vo_apg_1005",""
"0","70050","0","1","0","102111","11","5146070","10","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","1"
"","70051","","","","0","91","5146070","","",""
"","70052","","","","0","22","5146070","","0",""
"","70053","0","kurumi_witch_loop","0.2","102111","3","5146070","0","kurumi_witch_in","1"
"","70054","0","kurumi_witch_loop","0.2","99","3","5146070","0","kurumi_witch_in","1"
"","70055","","","","0.3","93","5146070","","0",""
"","70056","","1.05","0","0","121","5146070","1.05","20","0"
"","70057","","","","2","37","5146070","","fade105_in",""
"","70058","","","","30","122","5146070","0.5","30",""
"","70059","","","0","130911","3","5146070","1","kururu_wish_doteyes_static",""
"","70060","","0","","vo_apg","21","5146070","0","vo_apg_1006",""
"","70061","","","0","20","3","5146070","0","1006_in",""
"","70062","","","","1.2","93","5146070","","1",""
"","70063","","","0","20","3","5146070","0","1006_mid",""
"","70064","","","","","92","5146070","","",""
"","70065","","","0","20","3","5146070","0","1006_out",""
"","70066","","","","0.2","93","5146070","","0",""
"","70067","0","idle_normal","0.2","102111","3","5146070","0","kurumi_witch_out","1"
"","70068","0","idle_normal","0.2","99","3","5146070","0","kurumi_witch_out","1"
"","70069","","0","","20","2","5146070","-45","305","0"
"","70070","","","","2","37","5146070","","fade105_out",""
"","70071","","1","0","0","121","5146070","1","0","0"
"","70072","","","","30","122","5146070","0.5","30",""
"","70073","0","kururu_scared_idle","0.2","130911","3","5146070","0","kururu_scared_in","1"
"","70074","","0","","vo_apg","21","5146070","0","vo_apg_1007",""
"","70075","","","0","20","3","5146070","0","1007_in",""
"","70076","","","","1.2","93","5146070","","1",""
"","70077","","","0","20","3","5146070","0","1007_mid",""
"","70078","","","","","92","5146070","","",""
"","70079","","","0","20","3","5146070","0","1007_out",""
"","70080","","","","0.2","93","5146070","","0",""
"","70081","","","0","20","3","5146070","0","empty",""
"","70082","","","0.2","102111","3","5146070","1","worry_talk_lookdown",""
"","70083","","","0.2","99","3","5146070","1","worry_talk_lookdown",""
"","70084","","0","","vo_apg","21","5146070","0","vo_apg_1008",""
"0","70085","0","1","0","102111","11","5146070","10","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","1"
"","70086","","","","0","91","5146070","","",""
"","70087","","","0.2","130911","3","5146070","1","kururu_scared_talk_dere",""
"","70088","","","0.2","98","3","5146070","1","kururu_scared_talk_dere",""
"","70089","","0","","vo_apg","21","5146070","0","vo_apg_1009",""
"0","70090","-60","1","-10","130911","11","5146070","10","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","1"
"","70091","","","","0","91","5146070","","",""
"","70092","","","0.2","130911","3","5146070","1","kururu_scared_idle_noface",""
"","70093","","","0.2","98","3","5146070","1","kururu_scared_idle",""
"","70094","","","0.2","102111","3","5146070","1","anger_talk_dere_red",""
"","70095","","","0.2","99","3","5146070","1","anger_talk_dere_red",""
"","70096","","0","","vo_apg","21","5146070","0","vo_apg_1010",""
"0","70097","0","1","0","102111","11","5146070","10","…そ、そんな天才だなんて…","1"
"","70098","","","","0","91","5146070","","",""
"","70099","","","","0","22","5146070","","0",""
"","70100","","","","14","32","5146070","","1",""
"","70101","0","kurumi_shy_loop","0.2","102111","3","5146070","0","kurumi_shy_in","1"
"","70102","0","kurumi_shy_loop","0.2","99","3","5146070","0","kurumi_shy_in","1"
"","70103","","","","2.5","93","5146070","","0",""
"","70104","","","0.2","130911","3","5146070","1","kururu_scared_talk_dere",""
"","70105","","","0.2","98","3","5146070","1","kururu_scared_talk_dere",""
"","70106","","0","","vo_apg","21","5146070","0","vo_apg_1011",""
"0","70107","-60","1","-10","130911","11","5146070","10","…あの","1"
"","70108","","","","0","91","5146070","","",""
"","70109","","","0.2","130911","3","5146070","1","kururu_scared_talk_nervous",""
"","70110","0","kururu_scared_talk_sweat_loop","0","98","3","5146070","0","kururu_scared_talk_sweat_in","1"
"","70111","","0","","vo_apg","21","5146070","0","vo_apg_1012",""
"0","70112","-60","1","-10","130911","11","5146070","10","腰抜けちゃいましたです…","1"
"","70113","","","","0","91","5146070","","",""
"","70114","","","","70115","101","5146070","","",""
"","70115","","","","0","22","5146070","","0.2",""
"idle_normal","71001","0","-1100","1.8","1","1","5146071","110","130911","-278"
"idle","71002","0","-193","0.5","11","5","5146071","106","8","-233"
"idle","71003","0","267","0.6","12","5","5146071","107","9","-233"
"","71004","","","","130911","13","5146071","","210",""
"","71005","","","","8","13","5146071","","206",""
"","71006","","","","9","13","5146071","","207",""
"idle","71007","0","0","0.85","10","5","5146071","15","10","-174"
"","71008","","0","1","1","31","5146071","0","1","1"
"","71009","","0","0","2","31","5146071","0","2","1"
"","71010","","-278","0","14","31","5146071","0","14","1"
"","71011","","0","0","17","31","5146071","0","17","1"
"","71012","","0","0","18","31","5146071","0","18","1"
"","71013","","","","0","91","5146071","","0",""
"","71014","","","","0","102","5146071","0","0",""
"","71015","","","","0.2","93","5146071","","0",""
"","71016","","","","17","32","5146071","","1",""
"","71017","","","","0.5","93","5146071","","0",""
"","71018","","","","0","93","5146071","","0",""
"","71019","","","","3.5","93","5146071","","0",""
"0","71020","0","0","0","8","12","5146071","2.2","12","0"
"0","71021","0","0","0","9","12","5146071","2.2","12","0"
"","71022","","","0.6","8","3","5146071","1","lookup",""
"","71023","","","0.6","9","3","5146071","1","lookdown",""
"","71024","","3","","130911","2","5146071","-278","-380","0"
"","71025","","","0.2","130911","3","5146071","1","walk_normal",""
"","71026","","","","3","93","5146071","","0",""
"","71027","","","0.2","130911","3","5146071","1","kururu_surprise_talk",""
"","71028","","0","","vo_apg","21","5146071","0","vo_apg_1101",""
"0","71029","0","1","0","130911","11","5146071","10","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","1"
"","71030","","","","0","91","5146071","","",""
"","71031","","1.1","0","0","121","5146071","1.1","20","0"
"","71032","","","","2","32","5146071","","1",""
"","71033","","","","2","37","5146071","","fade105_in",""
"","71034","","","","50","122","5146071","0.5","50",""
"","71035","","","","18","32","5146071","","1",""
"","71036","","","","se_10055900","23","5146071","0","se_10055900_bachibachi",""
"","71037","0","shock_loop_surprise2","0.2","130911","3","5146071","0","shock_in_surprise2","1"
"","71038","","0","","vo_apg","21","5146071","0","vo_apg_1102",""
"0","71039","0","1","-20","130911","11","5146071","10","ひえぇっ！？\nバッチバチですますっ！？","1"
"","71040","","","","0","91","5146071","","",""
"","71041","","","","0","22","5146071","","0",""
"","71042","","","","18","32","5146071","","0",""
"","71043","","","","2","37","5146071","","fade105_out",""
"","71044","","1","11","0","121","5146071","1","0","0.5"
"","71045","","","0.2","130911","3","5146071","1","walk_jog_sad_quick",""
"","71046","","","0.4","8","3","5146071","1","idle",""
"","71047","","","0.4","9","3","5146071","1","idle",""
"","71048","","0.5","","130911","2","5146071","-278","0","0"
"","71049","","","","0.3","93","5146071","","0",""
"","71050","","","0.4","8","3","5146071","1","idle",""
"","71051","","","0.4","9","3","5146071","1","idle",""
"","71052","","","","0.2","93","5146071","","0",""
"","71053","","","","130911","4","5146071","","1",""
"","71054","","","0","130911","3","5146071","1","kururu_worry_talk_lookdown",""
"","71055","","0","","vo_apg","21","5146071","0","vo_apg_1103",""
"0","71056","0","1","0","130911","11","5146071","10","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","1"
"","71057","","","","0","91","5146071","","",""
"","71058","","","","130911","4","5146071","","0",""
"","71059","","","0","130911","3","5146071","1","kururu_worry_talk_lookup",""
"","71060","","0","","vo_apg","21","5146071","0","vo_apg_1104",""
"0","71061","0","1","0","130911","11","5146071","10","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","1"
"","71062","","","","0","91","5146071","","",""
"","71063","","1.15","10","0","121","5146071","1.15","40","10"
"","71064","","","","14","32","5146071","","1",""
"","71065","","","","0","22","5146071","","0",""
"","71066","","","","130911","4","5146071","","0",""
"","71067","","","0.2","130911","3","5146071","1","kururu_wish_idle_search",""
"0","71068","0","0","0","8","12","5146071","3","12","0"
"0","71069","0","0","0","9","12","5146071","3","12","0"
"","71070","","","","4","93","5146071","","0",""
"","71071","","","","14","32","5146071","","0",""
"","71072","0","approach_loop","0.2","8","3","5146071","0","approach_in","1"
"","71073","0","approach_loop","0.2","9","3","5146071","0","approach_in","1"
"","71074","10","0.8","0.6","8","6","5146071","0.8","0.8","1"
"","71075","10","0.8","0.6","9","6","5146071","0.8","0.8","1"
"","71076","","","","0.6","93","5146071","","0",""
"","71077","0","kururu_down_loop","0.2","130911","3","5146071","0","kururu_down_in","1"
"","71078","","0","","vo_apg","21","5146071","0","vo_apg_1105",""
"0","71079","0","1","0","130911","11","5146071","10","ひぃぃ…","1"
"","71080","","","","0","91","5146071","","",""
"","71081","","","","71082","101","5146071","","",""
"","71082","","","","0","22","5146071","","0.2",""
