6dc6ef531450dcd3d61c1543979e99901174d51284498e6a13af7bb0b8a37313,e4383af6985356e8e4835ba365515d157efe5e0070c1b7647237d18157ae0392,8c770acca6a3cdb193775bcf7b82d5980675d3695f0e4b319ffd521e77426935,2bd80d7f815dc79bbcfebf0a31a62aa8de706c7b152d3b06a6dd1ea32a7bde0d,98dea087deca53c0964787bc61855e804b13c41f3b727776bacd6d18160c31d5,cc9c2974fff288591f26703a906f38b79ab099acf7cba14de782b4daf26e3312,061d2fcaa5aee60aa57bcaa782d5ba9da0613b8d4e05672861274ec87416f717,1d6074855de5d0e65f02f5d91e26b02e53905f971ced0e37779f255d1c7ccbbe
"51431","0","0","6","21","0","0","1"
"51441","0","0","6","28","0","0","1"
"51451","0","0","6","35","0","0","1"
"51511","0","0","4","46","0","0","5"
"51521","0","0","4","92","0","0","5"
"51531","0","0","4","138","0","0","5"
"51541","0","0","4","184","0","0","5"
"51551","0","0","4","230","0","0","5"
"51611","0","0","2","46","0","0","4"
"51621","0","0","2","92","0","0","4"
"51631","0","0","2","138","0","0","4"
"51641","0","0","2","184","0","0","4"
"51651","0","0","2","230","0","0","4"
"51711","0","0","6","7","0","0","3"
"51721","0","0","6","14","0","0","3"
"51731","0","0","6","21","0","0","3"
"51741","0","0","6","28","0","0","3"
"51751","0","0","6","35","0","0","3"
"51811","0","0","100","1","0","0","5"
"51911","0","0","101","1","0","0","2"
"52011","0","0","101","1","0","0","1"
"52111","3","5","3","24","4","2","1"
"52121","3","5","3","48","4","2","1"
"52131","3","5","3","72","4","2","1"
"52141","3","5","3","96","4","2","1"
"52151","3","5","3","120","4","2","1"
"52211","0","0","101","1","0","0","3"
"52311","0","0","4","46","0","0","1"
"52321","0","0","4","92","0","0","1"
"52331","0","0","4","138","0","0","1"
"52341","0","0","4","184","0","0","1"
"52351","0","0","4","230","0","0","1"
"52411","0","0","101","1","0","0","5"
"52511","0","0","7","7","0","0","3"
"52521","0","0","7","14","0","0","3"
"52531","0","0","7","21","0","0","3"
"52541","0","0","7","28","0","0","3"
"52551","0","0","7","35","0","0","3"
"52611","0","0","2","46","0","0","5"
"52621","0","0","2","92","0","0","5"
"52631","0","0","2","138","0","0","5"
"52641","0","0","2","184","0","0","5"
"52651","0","0","2","230","0","0","5"
"52711","0","0","7","7","0","0","2"
"52721","0","0","7","14","0","0","2"
"52731","0","0","7","21","0","0","2"
"52741","0","0","7","28","0","0","2"
"52751","0","0","7","35","0","0","2"
"52811","0","0","100","1","0","0","1"
"52911","0","0","6","7","0","0","4"
"52921","0","0","6","14","0","0","4"
"52931","0","0","6","21","0","0","4"
"52941","0","0","6","28","0","0","4"
"52951","0","0","6","35","0","0","4"
"53011","0","0","7","7","0","0","5"
"53021","0","0","7","14","0","0","5"
"53031","0","0","7","21","0","0","5"
"53041","0","0","7","28","0","0","5"
"53051","0","0","7","35","0","0","5"
"53111","0","0","2","46","0","0","2"
"53121","0","0","2","92","0","0","2"
"53131","0","0","2","138","0","0","2"
"53141","0","0","2","184","0","0","2"
"53151","0","0","2","230","0","0","2"
"53211","0","0","100","1","0","0","4"
"53311","0","0","2","46","0","0","3"
"53321","0","0","2","92","0","0","3"
"53331","0","0","2","138","0","0","3"
"53341","0","0","2","184","0","0","3"
"53351","0","0","2","230","0","0","3"
"53411","3","5","5","24","4","2","1"
"53421","3","5","5","48","4","2","1"
"53431","3","5","5","72","4","2","1"
"53441","3","5","5","96","4","2","1"
"53451","3","5","5","120","4","2","1"
"53511","0","0","100","1","0","0","4"
"53611","0","0","101","1","0","0","5"
"53711","0","0","101","1","0","0","3"
"53811","0","0","101","1","0","0","4"
"53911","0","0","101","1","0","0","1"
"54011","0","0","100","1","0","0","2"
"54111","0","0","4","46","0","0","1"
"54121","0","0","4","92","0","0","1"
"54131","0","0","4","138","0","0","1"
"54141","0","0","4","184","0","0","1"
"54151","0","0","4","230","0","0","1"
"54211","0","0","6","7","0","0","3"
"54221","0","0","6","14","0","0","3"
"54231","0","0","6","21","0","0","3"
"54241","0","0","6","28","0","0","3"
"54251","0","0","6","35","0","0","3"
"54311","0","0","7","7","0","0","2"
"54321","0","0","7","14","0","0","2"
"54331","0","0","7","21","0","0","2"
"54341","0","0","7","28","0","0","2"
"54351","0","0","7","35","0","0","2"
"54411","0","0","6","7","0","0","5"
"54421","0","0","6","14","0","0","5"
"54431","0","0","6","21","0","0","5"
"54441","0","0","6","28","0","0","5"
"54451","0","0","6","35","0","0","5"
"54511","0","0","100","1","0","0","1"
"54611","0","0","101","1","0","0","2"
"54711","3","5","1","26","4","2","1"
"54721","3","5","1","52","4","2","1"
"54731","3","5","1","78","4","2","1"
"54741","3","5","1","104","4","2","1"
"54751","3","5","1","130","4","2","1"
"54811","0","0","100","1","0","0","5"
"54911","0","0","7","7","0","0","1"
"54921","0","0","7","14","0","0","1"
"54931","0","0","7","21","0","0","1"
"54941","0","0","7","28","0","0","1"
"54951","0","0","7","35","0","0","1"
"55011","0","0","7","7","0","0","3"
"55021","0","0","7","14","0","0","3"
"55031","0","0","7","21","0","0","3"
"55041","0","0","7","28","0","0","3"
"55051","0","0","7","35","0","0","3"
"55111","0","0","6","7","0","0","4"
"55121","0","0","6","14","0","0","4"
"55131","0","0","6","21","0","0","4"
"55141","0","0","6","28","0","0","4"
"55151","0","0","6","35","0","0","4"
"55211","0","0","4","46","0","0","4"
"55221","0","0","4","92","0","0","4"
"55231","0","0","4","138","0","0","4"
"55241","0","0","4","184","0","0","4"
"55251","0","0","4","230","0","0","4"
"55311","0","0","2","46","0","0","1"
"55321","0","0","2","92","0","0","1"
"55331","0","0","2","138","0","0","1"
"55341","0","0","2","184","0","0","1"
"55351","0","0","2","230","0","0","1"
"55411","0","0","7","7","0","0","5"
"55421","0","0","7","14","0","0","5"
"55431","0","0","7","21","0","0","5"
"55441","0","0","7","28","0","0","5"
"55451","0","0","7","35","0","0","5"
"55511","0","0","4","46","0","0","2"
"55521","0","0","4","92","0","0","2"
"55531","0","0","4","138","0","0","2"
"55541","0","0","4","184","0","0","2"
"55551","0","0","4","230","0","0","2"
"55611","0","0","4","46","0","0","3"
"55621","0","0","4","92","0","0","3"
"55631","0","0","4","138","0","0","3"
"55641","0","0","4","184","0","0","3"
"55651","0","0","4","230","0","0","3"
"55711","0","0","2","46","0","0","5"
"55721","0","0","2","92","0","0","5"
"55731","0","0","2","138","0","0","5"
"55741","0","0","2","184","0","0","5"
"55751","0","0","2","230","0","0","5"
"55811","0","0","100","1","0","0","4"
"55911","0","0","101","1","0","0","2"
"56011","3","5","3","24","4","2","1"
"56021","3","5","3","48","4","2","1"
"56031","3","5","3","72","4","2","1"
"56041","3","5","3","96","4","2","1"
"56051","3","5","3","120","4","2","1"
"56111","0","0","101","1","0","0","1"
"56211","0","0","100","1","0","0","3"
"56311","0","0","7","7","0","0","2"
"56321","0","0","7","14","0","0","2"
"56331","0","0","7","21","0","0","2"
"56341","0","0","7","28","0","0","2"
"56351","0","0","7","35","0","0","2"
"56411","0","0","4","46","0","0","5"
"56421","0","0","4","92","0","0","5"
"56431","0","0","4","138","0","0","5"
"56441","0","0","4","184","0","0","5"
"56451","0","0","4","230","0","0","5"
"56511","0","0","2","46","0","0","2"
"56521","0","0","2","92","0","0","2"
"56531","0","0","2","138","0","0","2"
"56541","0","0","2","184","0","0","2"
"56551","0","0","2","230","0","0","2"
"56611","0","0","4","46","0","0","4"
"56621","0","0","4","92","0","0","4"
"56631","0","0","4","138","0","0","4"
"56641","0","0","4","184","0","0","4"
"56651","0","0","4","230","0","0","4"
"56711","0","0","6","7","0","0","1"
"56721","0","0","6","14","0","0","1"
"56731","0","0","6","21","0","0","1"
"56741","0","0","6","28","0","0","1"
"56751","0","0","6","35","0","0","1"
"56811","0","0","100","1","0","0","2"
"56911","0","0","2","46","0","0","3"
"56921","0","0","2","92","0","0","3"
"56931","0","0","2","138","0","0","3"
"56941","0","0","2","184","0","0","3"
"56951","0","0","2","230","0","0","3"
"57011","0","0","6","7","0","0","5"
"57021","0","0","6","14","0","0","5"
"57031","0","0","6","21","0","0","5"
"57041","0","0","6","28","0","0","5"
"57051","0","0","6","35","0","0","5"
"57111","0","0","4","46","0","0","1"
"57121","0","0","4","92","0","0","1"
"57131","0","0","4","138","0","0","1"
"57141","0","0","4","184","0","0","1"
"57151","0","0","4","230","0","0","1"
"57211","0","0","7","7","0","0","4"
"57221","0","0","7","14","0","0","4"
"57231","0","0","7","21","0","0","4"
"57241","0","0","7","28","0","0","4"
"57251","0","0","7","35","0","0","4"
"57311","3","5","1","26","4","2","1"
"57321","3","5","1","52","4","2","1"
"57331","3","5","1","78","4","2","1"
"57341","3","5","1","104","4","2","1"
"57351","3","5","1","130","4","2","1"
"57411","0","0","100","1","0","0","5"
"57511","0","0","4","46","0","0","2"
"57521","0","0","4","92","0","0","2"
"57531","0","0","4","138","0","0","2"
"57541","0","0","4","184","0","0","2"
"57551","0","0","4","230","0","0","2"
"57611","0","0","100","1","0","0","1"
"57711","0","0","6","7","0","0","1"
"57721","0","0","6","14","0","0","1"
"57731","0","0","6","21","0","0","1"
"57741","0","0","6","28","0","0","1"
"57751","0","0","6","35","0","0","1"
"57811","0","0","2","46","0","0","4"
"57821","0","0","2","92","0","0","4"
"57831","0","0","2","138","0","0","4"
"57841","0","0","2","184","0","0","4"
"57851","0","0","2","230","0","0","4"
"57911","0","0","2","46","0","0","5"
"57921","0","0","2","92","0","0","5"
"57931","0","0","2","138","0","0","5"
"57941","0","0","2","184","0","0","5"
"57951","0","0","2","230","0","0","5"
"58011","0","0","101","1","0","0","3"
"58111","0","0","101","1","0","0","4"
"58211","0","0","101","1","0","0","2"
"58311","0","0","101","1","0","0","5"
"58411","0","0","6","7","0","0","3"
"58421","0","0","6","14","0","0","3"
"58431","0","0","6","21","0","0","3"
"58441","0","0","6","28","0","0","3"
"58451","0","0","6","35","0","0","3"
"58511","0","0","101","1","0","0","1"
"58611","3","5","3","24","4","2","1"
"58621","3","5","3","48","4","2","1"
"58631","3","5","3","72","4","2","1"
"58641","3","5","3","96","4","2","1"
"58651","3","5","3","120","4","2","1"
"58711","0","0","101","1","0","0","2"
"58811","0","0","7","7","0","0","1"
"58821","0","0","7","14","0","0","1"
"58831","0","0","7","21","0","0","1"
"58841","0","0","7","28","0","0","1"
"58851","0","0","7","35","0","0","1"
"58911","0","0","7","7","0","0","5"
"58921","0","0","7","14","0","0","5"
"58931","0","0","7","21","0","0","5"
"58941","0","0","7","28","0","0","5"
"58951","0","0","7","35","0","0","5"
"59011","0","0","4","46","0","0","4"
"59021","0","0","4","92","0","0","4"
"59031","0","0","4","138","0","0","4"
"59041","0","0","4","184","0","0","4"
"59051","0","0","4","230","0","0","4"
"59111","0","0","2","46","0","0","2"
"59121","0","0","2","92","0","0","2"
"59131","0","0","2","138","0","0","2"
"59141","0","0","2","184","0","0","2"
"59151","0","0","2","230","0","0","2"
"59211","0","0","4","46","0","0","5"
"59221","0","0","4","92","0","0","5"
"59231","0","0","4","138","0","0","5"
"59241","0","0","4","184","0","0","5"
"59251","0","0","4","230","0","0","5"
"59311","0","0","100","1","0","0","3"
"59411","0","0","2","46","0","0","1"
"59421","0","0","2","92","0","0","1"
"59431","0","0","2","138","0","0","1"
"59441","0","0","2","184","0","0","1"
"59451","0","0","2","230","0","0","1"
"59511","0","0","7","7","0","0","4"
"59521","0","0","7","14","0","0","4"
"59531","0","0","7","21","0","0","4"
"59541","0","0","7","28","0","0","4"
"59551","0","0","7","35","0","0","4"
"59611","0","0","6","7","0","0","2"
"59621","0","0","6","14","0","0","2"
"59631","0","0","6","21","0","0","2"
"59641","0","0","6","28","0","0","2"
"59651","0","0","6","35","0","0","2"
"59711","0","0","7","7","0","0","3"
"59721","0","0","7","14","0","0","3"
"59731","0","0","7","21","0","0","3"
"59741","0","0","7","28","0","0","3"
"59751","0","0","7","35","0","0","3"
"59811","0","0","6","7","0","0","5"
"59821","0","0","6","14","0","0","5"
"59831","0","0","6","21","0","0","5"
"59841","0","0","6","28","0","0","5"
"59851","0","0","6","35","0","0","5"
"59911","3","5","1","26","4","2","1"
"59921","3","5","1","52","4","2","1"
"59931","3","5","1","78","4","2","1"
"59941","3","5","1","104","4","2","1"
"59951","3","5","1","130","4","2","1"
"60011","0","0","4","46","0","0","1"
"60021","0","0","4","92","0","0","1"
"60031","0","0","4","138","0","0","1"
"60041","0","0","4","184","0","0","1"
"60051","0","0","4","230","0","0","1"
"60111","0","0","4","46","0","0","3"
"60121","0","0","4","92","0","0","3"
"60131","0","0","4","138","0","0","3"
"60141","0","0","4","184","0","0","3"
"60151","0","0","4","230","0","0","3"
"60211","0","0","6","7","0","0","4"
"60221","0","0","6","14","0","0","4"
"60231","0","0","6","21","0","0","4"
"60241","0","0","6","28","0","0","4"
"60251","0","0","6","35","0","0","4"
"60311","0","0","2","46","0","0","3"
"60321","0","0","2","92","0","0","3"
"60331","0","0","2","138","0","0","3"
"60341","0","0","2","184","0","0","3"
"60351","0","0","2","230","0","0","3"
"60411","0","0","2","46","0","0","1"
"60421","0","0","2","92","0","0","1"
"60431","0","0","2","138","0","0","1"
"60441","0","0","2","184","0","0","1"
"60451","0","0","2","230","0","0","1"
"60511","0","0","101","1","0","0","5"
"60611","0","0","100","1","0","0","2"
"60711","0","0","100","1","0","0","4"
"60811","0","0","7","7","0","0","1"
"60821","0","0","7","14","0","0","1"
"60831","0","0","7","21","0","0","1"
"60841","0","0","7","28","0","0","1"
"60851","0","0","7","35","0","0","1"
"60911","0","0","7","7","0","0","3"
"60921","0","0","7","14","0","0","3"
"60931","0","0","7","21","0","0","3"
"60941","0","0","7","28","0","0","3"
"60951","0","0","7","35","0","0","3"
"61011","0","0","4","46","0","0","2"
"61021","0","0","4","92","0","0","2"
"61031","0","0","4","138","0","0","2"
"61041","0","0","4","184","0","0","2"
"61051","0","0","4","230","0","0","2"
"61111","0","0","4","46","0","0","5"
"61121","0","0","4","92","0","0","5"
"61131","0","0","4","138","0","0","5"
"61141","0","0","4","184","0","0","5"
"61151","0","0","4","230","0","0","5"
"61211","3","5","5","24","4","2","1"
"61221","3","5","5","48","4","2","1"
"61231","3","5","5","72","4","2","1"
"61241","3","5","5","96","4","2","1"
"61251","3","5","5","120","4","2","1"
"61311","0","0","2","46","0","0","4"
"61321","0","0","2","92","0","0","4"
"61331","0","0","2","138","0","0","4"
"61341","0","0","2","184","0","0","4"
"61351","0","0","2","230","0","0","4"
"61411","0","0","6","7","0","0","2"
"61421","0","0","6","14","0","0","2"
"61431","0","0","6","21","0","0","2"
"61441","0","0","6","28","0","0","2"
"61451","0","0","6","35","0","0","2"
"61511","0","0","2","46","0","0","5"
"61521","0","0","2","92","0","0","5"
"61531","0","0","2","138","0","0","5"
"61541","0","0","2","184","0","0","5"
"61551","0","0","2","230","0","0","5"
"61611","0","0","4","46","0","0","3"
"61621","0","0","4","92","0","0","3"
"61631","0","0","4","138","0","0","3"
"61641","0","0","4","184","0","0","3"
"61651","0","0","4","230","0","0","3"
"61711","0","0","6","7","0","0","4"
"61721","0","0","6","14","0","0","4"
"61731","0","0","6","21","0","0","4"
"61741","0","0","6","28","0","0","4"
"61751","0","0","6","35","0","0","4"
"61811","0","0","2","46","0","0","2"
"61821","0","0","2","92","0","0","2"
"61831","0","0","2","138","0","0","2"
"61841","0","0","2","184","0","0","2"
"61851","0","0","2","230","0","0","2"
"61911","0","0","100","1","0","0","1"
"62011","0","0","7","7","0","0","5"
"62021","0","0","7","14","0","0","5"
"62031","0","0","7","21","0","0","5"
"62041","0","0","7","28","0","0","5"
"62051","0","0","7","35","0","0","5"
"62111","0","0","100","1","0","0","3"
"62211","0","0","7","7","0","0","4"
"62221","0","0","7","14","0","0","4"
"62231","0","0","7","21","0","0","4"
"62241","0","0","7","28","0","0","4"
"62251","0","0","7","35","0","0","4"
"62311","0","0","2","46","0","0","3"
"62321","0","0","2","92","0","0","3"
"62331","0","0","2","138","0","0","3"
"62341","0","0","2","184","0","0","3"
"62351","0","0","2","230","0","0","3"
"62411","0","0","6","7","0","0","1"
"62421","0","0","6","14","0","0","1"
"62431","0","0","6","21","0","0","1"
"62441","0","0","6","28","0","0","1"
"62451","0","0","6","35","0","0","1"
"62511","3","5","3","24","4","2","1"
"62521","3","5","3","48","4","2","1"
"62531","3","5","3","72","4","2","1"
"62541","3","5","3","96","4","2","1"
"62551","3","5","3","120","4","2","1"
"62611","0","0","4","46","0","0","4"
"62621","0","0","4","92","0","0","4"
"62631","0","0","4","138","0","0","4"
"62641","0","0","4","184","0","0","4"
"62651","0","0","4","230","0","0","4"
"62711","0","0","7","7","0","0","1"
"62721","0","0","7","14","0","0","1"
"62731","0","0","7","21","0","0","1"
"62741","0","0","7","28","0","0","1"
"62751","0","0","7","35","0","0","1"
"62811","0","0","100","1","0","0","2"
"62911","0","0","100","1","0","0","5"
"63011","0","0","4","46","0","0","2"
"63021","0","0","4","92","0","0","2"
"63031","0","0","4","138","0","0","2"
"63041","0","0","4","184","0","0","2"
"63051","0","0","4","230","0","0","2"
"63111","0","0","101","1","0","0","4"
"63211","0","0","2","46","0","0","1"
"63221","0","0","2","92","0","0","1"
"63231","0","0","2","138","0","0","1"
"63241","0","0","2","184","0","0","1"
"63251","0","0","2","230","0","0","1"
"63311","0","0","7","7","0","0","3"
"63321","0","0","7","14","0","0","3"
"63331","0","0","7","21","0","0","3"
"63341","0","0","7","28","0","0","3"
"63351","0","0","7","35","0","0","3"
"63411","0","0","4","46","0","0","5"
"63421","0","0","4","92","0","0","5"
"63431","0","0","4","138","0","0","5"
"63441","0","0","4","184","0","0","5"
"63451","0","0","4","230","0","0","5"
"63511","0","0","2","46","0","0","4"
"63521","0","0","2","92","0","0","4"
"63531","0","0","2","138","0","0","4"
"63541","0","0","2","184","0","0","4"
"63551","0","0","2","230","0","0","4"
"63611","0","0","6","7","0","0","2"
"63621","0","0","6","14","0","0","2"
"63631","0","0","6","21","0","0","2"
"63641","0","0","6","28","0","0","2"
"63651","0","0","6","35","0","0","2"
"63711","0","0","4","46","0","0","3"
"63721","0","0","4","92","0","0","3"
"63731","0","0","4","138","0","0","3"
"63741","0","0","4","184","0","0","3"
"63751","0","0","4","230","0","0","3"
"63811","3","5","5","24","4","2","1"
"63821","3","5","5","48","4","2","1"
"63831","3","5","5","72","4","2","1"
"63841","3","5","5","96","4","2","1"
"63851","3","5","5","120","4","2","1"
"63911","0","0","2","30","0","0","3"
"63921","0","0","2","60","0","0","3"
"63931","0","0","2","90","0","0","3"
"63941","0","0","2","120","0","0","3"
"63951","0","0","2","150","0","0","3"
"64011","0","0","2","30","0","0","1"
"64021","0","0","2","60","0","0","1"
"64031","0","0","2","90","0","0","1"
"64041","0","0","2","120","0","0","1"
"64051","0","0","2","150","0","0","1"
"64111","0","0","6","5","0","0","3"
"64121","0","0","6","10","0","0","3"
"64131","0","0","6","15","0","0","3"
"64141","0","0","6","20","0","0","3"
"64151","0","0","6","25","0","0","3"
"64211","0","0","7","5","0","0","4"
"64221","0","0","7","10","0","0","4"
"64231","0","0","7","15","0","0","4"
"64241","0","0","7","20","0","0","4"
"64251","0","0","7","25","0","0","4"
"64311","0","0","2","30","0","0","2"
"64321","0","0","2","60","0","0","2"
"64331","0","0","2","90","0","0","2"
"64341","0","0","2","120","0","0","2"
"64351","0","0","2","150","0","0","2"
"64411","0","0","6","5","0","0","5"
"64421","0","0","6","10","0","0","5"
"64431","0","0","6","15","0","0","5"
"64441","0","0","6","20","0","0","5"
"64451","0","0","6","25","0","0","5"
"64511","0","0","100","1","0","0","5"
"64611","0","0","6","5","0","0","3"
"64621","0","0","6","10","0","0","3"
"64631","0","0","6","15","0","0","3"
"64641","0","0","6","20","0","0","3"
"64651","0","0","6","25","0","0","3"
"64711","0","0","4","30","0","0","1"
"64721","0","0","4","60","0","0","1"
"64731","0","0","4","90","0","0","1"
"64741","0","0","4","120","0","0","1"
"64751","0","0","4","150","0","0","1"
"64811","0","0","100","1","0","0","4"
"64911","0","0","6","5","0","0","2"
"64921","0","0","6","10","0","0","2"
"64931","0","0","6","15","0","0","2"
"64941","0","0","6","20","0","0","2"
"64951","0","0","6","25","0","0","2"
"65011","0","0","4","30","0","0","4"
"65021","0","0","4","60","0","0","4"
"65031","0","0","4","90","0","0","4"
"65041","0","0","4","120","0","0","4"
"65051","0","0","4","150","0","0","4"
"65111","3","5","3","20","4","2","1"
"65121","3","5","3","40","4","2","1"
"65131","3","5","3","60","4","2","1"
"65141","3","5","3","80","4","2","1"
"65151","3","5","3","100","4","2","1"
"65211","0","0","2","30","0","0","5"
"65221","0","0","2","60","0","0","5"
"65231","0","0","2","90","0","0","5"
"65241","0","0","2","120","0","0","5"
"65251","0","0","2","150","0","0","5"
"65311","0","0","6","5","0","0","2"
"65321","0","0","6","10","0","0","2"
"65331","0","0","6","15","0","0","2"
"65341","0","0","6","20","0","0","2"
"65351","0","0","6","25","0","0","2"
"65411","0","0","2","30","0","0","4"
"65421","0","0","2","60","0","0","4"
"65431","0","0","2","90","0","0","4"
"65441","0","0","2","120","0","0","4"
"65451","0","0","2","150","0","0","4"
"65511","0","0","100","1","0","0","3"
"65611","0","0","6","5","0","0","1"
"65621","0","0","6","10","0","0","1"
"65631","0","0","6","15","0","0","1"
"65641","0","0","6","20","0","0","1"
"65651","0","0","6","25","0","0","1"
"65711","0","0","4","30","0","0","4"
"65721","0","0","4","60","0","0","4"
"65731","0","0","4","90","0","0","4"
"65741","0","0","4","120","0","0","4"
"65751","0","0","4","150","0","0","4"
"65811","0","0","4","30","0","0","1"
"65821","0","0","4","60","0","0","1"
"65831","0","0","4","90","0","0","1"
"65841","0","0","4","120","0","0","1"
"65851","0","0","4","150","0","0","1"
"65911","0","0","7","5","0","0","3"
"65921","0","0","7","10","0","0","3"
"65931","0","0","7","15","0","0","3"
"65941","0","0","7","20","0","0","3"
"65951","0","0","7","25","0","0","3"
"66011","0","0","6","5","0","0","3"
"66021","0","0","6","10","0","0","3"
"66031","0","0","6","15","0","0","3"
"66041","0","0","6","20","0","0","3"
"66051","0","0","6","25","0","0","3"
"66111","0","0","7","5","0","0","2"
"66121","0","0","7","10","0","0","2"
"66131","0","0","7","15","0","0","2"
"66141","0","0","7","20","0","0","2"
"66151","0","0","7","25","0","0","2"
"66211","0","0","6","5","0","0","5"
"66221","0","0","6","10","0","0","5"
"66231","0","0","6","15","0","0","5"
"66241","0","0","6","20","0","0","5"
"66251","0","0","6","25","0","0","5"
"66311","0","0","4","30","0","0","2"
"66321","0","0","4","60","0","0","2"
"66331","0","0","4","90","0","0","2"
"66341","0","0","4","120","0","0","2"
"66351","0","0","4","150","0","0","2"
"66411","3","5","5","20","4","2","1"
"66421","3","5","5","40","4","2","1"
"66431","3","5","5","60","4","2","1"
"66441","3","5","5","80","4","2","1"
"66451","3","5","5","100","4","2","1"
"66511","0","0","2","30","0","0","1"
"66521","0","0","2","60","0","0","1"
"66531","0","0","2","90","0","0","1"
"66541","0","0","2","120","0","0","1"
"66551","0","0","2","150","0","0","1"
"66611","0","0","2","30","0","0","5"
"66621","0","0","2","60","0","0","5"
"66631","0","0","2","90","0","0","5"
"66641","0","0","2","120","0","0","5"
"66651","0","0","2","150","0","0","5"
"66711","0","0","4","30","0","0","2"
"66721","0","0","4","60","0","0","2"
"66731","0","0","4","90","0","0","2"
"66741","0","0","4","120","0","0","2"
"66751","0","0","4","150","0","0","2"
"66811","0","0","4","30","0","0","3"
"66821","0","0","4","60","0","0","3"
"66831","0","0","4","90","0","0","3"
"66841","0","0","4","120","0","0","3"
"66851","0","0","4","150","0","0","3"
"66911","0","0","4","30","0","0","5"
"66921","0","0","4","60","0","0","5"
"66931","0","0","4","90","0","0","5"
"66941","0","0","4","120","0","0","5"
"66951","0","0","4","150","0","0","5"
"67011","0","0","6","5","0","0","1"
"67021","0","0","6","10","0","0","1"
"67031","0","0","6","15","0","0","1"
"67041","0","0","6","20","0","0","1"
"67051","0","0","6","25","0","0","1"
"67111","0","0","100","1","0","0","5"
"67211","0","0","4","30","0","0","3"
"67221","0","0","4","60","0","0","3"
"67231","0","0","4","90","0","0","3"
"67241","0","0","4","120","0","0","3"
"67251","0","0","4","150","0","0","3"
"67311","0","0","7","5","0","0","2"
"67321","0","0","7","10","0","0","2"
"67331","0","0","7","15","0","0","2"
"67341","0","0","7","20","0","0","2"
"67351","0","0","7","25","0","0","2"
"67411","0","0","7","5","0","0","4"
"67421","0","0","7","10","0","0","4"
"67431","0","0","7","15","0","0","4"
"67441","0","0","7","20","0","0","4"
"67451","0","0","7","25","0","0","4"
"67511","0","0","7","5","0","0","1"
"67521","0","0","7","10","0","0","1"
"67531","0","0","7","15","0","0","1"
"67541","0","0","7","20","0","0","1"
"67551","0","0","7","25","0","0","1"
"67611","0","0","2","30","0","0","4"
"67621","0","0","2","60","0","0","4"
"67631","0","0","2","90","0","0","4"
"67641","0","0","2","120","0","0","4"
"67651","0","0","2","150","0","0","4"
"67711","3","5","1","20","4","2","1"
"67721","3","5","1","40","4","2","1"
"67731","3","5","1","60","4","2","1"
"67741","3","5","1","80","4","2","1"
"67751","3","5","1","100","4","2","1"
"67811","0","0","7","5","0","0","4"
"67821","0","0","7","10","0","0","4"
"67831","0","0","7","15","0","0","4"
"67841","0","0","7","20","0","0","4"
"67851","0","0","7","25","0","0","4"
"67911","0","0","2","30","0","0","1"
"67921","0","0","2","60","0","0","1"
"67931","0","0","2","90","0","0","1"
"67941","0","0","2","120","0","0","1"
"67951","0","0","2","150","0","0","1"
"68011","0","0","2","30","0","0","3"
"68021","0","0","2","60","0","0","3"
"68031","0","0","2","90","0","0","3"
"68041","0","0","2","120","0","0","3"
"68051","0","0","2","150","0","0","3"
"68111","0","0","4","30","0","0","5"
"68121","0","0","4","60","0","0","5"
"68131","0","0","4","90","0","0","5"
"68141","0","0","4","120","0","0","5"
"68151","0","0","4","150","0","0","5"
"68211","0","0","101","1","0","0","1"
"68311","0","0","2","30","0","0","2"
"68321","0","0","2","60","0","0","2"
"68331","0","0","2","90","0","0","2"
"68341","0","0","2","120","0","0","2"
"68351","0","0","2","150","0","0","2"
"68411","0","0","4","30","0","0","4"
"68421","0","0","4","60","0","0","4"
"68431","0","0","4","90","0","0","4"
"68441","0","0","4","120","0","0","4"
"68451","0","0","4","150","0","0","4"
"68511","0","0","2","30","0","0","3"
"68521","0","0","2","60","0","0","3"
"68531","0","0","2","90","0","0","3"
"68541","0","0","2","120","0","0","3"
"68551","0","0","2","150","0","0","3"
"68611","0","0","6","5","0","0","4"
"68621","0","0","6","10","0","0","4"
"68631","0","0","6","15","0","0","4"
"68641","0","0","6","20","0","0","4"
"68651","0","0","6","25","0","0","4"
"68711","0","0","6","5","0","0","3"
"68721","0","0","6","10","0","0","3"
"68731","0","0","6","15","0","0","3"
"68741","0","0","6","20","0","0","3"
"68751","0","0","6","25","0","0","3"
"68811","0","0","7","5","0","0","5"
"68821","0","0","7","10","0","0","5"
"68831","0","0","7","15","0","0","5"
"68841","0","0","7","20","0","0","5"
"68851","0","0","7","25","0","0","5"
"68911","0","0","101","1","0","0","2"
"69011","3","5","1","20","4","2","1"
"69021","3","5","1","40","4","2","1"
"69031","3","5","1","60","4","2","1"
"69041","3","5","1","80","4","2","1"
"69051","3","5","1","100","4","2","1"
"69111","0","0","2","30","0","0","2"
"69121","0","0","2","60","0","0","2"
"69131","0","0","2","90","0","0","2"
"69141","0","0","2","120","0","0","2"
"69151","0","0","2","150","0","0","2"
"69211","0","0","4","30","0","0","5"
"69221","0","0","4","60","0","0","5"
"69231","0","0","4","90","0","0","5"
"69241","0","0","4","120","0","0","5"
"69251","0","0","4","150","0","0","5"
"69311","0","0","7","5","0","0","5"
"69321","0","0","7","10","0","0","5"
