b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740,d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1
"0","","","","1009811","4","","","100411","","1009811115"
"lsv_run","","","","1009811","3","1","","100411","0.2","1009811116"
"850","","","0","1009811","2","-250","0.8","100411","","1009811117"
"","","","","1009811","93","","","0.6","","1009811118"
"1","","0","0","1009811","6","1","1","102011","0.2","1009811119"
"1","","0","0","1009811","6","1","1","103611","0.2","1009811120"
"1","","0","0","1009811","6","1","1","100411","0.2","1009811121"
"","","","","1009811","91","","","0","","1009811122"
"103611","lsv_idle_normal","0","-235","1009812","1","102","-750","1","1.95","1009812001"
"100411","lsv_idle_normal","1","-220","1009812","1","100","650","1","1.95","1009812002"
"102011","lsv_idle_normal","1","-250","1009812","1","101","750","1","1.95","1009812003"
"333","lsv_white_loop","0","0","1009812","5","0","0","1","1","1009812004"
"1","","0","0","1009812","6","1","1","333","0","1009812005"
"1","","0","0","1009812","6","1","1","103611","0","1009812006"
"1","","0","0","1009812","6","1","1","100411","0","1009812007"
"1","","0","0","1009812","6","1","1","102011","0","1009812008"
"2","","","","1009812","7","0","0","103611","","1009812009"
"-750","","","0","1009812","2","-235","0.5","103611","","1009812010"
"16","","","0.8","1009812","31","-140","10","1","0","1009812011"
"2","","","","1009812","34","0","0","16","","1009812012"
"0","","","","1009812","93","","","1","","1009812013"
"1","","0","0.4","1009812","6","1","1","333","0.8","1009812014"
"lsv_see_think_pre","","0","1","1009812","3","0","lsv_see_think","103611","0.2","1009812015"
"-600","","","0","1009812","2","-235","1.1","103611","","1009812016"
"1","","0","1","1009812","6","1","1","103611","0.4","1009812017"
"","","","","1009812","93","","","1","","1009812018"
"1","","","","1009812","32","","","16","","1009812019"
"","","","","1009812","91","","","0","","1009812020"
"240","","","80","1009812","94","260","0","103611","","1009812021"
"0","","","","1009812","32","","","16","","1009812022"
"0","","","","1009812","7","2","0","103611","","1009812023"
"lsv_walk","","","","1009812","3","1","","103611","0.2","1009812024"
"-250","","","0","1009812","2","-235","2","103611","","1009812025"
"lsv_walk_joy","","","","1009812","3","1","","100411","0.2","1009812026"
"100","","","0","1009812","2","-220","2","100411","","1009812027"
"1","","0","1","1009812","6","1","1","100411","0.4","1009812028"
"lsv_walk","","","","1009812","3","1","","102011","0.2","1009812029"
"270","","","0","1009812","2","-250","2","102011","","1009812030"
"1","","0","1","1009812","6","1","1","102011","0.4","1009812031"
"","","","","1009812","93","","","2","","1009812032"
"lsv_idle_normal","","","","1009812","3","1","","103611","0.2","1009812033"
"lsv_idle_joy","","","","1009812","3","1","","100411","0.2","1009812034"
"lsv_idle_normal","","","","1009812","3","1","","102011","0.2","1009812035"
"","","","","1009812","93","","","0.5","","1009812036"
"","","","","1009812","91","","","0","","1009812037"
"lsv_talk_normal_sad","","","","1009812","3","1","","103611","0.2","1009812038"
"vo_lsv_1221","","","","1009812","21","0","0","vo_lsv","","1009812039"
"ヒミツって…\nもう答えが描いてあるよね？","0","0","1","1009812","11","10","1","103611","0","1009812040"
"","","","","1009812","91","","","0","","1009812041"
"lsv_idle_normal_sad","","","","1009812","3","1","","103611","0.2","1009812042"
"lsv_talk_sad","","","","1009812","3","1","","102011","0.2","1009812043"
"vo_lsv_1222","","","","1009812","21","0","0","vo_lsv","","1009812044"
"ミソギちゃん、\nおにいちゃんに\nイタズラしちゃったの？","0","0","1","1009812","11","10","1","102011","0","1009812045"
"","","","","1009812","91","","","0","","1009812046"
"lsv_idle_sad","","","","1009812","3","1","","102011","0.2","1009812047"
"lsv_talk_cool_joy","","0.2","1","1009812","3","0","lsv_talk_cool_joy_loop","100411","0","1009812048"
"vo_lsv_1223","","","","1009812","21","0","0","vo_lsv","","1009812049"
"ちっちっち！\nこれは想像だよー！\nまだ教えただけっ。","0","0","1","1009812","11","10","1","100411","0","1009812050"
"","","","","1009812","91","","","0","","1009812051"
"lsv_talk_cool_joy_loop","","","","1009812","3","1","","100411","0.2","1009812052"
"vo_lsv_1224","","","","1009812","21","0","0","vo_lsv","","1009812053"
"あと、教えたのはひとつだけ\nじゃないよ？　ミソギ先生の\n授業は盛り沢山だからね！","0","0","1","1009812","11","10","1","100411","0","1009812054"
"","","","","1009812","91","","","0","","1009812055"
"lsv_idle_cool_joy","","","","1009812","3","1","","100411","0.2","1009812056"
"lsv_talk_bitter_sad","","","","1009812","3","1","","103611","0.2","1009812057"
"vo_lsv_1225","","","","1009812","21","0","0","vo_lsv","","1009812058"
"いったいどんなことを\n教えたか、不安だなぁ…","0","0","1","1009812","11","10","1","103611","0","1009812059"
"","","","","1009812","91","","","0","","1009812060"
"lsv_idle_bitter_sad","","","","1009812","3","1","","103611","0.2","1009812061"
"lsv_choice","","0.2","1","1009812","3","0","lsv_look_idle_normal","103611","0","1009812062"
"lsv_choice","","0.2","1","1009812","3","0","lsv_look_idle_normal","100411","0","1009812063"
"lsv_choice","","0.2","1","1009812","3","0","lsv_look_idle_normal","102011","0","1009812064"
"0","","","","1009812","93","","","0.1","","1009812065"
"-452","","0.2","2","1009812","2","-235","0.33","103611","","1009812066"
"420","","0.2","2","1009812","2","-220","0.33","100411","","1009812067"
"545","","0.2","2","1009812","2","-250","0.33","102011","","1009812068"
"0","","","","1009812","22","1","","0","0.2","1009812069"
"1009812073","","","","1009812","103","0","","落とし穴の作り方とか？","","1009812070"
"1009812097","","","","1009812","103","0","","逃げ足講座とか？","","1009812071"
"1009812121","","","","1009812","103","0","","ウソ泣きのやり方とか？","","1009812072"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","103611","0","1009812073"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","100411","0","1009812074"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","102011","0","1009812075"
"0","","","","1009812","93","","","0.1","","1009812076"
"-200","","0.2","2","1009812","2","-235","0.33","103611","","1009812077"
"100","","0.2","2","1009812","2","-220","0.33","100411","","1009812078"
"270","","0.2","2","1009812","2","-250","0.33","102011","","1009812079"
"0","","","","1009812","93","","","0.7","","1009812080"
"lsv_surprise_R2","","0.2","1","1009812","3","0","lsv_talk_surprise_R2","102011","0","1009812081"
"vo_lsv_1226","","","","1009812","21","0","0","vo_lsv","","1009812082"
"ええっ？\n落とし穴はちょっと危ないよ～","0","0","1","1009812","11","10","1","102011","0","1009812083"
"","","","","1009812","91","","","0","","1009812084"
"lsv_idle_surprise","","","","1009812","3","1","","102011","0.2","1009812085"
"lsv_talk_bitter","","","","1009812","3","1","","100411","0.2","1009812086"
"vo_lsv_1227","","","","1009812","21","0","0","vo_lsv","","1009812087"
"んー…落とし穴はねー\nみゅ～ちゃんがスコップを\n持てなかったから諦めたんだー","0","0","1","1009812","11","10","1","100411","0","1009812088"
"","","","","1009812","91","","","0","","1009812089"
"lsv_idle_bitter","","","","1009812","3","1","","100411","0.2","1009812090"
"lsv_talk_cool_sad","","0.2","1","1009812","3","0","lsv_talk_cool_sad_loop","103611","0","1009812091"
"vo_lsv_1228","","","","1009812","21","0","0","vo_lsv","","1009812092"
"試しはしたんだね…","0","0","1","1009812","11","10","1","103611","0","1009812093"
"","","","","1009812","91","","","0","","1009812094"
"lsv_idle_normal_sad","","","","1009812","3","1","","103611","0.2","1009812095"
"","","","","1009812","101","","","1009812145","","1009812096"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","103611","0","1009812097"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","100411","0","1009812098"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","102011","0","1009812099"
"0","","","","1009812","93","","","0.1","","1009812100"
"-200","","0.2","2","1009812","2","-235","0.33","103611","","1009812101"
"100","","0.2","2","1009812","2","-220","0.33","100411","","1009812102"
"270","","0.2","2","1009812","2","-250","0.33","102011","","1009812103"
"0","","","","1009812","93","","","0.7","","1009812104"
"lsv_exactly_joy_in","","0.2","1","1009812","3","0","lsv_exactly_joy_loop","100411","0","1009812105"
"vo_lsv_1229","","","","1009812","21","0","0","vo_lsv","","1009812106"
"お！　にいちゃん、するどい！\n正解だよ！\n逃げ足は大事だもんねー","0","0","1","1009812","11","10","1","100411","0","1009812107"
"","","","","1009812","91","","","0","","1009812108"
"lsv_idle_joy","","","","1009812","3","1","","100411","0.2","1009812109"
"lsv_talk_thinking","","","","1009812","3","1","","103611","0.2","1009812110"
"vo_lsv_1230","","","","1009812","21","0","0","vo_lsv","","1009812111"
"逃げ足って…\nでも、確かに自然の中では\n大切なことかも。","0","0","1","1009812","11","10","1","103611","0","1009812112"
"","","","","1009812","91","","","0","","1009812113"
"lsv_idle_thinking_anger","","","","1009812","3","1","","103611","0.2","1009812114"
"lsv_talk_wish_joy","","","","1009812","3","1","","102011","0.2","1009812115"
"vo_lsv_1231","","","","1009812","21","0","0","vo_lsv","","1009812116"
"かけっこが得意な\nみゅ～ちゃんもかわいいね～","0","0","1","1009812","11","10","1","102011","0","1009812117"
"","","","","1009812","91","","","0","","1009812118"
"lsv_idle_wish_joy","","","","1009812","3","1","","102011","0.2","1009812119"
"","","","","1009812","101","","","1009812145","","1009812120"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","103611","0","1009812121"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","100411","0","1009812122"
"lsv_choice","","0.2","1","1009812","3","0","lsv_idle_normal","102011","0","1009812123"
"0","","","","1009812","93","","","0.1","","1009812124"
"-200","","0.2","2","1009812","2","-235","0.33","103611","","1009812125"
"100","","0.2","2","1009812","2","-220","0.33","100411","","1009812126"
"270","","0.2","2","1009812","2","-250","0.33","102011","","1009812127"
"0","","","","1009812","93","","","0.7","","1009812128"
"lsv_idle_sad3","","","","1009812","3","1","","100411","0.2","1009812129"
"vo_lsv_1232","","","","1009812","21","0","0","vo_lsv","","1009812130"
"…ぐすん。\nミソギ、ウソ泣きなんて\n教えてないもん…ぐすぐす…","0","0","1","1009812","11","10","1","100411","0","1009812131"
"","","","","1009812","91","","","0","","1009812132"
"lsv_idle_sad3","","","","1009812","3","1","","100411","0.2","1009812133"
"lsv_talk_sad3","","","","1009812","3","1","","102011","0.2","1009812134"
"vo_lsv_1233","","","","1009812","21","0","0","vo_lsv","","1009812135"
"わわ…！\nミソギちゃん、泣かないで～","0","0","1","1009812","11","10","1","102011","0","1009812136"
"","","","","1009812","91","","","0","","1009812137"
"lsv_idle_sad","","","","1009812","3","1","","102011","0.2","1009812138"
"lsv_talk_cool_sad","","0.2","1","1009812","3","0","lsv_talk_cool_sad_loop","103611","0","1009812139"
"vo_lsv_1234","","","","1009812","21","0","0","vo_lsv","","1009812140"
"…これは間違いなく\n教えましたね。\nまったくもう…","0","0","1","1009812","11","10","1","103611","0","1009812141"
"","","","","1009812","91","","","0","","1009812142"
"lsv_idle_cool_sad","","","","1009812","3","1","","103611","0.2","1009812143"
"","","","","1009812","101","","","1009812145","","1009812144"
"","","","","1009812","91","","","0","","1009812145"
"","","","","1009812","102","","","","","1009812146"
"0.2","","","","1009812","22","","","0","","1009812147"
"","","","","1009812","93","","","0.2","","1009812148"
"10","0","0","0","1009812","12","1","0","100411","0","1009812149"
"lsv_eieio","","0.2","1","1009812","3","0","lsv_eieio_loop","100411","0","1009812150"
"0","","","","1009812","93","","","3","","1009812151"
"lsv_idle_cool_joy","","","","1009812","3","1","","100411","0.2","1009812152"
"4","0","0","0","1009812","12","1","0","102011","0","1009812153"
"lsv_surprise","","0.2","1","1009812","3","0","lsv_talk_surprise","102011","0","1009812154"
"0","","","","1009812","93","","","3","","1009812155"
"lsv_idle_wish_joyR","","","","1009812","3","1","","102011","0.2","1009812156"
"2","0","0","0","1009812","12","1","0","103611","0","1009812157"
"lsv_talk_sad","","","","1009812","3","1","","103611","0.2","1009812158"
"0","","","","1009812","93","","","3","","1009812159"
"lsv_idle_sad","","","","1009812","3","1","","103611","0.2","1009812160"
"","","","","1009812","101","","","1009812149","","1009812161"
"1","","0","0","1009812","6","1","1","333","1","1009812162"
"1","","","","1009812","4","","","103611","","1009812163"
"lsv_run","","","","1009812","3","1","","103611","0.2","1009812164"
"-750","","","0","1009812","2","-235","0.8","103611","","1009812165"
"0","","","","1009812","4","","","100411","","1009812166"
"lsv_run","","","","1009812","3","1","","100411","0.2","1009812167"
"750","","","0","1009812","2","-220","0.8","100411","","1009812168"
"0","","","","1009812","4","","","102011","","1009812169"
"lsv_run","","","","1009812","3","1","","102011","0.2","1009812170"
"850","","","0","1009812","2","-250","0.8","102011","","1009812171"
"","","","","1009812","93","","","0.6","","1009812172"
"1","","0","0","1009812","6","1","1","103611","0.2","1009812173"
"1","","0","0","1009812","6","1","1","100411","0.2","1009812174"
"1","","0","0","1009812","6","1","1","102011","0.2","1009812175"
"","","","","1009812","91","","","0","","1009812176"
"100411","lsv_idle_normal","0","-235","1009813","1","102","-750","1","1.95","1009813001"
"103611","lsv_idle_normal","1","-220","1009813","1","100","650","1","1.95","1009813002"
"102011","lsv_idle_normal","1","-250","1009813","1","101","750","1","1.95","1009813003"
"333","lsv_white_loop","0","0","1009813","5","0","0","1","1","1009813004"
"1","","0","0","1009813","6","1","1","333","0","1009813005"
"1","","0","0","1009813","6","1","1","100411","0","1009813006"
"1","","0","0","1009813","6","1","1","103611","0","1009813007"
"1","","0","0","1009813","6","1","1","102011","0","1009813008"
"2","","","","1009813","7","0","0","100411","","1009813009"
"-750","","","0","1009813","2","-235","0.5","100411","","1009813010"
"16","","","0.8","1009813","31","-140","10","1","0","1009813011"
"2","","","","1009813","34","0","0","16","","1009813012"
"0","","","","1009813","93","","","1","","1009813013"
"1","","0","0.4","1009813","6","1","1","333","0.8","1009813014"
"lsv_see_think_pre","","0","1","1009813","3","0","lsv_see_think","100411","0.2","1009813015"
"-600","","","0","1009813","2","-235","1.1","100411","","1009813016"
"1","","0","1","1009813","6","1","1","100411","0.4","1009813017"
"","","","","1009813","93","","","1","","1009813018"
"1","","","","1009813","32","","","16","","1009813019"
"","","","","1009813","91","","","0","","1009813020"
"240","","","80","1009813","94","260","0","100411","","1009813021"
"0","","","","1009813","32","","","16","","1009813022"
"0","","","","1009813","7","2","0","100411","","1009813023"
"lsv_walk","","","","1009813","3","1","","100411","0.2","1009813024"
"-250","","","0","1009813","2","-235","2","100411","","1009813025"
"lsv_walk_joy","","","","1009813","3","1","","103611","0.2","1009813026"
"100","","","0","1009813","2","-220","2","103611","","1009813027"
"1","","0","1","1009813","6","1","1","103611","0.4","1009813028"
"lsv_walk","","","","1009813","3","1","","102011","0.2","1009813029"
"270","","","0","1009813","2","-250","2","102011","","1009813030"
"1","","0","1","1009813","6","1","1","102011","0.4","1009813031"
"","","","","1009813","93","","","2","","1009813032"
"lsv_idle_normal_talkR","","","","1009813","3","1","","100411","0.2","1009813033"
"lsv_idle_joy","","","","1009813","3","1","","103611","0.2","1009813034"
"lsv_idle_normal","","","","1009813","3","1","","102011","0.2","1009813035"
"","","","","1009813","93","","","0.5","","1009813036"
"","","","","1009813","91","","","0","","1009813037"
"lsv_talk_sad","","","","1009813","3","1","","100411","0.2","1009813038"
"vo_lsv_1321","","","","1009813","21","0","0","vo_lsv","","1009813039"
"うう…なんだかほんとに\n学校の先生みたいなこと\n書いてるね…","0","0","1","1009813","11","10","1","100411","0","1009813040"
"","","","","1009813","91","","","0","","1009813041"
"lsv_idle_surprise_talkR1","","","","1009813","3","1","","100411","0.2","1009813042"
"lsv_talk_doya","","0.2","1","1009813","3","0","lsv_talk_doya_loop","103611","0","1009813043"
"vo_lsv_1322","","","","1009813","21","0","0","vo_lsv","","1009813044"
"だって今日は私が先生だもん。\n先生らしくしなくっちゃ！","0","0","1","1009813","11","10","1","103611","0","1009813045"
"","","","","1009813","91","","","0","","1009813046"
"lsv_idle_doya","","","","1009813","3","1","","103611","0.2","1009813047"
"lsv_talk_wish_joy","","","","1009813","3","1","","102011","0.2","1009813048"
"vo_lsv_1323","","","","1009813","21","0","0","vo_lsv","","1009813049"
"キョウカちゃん、\n張りきってたもんね♪\nどんなお勉強をしたの？","0","0","1","1009813","11","10","1","102011","0","1009813050"
"","","","","1009813","91","","","0","","1009813051"
"lsv_idle_wish_joy","","","","1009813","3","1","","102011","0.2","1009813052"
"lsv_talk_cool_joy_loop","","","","1009813","3","1","","103611","0.2","1009813053"
"vo_lsv_1324","","","","1009813","21","0","0","vo_lsv","","1009813054"
"ミミ、いい質問ですね。\nそれでは…\nここでみんなに問題です。","0","0","1","1009813","11","10","1","103611","0","1009813055"
"","","","","1009813","91","","","0","","1009813056"
"lsv_idle_cool_joy","","","","1009813","3","1","","103611","0.2","1009813057"
"lsv_talk_cool_sad","","0.2","1","1009813","3","0","lsv_talk_cool_sad_loop","100411","0","1009813058"
"vo_lsv_1325","","","","1009813","21","0","0","vo_lsv","","1009813059"
"急に先生っぽくしてる…！\n…ね、にいちゃんから\n何か言ってやってよっ。","0","0","1","1009813","11","10","1","100411","0","1009813060"
"","","","","1009813","91","","","0","","1009813061"
"lsv_idle_cool_sad","","","","1009813","3","1","","100411","0.2","1009813062"
"lsv_choice","","0.2","1","1009813","3","0","lsv_look_idle_normal","100411","0","1009813063"
"lsv_choice","","0.2","1","1009813","3","0","lsv_look_idle_normal","103611","0","1009813064"
"lsv_choice","","0.2","1","1009813","3","0","lsv_look_idle_normal","102011","0","1009813065"
"0","","","","1009813","93","","","0.1","","1009813066"
"-452","","0.2","2","1009813","2","-235","0.33","100411","","1009813067"
"420","","0.2","2","1009813","2","-220","0.33","103611","","1009813068"
"545","","0.2","2","1009813","2","-250","0.33","102011","","1009813069"
"0","","","","1009813","22","1","","0","0.2","1009813070"
"1009813074","","","","1009813","103","0","","はい、先生！","","1009813071"
"1009813096","","","","1009813","103","0","","寝たふりをしよう。","","1009813072"
"1009813119","","","","1009813","103","0","","どんな問題が来るのかなぁ。","","1009813073"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","100411","0","1009813074"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","103611","0","1009813075"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","102011","0","1009813076"
"0","","","","1009813","93","","","0.1","","1009813077"
"-200","","0.2","2","1009813","2","-235","0.33","100411","","1009813078"
"100","","0.2","2","1009813","2","-220","0.33","103611","","1009813079"
"270","","0.2","2","1009813","2","-250","0.33","102011","","1009813080"
"0","","","","1009813","93","","","0.7","","1009813081"
"lsv_surprise3","","0.2","1","1009813","3","0","lsv_surprise3_loop","100411","0","1009813082"
"vo_lsv_1326","","","","1009813","21","0","0","vo_lsv","","1009813083"
"ノリノリだー！？","0","0","1","1009813","11","10","1","100411","0","1009813084"
"","","","","1009813","91","","","0","","1009813085"
"lsv_talk_thinking_joyR","","","","1009813","3","1","","103611","0.2","1009813086"
"vo_lsv_1327","","","","1009813","21","0","0","vo_lsv","","1009813087"
"いいお返事ですね。\nでは、みんなで\nおさらいしてみましょうか。","0","0","1","1009813","11","10","1","103611","0","1009813088"
"","","","","1009813","91","","","0","","1009813089"
"lsv_idle_thinking_joy1","","","","1009813","3","1","","103611","0.2","1009813090"
"lsv_handsup_joy","","0.2","1","1009813","3","0","lsv_idle_joy","102011","0","1009813091"
"vo_lsv_1328","","","","1009813","21","0","0","vo_lsv","","1009813092"
"は～い、わかりましたっ。\nキョウカちゃん先生♪","0","0","1","1009813","11","10","1","102011","0","1009813093"
"","","","","1009813","91","","","0","","1009813094"
"","","","","1009813","101","","","1009813143","","1009813095"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","100411","0","1009813096"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","103611","0","1009813097"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","102011","0","1009813098"
"0","","","","1009813","93","","","0.1","","1009813099"
"-200","","0.2","2","1009813","2","-235","0.33","100411","","1009813100"
"100","","0.2","2","1009813","2","-220","0.33","103611","","1009813101"
"270","","0.2","2","1009813","2","-250","0.33","102011","","1009813102"
"0","","","","1009813","93","","","0.7","","1009813103"
"lsv_look_idle_sad_wink","","0.2","1","1009813","3","0","lsv_sleep","100411","0.2","1009813104"
"vo_lsv_1329","","","","1009813","21","0","0","vo_lsv","","1009813105"
"そ…\nそれだよ、にいちゃんっ。\n……ぐーぐーぐー","0","0","1","1009813","11","10","1","100411","0","1009813106"
"","","","","1009813","91","","","0","","1009813107"
"lsv_sleep","","","","1009813","3","1","","100411","0.2","1009813108"
"lsv_exactly_in","","0.2","1","1009813","3","0","lsv_exactly_loop","103611","0","1009813109"
"vo_lsv_1330","","","","1009813","21","0","0","vo_lsv","","1009813110"
"はい、そこの二人！\n授業中に寝ない！","0","0","1","1009813","11","10","1","103611","0","1009813111"
"","","","","1009813","91","","","0","","1009813112"
"lsv_idle_arm_crossed","","","","1009813","3","1","","103611","0.2","1009813113"
"lsv_surprise3_pain","","0.2","1","1009813","3","0","lsv_surprise3_pain_loop","102011","0","1009813114"
"vo_lsv_1331","","","","1009813","21","0","0","vo_lsv","","1009813115"
"二人とも、起きて～！\n一緒にお勉強しようよ～！","0","0","1","1009813","11","10","1","102011","0","1009813116"
"","","","","1009813","91","","","0","","1009813117"
"","","","","1009813","101","","","1009813143","","1009813118"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","100411","0","1009813119"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","103611","0","1009813120"
"lsv_choice","","0.2","1","1009813","3","0","lsv_idle_normal","102011","0","1009813121"
"0","","","","1009813","93","","","0.1","","1009813122"
"-200","","0.2","2","1009813","2","-235","0.33","100411","","1009813123"
"100","","0.2","2","1009813","2","-220","0.33","103611","","1009813124"
"270","","0.2","2","1009813","2","-250","0.33","102011","","1009813125"
"0","","","","1009813","93","","","0.7","","1009813126"
"lsv_talk_bitter_sad","","","","1009813","3","1","","100411","0.2","1009813127"
"vo_lsv_1332","","","","1009813","21","0","0","vo_lsv","","1009813128"
"あ、そっち？\nキョウカの先生キャラに\nツッコミはないんだ…","0","0","1","1009813","11","10","1","100411","0","1009813129"
"","","","","1009813","91","","","0","","1009813130"
"lsv_idle_bitter","","","","1009813","3","1","","100411","0.2","1009813131"
"lsv_exactly_in","","0.2","1","1009813","3","0","lsv_exactly_loop","103611","0","1009813132"
"vo_lsv_1333","","","","1009813","21","0","0","vo_lsv","","1009813133"
"ミソギさん？\n先生にキャラとか\n言わないように！","0","0","1","1009813","11","10","1","103611","0","1009813134"
"","","","","1009813","91","","","0","","1009813135"
"lsv_idle_arm_crossed","","","","1009813","3","1","","103611","0.2","1009813136"
"lsv_talk_surprise_talkjoy","","","","1009813","3","1","","102011","0.2","1009813137"
"vo_lsv_1334","","","","1009813","21","0","0","vo_lsv","","1009813138"
"わぁっ…！\n本当の先生みた～い！\nちゃんとお勉強しなくちゃ…！","0","0","1","1009813","11","10","1","102011","0","1009813139"
"","","","","1009813","91","","","0","","1009813140"
"lsv_idle_surprise_joy","","","","1009813","3","1","","102011","0.2","1009813141"
"","","","","1009813","101","","","1009813143","","1009813142"
"","","","","1009813","91","","","0","","1009813143"
"","","","","1009813","102","","","","","1009813144"
"0.2","","","","1009813","22","","","0","","1009813145"
"","","","","1009813","93","","","0.2","","1009813146"
"5","0","0","0","1009813","12","1","0","102011","0","1009813147"
"lsv_talk_surprise","","","","1009813","3","1","","102011","0.2","1009813148"
"0","","","","1009813","93","","","3","","1009813149"
"lsv_idle_surprise","","","","1009813","3","1","","102011","0.2","1009813150"
"10","0","0","0","1009813","12","1","0","103611","0","1009813151"
"lsv_talk_arm_crossed_joy","","0.2","1","1009813","3","0","lsv_talk_arm_crossed_loop_joy","103611","0","1009813152"
"0","","","","1009813","93","","","3","","1009813153"
"lsv_idle_cool_joy","","","","1009813","3","1","","103611","0.2","1009813154"
"2","0","0","0","1009813","12","1","0","100411","0","1009813155"
"lsv_talk_bitter","","","","1009813","3","1","","100411","0.2","1009813156"
"0","","","","1009813","93","","","3","","1009813157"
"lsv_idle_normal_talkR","","","","1009813","3","1","","100411","0.2","1009813158"
"","","","","1009813","101","","","1009813147","","1009813159"
"1","","0","0","1009813","6","1","1","333","1","1009813160"
"1","","","","1009813","4","","","100411","","1009813161"
"lsv_run","","","","1009813","3","1","","100411","0.2","1009813162"
"-750","","","0","1009813","2","-235","0.8","100411","","1009813163"
"0","","","","1009813","4","","","103611","","1009813164"
"lsv_run","","","","1009813","3","1","","103611","0.2","1009813165"
"750","","","0","1009813","2","-220","0.8","103611","","1009813166"
"0","","","","1009813","4","","","102011","","1009813167"
"lsv_run","","","","1009813","3","1","","102011","0.2","1009813168"
"850","","","0","1009813","2","-250","0.8","102011","","1009813169"
"","","","","1009813","93","","","0.6","","1009813170"
"1","","0","0","1009813","6","1","1","100411","0.2","1009813171"
"1","","0","0","1009813","6","1","1","103611","0.2","1009813172"
"1","","0","0","1009813","6","1","1","102011","0.2","1009813173"
"","","","","1009813","91","","","0","","1009813174"
"122811","lsv_idle_normal","0","-235","1009814","1","102","-650","1","1.95","1009814001"
"122911","lsv_idle_normal","1","-220","1009814","1","100","650","1","1.95","1009814002"
"122711","lsv_idle_normal","1","-250","1009814","1","101","750","1","1.95","1009814003"
"333","lsv_white_loop","0","0","1009814","5","0","0","1","1","1009814004"
"1","","0","0","1009814","6","1","1","333","0","1009814005"
"1","","0","0","1009814","6","1","1","122811","0","1009814006"
"1","","0","0","1009814","6","1","1","122911","0","1009814007"
"1","","0","0","1009814","6","1","1","122711","0","1009814008"
"bgm_M610","","","","1009814","25","0","0","bgm_M610","","1009814009"
"0","","","","1009814","93","","","1","","1009814010"
"1","","0","0.4","1009814","6","1","1","333","0.8","1009814011"
"lsv_walk","","","","1009814","3","1","","122911","0.2","1009814012"
"100","","","0","1009814","2","-220","2","122911","","1009814013"
"1","","0","1","1009814","6","1","1","122911","0.4","1009814014"
"lsv_walk","","","","1009814","3","1","","122711","0.2","1009814015"
"270","","","0","1009814","2","-250","2","122711","","1009814016"
"1","","0","1","1009814","6","1","1","122711","0.4","1009814017"
"0","","","","1009814","93","","","2","","1009814018"
"lsv_idle_normal","","","","1009814","3","1","","122911","0.2","1009814019"
"lsv_idle_normal","","","","1009814","3","1","","122711","0.2","1009814020"
"0","","","","1009814","93","","","0.6","","1009814021"
"lsv_idle_sad","","","","1009814","3","1","","122711","0.2","1009814022"
"lsv_idle_sad","","","","1009814","3","1","","122911","0.2","1009814023"
"vo_lsv_1421","","","","1009814","21","0","0","vo_lsv","","1009814024"
"…………","0","0","1","1009814","11","10","1","122711","0","1009814025"
"…………","0","0","1","1009814","11","10","1","122911","0","1009814026"
"","","","","1009814","91","","","0","","1009814027"
"lsv_idle_normal","","","","1009814","3","1","","122711","0.2","1009814028"
"lsv_idle_normal","","","","1009814","3","1","","122911","0.2","1009814029"
"lsv_walk","","","","1009814","3","1","","122811","0.2","1009814030"
"-200","","","0","1009814","2","-235","2","122811","","1009814031"
"1","","0","1","1009814","6","1","1","122811","0.4","1009814032"
