a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"22002","71138004","2","1","10138010"
"91002","71138005","8","30","10138011"
"22002","71138005","2","1","10138012"
"91002","71138006","8","30","10138013"
"22002","71138006","2","1","10138014"
"91002","71138007","8","30","10138015"
"22002","71138007","2","1","10138016"
"91002","71138008","8","30","10138017"
"22002","71138008","2","1","10138018"
"91002","71138009","8","30","10138019"
"22002","71138009","2","1","10138020"
"91002","71138010","8","30","10138021"
"22002","71138010","2","1","10138022"
"91002","71138011","8","30","10138023"
"22002","71138011","2","1","10138024"
"91002","71138012","8","30","10138025"
"22002","71138012","2","1","10138026"
"91002","71138013","8","30","10138027"
"22002","71138013","2","1","10138028"
"91002","71138014","8","30","10138029"
"22002","71138014","2","1","10138030"
"91002","71138015","8","30","10138031"
"22002","71138015","2","1","10138032"
"91002","71138016","8","60","10138033"
"22002","71138016","2","2","10138034"
"91002","71138017","8","60","10138035"
"22002","71138017","2","2","10138036"
"91002","71138018","8","60","10138037"
"22002","71138018","2","2","10138038"
"91002","71138019","8","60","10138039"
"22002","71138019","2","2","10138040"
"91002","71138020","8","60","10138041"
"22002","71138020","2","2","10138042"
"94002","71138021","12","50000","10138043"
"94002","71138022","12","100000","10138044"
"94002","71138023","12","150000","10138045"
"94002","71138024","12","200000","10138046"
"94002","71138025","12","250000","10138047"
"91002","71138026","8","50","10138048"
"31249","71138027","2","1","10138049"
"31249","71138028","2","1","10138050"
"31249","71138029","2","1","10138051"
"31249","71138030","2","1","10138052"
"31249","71138031","2","1","10138053"
"124901","71138032","1","1","10138054"
"31249","71138033","2","4","10138055"
"61372","81138001","2","50","10138056"
"94002","81138001","12","30000","10138057"
"61372","81138002","2","50","10138058"
"94002","81138002","12","30000","10138059"
"31249","81138003","2","1","10138060"
"91002","81138003","8","25","10138061"
"31249","81138004","2","1","10138062"
"91002","81138004","8","25","10138063"
"61372","81138005","2","50","10138064"
"94002","81138005","12","30000","10138065"
"61372","81138006","2","50","10138066"
"94002","81138006","12","30000","10138067"
"31249","81138007","2","1","10138068"
"91002","81138007","8","25","10138069"
"91002","81138008","8","50","10138070"
"61382","61139001","2","5","10139001"
"61382","61139002","2","5","10139002"
"91002","71139001","8","30","10139003"
"22002","71139001","2","1","10139004"
"91002","71139002","8","30","10139005"
"22002","71139002","2","1","10139006"
"91002","71139003","8","30","10139007"
"22002","71139003","2","1","10139008"
"91002","71139004","8","30","10139009"
"22002","71139004","2","1","10139010"
"91002","71139005","8","30","10139011"
"22002","71139005","2","1","10139012"
"91002","71139006","8","30","10139013"
"22002","71139006","2","1","10139014"
"91002","71139007","8","30","10139015"
"22002","71139007","2","1","10139016"
"91002","71139008","8","30","10139017"
"22002","71139008","2","1","10139018"
"91002","71139009","8","30","10139019"
"22002","71139009","2","1","10139020"
"91002","71139010","8","30","10139021"
"22002","71139010","2","1","10139022"
"91002","71139011","8","30","10139023"
"22002","71139011","2","1","10139024"
"91002","71139012","8","30","10139025"
"22002","71139012","2","1","10139026"
"91002","71139013","8","30","10139027"
"22002","71139013","2","1","10139028"
"91002","71139014","8","30","10139029"
"22002","71139014","2","1","10139030"
"91002","71139015","8","30","10139031"
"22002","71139015","2","1","10139032"
"91002","71139016","8","60","10139033"
"22002","71139016","2","2","10139034"
"91002","71139017","8","60","10139035"
"22002","71139017","2","2","10139036"
"91002","71139018","8","60","10139037"
"22002","71139018","2","2","10139038"
"91002","71139019","8","60","10139039"
"22002","71139019","2","2","10139040"
"91002","71139020","8","60","10139041"
"22002","71139020","2","2","10139042"
"94002","71139021","12","50000","10139043"
"94002","71139022","12","100000","10139044"
"94002","71139023","12","150000","10139045"
"94002","71139024","12","200000","10139046"
"94002","71139025","12","250000","10139047"
"91002","71139026","8","50","10139048"
"31249","71139027","2","1","10139049"
"31249","71139028","2","1","10139050"
"31249","71139029","2","1","10139051"
"31249","71139030","2","1","10139052"
"31249","71139031","2","1","10139053"
"31249","71139032","2","4","10139054"
"61382","81139001","2","50","10139055"
"94002","81139001","12","30000","10139056"
"61382","81139002","2","50","10139057"
"94002","81139002","12","30000","10139058"
"31249","81139003","2","1","10139059"
"91002","81139003","8","25","10139060"
"31249","81139004","2","1","10139061"
"91002","81139004","8","25","10139062"
"61382","81139005","2","50","10139063"
"94002","81139005","12","30000","10139064"
"61382","81139006","2","50","10139065"
"94002","81139006","12","30000","10139066"
"31249","81139007","2","1","10139067"
"91002","81139007","8","25","10139068"
"91002","81139008","8","50","10139069"
"61392","61140001","2","5","10140001"
"61392","61140002","2","5","10140002"
"91002","71140001","8","30","10140003"
"22002","71140001","2","1","10140004"
"91002","71140002","8","30","10140005"
"22002","71140002","2","1","10140006"
"91002","71140003","8","30","10140007"
"22002","71140003","2","1","10140008"
"91002","71140004","8","30","10140009"
"22002","71140004","2","1","10140010"
"91002","71140005","8","30","10140011"
"22002","71140005","2","1","10140012"
"91002","71140006","8","30","10140013"
"22002","71140006","2","1","10140014"
"91002","71140007","8","30","10140015"
"22002","71140007","2","1","10140016"
"91002","71140008","8","30","10140017"
"22002","71140008","2","1","10140018"
"91002","71140009","8","30","10140019"
"22002","71140009","2","1","10140020"
"91002","71140010","8","30","10140021"
"22002","71140010","2","1","10140022"
"91002","71140016","8","60","10140023"
"22002","71140016","2","2","10140024"
"91002","71140017","8","60","10140025"
"22002","71140017","2","2","10140026"
"91002","71140018","8","60","10140027"
"22002","71140018","2","2","10140028"
"91002","71140019","8","60","10140029"
"22002","71140019","2","2","10140030"
"91002","71140020","8","60","10140031"
"22002","71140020","2","2","10140032"
"94002","71140021","12","50000","10140033"
"94002","71140022","12","100000","10140034"
"94002","71140023","12","150000","10140035"
"94002","71140024","12","200000","10140036"
"94002","71140025","12","250000","10140037"
"91002","71140026","8","50","10140038"
"31110","71140027","2","1","10140039"
"31110","71140028","2","1","10140040"
"31110","71140029","2","2","10140041"
"31110","71140030","2","2","10140042"
"31110","71140031","2","4","10140043"
"31110","71140032","2","10","10140044"
"61392","81140001","2","65","10140045"
"94002","81140001","12","20000","10140046"
"61392","81140002","2","65","10140047"
"94002","81140002","12","20000","10140048"
"31110","81140003","2","2","10140049"
"91002","81140003","8","30","10140050"
"61392","81140004","2","65","10140051"
"94002","81140004","12","20000","10140052"
"61392","81140005","2","65","10140053"
"94002","81140005","12","20000","10140054"
"31110","81140006","2","2","10140055"
"91002","81140006","8","30","10140056"
"61392","81140007","2","70","10140057"
"94002","81140007","12","20000","10140058"
"61392","81140008","2","70","10140059"
"94002","81140008","12","20000","10140060"
"31110","81140009","2","2","10140061"
"91002","81140009","8","30","10140062"
"91002","81140010","8","100","10140063"
"94002","81140011","12","500000","10140064"
"94002","81140012","12","500000","10140065"
"140001","81140013","4","20","10140066"
"94002","81140013","12","1000000","10140067"
"61402","61141001","2","5","10141001"
"61402","61141002","2","5","10141002"
"91002","71141001","8","30","10141003"
"22002","71141001","2","1","10141004"
"91002","71141002","8","30","10141005"
"22002","71141002","2","1","10141006"
"91002","71141003","8","30","10141007"
"22002","71141003","2","1","10141008"
"91002","71141004","8","30","10141009"
"22002","71141004","2","1","10141010"
"91002","71141005","8","30","10141011"
"22002","71141005","2","1","10141012"
"91002","71141006","8","30","10141013"
"22002","71141006","2","1","10141014"
"91002","71141007","8","30","10141015"
"22002","71141007","2","1","10141016"
"91002","71141008","8","30","10141017"
"22002","71141008","2","1","10141018"
"91002","71141009","8","30","10141019"
"22002","71141009","2","1","10141020"
"91002","71141010","8","30","10141021"
"22002","71141010","2","1","10141022"
"91002","71141011","8","30","10141023"
"22002","71141011","2","1","10141024"
"91002","71141012","8","30","10141025"
"22002","71141012","2","1","10141026"
"91002","71141013","8","30","10141027"
"22002","71141013","2","1","10141028"
"91002","71141014","8","30","10141029"
"22002","71141014","2","1","10141030"
"91002","71141015","8","30","10141031"
"22002","71141015","2","1","10141032"
"91002","71141016","8","60","10141033"
"22002","71141016","2","2","10141034"
"91002","71141017","8","60","10141035"
"22002","71141017","2","2","10141036"
"91002","71141018","8","60","10141037"
"22002","71141018","2","2","10141038"
"91002","71141019","8","60","10141039"
"22002","71141019","2","2","10141040"
"91002","71141020","8","60","10141041"
"22002","71141020","2","2","10141042"
"94002","71141021","12","50000","10141043"
"94002","71141022","12","100000","10141044"
"94002","71141023","12","150000","10141045"
"94002","71141024","12","200000","10141046"
"94002","71141025","12","250000","10141047"
"91002","71141026","8","50","10141048"
"31053","71141027","2","1","10141049"
"31053","71141028","2","1","10141050"
"31053","71141029","2","1","10141051"
"31053","71141030","2","1","10141052"
"31053","71141031","2","1","10141053"
"31053","71141033","2","4","10141055"
"31053","81141001","2","1","10141056"
"91002","81141001","8","25","10141057"
"31053","81141002","2","1","10141058"
"91002","81141002","8","25","10141059"
"61402","81141003","2","50","10141060"
"94002","81141003","12","30000","10141061"
"61402","81141004","2","50","10141062"
"94002","81141004","12","30000","10141063"
"31053","81141005","2","1","10141064"
"91002","81141005","8","25","10141065"
"61402","81141006","2","50","10141066"
"94002","81141006","12","30000","10141067"
"61402","81141007","2","50","10141068"
"94002","81141007","12","30000","10141069"
"31053","81141008","2","1","10141070"
"91002","81141008","8","25","10141071"
"91002","81141009","8","50","10141072"
"61412","61142001","2","5","10142001"
"61412","61142002","2","5","10142002"
"91002","71142001","8","30","10142003"
"22002","71142001","2","1","10142004"
"91002","71142002","8","30","10142005"
"22002","71142002","2","1","10142006"
"91002","71142003","8","30","10142007"
"22002","71142003","2","1","10142008"
"91002","71142004","8","30","10142009"
"22002","71142004","2","1","10142010"
"91002","71142005","8","30","10142011"
"22002","71142005","2","1","10142012"
"91002","71142006","8","30","10142013"
"22002","71142006","2","1","10142014"
"91002","71142007","8","30","10142015"
"22002","71142007","2","1","10142016"
"91002","71142008","8","30","10142017"
"22002","71142008","2","1","10142018"
"91002","71142009","8","30","10142019"
"22002","71142009","2","1","10142020"
"91002","71142010","8","30","10142021"
"22002","71142010","2","1","10142022"
"91002","71142016","8","60","10142023"
"22002","71142016","2","2","10142024"
"91002","71142017","8","60","10142025"
"22002","71142017","2","2","10142026"
"91002","71142018","8","60","10142027"
"22002","71142018","2","2","10142028"
"91002","71142019","8","60","10142029"
"22002","71142019","2","2","10142030"
"91002","71142020","8","60","10142031"
"22002","71142020","2","2","10142032"
"94002","71142021","12","50000","10142033"
"94002","71142022","12","100000","10142034"
"94002","71142023","12","150000","10142035"
"94002","71142024","12","200000","10142036"
"94002","71142025","12","250000","10142037"
"91002","71142026","8","50","10142038"
"31043","71142027","2","1","10142039"
"31043","71142028","2","1","10142040"
"31043","71142029","2","2","10142041"
"31043","71142030","2","2","10142042"
"31043","71142031","2","4","10142043"
"31043","71142032","2","10","10142044"
"31043","81142001","2","2","10142045"
"91002","81142001","8","30","10142046"
"61412","81142001","2","200","10142047"
"31043","81142002","2","2","10142048"
"91002","81142002","8","30","10142049"
"61412","81142002","2","200","10142050"
"31043","81142003","2","2","10142051"
"91002","81142003","8","30","10142052"
"94002","81142003","12","120000","10142053"
"91002","81142004","8","100","10142054"
"94002","81142011","12","500000","10142055"
"94002","81142012","12","500000","10142056"
"140001","81142013","4","20","10142057"
"94002","81142013","12","1000000","10142058"
"61422","61143001","2","5","10143001"
"61422","61143002","2","5","10143002"
"91002","71143001","8","30","10143003"
"22002","71143001","2","1","10143004"
"91002","71143002","8","30","10143005"
"22002","71143002","2","1","10143006"
"91002","71143003","8","30","10143007"
"22002","71143003","2","1","10143008"
"91002","71143004","8","30","10143009"
"22002","71143004","2","1","10143010"
"91002","71143005","8","30","10143011"
"22002","71143005","2","1","10143012"
"91002","71143006","8","30","10143013"
"22002","71143006","2","1","10143014"
"91002","71143007","8","30","10143015"
"22002","71143007","2","1","10143016"
"91002","71143008","8","30","10143017"
"22002","71143008","2","1","10143018"
"91002","71143009","8","30","10143019"
"22002","71143009","2","1","10143020"
"91002","71143010","8","30","10143021"
"22002","71143010","2","1","10143022"
"91002","71143011","8","30","10143023"
"22002","71143011","2","1","10143024"
"91002","71143012","8","30","10143025"
"22002","71143012","2","1","10143026"
"91002","71143013","8","30","10143027"
"22002","71143013","2","1","10143028"
"91002","71143014","8","30","10143029"
"22002","71143014","2","1","10143030"
"91002","71143015","8","30","10143031"
"22002","71143015","2","1","10143032"
"91002","71143016","8","60","10143033"
"22002","71143016","2","2","10143034"
"91002","71143017","8","60","10143035"
"22002","71143017","2","2","10143036"
"91002","71143018","8","60","10143037"
"22002","71143018","2","2","10143038"
"91002","71143019","8","60","10143039"
"22002","71143019","2","2","10143040"
"91002","71143020","8","60","10143041"
"22002","71143020","2","2","10143042"
"94002","71143021","12","50000","10143043"
"94002","71143022","12","100000","10143044"
"94002","71143023","12","150000","10143045"
"94002","71143024","12","200000","10143046"
"94002","71143025","12","250000","10143047"
"91002","71143026","8","50","10143048"
"31012","71143027","2","1","10143049"
"31012","71143028","2","1","10143050"
"31012","71143029","2","1","10143051"
"31012","71143030","2","1","10143052"
"31012","71143031","2","1","10143053"
"31012","71143032","2","4","10143054"
"31012","81143001","2","1","10143055"
"91002","81143001","8","25","10143056"
"61422","81143001","2","100","10143057"
"31012","81143002","2","1","10143058"
"91002","81143002","8","25","10143059"
"31012","81143003","2","1","10143060"
"91002","81143003","8","25","10143061"
"61422","81143003","2","100","10143062"
"91002","81143004","8","50","10143063"
"94002","81143004","12","120000","10143064"
"61432","61144001","2","5","10144001"
"61432","61144002","2","5","10144002"
"91002","71144001","8","30","10144003"
"22002","71144001","2","1","10144004"
"91002","71144002","8","30","10144005"
"22002","71144002","2","1","10144006"
"91002","71144003","8","30","10144007"
"22002","71144003","2","1","10144008"
"91002","71144004","8","30","10144009"
"22002","71144004","2","1","10144010"
"91002","71144005","8","30","10144011"
"22002","71144005","2","1","10144012"
"91002","71144006","8","30","10144013"
"22002","71144006","2","1","10144014"
"91002","71144007","8","30","10144015"
"22002","71144007","2","1","10144016"
"91002","71144008","8","30","10144017"
"22002","71144008","2","1","10144018"
"91002","71144009","8","30","10144019"
"22002","71144009","2","1","10144020"
"91002","71144010","8","30","10144021"
"22002","71144010","2","1","10144022"
"91002","71144016","8","60","10144023"
"22002","71144016","2","2","10144024"
"91002","71144017","8","60","10144025"
"22002","71144017","2","2","10144026"
"91002","71144018","8","60","10144027"
"22002","71144018","2","2","10144028"
"91002","71144019","8","60","10144029"
"22002","71144019","2","2","10144030"
"91002","71144020","8","60","10144031"
"22002","71144020","2","2","10144032"
"94002","71144021","12","50000","10144033"
"94002","71144022","12","100000","10144034"
"94002","71144023","12","150000","10144035"
"94002","71144024","12","200000","10144036"
"94002","71144025","12","250000","10144037"
"91002","71144026","8","50","10144038"
"31036","71144027","2","1","10144039"
"31036","71144028","2","1","10144040"
"31036","71144029","2","2","10144041"
"31036","71144030","2","2","10144042"
"31036","71144031","2","4","10144043"
"31036","71144032","2","10","10144044"
"31036","81144001","2","2","10144045"
"91002","81144001","8","30","10144046"
"61432","81144001","2","200","10144047"
"31036","81144002","2","2","10144048"
"91002","81144002","8","30","10144049"
"61432","81144002","2","200","10144050"
"31036","81144003","2","2","10144051"
"91002","81144003","8","30","10144052"
"94002","81144003","12","120000","10144053"
"91002","81144004","8","100","10144054"
"94002","81144011","12","500000","10144055"
"94002","81144012","12","500000","10144056"
"140001","81144013","4","20","10144057"
"94002","81144013","12","1000000","10144058"
"61442","61145001","2","5","10145001"
"61442","61145002","2","5","10145002"
"91002","71145001","8","30","10145003"
"22002","71145001","2","1","10145004"
"91002","71145002","8","30","10145005"
"22002","71145002","2","1","10145006"
"91002","71145003","8","30","10145007"
"22002","71145003","2","1","10145008"
"91002","71145004","8","30","10145009"
"22002","71145004","2","1","10145010"
"91002","71145005","8","30","10145011"
"22002","71145005","2","1","10145012"
"91002","71145006","8","30","10145013"
"22002","71145006","2","1","10145014"
"91002","71145007","8","30","10145015"
"22002","71145007","2","1","10145016"
"91002","71145008","8","30","10145017"
"22002","71145008","2","1","10145018"
"91002","71145009","8","30","10145019"
"22002","71145009","2","1","10145020"
"91002","71145010","8","30","10145021"
"22002","71145010","2","1","10145022"
"91002","71145011","8","30","10145023"
"22002","71145011","2","1","10145024"
"91002","71145012","8","30","10145025"
"22002","71145012","2","1","10145026"
"91002","71145013","8","30","10145027"
"22002","71145013","2","1","10145028"
"91002","71145014","8","30","10145029"
"22002","71145014","2","1","10145030"
"91002","71145015","8","30","10145031"
"22002","71145015","2","1","10145032"
"91002","71145016","8","60","10145033"
"22002","71145016","2","2","10145034"
"91002","71145017","8","60","10145035"
"22002","71145017","2","2","10145036"
"91002","71145018","8","60","10145037"
"22002","71145018","2","2","10145038"
"91002","71145019","8","60","10145039"
"22002","71145019","2","2","10145040"
"91002","71145020","8","60","10145041"
"22002","71145020","2","2","10145042"
"94002","71145021","12","50000","10145043"
"94002","71145022","12","100000","10145044"
"94002","71145023","12","150000","10145045"
"94002","71145024","12","200000","10145046"
"94002","71145025","12","250000","10145047"
"91002","71145026","8","50","10145048"
"31257","71145027","2","1","10145049"
"31257","71145028","2","1","10145050"
"31257","71145029","2","1","10145051"
"31257","71145030","2","1","10145052"
"31257","71145031","2","1","10145053"
"125701","71145032","1","1","10145054"
"31257","71145033","2","4","10145055"
"31257","81145001","2","1","10145056"
"91002","81145001","8","25","10145057"
"61442","81145001","2","100","10145058"
"31257","81145002","2","1","10145059"
"91002","81145002","8","25","10145060"
"31257","81145003","2","1","10145061"
"91002","81145003","8","25","10145062"
"61442","81145003","2","100","10145063"
"91002","81145004","8","50","10145064"
"94002","81145004","12","120000","10145065"
"61452","61146001","2","5","10146001"
"61452","61146002","2","5","10146002"
"91002","71146001","8","30","10146003"
"22002","71146001","2","1","10146004"
"91002","71146002","8","30","10146005"
"22002","71146002","2","1","10146006"
"91002","71146003","8","30","10146007"
"22002","71146003","2","1","10146008"
"91002","71146004","8","30","10146009"
"22002","71146004","2","1","10146010"
"91002","71146005","8","30","10146011"
"22002","71146005","2","1","10146012"
"91002","71146006","8","30","10146013"
"22002","71146006","2","1","10146014"
"91002","71146007","8","30","10146015"
"22002","71146007","2","1","10146016"
"91002","71146008","8","30","10146017"
"22002","71146008","2","1","10146018"
"91002","71146009","8","30","10146019"
"22002","71146009","2","1","10146020"
"91002","71146010","8","30","10146021"
"22002","71146010","2","1","10146022"
"91002","71146016","8","60","10146023"
"22002","71146016","2","2","10146024"
"91002","71146017","8","60","10146025"
"22002","71146017","2","2","10146026"
"91002","71146018","8","60","10146027"
"22002","71146018","2","2","10146028"
"91002","71146019","8","60","10146029"
"22002","71146019","2","2","10146030"
"91002","71146020","8","60","10146031"
"22002","71146020","2","2","10146032"
"94002","71146021","12","50000","10146033"
"94002","71146022","12","100000","10146034"
"94002","71146023","12","150000","10146035"
"94002","71146024","12","200000","10146036"
"94002","71146025","12","250000","10146037"
"91002","71146026","8","50","10146038"
"31010","71146027","2","1","10146039"
"31010","71146028","2","1","10146040"
"31010","71146029","2","2","10146041"
"31010","71146030","2","2","10146042"
"31010","71146031","2","4","10146043"
"31010","71146032","2","10","10146044"
"31010","81146001","2","2","10146045"
"91002","81146001","8","30","10146046"
"61452","81146001","2","200","10146047"
"31010","81146002","2","2","10146048"
"91002","81146002","8","30","10146049"
"61452","81146002","2","200","10146050"
"31010","81146003","2","2","10146051"
"91002","81146003","8","30","10146052"
"94002","81146003","12","120000","10146053"
"91002","81146004","8","100","10146054"
"94002","81146011","12","500000","10146055"
"94002","81146012","12","500000","10146056"
"140001","81146013","4","20","10146057"
"94002","81146013","12","1000000","10146058"
"61462","61147001","2","5","10147001"
"61462","61147002","2","5","10147002"
"91002","71147001","8","30","10147003"
"22002","71147001","2","1","10147004"
"91002","71147002","8","30","10147005"
"22002","71147002","2","1","10147006"
"91002","71147003","8","30","10147007"
"22002","71147003","2","1","10147008"
"91002","71147004","8","30","10147009"
"22002","71147004","2","1","10147010"
"91002","71147005","8","30","10147011"
"22002","71147005","2","1","10147012"
"91002","71147006","8","30","10147013"
"22002","71147006","2","1","10147014"
"91002","71147007","8","30","10147015"
"22002","71147007","2","1","10147016"
"91002","71147008","8","30","10147017"
"22002","71147008","2","1","10147018"
"91002","71147009","8","30","10147019"
"22002","71147009","2","1","10147020"
"91002","71147010","8","30","10147021"
"22002","71147010","2","1","10147022"
"91002","71147011","8","30","10147023"
"22002","71147011","2","1","10147024"
"91002","71147012","8","30","10147025"
"22002","71147012","2","1","10147026"
"91002","71147013","8","30","10147027"
"22002","71147013","2","1","10147028"
"91002","71147014","8","30","10147029"
"22002","71147014","2","1","10147030"
"91002","71147015","8","30","10147031"
"22002","71147015","2","1","10147032"
"91002","71147016","8","60","10147033"
"22002","71147016","2","2","10147034"
"91002","71147017","8","60","10147035"
"22002","71147017","2","2","10147036"
"91002","71147018","8","60","10147037"
"22002","71147018","2","2","10147038"
"91002","71147019","8","60","10147039"
"22002","71147019","2","2","10147040"
"91002","71147020","8","60","10147041"
"22002","71147020","2","2","10147042"
"94002","71147021","12","50000","10147043"
"94002","71147022","12","100000","10147044"
"94002","71147023","12","150000","10147045"
"94002","71147024","12","200000","10147046"
"94002","71147025","12","250000","10147047"
"91002","71147026","8","50","10147048"
"31044","71147027","2","1","10147049"
"31044","71147028","2","1","10147050"
"31044","71147029","2","1","10147051"
"31044","71147030","2","1","10147052"
"31044","71147031","2","1","10147053"
"31044","71147033","2","4","10147054"
"31044","81147001","2","1","10147055"
"91002","81147001","8","25","10147056"
"61462","81147001","2","100","10147057"
"31044","81147002","2","1","10147058"
"91002","81147002","8","25","10147059"
"31044","81147003","2","1","10147060"
"91002","81147003","8","25","10147061"
"61462","81147003","2","100","10147062"
"91002","81147004","8","50","10147063"
"94002","81147004","12","120000","10147064"
"61472","61148001","2","5","10148001"
"61472","61148002","2","5","10148002"
"91002","71148001","8","30","10148003"
"22002","71148001","2","1","10148004"
"91002","71148002","8","30","10148005"
"22002","71148002","2","1","10148006"
"91002","71148003","8","30","10148007"
"22002","71148003","2","1","10148008"
"91002","71148004","8","30","10148009"
"22002","71148004","2","1","10148010"
"91002","71148005","8","30","10148011"
"22002","71148005","2","1","10148012"
"91002","71148006","8","30","10148013"
"22002","71148006","2","1","10148014"
"91002","71148007","8","30","10148015"
"22002","71148007","2","1","10148016"
"91002","71148008","8","30","10148017"
"22002","71148008","2","1","10148018"
"91002","71148009","8","30","10148019"
"22002","71148009","2","1","10148020"
"91002","71148010","8","30","10148021"
"22002","71148010","2","1","10148022"
"91002","71148016","8","60","10148023"
"22002","71148016","2","2","10148024"
"91002","71148017","8","60","10148025"
"22002","71148017","2","2","10148026"
"91002","71148018","8","60","10148027"
"22002","71148018","2","2","10148028"
"91002","71148019","8","60","10148029"
"22002","71148019","2","2","10148030"
"91002","71148020","8","60","10148031"
"22002","71148020","2","2","10148032"
"94002","71148021","12","50000","10148033"
"94002","71148022","12","100000","10148034"
"94002","71148023","12","150000","10148035"
"94002","71148024","12","200000","10148036"
"94002","71148025","12","250000","10148037"
"91002","71148026","8","50","10148038"
"31029","71148027","2","1","10148039"
"31029","71148028","2","1","10148040"
"31029","71148029","2","2","10148041"
"31029","71148030","2","2","10148042"
"31029","71148031","2","4","10148043"
"31029","71148033","2","10","10148044"
"31029","81148001","2","2","10148045"
"91002","81148001","8","30","10148046"
"61472","81148001","2","200","10148047"
"31029","81148002","2","2","10148048"
"91002","81148002","8","30","10148049"
"61472","81148002","2","200","10148050"
"31029","81148003","2","2","10148051"
"91002","81148003","8","30","10148052"
"94002","81148003","12","120000","10148053"
"91002","81148004","8","100","10148054"
"94002","81148011","12","500000","10148055"
"94002","81148012","12","500000","10148056"
"140001","81148013","4","20","10148057"
"94002","81148013","12","1000000","10148058"
"61482","61149001","2","5","10149001"
"61482","61149002","2","5","10149002"
"91002","71149001","8","30","10149003"
"22002","71149001","2","1","10149004"
"91002","71149002","8","30","10149005"
"22002","71149002","2","1","10149006"
"91002","71149003","8","30","10149007"
"22002","71149003","2","1","10149008"
"91002","71149004","8","30","10149009"
"22002","71149004","2","1","10149010"
"91002","71149005","8","30","10149011"
"22002","71149005","2","1","10149012"
"91002","71149006","8","30","10149013"
"22002","71149006","2","1","10149014"
"91002","71149007","8","30","10149015"
"22002","71149007","2","1","10149016"
"91002","71149008","8","30","10149017"
"22002","71149008","2","1","10149018"
"91002","71149009","8","30","10149019"
"22002","71149009","2","1","10149020"
"91002","71149010","8","30","10149021"
"22002","71149010","2","1","10149022"
"91002","71149011","8","30","10149023"
"22002","71149011","2","1","10149024"
"91002","71149012","8","30","10149025"
"22002","71149012","2","1","10149026"
"91002","71149013","8","30","10149027"
"22002","71149013","2","1","10149028"
"91002","71149014","8","30","10149029"
"22002","71149014","2","1","10149030"
"91002","71149015","8","30","10149031"
"22002","71149015","2","1","10149032"
"91002","71149016","8","60","10149033"
"22002","71149016","2","2","10149034"
"91002","71149017","8","60","10149035"
"22002","71149017","2","2","10149036"
"91002","71149018","8","60","10149037"
"22002","71149018","2","2","10149038"
"91002","71149019","8","60","10149039"
"22002","71149019","2","2","10149040"
"91002","71149020","8","60","10149041"
"22002","71149020","2","2","10149042"
"94002","71149021","12","50000","10149043"
"94002","71149022","12","100000","10149044"
"94002","71149023","12","150000","10149045"
"94002","71149024","12","200000","10149046"
"94002","71149025","12","250000","10149047"
"91002","71149026","8","50","10149048"
"31267","71149027","2","1","10149049"
"31267","71149028","2","1","10149050"
"31267","71149029","2","1","10149051"
"31267","71149030","2","1","10149052"
"31267","71149031","2","1","10149053"
"126701","71149032","1","1","10149054"
"31267","71149033","2","4","10149055"
"31267","81149001","2","1","10149056"
"91002","81149001","8","25","10149057"
"61482","81149001","2","100","10149058"
"31267","81149002","2","1","10149059"
"91002","81149002","8","25","10149060"
"31267","81149003","2","1","10149061"
"91002","81149003","8","25","10149062"
"61482","81149003","2","100","10149063"
"91002","81149004","8","50","10149064"
"94002","81149004","12","120000","10149065"
"61492","61150001","2","5","10150001"
"61492","61150002","2","5","10150002"
"91002","71150001","8","30","10150003"
"22002","71150001","2","1","10150004"
"91002","71150002","8","30","10150005"
"22002","71150002","2","1","10150006"
"91002","71150003","8","30","10150007"
"22002","71150003","2","1","10150008"
"91002","71150004","8","30","10150009"
"22002","71150004","2","1","10150010"
"91002","71150005","8","30","10150011"
"22002","71150005","2","1","10150012"
"91002","71150006","8","30","10150013"
"22002","71150006","2","1","10150014"
"91002","71150007","8","30","10150015"
"22002","71150007","2","1","10150016"
"91002","71150008","8","30","10150017"
"22002","71150008","2","1","10150018"
"91002","71150009","8","30","10150019"
"22002","71150009","2","1","10150020"
"91002","71150010","8","30","10150021"
"22002","71150010","2","1","10150022"
"91002","71150016","8","60","10150023"
"22002","71150016","2","2","10150024"
"91002","71150017","8","60","10150025"
"22002","71150017","2","2","10150026"
"91002","71150018","8","60","10150027"
"22002","71150018","2","2","10150028"
"91002","71150019","8","60","10150029"
"22002","71150019","2","2","10150030"
"91002","71150020","8","60","10150031"
"22002","71150020","2","2","10150032"
"94002","71150021","12","50000","10150033"
"94002","71150022","12","100000","10150034"
"94002","71150023","12","150000","10150035"
"94002","71150024","12","200000","10150036"
"94002","71150025","12","250000","10150037"
"91002","71150026","8","50","10150038"
"31047","71150027","2","1","10150039"
"31047","71150028","2","1","10150040"
"31047","71150029","2","2","10150041"
"31047","71150030","2","2","10150042"
"31047","71150031","2","4","10150043"
"31047","71150032","2","10","10150044"
"31047","81150001","2","2","10150045"
"91002","81150001","8","30","10150046"
