a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040
"3","1","0","1007413","","0.2","0","100931","mhp_sit_out","1007413160","mhp_idle_normal"
"93","","","1007413","","","","0.2","0","1007413161",""
"3","0","1","1007413","","0.2","","100931","mhp_walk","1007413162",""
"2","0","-220","1007413","","","","100931","35","1007413163","1.5"
"2","0","-220","1007413","","","","31","35","1007413164","1.5"
"2","0","-220","1007413","","","","11","35","1007413165","1.5"
"2","0","-220","1007413","","","","12","35","1007413166","1.5"
"93","","","1007413","","","","0.3","0","1007413167",""
"3","1","0","1007413","","0.2","0","117531","mhp_handover_in","1007413168","mhp_handover_loop"
"6","1","1","1007413","","0","0","21","1","1007413169","1"
"6","1","1","1007413","","0","0","22","1","1007413170","1"
"3","1","0","1007413","","0.2","0","21","mhp_handover_in","1007413171","mhp_handover_loop"
"3","1","0","1007413","","0.2","0","22","mhp_item_EX0008_handover_in","1007413172","mhp_item_EX0008_handover_loop"
"93","","","1007413","","","","1.2","0","1007413173",""
"3","1","0","1007413","","0.2","0","100931","mhp_handover_receive_in","1007413174","mhp_handover_receive_loop"
"6","1","1","1007413","","0","0","11","1","1007413175","1"
"6","1","1","1007413","","0","0","12","1","1007413176","1"
"3","1","0","1007413","","0.2","0","11","mhp_receive_anna_in","1007413177","mhp_receive_anna_loop"
"3","1","0","1007413","","0.2","0","12","mhp_item_EX0008_receive_in","1007413178","mhp_item_EX0008_receive_loop"
"93","","","1007413","","","","0.6","0","1007413179",""
"6","1","1","1007413","","0.4","0","22","1","1007413180","1"
"93","","","1007413","","","","0.4","0","1007413181",""
"3","1","0","1007413","","0.2","0","117531","mhp_handover_out","1007413182","mhp_idle_normal"
"3","1","0","1007413","","0.2","0","21","mhp_handover_out","1007413183","NoItem_idle"
"3","1","0","1007413","","0.2","0","22","mhp_item_EX0008_handover_out","1007413184","NoItem_idle"
"93","","","1007413","","","","0.4","0","1007413185",""
"3","1","0","1007413","","0.2","0","100931","mhp_handover_receive_out","1007413186","mhp_idle_normal"
"3","1","0","1007413","","0.2","0","11","mhp_receive_anna_out","1007413187","NoItem_idle"
"3","1","0","1007413","","0.2","0","12","mhp_item_EX0008_receive_out","1007413188","NoItem_idle"
"93","","","1007413","","","","2","","1007413189",""
"3","","1","1007413","","0.2","","100931","mhp_talk_worry","1007413190",""
"21","","0","1007413","","","","vo_mhp_1007413","vo_mhp_3015","1007413191","0"
"11","0","5","1007413","0.5","0","0","100931","ん？　あれ、これって普通の錠剤？\nもっと劇薬みたいのが出てくるかと……","1007413192","1"
"91","","","1007413","","","","0","","1007413193",""
"3","","1","1007413","","0.2","","117531","mhp_talk_thinking","1007413194",""
"21","","0","1007413","","","","vo_mhp_1007413","vo_mhp_3016","1007413195","0"
"11","0","8","1007413","0.5","0","0","117531","そういうのがお好みなら\nそっちもあるわよ？","1007413196","1"
"91","","","1007413","","","","0","","1007413197",""
"3","1","0","1007413","","0.2","0.2","100931","mhp_anna_huhuStand_in","1007413198","mhp_anna_huhuStand_loop"
"93","","","1007413","","","","1","0","1007413199",""
"3","","1","1007413","","0.2","","117531","mhp_idle_normal","1007413200",""
"3","","1","1007413","","0.2","","100931","mhp_talk_normal","1007413201",""
"21","","0","1007413","","","","vo_mhp_1007413","vo_mhp_3017","1007413202","0"
"11","0","5","1007413","0.5","0","0","100931","世話になったな\nひとまず今日のところは退くとしよう。\nなに、心配は無用だ、明日には\n完治しているだろう。さらばだ！","1007413203","1"
"91","","","1007413","","","","0","","1007413204",""
"22","","","1007413","","","","0","0","1007413205",""
"3","","1","1007413","","0.2","","100931","mhp_run","1007413206",""
"4","","","1007413","","","","100931","1","1007413207",""
"2","0","-220","1007413","","","","100931","-1000","1007413208","3"
"93","","","1007413","","","","3","0","1007413209",""
"91","","","1007413","","","","0","","1007413210",""
"1","-220","100","1007414","mhp_idle_normal","1.7","0","1","100931","1007414001","-1000"
"1","-200","100","1007414","mhp_sit_idle","1.7","1","1","117631","1007414002","365"
"1","-220","100","1007414","mhp_sit_idle","1.7","1","1","117531","1007414003","185"
"31","0.85","-240","1007414","","1","","1","1","1007414004","-154"
"5","-220","110","1007414","NoItem","1.7","0","1","11","1007414005","-200"
"5","-220","105","1007414","NoItem","1.7","0","1","12","1007414006","-200"
"5","-220","110","1007414","NoItem","1.7","1","1","21","1007414007","185"
"5","-220","105","1007414","NoItem","1.7","1","1","22","1007414008","185"
"6","0","1","1007414","","0","0","11","1","1007414009","1"
"6","0","1","1007414","","0","0","12","1","1007414010","1"
"6","0","1","1007414","","0","0","21","1","1007414011","1"
"6","0","1","1007414","","0","0","22","1","1007414012","1"
"5","-220","110","1007414","NoItem","1.7","0","1","31","1007414013","-1000"
"91","","","1007414","","","","0","","1007414014",""
"3","","1","1007414","","0.2","","117531","mhp_sit_talk_normal","1007414015",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3101","1007414016","0"
"11","0","8","1007414","0.5","0","0","117531","アンナちゃん、どうぞー","1007414017","0"
"91","","","1007414","","","","0","","1007414018",""
"3","","1","1007414","","0.2","","117531","mhp_sit_idle","1007414019",""
"3","","1","1007414","","0.2","","100931","mhp_anna_walk_sad","1007414020",""
"2","0","-220","1007414","","","","100931","-200","1007414021","4"
"3","","1","1007414","","0.2","","31","NoItem","1007414022",""
"2","0","-220","1007414","","","","31","-200","1007414023","4"
"91","","","1007414","","","","0","","1007414024",""
"3","","0","1007414","","0.2","","100931","mhp_sit_in_sad","1007414025",""
"93","","","1007414","","","","0.2","0","1007414026",""
"3","1","0","1007414","","0.2","","100931","mhp_anna_dark_in","1007414027","mhp_anna_dark_loop"
"3","1","0","1007414","","0.2","","31","mhp_anna_dark_in","1007414028","mhp_anna_dark_loop"
"93","","","1007414","","","","1","0","1007414029",""
"3","","1","1007414","","0.2","","117531","mhp_sit_talk_normal","1007414030",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3102","1007414031","0"
"11","0","6","1007414","0.5","0","0","117531","あら、その様子だと\n「不可視の暗殺者」とやらの攻撃は\nまだ続いてるみたいね。","1007414032","1"
"91","","","1007414","","","","0","","1007414033",""
"3","","1","1007414","","0.2","","117531","mhp_sit_idle","1007414034",""
"3","","1","1007414","","0.2","","100931","mhp_sit_talk_sad","1007414035",""
"3","","1","1007414","","0.2","","31","NoItem","1007414036",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3103","1007414037","0"
"11","0","4","1007414","1","0","0","100931","う、うむ、前は頭の痛みで集中力を\n削ぎにきていたが、うぅ……\n今回は魔法を封じにきたようだ。","1007414038","1"
"91","","","1007414","","","","0","","1007414039",""
"3","1","0","1007414","","0.2","0","100931","mhp_anna_huhu_in","1007414040","mhp_anna_huhu_loop"
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3104","1007414041","0"
"11","0","6","1007414","0.5","0","0","100931","くくく、よほど我が魔法が\n恐ろしいらしい、あぅ……","1007414042","1"
"91","","","1007414","","","","0","0","1007414043",""
"93","","","1007414","","","","0.2","0","1007414044",""
"12","","2","1007414","","0","0","100931","15","1007414045",""
"3","","1","1007414","","0.2","","100931","mhp_anna_huhu_loop2","1007414046",""
"93","","","1007414","","","","2","0","1007414047",""
"3","","1","1007414","","0.2","","117531","mhp_sit_talk_thinking","1007414048",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3105","1007414049","0"
"11","0","6","1007414","0.5","0","0","117531","ふーん、つまりのどが痛くて\n詠唱が辛くて魔法が使えないと。","1007414050","1"
"91","","","1007414","","","","0","","1007414051",""
"3","","1","1007414","","0.2","","117531","mhp_sit_idle","1007414052",""
"3","","1","1007414","","0.2","","100931","mhp_sit_talk_anger2","1007414053",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3106","1007414054","0"
"11","0","6","1007414","0.5","0","0","100931","そ、そんな軽いものではない！\nこれは禁じられた封印術\n「魔殺しの痛刻」に違いな――","1007414055","1"
"91","","","1007414","","","","0","","1007414056",""
"3","","1","1007414","","0.2","","117531","mhp_sit_talk_wish2","1007414057",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3107","1007414058","0"
"11","0","8","1007414","0.5","0","0","117531","病院内ではお静かに。","1007414059","1"
"91","","","1007414","","","","0","","1007414060",""
"3","","1","1007414","","0.2","","117531","mhp_sit_idle","1007414061",""
"3","","1","1007414","","0.2","","100931","mhp_sit_talk_sad","1007414062",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3108","1007414063","0"
"11","0","10","1007414","0.5","0","0","100931","あ、はい……","1007414064","1"
"91","","","1007414","","","","0","","1007414065",""
"3","","1","1007414","","0.2","","100931","mhp_sit_idle_sad","1007414066",""
"3","","1","1007414","","0.2","","117531","mhp_sit_talk_normal","1007414067",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3109","1007414068","0"
"11","0","7","1007414","0.5","0","0","117531","でも、アンナちゃんが静かというのも\nなんだか気持ちが悪いわね。\n同じギルドのよしみ、\n悪いようにはしないわ。","1007414069","1"
"91","","","1007414","","","","0","","1007414070",""
"22","","","1007414","","","","0","0","1007414071",""
"103","","0","1007414","","","","「金色の天露」を処方するわね。","1007414075","1007414072",""
"103","","0","1007414","","","","この聖杯でうがいしなさい。","1007414128","1007414073",""
"103","","0","1007414","","","","この封魔帯で乾燥を防ぎなさい。","1007414180","1007414074",""
"3","1","0","1007414","","0.2","0","117531","mhp_sit_out","1007414075","mhp_idle_normal"
"93","","","1007414","","","","0.6","0","1007414076",""
"3","1","0","1007414","","0.2","0","100931","mhp_sit_out","1007414077","mhp_idle_normal"
"93","","","1007414","","","","0.2","0","1007414078",""
"3","0","1","1007414","","0.2","","100931","mhp_walk_sad","1007414079",""
"2","0","-220","1007414","","","","100931","35","1007414080","1.5"
"2","0","-220","1007414","","","","31","35","1007414081","1.5"
"2","0","-220","1007414","","","","11","35","1007414082","1.5"
"2","0","-220","1007414","","","","12","35","1007414083","1.5"
"93","","","1007414","","","","0.3","0","1007414084",""
"3","1","0","1007414","","0.2","0","117531","mhp_handover_in","1007414085","mhp_handover_loop"
"6","1","1","1007414","","0","0","21","1","1007414086","1"
"6","1","1","1007414","","0","0","22","1","1007414087","1"
"3","1","0","1007414","","0.2","0","21","mhp_handover_in","1007414088","mhp_handover_loop"
"3","1","0","1007414","","0.2","0","22","mhp_item_EX0005_handover_in","1007414089","mhp_item_EX0005_handover_loop"
"93","","","1007414","","","","1.2","0","1007414090",""
"3","","1","1007414","","0.2","","100931","mhp_idle_sad","1007414091",""
"93","","","1007414","","","","0.5","0","1007414092",""
"3","1","0","1007414","","0.2","0","100931","mhp_surprise","1007414093","mhp_talk_surprise1"
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3110","1007414094","0"
"11","0","5","1007414","0.5","0","0","100931","そ、それは霊峰に生息する花から\n採れる、伝説の蜜では！\nこれさえあればすぐにでも\n千の魔法を唱えられるであろう！","1007414095","1"
"93","","","1007414","","","","6","1","1007414096",""
"3","","0","1007414","","0.2","","100931","mhp_anna_huhuStand_in","1007414097",""
"91","","","1007414","","","","0","","1007414098",""
"3","1","0","1007414","","0.2","0.2","100931","mhp_anna_ahahaStand_in","1007414099","mhp_anna_ahahaStand_loop"
"93","","","1007414","","","","0","1","1007414100",""
"91","","","1007414","","","","1007414095","","1007414101",""
"22","","","1007414","","","","0","0","1007414102",""
"93","","","1007414","","","","1","","1007414103",""
"3","1","0","1007414","","0.2","0","100931","mhp_handover_receive_in","1007414104","mhp_handover_receive_loop"
"6","1","1","1007414","","0","0","11","1","1007414105","1"
"6","1","1","1007414","","0","0","12","1","1007414106","1"
"3","1","0","1007414","","0.2","0","11","mhp_receive_anna_in","1007414107","mhp_receive_anna_loop"
"3","1","0","1007414","","0.2","0","12","mhp_item_EX0005_receive_in","1007414108","mhp_item_EX0005_receive_loop"
"93","","","1007414","","","","0.6","0","1007414109",""
"6","1","1","1007414","","0.4","0","22","1","1007414110","1"
"93","","","1007414","","","","0.4","0","1007414111",""
"3","1","0","1007414","","0.2","0","117531","mhp_handover_out","1007414112","mhp_idle_normal"
"3","1","0","1007414","","0.2","0","21","mhp_handover_out","1007414113","NoItem_idle"
"3","1","0","1007414","","0.2","0","22","mhp_item_EX0005_handover_out","1007414114","NoItem_idle"
"93","","","1007414","","","","0.4","0","1007414115",""
"3","1","0","1007414","","0.2","0","100931","mhp_handover_receive_out","1007414116","mhp_idle_normal"
"3","1","0","1007414","","0.2","0","11","mhp_receive_anna_out","1007414117","NoItem_idle"
"3","1","0","1007414","","0.2","0","12","mhp_item_EX0005_receive_out","1007414118","NoItem_idle"
"93","","","1007414","","","","2","","1007414119",""
"3","","1","1007414","","0.2","","100931","mhp_idle_memory","1007414120",""
"93","","","1007414","","","","0.2","0","1007414121",""
"3","","1","1007414","","0.2","","117631","mhp_sit_idle_sad","1007414122",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3111","1007414123","0"
"11","0","6","1007414","0.5","0","0","117631","（あれ、どう見てもただの\nのど用シロップだよね？\n物は言いようってやつかな）","1007414124","1"
"91","","","1007414","","","","0","","1007414125",""
"3","","1","1007414","","0.2","","117631","mhp_sit_idle","1007414126",""
"101","","","1007414","","","","1007414224","","1007414127",""
"3","1","0","1007414","","0.2","0","117531","mhp_sit_out","1007414128","mhp_idle_normal"
"93","","","1007414","","","","0.6","0","1007414129",""
"3","1","0","1007414","","0.2","0","100931","mhp_sit_out","1007414130","mhp_idle_normal"
"93","","","1007414","","","","0.2","0","1007414131",""
"3","0","1","1007414","","0.2","","100931","mhp_walk_sad","1007414132",""
"2","0","-220","1007414","","","","100931","35","1007414133","1.5"
"2","0","-220","1007414","","","","31","35","1007414134","1.5"
"2","0","-220","1007414","","","","11","35","1007414135","1.5"
"2","0","-220","1007414","","","","12","35","1007414136","1.5"
"93","","","1007414","","","","0.3","0","1007414137",""
"3","1","0","1007414","","0.2","0","117531","mhp_handover_in","1007414138","mhp_handover_loop"
"6","1","1","1007414","","0","0","21","1","1007414139","1"
"6","1","1","1007414","","0","0","22","1","1007414140","1"
"3","1","0","1007414","","0.2","0","21","mhp_handover_in","1007414141","mhp_handover_loop"
"3","1","0","1007414","","0.2","0","22","mhp_item_EX0013_handover_in","1007414142","mhp_item_EX0013_handover_loop"
"93","","","1007414","","","","1.2","0","1007414143",""
"3","","1","1007414","","0.2","","100931","mhp_idle_sad","1007414144",""
"93","","","1007414","","","","0.5","0","1007414145",""
"3","1","0","1007414","","0.2","0","100931","mhp_surprise","1007414146","mhp_talk_surprise1"
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3112","1007414147","0"
"11","0","5","1007414","0.5","0","0","100931","こ、これがあの伝説の……！\nふふふ、これでわれはさらに至高の\n領域へと達するであろう！","1007414148","1"
"93","","","1007414","","","","3.5","1","1007414149",""
"3","","0","1007414","","0.2","","100931","mhp_anna_huhuStand_in","1007414150",""
"91","","","1007414","","","","0","","1007414151",""
"3","1","0","1007414","","0.2","0.2","100931","mhp_anna_ahahaStand_in","1007414152","mhp_anna_ahahaStand_loop"
"91","","","1007414","","","","1007414148","","1007414153",""
"22","","","1007414","","","","0","0","1007414154",""
"93","","","1007414","","","","1","0","1007414155",""
"3","1","0","1007414","","0.2","0","100931","mhp_handover_receive_in","1007414156","mhp_handover_receive_loop"
"6","1","1","1007414","","0","0","11","1","1007414157","1"
"6","1","1","1007414","","0","0","12","1","1007414158","1"
"3","1","0","1007414","","0.2","0","11","mhp_receive_anna_in","1007414159","mhp_receive_anna_loop"
"3","1","0","1007414","","0.2","0","12","mhp_item_EX0013_receive_in","1007414160","mhp_item_EX0013_receive_loop"
"93","","","1007414","","","","0.6","0","1007414161",""
"6","1","1","1007414","","0.4","0","22","1","1007414162","1"
"93","","","1007414","","","","0.4","0","1007414163",""
"3","1","0","1007414","","0.2","0","117531","mhp_handover_out","1007414164","mhp_idle_normal"
"3","1","0","1007414","","0.2","0","21","mhp_handover_out","1007414165","NoItem_idle"
"3","1","0","1007414","","0.2","0","22","mhp_item_EX0013_handover_out","1007414166","NoItem_idle"
"93","","","1007414","","","","0.4","0","1007414167",""
"3","1","0","1007414","","0.2","0","100931","mhp_handover_receive_out","1007414168","mhp_idle_normal"
"3","1","0","1007414","","0.2","0","11","mhp_receive_anna_out","1007414169","NoItem_idle"
"3","1","0","1007414","","0.2","0","12","mhp_item_EX0013_receive_out","1007414170","NoItem_idle"
"93","","","1007414","","","","2","","1007414171",""
"3","","1","1007414","","0.2","","100931","mhp_idle_memory","1007414172",""
"93","","","1007414","","","","0.2","","1007414173",""
"3","","1","1007414","","0.2","","117531","mhp_idle_thinking","1007414174",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3113","1007414175","0"
"11","0","7","1007414","0.5","0","0","117531","（ただのコップでこんなによろこんで\nくれるなら安いものだわ）","1007414176","1"
"91","","","1007414","","","","0","","1007414177",""
"3","","1","1007414","","0.2","","117531","mhp_idle_normal","1007414178",""
"101","","","1007414","","","","1007414224","","1007414179",""
"3","1","0","1007414","","0.2","0","117531","mhp_sit_out","1007414180","mhp_idle_normal"
"93","","","1007414","","","","0.6","0","1007414181",""
"3","1","0","1007414","","0.2","0","100931","mhp_sit_out","1007414182","mhp_idle_normal"
"93","","","1007414","","","","0.2","0","1007414183",""
"3","0","1","1007414","","0.2","","100931","mhp_walk_sad","1007414184",""
"2","0","-220","1007414","","","","100931","35","1007414185","1.5"
"2","0","-220","1007414","","","","31","35","1007414186","1.5"
"2","0","-220","1007414","","","","11","35","1007414187","1.5"
"2","0","-220","1007414","","","","12","35","1007414188","1.5"
"93","","","1007414","","","","0.3","0","1007414189",""
"3","1","0","1007414","","0.2","0","117531","mhp_handover_in","1007414190","mhp_handover_loop"
"6","1","1","1007414","","0","0","21","1","1007414191","1"
"6","1","1","1007414","","0","0","22","1","1007414192","1"
"3","1","0","1007414","","0.2","0","21","mhp_handover_in","1007414193","mhp_handover_loop"
"3","1","0","1007414","","0.2","0","22","mhp_item_EX0012_handover_in","1007414194","mhp_item_EX0012_handover_loop"
"93","","","1007414","","","","1.2","0","1007414195",""
"3","1","0","1007414","","0.2","0","100931","mhp_handover_receive_sad_in","1007414196","mhp_handover_receive_sad_loop"
"6","1","1","1007414","","0","0","11","1","1007414197","1"
"6","1","1","1007414","","0","0","12","1","1007414198","1"
"3","1","0","1007414","","0.2","0","11","mhp_receive_anna_in","1007414199","mhp_receive_anna_loop"
"3","1","0","1007414","","0.2","0","12","mhp_item_EX0012_receive_in","1007414200","mhp_item_EX0012_receive_loop"
"93","","","1007414","","","","0.6","0","1007414201",""
"6","1","1","1007414","","0.4","0","22","1","1007414202","1"
"93","","","1007414","","","","0.4","0","1007414203",""
"3","1","0","1007414","","0.2","0","117531","mhp_handover_out","1007414204","mhp_idle_normal"
"3","1","0","1007414","","0.2","0","21","mhp_handover_out","1007414205","NoItem_idle"
"3","1","0","1007414","","0.2","0","22","mhp_item_EX0012_handover_out","1007414206","NoItem_idle"
"93","","","1007414","","","","0.4","0","1007414207",""
"3","1","0","1007414","","0.2","0","100931","mhp_handover_receive_sad_out","1007414208","mhp_idle_normal_sad"
"3","1","0","1007414","","0.2","0","11","mhp_receive_anna_out","1007414209","NoItem_idle"
"3","1","0","1007414","","0.2","0","12","mhp_item_EX0012_receive_out","1007414210","NoItem_idle"
"93","","","1007414","","","","2","","1007414211",""
"3","","1","1007414","","0.2","","100931","mhp_idle_worry","1007414212",""
"93","","","1007414","","","","0.2","0","1007414213",""
"3","","1","1007414","","0.2","","100931","mhp_talk_worry","1007414214",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3114","1007414215","0"
"11","0","4","1007414","0.5","0","0","100931","くっ、つまりは戦略的休息ということか\n分かった、今は大人しく従おう……","1007414216","1"
"91","","","1007414","","","","0","","1007414217",""
"3","","1","1007414","","0.2","","100931","mhp_idle_worry","1007414218",""
"3","","1","1007414","","0.2","","117531","mhp_idle_thinking","1007414219",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3115","1007414220","0"
"11","0","7","1007414","0.5","0","0","117531","（市販のマスクをこんな呼び方して……\n私まで染められてきちゃったじゃない）","1007414221","1"
"91","","","1007414","","","","0","","1007414222",""
"3","","1","1007414","","0.2","","117531","mhp_idle_normal","1007414223",""
"91","","","1007414","","","","0","","1007414224",""
"3","1","0","1007414","","0.2","0.2","100931","mhp_anna_darkStand_in","1007414225","mhp_anna_darkStand_loop"
"3","1","0","1007414","","0.2","0.2","31","mhp_anna_darkStand_in","1007414226","mhp_anna_darkStand_loop"
"93","","","1007414","","","","0.1","0","1007414227",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3116","1007414228","0"
"11","0","5","1007414","0.5","0","0","100931","「不可視の暗殺者」……\n想像以上の難敵だ。\nだがやつらは\n後悔することになるだろう。","1007414229","1"
"91","","","1007414","","","","0","","1007414230",""
"3","1","0","1007414","","0.2","0.2","100931","mhp_anna_ahahaStand_in","1007414231","mhp_anna_ahahaStand_loop"
"3","","1","1007414","","0.2","","31","NoItem","1007414232",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3117","1007414233","0"
"11","0","5","1007414","0.5","0","0","100931","この危機を克服した私の\n新たなる力に戦慄するがいい！","1007414234","1"
"91","","","1007414","","","","0","","1007414235",""
"3","","1","1007414","","0.2","","117531","mhp_talk_worry","1007414236",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3118","1007414237","0"
"11","0","8","1007414","0.5","0","0","117531","だから、病院内では静かに。","1007414238","1"
"91","","","1007414","","","","0","","1007414239",""
"3","","1","1007414","","0.2","","117531","mhp_idle_normal","1007414240",""
"3","","1","1007414","","0.2","","100931","mhp_talk_worry","1007414241",""
"3","","1","1007414","","0.2","","31","NoItem","1007414242",""
"21","","0","1007414","","","","vo_mhp_1007414","vo_mhp_3119","1007414243","0"
"11","0","8","1007414","0.5","0","0","100931","は、はい……","1007414244","1"
"91","","","1007414","","","","0","","1007414245",""
"93","","","1007414","","","","1","","1007414246",""
"3","","1","1007414","","0.2","","100931","mhp_run_sad","1007414247",""
"4","","","1007414","","","","100931","1","1007414248",""
"2","0","-220","1007414","","","","100931","-1000","1007414249","3"
"93","","","1007414","","","","3","0","1007414250",""
"91","","","1007414","","","","0","","1007414251",""
"1","-220","100","1007415","mhp_idle_normal","1.7","0","1","100931","1007415001","-1000"
"1","-200","100","1007415","mhp_sit_idle","1.7","1","1","117631","1007415002","365"
"1","-220","104","1007415","mhp_sit_idle","1.7","1","1","117531","1007415003","185"
"31","0.85","-240","1007415","","1","","1","1","1007415004","-154"
"31","1","-50","1007415","","0","","20","120","1007415005","-237"
"31","1","0","1007415","","0","","30","130","1007415006","160"
"31","1","0","1007415","","0","","11","111","1007415007","0"
"5","-220","110","1007415","NoItem","1.7","0","1","11","1007415008","-200"
"5","-220","105","1007415","NoItem","1.7","0","1","12","1007415009","-200"
"5","-220","110","1007415","NoItem","1.7","1","1","21","1007415010","170"
"5","-220","105","1007415","NoItem","1.7","1","1","22","1007415011","170"
"6","0","1","1007415","","0","0","11","1","1007415012","1"
"6","0","1","1007415","","0","0","12","1","1007415013","1"
"6","0","1","1007415","","0","0","21","1","1007415014","1"
"6","0","1","1007415","","0","0","22","1","1007415015","1"
"91","","","1007415","","","","0","","1007415016",""
"3","","1","1007415","","0.2","","117531","mhp_sit_talk_normal","1007415017",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3201","1007415018","0"
"11","0","8","1007415","0.5","0","0","117531","アンナちゃん、どうぞー","1007415019","0"
"91","","","1007415","","","","0","","1007415020",""
"3","","1","1007415","","0.2","","117531","mhp_sit_idle","1007415021",""
"3","","1","1007415","","0.2","","100931","mhp_anna_chill_walk","1007415022",""
"2","0","-220","1007415","","","","100931","-200","1007415023","4"
"91","","","1007415","","","","0","","1007415024",""
"3","1","0","1007415","","0.2","0.2","100931","mhp_anna_chill_sit_in","1007415025","mhp_anna_chill_sit_idle"
"93","","","1007415","","","","2","0","1007415026",""
"3","","1","1007415","","0.2","","117531","mhp_sit_talk_normal","1007415027",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3202","1007415028","0"
"11","0","6","1007415","0.5","0","0","117531","って、……ずいぶん辛そうね\nそれも「不可視の暗殺者」の\n仕業かしら？","1007415029","1"
"91","","","1007415","","","","0","","1007415030",""
"3","","1","1007415","","0.2","","117531","mhp_sit_idle","1007415031",""
"3","","1","1007415","","0.2","","100931","mhp_anna_chill_loop","1007415032",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3203","1007415033","0"
"11","0","4","1007415","0.5","0","0","100931","分かんない……\nなんかもう、ぼうっとするし\nぐらぐらするし、ひたすらつらい……","1007415034","1"
"91","","","1007415","","","","0","","1007415035",""
"3","","1","1007415","","0.2","","117531","mhp_sit_talk_normal","1007415036",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3204","1007415037","0"
"11","0","7","1007415","0.5","0","0","117531","これまでの症状が治まったからって\nナナカちゃんと魔法合戦なんかして\n羽目を外し過ぎたせいね\nふふ、ダメな団長さん♪","1007415038","1"
"91","","","1007415","","","","0","","1007415039",""
"3","","1","1007415","","0.2","","117531","mhp_sit_idle","1007415040",""
"3","","1","1007415","","0.2","","100931","mhp_anna_sit_talk_sad","1007415041",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3205","1007415042","0"
"11","0","5","1007415","0.5","0","0","100931","ごめん、なさい……","1007415043","1"
"91","","","1007415","","","","0","","1007415044",""
"3","","1","1007415","","0.2","","100931","mhp_anna_chill_sit_idle","1007415045",""
"3","","1","1007415","","0.2","","117531","mhp_sit_talk_normal","1007415046",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3206","1007415047","0"
"11","0","6","1007415","0.5","0","0","117531","はぁ、こんな調子じゃ\nからかいがいもないわね\nそんなふがいないあなたには\n罰を与えなきゃ。","1007415048","1"
"91","","","1007415","","","","0","","1007415049",""
"3","","1","1007415","","0.2","","117531","mhp_sit_idle","1007415050",""
"3","","1","1007415","","0.2","","100931","mhp_anna_sit_talk_worry","1007415051",""
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3207","1007415052","0"
"11","0","5","1007415","0.5","0","0","100931","か、覚悟はしている……\nでも、痛いのはちょっと……","1007415053","1"
"91","","","1007415","","","","0","","1007415054",""
"3","","1","1007415","","0.2","","100931","mhp_anna_chill_sit_idle","1007415055",""
"3","1","0","1007415","","0.2","0.2","117531","mhp_sit_out","1007415056","mhp_anna_ahahaStand_loop"
"21","","0","1007415","","","","vo_mhp_1007415","vo_mhp_3208","1007415057","0"
"11","0","6","1007415","0.5","0","0","117531","大丈夫、どんな病も私の目からは\n逃れられないから！","1007415058","1"
"91","","","1007415","","","","0","","1007415059",""
