947c64b74bc3c2d5ab5ff7c20b7dbff6e9b03e591a13884b2f9c36b926b62bb9,49532ae1abed5e36db30c5777acad97d22596ac9b17908cdaa88fae044b9cf09,2ec290f95b7d62020d9f4b528f5802db78db4c15b4155579760c143a72e60396,e00cb23af1e602cc77913909f890c21b5a712031cc0bc1c53cf46be68b7e74a6,800819a992b0dd604eb6f5e96d9844135b704ba8d810976f6b16200dfdb57e27,f02e24f46feaaeb8813943e1850c5d487b9f509bdf5666bda3e3b232366ed7cf,283a00bbebfff9b6c7d81b9214539d2690c2252937f8aa8db715b3ff081f5d1d,506355ab49b85f635395326c3ab5fabf444651f1d3df00cc4491f16a66f8a102,15d7deea7c35555aff365acb41b3fce752607c56c02c256f0b062a4748e9744c,cf0b6728e1abaf815118f48355e3d73ba93ecade365cc9de213a8ce975ca72d4,fd2f640bca4b2e80044ba3c9bb935f1af107b4e969386152c9cc0a9d150a438c
"38212033","","91","","","38212","","","","","0"
"38212034","","3","0.2","","38212","1","","1","wac_idle_smile_L","102611"
"38212035","","3","0.2","wac_talk_doya_loop","38212","1","","0","wac_talk_doya_in","105211"
"38212036","","21","","0","38212","","","0","vo_wac_230303_003","vo_wac_230303"
"38212037","0.5","11","0","1","38212","1","0","10","もう、リンちゃんったら。\nシオリちゃんの言う通り、\nあと少しだからこそ\n気を引き締めないとだめよ？","105211"
"38212038","","91","","","38212","","","","","0"
"38212039","","22","","","38212","","","","0","0"
"38212040","","111","","","38212","","","","",""
"38213001","","3","0.2","","38213","","","1","wac_idle_smile_L","102611"
"38213002","","3","0.2","","38213","","","1","wac_idle_wish_L","103811"
"38213003","","3","0.2","","38213","","","1","wac_idle_smile","103311"
"38213004","","3","0.2","","38213","","","1","wac_idle_doya","105211"
"38213005","","3","0.2","","38213","","","1","wac_no_items","111"
"38213006","","3","0.2","","38213","","","1","wac_no_items","113"
"38213007","","3","0.2","","38213","","","1","wac_no_items","114"
"38213008","","3","0.2","","38213","","","1","wac_no_items","115"
"38213009","","2","","0","38213","","","-360","-335","102611"
"38213010","","2","","0","38213","","","-335","-190","103811"
"38213011","","2","","0","38213","","","-335","190","103311"
"38213012","","2","","0","38213","","","-360","350","105211"
"38213013","","2","","0","38213","","","-360","-335","111"
"38213014","","2","","0","38213","","","-335","-190","113"
"38213015","","2","","0","38213","","","-335","190","114"
"38213016","","2","","0","38213","","","-360","350","115"
"38213017","","32","","","38213","","","","0","49"
"38213018","","32","","","38213","","","","1","52"
"38213019","","32","","","38213","","","","0","15"
"38213020","","91","","","38213","","","","","0"
"38311001","wac_default_01","1","2","-108","38311","-213","0","202","103811","1"
"38311002","wac_default_03","5","2","-108","38311","-213","0","201","111","1"
"38311003","","31","1","0","38311","1","","0","43","43"
"38311004","","31","0","0","38311","1","","0","44","44"
"38311005","","31","0","0","38311","1","","0","11","11"
"38311006","","3","0.2","","38311","0","","0","wac_paint_01","103811"
"38311007","","3","0.2","","38311","0","","0","wac_paint_03","111"
"38311008","","93","","","38311","","","","0","0"
"38311009","","32","","","38311","","","","1","11"
"38311010","","23","","","38311","","","0","se_10035700_brush","se_10035700"
"38311011","","13","","","38311","","","","300","103811"
"38311012","","131","","","38311","","","","","1"
"38312001","","3","0.2","wac_talk_sad_loop","38312","1","","0","wac_talk_sad_in","103811"
"38312002","","3","0.2","","38312","","","1","wac_no_items","111"
"38312003","","2","","0","38312","","","-340","200","103811"
"38312004","","2","","0","38312","","","-340","200","111"
"38312005","","32","","","38312","","","","0","43"
"38312006","","32","","","38312","","","","1","44"
"38312007","","32","","","38312","","","","0","11"
"38312008","","21","","0","38312","","","0","vo_wac_230304_000","vo_wac_230304"
"38312009","0.5","11","0","1","38312","1","0","10","できました……けほっ、けほっ……！\nすみません……埃のせいで、\nちょっと、むせちゃって……","103811"
"38312010","","91","","","38312","","","","","0"
"38312011","","3","0.2","wac_talk_wish_loop","38312","1","","0","wac_talk_wish_in","103811"
"38312012","","21","","0","38312","","","0","vo_wac_230304_001","vo_wac_230304"
"38312013","0.5","11","0","1","38312","1","0","10","……ありがとうございます、\n背中をさすってくれて……\nおかげで、楽になりました。\nあなたはいつも、優しいんですね……♪","103811"
"38312014","","91","","","38312","","","","","0"
"38312015","","22","","","38312","","","","0","0"
"38313001","","3","0.2","","38313","","","1","wac_idle_wish","103811"
"38313002","","3","0.2","","38313","","","1","wac_no_items","111"
"38313003","","2","","0","38313","","","-340","200","103811"
"38313004","","2","","0","38313","","","-340","200","111"
"38313005","","32","","","38313","","","","0","43"
"38313006","","32","","","38313","","","","1","44"
"38313007","","32","","","38313","","","","0","11"
"38313008","","91","","","38313","","","","","0"
"38411001","wac_default_01","1","2","-108","38411","-213","0","202","102611","1"
"38411002","wac_default_03","5","2","-108","38411","-213","0","201","111","1"
"38411003","","31","1","0","38411","1","","0","43","43"
"38411004","","31","0","0","38411","1","","0","44","44"
"38411005","","31","0","0","38411","1","","0","11","11"
"38411006","","3","0.2","","38411","0","","0","wac_paint_01","102611"
"38411007","","3","0.2","","38411","0","","0","wac_paint_03","111"
"38411008","","93","","","38411","","","","0","0"
"38411009","","32","","","38411","","","","1","11"
"38411010","","23","","","38411","","","0","se_10035700_brush","se_10035700"
"38411011","","13","","","38411","","","","300","102611"
"38411012","","131","","","38411","","","","","1"
"38412001","","3","0.2","wac_talk_smile_loop","38412","1","","0","wac_talk_smile_in","102611"
"38412002","","3","0.2","","38412","","","1","wac_no_items","111"
"38412003","","2","","0","38412","","","-340","200","102611"
"38412004","","2","","0","38412","","","-340","200","111"
"38412005","","32","","","38412","","","","0","43"
"38412006","","32","","","38412","","","","1","44"
"38412007","","32","","","38412","","","","0","11"
"38412008","","21","","0","38412","","","0","vo_wac_230305_000","vo_wac_230305"
"38412009","0.5","11","0","1","38412","1","0","10","いやー、改めて見て驚いたけどさ。\nもう、壁に余白がほとんど\n残ってないみたいなんだよねー","102611"
"38412010","","91","","","38412","","","","","0"
"38412011","","21","","0","38412","","","0","vo_wac_230305_001","vo_wac_230305"
"38412012","0.5","11","0","1","38412","1","0","10","壁を絵で埋めるって聞いたときは、\n描き終える前に絶対投げ出しそうって\n思ったんだけどな～\n為せば成る、ってやつだね～♪","102611"
"38412013","","91","","","38412","","","","","0"
"38412014","","22","","","38412","","","","0","0"
"38413001","","3","0.2","","38413","","","1","wac_idle_smile","102611"
"38413002","","3","0.2","","38413","","","1","wac_no_items","111"
"38413003","","2","","0","38413","","","-340","200","102611"
"38413004","","2","","0","38413","","","-340","200","111"
"38413005","","32","","","38413","","","","0","43"
"38413006","","32","","","38413","","","","1","44"
"38413007","","32","","","38413","","","","0","11"
"38413008","","91","","","38413","","","","","0"
"38511001","wac_default_11","1","2","-108","38511","-213","0","202","100911","1"
"38511002","wac_default_11","5","2","-108","38511","-213","0","201","111","1"
"38511003","","31","1","0","38511","1","","0","43","43"
"38511004","","31","0","0","38511","1","","0","44","44"
"38511005","","31","0","0","38511","1","","0","11","11"
"38511006","","3","0.2","","38511","0","","0","wac_paint_11","100911"
"38511007","","3","0.2","","38511","0","","0","wac_paint_11","111"
"38511008","","93","","","38511","","","","0","0.3"
"38511009","","32","","","38511","","","","1","11"
"38511010","","23","","","38511","","","0","se_10035700_roller","se_10035700"
"38511011","","13","","","38511","","","","300","100911"
"38511012","","131","","","38511","","","","","1"
"38512001","","3","0.2","wac_talk_doya_loop","38512","1","","0","wac_talk_doya_in","100911"
"38512002","","3","0.2","","38512","","","1","wac_no_items","111"
"38512003","","2","","0","38512","","","-340","200","100911"
"38512004","","2","","0","38512","","","-340","200","111"
"38512005","","32","","","38512","","","","0","43"
"38512006","","32","","","38512","","","","1","44"
"38512007","","32","","","38512","","","","0","11"
"38512008","","21","","0","38512","","","0","vo_wac_230306_000","vo_wac_230306"
"38512009","0.5","11","0","1","38512","1","0","10","ククク……シグルドよ！\nいよいよランドソルの壁を\n我らの色づいた闇で覆う\n計画も最終段階が近いぞ！","100911"
"38512010","","91","","","38512","","","","","0"
"38512011","","3","0.2","wac_talk_sad_loop_surprise","38512","1","","0","wac_talk_sad_in_surprise","100911"
"38512012","","21","","0","38512","","","0","vo_wac_230306_001","vo_wac_230306"
"38512013","0.5","11","0","1","38512","1","0","10","計画が成就した暁には……\nそういえばどうなるんだ？\nお祝いとかするのか？\n後でルカに相談しておこう。","100911"
"38512014","","91","","","38512","","","","","0"
"38512015","","22","","","38512","","","","0","0"
"38513001","","3","0.2","","38513","","","1","wac_idle_sad_surprise","100911"
"38513002","","3","0.2","","38513","","","1","wac_no_items","111"
"38513003","","2","","0","38513","","","-340","200","100911"
"38513004","","2","","0","38513","","","-340","200","111"
"38513005","","32","","","38513","","","","0","43"
"38513006","","32","","","38513","","","","1","44"
"38513007","","32","","","38513","","","","0","11"
"38513008","","91","","","38513","","","","","0"
"38611001","wac_default_31","1","2","-167","38611","-205","0","202","101311","1"
"38611002","wac_default_bot_41","1","2","-64","38611","-350","0","252","105611","1"
"38611003","wac_default_51","1","2","230","38611","-325","0","204","105111","1"
"38611004","wac_default_bot_81","1","2","-330","38611","-350","0","256","102711","1"
"38611005","wac_default_bot_71","1","2","340","38611","-350","0","254","100911","1"
"38611006","wac_default_36","5","2","-167","38611","-205","0","201","111","1"
"38611007","wac_default_48","5","2","-64","38611","-350","0","251","112","1"
"38611008","wac_default_bot_56","5","2","230","38611","-325","0","203","113","1"
"38611009","wac_default_81","5","2","-330","38611","-350","0","255","114","1"
"38611010","wac_default_78","5","2","340","38611","-350","0","253","115","1"
"38611011","","13","","","38611","","","","300","102711"
"38611012","","13","","","38611","","","","300","100911"
"38611013","","13","","","38611","","","","300","105111"
"38611014","","13","","","38611","","","","300","101311"
"38611015","","13","","","38611","","","","300","105611"
"38611016","","31","1","0","38611","1","","0","50","50"
"38611017","","31","0","0","38611","1","","0","52","52"
"38611018","","31","0","0","38611","1","","0","15","15"
"38611019","","3","0.2","","38611","0","","0","wac_paint_31","101311"
"38611020","","3","0.2","","38611","0","","0","wac_paint_36","111"
"38611021","","3","0.2","","38611","0","","0","wac_paint_bot_41","105611"
"38611022","","3","0.2","","38611","0","","0","wac_paint_48","112"
"38611023","","3","0.2","","38611","0","","0","wac_paint_bot_51","105111"
"38611024","","3","0.2","","38611","0","","0","wac_paint_bot_56","113"
"38611025","","3","0.2","","38611","0","","0","wac_paint_bot_81","102711"
"38611026","","3","0.2","","38611","0","","0","wac_paint_81","114"
"38611027","","3","0.2","","38611","0","","0","wac_paint_bot_71","100911"
"38611028","","3","0.2","","38611","0","","0","wac_paint_78","115"
"38611029","","93","","","38611","","","","0","0"
"38611030","","32","","","38611","","","","1","15"
"38611031","","23","","","38611","","","0","se_sys_login_birthday_calendar_smallbrush","se_common"
"38611032","","131","","","38611","","","","","1"
"38612001","","3","0","","38612","","","1","wac_idle_wish_L","102711"
"38612002","","3","0","","38612","","","1","wac_idle_doya_L","100911"
"38612003","","3","0","","38612","","","1","wac_idle_arm_crossed","105111"
"38612004","","3","0","","38612","","","1","wac_idle_kyapi","101311"
"38612005","","3","0","","38612","","","1","wac_idle_arm_crossed","105611"
"38612006","","3","0","","38612","","","1","wac_no_items","111"
"38612007","","3","0","","38612","","","1","wac_no_items","112"
"38612008","","3","0","","38612","","","1","wac_no_items","113"
"38612009","","3","0","","38612","","","1","wac_no_items","114"
"38612010","","3","0","","38612","","","1","wac_no_items","115"
"38612011","","2","","0","38612","","","-360","-335","102711"
"38612012","","2","","0","38612","","","-335","-190","100911"
"38612013","","2","","0","38612","","","-360","190","105111"
"38612014","","2","","0","38612","","","-335","350","101311"
"38612015","","2","","0","38612","","","-360","500","105611"
"38612016","","2","","0","38612","","","-360","-335","111"
"38612017","","2","","0","38612","","","-335","-190","112"
"38612018","","2","","0","38612","","","-360","190","113"
"38612019","","2","","0","38612","","","-335","350","114"
"38612020","","2","","0","38612","","","-360","500","115"
"38612021","","32","","","38612","","","","0","50"
"38612022","","32","","","38612","","","","1","52"
"38612023","","32","","","38612","","","","0","15"
"38612024","","3","0.2","wac_talk_arm_crossed_loop","38612","1","","0","wac_talk_arm_crossed_in","105111"
"38612025","","21","","0","38612","","","0","vo_wac_230307_000","vo_wac_230307"
"38612026","0.5","11","0","1","38612","1","0","10","ふぅ、これでいいかしら？\n普段もカルテにスケッチを描く機会は\nあるけれど、絵筆を使ってしっかりと\n描くのはなかなか大変ね……","105111"
"38612027","","91","","","38612","","","","","0"
"38612028","","3","0.2","","38612","1","","1","wac_idle_arm_crossed","105111"
"38612029","","3","0.2","wac_talk_kyapi_loop","38612","1","","0","wac_talk_kyapi_in","101311"
"38612030","","21","","0","38612","","","0","vo_wac_230307_001","vo_wac_230307"
"38612031","0.5","11","0","1","38612","1","0","10","でも、楽しいお仕事ですぞ～♪\nできればもうすこ～し、\n魔法少女チックな要素を\n付け足せたらとは思ったけど……","101311"
"38612032","","91","","","38612","","","","","0"
"38612033","","3","0.2","","38612","1","","1","wac_idle_kyapi","101311"
"38612034","","3","0.2","wac_talk_doya_loop_L","38612","1","","0","wac_talk_doya_in_L","100911"
"38612035","","21","","0","38612","","","0","vo_wac_230307_002","vo_wac_230307"
"38612036","0.5","11","0","1","38612","1","0","10","いや、どうせ付け足すのならば\nこの疾風の冥姫がいかにして\n呪われし運命を克服していったか、\nその神話が分かるような壁画を……","100911"
"38612037","","91","","","38612","","","","","0"
"38612038","","3","0.2","","38612","1","","1","wac_idle_doya_L","100911"
"38612039","","3","0.2","wac_talk_wish_loop_L","38612","1","","0","wac_talk_wish_in_L","102711"
"38612040","","21","","0","38612","","","0","vo_wac_230307_003","vo_wac_230307"
"38612041","0.5","11","0","1","38612","1","0","10","いいえ……運命の物語を描くなら、\n私とあなた様との出会いから今までを\n描いた方が素敵ですわよね……\nクスクス……♪","102711"
"38612042","","91","","","38612","","","","","0"
"38612043","","3","0.2","","38612","1","","1","wac_idle_wish_L","102711"
"38612044","","3","0.2","wac_talk_arm_crossed_loop","38612","1","","0","wac_talk_arm_crossed_in","105611"
"38612045","","21","","0","38612","","","0","vo_wac_230307_004","vo_wac_230307"
"38612046","0.5","11","0","1","38612","1","0","10","この作業も長くやってきたってのに、\n結局考えてることはバラバラだねぇ……\nそれでも上手いこと回っていくのが、\nウチのギルドのよさなんだけどさ。","105611"
"38612047","","91","","","38612","","","","","0"
"38612048","","22","","","38612","","","","0","0"
"38612049","","111","","","38612","","","","",""
"38613001","","3","0.2","","38613","","","1","wac_idle_wish_L","102711"
"38613002","","3","0.2","","38613","","","1","wac_idle_doya_L","100911"
"38613003","","3","0.2","","38613","","","1","wac_idle_arm_crossed","105111"
"38613004","","3","0.2","","38613","","","1","wac_idle_kyapi","101311"
"38613005","","3","0.2","","38613","","","1","wac_idle_arm_crossed","105611"
"38613006","","3","0.2","","38613","","","1","wac_no_items","111"
"38613007","","3","0.2","","38613","","","1","wac_no_items","112"
"38613008","","3","0.2","","38613","","","1","wac_no_items","113"
"38613009","","3","0.2","","38613","","","1","wac_no_items","114"
"38613010","","3","0.2","","38613","","","1","wac_no_items","115"
"38613011","","2","","0","38613","","","-360","-335","102711"
"38613012","","2","","0","38613","","","-335","-190","100911"
"38613013","","2","","0","38613","","","-360","190","105111"
"38613014","","2","","0","38613","","","-335","350","101311"
"38613015","","2","","0","38613","","","-360","500","105611"
"38613016","","2","","0","38613","","","-360","-335","111"
"38613017","","2","","0","38613","","","-335","-190","112"
"38613018","","2","","0","38613","","","-360","190","113"
"38613019","","2","","0","38613","","","-335","350","114"
"38613020","","2","","0","38613","","","-360","500","115"
"38613021","","32","","","38613","","","","0","50"
"38613022","","32","","","38613","","","","1","52"
"38613023","","32","","","38613","","","","0","15"
"38613024","","91","","","38613","","","","","0"
"38711001","wac_default_01","1","2","-108","38711","-213","0","202","105611","1"
"38711002","wac_default_03","5","2","-108","38711","-213","0","201","111","1"
"38711003","","31","1","0","38711","1","","0","43","43"
"38711004","","31","0","0","38711","1","","0","44","44"
"38711005","","31","0","0","38711","1","","0","11","11"
"38711006","","3","0.2","","38711","0","","0","wac_paint_01","105611"
"38711007","","3","0.2","","38711","0","","0","wac_paint_03","111"
"38711008","","93","","","38711","","","","0","0"
"38711009","","32","","","38711","","","","1","11"
"38711010","","23","","","38711","","","0","se_10035700_brush","se_10035700"
"38711011","","13","","","38711","","","","300","105611"
"38711012","","131","","","38711","","","","","1"
"38712001","","3","0.2","wac_talk_doya_loop","38712","1","","0","wac_talk_doya_in","105611"
"38712002","","3","0.2","","38712","","","1","wac_no_items","111"
"38712003","","2","","0","38712","","","-340","200","105611"
"38712004","","2","","0","38712","","","-340","200","111"
"38712005","","32","","","38712","","","","0","43"
"38712006","","32","","","38712","","","","1","44"
"38712007","","32","","","38712","","","","0","11"
"38712008","","21","","0","38712","","","0","vo_wac_230308_000","vo_wac_230308"
"38712009","0.5","11","0","1","38712","1","0","10","もうすっかり絵を描くのにも\n慣れっこだけど、最近は\nちょっと欲も出てきてね……","105611"
"38712010","","91","","","38712","","","","","0"
"38712011","","21","","0","38712","","","0","vo_wac_230308_001","vo_wac_230308"
"38712012","0.5","11","0","1","38712","1","0","10","釣った魚で魚拓をとるんじゃなく、\n水墨画みたいな感じで描いて、\n掛け軸にできないかと考えてるんだ。\n部屋に飾ったら、雰囲気が出そうだろ？","105611"
"38712013","","91","","","38712","","","","","0"
"38712014","","22","","","38712","","","","0","0"
"38713001","","3","0.2","","38713","","","1","wac_idle_doya","105611"
"38713002","","3","0.2","","38713","","","1","wac_no_items","111"
"38713003","","2","","0","38713","","","-340","200","105611"
"38713004","","2","","0","38713","","","-340","200","111"
"38713005","","32","","","38713","","","","0","43"
"38713006","","32","","","38713","","","","1","44"
"38713007","","32","","","38713","","","","0","11"
"38713008","","91","","","38713","","","","","0"
"38811001","wac_default_01","1","2","-108","38811","-213","0","202","102711","1"
"38811002","wac_default_02","5","2","-108","38811","-213","0","201","111","1"
"38811003","","31","1","0","38811","1","","0","43","43"
"38811004","","31","0","0","38811","1","","0","44","44"
"38811005","","31","0","0","38811","1","","0","11","11"
"38811006","","3","0.2","","38811","0","","0","wac_paint_01","102711"
"38811007","","3","0.2","","38811","0","","0","wac_paint_02","111"
"38811008","","93","","","38811","","","","0","0"
"38811009","","32","","","38811","","","","1","11"
"38811010","","23","","","38811","","","0","se_10035700_brush","se_10035700"
"38811011","","13","","","38811","","","","300","102711"
"38811012","","131","","","38811","","","","","1"
"38812001","","3","0.2","wac_talk_wish_loop_joy","38812","1","","0","wac_talk_wish_in_joy","102711"
"38812002","","3","0.2","","38812","","","1","wac_no_items","111"
"38812003","","2","","0","38812","","","-340","200","102711"
"38812004","","2","","0","38812","","","-340","200","111"
"38812005","","32","","","38812","","","","0","43"
"38812006","","32","","","38812","","","","1","44"
"38812007","","32","","","38812","","","","0","11"
"38812008","","21","","0","38812","","","0","vo_wac_230309_000","vo_wac_230309"
"38812009","0.5","11","0","1","38812","1","0","10","絵を描くと一口に言っても、\n様々な工程がありますが……\nあなた様は、どの作業が\n一番楽しいと感じますか？","102711"
"38812010","","91","","","38812","","","","","0"
"38812011","","3","0.2","","38812","","","1","wac_talk_wish_loop","102711"
"38812012","","21","","0","38812","","","0","vo_wac_230309_001","vo_wac_230309"
"38812013","0.5","11","0","1","38812","1","0","10","私は、やはり色を塗るときが\n最も充実していると感じますわ……\n自分の色で、相手を染め上げる瞬間が\nたまらないのです……クスクス♪","102711"
"38812014","","91","","","38812","","","","","0"
"38812015","","22","","","38812","","","","0","0"
"38813001","","3","0.2","","38813","","","1","wac_idle_wish","102711"
"38813002","","3","0.2","","38813","","","1","wac_no_items","111"
"38813003","","2","","0","38813","","","-340","200","102711"
"38813004","","2","","0","38813","","","-340","200","111"
"38813005","","32","","","38813","","","","0","43"
"38813006","","32","","","38813","","","","1","44"
"38813007","","32","","","38813","","","","0","11"
"38813008","","91","","","38813","","","","","0"
"38911001","wac_default_bot_31","1","2","-167","38911","-325","0","204","118511","1"
"38911002","wac_default_51","1","2","230","38911","-325","0","202","105711","1"
"38911003","wac_default_bot_31","5","2","-167","38911","-325","0","203","111","1"
"38911004","wac_default_bot_53","5","2","230","38911","-325","0","201","113","1"
"38911005","","13","","","38911","","","","300","105711"
"38911006","","13","","","38911","","","","300","118511"
"38911007","","31","1","0","38911","1","","0","48","48"
"38911008","","31","0","0","38911","1","","0","52","52"
"38911009","","31","0","0","38911","1","","0","17","17"
"38911010","","3","0.2","","38911","0","","0","wac_paint_bot_31","118511"
"38911011","","3","0.2","","38911","0","","0","wac_paint_bot_31","111"
"38911012","","3","0.2","","38911","0","","0","wac_paint_bot_51","105711"
"38911013","","3","0.2","","38911","0","","0","wac_paint_bot_53","113"
"38911014","","93","","","38911","","","","0","0"
"38911015","","32","","","38911","","","","1","17"
"38911016","","23","","","38911","","","0","se_sys_login_birthday_calendar_smallbrush","se_common"
"38911017","","131","","","38911","","","","","1"
"38912001","","3","0","","38912","","","1","wac_idle_sad_shy","105711"
"38912002","","3","0","","38912","","","1","wac_idle_smile_L","118511"
"38912003","","3","0","","38912","","","1","wac_no_items","111"
"38912004","","3","0","","38912","","","1","wac_no_items","113"
"38912005","","2","","0","38912","","","-335","190","105711"
"38912006","","2","","0","38912","","","-335","-190","118511"
"38912007","","2","","0","38912","","","-335","190","111"
"38912008","","2","","0","38912","","","-335","-190","113"
"38912009","","32","","","38912","","","","0","48"
"38912010","","32","","","38912","","","","1","52"
"38912011","","32","","","38912","","","","0","17"
"38912012","","3","0.2","","38912","","","1","wac_talk_sad_loop_shy","105711"
"38912013","","21","","0","38912","","","0","vo_wac_230310_000","vo_wac_230310"
"38912014","0.5","11","0","1","38912","1","0","10","こんな感じ……かな？\n壁に大きな絵を描くなんて、\nちょっと緊張しちゃうね……","105711"
"38912015","","91","","","38912","","","","","0"
"38912016","","3","0.2","wac_talk_wish_loop_joy","38912","1","","0","wac_talk_wish_in_joy","105711"
"38912017","","21","","0","38912","","","0","vo_wac_230310_001","vo_wac_230310"
"38912018","0.5","11","0","1","38912","1","0","10","でも……これだけ大きかったら、\n空からでもはっきり見えるよね？\nどんな景色になったか、\n騎空艇に乗ったら確かめてみようね♪","105711"
"38912019","","91","","","38912","","","","","0"
"38912020","","22","","","38912","","","","0","0"
"38912021","","111","","","38912","","","","",""
"38913001","","3","0.2","","38913","","","1","wac_idle_wish_joy","105711"
"38913002","","3","0.2","","38913","","","1","wac_idle_smile_L","118511"
"38913003","","3","0.2","","38913","","","1","wac_no_items","111"
"38913004","","3","0.2","","38913","","","1","wac_no_items","113"
"38913005","","2","","0","38913","","","-335","190","105711"
"38913006","","2","","0","38913","","","-335","-190","118511"
"38913007","","2","","0","38913","","","-335","190","111"
"38913008","","2","","0","38913","","","-335","-190","113"
"38913009","","32","","","38913","","","","0","48"
"38913010","","32","","","38913","","","","1","52"
"38913011","","32","","","38913","","","","0","17"
"38913012","","91","","","38913","","","","","0"
"39011001","wac_default_11","1","2","-108","39011","-213","0","202","101311","1"
"39011002","wac_default_12","5","2","-108","39011","-213","0","201","111","1"
"39011003","","31","1","0","39011","1","","0","43","43"
"39011004","","31","0","0","39011","1","","0","44","44"
"39011005","","31","0","0","39011","1","","0","11","11"
"39011006","","3","0.2","","39011","0","","0","wac_paint_11","101311"
"39011007","","3","0.2","","39011","0","","0","wac_paint_12","111"
"39011008","","93","","","39011","","","","0","0.3"
"39011009","","32","","","39011","","","","1","11"
"39011010","","23","","","39011","","","0","se_10035700_roller","se_10035700"
"39011011","","13","","","39011","","","","300","101311"
"39011012","","131","","","39011","","","","","1"
"39012001","","3","0.2","wac_talk_smile_loop","39012","1","","0","wac_talk_smile_in","101311"
"39012002","","3","0.2","","39012","","","1","wac_no_items","111"
"39012003","","2","","0","39012","","","-340","200","101311"
"39012004","","2","","0","39012","","","-340","200","111"
"39012005","","32","","","39012","","","","0","43"
"39012006","","32","","","39012","","","","1","44"
"39012007","","32","","","39012","","","","0","11"
"39012008","","21","","0","39012","","","0","vo_wac_230311_000","vo_wac_230311"
"39012009","0.5","11","0","1","39012","1","0","10","今回も大満足な出来栄えですな～♪\n特に発色には気をつかったんだけど、\nちゃんと鮮やかになってるでしょ？","101311"
"39012010","","91","","","39012","","","","","0"
"39012011","","3","0.2","wac_talk_doya_loop","39012","1","","0","wac_talk_doya_in_fromblink","101311"
"39012012","","21","","0","39012","","","0","vo_wac_230311_001","vo_wac_230311"
"39012013","0.5","11","0","1","39012","1","0","10","色って、周囲の明るさによって\n見え方が変わっちゃうからね～\nだからこの作業をするときは、\n晴れの日をお薦めしますぞ～♪","101311"
"39012014","","91","","","39012","","","","","0"
"39012015","","22","","","39012","","","","0","0"
"39013001","","3","0.2","","39013","","","1","wac_idle_doya","101311"
"39013002","","3","0.2","","39013","","","1","wac_no_items","111"
"39013003","","2","","0","39013","","","-340","200","101311"
"39013004","","2","","0","39013","","","-340","200","111"
"39013005","","32","","","39013","","","","0","43"
"39013006","","32","","","39013","","","","1","44"
"39013007","","32","","","39013","","","","0","11"
"39013008","","91","","","39013","","","","","0"
"39111001","wac_default_31","1","2","-167","39111","-185","0","204","104811","1"
"39111002","wac_default_51","1","2","230","39111","-185","0","202","103211","1"
"39111003","wac_default_bot_61","1","2","-330","39111","-350","0","256","104611","1"
"39111004","wac_default_bot_71","1","2","340","39111","-350","0","254","103411","1"
"39111005","wac_default_31","5","2","-167","39111","-185","0","203","111","1"
"39111006","wac_default_57","5","2","230","39111","-185","0","201","113","1"
"39111007","wac_default_67","5","2","-330","39111","-350","0","255","114","1"
"39111008","wac_default_71","5","2","340","39111","-350","0","253","115","1"
"39111009","","13","","","39111","","","","300","104611"
"39111010","","13","","","39111","","","","300","103411"
"39111011","","13","","","39111","","","","300","103211"
"39111012","","13","","","39111","","","","300","104811"
"39111013","","31","1","0","39111","1","","0","49","49"
"39111014","","31","0","0","39111","1","","0","52","52"
"39111015","","31","0","0","39111","1","","0","15","15"
"39111016","","3","0.2","","39111","0","","0","wac_paint_31","104811"
"39111017","","3","0.2","","39111","0","","0","wac_paint_31","111"
"39111018","","3","0.2","","39111","0","","0","wac_paint_51","103211"
"39111019","","3","0.2","","39111","0","","0","wac_paint_57","113"
"39111020","","3","0.2","","39111","0","","0","wac_paint_bot_61","104611"
"39111021","","3","0.2","","39111","0","","0","wac_paint_67","114"
"39111022","","3","0.2","","39111","0","","0","wac_paint_bot_71","103411"
"39111023","","3","0.2","","39111","0","","0","wac_paint_71","115"
"39111024","","93","","","39111","","","","0","0"
"39111025","","32","","","39111","","","","1","15"
"39111026","","23","","","39111","","","0","se_sys_login_birthday_calendar_smallbrush","se_common"
"39111027","","131","","","39111","","","","","1"
"39112001","","3","0","","39112","","","1","wac_idle_smile_L","104611"
"39112002","","3","0","","39112","","","1","wac_idle_normal_L","103411"
"39112003","","3","0","","39112","","","1","wac_idle_wish_joy","103211"
"39112004","","3","0","","39112","","","1","wac_idle_arm_crossed","104811"
"39112005","","3","0","","39112","","","1","wac_no_items","111"
"39112006","","3","0","","39112","","","1","wac_no_items","113"
"39112007","","3","0","","39112","","","1","wac_no_items","114"
"39112008","","3","0","","39112","","","1","wac_no_items","115"
"39112009","","2","","0","39112","","","-360","-335","104611"
"39112010","","2","","0","39112","","","-335","-190","103411"
"39112011","","2","","0","39112","","","-335","190","103211"
"39112012","","2","","0","39112","","","-360","350","104811"
"39112013","","2","","0","39112","","","-360","-335","111"
"39112014","","2","","0","39112","","","-335","-190","113"
"39112015","","2","","0","39112","","","-335","190","114"
"39112016","","2","","0","39112","","","-360","350","115"
"39112017","","32","","","39112","","","","0","49"
"39112018","","32","","","39112","","","","1","52"
"39112019","","32","","","39112","","","","0","15"
"39112020","","3","0.2","wac_talk_wish_loop_joy","39112","1","","0","wac_talk_wish_in_joy","103211"
