a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1
"","","","","0","","923","","","91","19230046"
"","","0","","0.5","","923","","","93","19230047"
"0.2","","20_kasumi_thinking","","115711","1","923","","","3","19230048"
"0.2","","20_kasumi_thinking","","3","1","923","","","3","19230049"
"","","vo_fpc_22307","","vo_fpc","0","923","","0","21","19230050"
"0","0","果たして、そんな人物が、\n実在するのであろうか…","0","115711","10","923","0.5","1","11","19230051"
"","","","","0","","923","","","91","19230052"
"","","0","","0.5","","923","","","93","19230053"
"0.2","","20_kasumi_walk","","115711","1","923","","","3","19230054"
"0.2","","20_kasumi_walk","","3","1","923","","","3","19230055"
"","0","750","","115711","-15","923","","4.41176470588235","2","19230056"
"","0","750","","3","-15","923","","4.41176470588235","2","19230057"
"","","","","0","","923","","","91","19230058"
"1.75","-180","107511","0","1","23","941","41_pekorine_swim_loop","-910","1","19410001"
"1.75","-180","107611","0","1","22","941","cmn_float","-800","1","19410002"
"1.75","-180","22","0","22","22","941","41_kyaru_floatRing","-1000","5","19410003"
"1","1","1075111","","1","-890","941","","-180","31","19410004"
"0","1","1075114","","14","0","941","","-180","31","19410005"
"1","1","107611","","4","-800","941","","-180","31","19410006"
"1","1","22","","126","-830","941","","-180","31","19410007"
"0","1","105","","105","140","941","","-180","31","19410008"
"0","1","108","","108","320","941","","40","31","19410009"
"0","1","1001","","1001","-160","941","","-110","31","19410010"
"1","","se_fpc_water_random","","se_10053800","1","941","","","23","19410011"
"","","0","","19410010","","941","","","91","19410012"
"","12","-150","","22","-180","941","","5","2","19410013"
"","12","-10","","22","-180","941","","5","33","19410014"
"","","","","0","","941","","","91","19410015"
"","","vo_fpc_30101","","vo_fpc","","941","","0","21","19410016"
"0","0","は～…たまにはこうやって\nのんびりするのも悪くないわね～","0","22","6","941","1","1","11","19410017"
"","","0","","0","","941","","","91","19410018"
"","0","0","","107511","-180","941","","4.52941176470588","2","19410019"
"","0","0","","1075111","-180","941","","4.52941176470588","33","19410020"
"","12","0","","22","-180","941","","4.52941176470588","2","19410021"
"","12","140","","22","-180","941","","4.52941176470588","33","19410022"
"","","0","","1.5","","941","","","93","19410023"
"","","vo_fpc_30102","","vo_fpc","","941","","0","21","19410024"
"0","0","キャールーちゃーん！\nえいっ！","0","107511","6","941","1","1","11","19410025"
"","","","","19410019","","941","","","91","19410026"
"","","0","","1075111","","941","","","32","19410027"
"","","1","","1075114","","941","","","32","19410028"
"0.1","1","41_pekorine_hug","0.1","107511","0","941","","41_pekorine_hug_loop","3","19410029"
"0.1","1","41_kyaru_surprise","0.1","22","0","941","","41_kyaru_surprise_loop","3","19410030"
"","","0","","0.6","","941","","","93","19410031"
"","","1","","105","","941","","","32","19410032"
"","","0","","0.6","","941","","","93","19410033"
"","","0","","105","","941","","","32","19410034"
"","","","","19410025","","941","","","91","19410035"
"","12","-300","","107611","-180","941","","2.94117647058824","2","19410036"
"","12","-300","","107611","-180","941","","2.94117647058824","33","19410037"
"","","vo_fpc_30103","","vo_fpc","","941","","0","21","19410038"
"0","0","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","0","22","9","941","1","1","11","19410039"
"","","0","","0","","941","","","91","19410040"
"","","","","19410036","","941","","","91","19410041"
"","","1","","105","","941","","","32","19410042"
"0.1","","41_pekorine_shake","","107511","1","941","","","3","19410043"
"0.1","","41_kyaru_shake","","22","1","941","","","3","19410044"
"","","vo_fpc_30104","","vo_fpc","","941","","0","21","19410045"
"0.1","","41_kokkoro_float_loop","","107611","1","941","","","3","19410046"
"0","0","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","0","107611","8","941","1","1","11","19410047"
"","","0","","0","","941","","","91","19410048"
"","","vo_fpc_30105","","vo_fpc","","941","","0","21","19410049"
"0","0","あ、ダメ…\nもう、げん…かい…","0","22","10","941","1","1","11","19410050"
"","","0","","0","","941","","","91","19410051"
"0.2","","41_kyaru_drown","","22","0","941","","","3","19410052"
"0.2","","41_pekorine_shake","","107511","1","941","","","3","19410053"
"","","0","","0.2","","941","","","93","19410054"
"1","","se_10053800_941_bishokuden","","se_10053800","0","941","","","23","19410055"
"","","0","","0.8","","941","","","93","19410056"
"0.1","1","41_kokkoro_surprise","0.1","107611","0","941","","41_kokkoro_surprise_loop","3","19410057"
"","","0","","0.5","","941","","","93","19410058"
"","","1","","108","","941","","","32","19410059"
"","","0","","2.5","","941","","","93","19410060"
"0.1","","41_kyaru_drown_loop","0.1","22","1","941","","","3","19410061"
"0.1","1","41_pekorine_notice","0.1","107511","0","941","","41_pekorine_notice_loop","3","19410062"
"","","0","","105","","941","","","32","19410063"
"","","0","","22","","941","","","32","19410064"
"","","vo_fpc_30106","","vo_fpc","","941","","0","21","19410065"
"0","0","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","0","107511","11","941","1","1","11","19410066"
"","","0","","0","","941","","","91","19410067"
"","","vo_fpc_30107","","vo_fpc","","941","","0","21","19410068"
"0","0","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","0","107611","10","941","1","1","11","19410069"
"","","0","","2.1","","941","","","93","19410070"
"0.1","1","41_kokkoro_action","0.1","107611","0","941","","41_kokkoro_action_loop","3","19410071"
"","","1","","1001","","941","","","32","19410072"
"0","1","41_pekorine_flutterKick_floatRing_in","0.1","107511","0","941","","cmn_swm_flutterKick_floatRing","3","19410073"
"0.1","","41_kyaru_flutterKick_floatRing","","22","1","941","","","3","19410074"
"","0","1000","","107511","-180","941","","4.52488687782805","2","19410075"
"","","1","","1075111","","941","","","32","19410076"
"","","0","","1075114","","941","","","32","19410077"
"","0","1000","","1075111","-180","941","","4.52488687782805","33","19410078"
"","0","1000","","22","-180","941","","4.52488687782805","2","19410079"
"","0","1000","","107611","-180","941","","5.88235294117647","2","19410080"
"","0","1000","","107611","-180","941","","5.88235294117647","33","19410081"
"","0","1140","","1001","-110","941","","5.88235294117647","33","19410082"
"","","","","19410081","","941","","","91","19410083"
"1.75","-250","113211","0","1","33","942","42_anna_idle","-1060","1","19420001"
"1.75","-250","127111","0","1","33","942","42_shinobu_idle","-920","1","19420002"
"1.75","-250","2","0","2","32","942","42_boat_idle","-1000","5","19420003"
"0","1","107","","107","0","942","","0","31","19420004"
"1","1","106","","106","-1000","942","","-250","31","19420005"
"","","47","","113211","","942","","","13","19420006"
"","","47","","127111","","942","","","13","19420007"
"1","","se_fpc_water_random","","se_10053800","1","942","","","23","19420008"
"","","0","","19420007","","942","","","91","19420009"
"","12","-60","","113211","-250","942","","5.88235294117647","2","19420010"
"","12","80","","127111","-250","942","","5.88235294117647","2","19420011"
"","12","0","","2","-250","942","","5.88235294117647","2","19420012"
"","12","0","","106","-250","942","","5.88235294117647","33","19420013"
"","","","","","","942","","","91","19420014"
"0.2","","42_anna_doyatalk","","113211","1","942","","","3","19420015"
"0.2","","42_shinobu_idle","","127111","1","942","","","3","19420016"
"0.2","","42_boat_idle","","2","1","942","","","3","19420017"
"","","vo_fpc_30201","","vo_fpc","","942","","0","21","19420018"
"0","0","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","0","113211","6","942","1","1","11","19420019"
"","","0","","0","","942","","","91","19420020"
"0.2","","42_anna_doyatalk","","113211","1","942","","","3","19420021"
"0.2","1","42_shinobu_idle2talk","0.1","127111","0","942","","42_shinobu_talk","3","19420022"
"0.2","","42_boat_idle","","2","1","942","","","3","19420023"
"","","vo_fpc_30202","","vo_fpc","","942","","0","21","19420024"
"0","0","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","0","127111","7","942","1","1","11","19420025"
"","","0","","0","","942","","","91","19420026"
"0.2","1","42_shinobu_talk2idle","0.1","127111","0","942","","42_shinobu_idle","3","19420027"
"0.2","1","42_anna_doya2idle","0.1","113211","0","942","","42_anna_idle","3","19420028"
"0.2","","42_boat_idle","","2","1","942","","","3","19420029"
"","","vo_fpc_30203","","vo_fpc","","942","","0","21","19420030"
"0","0","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0","113211","7","942","0.5","1","11","19420031"
"","","0","","0","","942","","","91","19420032"
"","","vo_fpc_30204","","vo_fpc","","942","","0","21","19420033"
"0","0","（冥風戦記のいいネタに\nなるかもしれないからな！）","0","113211","10","942","1","1","11","19420034"
"","","0","","0","","942","","","91","19420035"
"0.2","","42_anna_idle","","113211","1","942","","","3","19420036"
"0.2","1","42_shinobu_idle2talk","0.1","127111","0","942","","42_shinobu_talk","3","19420037"
"0.2","","42_boat_idle","","2","1","942","","","3","19420038"
"","","vo_fpc_30205","","vo_fpc","","942","","0","21","19420039"
"0","0","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0","127111","6","942","0.5","1","11","19420040"
"","","0","","0","","942","","","91","19420041"
"0.2","","42_anna_idle","","113211","1","942","","","3","19420042"
"0.2","1","42_shinobu_talk2horror","0.1","127111","0","942","","42_shinobu_horror","3","19420043"
"0.2","","42_boat_idle","","2","1","942","","","3","19420044"
"","","1","","107","","942","","","32","19420045"
"","","vo_fpc_30206","","vo_fpc","","942","","0","21","19420046"
"0","0","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","0","127111","5","942","1","1","11","19420047"
"","","0","","6.5","","942","","","93","19420048"
"","","0","","1.5","","942","","","93","19420049"
"","","0","","19420047","","942","","","91","19420050"
"0.1","","42_shinobu_horror","","127111","1","942","","","3","19420051"
"0.1","","42_anna_scared","","113211","1","942","","","3","19420052"
"0.1","","42_boat_idle","","2","1","942","","","3","19420053"
"","","vo_fpc_30207","","vo_fpc","","942","","0","21","19420054"
"0","0","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","0","113211","6","942","1.5","1","11","19420055"
"","","0","","9.13333333333333","","942","","","93","19420056"
"","","0","","1.5","","942","","","93","19420057"
"","","0","","19420055","","942","","","91","19420058"
"","","940","","113211","-250","942","","4.52488687782805","2","19420059"
"","","1080","","127111","-250","942","","4.52488687782805","2","19420060"
"","","1000","","2","-250","942","","4.52488687782805","2","19420061"
"","","1000","","106","-250","942","","4.52488687782805","33","19420062"
"","","","","0","","942","","","91","19420063"
"1.75","-180","122511","0","1","23","943","cmn_float","-850","1","19430001"
"1.75","-125","117411","0","1","13","943","43_tsumugi_deredere","-800","1","19430002"
"1.75","-125","11","0","1","12","943","cmn_float_item_09_Ball","-1675","5","19430003"
"1.75","-250","12","0","1","32","943","cmn_floatRing_pink","-850","5","19430004"
"1.75","-250","13","0","1","32","943","cmn_floatRing_blue","-2500","5","19430005"
"1","1","1225114","","8","-850","943","","-180","31","19430006"
"1","1","1174114","","5","-800","943","","-125","31","19430007"
"1","1","411","","5","-1675","943","","-125","31","19430008"
"1","1","412","","4","-850","943","","-250","31","19430009"
"1","1","413","","4","-2500","943","","-250","31","19430010"
"0","1","1101","","110","-350","943","","-125","31","19430011"
"1","","se_fpc_water_random","","se_10053800","1","943","","","23","19430012"
"","","","","19430011","","943","","","91","19430013"
"","","2450","","12","-250","943","","24.2647058823529","2","19430014"
"","","2450","","412","-250","943","","24.2647058823529","33","19430015"
"","","1625","","11","-125","943","","24.2647058823529","2","19430016"
"","","1625","","411","-125","943","","24.2647058823529","33","19430017"
"","","800","","13","-250","943","","24.2647058823529","2","19430018"
"","","800","","413","-250","943","","24.2647058823529","33","19430019"
"","","0","","2","","943","","","93","19430020"
"","12","0","","122511","-180","943","","6.25","2","19430021"
"","12","0","","1225114","-180","943","","6.25","33","19430022"
"","","","","19430021","","943","","","91","19430023"
"","","vo_fpc_30301","","vo_fpc","","943","","0","21","19430024"
"0","0","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","0","122511","7","943","1","1","11","19430025"
"","","","","0","","943","","","91","19430026"
"","12","-350","","117411","-125","943","","6.92307692307692","2","19430027"
"","12","-350","","1174114","-125","943","","6.92307692307692","33","19430028"
"","","vo_fpc_30302","","vo_fpc","","943","","0","21","19430029"
"0","0","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","0","122511","6","943","1","1","11","19430030"
"","","","","0","","943","","","91","19430031"
"","","","","19430028","","943","","","91","19430032"
"","","vo_fpc_30303","","vo_fpc","","943","","0","21","19430033"
"0","0","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","0","117411","7","943","1","1","11","19430034"
"","","","","0","","943","","","91","19430035"
"0.1","1","43_rei_notice_in","0.1","122511","0","943","","43_rei_notice_loop","3","19430036"
"","","vo_fpc_30304","","vo_fpc","","943","","0","21","19430037"
"0","0","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0","122511","5","943","0.5","1","11","19430038"
"","","","","0","","943","","","91","19430039"
"","","1","","1101","","943","","","32","19430040"
"","","0","","1174114","","943","","","32","19430041"
"0.1","1","43_rei_turn","0.1","122511","0","943","","43_rei_aseri","3","19430042"
"0.1","","43_tsumugi_hide","","117411","0","943","","","3","19430043"
"","","0","","3","","943","","","93","19430044"
"0.1","1","43_tsumugi_appear","0.1","117411","0","943","","43_tsumugi_deredere","3","19430045"
"","","0","","1","","943","","","93","19430046"
"","","0","","1101","","943","","","32","19430047"
"","","1","","1174114","","943","","","32","19430048"
"","","vo_fpc_30305","","vo_fpc","","943","","0","21","19430049"
"0","0","誰もいなかったな…\nいや…そこ！","0","122511","6","943","0.5","1","11","19430050"
"","","","","0","","943","","","91","19430051"
"","","1","","1101","","943","","","32","19430052"
"","","0","","1174114","","943","","","32","19430053"
"0.1","1","43_rei_turn","0.1","122511","0","943","","43_rei_aseri_2","3","19430054"
"0.1","","43_tsumugi_hide","","117411","0","943","","","3","19430055"
"","","0","","3","","943","","","93","19430056"
"0.1","1","43_tsumugi_appear","0.1","117411","0","943","","43_tsumugi_deredere","3","19430057"
"","","0","","1","","943","","","93","19430058"
"","","0","","1101","","943","","","32","19430059"
"","","1","","1174114","","943","","","32","19430060"
"","","vo_fpc_30306","","vo_fpc","","943","","0","21","19430061"
"0","0","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","0","122511","5","943","1","1","11","19430062"
"","","","","0","","943","","","91","19430063"
"","","850","","122511","-180","943","","3.84615384615385","2","19430064"
"","","850","","1225114","-180","943","","3.84615384615385","33","19430065"
"","12","0","","117411","-125","943","","2.57352941176471","2","19430066"
"","12","0","","1174114","-125","943","","2.57352941176471","33","19430067"
"","","","","0","","943","","","91","19430068"
"","","vo_fpc_30307","","vo_fpc","","943","","0","21","19430069"
"0","0","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","0","117411","6","943","1","1","11","19430070"
"","","","","0","","943","","","91","19430071"
"","","850","","117411","-125","943","","3.84615384615385","2","19430072"
"","","850","","1174114","-125","943","","3.84615384615385","33","19430073"
"","","","","0","","943","","","91","19430074"
"1.4875","-15","107911","0","1","12","944","44_tamaki_in","800","1","19440001"
"1.4875","-15","3","0","3","13","944","44_tamaki_in","800","5","19440002"
"1.75","-250","126811","0","1","33","944","44_yukari_idle","-1000","1","19440003"
"1.75","-250","2","0","2","32","944","cmn_boat_idle","-1000","5","19440004"
"1.4875","-15","108011","0","1","12","944","44_mifuyu_run","-800","1","19440005"
"1","1","126811","","101","-1000","944","","-250","31","19440006"
"0","1","1004","","1004","-560","944","","140","31","19440007"
"1","","se_fpc_water_random","","se_10053800","1","944","","","23","19440008"
"","","0","","19440007","","944","","","91","19440009"
"","","300","","107911","-15","944","","2.26244343891403","2","19440010"
"","","300","","3","-15","944","","2.26244343891403","2","19440011"
"","","","","","","944","","","91","19440012"
"0.1","1","44_tamaki_sale","0.1","107911","","944","","44_tamaki_sale_loop","3","19440013"
"0.1","1","44_tamaki_sale","0.1","3","","944","","44_tamaki_sale_loop","3","19440014"
"","","vo_fpc_30401","","vo_fpc","","944","","0","21","19440015"
"0","0","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","0","107911","6","944","1","1","11","19440016"
"","","","","0","","944","","","91","19440017"
"","12","-100","","126811","-250","944","","5.29411764705882","2","19440018"
"","12","-100","","2","-250","944","","5.29411764705882","2","19440019"
"","12","-100","","126811","-250","944","","5.29411764705882","33","19440020"
"","","","","","","944","","","91","19440021"
"0.1","1","44_tamaki_present","0.1","107911","0","944","","44_tamaki_present_loop","3","19440022"
"0.1","1","44_tamaki_present","0.1","3","0","944","","44_tamaki_present_loop","3","19440023"
"","","vo_fpc_30402","","vo_fpc","","944","","0","21","19440024"
"0","0","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","0","107911","8","944","1","1","11","19440025"
"","","","","0","","944","","","91","19440026"
"0.2","1","44_yukari_notice","0.1","126811","0","944","","44_yukari_notice_loop","3","19440027"
"0.2","","cmn_boat_idle","","2","1","944","","","3","19440028"
"","","vo_fpc_30403","","vo_fpc","","944","","0","21","19440029"
"0","0","あら、タマキさんじゃない。\nこんなところで何やってるの？","0","126811","10","944","1","1","11","19440030"
"","","","","0","","944","","","91","19440031"
"","","vo_fpc_30404","","vo_fpc","","944","","0","21","19440032"
"0","0","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","0","107911","10","944","1","1","11","19440033"
"","","","","0","","944","","","91","19440034"
"0.1","1","44_tamaki_present2sale","0.1","107911","0","944","","44_tamaki_sale_loop","3","19440035"
"0.1","1","44_tamaki_present2sale","0.1","3","0","944","","44_tamaki_sale_loop","3","19440036"
"","","vo_fpc_30405","","vo_fpc","","944","","0","21","19440037"
"0","0","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","0","107911","10","944","1","1","11","19440038"
"","","","","0","","944","","","91","19440039"
"0.2","1","44_yukari_worry","0.1","126811","0","944","","44_yukari_worry_loop","3","19440040"
"0.2","","cmn_boat_idle","","2","1","944","","","3","19440041"
"","","vo_fpc_30406","","vo_fpc","","944","","0","21","19440042"
"0","0","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","0","126811","7","944","1","1","11","19440043"
"","","","","0","","944","","","91","19440044"
"","","vo_fpc_30407","","vo_fpc","","944","","0","21","19440045"
"0","0","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0","107911","8","944","0.5","1","11","19440046"
"","","","","0","","944","","","91","19440047"
"","","1","","1004","","944","","","32","19440048"
"","","0","","1","","944","","","93","19440049"
"0.1","1","44_tamaki_surprise","0.1","107911","0","944","","44_tamaki_run","3","19440050"
"0.1","1","44_tamaki_surprise","0.1","3","0","944","","44_tamaki_run","3","19440051"
"0.1","1","44_tamaki_surprise","0.1","3","0","944","","44_tamaki_run","3","19440052"
"","","vo_fpc_30408","","vo_fpc","","944","","0","21","19440053"
"0","0","ズラかるにゃー！","0","107911","10","944","1","1","11","19440054"
"","","0","","0.8","","944","","","93","19440055"
"","","800","","107911","-15","944","","1.74034110685694","2","19440056"
"","","800","","3","-15","944","","1.74034110685694","2","19440057"
"","","800","","108011","-15","944","","4.82654600301659","2","19440058"
"","","800","","1004","-15","944","","4.82654600301659","33","19440059"
"","","0","","0.8","","944","","","93","19440060"
"","","vo_fpc_30409","","vo_fpc","","944","","0","21","19440061"
"0","0","無許可営業は取り締まり対象よ！\n待ちなさい！","0","108011","15","944","0.5","1","11","19440062"
"","","","","19440058","","944","","","91","19440063"
"","","vo_fpc_30410","","vo_fpc","","944","","0","21","19440064"
"0","0","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","0","126811","7","944","1.5","1","11","19440065"
"","","1","","11.6571428571429","","944","","","93","19440066"
"0.2","1","44_yukari_smile","0.1","126811","0","944","","44_yukari_smile_loop","3","19440067"
"0.2","","cmn_boat_idle","","2","1","944","","","3","19440068"
"","","0","","1.5","","944","","","93","19440069"
"","","","","19440065","","944","","","91","19440070"
"","","1000","","126811","-250","944","","4.97737556561086","2","19440071"
"","","1000","","2","-250","944","","4.97737556561086","2","19440072"
"","","1000","","126811","-250","944","","4.97737556561086","33","19440073"
"","","","","0","","944","","","91","19440074"
"1.75","-180","122611","0","1","23","945","45_yui_cmn_swm_tread","-1150","1","19450001"
"1.75","-125","110411","0","1","12","945","45_makoto_idle","-800","1","19450002"
"1.75","-180","23","0","23","32","945","empty","-250","5","19450003"
"1.75","-180","1","0","1","22","945","cmn_swm_tread_pink","-1150","5","19450004"
"1","1","1226113","","3","-1150","945","","-180","31","19450005"
"1","1","1104111","","4","-770","945","","-125","31","19450006"
"0","1","117","","117","150","945","","-125","31","19450007"
"0","1","111","","111","-250","945","","-180","31","19450008"
"1","","se_fpc_water_random","","se_10053800","1","945","","","23","19450009"
"","","0","","19450008","","945","","","91","19450010"
"","12","150","","110411","-125","945","","5.58823529411765","2","19450011"
"","12","180","","1104111","-125","945","","5.58823529411765","33","19450012"
"","12","-200","","122611","-180","945","","5.58823529411765","2","19450013"
"","12","-200","","1","-180","945","","5.58823529411765","2","19450014"
"","12","-200","","1226113","-180","945","","5.58823529411765","33","19450015"
"","","","","19450015","","945","","","91","19450016"
"0.1","","45_yui_idle","","122611","1","945","","","3","19450017"
"0.1","","45_yui_idle","","1","1","945","","","3","19450018"
"0.1","","45_makoto_talk","","110411","1","945","","","3","19450019"
"","","vo_fpc_30501","","vo_fpc","","945","","0","21","19450020"
"0","0","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","0","110411","10","945","1","1","11","19450021"
"","","","","0","","945","","","91","19450022"
"","","vo_fpc_30502","","vo_fpc","","945","","0","21","19450023"
"0","0","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","0","122611","7","945","1","1","11","19450024"
"","","","","0","","945","","","91","19450025"
"","","vo_fpc_30503","","vo_fpc","","945","","0","21","19450026"
"0","0","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","0","110411","7","945","1","1","11","19450027"
"","","","","0","","945","","","91","19450028"
"0.1","1","45_makoto_talk_surprise","0.1","110411","0","945","","45_makoto_talk_surprise_loop","3","19450029"
"0.1","1","45_yui_shy_in","0.1","122611","0","945","","45_yui_shy_loop","3","19450030"
"0.1","1","45_yui_shy_in","0.1","1","0","945","","45_yui_shy_loop","3","19450031"
"","","vo_fpc_30504","","vo_fpc","","945","","0","21","19450032"
"0","0","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","0","122611","5","945","1","1","11","19450033"
"","","","","0","","945","","","91","19450034"
"0.1","","45_makoto_idle","","110411","1","945","","","3","19450035"
"","","vo_fpc_30505","","vo_fpc","","945","","0","21","19450036"
"0","0","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0","110411","9","945","0.5","1","11","19450037"
"","","","","0","","945","","","91","19450038"
"0.1","1","45_makoto_dogscratch_in","0.1","110411","0","945","","cmn_swm_dogscratch","3","19450039"
"","","0","","0.5","","945","","","93","19450040"
"","","0","","1104111","","945","","","32","19450041"
"","","1","","117","","945","","","32","19450042"
"","0","1050","","110411","-125","945","","4.07239819004525","2","19450043"
"","0","1050","","117","-125","945","","4.07239819004525","33","19450044"
"0.1","1","45_yui_notice","0.1","122611","0","945","","45_yui_idle_2","3","19450045"
"0.1","1","45_yui_notice","0.1","1","0","945","","45_yui_idle","3","19450046"
"","","vo_fpc_30506","","vo_fpc","","945","","0","21","19450047"
"0","0","あ、マコトちゃん？\n待ってよー！","0","122611","12","945","1","1","11","19450048"
"","","","","0","","945","","","91","19450049"
"0.1","","45_yui_cmn_swm_tread","","122611","1","945","","","3","19450050"
"0.1","","cmn_swm_tread_pink","","1","1","945","","","3","19450051"
"","0","850","","122611","-180","945","","4.75113122171946","2","19450052"
"","0","850","","1","-180","945","","4.75113122171946","2","19450053"
"","0","850","","1226113","-180","945","","4.75113122171946","33","19450054"
"","","0","","3","","945","","","93","19450055"
"","","1","","111","","945","","","32","19450056"
"0.1","1","45_eriko_float_in","0.1","23","0","945","","45_eriko_float_loop","3","19450057"
"","","0","","2","","945","","","93","19450058"
"","","vo_fpc_30507","","vo_fpc","","945","","0","21","19450059"
"0","0","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","0","23","3","945","3","1","11","19450060"
"","","0","","16.7666666666667","","945","","","93","19450061"
"","","0","","1.5","","945","","","93","19450062"
"","","","","19450060","","945","","","91","19450063"
"0.1","","45_eriko_float_end","","23","0","945","","","3","19450064"
"","","0","","3","","945","","","93","19450065"
"","","","","0","","945","","","91","19450066"
"1.4875","-15","107911","0","1","12","946","cmn_walk","-800","1","19460001"
"1.4875","-15","107811","0","1","12","946","cmn_walk","-1000","1","19460002"
"1.75","-180","122411","0","1","22","946","cmn_swm_flutterKick","-910","1","19460003"
"1","1","122411","","1","-910","946","","-180","31","19460004"
"1","1","115","","1","-910","946","","-180","31","19460005"
"1","","se_fpc_water_random","","se_10053800","1","946","","","23","19460006"
"","","0","","19460005","","946","","","91","19460007"
"","","0","","0.3","","946","","","93","19460008"
"0.1","","cmn_walk","","107811","1","946","","","3","19460009"
"","","-150","","107911","-15","946","","3.82352941176471","2","19460010"
"","","-350","","107811","-15","946","","3.82352941176471","2","19460011"
"","","","","","","946","","","91","19460012"
"0.1","1","46_tamaki_talk","0.1","107911","","946","","46_tamaki_talk_loop","3","19460013"
"0.1","1","46_kyaru_idle_jitome","0.1","107811","","946","","46_kyaru_idle_jitome_loop","3","19460014"
"","","vo_fpc_30601","","vo_fpc","","946","","0","21","19460015"
"0","0","みんなあれだけ泳いで\nよく飽きないわね～","0","107811","6","946","1","1","11","19460016"
"","","","","0","","946","","","91","19460017"
"","","vo_fpc_30602","","vo_fpc","","946","","0","21","19460018"
"0","0","うん？\nもしかして水場は苦手にゃ？","0","107911","8","946","1","1","11","19460019"
"","","","","0","","946","","","91","19460020"
"0.1","1","46_kyaru_talk","0.1","107811","","946","","46_kyaru_talk_loop","3","19460021"
"","","vo_fpc_30603","","vo_fpc","","946","","0","21","19460022"
"0","0","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","0","107811","6","946","1","1","11","19460023"
"","","","","0","","946","","","91","19460024"
"0.1","1","46_tamaki_nod","0.1","107911","","946","","46_tamaki_nod_loop","3","19460025"
"","","vo_fpc_30604","","vo_fpc","","946","","0","21","19460026"
"0","0","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0","107911","7","946","0.5","1","11","19460027"
"","","","","0","","946","","","91","19460028"
"","","1000","","122411","-180","946","","8.64253393665158","2","19460029"
