570d39db4d2ae5140caf5117b9f57b2e0b993920362f8b0f4357953230d5de4d,84659360fab0882523ffb695ebe93eddba301fb319dc2eb22a9202cf454585d7,8f41023a938e2b5dd54c594af4e8fdd0dfdd73c8a71a590b1e2fbd53f57f3520,6910accac2d149a216b7e1e9bc1dc5296fb426a3d2f208be3105ccb7ca162008,a5b6c2b46633e4fad6e623b5d1838f99b0b29d0272569fef0c2096c8f06fe0ed,624bafadf1f217e34f6c43470e53d8a8162bb00b9185a585aa3c307b3f960439,43d99c7c0dca4e3a3959a400f6fa77ba23da96e98f491faad5ffa8d9e7ad0e3a,7b7d1c21eb210142c00e2868ec878bd9e823fc0169c2c521e8a4de2e8865c5f8,94a741f752b0f919f9fa1f620289e1d5e4e0fb98d496a72243404875edf96712,6fb0ae4309c4aab7f046d332f8677470a9ccc788650723caedf90d253c1e5fa5,68cb5bf1d19fd9862ee0a10bef4141c1fb550874050f6fb5debc1cc1b7518f4f
"","die","","20","3","0","","40102","0","","1401020030"
"","0","","0.25","93","","","40102","","","1401020031"
"","1","","401005","32","","","40102","","","1401020032"
"","0","","0.14","93","","","40102","","","1401020033"
"","se_travel_top_defeat_fadeout","","se_travel_top","23","0","","40102","","","1401020034"
"","","","1401020030","91","","","40102","","","1401020035"
"","1","1","20","6","1","0","40102","0.5","","1401020036"
"","0","","0.04","93","","","40102","","","1401020037"
"","se_travel_top_defeat_drop_box","","se_travel_top","23","0","","40102","","","1401020038"
"","","","1401020036","91","","","40102","","","1401020039"
"","<weapon>_joy_short","","1000001","3","0","","40102","0","","1401020040"
"","0","","0.54","93","","","40102","","","1401020041"
"","se_travel_top_defeat_joy","","se_travel_top","23","0","","40102","","","1401020042"
"","","","1401020040","91","","","40102","","","1401020043"
"","","","","111","","","40102","","","1401020044"
"","","","0","91","","","40102","","","1401020045"
"","401000","-55","401000","31","0","0.65","40111","1","","1401110001"
"0","0","0","0","5","55","-73","40111","1","normal","1401110002"
"","0","","0","91","","","40111","","","1401110003"
"0","1000001","-1000","2","1","51","-140","40112","1","<weapon>_idle","1401120001"
"0","21","190","21","5","50","-140","40112","0.6","idle","1401120002"
"","401001","0","401001","31","0","1","40112","1","","1401120003"
"","401002","0","401002","31","0","1","40112","1","","1401120004"
"","401003","-140","401003","31","-1000","1","40112","0","","1401120005"
"","401004","10","401004","31","210","1","40112","0","","1401120006"
"","401006","-100","401006","31","135","0.7","40112","0","","1401120007"
"","400011","0","400011","31","0","1","40112","1","","1401120008"
"","0","","0","91","","","40112","","","1401120009"
"","0","","0.7","93","","","40112","","","1401120010"
"","<weapon>_run","","1000001","3","1","","40112","0.2","","1401120011"
"","-170","1.5","1000001","2","-140","0","40112","","","1401120012"
"","1","","401003","32","","","40112","","","1401120013"
"","-170","1.5","401003","33","-140","0","40112","","","1401120014"
"","0","","0.2","93","","","40112","","","1401120015"
"","se_travel_top_defeat_foot","","se_travel_top","23","0","","40112","","","1401120016"
"","0","","0.5","93","","","40112","","","1401120017"
"220","4","0","1000001","12","0.5","0","40112","20","","1401120018"
"","0","","0.04","93","","","40112","","","1401120019"
"","se_travel_top_defeat_emote_notice","","se_travel_top","23","0","","40112","","","1401120020"
"","","","1401120012","91","","","40112","","","1401120021"
"","<weapon>_idle","","1000001","3","1","","40112","0","","1401120022"
"","0","","401003","32","","","40112","","","1401120023"
"","0","","0.5","93","","","40112","","","1401120024"
"0","<weapon>_attack_skipQuest","<weapon>_idle","1000001","3","0","1","40112","0","","1401120025"
"","0","","0.1","93","","","40112","","","1401120026"
"","se_travel_top_defeat_attack_jump","","se_travel_top","23","0","","40112","","","1401120027"
"","0","","0.06","93","","","40112","","","1401120028"
"","1","","401004","32","","","40112","","","1401120029"
"","die","","21","3","0","","40112","0","","1401120030"
"","se_travel_top_defeat_wyvern_fall","","se_travel_top","23","0","","40112","","","1401120031"
"","0","","1.4","93","","","40112","","","1401120032"
"","1","","401006","32","","","40112","","","1401120033"
"","se_travel_top_defeat_fadeout","","se_travel_top","23","0","","40112","","","1401120034"
"","0","","0.1","93","","","40112","","","1401120035"
"","24","","0","122","0.2","","40112","","","1401120036"
"","se_travel_top_defeat_appear_silverbox","","se_travel_top","23","0","","40112","","","1401120037"
"","","","1401120030","91","","","40112","","","1401120038"
"","1","1","21","6","1","0","40112","0.5","","1401120039"
"","0","","0.5","93","","","40112","","","1401120040"
"","se_travel_top_defeat_drop_silverbox","","se_travel_top","23","0","","40112","","","1401120041"
"","","","1401120039","91","","","40112","","","1401120042"
"","<weapon>_joy_short","","1000001","3","0","","40112","0","","1401120043"
"","0","","0.54","93","","","40112","","","1401120044"
"","se_travel_top_defeat_joy","","se_travel_top","23","0","","40112","","","1401120045"
"","","","1401120043","91","","","40112","","","1401120046"
"","","","","111","","","40112","","","1401120047"
"","","","0","91","","","40112","","","1401120048"
"","401000","-55","401000","31","0","0.65","40121","1","","1401210001"
"0","0","0","0","5","55","-73","40121","1","normal","1401210002"
"","0","","0","91","","","40121","","","1401210003"
"0","1000001","-1100","2","1","51","-140","40122","1","<weapon>_idle","1401220001"
"0","22","220","22","5","50","-140","40122","1","idle","1401220002"
"","401001","0","401001","31","0","1","40122","1","","1401220003"
"","401002","0","401002","31","0","1","40122","1","","1401220004"
"","401003","-140","401003","31","-1100","1","40122","0","","1401220005"
"","4010041","-30","401004","31","210","1","40122","0","","1401220006"
"","4010042","-30","401004","31","210","1","40122","0","","1401220007"
"","401007","-100","401007","31","135","0.7","40122","0","","1401220008"
"","401008","-135","401008","31","215","0.8","40122","0","","1401220009"
"","400012","0","400012","31","0","1","40122","1","","1401220010"
"","0","","0","91","","","40122","","","1401220011"
"","se_travel_top_defeat_wipe","","se_travel_top","23","0","","40122","","","1401220012"
"0.2","awake","idle","22","3","0","1","40122","0.2","","1401220013"
"","0","","0.83","93","","","40122","","","1401220014"
"","se_travel_top_defeat_move_minotaur","","se_travel_top","23","0","","40122","","","1401220015"
"","0","","0.07","93","","","40122","","","1401220016"
"","24","","0","122","0.7","","40122","","","1401220017"
"","0","","0.5","93","","","40122","","","1401220018"
"","se_travel_top_defeat_move_minotaur2","","se_travel_top","23","0","","40122","","","1401220019"
"","0","","1.3","93","","","40122","","","1401220020"
"","se_travel_top_defeat_awake_minotaur","","se_travel_top","23","0","","40122","","","1401220021"
"","1","","401008","32","","","40122","","","1401220022"
"","48","","0","122","1","","40122","","","1401220023"
"","0","","1.27","93","","","40122","","","1401220024"
"","<weapon>_run","","1000001","3","1","","40122","0.2","","1401220025"
"","-170","1.5","1000001","2","-140","0","40122","","","1401220026"
"","1","","401003","32","","","40122","","","1401220027"
"","-170","1.5","401003","33","-140","0","40122","","","1401220028"
"","0","","0.2","93","","","40122","","","1401220029"
"","se_travel_top_defeat_foot","","se_travel_top","23","0","","40122","","","1401220030"
"","0","","0.5","93","","","40122","","","1401220031"
"220","4","0","1000001","12","0.5","0","40122","20","","1401220032"
"","0","","0.04","93","","","40122","","","1401220033"
"","se_travel_top_defeat_emote_notice","","se_travel_top","23","0","","40122","","","1401220034"
"","","","1401220026","91","","","40122","","","1401220035"
"","<weapon>_idle","","1000001","3","1","","40122","0","","1401220036"
"","0","","401003","32","","","40122","","","1401220037"
"","0","","0.5","93","","","40122","","","1401220038"
"0","<weapon>_attack_skipQuest","<weapon>_idle","1000001","3","0","1","40122","0","","1401220039"
"","0","","0.1","93","","","40122","","","1401220040"
"","se_travel_top_defeat_attack_jump","","se_travel_top","23","0","","40122","","","1401220041"
"","0","","0.06","93","","","40122","","","1401220042"
"","1","","4010041","32","","","40122","","","1401220043"
"0","damage","idle","22","3","0","1","40122","0","","1401220044"
"","0","","1.6","93","","","40122","","","1401220045"
"0","<weapon>_attack_skipQuest","<weapon>_idle","1000001","3","0","1","40122","0","","1401220046"
"","0","","0.1","93","","","40122","","","1401220047"
"","se_travel_top_defeat_attack_jump","","se_travel_top","23","0","","40122","","","1401220048"
"","0","","0.06","93","","","40122","","","1401220049"
"","1","","4010042","32","","","40122","","","1401220050"
"","die","","22","3","0","","40122","0","","1401220051"
"","se_travel_top_defeat_die_minotaur","","se_travel_top","23","0","","40122","","","1401220052"
"","0","","1.67","93","","","40122","","","1401220053"
"","1","","401007","32","","","40122","","","1401220054"
"","se_travel_top_defeat_die_minotaur2","","se_travel_top","23","0","","40122","","","1401220055"
"","0","","0.1","93","","","40122","","","1401220056"
"","24","","0","122","0.2","","40122","","","1401220057"
"","se_travel_top_defeat_appear_goldenbox","","se_travel_top","23","0","","40122","","","1401220058"
"","","","1401220051","91","","","40122","","","1401220059"
"","1","1","22","6","1","0","40122","0.5","","1401220060"
"","se_travel_top_defeat_fadeout","","se_travel_top","23","0","","40122","","","1401220061"
"","0","","0.2","93","","","40122","","","1401220062"
"","se_travel_top_defeat_drop_goldenbox","","se_travel_top","23","0","","40122","","","1401220063"
"","","","1401220060","91","","","40122","","","1401220064"
"","<weapon>_joy_short","","1000001","3","0","","40122","0","","1401220065"
"","0","","0.54","93","","","40122","","","1401220066"
"","se_travel_top_defeat_joy","","se_travel_top","23","0","","40122","","","1401220067"
"","","","1401220065","91","","","40122","","","1401220068"
"","","","","111","","","40122","","","1401220069"
"","","","0","91","","","40122","","","1401220070"
"","401300","-55","401300","31","0","0.65","40131","1","","1401310001"
"0","0","0","0","5","55","-73","40131","1","normal","1401310002"
"","0","","0","91","","","40131","","","1401310003"
"0","1000001","-20","1","1","56","-195","40132","1.75","travel_topdrama_r_4000_idle","1401320001"
"0","1000002","-260","1","1","55","-140","40132","1.75","travel_topdrama_r_4000_idle","1401320002"
"0","1000003","-450","1","1","54","-140","40132","1.75","travel_topdrama_r_4000_idle","1401320003"
"0","7","435","7","5","53","-150","40132","1","travel_topdrama_r_4013_static","1401320004"
"0","8","-2000","8","5","57","-2000","40132","1.75","travel_topdrama_r_4013_catch_1","1401320005"
"","401301","0","401301","31","0","1","40132","1","","1401320006"
"","401303","0","401303","31","0","1","40132","1","","1401320007"
"","401304","68","401304","31","50","1","40132","0","","1401320008"
"","401305","-158","401305","31","312","1","40132","0","","1401320009"
"","401306","-158","401306","31","312","1","40132","0","","1401320010"
"","401307","188","401307","31","36","0.8","40132","0","","1401320011"
"","401308","200","401308","31","-258","1","40132","0","","1401320012"
"","4013082","255","401318","31","-437","1","40132","0","","1401320013"
"","401309","-15","401309","31","120","1","40132","0","","1401320014"
"","401310","-15","401310","31","120","1","40132","0","","1401320015"
"","401312","-91","401312","31","-42","1","40132","0","","1401320016"
"","401313","0","401313","31","0","1","40132","0","","1401320017"
"","401314","0","401314","31","0","1","40132","0","","1401320018"
"","400013","0","400013","31","0","1","40132","1","","1401320019"
"","0","","0","91","","","40132","","","1401320020"
"","0","","1","93","","","40132","","","1401320021"
"","travel_topdrama_r_4013_touch_1","","1000001","3","0","","40132","0.2","","1401320022"
"","se_travel_top_aruma_01","","se_travel_top","23","","","40132","","","1401320023"
"","1","","401309","32","","","40132","","","1401320024"
"","0","","1","93","","","40132","","","1401320025"
"","travel_topdrama_r_4013_danger_1","","7","3","0","","40132","0","","1401320026"
"","0","","1.63","93","","","40132","","","1401320027"
"","se_travel_top_aruma_04","","se_travel_top","23","","","40132","","","1401320028"
"","0","","0.04","93","","","40132","","","1401320029"
"","travel_topdrama_r_4013_touch_loop","","1000001","3","1","","40132","0.6","","1401320030"
"","0","","0.4","93","","","40132","","","1401320031"
"","se_travel_top_aruma_05","","se_travel_top","23","","","40132","","","1401320032"
"","0","","1.33","93","","","40132","","","1401320033"
"","-20","0","8","2","-195","0","40132","","","1401320034"
"0","travel_topdrama_r_4013_catch_1","","8","3","0","0","40132","0","","1401320035"
"","se_travel_top_aruma_06","","se_travel_top","23","","","40132","","","1401320036"
"0.1","travel_topdrama_r_4013_safe","travel_topdrama_r_4013_static","7","3","0","0","40132","0.1","","1401320037"
"0","travel_topdrama_r_4013_catch","travel_topdrama_r_4013_runaway","1000001","3","0","1","40132","0.1","","1401320038"
"","1","","401313","32","","","40132","","","1401320039"
"","0","","0.66","93","","","40132","","","1401320040"
"","1","","401312","32","","","40132","","","1401320041"
"","se_travel_top_aruma_07","","se_travel_top","23","","","40132","","","1401320042"
"","0","","0.97","93","","","40132","","","1401320043"
"","1","","1000001","4","","","40132","","","1401320044"
"","travel_topdrama_r_4013_runaway","","1000001","3","1","1","40132","0","","1401320045"
"","travel_topdrama_r_4000_run_normal","","1000002","3","1","1","40132","0.1","","1401320046"
"","travel_topdrama_r_4000_run_normal","","1000003","3","1","1","40132","0.1","","1401320047"
"","se_travel_top_aruma_08","","se_travel_top","23","","","40132","","","1401320048"
"","1","","8","4","","0","40132","","","1401320049"
"","-1600","2.5","8","2","-195","0","40132","","","1401320050"
"0","travel_topdrama_r_4013_runaway_1","","8","3","1","1","40132","0","","1401320051"
"","-1600","2.5","1000001","2","-195","0","40132","","","1401320052"
"","-20","1.4","1000002","2","-195","0","40132","","","1401320053"
"","-215","1.4","1000003","2","-140","0","40132","","","1401320054"
"","0","","1.4","93","","","40132","","","1401320055"
"","1","","401310","32","","","40132","","","1401320056"
"","travel_topdrama_r_4013_touch_2","","1000002","3","0","","40132","0.2","","1401320057"
"","travel_topdrama_r_4000_idle","","1000003","3","1","","40132","0.2","","1401320058"
"","0","","1","93","","","40132","","","1401320059"
"","travel_topdrama_r_4013_danger_2","","7","3","0","","40132","0","","1401320060"
"","0","","1.67","93","","","40132","","","1401320061"
"","1","","401304","32","","","40132","","","1401320062"
"","se_travel_top_aruma_10","","se_travel_top","23","","","40132","","","1401320063"
"","0","","0.3","93","","","40132","","","1401320064"
"","travel_topdrama_r_4013_touch_loop","","1000002","3","1","","40132","0.6","","1401320065"
"","0","","0.1","93","","","40132","","","1401320066"
"","se_travel_top_aruma_05","","se_travel_top","23","","","40132","","","1401320067"
"","0","","0.06","93","","","40132","","","1401320068"
"","1","","401307","32","","","40132","","","1401320069"
"","0","","0.57","93","","","40132","","","1401320070"
"","1","","401314","32","","","40132","","","1401320071"
"0.1","travel_topdrama_r_4013_out","travel_topdrama_r_4013_idle","7","3","0","1","40132","0.1","","1401320072"
"","se_travel_top_aruma_18","","se_travel_top","23","","","40132","","","1401320073"
"","1","","401308","32","","","40132","","","1401320074"
"","1","","4013082","32","","","40132","","","1401320075"
"","0","","0.1","93","","","40132","","","1401320076"
"0","travel_topdrama_r_4013_shock","travel_topdrama_r_4013_run","1000002","3","0","1","40132","0","","1401320077"
"0","travel_topdrama_r_4013_shock","travel_topdrama_r_4013_run","1000003","3","0","1","40132","0","","1401320078"
"","0","","0.86","93","","","40132","","","1401320079"
"","travel_topdrama_r_4013_run","","1000002","3","1","","40132","0","","1401320080"
"","travel_topdrama_r_4013_run","","1000003","3","1","","40132","0","","1401320081"
"","-1600","2.5","1000002","2","-195","0","40132","","","1401320082"
"","-1600","2.5","1000003","2","-140","0","40132","","","1401320083"
"","0","","0.07","93","","","40132","","","1401320084"
"","24","","0","122","0.4","","40132","","","1401320085"
"","1","","401305","32","","","40132","","","1401320086"
"","1","","401306","32","","","40132","","","1401320087"
"","0","","0.9","93","","","40132","","","1401320088"
"","se_travel_top_aruma_21","","se_travel_top","23","","","40132","","","1401320089"
"","0","","1.1","93","","","40132","","","1401320090"
"","","","0","111","","","40132","","","1401320091"
"","","","0","91","","","40132","","","1401320092"
"","401300","-55","401300","31","0","0.65","40141","1","","1401410001"
"0","0","0","0","5","55","-73","40141","1","normal","1401410002"
"","0","","0","91","","","40141","","","1401410003"
"0","1000001","-20","1","1","56","-195","40142","1.75","travel_topdrama_r_4000_idle","1401420001"
"0","1000002","-260","1","1","55","-140","40142","1.75","travel_topdrama_r_4000_idle","1401420002"
"0","1000003","-450","1","1","54","-140","40142","1.75","travel_topdrama_r_4000_idle","1401420003"
"0","7","435","7","5","53","-150","40142","1","travel_topdrama_r_4013_static","1401420004"
"0","8","-2000","8","5","57","-2000","40142","1.75","travel_topdrama_r_4013_catch_1","1401420005"
"","401301","0","401301","31","0","1","40142","1","","1401420006"
"","401303","0","401303","31","0","1","40142","1","","1401420007"
"","401304","78","401304","31","40","1","40142","0","","1401420008"
"","4013042","78","401304","31","40","1","40142","0","","1401420009"
"","401305","-158","401305","31","312","1","40142","0","","1401420010"
"","401306","-158","401306","31","312","1","40142","0","","1401420011"
"","401307","188","401307","31","36","0.8","40142","0","","1401420012"
"","401308","200","401308","31","-258","1","40142","0","","1401420013"
"","4013082","255","401308","31","-437","1","40142","0","","1401420014"
"","401309","-15","401309","31","120","1","40142","0","","1401420015"
"","401310","-15","401310","31","120","1","40142","0","","1401420016"
"","401311","-10","401311","31","120","1","40142","0","","1401420017"
"","401312","-91","401312","31","-42","1","40142","0","","1401420018"
"","4013122","-91","401312","31","-42","1","40142","0","","1401420019"
"","401313","0","401313","31","0","1","40142","0","","1401420020"
"","4013132","0","401313","31","0","1","40142","0","","1401420021"
"","401314","0","401314","31","0","1","40142","0","","1401420022"
"","401400","0","400014","31","0","1","40142","1","","1401420023"
"","0","","0","91","","","40142","","","1401420024"
"","0","","1","93","","","40142","","","1401420025"
"","travel_topdrama_r_4013_touch_1","travel_topdrama_r_4013_touch_loop","1000001","3","0","1","40142","0.3","","1401420026"
"","se_travel_top_aruma_01","","se_travel_top","23","","","40142","","","1401420027"
"","1","","401309","32","","","40142","","","1401420028"
"","0","","1","93","","","40142","","","1401420029"
"","travel_topdrama_r_4013_danger_1","","7","3","0","","40142","0","","1401420030"
"","0","","1.63","93","","","40142","","","1401420031"
"","se_travel_top_aruma_04","","se_travel_top","23","","","40142","","","1401420032"
"","0","","0.04","93","","","40142","","","1401420033"
"","travel_topdrama_r_4013_touch_loop","","1000001","3","1","","40142","0.3","","1401420034"
"","0","","0.4","93","","","40142","","","1401420035"
"","se_travel_top_aruma_05","","se_travel_top","23","","","40142","","","1401420036"
"","0","","1.33","93","","","40142","","","1401420037"
"","-20","0","8","2","-195","0","40142","","","1401420038"
"","travel_topdrama_r_4013_catch_1","","8","3","0","0","40142","0","","1401420039"
"","se_travel_top_aruma_06","","se_travel_top","23","","","40142","","","1401420040"
"0.1","travel_topdrama_r_4013_safe","travel_topdrama_r_4013_static","7","3","0","0","40142","0.1","","1401420041"
"","travel_topdrama_r_4013_catch","","1000001","3","0","","40142","0.1","","1401420042"
"","1","","401313","32","","","40142","","","1401420043"
"","0","","0.66","93","","","40142","","","1401420044"
"","1","","401312","32","","","40142","","","1401420045"
"","se_travel_top_aruma_07","","se_travel_top","23","","","40142","","","1401420046"
"","0","","0.97","93","","","40142","","","1401420047"
"","1","","1000001","4","","","40142","","","1401420048"
"","travel_topdrama_r_4013_runaway","","1000001","3","1","","40142","0","","1401420049"
"","travel_topdrama_r_4000_run_normal","","1000002","3","1","","40142","0.1","","1401420050"
"","travel_topdrama_r_4000_run_normal","","1000003","3","1","","40142","0.1","","1401420051"
"","se_travel_top_aruma_08","","se_travel_top","23","","","40142","","","1401420052"
"","1","","8","4","","0","40142","","","1401420053"
"","-1600","2.5","8","2","-195","0","40142","","","1401420054"
"","travel_topdrama_r_4013_runaway_1","","8","3","1","1","40142","0","","1401420055"
"","-1600","2.5","1000001","2","-195","0","40142","","","1401420056"
"","-20","1.4","1000002","2","-195","0","40142","","","1401420057"
"","-215","1.4","1000003","2","-140","0","40142","","","1401420058"
"","0","","1.4","93","","","40142","","","1401420059"
"","1","","401310","32","","","40142","","","1401420060"
"0.3","travel_topdrama_r_4013_touch_2","travel_topdrama_r_4013_touch_loop","1000002","3","0","1","40142","0.2","","1401420061"
"","travel_topdrama_r_4000_idle","","1000003","3","1","","40142","0.2","","1401420062"
"","0","","1","93","","","40142","","","1401420063"
"","travel_topdrama_r_4013_danger_2","","7","3","0","","40142","0","","1401420064"
"","0","","1.67","93","","","40142","","","1401420065"
"","1","","401304","32","","","40142","","","1401420066"
"","se_travel_top_aruma_10","","se_travel_top","23","","","40142","","","1401420067"
"","0","","0.3","93","","","40142","","","1401420068"
"","travel_topdrama_r_4013_touch_loop","","1000002","3","1","","40142","0.3","","1401420069"
"","0","","0.2","93","","","40142","","","1401420070"
"","se_travel_top_aruma_05","","se_travel_top","23","","","40142","","","1401420071"
"","0","","0.83","93","","","40142","","","1401420072"
"","0","","8","4","","0","40142","","","1401420073"
"","-20","0","8","2","-195","0","40142","","","1401420074"
"","travel_topdrama_r_4013_catch_2","","8","3","0","","40142","0","","1401420075"
"","se_travel_top_aruma_11","","se_travel_top","23","","","40142","","","1401420076"
"0.1","travel_topdrama_r_4013_safe","travel_topdrama_r_4013_static","7","3","0","0","40142","0.1","","1401420077"
"0","travel_topdrama_r_4013_catch","travel_topdrama_r_4013_runaway","1000002","3","0","1","40142","0.1","","1401420078"
"","1","","4013132","32","","","40142","","","1401420079"
"","0","","0.66","93","","","40142","","","1401420080"
"","1","","4013122","32","","","40142","","","1401420081"
"","se_travel_top_aruma_12","","se_travel_top","23","","","40142","","","1401420082"
"","0","","0.97","93","","","40142","","","1401420083"
"","1","","1000002","4","","","40142","","","1401420084"
"","travel_topdrama_r_4013_runaway","","1000002","3","1","","40142","0","","1401420085"
"","travel_topdrama_r_4000_run_normal","","1000003","3","1","","40142","0.1","","1401420086"
"","se_travel_top_aruma_08","","se_travel_top","23","","","40142","","","1401420087"
"","1","","8","4","","0","40142","","","1401420088"
"","-1600","2.5","8","2","-195","0","40142","","","1401420089"
"","travel_topdrama_r_4013_runaway_2","","8","3","1","","40142","0","","1401420090"
"","-1600","2.5","1000002","2","-195","0","40142","","","1401420091"
"","-20","1.4","1000003","2","-195","0","40142","","","1401420092"
"","0","","1.4","93","","","40142","","","1401420093"
"0.3","travel_topdrama_r_4013_touch_3","travel_topdrama_r_4013_touch_loop","1000003","3","0","1","40142","0.2","","1401420094"
"","1","","401311","32","","","40142","","","1401420095"
"","0","","1","93","","","40142","","","1401420096"
"","travel_topdrama_r_4013_danger_3_in","","7","3","0","","40142","0","","1401420097"
"","0","","2.16","93","","","40142","","","1401420098"
"","1","","4013042","32","","","40142","","","1401420099"
"","0","","0.54","93","","","40142","","","1401420100"
"","travel_topdrama_r_4013_touch_loop","","1000003","3","1","","40142","0.3","","1401420101"
"","0","","0.34","93","","","40142","","","1401420102"
"","1","","401307","32","","","40142","","","1401420103"
"","0","","0.5","93","","","40142","","","1401420104"
"","1","","401314","32","","","40142","","","1401420105"
"0.1","travel_topdrama_r_4013_out","travel_topdrama_r_4013_idle","7","3","0","1","40142","0.1","","1401420106"
"","se_travel_top_aruma_18","","se_travel_top","23","","","40142","","","1401420107"
"","1","","401308","32","","","40142","","","1401420108"
"","0","","0.1","93","","","40142","","","1401420109"
"0","travel_topdrama_r_4013_shock","travel_topdrama_r_4013_run","1000003","3","0","1","40142","0","","1401420110"
"","0","","0.86","93","","","40142","","","1401420111"
"","travel_topdrama_r_4013_run","","1000003","3","1","","40142","0","","1401420112"
"","-1600","2.5","1000003","2","-195","0","40142","","","1401420113"
"","0","","0.07","93","","","40142","","","1401420114"
"","24","","0","122","0.4","","40142","","","1401420115"
"","1","","401305","32","","","40142","","","1401420116"
"","1","","401306","32","","","40142","","","1401420117"
"","0","","0.9","93","","","40142","","","1401420118"
"","se_travel_top_aruma_21","","se_travel_top","23","","","40142","","","1401420119"
"","0","","1.1","93","","","40142","","","1401420120"
"","","","0","111","","","40142","","","1401420121"
"","","","0","91","","","40142","","","1401420122"
"","401300","-55","401300","31","0","0.65","40151","1","","1401510001"
"0","0","0","0","5","55","-73","40151","1","normal","1401510002"
"","0","","0","91","","","40151","","","1401510003"
"0","1000001","-20","1","1","56","-195","40152","1.75","travel_topdrama_r_4000_idle","1401520001"
"0","1000002","-260","1","1","55","-140","40152","1.75","travel_topdrama_r_4000_idle","1401520002"
"0","1000003","-450","1","1","54","-140","40152","1.75","travel_topdrama_r_4000_idle","1401520003"
"0","7","435","7","5","53","-150","40152","1","travel_topdrama_r_4013_static","1401520004"
"0","8","-2000","8","5","57","-2000","40152","1.75","travel_topdrama_r_4013_catch_1","1401520005"
"","401301","0","401301","31","0","1","40152","1","","1401520006"
"","401303","0","401303","31","0","1","40152","1","","1401520007"
"","401304","78","401304","31","40","1","40152","0","","1401520008"
"","4013042","78","401304","31","40","1","40152","0","","1401520009"
"","401315","78","401315","31","40","1","40152","0","","1401520010"
"","401316","103","401316","31","27","1","40152","0","","1401520011"
"","401307","188","401307","31","36","0.8","40152","0","","1401520012"
"","401309","-15","401309","31","120","1","40152","0","","1401520013"
"","401310","-15","401310","31","120","1","40152","0","","1401520014"
"","401311","-10","401311","31","120","1","40152","0","","1401520015"
"","401312","-91","401312","31","-42","1","40152","0","","1401520016"
"","4013122","-91","401312","31","-42","1","40152","0","","1401520017"
"","4013123","-81","401312","31","-42","1","40152","0","","1401520018"
"","401313","0","401313","31","0","1","40152","0","","1401520019"
"","4013132","0","401313","31","0","1","40152","0","","1401520020"
"","4013133","0","401313","31","0","1","40152","0","","1401520021"
"","401500","0","400015","31","0","1","40152","1","","1401520022"
"","0","","0","91","","","40152","","","1401520023"
"","0","","1","93","","","40152","","","1401520024"
"0.3","travel_topdrama_r_4013_touch_1","travel_topdrama_r_4013_touch_loop","1000001","3","0","1","40152","0.2","","1401520025"
"","se_travel_top_aruma_01","","se_travel_top","23","","","40152","","","1401520026"
"","1","","401309","32","","","40152","","","1401520027"
"","0","","1","93","","","40152","","","1401520028"
"","travel_topdrama_r_4013_danger_1","","7","3","0","","40152","0","","1401520029"
"","0","","1.63","93","","","40152","","","1401520030"
"","se_travel_top_aruma_04","","se_travel_top","23","","","40152","","","1401520031"
"","0","","0.04","93","","","40152","","","1401520032"
"","travel_topdrama_r_4013_touch_loop","","1000001","3","1","","40152","0.3","","1401520033"
"","0","","0.4","93","","","40152","","","1401520034"
"","se_travel_top_aruma_05","","se_travel_top","23","","","40152","","","1401520035"
"","0","","0.83","93","","","40152","","","1401520036"
"","-20","0","8","2","-195","0","40152","","","1401520037"
"","travel_topdrama_r_4013_catch_1","","8","3","0","","40152","0","","1401520038"
"","se_travel_top_aruma_06","","se_travel_top","23","","","40152","","","1401520039"
"0.1","travel_topdrama_r_4013_safe","travel_topdrama_r_4013_static","7","3","0","0","40152","0.1","","1401520040"
"","travel_topdrama_r_4013_catch","","1000001","3","0","","40152","0.1","","1401520041"
"","1","","401313","32","","","40152","","","1401520042"
"","0","","0.66","93","","","40152","","","1401520043"
"","1","","401312","32","","","40152","","","1401520044"
"","se_travel_top_aruma_07","","se_travel_top","23","","","40152","","","1401520045"
"","0","","0.97","93","","","40152","","","1401520046"
"","1","","1000001","4","","","40152","","","1401520047"
"","travel_topdrama_r_4013_runaway","","1000001","3","1","","40152","0","","1401520048"
"","travel_topdrama_r_4000_run_normal","","1000002","3","1","","40152","0.1","","1401520049"
"","travel_topdrama_r_4000_run_normal","","1000003","3","1","","40152","0.1","","1401520050"
"","se_travel_top_aruma_08","","se_travel_top","23","","","40152","","","1401520051"
"","1","","8","4","","0","40152","","","1401520052"
"","-1600","2.5","8","2","-195","0","40152","","","1401520053"
"","travel_topdrama_r_4013_runaway_1","","8","3","1","1","40152","0","","1401520054"
"","-1600","2.5","1000001","2","-195","0","40152","","","1401520055"
"","-20","1.4","1000002","2","-195","0","40152","","","1401520056"
"","-215","1.4","1000003","2","-140","0","40152","","","1401520057"
"","0","","1.4","93","","","40152","","","1401520058"
"","1","","401310","32","","","40152","","","1401520059"
"0.3","travel_topdrama_r_4013_touch_2","travel_topdrama_r_4013_touch_loop","1000002","3","0","1","40152","0.2","","1401520060"
"","travel_topdrama_r_4000_idle","","1000003","3","1","","40152","0.2","","1401520061"
"","0","","1","93","","","40152","","","1401520062"
"","travel_topdrama_r_4013_danger_2","","7","3","0","","40152","0","","1401520063"
"","0","","1.67","93","","","40152","","","1401520064"
"","1","","401304","32","","","40152","","","1401520065"
