ba268edf83a2a704bde10924aec14ef242a0ee930e0323efdacc7e14ed9dba22,1b22e8cbe0a3e17c7f2da524997f80546b0f958d0de872aa2e1a4592179cf935,a230b65b153cefa9861e3e33a045e2ae3979b7736429a64e89c51f4e44060c15,56d7776bd11e712d9d9a40b9d2ccd037f9d3314c18960704644c3e6ba4f67c2d,5deadca5fac477d2e318a788da7b98d8b73fe533578e7b1cce8bb8b158fd38d8,b956e6d8cb71211ad69d7500af1021efdad6ac60e1c870905fb77dcfbbbe0035,63a25459d32b7d2c2483829223c6592ab72b9bc6b4a9a3b2bc587c9cdb96d732,3e6555ee6088321f6ea15d3909218660722b027f2e8bd4a66c53c16daa4e89ad,300b273027c345352c3976bb4e7cc52927d642721126d2db07ee82868a861a3a,73cff3a51c125904a9fab849f46c123ce4fae97e46d93cc3b1e5c47c535798c9,92ead37a470edf92bba01f0caa3054db2a469f0f8c6578b22f4c36c71365d1bf,03b334f2e1616629eb4d7002d0b414a8e0c7b0bafc880cd5382af4741914d4a2,2d323ce85cb896d3598e0c4f5284395c333281af2c33d4e7763181435fce3d63,1b981f31848b322afbcb9667265f3a85da53059d6e940317178faa899572aea4,10b82a7b02b814242c568ed269909a556ff33cb805b6d5d0aa1bf25478b2c145,fef3f6721a071fd4aa63838273df4e0e86e5216ad98bc54b2531929acc5ec73d,15ff23ed0b44049615cb3f6475605a124875f48d01cd473c0e1b484f3da651e2,35395bfbf9684f914a359ed39384e71070ccc3e7f5d344675ddc5b88795fdd21,07083d810d3ccb4ebc3e799e75b87f7485a712b77968b38e2a78d6d3b7e38bfa,819b796a0c7d3dfbe9f902135fbb8d3a3ad00f646be98542b196cdf37cc613b0,702a7cf3cd97f4164e3daa1ed0df0caf09b433b33d5ece9dc2960d53f816f9bb
"3000","3","0","0","1","0","0","0","0","","1","0","1","","6","0","322404301","93","1","0","0"
"3000","3","0","0","1","20","0","0","0","","1","0","1","","6","8","322404302","8","0","0","0"
"3000","3","0","0","1","0","0","1","0","","1","0","1","","6","0","322404303","93","1","0","0"
"3000","3","0","0","1","16","0","1","0","","1","0","1","","6","8","322404304","8","0","0","0"
"3000","3","0","0","1","0","0","2","0","","1","0","1","","6","0","322404305","93","1","0","0"
"3000","3","0","0","1","12","0","2","0","","1","0","1","","6","8","322404306","8","0","0","0"
"3000","3","0","0","1","0","0","3","0","","1","0","1","","6","0","322404307","93","1","0","0"
"3000","3","0","0","1","8","0","3","0","","1","0","1","","6","8","322404308","8","0","0","0"
"3000","3","0","0","1","0","0","4","0","","1","0","1","","6","0","322404309","93","1","0","0"
"3000","3","0","0","1","4","0","4","0","","1","0","1","","6","8","322404310","8","0","0","0"
"3000","3","0","0.00021","99","1","3.5","0","3.5","","1","0","1","","3","1","322500101","1","0","80","0"
"3000","3","0","0.00021","99","1","3.5","0","3.5","","1","0","1","","3","2","322500102","1","0","80","0"
"3000","3","0","0.00048","1","1","7.5","0","7.5","","1","0","1","","3","1","322500201","1","0","80","0"
"3000","3","0","0.00048","1","1","7.5","0","7.5","","1","0","1","","3","2","322500202","1","0","80","0"
"3000","3","0","30","99","0.01","1","0","0","","1","0","1","","3","21","322500301","10","1","0","0"
"3000","3","0","30","99","0.01","1","0","0","","1","0","1","","3","41","322500302","10","1","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","3","970","322500303","23","322500304","0","0"
"3000","3","0","30","99","1","1","0","0","","1","0","1","","3","11","322500304","10","1","0","0"
"3000","3","0","30","99","1","1","0","0","","1","0","1","","3","31","322500305","10","1","0","0"
"250","7","1","0","1","0","0","0","1","","2","-100","2","","1","2","322500401","15","610201401","1","-100"
"250","7","1","0","1","0","0","0","1","","2","-350","2","","1","2","322500402","15","610201402","1","-350"
"250","7","1","0","1","0","0","0","1","","2","-600","2","","1","2","322500403","15","610201403","1","-600"
"-1","7","0","0","1","0","90","0","0","","2","0","2","","1","1","322500404","21","0","0","0"
"3000","3","0","90","99","0","2","0","25","","2","0","1","","3","10","322500501","10","1","0","0"
"3000","3","0","90","99","0","2","0","25","","2","0","1","","3","30","322500502","10","1","0","0"
"3000","3","0","90","99","0.1","1","0","0","","2","0","1","","3","20","322500503","10","1","0","0"
"3000","3","0","90","99","0.1","1","0","0","","2","0","1","","3","40","322500504","10","1","0","0"
"3000","3","0","12","99","0","2","0","100","","1","0","1","","3","91","322500601","10","1","0","0"
"3000","3","0","0","99","12.5","0","0","1","","1","0","1","","3","2","322500602","9","0","100","0"
"3000","3","0","0","99","0","0","0","0.1","","1","999999","1","","3","1","322500701","1","0","80","0"
"3000","3","0","0","99","0","0","0","0.1","","1","999999","1","","3","2","322500702","1","0","80","0"
"3000","7","0","0","1","0","9","0","22","","2","0","1","","3","322500701","322500703","26","1","0","0"
"3000","7","0","0","1","0","10","0","22","","2","0","1","","3","322500702","322500704","26","1","0","0"
"3000","3","0","0.0001","99","1","1.81","0","1.81","","1","0","1","","3","1","322500801","1","0","80","0"
"3000","3","0","0.0001","99","1","1.81","0","1.81","","1","0","1","","3","2","322500802","1","0","80","0"
"3000","3","0","0","99","12","0.5","0","0","","1","0","1","","3","1","322500803","8","0","0","0"
"3000","3","0","0.00021","99","1","3.5","0","3.5","","1","0","1","","3","1","322502101","1","0","80","0"
"3000","3","0","0.00021","99","1","3.5","0","3.5","","1","0","1","","3","2","322502102","1","0","80","0"
"3000","3","0","0","99","0","1","0","2","","2","0","1","","3","701","322502103","28","0","322502105","0"
"3000","3","0","0","99","0","1","0","2","","2","0","1","","3","701","322502104","28","0","322502106","0"
"3000","3","0","0","99","0","0","0","0","","1","999999","1","","3","1","322502105","1","0","80","0"
"3000","3","0","0","99","0","0","0","0","","1","999999","1","","3","2","322502106","1","0","80","0"
"3000","18","0","0","99","0.3","4","0","0","","2","0","1","","3","322502105","322502107","26","1","0","0"
"3000","18","0","0","99","0.3","4","0","0","","2","0","1","","3","322502106","322502108","26","1","0","0"
"250","7","1","0","1","0","0","0","1","","2","-100","2","","1","2","322504401","15","610201501","1","-100"
"250","7","1","0","1","0","0","0","1","","2","-350","2","","1","2","322504402","15","610201502","1","-350"
"250","7","1","0","1","0","0","0","1","","2","-600","2","","1","2","322504403","15","610201503","1","-600"
"3000","3","0","0.00003","99","1","2.1","0","2.1","","1","0","1","","3","1","322600101","1","0","80","0"
"3000","3","0","0.00003","99","1","2.1","0","2.1","","1","0","1","","3","2","322600102","1","0","80","0"
"3000","3","0","18","99","1","1","0","0","","1","2","1","","3","11","322600103","10","1","0","1"
"3000","3","0","18","99","1","1","0","0","","1","2","1","","3","31","322600104","10","1","0","1"
"3000","3","0","1","99","18","99","0","187","","1","0","1","","3","1","322600105","35","0","0","0"
"3000","3","0","0","1","0","100","0","0","","1","0","1","","3","1","322600201","49","0","0","0"
"3000","3","0","0","1","0","100","0","0","","1","0","1","","3","10","322600202","49","0","0","0"
"3000","3","0","0","1","0","0","0","0.5","","1","999999","1","","3","1","322600203","1","0","80","0"
"3000","3","0","0.00022","1","1","10.1","0","10.1","","1","0","1","","3","1","322600204","1","0","80","0"
"3000","3","0","0","99","0","0","0","0.01","","1","0","1","","3","1","322600301","46","1","80","0"
"3000","3","0","18","99","0","2","0","100","","1","0","1","","3","91","322600302","10","1","0","0"
"0","7","0","0","1","0","0","0","1","","2","0","1","","1","2","322600401","21","0","0","0"
"0","7","0","0","1","0","0","0","1","","2","0","1","","1","8","322600501","21","0","0","0"
"0","7","0","0","1","0","500","0","0","","2","0","1","","1","4","322600601","16","0","0","0"
"3000","38","0","0","1","0","0","0","0.01","","1","0","1","","9","1","322602101","46","1","80","0"
"3000","38","0","0","1","0","0","0","0.01","","1","0","1","","9","1","322602102","46","2","80","0"
"3000","38","0","90","1","0.005","3","0","0","","1","2","1","","9","11","322602103","10","1","0","1"
"3000","38","0","90","1","0.005","3","0","0","","1","2","1","","9","31","322602104","10","1","0","1"
"3000","38","0","1","1","90","99","0","187","","1","0","1","","9","1","322602105","35","0","0","0"
"3000","3","0","0","99","0.1","0","0","0.5","","1","99999","1","","6","1","322700101","1","0","100","0"
"250","7","1","0","1","0","0","0","1","","2","-150","1","","1","2","322700201","15","401812110","1","-150"
"250","7","1","0","1","0","0","0","1","","2","-300","1","","1","2","322700202","15","401812111","1","-300"
"3000","34","0","0","99","20","1.5","0","0","","2","0","1","","3","2","322700301","8","0","0","0"
"-1","7","0","0","1","0","200","0","0","","2","0","1","","3","4","322700302","16","0","0","0"
"3000","3","0","0","99","0.2","0","0","0.5","","1","99999","1","","6","1","322701101","1","0","100","0"
"3000","3","0","0","99","12","0.5","0","0","","1","0","1","","6","1","322701102","83","0","0","0"
"3000","3","0","1","99","12","1","0","153","","1","0","1","","6","0","322701103","35","0","0","0"
"3000","3","0","12","99","0.001","2","0","0","","1","0","1","","6","111","322701104","10","1","0","0"
"3000","3","0","12","99","0.001","2","0","0","","1","0","1","","6","121","322701105","10","1","0","0"
"250","7","1","0","1","0","0","0","1","","2","-150","1","","1","2","322701201","15","924272302","1","-150"
"250","7","1","0","1","0","0","0","1","","2","-300","1","","1","2","322701202","15","924272303","1","-300"
"250","7","1","0","1","0","0","0","1","","2","-450","1","","1","2","322701203","15","924272304","1","-450"
"3000","34","0","0","99","20","1.5","0","0","","2","0","1","","3","2","322701301","8","0","0","0"
"-1","7","0","0","1","0","200","0","0","","2","0","1","","3","4","322701302","16","0","0","0"
"3000","3","0","0","99","0.2","0","0","1","","1","99999","1","","3","1","322702101","1","0","100","0"
"250","7","1","0","1","0","0","0","1","","2","-150","1","","1","2","322702201","15","770421302","1","-150"
"250","7","1","0","1","0","0","0","1","","2","-300","1","","1","2","322702202","15","770421303","1","-300"
"250","7","1","0","1","0","0","0","1","","2","-450","1","","1","2","322702203","15","770421304","1","-450"
"3000","34","0","0","99","20","1.5","0","0","","2","0","1","","3","2","322702301","8","0","0","0"
"-1","7","0","0","1","0","200","0","0","","2","0","1","","3","4","322702302","16","0","0","0"
"2160","3","0","0","99","0","30","0","0","","1","0","1","","1","1","322800101","46","2","100","0"
"0","7","0","0","1","0","256","0","1","","2","0","1","","1","322800101","322800102","26","1","0","0"
"2160","7","0","10","1","99","99","0","56","","2","0","1","","3","1","322800103","35","0","0","0"
"2160","11","0","0","1","0","960","0","0","","2","0","1","","1","3","322800201","7","0","2","0"
"2160","3","0","0","99","0","10","0","0","","1","0","1","","1","2","322800202","16","0","0","0"
"0","7","0","0","1","0","256","0","3","","2","0","1","","1","322800202","322800203","26","1","0","0"
"2160","11","350","0","99","20","1","0","0","","1","0","1","","1","81","322800204","38","2","0","0"
"0","7","0","0","1","0","256","0","1","","2","0","1","","1","322800204","322800205","27","1","0","0"
"2160","3","0","0.00016","99","1","3","0","3","","1","0","1","","1","2","322800206","1","0","100","0"
"3000","3","0","0.0006","1","1","8","0","8","","1","0","1","","1","1","322800601","1","0","50","0"
"0","7","0","0","1","0","256","0","0.05","","2","0","1","","1","322800601","322800602","26","3","0","0"
"0","7","0","2","1","99","99","0","56","","2","0","1","","3","1","322800603","35","0","0","0"
"0","7","0","1","1","0","100","0","0","","0","0","1","","0","5","322800701","17","0","0","0"
"0","7","0","-1","1","99","99","0","56","","2","0","1","","3","1","322800702","35","0","0","0"
"-1","7","1","0","1","1","0","0","1","","2","350","1","","1","2","322800801","15","750000202","1","300"
"-1","7","1","0","1","2","0","0","2","","2","500","1","","1","2","322800802","15","750000203","1","450"
"-1","7","1","0","1","3","0","0","3","","2","650","1","","1","2","322800803","15","750000204","1","600"
"2160","3","0","0","99","1000","200","0","0","","1","0","1","","2","3","322800804","3","0","0","0"
"0","0","0","0","0","40","100","0","0","","1","0","1","","1","7","322801001","17","0","0","0"
"2160","7","0","20","1","99","99","0","56","","2","0","1","","3","1","322801002","35","0","0","0"
"-1","7","0","100","1","0","2","0","50","","2","2","1","","3","30","322801003","10","1","0","0"
"3000","3","0","0","99","0","20","0","0.001","","1","0","1","","3","1","322900101","46","2","80","0"
"3000","3","0","0","99","0","5","0","0","","1","0","1","","3","322900103","322900102","57","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","3","980","322900103","23","322900104","0","0"
"3000","3","0","0","99","100","12","0","0","","1","0","1","","3","0","322900104","13","0","0","0"
"3000","3","0","0.00053","2","1","11.07","0","11.07","","1","0","1","","3","1","322900201","1","0","80","0"
"3000","3","0","0","2","0","300","0","0","","1","0","1","","3","2","322900202","16","0","0","0"
"3000","3","0","0","2","0","1","0","2","","1","0","1","","3","980","322900203","23","322900204","0","0"
"3000","3","0","0","2","1000","1000","0","0","","1","0","1","","3","3","322900204","3","0","0","0"
"3000","3","0","0.00018","99","1","4","0","4","","1","0","1","","3","2","322900301","1","0","80","0"
"3000","3","0","18","99","1","1","0","0","","1","0","1","","3","11","322900302","10","1","0","0"
"3000","3","0","18","99","1","1","0","0","","1","0","1","","3","31","322900303","10","1","0","0"
"3000","3","0","18","99","0","2","0","100","","1","0","1","","3","91","322900304","10","1","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","3","960","322900305","23","322900306","0","0"
"3000","3","0","0","99","4","0","0","0","","1","0","1","","3","5","322900306","8","0","0","0"
"0","7","0","0","1","30","100","0","0","","2","0","1","","1","7","322900401","17","0","0","0"
"0","7","0","90","1","0","2","0","100","","2","0","1","","1","30","322900402","10","1","0","0"
"0","7","0","0","1","90","2","0","0","","2","0","1","","1","2","322900403","8","0","0","0"
"3000","3","0","0.00018","99","1","4","0","4","","1","0","1","","3","2","322900501","1","0","80","0"
"3000","3","0","0","99","12","0.4","0","0","","1","0","1","","3","1","322900502","8","0","0","0"
"3000","3","0","0","99","0","1","0","12","","1","0","1","","3","1","322900503","59","0","0","0"
"3000","3","0","0.00058","1","1","11.96","0","11.96","","1","0","1","","3","2","322900601","1","0","80","0"
"3000","3","0","0","99","0","20","0","0.001","","1","0","1","","3","1","322907101","46","2","100","0"
"3000","3","0","0","99","0","5","0","0","","1","0","1","","3","322907103","322907102","57","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","3","980","322907103","23","322907104","0","0"
"3000","3","0","0","99","100","12","0","0","","1","0","1","","3","0","322907104","13","0","0","0"
"3000","3","0","0.00053","2","1","11.07","0","11.07","","1","0","1","","3","1","322907201","1","0","100","0"
"3000","3","0","0","2","0","300","0","0","","1","0","1","","3","2","322907202","16","0","0","0"
"3000","3","0","0","2","0","1","0","2","","1","0","1","","3","980","322907203","23","322907204","0","0"
"3000","3","0","0","2","1000","1000","0","0","","1","0","1","","3","3","322907204","3","0","0","0"
"3000","3","0","0.00018","99","1","4","0","4","","1","0","1","","3","2","322907301","1","0","100","0"
"3000","3","0","18","99","0","3","0","15","","1","0","1","","3","11","322907302","10","1","0","0"
"3000","3","0","18","99","0","3","0","15","","1","0","1","","3","31","322907303","10","1","0","0"
"3000","3","0","18","99","0","2","0","100","","1","0","1","","3","91","322907304","10","1","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","3","960","322907305","23","322907306","0","0"
"3000","3","0","0","99","4","0","0","0","","1","0","1","","3","5","322907306","8","0","0","0"
"0","7","0","0","1","30","100","0","0","","2","0","1","","1","7","322907401","17","0","0","0"
"0","7","0","90","1","0","2","0","100","","2","0","1","","1","30","322907402","10","1","0","0"
"0","7","0","0","1","90","2","0","0","","2","0","1","","1","2","322907403","8","0","0","0"
"3000","3","0","0.00018","99","1","4","0","4","","1","0","1","","3","2","322907501","1","0","100","0"
"3000","3","0","0","99","12","0.4","0","0","","1","0","1","","3","1","322907502","8","0","0","0"
"3000","3","0","0","99","0","1","0","12","","1","0","1","","3","1","322907503","59","0","0","0"
"3000","3","0","0.00058","1","1","11.96","0","11.96","","1","0","1","","3","2","322907601","1","0","100","0"
"3000","3","0","0","99","0","100","0","0","","1","0","1","・敵全体のバリア解除","3","10","323000101","49","0","0","0"
"0","7","0","0","1","0","1","0","2","","2","0","1","・強化状態：ダメージと効果量アップ","1","950","323000102","28","323000103","323000104","0"
"3000","3","0","0","99","0","25","0","0.001","","1","0","1","・敵全体に魔法割合ダメージ","3","1","323000103","46","2","80","0"
"3000","3","0","0","99","0","25","0","0.0005","","1","0","1","・敵全体に魔法割合ダメージ","3","1","323000104","46","2","80","0"
"3000","3","0","0","99","0","300","0","0","","1","0","1","・敵全体にＴＰダウン","3","2","323000105","16","0","0","0"
"3000","3","0","0","99","0","150","0","0","","1","0","1","・敵全体にＴＰダウン","3","2","323000106","16","0","0","0"
"3000","3","0","0","99","24","0.6","0","0","","1","0","1","・敵全体に行動速度ダウン","3","1","323000107","8","0","0","0"
"3000","3","0","0","99","24","0.85","0","0","","1","0","1","・敵全体に行動速度ダウン","3","1","323000108","8","0","0","0"
"3000","3","0","24","99","0","2","0","100","","1","0","1","・敵全体にＨＰ吸収ダウン","3","91","323000109","10","0","0","0"
"3000","3","0","0.00002","99","1","1.5","0","1.5","","1","0","1","・敵全体に物理ダメージ","3","1","323000201","1","0","80","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","・対象のＨＰ70％未満：","3","970","323000202","23","323000203","0","0"
"3000","3","0","0","99","2","0","0","0","","1","0","1","スタン付与","3","7","323000203","8","0","0","0"
"0","7","0","0","0","50","100","0","0","","0","0","1","・自身のＨＰ50％未満：","0","3","323000301","17","0","0","0"
"0","7","0","0","1","0","90","0","0","","2","0","1","強化状態に変更","1","1","323000302","14","32300302","1","0"
"0","7","0","0","1","0","0","0","0","","2","0","1","","1","3","323000303","14","32300301","1","0"
"3000","3","0","0.00003","99","1","1.98","0","1.98","","1","0","1","・敵全体に物理ダメージ","3","1","323000401","1","0","80","0"
"3000","3","0","0.00002","99","1","1.5","0","1.5","","1","0","1","・敵全体に物理ダメージ","3","1","323000501","1","0","80","0"
"3000","3","0","0.00002","99","1","1.5","0","1.5","","1","0","1","・敵全体に魔法ダメージ","3","2","323000502","1","0","80","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","・対象のＨＰ90％未満：","3","990","323000503","23","323000504","0","0"
"3000","3","0","0","99","2","0","0","0","","1","0","1","スタン付与","3","7","323000504","8","0","0","0"
"3000","3","0","0.00003","99","1","1.98","0","1.98","","1","0","1","・敵全体に物理ダメージ","3","1","323000601","1","0","80","0"
"3000","3","0","0.00003","99","1","1.98","0","1.98","","1","0","1","・敵全体に魔法ダメージ","3","2","323000602","1","0","80","0"
"3000","7","0","0","1","90","0","0","100","","2","0","1","・自身に物理無効バリア展開","3","1","323000701","6","0","0","0"
"3000","7","0","0","1","90","0","0","100","","2","0","1","・自身に魔法無効バリア展開","3","2","323000702","6","0","0","0"
"3000","3","0","0","99","0","100","0","0","","1","0","1","・敵全体のバリア解除","3","10","323001101","49","0","0","0"
"0","7","0","0","1","0","1","0","2","","2","0","1","・強化状態：ダメージと効果量アップ","1","933","323001102","28","323001103","323001104","0"
"3000","3","0","0","99","0","25","0","0.001","","1","0","1","・敵全体に魔法割合ダメージ","3","1","323001103","46","2","80","0"
"3000","3","0","0","99","0","25","0","0.0005","","1","0","1","・敵全体に魔法割合ダメージ","3","1","323001104","46","2","80","0"
"3000","3","0","0","99","0","600","0","0","","1","0","1","・敵全体にＴＰダウン","3","2","323001105","16","0","0","0"
"3000","3","0","0","99","0","300","0","0","","1","0","1","・敵全体にＴＰダウン","3","2","323001106","16","0","0","0"
"3000","3","0","0","99","24","0.4","0","0","","1","0","1","・敵全体に行動速度ダウン","3","1","323001107","8","0","0","0"
"3000","3","0","0","99","24","0.7","0","0","","1","0","1","・敵全体に行動速度ダウン","3","1","323001108","8","0","0","0"
"3000","3","0","24","99","0","2","0","100","","1","0","1","・敵全体にＨＰ吸収ダウン","3","91","323001109","10","0","0","0"
"3000","3","0","0.00002","99","1","1.5","0","1.5","","1","0","1","・敵全体に物理ダメージ","3","1","323001201","1","0","80","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","・対象のＨＰ70％未満：","3","970","323001202","23","323001203","0","0"
"3000","3","0","0","99","2","0","0","0","","1","0","1","スタン付与","3","7","323001203","8","0","0","0"
"0","7","0","0","0","33","100","0","0","","0","0","1","・自身のＨＰ50％未満：","0","3","323001301","17","0","0","0"
"0","7","0","0","1","0","90","0","0","","2","0","1","強化状態に変更","1","1","323001302","14","32300302","1","0"
"0","7","0","0","1","0","0","0","0","","2","0","1","","1","3","323001303","14","32300301","1","0"
"3000","3","0","0.00003","99","1","1.98","0","1.98","","1","0","1","・敵全体に物理ダメージ","3","1","323001401","1","0","80","0"
"3000","3","0","0.00002","99","1","1.5","0","1.5","","1","0","1","・敵全体に物理ダメージ","3","1","323001501","1","0","80","0"
"3000","3","0","0.00002","99","1","1.5","0","1.5","","1","0","1","・敵全体に魔法ダメージ","3","2","323001502","1","0","80","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","・対象のＨＰ90％未満：","3","990","323001503","23","323001504","0","0"
"3000","3","0","0","99","2","0","0","0","","1","0","1","スタン付与","3","7","323001504","8","0","0","0"
"3000","3","0","0.00003","99","1","1.98","0","1.98","","1","0","1","・敵全体に物理ダメージ","3","1","323001601","1","0","80","0"
"3000","3","0","0.00003","99","1","1.98","0","1.98","","1","0","1","・敵全体に魔法ダメージ","3","2","323001602","1","0","80","0"
"3000","7","0","0","1","90","0","0","100","","2","0","1","・自身に物理無効バリア展開","3","1","323001701","6","0","0","0"
"3000","7","0","0","1","90","0","0","100","","2","0","1","・自身に魔法無効バリア展開","3","2","323001702","6","0","0","0"
"3000","3","0","0","99","0","100","0","0","","1","0","1","・敵全体のバリア解除","3","10","323002101","49","0","0","0"
"0","7","0","0","1","0","1","0","2","","2","0","1","・自身がバリア展開時：ダメージアップ","1","1900","323002102","28","323002103","323002104","0"
"3000","3","0","0","99","0","0","0","1","","1","99999","1","・敵全体に物理固定ダメージ","3","2","323002103","1","0","80","0"
"3000","3","0","0","99","0","0","0","0.35","","1","99999","1","・敵全体に物理固定ダメージ","3","2","323002104","1","0","80","0"
"3000","3","0","0","99","0","600","0","0","","1","0","1","・敵全体にＴＰダウン","3","2","323002105","16","0","0","0"
"3000","3","0","0","99","24","0.4","0","0","","1","0","1","・敵全体に行動速度ダウン","3","1","323002106","8","0","0","0"
"3000","3","0","0.00004","99","1","2.07","0","2.07","","1","0","1","","3","1","323100101","1","0","80","0"
"3000","3","0","0","99","3","0","0","0","","1","0","1","","3","7","323100102","8","0","0","0"
"0","7","0","90","1","0.011","1","0","50","","2","0","1","","3","20","323100201","10","1","0","0"
"0","7","0","90","1","0.011","1","0","50","","2","0","1","","3","40","323100202","10","1","0","0"
"3000","3","0","90","99","0.007","1","0","50","","1","0","1","","3","21","323100203","10","1","0","0"
"0","7","0","0","1","0","1","0","2","","2","0","1","","3","599","323100204","23","323100205","323100206","0"
"0","7","0","0","1","0","100","0","0","","2","0","1","","3","4","323100205","16","0","0","0"
"0","7","0","0","1","0","300","0","0","","2","0","1","","3","4","323100206","16","0","0","0"
"3000","3","0","0.00002","99","1","1.32","0","1.32","","1","0","1","","3","1","323100207","1","0","80","0"
"0","7","0","0","1","90","75","0","0","","2","0","1","","3","1","323100301","72","0","0","0"
"0","7","0","0","1","90","75","0","0","","2","0","1","","3","2","323100302","72","0","0","0"
"0","7","0","90","1","0","2","0","600","","2","0","1","","3","10","323100303","10","1","0","0"
"0","7","0","0","1","90","2","0","0","","2","0","1","","3","2","323100304","8","0","0","0"
"0","7","0","0","1","90","0","0","1","","2","0","1","","3","0","323100305","9","0","100","1"
"3000","3","0","0.00017","1","1","6.54","0","6.54","","1","0","1","","3","1","323100401","1","0","80","0"
"3000","3","0","0.00008","99","1","10","0","10","","1","0","1","","3","1","323107101","1","0","100","0"
"3000","3","0","0","99","5","0","0","0","","1","0","1","","3","7","323107102","8","0","0","0"
"0","7","0","90","1","0.007","1","0","50","","2","0","1","","3","20","323107201","10","1","0","0"
"0","7","0","90","1","0.007","1","0","50","","2","0","1","","3","40","323107202","10","1","0","0"
"3000","3","0","90","99","0.007","1","0","50","","1","0","1","","3","21","323107203","10","1","0","0"
"0","7","0","0","1","0","1","0","2","","2","0","1","","3","599","323107204","23","323107205","323107206","0"
"0","7","0","0","1","0","50","0","0","","2","0","1","","3","4","323107205","16","0","0","0"
"0","7","0","0","1","0","1000","0","0","","2","0","1","","3","4","323107206","16","0","0","0"
"3000","3","0","0.00004","99","1","6","0","6","","1","0","1","","3","1","323107207","1","0","100","0"
"0","7","0","0","1","90","75","0","0","","2","0","1","","3","1","323107301","72","0","0","0"
"0","7","0","0","1","90","75","0","0","","2","0","1","","3","2","323107302","72","0","0","0"
"0","7","0","90","1","0","2","0","600","","2","0","1","","3","10","323107303","10","1","0","0"
"0","7","0","0","1","90","2","0","0","","2","0","1","","3","2","323107304","8","0","0","0"
"0","7","0","0","1","90","0","0","1","","2","0","1","","3","0","323107305","9","0","100","1"
"3000","3","0","0.00034","1","1","36","0","36","","1","0","1","","3","1","323107401","1","0","100","0"
"3000","3","0","0.00006","99","1","2","0","2","","1","0","1","","6","2","323200101","1","0","100","0"
"3000","3","0","90","99","0.0004","2","0","10","","1","0","1","","6","111","323200102","10","1","0","0"
"3000","3","0","90","99","0.0004","2","0","10","","1","0","1","","6","121","323200103","10","1","0","0"
"3000","3","0","0","1","0","0","0","0","","1","0","1","","3","4","323200201","7","0","0","0"
"310","3","0","0.00072","99","1","16","0","16","","1","0","1","","2","2","323200202","1","0","100","0"
"310","3","0","12","99","0.01","1","0","0","","1","0","1","","2","41","323200203","10","1","0","0"
"3000","3","0","0","1","0","0","0","0","","1","0","1","","3","4","323200301","7","0","0","0"
"310","3","0","0.00072","99","1","16","0","16","","1","0","1","","2","2","323200302","1","0","100","0"
"3000","3","0","0.00005","99","1","4.6","0","4.6","","1","0","1","","6","2","323201101","1","0","100","0"
"3000","3","0","90","99","0.0008","2","0","20","","1","0","1","","6","111","323201102","10","1","0","0"
"3000","3","0","90","99","0.0008","2","0","20","","1","0","1","","6","121","323201103","10","1","0","0"
"3000","3","0","0","1","0","0","0","0","","1","0","1","","3","4","323201201","7","0","0","0"
"310","3","0","0.00057","99","0","39.7","0","39.7","","1","0","1","","2","2","323201202","1","0","100","0"
"310","3","0","12","99","0.01","1","0","0","","1","0","1","","2","41","323201203","10","1","0","0"
"310","3","0","0","99","0","0","0","0","","1","0","1","","2","701","323201204","28","0","323201205","0"
"310","3","0","0","99","0","60","0","0.001","","1","0","1","","2","1","323201205","46","2","100","0"
"3000","3","0","0","1","0","0","0","0","","1","0","1","","3","4","323201301","7","0","0","0"
"310","3","0","0.00057","99","0","39.7","0","39.7","","1","0","1","","2","2","323201302","1","0","100","0"
"3000","3","0","0.00004","99","1","1.25","0","1.25","","1","0","1","","3","1","323300101","1","0","80","0"
"3000","3","0","0.00004","99","1","1.25","0","1.25","","1","0","1","","3","2","323300102","1","0","80","0"
"3000","3","0","0","99","8.5","0","0","0.1","","1","0","1","","3","2","323300103","9","0","100","0"
"3000","3","0","0.0003","2","1","6.84","0","6.84","","1","0","1","","3","2","323300201","1","0","80","0"
"3000","3","0","0","2","8.5","0","0","0.1","","1","0","1","","3","2","323300202","9","0","100","0"
"0","7","0","0","1","30","100","0","0","","2","0","1","","1","7","323300301","17","0","0","0"
"0","7","0","90","1","0.01","2","0","0","","2","0","1","","1","30","323300302","10","0","0","0"
"0","7","0","0","1","90","3","0","0","","2","0","1","","1","2","323300303","8","0","0","0"
"0","7","0","0","1","0","90","0","0","","2","0","1","","1","1","323300304","22","32330002","0","0"
"3000","3","0","0.00041","1","1","9.26","0","9.26","","1","0","1","","3","1","323300401","1","0","80","0"
"3000","3","0","0.00041","1","1","9.26","0","9.26","","1","0","1","","3","1","323300501","1","0","80","0"
"3000","3","0","0.00041","1","1","9.26","0","9.26","","1","0","1","","3","2","323300502","1","0","80","0"
