a9d397943590442afb65a98219e58543ff4ae4891800abf7a250f7bcf121aa8c,f0651115a4fc467a2c0dafcc37ddb10b8cb2ee18c7577ea1f71f763ed2f50392,2321f04d7cdf0d1ca42281767cc82a50df8dbcd083b0b803de279b10e19a2a87,dcb71ee648d74ce6ef29c1a9bd5885012b1f90549076708e5ba8b6babf6a9784,e7e1599545941461124b4e178114722bc655813226b2aada7c0bb86bb6b7daed,f46ada19a07feba2c7ca013603189eaa0f6673c02f94f3070c2ebb53f39bfbe5,97fa48b580da979a9c321117682aa7006f82e62e9eebc45b034918ba64fbb53e,7da6a6b835c32b8a2532d2969631786814b3725a6f62a0ec7bf255267fefea90,fb20c10dae4daafe89b25deba939f75ca3b0540fa832333a11e68b6ae43a9786,7cbc8fe74a43327ef6eae7327593f9549982f65f87d78d2cebc29787e9b393e8,8079b586d1855598dde580383bbdf3e288e396790f63767ef7819ff3421f6e7e
"1","912001","912001","0","0","0","","","91201","31","1912010019"
"","0","0","","","","","","91201","91","1912010020"
"","10","1","","","","","","91201","32","1912010021"
"","0.7","0","","","","","","91201","93","1912010022"
"","0","1","","","","","","91201","32","1912010023"
"","17","1","","","","","","91201","32","1912010024"
"","118511","checkpoint_karin_idle","1","0","","","","91201","3","1912010025"
"","0.5","","","","","","","91201","26","1912010026"
"","se_caravan","se_caravan_goal_amb_gehena","0","","","","","91201","23","1912010027"
"","se_caravan","se_caravan_goal_onigiri","0","","","","","91201","23","1912010028"
"","0.5","0","","","","","","91201","93","1912010029"
"1","100","run_checkpoint","0","0","idle","","0","91201","3","1912010030"
"1","110","run_checkpoint","0","0","idle","","0","91201","3","1912010031"
"","12","1","","","","","","91201","32","1912010032"
"11","100","67","-276","","2.5","","","91201","2","1912010033"
"11","110","67","-276","","2.5","","","91201","2","1912010034"
"11","12","67","-276","","2.5","","","91201","33","1912010035"
"","2","0","","","","","","91201","93","1912010036"
"","se_caravan","se_caravan_goal_chara_appear","0","","","","","91201","23","1912010037"
"1","105811","checkpoint_peko_in","0","0","checkpoint_peko_loop","","0","91201","3","1912010038"
"1","105911","checkpoint_kokkoro_in","0","0","checkpoint_kokkoro_loop","","0","91201","3","1912010039"
"1","106011","checkpoint_kyaru_in","0","0","checkpoint_kyaru_loop","","0","91201","3","1912010040"
"1","106411","checkpoint_shefy_in","0","0","checkpoint_shefy_loop","","0","91201","3","1912010041"
"","6","0","0","","","","","91201","140","1912010042"
"","1.6","0","","","","","","91201","93","1912010043"
"","13","1","","","","","","91201","32","1912010044"
"","118511","checkpoint_karin_clap","1","0.2","","","","91201","3","1912010045"
"","2.6","0","","","","","","91201","93","1912010046"
"3","11","-600","0","","1","","","91201","33","1912010047"
"1","600","0","1","3","1","","","91201","121","1912010048"
"","se_caravan","se_caravan_goal_bandy_appear","0","","","","","91201","23","1912010049"
"","11","run_gakkari","0","","","","","91201","3","1912010050"
"","12","run_gakkari","0","","","","","91201","3","1912010051"
"","13","run_gakkari","0","","","","","91201","3","1912010052"
"1","200","run_gakkari","0","","idle","","0.1","91201","3","1912010053"
"","912001","1","","","","","","91201","32","1912010054"
"","0.4","0","","","","","","91201","93","1912010055"
"","105811","checkpoint_peko_loop_r","1","0.1","","","","91201","3","1912010056"
"","105911","checkpoint_kokkoro_loop_r","1","0.1","","","","91201","3","1912010057"
"","106011","checkpoint_kyaru_loop_r","1","0.1","","","","91201","3","1912010058"
"","106411","checkpoint_shefy_loop_r","1","0.1","","","","91201","3","1912010059"
"","61","0","0","","","","","91201","140","1912010060"
"","0.1","0","","","","","","91201","93","1912010061"
"","18","1","","","","","","91201","32","1912010062"
"","3.7","0","","","","","","91201","93","1912010063"
"","1912010065","","","","","","","91201","101","1912010064"
"","bgm_MC103","bgm_MC103","","","","","","91201","25","1912010065"
"","12","0","","","","","","91201","32","1912010066"
"","912001","0","","","","","","91201","32","1912010067"
"","1","","","","","","","91201","113","1912010068"
"","0.3","0","","","","","","91201","93","1912010069"
"","11","1","","","","","","91201","32","1912010070"
"","0.4","0","","","","","","91201","93","1912010071"
"","0","0","","","","","","91201","32","1912010072"
"","13","0","","","","","","91201","32","1912010073"
"","18","0","","","","","","91201","32","1912010074"
"","17","0","","","","","","91201","32","1912010075"
"0","105811","1","1","0","1","","0","91201","6","1912010076"
"0","105911","1","1","0","1","","0","91201","6","1912010077"
"0","106011","1","1","0","1","","0","91201","6","1912010078"
"0","106411","1","1","0","1","","0","91201","6","1912010079"
"0","100","1","1","0","1","","0","91201","6","1912010080"
"0","110","1","1","0","1","","0","91201","6","1912010081"
"0","118511","1","1","0","1","","0","91201","6","1912010082"
"0","11","1","1","0","1","","0","91201","6","1912010083"
"0","12","1","1","0","1","","0","91201","6","1912010084"
"0","13","1","1","0","1","","0","91201","6","1912010085"
"0","200","1","1","0","1","","0","91201","6","1912010086"
"0","0","0","1","3","1","","","91201","121","1912010087"
"0","11","0","0","","0","","","91201","33","1912010088"
"","0","","","","","","","91201","91","1912010089"
"-50","1","105811","62","1","-1250","empty","0","91301","1","1913010001"
"-70","1","105911","66","1","-1390","empty","0","91301","1","1913010002"
"-50","1","106011","64","1","-1520","empty","0","91301","1","1913010003"
"-70","1","106411","64","1","-1660","empty","0","91301","1","1913010004"
"-266","100","100","58","0.4","-1085","idle","1","91301","5","1913010005"
"-266","110","110","56","0.4","-1085","idle","1","91301","5","1913010006"
"-330","14","11","64","0.64","285","empty","0","91301","5","1913010007"
"-330","15","12","66","0.64","570","empty","0","91301","5","1913010008"
"-300","16","13","62","0.64","425","empty","0","91301","5","1913010009"
"-250","200","200","58","0.75","570","empty","0","91301","5","1913010010"
"1","911000","0","-300","0","0","","","91301","31","1913010011"
"1","900001","10","0","0","0","","","91301","31","1913010012"
"1","900002","11","0","0","0","","","91301","31","1913010013"
"1","912000","912000","430","0","0","","","91301","31","1913010014"
"1","912002","20021","-1250","0","-50","","","91301","31","1913010015"
"1","912002","20022","-1390","0","-70","","","91301","31","1913010016"
"1","912002","20023","-1520","0","-50","","","91301","31","1913010017"
"1","912002","20024","-1660","0","-70","","","91301","31","1913010018"
"1","900012","19","0","0","0","","","91301","31","1913010019"
"","0","0","","","","","","91301","91","1913010020"
"","10","1","","","","","","91301","32","1913010021"
"","0.7","0","","","","","","91301","93","1913010022"
"","0","1","","","","","","91301","32","1913010023"
"","11","doya_wait","1","","","","","91301","3","1913010024"
"","12","doya_wait","1","","","","","91301","3","1913010025"
"","13","doya_wait","1","","","","","91301","3","1913010026"
"","200","idle","1","","","","","91301","3","1913010027"
"","912000","1","","","","","","91301","32","1913010028"
"","0.5","","","","","","","91301","26","1913010029"
"","se_caravan","se_caravan_goal_amb_gehena","0","","","","","91301","23","1913010030"
"","se_caravan","se_caravan_goal_onigiri_bishoku_appear","0","","","","","91301","23","1913010031"
"","105811","run","1","","","","","91301","3","1913010032"
"","105911","run","1","","","","","91301","3","1913010033"
"","106011","run","1","","","","","91301","3","1913010034"
"","106411","run","1","","","","","91301","3","1913010035"
"1","100","run_checkpoint","0","0","idle","","0","91301","3","1913010036"
"1","110","run_checkpoint","0","0","idle","","0","91301","3","1913010037"
"11","105811","-150","-50","","2.5","","","91301","2","1913010038"
"11","105911","-290","-70","","2.5","","","91301","2","1913010039"
"11","106011","-420","-50","","2.5","","","91301","2","1913010040"
"11","106411","-560","-70","","2.5","","","91301","2","1913010041"
"","20021","1","","","","","","91301","32","1913010042"
"","20022","1","","","","","","91301","32","1913010043"
"","20023","1","","","","","","91301","32","1913010044"
"","20024","1","","","","","","91301","32","1913010045"
"11","20021","-150","-50","","2.5","","","91301","33","1913010046"
"11","20022","-290","-70","","2.5","","","91301","33","1913010047"
"11","20023","-420","-50","","2.5","","","91301","33","1913010048"
"11","20024","-560","-70","","2.5","","","91301","33","1913010049"
"11","100","-100","-276","","2.5","","","91301","2","1913010050"
"11","110","-100","-276","","2.5","","","91301","2","1913010051"
"","2.1","0","","","","","","91301","93","1913010052"
"","62","0","0","","","","","91301","140","1913010053"
"","19","1","","","","","","91301","32","1913010054"
"","0.4","0","","","","","","91301","93","1913010055"
"","105811","gakkari","0","0.3","","","","91301","3","1913010056"
"","105911","gakkari","0","0.3","","","","91301","3","1913010057"
"","106011","gakkari","0","0.3","","","","91301","3","1913010058"
"","106411","gakkari","0","0.3","","","","91301","3","1913010059"
"","0.9","0","","","","","","91301","93","1913010060"
"1","11","doya_loop_in","0","0.1","doya_loop","","","91301","3","1913010061"
"1","12","doya_loop_in","0","0.1","doya_loop","","","91301","3","1913010062"
"1","13","doya_loop_in","0","0.1","doya_loop","","","91301","3","1913010063"
"","2.9","0","","","","","","91301","93","1913010064"
"","1913010066","","","","","","","91301","101","1913010065"
"","bgm_MC103","bgm_MC103","","","","","","91301","25","1913010066"
"","20021","0","","","","","","91301","32","1913010067"
"","20022","0","","","","","","91301","32","1913010068"
"","20023","0","","","","","","91301","32","1913010069"
"","20024","0","","","","","","91301","32","1913010070"
"","1","","","","","","","91301","113","1913010071"
"","0.3","0","","","","","","91301","93","1913010072"
"","11","1","","","","","","91301","32","1913010073"
"","0.4","0","","","","","","91301","93","1913010074"
"","19","0","","","","","","91301","32","1913010075"
"","0","0","","","","","","91301","32","1913010076"
"","912000","0","","","","","","91301","32","1913010077"
"0","105811","1","1","0","1","","0","91301","6","1913010078"
"0","105911","1","1","0","1","","0","91301","6","1913010079"
"0","106011","1","1","0","1","","0","91301","6","1913010080"
"0","106411","1","1","0","1","","0","91301","6","1913010081"
"0","100","1","1","0","1","","0","91301","6","1913010082"
"0","110","1","1","0","1","","0","91301","6","1913010083"
"0","11","1","1","0","1","","0","91301","6","1913010084"
"0","12","1","1","0","1","","0","91301","6","1913010085"
"0","13","1","1","0","1","","0","91301","6","1913010086"
"0","200","1","1","0","1","","0","91301","6","1913010087"
"","0","","","","","","","91301","91","1913010088"
"-34","1","105811","62","1","0","empty","0","92101","1","1921010001"
"-34","1","105911","66","1","0","empty","0","92101","1","1921010002"
"-34","1","106011","64","1","0","empty","0","92101","1","1921010003"
"-34","1","106411","65","1","0","empty","0","92101","1","1921010004"
"-34","1","118511","52","1","0","empty","0","92101","1","1921010005"
"-266","100","100","58","0.4","-1085","idle","1","92101","5","1921010006"
"-266","110","110","56","0.4","-1085","idle","1","92101","5","1921010007"
"1","921000","0","-300","0","0","","","92101","31","1921010008"
"1","900001","1","0","0","0","","","92101","31","1921010009"
"1","900002","2","0","0","0","","","92101","31","1921010010"
"1","900004","4","-1085","0","-266","","","92101","31","1921010011"
"1","900005","5","0","0","0","","","92101","31","1921010012"
"1","900009","9","0","0","-34","","","92101","31","1921010013"
"","0","0","","","","","","92101","91","1921010014"
"","1","1","","","","","","92101","32","1921010015"
"","0.7","0","","","","","","92101","93","1921010016"
"","0","1","","","","","","92101","32","1921010017"
"","9","1","","","","","","92101","32","1921010018"
"","118511","checkpoint_karin_idle","1","0","","","","92101","3","1921010019"
"","0.5","","","","","","","92101","26","1921010020"
"","se_caravan","se_caravan_goal_amb_niflhel","0","","","","","92101","23","1921010021"
"","0.9","0","","","","","","92101","93","1921010022"
"","se_caravan","se_caravan_goal_onigiri","0","","","","","92101","23","1921010023"
"","0.5","0","","","","","","92101","93","1921010024"
"1","100","run_checkpoint","0","0","idle","","0","92101","3","1921010025"
"1","110","run_checkpoint","0","0","idle","","0","92101","3","1921010026"
"","4","1","","","","","","92101","32","1921010027"
"11","100","67","-276","","2.5","","","92101","2","1921010028"
"11","110","67","-276","","2.5","","","92101","2","1921010029"
"11","4","67","-276","","2.5","","","92101","33","1921010030"
"","2","0","","","","","","92101","93","1921010031"
"","se_caravan","se_caravan_goal_chara_appear","0","","","","","92101","23","1921010032"
"1","105811","checkpoint_peko_in","0","0","checkpoint_peko_loop","","0","92101","3","1921010033"
"1","105911","checkpoint_kokkoro_in","0","0","checkpoint_kokkoro_loop","","0","92101","3","1921010034"
"1","106011","checkpoint_kyaru_in","0","0","checkpoint_kyaru_loop","","0","92101","3","1921010035"
"1","106411","checkpoint_shefy_in","0","0","checkpoint_shefy_loop","","0","92101","3","1921010036"
"","6","0","0","","","","","92101","140","1921010037"
"","1.6","0","","","","","","92101","93","1921010038"
"","se_caravan","se_caravan_goal_arrival_niflhel","0","","","","","92101","23","1921010039"
"","5","1","","","","","","92101","32","1921010040"
"","118511","checkpoint_karin_clap","1","0.2","","","","92101","3","1921010041"
"","3","0","","","","","","92101","93","1921010042"
"","1921010044","","","","","","","92101","101","1921010043"
"","bgm_MC211","bgm_MC211","","","","","","92101","25","1921010044"
"","4","0","","","","","","92101","32","1921010045"
"","1","","","","","","","92101","113","1921010046"
"","0.3","0","","","","","","92101","93","1921010047"
"","2","1","","","","","","92101","32","1921010048"
"","0.4","0","","","","","","92101","93","1921010049"
"0","100","1","1","0","1","","0","92101","6","1921010050"
"0","110","1","1","0","1","","0","92101","6","1921010051"
"","0","0","","","","","","92101","32","1921010052"
"","5","0","","","","","","92101","32","1921010053"
"","9","0","","","","","","92101","32","1921010054"
"0","105811","1","1","0","1","","0","92101","6","1921010055"
"0","105911","1","1","0","1","","0","92101","6","1921010056"
"0","106011","1","1","0","1","","0","92101","6","1921010057"
"0","106411","1","1","0","1","","0","92101","6","1921010058"
"0","118511","1","1","0","1","","0","92101","6","1921010059"
"","0","","","","","","","92101","91","1921010060"
"-34","1","105811","62","1","0","empty","0","92102","1","1921020001"
"-34","1","105911","66","1","0","empty","0","92102","1","1921020002"
"-34","1","106011","64","1","0","empty","0","92102","1","1921020003"
"-34","1","106411","64","1","0","empty","0","92102","1","1921020004"
"-34","1","118511","52","1","0","empty","0","92102","1","1921020005"
"-34","900000","900000","54","1","0","empty","0","92102","5","1921020006"
"1","105811","1","1","0","1","","0","92102","6","1921020007"
"1","105911","1","1","0","1","","0","92102","6","1921020008"
"1","106011","1","1","0","1","","0","92102","6","1921020009"
"1","106411","1","1","0","1","","0","92102","6","1921020010"
"1","118511","1","1","0","1","","0","92102","6","1921020011"
"1","105811","0","-34","0","0","","0","92102","2","1921020012"
"1","105911","0","-34","0","0","","0","92102","2","1921020013"
"1","106011","0","-34","0","0","","0","92102","2","1921020014"
"1","106411","0","-34","0","0","","0","92102","2","1921020015"
"1","921001","921001","-250","1","0","","","92102","31","1921020016"
"1","900002","900002","0","0","0","","","92102","31","1921020017"
"1","900003","900003","0","0","0","","","92102","31","1921020018"
"1","900006","900006","0","0","0","","","92102","31","1921020019"
"1","900008","900008","0","0","0","","","92102","31","1921020020"
"","0","0","","","","","","92102","91","1921020021"
"","105811","treasure_peko","1","0","","","","92102","3","1921020022"
"","105911","treasure_kokkoro","1","0","","","","92102","3","1921020023"
"","106011","treasure_kyaru","1","0","","","","92102","3","1921020024"
"","106411","treasure_shefy","1","0","","","","92102","3","1921020025"
"","118511","treasure_karin_normal","0","0","","","","92102","3","1921020026"
"","900000","treasure_karin_normal","0","0","","","","92102","3","1921020027"
"","900006","1","","","","","","92102","32","1921020028"
"","900008","1","","","","","","92102","32","1921020029"
"","0.4","0","","","","","","92102","93","1921020030"
"","7","0","0","","","","","92102","140","1921020031"
"","3.9","0","","","","","","92102","93","1921020032"
"","1921020035","","","","","","","92102","101","1921020033"
"","900006","0","","","","","","92102","32","1921020034"
"0","2","","1","0.1","1","","0","92102","113","1921020035"
"","0.2","0","","","","","","92102","93","1921020036"
"","900003","1","","","","","","92102","32","1921020037"
"","0.2","0","","","","","","92102","93","1921020038"
"","921001","0","","","","","","92102","32","1921020039"
"","900006","0","","","","","","92102","32","1921020040"
"0","105811","1","1","0","1","","0","92102","6","1921020041"
"0","105911","1","1","0","1","","0","92102","6","1921020042"
"0","106011","1","1","0","1","","0","92102","6","1921020043"
"0","106411","1","1","0","1","","0","92102","6","1921020044"
"0","118511","1","1","0","1","","0","92102","6","1921020045"
"0","900000","1","1","0","1","","0","92102","6","1921020046"
"","0.1","0","","","","","","92102","93","1921020047"
"-34","1","105811","62","1","0","empty","0","92103","1","1921030001"
"-34","1","105911","66","1","0","empty","0","92103","1","1921030002"
"-34","1","106011","64","1","0","empty","0","92103","1","1921030003"
"-34","1","106411","64","1","0","empty","0","92103","1","1921030004"
"-34","1","118511","52","1","0","empty","0","92103","1","1921030005"
"-34","900000","900000","54","1","0","empty","0","92103","5","1921030006"
"1","105811","1","1","0","1","","0","92103","6","1921030007"
"1","105911","1","1","0","1","","0","92103","6","1921030008"
"1","106011","1","1","0","1","","0","92103","6","1921030009"
"1","106411","1","1","0","1","","0","92103","6","1921030010"
"1","118511","1","1","0","1","","0","92103","6","1921030011"
"1","105811","0","-34","0","0","","0","92103","2","1921030012"
"1","105911","0","-34","0","0","","0","92103","2","1921030013"
"1","106011","0","-34","0","0","","0","92103","2","1921030014"
"1","106411","0","-34","0","0","","0","92103","2","1921030015"
"1","921001","921001","-250","1","0","","","92103","31","1921030016"
"1","900002","900002","0","0","0","","","92103","31","1921030017"
"1","900003","900003","0","0","0","","","92103","31","1921030018"
"1","900007","900007","0","0","0","","","92103","31","1921030019"
"1","900008","900008","0","0","0","","","92103","31","1921030020"
"","0","0","","","","","","92103","91","1921030021"
"","105811","treasure_peko","1","0","","","","92103","3","1921030022"
"","105911","treasure_kokkoro","1","0","","","","92103","3","1921030023"
"","106011","treasure_kyaru","1","0","","","","92103","3","1921030024"
"","106411","treasure_shefy","1","0","","","","92103","3","1921030025"
"","118511","treasure_karin_rare","0","0","","","","92103","3","1921030026"
"","900000","treasure_karin_rare","0","0","","","","92103","3","1921030027"
"","900007","1","","","","","","92103","32","1921030028"
"","900008","1","","","","","","92103","32","1921030029"
"","0.4","0","","","","","","92103","93","1921030030"
"","7","0","0","","","","","92103","140","1921030031"
"","2.2","0","","","","","","92103","93","1921030032"
"","vo_caravan","vo_caravan_118501_appraise_001","0","","0","","","92103","21","1921030033"
"","2.7","0","","","","","","92103","93","1921030034"
"","1921030037","","","","","","","92103","101","1921030035"
"","900007","0","","","","","","92103","32","1921030036"
"0","2","","1","0.1","1","","0","92103","113","1921030037"
"","0.2","0","","","","","","92103","93","1921030038"
"","900003","1","","","","","","92103","32","1921030039"
"","0.2","0","","","","","","92103","93","1921030040"
"","921001","0","","","","","","92103","32","1921030041"
"","900007","0","","","","","","92103","32","1921030042"
"","900008","0","","","","","","92103","32","1921030043"
"0","105811","1","1","0","1","","0","92103","6","1921030044"
"0","105911","1","1","0","1","","0","92103","6","1921030045"
"0","106011","1","1","0","1","","0","92103","6","1921030046"
"0","106411","1","1","0","1","","0","92103","6","1921030047"
"0","118511","1","1","0","1","","0","92103","6","1921030048"
"0","900000","1","1","0","1","","0","92103","6","1921030049"
"","0.1","0","","","","","","92103","93","1921030050"
"-34","1","105811","62","1","0","empty","0","92201","1","1922010001"
"-34","1","105911","66","1","0","empty","0","92201","1","1922010002"
"-34","1","106011","64","1","0","empty","0","92201","1","1922010003"
"-34","1","106411","65","1","0","empty","0","92201","1","1922010004"
"-266","100","100","58","0.4","-1085","idle","1","92201","5","1922010005"
"-266","110","110","56","0.4","-1085","idle","1","92201","5","1922010006"
"-34","1","118511","52","1","0","empty","0","92201","1","1922010007"
"-300","14","11","62","0.64","-800","empty","0","92201","5","1922010008"
"-300","15","12","64","0.64","-1120","empty","0","92201","5","1922010009"
"-320","16","13","66","0.64","-970","empty","0","92201","5","1922010010"
"-250","200","200","58","0.75","-1120","empty","1","92201","5","1922010011"
"1","921000","0","-300","0","0","","","92201","31","1922010012"
"1","900001","10","0","0","0","","","92201","31","1922010013"
"1","900002","11","0","0","0","","","92201","31","1922010014"
"1","900004","12","-1085","0","-266","","","92201","31","1922010015"
"1","900005","13","0","0","0","","","92201","31","1922010016"
"1","900011","18","-600","0","0","","","92201","31","1922010017"
"1","900009","17","0","0","-34","","","92201","31","1922010018"
"1","912001","912001","0","0","0","","","92201","31","1922010019"
"","0","0","","","","","","92201","91","1922010020"
"","10","1","","","","","","92201","32","1922010021"
"","0.7","0","","","","","","92201","93","1922010022"
"","0","1","","","","","","92201","32","1922010023"
"","17","1","","","","","","92201","32","1922010024"
"","118511","checkpoint_karin_idle","1","0","","","","92201","3","1922010025"
"","0.5","","","","","","","92201","26","1922010026"
"","se_caravan","se_caravan_goal_amb_niflhel","0","","","","","92201","23","1922010027"
"","se_caravan","se_caravan_goal_onigiri","0","","","","","92201","23","1922010028"
"","0.5","0","","","","","","92201","93","1922010029"
"1","100","run_checkpoint","0","0","idle","","0","92201","3","1922010030"
"1","110","run_checkpoint","0","0","idle","","0","92201","3","1922010031"
"","12","1","","","","","","92201","32","1922010032"
"11","100","67","-276","","2.5","","","92201","2","1922010033"
"11","110","67","-276","","2.5","","","92201","2","1922010034"
"11","12","67","-276","","2.5","","","92201","33","1922010035"
"","2","0","","","","","","92201","93","1922010036"
"","se_caravan","se_caravan_goal_chara_appear","0","","","","","92201","23","1922010037"
"1","105811","checkpoint_peko_in","0","0","checkpoint_peko_loop","","0","92201","3","1922010038"
"1","105911","checkpoint_kokkoro_in","0","0","checkpoint_kokkoro_loop","","0","92201","3","1922010039"
"1","106011","checkpoint_kyaru_in","0","0","checkpoint_kyaru_loop","","0","92201","3","1922010040"
"1","106411","checkpoint_shefy_in","0","0","checkpoint_shefy_loop","","0","92201","3","1922010041"
"","6","0","0","","","","","92201","140","1922010042"
"","1.6","0","","","","","","92201","93","1922010043"
"","se_caravan","se_caravan_goal_arrival_niflhel","0","","","","","92201","23","1922010044"
"","13","1","","","","","","92201","32","1922010045"
"","118511","checkpoint_karin_clap","1","0.2","","","","92201","3","1922010046"
"","2.6","0","","","","","","92201","93","1922010047"
"3","11","-600","0","","1","","","92201","33","1922010048"
"1","600","0","1","3","1","","","92201","121","1922010049"
"","se_caravan","se_caravan_goal_bandy_appear","0","","","","","92201","23","1922010050"
"","11","run_gakkari","0","","","","","92201","3","1922010051"
"","12","run_gakkari","0","","","","","92201","3","1922010052"
"","13","run_gakkari","0","","","","","92201","3","1922010053"
"1","200","run_gakkari","0","","idle","","0.1","92201","3","1922010054"
"","912001","1","","","","","","92201","32","1922010055"
"","0.4","0","","","","","","92201","93","1922010056"
"","105811","checkpoint_peko_loop_r","1","0.1","","","","92201","3","1922010057"
"","105911","checkpoint_kokkoro_loop_r","1","0.1","","","","92201","3","1922010058"
"","106011","checkpoint_kyaru_loop_r","1","0.1","","","","92201","3","1922010059"
"","106411","checkpoint_shefy_loop_r","1","0.1","","","","92201","3","1922010060"
"","61","0","0","","","","","92201","140","1922010061"
"","0.1","0","","","","","","92201","93","1922010062"
"","18","1","","","","","","92201","32","1922010063"
"","3.7","0","","","","","","92201","93","1922010064"
"","1922010066","","","","","","","92201","101","1922010065"
"","bgm_MC211","bgm_MC211","","","","","","92201","25","1922010066"
"","12","0","","","","","","92201","32","1922010067"
"","912001","0","","","","","","92201","32","1922010068"
"","1","","","","","","","92201","113","1922010069"
"","0.3","0","","","","","","92201","93","1922010070"
"","11","1","","","","","","92201","32","1922010071"
"","0.4","0","","","","","","92201","93","1922010072"
"","0","0","","","","","","92201","32","1922010073"
"","13","0","","","","","","92201","32","1922010074"
"","18","0","","","","","","92201","32","1922010075"
"","17","0","","","","","","92201","32","1922010076"
"0","105811","1","1","0","1","","0","92201","6","1922010077"
"0","105911","1","1","0","1","","0","92201","6","1922010078"
"0","106011","1","1","0","1","","0","92201","6","1922010079"
"0","106411","1","1","0","1","","0","92201","6","1922010080"
"0","100","1","1","0","1","","0","92201","6","1922010081"
"0","110","1","1","0","1","","0","92201","6","1922010082"
"0","118511","1","1","0","1","","0","92201","6","1922010083"
"0","11","1","1","0","1","","0","92201","6","1922010084"
"0","12","1","1","0","1","","0","92201","6","1922010085"
"0","13","1","1","0","1","","0","92201","6","1922010086"
"0","200","1","1","0","1","","0","92201","6","1922010087"
"0","0","0","1","3","1","","","92201","121","1922010088"
"0","11","0","0","","0","","","92201","33","1922010089"
"","0","","","","","","","92201","91","1922010090"
"-50","1","105811","62","1","-1250","empty","0","92301","1","1923010001"
"-70","1","105911","66","1","-1390","empty","0","92301","1","1923010002"
"-50","1","106011","64","1","-1520","empty","0","92301","1","1923010003"
"-70","1","106411","64","1","-1660","empty","0","92301","1","1923010004"
"-266","100","100","58","0.4","-1085","idle","1","92301","5","1923010005"
"-266","110","110","56","0.4","-1085","idle","1","92301","5","1923010006"
"-330","14","11","64","0.64","285","empty","0","92301","5","1923010007"
"-330","15","12","66","0.64","570","empty","0","92301","5","1923010008"
"-300","16","13","62","0.64","425","empty","0","92301","5","1923010009"
"-250","200","200","58","0.75","570","empty","0","92301","5","1923010010"
"1","921000","0","-300","0","0","","","92301","31","1923010011"
"1","900001","10","0","0","0","","","92301","31","1923010012"
"1","900002","11","0","0","0","","","92301","31","1923010013"
"1","912000","912000","430","0","0","","","92301","31","1923010014"
"1","912002","20021","-1250","0","-50","","","92301","31","1923010015"
"1","912002","20022","-1390","0","-70","","","92301","31","1923010016"
"1","912002","20023","-1520","0","-50","","","92301","31","1923010017"
"1","912002","20024","-1660","0","-70","","","92301","31","1923010018"
"1","900012","19","0","0","0","","","92301","31","1923010019"
"","0","0","","","","","","92301","91","1923010020"
"","10","1","","","","","","92301","32","1923010021"
"","0.7","0","","","","","","92301","93","1923010022"
"","0","1","","","","","","92301","32","1923010023"
"","11","doya_wait","1","","","","","92301","3","1923010024"
"","12","doya_wait","1","","","","","92301","3","1923010025"
"","13","doya_wait","1","","","","","92301","3","1923010026"
"","200","idle","1","","","","","92301","3","1923010027"
"","912000","1","","","","","","92301","32","1923010028"
"","0.5","","","","","","","92301","26","1923010029"
"","se_caravan","se_caravan_goal_amb_niflhel","0","","","","","92301","23","1923010030"
"","se_caravan","se_caravan_goal_onigiri_bishoku_appear","0","","","","","92301","23","1923010031"
"","105811","run","1","","","","","92301","3","1923010032"
"","105911","run","1","","","","","92301","3","1923010033"
"","106011","run","1","","","","","92301","3","1923010034"
"","106411","run","1","","","","","92301","3","1923010035"
"1","100","run_checkpoint","0","0","idle","","0","92301","3","1923010036"
"1","110","run_checkpoint","0","0","idle","","0","92301","3","1923010037"
"11","105811","-150","-50","","2.5","","","92301","2","1923010038"
"11","105911","-290","-70","","2.5","","","92301","2","1923010039"
"11","106011","-420","-50","","2.5","","","92301","2","1923010040"
"11","106411","-560","-70","","2.5","","","92301","2","1923010041"
"","20021","1","","","","","","92301","32","1923010042"
"","20022","1","","","","","","92301","32","1923010043"
"","20023","1","","","","","","92301","32","1923010044"
"","20024","1","","","","","","92301","32","1923010045"
"11","20021","-150","-50","","2.5","","","92301","33","1923010046"
"11","20022","-290","-70","","2.5","","","92301","33","1923010047"
"11","20023","-420","-50","","2.5","","","92301","33","1923010048"
"11","20024","-560","-70","","2.5","","","92301","33","1923010049"
"11","100","-100","-276","","2.5","","","92301","2","1923010050"
"11","110","-100","-276","","2.5","","","92301","2","1923010051"
"","2.1","0","","","","","","92301","93","1923010052"
"","62","0","0","","","","","92301","140","1923010053"
"","19","1","","","","","","92301","32","1923010054"
"","0.4","0","","","","","","92301","93","1923010055"
"","105811","gakkari","0","0.3","","","","92301","3","1923010056"
"","105911","gakkari","0","0.3","","","","92301","3","1923010057"
"","106011","gakkari","0","0.3","","","","92301","3","1923010058"
"","106411","gakkari","0","0.3","","","","92301","3","1923010059"
"","0.9","0","","","","","","92301","93","1923010060"
"1","11","doya_loop_in","0","0.1","doya_loop","","","92301","3","1923010061"
"1","12","doya_loop_in","0","0.1","doya_loop","","","92301","3","1923010062"
"1","13","doya_loop_in","0","0.1","doya_loop","","","92301","3","1923010063"
"","2.9","0","","","","","","92301","93","1923010064"
"","1923010066","","","","","","","92301","101","1923010065"
"","bgm_MC211","bgm_MC211","","","","","","92301","25","1923010066"
"","20021","0","","","","","","92301","32","1923010067"
"","20022","0","","","","","","92301","32","1923010068"
"","20023","0","","","","","","92301","32","1923010069"
