48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e
"1","0.2","","1007414","3","","100931","mhp_walk_sad","0","","1007414132"
"-220","","","1007414","2","","100931","35","0","1.5","1007414133"
"-220","","","1007414","2","","31","35","0","1.5","1007414134"
"-220","","","1007414","2","","11","35","0","1.5","1007414135"
"-220","","","1007414","2","","12","35","0","1.5","1007414136"
"","","","1007414","93","","0.3","0","","","1007414137"
"0","0.2","","1007414","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007414138"
"1","0","","1007414","6","0","21","1","1","1","1007414139"
"1","0","","1007414","6","0","22","1","1","1","1007414140"
"0","0.2","","1007414","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007414141"
"0","0.2","","1007414","3","0","22","mhp_item_EX0013_handover_in","1","mhp_item_EX0013_handover_loop","1007414142"
"","","","1007414","93","","1.2","0","","","1007414143"
"1","0.2","","1007414","3","","100931","mhp_idle_sad","","","1007414144"
"","","","1007414","93","","0.5","0","","","1007414145"
"0","0.2","","1007414","3","0","100931","mhp_surprise","1","mhp_talk_surprise1","1007414146"
"0","","","1007414","21","","vo_mhp_1007414","vo_mhp_3112","","0","1007414147"
"5","0","0.5","1007414","11","0","100931","こ、これがあの伝説の……！\nふふふ、これでわれはさらに至高の\n領域へと達するであろう！","0","1","1007414148"
"","","","1007414","93","","3.5","1","","","1007414149"
"0","0.2","","1007414","3","","100931","mhp_anna_huhuStand_in","","","1007414150"
"","","","1007414","91","","0","","","","1007414151"
"0","0.2","","1007414","3","0.2","100931","mhp_anna_ahahaStand_in","1","mhp_anna_ahahaStand_loop","1007414152"
"","","","1007414","91","","1007414148","","","","1007414153"
"","","","1007414","22","","0","0","","","1007414154"
"","","","1007414","93","","1","0","","","1007414155"
"0","0.2","","1007414","3","0","100931","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007414156"
"1","0","","1007414","6","0","11","1","1","1","1007414157"
"1","0","","1007414","6","0","12","1","1","1","1007414158"
"0","0.2","","1007414","3","0","11","mhp_receive_anna_in","1","mhp_receive_anna_loop","1007414159"
"0","0.2","","1007414","3","0","12","mhp_item_EX0013_receive_in","1","mhp_item_EX0013_receive_loop","1007414160"
"","","","1007414","93","","0.6","0","","","1007414161"
"1","0.4","","1007414","6","0","22","1","1","1","1007414162"
"","","","1007414","93","","0.4","0","","","1007414163"
"0","0.2","","1007414","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007414164"
"0","0.2","","1007414","3","0","21","mhp_handover_out","1","NoItem_idle","1007414165"
"0","0.2","","1007414","3","0","22","mhp_item_EX0013_handover_out","1","NoItem_idle","1007414166"
"","","","1007414","93","","0.4","0","","","1007414167"
"0","0.2","","1007414","3","0","100931","mhp_handover_receive_out","1","mhp_idle_normal","1007414168"
"0","0.2","","1007414","3","0","11","mhp_receive_anna_out","1","NoItem_idle","1007414169"
"0","0.2","","1007414","3","0","12","mhp_item_EX0013_receive_out","1","NoItem_idle","1007414170"
"","","","1007414","93","","2","","","","1007414171"
"1","0.2","","1007414","3","","100931","mhp_idle_memory","","","1007414172"
"","","","1007414","93","","0.2","","","","1007414173"
"1","0.2","","1007414","3","","117531","mhp_idle_thinking","","","1007414174"
"0","","","1007414","21","","vo_mhp_1007414","vo_mhp_3113","","0","1007414175"
"7","0","0.5","1007414","11","0","117531","（ただのコップでこんなによろこんで\nくれるなら安いものだわ）","0","1","1007414176"
"","","","1007414","91","","0","","","","1007414177"
"1","0.2","","1007414","3","","117531","mhp_idle_normal","","","1007414178"
"","","","1007414","101","","1007414224","","","","1007414179"
"0","0.2","","1007414","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007414180"
"","","","1007414","93","","0.6","0","","","1007414181"
"0","0.2","","1007414","3","0","100931","mhp_sit_out","1","mhp_idle_normal","1007414182"
"","","","1007414","93","","0.2","0","","","1007414183"
"1","0.2","","1007414","3","","100931","mhp_walk_sad","0","","1007414184"
"-220","","","1007414","2","","100931","35","0","1.5","1007414185"
"-220","","","1007414","2","","31","35","0","1.5","1007414186"
"-220","","","1007414","2","","11","35","0","1.5","1007414187"
"-220","","","1007414","2","","12","35","0","1.5","1007414188"
"","","","1007414","93","","0.3","0","","","1007414189"
"0","0.2","","1007414","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007414190"
"1","0","","1007414","6","0","21","1","1","1","1007414191"
"1","0","","1007414","6","0","22","1","1","1","1007414192"
"0","0.2","","1007414","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007414193"
"0","0.2","","1007414","3","0","22","mhp_item_EX0012_handover_in","1","mhp_item_EX0012_handover_loop","1007414194"
"","","","1007414","93","","1.2","0","","","1007414195"
"0","0.2","","1007414","3","0","100931","mhp_handover_receive_sad_in","1","mhp_handover_receive_sad_loop","1007414196"
"1","0","","1007414","6","0","11","1","1","1","1007414197"
"1","0","","1007414","6","0","12","1","1","1","1007414198"
"0","0.2","","1007414","3","0","11","mhp_receive_anna_in","1","mhp_receive_anna_loop","1007414199"
"0","0.2","","1007414","3","0","12","mhp_item_EX0012_receive_in","1","mhp_item_EX0012_receive_loop","1007414200"
"","","","1007414","93","","0.6","0","","","1007414201"
"1","0.4","","1007414","6","0","22","1","1","1","1007414202"
"","","","1007414","93","","0.4","0","","","1007414203"
"0","0.2","","1007414","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007414204"
"0","0.2","","1007414","3","0","21","mhp_handover_out","1","NoItem_idle","1007414205"
"0","0.2","","1007414","3","0","22","mhp_item_EX0012_handover_out","1","NoItem_idle","1007414206"
"","","","1007414","93","","0.4","0","","","1007414207"
"0","0.2","","1007414","3","0","100931","mhp_handover_receive_sad_out","1","mhp_idle_normal_sad","1007414208"
"0","0.2","","1007414","3","0","11","mhp_receive_anna_out","1","NoItem_idle","1007414209"
"0","0.2","","1007414","3","0","12","mhp_item_EX0012_receive_out","1","NoItem_idle","1007414210"
"","","","1007414","93","","2","","","","1007414211"
"1","0.2","","1007414","3","","100931","mhp_idle_worry","","","1007414212"
"","","","1007414","93","","0.2","0","","","1007414213"
"1","0.2","","1007414","3","","100931","mhp_talk_worry","","","1007414214"
"0","","","1007414","21","","vo_mhp_1007414","vo_mhp_3114","","0","1007414215"
"4","0","0.5","1007414","11","0","100931","くっ、つまりは戦略的休息ということか\n分かった、今は大人しく従おう……","0","1","1007414216"
"","","","1007414","91","","0","","","","1007414217"
"1","0.2","","1007414","3","","100931","mhp_idle_worry","","","1007414218"
"1","0.2","","1007414","3","","117531","mhp_idle_thinking","","","1007414219"
"0","","","1007414","21","","vo_mhp_1007414","vo_mhp_3115","","0","1007414220"
"7","0","0.5","1007414","11","0","117531","（市販のマスクをこんな呼び方して……\n私まで染められてきちゃったじゃない）","0","1","1007414221"
"","","","1007414","91","","0","","","","1007414222"
"1","0.2","","1007414","3","","117531","mhp_idle_normal","","","1007414223"
"","","","1007414","91","","0","","","","1007414224"
"0","0.2","","1007414","3","0.2","100931","mhp_anna_darkStand_in","1","mhp_anna_darkStand_loop","1007414225"
"0","0.2","","1007414","3","0.2","31","mhp_anna_darkStand_in","1","mhp_anna_darkStand_loop","1007414226"
"","","","1007414","93","","0.1","0","","","1007414227"
"0","","","1007414","21","","vo_mhp_1007414","vo_mhp_3116","","0","1007414228"
"5","0","0.5","1007414","11","0","100931","「不可視の暗殺者」……\n想像以上の難敵だ。\nだがやつらは\n後悔することになるだろう。","0","1","1007414229"
"","","","1007414","91","","0","","","","1007414230"
"0","0.2","","1007414","3","0.2","100931","mhp_anna_ahahaStand_in","1","mhp_anna_ahahaStand_loop","1007414231"
"1","0.2","","1007414","3","","31","NoItem","","","1007414232"
"0","","","1007414","21","","vo_mhp_1007414","vo_mhp_3117","","0","1007414233"
"5","0","0.5","1007414","11","0","100931","この危機を克服した私の\n新たなる力に戦慄するがいい！","0","1","1007414234"
"","","","1007414","91","","0","","","","1007414235"
"1","0.2","","1007414","3","","117531","mhp_talk_worry","","","1007414236"
"0","","","1007414","21","","vo_mhp_1007414","vo_mhp_3118","","0","1007414237"
"8","0","0.5","1007414","11","0","117531","だから、病院内では静かに。","0","1","1007414238"
"","","","1007414","91","","0","","","","1007414239"
"1","0.2","","1007414","3","","117531","mhp_idle_normal","","","1007414240"
"1","0.2","","1007414","3","","100931","mhp_talk_worry","","","1007414241"
"1","0.2","","1007414","3","","31","NoItem","","","1007414242"
"0","","","1007414","21","","vo_mhp_1007414","vo_mhp_3119","","0","1007414243"
"8","0","0.5","1007414","11","0","100931","は、はい……","0","1","1007414244"
"","","","1007414","91","","0","","","","1007414245"
"","","","1007414","93","","1","","","","1007414246"
"1","0.2","","1007414","3","","100931","mhp_run_sad","","","1007414247"
"","","","1007414","4","","100931","1","","","1007414248"
"-220","","","1007414","2","","100931","-1000","0","3","1007414249"
"","","","1007414","93","","3","0","","","1007414250"
"","","","1007414","91","","0","","","","1007414251"
"100","1.7","mhp_idle_normal","1007415","1","0","1","100931","-220","-1000","1007415001"
"100","1.7","mhp_sit_idle","1007415","1","1","1","117631","-200","365","1007415002"
"104","1.7","mhp_sit_idle","1007415","1","1","1","117531","-220","185","1007415003"
"-240","1","","1007415","31","","1","1","0.85","-154","1007415004"
"-50","0","","1007415","31","","20","120","1","-237","1007415005"
"0","0","","1007415","31","","30","130","1","160","1007415006"
"0","0","","1007415","31","","11","111","1","0","1007415007"
"110","1.7","NoItem","1007415","5","0","1","11","-220","-200","1007415008"
"105","1.7","NoItem","1007415","5","0","1","12","-220","-200","1007415009"
"110","1.7","NoItem","1007415","5","1","1","21","-220","170","1007415010"
"105","1.7","NoItem","1007415","5","1","1","22","-220","170","1007415011"
"1","0","","1007415","6","0","11","1","0","1","1007415012"
"1","0","","1007415","6","0","12","1","0","1","1007415013"
"1","0","","1007415","6","0","21","1","0","1","1007415014"
"1","0","","1007415","6","0","22","1","0","1","1007415015"
"","","","1007415","91","","0","","","","1007415016"
"1","0.2","","1007415","3","","117531","mhp_sit_talk_normal","","","1007415017"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3201","","0","1007415018"
"8","0","0.5","1007415","11","0","117531","アンナちゃん、どうぞー","0","0","1007415019"
"","","","1007415","91","","0","","","","1007415020"
"1","0.2","","1007415","3","","117531","mhp_sit_idle","","","1007415021"
"1","0.2","","1007415","3","","100931","mhp_anna_chill_walk","","","1007415022"
"-220","","","1007415","2","","100931","-200","0","4","1007415023"
"","","","1007415","91","","0","","","","1007415024"
"0","0.2","","1007415","3","0.2","100931","mhp_anna_chill_sit_in","1","mhp_anna_chill_sit_idle","1007415025"
"","","","1007415","93","","2","0","","","1007415026"
"1","0.2","","1007415","3","","117531","mhp_sit_talk_normal","","","1007415027"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3202","","0","1007415028"
"6","0","0.5","1007415","11","0","117531","って、……ずいぶん辛そうね\nそれも「不可視の暗殺者」の\n仕業かしら？","0","1","1007415029"
"","","","1007415","91","","0","","","","1007415030"
"1","0.2","","1007415","3","","117531","mhp_sit_idle","","","1007415031"
"1","0.2","","1007415","3","","100931","mhp_anna_chill_loop","","","1007415032"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3203","","0","1007415033"
"4","0","0.5","1007415","11","0","100931","分かんない……\nなんかもう、ぼうっとするし\nぐらぐらするし、ひたすらつらい……","0","1","1007415034"
"","","","1007415","91","","0","","","","1007415035"
"1","0.2","","1007415","3","","117531","mhp_sit_talk_normal","","","1007415036"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3204","","0","1007415037"
"7","0","0.5","1007415","11","0","117531","これまでの症状が治まったからって\nナナカちゃんと魔法合戦なんかして\n羽目を外し過ぎたせいね\nふふ、ダメな団長さん♪","0","1","1007415038"
"","","","1007415","91","","0","","","","1007415039"
"1","0.2","","1007415","3","","117531","mhp_sit_idle","","","1007415040"
"1","0.2","","1007415","3","","100931","mhp_anna_sit_talk_sad","","","1007415041"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3205","","0","1007415042"
"5","0","0.5","1007415","11","0","100931","ごめん、なさい……","0","1","1007415043"
"","","","1007415","91","","0","","","","1007415044"
"1","0.2","","1007415","3","","100931","mhp_anna_chill_sit_idle","","","1007415045"
"1","0.2","","1007415","3","","117531","mhp_sit_talk_normal","","","1007415046"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3206","","0","1007415047"
"6","0","0.5","1007415","11","0","117531","はぁ、こんな調子じゃ\nからかいがいもないわね\nそんなふがいないあなたには\n罰を与えなきゃ。","0","1","1007415048"
"","","","1007415","91","","0","","","","1007415049"
"1","0.2","","1007415","3","","117531","mhp_sit_idle","","","1007415050"
"1","0.2","","1007415","3","","100931","mhp_anna_sit_talk_worry","","","1007415051"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3207","","0","1007415052"
"5","0","0.5","1007415","11","0","100931","か、覚悟はしている……\nでも、痛いのはちょっと……","0","1","1007415053"
"","","","1007415","91","","0","","","","1007415054"
"1","0.2","","1007415","3","","100931","mhp_anna_chill_sit_idle","","","1007415055"
"0","0.2","","1007415","3","0.2","117531","mhp_sit_out","1","mhp_anna_ahahaStand_loop","1007415056"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3208","","0","1007415057"
"6","0","0.5","1007415","11","0","117531","大丈夫、どんな病も私の目からは\n逃れられないから！","0","1","1007415058"
"","","","1007415","91","","0","","","","1007415059"
"","","","1007415","22","","0","0","","","1007415060"
"1","0.2","","1007415","3","","117531","mhp_walk","0","","1007415061"
"-220","","","1007415","2","","117531","-50","0","2","1007415062"
"-220","","","1007415","2","","21","-50","0","2","1007415063"
"-220","","","1007415","2","","22","-50","0","2","1007415064"
"","","","1007415","93","","2","0","","","1007415065"
"1","0","","1007415","6","0","21","1","1","1","1007415066"
"0","0.2","","1007415","3","0","117531","mhp_mitsuki_injection_in","1","mhp_mitsuki_injection_loop","1007415067"
"0","0.2","","1007415","3","0","21","mhp_mitsuki_injection_in","1","mhp_mitsuki_injection_loop","1007415068"
"1","0.2","","1007415","3","","100931","mhp_anna_pain_in_blue","","","1007415069"
"","","","1007415","93","","1.2","","","","1007415070"
"","","","1007415","23","","se_10031400","se_10031400_syringe","","","1007415071"
"","","","1007415","93","","0.6","","","","1007415072"
"0","0.2","","1007415","3","0","117531","mhp_mitsuki_injection_out","1","mhp_idle_normal","1007415073"
"0","0.2","","1007415","3","0","21","mhp_mitsuki_injection_out","1","NoItem","1007415074"
"","","","1007415","93","","0.5","","","","1007415075"
"0","0.2","","1007415","3","","100931","mhp_anna_down","","","1007415076"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3209","","0","1007415077"
"10","0","0.5","1007415","11","0","100931","あっ……","0","1","1007415078"
"","","","1007415","93","","0.3","","","","1007415079"
"","","","1007415","4","","100931","1","","","1007415080"
"","","","1007415","23","","se_10031400","se_10031400_bodyfall","","","1007415081"
"","","","1007415","91","","1007415078","","","","1007415082"
"1","0.2","","1007415","3","","117631","mhp_sit_talk_surprise2","","","1007415083"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3210","","0","1007415084"
"6","0","0.5","1007415","11","0","117631","こ、この人どうなったの？\nもしかして、し、死んじゃった――","0","1","1007415085"
"","","","1007415","91","","0","","","","1007415086"
"1","0.2","","1007415","3","","117631","mhp_sit_idle_surprise1","","","1007415087"
"1","0.2","","1007415","3","","117531","mhp_talk_thinking","","","1007415088"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3211","","0","1007415089"
"5","0","0.5","1007415","11","0","117531","まさか。睡眠薬を打っただけよ。\n彼女に必要なのは余計なことをさせず\nゆっくり休ませることだからね。","0","1","1007415090"
"","","","1007415","91","","0","","","","1007415091"
"1","0.2","","1007415","3","","117531","mhp_talk_normal","","","1007415092"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3212","","0","1007415093"
"7","0","0.5","1007415","11","0","117531","アンナちゃんの弱ってる姿なんて\n面白いものじゃないもの。\nいつもみたいに大騒ぎしてもらわないと\nこっちまで調子が狂うわ。","0","1","1007415094"
"","","","1007415","91","","0","","","","1007415095"
"1","0.2","","1007415","3","","117531","mhp_idle_normal","","","1007415096"
"1","0.2","","1007415","3","","117631","mhp_sit_talk_joy2","","","1007415097"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3213","","0","1007415098"
"5","0","0.5","1007415","11","0","117631","もう、ビックリさせないでよね。\n何だかんだでやっぱり先生は優しいね♪","0","1","1007415099"
"","","","1007415","91","","0","","","","1007415100"
"1","0.2","","1007415","3","","117631","mhp_sit_idle_joy2","","","1007415101"
"1","0.2","","1007415","3","","117531","mhp_talk_thinking","","","1007415102"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3214","","0","1007415103"
"6","0","0.5","1007415","11","0","117531","まあ、よく効く睡眠薬だから\n一週間くらい寝てるかもしれないわね。","0","1","1007415104"
"","","","1007415","91","","0","","","","1007415105"
"1","0.2","","1007415","3","","117531","mhp_idle_thinking","","","1007415106"
"1","0.2","","1007415","3","","117631","mhp_sit_idle_surprise2","","","1007415107"
"0","","","1007415","21","","vo_mhp_1007415","vo_mhp_3215","","0","1007415108"
"8","0","0.5","1007415","11","0","117631","え？","0","1","1007415109"
"","","","1007415","91","","0","","","","1007415110"
"","1","","1007415","32","","111","1","1","","1007415111"
"","1","","1007415","32","","120","1","1","","1007415112"
"","","","1007415","23","","se_10031400","se_10031400_rose","","","1007415113"
"0","0.2","","1007415","3","","117531","mhp_mitsuki_kime","0","","1007415114"
"","","","1007415","93","","1","","","","1007415115"
"","1","","1007415","32","","130","1","1","","1007415116"
"","","","1007415","93","","4","","","","1007415117"
"","1","","1007415","32","","130","0","1","","1007415118"
"","","","1007415","91","","0","","","","1007415119"
"100","1.7","mhp_idle_normal","1007416","1","0","1","103111","-240","-1100","1007416001"
"100","1.7","mhp_sit_idle","1007416","1","1","1","117631","-200","365","1007416002"
"100","1.7","mhp_sit_idle","1007416","1","1","1","117531","-220","185","1007416003"
"-240","1","","1007416","31","","1","1","0.85","-154","1007416004"
"110","1.7","NoItem","1007416","5","0","1","11","-220","-200","1007416005"
"105","1.7","NoItem","1007416","5","0","1","12","-220","-200","1007416006"
"110","1.7","NoItem","1007416","5","1","1","21","-220","185","1007416007"
"105","1.7","NoItem","1007416","5","1","1","22","-220","185","1007416008"
"1","0","","1007416","6","0","11","1","0","1","1007416009"
"1","0","","1007416","6","0","12","1","0","1","1007416010"
"1","0","","1007416","6","0","21","1","0","1","1007416011"
"1","0","","1007416","6","0","22","1","0","1","1007416012"
"110","1.7","mhp_skull_idle","1007416","5","0","1","31","-240","-1000","1007416013"
"","","","1007416","91","","0","","","","1007416014"
"1","0.2","","1007416","3","","117531","mhp_sit_talk_normal","","","1007416015"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6001","","0","1007416016"
"8","0","0.5","1007416","11","0","117531","次の方どうぞー","0","1","1007416017"
"","","","1007416","91","","0","","","","1007416018"
"1","0.2","","1007416","3","","117531","mhp_sit_idle","","","1007416019"
"1","0.2","","1007416","3","","103111","mhp_walk","","","1007416020"
"-220","","","1007416","2","","103111","-300","0","4","1007416021"
"-220","","","1007416","2","","31","-200","0","4","1007416022"
"","","","1007416","91","","0","","","","1007416023"
"0","0.2","","1007416","3","","103111","mhp_idle_sad","0","","1007416024"
"","","","1007416","91","","0","","","","1007416025"
"1","0.2","","1007416","3","","103111","mhp_idle_sad","0","","1007416026"
"","","","1007416","91","","0","","","","1007416027"
"1","0.2","","1007416","3","","31","mhp_skull_talk","","","1007416028"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6002","","0","1007416029"
"6","0","0.5","1007416","11","0","31","どうだシノブ、この部屋からすさまじい\n霊の気配を感じるだろう？","0","1","1007416030"
"","","","1007416","91","","0","","","","1007416031"
"1","0.2","","1007416","3","","31","mhp_skull_idle","","","1007416032"
"1","0.2","","1007416","3","","103111","mhp_talk_sad","0","","1007416033"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6003","","0","1007416034"
"6","0","0.5","1007416","11","0","103111","お父さん本当なの？\n私には何も感じられないけど……","0","1","1007416035"
"","","","1007416","91","","0","","","","1007416036"
"1","0.2","","1007416","3","","103111","mhp_idle_sad","","","1007416037"
"1","0.2","","1007416","3","","31","mhp_skull_talk","","","1007416038"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6004","","0","1007416039"
"6","0","1","1007416","11","0","31","見ろ！\nやはりオレ好みの超絶美人だ！\nくーっ、程よく熟れた感じがたまらん！","0","1","1007416040"
"","","","1007416","93","","3","1","","","1007416041"
"0","0.2","","1007416","3","0","31","mhp_skull_excite_in","1","mhp_skull_excite_loop","1007416042"
"","","","1007416","91","","1007416040","","","","1007416043"
"1","0.2","","1007416","3","","117631","mhp_sit_talk_worry","0","","1007416044"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6005","","0","1007416045"
"6","0","0.5","1007416","11","0","117631","うわ、何？　ドクロが喋ってるの？\n気持ち悪いな……","0","1","1007416046"
"","","","1007416","91","","0","","","","1007416047"
"1","0.2","","1007416","3","","117631","mhp_sit_idle_sad","0","","1007416048"
"1","0.2","","1007416","3","","103111","mhp_talk_worry","0","","1007416049"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6006","","0","1007416050"
"6","0","0.5","1007416","11","0","103111","いきなりすみません\nすぐ帰りますので……","0","1","1007416051"
"","","","1007416","91","","0","","","","1007416052"
"1","0.2","","1007416","3","","31","mhp_skull_talk","","","1007416053"
"1","0.2","","1007416","3","","103111","mhp_idle_worry","","","1007416054"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6007","","0","1007416055"
"6","0","0.5","1007416","11","0","31","ま、待てシノブ！　まだあの女医さんと\n話してないんだぞ！","0","1","1007416056"
"","","","1007416","91","","0","","","","1007416057"
"","","","1007416","22","","0","0","","","1007416058"
"0","","","1007416","103","","燃えないゴミの日っていつだったかしら。","1007416062","","","1007416059"
"0","","","1007416","103","","しゃべるドクロ、切りがいがあるわね。","1007416075","","","1007416060"
"0","","","1007416","103","","無言で眼帯をとる。","1007416088","","","1007416061"
"1","0.2","","1007416","3","","117531","mhp_sit_idle_bitter2","","","1007416062"
"","","","1007416","93","","0.5","","","","1007416063"
"0","0.2","","1007416","3","0","31","mhp_skull_trouble_in","1","mhp_skull_trouble_loop","1007416064"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6008","","0","1007416065"
"6","0","0.5","1007416","11","0","31","ひっ！　な、なんて冷たい目なんだ……\nで、でもサイコーにゾクゾクするぅ！","0","1","1007416066"
"","","","1007416","93","","6","1","","","1007416067"
"0","0.2","","1007416","3","0","31","mhp_skull_excite_in","1","mhp_skull_excite_loop","1007416068"
"","","","1007416","91","","1007416066","","","","1007416069"
"1","0.2","","1007416","3","","103111","mhp_talk_sad2","","","1007416070"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6009","","0","1007416071"
"7","0","0.5","1007416","11","0","103111","お父さん、少し黙って。","0","1","1007416072"
"","","","1007416","91","","0","","","","1007416073"
"","","","1007416","101","","1007416097","","","","1007416074"
"1","0.2","","1007416","3","","117531","mhp_sit_idle_bitter2","","","1007416075"
"","","","1007416","93","","0.5","","","","1007416076"
"0","0.2","","1007416","3","0","31","mhp_skull_trouble_in","1","mhp_skull_trouble_loop","1007416077"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6010","","0","1007416078"
"5","0","0.5","1007416","11","0","31","うひぃ！　解剖は勘弁……でも\nあの美しい手で触れられるのかと思うと\nなんだか興奮するな……！","0","1","1007416079"
"","","","1007416","93","","9","1","","","1007416080"
"0","0.2","","1007416","3","0","31","mhp_skull_excite_in","1","mhp_skull_excite_loop","1007416081"
"","","","1007416","91","","1007416079","","","","1007416082"
"1","0.2","","1007416","3","","103111","mhp_talk_sad2","0","","1007416083"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6011","","0","1007416084"
"7","0","0.5","1007416","11","0","103111","お父さん、気持ち悪いよ。","0","1","1007416085"
"","","","1007416","91","","0","","","","1007416086"
"","","","1007416","101","","1007416097","","","","1007416087"
"0","0.2","","1007416","3","0","117531","mhp_mitsuki_sit_kaihou_in","1","mhp_mitsuki_sit_kaihou_loop","1007416088"
"","","","1007416","93","","1","","","","1007416089"
"0","0.2","","1007416","3","0","31","mhp_skull_trouble_in","1","mhp_skull_trouble_loop","1007416090"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6012","","0","1007416091"
"6","0","0.5","1007416","11","0","31","ま、待て待て！　アレはダメだ\nオレの第六感が全力で逃げろと\n告げている！\nシノブ、退散だ！　たいさーん！","0","1","1007416092"
"","","","1007416","91","","0","","","","1007416093"
"1","0.2","","1007416","3","","103111","mhp_talk_sad2","0","","1007416094"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6013","","0","1007416095"
"6","0","0.5","1007416","11","0","103111","そう？　少しくらい痛い目を見た方が\nいいと思うけど？","0","1","1007416096"
"","","","1007416","91","","0","","","","1007416097"
"","","","1007416","93","","1","","","","1007416098"
"1","0.2","","1007416","3","","103111","mhp_talk_sad","0","","1007416099"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6014","","0","1007416100"
"6","0","0.5","1007416","11","0","103111","お騒がせしました……\nこのお詫びは後日改めて\nさせていただきます。","0","1","1007416101"
"","","","1007416","91","","0","","","","1007416102"
"","","","1007416","22","","0","0","","","1007416103"
"0","0.2","","1007416","3","0.2","103111","mhp_shinobu_bow","1","mhp_idle_normal","1007416104"
"","","","1007416","93","","4","","","","1007416105"
"1","0.2","","1007416","3","","103111","mhp_walk","0","","1007416106"
"","","","1007416","4","","103111","1","","","1007416107"
"","","","1007416","4","","31","1","","","1007416108"
"-220","","","1007416","2","","103111","-1100","0","5","1007416109"
"-220","","","1007416","2","","31","-1000","0","2","1007416110"
"","","","1007416","93","","4","","","","1007416111"
"","","","1007416","91","","0","","","","1007416112"
"1","0.2","","1007416","3","","117631","mhp_sit_talk_worry","","","1007416113"
"0","","","1007416","21","","vo_mhp_1007416","vo_mhp_6015","","0","1007416114"
"6","","0.5","1007416","11","0","117631","な、なんだったのアレ……","0","1","1007416115"
"","","","1007416","91","","0","","","","1007416116"
"","","","1007416","22","","0","0","","","1007416117"
"","","","1007416","91","","0","","","","1007416118"
"100","1.7","mhp_idle_normal","1007417","1","0","1","103111","-240","-1000","1007417001"
"100","1.7","mhp_sit_idle","1007417","1","1","1","117631","-200","365","1007417002"
"104","1.7","mhp_sit_idle","1007417","1","1","1","117531","-220","185","1007417003"
"-240","1","","1007417","31","","1","1","0.85","-154","1007417004"
"173","0","","1007417","31","","20","120","1","-237","1007417005"
"0","0","","1007417","31","","30","130","1","160","1007417006"
"0","0","","1007417","31","","11","111","1","0","1007417007"
