12223a7df113d2759a916342fb691dcc1227da487205fe55e4a55f03803ab9d9,57ce847d8c04917d344bb268503db18bbf2c9652348c803a8344abd7069e4972,99d8714f9c93cbda9cd7184bb3e1999b1855dd913d5fecdf27a1731ccd401392,4614486a0c88877fae91d35f386fe25df7588a4d6adb6a029116ad98f0bf6984,1af079d537ad77e11b6aefdf0db4fccd4414c694ad68672670e9fa815bcef879,e1626c42912c7c216ac7227a097cf47398f8f8fc030e68a26f2f950192171e96,f628b736eeb7cbdf49d9678c46b8000452d0f9c9a73afcb3ef67f926bfc12e53,b7516214c0cbdce14aac27ad749ead3c0e9cfedebd74a1f76038482eeed84f68,4131cc9f5b9fc77bbc514967fe15d4122617a91dc38212b3573c92e90bd4ad66
"10220003","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001001","45"
"10220004","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001001","120000"
"10220005","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10220006","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11003001","60"
"10220007","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11003001","42"
"10220008","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10220009","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10220010","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10220011","239","220","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16006001","40"
"10220012","239","220","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16007001","35"
"10220013","239","220","2024/02/14 23:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10220014","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10220015","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11004001","42"
"10220016","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10220017","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10220018","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11005001","130000"
"10220019","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10220024","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10220025","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14001001","300000"
"10220026","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","14001001","12"
"10220027","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10220028","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14003001","510000"
"10220029","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10220114","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10220115","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","11101001","12"
"10220121","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001002","45"
"10220122","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001002","120000"
"10220123","239","220","2030/12/31 23:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10240003","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001001","45"
"10240004","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001001","130000"
"10240005","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10240006","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11003001","60"
"10240007","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11003001","46"
"10240008","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10240009","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10240010","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10240011","259","240","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16006001","40"
"10240012","259","240","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16007001","35"
"10240013","259","240","2024/02/14 23:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10240014","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10240015","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11004001","46"
"10240016","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10240017","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10240018","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11005001","140000"
"10240019","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10240024","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10240025","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14001001","320000"
"10240026","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","14001001","13"
"10240027","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10240028","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14003001","540000"
"10240029","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10240114","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10240115","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","11101001","13"
"10240121","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001002","45"
"10240122","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001002","130000"
"10240123","259","240","2030/12/31 23:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10260003","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001001","45"
"10260004","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001001","140000"
"10260005","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10260006","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11003001","60"
"10260007","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11003001","50"
"10260008","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10260009","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10260010","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10260011","279","260","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16006001","40"
"10260012","279","260","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16007001","35"
"10260013","279","260","2024/02/14 23:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10260014","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10260015","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11004001","50"
"10260016","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10260017","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10260018","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11005001","150000"
"10260019","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10260024","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10260025","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14001001","340000"
"10260026","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","14001001","14"
"10260027","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10260028","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14003001","570000"
"10260029","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10260114","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10260115","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","11101001","14"
"10260121","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001002","45"
"10260122","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001002","140000"
"10260123","279","260","2030/12/31 23:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10280003","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001001","45"
"10280004","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001001","150000"
"10280005","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10280006","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11003001","60"
"10280007","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11003001","54"
"10280008","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10280009","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10280010","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10280011","-1","280","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16006001","40"
"10280012","-1","280","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16007001","35"
"10280013","-1","280","2024/02/14 23:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10280014","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10280015","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11004001","54"
"10280016","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10280017","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10280018","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11005001","160000"
"10280019","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10280024","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10280025","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14001001","360000"
"10280026","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","14001001","15"
"10280027","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10280028","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14003001","600000"
"10280029","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10280114","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10280115","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","11101001","15"
"10280121","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001002","45"
"10280122","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001002","150000"
"10280123","299","280","2030/12/31 23:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10290011","-1","1","2030/12/31 23:59:59","2024/02/15 0:00:00","0","5","16008001","140"
"10290012","-1","1","2030/12/31 23:59:59","2024/02/15 0:00:00","22001","2","16008001","3"
"10300003","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001001","45"
"10300004","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001001","160000"
"10300005","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10300006","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11003001","60"
"10300007","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11003001","58"
"10300008","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10300009","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10300010","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10300014","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10300015","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11004001","58"
"10300016","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10300017","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10300018","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11005001","170000"
"10300019","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10300024","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10300025","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14001001","380000"
"10300026","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","14001001","16"
"10300027","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10300028","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14003001","630000"
"10300029","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10300114","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10300115","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","11101001","16"
"10300121","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001002","45"
"10300122","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001002","160000"
"10300123","319","300","2030/12/31 23:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10320003","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001001","45"
"10320004","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001001","170000"
"10320005","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10320006","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11003001","60"
"10320007","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11003001","62"
"10320008","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10320009","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10320010","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10320014","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10320015","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11004001","62"
"10320016","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10320017","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10320018","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11005001","180000"
"10320019","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10320024","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10320025","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14001001","400000"
"10320026","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","14001001","17"
"10320027","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10320028","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14003001","660000"
"10320029","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10320114","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10320115","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","11101001","17"
"10320121","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001002","45"
"10320122","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001002","170000"
"10320123","339","320","2030/12/31 23:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10340003","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001001","45"
"10340004","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001001","180000"
"10340005","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10340006","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11003001","60"
"10340007","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11003001","66"
"10340008","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10340009","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10340010","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10340014","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10340015","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11004001","66"
"10340016","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10340017","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10340018","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11005001","190000"
"10340019","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10340024","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10340025","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14001001","420000"
"10340026","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","14001001","17"
"10340027","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10340028","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14003001","690000"
"10340029","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10340114","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10340115","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","11101001","18"
"10340121","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001002","45"
"10340122","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001002","180000"
"10340123","-1","340","2030/12/31 23:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"11005002","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","11005002","50"
"11005003","-1","1","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","8","11005003","50"
"11701001","-1","1","2030/12/31 23:59:59","2020/11/16 5:00:00","25021","2","11701001","100"
"18010001","-1","1","2030/12/31 23:59:59","2024/02/15 15:00:00","90005","2","18010001","50"
"21082001","-1","1","2030/12/31 23:59:59","2024/10/15 15:00:00","21953","2","21082001","1"
"21082002","-1","1","2030/12/31 23:59:59","2024/10/15 15:00:00","21953","2","21082002","1"
"21082003","-1","1","2030/12/31 23:59:59","2025/02/10 12:00:00","21953","2","21082003","1"
"21082004","-1","1","2030/12/31 23:59:59","2025/02/10 12:00:00","21953","2","21082004","1"
"25010001","-1","1","2030/12/31 23:59:59","2020/12/26 5:00:00","90006","2","25010001","100"
"25010002","-1","1","2030/12/31 23:59:59","2020/12/26 5:00:00","90006","2","25010002","500"
"25010003","-1","1","2030/12/31 23:59:59","2020/12/26 5:00:00","90006","2","25010003","1500"
"25010004","-1","1","2030/12/31 23:59:59","2020/12/26 5:00:00","90006","2","25010004","2500"
"25010011","-1","1","2030/12/31 23:59:59","2020/12/26 5:00:00","90006","2","25010011","500"
"25010012","-1","1","2030/12/31 23:59:59","2020/12/26 5:00:00","90006","2","25010012","2500"
"25010013","-1","1","2030/12/31 23:59:59","2020/12/26 5:00:00","90006","2","25010013","3500"
"26020001","-1","1","2030/12/31 23:59:59","2025/02/28 12:00:00","2848","7","26020001","1"
"28014001","-1","1","2023/02/28 11:59:59","2023/02/15 15:00:00","91002","8","28014001","1000"
