a4c89f871be0730ee1480cedb024b51c540b434bad309d85482271ac8ae56b48,589a501c0e0716d297f9fb49b984ecb368eda66a1c2838736df93fc19b006e5d,edb1d4b5db226f75003b8d513d53f5fc670463681c983d47cfaa826eb668af27,8262ba311d3c8fdf02d5197eb4834dcafb6fbd8fc35916e902ffb2fe4e8a182c,6efa5b4c5b5deaa825dd5c55240e3c8b7d156a3a9404374f7e56a1508f2dab46,9efb529ba6e25334aa5367c19356d6663f0cdba84bb06e2d1b5d4be84fff2572,541ee131a1d16b8e916bd8d90c3632f7fa599a97838459ac3fd178c7f48643e0,a4249210d6fec2ea73bdf701130f57be649020b34913abfdabf45f125691b588,1ff6719c098c23347a8937b7fdd85eaafa13bc3d5ddf6dc9f95fa757fc0a9f4e,57dfac86e7ca7aaca32e7a0161d90d783aa3762ab5f266282382f2b8e375066a,ace29fff7824523d8a2ef2ab407ecae1a7de0a5eb907cfcccf368848ce22920e
"20","idle","40102","0","-140","5","185","20","50","0.6","1401020002"
"401001","","40102","","1","31","0","401001","0","1","1401020003"
"401002","","40102","","1","31","0","401002","0","1","1401020004"
"401003","","40102","","1","31","-140","401003","-1000","0","1401020005"
"401004","","40102","","1","31","-60","401004","185","0","1401020006"
"401005","","40102","","0.7","31","-100","401005","135","0","1401020007"
"400010","","40102","","1","31","0","400010","0","1","1401020008"
"0","","40102","","","91","","0","","","1401020009"
"0","","40102","","","93","","0.7","","","1401020010"
"<weapon>_run","","40102","","","3","","1000001","1","0.2","1401020011"
"-170","","40102","","0","2","1.5","1000001","-140","","1401020012"
"1","","40102","","","32","","401003","","","1401020013"
"-170","","40102","","0","33","1.5","401003","-140","","1401020014"
"0","","40102","","","93","","0.2","","","1401020015"
"se_travel_top_defeat_foot","","40102","","","23","","se_travel_top","0","","1401020016"
"0","","40102","","","93","","0.5","","","1401020017"
"4","","40102","220","0","12","0","1000001","0.5","20","1401020018"
"0","","40102","","","93","","0.04","","","1401020019"
"se_travel_top_defeat_emote_notice","","40102","","","23","","se_travel_top","0","","1401020020"
"","","40102","","","91","","1401020012","","","1401020021"
"<weapon>_idle","","40102","","","3","","1000001","1","0","1401020022"
"0","","40102","","","32","","401003","","","1401020023"
"0","","40102","","","93","","0.5","","","1401020024"
"<weapon>_attack_skipQuest","","40102","0","1","3","<weapon>_idle","1000001","0","0","1401020025"
"0","","40102","","","93","","0.1","","","1401020026"
"se_travel_top_defeat_attack_jump","","40102","","","23","","se_travel_top","0","","1401020027"
"0","","40102","","","93","","0.06","","","1401020028"
"1","","40102","","","32","","401004","","","1401020029"
"die","","40102","","","3","","20","0","0","1401020030"
"0","","40102","","","93","","0.25","","","1401020031"
"1","","40102","","","32","","401005","","","1401020032"
"0","","40102","","","93","","0.14","","","1401020033"
"se_travel_top_defeat_fadeout","","40102","","","23","","se_travel_top","0","","1401020034"
"","","40102","","","91","","1401020030","","","1401020035"
"1","","40102","","0","6","1","20","1","0.5","1401020036"
"0","","40102","","","93","","0.04","","","1401020037"
"se_travel_top_defeat_drop_box","","40102","","","23","","se_travel_top","0","","1401020038"
"","","40102","","","91","","1401020036","","","1401020039"
"<weapon>_joy_short","","40102","","","3","","1000001","0","0","1401020040"
"0","","40102","","","93","","0.54","","","1401020041"
"se_travel_top_defeat_joy","","40102","","","23","","se_travel_top","0","","1401020042"
"","","40102","","","91","","1401020040","","","1401020043"
"","","40102","","","111","","","","","1401020044"
"","","40102","","","91","","0","","","1401020045"
"401000","","40111","","0.65","31","-55","401000","0","1","1401110001"
"0","normal","40111","0","-73","5","0","0","55","1","1401110002"
"0","","40111","","","91","","0","","","1401110003"
"1000001","<weapon>_idle","40112","0","-140","1","-1000","2","51","1","1401120001"
"21","idle","40112","0","-140","5","190","21","50","0.6","1401120002"
"401001","","40112","","1","31","0","401001","0","1","1401120003"
"401002","","40112","","1","31","0","401002","0","1","1401120004"
"401003","","40112","","1","31","-140","401003","-1000","0","1401120005"
"401004","","40112","","1","31","10","401004","210","0","1401120006"
"401006","","40112","","0.7","31","-100","401006","135","0","1401120007"
"400011","","40112","","1","31","0","400011","0","1","1401120008"
"0","","40112","","","91","","0","","","1401120009"
"0","","40112","","","93","","0.7","","","1401120010"
"<weapon>_run","","40112","","","3","","1000001","1","0.2","1401120011"
"-170","","40112","","0","2","1.5","1000001","-140","","1401120012"
"1","","40112","","","32","","401003","","","1401120013"
"-170","","40112","","0","33","1.5","401003","-140","","1401120014"
"0","","40112","","","93","","0.2","","","1401120015"
"se_travel_top_defeat_foot","","40112","","","23","","se_travel_top","0","","1401120016"
"0","","40112","","","93","","0.5","","","1401120017"
"4","","40112","220","0","12","0","1000001","0.5","20","1401120018"
"0","","40112","","","93","","0.04","","","1401120019"
"se_travel_top_defeat_emote_notice","","40112","","","23","","se_travel_top","0","","1401120020"
"","","40112","","","91","","1401120012","","","1401120021"
"<weapon>_idle","","40112","","","3","","1000001","1","0","1401120022"
"0","","40112","","","32","","401003","","","1401120023"
"0","","40112","","","93","","0.5","","","1401120024"
"<weapon>_attack_skipQuest","","40112","0","1","3","<weapon>_idle","1000001","0","0","1401120025"
"0","","40112","","","93","","0.1","","","1401120026"
"se_travel_top_defeat_attack_jump","","40112","","","23","","se_travel_top","0","","1401120027"
"0","","40112","","","93","","0.06","","","1401120028"
"1","","40112","","","32","","401004","","","1401120029"
"die","","40112","","","3","","21","0","0","1401120030"
"se_travel_top_defeat_wyvern_fall","","40112","","","23","","se_travel_top","0","","1401120031"
"0","","40112","","","93","","1.4","","","1401120032"
"1","","40112","","","32","","401006","","","1401120033"
"se_travel_top_defeat_fadeout","","40112","","","23","","se_travel_top","0","","1401120034"
"0","","40112","","","93","","0.1","","","1401120035"
"24","","40112","","","122","","0","0.2","","1401120036"
"se_travel_top_defeat_appear_silverbox","","40112","","","23","","se_travel_top","0","","1401120037"
"","","40112","","","91","","1401120030","","","1401120038"
"1","","40112","","0","6","1","21","1","0.5","1401120039"
"0","","40112","","","93","","0.5","","","1401120040"
"se_travel_top_defeat_drop_silverbox","","40112","","","23","","se_travel_top","0","","1401120041"
"","","40112","","","91","","1401120039","","","1401120042"
"<weapon>_joy_short","","40112","","","3","","1000001","0","0","1401120043"
"0","","40112","","","93","","0.54","","","1401120044"
"se_travel_top_defeat_joy","","40112","","","23","","se_travel_top","0","","1401120045"
"","","40112","","","91","","1401120043","","","1401120046"
"","","40112","","","111","","","","","1401120047"
"","","40112","","","91","","0","","","1401120048"
"401000","","40121","","0.65","31","-55","401000","0","1","1401210001"
"0","normal","40121","0","-73","5","0","0","55","1","1401210002"
"0","","40121","","","91","","0","","","1401210003"
"1000001","<weapon>_idle","40122","0","-140","1","-1100","2","51","1","1401220001"
"22","idle","40122","0","-140","5","220","22","50","1","1401220002"
"401001","","40122","","1","31","0","401001","0","1","1401220003"
"401002","","40122","","1","31","0","401002","0","1","1401220004"
"401003","","40122","","1","31","-140","401003","-1100","0","1401220005"
"4010041","","40122","","1","31","-30","401004","210","0","1401220006"
"4010042","","40122","","1","31","-30","401004","210","0","1401220007"
"401007","","40122","","0.7","31","-100","401007","135","0","1401220008"
"401008","","40122","","0.8","31","-135","401008","215","0","1401220009"
"400012","","40122","","1","31","0","400012","0","1","1401220010"
"0","","40122","","","91","","0","","","1401220011"
"se_travel_top_defeat_wipe","","40122","","","23","","se_travel_top","0","","1401220012"
"awake","","40122","0.2","1","3","idle","22","0","0.2","1401220013"
"0","","40122","","","93","","0.83","","","1401220014"
"se_travel_top_defeat_move_minotaur","","40122","","","23","","se_travel_top","0","","1401220015"
"0","","40122","","","93","","0.07","","","1401220016"
"24","","40122","","","122","","0","0.7","","1401220017"
"0","","40122","","","93","","0.5","","","1401220018"
"se_travel_top_defeat_move_minotaur2","","40122","","","23","","se_travel_top","0","","1401220019"
"0","","40122","","","93","","1.3","","","1401220020"
"se_travel_top_defeat_awake_minotaur","","40122","","","23","","se_travel_top","0","","1401220021"
"1","","40122","","","32","","401008","","","1401220022"
"48","","40122","","","122","","0","1","","1401220023"
"0","","40122","","","93","","1.27","","","1401220024"
"<weapon>_run","","40122","","","3","","1000001","1","0.2","1401220025"
"-170","","40122","","0","2","1.5","1000001","-140","","1401220026"
"1","","40122","","","32","","401003","","","1401220027"
"-170","","40122","","0","33","1.5","401003","-140","","1401220028"
"0","","40122","","","93","","0.2","","","1401220029"
"se_travel_top_defeat_foot","","40122","","","23","","se_travel_top","0","","1401220030"
"0","","40122","","","93","","0.5","","","1401220031"
"4","","40122","220","0","12","0","1000001","0.5","20","1401220032"
"0","","40122","","","93","","0.04","","","1401220033"
"se_travel_top_defeat_emote_notice","","40122","","","23","","se_travel_top","0","","1401220034"
"","","40122","","","91","","1401220026","","","1401220035"
"<weapon>_idle","","40122","","","3","","1000001","1","0","1401220036"
"0","","40122","","","32","","401003","","","1401220037"
"0","","40122","","","93","","0.5","","","1401220038"
"<weapon>_attack_skipQuest","","40122","0","1","3","<weapon>_idle","1000001","0","0","1401220039"
"0","","40122","","","93","","0.1","","","1401220040"
"se_travel_top_defeat_attack_jump","","40122","","","23","","se_travel_top","0","","1401220041"
"0","","40122","","","93","","0.06","","","1401220042"
"1","","40122","","","32","","4010041","","","1401220043"
"damage","","40122","0","1","3","idle","22","0","0","1401220044"
"0","","40122","","","93","","1.6","","","1401220045"
"<weapon>_attack_skipQuest","","40122","0","1","3","<weapon>_idle","1000001","0","0","1401220046"
"0","","40122","","","93","","0.1","","","1401220047"
"se_travel_top_defeat_attack_jump","","40122","","","23","","se_travel_top","0","","1401220048"
"0","","40122","","","93","","0.06","","","1401220049"
"1","","40122","","","32","","4010042","","","1401220050"
"die","","40122","","","3","","22","0","0","1401220051"
"se_travel_top_defeat_die_minotaur","","40122","","","23","","se_travel_top","0","","1401220052"
"0","","40122","","","93","","1.67","","","1401220053"
"1","","40122","","","32","","401007","","","1401220054"
"se_travel_top_defeat_die_minotaur2","","40122","","","23","","se_travel_top","0","","1401220055"
"0","","40122","","","93","","0.1","","","1401220056"
"24","","40122","","","122","","0","0.2","","1401220057"
"se_travel_top_defeat_appear_goldenbox","","40122","","","23","","se_travel_top","0","","1401220058"
"","","40122","","","91","","1401220051","","","1401220059"
"1","","40122","","0","6","1","22","1","0.5","1401220060"
"se_travel_top_defeat_fadeout","","40122","","","23","","se_travel_top","0","","1401220061"
"0","","40122","","","93","","0.2","","","1401220062"
"se_travel_top_defeat_drop_goldenbox","","40122","","","23","","se_travel_top","0","","1401220063"
"","","40122","","","91","","1401220060","","","1401220064"
"<weapon>_joy_short","","40122","","","3","","1000001","0","0","1401220065"
"0","","40122","","","93","","0.54","","","1401220066"
"se_travel_top_defeat_joy","","40122","","","23","","se_travel_top","0","","1401220067"
"","","40122","","","91","","1401220065","","","1401220068"
"","","40122","","","111","","","","","1401220069"
"","","40122","","","91","","0","","","1401220070"
"401300","","40131","","0.65","31","-55","401300","0","1","1401310001"
"0","normal","40131","0","-73","5","0","0","55","1","1401310002"
"0","","40131","","","91","","0","","","1401310003"
"1000001","travel_topdrama_r_4000_idle","40132","0","-195","1","-20","1","56","1.75","1401320001"
"1000002","travel_topdrama_r_4000_idle","40132","0","-140","1","-260","1","55","1.75","1401320002"
"1000003","travel_topdrama_r_4000_idle","40132","0","-140","1","-450","1","54","1.75","1401320003"
"7","travel_topdrama_r_4013_static","40132","0","-150","5","435","7","53","1","1401320004"
"8","travel_topdrama_r_4013_catch_1","40132","0","-2000","5","-2000","8","57","1.75","1401320005"
"401301","","40132","","1","31","0","401301","0","1","1401320006"
"401303","","40132","","1","31","0","401303","0","1","1401320007"
"401304","","40132","","1","31","68","401304","50","0","1401320008"
"401305","","40132","","1","31","-158","401305","312","0","1401320009"
"401306","","40132","","1","31","-158","401306","312","0","1401320010"
"401307","","40132","","0.8","31","188","401307","36","0","1401320011"
"401308","","40132","","1","31","200","401308","-258","0","1401320012"
"4013082","","40132","","1","31","255","401318","-437","0","1401320013"
"401309","","40132","","1","31","-15","401309","120","0","1401320014"
"401310","","40132","","1","31","-15","401310","120","0","1401320015"
"401312","","40132","","1","31","-91","401312","-42","0","1401320016"
"401313","","40132","","1","31","0","401313","0","0","1401320017"
"401314","","40132","","1","31","0","401314","0","0","1401320018"
"400013","","40132","","1","31","0","400013","0","1","1401320019"
"0","","40132","","","91","","0","","","1401320020"
"0","","40132","","","93","","1","","","1401320021"
"travel_topdrama_r_4013_touch_1","","40132","","","3","","1000001","0","0.2","1401320022"
"se_travel_top_aruma_01","","40132","","","23","","se_travel_top","","","1401320023"
"1","","40132","","","32","","401309","","","1401320024"
"0","","40132","","","93","","1","","","1401320025"
"travel_topdrama_r_4013_danger_1","","40132","","","3","","7","0","0","1401320026"
"0","","40132","","","93","","1.63","","","1401320027"
"se_travel_top_aruma_04","","40132","","","23","","se_travel_top","","","1401320028"
"0","","40132","","","93","","0.04","","","1401320029"
"travel_topdrama_r_4013_touch_loop","","40132","","","3","","1000001","1","0.6","1401320030"
"0","","40132","","","93","","0.4","","","1401320031"
"se_travel_top_aruma_05","","40132","","","23","","se_travel_top","","","1401320032"
"0","","40132","","","93","","1.33","","","1401320033"
"-20","","40132","","0","2","0","8","-195","","1401320034"
"travel_topdrama_r_4013_catch_1","","40132","0","0","3","","8","0","0","1401320035"
"se_travel_top_aruma_06","","40132","","","23","","se_travel_top","","","1401320036"
"travel_topdrama_r_4013_safe","","40132","0.1","0","3","travel_topdrama_r_4013_static","7","0","0.1","1401320037"
"travel_topdrama_r_4013_catch","","40132","0","1","3","travel_topdrama_r_4013_runaway","1000001","0","0.1","1401320038"
"1","","40132","","","32","","401313","","","1401320039"
"0","","40132","","","93","","0.66","","","1401320040"
"1","","40132","","","32","","401312","","","1401320041"
"se_travel_top_aruma_07","","40132","","","23","","se_travel_top","","","1401320042"
"0","","40132","","","93","","0.97","","","1401320043"
"1","","40132","","","4","","1000001","","","1401320044"
"travel_topdrama_r_4013_runaway","","40132","","1","3","","1000001","1","0","1401320045"
"travel_topdrama_r_4000_run_normal","","40132","","1","3","","1000002","1","0.1","1401320046"
"travel_topdrama_r_4000_run_normal","","40132","","1","3","","1000003","1","0.1","1401320047"
"se_travel_top_aruma_08","","40132","","","23","","se_travel_top","","","1401320048"
"1","","40132","","0","4","","8","","","1401320049"
"-1600","","40132","","0","2","2.5","8","-195","","1401320050"
"travel_topdrama_r_4013_runaway_1","","40132","0","1","3","","8","1","0","1401320051"
"-1600","","40132","","0","2","2.5","1000001","-195","","1401320052"
"-20","","40132","","0","2","1.4","1000002","-195","","1401320053"
"-215","","40132","","0","2","1.4","1000003","-140","","1401320054"
"0","","40132","","","93","","1.4","","","1401320055"
"1","","40132","","","32","","401310","","","1401320056"
"travel_topdrama_r_4013_touch_2","","40132","","","3","","1000002","0","0.2","1401320057"
"travel_topdrama_r_4000_idle","","40132","","","3","","1000003","1","0.2","1401320058"
"0","","40132","","","93","","1","","","1401320059"
"travel_topdrama_r_4013_danger_2","","40132","","","3","","7","0","0","1401320060"
"0","","40132","","","93","","1.67","","","1401320061"
"1","","40132","","","32","","401304","","","1401320062"
"se_travel_top_aruma_10","","40132","","","23","","se_travel_top","","","1401320063"
"0","","40132","","","93","","0.3","","","1401320064"
"travel_topdrama_r_4013_touch_loop","","40132","","","3","","1000002","1","0.6","1401320065"
"0","","40132","","","93","","0.1","","","1401320066"
"se_travel_top_aruma_05","","40132","","","23","","se_travel_top","","","1401320067"
"0","","40132","","","93","","0.06","","","1401320068"
"1","","40132","","","32","","401307","","","1401320069"
"0","","40132","","","93","","0.57","","","1401320070"
"1","","40132","","","32","","401314","","","1401320071"
"travel_topdrama_r_4013_out","","40132","0.1","1","3","travel_topdrama_r_4013_idle","7","0","0.1","1401320072"
"se_travel_top_aruma_18","","40132","","","23","","se_travel_top","","","1401320073"
"1","","40132","","","32","","401308","","","1401320074"
"1","","40132","","","32","","4013082","","","1401320075"
"0","","40132","","","93","","0.1","","","1401320076"
"travel_topdrama_r_4013_shock","","40132","0","1","3","travel_topdrama_r_4013_run","1000002","0","0","1401320077"
"travel_topdrama_r_4013_shock","","40132","0","1","3","travel_topdrama_r_4013_run","1000003","0","0","1401320078"
"0","","40132","","","93","","0.86","","","1401320079"
"travel_topdrama_r_4013_run","","40132","","","3","","1000002","1","0","1401320080"
"travel_topdrama_r_4013_run","","40132","","","3","","1000003","1","0","1401320081"
"-1600","","40132","","0","2","2.5","1000002","-195","","1401320082"
"-1600","","40132","","0","2","2.5","1000003","-140","","1401320083"
"0","","40132","","","93","","0.07","","","1401320084"
"24","","40132","","","122","","0","0.4","","1401320085"
"1","","40132","","","32","","401305","","","1401320086"
"1","","40132","","","32","","401306","","","1401320087"
"0","","40132","","","93","","0.9","","","1401320088"
"se_travel_top_aruma_21","","40132","","","23","","se_travel_top","","","1401320089"
"0","","40132","","","93","","1.1","","","1401320090"
"","","40132","","","111","","0","","","1401320091"
"","","40132","","","91","","0","","","1401320092"
"401300","","40141","","0.65","31","-55","401300","0","1","1401410001"
"0","normal","40141","0","-73","5","0","0","55","1","1401410002"
"0","","40141","","","91","","0","","","1401410003"
"1000001","travel_topdrama_r_4000_idle","40142","0","-195","1","-20","1","56","1.75","1401420001"
"1000002","travel_topdrama_r_4000_idle","40142","0","-140","1","-260","1","55","1.75","1401420002"
"1000003","travel_topdrama_r_4000_idle","40142","0","-140","1","-450","1","54","1.75","1401420003"
"7","travel_topdrama_r_4013_static","40142","0","-150","5","435","7","53","1","1401420004"
"8","travel_topdrama_r_4013_catch_1","40142","0","-2000","5","-2000","8","57","1.75","1401420005"
"401301","","40142","","1","31","0","401301","0","1","1401420006"
"401303","","40142","","1","31","0","401303","0","1","1401420007"
"401304","","40142","","1","31","78","401304","40","0","1401420008"
"4013042","","40142","","1","31","78","401304","40","0","1401420009"
"401305","","40142","","1","31","-158","401305","312","0","1401420010"
"401306","","40142","","1","31","-158","401306","312","0","1401420011"
"401307","","40142","","0.8","31","188","401307","36","0","1401420012"
"401308","","40142","","1","31","200","401308","-258","0","1401420013"
"4013082","","40142","","1","31","255","401308","-437","0","1401420014"
"401309","","40142","","1","31","-15","401309","120","0","1401420015"
"401310","","40142","","1","31","-15","401310","120","0","1401420016"
"401311","","40142","","1","31","-10","401311","120","0","1401420017"
"401312","","40142","","1","31","-91","401312","-42","0","1401420018"
"4013122","","40142","","1","31","-91","401312","-42","0","1401420019"
"401313","","40142","","1","31","0","401313","0","0","1401420020"
"4013132","","40142","","1","31","0","401313","0","0","1401420021"
"401314","","40142","","1","31","0","401314","0","0","1401420022"
"401400","","40142","","1","31","0","400014","0","1","1401420023"
"0","","40142","","","91","","0","","","1401420024"
"0","","40142","","","93","","1","","","1401420025"
"travel_topdrama_r_4013_touch_1","","40142","","1","3","travel_topdrama_r_4013_touch_loop","1000001","0","0.3","1401420026"
"se_travel_top_aruma_01","","40142","","","23","","se_travel_top","","","1401420027"
"1","","40142","","","32","","401309","","","1401420028"
"0","","40142","","","93","","1","","","1401420029"
"travel_topdrama_r_4013_danger_1","","40142","","","3","","7","0","0","1401420030"
"0","","40142","","","93","","1.63","","","1401420031"
"se_travel_top_aruma_04","","40142","","","23","","se_travel_top","","","1401420032"
"0","","40142","","","93","","0.04","","","1401420033"
"travel_topdrama_r_4013_touch_loop","","40142","","","3","","1000001","1","0.3","1401420034"
"0","","40142","","","93","","0.4","","","1401420035"
"se_travel_top_aruma_05","","40142","","","23","","se_travel_top","","","1401420036"
"0","","40142","","","93","","1.33","","","1401420037"
"-20","","40142","","0","2","0","8","-195","","1401420038"
"travel_topdrama_r_4013_catch_1","","40142","","0","3","","8","0","0","1401420039"
"se_travel_top_aruma_06","","40142","","","23","","se_travel_top","","","1401420040"
"travel_topdrama_r_4013_safe","","40142","0.1","0","3","travel_topdrama_r_4013_static","7","0","0.1","1401420041"
"travel_topdrama_r_4013_catch","","40142","","","3","","1000001","0","0.1","1401420042"
"1","","40142","","","32","","401313","","","1401420043"
"0","","40142","","","93","","0.66","","","1401420044"
"1","","40142","","","32","","401312","","","1401420045"
"se_travel_top_aruma_07","","40142","","","23","","se_travel_top","","","1401420046"
"0","","40142","","","93","","0.97","","","1401420047"
"1","","40142","","","4","","1000001","","","1401420048"
"travel_topdrama_r_4013_runaway","","40142","","","3","","1000001","1","0","1401420049"
"travel_topdrama_r_4000_run_normal","","40142","","","3","","1000002","1","0.1","1401420050"
"travel_topdrama_r_4000_run_normal","","40142","","","3","","1000003","1","0.1","1401420051"
"se_travel_top_aruma_08","","40142","","","23","","se_travel_top","","","1401420052"
"1","","40142","","0","4","","8","","","1401420053"
"-1600","","40142","","0","2","2.5","8","-195","","1401420054"
"travel_topdrama_r_4013_runaway_1","","40142","","1","3","","8","1","0","1401420055"
"-1600","","40142","","0","2","2.5","1000001","-195","","1401420056"
"-20","","40142","","0","2","1.4","1000002","-195","","1401420057"
"-215","","40142","","0","2","1.4","1000003","-140","","1401420058"
"0","","40142","","","93","","1.4","","","1401420059"
"1","","40142","","","32","","401310","","","1401420060"
"travel_topdrama_r_4013_touch_2","","40142","0.3","1","3","travel_topdrama_r_4013_touch_loop","1000002","0","0.2","1401420061"
"travel_topdrama_r_4000_idle","","40142","","","3","","1000003","1","0.2","1401420062"
"0","","40142","","","93","","1","","","1401420063"
"travel_topdrama_r_4013_danger_2","","40142","","","3","","7","0","0","1401420064"
"0","","40142","","","93","","1.67","","","1401420065"
"1","","40142","","","32","","401304","","","1401420066"
"se_travel_top_aruma_10","","40142","","","23","","se_travel_top","","","1401420067"
"0","","40142","","","93","","0.3","","","1401420068"
"travel_topdrama_r_4013_touch_loop","","40142","","","3","","1000002","1","0.3","1401420069"
"0","","40142","","","93","","0.2","","","1401420070"
"se_travel_top_aruma_05","","40142","","","23","","se_travel_top","","","1401420071"
"0","","40142","","","93","","0.83","","","1401420072"
"0","","40142","","0","4","","8","","","1401420073"
"-20","","40142","","0","2","0","8","-195","","1401420074"
"travel_topdrama_r_4013_catch_2","","40142","","","3","","8","0","0","1401420075"
"se_travel_top_aruma_11","","40142","","","23","","se_travel_top","","","1401420076"
"travel_topdrama_r_4013_safe","","40142","0.1","0","3","travel_topdrama_r_4013_static","7","0","0.1","1401420077"
"travel_topdrama_r_4013_catch","","40142","0","1","3","travel_topdrama_r_4013_runaway","1000002","0","0.1","1401420078"
"1","","40142","","","32","","4013132","","","1401420079"
"0","","40142","","","93","","0.66","","","1401420080"
"1","","40142","","","32","","4013122","","","1401420081"
"se_travel_top_aruma_12","","40142","","","23","","se_travel_top","","","1401420082"
"0","","40142","","","93","","0.97","","","1401420083"
"1","","40142","","","4","","1000002","","","1401420084"
"travel_topdrama_r_4013_runaway","","40142","","","3","","1000002","1","0","1401420085"
"travel_topdrama_r_4000_run_normal","","40142","","","3","","1000003","1","0.1","1401420086"
"se_travel_top_aruma_08","","40142","","","23","","se_travel_top","","","1401420087"
"1","","40142","","0","4","","8","","","1401420088"
"-1600","","40142","","0","2","2.5","8","-195","","1401420089"
"travel_topdrama_r_4013_runaway_2","","40142","","","3","","8","1","0","1401420090"
"-1600","","40142","","0","2","2.5","1000002","-195","","1401420091"
"-20","","40142","","0","2","1.4","1000003","-195","","1401420092"
"0","","40142","","","93","","1.4","","","1401420093"
"travel_topdrama_r_4013_touch_3","","40142","0.3","1","3","travel_topdrama_r_4013_touch_loop","1000003","0","0.2","1401420094"
"1","","40142","","","32","","401311","","","1401420095"
"0","","40142","","","93","","1","","","1401420096"
"travel_topdrama_r_4013_danger_3_in","","40142","","","3","","7","0","0","1401420097"
"0","","40142","","","93","","2.16","","","1401420098"
"1","","40142","","","32","","4013042","","","1401420099"
"0","","40142","","","93","","0.54","","","1401420100"
"travel_topdrama_r_4013_touch_loop","","40142","","","3","","1000003","1","0.3","1401420101"
"0","","40142","","","93","","0.34","","","1401420102"
"1","","40142","","","32","","401307","","","1401420103"
"0","","40142","","","93","","0.5","","","1401420104"
"1","","40142","","","32","","401314","","","1401420105"
"travel_topdrama_r_4013_out","","40142","0.1","1","3","travel_topdrama_r_4013_idle","7","0","0.1","1401420106"
"se_travel_top_aruma_18","","40142","","","23","","se_travel_top","","","1401420107"
"1","","40142","","","32","","401308","","","1401420108"
"0","","40142","","","93","","0.1","","","1401420109"
"travel_topdrama_r_4013_shock","","40142","0","1","3","travel_topdrama_r_4013_run","1000003","0","0","1401420110"
"0","","40142","","","93","","0.86","","","1401420111"
"travel_topdrama_r_4013_run","","40142","","","3","","1000003","1","0","1401420112"
"-1600","","40142","","0","2","2.5","1000003","-195","","1401420113"
"0","","40142","","","93","","0.07","","","1401420114"
"24","","40142","","","122","","0","0.4","","1401420115"
"1","","40142","","","32","","401305","","","1401420116"
"1","","40142","","","32","","401306","","","1401420117"
"0","","40142","","","93","","0.9","","","1401420118"
"se_travel_top_aruma_21","","40142","","","23","","se_travel_top","","","1401420119"
"0","","40142","","","93","","1.1","","","1401420120"
"","","40142","","","111","","0","","","1401420121"
"","","40142","","","91","","0","","","1401420122"
"401300","","40151","","0.65","31","-55","401300","0","1","1401510001"
"0","normal","40151","0","-73","5","0","0","55","1","1401510002"
"0","","40151","","","91","","0","","","1401510003"
"1000001","travel_topdrama_r_4000_idle","40152","0","-195","1","-20","1","56","1.75","1401520001"
"1000002","travel_topdrama_r_4000_idle","40152","0","-140","1","-260","1","55","1.75","1401520002"
"1000003","travel_topdrama_r_4000_idle","40152","0","-140","1","-450","1","54","1.75","1401520003"
"7","travel_topdrama_r_4013_static","40152","0","-150","5","435","7","53","1","1401520004"
"8","travel_topdrama_r_4013_catch_1","40152","0","-2000","5","-2000","8","57","1.75","1401520005"
"401301","","40152","","1","31","0","401301","0","1","1401520006"
"401303","","40152","","1","31","0","401303","0","1","1401520007"
"401304","","40152","","1","31","78","401304","40","0","1401520008"
"4013042","","40152","","1","31","78","401304","40","0","1401520009"
"401315","","40152","","1","31","78","401315","40","0","1401520010"
"401316","","40152","","1","31","103","401316","27","0","1401520011"
"401307","","40152","","0.8","31","188","401307","36","0","1401520012"
"401309","","40152","","1","31","-15","401309","120","0","1401520013"
"401310","","40152","","1","31","-15","401310","120","0","1401520014"
"401311","","40152","","1","31","-10","401311","120","0","1401520015"
"401312","","40152","","1","31","-91","401312","-42","0","1401520016"
"4013122","","40152","","1","31","-91","401312","-42","0","1401520017"
"4013123","","40152","","1","31","-81","401312","-42","0","1401520018"
"401313","","40152","","1","31","0","401313","0","0","1401520019"
"4013132","","40152","","1","31","0","401313","0","0","1401520020"
"4013133","","40152","","1","31","0","401313","0","0","1401520021"
"401500","","40152","","1","31","0","400015","0","1","1401520022"
"0","","40152","","","91","","0","","","1401520023"
"0","","40152","","","93","","1","","","1401520024"
"travel_topdrama_r_4013_touch_1","","40152","0.3","1","3","travel_topdrama_r_4013_touch_loop","1000001","0","0.2","1401520025"
"se_travel_top_aruma_01","","40152","","","23","","se_travel_top","","","1401520026"
"1","","40152","","","32","","401309","","","1401520027"
"0","","40152","","","93","","1","","","1401520028"
"travel_topdrama_r_4013_danger_1","","40152","","","3","","7","0","0","1401520029"
"0","","40152","","","93","","1.63","","","1401520030"
"se_travel_top_aruma_04","","40152","","","23","","se_travel_top","","","1401520031"
"0","","40152","","","93","","0.04","","","1401520032"
"travel_topdrama_r_4013_touch_loop","","40152","","","3","","1000001","1","0.3","1401520033"
"0","","40152","","","93","","0.4","","","1401520034"
"se_travel_top_aruma_05","","40152","","","23","","se_travel_top","","","1401520035"
"0","","40152","","","93","","0.83","","","1401520036"
"-20","","40152","","0","2","0","8","-195","","1401520037"
"travel_topdrama_r_4013_catch_1","","40152","","","3","","8","0","0","1401520038"
"se_travel_top_aruma_06","","40152","","","23","","se_travel_top","","","1401520039"
"travel_topdrama_r_4013_safe","","40152","0.1","0","3","travel_topdrama_r_4013_static","7","0","0.1","1401520040"
