ababf45a32f314ff2630510e91d7e2b520291d281714dc93ca7024132b4b5839,f272dbd4260613d9a1821ff999d6f404112644d96f2219dd0d4c8a72e9019761,47bd596422f28692d2ef3fa6fcdc71613979f0cbec9adf65eae3b121d226371f,17c3f74aa228d197afc5b7ba4ebf627659b2a236be00379af2c1c2db7b937b6a,c165c49bc3e6960a4d43ed9dfd7478689815278743f555239bb8f47db0c08866,d85a59b54fcd72a501eb872c1c5a94c92417ceb030105cfb718e48e9d7c2a763,89d217e4134c2e6a3f12ca625cf5c17b00b628c2f17319f96b50649c21a32d16,7f16e974c284692e2e7fb8fdc9caf3c8e0aea8ad6ce37b92e8c76cb505f0d6df,e07b5ca06562e1a8192253e5c688c36f7064c44c764460bf6083a3779b41f22c,8c2e420605f9af3834bfb2aaa398a908b6e107dcdceb462561977fa97d60cdf6,0234666dd4e82b350f696f099b587ff90976134ca9c0e43883c57ab6527feca1
"68071","surprise3_in_anger2","surprise3_loop_anger2","1","","0.2","3","0","0","106011","5146068"
"68072","surprise3_in_anger2","surprise3_loop_anger2","1","","0.2","3","0","0","1060","5146068"
"68073","vo_apg_0808","0","","","","21","","0","vo_apg","5146068"
"68074","ハンドルとドーナツ間違えんな～っ！","1","1","0","0","11","0","10","106011","5146068"
"68075","","","","","","91","","","0","5146068"
"68076","0","","","","","4","","","106011","5146068"
"68077","0","","","","","4","","","1060","5146068"
"68078","surprise3_loop_surprise_slow","","","","0.2","3","","1","106011","5146068"
"68079","surprise3_loop_surprise_slow","","","","0.2","3","","1","1060","5146068"
"68080","peko_slurp_in","peko_slurp_loop","1","","0.2","3","0","0","105811","5146068"
"68081","peko_slurp_in","peko_slurp_loop","1","","0.2","3","0","0","1058","5146068"
"68082","takeout_in","takeout_talk","1","","0.2","3","0","0","130911","5146068"
"68083","takeout_in","takeout_talk","1","","0.2","3","0","0","97","5146068"
"68084","vo_apg_0809","0","","","","21","","0","vo_apg","5146068"
"68085","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","1","1","0","0","11","0","10","130911","5146068"
"68086","","","","","","91","","","0","5146068"
"68087","takeout_idle","","","","0.2","3","","1","130911","5146068"
"68088","takeout_idle","","","","0.2","3","","1","97","5146068"
"68089","peko_slurp_loop","","","","0.2","3","","1","105811","5146068"
"68090","peko_slurp_loop","","","","0.2","3","","1","1058","5146068"
"68091","cool_idle_jitome","cool_talk_jitome","1","","0.2","3","0.2","0","106011","5146068"
"68092","cool_idle_jitome_in","cool_talk_jitome","1","","0.2","3","0.2","0","1060","5146068"
"68093","vo_apg_0810","0","","","","21","","0","vo_apg","5146068"
"68094","……\nドーナツはドーナツなのね…","1","1","0","0","11","0","10","106011","5146068"
"68095","","","","","","91","","","0","5146068"
"68096","","","","","","101","","","68097","5146068"
"68097","0.2","","","","","22","","","0","5146068"
"69001","131311","-225","-278","riri_idle","1.8","1","0","100","1","5146069"
"69002","1313","-225","-278","riri_idle","1.8","5","0","101","5","5146069"
"69003","131411","-385","-288","idle_normal","1.8","1","0","103","1","5146069"
"69004","1314","-385","-288","idle_normal","1.8","5","0","104","2","5146069"
"69005","130911","225","-278","joy_idle_noface","1.8","1","1","106","1","5146069"
"69006","98","225","-278","joy_idle_kururu","1.8","5","1","107","1","5146069"
"69007","200","","","","","13","","","131311","5146069"
"69008","203","","","","","13","","","131411","5146069"
"69009","206","","","","","13","","","130911","5146069"
"69010","9","0","-174","idle","0.85","5","0","15","9","5146069"
"69011","22","-307","12","empty","1","5","0","210","22","5146069"
"69012","21","0","153","empty","1","5","0","60","21","5146069"
"69013","1","0","1","","1","31","","0","1","5146069"
"69014","0","","","","","91","","","0","5146069"
"69015","0","","","","","102","","0","0","5146069"
"69016","0","","","","","93","","","1","5146069"
"69017","riri_talk_noface","","","","0.2","3","","1","131311","5146069"
"69018","riri_talk_noface","","","","0.2","3","","1","1313","5146069"
"69019","idle_normal_surprise_lookupS","","","","0.2","3","","1","131411","5146069"
"69020","idle_normal_surprise_lookupS","","","","0.2","3","","1","1314","5146069"
"69021","vo_apg_0901","0","","","","21","","0","vo_apg","5146069"
"69022","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","1","1","0","0","11","0","10","131311","5146069"
"69023","","","","","","91","","","0","5146069"
"69024","riri_idle_lookup","","","","0.2","3","","1","131311","5146069"
"69025","riri_idle_lookup","","","","0.2","3","","1","1313","5146069"
"69026","coffee_2_in","","","","0","3","","0","21","5146069"
"69027","se_10055900_photo","","","","","23","","0","se_10055900","5146069"
"69028","0","","","","","93","","","0.1","5146069"
"69029","idle_normal_surprise_lookup","talk_normal_joy_lookup","1","","0.2","3","0.2","0","131411","5146069"
"69030","idle_normal_surprise_lookup","talk_normal_joy_lookup","1","","0.2","3","0.2","0","1314","5146069"
"69031","vo_apg_0902","0","","","","21","","0","vo_apg","5146069"
"69032","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","1","1","0","0","11","0","10","131411","5146069"
"69033","","","","","","91","","","0","5146069"
"69034","riri_idle_surprise","","","","0.2","3","","1","131311","5146069"
"69035","riri_idle_surprise","","","","0.2","3","","1","1313","5146069"
"69036","idle_normal_surprise","","","","0.2","3","","1","131411","5146069"
"69037","idle_normal_surprise","","","","0.2","3","","1","1314","5146069"
"69038","handsup_to_talk","talk_normal_joy","1","","0.2","3","0.2","0","130911","5146069"
"69039","handsup","","","","0.2","3","0.2","1","98","5146069"
"69040","vo_apg_0903","0","","","","21","","0","vo_apg","5146069"
"69041","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","1","1","0","0","11","0","10","130911","5146069"
"69042","","","","","","91","","","0","5146069"
"69043","joy_talk_anger","","","","0.2","3","","1","130911","5146069"
"69044","vo_apg_0904","0","","","","21","","0","vo_apg","5146069"
"69045","これはですねっ！\n『隠れかばばん君』です♪","1","1","0","0","11","0","10","130911","5146069"
"69046","","","","","","91","","","0","5146069"
"69047","joy_idle_doya","","","","0.2","3","","1","130911","5146069"
"69048","notice_in_shy","notice_loop_shy","1","","0.2","3","0","0","131311","5146069"
"69049","notice_in_shy","notice_loop_shy","1","","0.2","3","0","0","1313","5146069"
"69050","surprise_talk_normal","","","","0.2","3","","1","131411","5146069"
"69051","surprise_talk_normal","","","","0.2","3","","1","1314","5146069"
"69052","vo_apg_0905","0","","","","21","","0","vo_apg","5146069"
"69053","0905_in","","","","0","3","","0","22","5146069"
"69054","1","","","","","93","","","1.2","5146069"
"69055","0905_mid","","","","0","3","","0","22","5146069"
"69056","","","","","","92","","","","5146069"
"69057","0905_out","","","","0","3","","0","22","5146069"
"69058","0","","","","","93","","","0.2","5146069"
"69059","","","","","","91","","","0","5146069"
"69060","riri_sad_talk_dead","","","","0.2","3","","1","131311","5146069"
"69061","riri_sad_talk_dead","","","","0.2","3","","1","1313","5146069"
"69062","surprise_idle","","","","0.2","3","","1","131411","5146069"
"69063","surprise_idle","","","","0.2","3","","1","1314","5146069"
"69064","idle_normal_surprise2","","","","0.2","3","","1","130911","5146069"
"69065","vo_apg_0906","0","","","","21","","0","vo_apg","5146069"
"69066","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","1","1","0","0","11","0","10","131311","5146069"
"69067","","","","","","91","","","0","5146069"
"69068","riri_sad_idle","","","","0.2","3","","1","131311","5146069"
"69069","riri_sad_idle","","","","0.2","3","","1","1313","5146069"
"69070","watawata","talk_normal_dere","1","","0.2","3","0.2","0","130911","5146069"
"69071","watawata","talk_normal_dere","1","","0.2","3","0.2","0","98","5146069"
"69072","vo_apg_0907","0","","","","21","","0","vo_apg","5146069"
"69073","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","1","1","0","0","11","0","10","130911","5146069"
"69074","","","","","","91","","","0","5146069"
"69075","idle_normal_noface","","","","0.2","3","","1","130911","5146069"
"69076","idle_normal_kururu","","","","0.2","3","","1","98","5146069"
"69077","coffee_2_out","","","","0","3","","0","21","5146069"
"69078","clear_wish_talk_joy","","","","0.2","3","","1","131411","5146069"
"69079","clear_wish_talk_joy","","","","0.2","3","","1","1314","5146069"
"69080","vo_apg_0908","0","","","","21","","0","vo_apg","5146069"
"69081","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","1","1","0","0","11","0","10","131411","5146069"
"69082","","","","","","91","","","0","5146069"
"69083","clear_wish_idle","","","","0.2","3","","1","131411","5146069"
"69084","clear_wish_idle","","","","0.2","3","","1","1314","5146069"
"69085","guts2_talk_joy3","","","","0.2","3","","1","131311","5146069"
"69086","guts2_talk_joy3","","","","0.2","3","","1","1313","5146069"
"69087","vo_apg_0909","0","","","","21","","0","vo_apg","5146069"
"69088","はい、リアさん！","1","1","0","0","11","0","10","131311","5146069"
"69089","","","","","","91","","","0","5146069"
"69090","riri_idle","","","","0.2","3","","1","131311","5146069"
"69091","riri_idle","","","","0.2","3","","1","1313","5146069"
"69092","clear_wish_idle_normal","","","","0.2","3","","1","131411","5146069"
"69093","clear_wish_idle_normal","","","","0.2","3","","1","1314","5146069"
"69094","talk_normal_anger","","","","0.2","3","","1","130911","5146069"
"69095","talk_normal","","","","0.2","3","","1","98","5146069"
"69096","vo_apg_0910","0","","","","21","","0","vo_apg","5146069"
"69097","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","1","1","0","0","11","0","10","130911","5146069"
"69098","","","","","","91","","","0","5146069"
"69099","idle_normal_noface","","","","0.2","3","","1","130911","5146069"
"69100","idle_normal_kururu","","","","0.2","3","","1","98","5146069"
"69101","riri_bow","idle_normal_joy2","1","","0.2","3","0","0","131311","5146069"
"69102","riri_bow","idle_normal_joy2","1","","0.2","3","0","0","1313","5146069"
"69103","clear_agree","idle_normal_joy2","1","","0.2","3","0.2","0","131411","5146069"
"69104","clear_agree","idle_normal_joy2","1","","0.2","3","0.2","0","1314","5146069"
"69105","vo_apg_0911","0","","","","21","","0","vo_apg","5146069"
"69106","0911_in","","","","0","3","","0","22","5146069"
"69107","1","","","","","93","","","0.9","5146069"
"69108","0911_mid","","","","0","3","","0","22","5146069"
"69109","","","","","","92","","","","5146069"
"69110","0911_out","","","","0","3","","0","22","5146069"
"69111","0","","","","","93","","","0.2","5146069"
"69112","","","","","","91","","","0","5146069"
"69113","0","","","","","4","","","130911","5146069"
"69114","0","","","","","4","","","98","5146069"
"69115","walk_normal_slow","","","","0.2","3","","1","131311","5146069"
"69116","walk_normal_slow","","","","0.2","3","","1","1313","5146069"
"69117","walk_normal_slow","","","","0.2","3","","1","131411","5146069"
"69118","walk_normal_slow","","","","0.2","3","","1","1314","5146069"
"69119","walk_kyapi_slow","","","","0.2","3","","1","130911","5146069"
"69120","walk_kyapi_slow","","","","0.2","3","","1","98","5146069"
"69121","-75","1.5","0","","","2","","-278","131311","5146069"
"69122","-75","1.5","0","","","2","","-278","1313","5146069"
"69123","-225","1.5","0","","","2","","-288","131411","5146069"
"69124","-225","1.5","0","","","2","","-288","1314","5146069"
"69125","325","1.5","0","","","2","","-278","130911","5146069"
"69126","0","","","","","93","","","1.5","5146069"
"69127","1","","","","","4","","","131311","5146069"
"69128","1","","","","","4","","","1313","5146069"
"69129","1","","","","","4","","","130911","5146069"
"69130","idle_normal_surprise","","","","0.2","3","","1","131311","5146069"
"69131","idle_normal_surprise","","","","0.2","3","","1","1313","5146069"
"69132","notice_in_dere","notice_loop_dere","1","","0.2","3","0","0","131411","5146069"
"69133","notice_in_dere","notice_loop_dere","1","","0.2","3","0","0","1314","5146069"
"69134","idle_normal_surprise","","","","0.2","3","","1","130911","5146069"
"69135","vo_apg_0912","0","","","","21","","0","vo_apg","5146069"
"69136","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","1","1","0","0","11","0","10","131411","5146069"
"69137","","","","","","91","","","0","5146069"
"69138","hawawa","","","","0.2","3","","0","130911","5146069"
"69139","vo_apg_0913","0","","","","21","","0","vo_apg","5146069"
"69140","はわわっ！？","1","1","0","-30","11","0","10","130911","5146069"
"69141","","","","","","91","","","0","5146069"
"69142","bowbowbow","","","","0.1","3","","0","130911","5146069"
"69143","0","","","","","4","","","131311","5146069"
"69144","0","","","","","4","","","1313","5146069"
"69145","riri_talk_noervous","","","","0.2","3","","1","131311","5146069"
"69146","riri_talk_noervous","","","","0.2","3","","1","1313","5146069"
"69147","clear_smile_in","clear_smile_idle","1","","0.2","3","0","0","131411","5146069"
"69148","clear_smile_in","clear_smile_idle","1","","0.2","3","0","0","1314","5146069"
"69149","2","0","0","0","0","12","0","2","131311","5146069"
"69150","2","0","0","0","0","12","0","2","131411","5146069"
"69151","2","0","0","0","-30","12","0","2","130911","5146069"
"69152","0","","","","","93","","","2","5146069"
"69153","","","","","","101","","","69154","5146069"
"69154","0.2","","","","","22","","","0","5146069"
"70001","102111","0","-278","walk_normal_joy","1.8","1","1","106","1","5146070"
"70002","99","-195","-278","idle_normal","1.8","5","0","107","1","5146070"
"70003","130911","195","-278","idle_normal_noface","1.8","1","1","108","1","5146070"
"70004","98","195","-278","idle_normal_kururu","1.8","5","1","109","1","5146070"
"70005","206","","","","","13","","","102111","5146070"
"70006","208","","","","","13","","","130911","5146070"
"70007","10","0","-174","idle","0.85","5","0","15","10","5146070"
"70008","20","-237","48","empty","1","5","0","290","20","5146070"
"70009","1","0","1","","1","31","","0","1","5146070"
"70010","2","-57.7","1","","1","31","","0","2","5146070"
"70011","black","","","","","37","","","2","5146070"
"70012","14","-278","1","","0","31","","-176","14","5146070"
"70013","0","","","","","91","","","0","5146070"
"70014","0","","","","","102","","0","0","5146070"
"70015","0","","","","","93","","","0.4","5146070"
"70016","iris_out","","","","","37","","","2","5146070"
"70017","-195","2","0","","","2","","-278","102111","5146070"
"70018","0","","","","","93","","","2","5146070"
"70019","0","","","","","4","","","102111","5146070"
"70020","idle_normal_joy","","","","0.2","3","","1","102111","5146070"
"70021","idle_normal_joy","","","","0.2","3","","1","99","5146070"
"70022","0","","","","","93","","","0.1","5146070"
"70023","wish_talk_noface","","","","0.2","3","","1","102111","5146070"
"70024","kurumi_wish_talk","","","","0.2","3","","1","99","5146070"
"70025","vo_apg_1001","0","","","","21","","0","vo_apg","5146070"
"70026","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","1","1","0","0","11","0","10","102111","5146070"
"70027","","","","","","91","","","0","5146070"
"70028","notice_in_normal2","sad_talk_normal","1","","0.2","3","0.2","0","102111","5146070"
"70029","notice_in","sad_talk","1","","0.2","3","0.2","0","99","5146070"
"70030","vo_apg_1002","0","","","","21","","0","vo_apg","5146070"
"70031","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","1","1","0","0","11","0","10","102111","5146070"
"70032","","","","","","91","","","0","5146070"
"70033","talk_normal_noface","","","","0.2","3","","1","102111","5146070"
"70034","kurumi_talk_normal","","","","0.2","3","","1","99","5146070"
"70035","vo_apg_1003","0","","","","21","","0","vo_apg","5146070"
"70036","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","1","1","0","0","11","0","10","102111","5146070"
"70037","","","","","","91","","","0","5146070"
"70038","idle_normal_noface","","","","0.2","3","","1","102111","5146070"
"70039","kurumi_idle_normal","","","","0.2","3","","1","99","5146070"
"70040","kururu_wish_talk_joy","","","","0.2","3","","1","130911","5146070"
"70041","kururu_wish_talk_joy","","","","0.2","3","","1","98","5146070"
"70042","vo_apg_1004","0","","","","21","","0","vo_apg","5146070"
"70043","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","1","1","0","0","11","0","10","130911","5146070"
"70044","","","","","","91","","","0","5146070"
"70045","kururu_wish_idle_surprise","","","","0.2","3","","1","130911","5146070"
"70046","kururu_wish_idle_light","","","","0.2","3","","1","98","5146070"
"70047","surprise_talk_dere","","","","0.2","3","","1","102111","5146070"
"70048","surprise_talk_dere","","","","0.2","3","","1","99","5146070"
"70049","vo_apg_1005","0","","","","21","","0","vo_apg","5146070"
"70050","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","1","1","0","0","11","0","10","102111","5146070"
"70051","","","","","","91","","","0","5146070"
"70052","0","","","","","22","","","0","5146070"
"70053","kurumi_witch_in","kurumi_witch_loop","1","","0.2","3","0","0","102111","5146070"
"70054","kurumi_witch_in","kurumi_witch_loop","1","","0.2","3","0","0","99","5146070"
"70055","0","","","","","93","","","0.3","5146070"
"70056","20","1.05","0","","0","121","","1.05","0","5146070"
"70057","fade105_in","","","","","37","","","2","5146070"
"70058","30","","","","","122","","0.5","30","5146070"
"70059","kururu_wish_doteyes_static","","","","0","3","","1","130911","5146070"
"70060","vo_apg_1006","0","","","","21","","0","vo_apg","5146070"
"70061","1006_in","","","","0","3","","0","20","5146070"
"70062","1","","","","","93","","","1.2","5146070"
"70063","1006_mid","","","","0","3","","0","20","5146070"
"70064","","","","","","92","","","","5146070"
"70065","1006_out","","","","0","3","","0","20","5146070"
"70066","0","","","","","93","","","0.2","5146070"
"70067","kurumi_witch_out","idle_normal","1","","0.2","3","0","0","102111","5146070"
"70068","kurumi_witch_out","idle_normal","1","","0.2","3","0","0","99","5146070"
"70069","305","0","0","","","2","","-45","20","5146070"
"70070","fade105_out","","","","","37","","","2","5146070"
"70071","0","1","0","","0","121","","1","0","5146070"
"70072","30","","","","","122","","0.5","30","5146070"
"70073","kururu_scared_in","kururu_scared_idle","1","","0.2","3","0","0","130911","5146070"
"70074","vo_apg_1007","0","","","","21","","0","vo_apg","5146070"
"70075","1007_in","","","","0","3","","0","20","5146070"
"70076","1","","","","","93","","","1.2","5146070"
"70077","1007_mid","","","","0","3","","0","20","5146070"
"70078","","","","","","92","","","","5146070"
"70079","1007_out","","","","0","3","","0","20","5146070"
"70080","0","","","","","93","","","0.2","5146070"
"70081","empty","","","","0","3","","0","20","5146070"
"70082","worry_talk_lookdown","","","","0.2","3","","1","102111","5146070"
"70083","worry_talk_lookdown","","","","0.2","3","","1","99","5146070"
"70084","vo_apg_1008","0","","","","21","","0","vo_apg","5146070"
"70085","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","1","1","0","0","11","0","10","102111","5146070"
"70086","","","","","","91","","","0","5146070"
"70087","kururu_scared_talk_dere","","","","0.2","3","","1","130911","5146070"
"70088","kururu_scared_talk_dere","","","","0.2","3","","1","98","5146070"
"70089","vo_apg_1009","0","","","","21","","0","vo_apg","5146070"
"70090","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","1","1","0","-10","11","-60","10","130911","5146070"
"70091","","","","","","91","","","0","5146070"
"70092","kururu_scared_idle_noface","","","","0.2","3","","1","130911","5146070"
"70093","kururu_scared_idle","","","","0.2","3","","1","98","5146070"
"70094","anger_talk_dere_red","","","","0.2","3","","1","102111","5146070"
"70095","anger_talk_dere_red","","","","0.2","3","","1","99","5146070"
"70096","vo_apg_1010","0","","","","21","","0","vo_apg","5146070"
"70097","…そ、そんな天才だなんて…","1","1","0","0","11","0","10","102111","5146070"
"70098","","","","","","91","","","0","5146070"
"70099","0","","","","","22","","","0","5146070"
"70100","1","","","","","32","","","14","5146070"
"70101","kurumi_shy_in","kurumi_shy_loop","1","","0.2","3","0","0","102111","5146070"
"70102","kurumi_shy_in","kurumi_shy_loop","1","","0.2","3","0","0","99","5146070"
"70103","0","","","","","93","","","2.5","5146070"
"70104","kururu_scared_talk_dere","","","","0.2","3","","1","130911","5146070"
"70105","kururu_scared_talk_dere","","","","0.2","3","","1","98","5146070"
"70106","vo_apg_1011","0","","","","21","","0","vo_apg","5146070"
"70107","…あの","1","1","0","-10","11","-60","10","130911","5146070"
"70108","","","","","","91","","","0","5146070"
"70109","kururu_scared_talk_nervous","","","","0.2","3","","1","130911","5146070"
"70110","kururu_scared_talk_sweat_in","kururu_scared_talk_sweat_loop","1","","0","3","0","0","98","5146070"
"70111","vo_apg_1012","0","","","","21","","0","vo_apg","5146070"
"70112","腰抜けちゃいましたです…","1","1","0","-10","11","-60","10","130911","5146070"
"70113","","","","","","91","","","0","5146070"
"70114","","","","","","101","","","70115","5146070"
"70115","0.2","","","","","22","","","0","5146070"
"71001","130911","-1100","-278","idle_normal","1.8","1","0","110","1","5146071"
"71002","8","-193","-233","idle","0.5","5","0","106","11","5146071"
"71003","9","267","-233","idle","0.6","5","0","107","12","5146071"
"71004","210","","","","","13","","","130911","5146071"
"71005","206","","","","","13","","","8","5146071"
"71006","207","","","","","13","","","9","5146071"
"71007","10","0","-174","idle","0.85","5","0","15","10","5146071"
"71008","1","0","1","","1","31","","0","1","5146071"
"71009","2","0","1","","0","31","","0","2","5146071"
"71010","14","-278","1","","0","31","","0","14","5146071"
"71011","17","0","1","","0","31","","0","17","5146071"
"71012","18","0","1","","0","31","","0","18","5146071"
"71013","0","","","","","91","","","0","5146071"
"71014","0","","","","","102","","0","0","5146071"
"71015","0","","","","","93","","","0.2","5146071"
"71016","1","","","","","32","","","17","5146071"
"71017","0","","","","","93","","","0.5","5146071"
"71018","0","","","","","93","","","0","5146071"
"71019","0","","","","","93","","","3.5","5146071"
"71020","12","0","0","0","0","12","0","2.2","8","5146071"
"71021","12","0","0","0","0","12","0","2.2","9","5146071"
"71022","lookup","","","","0.6","3","","1","8","5146071"
"71023","lookdown","","","","0.6","3","","1","9","5146071"
"71024","-380","3","0","","","2","","-278","130911","5146071"
"71025","walk_normal","","","","0.2","3","","1","130911","5146071"
"71026","0","","","","","93","","","3","5146071"
"71027","kururu_surprise_talk","","","","0.2","3","","1","130911","5146071"
"71028","vo_apg_1101","0","","","","21","","0","vo_apg","5146071"
"71029","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","1","1","0","0","11","0","10","130911","5146071"
"71030","","","","","","91","","","0","5146071"
"71031","20","1.1","0","","0","121","","1.1","0","5146071"
"71032","1","","","","","32","","","2","5146071"
"71033","fade105_in","","","","","37","","","2","5146071"
"71034","50","","","","","122","","0.5","50","5146071"
"71035","1","","","","","32","","","18","5146071"
"71036","se_10055900_bachibachi","","","","","23","","0","se_10055900","5146071"
"71037","shock_in_surprise2","shock_loop_surprise2","1","","0.2","3","0","0","130911","5146071"
"71038","vo_apg_1102","0","","","","21","","0","vo_apg","5146071"
"71039","ひえぇっ！？\nバッチバチですますっ！？","1","1","0","-20","11","0","10","130911","5146071"
"71040","","","","","","91","","","0","5146071"
"71041","0","","","","","22","","","0","5146071"
"71042","0","","","","","32","","","18","5146071"
"71043","fade105_out","","","","","37","","","2","5146071"
"71044","0","1","0.5","","11","121","","1","0","5146071"
"71045","walk_jog_sad_quick","","","","0.2","3","","1","130911","5146071"
"71046","idle","","","","0.4","3","","1","8","5146071"
"71047","idle","","","","0.4","3","","1","9","5146071"
"71048","0","0.5","0","","","2","","-278","130911","5146071"
"71049","0","","","","","93","","","0.3","5146071"
"71050","idle","","","","0.4","3","","1","8","5146071"
"71051","idle","","","","0.4","3","","1","9","5146071"
"71052","0","","","","","93","","","0.2","5146071"
"71053","1","","","","","4","","","130911","5146071"
"71054","kururu_worry_talk_lookdown","","","","0","3","","1","130911","5146071"
"71055","vo_apg_1103","0","","","","21","","0","vo_apg","5146071"
"71056","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","1","1","0","0","11","0","10","130911","5146071"
"71057","","","","","","91","","","0","5146071"
"71058","0","","","","","4","","","130911","5146071"
"71059","kururu_worry_talk_lookup","","","","0","3","","1","130911","5146071"
"71060","vo_apg_1104","0","","","","21","","0","vo_apg","5146071"
"71061","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","1","1","0","0","11","0","10","130911","5146071"
"71062","","","","","","91","","","0","5146071"
"71063","40","1.15","10","","10","121","","1.15","0","5146071"
"71064","1","","","","","32","","","14","5146071"
"71065","0","","","","","22","","","0","5146071"
"71066","0","","","","","4","","","130911","5146071"
"71067","kururu_wish_idle_search","","","","0.2","3","","1","130911","5146071"
"71068","12","0","0","0","0","12","0","3","8","5146071"
"71069","12","0","0","0","0","12","0","3","9","5146071"
"71070","0","","","","","93","","","4","5146071"
"71071","0","","","","","32","","","14","5146071"
"71072","approach_in","approach_loop","1","","0.2","3","0","0","8","5146071"
"71073","approach_in","approach_loop","1","","0.2","3","0","0","9","5146071"
"71074","0.8","0.8","1","","0.6","6","10","0.8","8","5146071"
"71075","0.8","0.8","1","","0.6","6","10","0.8","9","5146071"
"71076","0","","","","","93","","","0.6","5146071"
"71077","kururu_down_in","kururu_down_loop","1","","0.2","3","0","0","130911","5146071"
"71078","vo_apg_1105","0","","","","21","","0","vo_apg","5146071"
"71079","ひぃぃ…","1","1","0","0","11","0","10","130911","5146071"
"71080","","","","","","91","","","0","5146071"
"71081","","","","","","101","","","71082","5146071"
"71082","0.2","","","","","22","","","0","5146071"
