ee8bf8322b5f8d4da5dd691d1daf4c860e800b08321041d7b48884846deaa99d,0f5558338b9b95c4b038c3ba0f06e90b58d718ee9a24692c21e7d1da9270e0f1,e9a18f7d45fe792a44e1e1c8f6e88986b1c6770a67f5ea075741a2e041782f54,e59e0803e69923d5e2a6775e3008710fd9f0f305be3c70acc29fdb95a46d402a,ae21887dfdfb7b2b45ce338663b626546738df80473bef6a5b45e65142197b99,bde50896f43ecf88fb83031bf3f7361947c5bf2795643db8852e67177dfc7351,5828834fd89bfd22f13b943113a732373df2dc6b9f32e94d7ae08844a9f845bc,bbe83ca60a5a7f5be8e5196f787a76467908fe064cd2d3160ff4e333bccbf87f,f3c251bb771239b370a37f6717d6bd823630046ba03fcfa0b4e74449f6d86719,56ccd95f8880ab6c2c7884ec99dc81b63aaa6fc2c93b37d381d897d927aec56a,f5cd5685bf82a3ad3d194f6b2d60497891c7e8f3494c1093a3f47eb69cded870
"5","21","0","0.6","190","21","50","-140","40112","1401120002","idle"
"31","401001","","1","0","401001","0","1","40112","1401120003",""
"31","401002","","1","0","401002","0","1","40112","1401120004",""
"31","401003","","0","-140","401003","-1000","1","40112","1401120005",""
"31","401004","","0","10","401004","210","1","40112","1401120006",""
"31","401006","","0","-100","401006","135","0.7","40112","1401120007",""
"31","400011","","1","0","400011","0","1","40112","1401120008",""
"91","0","","","","0","","","40112","1401120009",""
"93","0.7","","","","0","","","40112","1401120010",""
"3","1000001","","0.2","","<weapon>_run","1","","40112","1401120011",""
"2","1000001","","","1.5","-170","-140","0","40112","1401120012",""
"32","401003","","","","1","","","40112","1401120013",""
"33","401003","","","1.5","-170","-140","0","40112","1401120014",""
"93","0.2","","","","0","","","40112","1401120015",""
"23","se_travel_top","","","","se_travel_top_defeat_foot","0","","40112","1401120016",""
"93","0.5","","","","0","","","40112","1401120017",""
"12","1000001","220","20","0","4","0.5","0","40112","1401120018",""
"93","0.04","","","","0","","","40112","1401120019",""
"23","se_travel_top","","","","se_travel_top_defeat_emote_notice","0","","40112","1401120020",""
"91","1401120012","","","","","","","40112","1401120021",""
"3","1000001","","0","","<weapon>_idle","1","","40112","1401120022",""
"32","401003","","","","0","","","40112","1401120023",""
"93","0.5","","","","0","","","40112","1401120024",""
"3","1000001","0","0","<weapon>_idle","<weapon>_attack_skipQuest","0","1","40112","1401120025",""
"93","0.1","","","","0","","","40112","1401120026",""
"23","se_travel_top","","","","se_travel_top_defeat_attack_jump","0","","40112","1401120027",""
"93","0.06","","","","0","","","40112","1401120028",""
"32","401004","","","","1","","","40112","1401120029",""
"3","21","","0","","die","0","","40112","1401120030",""
"23","se_travel_top","","","","se_travel_top_defeat_wyvern_fall","0","","40112","1401120031",""
"93","1.4","","","","0","","","40112","1401120032",""
"32","401006","","","","1","","","40112","1401120033",""
"23","se_travel_top","","","","se_travel_top_defeat_fadeout","0","","40112","1401120034",""
"93","0.1","","","","0","","","40112","1401120035",""
"122","0","","","","24","0.2","","40112","1401120036",""
"23","se_travel_top","","","","se_travel_top_defeat_appear_silverbox","0","","40112","1401120037",""
"91","1401120030","","","","","","","40112","1401120038",""
"6","21","","0.5","1","1","1","0","40112","1401120039",""
"93","0.5","","","","0","","","40112","1401120040",""
"23","se_travel_top","","","","se_travel_top_defeat_drop_silverbox","0","","40112","1401120041",""
"91","1401120039","","","","","","","40112","1401120042",""
"3","1000001","","0","","<weapon>_joy_short","0","","40112","1401120043",""
"93","0.54","","","","0","","","40112","1401120044",""
"23","se_travel_top","","","","se_travel_top_defeat_joy","0","","40112","1401120045",""
"91","1401120043","","","","","","","40112","1401120046",""
"111","","","","","","","","40112","1401120047",""
"91","0","","","","","","","40112","1401120048",""
"31","401000","","1","-55","401000","0","0.65","40121","1401210001",""
"5","0","0","1","0","0","55","-73","40121","1401210002","normal"
"91","0","","","","0","","","40121","1401210003",""
"1","2","0","1","-1000","1000001","51","-140","40122","1401220001","<weapon>_idle"
"5","22","0","1","220","22","50","-140","40122","1401220002","idle"
"31","401001","","1","0","401001","0","1","40122","1401220003",""
"31","401002","","1","0","401002","0","1","40122","1401220004",""
"31","401003","","0","-140","401003","-1000","1","40122","1401220005",""
"31","401004","","0","-30","4010041","210","1","40122","1401220006",""
"31","401004","","0","-30","4010042","210","1","40122","1401220007",""
"31","401007","","0","-100","401007","135","0.7","40122","1401220008",""
"31","401008","","0","-135","401008","215","0.8","40122","1401220009",""
"31","400012","","1","0","400012","0","1","40122","1401220010",""
"91","0","","","","0","","","40122","1401220011",""
"23","se_travel_top","","","","se_travel_top_defeat_wipe","0","","40122","1401220012",""
"3","22","0.2","0.2","idle","awake","0","1","40122","1401220013",""
"93","0.83","","","","0","","","40122","1401220014",""
"23","se_travel_top","","","","se_travel_top_defeat_move_minotaur","0","","40122","1401220015",""
"93","0.07","","","","0","","","40122","1401220016",""
"122","0","","","","24","0.7","","40122","1401220017",""
"93","0.5","","","","0","","","40122","1401220018",""
"23","se_travel_top","","","","se_travel_top_defeat_move_minotaur2","0","","40122","1401220019",""
"93","1.3","","","","0","","","40122","1401220020",""
"23","se_travel_top","","","","se_travel_top_defeat_awake_minotaur","0","","40122","1401220021",""
"32","401008","","","","1","","","40122","1401220022",""
"122","0","","","","48","1","","40122","1401220023",""
"93","1.27","","","","0","","","40122","1401220024",""
"3","1000001","","0.2","","<weapon>_run","1","","40122","1401220025",""
"2","1000001","","","1.5","-170","-140","0","40122","1401220026",""
"32","401003","","","","1","","","40122","1401220027",""
"33","401003","","","1.5","-170","-140","0","40122","1401220028",""
"93","0.2","","","","0","","","40122","1401220029",""
"23","se_travel_top","","","","se_travel_top_defeat_foot","0","","40122","1401220030",""
"93","0.5","","","","0","","","40122","1401220031",""
"12","1000001","220","20","0","4","0.5","0","40122","1401220032",""
"93","0.04","","","","0","","","40122","1401220033",""
"23","se_travel_top","","","","se_travel_top_defeat_emote_notice","0","","40122","1401220034",""
"91","1401220026","","","","","","","40122","1401220035",""
"3","1000001","","0","","<weapon>_idle","1","","40122","1401220036",""
"32","401003","","","","0","","","40122","1401220037",""
"93","0.5","","","","0","","","40122","1401220038",""
"3","1000001","0","0","<weapon>_idle","<weapon>_attack_skipQuest","0","1","40122","1401220039",""
"93","0.1","","","","0","","","40122","1401220040",""
"23","se_travel_top","","","","se_travel_top_defeat_attack_jump","0","","40122","1401220041",""
"93","0.06","","","","0","","","40122","1401220042",""
"32","4010041","","","","1","","","40122","1401220043",""
"3","22","0","0","idle","damage","0","1","40122","1401220044",""
"93","1.6","","","","0","","","40122","1401220045",""
"3","1000001","0","0","<weapon>_idle","<weapon>_attack_skipQuest","0","1","40122","1401220046",""
"93","0.1","","","","0","","","40122","1401220047",""
"23","se_travel_top","","","","se_travel_top_defeat_attack_jump","0","","40122","1401220048",""
"93","0.06","","","","0","","","40122","1401220049",""
"32","4010042","","","","1","","","40122","1401220050",""
"3","22","","0","","die","0","","40122","1401220051",""
"23","se_travel_top","","","","se_travel_top_defeat_die_minotaur","0","","40122","1401220052",""
"93","1.67","","","","0","","","40122","1401220053",""
"32","401007","","","","1","","","40122","1401220054",""
"23","se_travel_top","","","","se_travel_top_defeat_die_minotaur2","0","","40122","1401220055",""
"93","0.1","","","","0","","","40122","1401220056",""
"122","0","","","","24","0.2","","40122","1401220057",""
"23","se_travel_top","","","","se_travel_top_defeat_appear_goldenbox","0","","40122","1401220058",""
"91","1401220051","","","","","","","40122","1401220059",""
"6","22","","0.5","1","1","1","0","40122","1401220060",""
"23","se_travel_top","","","","se_travel_top_defeat_fadeout","0","","40122","1401220061",""
"93","0.2","","","","0","","","40122","1401220062",""
"23","se_travel_top","","","","se_travel_top_defeat_drop_goldenbox","0","","40122","1401220063",""
"91","1401220060","","","","","","","40122","1401220064",""
"3","1000001","","0","","<weapon>_joy_short","0","","40122","1401220065",""
"93","0.54","","","","0","","","40122","1401220066",""
"23","se_travel_top","","","","se_travel_top_defeat_joy","0","","40122","1401220067",""
"91","1401220065","","","","","","","40122","1401220068",""
"111","","","","","","","","40122","1401220069",""
"91","0","","","","","","","40122","1401220070",""
"31","401300","","1","-55","401300","0","0.65","40131","1401310001",""
"5","0","0","1","0","0","55","-73","40131","1401310002","normal"
"91","0","","","","0","","","40131","1401310003",""
"1","1","0","1.75","-20","1000001","56","-195","40132","1401320001","travel_topdrama_r_4000_idle"
"1","1","0","1.75","-260","1000002","55","-140","40132","1401320002","travel_topdrama_r_4000_idle"
"1","1","0","1.75","-450","1000003","54","-140","40132","1401320003","travel_topdrama_r_4000_idle"
"5","7","0","1","435","7","53","-150","40132","1401320004","travel_topdrama_r_4013_static"
"5","8","0","1.75","-2000","8","57","-2000","40132","1401320005","travel_topdrama_r_4013_catch_1"
"31","401301","","1","0","401301","0","1","40132","1401320006",""
"31","401303","","1","0","401303","0","1","40132","1401320007",""
"31","401304","","0","68","401304","50","1","40132","1401320008",""
"31","401305","","0","-158","401305","312","1","40132","1401320009",""
"31","401306","","0","-158","401306","312","1","40132","1401320010",""
"31","401307","","0","188","401307","36","0.8","40132","1401320011",""
"31","401308","","0","200","401308","-258","1","40132","1401320012",""
"31","401318","","0","255","4013082","-437","1","40132","1401320013",""
"31","401309","","0","-15","401309","120","1","40132","1401320014",""
"31","401310","","0","-15","401310","120","1","40132","1401320015",""
"31","401312","","0","-91","401312","-42","1","40132","1401320016",""
"31","401313","","0","0","401313","0","1","40132","1401320017",""
"31","401314","","0","0","401314","0","1","40132","1401320018",""
"31","400013","","1","0","400013","0","1","40132","1401320019",""
"91","0","","","","0","","","40132","1401320020",""
"93","1","","","","0","","","40132","1401320021",""
"3","1000001","","0.2","","travel_topdrama_r_4013_touch_1","0","","40132","1401320022",""
"23","se_travel_top","","","","se_travel_top_aruma_01","","","40132","1401320023",""
"32","401309","","","","1","","","40132","1401320024",""
"93","1","","","","0","","","40132","1401320025",""
"3","7","","0","","travel_topdrama_r_4013_danger_1","0","","40132","1401320026",""
"93","1.63","","","","0","","","40132","1401320027",""
"23","se_travel_top","","","","se_travel_top_aruma_04","","","40132","1401320028",""
"93","0.04","","","","0","","","40132","1401320029",""
"3","1000001","","0.6","","travel_topdrama_r_4013_touch_loop","1","","40132","1401320030",""
"93","0.4","","","","0","","","40132","1401320031",""
"23","se_travel_top","","","","se_travel_top_aruma_05","","","40132","1401320032",""
"93","1.33","","","","0","","","40132","1401320033",""
"2","8","","","0","-20","-195","0","40132","1401320034",""
"3","8","0","0","","travel_topdrama_r_4013_catch_1","0","0","40132","1401320035",""
"23","se_travel_top","","","","se_travel_top_aruma_06","","","40132","1401320036",""
"3","7","0.1","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","0","0","40132","1401320037",""
"3","1000001","0","0.1","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","0","1","40132","1401320038",""
"32","401313","","","","1","","","40132","1401320039",""
"93","0.66","","","","0","","","40132","1401320040",""
"32","401312","","","","1","","","40132","1401320041",""
"23","se_travel_top","","","","se_travel_top_aruma_07","","","40132","1401320042",""
"93","0.97","","","","0","","","40132","1401320043",""
"4","1000001","","","","1","","","40132","1401320044",""
"3","1000001","","0","","travel_topdrama_r_4013_runaway","1","1","40132","1401320045",""
"3","1000002","","0.1","","travel_topdrama_r_4000_run_normal","1","1","40132","1401320046",""
"3","1000003","","0.1","","travel_topdrama_r_4000_run_normal","1","1","40132","1401320047",""
"23","se_travel_top","","","","se_travel_top_aruma_08","","","40132","1401320048",""
"4","8","","","","1","","0","40132","1401320049",""
"2","8","","","2.5","-1600","-195","0","40132","1401320050",""
"3","8","0","0","","travel_topdrama_r_4013_runaway_1","1","1","40132","1401320051",""
"2","1000001","","","2.5","-1600","-195","0","40132","1401320052",""
"2","1000002","","","1.4","-20","-195","0","40132","1401320053",""
"2","1000003","","","1.4","-215","-140","0","40132","1401320054",""
"93","1.4","","","","0","","","40132","1401320055",""
"32","401310","","","","1","","","40132","1401320056",""
"3","1000002","","0.2","","travel_topdrama_r_4013_touch_2","0","","40132","1401320057",""
"3","1000003","","0.2","","travel_topdrama_r_4000_idle","1","","40132","1401320058",""
"93","1","","","","0","","","40132","1401320059",""
"3","7","","0","","travel_topdrama_r_4013_danger_2","0","","40132","1401320060",""
"93","1.67","","","","0","","","40132","1401320061",""
"32","401304","","","","1","","","40132","1401320062",""
"23","se_travel_top","","","","se_travel_top_aruma_10","","","40132","1401320063",""
"93","0.3","","","","0","","","40132","1401320064",""
"3","1000002","","0.6","","travel_topdrama_r_4013_touch_loop","1","","40132","1401320065",""
"93","0.1","","","","0","","","40132","1401320066",""
"23","se_travel_top","","","","se_travel_top_aruma_05","","","40132","1401320067",""
"93","0.06","","","","0","","","40132","1401320068",""
"32","401307","","","","1","","","40132","1401320069",""
"93","0.57","","","","0","","","40132","1401320070",""
"32","401314","","","","1","","","40132","1401320071",""
"3","7","0.1","0.1","travel_topdrama_r_4013_idle","travel_topdrama_r_4013_out","0","1","40132","1401320072",""
"23","se_travel_top","","","","se_travel_top_aruma_18","","","40132","1401320073",""
"32","401308","","","","1","","","40132","1401320074",""
"32","4013082","","","","1","","","40132","1401320075",""
"93","0.1","","","","0","","","40132","1401320076",""
"3","1000002","0","0","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","0","1","40132","1401320077",""
"3","1000003","0","0","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","0","1","40132","1401320078",""
"93","0.86","","","","0","","","40132","1401320079",""
"3","1000002","","0","","travel_topdrama_r_4013_run","1","","40132","1401320080",""
"3","1000003","","0","","travel_topdrama_r_4013_run","1","","40132","1401320081",""
"2","1000002","","","2.5","-1600","-195","0","40132","1401320082",""
"2","1000003","","","2.5","-1600","-140","0","40132","1401320083",""
"93","0.07","","","","0","","","40132","1401320084",""
"122","0","","","","24","0.4","","40132","1401320085",""
"32","401305","","","","1","","","40132","1401320086",""
"32","401306","","","","1","","","40132","1401320087",""
"93","0.9","","","","0","","","40132","1401320088",""
"23","se_travel_top","","","","se_travel_top_aruma_21","","","40132","1401320089",""
"93","1.1","","","","0","","","40132","1401320090",""
"111","0","","","","","","","40132","1401320091",""
"91","0","","","","","","","40132","1401320092",""
"31","401300","","1","-55","401300","0","0.65","40141","1401410001",""
"5","0","0","1","0","0","55","-73","40141","1401410002","normal"
"91","0","","","","0","","","40141","1401410003",""
"1","1","0","1.75","-20","1000001","56","-195","40142","1401420001","travel_topdrama_r_4000_idle"
"1","1","0","1.75","-260","1000002","55","-140","40142","1401420002","travel_topdrama_r_4000_idle"
"1","1","0","1.75","-450","1000003","54","-140","40142","1401420003","travel_topdrama_r_4000_idle"
"5","7","0","1","435","7","53","-150","40142","1401420004","travel_topdrama_r_4013_static"
"5","8","0","1.75","-2000","8","57","-2000","40142","1401420005","travel_topdrama_r_4013_catch_1"
"31","401301","","1","0","401301","0","1","40142","1401420006",""
"31","401303","","1","0","401303","0","1","40142","1401420007",""
"31","401304","","0","78","401304","40","1","40142","1401420008",""
"31","401304","","0","78","4013042","40","1","40142","1401420009",""
"31","401305","","0","-158","401305","312","1","40142","1401420010",""
"31","401306","","0","-158","401306","312","1","40142","1401420011",""
"31","401307","","0","188","401307","36","0.8","40142","1401420012",""
"31","401308","","0","200","401308","-258","1","40142","1401420013",""
"31","401308","","0","255","4013082","-437","1","40142","1401420014",""
"31","401309","","0","-15","401309","120","1","40142","1401420015",""
"31","401310","","0","-15","401310","120","1","40142","1401420016",""
"31","401311","","0","-10","401311","120","1","40142","1401420017",""
"31","401312","","0","-91","401312","-42","1","40142","1401420018",""
"31","401312","","0","-91","4013122","-42","1","40142","1401420019",""
"31","401313","","0","0","401313","0","1","40142","1401420020",""
"31","401313","","0","0","4013132","0","1","40142","1401420021",""
"31","401314","","0","0","401314","0","1","40142","1401420022",""
"31","400014","","1","0","401400","0","1","40142","1401420023",""
"91","0","","","","0","","","40142","1401420024",""
"93","1","","","","0","","","40142","1401420025",""
"3","1000001","","0.3","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_1","0","1","40142","1401420026",""
"23","se_travel_top","","","","se_travel_top_aruma_01","","","40142","1401420027",""
"32","401309","","","","1","","","40142","1401420028",""
"93","1","","","","0","","","40142","1401420029",""
"3","7","","0","","travel_topdrama_r_4013_danger_1","0","","40142","1401420030",""
"93","1.63","","","","0","","","40142","1401420031",""
"23","se_travel_top","","","","se_travel_top_aruma_04","","","40142","1401420032",""
"93","0.04","","","","0","","","40142","1401420033",""
"3","1000001","","0.3","","travel_topdrama_r_4013_touch_loop","1","","40142","1401420034",""
"93","0.4","","","","0","","","40142","1401420035",""
"23","se_travel_top","","","","se_travel_top_aruma_05","","","40142","1401420036",""
"93","1.33","","","","0","","","40142","1401420037",""
"2","8","","","0","-20","-195","0","40142","1401420038",""
"3","8","","0","","travel_topdrama_r_4013_catch_1","0","0","40142","1401420039",""
"23","se_travel_top","","","","se_travel_top_aruma_06","","","40142","1401420040",""
"3","7","0.1","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","0","0","40142","1401420041",""
"3","1000001","","0.1","","travel_topdrama_r_4013_catch","0","","40142","1401420042",""
"32","401313","","","","1","","","40142","1401420043",""
"93","0.66","","","","0","","","40142","1401420044",""
"32","401312","","","","1","","","40142","1401420045",""
"23","se_travel_top","","","","se_travel_top_aruma_07","","","40142","1401420046",""
"93","0.97","","","","0","","","40142","1401420047",""
"4","1000001","","","","1","","","40142","1401420048",""
"3","1000001","","0","","travel_topdrama_r_4013_runaway","1","","40142","1401420049",""
"3","1000002","","0.1","","travel_topdrama_r_4000_run_normal","1","","40142","1401420050",""
"3","1000003","","0.1","","travel_topdrama_r_4000_run_normal","1","","40142","1401420051",""
"23","se_travel_top","","","","se_travel_top_aruma_08","","","40142","1401420052",""
"4","8","","","","1","","0","40142","1401420053",""
"2","8","","","2.5","-1600","-195","0","40142","1401420054",""
"3","8","","0","","travel_topdrama_r_4013_runaway_1","1","1","40142","1401420055",""
"2","1000001","","","2.5","-1600","-195","0","40142","1401420056",""
"2","1000002","","","1.4","-20","-195","0","40142","1401420057",""
"2","1000003","","","1.4","-215","-140","0","40142","1401420058",""
"93","1.4","","","","0","","","40142","1401420059",""
"32","401310","","","","1","","","40142","1401420060",""
"3","1000002","0.3","0.2","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_2","0","1","40142","1401420061",""
"3","1000003","","0.2","","travel_topdrama_r_4000_idle","1","","40142","1401420062",""
"93","1","","","","0","","","40142","1401420063",""
"3","7","","0","","travel_topdrama_r_4013_danger_2","0","","40142","1401420064",""
"93","1.67","","","","0","","","40142","1401420065",""
"32","401304","","","","1","","","40142","1401420066",""
"23","se_travel_top","","","","se_travel_top_aruma_10","","","40142","1401420067",""
"93","0.3","","","","0","","","40142","1401420068",""
"3","1000002","","0.3","","travel_topdrama_r_4013_touch_loop","1","","40142","1401420069",""
"93","0.2","","","","0","","","40142","1401420070",""
"23","se_travel_top","","","","se_travel_top_aruma_05","","","40142","1401420071",""
"93","0.83","","","","0","","","40142","1401420072",""
"4","8","","","","0","","0","40142","1401420073",""
"2","8","","","0","-20","-195","0","40142","1401420074",""
"3","8","","0","","travel_topdrama_r_4013_catch_2","0","","40142","1401420075",""
"23","se_travel_top","","","","se_travel_top_aruma_11","","","40142","1401420076",""
"3","7","0.1","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","0","0","40142","1401420077",""
"3","1000002","0","0.1","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","0","1","40142","1401420078",""
"32","4013132","","","","1","","","40142","1401420079",""
"93","0.66","","","","0","","","40142","1401420080",""
"32","4013122","","","","1","","","40142","1401420081",""
"23","se_travel_top","","","","se_travel_top_aruma_12","","","40142","1401420082",""
"93","0.97","","","","0","","","40142","1401420083",""
"4","1000002","","","","1","","","40142","1401420084",""
"3","1000002","","0","","travel_topdrama_r_4013_runaway","1","","40142","1401420085",""
"3","1000003","","0.1","","travel_topdrama_r_4000_run_normal","1","","40142","1401420086",""
"23","se_travel_top","","","","se_travel_top_aruma_08","","","40142","1401420087",""
"4","8","","","","1","","0","40142","1401420088",""
"2","8","","","2.5","-1600","-195","0","40142","1401420089",""
"3","8","","0","","travel_topdrama_r_4013_runaway_2","1","","40142","1401420090",""
"2","1000002","","","2.5","-1600","-195","0","40142","1401420091",""
"2","1000003","","","1.4","-20","-195","0","40142","1401420092",""
"93","1.4","","","","0","","","40142","1401420093",""
"3","1000003","0.3","0.2","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_3","0","1","40142","1401420094",""
"32","401311","","","","1","","","40142","1401420095",""
"93","1","","","","0","","","40142","1401420096",""
"3","7","","0","","travel_topdrama_r_4013_danger_3_in","0","","40142","1401420097",""
"93","2.16","","","","0","","","40142","1401420098",""
"32","4013042","","","","1","","","40142","1401420099",""
"93","0.54","","","","0","","","40142","1401420100",""
"3","1000003","","0.3","","travel_topdrama_r_4013_touch_loop","1","","40142","1401420101",""
"93","0.34","","","","0","","","40142","1401420102",""
"32","401307","","","","1","","","40142","1401420103",""
"93","0.5","","","","0","","","40142","1401420104",""
"32","401314","","","","1","","","40142","1401420105",""
"3","7","0.1","0.1","travel_topdrama_r_4013_idle","travel_topdrama_r_4013_out","0","1","40142","1401420106",""
"23","se_travel_top","","","","se_travel_top_aruma_18","","","40142","1401420107",""
"32","401308","","","","1","","","40142","1401420108",""
"93","0.1","","","","0","","","40142","1401420109",""
"3","1000003","0","0","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","0","1","40142","1401420110",""
"93","0.86","","","","0","","","40142","1401420111",""
"3","1000003","","0","","travel_topdrama_r_4013_run","1","","40142","1401420112",""
"2","1000003","","","2.5","-1600","-195","0","40142","1401420113",""
"93","0.07","","","","0","","","40142","1401420114",""
"122","0","","","","24","0.4","","40142","1401420115",""
"32","401305","","","","1","","","40142","1401420116",""
"32","401306","","","","1","","","40142","1401420117",""
"93","0.9","","","","0","","","40142","1401420118",""
"23","se_travel_top","","","","se_travel_top_aruma_21","","","40142","1401420119",""
"93","1.1","","","","0","","","40142","1401420120",""
"111","0","","","","","","","40142","1401420121",""
"91","0","","","","","","","40142","1401420122",""
"31","401300","","1","-55","401300","0","0.65","40151","1401510001",""
"5","0","0","1","0","0","55","-73","40151","1401510002","normal"
"91","0","","","","0","","","40151","1401510003",""
"1","1","0","1.75","-20","1000001","56","-195","40152","1401520001","travel_topdrama_r_4000_idle"
"1","1","0","1.75","-260","1000002","55","-140","40152","1401520002","travel_topdrama_r_4000_idle"
"1","1","0","1.75","-450","1000003","54","-140","40152","1401520003","travel_topdrama_r_4000_idle"
"5","7","0","1","435","7","53","-150","40152","1401520004","travel_topdrama_r_4013_static"
"5","8","0","1.75","-2000","8","57","-2000","40152","1401520005","travel_topdrama_r_4013_catch_1"
"31","401301","","1","0","401301","0","1","40152","1401520006",""
"31","401303","","1","0","401303","0","1","40152","1401520007",""
"31","401304","","0","78","401304","40","1","40152","1401520008",""
"31","401304","","0","78","4013042","40","1","40152","1401520009",""
"31","401315","","0","78","401315","40","1","40152","1401520010",""
"31","401316","","0","103","401316","27","1","40152","1401520011",""
"31","401307","","0","188","401307","36","0.8","40152","1401520012",""
"31","401309","","0","-15","401309","120","1","40152","1401520013",""
"31","401310","","0","-15","401310","120","1","40152","1401520014",""
"31","401311","","0","-10","401311","120","1","40152","1401520015",""
"31","401312","","0","-91","401312","-42","1","40152","1401520016",""
"31","401312","","0","-91","4013122","-42","1","40152","1401520017",""
"31","401312","","0","-81","4013123","-42","1","40152","1401520018",""
"31","401313","","0","0","401313","0","1","40152","1401520019",""
"31","401313","","0","0","4013132","0","1","40152","1401520020",""
"31","401313","","0","0","4013133","0","1","40152","1401520021",""
"31","400015","","1","0","401500","0","1","40152","1401520022",""
"91","0","","","","0","","","40152","1401520023",""
"93","1","","","","0","","","40152","1401520024",""
"3","1000001","0.3","0.2","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_1","0","1","40152","1401520025",""
"23","se_travel_top","","","","se_travel_top_aruma_01","","","40152","1401520026",""
"32","401309","","","","1","","","40152","1401520027",""
"93","1","","","","0","","","40152","1401520028",""
"3","7","","0","","travel_topdrama_r_4013_danger_1","0","","40152","1401520029",""
"93","1.63","","","","0","","","40152","1401520030",""
"23","se_travel_top","","","","se_travel_top_aruma_04","","","40152","1401520031",""
"93","0.04","","","","0","","","40152","1401520032",""
"3","1000001","","0.3","","travel_topdrama_r_4013_touch_loop","1","","40152","1401520033",""
"93","0.4","","","","0","","","40152","1401520034",""
"23","se_travel_top","","","","se_travel_top_aruma_05","","","40152","1401520035",""
"93","0.83","","","","0","","","40152","1401520036",""
"2","8","","","0","-20","-195","0","40152","1401520037",""
"3","8","","0","","travel_topdrama_r_4013_catch_1","0","","40152","1401520038",""
"23","se_travel_top","","","","se_travel_top_aruma_06","","","40152","1401520039",""
"3","7","0.1","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","0","0","40152","1401520040",""
"3","1000001","","0.1","","travel_topdrama_r_4013_catch","0","","40152","1401520041",""
"32","401313","","","","1","","","40152","1401520042",""
"93","0.66","","","","0","","","40152","1401520043",""
"32","401312","","","","1","","","40152","1401520044",""
"23","se_travel_top","","","","se_travel_top_aruma_07","","","40152","1401520045",""
"93","0.97","","","","0","","","40152","1401520046",""
"4","1000001","","","","1","","","40152","1401520047",""
"3","1000001","","0","","travel_topdrama_r_4013_runaway","1","","40152","1401520048",""
"3","1000002","","0.1","","travel_topdrama_r_4000_run_normal","1","","40152","1401520049",""
"3","1000003","","0.1","","travel_topdrama_r_4000_run_normal","1","","40152","1401520050",""
"23","se_travel_top","","","","se_travel_top_aruma_08","","","40152","1401520051",""
"4","8","","","","1","","0","40152","1401520052",""
"2","8","","","2.5","-1600","-195","0","40152","1401520053",""
"3","8","","0","","travel_topdrama_r_4013_runaway_1","1","1","40152","1401520054",""
"2","1000001","","","2.5","-1600","-195","0","40152","1401520055",""
"2","1000002","","","1.4","-20","-195","0","40152","1401520056",""
"2","1000003","","","1.4","-215","-140","0","40152","1401520057",""
"93","1.4","","","","0","","","40152","1401520058",""
"32","401310","","","","1","","","40152","1401520059",""
"3","1000002","0.3","0.2","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_2","0","1","40152","1401520060",""
"3","1000003","","0.2","","travel_topdrama_r_4000_idle","1","","40152","1401520061",""
"93","1","","","","0","","","40152","1401520062",""
"3","7","","0","","travel_topdrama_r_4013_danger_2","0","","40152","1401520063",""
"93","1.67","","","","0","","","40152","1401520064",""
"32","401304","","","","1","","","40152","1401520065",""
"23","se_travel_top","","","","se_travel_top_aruma_10","","","40152","1401520066",""
"93","0.3","","","","0","","","40152","1401520067",""
"3","1000002","","0.3","","travel_topdrama_r_4013_touch_loop","1","","40152","1401520068",""
"93","0.2","","","","0","","","40152","1401520069",""
"23","se_travel_top","","","","se_travel_top_aruma_05","","","40152","1401520070",""
"93","0.83","","","","0","","","40152","1401520071",""
"4","8","","","","0","","0","40152","1401520072",""
"2","8","","","0","-20","-195","0","40152","1401520073",""
"3","8","","0","","travel_topdrama_r_4013_catch_2","0","","40152","1401520074",""
"23","se_travel_top","","","","se_travel_top_aruma_11","","","40152","1401520075",""
"3","7","0.1","0.1","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","0","0","40152","1401520076",""
"3","1000002","0","0.1","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","0","1","40152","1401520077",""
"32","4013132","","","","1","","","40152","1401520078",""
"93","0.66","","","","0","","","40152","1401520079",""
"32","4013122","","","","1","","","40152","1401520080",""
"23","se_travel_top","","","","se_travel_top_aruma_12","","","40152","1401520081",""
"93","0.97","","","","0","","","40152","1401520082",""
