f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425
"","","40095","400994","1500","0","2","1400950026","-150","2.7",""
"","","40095","400954","1","","32","1400950027","","",""
"","","40095","400954","1500","0","33","1400950028","-150","2.7",""
"","","40095","0.2","0","","93","1400950029","","",""
"","","40095","400993","run","","3","1400950030","1","","0"
"","","40095","400993","1500","0","2","1400950031","-280","3",""
"","","40095","400953","1","","32","1400950032","","",""
"","","40095","400953","1500","0","33","1400950033","-280","3",""
"","","40095","0.4","0","","93","1400950034","","",""
"","","40095","400995","run","","3","1400950035","1","","0"
"","","40095","400995","1500","0","2","1400950036","-160","3",""
"","","40095","400955","1","","32","1400950037","","",""
"","","40095","400955","1500","0","33","1400950038","-160","3",""
"","","40095","0.5","0","","93","1400950039","","",""
"","","40095","400992","run","","3","1400950040","1","","0"
"","","40095","400992","1500","0","2","1400950041","-320","2.4",""
"","","40095","400952","1","","32","1400950042","","",""
"","","40095","400952","1500","0","33","1400950043","-320","2.4",""
"","","40095","1.6","","","93","1400950044","","",""
"","","40095","0.7","0","","93","1400950045","","",""
"","","40095","1000001","travel_topdrama_r_4009_relief","","3","1400950046","0","","0"
"","","40095","400999","travel_topdrama_r_4009_relief","","3","1400950047","0","","0"
"","","40095","400999","382","0","2","1400950048","-222","0",""
"","","40095","se_travel_top","se_travel_top_flock_foot2","","23","1400950049","0","",""
"","","40095","0.3","0","","93","1400950050","","",""
"","","40095","se_travel_top","se_travel_top_flock_relief","","23","1400950051","0","",""
"","","40095","400991","-1000","0","2","1400950052","-209","0",""
"","","40095","0","","","91","1400950053","","",""
"","","40095","400991","80","0","2","1400950054","-209","1",""
"","","40095","400956","1","","32","1400950055","","",""
"","","40095","400956","80","0","33","1400950056","-209","1",""
"","","40095","0","","","91","1400950057","","",""
"","","40095","se_travel_top","se_travel_top_flock_hit","","23","1400950058","0","",""
"","","40095","20","20","","122","1400950059","0.2","",""
"","","40095","400991","die","","3","1400950060","0","","0"
"","","40095","400909","1","","32","1400950061","","",""
"","","40095","400918","1","","32","1400950062","","",""
"","","40095","se_travel_top","se_travel_top_flock_panic","","23","1400950063","0","",""
"","","40095","1000001","travel_topdrama_r_4009_shock_look","","3","1400950064","0","","0.1"
"","","40095","0.4","0","","93","1400950065","","",""
"","","40095","se_travel_top","se_travel_top_flock_drop_goldenbox2","","23","1400950066","0","",""
"","","40095","0.5","0","","93","1400950067","","",""
"","","40095","se_travel_top","se_travel_top_flock_dizzy","","23","1400950068","0","",""
"","","40095","0","12","","122","1400950069","0.15","",""
"","","40095","400910","1","","32","1400950070","","",""
"","","40095","1.67","0","","93","1400950071","","",""
"","","40095","","","","111","1400950072","","",""
"","","40095","0","0","","91","1400950073","","",""
"","","40101","401000","401000","0.65","31","1401010001","0","-55","1"
"0","normal","40101","0","0","-73","5","1401010002","55","0","1"
"","","40101","0","0","","91","1401010003","","",""
"0","<weapon>_idle","40102","2","1000001","-140","1","1401020001","51","-1000","1"
"0","idle","40102","20","20","-140","5","1401020002","50","185","0.6"
"","","40102","401001","401001","1","31","1401020003","0","0","1"
"","","40102","401002","401002","1","31","1401020004","0","0","1"
"","","40102","401003","401003","1","31","1401020005","-1000","-140","0"
"","","40102","401004","401004","1","31","1401020006","185","-60","0"
"","","40102","401005","401005","0.7","31","1401020007","135","-100","0"
"","","40102","400010","400010","1","31","1401020008","0","0","1"
"","","40102","0","0","","91","1401020009","","",""
"","","40102","0.7","0","","93","1401020010","","",""
"","","40102","1000001","<weapon>_run","","3","1401020011","1","","0.2"
"","","40102","1000001","-170","0","2","1401020012","-140","1.5",""
"","","40102","401003","1","","32","1401020013","","",""
"","","40102","401003","-170","0","33","1401020014","-140","1.5",""
"","","40102","0.2","0","","93","1401020015","","",""
"","","40102","se_travel_top","se_travel_top_defeat_foot","","23","1401020016","0","",""
"","","40102","0.5","0","","93","1401020017","","",""
"220","","40102","1000001","4","0","12","1401020018","0.5","0","20"
"","","40102","0.04","0","","93","1401020019","","",""
"","","40102","se_travel_top","se_travel_top_defeat_emote_notice","","23","1401020020","0","",""
"","","40102","1401020012","","","91","1401020021","","",""
"","","40102","1000001","<weapon>_idle","","3","1401020022","1","","0"
"","","40102","401003","0","","32","1401020023","","",""
"","","40102","0.5","0","","93","1401020024","","",""
"0","","40102","1000001","<weapon>_attack_skipQuest","1","3","1401020025","0","<weapon>_idle","0"
"","","40102","0.1","0","","93","1401020026","","",""
"","","40102","se_travel_top","se_travel_top_defeat_attack_jump","","23","1401020027","0","",""
"","","40102","0.06","0","","93","1401020028","","",""
"","","40102","401004","1","","32","1401020029","","",""
"","","40102","20","die","","3","1401020030","0","","0"
"","","40102","0.25","0","","93","1401020031","","",""
"","","40102","401005","1","","32","1401020032","","",""
"","","40102","0.14","0","","93","1401020033","","",""
"","","40102","se_travel_top","se_travel_top_defeat_fadeout","","23","1401020034","0","",""
"","","40102","1401020030","","","91","1401020035","","",""
"","","40102","20","1","0","6","1401020036","1","1","0.5"
"","","40102","0.04","0","","93","1401020037","","",""
"","","40102","se_travel_top","se_travel_top_defeat_drop_box","","23","1401020038","0","",""
"","","40102","1401020036","","","91","1401020039","","",""
"","","40102","1000001","<weapon>_joy_short","","3","1401020040","0","","0"
"","","40102","0.54","0","","93","1401020041","","",""
"","","40102","se_travel_top","se_travel_top_defeat_joy","","23","1401020042","0","",""
"","","40102","1401020040","","","91","1401020043","","",""
"","","40102","","","","111","1401020044","","",""
"","","40102","0","","","91","1401020045","","",""
"","","40111","401000","401000","0.65","31","1401110001","0","-55","1"
"0","normal","40111","0","0","-73","5","1401110002","55","0","1"
"","","40111","0","0","","91","1401110003","","",""
"0","<weapon>_idle","40112","2","1000001","-140","1","1401120001","51","-1000","1"
"0","idle","40112","21","21","-140","5","1401120002","50","190","0.6"
"","","40112","401001","401001","1","31","1401120003","0","0","1"
"","","40112","401002","401002","1","31","1401120004","0","0","1"
"","","40112","401003","401003","1","31","1401120005","-1000","-140","0"
"","","40112","401004","401004","1","31","1401120006","210","10","0"
"","","40112","401006","401006","0.7","31","1401120007","135","-100","0"
"","","40112","400011","400011","1","31","1401120008","0","0","1"
"","","40112","0","0","","91","1401120009","","",""
"","","40112","0.7","0","","93","1401120010","","",""
"","","40112","1000001","<weapon>_run","","3","1401120011","1","","0.2"
"","","40112","1000001","-170","0","2","1401120012","-140","1.5",""
"","","40112","401003","1","","32","1401120013","","",""
"","","40112","401003","-170","0","33","1401120014","-140","1.5",""
"","","40112","0.2","0","","93","1401120015","","",""
"","","40112","se_travel_top","se_travel_top_defeat_foot","","23","1401120016","0","",""
"","","40112","0.5","0","","93","1401120017","","",""
"220","","40112","1000001","4","0","12","1401120018","0.5","0","20"
"","","40112","0.04","0","","93","1401120019","","",""
"","","40112","se_travel_top","se_travel_top_defeat_emote_notice","","23","1401120020","0","",""
"","","40112","1401120012","","","91","1401120021","","",""
"","","40112","1000001","<weapon>_idle","","3","1401120022","1","","0"
"","","40112","401003","0","","32","1401120023","","",""
"","","40112","0.5","0","","93","1401120024","","",""
"0","","40112","1000001","<weapon>_attack_skipQuest","1","3","1401120025","0","<weapon>_idle","0"
"","","40112","0.1","0","","93","1401120026","","",""
"","","40112","se_travel_top","se_travel_top_defeat_attack_jump","","23","1401120027","0","",""
"","","40112","0.06","0","","93","1401120028","","",""
"","","40112","401004","1","","32","1401120029","","",""
"","","40112","21","die","","3","1401120030","0","","0"
"","","40112","se_travel_top","se_travel_top_defeat_wyvern_fall","","23","1401120031","0","",""
"","","40112","1.4","0","","93","1401120032","","",""
"","","40112","401006","1","","32","1401120033","","",""
"","","40112","se_travel_top","se_travel_top_defeat_fadeout","","23","1401120034","0","",""
"","","40112","0.1","0","","93","1401120035","","",""
"","","40112","0","24","","122","1401120036","0.2","",""
"","","40112","se_travel_top","se_travel_top_defeat_appear_silverbox","","23","1401120037","0","",""
"","","40112","1401120030","","","91","1401120038","","",""
"","","40112","21","1","0","6","1401120039","1","1","0.5"
"","","40112","0.5","0","","93","1401120040","","",""
"","","40112","se_travel_top","se_travel_top_defeat_drop_silverbox","","23","1401120041","0","",""
"","","40112","1401120039","","","91","1401120042","","",""
"","","40112","1000001","<weapon>_joy_short","","3","1401120043","0","","0"
"","","40112","0.54","0","","93","1401120044","","",""
"","","40112","se_travel_top","se_travel_top_defeat_joy","","23","1401120045","0","",""
"","","40112","1401120043","","","91","1401120046","","",""
"","","40112","","","","111","1401120047","","",""
"","","40112","0","","","91","1401120048","","",""
"","","40121","401000","401000","0.65","31","1401210001","0","-55","1"
"0","normal","40121","0","0","-73","5","1401210002","55","0","1"
"","","40121","0","0","","91","1401210003","","",""
"0","<weapon>_idle","40122","2","1000001","-140","1","1401220001","51","-1100","1"
"0","idle","40122","22","22","-140","5","1401220002","50","220","1"
"","","40122","401001","401001","1","31","1401220003","0","0","1"
"","","40122","401002","401002","1","31","1401220004","0","0","1"
"","","40122","401003","401003","1","31","1401220005","-1100","-140","0"
"","","40122","401004","4010041","1","31","1401220006","210","-30","0"
"","","40122","401004","4010042","1","31","1401220007","210","-30","0"
"","","40122","401007","401007","0.7","31","1401220008","135","-100","0"
"","","40122","401008","401008","0.8","31","1401220009","215","-135","0"
"","","40122","400012","400012","1","31","1401220010","0","0","1"
"","","40122","0","0","","91","1401220011","","",""
"","","40122","se_travel_top","se_travel_top_defeat_wipe","","23","1401220012","0","",""
"0.2","","40122","22","awake","1","3","1401220013","0","idle","0.2"
"","","40122","0.83","0","","93","1401220014","","",""
"","","40122","se_travel_top","se_travel_top_defeat_move_minotaur","","23","1401220015","0","",""
"","","40122","0.07","0","","93","1401220016","","",""
"","","40122","0","24","","122","1401220017","0.7","",""
"","","40122","0.5","0","","93","1401220018","","",""
"","","40122","se_travel_top","se_travel_top_defeat_move_minotaur2","","23","1401220019","0","",""
"","","40122","1.3","0","","93","1401220020","","",""
"","","40122","se_travel_top","se_travel_top_defeat_awake_minotaur","","23","1401220021","0","",""
"","","40122","401008","1","","32","1401220022","","",""
"","","40122","0","48","","122","1401220023","1","",""
"","","40122","1.27","0","","93","1401220024","","",""
"","","40122","1000001","<weapon>_run","","3","1401220025","1","","0.2"
"","","40122","1000001","-170","0","2","1401220026","-140","1.5",""
"","","40122","401003","1","","32","1401220027","","",""
"","","40122","401003","-170","0","33","1401220028","-140","1.5",""
"","","40122","0.2","0","","93","1401220029","","",""
"","","40122","se_travel_top","se_travel_top_defeat_foot","","23","1401220030","0","",""
"","","40122","0.5","0","","93","1401220031","","",""
"220","","40122","1000001","4","0","12","1401220032","0.5","0","20"
"","","40122","0.04","0","","93","1401220033","","",""
"","","40122","se_travel_top","se_travel_top_defeat_emote_notice","","23","1401220034","0","",""
"","","40122","1401220026","","","91","1401220035","","",""
"","","40122","1000001","<weapon>_idle","","3","1401220036","1","","0"
"","","40122","401003","0","","32","1401220037","","",""
"","","40122","0.5","0","","93","1401220038","","",""
"0","","40122","1000001","<weapon>_attack_skipQuest","1","3","1401220039","0","<weapon>_idle","0"
"","","40122","0.1","0","","93","1401220040","","",""
"","","40122","se_travel_top","se_travel_top_defeat_attack_jump","","23","1401220041","0","",""
"","","40122","0.06","0","","93","1401220042","","",""
"","","40122","4010041","1","","32","1401220043","","",""
"0","","40122","22","damage","1","3","1401220044","0","idle","0"
"","","40122","1.6","0","","93","1401220045","","",""
"0","","40122","1000001","<weapon>_attack_skipQuest","1","3","1401220046","0","<weapon>_idle","0"
"","","40122","0.1","0","","93","1401220047","","",""
"","","40122","se_travel_top","se_travel_top_defeat_attack_jump","","23","1401220048","0","",""
"","","40122","0.06","0","","93","1401220049","","",""
"","","40122","4010042","1","","32","1401220050","","",""
"","","40122","22","die","","3","1401220051","0","","0"
"","","40122","se_travel_top","se_travel_top_defeat_die_minotaur","","23","1401220052","0","",""
"","","40122","1.67","0","","93","1401220053","","",""
"","","40122","401007","1","","32","1401220054","","",""
"","","40122","se_travel_top","se_travel_top_defeat_die_minotaur2","","23","1401220055","0","",""
"","","40122","0.1","0","","93","1401220056","","",""
"","","40122","0","24","","122","1401220057","0.2","",""
"","","40122","se_travel_top","se_travel_top_defeat_appear_goldenbox","","23","1401220058","0","",""
"","","40122","1401220051","","","91","1401220059","","",""
"","","40122","22","1","0","6","1401220060","1","1","0.5"
"","","40122","se_travel_top","se_travel_top_defeat_fadeout","","23","1401220061","0","",""
"","","40122","0.2","0","","93","1401220062","","",""
"","","40122","se_travel_top","se_travel_top_defeat_drop_goldenbox","","23","1401220063","0","",""
"","","40122","1401220060","","","91","1401220064","","",""
"","","40122","1000001","<weapon>_joy_short","","3","1401220065","0","","0"
"","","40122","0.54","0","","93","1401220066","","",""
"","","40122","se_travel_top","se_travel_top_defeat_joy","","23","1401220067","0","",""
"","","40122","1401220065","","","91","1401220068","","",""
"","","40122","","","","111","1401220069","","",""
"","","40122","0","","","91","1401220070","","",""
"","","40131","401300","401300","0.65","31","1401310001","0","-55","1"
"0","normal","40131","0","0","-73","5","1401310002","55","0","1"
"","","40131","0","0","","91","1401310003","","",""
"0","travel_topdrama_r_4000_idle","40132","1","1000001","-195","1","1401320001","56","-20","1.75"
"0","travel_topdrama_r_4000_idle","40132","1","1000002","-140","1","1401320002","55","-260","1.75"
"0","travel_topdrama_r_4000_idle","40132","1","1000003","-140","1","1401320003","54","-450","1.75"
"0","travel_topdrama_r_4013_static","40132","7","7","-150","5","1401320004","53","435","1"
"0","travel_topdrama_r_4013_catch_1","40132","8","8","-2000","5","1401320005","57","-2000","1.75"
"","","40132","401301","401301","1","31","1401320006","0","0","1"
"","","40132","401303","401303","1","31","1401320007","0","0","1"
"","","40132","401304","401304","1","31","1401320008","50","68","0"
"","","40132","401305","401305","1","31","1401320009","312","-158","0"
"","","40132","401306","401306","1","31","1401320010","312","-158","0"
"","","40132","401307","401307","0.8","31","1401320011","36","188","0"
"","","40132","401308","401308","1","31","1401320012","-258","200","0"
"","","40132","401318","4013082","1","31","1401320013","-437","255","0"
"","","40132","401309","401309","1","31","1401320014","120","-15","0"
"","","40132","401310","401310","1","31","1401320015","120","-15","0"
"","","40132","401312","401312","1","31","1401320016","-42","-91","0"
"","","40132","401313","401313","1","31","1401320017","0","0","0"
"","","40132","401314","401314","1","31","1401320018","0","0","0"
"","","40132","400013","400013","1","31","1401320019","0","0","1"
"","","40132","0","0","","91","1401320020","","",""
"","","40132","1","0","","93","1401320021","","",""
"","","40132","1000001","travel_topdrama_r_4013_touch_1","","3","1401320022","0","","0.2"
"","","40132","se_travel_top","se_travel_top_aruma_01","","23","1401320023","","",""
"","","40132","401309","1","","32","1401320024","","",""
"","","40132","1","0","","93","1401320025","","",""
"","","40132","7","travel_topdrama_r_4013_danger_1","","3","1401320026","0","","0"
"","","40132","1.63","0","","93","1401320027","","",""
"","","40132","se_travel_top","se_travel_top_aruma_04","","23","1401320028","","",""
"","","40132","0.04","0","","93","1401320029","","",""
"","","40132","1000001","travel_topdrama_r_4013_touch_loop","","3","1401320030","1","","0.6"
"","","40132","0.4","0","","93","1401320031","","",""
"","","40132","se_travel_top","se_travel_top_aruma_05","","23","1401320032","","",""
"","","40132","1.33","0","","93","1401320033","","",""
"","","40132","8","-20","0","2","1401320034","-195","0",""
"0","","40132","8","travel_topdrama_r_4013_catch_1","0","3","1401320035","0","","0"
"","","40132","se_travel_top","se_travel_top_aruma_06","","23","1401320036","","",""
"0.1","","40132","7","travel_topdrama_r_4013_safe","0","3","1401320037","0","travel_topdrama_r_4013_static","0.1"
"0","","40132","1000001","travel_topdrama_r_4013_catch","1","3","1401320038","0","travel_topdrama_r_4013_runaway","0.1"
"","","40132","401313","1","","32","1401320039","","",""
"","","40132","0.66","0","","93","1401320040","","",""
"","","40132","401312","1","","32","1401320041","","",""
"","","40132","se_travel_top","se_travel_top_aruma_07","","23","1401320042","","",""
"","","40132","0.97","0","","93","1401320043","","",""
"","","40132","1000001","1","","4","1401320044","","",""
"","","40132","1000001","travel_topdrama_r_4013_runaway","1","3","1401320045","1","","0"
"","","40132","1000002","travel_topdrama_r_4000_run_normal","1","3","1401320046","1","","0.1"
"","","40132","1000003","travel_topdrama_r_4000_run_normal","1","3","1401320047","1","","0.1"
"","","40132","se_travel_top","se_travel_top_aruma_08","","23","1401320048","","",""
"","","40132","8","1","0","4","1401320049","","",""
"","","40132","8","-1600","0","2","1401320050","-195","2.5",""
"0","","40132","8","travel_topdrama_r_4013_runaway_1","1","3","1401320051","1","","0"
"","","40132","1000001","-1600","0","2","1401320052","-195","2.5",""
"","","40132","1000002","-20","0","2","1401320053","-195","1.4",""
"","","40132","1000003","-215","0","2","1401320054","-140","1.4",""
"","","40132","1.4","0","","93","1401320055","","",""
"","","40132","401310","1","","32","1401320056","","",""
"","","40132","1000002","travel_topdrama_r_4013_touch_2","","3","1401320057","0","","0.2"
"","","40132","1000003","travel_topdrama_r_4000_idle","","3","1401320058","1","","0.2"
"","","40132","1","0","","93","1401320059","","",""
"","","40132","7","travel_topdrama_r_4013_danger_2","","3","1401320060","0","","0"
"","","40132","1.67","0","","93","1401320061","","",""
"","","40132","401304","1","","32","1401320062","","",""
"","","40132","se_travel_top","se_travel_top_aruma_10","","23","1401320063","","",""
"","","40132","0.3","0","","93","1401320064","","",""
"","","40132","1000002","travel_topdrama_r_4013_touch_loop","","3","1401320065","1","","0.6"
"","","40132","0.1","0","","93","1401320066","","",""
"","","40132","se_travel_top","se_travel_top_aruma_05","","23","1401320067","","",""
"","","40132","0.06","0","","93","1401320068","","",""
"","","40132","401307","1","","32","1401320069","","",""
"","","40132","0.57","0","","93","1401320070","","",""
"","","40132","401314","1","","32","1401320071","","",""
"0.1","","40132","7","travel_topdrama_r_4013_out","1","3","1401320072","0","travel_topdrama_r_4013_idle","0.1"
"","","40132","se_travel_top","se_travel_top_aruma_18","","23","1401320073","","",""
"","","40132","401308","1","","32","1401320074","","",""
"","","40132","4013082","1","","32","1401320075","","",""
"","","40132","0.1","0","","93","1401320076","","",""
"0","","40132","1000002","travel_topdrama_r_4013_shock","1","3","1401320077","0","travel_topdrama_r_4013_run","0"
"0","","40132","1000003","travel_topdrama_r_4013_shock","1","3","1401320078","0","travel_topdrama_r_4013_run","0"
"","","40132","0.86","0","","93","1401320079","","",""
"","","40132","1000002","travel_topdrama_r_4013_run","","3","1401320080","1","","0"
"","","40132","1000003","travel_topdrama_r_4013_run","","3","1401320081","1","","0"
"","","40132","1000002","-1600","0","2","1401320082","-195","2.5",""
"","","40132","1000003","-1600","0","2","1401320083","-140","2.5",""
"","","40132","0.07","0","","93","1401320084","","",""
"","","40132","0","24","","122","1401320085","0.4","",""
"","","40132","401305","1","","32","1401320086","","",""
"","","40132","401306","1","","32","1401320087","","",""
"","","40132","0.9","0","","93","1401320088","","",""
"","","40132","se_travel_top","se_travel_top_aruma_21","","23","1401320089","","",""
"","","40132","1.1","0","","93","1401320090","","",""
"","","40132","0","","","111","1401320091","","",""
"","","40132","0","","","91","1401320092","","",""
"","","40141","401300","401300","0.65","31","1401410001","0","-55","1"
"0","normal","40141","0","0","-73","5","1401410002","55","0","1"
"","","40141","0","0","","91","1401410003","","",""
"0","travel_topdrama_r_4000_idle","40142","1","1000001","-195","1","1401420001","56","-20","1.75"
"0","travel_topdrama_r_4000_idle","40142","1","1000002","-140","1","1401420002","55","-260","1.75"
"0","travel_topdrama_r_4000_idle","40142","1","1000003","-140","1","1401420003","54","-450","1.75"
"0","travel_topdrama_r_4013_static","40142","7","7","-150","5","1401420004","53","435","1"
"0","travel_topdrama_r_4013_catch_1","40142","8","8","-2000","5","1401420005","57","-2000","1.75"
"","","40142","401301","401301","1","31","1401420006","0","0","1"
"","","40142","401303","401303","1","31","1401420007","0","0","1"
"","","40142","401304","401304","1","31","1401420008","40","78","0"
"","","40142","401304","4013042","1","31","1401420009","40","78","0"
"","","40142","401305","401305","1","31","1401420010","312","-158","0"
"","","40142","401306","401306","1","31","1401420011","312","-158","0"
"","","40142","401307","401307","0.8","31","1401420012","36","188","0"
"","","40142","401308","401308","1","31","1401420013","-258","200","0"
"","","40142","401308","4013082","1","31","1401420014","-437","255","0"
"","","40142","401309","401309","1","31","1401420015","120","-15","0"
"","","40142","401310","401310","1","31","1401420016","120","-15","0"
"","","40142","401311","401311","1","31","1401420017","120","-10","0"
"","","40142","401312","401312","1","31","1401420018","-42","-91","0"
"","","40142","401312","4013122","1","31","1401420019","-42","-91","0"
"","","40142","401313","401313","1","31","1401420020","0","0","0"
"","","40142","401313","4013132","1","31","1401420021","0","0","0"
"","","40142","401314","401314","1","31","1401420022","0","0","0"
"","","40142","400014","401400","1","31","1401420023","0","0","1"
"","","40142","0","0","","91","1401420024","","",""
"","","40142","1","0","","93","1401420025","","",""
"","","40142","1000001","travel_topdrama_r_4013_touch_1","1","3","1401420026","0","travel_topdrama_r_4013_touch_loop","0.3"
"","","40142","se_travel_top","se_travel_top_aruma_01","","23","1401420027","","",""
"","","40142","401309","1","","32","1401420028","","",""
"","","40142","1","0","","93","1401420029","","",""
"","","40142","7","travel_topdrama_r_4013_danger_1","","3","1401420030","0","","0"
"","","40142","1.63","0","","93","1401420031","","",""
"","","40142","se_travel_top","se_travel_top_aruma_04","","23","1401420032","","",""
"","","40142","0.04","0","","93","1401420033","","",""
"","","40142","1000001","travel_topdrama_r_4013_touch_loop","","3","1401420034","1","","0.3"
"","","40142","0.4","0","","93","1401420035","","",""
"","","40142","se_travel_top","se_travel_top_aruma_05","","23","1401420036","","",""
"","","40142","1.33","0","","93","1401420037","","",""
"","","40142","8","-20","0","2","1401420038","-195","0",""
"","","40142","8","travel_topdrama_r_4013_catch_1","0","3","1401420039","0","","0"
"","","40142","se_travel_top","se_travel_top_aruma_06","","23","1401420040","","",""
"0.1","","40142","7","travel_topdrama_r_4013_safe","0","3","1401420041","0","travel_topdrama_r_4013_static","0.1"
"","","40142","1000001","travel_topdrama_r_4013_catch","","3","1401420042","0","","0.1"
"","","40142","401313","1","","32","1401420043","","",""
"","","40142","0.66","0","","93","1401420044","","",""
"","","40142","401312","1","","32","1401420045","","",""
"","","40142","se_travel_top","se_travel_top_aruma_07","","23","1401420046","","",""
"","","40142","0.97","0","","93","1401420047","","",""
"","","40142","1000001","1","","4","1401420048","","",""
"","","40142","1000001","travel_topdrama_r_4013_runaway","","3","1401420049","1","","0"
"","","40142","1000002","travel_topdrama_r_4000_run_normal","","3","1401420050","1","","0.1"
"","","40142","1000003","travel_topdrama_r_4000_run_normal","","3","1401420051","1","","0.1"
"","","40142","se_travel_top","se_travel_top_aruma_08","","23","1401420052","","",""
"","","40142","8","1","0","4","1401420053","","",""
"","","40142","8","-1600","0","2","1401420054","-195","2.5",""
"","","40142","8","travel_topdrama_r_4013_runaway_1","1","3","1401420055","1","","0"
"","","40142","1000001","-1600","0","2","1401420056","-195","2.5",""
"","","40142","1000002","-20","0","2","1401420057","-195","1.4",""
"","","40142","1000003","-215","0","2","1401420058","-140","1.4",""
"","","40142","1.4","0","","93","1401420059","","",""
"","","40142","401310","1","","32","1401420060","","",""
"0.3","","40142","1000002","travel_topdrama_r_4013_touch_2","1","3","1401420061","0","travel_topdrama_r_4013_touch_loop","0.2"
"","","40142","1000003","travel_topdrama_r_4000_idle","","3","1401420062","1","","0.2"
"","","40142","1","0","","93","1401420063","","",""
"","","40142","7","travel_topdrama_r_4013_danger_2","","3","1401420064","0","","0"
"","","40142","1.67","0","","93","1401420065","","",""
"","","40142","401304","1","","32","1401420066","","",""
"","","40142","se_travel_top","se_travel_top_aruma_10","","23","1401420067","","",""
"","","40142","0.3","0","","93","1401420068","","",""
"","","40142","1000002","travel_topdrama_r_4013_touch_loop","","3","1401420069","1","","0.3"
"","","40142","0.2","0","","93","1401420070","","",""
"","","40142","se_travel_top","se_travel_top_aruma_05","","23","1401420071","","",""
"","","40142","0.83","0","","93","1401420072","","",""
"","","40142","8","0","0","4","1401420073","","",""
"","","40142","8","-20","0","2","1401420074","-195","0",""
"","","40142","8","travel_topdrama_r_4013_catch_2","","3","1401420075","0","","0"
"","","40142","se_travel_top","se_travel_top_aruma_11","","23","1401420076","","",""
"0.1","","40142","7","travel_topdrama_r_4013_safe","0","3","1401420077","0","travel_topdrama_r_4013_static","0.1"
"0","","40142","1000002","travel_topdrama_r_4013_catch","1","3","1401420078","0","travel_topdrama_r_4013_runaway","0.1"
"","","40142","4013132","1","","32","1401420079","","",""
"","","40142","0.66","0","","93","1401420080","","",""
"","","40142","4013122","1","","32","1401420081","","",""
"","","40142","se_travel_top","se_travel_top_aruma_12","","23","1401420082","","",""
"","","40142","0.97","0","","93","1401420083","","",""
"","","40142","1000002","1","","4","1401420084","","",""
"","","40142","1000002","travel_topdrama_r_4013_runaway","","3","1401420085","1","","0"
"","","40142","1000003","travel_topdrama_r_4000_run_normal","","3","1401420086","1","","0.1"
"","","40142","se_travel_top","se_travel_top_aruma_08","","23","1401420087","","",""
"","","40142","8","1","0","4","1401420088","","",""
"","","40142","8","-1600","0","2","1401420089","-195","2.5",""
"","","40142","8","travel_topdrama_r_4013_runaway_2","","3","1401420090","1","","0"
"","","40142","1000002","-1600","0","2","1401420091","-195","2.5",""
"","","40142","1000003","-20","0","2","1401420092","-195","1.4",""
"","","40142","1.4","0","","93","1401420093","","",""
"0.3","","40142","1000003","travel_topdrama_r_4013_touch_3","1","3","1401420094","0","travel_topdrama_r_4013_touch_loop","0.2"
"","","40142","401311","1","","32","1401420095","","",""
"","","40142","1","0","","93","1401420096","","",""
"","","40142","7","travel_topdrama_r_4013_danger_3_in","","3","1401420097","0","","0"
"","","40142","2.16","0","","93","1401420098","","",""
"","","40142","4013042","1","","32","1401420099","","",""
"","","40142","0.54","0","","93","1401420100","","",""
"","","40142","1000003","travel_topdrama_r_4013_touch_loop","","3","1401420101","1","","0.3"
"","","40142","0.34","0","","93","1401420102","","",""
"","","40142","401307","1","","32","1401420103","","",""
"","","40142","0.5","0","","93","1401420104","","",""
"","","40142","401314","1","","32","1401420105","","",""
"0.1","","40142","7","travel_topdrama_r_4013_out","1","3","1401420106","0","travel_topdrama_r_4013_idle","0.1"
"","","40142","se_travel_top","se_travel_top_aruma_18","","23","1401420107","","",""
"","","40142","401308","1","","32","1401420108","","",""
"","","40142","0.1","0","","93","1401420109","","",""
"0","","40142","1000003","travel_topdrama_r_4013_shock","1","3","1401420110","0","travel_topdrama_r_4013_run","0"
"","","40142","0.86","0","","93","1401420111","","",""
"","","40142","1000003","travel_topdrama_r_4013_run","","3","1401420112","1","","0"
"","","40142","1000003","-1600","0","2","1401420113","-195","2.5",""
"","","40142","0.07","0","","93","1401420114","","",""
"","","40142","0","24","","122","1401420115","0.4","",""
"","","40142","401305","1","","32","1401420116","","",""
"","","40142","401306","1","","32","1401420117","","",""
"","","40142","0.9","0","","93","1401420118","","",""
"","","40142","se_travel_top","se_travel_top_aruma_21","","23","1401420119","","",""
"","","40142","1.1","0","","93","1401420120","","",""
