268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997,682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce
"","0","40102","","93","","","0.04","","","1401020037"
"","se_travel_top_defeat_drop_box","40102","","23","","","se_travel_top","","0","1401020038"
"","","40102","","91","","","1401020036","","","1401020039"
"","<weapon>_joy_short","40102","0","3","","","1000001","","0","1401020040"
"","0","40102","","93","","","0.54","","","1401020041"
"","se_travel_top_defeat_joy","40102","","23","","","se_travel_top","","0","1401020042"
"","","40102","","91","","","1401020040","","","1401020043"
"","","40102","","111","","","","","","1401020044"
"","","40102","","91","","","0","","","1401020045"
"","401000","40111","1","31","-55","0.65","401000","","0","1401110001"
"0","0","40111","1","5","0","-73","0","normal","55","1401110002"
"","0","40111","","91","","","0","","","1401110003"
"0","1000001","40112","1","1","-1000","-140","2","<weapon>_idle","51","1401120001"
"0","21","40112","0.6","5","190","-140","21","idle","50","1401120002"
"","401001","40112","1","31","0","1","401001","","0","1401120003"
"","401002","40112","1","31","0","1","401002","","0","1401120004"
"","401003","40112","0","31","-140","1","401003","","-1000","1401120005"
"","401004","40112","0","31","10","1","401004","","210","1401120006"
"","401006","40112","0","31","-100","0.7","401006","","135","1401120007"
"","400011","40112","1","31","0","1","400011","","0","1401120008"
"","0","40112","","91","","","0","","","1401120009"
"","0","40112","","93","","","0.7","","","1401120010"
"","<weapon>_run","40112","0.2","3","","","1000001","","1","1401120011"
"","-170","40112","","2","1.5","0","1000001","","-140","1401120012"
"","1","40112","","32","","","401003","","","1401120013"
"","-170","40112","","33","1.5","0","401003","","-140","1401120014"
"","0","40112","","93","","","0.2","","","1401120015"
"","se_travel_top_defeat_foot","40112","","23","","","se_travel_top","","0","1401120016"
"","0","40112","","93","","","0.5","","","1401120017"
"220","4","40112","20","12","0","0","1000001","","0.5","1401120018"
"","0","40112","","93","","","0.04","","","1401120019"
"","se_travel_top_defeat_emote_notice","40112","","23","","","se_travel_top","","0","1401120020"
"","","40112","","91","","","1401120012","","","1401120021"
"","<weapon>_idle","40112","0","3","","","1000001","","1","1401120022"
"","0","40112","","32","","","401003","","","1401120023"
"","0","40112","","93","","","0.5","","","1401120024"
"0","<weapon>_attack_skipQuest","40112","0","3","<weapon>_idle","1","1000001","","0","1401120025"
"","0","40112","","93","","","0.1","","","1401120026"
"","se_travel_top_defeat_attack_jump","40112","","23","","","se_travel_top","","0","1401120027"
"","0","40112","","93","","","0.06","","","1401120028"
"","1","40112","","32","","","401004","","","1401120029"
"","die","40112","0","3","","","21","","0","1401120030"
"","se_travel_top_defeat_wyvern_fall","40112","","23","","","se_travel_top","","0","1401120031"
"","0","40112","","93","","","1.4","","","1401120032"
"","1","40112","","32","","","401006","","","1401120033"
"","se_travel_top_defeat_fadeout","40112","","23","","","se_travel_top","","0","1401120034"
"","0","40112","","93","","","0.1","","","1401120035"
"","24","40112","","122","","","0","","0.2","1401120036"
"","se_travel_top_defeat_appear_silverbox","40112","","23","","","se_travel_top","","0","1401120037"
"","","40112","","91","","","1401120030","","","1401120038"
"","1","40112","0.5","6","1","0","21","","1","1401120039"
"","0","40112","","93","","","0.5","","","1401120040"
"","se_travel_top_defeat_drop_silverbox","40112","","23","","","se_travel_top","","0","1401120041"
"","","40112","","91","","","1401120039","","","1401120042"
"","<weapon>_joy_short","40112","0","3","","","1000001","","0","1401120043"
"","0","40112","","93","","","0.54","","","1401120044"
"","se_travel_top_defeat_joy","40112","","23","","","se_travel_top","","0","1401120045"
"","","40112","","91","","","1401120043","","","1401120046"
"","","40112","","111","","","","","","1401120047"
"","","40112","","91","","","0","","","1401120048"
"","401000","40121","1","31","-55","0.65","401000","","0","1401210001"
"0","0","40121","1","5","0","-73","0","normal","55","1401210002"
"","0","40121","","91","","","0","","","1401210003"
"0","1000001","40122","1","1","-1100","-140","2","<weapon>_idle","51","1401220001"
"0","22","40122","1","5","220","-140","22","idle","50","1401220002"
"","401001","40122","1","31","0","1","401001","","0","1401220003"
"","401002","40122","1","31","0","1","401002","","0","1401220004"
"","401003","40122","0","31","-140","1","401003","","-1100","1401220005"
"","4010041","40122","0","31","-30","1","401004","","210","1401220006"
"","4010042","40122","0","31","-30","1","401004","","210","1401220007"
"","401007","40122","0","31","-100","0.7","401007","","135","1401220008"
"","401008","40122","0","31","-135","0.8","401008","","215","1401220009"
"","400012","40122","1","31","0","1","400012","","0","1401220010"
"","0","40122","","91","","","0","","","1401220011"
"","se_travel_top_defeat_wipe","40122","","23","","","se_travel_top","","0","1401220012"
"0.2","awake","40122","0.2","3","idle","1","22","","0","1401220013"
"","0","40122","","93","","","0.83","","","1401220014"
"","se_travel_top_defeat_move_minotaur","40122","","23","","","se_travel_top","","0","1401220015"
"","0","40122","","93","","","0.07","","","1401220016"
"","24","40122","","122","","","0","","0.7","1401220017"
"","0","40122","","93","","","0.5","","","1401220018"
"","se_travel_top_defeat_move_minotaur2","40122","","23","","","se_travel_top","","0","1401220019"
"","0","40122","","93","","","1.3","","","1401220020"
"","se_travel_top_defeat_awake_minotaur","40122","","23","","","se_travel_top","","0","1401220021"
"","1","40122","","32","","","401008","","","1401220022"
"","48","40122","","122","","","0","","1","1401220023"
"","0","40122","","93","","","1.27","","","1401220024"
"","<weapon>_run","40122","0.2","3","","","1000001","","1","1401220025"
"","-170","40122","","2","1.5","0","1000001","","-140","1401220026"
"","1","40122","","32","","","401003","","","1401220027"
"","-170","40122","","33","1.5","0","401003","","-140","1401220028"
"","0","40122","","93","","","0.2","","","1401220029"
"","se_travel_top_defeat_foot","40122","","23","","","se_travel_top","","0","1401220030"
"","0","40122","","93","","","0.5","","","1401220031"
"220","4","40122","20","12","0","0","1000001","","0.5","1401220032"
"","0","40122","","93","","","0.04","","","1401220033"
"","se_travel_top_defeat_emote_notice","40122","","23","","","se_travel_top","","0","1401220034"
"","","40122","","91","","","1401220026","","","1401220035"
"","<weapon>_idle","40122","0","3","","","1000001","","1","1401220036"
"","0","40122","","32","","","401003","","","1401220037"
"","0","40122","","93","","","0.5","","","1401220038"
"0","<weapon>_attack_skipQuest","40122","0","3","<weapon>_idle","1","1000001","","0","1401220039"
"","0","40122","","93","","","0.1","","","1401220040"
"","se_travel_top_defeat_attack_jump","40122","","23","","","se_travel_top","","0","1401220041"
"","0","40122","","93","","","0.06","","","1401220042"
"","1","40122","","32","","","4010041","","","1401220043"
"0","damage","40122","0","3","idle","1","22","","0","1401220044"
"","0","40122","","93","","","1.6","","","1401220045"
"0","<weapon>_attack_skipQuest","40122","0","3","<weapon>_idle","1","1000001","","0","1401220046"
"","0","40122","","93","","","0.1","","","1401220047"
"","se_travel_top_defeat_attack_jump","40122","","23","","","se_travel_top","","0","1401220048"
"","0","40122","","93","","","0.06","","","1401220049"
"","1","40122","","32","","","4010042","","","1401220050"
"","die","40122","0","3","","","22","","0","1401220051"
"","se_travel_top_defeat_die_minotaur","40122","","23","","","se_travel_top","","0","1401220052"
"","0","40122","","93","","","1.67","","","1401220053"
"","1","40122","","32","","","401007","","","1401220054"
"","se_travel_top_defeat_die_minotaur2","40122","","23","","","se_travel_top","","0","1401220055"
"","0","40122","","93","","","0.1","","","1401220056"
"","24","40122","","122","","","0","","0.2","1401220057"
"","se_travel_top_defeat_appear_goldenbox","40122","","23","","","se_travel_top","","0","1401220058"
"","","40122","","91","","","1401220051","","","1401220059"
"","1","40122","0.5","6","1","0","22","","1","1401220060"
"","se_travel_top_defeat_fadeout","40122","","23","","","se_travel_top","","0","1401220061"
"","0","40122","","93","","","0.2","","","1401220062"
"","se_travel_top_defeat_drop_goldenbox","40122","","23","","","se_travel_top","","0","1401220063"
"","","40122","","91","","","1401220060","","","1401220064"
"","<weapon>_joy_short","40122","0","3","","","1000001","","0","1401220065"
"","0","40122","","93","","","0.54","","","1401220066"
"","se_travel_top_defeat_joy","40122","","23","","","se_travel_top","","0","1401220067"
"","","40122","","91","","","1401220065","","","1401220068"
"","","40122","","111","","","","","","1401220069"
"","","40122","","91","","","0","","","1401220070"
"","401300","40131","1","31","-55","0.65","401300","","0","1401310001"
"0","0","40131","1","5","0","-73","0","normal","55","1401310002"
"","0","40131","","91","","","0","","","1401310003"
"0","1000001","40132","1.75","1","-20","-195","1","travel_topdrama_r_4000_idle","56","1401320001"
"0","1000002","40132","1.75","1","-260","-140","1","travel_topdrama_r_4000_idle","55","1401320002"
"0","1000003","40132","1.75","1","-450","-140","1","travel_topdrama_r_4000_idle","54","1401320003"
"0","7","40132","1","5","435","-150","7","travel_topdrama_r_4013_static","53","1401320004"
"0","8","40132","1.75","5","-2000","-2000","8","travel_topdrama_r_4013_catch_1","57","1401320005"
"","401301","40132","1","31","0","1","401301","","0","1401320006"
"","401303","40132","1","31","0","1","401303","","0","1401320007"
"","401304","40132","0","31","68","1","401304","","50","1401320008"
"","401305","40132","0","31","-158","1","401305","","312","1401320009"
"","401306","40132","0","31","-158","1","401306","","312","1401320010"
"","401307","40132","0","31","188","0.8","401307","","36","1401320011"
"","401308","40132","0","31","200","1","401308","","-258","1401320012"
"","4013082","40132","0","31","255","1","401318","","-437","1401320013"
"","401309","40132","0","31","-15","1","401309","","120","1401320014"
"","401310","40132","0","31","-15","1","401310","","120","1401320015"
"","401312","40132","0","31","-91","1","401312","","-42","1401320016"
"","401313","40132","0","31","0","1","401313","","0","1401320017"
"","401314","40132","0","31","0","1","401314","","0","1401320018"
"","400013","40132","1","31","0","1","400013","","0","1401320019"
"","0","40132","","91","","","0","","","1401320020"
"","0","40132","","93","","","1","","","1401320021"
"","travel_topdrama_r_4013_touch_1","40132","0.2","3","","","1000001","","0","1401320022"
"","se_travel_top_aruma_01","40132","","23","","","se_travel_top","","","1401320023"
"","1","40132","","32","","","401309","","","1401320024"
"","0","40132","","93","","","1","","","1401320025"
"","travel_topdrama_r_4013_danger_1","40132","0","3","","","7","","0","1401320026"
"","0","40132","","93","","","1.63","","","1401320027"
"","se_travel_top_aruma_04","40132","","23","","","se_travel_top","","","1401320028"
"","0","40132","","93","","","0.04","","","1401320029"
"","travel_topdrama_r_4013_touch_loop","40132","0.6","3","","","1000001","","1","1401320030"
"","0","40132","","93","","","0.4","","","1401320031"
"","se_travel_top_aruma_05","40132","","23","","","se_travel_top","","","1401320032"
"","0","40132","","93","","","1.33","","","1401320033"
"","-20","40132","","2","0","0","8","","-195","1401320034"
"0","travel_topdrama_r_4013_catch_1","40132","0","3","","0","8","","0","1401320035"
"","se_travel_top_aruma_06","40132","","23","","","se_travel_top","","","1401320036"
"0.1","travel_topdrama_r_4013_safe","40132","0.1","3","travel_topdrama_r_4013_static","0","7","","0","1401320037"
"0","travel_topdrama_r_4013_catch","40132","0.1","3","travel_topdrama_r_4013_runaway","1","1000001","","0","1401320038"
"","1","40132","","32","","","401313","","","1401320039"
"","0","40132","","93","","","0.66","","","1401320040"
"","1","40132","","32","","","401312","","","1401320041"
"","se_travel_top_aruma_07","40132","","23","","","se_travel_top","","","1401320042"
"","0","40132","","93","","","0.97","","","1401320043"
"","1","40132","","4","","","1000001","","","1401320044"
"","travel_topdrama_r_4013_runaway","40132","0","3","","1","1000001","","1","1401320045"
"","travel_topdrama_r_4000_run_normal","40132","0.1","3","","1","1000002","","1","1401320046"
"","travel_topdrama_r_4000_run_normal","40132","0.1","3","","1","1000003","","1","1401320047"
"","se_travel_top_aruma_08","40132","","23","","","se_travel_top","","","1401320048"
"","1","40132","","4","","0","8","","","1401320049"
"","-1600","40132","","2","2.5","0","8","","-195","1401320050"
"0","travel_topdrama_r_4013_runaway_1","40132","0","3","","1","8","","1","1401320051"
"","-1600","40132","","2","2.5","0","1000001","","-195","1401320052"
"","-20","40132","","2","1.4","0","1000002","","-195","1401320053"
"","-215","40132","","2","1.4","0","1000003","","-140","1401320054"
"","0","40132","","93","","","1.4","","","1401320055"
"","1","40132","","32","","","401310","","","1401320056"
"","travel_topdrama_r_4013_touch_2","40132","0.2","3","","","1000002","","0","1401320057"
"","travel_topdrama_r_4000_idle","40132","0.2","3","","","1000003","","1","1401320058"
"","0","40132","","93","","","1","","","1401320059"
"","travel_topdrama_r_4013_danger_2","40132","0","3","","","7","","0","1401320060"
"","0","40132","","93","","","1.67","","","1401320061"
"","1","40132","","32","","","401304","","","1401320062"
"","se_travel_top_aruma_10","40132","","23","","","se_travel_top","","","1401320063"
"","0","40132","","93","","","0.3","","","1401320064"
"","travel_topdrama_r_4013_touch_loop","40132","0.6","3","","","1000002","","1","1401320065"
"","0","40132","","93","","","0.1","","","1401320066"
"","se_travel_top_aruma_05","40132","","23","","","se_travel_top","","","1401320067"
"","0","40132","","93","","","0.06","","","1401320068"
"","1","40132","","32","","","401307","","","1401320069"
"","0","40132","","93","","","0.57","","","1401320070"
"","1","40132","","32","","","401314","","","1401320071"
"0.1","travel_topdrama_r_4013_out","40132","0.1","3","travel_topdrama_r_4013_idle","1","7","","0","1401320072"
"","se_travel_top_aruma_18","40132","","23","","","se_travel_top","","","1401320073"
"","1","40132","","32","","","401308","","","1401320074"
"","1","40132","","32","","","4013082","","","1401320075"
"","0","40132","","93","","","0.1","","","1401320076"
"0","travel_topdrama_r_4013_shock","40132","0","3","travel_topdrama_r_4013_run","1","1000002","","0","1401320077"
"0","travel_topdrama_r_4013_shock","40132","0","3","travel_topdrama_r_4013_run","1","1000003","","0","1401320078"
"","0","40132","","93","","","0.86","","","1401320079"
"","travel_topdrama_r_4013_run","40132","0","3","","","1000002","","1","1401320080"
"","travel_topdrama_r_4013_run","40132","0","3","","","1000003","","1","1401320081"
"","-1600","40132","","2","2.5","0","1000002","","-195","1401320082"
"","-1600","40132","","2","2.5","0","1000003","","-140","1401320083"
"","0","40132","","93","","","0.07","","","1401320084"
"","24","40132","","122","","","0","","0.4","1401320085"
"","1","40132","","32","","","401305","","","1401320086"
"","1","40132","","32","","","401306","","","1401320087"
"","0","40132","","93","","","0.9","","","1401320088"
"","se_travel_top_aruma_21","40132","","23","","","se_travel_top","","","1401320089"
"","0","40132","","93","","","1.1","","","1401320090"
"","","40132","","111","","","0","","","1401320091"
"","","40132","","91","","","0","","","1401320092"
"","401300","40141","1","31","-55","0.65","401300","","0","1401410001"
"0","0","40141","1","5","0","-73","0","normal","55","1401410002"
"","0","40141","","91","","","0","","","1401410003"
"0","1000001","40142","1.75","1","-20","-195","1","travel_topdrama_r_4000_idle","56","1401420001"
"0","1000002","40142","1.75","1","-260","-140","1","travel_topdrama_r_4000_idle","55","1401420002"
"0","1000003","40142","1.75","1","-450","-140","1","travel_topdrama_r_4000_idle","54","1401420003"
"0","7","40142","1","5","435","-150","7","travel_topdrama_r_4013_static","53","1401420004"
"0","8","40142","1.75","5","-2000","-2000","8","travel_topdrama_r_4013_catch_1","57","1401420005"
"","401301","40142","1","31","0","1","401301","","0","1401420006"
"","401303","40142","1","31","0","1","401303","","0","1401420007"
"","401304","40142","0","31","78","1","401304","","40","1401420008"
"","4013042","40142","0","31","78","1","401304","","40","1401420009"
"","401305","40142","0","31","-158","1","401305","","312","1401420010"
"","401306","40142","0","31","-158","1","401306","","312","1401420011"
"","401307","40142","0","31","188","0.8","401307","","36","1401420012"
"","401308","40142","0","31","200","1","401308","","-258","1401420013"
"","4013082","40142","0","31","255","1","401308","","-437","1401420014"
"","401309","40142","0","31","-15","1","401309","","120","1401420015"
"","401310","40142","0","31","-15","1","401310","","120","1401420016"
"","401311","40142","0","31","-10","1","401311","","120","1401420017"
"","401312","40142","0","31","-91","1","401312","","-42","1401420018"
"","4013122","40142","0","31","-91","1","401312","","-42","1401420019"
"","401313","40142","0","31","0","1","401313","","0","1401420020"
"","4013132","40142","0","31","0","1","401313","","0","1401420021"
"","401314","40142","0","31","0","1","401314","","0","1401420022"
"","401400","40142","1","31","0","1","400014","","0","1401420023"
"","0","40142","","91","","","0","","","1401420024"
"","0","40142","","93","","","1","","","1401420025"
"","travel_topdrama_r_4013_touch_1","40142","0.3","3","travel_topdrama_r_4013_touch_loop","1","1000001","","0","1401420026"
"","se_travel_top_aruma_01","40142","","23","","","se_travel_top","","","1401420027"
"","1","40142","","32","","","401309","","","1401420028"
"","0","40142","","93","","","1","","","1401420029"
"","travel_topdrama_r_4013_danger_1","40142","0","3","","","7","","0","1401420030"
"","0","40142","","93","","","1.63","","","1401420031"
"","se_travel_top_aruma_04","40142","","23","","","se_travel_top","","","1401420032"
"","0","40142","","93","","","0.04","","","1401420033"
"","travel_topdrama_r_4013_touch_loop","40142","0.3","3","","","1000001","","1","1401420034"
"","0","40142","","93","","","0.4","","","1401420035"
"","se_travel_top_aruma_05","40142","","23","","","se_travel_top","","","1401420036"
"","0","40142","","93","","","1.33","","","1401420037"
"","-20","40142","","2","0","0","8","","-195","1401420038"
"","travel_topdrama_r_4013_catch_1","40142","0","3","","0","8","","0","1401420039"
"","se_travel_top_aruma_06","40142","","23","","","se_travel_top","","","1401420040"
"0.1","travel_topdrama_r_4013_safe","40142","0.1","3","travel_topdrama_r_4013_static","0","7","","0","1401420041"
"","travel_topdrama_r_4013_catch","40142","0.1","3","","","1000001","","0","1401420042"
"","1","40142","","32","","","401313","","","1401420043"
"","0","40142","","93","","","0.66","","","1401420044"
"","1","40142","","32","","","401312","","","1401420045"
"","se_travel_top_aruma_07","40142","","23","","","se_travel_top","","","1401420046"
"","0","40142","","93","","","0.97","","","1401420047"
"","1","40142","","4","","","1000001","","","1401420048"
"","travel_topdrama_r_4013_runaway","40142","0","3","","","1000001","","1","1401420049"
"","travel_topdrama_r_4000_run_normal","40142","0.1","3","","","1000002","","1","1401420050"
"","travel_topdrama_r_4000_run_normal","40142","0.1","3","","","1000003","","1","1401420051"
"","se_travel_top_aruma_08","40142","","23","","","se_travel_top","","","1401420052"
"","1","40142","","4","","0","8","","","1401420053"
"","-1600","40142","","2","2.5","0","8","","-195","1401420054"
"","travel_topdrama_r_4013_runaway_1","40142","0","3","","1","8","","1","1401420055"
"","-1600","40142","","2","2.5","0","1000001","","-195","1401420056"
"","-20","40142","","2","1.4","0","1000002","","-195","1401420057"
"","-215","40142","","2","1.4","0","1000003","","-140","1401420058"
"","0","40142","","93","","","1.4","","","1401420059"
"","1","40142","","32","","","401310","","","1401420060"
"0.3","travel_topdrama_r_4013_touch_2","40142","0.2","3","travel_topdrama_r_4013_touch_loop","1","1000002","","0","1401420061"
"","travel_topdrama_r_4000_idle","40142","0.2","3","","","1000003","","1","1401420062"
"","0","40142","","93","","","1","","","1401420063"
"","travel_topdrama_r_4013_danger_2","40142","0","3","","","7","","0","1401420064"
"","0","40142","","93","","","1.67","","","1401420065"
"","1","40142","","32","","","401304","","","1401420066"
"","se_travel_top_aruma_10","40142","","23","","","se_travel_top","","","1401420067"
"","0","40142","","93","","","0.3","","","1401420068"
"","travel_topdrama_r_4013_touch_loop","40142","0.3","3","","","1000002","","1","1401420069"
"","0","40142","","93","","","0.2","","","1401420070"
"","se_travel_top_aruma_05","40142","","23","","","se_travel_top","","","1401420071"
"","0","40142","","93","","","0.83","","","1401420072"
"","0","40142","","4","","0","8","","","1401420073"
"","-20","40142","","2","0","0","8","","-195","1401420074"
"","travel_topdrama_r_4013_catch_2","40142","0","3","","","8","","0","1401420075"
"","se_travel_top_aruma_11","40142","","23","","","se_travel_top","","","1401420076"
"0.1","travel_topdrama_r_4013_safe","40142","0.1","3","travel_topdrama_r_4013_static","0","7","","0","1401420077"
"0","travel_topdrama_r_4013_catch","40142","0.1","3","travel_topdrama_r_4013_runaway","1","1000002","","0","1401420078"
"","1","40142","","32","","","4013132","","","1401420079"
"","0","40142","","93","","","0.66","","","1401420080"
"","1","40142","","32","","","4013122","","","1401420081"
"","se_travel_top_aruma_12","40142","","23","","","se_travel_top","","","1401420082"
"","0","40142","","93","","","0.97","","","1401420083"
"","1","40142","","4","","","1000002","","","1401420084"
"","travel_topdrama_r_4013_runaway","40142","0","3","","","1000002","","1","1401420085"
"","travel_topdrama_r_4000_run_normal","40142","0.1","3","","","1000003","","1","1401420086"
"","se_travel_top_aruma_08","40142","","23","","","se_travel_top","","","1401420087"
"","1","40142","","4","","0","8","","","1401420088"
"","-1600","40142","","2","2.5","0","8","","-195","1401420089"
"","travel_topdrama_r_4013_runaway_2","40142","0","3","","","8","","1","1401420090"
"","-1600","40142","","2","2.5","0","1000002","","-195","1401420091"
"","-20","40142","","2","1.4","0","1000003","","-195","1401420092"
"","0","40142","","93","","","1.4","","","1401420093"
"0.3","travel_topdrama_r_4013_touch_3","40142","0.2","3","travel_topdrama_r_4013_touch_loop","1","1000003","","0","1401420094"
"","1","40142","","32","","","401311","","","1401420095"
"","0","40142","","93","","","1","","","1401420096"
"","travel_topdrama_r_4013_danger_3_in","40142","0","3","","","7","","0","1401420097"
"","0","40142","","93","","","2.16","","","1401420098"
"","1","40142","","32","","","4013042","","","1401420099"
"","0","40142","","93","","","0.54","","","1401420100"
"","travel_topdrama_r_4013_touch_loop","40142","0.3","3","","","1000003","","1","1401420101"
"","0","40142","","93","","","0.34","","","1401420102"
"","1","40142","","32","","","401307","","","1401420103"
"","0","40142","","93","","","0.5","","","1401420104"
"","1","40142","","32","","","401314","","","1401420105"
"0.1","travel_topdrama_r_4013_out","40142","0.1","3","travel_topdrama_r_4013_idle","1","7","","0","1401420106"
"","se_travel_top_aruma_18","40142","","23","","","se_travel_top","","","1401420107"
"","1","40142","","32","","","401308","","","1401420108"
"","0","40142","","93","","","0.1","","","1401420109"
"0","travel_topdrama_r_4013_shock","40142","0","3","travel_topdrama_r_4013_run","1","1000003","","0","1401420110"
"","0","40142","","93","","","0.86","","","1401420111"
"","travel_topdrama_r_4013_run","40142","0","3","","","1000003","","1","1401420112"
"","-1600","40142","","2","2.5","0","1000003","","-195","1401420113"
"","0","40142","","93","","","0.07","","","1401420114"
"","24","40142","","122","","","0","","0.4","1401420115"
"","1","40142","","32","","","401305","","","1401420116"
"","1","40142","","32","","","401306","","","1401420117"
"","0","40142","","93","","","0.9","","","1401420118"
"","se_travel_top_aruma_21","40142","","23","","","se_travel_top","","","1401420119"
"","0","40142","","93","","","1.1","","","1401420120"
"","","40142","","111","","","0","","","1401420121"
"","","40142","","91","","","0","","","1401420122"
"","401300","40151","1","31","-55","0.65","401300","","0","1401510001"
"0","0","40151","1","5","0","-73","0","normal","55","1401510002"
"","0","40151","","91","","","0","","","1401510003"
"0","1000001","40152","1.75","1","-20","-195","1","travel_topdrama_r_4000_idle","56","1401520001"
"0","1000002","40152","1.75","1","-260","-140","1","travel_topdrama_r_4000_idle","55","1401520002"
"0","1000003","40152","1.75","1","-450","-140","1","travel_topdrama_r_4000_idle","54","1401520003"
"0","7","40152","1","5","435","-150","7","travel_topdrama_r_4013_static","53","1401520004"
"0","8","40152","1.75","5","-2000","-2000","8","travel_topdrama_r_4013_catch_1","57","1401520005"
"","401301","40152","1","31","0","1","401301","","0","1401520006"
"","401303","40152","1","31","0","1","401303","","0","1401520007"
"","401304","40152","0","31","78","1","401304","","40","1401520008"
"","4013042","40152","0","31","78","1","401304","","40","1401520009"
"","401315","40152","0","31","78","1","401315","","40","1401520010"
"","401316","40152","0","31","103","1","401316","","27","1401520011"
"","401307","40152","0","31","188","0.8","401307","","36","1401520012"
"","401309","40152","0","31","-15","1","401309","","120","1401520013"
"","401310","40152","0","31","-15","1","401310","","120","1401520014"
"","401311","40152","0","31","-10","1","401311","","120","1401520015"
"","401312","40152","0","31","-91","1","401312","","-42","1401520016"
"","4013122","40152","0","31","-91","1","401312","","-42","1401520017"
"","4013123","40152","0","31","-81","1","401312","","-42","1401520018"
"","401313","40152","0","31","0","1","401313","","0","1401520019"
"","4013132","40152","0","31","0","1","401313","","0","1401520020"
"","4013133","40152","0","31","0","1","401313","","0","1401520021"
"","401500","40152","1","31","0","1","400015","","0","1401520022"
"","0","40152","","91","","","0","","","1401520023"
"","0","40152","","93","","","1","","","1401520024"
"0.3","travel_topdrama_r_4013_touch_1","40152","0.2","3","travel_topdrama_r_4013_touch_loop","1","1000001","","0","1401520025"
"","se_travel_top_aruma_01","40152","","23","","","se_travel_top","","","1401520026"
"","1","40152","","32","","","401309","","","1401520027"
"","0","40152","","93","","","1","","","1401520028"
"","travel_topdrama_r_4013_danger_1","40152","0","3","","","7","","0","1401520029"
"","0","40152","","93","","","1.63","","","1401520030"
"","se_travel_top_aruma_04","40152","","23","","","se_travel_top","","","1401520031"
"","0","40152","","93","","","0.04","","","1401520032"
"","travel_topdrama_r_4013_touch_loop","40152","0.3","3","","","1000001","","1","1401520033"
"","0","40152","","93","","","0.4","","","1401520034"
"","se_travel_top_aruma_05","40152","","23","","","se_travel_top","","","1401520035"
"","0","40152","","93","","","0.83","","","1401520036"
"","-20","40152","","2","0","0","8","","-195","1401520037"
"","travel_topdrama_r_4013_catch_1","40152","0","3","","","8","","0","1401520038"
"","se_travel_top_aruma_06","40152","","23","","","se_travel_top","","","1401520039"
"0.1","travel_topdrama_r_4013_safe","40152","0.1","3","travel_topdrama_r_4013_static","0","7","","0","1401520040"
"","travel_topdrama_r_4013_catch","40152","0.1","3","","","1000001","","0","1401520041"
"","1","40152","","32","","","401313","","","1401520042"
"","0","40152","","93","","","0.66","","","1401520043"
"","1","40152","","32","","","401312","","","1401520044"
"","se_travel_top_aruma_07","40152","","23","","","se_travel_top","","","1401520045"
"","0","40152","","93","","","0.97","","","1401520046"
"","1","40152","","4","","","1000001","","","1401520047"
"","travel_topdrama_r_4013_runaway","40152","0","3","","","1000001","","1","1401520048"
"","travel_topdrama_r_4000_run_normal","40152","0.1","3","","","1000002","","1","1401520049"
"","travel_topdrama_r_4000_run_normal","40152","0.1","3","","","1000003","","1","1401520050"
"","se_travel_top_aruma_08","40152","","23","","","se_travel_top","","","1401520051"
"","1","40152","","4","","0","8","","","1401520052"
"","-1600","40152","","2","2.5","0","8","","-195","1401520053"
"","travel_topdrama_r_4013_runaway_1","40152","0","3","","1","8","","1","1401520054"
"","-1600","40152","","2","2.5","0","1000001","","-195","1401520055"
"","-20","40152","","2","1.4","0","1000002","","-195","1401520056"
"","-215","40152","","2","1.4","0","1000003","","-140","1401520057"
"","0","40152","","93","","","1.4","","","1401520058"
"","1","40152","","32","","","401310","","","1401520059"
"0.3","travel_topdrama_r_4013_touch_2","40152","0.2","3","travel_topdrama_r_4013_touch_loop","1","1000002","","0","1401520060"
"","travel_topdrama_r_4000_idle","40152","0.2","3","","","1000003","","1","1401520061"
"","0","40152","","93","","","1","","","1401520062"
"","travel_topdrama_r_4013_danger_2","40152","0","3","","","7","","0","1401520063"
"","0","40152","","93","","","1.67","","","1401520064"
"","1","40152","","32","","","401304","","","1401520065"
"","se_travel_top_aruma_10","40152","","23","","","se_travel_top","","","1401520066"
"","0","40152","","93","","","0.3","","","1401520067"
"","travel_topdrama_r_4013_touch_loop","40152","0.3","3","","","1000002","","1","1401520068"
"","0","40152","","93","","","0.2","","","1401520069"
"","se_travel_top_aruma_05","40152","","23","","","se_travel_top","","","1401520070"
