e049f4ed67d63814444096b7e07abc97a1a29b73fcce152ccea6b0b8160e900e,8972afb8199589dae6ea1fd3b2deb100ba52f7bee01934fbeb4ae50e9017f363,9a4ba1e305caee9045b577f80d0e2389eff7b8d748f890c0e1ec144194baf197,bb2ff65456fe2757b2eb2bb2c6139f655b318c0781ef56f1d76303f8ab0f49d7,8c0f67bc83450cacb6630f045834588bfed0448289ccb1335e8fecec0c5ab1b2,f09c9cf9ce074de28aa9fdd5a1c15d086f26db2a1e6640884e6fefcd8a1e5809,b65a9e7e74c5771b8a99b0a0994de2e782bc56596343e18f85ba53af4231d680,529f5289d50e132a1e79dd61f17ccbafdc4e929b725533843b958f547e9fe916,223d5569d739d6e35ac9cd0dd7169f3344a79778ee17cda668a700ecc28557f8,f4f344cd2b22838f5adcf626063d8294181c0bf9902100929131ac79767d8d17,21312bef29b7131e14edab66683608465688036f89c0d89f85938e768ef37135,a186ca8d885ce9b88aa06d586b30e2510b4fef2072cbe12162369b3a1c10dead
"","0","","2","0","1","3","0","0","60004","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？","559"
"","0","","2","0","1","3","0","0","60004","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","560"
"","0","","2","0","1","3","0","0","60004","今日の運勢は中吉！　健康に気を遣って気持ちのいい一年を！\n体に不調があるときは遠慮なく言いなさい、隅々まで調べてあげる","561"
"","0","","2","0","1","3","0","0","60004","今日の運勢は中吉！　歌を口ずさみ、幸運を呼び込もう！\n幸運になれるかは分からないけど……一緒に、歌いましょ？","562"
"","0","","2","0","1","3","0","0","60004","今日の運勢は中吉！　誰かに尽くすことで掴める幸せもあるかも？\n人事を尽くして天命を待つ！　さ、年始もバリバリ働きますわよ♪","563"
"","0","","2","0","1","4","0","0","60004","今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","564"
"","0","","2","0","1","4","0","0","60004","今日の運勢は小吉！　無理は禁物、お家で静かにしていましょう　プロぼっちの私が、お家での過ごし方……教えてあげましょうか？","565"
"","0","","2","0","1","4","0","0","60004","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！","566"
"","0","","2","0","2","4","0","0","60004","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","567"
"","0","","2","0","1","4","0","0","60004","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","568"
"","0","","2","0","1","4","0","0","60004","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","569"
"","0","","2","0","2","4","0","0","60004","今日の運勢は小吉！　小さな勇気で踏み出す一歩が大事！\n遠くから見てるだけじゃダメ。今日は、少しだけ近づいてみます！","570"
"カリン","0","","3","2","0","0","0","190804","60004","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","571"
"カリン","7","","3","3","0","0","0","190804","60004","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","572"
"カリン","0","","1","1","1","0","0","190804","60005","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","573"
"","0","","2","0","1","1","0","0","60005","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","574"
"","0","","2","0","1","1","0","0","60005","今日の運勢は姫吉！　ずっと祈り続けていた願いが叶うかも！\nきっとあんたならたどり着けるわ、ハッピーエンドのその先に","575"
"","0","","2","0","2","1","0","0","60005","今日の運勢は姫吉！　道を歩けば幸運に当たる、最高の吉日！　　さすがは兄様。尽善尽美、金甌無欠の強運をお持ちですね。","576"
"","0","","2","0","2","1","0","0","60005","今日の運勢は姫吉！　旅立ち、どこへ行くもよし！　　　　　　　新年の門出も、お兄さんと一緒です♪　冒険にしゅっぱーつ♪","577"
"","0","","2","0","2","1","0","0","60005","今日の運勢は姫吉！　一日三食食べれば健康運アップ！　　　　　おせち。おぞうに。もっと、たべよ？　お兄。","578"
"","0","","2","0","1","2","0","0","60005","今日の運勢は大吉！　あなたの趣味がもっと広がるかも！\nかんわゆ～～～いショタと～騎士きゅんもゲット～んふふ～♪","579"
"","0","","2","0","1","2","0","0","60005","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","580"
"","0","","2","0","1","2","0","0","60005","今日の運勢は大吉！　日々の努力が実り、何事も良い方向へ！　　そんな弟くんには、お姉ちゃんのよしよしぎゅ～っをプレゼント♪","581"
"","0","","2","0","2","2","0","0","60005","今日の運勢は大吉！　お出かけするといいことあるかも？　　　　また一緒に、お忍びデートしてくださいね……騎士♪","582"
"","0","","2","0","2","2","0","0","60005","今日の運勢は大吉！　転居するならあたたかい場所が吉！　　　　煉獄の世なれど、住めば都と申しんす。ゆるりときなんせ……♪","583"
"","0","","2","0","1","3","0","0","60005","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","584"
"","0","","2","0","1","3","0","0","60005","今日の運勢は中吉！　誰かに尽くすことで掴める幸せもあるかも？\n人事を尽くして天命を待つ！　さ、年始もバリバリ働きますわよ♪","585"
"","0","","2","0","1","3","0","0","60005","今日の運勢は中吉！　歌を口ずさみ、幸運を呼び込もう！\n幸運になれるかは分からないけど……一緒に、歌いましょ？","586"
"","0","","2","0","1","3","0","0","60005","今日の運勢は中吉！　健康に気を遣って気持ちのいい一年を！\n体に不調があるときは遠慮なく言いなさい、隅々まで調べてあげる","587"
"","0","","2","0","1","3","0","0","60005","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","588"
"","0","","2","0","2","3","0","0","60005","今日の運勢は中吉！　争いごとは勝つが油断は大敵！　　　　　　ま、このあたしと一緒なら、向かうところ敵はねーですよっ！","589"
"","0","","2","0","2","3","0","0","60005","今日の運勢は中吉！　ラッキーアイテムは「光るもの」！　　　　ハツネちゃんの「きらーんっ☆」な魔法、見せちゃおうかなっ？","590"
"","0","","2","0","1","4","0","0","60005","今日の運勢は小吉！　のんびり穏やかな一日となるでしょう！　　あなた様を邪魔するものは全てエリコが排除しますわ、クスクス♪","591"
"","0","","2","0","1","4","0","0","60005","今日の運勢は小吉！　小さな勇気で踏み出す一歩が大事！\n遠くから見てるだけじゃダメ。今日は、少しだけ近づいてみます！","592"
"","0","","2","0","1","4","0","0","60005","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","593"
"","0","","2","0","1","4","0","0","60005","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","594"
"","0","","2","0","1","4","0","0","60005","今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","595"
"","0","","2","0","2","4","0","0","60005","今日の運勢は小吉！　空を眺めると気持ちが晴れやかに！　　　　眺めるだけじゃなくて、ひとっ飛びしちゃいましょうかっ♪","596"
"","0","","2","0","2","4","0","0","60005","今日の運勢は小吉！　掃除をすると運勢が開けそう！　　　　　　「わ、めんど」「ヴルムっ！　新年早々サボっちゃダメなんだからね！」","597"
"カリン","0","","3","2","0","0","0","190804","60005","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","598"
"カリン","7","","3","3","0","0","0","190804","60005","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","599"
"カリン","0","","1","1","1","0","0","190804","60006","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","600"
"","0","","2","0","2","1","0","0","60006","今日の運勢は姫吉！　勇気を持って、新しいことに挑戦しよう！\n幸先がいいねえ少年！　今年もいい一年になるよう祈ってるよ。","601"
"","0","","2","0","2","1","0","0","60006","今日の運勢は姫吉！　どんなピンチも簡単に乗り越えられそう！\nよい結果が出たようで何よりです。さて、待人の方は……ふふ。","602"
"","0","","2","0","2","1","0","0","60006","今日の運勢は姫吉！　あの人と仲直り……できちゃうかも！？\nはあ……この私があなたの運勢に興味を抱くわけないでしょう？","603"
"","0","","2","0","1","2","0","0","60006","今日の運勢は大吉！　身近な友達との絆が深まる予感……？\n騎士様は、どなたと友誼を結ぶのでしょう？　気になります……","604"
"","0","","2","0","2","2","0","0","60006","今日の運勢は大吉！　ラッキーアイテムは「蛇の抜け殻」！\nこのアタシにお目にかかれるなんて……アンタ、幸せものね♪","605"
"","0","","2","0","2","3","0","0","60006","今日の運勢は中吉！　気になるあの人に会えちゃうかも！？\n『初夢を正夢にする枕』であなたに会え……な、なんでもない！","606"
"","0","","2","0","2","3","0","0","60006","今日の運勢は中吉！　子供に戻って、一日中遊びつくそう！\nお年玉でけん玉ゲット！　おじちゃん、もしかめ一万回やって！","607"
"","0","","2","0","1","3","0","0","60006","今日の運勢は中吉！　今日はおうちで、ゆーっくりくつろごう。\nお雑煮よし。みかんよし。さ、こたつで寝正月だ。君も入る？","608"
"","0","","2","0","2","4","0","0","60006","今日の運勢は小吉！　突然のドッキリに注意！\nおや、後ろに髪の長い女の霊が──フフ、冗談です。私ですよ。","609"
"","0","","2","0","2","4","0","0","60006","今日の運勢は小吉。慌てなくても、幸運はきっとやってくる。\n運は自分で掴むもの──媛が言ってました。でも、どうやって？","610"
"カリン","0","","3","2","0","0","0","190804","60006","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","611"
"カリン","5","","3","3","0","0","0","190804","60006","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","612"
"カリン","0","","1","1","1","0","0","190804","60007","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","613"
"","0","","2","0","2","1","0","0","60007","今日の運勢は姫吉！　絶好調で最高の一日になりそう♪\nわたしも、騎士クンが一緒ならいつだって最高に幸せな日だよ……","614"
"","0","","2","0","2","1","0","0","60007","今日の運勢は姫吉！　新しいことに挑戦するチャンス！\nお姉さんも一緒に挑戦しちゃおっかな♪　飲み処の新規開拓とか！","615"
"","0","","2","0","2","1","0","0","60007","今日の運勢は姫吉！　日々の努力が実を結ぶ予感！\n今日一日鍛錬に勤しむべき、ということだな。では早速行こうか。","616"
"","0","","2","0","2","2","0","0","60007","今日の運勢は大吉！　家族サービスにはぴったりの日！\nさっそく弟くんにあまあまお姉ちゃんの出血大サービス、だよっ♪","617"
"","0","","2","0","2","2","0","0","60007","今日の運勢は大吉！　笑顔で過ごせば周りもみんなハッピーかも！\n『笑う顔はフグになる』ですねっ。幸せいっぱいお届けしますっ","618"
"","0","","2","0","2","3","0","0","60007","今日の運勢は中吉！　恋愛運良し、積極的な行動に成果が！？\nじゃあ騎士さんのこと、拉致しちゃうとか★　恋愛成就確定です♥","619"
"","0","","2","0","2","3","0","0","60007","今日の運勢は中吉！　おめかししたら運気も上昇？\n毛並がふわふわになるまでブラッシングしたわ♪　ふふ、完璧ね！","620"
"","0","","2","0","2","4","0","0","60007","今日の運勢は小吉！　知らない場所に行くと新たな発見が！\n未知の場所……一人では恐ろしくて。騎士さま、どうかお力添えを","621"
"","0","","2","0","2","4","0","0","60007","今日の運勢は小吉！　ラッキーアイテムは鳥の羽根！\nだからって、私の羽を毟ろうとしないでくださ～いっ！","622"
"カリン","0","","3","2","0","0","0","190804","60007","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","623"
"カリン","5","","3","3","0","0","0","190804","60007","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","624"
