c5462845f17fff6139b3125420fa7a14e8685296b34e93e16f9eb78335a6f865,dba80a2dc8a89f3c58308dfdfc1c5619ea0634888bd7f2bacb88f68ce0490f23,eee07379f7f5802de45f8eccd332e9c17b67636962d9fde289023f3287cc6048,49d1da0a36c1ce22e6d09754deaba835fabf37a200de4de6247f950370891f80,07c04ec021506927a386b5047f04e9332ed9fb597be05f0d286faf750945be42,ceee40fa7990cd8f2bc656bb709586cfd3409b7272b94505e35c5580fd6f1c38,829cf125cf6309432cf5816f394574b53b44bad6e37ba38abf4fee9716d17735,0da2555285d65b09d383aa0a0c5273be0b93d1defe87018504cab9921fccbd93,c99179550b60a5ed0a2560fe68a352887541ee54d0e043113947f661df57e85c,eb6219591457867ad6ed602903c8f2ae3057a99f4c772e4ae93f7b73ac902f4a,486dbf7f07cbd6fef07572458a5506c87a96b9048ca21a2a36ec83b0de9dbd6a
"68072","surprise3_loop_anger2","5146068","","0","1060","0","surprise3_in_anger2","1","0.2","3"
"68073","0","5146068","","","vo_apg","0","vo_apg_0808","","","21"
"68074","1","5146068","0","0","106011","10","ハンドルとドーナツ間違えんな～っ！","1","0","11"
"68075","","5146068","","","0","","","","","91"
"68076","","5146068","","","106011","","0","","","4"
"68077","","5146068","","","1060","","0","","","4"
"68078","","5146068","","","106011","1","surprise3_loop_surprise_slow","","0.2","3"
"68079","","5146068","","","1060","1","surprise3_loop_surprise_slow","","0.2","3"
"68080","peko_slurp_loop","5146068","","0","105811","0","peko_slurp_in","1","0.2","3"
"68081","peko_slurp_loop","5146068","","0","1058","0","peko_slurp_in","1","0.2","3"
"68082","takeout_talk","5146068","","0","130911","0","takeout_in","1","0.2","3"
"68083","takeout_talk","5146068","","0","97","0","takeout_in","1","0.2","3"
"68084","0","5146068","","","vo_apg","0","vo_apg_0809","","","21"
"68085","1","5146068","0","0","130911","10","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","1","0","11"
"68086","","5146068","","","0","","","","","91"
"68087","","5146068","","","130911","1","takeout_idle","","0.2","3"
"68088","","5146068","","","97","1","takeout_idle","","0.2","3"
"68089","","5146068","","","105811","1","peko_slurp_loop","","0.2","3"
"68090","","5146068","","","1058","1","peko_slurp_loop","","0.2","3"
"68091","cool_talk_jitome","5146068","","0.2","106011","0","cool_idle_jitome","1","0.2","3"
"68092","cool_talk_jitome","5146068","","0.2","1060","0","cool_idle_jitome_in","1","0.2","3"
"68093","0","5146068","","","vo_apg","0","vo_apg_0810","","","21"
"68094","1","5146068","0","0","106011","10","……\nドーナツはドーナツなのね…","1","0","11"
"68095","","5146068","","","0","","","","","91"
"68096","","5146068","","","68097","","","","","101"
"68097","","5146068","","","0","","0.2","","","22"
"69001","-225","5146069","riri_idle","0","1","100","131311","-278","1.8","1"
"69002","-225","5146069","riri_idle","0","5","101","1313","-278","1.8","5"
"69003","-385","5146069","idle_normal","0","1","103","131411","-288","1.8","1"
"69004","-385","5146069","idle_normal","0","2","104","1314","-288","1.8","5"
"69005","225","5146069","joy_idle_noface","1","1","106","130911","-278","1.8","1"
"69006","225","5146069","joy_idle_kururu","1","1","107","98","-278","1.8","5"
"69007","","5146069","","","131311","","200","","","13"
"69008","","5146069","","","131411","","203","","","13"
"69009","","5146069","","","130911","","206","","","13"
"69010","0","5146069","idle","0","9","15","9","-174","0.85","5"
"69011","-307","5146069","empty","0","22","210","22","12","1","5"
"69012","0","5146069","empty","0","21","60","21","153","1","5"
"69013","0","5146069","","","1","0","1","1","1","31"
"69014","","5146069","","","0","","0","","","91"
"69015","","5146069","","","0","0","0","","","102"
"69016","","5146069","","","1","","0","","","93"
"69017","","5146069","","","131311","1","riri_talk_noface","","0.2","3"
"69018","","5146069","","","1313","1","riri_talk_noface","","0.2","3"
"69019","","5146069","","","131411","1","idle_normal_surprise_lookupS","","0.2","3"
"69020","","5146069","","","1314","1","idle_normal_surprise_lookupS","","0.2","3"
"69021","0","5146069","","","vo_apg","0","vo_apg_0901","","","21"
"69022","1","5146069","0","0","131311","10","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","1","0","11"
"69023","","5146069","","","0","","","","","91"
"69024","","5146069","","","131311","1","riri_idle_lookup","","0.2","3"
"69025","","5146069","","","1313","1","riri_idle_lookup","","0.2","3"
"69026","","5146069","","","21","0","coffee_2_in","","0","3"
"69027","","5146069","","","se_10055900","0","se_10055900_photo","","","23"
"69028","","5146069","","","0.1","","0","","","93"
"69029","talk_normal_joy_lookup","5146069","","0.2","131411","0","idle_normal_surprise_lookup","1","0.2","3"
"69030","talk_normal_joy_lookup","5146069","","0.2","1314","0","idle_normal_surprise_lookup","1","0.2","3"
"69031","0","5146069","","","vo_apg","0","vo_apg_0902","","","21"
"69032","1","5146069","0","0","131411","10","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","1","0","11"
"69033","","5146069","","","0","","","","","91"
"69034","","5146069","","","131311","1","riri_idle_surprise","","0.2","3"
"69035","","5146069","","","1313","1","riri_idle_surprise","","0.2","3"
"69036","","5146069","","","131411","1","idle_normal_surprise","","0.2","3"
"69037","","5146069","","","1314","1","idle_normal_surprise","","0.2","3"
"69038","talk_normal_joy","5146069","","0.2","130911","0","handsup_to_talk","1","0.2","3"
"69039","","5146069","","0.2","98","1","handsup","","0.2","3"
"69040","0","5146069","","","vo_apg","0","vo_apg_0903","","","21"
"69041","1","5146069","0","0","130911","10","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","1","0","11"
"69042","","5146069","","","0","","","","","91"
"69043","","5146069","","","130911","1","joy_talk_anger","","0.2","3"
"69044","0","5146069","","","vo_apg","0","vo_apg_0904","","","21"
"69045","1","5146069","0","0","130911","10","これはですねっ！\n『隠れかばばん君』です♪","1","0","11"
"69046","","5146069","","","0","","","","","91"
"69047","","5146069","","","130911","1","joy_idle_doya","","0.2","3"
"69048","notice_loop_shy","5146069","","0","131311","0","notice_in_shy","1","0.2","3"
"69049","notice_loop_shy","5146069","","0","1313","0","notice_in_shy","1","0.2","3"
"69050","","5146069","","","131411","1","surprise_talk_normal","","0.2","3"
"69051","","5146069","","","1314","1","surprise_talk_normal","","0.2","3"
"69052","0","5146069","","","vo_apg","0","vo_apg_0905","","","21"
"69053","","5146069","","","22","0","0905_in","","0","3"
"69054","","5146069","","","1.2","","1","","","93"
"69055","","5146069","","","22","0","0905_mid","","0","3"
"69056","","5146069","","","","","","","","92"
"69057","","5146069","","","22","0","0905_out","","0","3"
"69058","","5146069","","","0.2","","0","","","93"
"69059","","5146069","","","0","","","","","91"
"69060","","5146069","","","131311","1","riri_sad_talk_dead","","0.2","3"
"69061","","5146069","","","1313","1","riri_sad_talk_dead","","0.2","3"
"69062","","5146069","","","131411","1","surprise_idle","","0.2","3"
"69063","","5146069","","","1314","1","surprise_idle","","0.2","3"
"69064","","5146069","","","130911","1","idle_normal_surprise2","","0.2","3"
"69065","0","5146069","","","vo_apg","0","vo_apg_0906","","","21"
"69066","1","5146069","0","0","131311","10","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","1","0","11"
"69067","","5146069","","","0","","","","","91"
"69068","","5146069","","","131311","1","riri_sad_idle","","0.2","3"
"69069","","5146069","","","1313","1","riri_sad_idle","","0.2","3"
"69070","talk_normal_dere","5146069","","0.2","130911","0","watawata","1","0.2","3"
"69071","talk_normal_dere","5146069","","0.2","98","0","watawata","1","0.2","3"
"69072","0","5146069","","","vo_apg","0","vo_apg_0907","","","21"
"69073","1","5146069","0","0","130911","10","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","1","0","11"
"69074","","5146069","","","0","","","","","91"
"69075","","5146069","","","130911","1","idle_normal_noface","","0.2","3"
"69076","","5146069","","","98","1","idle_normal_kururu","","0.2","3"
"69077","","5146069","","","21","0","coffee_2_out","","0","3"
"69078","","5146069","","","131411","1","clear_wish_talk_joy","","0.2","3"
"69079","","5146069","","","1314","1","clear_wish_talk_joy","","0.2","3"
"69080","0","5146069","","","vo_apg","0","vo_apg_0908","","","21"
"69081","1","5146069","0","0","131411","10","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","1","0","11"
"69082","","5146069","","","0","","","","","91"
"69083","","5146069","","","131411","1","clear_wish_idle","","0.2","3"
"69084","","5146069","","","1314","1","clear_wish_idle","","0.2","3"
"69085","","5146069","","","131311","1","guts2_talk_joy3","","0.2","3"
"69086","","5146069","","","1313","1","guts2_talk_joy3","","0.2","3"
"69087","0","5146069","","","vo_apg","0","vo_apg_0909","","","21"
"69088","1","5146069","0","0","131311","10","はい、リアさん！","1","0","11"
"69089","","5146069","","","0","","","","","91"
"69090","","5146069","","","131311","1","riri_idle","","0.2","3"
"69091","","5146069","","","1313","1","riri_idle","","0.2","3"
"69092","","5146069","","","131411","1","clear_wish_idle_normal","","0.2","3"
"69093","","5146069","","","1314","1","clear_wish_idle_normal","","0.2","3"
"69094","","5146069","","","130911","1","talk_normal_anger","","0.2","3"
"69095","","5146069","","","98","1","talk_normal","","0.2","3"
"69096","0","5146069","","","vo_apg","0","vo_apg_0910","","","21"
"69097","1","5146069","0","0","130911","10","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","1","0","11"
"69098","","5146069","","","0","","","","","91"
"69099","","5146069","","","130911","1","idle_normal_noface","","0.2","3"
"69100","","5146069","","","98","1","idle_normal_kururu","","0.2","3"
"69101","idle_normal_joy2","5146069","","0","131311","0","riri_bow","1","0.2","3"
"69102","idle_normal_joy2","5146069","","0","1313","0","riri_bow","1","0.2","3"
"69103","idle_normal_joy2","5146069","","0.2","131411","0","clear_agree","1","0.2","3"
"69104","idle_normal_joy2","5146069","","0.2","1314","0","clear_agree","1","0.2","3"
"69105","0","5146069","","","vo_apg","0","vo_apg_0911","","","21"
"69106","","5146069","","","22","0","0911_in","","0","3"
"69107","","5146069","","","0.9","","1","","","93"
"69108","","5146069","","","22","0","0911_mid","","0","3"
"69109","","5146069","","","","","","","","92"
"69110","","5146069","","","22","0","0911_out","","0","3"
"69111","","5146069","","","0.2","","0","","","93"
"69112","","5146069","","","0","","","","","91"
"69113","","5146069","","","130911","","0","","","4"
"69114","","5146069","","","98","","0","","","4"
"69115","","5146069","","","131311","1","walk_normal_slow","","0.2","3"
"69116","","5146069","","","1313","1","walk_normal_slow","","0.2","3"
"69117","","5146069","","","131411","1","walk_normal_slow","","0.2","3"
"69118","","5146069","","","1314","1","walk_normal_slow","","0.2","3"
"69119","","5146069","","","130911","1","walk_kyapi_slow","","0.2","3"
"69120","","5146069","","","98","1","walk_kyapi_slow","","0.2","3"
"69121","1.5","5146069","","","131311","-278","-75","0","","2"
"69122","1.5","5146069","","","1313","-278","-75","0","","2"
"69123","1.5","5146069","","","131411","-288","-225","0","","2"
"69124","1.5","5146069","","","1314","-288","-225","0","","2"
"69125","1.5","5146069","","","130911","-278","325","0","","2"
"69126","","5146069","","","1.5","","0","","","93"
"69127","","5146069","","","131311","","1","","","4"
"69128","","5146069","","","1313","","1","","","4"
"69129","","5146069","","","130911","","1","","","4"
"69130","","5146069","","","131311","1","idle_normal_surprise","","0.2","3"
"69131","","5146069","","","1313","1","idle_normal_surprise","","0.2","3"
"69132","notice_loop_dere","5146069","","0","131411","0","notice_in_dere","1","0.2","3"
"69133","notice_loop_dere","5146069","","0","1314","0","notice_in_dere","1","0.2","3"
"69134","","5146069","","","130911","1","idle_normal_surprise","","0.2","3"
"69135","0","5146069","","","vo_apg","0","vo_apg_0912","","","21"
"69136","1","5146069","0","0","131411","10","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","1","0","11"
"69137","","5146069","","","0","","","","","91"
"69138","","5146069","","","130911","0","hawawa","","0.2","3"
"69139","0","5146069","","","vo_apg","0","vo_apg_0913","","","21"
"69140","1","5146069","0","0","130911","10","はわわっ！？","1","-30","11"
"69141","","5146069","","","0","","","","","91"
"69142","","5146069","","","130911","0","bowbowbow","","0.1","3"
"69143","","5146069","","","131311","","0","","","4"
"69144","","5146069","","","1313","","0","","","4"
"69145","","5146069","","","131311","1","riri_talk_noervous","","0.2","3"
"69146","","5146069","","","1313","1","riri_talk_noervous","","0.2","3"
"69147","clear_smile_idle","5146069","","0","131411","0","clear_smile_in","1","0.2","3"
"69148","clear_smile_idle","5146069","","0","1314","0","clear_smile_in","1","0.2","3"
"69149","0","5146069","0","0","131311","2","2","0","0","12"
"69150","0","5146069","0","0","131411","2","2","0","0","12"
"69151","0","5146069","0","0","130911","2","2","0","-30","12"
"69152","","5146069","","","2","","0","","","93"
"69153","","5146069","","","69154","","","","","101"
"69154","","5146069","","","0","","0.2","","","22"
"70001","0","5146070","walk_normal_joy","1","1","106","102111","-278","1.8","1"
"70002","-195","5146070","idle_normal","0","1","107","99","-278","1.8","5"
"70003","195","5146070","idle_normal_noface","1","1","108","130911","-278","1.8","1"
"70004","195","5146070","idle_normal_kururu","1","1","109","98","-278","1.8","5"
"70005","","5146070","","","102111","","206","","","13"
"70006","","5146070","","","130911","","208","","","13"
"70007","0","5146070","idle","0","10","15","10","-174","0.85","5"
"70008","-237","5146070","empty","0","20","290","20","48","1","5"
"70009","0","5146070","","","1","0","1","1","1","31"
"70010","-57.7","5146070","","","2","0","2","1","1","31"
"70011","","5146070","","","2","","black","","","37"
"70012","-278","5146070","","","14","-176","14","1","0","31"
"70013","","5146070","","","0","","0","","","91"
"70014","","5146070","","","0","0","0","","","102"
"70015","","5146070","","","0.4","","0","","","93"
"70016","","5146070","","","2","","iris_out","","","37"
"70017","2","5146070","","","102111","-278","-195","0","","2"
"70018","","5146070","","","2","","0","","","93"
"70019","","5146070","","","102111","","0","","","4"
"70020","","5146070","","","102111","1","idle_normal_joy","","0.2","3"
"70021","","5146070","","","99","1","idle_normal_joy","","0.2","3"
"70022","","5146070","","","0.1","","0","","","93"
"70023","","5146070","","","102111","1","wish_talk_noface","","0.2","3"
"70024","","5146070","","","99","1","kurumi_wish_talk","","0.2","3"
"70025","0","5146070","","","vo_apg","0","vo_apg_1001","","","21"
"70026","1","5146070","0","0","102111","10","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","1","0","11"
"70027","","5146070","","","0","","","","","91"
"70028","sad_talk_normal","5146070","","0.2","102111","0","notice_in_normal2","1","0.2","3"
"70029","sad_talk","5146070","","0.2","99","0","notice_in","1","0.2","3"
"70030","0","5146070","","","vo_apg","0","vo_apg_1002","","","21"
"70031","1","5146070","0","0","102111","10","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","1","0","11"
"70032","","5146070","","","0","","","","","91"
"70033","","5146070","","","102111","1","talk_normal_noface","","0.2","3"
"70034","","5146070","","","99","1","kurumi_talk_normal","","0.2","3"
"70035","0","5146070","","","vo_apg","0","vo_apg_1003","","","21"
"70036","1","5146070","0","0","102111","10","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","1","0","11"
"70037","","5146070","","","0","","","","","91"
"70038","","5146070","","","102111","1","idle_normal_noface","","0.2","3"
"70039","","5146070","","","99","1","kurumi_idle_normal","","0.2","3"
"70040","","5146070","","","130911","1","kururu_wish_talk_joy","","0.2","3"
"70041","","5146070","","","98","1","kururu_wish_talk_joy","","0.2","3"
"70042","0","5146070","","","vo_apg","0","vo_apg_1004","","","21"
"70043","1","5146070","0","0","130911","10","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","1","0","11"
"70044","","5146070","","","0","","","","","91"
"70045","","5146070","","","130911","1","kururu_wish_idle_surprise","","0.2","3"
"70046","","5146070","","","98","1","kururu_wish_idle_light","","0.2","3"
"70047","","5146070","","","102111","1","surprise_talk_dere","","0.2","3"
"70048","","5146070","","","99","1","surprise_talk_dere","","0.2","3"
"70049","0","5146070","","","vo_apg","0","vo_apg_1005","","","21"
"70050","1","5146070","0","0","102111","10","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","1","0","11"
"70051","","5146070","","","0","","","","","91"
"70052","","5146070","","","0","","0","","","22"
"70053","kurumi_witch_loop","5146070","","0","102111","0","kurumi_witch_in","1","0.2","3"
"70054","kurumi_witch_loop","5146070","","0","99","0","kurumi_witch_in","1","0.2","3"
"70055","","5146070","","","0.3","","0","","","93"
"70056","1.05","5146070","","","0","1.05","20","0","0","121"
"70057","","5146070","","","2","","fade105_in","","","37"
"70058","","5146070","","","30","0.5","30","","","122"
"70059","","5146070","","","130911","1","kururu_wish_doteyes_static","","0","3"
"70060","0","5146070","","","vo_apg","0","vo_apg_1006","","","21"
"70061","","5146070","","","20","0","1006_in","","0","3"
"70062","","5146070","","","1.2","","1","","","93"
"70063","","5146070","","","20","0","1006_mid","","0","3"
"70064","","5146070","","","","","","","","92"
"70065","","5146070","","","20","0","1006_out","","0","3"
"70066","","5146070","","","0.2","","0","","","93"
"70067","idle_normal","5146070","","0","102111","0","kurumi_witch_out","1","0.2","3"
"70068","idle_normal","5146070","","0","99","0","kurumi_witch_out","1","0.2","3"
"70069","0","5146070","","","20","-45","305","0","","2"
"70070","","5146070","","","2","","fade105_out","","","37"
"70071","1","5146070","","","0","1","0","0","0","121"
"70072","","5146070","","","30","0.5","30","","","122"
"70073","kururu_scared_idle","5146070","","0","130911","0","kururu_scared_in","1","0.2","3"
"70074","0","5146070","","","vo_apg","0","vo_apg_1007","","","21"
"70075","","5146070","","","20","0","1007_in","","0","3"
"70076","","5146070","","","1.2","","1","","","93"
"70077","","5146070","","","20","0","1007_mid","","0","3"
"70078","","5146070","","","","","","","","92"
"70079","","5146070","","","20","0","1007_out","","0","3"
"70080","","5146070","","","0.2","","0","","","93"
"70081","","5146070","","","20","0","empty","","0","3"
"70082","","5146070","","","102111","1","worry_talk_lookdown","","0.2","3"
"70083","","5146070","","","99","1","worry_talk_lookdown","","0.2","3"
"70084","0","5146070","","","vo_apg","0","vo_apg_1008","","","21"
"70085","1","5146070","0","0","102111","10","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","1","0","11"
"70086","","5146070","","","0","","","","","91"
"70087","","5146070","","","130911","1","kururu_scared_talk_dere","","0.2","3"
"70088","","5146070","","","98","1","kururu_scared_talk_dere","","0.2","3"
"70089","0","5146070","","","vo_apg","0","vo_apg_1009","","","21"
"70090","1","5146070","0","-60","130911","10","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","1","-10","11"
"70091","","5146070","","","0","","","","","91"
"70092","","5146070","","","130911","1","kururu_scared_idle_noface","","0.2","3"
"70093","","5146070","","","98","1","kururu_scared_idle","","0.2","3"
"70094","","5146070","","","102111","1","anger_talk_dere_red","","0.2","3"
"70095","","5146070","","","99","1","anger_talk_dere_red","","0.2","3"
"70096","0","5146070","","","vo_apg","0","vo_apg_1010","","","21"
"70097","1","5146070","0","0","102111","10","…そ、そんな天才だなんて…","1","0","11"
"70098","","5146070","","","0","","","","","91"
"70099","","5146070","","","0","","0","","","22"
"70100","","5146070","","","14","","1","","","32"
"70101","kurumi_shy_loop","5146070","","0","102111","0","kurumi_shy_in","1","0.2","3"
"70102","kurumi_shy_loop","5146070","","0","99","0","kurumi_shy_in","1","0.2","3"
"70103","","5146070","","","2.5","","0","","","93"
"70104","","5146070","","","130911","1","kururu_scared_talk_dere","","0.2","3"
"70105","","5146070","","","98","1","kururu_scared_talk_dere","","0.2","3"
"70106","0","5146070","","","vo_apg","0","vo_apg_1011","","","21"
"70107","1","5146070","0","-60","130911","10","…あの","1","-10","11"
"70108","","5146070","","","0","","","","","91"
"70109","","5146070","","","130911","1","kururu_scared_talk_nervous","","0.2","3"
"70110","kururu_scared_talk_sweat_loop","5146070","","0","98","0","kururu_scared_talk_sweat_in","1","0","3"
"70111","0","5146070","","","vo_apg","0","vo_apg_1012","","","21"
"70112","1","5146070","0","-60","130911","10","腰抜けちゃいましたです…","1","-10","11"
"70113","","5146070","","","0","","","","","91"
"70114","","5146070","","","70115","","","","","101"
"70115","","5146070","","","0","","0.2","","","22"
"71001","-1100","5146071","idle_normal","0","1","110","130911","-278","1.8","1"
"71002","-193","5146071","idle","0","11","106","8","-233","0.5","5"
"71003","267","5146071","idle","0","12","107","9","-233","0.6","5"
"71004","","5146071","","","130911","","210","","","13"
"71005","","5146071","","","8","","206","","","13"
"71006","","5146071","","","9","","207","","","13"
"71007","0","5146071","idle","0","10","15","10","-174","0.85","5"
"71008","0","5146071","","","1","0","1","1","1","31"
"71009","0","5146071","","","2","0","2","1","0","31"
"71010","-278","5146071","","","14","0","14","1","0","31"
"71011","0","5146071","","","17","0","17","1","0","31"
"71012","0","5146071","","","18","0","18","1","0","31"
"71013","","5146071","","","0","","0","","","91"
"71014","","5146071","","","0","0","0","","","102"
"71015","","5146071","","","0.2","","0","","","93"
"71016","","5146071","","","17","","1","","","32"
"71017","","5146071","","","0.5","","0","","","93"
"71018","","5146071","","","0","","0","","","93"
"71019","","5146071","","","3.5","","0","","","93"
"71020","0","5146071","0","0","8","2.2","12","0","0","12"
"71021","0","5146071","0","0","9","2.2","12","0","0","12"
"71022","","5146071","","","8","1","lookup","","0.6","3"
"71023","","5146071","","","9","1","lookdown","","0.6","3"
"71024","3","5146071","","","130911","-278","-380","0","","2"
"71025","","5146071","","","130911","1","walk_normal","","0.2","3"
"71026","","5146071","","","3","","0","","","93"
"71027","","5146071","","","130911","1","kururu_surprise_talk","","0.2","3"
"71028","0","5146071","","","vo_apg","0","vo_apg_1101","","","21"
"71029","1","5146071","0","0","130911","10","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","1","0","11"
"71030","","5146071","","","0","","","","","91"
"71031","1.1","5146071","","","0","1.1","20","0","0","121"
"71032","","5146071","","","2","","1","","","32"
"71033","","5146071","","","2","","fade105_in","","","37"
"71034","","5146071","","","50","0.5","50","","","122"
"71035","","5146071","","","18","","1","","","32"
"71036","","5146071","","","se_10055900","0","se_10055900_bachibachi","","","23"
"71037","shock_loop_surprise2","5146071","","0","130911","0","shock_in_surprise2","1","0.2","3"
"71038","0","5146071","","","vo_apg","0","vo_apg_1102","","","21"
"71039","1","5146071","0","0","130911","10","ひえぇっ！？\nバッチバチですますっ！？","1","-20","11"
"71040","","5146071","","","0","","","","","91"
"71041","","5146071","","","0","","0","","","22"
"71042","","5146071","","","18","","0","","","32"
"71043","","5146071","","","2","","fade105_out","","","37"
"71044","1","5146071","","","0","1","0","0.5","11","121"
"71045","","5146071","","","130911","1","walk_jog_sad_quick","","0.2","3"
"71046","","5146071","","","8","1","idle","","0.4","3"
"71047","","5146071","","","9","1","idle","","0.4","3"
"71048","0.5","5146071","","","130911","-278","0","0","","2"
"71049","","5146071","","","0.3","","0","","","93"
"71050","","5146071","","","8","1","idle","","0.4","3"
"71051","","5146071","","","9","1","idle","","0.4","3"
"71052","","5146071","","","0.2","","0","","","93"
"71053","","5146071","","","130911","","1","","","4"
"71054","","5146071","","","130911","1","kururu_worry_talk_lookdown","","0","3"
"71055","0","5146071","","","vo_apg","0","vo_apg_1103","","","21"
"71056","1","5146071","0","0","130911","10","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","1","0","11"
"71057","","5146071","","","0","","","","","91"
"71058","","5146071","","","130911","","0","","","4"
"71059","","5146071","","","130911","1","kururu_worry_talk_lookup","","0","3"
"71060","0","5146071","","","vo_apg","0","vo_apg_1104","","","21"
"71061","1","5146071","0","0","130911","10","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","1","0","11"
"71062","","5146071","","","0","","","","","91"
"71063","1.15","5146071","","","0","1.15","40","10","10","121"
"71064","","5146071","","","14","","1","","","32"
"71065","","5146071","","","0","","0","","","22"
"71066","","5146071","","","130911","","0","","","4"
"71067","","5146071","","","130911","1","kururu_wish_idle_search","","0.2","3"
"71068","0","5146071","0","0","8","3","12","0","0","12"
"71069","0","5146071","0","0","9","3","12","0","0","12"
"71070","","5146071","","","4","","0","","","93"
"71071","","5146071","","","14","","0","","","32"
"71072","approach_loop","5146071","","0","8","0","approach_in","1","0.2","3"
"71073","approach_loop","5146071","","0","9","0","approach_in","1","0.2","3"
"71074","0.8","5146071","","10","8","0.8","0.8","1","0.6","6"
"71075","0.8","5146071","","10","9","0.8","0.8","1","0.6","6"
"71076","","5146071","","","0.6","","0","","","93"
"71077","kururu_down_loop","5146071","","0","130911","0","kururu_down_in","1","0.2","3"
"71078","0","5146071","","","vo_apg","0","vo_apg_1105","","","21"
"71079","1","5146071","0","0","130911","10","ひぃぃ…","1","0","11"
"71080","","5146071","","","0","","","","","91"
"71081","","5146071","","","71082","","","","","101"
"71082","","5146071","","","0","","0.2","","","22"
