4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"804005","11003","8040","4500"
"804006","11011","8040","5400"
"804007","11014","8040","6300"
"804008","11015","8040","7200"
"804009","11019","8040","8100"
"804010","10003","8040","9550"
"804011","10003","8040","10450"
"804012","10006","8040","10800"
"804013","10006","8040","11700"
"804101","11010","8041","700"
"804102","11011","8041","1650"
"804103","11015","8041","2550"
"804104","10003","8041","4000"
"804105","11019","8041","4350"
"804106","11002","8041","5300"
"804107","10006","8041","6100"
"804108","10003","8041","7650"
"804109","10006","8041","8000"
"804110","11009","8041","8800"
"804111","11014","8041","9800"
"804112","11003","8041","10700"
"804113","11010","8041","11500"
"804201","11019","8042","750"
"804202","11010","8042","1700"
"804203","10006","8042","2600"
"804204","11015","8042","3400"
"804205","11009","8042","4300"
"804206","11014","8042","5250"
"804207","10003","8042","6700"
"804208","11002","8042","7000"
"804209","11003","8042","7950"
"804210","11011","8042","8850"
"804211","10006","8042","9700"
"804212","10003","8042","11150"
"804213","11010","8042","11550"
"804301","11004","8043","900"
"804302","11006","8043","1800"
"804303","11006","8043","2700"
"804304","11007","8043","3600"
"804305","11014","8043","4500"
"804306","11015","8043","5400"
"804307","11010","8043","6300"
"804308","11003","8043","7200"
"804309","11006","8043","8100"
"804310","11009","8043","9000"
"804311","11019","8043","9900"
"804312","11019","8043","10800"
"804313","11011","8043","11700"
"804401","11007","8044","1100"
"804402","11003","8044","1950"
"804403","11019","8044","2800"
"804404","11004","8044","3750"
"804405","11009","8044","4700"
"804406","11014","8044","5600"
"804407","11015","8044","6400"
"804408","11010","8044","7350"
"804409","11011","8044","8200"
"804410","11006","8044","9200"
"804411","11019","8044","10100"
"804412","11006","8044","10950"
"804413","11006","8044","11850"
"804501","11006","8045","1000"
"804502","11006","8045","2000"
"804503","11009","8045","2850"
"804504","11014","8045","3700"
"804505","11010","8045","4600"
"804506","11007","8045","5550"
"804507","11004","8045","6500"
"804508","11019","8045","7400"
"804509","11019","8045","8250"
"804510","11011","8045","9150"
"804511","11003","8045","10050"
"804512","11015","8045","10900"
"804513","11006","8045","11900"
"804601","11003","8046","900"
"804602","11017","8046","1800"
"804603","11003","8046","2700"
"804604","11011","8046","3600"
"804605","11019","8046","4500"
"804606","11019","8046","5400"
"804607","11007","8046","6300"
"804608","11010","8046","7200"
"804609","11010","8046","8100"
"804610","11006","8046","9000"
"804611","11007","8046","9900"
"804612","10006","8046","10800"
"804613","11009","8046","11700"
"804701","11006","8047","700"
"804702","11019","8047","1600"
"804703","11003","8047","2550"
"804704","11009","8047","3450"
"804705","11010","8047","4350"
"804706","11011","8047","5300"
"804707","11003","8047","6100"
"804708","11007","8047","7100"
"804709","11010","8047","8000"
"804710","11007","8047","8800"
"804711","11017","8047","9750"
"804712","11019","8047","10700"
"804713","10006","8047","11500"
"804801","11017","8048","750"
"804802","10006","8048","1700"
"804803","11006","8048","2500"
"804804","11010","8048","3500"
"804805","11010","8048","4400"
"804806","11011","8048","5250"
"804807","11019","8048","6150"
"804808","11007","8048","7000"
"804809","11019","8048","7950"
"804810","11003","8048","8850"
"804811","11003","8048","9700"
"804812","11009","8048","10600"
"804813","11007","8048","11550"
"804901","11007","8049","900"
"804902","10003","8049","2350"
"804903","11016","8049","2700"
"804904","11015","8049","3600"
"804905","11009","8049","4500"
"804906","11017","8049","5400"
"804907","11008","8049","6300"
"804908","11006","8049","7200"
"804909","11014","8049","8100"
"804910","11010","8049","9000"
"804911","11001","8049","9900"
"804912","10006","8049","10800"
"804913","10006","8049","11700"
"805001","11017","8050","1100"
"805002","11008","8050","1900"
"805003","10006","8050","2800"
"805004","11001","8050","3700"
"805005","11010","8050","4650"
"805006","11015","8050","5500"
"805007","11006","8050","6400"
"805008","10003","8050","7850"
"805009","11016","8050","8250"
"805010","10006","8050","9150"
"805011","11007","8050","10000"
"805012","11009","8050","10900"
"805013","11014","8050","11900"
"805101","11001","8051","1000"
"805102","11007","8051","2000"
"805103","11006","8051","2850"
"805104","11017","8051","3750"
"805105","10003","8051","5250"
"805106","11014","8051","5550"
"805107","11009","8051","6500"
"805108","10006","8051","7400"
"805109","10006","8051","8200"
"805110","11015","8051","9200"
"805111","11016","8051","10100"
"805112","11008","8051","10950"
"805113","11010","8051","11800"
"805201","11004","8052","900"
"805202","11002","8052","1800"
"805203","11004","8052","2700"
"805204","11016","8052","3600"
"805205","11007","8052","4500"
"805206","11016","8052","5400"
"805207","11007","8052","6300"
"805208","10003","8052","7750"
"805209","10003","8052","8650"
"805210","11007","8052","9000"
"805211","11007","8052","9900"
"805212","11004","8052","10800"
"805213","11011","8052","11700"
"805301","11007","8053","750"
"805302","11016","8053","1700"
"805303","11002","8053","2500"
"805304","11011","8053","3500"
"805305","11004","8053","4300"
"805306","10003","8053","5850"
"805307","11004","8053","6100"
"805308","11007","8053","7100"
"805309","11007","8053","7900"
"805310","11004","8053","8800"
"805311","11016","8053","9800"
"805312","11007","8053","10700"
"805313","10003","8053","12150"
"805401","11007","8054","800"
"805402","11007","8054","1600"
"805403","11011","8054","2600"
"805404","10003","8054","4000"
"805405","11004","8054","4350"
"805406","11002","8054","5200"
"805407","11004","8054","6200"
"805408","11016","8054","7000"
"805409","11016","8054","7950"
"805410","11007","8054","8900"
"805411","10003","8054","10250"
"805412","11007","8054","10650"
"805413","11004","8054","11550"
"805501","11010","8055","900"
"805502","11010","8055","1800"
"805503","11009","8055","2700"
"805504","11004","8055","3600"
"805505","11004","8055","4500"
"805506","11011","8055","5400"
"805507","11002","8055","6300"
"805508","11002","8055","7200"
"805509","10003","8055","8650"
"805510","11003","8055","9000"
"805511","11003","8055","9900"
"805512","11019","8055","10800"
"805513","11019","8055","11700"
"805601","11003","8056","1000"
"805602","11002","8056","1950"
"805603","11019","8056","2850"
"805604","11004","8056","3750"
"805605","10003","8056","5200"
"805606","11010","8056","5550"
"805607","11003","8056","6400"
"805608","11004","8056","7350"
"805609","11011","8056","8200"
"805610","11010","8056","9200"
"805611","11009","8056","10000"
"805612","11019","8056","10900"
"805613","11002","8056","11850"
"805701","10003","8057","1600"
"805702","11002","8057","2000"
"805703","11003","8057","2900"
"805704","11019","8057","3700"
"805705","11019","8057","4700"
"805706","11003","8057","5500"
"805707","11010","8057","6450"
"805708","11009","8057","7400"
"805709","11004","8057","8250"
"805710","11002","8057","9150"
"805711","11011","8057","10100"
"805712","11010","8057","10950"
"805713","11004","8057","11800"
"805801","11006","8058","900"
"805802","11014","8058","1800"
"805803","10006","8058","2700"
"805804","11010","8058","3600"
"805805","11008","8058","4500"
"805806","11010","8058","5400"
"805807","11014","8058","6300"
"805808","11015","8058","7200"
"805809","11003","8058","8100"
"805810","11009","8058","9000"
"805811","11011","8058","9900"
"805812","11019","8058","10800"
"805813","11019","8058","11700"
"805901","11011","8059","750"
"805902","11009","8059","1600"
"805903","11019","8059","2550"
"805904","11019","8059","3400"
"805905","11010","8059","4350"
"805906","11006","8059","5200"
"805907","11014","8059","6150"
"805908","11003","8059","7050"
"805909","11008","8059","7950"
"805910","11010","8059","8800"
"805911","10006","8059","9700"
"805912","11014","8059","10700"
"805913","11015","8059","11500"
"806001","11011","8060","700"
"806002","11006","8060","1700"
"806003","11014","8060","2600"
"806004","11010","8060","3450"
"806005","11003","8060","4400"
"806006","11015","8060","5300"
"806007","11014","8060","6100"
"806008","10006","8060","7100"
"806009","11019","8060","7900"
"806010","11009","8060","8900"
"806011","11008","8060","9750"
"806012","11010","8060","10650"
"806013","11019","8060","11600"
"900101","1014","9001","800"
"900102","1004","9001","1600"
"900103","1015","9001","2400"
"900104","1004","9001","3200"
"900105","1016","9001","4000"
"900106","1011","9001","4800"
"900107","1017","9001","5600"
"900108","1011","9001","6400"
"900109","1014","9001","7200"
"900110","1018","9001","8000"
"900111","1015","9001","8800"
"900112","1018","9001","9600"
"900113","1004","9001","10400"
"900114","1011","9001","11200"
"900115","1018","9001","12000"
"900116","1018","9001","12800"
"900201","1015","9002","1000"
"900202","1011","9002","1700"
"900203","1014","9002","2600"
"900204","1014","9002","3350"
"900205","1004","9002","4200"
"900206","1015","9002","5000"
"900207","1004","9002","5800"
"900208","1016","9002","6550"
"900209","1018","9002","7350"
"900210","1018","9002","8150"
"900211","1018","9002","9000"
"900212","1011","9002","9700"
"900213","1011","9002","10550"
"900214","1017","9002","11350"
"900215","1018","9002","12200"
"900216","1004","9002","13000"
"900301","1014","9003","950"
"900302","1018","9003","1750"
"900303","1011","9003","2550"
"900304","1004","9003","3400"
"900305","1015","9003","4150"
"900306","1011","9003","4900"
"900307","1018","9003","5700"
"900308","1014","9003","6600"
"900309","1015","9003","7300"
"900310","1018","9003","8100"
"900311","1016","9003","8950"
"900312","1004","9003","9800"
"900313","1011","9003","10500"
"900314","1017","9003","11300"
"900315","1018","9003","12150"
"900316","1004","9003","12950"
"900401","1003","9004","800"
"900402","1010","9004","1600"
"900403","1010","9004","2400"
"900404","1003","9004","3200"
"900405","1020","9004","4000"
"900406","1010","9004","4800"
"900407","1020","9004","5600"
"900408","1010","9004","6400"
"900409","1009","9004","7200"
"900410","1007","9004","8000"
"900411","1009","9004","8800"
"900412","1007","9004","9600"
"900413","1018","9004","10400"
"900414","1018","9004","11200"
"900415","1018","9004","12000"
"900416","1018","9004","12800"
"900501","1003","9005","700"
"900502","1007","9005","1450"
"900503","1018","9005","2250"
"900504","1010","9005","3050"
"900505","1020","9005","3850"
"900506","1018","9005","4700"
"900507","1010","9005","5400"
"900508","1003","9005","6250"
"900509","1010","9005","7000"
"900510","1009","9005","7850"
"900511","1018","9005","8650"
"900512","1007","9005","9400"
"900513","1009","9005","10200"
"900514","1020","9005","11000"
"900515","1010","9005","11900"
"900516","1018","9005","12600"
"900601","1018","9006","650"
"900602","1007","9006","1400"
"900603","1020","9006","2200"
"900604","1010","9006","3000"
"900605","1020","9006","3800"
"900606","1018","9006","4600"
"900607","1018","9006","5450"
"900608","1010","9006","6200"
"900609","1010","9006","7100"
"900610","1009","9006","7800"
"900611","1009","9006","8600"
"900612","1007","9006","9450"
"900613","1010","9006","10250"
"900614","1003","9006","11050"
"900615","1003","9006","11800"
"900616","1018","9006","12700"
"900701","1006","9007","800"
"900702","1004","9007","1600"
"900703","1006","9007","2400"
"900704","1003","9007","3200"
"900705","6","9007","4000"
"900706","6","9007","4800"
"900707","6","9007","5600"
"900708","6","9007","6400"
"900709","3","9007","7750"
"900710","1008","9007","8000"
"900711","3","9007","9350"
"900712","1009","9007","9600"
"900713","1019","9007","10400"
"900714","1020","9007","11200"
"900715","1018","9007","12000"
"900716","1018","9007","12800"
"900801","6","9008","1000"
"900802","1004","9008","1750"
"900803","1009","9008","2550"
"900804","1019","9008","3300"
"900805","3","9008","4650"
"900806","3","9008","5550"
"900807","6","9008","5700"
"900808","1018","9008","6500"
"900809","6","9008","7300"
"900810","6","9008","8150"
"900811","1003","9008","8950"
"900812","1006","9008","9700"
"900813","1020","9008","10550"
"900814","1008","9008","11400"
"900815","1018","9008","12100"
"900816","1006","9008","12900"
"900901","1006","9009","900"
"900902","1004","9009","1800"
"900903","1006","9009","2600"
"900904","3","9009","3950"
"900905","6","9009","4150"
"900906","1008","9009","4950"
"900907","1019","9009","5800"
"900908","1018","9009","6550"
"900909","6","9009","7350"
"900910","1003","9009","8100"
"900911","6","9009","9000"
"900912","1018","9009","9800"
"900913","1009","9009","10600"
"900914","6","9009","11300"
"900915","1020","9009","12200"
"900916","3","9009","13550"
"901001","1009","9010","800"
"901002","1003","9010","1600"
"901003","1009","9010","2400"
"901004","1003","9010","3200"
"901005","1017","9010","4000"
"901006","1015","9010","4800"
"901007","1017","9010","5600"
"901008","1015","9010","6400"
"901009","1003","9010","7200"
"901010","1003","9010","8000"
"901011","1017","9010","8800"
"901012","1015","9010","9600"
"901013","1009","9010","10400"
"901014","1009","9010","11200"
"901015","1009","9010","12000"
"901016","1009","9010","12800"
"901101","1009","9011","650"
"901102","1009","9011","1500"
"901103","1015","9011","2250"
"901104","1003","9011","3000"
"901105","1015","9011","3900"
"901106","1009","9011","4600"
"901107","1003","9011","5400"
"901108","1009","9011","6200"
"901109","1009","9011","7050"
"901110","1003","9011","7800"
"901111","1017","9011","8600"
"901112","1003","9011","9500"
"901113","1015","9011","10200"
"901114","1017","9011","11050"
"901115","1009","9011","11800"
"901116","1017","9011","12650"
"901201","1003","9012","700"
"901202","1003","9012","1400"
"901203","1009","9012","2200"
"901204","1017","9012","3050"
"901205","1009","9012","3800"
"901206","1009","9012","4700"
"901207","1009","9012","5500"
"901208","1017","9012","6250"
"901209","1015","9012","7100"
"901210","1003","9012","7850"
"901211","1009","9012","8700"
"901212","1015","9012","9450"
"901213","1009","9012","10300"
"901214","1017","9012","11000"
"901215","1003","9012","11900"
"901216","1015","9012","12700"
"901301","1011","9013","800"
"901302","1002","9013","1600"
"901303","1011","9013","2400"
"901304","1003","9013","3200"
"901305","1006","9013","4000"
"901306","1006","9013","4800"
"901307","1007","9013","5600"
"901308","1007","9013","6400"
"901309","1003","9013","7200"
"901310","6","9013","8000"
"901311","6","9013","8800"
"901312","3","9013","10150"
"901313","1001","9013","10400"
"901314","1010","9013","11200"
"901315","1020","9013","12000"
"901316","1020","9013","12800"
"901401","1007","9014","1000"
"901402","3","9014","2300"
"901403","1011","9014","2600"
"901404","1011","9014","3300"
"901405","1006","9014","4200"
"901406","1020","9014","4900"
"901407","6","9014","5800"
"901408","1006","9014","6550"
"901409","1007","9014","7350"
"901410","1003","9014","8100"
"901411","6","9014","8900"
"901412","1020","9014","9750"
"901413","1003","9014","10600"
"901414","1002","9014","11350"
"901415","1010","9014","12150"
"901416","1001","9014","12900"
"901501","1003","9015","900"
"901502","1011","9015","1700"
"901503","1001","9015","2550"
"901504","1007","9015","3350"
"901505","1007","9015","4100"
"901506","1011","9015","4950"
"901507","6","9015","5750"
"901508","6","9015","6600"
"901509","1003","9015","7300"
"901510","1006","9015","8200"
"901511","1010","9015","9000"
"901512","1006","9015","9700"
"901513","1020","9015","10550"
"901514","1002","9015","11400"
"901515","1020","9015","12100"
"901516","3","9015","13550"
"901601","3","9016","1350"
"901602","3","9016","2150"
"901603","1004","9016","2400"
"901604","1004","9016","3200"
"901605","1018","9016","4000"
"901606","1001","9016","4800"
"901607","1020","9016","5600"
"901608","1018","9016","6400"
"901609","1008","9016","7200"
"901610","1007","9016","8000"
"901611","1004","9016","8800"
"901612","1007","9016","9600"
"901613","1011","9016","10400"
"901614","1011","9016","11200"
"901615","1018","9016","12000"
"901616","1018","9016","12800"
"901701","1018","9017","600"
"901702","3","9017","1950"
"901703","1011","9017","2250"
"901704","1018","9017","3100"
"901705","1004","9017","3800"
"901706","1008","9017","4650"
"901707","1007","9017","5450"
"901708","1020","9017","6300"
"901709","3","9017","7550"
"901710","1011","9017","7800"
"901711","1007","9017","8700"
"901712","1018","9017","9500"
"901713","1004","9017","10250"
"901714","1004","9017","11000"
"901715","1001","9017","11800"
"901716","1018","9017","12700"
"901801","1004","9018","650"
"901802","3","9018","2050"
"901803","1018","9018","2200"
"901804","1020","9018","3000"
"901805","1001","9018","3900"
"901806","1018","9018","4700"
"901807","1018","9018","5500"
"901808","1011","9018","6200"
"901809","1008","9018","7100"
"901810","3","9018","8450"
"901811","1004","9018","8600"
"901812","1007","9018","9450"
"901813","1007","9018","10200"
"901814","1004","9018","11050"
"901815","1011","9018","11850"
"901816","1018","9018","12600"
"901901","1014","9019","800"
"901902","1020","9019","1600"
"901903","1014","9019","2400"
"901904","1020","9019","3200"
"901905","1015","9019","4000"
"901906","1009","9019","4800"
"901907","1015","9019","5600"
"901908","1009","9019","6400"
"901909","1016","9019","7200"
"901910","1007","9019","8000"
"901911","1016","9019","8800"
"901912","1007","9019","9600"
"901913","1017","9019","10400"
"901914","1003","9019","11200"
"901915","1017","9019","12000"
"901916","1009","9019","12800"
"902001","1009","9020","900"
"902002","1007","9020","1800"
"902003","1003","9020","2600"
"902004","1015","9020","3400"
"902005","1020","9020","4150"
"902006","1009","9020","4900"
"902007","1015","9020","5750"
"902008","1014","9020","6550"
"902009","1020","9020","7300"
"902010","1009","9020","8200"
"902011","1007","9020","9000"
"902012","1014","9020","9750"
"902013","1016","9020","10600"
"902014","1017","9020","11350"
"902015","1017","9020","12100"
"902016","1016","9020","13000"
"902101","1016","9021","1000"
"902102","1009","9021","1750"
"902103","1020","9021","2500"
"902104","1017","9021","3300"
"902105","1015","9021","4200"
"902106","1007","9021","4950"
"902107","1007","9021","5700"
"902108","1014","9021","6500"
"902109","1016","9021","7350"
"902110","1017","9021","8100"
"902111","1020","9021","8950"
"902112","1003","9021","9800"
"902113","1009","9021","10550"
"902114","1014","9021","11300"
"902115","1009","9021","12150"
"902116","1015","9021","12950"
"902201","1019","9022","800"
"902202","1004","9022","1600"
"902203","1019","9022","2400"
"902204","1006","9022","3200"
"902205","1004","9022","4000"
"902206","1006","9022","4800"
"902207","1007","9022","5600"
"902208","1011","9022","6400"
"902209","1007","9022","7200"
"902210","1009","9022","8000"
"902211","1011","9022","8800"
"902212","1009","9022","9600"
"902213","1004","9022","10400"
"902214","1004","9022","11200"
"902215","1011","9022","12000"
"902216","1011","9022","12800"
"902301","1004","9023","700"
"902302","1011","9023","1500"
"902303","1009","9023","2250"
"902304","1011","9023","3100"
"902305","1011","9023","3800"
"902306","1006","9023","4600"
"902307","1011","9023","5450"
"902308","1004","9023","6250"
"902309","1019","9023","7050"
"902310","1006","9023","7800"
"902311","1007","9023","8650"
"902312","1004","9023","9400"
"902313","1007","9023","10200"
"902314","1009","9023","11000"
"902315","1004","9023","11850"
"902316","1019","9023","12600"
"902401","1004","9024","650"
"902402","1007","9024","1450"
"902403","1011","9024","2200"
"902404","1004","9024","3050"
"902405","1009","9024","3900"
"902406","1011","9024","4700"
"902407","1004","9024","5500"
"902408","1019","9024","6300"
"902409","1007","9024","7100"
"902410","1006","9024","7850"
"902411","1011","9024","8600"
"902412","1004","9024","9450"
"902413","1006","9024","10300"
"902414","1009","9024","11050"
"902415","1011","9024","11900"
"902416","1019","9024","12650"
"902501","3","9025","1350"
"902502","1007","9025","1600"
"902503","1007","9025","2400"
"902504","3","9025","3750"
"902505","1007","9025","4000"
"902506","1004","9025","4800"
"902507","1004","9025","5600"
"902508","1007","9025","6400"
"902509","1007","9025","7200"
"902510","1020","9025","8000"
"902511","1007","9025","8800"
"902512","1020","9025","9600"
"902513","1007","9025","10400"
"902514","1002","9025","11200"
"902515","1011","9025","12000"
"902516","1011","9025","12800"
"902601","1011","9026","1000"
"902602","1011","9026","1800"
"902603","1007","9026","2600"
"902604","1020","9026","3400"
"902605","1007","9026","4100"
"902606","3","9026","5500"
"902607","1007","9026","5700"
"902608","1020","9026","6500"
"902609","1007","9026","7350"
"902610","1007","9026","8150"
"902611","1002","9026","8900"
"902612","1007","9026","9700"
"902613","3","9026","11150"
"902614","1004","9026","11400"
"902615","1004","9026","12200"
"902616","1007","9026","13000"
"902701","3","9027","1450"
"902702","1007","9027","1700"
"902703","3","9027","3050"
"902704","1007","9027","3350"
"902705","1007","9027","4150"
"902706","1002","9027","5000"
"902707","1020","9027","5750"
"902708","1020","9027","6600"
"902709","1004","9027","7300"
"902710","1011","9027","8100"
"902711","1011","9027","9000"
"902712","1007","9027","9800"
"902713","1007","9027","10550"
"902714","1004","9027","11300"
"902715","1007","9027","12100"
"902716","1007","9027","12900"
"902801","1007","9028","800"
"902802","1020","9028","1600"
"902803","1020","9028","2400"
"902804","1007","9028","3200"
"902805","1009","9028","4000"
"902806","1010","9028","4800"
"902807","1010","9028","5600"
"902808","1009","9028","6400"
"902809","1018","9028","7200"
"902810","1019","9028","8000"
"902811","1019","9028","8800"
"902812","1018","9028","9600"
"902813","1004","9028","10400"
"902814","1003","9028","11200"
"902815","1003","9028","12000"
"902816","1004","9028","12800"
"902901","1004","9029","700"
"902902","1010","9029","1500"
"902903","1018","9029","2300"
"902904","1020","9029","3100"
"902905","1009","9029","3900"
"902906","1009","9029","4700"
"902907","1018","9029","5400"
"902908","1020","9029","6300"
"902909","1019","9029","7100"
"902910","1007","9029","7800"
"902911","1004","9029","8600"
"902912","1007","9029","9400"
"902913","1019","9029","10250"
"902914","1003","9029","11050"
"902915","1003","9029","11850"
"902916","1010","9029","12700"
"903001","1018","9030","650"
"903002","1004","9030","1450"
"903003","1010","9030","2200"
"903004","1009","9030","3050"
"903005","1020","9030","3850"
"903006","1009","9030","4600"
"903007","1003","9030","5500"
"903008","1007","9030","6250"
"903009","1007","9030","7000"
"903010","1019","9030","7850"
"903011","1018","9030","8650"
"903012","1004","9030","9500"
"903013","1003","9030","10300"
"903014","1020","9030","11100"
"903015","1010","9030","11900"
"903016","1019","9030","12600"
"903101","1006","9031","800"
"903102","1006","9031","1600"
"903103","1008","9031","2400"
"903104","1008","9031","3200"
"903105","1006","9031","4000"
"903106","6","9031","4800"
"903107","6","9031","5600"
"903108","1006","9031","6400"
"903109","1006","9031","7200"
"903110","1019","9031","8000"
"903111","1019","9031","8800"
"903112","1006","9031","9600"
"903113","1006","9031","10400"
"903114","1003","9031","11200"
"903115","1020","9031","12000"
"903116","1020","9031","12800"
"903201","1006","9032","950"
"903202","6","9032","1700"
"903203","1006","9032","2500"
"903204","1020","9032","3300"
"903205","1006","9032","4150"
"903206","1008","9032","4900"
"903207","1020","9032","5750"
"903208","1006","9032","6600"
"903209","1006","9032","7350"
"903210","1008","9032","8100"
"903211","1003","9032","9000"
"903212","1006","9032","9700"
"903213","6","9032","10600"
"903214","1019","9032","11300"
"903215","1006","9032","12200"
"903216","1019","9032","12950"
"903301","6","9033","900"
"903302","1006","9033","1750"
"903303","1006","9033","2550"
"903304","1019","9033","3400"
"903305","1006","9033","4200"
"903306","1008","9033","4950"
"903307","1003","9033","5700"
"903308","1006","9033","6500"
"903309","6","9033","7400"
"903310","1008","9033","8200"
"903311","1006","9033","8950"
"903312","1006","9033","9750"
"903313","1019","9033","10500"
"903314","1020","9033","11400"
"903315","1006","9033","12150"
"903316","1020","9033","12900"
"903401","1010","9034","800"
"903402","1009","9034","1600"
"903403","1020","9034","2400"
"903404","1009","9034","3200"
"903405","1011","9034","4000"
"903406","1010","9034","4800"
"903407","1020","9034","5600"
"903408","1009","9034","6400"
"903409","1001","9034","7200"
"903410","1009","9034","8000"
"903411","1009","9034","8800"
"903412","1010","9034","9600"
"903413","1020","9034","10400"
"903414","1011","9034","11200"
"903415","1001","9034","12000"
"903416","1011","9034","12800"
"903501","1010","9035","650"
"903502","1020","9035","1500"
"903503","1009","9035","2300"
"903504","1001","9035","3000"
"903505","1011","9035","3850"
"903506","1011","9035","4700"
"903507","1011","9035","5450"
"903508","1009","9035","6250"
"903509","1010","9035","7000"
"903510","1001","9035","7800"
"903511","1009","9035","8600"
"903512","1010","9035","9400"
"903513","1020","9035","10250"
"903514","1020","9035","11050"
"903515","1009","9035","11800"
"903516","1009","9035","12700"
"903601","1011","9036","700"
"903602","1009","9036","1450"
"903603","1020","9036","2250"
"903604","1020","9036","3050"
"903605","1009","9036","3900"
"903606","1010","9036","4650"
"903607","1001","9036","5400"
"903608","1011","9036","6300"
"903609","1010","9036","7050"
"903610","1009","9036","7850"
"903611","1001","9036","8650"
"903612","1009","9036","9450"
"903613","1009","9036","10300"
"903614","1011","9036","11000"
"903615","1020","9036","11900"
"903616","1010","9036","12600"
"903701","1020","9037","800"
"903702","1020","9037","1600"
"903703","1011","9037","2400"
"903704","1011","9037","3200"
"903705","1006","9037","4000"
"903706","1016","9037","4800"
"903707","1017","9037","5600"
"903708","1018","9037","6400"
"903709","1010","9037","7200"
"903710","1010","9037","8000"
"903711","1009","9037","8800"
"903712","1009","9037","9600"
"903713","1014","9037","10400"
"903714","1015","9037","11200"
"903715","1019","9037","12000"
"903716","1007","9037","12800"
"903801","1010","9038","1000"
"903802","1011","9038","1700"
"903803","1009","9038","2550"
"903804","1015","9038","3400"
"903805","1020","9038","4100"
"903806","1019","9038","4900"
"903807","1009","9038","5750"
"903808","1017","9038","6500"
"903809","1006","9038","7350"
"903810","1016","9038","8200"
"903811","1011","9038","8950"
"903812","1014","9038","9800"
"903813","1018","9038","10600"
"903814","1007","9038","11350"
"903815","1010","9038","12100"
"903816","1020","9038","12900"
"903901","1014","9039","950"
"903902","1009","9039","1800"
"903903","1020","9039","2500"
"903904","1017","9039","3300"
"903905","1011","9039","4200"
"903906","1015","9039","5000"
"903907","1009","9039","5700"
"903908","1016","9039","6600"
"903909","1011","9039","7300"
"903910","1019","9039","8100"
"903911","1010","9039","8900"
"903912","1010","9039","9700"
"903913","1006","9039","10500"
"903914","1020","9039","11400"
"903915","1018","9039","12150"
"903916","1007","9039","12950"
"904001","1002","9040","800"
"904002","1004","9040","1600"
"904003","1007","9040","2400"
"904004","1006","9040","3200"
"904005","1008","9040","4000"
"904006","1002","9040","4800"
"904007","1006","9040","5600"
"904008","1003","9040","6400"
"904009","1009","9040","7200"
"904010","1007","9040","8000"
"904011","1017","9040","8800"
"904012","1016","9040","9600"
"904013","1018","9040","10400"
"904014","1007","9040","11200"
"904015","1019","9040","12000"
"904016","1003","9040","12800"
"904101","1003","9041","650"
"904102","1003","9041","1450"
"904103","1002","9041","2200"
"904104","1007","9041","3000"
"904105","1009","9041","3800"
"904106","1006","9041","4600"
"904107","1018","9041","5500"
"904108","1007","9041","6300"
"904109","1006","9041","7050"
"904110","1002","9041","7800"
"904111","1008","9041","8600"
"904112","1017","9041","9500"
"904113","1007","9041","10250"
"904114","1004","9041","11050"
"904115","1016","9041","11800"
"904116","1019","9041","12700"
"904201","1002","9042","700"
"904202","1007","9042","1400"
"904203","1017","9042","2300"
"904204","1006","9042","3100"
"904205","1003","9042","3900"
"904206","1018","9042","4700"
"904207","1004","9042","5400"
"904208","1002","9042","6250"
"904209","1007","9042","7100"
"904210","1006","9042","7850"
"904211","1016","9042","8650"
"904212","1009","9042","9450"
"904213","1019","9042","10200"
"904214","1008","9042","11100"
"904215","1007","9042","11900"
"904216","1003","9042","12650"
"904301","1001","9043","800"
"904302","1004","9043","1600"
"904303","1001","9043","2400"
"904304","1004","9043","3200"
"904305","1020","9043","4000"
"904306","1011","9043","4800"
"904307","1020","9043","5600"
"904308","1011","9043","6400"
"904309","1003","9043","7200"
"904310","3","9043","8550"
"904311","1003","9043","8800"
"904312","3","9043","10150"
"904313","1009","9043","10400"
"904314","1007","9043","11200"
"904315","1009","9043","12000"
"904316","1007","9043","12800"
"904401","1007","9044","1000"
"904402","1020","9044","1800"
"904403","1004","9044","2600"
"904404","1001","9044","3300"
"904405","1009","9044","4100"
"904406","1011","9044","4950"
"904407","1011","9044","5700"
"904408","1001","9044","6600"
"904409","3","9044","7950"
"904410","1004","9044","8200"
"904411","3","9044","9450"
"904412","1003","9044","9700"
"904413","1007","9044","10550"
"904414","1009","9044","11300"
"904415","1020","9044","12100"
"904416","1003","9044","13000"
"904501","1001","9045","900"
"904502","1009","9045","1700"
"904503","1004","9045","2550"
"904504","1003","9045","3350"
"904505","1020","9045","4150"
"904506","1007","9045","4900"
"904507","1001","9045","5800"
"904508","1011","9045","6550"
"904509","1020","9045","7350"
"904510","1009","9045","8100"
"904511","3","9045","9550"
"904512","1004","9045","9800"
"904513","1011","9045","10500"
"904514","1003","9045","11400"
"904515","1007","9045","12150"
"904516","3","9045","13450"
"904601","6","9046","800"
"904602","6","9046","1600"
"904603","1009","9046","2400"
"904604","6","9046","3200"
"904605","3","9046","4550"
"904606","1011","9046","4800"
