fa85ecb8dc5fb141122b14c2e0c9ede1bfb94edff7101c844ab0e230b085e083,33223bae3335c14905323a89ee6afec422ceeb6c22ab348c3ba27309cd4a355f,80805745f0c377fae96c1a702d3c632e3252b9f46a2403f632a4c0d757641b4d,9f987d38f286047b974f0e9cf7f1695a2ab26d25e9810569deabe1f14cabcf1e,ac4e2da62aec463f7657ac185f045f6a5464531221641404bfa1b12dbe1c9692
"2","72052025","31224","10","20052048"
"2","72052025","31002","10","20052049"
"8","72053001","91002","30","20053001"
"2","72053001","22002","1","20053002"
"8","72053002","91002","30","20053003"
"2","72053002","22002","1","20053004"
"8","72053003","91002","30","20053005"
"2","72053003","22002","1","20053006"
"8","72053004","91002","30","20053007"
"2","72053004","22002","1","20053008"
"8","72053005","91002","30","20053009"
"2","72053005","22002","1","20053010"
"8","72053006","91002","30","20053011"
"2","72053006","22002","1","20053012"
"8","72053007","91002","30","20053013"
"2","72053007","22002","1","20053014"
"8","72053008","91002","30","20053015"
"2","72053008","22002","1","20053016"
"8","72053009","91002","30","20053017"
"2","72053009","22002","1","20053018"
"8","72053010","91002","30","20053019"
"2","72053010","22002","1","20053020"
"8","72053011","91002","30","20053021"
"2","72053011","22002","1","20053022"
"8","72053012","91002","30","20053023"
"2","72053012","22002","1","20053024"
"8","72053013","91002","30","20053025"
"2","72053013","22002","1","20053026"
"8","72053014","91002","30","20053027"
"2","72053014","22002","1","20053028"
"8","72053015","91002","30","20053029"
"2","72053015","22002","1","20053030"
"2","72053015","50003","40","20053031"
"8","72053016","91002","60","20053032"
"2","72053016","22002","2","20053033"
"8","72053017","91002","60","20053034"
"2","72053017","22002","2","20053035"
"8","72053018","91002","60","20053036"
"2","72053018","22002","2","20053037"
"8","72053019","91002","60","20053038"
"2","72053019","22002","2","20053039"
"8","72053020","91002","60","20053040"
"2","72053020","22002","2","20053041"
"2","72053020","50003","40","20053042"
"1","72053021","122801","1","20053043"
"2","72053022","21013","1","20053044"
"2","72053023","31228","10","20053045"
"2","72053023","31036","10","20053046"
"19","72053024","2100981","1","20053047"
"2","72053025","31228","10","20053048"
"2","72053025","31036","10","20053049"
"8","72054001","91002","30","20054001"
"2","72054001","22002","1","20054002"
"8","72054002","91002","30","20054003"
"2","72054002","22002","1","20054004"
"8","72054003","91002","30","20054005"
"2","72054003","22002","1","20054006"
"8","72054004","91002","30","20054007"
"2","72054004","22002","1","20054008"
"8","72054005","91002","30","20054009"
"2","72054005","22002","1","20054010"
"8","72054006","91002","30","20054011"
"2","72054006","22002","1","20054012"
"8","72054007","91002","30","20054013"
"2","72054007","22002","1","20054014"
"8","72054008","91002","30","20054015"
"2","72054008","22002","1","20054016"
"8","72054009","91002","30","20054017"
"2","72054009","22002","1","20054018"
"8","72054010","91002","30","20054019"
"2","72054010","22002","1","20054020"
"8","72054011","91002","30","20054021"
"2","72054011","22002","1","20054022"
"8","72054012","91002","30","20054023"
"2","72054012","22002","1","20054024"
"8","72054013","91002","30","20054025"
"2","72054013","22002","1","20054026"
"8","72054014","91002","30","20054027"
"2","72054014","22002","1","20054028"
"8","72054015","91002","30","20054029"
"2","72054015","22002","1","20054030"
"2","72054015","50003","40","20054031"
"8","72054016","91002","60","20054032"
"2","72054016","22002","2","20054033"
"8","72054017","91002","60","20054034"
"2","72054017","22002","2","20054035"
"8","72054018","91002","60","20054036"
"2","72054018","22002","2","20054037"
"8","72054019","91002","60","20054038"
"2","72054019","22002","2","20054039"
"8","72054020","91002","60","20054040"
"2","72054020","22002","2","20054041"
"2","72054020","50003","40","20054042"
"2","72054021","31010","5","20054043"
"2","72054021","31023","5","20054044"
"2","72054022","21901","1","20054045"
"2","72054023","21901","1","20054046"
"2","72054024","31010","5","20054047"
"2","72054024","31023","5","20054048"
"19","72054025","2101001","1","20054049"
"2","72054026","31010","10","20054050"
"2","72054026","31023","10","20054051"
"8","72055001","91002","30","20055001"
"2","72055001","22002","1","20055002"
"8","72055002","91002","30","20055003"
"2","72055002","22002","1","20055004"
"8","72055003","91002","30","20055005"
"2","72055003","22002","1","20055006"
"8","72055004","91002","30","20055007"
"2","72055004","22002","1","20055008"
"8","72055005","91002","30","20055009"
"2","72055005","22002","1","20055010"
"8","72055006","91002","30","20055011"
"2","72055006","22002","1","20055012"
"8","72055007","91002","30","20055013"
"2","72055007","22002","1","20055014"
"8","72055008","91002","30","20055015"
"2","72055008","22002","1","20055016"
"8","72055009","91002","30","20055017"
"2","72055009","22002","1","20055018"
"8","72055010","91002","30","20055019"
"2","72055010","22002","1","20055020"
"8","72055011","91002","30","20055021"
"2","72055011","22002","1","20055022"
"8","72055012","91002","30","20055023"
"2","72055012","22002","1","20055024"
"8","72055013","91002","30","20055025"
"2","72055013","22002","1","20055026"
"8","72055014","91002","30","20055027"
"2","72055014","22002","1","20055028"
"8","72055015","91002","30","20055029"
"2","72055015","22002","1","20055030"
"2","72055015","50003","40","20055031"
"8","72055016","91002","60","20055032"
"2","72055016","22002","2","20055033"
"8","72055017","91002","60","20055034"
"2","72055017","22002","2","20055035"
"8","72055018","91002","60","20055036"
"2","72055018","22002","2","20055037"
"8","72055019","91002","60","20055038"
"2","72055019","22002","2","20055039"
"8","72055020","91002","60","20055040"
"2","72055020","22002","2","20055041"
"2","72055020","50003","40","20055042"
"1","72055021","123501","1","20055043"
"2","72055022","21014","1","20055044"
"2","72055023","31235","10","20055045"
"2","72055023","31013","10","20055046"
"2","72055024","31235","10","20055047"
"2","72055024","31013","10","20055048"
"8","72056001","91002","30","20056001"
"2","72056001","22002","1","20056002"
"8","72056002","91002","30","20056003"
"2","72056002","22002","1","20056004"
"8","72056003","91002","30","20056005"
"2","72056003","22002","1","20056006"
"8","72056004","91002","30","20056007"
"2","72056004","22002","1","20056008"
"8","72056005","91002","30","20056009"
"2","72056005","22002","1","20056010"
"8","72056006","91002","30","20056011"
"2","72056006","22002","1","20056012"
"8","72056007","91002","30","20056013"
"2","72056007","22002","1","20056014"
"8","72056008","91002","30","20056015"
"2","72056008","22002","1","20056016"
"8","72056009","91002","30","20056017"
"2","72056009","22002","1","20056018"
"8","72056010","91002","30","20056019"
"2","72056010","22002","1","20056020"
"8","72056011","91002","30","20056021"
"2","72056011","22002","1","20056022"
"8","72056012","91002","30","20056023"
"2","72056012","22002","1","20056024"
"8","72056013","91002","30","20056025"
"2","72056013","22002","1","20056026"
"8","72056014","91002","30","20056027"
"2","72056014","22002","1","20056028"
"8","72056015","91002","30","20056029"
"2","72056015","22002","1","20056030"
"2","72056015","50003","40","20056031"
"8","72056016","91002","60","20056032"
"2","72056016","22002","2","20056033"
"8","72056017","91002","60","20056034"
"2","72056017","22002","2","20056035"
"8","72056018","91002","60","20056036"
"2","72056018","22002","2","20056037"
"8","72056019","91002","60","20056038"
"2","72056019","22002","2","20056039"
"8","72056020","91002","60","20056040"
"2","72056020","22002","2","20056041"
"2","72056020","50003","40","20056042"
"2","72056021","31037","5","20056043"
"2","72056021","31005","5","20056044"
"2","72056022","21901","1","20056045"
"2","72056023","21901","1","20056046"
"2","72056024","31037","5","20056047"
"2","72056024","31005","5","20056048"
"2","72056025","31037","10","20056049"
"2","72056025","31005","10","20056050"
"8","72057001","91002","30","20057001"
"2","72057001","22002","1","20057002"
"8","72057002","91002","30","20057003"
"2","72057002","22002","1","20057004"
"8","72057003","91002","30","20057005"
"2","72057003","22002","1","20057006"
"8","72057004","91002","30","20057007"
"2","72057004","22002","1","20057008"
"8","72057005","91002","30","20057009"
"2","72057005","22002","1","20057010"
"8","72057006","91002","30","20057011"
"2","72057006","22002","1","20057012"
"8","72057007","91002","30","20057013"
"2","72057007","22002","1","20057014"
"8","72057008","91002","30","20057015"
"2","72057008","22002","1","20057016"
"8","72057009","91002","30","20057017"
"2","72057009","22002","1","20057018"
"8","72057010","91002","30","20057019"
"2","72057010","22002","1","20057020"
"8","72057011","91002","30","20057021"
"2","72057011","22002","1","20057022"
"8","72057012","91002","30","20057023"
"2","72057012","22002","1","20057024"
"8","72057013","91002","30","20057025"
"2","72057013","22002","1","20057026"
"8","72057014","91002","30","20057027"
"2","72057014","22002","1","20057028"
"8","72057015","91002","30","20057029"
"2","72057015","22002","1","20057030"
"2","72057015","50003","40","20057031"
"8","72057016","91002","60","20057032"
"2","72057016","22002","2","20057033"
"8","72057017","91002","60","20057034"
"2","72057017","22002","2","20057035"
"8","72057018","91002","60","20057036"
"2","72057018","22002","2","20057037"
"8","72057019","91002","60","20057038"
"2","72057019","22002","2","20057039"
"8","72057020","91002","60","20057040"
"2","72057020","22002","2","20057041"
"2","72057020","50003","40","20057042"
"1","72057021","124101","1","20057043"
"2","72057022","21015","1","20057044"
"2","72057023","31241","10","20057045"
"2","72057023","31047","10","20057046"
"2","72057024","31241","10","20057047"
"2","72057024","31047","10","20057048"
"8","72058001","91002","30","20058001"
"2","72058001","22002","1","20058002"
"8","72058002","91002","30","20058003"
"2","72058002","22002","1","20058004"
"8","72058003","91002","30","20058005"
"2","72058003","22002","1","20058006"
"8","72058004","91002","30","20058007"
"2","72058004","22002","1","20058008"
"8","72058005","91002","30","20058009"
"2","72058005","22002","1","20058010"
"8","72058006","91002","30","20058011"
"2","72058006","22002","1","20058012"
"8","72058007","91002","30","20058013"
"2","72058007","22002","1","20058014"
"8","72058008","91002","30","20058015"
"2","72058008","22002","1","20058016"
"8","72058009","91002","30","20058017"
"2","72058009","22002","1","20058018"
"8","72058010","91002","30","20058019"
"2","72058010","22002","1","20058020"
"8","72058011","91002","30","20058021"
"2","72058011","22002","1","20058022"
"8","72058012","91002","30","20058023"
"2","72058012","22002","1","20058024"
"8","72058013","91002","30","20058025"
"2","72058013","22002","1","20058026"
"8","72058014","91002","30","20058027"
"2","72058014","22002","1","20058028"
"8","72058015","91002","30","20058029"
"2","72058015","22002","1","20058030"
"2","72058015","50003","40","20058031"
"8","72058016","91002","60","20058032"
"2","72058016","22002","2","20058033"
"8","72058017","91002","60","20058034"
"2","72058017","22002","2","20058035"
"8","72058018","91002","60","20058036"
"2","72058018","22002","2","20058037"
"8","72058019","91002","60","20058038"
"2","72058019","22002","2","20058039"
"8","72058020","91002","60","20058040"
"2","72058020","22002","2","20058041"
"2","72058020","50003","40","20058042"
"1","72058021","124701","1","20058043"
"2","72058022","21016","1","20058044"
"2","72058023","31247","10","20058045"
"2","72058023","31066","10","20058046"
"2","72058024","31247","10","20058047"
"2","72058024","31066","10","20058048"
"8","72059001","91002","30","20059001"
"2","72059001","22002","1","20059002"
"8","72059002","91002","30","20059003"
"2","72059002","22002","1","20059004"
"8","72059003","91002","30","20059005"
"2","72059003","22002","1","20059006"
"8","72059004","91002","30","20059007"
"2","72059004","22002","1","20059008"
"8","72059005","91002","30","20059009"
"2","72059005","22002","1","20059010"
"8","72059006","91002","30","20059011"
"2","72059006","22002","1","20059012"
"8","72059007","91002","30","20059013"
"2","72059007","22002","1","20059014"
"8","72059008","91002","30","20059015"
"2","72059008","22002","1","20059016"
"8","72059009","91002","30","20059017"
"2","72059009","22002","1","20059018"
"8","72059010","91002","30","20059019"
"2","72059010","22002","1","20059020"
"8","72059011","91002","30","20059021"
"2","72059011","22002","1","20059022"
"8","72059012","91002","30","20059023"
"2","72059012","22002","1","20059024"
"8","72059013","91002","30","20059025"
"2","72059013","22002","1","20059026"
"8","72059014","91002","30","20059027"
"2","72059014","22002","1","20059028"
"8","72059015","91002","30","20059029"
"2","72059015","22002","1","20059030"
"2","72059015","50003","40","20059031"
"8","72059016","91002","60","20059032"
"2","72059016","22002","2","20059033"
"8","72059017","91002","60","20059034"
"2","72059017","22002","2","20059035"
"8","72059018","91002","60","20059036"
"2","72059018","22002","2","20059037"
"8","72059019","91002","60","20059038"
"2","72059019","22002","2","20059039"
"8","72059020","91002","60","20059040"
"2","72059020","22002","2","20059041"
"2","72059020","50003","40","20059042"
"1","72059021","124901","1","20059043"
"2","72059022","21017","1","20059044"
"2","72059023","31249","10","20059045"
"2","72059023","31029","10","20059046"
"2","72059024","31249","10","20059047"
"2","72059024","31029","10","20059048"
"8","72060001","91002","30","20060001"
"2","72060001","22002","1","20060002"
"8","72060002","91002","30","20060003"
"2","72060002","22002","1","20060004"
"8","72060003","91002","30","20060005"
"2","72060003","22002","1","20060006"
"8","72060004","91002","30","20060007"
"2","72060004","22002","1","20060008"
"8","72060005","91002","30","20060009"
"2","72060005","22002","1","20060010"
"8","72060006","91002","30","20060011"
"2","72060006","22002","1","20060012"
"8","72060007","91002","30","20060013"
"2","72060007","22002","1","20060014"
"8","72060008","91002","30","20060015"
"2","72060008","22002","1","20060016"
"8","72060009","91002","30","20060017"
"2","72060009","22002","1","20060018"
"8","72060010","91002","30","20060019"
"2","72060010","22002","1","20060020"
"8","72060011","91002","30","20060021"
"2","72060011","22002","1","20060022"
"8","72060012","91002","30","20060023"
"2","72060012","22002","1","20060024"
"8","72060013","91002","30","20060025"
"2","72060013","22002","1","20060026"
"8","72060014","91002","30","20060027"
"2","72060014","22002","1","20060028"
"8","72060015","91002","30","20060029"
"2","72060015","22002","1","20060030"
"2","72060015","50003","40","20060031"
"8","72060016","91002","60","20060032"
"2","72060016","22002","2","20060033"
"8","72060017","91002","60","20060034"
"2","72060017","22002","2","20060035"
"8","72060018","91002","60","20060036"
"2","72060018","22002","2","20060037"
"8","72060019","91002","60","20060038"
"2","72060019","22002","2","20060039"
"8","72060020","91002","60","20060040"
"2","72060020","22002","2","20060041"
"2","72060020","50003","40","20060042"
"2","72060021","31249","5","20060043"
"2","72060021","31042","5","20060044"
"2","72060022","21902","1","20060045"
"2","72060023","31249","5","20060046"
"2","72060023","31042","5","20060047"
"2","72060024","31249","10","20060048"
"2","72060024","31042","10","20060049"
"8","72061001","91002","30","20061001"
"2","72061001","22002","1","20061002"
"8","72061002","91002","30","20061003"
"2","72061002","22002","1","20061004"
"8","72061003","91002","30","20061005"
"2","72061003","22002","1","20061006"
"8","72061004","91002","30","20061007"
"2","72061004","22002","1","20061008"
"8","72061005","91002","30","20061009"
"2","72061005","22002","1","20061010"
"8","72061006","91002","30","20061011"
"2","72061006","22002","1","20061012"
"8","72061007","91002","30","20061013"
"2","72061007","22002","1","20061014"
"8","72061008","91002","30","20061015"
"2","72061008","22002","1","20061016"
"8","72061009","91002","30","20061017"
"2","72061009","22002","1","20061018"
"8","72061010","91002","30","20061019"
"2","72061010","22002","1","20061020"
"8","72061011","91002","30","20061021"
"2","72061011","22002","1","20061022"
"8","72061012","91002","30","20061023"
"2","72061012","22002","1","20061024"
"8","72061013","91002","30","20061025"
"2","72061013","22002","1","20061026"
"8","72061014","91002","30","20061027"
"2","72061014","22002","1","20061028"
"8","72061015","91002","30","20061029"
"2","72061015","22002","1","20061030"
"2","72061015","50003","40","20061031"
"8","72061016","91002","60","20061032"
"2","72061016","22002","2","20061033"
"8","72061017","91002","60","20061034"
"2","72061017","22002","2","20061035"
"8","72061018","91002","60","20061036"
"2","72061018","22002","2","20061037"
"8","72061019","91002","60","20061038"
"2","72061019","22002","2","20061039"
"8","72061020","91002","60","20061040"
"2","72061020","22002","2","20061041"
"2","72061020","50003","40","20061042"
"2","72061021","31053","5","20061043"
"2","72061021","31046","5","20061044"
"2","72061022","21902","1","20061045"
"2","72061023","21902","1","20061046"
"2","72061024","31053","5","20061047"
"2","72061024","31046","5","20061048"
"2","72061025","31053","10","20061049"
"2","72061025","31046","10","20061050"
"8","72062001","91002","30","20062001"
"2","72062001","22002","1","20062002"
"8","72062002","91002","30","20062003"
"2","72062002","22002","1","20062004"
"8","72062003","91002","30","20062005"
"2","72062003","22002","1","20062006"
"8","72062004","91002","30","20062007"
"2","72062004","22002","1","20062008"
"8","72062005","91002","30","20062009"
"2","72062005","22002","1","20062010"
"8","72062006","91002","30","20062011"
"2","72062006","22002","1","20062012"
"8","72062007","91002","30","20062013"
"2","72062007","22002","1","20062014"
"8","72062008","91002","30","20062015"
"2","72062008","22002","1","20062016"
"8","72062009","91002","30","20062017"
"2","72062009","22002","1","20062018"
"8","72062010","91002","30","20062019"
"2","72062010","22002","1","20062020"
"8","72062011","91002","30","20062021"
"2","72062011","22002","1","20062022"
"8","72062012","91002","30","20062023"
"2","72062012","22002","1","20062024"
"8","72062013","91002","30","20062025"
"2","72062013","22002","1","20062026"
"8","72062014","91002","30","20062027"
"2","72062014","22002","1","20062028"
"8","72062015","91002","30","20062029"
"2","72062015","22002","1","20062030"
"2","72062015","50003","40","20062031"
"8","72062016","91002","60","20062032"
"2","72062016","22002","2","20062033"
"8","72062017","91002","60","20062034"
"2","72062017","22002","2","20062035"
"8","72062018","91002","60","20062036"
"2","72062018","22002","2","20062037"
"8","72062019","91002","60","20062038"
"2","72062019","22002","2","20062039"
"8","72062020","91002","60","20062040"
"2","72062020","22002","2","20062041"
"2","72062020","50003","40","20062042"
"2","72062021","31012","5","20062043"
"2","72062021","31038","5","20062044"
"2","72062022","21902","1","20062045"
"2","72062023","21902","1","20062046"
"2","72062024","31012","5","20062047"
"2","72062024","31038","5","20062048"
"2","72062025","31012","10","20062049"
"2","72062025","31038","10","20062050"
"8","72063001","91002","30","20063001"
"2","72063001","22002","1","20063002"
"8","72063002","91002","30","20063003"
"2","72063002","22002","1","20063004"
"8","72063003","91002","30","20063005"
"2","72063003","22002","1","20063006"
"8","72063004","91002","30","20063007"
"2","72063004","22002","1","20063008"
"8","72063005","91002","30","20063009"
"2","72063005","22002","1","20063010"
"8","72063006","91002","30","20063011"
"2","72063006","22002","1","20063012"
"8","72063007","91002","30","20063013"
"2","72063007","22002","1","20063014"
"8","72063008","91002","30","20063015"
"2","72063008","22002","1","20063016"
"8","72063009","91002","30","20063017"
"2","72063009","22002","1","20063018"
"8","72063010","91002","30","20063019"
"2","72063010","22002","1","20063020"
"8","72063011","91002","30","20063021"
"2","72063011","22002","1","20063022"
"8","72063012","91002","30","20063023"
"2","72063012","22002","1","20063024"
"8","72063013","91002","30","20063025"
"2","72063013","22002","1","20063026"
"8","72063014","91002","30","20063027"
"2","72063014","22002","1","20063028"
"8","72063015","91002","30","20063029"
"2","72063015","22002","1","20063030"
"2","72063015","50003","40","20063031"
"8","72063016","91002","60","20063032"
"2","72063016","22002","2","20063033"
"8","72063017","91002","60","20063034"
"2","72063017","22002","2","20063035"
"8","72063018","91002","60","20063036"
"2","72063018","22002","2","20063037"
"8","72063019","91002","60","20063038"
"2","72063019","22002","2","20063039"
"8","72063020","91002","60","20063040"
"2","72063020","22002","2","20063041"
"2","72063020","50003","40","20063042"
"1","72063021","125701","1","20063043"
"2","72063022","21018","1","20063044"
"2","72063023","31257","10","20063045"
"2","72063023","31057","10","20063046"
"2","72063024","31257","10","20063047"
"2","72063024","31057","10","20063048"
"8","72064001","91002","30","20064001"
"2","72064001","22002","1","20064002"
"8","72064002","91002","30","20064003"
"2","72064002","22002","1","20064004"
"8","72064003","91002","30","20064005"
"2","72064003","22002","1","20064006"
"8","72064004","91002","30","20064007"
"2","72064004","22002","1","20064008"
"8","72064005","91002","30","20064009"
"2","72064005","22002","1","20064010"
"8","72064006","91002","30","20064011"
"2","72064006","22002","1","20064012"
"8","72064007","91002","30","20064013"
"2","72064007","22002","1","20064014"
"8","72064008","91002","30","20064015"
"2","72064008","22002","1","20064016"
"8","72064009","91002","30","20064017"
"2","72064009","22002","1","20064018"
"8","72064010","91002","30","20064019"
"2","72064010","22002","1","20064020"
"8","72064011","91002","30","20064021"
"2","72064011","22002","1","20064022"
"8","72064012","91002","30","20064023"
"2","72064012","22002","1","20064024"
"8","72064013","91002","30","20064025"
"2","72064013","22002","1","20064026"
"8","72064014","91002","30","20064027"
"2","72064014","22002","1","20064028"
"8","72064015","91002","30","20064029"
"2","72064015","22002","1","20064030"
"2","72064015","50003","40","20064031"
"8","72064016","91002","60","20064032"
"2","72064016","22002","2","20064033"
"8","72064017","91002","60","20064034"
"2","72064017","22002","2","20064035"
"8","72064018","91002","60","20064036"
"2","72064018","22002","2","20064037"
"8","72064019","91002","60","20064038"
"2","72064019","22002","2","20064039"
"8","72064020","91002","60","20064040"
"2","72064020","22002","2","20064041"
"2","72064020","50003","40","20064042"
"2","72064021","31044","5","20064043"
"2","72064021","31008","5","20064044"
"2","72064022","21902","1","20064045"
"2","72064023","21902","1","20064046"
"2","72064024","31044","5","20064047"
"2","72064024","31008","5","20064048"
"2","72064025","31044","10","20064049"
"2","72064025","31008","10","20064050"
