ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130
"0","11","36213","","","","32","","","36213007",""
"","0","36213","","","","91","","","36213008",""
"100211","1","36311","-213","2","0","1","-108","202","36311001","wac_default_01"
"111","1","36311","-213","2","0","5","-108","201","36311002","wac_default_03"
"43","43","36311","1","1","","31","0","0","36311003",""
"57","57","36311","1","0","","31","0","0","36311004",""
"11","11","36311","1","0","","31","0","0","36311005",""
"502","502","36311","1","1","","31","0","0","36311006",""
"wac_paint_01","100211","36311","0","0.2","","3","","0","36311007",""
"wac_paint_03","111","36311","0","0.2","","3","","0","36311008",""
"0","0","36311","","","","93","","","36311009",""
"1","11","36311","","","","32","","","36311010",""
"se_10035700_brush","se_10035700","36311","","","","23","","0","36311011",""
"300","100211","36311","","","","13","","","36311012",""
"","1","36311","","","","131","","","36311013",""
"wac_talk_wish_in","100211","36312","1","0.2","","3","wac_talk_wish_loop","0","36312001",""
"wac_no_items","111","36312","","0.2","","3","","1","36312002",""
"200","100211","36312","","","","2","0","-340","36312003",""
"200","111","36312","","","","2","0","-340","36312004",""
"0","43","36312","","","","32","","","36312005",""
"1","57","36312","","","","32","","","36312006",""
"0","11","36312","","","","32","","","36312007",""
"vo_wac_230212_000","vo_wac_230212","36312","","","","21","0","0","36312008",""
"そういえば、騎士クンやみんなと\n絵を描き始めてから、ずいぶんと\n時間が経ったよね……？","100211","36312","1","0","0","11","1","10","36312009","0.5"
"","0","36312","","","","91","","","36312010",""
"vo_wac_230212_001","vo_wac_230212","36312","","","","21","0","0","36312011",""
"気がついたら、すごくたくさんの\n絵が壁にあふれてて、どれもこれも\nすごくきれいで……完成したら、\nきっと大勢の人が見てくれると思うな♪","100211","36312","1","0","0","11","1","10","36312012","0.5"
"","0","36312","","","","91","","","36312013",""
"0","0","36312","","","","22","","","36312014",""
"wac_idle_wish","100211","36313","","0.2","","3","","1","36313001",""
"wac_no_items","111","36313","","0.2","","3","","1","36313002",""
"200","100211","36313","","","","2","0","-340","36313003",""
"200","111","36313","","","","2","0","-340","36313004",""
"0","43","36313","","","","32","","","36313005",""
"1","57","36313","","","","32","","","36313006",""
"0","11","36313","","","","32","","","36313007",""
"","0","36313","","","","91","","","36313008",""
"106011","1","36411","-213","2","0","1","-108","202","36411001","wac_default_11"
"111","1","36411","-213","2","0","5","-108","201","36411002","wac_default_13"
"43","43","36411","1","1","","31","0","0","36411003",""
"57","57","36411","1","0","","31","0","0","36411004",""
"11","11","36411","1","0","","31","0","0","36411005",""
"502","502","36411","1","1","","31","0","0","36411006",""
"wac_paint_11","106011","36411","0","0.2","","3","","0","36411007",""
"wac_paint_13","111","36411","0","0.2","","3","","0","36411008",""
"0","0.3","36411","","","","93","","","36411009",""
"1","11","36411","","","","32","","","36411010",""
"se_10035700_roller","se_10035700","36411","","","","23","","0","36411011",""
"300","106011","36411","","","","13","","","36411012",""
"","1","36411","","","","131","","","36411013",""
"wac_talk_wish_in","106011","36412","1","0.2","","3","wac_talk_wish_loop","0","36412001",""
"wac_no_items","111","36412","","0.2","","3","","1","36412002",""
"200","106011","36412","","","","2","0","-340","36412003",""
"200","111","36412","","","","2","0","-340","36412004",""
"0","43","36412","","","","32","","","36412005",""
"1","57","36412","","","","32","","","36412006",""
"0","11","36412","","","","32","","","36412007",""
"vo_wac_230213_000","vo_wac_230213","36412","","","","21","0","0","36412008",""
"今日のお勤めも終わりねー\n……って、ぷくくっ……！\nあんた、どんな塗り方をしてたら\nそんなところにペンキがつくわけ？","106011","36412","1","0","0","11","1","10","36412009","0.5"
"","0","36412","","","","91","","","36412010",""
"vo_wac_230213_001","vo_wac_230213","36412","","","","21","0","0","36412011",""
"ほら、こっちに来なさいよ。\n口の周り、ケチャップぶちまけた\nみたいになってるわよ？\nタオルで拭ってあげるから。","106011","36412","1","0","0","11","1","10","36412012","0.5"
"","0","36412","","","","91","","","36412013",""
"0","0","36412","","","","22","","","36412014",""
"wac_idle_wish","106011","36413","","0.2","","3","","1","36413001",""
"wac_no_items","111","36413","","0.2","","3","","1","36413002",""
"200","106011","36413","","","","2","0","-340","36413003",""
"200","111","36413","","","","2","0","-340","36413004",""
"0","43","36413","","","","32","","","36413005",""
"1","57","36413","","","","32","","","36413006",""
"0","11","36413","","","","32","","","36413007",""
"","0","36413","","","","91","","","36413008",""
"105911","1","36511","-100","2","0","1","-108","202","36511001","wac_default_21"
"111","1","36511","-100","2","0","5","-108","201","36511002","wac_default_23"
"53","53","36511","1","1","","31","0","0","36511003",""
"57","57","36511","1","0","","31","0","0","36511004",""
"20","20","36511","1","0","","31","0","0","36511005",""
"502","502","36511","1","1","","31","0","0","36511006",""
"wac_paint_21","105911","36511","0","0.2","","3","","0","36511007",""
"wac_paint_23","111","36511","0","0.2","","3","","0","36511008",""
"0","0","36511","","","","93","","","36511009",""
"1","20","36511","","","","32","","","36511010",""
"se_sys_login_birthday_calendar_brush","se_common","36511","","","","23","","0","36511011",""
"300","105911","36511","","","","13","","","36511012",""
"","1","36511","","","","131","","","36511013",""
"wac_talk_sad_in","105911","36512","1","0.2","","3","wac_talk_sad_loop","0","36512001",""
"wac_no_items","111","36512","","0.2","","3","","1","36512002",""
"200","105911","36512","","","","2","0","-340","36512003",""
"200","111","36512","","","","2","0","-340","36512004",""
"0","53","36512","","","","32","","","36512005",""
"1","57","36512","","","","32","","","36512006",""
"0","20","36512","","","","32","","","36512007",""
"vo_wac_230214_000","vo_wac_230214","36512","","","","21","0","0","36512008",""
"わたくしが高いところを描くときは、\nいつも脚立が必要になるのが\n不便でございます……もう少し、\n背丈があればよかったのですが。","105911","36512","1","0","0","11","1","10","36512009","0.5"
"","0","36512","","","","91","","","36512010",""
"vo_wac_230214_001","vo_wac_230214","36512","","","","21","0","0","36512011",""
"……肩車、でございますか？\nいえ、主さまにそのようなことを\nさせるわけには……ただ、興味を\nそそられる提案ではございますね。","105911","36512","1","0","0","11","1","10","36512012","0.5"
"","0","36512","","","","91","","","36512013",""
"0","0","36512","","","","22","","","36512014",""
"wac_idle_sad","105911","36513","","0.2","","3","","1","36513001",""
"wac_no_items","111","36513","","0.2","","3","","1","36513002",""
"200","105911","36513","","","","2","0","-340","36513003",""
"200","111","36513","","","","2","0","-340","36513004",""
"0","53","36513","","","","32","","","36513005",""
"1","57","36513","","","","32","","","36513006",""
"0","20","36513","","","","32","","","36513007",""
"","0","36513","","","","91","","","36513008",""
"105811","1","36611","-213","2","0","1","-108","202","36611001","wac_default_01"
"111","1","36611","-213","2","0","5","-108","201","36611002","wac_default_03"
"43","43","36611","1","1","","31","0","0","36611003",""
"57","57","36611","1","0","","31","0","0","36611004",""
"11","11","36611","1","0","","31","0","0","36611005",""
"502","502","36611","1","1","","31","0","0","36611006",""
"wac_paint_01","105811","36611","0","0.2","","3","","0","36611007",""
"wac_paint_03","111","36611","0","0.2","","3","","0","36611008",""
"0","0","36611","","","","93","","","36611009",""
"1","11","36611","","","","32","","","36611010",""
"se_10035700_brush","se_10035700","36611","","","","23","","0","36611011",""
"300","105811","36611","","","","13","","","36611012",""
"","1","36611","","","","131","","","36611013",""
"wac_talk_smile_in","105811","36612","1","0.2","","3","wac_talk_smile_loop","0","36612001",""
"wac_no_items","111","36612","","0.2","","3","","1","36612002",""
"200","105811","36612","","","","2","0","-340","36612003",""
"200","111","36612","","","","2","0","-340","36612004",""
"0","43","36612","","","","32","","","36612005",""
"1","57","36612","","","","32","","","36612006",""
"0","11","36612","","","","32","","","36612007",""
"vo_wac_230215_000","vo_wac_230215","36612","","","","21","0","0","36612008",""
"今回も上手に描けました！\nもうすっかり筆も手に馴染んでますし、\nこのまま絵を描くお仕事を\n始めちゃうのも楽しそうですね～♪","105811","36612","1","0","0","11","1","10","36612009","0.5"
"","0","36612","","","","91","","","36612010",""
"vo_wac_230215_001","vo_wac_230215","36612","","","","21","0","0","36612011",""
"はい？　……あ～、いえいえ！\n王女をやめるつもりなんてないですよ？\nまだまだこの国の皆さんのために、\nやるべきことが盛りだくさんですから☆","105811","36612","1","0","0","11","1","10","36612012","0.5"
"","0","36612","","","","91","","","36612013",""
"0","0","36612","","","","22","","","36612014",""
"wac_idle_smile","105811","36613","","0.2","","3","","1","36613001",""
"wac_no_items","111","36613","","0.2","","3","","1","36613002",""
"200","105811","36613","","","","2","0","-340","36613003",""
"200","111","36613","","","","2","0","-340","36613004",""
"0","43","36613","","","","32","","","36613005",""
"1","57","36613","","","","32","","","36613006",""
"0","11","36613","","","","32","","","36613007",""
"","0","36613","","","","91","","","36613008",""
"107111","1","36711","-213","2","0","1","-108","202","36711001","wac_default_01"
"111","1","36711","-213","2","0","5","-108","201","36711002","wac_default_03"
"43","43","36711","1","1","","31","0","0","36711003",""
"57","57","36711","1","0","","31","0","0","36711004",""
"11","11","36711","1","0","","31","0","0","36711005",""
"502","502","36711","1","1","","31","0","0","36711006",""
"wac_paint_01","107111","36711","0","0.2","","3","","0","36711007",""
"wac_paint_03","111","36711","0","0.2","","3","","0","36711008",""
"0","0","36711","","","","93","","","36711009",""
"1","11","36711","","","","32","","","36711010",""
"se_10035700_brush","se_10035700","36711","","","","23","","0","36711011",""
"300","107111","36711","","","","13","","","36711012",""
"","1","36711","","","","131","","","36711013",""
"wac_talk_doya_in","107111","36712","1","0.2","","3","wac_talk_doya_loop","0","36712001",""
"wac_no_items","111","36712","","0.2","","3","","1","36712002",""
"200","107111","36712","","","","2","0","-340","36712003",""
"200","111","36712","","","","2","0","-340","36712004",""
"0","43","36712","","","","32","","","36712005",""
"1","57","36712","","","","32","","","36712006",""
"0","11","36712","","","","32","","","36712007",""
"vo_wac_230216_000","vo_wac_230216","36712","","","","21","0","0","36712008",""
"さて、ワタシの担当は終わったが……\n改めて、他の面子の仕事も\n確認させてもらおうではないか。\n手落ちがあってはいかんからな。","107111","36712","1","0","0","11","1","10","36712009","0.5"
"","0","36712","","","","91","","","36712010",""
"vo_wac_230216_001","vo_wac_230216","36712","","","","21","0","0","36712011",""
"団長はそつなく仕上げているな……\nトモちゃんも特に問題はなし。\nマツリちゃんは……完璧ではないか！\n熱烈に指導を入れた甲斐があったぞ☆","107111","36712","1","0","0","11","1","10","36712012","0.5"
"","0","36712","","","","91","","","36712013",""
"0","0","36712","","","","22","","","36712014",""
"wac_idle_doya","107111","36713","","0.2","","3","","1","36713001",""
"wac_no_items","111","36713","","0.2","","3","","1","36713002",""
"200","107111","36713","","","","2","0","-340","36713003",""
"200","111","36713","","","","2","0","-340","36713004",""
"0","43","36713","","","","32","","","36713005",""
"1","57","36713","","","","32","","","36713006",""
"0","11","36713","","","","32","","","36713007",""
"","0","36713","","","","91","","","36713008",""
"100411","1","36811","-213","2","0","1","-108","202","36811001","wac_default_11"
"111","1","36811","-213","2","0","5","-108","201","36811002","wac_default_11"
"43","43","36811","1","1","","31","0","0","36811003",""
"57","57","36811","1","0","","31","0","0","36811004",""
"11","11","36811","1","0","","31","0","0","36811005",""
"502","502","36811","1","1","","31","0","0","36811006",""
"wac_paint_11","100411","36811","0","0.2","","3","","0","36811007",""
"wac_paint_11","111","36811","0","0.2","","3","","0","36811008",""
"0","0.3","36811","","","","93","","","36811009",""
"1","11","36811","","","","32","","","36811010",""
"se_10035700_roller","se_10035700","36811","","","","23","","0","36811011",""
"300","100411","36811","","","","13","","","36811012",""
"","1","36811","","","","131","","","36811013",""
"wac_talk_kyapi_in","100411","36812","1","0.2","","3","wac_talk_kyapi_loop","0","36812001",""
"wac_no_items","111","36812","","0.2","","3","","1","36812002",""
"200","100411","36812","","","","2","0","-340","36812003",""
"200","111","36812","","","","2","0","-340","36812004",""
"0","43","36812","","","","32","","","36812005",""
"1","57","36812","","","","32","","","36812006",""
"0","11","36812","","","","32","","","36812007",""
"vo_wac_230217_000","vo_wac_230217","36812","","","","21","0","0","36812008",""
"でっきあっがり～！\nねぇねぇ、にいちゃん！\nでっかい絵をみんなで描くのって、\nこんなに楽しかったんだね～！","100411","36812","1","0","0","11","1","10","36812009","0.5"
"","0","36812","","","","91","","","36812010",""
"vo_wac_230217_001","vo_wac_230217","36812","","","","21","0","0","36812011",""
"ってことはさ～……\nみんなででっかいイタズラをしたら、\nもっともっと楽しそうじゃない！？\nえへへ～、なにがいいかなー♪","100411","36812","1","0","0","11","1","10","36812012","0.5"
"","0","36812","","","","91","","","36812013",""
"0","0","36812","","","","22","","","36812014",""
"wac_idle_kyapi","100411","36813","","0.2","","3","","1","36813001",""
"wac_no_items","111","36813","","0.2","","3","","1","36813002",""
"200","100411","36813","","","","2","0","-340","36813003",""
"200","111","36813","","","","2","0","-340","36813004",""
"0","43","36813","","","","32","","","36813005",""
"1","57","36813","","","","32","","","36813006",""
"0","11","36813","","","","32","","","36813007",""
"","0","36813","","","","91","","","36813008",""
"100211","1","36911","-325","2","0","1","-167","204","36911001","wac_default_bot_31"
"123011","1","36911","-325","2","0","1","230","202","36911002","wac_default_51"
"100311","1","36911","-350","2","0","1","-330","256","36911003","wac_default_bot_81"
"100111","1","36911","-350","2","0","1","340","254","36911004","wac_default_bot_71"
"111","1","36911","-325","2","0","5","-167","203","36911005","wac_default_bot_36"
"113","1","36911","-325","2","0","5","230","201","36911006","wac_default_bot_55"
"114","1","36911","-350","2","0","5","-330","255","36911007","wac_default_85"
"115","1","36911","-350","2","0","5","340","253","36911008","wac_default_76"
"300","100311","36911","","","","13","","","36911009",""
"300","100111","36911","","","","13","","","36911010",""
"300","123011","36911","","","","13","","","36911011",""
"300","100211","36911","","","","13","","","36911012",""
"59","59","36911","1","1","","31","0","0","36911013",""
"63","63","36911","1","0","","31","0","0","36911014",""
"17","17","36911","1","0","","31","0","0","36911015",""
"502","502","36911","1","1","","31","0","0","36911016",""
"wac_paint_bot_31","100211","36911","0","0.2","","3","","0","36911017",""
"wac_paint_bot_36","111","36911","0","0.2","","3","","0","36911018",""
"wac_paint_bot_51","123011","36911","0","0.2","","3","","0","36911019",""
"wac_paint_bot_55","113","36911","0","0.2","","3","","0","36911020",""
"wac_paint_bot_81","100311","36911","0","0.2","","3","","0","36911021",""
"wac_paint_85","114","36911","0","0.2","","3","","0","36911022",""
"wac_paint_bot_71","100111","36911","0","0.2","","3","","0","36911023",""
"wac_paint_76","115","36911","0","0.2","","3","","0","36911024",""
"0","0","36911","","","","93","","","36911025",""
"1","17","36911","","","","32","","","36911026",""
"se_sys_login_birthday_calendar_smallbrush","se_common","36911","","","","23","","0","36911027",""
"","1","36911","","","","131","","","36911028",""
"wac_idle_doya_L","100311","36912","","0","","3","","1","36912001",""
"wac_idle_smile_L","100111","36912","","0","","3","","1","36912002",""
"wac_idle_smile","123011","36912","","0","","3","","1","36912003",""
"wac_idle_wish","100211","36912","","0","","3","","1","36912004",""
"wac_no_items","111","36912","","0","","3","","1","36912005",""
"wac_no_items","113","36912","","0","","3","","1","36912006",""
"wac_no_items","114","36912","","0","","3","","1","36912007",""
"wac_no_items","115","36912","","0","","3","","1","36912008",""
"-335","100311","36912","","","","2","0","-360","36912009",""
"-190","100111","36912","","","","2","0","-335","36912010",""
"190","123011","36912","","","","2","0","-335","36912011",""
"350","100211","36912","","","","2","0","-360","36912012",""
"-335","111","36912","","","","2","0","-360","36912013",""
"-190","113","36912","","","","2","0","-335","36912014",""
"190","114","36912","","","","2","0","-335","36912015",""
"350","115","36912","","","","2","0","-360","36912016",""
"0","59","36912","","","","32","","","36912017",""
"1","63","36912","","","","32","","","36912018",""
"0","17","36912","","","","32","","","36912019",""
"wac_talk_smile_in","123011","36912","1","0.2","","3","wac_talk_smile_loop","0","36912020",""
"vo_wac_230218_000","vo_wac_230218","36912","","","","21","0","0","36912021",""
"ソルの塔から見てはいたけど、\n実際絵を描くとなると大変ね～\n……でも、悪くないわ。\nこうして、一緒に何か作るのって。","123011","36912","1","0","0","11","1","10","36912022","0.5"
"","0","36912","","","","91","","","36912023",""
"wac_idle_smile","123011","36912","1","0.2","","3","","1","36912024",""
"wac_talk_doya_in_L","100311","36912","1","0.2","","3","wac_talk_doya_loop_L","0","36912025",""
"vo_wac_230218_001","vo_wac_230218","36912","","","","21","0","0","36912026",""
"そう言ってもらえてなによりだよ。\n今日、こうして壁に描かれた絵も、\nきっと素敵な思い出になる。","100311","36912","1","0","0","11","1","10","36912027","0.5"
"","0","36912","","","","91","","","36912028",""
"wac_idle_doya_L","100311","36912","1","0.2","","3","","1","36912029",""
"wac_talk_smile_in_L","100111","36912","1","0.2","","3","wac_talk_smile_loop_L","0","36912030",""
"vo_wac_230218_002","vo_wac_230218","36912","","","","21","0","0","36912031",""
"もちろん、この絵だけじゃないよ？\nこれからは一緒に、いろいろ\n楽しいことに挑戦していこ～♪","100111","36912","1","0","0","11","1","10","36912032","0.5"
"","0","36912","","","","91","","","36912033",""
"wac_idle_smile_L","100111","36912","1","0.2","","3","","1","36912034",""
"wac_talk_wish_in","100211","36912","1","0.2","","3","wac_talk_wish_loop","0","36912035",""
"vo_wac_230218_003","vo_wac_230218","36912","","","","21","0","0","36912036",""
"そうだね♪\n幸せ過ぎて、絶対に忘れたくない……\nもし忘れても、必ず思い出したい……\nそんな思い出を、作っていきたいな。","100211","36912","1","0","0","11","1","10","36912037","0.5"
"","0","36912","","","","91","","","36912038",""
"wac_idle_wish","100211","36912","1","0.2","","3","","1","36912039",""
"wac_talk_smile_in","123011","36912","1","0.2","","3","wac_talk_smile_loop","0","36912040",""
"vo_wac_230218_004","vo_wac_230218","36912","","","","21","0","0","36912041",""
"できるわよ。\n今度こそ、必ず。","123011","36912","1","0","0","11","1","10","36912042","0.5"
"","0","36912","","","","91","","","36912043",""
"0","0","36912","","","","22","","","36912044",""
"","","36912","","","","111","","","36912045",""
"wac_idle_doya_L","100311","36913","","0.2","","3","","1","36913001",""
"wac_idle_smile_L","100111","36913","","0.2","","3","","1","36913002",""
"wac_idle_smile","123011","36913","","0.2","","3","","1","36913003",""
"wac_idle_wish","100211","36913","","0.2","","3","","1","36913004",""
"wac_no_items","111","36913","","0.2","","3","","1","36913005",""
"wac_no_items","113","36913","","0.2","","3","","1","36913006",""
"wac_no_items","114","36913","","0.2","","3","","1","36913007",""
"wac_no_items","115","36913","","0.2","","3","","1","36913008",""
"-335","100311","36913","","","","2","0","-360","36913009",""
"-190","100111","36913","","","","2","0","-335","36913010",""
"190","123011","36913","","","","2","0","-335","36913011",""
"350","100211","36913","","","","2","0","-360","36913012",""
"-335","111","36913","","","","2","0","-360","36913013",""
"-190","113","36913","","","","2","0","-335","36913014",""
"190","114","36913","","","","2","0","-335","36913015",""
"350","115","36913","","","","2","0","-360","36913016",""
"0","59","36913","","","","32","","","36913017",""
"1","63","36913","","","","32","","","36913018",""
"0","17","36913","","","","32","","","36913019",""
"","0","36913","","","","91","","","36913020",""
"102011","1","37011","-100","2","0","1","-108","202","37011001","wac_default_21"
"111","1","37011","-100","2","0","5","-108","201","37011002","wac_default_21"
"53","53","37011","1","1","","31","0","0","37011003",""
"57","57","37011","1","0","","31","0","0","37011004",""
"20","20","37011","1","0","","31","0","0","37011005",""
"502","502","37011","1","1","","31","0","0","37011006",""
"wac_paint_21","102011","37011","0","0.2","","3","","0","37011007",""
"wac_paint_21","111","37011","0","0.2","","3","","0","37011008",""
"0","0","37011","","","","93","","","37011009",""
"1","20","37011","","","","32","","","37011010",""
"se_sys_login_birthday_calendar_brush","se_common","37011","","","","23","","0","37011011",""
"300","102011","37011","","","","13","","","37011012",""
"","1","37011","","","","131","","","37011013",""
"wac_talk_wish_in","102011","37012","1","0.2","","3","wac_talk_wish_loop","0","37012001",""
"wac_no_items","111","37012","","0.2","","3","","1","37012002",""
"200","102011","37012","","","","2","0","-340","37012003",""
"200","111","37012","","","","2","0","-340","37012004",""
"0","53","37012","","","","32","","","37012005",""
"1","57","37012","","","","32","","","37012006",""
"0","20","37012","","","","32","","","37012007",""
"vo_wac_230219_000","vo_wac_230219","37012","","","","21","0","0","37012008",""
"できた～♪\nミミたちがお絵描きがんばったから、\n壁も絵でいっぱいになってきたね～♪\n……でも、ちょっとさみしいかも。","102011","37012","1","0","0","11","1","10","37012009","0.5"
"","0","37012","","","","91","","","37012010",""
"wac_talk_sad_loop","102011","37012","","0.2","","3","","1","37012011",""
"vo_wac_230219_001","vo_wac_230219","37012","","","","21","0","0","37012012",""
"もうすぐ、みんなでお絵描きするの、\n終わっちゃうってことだもんね……\nおにいちゃん、またミミといっしょに、\nお絵描きであそんでくれる……？","102011","37012","1","0","0","11","1","10","37012013","0.5"
"","0","37012","","","","91","","","37012014",""
"0","0","37012","","","","22","","","37012015",""
"wac_idle_sad","102011","37013","","0.2","","3","","1","37013001",""
"wac_no_items","111","37013","","0.2","","3","","1","37013002",""
"200","102011","37013","","","","2","0","-340","37013003",""
"200","111","37013","","","","2","0","-340","37013004",""
"0","53","37013","","","","32","","","37013005",""
"1","57","37013","","","","32","","","37013006",""
"0","20","37013","","","","32","","","37013007",""
"","0","37013","","","","91","","","37013008",""
"105911","1","37111","-213","2","0","1","-108","202","37111001","wac_default_01"
"111","1","37111","-213","2","0","5","-108","201","37111002","wac_default_01"
"43","43","37111","1","1","","31","0","0","37111003",""
"57","57","37111","1","0","","31","0","0","37111004",""
"11","11","37111","1","0","","31","0","0","37111005",""
"502","502","37111","1","1","","31","0","0","37111006",""
"wac_paint_01","105911","37111","0","0.2","","3","","0","37111007",""
"wac_paint_01","111","37111","0","0.2","","3","","0","37111008",""
"0","0","37111","","","","93","","","37111009",""
"1","11","37111","","","","32","","","37111010",""
"se_10035700_brush","se_10035700","37111","","","","23","","0","37111011",""
"300","105911","37111","","","","13","","","37111012",""
"","1","37111","","","","131","","","37111013",""
"wac_talk_wish_in","105911","37112","1","0.2","","3","wac_talk_wish_loop","0","37112001",""
"wac_no_items","111","37112","","0.2","","3","","1","37112002",""
"200","105911","37112","","","","2","0","-340","37112003",""
"200","111","37112","","","","2","0","-340","37112004",""
"0","43","37112","","","","32","","","37112005",""
"1","57","37112","","","","32","","","37112006",""
"0","11","37112","","","","32","","","37112007",""
"vo_wac_230220_000","vo_wac_230220","37112","","","","21","0","0","37112008",""
"なんとなく、ではございますが。\nみなさま指示書に従って絵を\n描いているはずなのに、\nどことなく個性が感じられますね。","105911","37112","1","0","0","11","1","10","37112009","0.5"
"","0","37112","","","","91","","","37112010",""
"vo_wac_230220_001","vo_wac_230220","37112","","","","21","0","0","37112011",""
"恐らくここはぺコリーヌさま、\nあちらはキャルさまで、そこは主さま、\nこの辺りはシェフィさまでしょう。\n大変、上手に描けておりますよ。","105911","37112","1","0","0","11","1","10","37112012","0.5"
"","0","37112","","","","91","","","37112013",""
"0","0","37112","","","","22","","","37112014",""
"wac_idle_wish","105911","37113","","0.2","","3","","1","37113001",""
"wac_no_items","111","37113","","0.2","","3","","1","37113002",""
"200","105911","37113","","","","2","0","-340","37113003",""
"200","111","37113","","","","2","0","-340","37113004",""
"0","43","37113","","","","32","","","37113005",""
"1","57","37113","","","","32","","","37113006",""
"0","11","37113","","","","32","","","37113007",""
"","0","37113","","","","91","","","37113008",""
"100311","1","37211","-213","2","0","1","-108","202","37211001","wac_default_11"
"111","1","37211","-213","2","0","5","-108","201","37211002","wac_default_13"
"43","43","37211","1","1","","31","0","0","37211003",""
"57","57","37211","1","0","","31","0","0","37211004",""
"11","11","37211","1","0","","31","0","0","37211005",""
"502","502","37211","1","1","","31","0","0","37211006",""
"wac_paint_11","100311","37211","0","0.2","","3","","0","37211007",""
"wac_paint_13","111","37211","0","0.2","","3","","0","37211008",""
"0","0.3","37211","","","","93","","","37211009",""
"1","11","37211","","","","32","","","37211010",""
"se_10035700_roller","se_10035700","37211","","","","23","","0","37211011",""
"300","100311","37211","","","","13","","","37211012",""
"","1","37211","","","","131","","","37211013",""
"wac_talk_doya_in","100311","37212","1","0.2","","3","wac_talk_doya_loop","0","37212001",""
"wac_no_items","111","37212","","0.2","","3","","1","37212002",""
"200","100311","37212","","","","2","0","-340","37212003",""
"200","111","37212","","","","2","0","-340","37212004",""
"0","43","37212","","","","32","","","37212005",""
"1","57","37212","","","","32","","","37212006",""
"0","11","37212","","","","32","","","37212007",""
"vo_wac_230221_000","vo_wac_230221","37212","","","","21","0","0","37212008",""
"さて、これでいいだろう。\n……そうだ、もしよければだけど、\n今日はぐるっと壁を回りながら\n帰ってみないか？","100311","37212","1","0","0","11","1","10","37212009","0.5"
"","0","37212","","","","91","","","37212010",""
"vo_wac_230221_001","vo_wac_230221","37212","","","","21","0","0","37212011",""
"描かれている絵もかなり増えただろう？\n一度、見返してみたくなったんだ。\n完成を迎える前に、ね。","100311","37212","1","0","0","11","1","10","37212012","0.5"
"","0","37212","","","","91","","","37212013",""
"0","0","37212","","","","22","","","37212014",""
"wac_idle_doya","100311","37213","","0.2","","3","","1","37213001",""
"wac_no_items","111","37213","","0.2","","3","","1","37213002",""
"200","100311","37213","","","","2","0","-340","37213003",""
"200","111","37213","","","","2","0","-340","37213004",""
"0","43","37213","","","","32","","","37213005",""
"1","57","37213","","","","32","","","37213006",""
"0","11","37213","","","","32","","","37213007",""
"","0","37213","","","","91","","","37213008",""
"103711","1","37311","-213","2","0","1","-108","202","37311001","wac_default_01"
"111","1","37311","-213","2","0","5","-108","201","37311002","wac_default_03"
"43","43","37311","1","1","","31","0","0","37311003",""
"57","57","37311","1","0","","31","0","0","37311004",""
"11","11","37311","1","0","","31","0","0","37311005",""
"502","502","37311","1","1","","31","0","0","37311006",""
"wac_paint_01","103711","37311","0","0.2","","3","","0","37311007",""
"wac_paint_03","111","37311","0","0.2","","3","","0","37311008",""
"0","0","37311","","","","93","","","37311009",""
"1","11","37311","","","","32","","","37311010",""
"se_10035700_brush","se_10035700","37311","","","","23","","0","37311011",""
"300","103711","37311","","","","13","","","37311012",""
"","1","37311","","","","131","","","37311013",""
"wac_talk_doya_in","103711","37312","1","0.2","","3","wac_talk_doya_loop","0","37312001",""
"wac_no_items","111","37312","","0.2","","3","","1","37312002",""
"200","103711","37312","","","","2","0","-340","37312003",""
"200","111","37312","","","","2","0","-340","37312004",""
"0","43","37312","","","","32","","","37312005",""
"1","57","37312","","","","32","","","37312006",""
"0","11","37312","","","","32","","","37312007",""
"vo_wac_230222_000","vo_wac_230222","37312","","","","21","0","0","37312008",""
"ふぅ、今回はこれでおしまい。\nこの壁の空白も、ずいぶんと\n埋まってきているようだね。","103711","37312","1","0","0","11","1","10","37312009","0.5"
"","0","37312","","","","91","","","37312010",""
"vo_wac_230222_001","vo_wac_230222","37312","","","","21","0","0","37312011",""
"最初手伝うことになったときは、\n【王宮騎士団（NIGHTMARE）】\nの仕事っぽくないなって思ってたけど。\n今は……すごくいい思い出になったよ。","103711","37312","1","0","0","11","1","10","37312012","0.5"
"","0","37312","","","","91","","","37312013",""
"0","0","37312","","","","22","","","37312014",""
"wac_idle_doya","103711","37313","","0.2","","3","","1","37313001",""
"wac_no_items","111","37313","","0.2","","3","","1","37313002",""
