9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390
"「金色の天露」を処方するわね。","","0","","","1007414","103","","1007414072","","1007414075"
"この聖杯でうがいしなさい。","","0","","","1007414","103","","1007414073","","1007414128"
"この封魔帯で乾燥を防ぎなさい。","","0","","","1007414","103","","1007414074","","1007414180"
"117531","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414075","","mhp_sit_out"
"0.6","","","","","1007414","93","","1007414076","","0"
"100931","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414077","","mhp_sit_out"
"0.2","","","","","1007414","93","","1007414078","","0"
"100931","0.2","1","","0","1007414","3","","1007414079","","mhp_walk_sad"
"100931","","-220","","0","1007414","2","1.5","1007414080","","35"
"31","","-220","","0","1007414","2","1.5","1007414081","","35"
"11","","-220","","0","1007414","2","1.5","1007414082","","35"
"12","","-220","","0","1007414","2","1.5","1007414083","","35"
"0.3","","","","","1007414","93","","1007414084","","0"
"117531","0.2","0","0","1","1007414","3","mhp_handover_loop","1007414085","","mhp_handover_in"
"21","0","1","0","1","1007414","6","1","1007414086","","1"
"22","0","1","0","1","1007414","6","1","1007414087","","1"
"21","0.2","0","0","1","1007414","3","mhp_handover_loop","1007414088","","mhp_handover_in"
"22","0.2","0","0","1","1007414","3","mhp_item_EX0005_handover_loop","1007414089","","mhp_item_EX0005_handover_in"
"1.2","","","","","1007414","93","","1007414090","","0"
"100931","0.2","1","","","1007414","3","","1007414091","","mhp_idle_sad"
"0.5","","","","","1007414","93","","1007414092","","0"
"100931","0.2","0","0","1","1007414","3","mhp_talk_surprise1","1007414093","","mhp_surprise"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414094","","vo_mhp_3110"
"100931","0","5","0","0","1007414","11","1","1007414095","0.5","そ、それは霊峰に生息する花から\n採れる、伝説の蜜では！\nこれさえあればすぐにでも\n千の魔法を唱えられるであろう！"
"6","","","","","1007414","93","","1007414096","","1"
"100931","0.2","0","","","1007414","3","","1007414097","","mhp_anna_huhuStand_in"
"0","","","","","1007414","91","","1007414098","",""
"100931","0.2","0","0.2","1","1007414","3","mhp_anna_ahahaStand_loop","1007414099","","mhp_anna_ahahaStand_in"
"0","","","","","1007414","93","","1007414100","","1"
"1007414095","","","","","1007414","91","","1007414101","",""
"0","","","","","1007414","22","","1007414102","","0"
"1","","","","","1007414","93","","1007414103","",""
"100931","0.2","0","0","1","1007414","3","mhp_handover_receive_loop","1007414104","","mhp_handover_receive_in"
"11","0","1","0","1","1007414","6","1","1007414105","","1"
"12","0","1","0","1","1007414","6","1","1007414106","","1"
"11","0.2","0","0","1","1007414","3","mhp_receive_anna_loop","1007414107","","mhp_receive_anna_in"
"12","0.2","0","0","1","1007414","3","mhp_item_EX0005_receive_loop","1007414108","","mhp_item_EX0005_receive_in"
"0.6","","","","","1007414","93","","1007414109","","0"
"22","0.4","1","0","1","1007414","6","1","1007414110","","1"
"0.4","","","","","1007414","93","","1007414111","","0"
"117531","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414112","","mhp_handover_out"
"21","0.2","0","0","1","1007414","3","NoItem_idle","1007414113","","mhp_handover_out"
"22","0.2","0","0","1","1007414","3","NoItem_idle","1007414114","","mhp_item_EX0005_handover_out"
"0.4","","","","","1007414","93","","1007414115","","0"
"100931","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414116","","mhp_handover_receive_out"
"11","0.2","0","0","1","1007414","3","NoItem_idle","1007414117","","mhp_receive_anna_out"
"12","0.2","0","0","1","1007414","3","NoItem_idle","1007414118","","mhp_item_EX0005_receive_out"
"2","","","","","1007414","93","","1007414119","",""
"100931","0.2","1","","","1007414","3","","1007414120","","mhp_idle_memory"
"0.2","","","","","1007414","93","","1007414121","","0"
"117631","0.2","1","","","1007414","3","","1007414122","","mhp_sit_idle_sad"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414123","","vo_mhp_3111"
"117631","0","6","0","0","1007414","11","1","1007414124","0.5","（あれ、どう見てもただの\nのど用シロップだよね？\n物は言いようってやつかな）"
"0","","","","","1007414","91","","1007414125","",""
"117631","0.2","1","","","1007414","3","","1007414126","","mhp_sit_idle"
"1007414224","","","","","1007414","101","","1007414127","",""
"117531","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414128","","mhp_sit_out"
"0.6","","","","","1007414","93","","1007414129","","0"
"100931","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414130","","mhp_sit_out"
"0.2","","","","","1007414","93","","1007414131","","0"
"100931","0.2","1","","0","1007414","3","","1007414132","","mhp_walk_sad"
"100931","","-220","","0","1007414","2","1.5","1007414133","","35"
"31","","-220","","0","1007414","2","1.5","1007414134","","35"
"11","","-220","","0","1007414","2","1.5","1007414135","","35"
"12","","-220","","0","1007414","2","1.5","1007414136","","35"
"0.3","","","","","1007414","93","","1007414137","","0"
"117531","0.2","0","0","1","1007414","3","mhp_handover_loop","1007414138","","mhp_handover_in"
"21","0","1","0","1","1007414","6","1","1007414139","","1"
"22","0","1","0","1","1007414","6","1","1007414140","","1"
"21","0.2","0","0","1","1007414","3","mhp_handover_loop","1007414141","","mhp_handover_in"
"22","0.2","0","0","1","1007414","3","mhp_item_EX0013_handover_loop","1007414142","","mhp_item_EX0013_handover_in"
"1.2","","","","","1007414","93","","1007414143","","0"
"100931","0.2","1","","","1007414","3","","1007414144","","mhp_idle_sad"
"0.5","","","","","1007414","93","","1007414145","","0"
"100931","0.2","0","0","1","1007414","3","mhp_talk_surprise1","1007414146","","mhp_surprise"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414147","","vo_mhp_3112"
"100931","0","5","0","0","1007414","11","1","1007414148","0.5","こ、これがあの伝説の……！\nふふふ、これでわれはさらに至高の\n領域へと達するであろう！"
"3.5","","","","","1007414","93","","1007414149","","1"
"100931","0.2","0","","","1007414","3","","1007414150","","mhp_anna_huhuStand_in"
"0","","","","","1007414","91","","1007414151","",""
"100931","0.2","0","0.2","1","1007414","3","mhp_anna_ahahaStand_loop","1007414152","","mhp_anna_ahahaStand_in"
"1007414148","","","","","1007414","91","","1007414153","",""
"0","","","","","1007414","22","","1007414154","","0"
"1","","","","","1007414","93","","1007414155","","0"
"100931","0.2","0","0","1","1007414","3","mhp_handover_receive_loop","1007414156","","mhp_handover_receive_in"
"11","0","1","0","1","1007414","6","1","1007414157","","1"
"12","0","1","0","1","1007414","6","1","1007414158","","1"
"11","0.2","0","0","1","1007414","3","mhp_receive_anna_loop","1007414159","","mhp_receive_anna_in"
"12","0.2","0","0","1","1007414","3","mhp_item_EX0013_receive_loop","1007414160","","mhp_item_EX0013_receive_in"
"0.6","","","","","1007414","93","","1007414161","","0"
"22","0.4","1","0","1","1007414","6","1","1007414162","","1"
"0.4","","","","","1007414","93","","1007414163","","0"
"117531","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414164","","mhp_handover_out"
"21","0.2","0","0","1","1007414","3","NoItem_idle","1007414165","","mhp_handover_out"
"22","0.2","0","0","1","1007414","3","NoItem_idle","1007414166","","mhp_item_EX0013_handover_out"
"0.4","","","","","1007414","93","","1007414167","","0"
"100931","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414168","","mhp_handover_receive_out"
"11","0.2","0","0","1","1007414","3","NoItem_idle","1007414169","","mhp_receive_anna_out"
"12","0.2","0","0","1","1007414","3","NoItem_idle","1007414170","","mhp_item_EX0013_receive_out"
"2","","","","","1007414","93","","1007414171","",""
"100931","0.2","1","","","1007414","3","","1007414172","","mhp_idle_memory"
"0.2","","","","","1007414","93","","1007414173","",""
"117531","0.2","1","","","1007414","3","","1007414174","","mhp_idle_thinking"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414175","","vo_mhp_3113"
"117531","0","7","0","0","1007414","11","1","1007414176","0.5","（ただのコップでこんなによろこんで\nくれるなら安いものだわ）"
"0","","","","","1007414","91","","1007414177","",""
"117531","0.2","1","","","1007414","3","","1007414178","","mhp_idle_normal"
"1007414224","","","","","1007414","101","","1007414179","",""
"117531","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414180","","mhp_sit_out"
"0.6","","","","","1007414","93","","1007414181","","0"
"100931","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414182","","mhp_sit_out"
"0.2","","","","","1007414","93","","1007414183","","0"
"100931","0.2","1","","0","1007414","3","","1007414184","","mhp_walk_sad"
"100931","","-220","","0","1007414","2","1.5","1007414185","","35"
"31","","-220","","0","1007414","2","1.5","1007414186","","35"
"11","","-220","","0","1007414","2","1.5","1007414187","","35"
"12","","-220","","0","1007414","2","1.5","1007414188","","35"
"0.3","","","","","1007414","93","","1007414189","","0"
"117531","0.2","0","0","1","1007414","3","mhp_handover_loop","1007414190","","mhp_handover_in"
"21","0","1","0","1","1007414","6","1","1007414191","","1"
"22","0","1","0","1","1007414","6","1","1007414192","","1"
"21","0.2","0","0","1","1007414","3","mhp_handover_loop","1007414193","","mhp_handover_in"
"22","0.2","0","0","1","1007414","3","mhp_item_EX0012_handover_loop","1007414194","","mhp_item_EX0012_handover_in"
"1.2","","","","","1007414","93","","1007414195","","0"
"100931","0.2","0","0","1","1007414","3","mhp_handover_receive_sad_loop","1007414196","","mhp_handover_receive_sad_in"
"11","0","1","0","1","1007414","6","1","1007414197","","1"
"12","0","1","0","1","1007414","6","1","1007414198","","1"
"11","0.2","0","0","1","1007414","3","mhp_receive_anna_loop","1007414199","","mhp_receive_anna_in"
"12","0.2","0","0","1","1007414","3","mhp_item_EX0012_receive_loop","1007414200","","mhp_item_EX0012_receive_in"
"0.6","","","","","1007414","93","","1007414201","","0"
"22","0.4","1","0","1","1007414","6","1","1007414202","","1"
"0.4","","","","","1007414","93","","1007414203","","0"
"117531","0.2","0","0","1","1007414","3","mhp_idle_normal","1007414204","","mhp_handover_out"
"21","0.2","0","0","1","1007414","3","NoItem_idle","1007414205","","mhp_handover_out"
"22","0.2","0","0","1","1007414","3","NoItem_idle","1007414206","","mhp_item_EX0012_handover_out"
"0.4","","","","","1007414","93","","1007414207","","0"
"100931","0.2","0","0","1","1007414","3","mhp_idle_normal_sad","1007414208","","mhp_handover_receive_sad_out"
"11","0.2","0","0","1","1007414","3","NoItem_idle","1007414209","","mhp_receive_anna_out"
"12","0.2","0","0","1","1007414","3","NoItem_idle","1007414210","","mhp_item_EX0012_receive_out"
"2","","","","","1007414","93","","1007414211","",""
"100931","0.2","1","","","1007414","3","","1007414212","","mhp_idle_worry"
"0.2","","","","","1007414","93","","1007414213","","0"
"100931","0.2","1","","","1007414","3","","1007414214","","mhp_talk_worry"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414215","","vo_mhp_3114"
"100931","0","4","0","0","1007414","11","1","1007414216","0.5","くっ、つまりは戦略的休息ということか\n分かった、今は大人しく従おう……"
"0","","","","","1007414","91","","1007414217","",""
"100931","0.2","1","","","1007414","3","","1007414218","","mhp_idle_worry"
"117531","0.2","1","","","1007414","3","","1007414219","","mhp_idle_thinking"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414220","","vo_mhp_3115"
"117531","0","7","0","0","1007414","11","1","1007414221","0.5","（市販のマスクをこんな呼び方して……\n私まで染められてきちゃったじゃない）"
"0","","","","","1007414","91","","1007414222","",""
"117531","0.2","1","","","1007414","3","","1007414223","","mhp_idle_normal"
"0","","","","","1007414","91","","1007414224","",""
"100931","0.2","0","0.2","1","1007414","3","mhp_anna_darkStand_loop","1007414225","","mhp_anna_darkStand_in"
"31","0.2","0","0.2","1","1007414","3","mhp_anna_darkStand_loop","1007414226","","mhp_anna_darkStand_in"
"0.1","","","","","1007414","93","","1007414227","","0"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414228","","vo_mhp_3116"
"100931","0","5","0","0","1007414","11","1","1007414229","0.5","「不可視の暗殺者」……\n想像以上の難敵だ。\nだがやつらは\n後悔することになるだろう。"
"0","","","","","1007414","91","","1007414230","",""
"100931","0.2","0","0.2","1","1007414","3","mhp_anna_ahahaStand_loop","1007414231","","mhp_anna_ahahaStand_in"
"31","0.2","1","","","1007414","3","","1007414232","","NoItem"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414233","","vo_mhp_3117"
"100931","0","5","0","0","1007414","11","1","1007414234","0.5","この危機を克服した私の\n新たなる力に戦慄するがいい！"
"0","","","","","1007414","91","","1007414235","",""
"117531","0.2","1","","","1007414","3","","1007414236","","mhp_talk_worry"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414237","","vo_mhp_3118"
"117531","0","8","0","0","1007414","11","1","1007414238","0.5","だから、病院内では静かに。"
"0","","","","","1007414","91","","1007414239","",""
"117531","0.2","1","","","1007414","3","","1007414240","","mhp_idle_normal"
"100931","0.2","1","","","1007414","3","","1007414241","","mhp_talk_worry"
"31","0.2","1","","","1007414","3","","1007414242","","NoItem"
"vo_mhp_1007414","","0","","","1007414","21","0","1007414243","","vo_mhp_3119"
"100931","0","8","0","0","1007414","11","1","1007414244","0.5","は、はい……"
"0","","","","","1007414","91","","1007414245","",""
"1","","","","","1007414","93","","1007414246","",""
"100931","0.2","1","","","1007414","3","","1007414247","","mhp_run_sad"
"100931","","","","","1007414","4","","1007414248","","1"
"100931","","-220","","0","1007414","2","3","1007414249","","-1000"
"3","","","","","1007414","93","","1007414250","","0"
"0","","","","","1007414","91","","1007414251","",""
"1","1.7","100","0","-220","1007415","1","-1000","1007415001","mhp_idle_normal","100931"
"1","1.7","100","1","-200","1007415","1","365","1007415002","mhp_sit_idle","117631"
"1","1.7","104","1","-220","1007415","1","185","1007415003","mhp_sit_idle","117531"
"1","1","-240","","0.85","1007415","31","-154","1007415004","","1"
"20","0","-50","","1","1007415","31","-237","1007415005","","120"
"30","0","0","","1","1007415","31","160","1007415006","","130"
"11","0","0","","1","1007415","31","0","1007415007","","111"
"1","1.7","110","0","-220","1007415","5","-200","1007415008","NoItem","11"
"1","1.7","105","0","-220","1007415","5","-200","1007415009","NoItem","12"
"1","1.7","110","1","-220","1007415","5","170","1007415010","NoItem","21"
"1","1.7","105","1","-220","1007415","5","170","1007415011","NoItem","22"
"11","0","1","0","0","1007415","6","1","1007415012","","1"
"12","0","1","0","0","1007415","6","1","1007415013","","1"
"21","0","1","0","0","1007415","6","1","1007415014","","1"
"22","0","1","0","0","1007415","6","1","1007415015","","1"
"0","","","","","1007415","91","","1007415016","",""
"117531","0.2","1","","","1007415","3","","1007415017","","mhp_sit_talk_normal"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415018","","vo_mhp_3201"
"117531","0","8","0","0","1007415","11","0","1007415019","0.5","アンナちゃん、どうぞー"
"0","","","","","1007415","91","","1007415020","",""
"117531","0.2","1","","","1007415","3","","1007415021","","mhp_sit_idle"
"100931","0.2","1","","","1007415","3","","1007415022","","mhp_anna_chill_walk"
"100931","","-220","","0","1007415","2","4","1007415023","","-200"
"0","","","","","1007415","91","","1007415024","",""
"100931","0.2","0","0.2","1","1007415","3","mhp_anna_chill_sit_idle","1007415025","","mhp_anna_chill_sit_in"
"2","","","","","1007415","93","","1007415026","","0"
"117531","0.2","1","","","1007415","3","","1007415027","","mhp_sit_talk_normal"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415028","","vo_mhp_3202"
"117531","0","6","0","0","1007415","11","1","1007415029","0.5","って、……ずいぶん辛そうね\nそれも「不可視の暗殺者」の\n仕業かしら？"
"0","","","","","1007415","91","","1007415030","",""
"117531","0.2","1","","","1007415","3","","1007415031","","mhp_sit_idle"
"100931","0.2","1","","","1007415","3","","1007415032","","mhp_anna_chill_loop"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415033","","vo_mhp_3203"
"100931","0","4","0","0","1007415","11","1","1007415034","0.5","分かんない……\nなんかもう、ぼうっとするし\nぐらぐらするし、ひたすらつらい……"
"0","","","","","1007415","91","","1007415035","",""
"117531","0.2","1","","","1007415","3","","1007415036","","mhp_sit_talk_normal"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415037","","vo_mhp_3204"
"117531","0","7","0","0","1007415","11","1","1007415038","0.5","これまでの症状が治まったからって\nナナカちゃんと魔法合戦なんかして\n羽目を外し過ぎたせいね\nふふ、ダメな団長さん♪"
"0","","","","","1007415","91","","1007415039","",""
"117531","0.2","1","","","1007415","3","","1007415040","","mhp_sit_idle"
"100931","0.2","1","","","1007415","3","","1007415041","","mhp_anna_sit_talk_sad"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415042","","vo_mhp_3205"
"100931","0","5","0","0","1007415","11","1","1007415043","0.5","ごめん、なさい……"
"0","","","","","1007415","91","","1007415044","",""
"100931","0.2","1","","","1007415","3","","1007415045","","mhp_anna_chill_sit_idle"
"117531","0.2","1","","","1007415","3","","1007415046","","mhp_sit_talk_normal"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415047","","vo_mhp_3206"
"117531","0","6","0","0","1007415","11","1","1007415048","0.5","はぁ、こんな調子じゃ\nからかいがいもないわね\nそんなふがいないあなたには\n罰を与えなきゃ。"
"0","","","","","1007415","91","","1007415049","",""
"117531","0.2","1","","","1007415","3","","1007415050","","mhp_sit_idle"
"100931","0.2","1","","","1007415","3","","1007415051","","mhp_anna_sit_talk_worry"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415052","","vo_mhp_3207"
"100931","0","5","0","0","1007415","11","1","1007415053","0.5","か、覚悟はしている……\nでも、痛いのはちょっと……"
"0","","","","","1007415","91","","1007415054","",""
"100931","0.2","1","","","1007415","3","","1007415055","","mhp_anna_chill_sit_idle"
"117531","0.2","0","0.2","1","1007415","3","mhp_anna_ahahaStand_loop","1007415056","","mhp_sit_out"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415057","","vo_mhp_3208"
"117531","0","6","0","0","1007415","11","1","1007415058","0.5","大丈夫、どんな病も私の目からは\n逃れられないから！"
"0","","","","","1007415","91","","1007415059","",""
"0","","","","","1007415","22","","1007415060","","0"
"117531","0.2","1","","0","1007415","3","","1007415061","","mhp_walk"
"117531","","-220","","0","1007415","2","2","1007415062","","-50"
"21","","-220","","0","1007415","2","2","1007415063","","-50"
"22","","-220","","0","1007415","2","2","1007415064","","-50"
"2","","","","","1007415","93","","1007415065","","0"
"21","0","1","0","1","1007415","6","1","1007415066","","1"
"117531","0.2","0","0","1","1007415","3","mhp_mitsuki_injection_loop","1007415067","","mhp_mitsuki_injection_in"
"21","0.2","0","0","1","1007415","3","mhp_mitsuki_injection_loop","1007415068","","mhp_mitsuki_injection_in"
"100931","0.2","1","","","1007415","3","","1007415069","","mhp_anna_pain_in_blue"
"1.2","","","","","1007415","93","","1007415070","",""
"se_10031400","","","","","1007415","23","","1007415071","","se_10031400_syringe"
"0.6","","","","","1007415","93","","1007415072","",""
"117531","0.2","0","0","1","1007415","3","mhp_idle_normal","1007415073","","mhp_mitsuki_injection_out"
"21","0.2","0","0","1","1007415","3","NoItem","1007415074","","mhp_mitsuki_injection_out"
"0.5","","","","","1007415","93","","1007415075","",""
"100931","0.2","0","","","1007415","3","","1007415076","","mhp_anna_down"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415077","","vo_mhp_3209"
"100931","0","10","0","0","1007415","11","1","1007415078","0.5","あっ……"
"0.3","","","","","1007415","93","","1007415079","",""
"100931","","","","","1007415","4","","1007415080","","1"
"se_10031400","","","","","1007415","23","","1007415081","","se_10031400_bodyfall"
"1007415078","","","","","1007415","91","","1007415082","",""
"117631","0.2","1","","","1007415","3","","1007415083","","mhp_sit_talk_surprise2"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415084","","vo_mhp_3210"
"117631","0","6","0","0","1007415","11","1","1007415085","0.5","こ、この人どうなったの？\nもしかして、し、死んじゃった――"
"0","","","","","1007415","91","","1007415086","",""
"117631","0.2","1","","","1007415","3","","1007415087","","mhp_sit_idle_surprise1"
"117531","0.2","1","","","1007415","3","","1007415088","","mhp_talk_thinking"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415089","","vo_mhp_3211"
"117531","0","5","0","0","1007415","11","1","1007415090","0.5","まさか。睡眠薬を打っただけよ。\n彼女に必要なのは余計なことをさせず\nゆっくり休ませることだからね。"
"0","","","","","1007415","91","","1007415091","",""
"117531","0.2","1","","","1007415","3","","1007415092","","mhp_talk_normal"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415093","","vo_mhp_3212"
"117531","0","7","0","0","1007415","11","1","1007415094","0.5","アンナちゃんの弱ってる姿なんて\n面白いものじゃないもの。\nいつもみたいに大騒ぎしてもらわないと\nこっちまで調子が狂うわ。"
"0","","","","","1007415","91","","1007415095","",""
"117531","0.2","1","","","1007415","3","","1007415096","","mhp_idle_normal"
"117631","0.2","1","","","1007415","3","","1007415097","","mhp_sit_talk_joy2"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415098","","vo_mhp_3213"
"117631","0","5","0","0","1007415","11","1","1007415099","0.5","もう、ビックリさせないでよね。\n何だかんだでやっぱり先生は優しいね♪"
"0","","","","","1007415","91","","1007415100","",""
"117631","0.2","1","","","1007415","3","","1007415101","","mhp_sit_idle_joy2"
"117531","0.2","1","","","1007415","3","","1007415102","","mhp_talk_thinking"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415103","","vo_mhp_3214"
"117531","0","6","0","0","1007415","11","1","1007415104","0.5","まあ、よく効く睡眠薬だから\n一週間くらい寝てるかもしれないわね。"
"0","","","","","1007415","91","","1007415105","",""
"117531","0.2","1","","","1007415","3","","1007415106","","mhp_idle_thinking"
"117631","0.2","1","","","1007415","3","","1007415107","","mhp_sit_idle_surprise2"
"vo_mhp_1007415","","0","","","1007415","21","0","1007415108","","vo_mhp_3215"
"117631","0","8","0","0","1007415","11","1","1007415109","0.5","え？"
"0","","","","","1007415","91","","1007415110","",""
"111","1","","","1","1007415","32","","1007415111","","1"
"120","1","","","1","1007415","32","","1007415112","","1"
"se_10031400","","","","","1007415","23","","1007415113","","se_10031400_rose"
"117531","0.2","0","","0","1007415","3","","1007415114","","mhp_mitsuki_kime"
"1","","","","","1007415","93","","1007415115","",""
"130","1","","","1","1007415","32","","1007415116","","1"
"4","","","","","1007415","93","","1007415117","",""
"130","1","","","1","1007415","32","","1007415118","","0"
"0","","","","","1007415","91","","1007415119","",""
"1","1.7","100","0","-240","1007416","1","-1100","1007416001","mhp_idle_normal","103111"
"1","1.7","100","1","-200","1007416","1","365","1007416002","mhp_sit_idle","117631"
"1","1.7","100","1","-220","1007416","1","185","1007416003","mhp_sit_idle","117531"
"1","1","-240","","0.85","1007416","31","-154","1007416004","","1"
"1","1.7","110","0","-220","1007416","5","-200","1007416005","NoItem","11"
"1","1.7","105","0","-220","1007416","5","-200","1007416006","NoItem","12"
"1","1.7","110","1","-220","1007416","5","185","1007416007","NoItem","21"
"1","1.7","105","1","-220","1007416","5","185","1007416008","NoItem","22"
"11","0","1","0","0","1007416","6","1","1007416009","","1"
"12","0","1","0","0","1007416","6","1","1007416010","","1"
"21","0","1","0","0","1007416","6","1","1007416011","","1"
"22","0","1","0","0","1007416","6","1","1007416012","","1"
"1","1.7","110","0","-240","1007416","5","-1000","1007416013","mhp_skull_idle","31"
"0","","","","","1007416","91","","1007416014","",""
"117531","0.2","1","","","1007416","3","","1007416015","","mhp_sit_talk_normal"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416016","","vo_mhp_6001"
"117531","0","8","0","0","1007416","11","1","1007416017","0.5","次の方どうぞー"
"0","","","","","1007416","91","","1007416018","",""
"117531","0.2","1","","","1007416","3","","1007416019","","mhp_sit_idle"
"103111","0.2","1","","","1007416","3","","1007416020","","mhp_walk"
"103111","","-220","","0","1007416","2","4","1007416021","","-300"
"31","","-220","","0","1007416","2","4","1007416022","","-200"
"0","","","","","1007416","91","","1007416023","",""
"103111","0.2","0","","0","1007416","3","","1007416024","","mhp_idle_sad"
"0","","","","","1007416","91","","1007416025","",""
"103111","0.2","1","","0","1007416","3","","1007416026","","mhp_idle_sad"
"0","","","","","1007416","91","","1007416027","",""
"31","0.2","1","","","1007416","3","","1007416028","","mhp_skull_talk"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416029","","vo_mhp_6002"
"31","0","6","0","0","1007416","11","1","1007416030","0.5","どうだシノブ、この部屋からすさまじい\n霊の気配を感じるだろう？"
"0","","","","","1007416","91","","1007416031","",""
"31","0.2","1","","","1007416","3","","1007416032","","mhp_skull_idle"
"103111","0.2","1","","0","1007416","3","","1007416033","","mhp_talk_sad"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416034","","vo_mhp_6003"
"103111","0","6","0","0","1007416","11","1","1007416035","0.5","お父さん本当なの？\n私には何も感じられないけど……"
"0","","","","","1007416","91","","1007416036","",""
"103111","0.2","1","","","1007416","3","","1007416037","","mhp_idle_sad"
"31","0.2","1","","","1007416","3","","1007416038","","mhp_skull_talk"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416039","","vo_mhp_6004"
"31","0","6","0","0","1007416","11","1","1007416040","1","見ろ！\nやはりオレ好みの超絶美人だ！\nくーっ、程よく熟れた感じがたまらん！"
"3","","","","","1007416","93","","1007416041","","1"
"31","0.2","0","0","1","1007416","3","mhp_skull_excite_loop","1007416042","","mhp_skull_excite_in"
"1007416040","","","","","1007416","91","","1007416043","",""
"117631","0.2","1","","0","1007416","3","","1007416044","","mhp_sit_talk_worry"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416045","","vo_mhp_6005"
"117631","0","6","0","0","1007416","11","1","1007416046","0.5","うわ、何？　ドクロが喋ってるの？\n気持ち悪いな……"
"0","","","","","1007416","91","","1007416047","",""
"117631","0.2","1","","0","1007416","3","","1007416048","","mhp_sit_idle_sad"
"103111","0.2","1","","0","1007416","3","","1007416049","","mhp_talk_worry"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416050","","vo_mhp_6006"
"103111","0","6","0","0","1007416","11","1","1007416051","0.5","いきなりすみません\nすぐ帰りますので……"
"0","","","","","1007416","91","","1007416052","",""
"31","0.2","1","","","1007416","3","","1007416053","","mhp_skull_talk"
"103111","0.2","1","","","1007416","3","","1007416054","","mhp_idle_worry"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416055","","vo_mhp_6007"
"31","0","6","0","0","1007416","11","1","1007416056","0.5","ま、待てシノブ！　まだあの女医さんと\n話してないんだぞ！"
"0","","","","","1007416","91","","1007416057","",""
"0","","","","","1007416","22","","1007416058","","0"
"燃えないゴミの日っていつだったかしら。","","0","","","1007416","103","","1007416059","","1007416062"
"しゃべるドクロ、切りがいがあるわね。","","0","","","1007416","103","","1007416060","","1007416075"
"無言で眼帯をとる。","","0","","","1007416","103","","1007416061","","1007416088"
"117531","0.2","1","","","1007416","3","","1007416062","","mhp_sit_idle_bitter2"
"0.5","","","","","1007416","93","","1007416063","",""
"31","0.2","0","0","1","1007416","3","mhp_skull_trouble_loop","1007416064","","mhp_skull_trouble_in"
"vo_mhp_1007416","","0","","","1007416","21","0","1007416065","","vo_mhp_6008"
