903297387ffd8990461db3393c062873326e6f306da31e9ce501c0e157b401e8,5fc6265ce8d278e17af1bd0c119f7a5291321205ff1f9894fc08ea69b3fd03c7,4e7442e8bb3889ade8b232d820e20150a4a7866b3a4ec1cdfeb8742f9bc8daa4,a4106462eb13aa9c4d1588b75a603e8f153c47c3510e48ceb389c0f888118d14,4443334b0d83d8a3a17186226280bc35db9fc335d1b71066136a3bfb5ed3e6be,a647b2db43787db472f6d580e85eb0b15e06e8cbcd92158314b16d083849df76,71e84a6d97e4dbc46804dbcf6eac4838c276276b1407f1d5fbcaac72ab6dbe0b,41d837e1af26556753ed7b44d693ad82261ca84048610432b0b4bf74106cb586,061dc832d7cc514d1fac96987e4256fc8a48b033cee9889902b13a9022d86d0d,bacc3ca8dee50542072fbc92be9ab8bd9c800b29a8e5f86ba98a469353be9bb2,3ffb337c4e5b0ea3c5c9b06234a22661dcb4ce1f8fb6b6e22a2935fd218ca3cd
"","68069","","","","1","105811","tahaha_idle","5146068","3","0.2"
"","68070","","","","1","1058","tahaha_idle","5146068","3","0.2"
"1","68071","","0","surprise3_loop_anger2","0","106011","surprise3_in_anger2","5146068","3","0.2"
"1","68072","","0","surprise3_loop_anger2","0","1060","surprise3_in_anger2","5146068","3","0.2"
"","68073","","","0","0","vo_apg","vo_apg_0808","5146068","21",""
"1","68074","0","0","1","10","106011","ハンドルとドーナツ間違えんな～っ！","5146068","11","0"
"","68075","","","","","0","","5146068","91",""
"","68076","","","","","106011","0","5146068","4",""
"","68077","","","","","1060","0","5146068","4",""
"","68078","","","","1","106011","surprise3_loop_surprise_slow","5146068","3","0.2"
"","68079","","","","1","1060","surprise3_loop_surprise_slow","5146068","3","0.2"
"1","68080","","0","peko_slurp_loop","0","105811","peko_slurp_in","5146068","3","0.2"
"1","68081","","0","peko_slurp_loop","0","1058","peko_slurp_in","5146068","3","0.2"
"1","68082","","0","takeout_talk","0","130911","takeout_in","5146068","3","0.2"
"1","68083","","0","takeout_talk","0","97","takeout_in","5146068","3","0.2"
"","68084","","","0","0","vo_apg","vo_apg_0809","5146068","21",""
"1","68085","0","0","1","10","130911","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","5146068","11","0"
"","68086","","","","","0","","5146068","91",""
"","68087","","","","1","130911","takeout_idle","5146068","3","0.2"
"","68088","","","","1","97","takeout_idle","5146068","3","0.2"
"","68089","","","","1","105811","peko_slurp_loop","5146068","3","0.2"
"","68090","","","","1","1058","peko_slurp_loop","5146068","3","0.2"
"1","68091","","0.2","cool_talk_jitome","0","106011","cool_idle_jitome","5146068","3","0.2"
"1","68092","","0.2","cool_talk_jitome","0","1060","cool_idle_jitome_in","5146068","3","0.2"
"","68093","","","0","0","vo_apg","vo_apg_0810","5146068","21",""
"1","68094","0","0","1","10","106011","……\nドーナツはドーナツなのね…","5146068","11","0"
"","68095","","","","","0","","5146068","91",""
"","68096","","","","","68097","","5146068","101",""
"","68097","","","","","0","0.2","5146068","22",""
"-278","69001","riri_idle","0","-225","100","1","131311","5146069","1","1.8"
"-278","69002","riri_idle","0","-225","101","5","1313","5146069","5","1.8"
"-288","69003","idle_normal","0","-385","103","1","131411","5146069","1","1.8"
"-288","69004","idle_normal","0","-385","104","2","1314","5146069","5","1.8"
"-278","69005","joy_idle_noface","1","225","106","1","130911","5146069","1","1.8"
"-278","69006","joy_idle_kururu","1","225","107","1","98","5146069","5","1.8"
"","69007","","","","","131311","200","5146069","13",""
"","69008","","","","","131411","203","5146069","13",""
"","69009","","","","","130911","206","5146069","13",""
"-174","69010","idle","0","0","15","9","9","5146069","5","0.85"
"12","69011","empty","0","-307","210","22","22","5146069","5","1"
"153","69012","empty","0","0","60","21","21","5146069","5","1"
"1","69013","","","0","0","1","1","5146069","31","1"
"","69014","","","","","0","0","5146069","91",""
"","69015","","","","0","0","0","5146069","102",""
"","69016","","","","","1","0","5146069","93",""
"","69017","","","","1","131311","riri_talk_noface","5146069","3","0.2"
"","69018","","","","1","1313","riri_talk_noface","5146069","3","0.2"
"","69019","","","","1","131411","idle_normal_surprise_lookupS","5146069","3","0.2"
"","69020","","","","1","1314","idle_normal_surprise_lookupS","5146069","3","0.2"
"","69021","","","0","0","vo_apg","vo_apg_0901","5146069","21",""
"1","69022","0","0","1","10","131311","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","5146069","11","0"
"","69023","","","","","0","","5146069","91",""
"","69024","","","","1","131311","riri_idle_lookup","5146069","3","0.2"
"","69025","","","","1","1313","riri_idle_lookup","5146069","3","0.2"
"","69026","","","","0","21","coffee_2_in","5146069","3","0"
"","69027","","","","0","se_10055900","se_10055900_photo","5146069","23",""
"","69028","","","","","0.1","0","5146069","93",""
"1","69029","","0.2","talk_normal_joy_lookup","0","131411","idle_normal_surprise_lookup","5146069","3","0.2"
"1","69030","","0.2","talk_normal_joy_lookup","0","1314","idle_normal_surprise_lookup","5146069","3","0.2"
"","69031","","","0","0","vo_apg","vo_apg_0902","5146069","21",""
"1","69032","0","0","1","10","131411","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","5146069","11","0"
"","69033","","","","","0","","5146069","91",""
"","69034","","","","1","131311","riri_idle_surprise","5146069","3","0.2"
"","69035","","","","1","1313","riri_idle_surprise","5146069","3","0.2"
"","69036","","","","1","131411","idle_normal_surprise","5146069","3","0.2"
"","69037","","","","1","1314","idle_normal_surprise","5146069","3","0.2"
"1","69038","","0.2","talk_normal_joy","0","130911","handsup_to_talk","5146069","3","0.2"
"","69039","","0.2","","1","98","handsup","5146069","3","0.2"
"","69040","","","0","0","vo_apg","vo_apg_0903","5146069","21",""
"1","69041","0","0","1","10","130911","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","5146069","11","0"
"","69042","","","","","0","","5146069","91",""
"","69043","","","","1","130911","joy_talk_anger","5146069","3","0.2"
"","69044","","","0","0","vo_apg","vo_apg_0904","5146069","21",""
"1","69045","0","0","1","10","130911","これはですねっ！\n『隠れかばばん君』です♪","5146069","11","0"
"","69046","","","","","0","","5146069","91",""
"","69047","","","","1","130911","joy_idle_doya","5146069","3","0.2"
"1","69048","","0","notice_loop_shy","0","131311","notice_in_shy","5146069","3","0.2"
"1","69049","","0","notice_loop_shy","0","1313","notice_in_shy","5146069","3","0.2"
"","69050","","","","1","131411","surprise_talk_normal","5146069","3","0.2"
"","69051","","","","1","1314","surprise_talk_normal","5146069","3","0.2"
"","69052","","","0","0","vo_apg","vo_apg_0905","5146069","21",""
"","69053","","","","0","22","0905_in","5146069","3","0"
"","69054","","","","","1.2","1","5146069","93",""
"","69055","","","","0","22","0905_mid","5146069","3","0"
"","69056","","","","","","","5146069","92",""
"","69057","","","","0","22","0905_out","5146069","3","0"
"","69058","","","","","0.2","0","5146069","93",""
"","69059","","","","","0","","5146069","91",""
"","69060","","","","1","131311","riri_sad_talk_dead","5146069","3","0.2"
"","69061","","","","1","1313","riri_sad_talk_dead","5146069","3","0.2"
"","69062","","","","1","131411","surprise_idle","5146069","3","0.2"
"","69063","","","","1","1314","surprise_idle","5146069","3","0.2"
"","69064","","","","1","130911","idle_normal_surprise2","5146069","3","0.2"
"","69065","","","0","0","vo_apg","vo_apg_0906","5146069","21",""
"1","69066","0","0","1","10","131311","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","5146069","11","0"
"","69067","","","","","0","","5146069","91",""
"","69068","","","","1","131311","riri_sad_idle","5146069","3","0.2"
"","69069","","","","1","1313","riri_sad_idle","5146069","3","0.2"
"1","69070","","0.2","talk_normal_dere","0","130911","watawata","5146069","3","0.2"
"1","69071","","0.2","talk_normal_dere","0","98","watawata","5146069","3","0.2"
"","69072","","","0","0","vo_apg","vo_apg_0907","5146069","21",""
"1","69073","0","0","1","10","130911","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","5146069","11","0"
"","69074","","","","","0","","5146069","91",""
"","69075","","","","1","130911","idle_normal_noface","5146069","3","0.2"
"","69076","","","","1","98","idle_normal_kururu","5146069","3","0.2"
"","69077","","","","0","21","coffee_2_out","5146069","3","0"
"","69078","","","","1","131411","clear_wish_talk_joy","5146069","3","0.2"
"","69079","","","","1","1314","clear_wish_talk_joy","5146069","3","0.2"
"","69080","","","0","0","vo_apg","vo_apg_0908","5146069","21",""
"1","69081","0","0","1","10","131411","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","5146069","11","0"
"","69082","","","","","0","","5146069","91",""
"","69083","","","","1","131411","clear_wish_idle","5146069","3","0.2"
"","69084","","","","1","1314","clear_wish_idle","5146069","3","0.2"
"","69085","","","","1","131311","guts2_talk_joy3","5146069","3","0.2"
"","69086","","","","1","1313","guts2_talk_joy3","5146069","3","0.2"
"","69087","","","0","0","vo_apg","vo_apg_0909","5146069","21",""
"1","69088","0","0","1","10","131311","はい、リアさん！","5146069","11","0"
"","69089","","","","","0","","5146069","91",""
"","69090","","","","1","131311","riri_idle","5146069","3","0.2"
"","69091","","","","1","1313","riri_idle","5146069","3","0.2"
"","69092","","","","1","131411","clear_wish_idle_normal","5146069","3","0.2"
"","69093","","","","1","1314","clear_wish_idle_normal","5146069","3","0.2"
"","69094","","","","1","130911","talk_normal_anger","5146069","3","0.2"
"","69095","","","","1","98","talk_normal","5146069","3","0.2"
"","69096","","","0","0","vo_apg","vo_apg_0910","5146069","21",""
"1","69097","0","0","1","10","130911","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","5146069","11","0"
"","69098","","","","","0","","5146069","91",""
"","69099","","","","1","130911","idle_normal_noface","5146069","3","0.2"
"","69100","","","","1","98","idle_normal_kururu","5146069","3","0.2"
"1","69101","","0","idle_normal_joy2","0","131311","riri_bow","5146069","3","0.2"
"1","69102","","0","idle_normal_joy2","0","1313","riri_bow","5146069","3","0.2"
"1","69103","","0.2","idle_normal_joy2","0","131411","clear_agree","5146069","3","0.2"
"1","69104","","0.2","idle_normal_joy2","0","1314","clear_agree","5146069","3","0.2"
"","69105","","","0","0","vo_apg","vo_apg_0911","5146069","21",""
"","69106","","","","0","22","0911_in","5146069","3","0"
"","69107","","","","","0.9","1","5146069","93",""
"","69108","","","","0","22","0911_mid","5146069","3","0"
"","69109","","","","","","","5146069","92",""
"","69110","","","","0","22","0911_out","5146069","3","0"
"","69111","","","","","0.2","0","5146069","93",""
"","69112","","","","","0","","5146069","91",""
"","69113","","","","","130911","0","5146069","4",""
"","69114","","","","","98","0","5146069","4",""
"","69115","","","","1","131311","walk_normal_slow","5146069","3","0.2"
"","69116","","","","1","1313","walk_normal_slow","5146069","3","0.2"
"","69117","","","","1","131411","walk_normal_slow","5146069","3","0.2"
"","69118","","","","1","1314","walk_normal_slow","5146069","3","0.2"
"","69119","","","","1","130911","walk_kyapi_slow","5146069","3","0.2"
"","69120","","","","1","98","walk_kyapi_slow","5146069","3","0.2"
"0","69121","","","1.5","-278","131311","-75","5146069","2",""
"0","69122","","","1.5","-278","1313","-75","5146069","2",""
"0","69123","","","1.5","-288","131411","-225","5146069","2",""
"0","69124","","","1.5","-288","1314","-225","5146069","2",""
"0","69125","","","1.5","-278","130911","325","5146069","2",""
"","69126","","","","","1.5","0","5146069","93",""
"","69127","","","","","131311","1","5146069","4",""
"","69128","","","","","1313","1","5146069","4",""
"","69129","","","","","130911","1","5146069","4",""
"","69130","","","","1","131311","idle_normal_surprise","5146069","3","0.2"
"","69131","","","","1","1313","idle_normal_surprise","5146069","3","0.2"
"1","69132","","0","notice_loop_dere","0","131411","notice_in_dere","5146069","3","0.2"
"1","69133","","0","notice_loop_dere","0","1314","notice_in_dere","5146069","3","0.2"
"","69134","","","","1","130911","idle_normal_surprise","5146069","3","0.2"
"","69135","","","0","0","vo_apg","vo_apg_0912","5146069","21",""
"1","69136","0","0","1","10","131411","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","5146069","11","0"
"","69137","","","","","0","","5146069","91",""
"","69138","","","","0","130911","hawawa","5146069","3","0.2"
"","69139","","","0","0","vo_apg","vo_apg_0913","5146069","21",""
"1","69140","0","0","1","10","130911","はわわっ！？","5146069","11","-30"
"","69141","","","","","0","","5146069","91",""
"","69142","","","","0","130911","bowbowbow","5146069","3","0.1"
"","69143","","","","","131311","0","5146069","4",""
"","69144","","","","","1313","0","5146069","4",""
"","69145","","","","1","131311","riri_talk_noervous","5146069","3","0.2"
"","69146","","","","1","1313","riri_talk_noervous","5146069","3","0.2"
"1","69147","","0","clear_smile_idle","0","131411","clear_smile_in","5146069","3","0.2"
"1","69148","","0","clear_smile_idle","0","1314","clear_smile_in","5146069","3","0.2"
"0","69149","0","0","0","2","131311","2","5146069","12","0"
"0","69150","0","0","0","2","131411","2","5146069","12","0"
"0","69151","0","0","0","2","130911","2","5146069","12","-30"
"","69152","","","","","2","0","5146069","93",""
"","69153","","","","","69154","","5146069","101",""
"","69154","","","","","0","0.2","5146069","22",""
"-278","70001","walk_normal_joy","1","0","106","1","102111","5146070","1","1.8"
"-278","70002","idle_normal","0","-195","107","1","99","5146070","5","1.8"
"-278","70003","idle_normal_noface","1","195","108","1","130911","5146070","1","1.8"
"-278","70004","idle_normal_kururu","1","195","109","1","98","5146070","5","1.8"
"","70005","","","","","102111","206","5146070","13",""
"","70006","","","","","130911","208","5146070","13",""
"-174","70007","idle","0","0","15","10","10","5146070","5","0.85"
"48","70008","empty","0","-237","290","20","20","5146070","5","1"
"1","70009","","","0","0","1","1","5146070","31","1"
"1","70010","","","-57.7","0","2","2","5146070","31","1"
"","70011","","","","","2","black","5146070","37",""
"1","70012","","","-278","-176","14","14","5146070","31","0"
"","70013","","","","","0","0","5146070","91",""
"","70014","","","","0","0","0","5146070","102",""
"","70015","","","","","0.4","0","5146070","93",""
"","70016","","","","","2","iris_out","5146070","37",""
"0","70017","","","2","-278","102111","-195","5146070","2",""
"","70018","","","","","2","0","5146070","93",""
"","70019","","","","","102111","0","5146070","4",""
"","70020","","","","1","102111","idle_normal_joy","5146070","3","0.2"
"","70021","","","","1","99","idle_normal_joy","5146070","3","0.2"
"","70022","","","","","0.1","0","5146070","93",""
"","70023","","","","1","102111","wish_talk_noface","5146070","3","0.2"
"","70024","","","","1","99","kurumi_wish_talk","5146070","3","0.2"
"","70025","","","0","0","vo_apg","vo_apg_1001","5146070","21",""
"1","70026","0","0","1","10","102111","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","5146070","11","0"
"","70027","","","","","0","","5146070","91",""
"1","70028","","0.2","sad_talk_normal","0","102111","notice_in_normal2","5146070","3","0.2"
"1","70029","","0.2","sad_talk","0","99","notice_in","5146070","3","0.2"
"","70030","","","0","0","vo_apg","vo_apg_1002","5146070","21",""
"1","70031","0","0","1","10","102111","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","5146070","11","0"
"","70032","","","","","0","","5146070","91",""
"","70033","","","","1","102111","talk_normal_noface","5146070","3","0.2"
"","70034","","","","1","99","kurumi_talk_normal","5146070","3","0.2"
"","70035","","","0","0","vo_apg","vo_apg_1003","5146070","21",""
"1","70036","0","0","1","10","102111","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","5146070","11","0"
"","70037","","","","","0","","5146070","91",""
"","70038","","","","1","102111","idle_normal_noface","5146070","3","0.2"
"","70039","","","","1","99","kurumi_idle_normal","5146070","3","0.2"
"","70040","","","","1","130911","kururu_wish_talk_joy","5146070","3","0.2"
"","70041","","","","1","98","kururu_wish_talk_joy","5146070","3","0.2"
"","70042","","","0","0","vo_apg","vo_apg_1004","5146070","21",""
"1","70043","0","0","1","10","130911","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","5146070","11","0"
"","70044","","","","","0","","5146070","91",""
"","70045","","","","1","130911","kururu_wish_idle_surprise","5146070","3","0.2"
"","70046","","","","1","98","kururu_wish_idle_light","5146070","3","0.2"
"","70047","","","","1","102111","surprise_talk_dere","5146070","3","0.2"
"","70048","","","","1","99","surprise_talk_dere","5146070","3","0.2"
"","70049","","","0","0","vo_apg","vo_apg_1005","5146070","21",""
"1","70050","0","0","1","10","102111","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","5146070","11","0"
"","70051","","","","","0","","5146070","91",""
"","70052","","","","","0","0","5146070","22",""
"1","70053","","0","kurumi_witch_loop","0","102111","kurumi_witch_in","5146070","3","0.2"
"1","70054","","0","kurumi_witch_loop","0","99","kurumi_witch_in","5146070","3","0.2"
"","70055","","","","","0.3","0","5146070","93",""
"0","70056","","","1.05","1.05","0","20","5146070","121","0"
"","70057","","","","","2","fade105_in","5146070","37",""
"","70058","","","","0.5","30","30","5146070","122",""
"","70059","","","","1","130911","kururu_wish_doteyes_static","5146070","3","0"
"","70060","","","0","0","vo_apg","vo_apg_1006","5146070","21",""
"","70061","","","","0","20","1006_in","5146070","3","0"
"","70062","","","","","1.2","1","5146070","93",""
"","70063","","","","0","20","1006_mid","5146070","3","0"
"","70064","","","","","","","5146070","92",""
"","70065","","","","0","20","1006_out","5146070","3","0"
"","70066","","","","","0.2","0","5146070","93",""
"1","70067","","0","idle_normal","0","102111","kurumi_witch_out","5146070","3","0.2"
"1","70068","","0","idle_normal","0","99","kurumi_witch_out","5146070","3","0.2"
"0","70069","","","0","-45","20","305","5146070","2",""
"","70070","","","","","2","fade105_out","5146070","37",""
"0","70071","","","1","1","0","0","5146070","121","0"
"","70072","","","","0.5","30","30","5146070","122",""
"1","70073","","0","kururu_scared_idle","0","130911","kururu_scared_in","5146070","3","0.2"
"","70074","","","0","0","vo_apg","vo_apg_1007","5146070","21",""
"","70075","","","","0","20","1007_in","5146070","3","0"
"","70076","","","","","1.2","1","5146070","93",""
"","70077","","","","0","20","1007_mid","5146070","3","0"
"","70078","","","","","","","5146070","92",""
"","70079","","","","0","20","1007_out","5146070","3","0"
"","70080","","","","","0.2","0","5146070","93",""
"","70081","","","","0","20","empty","5146070","3","0"
"","70082","","","","1","102111","worry_talk_lookdown","5146070","3","0.2"
"","70083","","","","1","99","worry_talk_lookdown","5146070","3","0.2"
"","70084","","","0","0","vo_apg","vo_apg_1008","5146070","21",""
"1","70085","0","0","1","10","102111","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","5146070","11","0"
"","70086","","","","","0","","5146070","91",""
"","70087","","","","1","130911","kururu_scared_talk_dere","5146070","3","0.2"
"","70088","","","","1","98","kururu_scared_talk_dere","5146070","3","0.2"
"","70089","","","0","0","vo_apg","vo_apg_1009","5146070","21",""
"1","70090","0","-60","1","10","130911","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","5146070","11","-10"
"","70091","","","","","0","","5146070","91",""
"","70092","","","","1","130911","kururu_scared_idle_noface","5146070","3","0.2"
"","70093","","","","1","98","kururu_scared_idle","5146070","3","0.2"
"","70094","","","","1","102111","anger_talk_dere_red","5146070","3","0.2"
"","70095","","","","1","99","anger_talk_dere_red","5146070","3","0.2"
"","70096","","","0","0","vo_apg","vo_apg_1010","5146070","21",""
"1","70097","0","0","1","10","102111","…そ、そんな天才だなんて…","5146070","11","0"
"","70098","","","","","0","","5146070","91",""
"","70099","","","","","0","0","5146070","22",""
"","70100","","","","","14","1","5146070","32",""
"1","70101","","0","kurumi_shy_loop","0","102111","kurumi_shy_in","5146070","3","0.2"
"1","70102","","0","kurumi_shy_loop","0","99","kurumi_shy_in","5146070","3","0.2"
"","70103","","","","","2.5","0","5146070","93",""
"","70104","","","","1","130911","kururu_scared_talk_dere","5146070","3","0.2"
"","70105","","","","1","98","kururu_scared_talk_dere","5146070","3","0.2"
"","70106","","","0","0","vo_apg","vo_apg_1011","5146070","21",""
"1","70107","0","-60","1","10","130911","…あの","5146070","11","-10"
"","70108","","","","","0","","5146070","91",""
"","70109","","","","1","130911","kururu_scared_talk_nervous","5146070","3","0.2"
"1","70110","","0","kururu_scared_talk_sweat_loop","0","98","kururu_scared_talk_sweat_in","5146070","3","0"
"","70111","","","0","0","vo_apg","vo_apg_1012","5146070","21",""
"1","70112","0","-60","1","10","130911","腰抜けちゃいましたです…","5146070","11","-10"
"","70113","","","","","0","","5146070","91",""
"","70114","","","","","70115","","5146070","101",""
"","70115","","","","","0","0.2","5146070","22",""
"-278","71001","idle_normal","0","-1100","110","1","130911","5146071","1","1.8"
"-233","71002","idle","0","-193","106","11","8","5146071","5","0.5"
"-233","71003","idle","0","267","107","12","9","5146071","5","0.6"
"","71004","","","","","130911","210","5146071","13",""
"","71005","","","","","8","206","5146071","13",""
"","71006","","","","","9","207","5146071","13",""
"-174","71007","idle","0","0","15","10","10","5146071","5","0.85"
"1","71008","","","0","0","1","1","5146071","31","1"
"1","71009","","","0","0","2","2","5146071","31","0"
"1","71010","","","-278","0","14","14","5146071","31","0"
"1","71011","","","0","0","17","17","5146071","31","0"
"1","71012","","","0","0","18","18","5146071","31","0"
"","71013","","","","","0","0","5146071","91",""
"","71014","","","","0","0","0","5146071","102",""
"","71015","","","","","0.2","0","5146071","93",""
"","71016","","","","","17","1","5146071","32",""
"","71017","","","","","0.5","0","5146071","93",""
"","71018","","","","","0","0","5146071","93",""
"","71019","","","","","3.5","0","5146071","93",""
"0","71020","0","0","0","2.2","8","12","5146071","12","0"
"0","71021","0","0","0","2.2","9","12","5146071","12","0"
"","71022","","","","1","8","lookup","5146071","3","0.6"
"","71023","","","","1","9","lookdown","5146071","3","0.6"
"0","71024","","","3","-278","130911","-380","5146071","2",""
"","71025","","","","1","130911","walk_normal","5146071","3","0.2"
"","71026","","","","","3","0","5146071","93",""
"","71027","","","","1","130911","kururu_surprise_talk","5146071","3","0.2"
"","71028","","","0","0","vo_apg","vo_apg_1101","5146071","21",""
"1","71029","0","0","1","10","130911","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","5146071","11","0"
"","71030","","","","","0","","5146071","91",""
"0","71031","","","1.1","1.1","0","20","5146071","121","0"
"","71032","","","","","2","1","5146071","32",""
"","71033","","","","","2","fade105_in","5146071","37",""
"","71034","","","","0.5","50","50","5146071","122",""
"","71035","","","","","18","1","5146071","32",""
"","71036","","","","0","se_10055900","se_10055900_bachibachi","5146071","23",""
"1","71037","","0","shock_loop_surprise2","0","130911","shock_in_surprise2","5146071","3","0.2"
"","71038","","","0","0","vo_apg","vo_apg_1102","5146071","21",""
"1","71039","0","0","1","10","130911","ひえぇっ！？\nバッチバチですますっ！？","5146071","11","-20"
"","71040","","","","","0","","5146071","91",""
"","71041","","","","","0","0","5146071","22",""
"","71042","","","","","18","0","5146071","32",""
"","71043","","","","","2","fade105_out","5146071","37",""
"0.5","71044","","","1","1","0","0","5146071","121","11"
"","71045","","","","1","130911","walk_jog_sad_quick","5146071","3","0.2"
"","71046","","","","1","8","idle","5146071","3","0.4"
"","71047","","","","1","9","idle","5146071","3","0.4"
"0","71048","","","0.5","-278","130911","0","5146071","2",""
"","71049","","","","","0.3","0","5146071","93",""
"","71050","","","","1","8","idle","5146071","3","0.4"
"","71051","","","","1","9","idle","5146071","3","0.4"
"","71052","","","","","0.2","0","5146071","93",""
"","71053","","","","","130911","1","5146071","4",""
"","71054","","","","1","130911","kururu_worry_talk_lookdown","5146071","3","0"
"","71055","","","0","0","vo_apg","vo_apg_1103","5146071","21",""
"1","71056","0","0","1","10","130911","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","5146071","11","0"
"","71057","","","","","0","","5146071","91",""
"","71058","","","","","130911","0","5146071","4",""
"","71059","","","","1","130911","kururu_worry_talk_lookup","5146071","3","0"
"","71060","","","0","0","vo_apg","vo_apg_1104","5146071","21",""
"1","71061","0","0","1","10","130911","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","5146071","11","0"
"","71062","","","","","0","","5146071","91",""
"10","71063","","","1.15","1.15","0","40","5146071","121","10"
"","71064","","","","","14","1","5146071","32",""
"","71065","","","","","0","0","5146071","22",""
"","71066","","","","","130911","0","5146071","4",""
"","71067","","","","1","130911","kururu_wish_idle_search","5146071","3","0.2"
"0","71068","0","0","0","3","8","12","5146071","12","0"
"0","71069","0","0","0","3","9","12","5146071","12","0"
"","71070","","","","","4","0","5146071","93",""
"","71071","","","","","14","0","5146071","32",""
"1","71072","","0","approach_loop","0","8","approach_in","5146071","3","0.2"
"1","71073","","0","approach_loop","0","9","approach_in","5146071","3","0.2"
"1","71074","","10","0.8","0.8","8","0.8","5146071","6","0.6"
"1","71075","","10","0.8","0.8","9","0.8","5146071","6","0.6"
"","71076","","","","","0.6","0","5146071","93",""
"1","71077","","0","kururu_down_loop","0","130911","kururu_down_in","5146071","3","0.2"
"","71078","","","0","0","vo_apg","vo_apg_1105","5146071","21",""
"1","71079","0","0","1","10","130911","ひぃぃ…","5146071","11","0"
"","71080","","","","","0","","5146071","91",""
"","71081","","","","","71082","","5146071","101",""
"","71082","","","","","0","0.2","5146071","22",""
