a020425443a4158aaf565d542a30584ba01dd8b79fa4c94b5e72bf637c8ec8ff,4ac5b9a3842f2e361b8100c89129137d8ff33d2fa1bc0d8690c35c78cad9b98f,5fdcaa5ee3052043cad7ac0320ee01e12ae5560e02bd501c527d0f914a142409,a4e133fba017db3a823c84607b8ae4ecc5e82715629d5fc642a83799f23b848d,612909b69f0b2b78cbe47bd2b5be1ccef204e908acdcd93de57a9c2bf9f2fec3,06101fa929c1a0994b4fba9e9017b3e146e7f92d7e45392a5ba82321e0ce322f,4f419b8bbb88fb091ede915ebfa7d8c6bc0042259279de452e19fd97bd81d372,3c038d28dccdc35b93138146bbc0985848855f057ebf7938a3aac38bf7eb0af2,11593110f0e9f5ecce229c02688d4b363e798b7a8f866b4f0c80eae954f6bb1f,244583215a91ecb86597b39e64561de35e2a7cfa8cdc0a2738fc3f101fc0edb6,7639c2e8a18bc46abd772b32a3f0135802d3240b9ee6f6805c4a530e0c1d1d21
"68069","tahaha_idle","5146068","105811","","1","","0.2","","3",""
"68070","tahaha_idle","5146068","1058","","1","","0.2","","3",""
"68071","surprise3_in_anger2","5146068","106011","","0","surprise3_loop_anger2","0.2","1","3","0"
"68072","surprise3_in_anger2","5146068","1060","","0","surprise3_loop_anger2","0.2","1","3","0"
"68073","vo_apg_0808","5146068","vo_apg","","0","0","","","21",""
"68074","ハンドルとドーナツ間違えんな～っ！","5146068","106011","0","10","1","0","1","11","0"
"68075","","5146068","0","","","","","","91",""
"68076","0","5146068","106011","","","","","","4",""
"68077","0","5146068","1060","","","","","","4",""
"68078","surprise3_loop_surprise_slow","5146068","106011","","1","","0.2","","3",""
"68079","surprise3_loop_surprise_slow","5146068","1060","","1","","0.2","","3",""
"68080","peko_slurp_in","5146068","105811","","0","peko_slurp_loop","0.2","1","3","0"
"68081","peko_slurp_in","5146068","1058","","0","peko_slurp_loop","0.2","1","3","0"
"68082","takeout_in","5146068","130911","","0","takeout_talk","0.2","1","3","0"
"68083","takeout_in","5146068","97","","0","takeout_talk","0.2","1","3","0"
"68084","vo_apg_0809","5146068","vo_apg","","0","0","","","21",""
"68085","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","5146068","130911","0","10","1","0","1","11","0"
"68086","","5146068","0","","","","","","91",""
"68087","takeout_idle","5146068","130911","","1","","0.2","","3",""
"68088","takeout_idle","5146068","97","","1","","0.2","","3",""
"68089","peko_slurp_loop","5146068","105811","","1","","0.2","","3",""
"68090","peko_slurp_loop","5146068","1058","","1","","0.2","","3",""
"68091","cool_idle_jitome","5146068","106011","","0","cool_talk_jitome","0.2","1","3","0.2"
"68092","cool_idle_jitome_in","5146068","1060","","0","cool_talk_jitome","0.2","1","3","0.2"
"68093","vo_apg_0810","5146068","vo_apg","","0","0","","","21",""
"68094","……\nドーナツはドーナツなのね…","5146068","106011","0","10","1","0","1","11","0"
"68095","","5146068","0","","","","","","91",""
"68096","","5146068","68097","","","","","","101",""
"68097","0.2","5146068","0","","","","","","22",""
"69001","131311","5146069","1","riri_idle","100","-225","1.8","-278","1","0"
"69002","1313","5146069","5","riri_idle","101","-225","1.8","-278","5","0"
"69003","131411","5146069","1","idle_normal","103","-385","1.8","-288","1","0"
"69004","1314","5146069","2","idle_normal","104","-385","1.8","-288","5","0"
"69005","130911","5146069","1","joy_idle_noface","106","225","1.8","-278","1","1"
"69006","98","5146069","1","joy_idle_kururu","107","225","1.8","-278","5","1"
"69007","200","5146069","131311","","","","","","13",""
"69008","203","5146069","131411","","","","","","13",""
"69009","206","5146069","130911","","","","","","13",""
"69010","9","5146069","9","idle","15","0","0.85","-174","5","0"
"69011","22","5146069","22","empty","210","-307","1","12","5","0"
"69012","21","5146069","21","empty","60","0","1","153","5","0"
"69013","1","5146069","1","","0","0","1","1","31",""
"69014","0","5146069","0","","","","","","91",""
"69015","0","5146069","0","","0","","","","102",""
"69016","0","5146069","1","","","","","","93",""
"69017","riri_talk_noface","5146069","131311","","1","","0.2","","3",""
"69018","riri_talk_noface","5146069","1313","","1","","0.2","","3",""
"69019","idle_normal_surprise_lookupS","5146069","131411","","1","","0.2","","3",""
"69020","idle_normal_surprise_lookupS","5146069","1314","","1","","0.2","","3",""
"69021","vo_apg_0901","5146069","vo_apg","","0","0","","","21",""
"69022","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","5146069","131311","0","10","1","0","1","11","0"
"69023","","5146069","0","","","","","","91",""
"69024","riri_idle_lookup","5146069","131311","","1","","0.2","","3",""
"69025","riri_idle_lookup","5146069","1313","","1","","0.2","","3",""
"69026","coffee_2_in","5146069","21","","0","","0","","3",""
"69027","se_10055900_photo","5146069","se_10055900","","0","","","","23",""
"69028","0","5146069","0.1","","","","","","93",""
"69029","idle_normal_surprise_lookup","5146069","131411","","0","talk_normal_joy_lookup","0.2","1","3","0.2"
"69030","idle_normal_surprise_lookup","5146069","1314","","0","talk_normal_joy_lookup","0.2","1","3","0.2"
"69031","vo_apg_0902","5146069","vo_apg","","0","0","","","21",""
"69032","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","5146069","131411","0","10","1","0","1","11","0"
"69033","","5146069","0","","","","","","91",""
"69034","riri_idle_surprise","5146069","131311","","1","","0.2","","3",""
"69035","riri_idle_surprise","5146069","1313","","1","","0.2","","3",""
"69036","idle_normal_surprise","5146069","131411","","1","","0.2","","3",""
"69037","idle_normal_surprise","5146069","1314","","1","","0.2","","3",""
"69038","handsup_to_talk","5146069","130911","","0","talk_normal_joy","0.2","1","3","0.2"
"69039","handsup","5146069","98","","1","","0.2","","3","0.2"
"69040","vo_apg_0903","5146069","vo_apg","","0","0","","","21",""
"69041","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","5146069","130911","0","10","1","0","1","11","0"
"69042","","5146069","0","","","","","","91",""
"69043","joy_talk_anger","5146069","130911","","1","","0.2","","3",""
"69044","vo_apg_0904","5146069","vo_apg","","0","0","","","21",""
"69045","これはですねっ！\n『隠れかばばん君』です♪","5146069","130911","0","10","1","0","1","11","0"
"69046","","5146069","0","","","","","","91",""
"69047","joy_idle_doya","5146069","130911","","1","","0.2","","3",""
"69048","notice_in_shy","5146069","131311","","0","notice_loop_shy","0.2","1","3","0"
"69049","notice_in_shy","5146069","1313","","0","notice_loop_shy","0.2","1","3","0"
"69050","surprise_talk_normal","5146069","131411","","1","","0.2","","3",""
"69051","surprise_talk_normal","5146069","1314","","1","","0.2","","3",""
"69052","vo_apg_0905","5146069","vo_apg","","0","0","","","21",""
"69053","0905_in","5146069","22","","0","","0","","3",""
"69054","1","5146069","1.2","","","","","","93",""
"69055","0905_mid","5146069","22","","0","","0","","3",""
"69056","","5146069","","","","","","","92",""
"69057","0905_out","5146069","22","","0","","0","","3",""
"69058","0","5146069","0.2","","","","","","93",""
"69059","","5146069","0","","","","","","91",""
"69060","riri_sad_talk_dead","5146069","131311","","1","","0.2","","3",""
"69061","riri_sad_talk_dead","5146069","1313","","1","","0.2","","3",""
"69062","surprise_idle","5146069","131411","","1","","0.2","","3",""
"69063","surprise_idle","5146069","1314","","1","","0.2","","3",""
"69064","idle_normal_surprise2","5146069","130911","","1","","0.2","","3",""
"69065","vo_apg_0906","5146069","vo_apg","","0","0","","","21",""
"69066","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","5146069","131311","0","10","1","0","1","11","0"
"69067","","5146069","0","","","","","","91",""
"69068","riri_sad_idle","5146069","131311","","1","","0.2","","3",""
"69069","riri_sad_idle","5146069","1313","","1","","0.2","","3",""
"69070","watawata","5146069","130911","","0","talk_normal_dere","0.2","1","3","0.2"
"69071","watawata","5146069","98","","0","talk_normal_dere","0.2","1","3","0.2"
"69072","vo_apg_0907","5146069","vo_apg","","0","0","","","21",""
"69073","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","5146069","130911","0","10","1","0","1","11","0"
"69074","","5146069","0","","","","","","91",""
"69075","idle_normal_noface","5146069","130911","","1","","0.2","","3",""
"69076","idle_normal_kururu","5146069","98","","1","","0.2","","3",""
"69077","coffee_2_out","5146069","21","","0","","0","","3",""
"69078","clear_wish_talk_joy","5146069","131411","","1","","0.2","","3",""
"69079","clear_wish_talk_joy","5146069","1314","","1","","0.2","","3",""
"69080","vo_apg_0908","5146069","vo_apg","","0","0","","","21",""
"69081","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","5146069","131411","0","10","1","0","1","11","0"
"69082","","5146069","0","","","","","","91",""
"69083","clear_wish_idle","5146069","131411","","1","","0.2","","3",""
"69084","clear_wish_idle","5146069","1314","","1","","0.2","","3",""
"69085","guts2_talk_joy3","5146069","131311","","1","","0.2","","3",""
"69086","guts2_talk_joy3","5146069","1313","","1","","0.2","","3",""
"69087","vo_apg_0909","5146069","vo_apg","","0","0","","","21",""
"69088","はい、リアさん！","5146069","131311","0","10","1","0","1","11","0"
"69089","","5146069","0","","","","","","91",""
"69090","riri_idle","5146069","131311","","1","","0.2","","3",""
"69091","riri_idle","5146069","1313","","1","","0.2","","3",""
"69092","clear_wish_idle_normal","5146069","131411","","1","","0.2","","3",""
"69093","clear_wish_idle_normal","5146069","1314","","1","","0.2","","3",""
"69094","talk_normal_anger","5146069","130911","","1","","0.2","","3",""
"69095","talk_normal","5146069","98","","1","","0.2","","3",""
"69096","vo_apg_0910","5146069","vo_apg","","0","0","","","21",""
"69097","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","5146069","130911","0","10","1","0","1","11","0"
"69098","","5146069","0","","","","","","91",""
"69099","idle_normal_noface","5146069","130911","","1","","0.2","","3",""
"69100","idle_normal_kururu","5146069","98","","1","","0.2","","3",""
"69101","riri_bow","5146069","131311","","0","idle_normal_joy2","0.2","1","3","0"
"69102","riri_bow","5146069","1313","","0","idle_normal_joy2","0.2","1","3","0"
"69103","clear_agree","5146069","131411","","0","idle_normal_joy2","0.2","1","3","0.2"
"69104","clear_agree","5146069","1314","","0","idle_normal_joy2","0.2","1","3","0.2"
"69105","vo_apg_0911","5146069","vo_apg","","0","0","","","21",""
"69106","0911_in","5146069","22","","0","","0","","3",""
"69107","1","5146069","0.9","","","","","","93",""
"69108","0911_mid","5146069","22","","0","","0","","3",""
"69109","","5146069","","","","","","","92",""
"69110","0911_out","5146069","22","","0","","0","","3",""
"69111","0","5146069","0.2","","","","","","93",""
"69112","","5146069","0","","","","","","91",""
"69113","0","5146069","130911","","","","","","4",""
"69114","0","5146069","98","","","","","","4",""
"69115","walk_normal_slow","5146069","131311","","1","","0.2","","3",""
"69116","walk_normal_slow","5146069","1313","","1","","0.2","","3",""
"69117","walk_normal_slow","5146069","131411","","1","","0.2","","3",""
"69118","walk_normal_slow","5146069","1314","","1","","0.2","","3",""
"69119","walk_kyapi_slow","5146069","130911","","1","","0.2","","3",""
"69120","walk_kyapi_slow","5146069","98","","1","","0.2","","3",""
"69121","-75","5146069","131311","","-278","1.5","","0","2",""
"69122","-75","5146069","1313","","-278","1.5","","0","2",""
"69123","-225","5146069","131411","","-288","1.5","","0","2",""
"69124","-225","5146069","1314","","-288","1.5","","0","2",""
"69125","325","5146069","130911","","-278","1.5","","0","2",""
"69126","0","5146069","1.5","","","","","","93",""
"69127","1","5146069","131311","","","","","","4",""
"69128","1","5146069","1313","","","","","","4",""
"69129","1","5146069","130911","","","","","","4",""
"69130","idle_normal_surprise","5146069","131311","","1","","0.2","","3",""
"69131","idle_normal_surprise","5146069","1313","","1","","0.2","","3",""
"69132","notice_in_dere","5146069","131411","","0","notice_loop_dere","0.2","1","3","0"
"69133","notice_in_dere","5146069","1314","","0","notice_loop_dere","0.2","1","3","0"
"69134","idle_normal_surprise","5146069","130911","","1","","0.2","","3",""
"69135","vo_apg_0912","5146069","vo_apg","","0","0","","","21",""
"69136","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","5146069","131411","0","10","1","0","1","11","0"
"69137","","5146069","0","","","","","","91",""
"69138","hawawa","5146069","130911","","0","","0.2","","3",""
"69139","vo_apg_0913","5146069","vo_apg","","0","0","","","21",""
"69140","はわわっ！？","5146069","130911","0","10","1","-30","1","11","0"
"69141","","5146069","0","","","","","","91",""
"69142","bowbowbow","5146069","130911","","0","","0.1","","3",""
"69143","0","5146069","131311","","","","","","4",""
"69144","0","5146069","1313","","","","","","4",""
"69145","riri_talk_noervous","5146069","131311","","1","","0.2","","3",""
"69146","riri_talk_noervous","5146069","1313","","1","","0.2","","3",""
"69147","clear_smile_in","5146069","131411","","0","clear_smile_idle","0.2","1","3","0"
"69148","clear_smile_in","5146069","1314","","0","clear_smile_idle","0.2","1","3","0"
"69149","2","5146069","131311","0","2","0","0","0","12","0"
"69150","2","5146069","131411","0","2","0","0","0","12","0"
"69151","2","5146069","130911","0","2","0","-30","0","12","0"
"69152","0","5146069","2","","","","","","93",""
"69153","","5146069","69154","","","","","","101",""
"69154","0.2","5146069","0","","","","","","22",""
"70001","102111","5146070","1","walk_normal_joy","106","0","1.8","-278","1","1"
"70002","99","5146070","1","idle_normal","107","-195","1.8","-278","5","0"
"70003","130911","5146070","1","idle_normal_noface","108","195","1.8","-278","1","1"
"70004","98","5146070","1","idle_normal_kururu","109","195","1.8","-278","5","1"
"70005","206","5146070","102111","","","","","","13",""
"70006","208","5146070","130911","","","","","","13",""
"70007","10","5146070","10","idle","15","0","0.85","-174","5","0"
"70008","20","5146070","20","empty","290","-237","1","48","5","0"
"70009","1","5146070","1","","0","0","1","1","31",""
"70010","2","5146070","2","","0","-57.7","1","1","31",""
"70011","black","5146070","2","","","","","","37",""
"70012","14","5146070","14","","-176","-278","0","1","31",""
"70013","0","5146070","0","","","","","","91",""
"70014","0","5146070","0","","0","","","","102",""
"70015","0","5146070","0.4","","","","","","93",""
"70016","iris_out","5146070","2","","","","","","37",""
"70017","-195","5146070","102111","","-278","2","","0","2",""
"70018","0","5146070","2","","","","","","93",""
"70019","0","5146070","102111","","","","","","4",""
"70020","idle_normal_joy","5146070","102111","","1","","0.2","","3",""
"70021","idle_normal_joy","5146070","99","","1","","0.2","","3",""
"70022","0","5146070","0.1","","","","","","93",""
"70023","wish_talk_noface","5146070","102111","","1","","0.2","","3",""
"70024","kurumi_wish_talk","5146070","99","","1","","0.2","","3",""
"70025","vo_apg_1001","5146070","vo_apg","","0","0","","","21",""
"70026","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","5146070","102111","0","10","1","0","1","11","0"
"70027","","5146070","0","","","","","","91",""
"70028","notice_in_normal2","5146070","102111","","0","sad_talk_normal","0.2","1","3","0.2"
"70029","notice_in","5146070","99","","0","sad_talk","0.2","1","3","0.2"
"70030","vo_apg_1002","5146070","vo_apg","","0","0","","","21",""
"70031","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","5146070","102111","0","10","1","0","1","11","0"
"70032","","5146070","0","","","","","","91",""
"70033","talk_normal_noface","5146070","102111","","1","","0.2","","3",""
"70034","kurumi_talk_normal","5146070","99","","1","","0.2","","3",""
"70035","vo_apg_1003","5146070","vo_apg","","0","0","","","21",""
"70036","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","5146070","102111","0","10","1","0","1","11","0"
"70037","","5146070","0","","","","","","91",""
"70038","idle_normal_noface","5146070","102111","","1","","0.2","","3",""
"70039","kurumi_idle_normal","5146070","99","","1","","0.2","","3",""
"70040","kururu_wish_talk_joy","5146070","130911","","1","","0.2","","3",""
"70041","kururu_wish_talk_joy","5146070","98","","1","","0.2","","3",""
"70042","vo_apg_1004","5146070","vo_apg","","0","0","","","21",""
"70043","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","5146070","130911","0","10","1","0","1","11","0"
"70044","","5146070","0","","","","","","91",""
"70045","kururu_wish_idle_surprise","5146070","130911","","1","","0.2","","3",""
"70046","kururu_wish_idle_light","5146070","98","","1","","0.2","","3",""
"70047","surprise_talk_dere","5146070","102111","","1","","0.2","","3",""
"70048","surprise_talk_dere","5146070","99","","1","","0.2","","3",""
"70049","vo_apg_1005","5146070","vo_apg","","0","0","","","21",""
"70050","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","5146070","102111","0","10","1","0","1","11","0"
"70051","","5146070","0","","","","","","91",""
"70052","0","5146070","0","","","","","","22",""
"70053","kurumi_witch_in","5146070","102111","","0","kurumi_witch_loop","0.2","1","3","0"
"70054","kurumi_witch_in","5146070","99","","0","kurumi_witch_loop","0.2","1","3","0"
"70055","0","5146070","0.3","","","","","","93",""
"70056","20","5146070","0","","1.05","1.05","0","0","121",""
"70057","fade105_in","5146070","2","","","","","","37",""
"70058","30","5146070","30","","0.5","","","","122",""
"70059","kururu_wish_doteyes_static","5146070","130911","","1","","0","","3",""
"70060","vo_apg_1006","5146070","vo_apg","","0","0","","","21",""
"70061","1006_in","5146070","20","","0","","0","","3",""
"70062","1","5146070","1.2","","","","","","93",""
"70063","1006_mid","5146070","20","","0","","0","","3",""
"70064","","5146070","","","","","","","92",""
"70065","1006_out","5146070","20","","0","","0","","3",""
"70066","0","5146070","0.2","","","","","","93",""
"70067","kurumi_witch_out","5146070","102111","","0","idle_normal","0.2","1","3","0"
"70068","kurumi_witch_out","5146070","99","","0","idle_normal","0.2","1","3","0"
"70069","305","5146070","20","","-45","0","","0","2",""
"70070","fade105_out","5146070","2","","","","","","37",""
"70071","0","5146070","0","","1","1","0","0","121",""
"70072","30","5146070","30","","0.5","","","","122",""
"70073","kururu_scared_in","5146070","130911","","0","kururu_scared_idle","0.2","1","3","0"
"70074","vo_apg_1007","5146070","vo_apg","","0","0","","","21",""
"70075","1007_in","5146070","20","","0","","0","","3",""
"70076","1","5146070","1.2","","","","","","93",""
"70077","1007_mid","5146070","20","","0","","0","","3",""
"70078","","5146070","","","","","","","92",""
"70079","1007_out","5146070","20","","0","","0","","3",""
"70080","0","5146070","0.2","","","","","","93",""
"70081","empty","5146070","20","","0","","0","","3",""
"70082","worry_talk_lookdown","5146070","102111","","1","","0.2","","3",""
"70083","worry_talk_lookdown","5146070","99","","1","","0.2","","3",""
"70084","vo_apg_1008","5146070","vo_apg","","0","0","","","21",""
"70085","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","5146070","102111","0","10","1","0","1","11","0"
"70086","","5146070","0","","","","","","91",""
"70087","kururu_scared_talk_dere","5146070","130911","","1","","0.2","","3",""
"70088","kururu_scared_talk_dere","5146070","98","","1","","0.2","","3",""
"70089","vo_apg_1009","5146070","vo_apg","","0","0","","","21",""
"70090","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","5146070","130911","0","10","1","-10","1","11","-60"
"70091","","5146070","0","","","","","","91",""
"70092","kururu_scared_idle_noface","5146070","130911","","1","","0.2","","3",""
"70093","kururu_scared_idle","5146070","98","","1","","0.2","","3",""
"70094","anger_talk_dere_red","5146070","102111","","1","","0.2","","3",""
"70095","anger_talk_dere_red","5146070","99","","1","","0.2","","3",""
"70096","vo_apg_1010","5146070","vo_apg","","0","0","","","21",""
"70097","…そ、そんな天才だなんて…","5146070","102111","0","10","1","0","1","11","0"
"70098","","5146070","0","","","","","","91",""
"70099","0","5146070","0","","","","","","22",""
"70100","1","5146070","14","","","","","","32",""
"70101","kurumi_shy_in","5146070","102111","","0","kurumi_shy_loop","0.2","1","3","0"
"70102","kurumi_shy_in","5146070","99","","0","kurumi_shy_loop","0.2","1","3","0"
"70103","0","5146070","2.5","","","","","","93",""
"70104","kururu_scared_talk_dere","5146070","130911","","1","","0.2","","3",""
"70105","kururu_scared_talk_dere","5146070","98","","1","","0.2","","3",""
"70106","vo_apg_1011","5146070","vo_apg","","0","0","","","21",""
"70107","…あの","5146070","130911","0","10","1","-10","1","11","-60"
"70108","","5146070","0","","","","","","91",""
"70109","kururu_scared_talk_nervous","5146070","130911","","1","","0.2","","3",""
"70110","kururu_scared_talk_sweat_in","5146070","98","","0","kururu_scared_talk_sweat_loop","0","1","3","0"
"70111","vo_apg_1012","5146070","vo_apg","","0","0","","","21",""
"70112","腰抜けちゃいましたです…","5146070","130911","0","10","1","-10","1","11","-60"
"70113","","5146070","0","","","","","","91",""
"70114","","5146070","70115","","","","","","101",""
"70115","0.2","5146070","0","","","","","","22",""
"71001","130911","5146071","1","idle_normal","110","-1100","1.8","-278","1","0"
"71002","8","5146071","11","idle","106","-193","0.5","-233","5","0"
"71003","9","5146071","12","idle","107","267","0.6","-233","5","0"
"71004","210","5146071","130911","","","","","","13",""
"71005","206","5146071","8","","","","","","13",""
"71006","207","5146071","9","","","","","","13",""
"71007","10","5146071","10","idle","15","0","0.85","-174","5","0"
"71008","1","5146071","1","","0","0","1","1","31",""
"71009","2","5146071","2","","0","0","0","1","31",""
"71010","14","5146071","14","","0","-278","0","1","31",""
"71011","17","5146071","17","","0","0","0","1","31",""
"71012","18","5146071","18","","0","0","0","1","31",""
"71013","0","5146071","0","","","","","","91",""
"71014","0","5146071","0","","0","","","","102",""
"71015","0","5146071","0.2","","","","","","93",""
"71016","1","5146071","17","","","","","","32",""
"71017","0","5146071","0.5","","","","","","93",""
"71018","0","5146071","0","","","","","","93",""
"71019","0","5146071","3.5","","","","","","93",""
"71020","12","5146071","8","0","2.2","0","0","0","12","0"
"71021","12","5146071","9","0","2.2","0","0","0","12","0"
"71022","lookup","5146071","8","","1","","0.6","","3",""
"71023","lookdown","5146071","9","","1","","0.6","","3",""
"71024","-380","5146071","130911","","-278","3","","0","2",""
"71025","walk_normal","5146071","130911","","1","","0.2","","3",""
"71026","0","5146071","3","","","","","","93",""
"71027","kururu_surprise_talk","5146071","130911","","1","","0.2","","3",""
"71028","vo_apg_1101","5146071","vo_apg","","0","0","","","21",""
"71029","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","5146071","130911","0","10","1","0","1","11","0"
"71030","","5146071","0","","","","","","91",""
"71031","20","5146071","0","","1.1","1.1","0","0","121",""
"71032","1","5146071","2","","","","","","32",""
"71033","fade105_in","5146071","2","","","","","","37",""
"71034","50","5146071","50","","0.5","","","","122",""
"71035","1","5146071","18","","","","","","32",""
"71036","se_10055900_bachibachi","5146071","se_10055900","","0","","","","23",""
"71037","shock_in_surprise2","5146071","130911","","0","shock_loop_surprise2","0.2","1","3","0"
"71038","vo_apg_1102","5146071","vo_apg","","0","0","","","21",""
"71039","ひえぇっ！？\nバッチバチですますっ！？","5146071","130911","0","10","1","-20","1","11","0"
"71040","","5146071","0","","","","","","91",""
"71041","0","5146071","0","","","","","","22",""
"71042","0","5146071","18","","","","","","32",""
"71043","fade105_out","5146071","2","","","","","","37",""
"71044","0","5146071","0","","1","1","11","0.5","121",""
"71045","walk_jog_sad_quick","5146071","130911","","1","","0.2","","3",""
"71046","idle","5146071","8","","1","","0.4","","3",""
"71047","idle","5146071","9","","1","","0.4","","3",""
"71048","0","5146071","130911","","-278","0.5","","0","2",""
"71049","0","5146071","0.3","","","","","","93",""
"71050","idle","5146071","8","","1","","0.4","","3",""
"71051","idle","5146071","9","","1","","0.4","","3",""
"71052","0","5146071","0.2","","","","","","93",""
"71053","1","5146071","130911","","","","","","4",""
"71054","kururu_worry_talk_lookdown","5146071","130911","","1","","0","","3",""
"71055","vo_apg_1103","5146071","vo_apg","","0","0","","","21",""
"71056","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","5146071","130911","0","10","1","0","1","11","0"
"71057","","5146071","0","","","","","","91",""
"71058","0","5146071","130911","","","","","","4",""
"71059","kururu_worry_talk_lookup","5146071","130911","","1","","0","","3",""
"71060","vo_apg_1104","5146071","vo_apg","","0","0","","","21",""
"71061","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","5146071","130911","0","10","1","0","1","11","0"
"71062","","5146071","0","","","","","","91",""
"71063","40","5146071","0","","1.15","1.15","10","10","121",""
"71064","1","5146071","14","","","","","","32",""
"71065","0","5146071","0","","","","","","22",""
"71066","0","5146071","130911","","","","","","4",""
"71067","kururu_wish_idle_search","5146071","130911","","1","","0.2","","3",""
"71068","12","5146071","8","0","3","0","0","0","12","0"
"71069","12","5146071","9","0","3","0","0","0","12","0"
"71070","0","5146071","4","","","","","","93",""
"71071","0","5146071","14","","","","","","32",""
"71072","approach_in","5146071","8","","0","approach_loop","0.2","1","3","0"
"71073","approach_in","5146071","9","","0","approach_loop","0.2","1","3","0"
"71074","0.8","5146071","8","","0.8","0.8","0.6","1","6","10"
"71075","0.8","5146071","9","","0.8","0.8","0.6","1","6","10"
"71076","0","5146071","0.6","","","","","","93",""
"71077","kururu_down_in","5146071","130911","","0","kururu_down_loop","0.2","1","3","0"
"71078","vo_apg_1105","5146071","vo_apg","","0","0","","","21",""
"71079","ひぃぃ…","5146071","130911","0","10","1","0","1","11","0"
"71080","","5146071","0","","","","","","91",""
"71081","","5146071","71082","","","","","","101",""
"71082","0.2","5146071","0","","","","","","22",""
