69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73
"","0","135","0.7","40102","31","401005","-100","401005","1401020007",""
"","1","0","1","40102","31","400010","0","400010","1401020008",""
"","","","","40102","91","0","","0","1401020009",""
"","","","","40102","93","0.7","","0","1401020010",""
"","0.2","1","","40102","3","1000001","","<weapon>_run","1401020011",""
"","","-140","0","40102","2","1000001","1.5","-170","1401020012",""
"","","","","40102","32","401003","","1","1401020013",""
"","","-140","0","40102","33","401003","1.5","-170","1401020014",""
"","","","","40102","93","0.2","","0","1401020015",""
"","","0","","40102","23","se_travel_top","","se_travel_top_defeat_foot","1401020016",""
"","","","","40102","93","0.5","","0","1401020017",""
"220","20","0.5","0","40102","12","1000001","0","4","1401020018",""
"","","","","40102","93","0.04","","0","1401020019",""
"","","0","","40102","23","se_travel_top","","se_travel_top_defeat_emote_notice","1401020020",""
"","","","","40102","91","1401020012","","","1401020021",""
"","0","1","","40102","3","1000001","","<weapon>_idle","1401020022",""
"","","","","40102","32","401003","","0","1401020023",""
"","","","","40102","93","0.5","","0","1401020024",""
"0","0","0","1","40102","3","1000001","<weapon>_idle","<weapon>_attack_skipQuest","1401020025",""
"","","","","40102","93","0.1","","0","1401020026",""
"","","0","","40102","23","se_travel_top","","se_travel_top_defeat_attack_jump","1401020027",""
"","","","","40102","93","0.06","","0","1401020028",""
"","","","","40102","32","401004","","1","1401020029",""
"","0","0","","40102","3","20","","die","1401020030",""
"","","","","40102","93","0.25","","0","1401020031",""
"","","","","40102","32","401005","","1","1401020032",""
"","","","","40102","93","0.14","","0","1401020033",""
"","","0","","40102","23","se_travel_top","","se_travel_top_defeat_fadeout","1401020034",""
"","","","","40102","91","1401020030","","","1401020035",""
"","0.5","1","0","40102","6","20","1","1","1401020036",""
"","","","","40102","93","0.04","","0","1401020037",""
"","","0","","40102","23","se_travel_top","","se_travel_top_defeat_drop_box","1401020038",""
"","","","","40102","91","1401020036","","","1401020039",""
"","0","0","","40102","3","1000001","","<weapon>_joy_short","1401020040",""
"","","","","40102","93","0.54","","0","1401020041",""
"","","0","","40102","23","se_travel_top","","se_travel_top_defeat_joy","1401020042",""
"","","","","40102","91","1401020040","","","1401020043",""
"","","","","40102","111","","","","1401020044",""
"","","","","40102","91","0","","","1401020045",""
"","1","0","0.65","40111","31","401000","-55","401000","1401110001",""
"0","1","55","-73","40111","5","0","0","0","1401110002","normal"
"","","","","40111","91","0","","0","1401110003",""
"0","1","51","-140","40112","1","2","-1000","1000001","1401120001","<weapon>_idle"
"0","0.6","50","-140","40112","5","21","190","21","1401120002","idle"
"","1","0","1","40112","31","401001","0","401001","1401120003",""
"","1","0","1","40112","31","401002","0","401002","1401120004",""
"","0","-1000","1","40112","31","401003","-140","401003","1401120005",""
"","0","210","1","40112","31","401004","10","401004","1401120006",""
"","0","135","0.7","40112","31","401006","-100","401006","1401120007",""
"","1","0","1","40112","31","400011","0","400011","1401120008",""
"","","","","40112","91","0","","0","1401120009",""
"","","","","40112","93","0.7","","0","1401120010",""
"","0.2","1","","40112","3","1000001","","<weapon>_run","1401120011",""
"","","-140","0","40112","2","1000001","1.5","-170","1401120012",""
"","","","","40112","32","401003","","1","1401120013",""
"","","-140","0","40112","33","401003","1.5","-170","1401120014",""
"","","","","40112","93","0.2","","0","1401120015",""
"","","0","","40112","23","se_travel_top","","se_travel_top_defeat_foot","1401120016",""
"","","","","40112","93","0.5","","0","1401120017",""
"220","20","0.5","0","40112","12","1000001","0","4","1401120018",""
"","","","","40112","93","0.04","","0","1401120019",""
"","","0","","40112","23","se_travel_top","","se_travel_top_defeat_emote_notice","1401120020",""
"","","","","40112","91","1401120012","","","1401120021",""
"","0","1","","40112","3","1000001","","<weapon>_idle","1401120022",""
"","","","","40112","32","401003","","0","1401120023",""
"","","","","40112","93","0.5","","0","1401120024",""
"0","0","0","1","40112","3","1000001","<weapon>_idle","<weapon>_attack_skipQuest","1401120025",""
"","","","","40112","93","0.1","","0","1401120026",""
"","","0","","40112","23","se_travel_top","","se_travel_top_defeat_attack_jump","1401120027",""
"","","","","40112","93","0.06","","0","1401120028",""
"","","","","40112","32","401004","","1","1401120029",""
"","0","0","","40112","3","21","","die","1401120030",""
"","","0","","40112","23","se_travel_top","","se_travel_top_defeat_wyvern_fall","1401120031",""
"","","","","40112","93","1.4","","0","1401120032",""
"","","","","40112","32","401006","","1","1401120033",""
"","","0","","40112","23","se_travel_top","","se_travel_top_defeat_fadeout","1401120034",""
"","","","","40112","93","0.1","","0","1401120035",""
"","","0.2","","40112","122","0","","24","1401120036",""
"","","0","","40112","23","se_travel_top","","se_travel_top_defeat_appear_silverbox","1401120037",""
"","","","","40112","91","1401120030","","","1401120038",""
"","0.5","1","0","40112","6","21","1","1","1401120039",""
"","","","","40112","93","0.5","","0","1401120040",""
"","","0","","40112","23","se_travel_top","","se_travel_top_defeat_drop_silverbox","1401120041",""
"","","","","40112","91","1401120039","","","1401120042",""
"","0","0","","40112","3","1000001","","<weapon>_joy_short","1401120043",""
"","","","","40112","93","0.54","","0","1401120044",""
"","","0","","40112","23","se_travel_top","","se_travel_top_defeat_joy","1401120045",""
"","","","","40112","91","1401120043","","","1401120046",""
"","","","","40112","111","","","","1401120047",""
"","","","","40112","91","0","","","1401120048",""
"","1","0","0.65","40121","31","401000","-55","401000","1401210001",""
"0","1","55","-73","40121","5","0","0","0","1401210002","normal"
"","","","","40121","91","0","","0","1401210003",""
"0","1","51","-140","40122","1","2","-1000","1000001","1401220001","<weapon>_idle"
"0","1","50","-140","40122","5","22","220","22","1401220002","idle"
"","1","0","1","40122","31","401001","0","401001","1401220003",""
"","1","0","1","40122","31","401002","0","401002","1401220004",""
"","0","-1000","1","40122","31","401003","-140","401003","1401220005",""
"","0","210","1","40122","31","401004","-30","4010041","1401220006",""
"","0","210","1","40122","31","401004","-30","4010042","1401220007",""
"","0","135","0.7","40122","31","401007","-100","401007","1401220008",""
"","0","215","0.8","40122","31","401008","-135","401008","1401220009",""
"","1","0","1","40122","31","400012","0","400012","1401220010",""
"","","","","40122","91","0","","0","1401220011",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_wipe","1401220012",""
"0.2","0.2","0","1","40122","3","22","idle","awake","1401220013",""
"","","","","40122","93","0.83","","0","1401220014",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_move_minotaur","1401220015",""
"","","","","40122","93","0.07","","0","1401220016",""
"","","0.7","","40122","122","0","","24","1401220017",""
"","","","","40122","93","0.5","","0","1401220018",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_move_minotaur2","1401220019",""
"","","","","40122","93","1.3","","0","1401220020",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_awake_minotaur","1401220021",""
"","","","","40122","32","401008","","1","1401220022",""
"","","1","","40122","122","0","","48","1401220023",""
"","","","","40122","93","1.27","","0","1401220024",""
"","0.2","1","","40122","3","1000001","","<weapon>_run","1401220025",""
"","","-140","0","40122","2","1000001","1.5","-170","1401220026",""
"","","","","40122","32","401003","","1","1401220027",""
"","","-140","0","40122","33","401003","1.5","-170","1401220028",""
"","","","","40122","93","0.2","","0","1401220029",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_foot","1401220030",""
"","","","","40122","93","0.5","","0","1401220031",""
"220","20","0.5","0","40122","12","1000001","0","4","1401220032",""
"","","","","40122","93","0.04","","0","1401220033",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_emote_notice","1401220034",""
"","","","","40122","91","1401220026","","","1401220035",""
"","0","1","","40122","3","1000001","","<weapon>_idle","1401220036",""
"","","","","40122","32","401003","","0","1401220037",""
"","","","","40122","93","0.5","","0","1401220038",""
"0","0","0","1","40122","3","1000001","<weapon>_idle","<weapon>_attack_skipQuest","1401220039",""
"","","","","40122","93","0.1","","0","1401220040",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_attack_jump","1401220041",""
"","","","","40122","93","0.06","","0","1401220042",""
"","","","","40122","32","4010041","","1","1401220043",""
"0","0","0","1","40122","3","22","idle","damage","1401220044",""
"","","","","40122","93","1.6","","0","1401220045",""
"0","0","0","1","40122","3","1000001","<weapon>_idle","<weapon>_attack_skipQuest","1401220046",""
"","","","","40122","93","0.1","","0","1401220047",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_attack_jump","1401220048",""
"","","","","40122","93","0.06","","0","1401220049",""
"","","","","40122","32","4010042","","1","1401220050",""
"","0","0","","40122","3","22","","die","1401220051",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_die_minotaur","1401220052",""
"","","","","40122","93","1.67","","0","1401220053",""
"","","","","40122","32","401007","","1","1401220054",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_die_minotaur2","1401220055",""
"","","","","40122","93","0.1","","0","1401220056",""
"","","0.2","","40122","122","0","","24","1401220057",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_appear_goldenbox","1401220058",""
"","","","","40122","91","1401220051","","","1401220059",""
"","0.5","1","0","40122","6","22","1","1","1401220060",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_fadeout","1401220061",""
"","","","","40122","93","0.2","","0","1401220062",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_drop_goldenbox","1401220063",""
"","","","","40122","91","1401220060","","","1401220064",""
"","0","0","","40122","3","1000001","","<weapon>_joy_short","1401220065",""
"","","","","40122","93","0.54","","0","1401220066",""
"","","0","","40122","23","se_travel_top","","se_travel_top_defeat_joy","1401220067",""
"","","","","40122","91","1401220065","","","1401220068",""
"","","","","40122","111","","","","1401220069",""
"","","","","40122","91","0","","","1401220070",""
"","1","0","0.65","40131","31","401300","-55","401300","1401310001",""
"0","1","55","-73","40131","5","0","0","0","1401310002","normal"
"","","","","40131","91","0","","0","1401310003",""
"0","1.75","56","-195","40132","1","1","-20","1000001","1401320001","travel_topdrama_r_4000_idle"
"0","1.75","55","-140","40132","1","1","-260","1000002","1401320002","travel_topdrama_r_4000_idle"
"0","1.75","54","-140","40132","1","1","-450","1000003","1401320003","travel_topdrama_r_4000_idle"
"0","1","53","-150","40132","5","7","435","7","1401320004","travel_topdrama_r_4013_static"
"0","1.75","57","-2000","40132","5","8","-2000","8","1401320005","travel_topdrama_r_4013_catch_1"
"","1","0","1","40132","31","401301","0","401301","1401320006",""
"","1","0","1","40132","31","401303","0","401303","1401320007",""
"","0","50","1","40132","31","401304","68","401304","1401320008",""
"","0","312","1","40132","31","401305","-158","401305","1401320009",""
"","0","312","1","40132","31","401306","-158","401306","1401320010",""
"","0","36","0.8","40132","31","401307","188","401307","1401320011",""
"","0","-258","1","40132","31","401308","200","401308","1401320012",""
"","0","-437","1","40132","31","401318","255","4013082","1401320013",""
"","0","120","1","40132","31","401309","-15","401309","1401320014",""
"","0","120","1","40132","31","401310","-15","401310","1401320015",""
"","0","-42","1","40132","31","401312","-91","401312","1401320016",""
"","0","0","1","40132","31","401313","0","401313","1401320017",""
"","0","0","1","40132","31","401314","0","401314","1401320018",""
"","1","0","1","40132","31","400013","0","400013","1401320019",""
"","","","","40132","91","0","","0","1401320020",""
"","","","","40132","93","1","","0","1401320021",""
"","0.2","0","","40132","3","1000001","","travel_topdrama_r_4013_touch_1","1401320022",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_01","1401320023",""
"","","","","40132","32","401309","","1","1401320024",""
"","","","","40132","93","1","","0","1401320025",""
"","0","0","","40132","3","7","","travel_topdrama_r_4013_danger_1","1401320026",""
"","","","","40132","93","1.63","","0","1401320027",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_04","1401320028",""
"","","","","40132","93","0.04","","0","1401320029",""
"","0.6","1","","40132","3","1000001","","travel_topdrama_r_4013_touch_loop","1401320030",""
"","","","","40132","93","0.4","","0","1401320031",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_05","1401320032",""
"","","","","40132","93","1.33","","0","1401320033",""
"","","-195","0","40132","2","8","0","-20","1401320034",""
"0","0","0","0","40132","3","8","","travel_topdrama_r_4013_catch_1","1401320035",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_06","1401320036",""
"0.1","0.1","0","0","40132","3","7","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401320037",""
"0","0.1","0","1","40132","3","1000001","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","1401320038",""
"","","","","40132","32","401313","","1","1401320039",""
"","","","","40132","93","0.66","","0","1401320040",""
"","","","","40132","32","401312","","1","1401320041",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_07","1401320042",""
"","","","","40132","93","0.97","","0","1401320043",""
"","","","","40132","4","1000001","","1","1401320044",""
"","0","1","1","40132","3","1000001","","travel_topdrama_r_4013_runaway","1401320045",""
"","0.1","1","1","40132","3","1000002","","travel_topdrama_r_4000_run_normal","1401320046",""
"","0.1","1","1","40132","3","1000003","","travel_topdrama_r_4000_run_normal","1401320047",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_08","1401320048",""
"","","","0","40132","4","8","","1","1401320049",""
"","","-195","0","40132","2","8","2.5","-1600","1401320050",""
"0","0","1","1","40132","3","8","","travel_topdrama_r_4013_runaway_1","1401320051",""
"","","-195","0","40132","2","1000001","2.5","-1600","1401320052",""
"","","-195","0","40132","2","1000002","1.4","-20","1401320053",""
"","","-140","0","40132","2","1000003","1.4","-215","1401320054",""
"","","","","40132","93","1.4","","0","1401320055",""
"","","","","40132","32","401310","","1","1401320056",""
"","0.2","0","","40132","3","1000002","","travel_topdrama_r_4013_touch_2","1401320057",""
"","0.2","1","","40132","3","1000003","","travel_topdrama_r_4000_idle","1401320058",""
"","","","","40132","93","1","","0","1401320059",""
"","0","0","","40132","3","7","","travel_topdrama_r_4013_danger_2","1401320060",""
"","","","","40132","93","1.67","","0","1401320061",""
"","","","","40132","32","401304","","1","1401320062",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_10","1401320063",""
"","","","","40132","93","0.3","","0","1401320064",""
"","0.6","1","","40132","3","1000002","","travel_topdrama_r_4013_touch_loop","1401320065",""
"","","","","40132","93","0.1","","0","1401320066",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_05","1401320067",""
"","","","","40132","93","0.06","","0","1401320068",""
"","","","","40132","32","401307","","1","1401320069",""
"","","","","40132","93","0.57","","0","1401320070",""
"","","","","40132","32","401314","","1","1401320071",""
"0.1","0.1","0","1","40132","3","7","travel_topdrama_r_4013_idle","travel_topdrama_r_4013_out","1401320072",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_18","1401320073",""
"","","","","40132","32","401308","","1","1401320074",""
"","","","","40132","32","4013082","","1","1401320075",""
"","","","","40132","93","0.1","","0","1401320076",""
"0","0","0","1","40132","3","1000002","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","1401320077",""
"0","0","0","1","40132","3","1000003","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","1401320078",""
"","","","","40132","93","0.86","","0","1401320079",""
"","0","1","","40132","3","1000002","","travel_topdrama_r_4013_run","1401320080",""
"","0","1","","40132","3","1000003","","travel_topdrama_r_4013_run","1401320081",""
"","","-195","0","40132","2","1000002","2.5","-1600","1401320082",""
"","","-140","0","40132","2","1000003","2.5","-1600","1401320083",""
"","","","","40132","93","0.07","","0","1401320084",""
"","","0.4","","40132","122","0","","24","1401320085",""
"","","","","40132","32","401305","","1","1401320086",""
"","","","","40132","32","401306","","1","1401320087",""
"","","","","40132","93","0.9","","0","1401320088",""
"","","","","40132","23","se_travel_top","","se_travel_top_aruma_21","1401320089",""
"","","","","40132","93","1.1","","0","1401320090",""
"","","","","40132","111","0","","","1401320091",""
"","","","","40132","91","0","","","1401320092",""
"","1","0","0.65","40141","31","401300","-55","401300","1401410001",""
"0","1","55","-73","40141","5","0","0","0","1401410002","normal"
"","","","","40141","91","0","","0","1401410003",""
"0","1.75","56","-195","40142","1","1","-20","1000001","1401420001","travel_topdrama_r_4000_idle"
"0","1.75","55","-140","40142","1","1","-260","1000002","1401420002","travel_topdrama_r_4000_idle"
"0","1.75","54","-140","40142","1","1","-450","1000003","1401420003","travel_topdrama_r_4000_idle"
"0","1","53","-150","40142","5","7","435","7","1401420004","travel_topdrama_r_4013_static"
"0","1.75","57","-2000","40142","5","8","-2000","8","1401420005","travel_topdrama_r_4013_catch_1"
"","1","0","1","40142","31","401301","0","401301","1401420006",""
"","1","0","1","40142","31","401303","0","401303","1401420007",""
"","0","40","1","40142","31","401304","78","401304","1401420008",""
"","0","40","1","40142","31","401304","78","4013042","1401420009",""
"","0","312","1","40142","31","401305","-158","401305","1401420010",""
"","0","312","1","40142","31","401306","-158","401306","1401420011",""
"","0","36","0.8","40142","31","401307","188","401307","1401420012",""
"","0","-258","1","40142","31","401308","200","401308","1401420013",""
"","0","-437","1","40142","31","401308","255","4013082","1401420014",""
"","0","120","1","40142","31","401309","-15","401309","1401420015",""
"","0","120","1","40142","31","401310","-15","401310","1401420016",""
"","0","120","1","40142","31","401311","-10","401311","1401420017",""
"","0","-42","1","40142","31","401312","-91","401312","1401420018",""
"","0","-42","1","40142","31","401312","-91","4013122","1401420019",""
"","0","0","1","40142","31","401313","0","401313","1401420020",""
"","0","0","1","40142","31","401313","0","4013132","1401420021",""
"","0","0","1","40142","31","401314","0","401314","1401420022",""
"","1","0","1","40142","31","400014","0","401400","1401420023",""
"","","","","40142","91","0","","0","1401420024",""
"","","","","40142","93","1","","0","1401420025",""
"","0.3","0","1","40142","3","1000001","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_1","1401420026",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_01","1401420027",""
"","","","","40142","32","401309","","1","1401420028",""
"","","","","40142","93","1","","0","1401420029",""
"","0","0","","40142","3","7","","travel_topdrama_r_4013_danger_1","1401420030",""
"","","","","40142","93","1.63","","0","1401420031",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_04","1401420032",""
"","","","","40142","93","0.04","","0","1401420033",""
"","0.3","1","","40142","3","1000001","","travel_topdrama_r_4013_touch_loop","1401420034",""
"","","","","40142","93","0.4","","0","1401420035",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_05","1401420036",""
"","","","","40142","93","1.33","","0","1401420037",""
"","","-195","0","40142","2","8","0","-20","1401420038",""
"","0","0","0","40142","3","8","","travel_topdrama_r_4013_catch_1","1401420039",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_06","1401420040",""
"0.1","0.1","0","0","40142","3","7","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401420041",""
"","0.1","0","","40142","3","1000001","","travel_topdrama_r_4013_catch","1401420042",""
"","","","","40142","32","401313","","1","1401420043",""
"","","","","40142","93","0.66","","0","1401420044",""
"","","","","40142","32","401312","","1","1401420045",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_07","1401420046",""
"","","","","40142","93","0.97","","0","1401420047",""
"","","","","40142","4","1000001","","1","1401420048",""
"","0","1","","40142","3","1000001","","travel_topdrama_r_4013_runaway","1401420049",""
"","0.1","1","","40142","3","1000002","","travel_topdrama_r_4000_run_normal","1401420050",""
"","0.1","1","","40142","3","1000003","","travel_topdrama_r_4000_run_normal","1401420051",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_08","1401420052",""
"","","","0","40142","4","8","","1","1401420053",""
"","","-195","0","40142","2","8","2.5","-1600","1401420054",""
"","0","1","1","40142","3","8","","travel_topdrama_r_4013_runaway_1","1401420055",""
"","","-195","0","40142","2","1000001","2.5","-1600","1401420056",""
"","","-195","0","40142","2","1000002","1.4","-20","1401420057",""
"","","-140","0","40142","2","1000003","1.4","-215","1401420058",""
"","","","","40142","93","1.4","","0","1401420059",""
"","","","","40142","32","401310","","1","1401420060",""
"0.3","0.2","0","1","40142","3","1000002","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_2","1401420061",""
"","0.2","1","","40142","3","1000003","","travel_topdrama_r_4000_idle","1401420062",""
"","","","","40142","93","1","","0","1401420063",""
"","0","0","","40142","3","7","","travel_topdrama_r_4013_danger_2","1401420064",""
"","","","","40142","93","1.67","","0","1401420065",""
"","","","","40142","32","401304","","1","1401420066",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_10","1401420067",""
"","","","","40142","93","0.3","","0","1401420068",""
"","0.3","1","","40142","3","1000002","","travel_topdrama_r_4013_touch_loop","1401420069",""
"","","","","40142","93","0.2","","0","1401420070",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_05","1401420071",""
"","","","","40142","93","0.83","","0","1401420072",""
"","","","0","40142","4","8","","0","1401420073",""
"","","-195","0","40142","2","8","0","-20","1401420074",""
"","0","0","","40142","3","8","","travel_topdrama_r_4013_catch_2","1401420075",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_11","1401420076",""
"0.1","0.1","0","0","40142","3","7","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401420077",""
"0","0.1","0","1","40142","3","1000002","travel_topdrama_r_4013_runaway","travel_topdrama_r_4013_catch","1401420078",""
"","","","","40142","32","4013132","","1","1401420079",""
"","","","","40142","93","0.66","","0","1401420080",""
"","","","","40142","32","4013122","","1","1401420081",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_12","1401420082",""
"","","","","40142","93","0.97","","0","1401420083",""
"","","","","40142","4","1000002","","1","1401420084",""
"","0","1","","40142","3","1000002","","travel_topdrama_r_4013_runaway","1401420085",""
"","0.1","1","","40142","3","1000003","","travel_topdrama_r_4000_run_normal","1401420086",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_08","1401420087",""
"","","","0","40142","4","8","","1","1401420088",""
"","","-195","0","40142","2","8","2.5","-1600","1401420089",""
"","0","1","","40142","3","8","","travel_topdrama_r_4013_runaway_2","1401420090",""
"","","-195","0","40142","2","1000002","2.5","-1600","1401420091",""
"","","-195","0","40142","2","1000003","1.4","-20","1401420092",""
"","","","","40142","93","1.4","","0","1401420093",""
"0.3","0.2","0","1","40142","3","1000003","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_3","1401420094",""
"","","","","40142","32","401311","","1","1401420095",""
"","","","","40142","93","1","","0","1401420096",""
"","0","0","","40142","3","7","","travel_topdrama_r_4013_danger_3_in","1401420097",""
"","","","","40142","93","2.16","","0","1401420098",""
"","","","","40142","32","4013042","","1","1401420099",""
"","","","","40142","93","0.54","","0","1401420100",""
"","0.3","1","","40142","3","1000003","","travel_topdrama_r_4013_touch_loop","1401420101",""
"","","","","40142","93","0.34","","0","1401420102",""
"","","","","40142","32","401307","","1","1401420103",""
"","","","","40142","93","0.5","","0","1401420104",""
"","","","","40142","32","401314","","1","1401420105",""
"0.1","0.1","0","1","40142","3","7","travel_topdrama_r_4013_idle","travel_topdrama_r_4013_out","1401420106",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_18","1401420107",""
"","","","","40142","32","401308","","1","1401420108",""
"","","","","40142","93","0.1","","0","1401420109",""
"0","0","0","1","40142","3","1000003","travel_topdrama_r_4013_run","travel_topdrama_r_4013_shock","1401420110",""
"","","","","40142","93","0.86","","0","1401420111",""
"","0","1","","40142","3","1000003","","travel_topdrama_r_4013_run","1401420112",""
"","","-195","0","40142","2","1000003","2.5","-1600","1401420113",""
"","","","","40142","93","0.07","","0","1401420114",""
"","","0.4","","40142","122","0","","24","1401420115",""
"","","","","40142","32","401305","","1","1401420116",""
"","","","","40142","32","401306","","1","1401420117",""
"","","","","40142","93","0.9","","0","1401420118",""
"","","","","40142","23","se_travel_top","","se_travel_top_aruma_21","1401420119",""
"","","","","40142","93","1.1","","0","1401420120",""
"","","","","40142","111","0","","","1401420121",""
"","","","","40142","91","0","","","1401420122",""
"","1","0","0.65","40151","31","401300","-55","401300","1401510001",""
"0","1","55","-73","40151","5","0","0","0","1401510002","normal"
"","","","","40151","91","0","","0","1401510003",""
"0","1.75","56","-195","40152","1","1","-20","1000001","1401520001","travel_topdrama_r_4000_idle"
"0","1.75","55","-140","40152","1","1","-260","1000002","1401520002","travel_topdrama_r_4000_idle"
"0","1.75","54","-140","40152","1","1","-450","1000003","1401520003","travel_topdrama_r_4000_idle"
"0","1","53","-150","40152","5","7","435","7","1401520004","travel_topdrama_r_4013_static"
"0","1.75","57","-2000","40152","5","8","-2000","8","1401520005","travel_topdrama_r_4013_catch_1"
"","1","0","1","40152","31","401301","0","401301","1401520006",""
"","1","0","1","40152","31","401303","0","401303","1401520007",""
"","0","40","1","40152","31","401304","78","401304","1401520008",""
"","0","40","1","40152","31","401304","78","4013042","1401520009",""
"","0","40","1","40152","31","401315","78","401315","1401520010",""
"","0","27","1","40152","31","401316","103","401316","1401520011",""
"","0","36","0.8","40152","31","401307","188","401307","1401520012",""
"","0","120","1","40152","31","401309","-15","401309","1401520013",""
"","0","120","1","40152","31","401310","-15","401310","1401520014",""
"","0","120","1","40152","31","401311","-10","401311","1401520015",""
"","0","-42","1","40152","31","401312","-91","401312","1401520016",""
"","0","-42","1","40152","31","401312","-91","4013122","1401520017",""
"","0","-42","1","40152","31","401312","-81","4013123","1401520018",""
"","0","0","1","40152","31","401313","0","401313","1401520019",""
"","0","0","1","40152","31","401313","0","4013132","1401520020",""
"","0","0","1","40152","31","401313","0","4013133","1401520021",""
"","1","0","1","40152","31","400015","0","401500","1401520022",""
"","","","","40152","91","0","","0","1401520023",""
"","","","","40152","93","1","","0","1401520024",""
"0.3","0.2","0","1","40152","3","1000001","travel_topdrama_r_4013_touch_loop","travel_topdrama_r_4013_touch_1","1401520025",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_01","1401520026",""
"","","","","40152","32","401309","","1","1401520027",""
"","","","","40152","93","1","","0","1401520028",""
"","0","0","","40152","3","7","","travel_topdrama_r_4013_danger_1","1401520029",""
"","","","","40152","93","1.63","","0","1401520030",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_04","1401520031",""
"","","","","40152","93","0.04","","0","1401520032",""
"","0.3","1","","40152","3","1000001","","travel_topdrama_r_4013_touch_loop","1401520033",""
"","","","","40152","93","0.4","","0","1401520034",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_05","1401520035",""
"","","","","40152","93","0.83","","0","1401520036",""
"","","-195","0","40152","2","8","0","-20","1401520037",""
"","0","0","","40152","3","8","","travel_topdrama_r_4013_catch_1","1401520038",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_06","1401520039",""
"0.1","0.1","0","0","40152","3","7","travel_topdrama_r_4013_static","travel_topdrama_r_4013_safe","1401520040",""
"","0.1","0","","40152","3","1000001","","travel_topdrama_r_4013_catch","1401520041",""
"","","","","40152","32","401313","","1","1401520042",""
"","","","","40152","93","0.66","","0","1401520043",""
"","","","","40152","32","401312","","1","1401520044",""
"","","","","40152","23","se_travel_top","","se_travel_top_aruma_07","1401520045",""
"","","","","40152","93","0.97","","0","1401520046",""
