d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476
"1","2","0","1","","1","0","0","0.01","0","0","2","41","2","","0","7","0","0","318501703","10"
"1","1","0","3","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318501801","92"
"1","1","1","3","","1","0","0","0","0","3000","1","2","0","","0","3","0","1","318501802","1"
"1","1","0","3","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318502801","92"
"1","1","1.2","3","","1","0","0","0","0","3000","1","2","0","","0","3","0","1","318502802","1"
"99","1","0","3","","1","0","0","0","0","3000","100","10","0","","0","3","0","0","318600101","49"
"1","2","0","1","","1","0","0","0","0","0","8","318600103","1","","0","7","0","0.01","318600102","26"
"99","1","0","3","","1","0","0","0","0","3000","0","1","2","","0","3","0","0.05","318600103","46"
"99","1","0","3","","1","0","0","0","0","3000","1","950","318600105","","0","3","0","2","318600104","23"
"99","1","3","3","","1","0","0","0","0","3000","0","5","0","","0","3","0","0","318600105","8"
"99","1","3.6","3","","1","0","0","0","0","3000","0","2","0","","0","3","0","3.6","318600201","1"
"99","1","0","3","","1","0","0","0","0","3000","100","1","0","","0","3","0","0","318600202","49"
"99","1","100","3","","1","0","0","0","0","3000","4","0","0","","0","3","0","0","318600203","13"
"1","2","0","1","","1","0","0","11","0","3000","2","21","1","","0","7","1","35","318600204","10"
"1","2","0","1","","1","0","0","11","0","3000","2","41","1","","0","7","1","35","318600205","10"
"1","1","10","2","","1","0","0","0","0","3000","0","2","0","","0","3","0","10","318600301","1"
"1","2","50","1","","1","0","0","0","0","3000","100","3","0","","0","7","0","0","318600401","17"
"1","2","0","1","","1","0","0","0","0","3000","120","1","31860302","","0","7","0","0","318600402","22"
"1","2","0","1","","1","0","0","90","0","3000","2","30","1","","0","7","1","50","318600403","10"
"99","1","0","3","","1","0","0","0","0","3000","100","10","0","","0","3","0","0","318604101","49"
"1","2","0","1","","1","0","0","0","0","0","8","318604104","1","","0","7","0","0.001","318604102","26"
"99","1","0","3","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318604103","92"
"99","1","0","3","","1","0","0","0","0","3000","15","1","2","","0","3","0","0","318604104","46"
"99","1","0","3","","1","0","0","0","0","3000","1","950","318604106","","0","3","0","2","318604105","23"
"99","1","3","3","","1","0","0","0","0","3000","0","5","0","","0","3","0","0","318604106","8"
"1","1","0","2","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318604301","92"
"1","1","0.05","2","","1","0","0","0","0","3000","0","2","0","","0","3","0","5","318604302","1"
"1","2","0","1","","1","0","0","6","0","3000","2","21","1","","0","7","1","200","318604501","10"
"1","2","0","1","","1","0","0","6","0","3000","2","41","1","","0","7","1","200","318604502","10"
"1","2","2500000","1","","1","0","0","0","0","3000","6","0","318604506","","0","7","318604504","0","318604503","63"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","1","34","318604504","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","1","34","318604505","10"
"99","1","0","3","","1","0","0","0","0","3000","50","1","2","","0","3","0","0","318604506","46"
"99","1","4","3","","1","0","0","0","0","3000","0","5","0","","0","3","0","0","318604507","8"
"1","2","90","3","","1","0","0","0","0","0","100","7","0","","0","7","0","0","318604601","17"
"1","2","0","3","","1","1","0","90","0","0","1","1020","0","","0","7","0","50","318604602","10"
"1","2","0","3","","1","1","0","90","0","0","1","1040","0","","0","7","0","50","318604603","10"
"1","2","0","1","","1","0","0","6","0","3000","2","21","1","","0","7","1","200","318604701","10"
"1","2","0","1","","1","0","0","6","0","3000","2","41","1","","0","7","1","200","318604702","10"
"1","2","5500000","1","","1","0","0","0","0","3000","6","0","318604706","","0","7","318604704","0","318604703","63"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","1","34","318604704","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","1","34","318604705","10"
"99","1","0","3","","1","0","0","0","0","3000","50","1","2","","0","3","0","0","318604706","46"
"99","1","4","3","","1","0","0","0","0","3000","0","5","0","","0","3","0","0","318604707","8"
"1","2","0","1","","1","0","0","6","0","3000","2","21","1","","0","7","1","200","318604801","10"
"1","2","0","1","","1","0","0","6","0","3000","2","41","1","","0","7","1","200","318604802","10"
"1","2","7000000","1","","1","0","0","0","0","3000","6","0","318604806","","0","7","318604804","0","318604803","63"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","1","34","318604804","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","1","34","318604805","10"
"99","1","0","3","","1","0","0","0","0","3000","50","1","2","","0","3","0","0","318604806","46"
"99","1","4","3","","1","0","0","0","0","3000","0","5","0","","0","3","0","0","318604807","8"
"99","1","0","3","","1","0","0","0","0","3000","100","10","0","","0","3","0","0","318605101","49"
"1","2","0","1","","1","0","0","0","0","0","8","318605104","1","","0","7","0","0.001","318605102","26"
"99","1","0","3","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318605103","92"
"99","1","0","3","","1","0","0","0","0","3000","15","1","2","","0","3","0","0","318605104","46"
"99","1","0","3","","1","0","0","0","0","3000","1","950","318605106","","0","3","0","2","318605105","23"
"99","1","3","3","","1","0","0","0","0","3000","0","5","0","","0","3","0","0","318605106","8"
"99","1","0","3","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318605201","92"
"99","1","1.7","3","","1","0","0","0","0","3000","0","2","0","","0","3","0","17","318605202","1"
"99","1","0","3","","1","0","0","0","0","3000","100","1","0","","0","3","0","0","318605203","49"
"99","1","100","3","","1","0","0","0","0","3000","4","0","0","","0","3","0","0","318605204","13"
"1","2","0","1","","1","0","0","11","0","3000","2","21","1","","0","7","1","35","318605205","10"
"1","2","0","1","","1","0","0","11","0","3000","2","41","1","","0","7","1","35","318605206","10"
"99","1","0","3","","1","0","0","11","0","3000","2","91","0","","0","3","1","100","318605207","10"
"1","1","0","2","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318605301","92"
"1","1","5","2","","1","0","0","0","0","3000","0","2","0","","0","3","0","50","318605302","1"
"1","2","30","1","","1","0","0","0","0","3000","100","3","0","","0","7","0","0","318605401","17"
"1","2","0","1","","1","0","0","0","0","3000","120","1","31860602","","0","7","0","0","318605402","22"
"1","2","0","1","","1","0","0","90","0","3000","2","30","1","","0","7","1","50","318605403","10"
"99","1","1.5","3","","1","0","0","0.0005","0","3000","50","1","0","","0","3","0","0.5","318700101","1"
"1","2","1","3","","1","0","0","90","0","0","1","21","1","","0","7","1","0","318700102","10"
"1","2","1","3","","1","0","0","90","0","0","1","41","1","","0","7","1","0","318700103","10"
"99","1","0","3","","1","0","0","18","0","3000","2","11","1","","0","3","1","50","318700104","10"
"99","1","0","3","","1","0","0","18","0","3000","2","31","1","","0","3","1","50","318700105","10"
"99","1","1.5","3","","1","0","0","0.0005","0","3000","50","1","0","","0","3","0","0.5","318700201","1"
"99","1","1.5","3","","1","0","0","0","0","3000","0","7","0","","0","3","0","0","318700202","8"
"1","2","1","3","","1","0","0","90","0","0","1","21","1","","0","7","1","0","318700203","10"
"1","2","1","3","","1","0","0","90","0","0","1","41","1","","0","7","1","0","318700204","10"
"3","1","1.5","1","","1","0","0","0.0005","0","3000","50","1","0","","0","3","0","0.5","318700301","1"
"3","1","1000","1","","1","0","0","0","0","3000","300","3","0","","0","3","0","0","318700302","3"
"1","2","1","3","","1","0","0","90","0","0","1","21","1","","0","7","1","0","318700303","10"
"1","2","1","3","","1","0","0","90","0","0","1","41","1","","0","7","1","0","318700304","10"
"1","1","3.5","1","","1","0","0","0.0018","0","3000","90","1","0","","0","3","0","0.9","318700401","1"
"1","2","1","3","","1","0","0","90","0","0","1","21","1","","0","7","1","0","318700402","10"
"1","2","1","3","","1","0","0","90","0","0","1","41","1","","0","7","1","0","318700403","10"
"1","1","3.5","2","","1","0","0","0.00135","0","3000","90","1","0","","0","3","0","0.9","318800101","1"
"1","1","3","2","","1","0","0","0","0","3000","0","7","0","","0","3","0","0","318800102","8"
"99","1","1.5","3","","1","0","0","0.0009","0","3000","60","1","0","","0","3","0","0.6","318800103","1"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318800104","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318800105","10"
"1","1","0","2","","1","0","0","0","0","3000","0","4","0","","0","3","0","0","318800201","7"
"99","1","0.1","2","","1","0","0","12","0","250","1","21","1","","0","3","0","0","318800202","10"
"99","1","3.5","2","","1","0","0","0.0012","0","250","120","1","0","","0","3","0","1.2","318800203","1"
"99","1","3","2","","1","0","0","0","0","250","0","7","0","","0","3","0","0","318800204","8"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318800205","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318800206","10"
"1","2","0","1","","1","0","0","0","0","3000","200","1","0","","0","7","0","0","318800301","16"
"1","2","12","1","","1","0","0","0","0","3000","2","2","0","","0","7","0","0","318800302","8"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318800303","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318800304","10"
"1","2","50","1","","1","0","0","0","0","3000","100","3","0","","0","7","0","0","318800401","17"
"1","2","0","1","","1","0","0","90","0","3000","2","10","1","","0","7","0","20","318800402","10"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318800403","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318800404","10"
"1","1","3.5","2","","1","0","0","0.0009","0","3000","60","1","0","","0","3","0","0.6","318800501","1"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318800502","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318800503","10"
"1","1","0","2","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318804101","92"
"1","1","3.5","2","","1","0","0","0.00135","0","3000","90","1","0","","0","3","0","0.9","318804102","1"
"1","1","3","2","","1","0","0","0","0","3000","0","7","0","","0","3","0","0","318804103","8"
"99","1","0","3","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318804104","92"
"99","1","1.5","3","","1","0","0","0.0009","0","3000","60","1","0","","0","3","0","0.6","318804105","1"
"1","2","0","1","","1","0","0","90","0","3000","2","10","1","","0","7","0","50","318804301","10"
"1","2","24","1","","1","0","0","0","0","3000","5","2","0","","0","7","0","0","318804302","8"
"1","1","0","2","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318804501","92"
"1","1","3.5","2","","1","0","0","0.0009","0","3000","60","1","0","","0","3","0","0.6","318804502","1"
"1","2","90","3","","1","0","0","0","0","0","100","7","0","","0","7","0","0","318804601","17"
"1","2","0","3","","1","1","0","90","0","0","1","1020","0","","0","7","0","50","318804602","10"
"1","2","0","3","","1","1","0","90","0","0","1","1040","0","","0","7","0","50","318804603","10"
"1","2","0","3","","1","1","0","0","0","0","0.5","0","0","","0","7","0","90","318804604","98"
"1","1","0","2","","1","0","0","0","0","3000","0","0","0","","0","3","0","0","318805101","92"
"1","1","3.5","2","","1","0","0","0.00135","0","3000","90","1","0","","0","3","0","0.9","318805102","1"
"99","1","0","3","","1","0","0","0","0","3000","0","0","0","","0","3","0","0","318805103","92"
"99","1","1.5","3","","1","0","0","0.0009","0","3000","60","1","0","","0","3","0","0.6","318805104","1"
"99","1","5","3","","1","0","0","0","0","3000","0","7","0","","0","3","0","0","318805105","8"
"1","1","0","2","","1","0","0","0","0","3000","0","4","0","","0","3","0","0","318805201","7"
"99","1","0.1","2","","1","0","0","12","0","250","1","21","1","","0","3","0","0","318805202","10"
"99","1","0","2","","1","0","0","0","0","250","0.5","0","0","","0","3","0","0","318805203","92"
"99","1","3.5","2","","1","0","0","0.0012","0","250","120","1","0","","0","3","0","1.2","318805204","1"
"1","1","0","2","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318805501","92"
"1","1","3.5","2","","1","0","0","0.0009","0","3000","60","1","0","","0","3","0","0.6","318805502","1"
"1","2","90","3","","1","0","0","0","0","0","100","7","0","","0","7","0","0","318805601","17"
"1","2","0","3","","1","1","0","90","0","0","1","1020","0","","0","7","0","50","318805602","10"
"1","2","0","3","","1","1","0","90","0","0","1","1040","0","","0","7","0","50","318805603","10"
"1","2","1","1","","1","0","0","6","0","3000","1","21","1","","0","7","1","0","318805701","10"
"1","2","1","1","","1","0","0","6","0","3000","1","41","1","","0","7","1","0","318805702","10"
"1","2","500000","1","","1","0","0","0","0","3000","5","318805704","318805706","","0","7","318805705","1","318805703","63"
"1","2","0","1","","1","0","0","0","0","3000","200","1","0","","0","7","0","0","318805704","16"
"1","2","0","1","","1","0","0","0","0","3000","600","2","0","","0","7","0","0","318805705","16"
"1","2","0","1","","1","0","0","8","0","3000","2","10","1","","0","7","0","50","318805706","10"
"1","2","1","1","","1","0","0","6","0","3000","1","21","1","","0","7","1","0","318805801","10"
"1","2","1","1","","1","0","0","6","0","3000","1","41","1","","0","7","1","0","318805802","10"
"1","2","875000","1","","1","0","0","0","0","3000","5","318805804","318805806","","0","7","318805805","1","318805803","63"
"1","2","0","1","","1","0","0","0","0","3000","200","1","0","","0","7","0","0","318805804","16"
"1","2","0","1","","1","0","0","0","0","3000","600","2","0","","0","7","0","0","318805805","16"
"1","2","0","1","","1","0","0","8","0","3000","2","10","1","","0","7","0","50","318805806","10"
"1","2","1","1","","1","0","0","6","0","3000","1","21","1","","0","7","1","0","318805901","10"
"1","2","1","1","","1","0","0","6","0","3000","1","41","1","","0","7","1","0","318805902","10"
"1","2","1250000","1","","1","0","0","0","0","3000","5","318805904","318805906","","0","7","318805905","1","318805903","63"
"1","2","0","1","","1","0","0","0","0","3000","200","1","0","","0","7","0","0","318805904","16"
"1","2","0","1","","1","0","0","0","0","3000","600","2","0","","0","7","0","0","318805905","16"
"1","2","0","1","","1","0","0","8","0","3000","2","10","1","","0","7","0","50","318805906","10"
"1","1","0","2","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318806101","92"
"1","1","3.5","2","","1","0","0","0.00135","0","3000","90","1","0","","0","3","0","0.9","318806102","1"
"1","1","3","2","","1","0","0","0","0","3000","0","7","0","","0","3","0","0","318806103","8"
"99","1","0","3","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318806104","92"
"99","1","1.5","3","","1","0","0","0.0009","0","3000","60","1","0","","0","3","0","0.6","318806105","1"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318806106","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318806107","10"
"1","1","0","2","","1","0","0","0","0","3000","0","4","0","","0","3","0","0","318806201","7"
"99","1","0.1","2","","1","0","0","12","0","200","1","21","1","","0","3","0","0","318806202","10"
"99","1","0","2","","1","0","0","0","0","200","0.5","0","0","","0","3","0","0","318806203","92"
"99","1","3.5","2","","1","0","0","0.0012","0","200","120","1","0","","0","3","0","1.2","318806204","1"
"99","1","3","2","","1","0","0","0","0","200","0","7","0","","0","3","0","0","318806205","8"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318806206","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318806207","10"
"1","2","0","1","","1","0","0","0","0","3000","200","1","0","","0","7","0","0","318806301","16"
"1","2","12","1","","1","0","0","0","0","3000","2","2","0","","0","7","0","0","318806302","8"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318806303","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318806304","10"
"1","2","26","1","","1","0","0","0","0","3000","100","3","0","","0","7","0","0","318806401","17"
"1","2","0","1","","1","0","0","90","0","3000","2","10","1","","0","7","0","20","318806402","10"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318806403","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318806404","10"
"1","1","0","2","","1","0","0","0","0","3000","0.5","0","0","","0","3","0","0","318806501","92"
"1","1","3.5","2","","1","0","0","0.0009","0","3000","60","1","0","","0","3","0","0.6","318806502","1"
"1","2","0","1","","1","0","0","90","0","3000","2","21","1","","0","7","0","6","318806503","10"
"1","2","0","1","","1","0","0","90","0","3000","2","41","1","","0","7","0","6","318806504","10"
"1","2","90","3","","1","0","0","0","0","0","100","7","0","","0","7","0","0","318806601","17"
"1","2","1","3","","1","1","0","90","0","0","1","1020","0","","0","7","0","0","318806602","10"
"1","2","1","3","","1","1","0","90","0","0","1","1040","0","","0","7","0","0","318806603","10"
"99","1","1","3","・敵全体に物理｛1｝ダメージ","1","0","0","0.00008","0","3000","2","1","0","","0","3","80","2","318807101","1"
"99","1","4","3","・敵全体にスタン｛1/2｝付与","1","0","0","0","0","3000","0","7","0","","0","3","0","0","318807102","8"
"1","2","0","1","・自身に物理防御力｛1/2｝ダウン","1","0","0","90","0","3000","2","21","1","","0","7","0","10","318807103","10"
"1","2","0","1","・自身に魔法防御力｛1/2｝ダウン","1","0","0","90","0","3000","2","41","1","","0","7","0","10","318807104","10"
"99","1","1","3","・敵全体に物理｛1｝ダメージ","1","0","0","0.00003","0","3000","1.1","1","0","","0","3","80","1.1","318807201","1"
"99","1","0.01","3","・敵全体に物理防御力｛1/2｝ダウン","1","0","0","90","0","3000","1","21","1","","0","3","0","0","318807202","10"
"1","2","0","1","・自身に物理防御力｛1/2｝ダウン","1","0","0","90","0","3000","2","21","1","","0","7","0","10","318807203","10"
"1","2","0","1","・自身に魔法防御力｛1/2｝ダウン","1","0","0","90","0","3000","2","41","1","","0","7","0","10","318807204","10"
"1","2","0","1","・自身にＴＰ上昇｛1/2｝アップ","1","0","0","90","0","3000","1","80","1","","0","7","0","90","318807301","10"
"1","2","90","1","・自身に重複可能の行動速度｛1/2｝アップ","1","0","0","0","0","3000","1","2","0","","0","7","0","0","318807302","83"
"1","2","90","1","・自身に刻印｛1｝付与","1","0","0","1","0","3000","1","0","0","","0","7","0","152","318807303","35"
"1","2","0","1","・自身に物理防御力｛1/2｝ダウン","1","0","0","90","0","3000","2","21","1","","0","7","0","10","318807304","10"
"1","2","0","1","・自身に魔法防御力｛1/2｝ダウン","1","0","0","90","0","3000","2","41","1","","0","7","0","10","318807305","10"
"1","2","50","1","・自身のＨＰ50％未満：","1","0","0","0","0","3000","100","3","0","","0","7","0","0","318807401","17"
"1","2","1","1","自身の物理攻撃力｛1/2｝アップ","1","0","0","90","0","3000","2","10","1","","0","7","0","0","318807402","10"
"1","1","1","3","・前から１番目の敵に物理｛1｝ダメージ","1","0","0","0.00049","0","3000","9","1","0","","0","3","80","9","318807501","1"
"1","2","0","1","・自身に物理防御力｛1/2｝ダウン","1","0","0","90","0","3000","2","21","1","","0","7","0","10","318807502","10"
"1","2","0","1","・自身に魔法防御力｛1/2｝ダウン","1","0","0","90","0","3000","2","41","1","","0","7","0","10","318807503","10"
"1","2","90","3","・バトル開始時：","1","0","0","0","0","0","100","7","0","","0","7","0","0","318807601","17"
"1","2","90","3","・自身にダメージ｛1｝減衰","1","0","0","0","0","0","2500000","3","0","","-1","7","0","0","318807602","73"
"1","2","120","3","・自身に刻印｛1｝付与","1","0","0","1","0","0","1","0","1","","0","7","0","163","318807603","35"
"1","2","1","3","・自身に物理防御力｛1｝アップ（ダウン不可）","1","1","0","90","0","0","1","1020","0","","0","7","0","0","318807604","10"
"1","2","1","3","・自身に魔法防御力｛1｝アップ（ダウン不可）","1","1","0","90","0","0","1","1040","0","","0","7","0","0","318807605","10"
"99","1","0","3","・敵全体にＨＰ吸収｛1/2｝ダウン","1","1","0","90","0","0","2","91","0","","0","3","0","90","318807606","10"
"1","2","0","3","・自身ＴＰダウン｛1｝カット","1","1","0","0","0","0","0.5","0","0","","0","7","0","90","318807607","98"
"1","2","0","3","","1","0","0","0","0","3000","7","318900102","1","","0","7","0","0.0007","318900101","26"
"99","1","0","3","","1","0","0","0","0","3000","6","1","1","","0","3","0","0.005","318900102","46"
"99","1","0","3","","1","0","0","0","0","3000","100","10","0","","0","3","0","0","318900103","49"
"99","2","10","3","","1","0","0","12","0","3000","1","10","1","","0","3","0","0","318900201","10"
"99","1","8","3","","1","0","0","12","0","3000","1","11","1","","0","3","0","0","318900202","10"
"99","1","8","3","","1","0","0","12","0","3000","1","31","1","","0","3","0","0","318900203","10"
"1","1","3.5","3","","1","0","0","0.0002","0","3000","20","2","0","","0","38","0","0.2","318900301","1"
"1","1","100","3","","1","0","0","0","0","3000","4","0","0","","0","38","0","0","318900302","11"
"1","1","0","3","","1","0","0","0","0","3000","100","1","0","","0","38","0","0","318900303","49"
"1","2","50","1","","1","0","0","0","0","3000","100","3","0","","0","7","0","0","318900401","17"
"1","2","8","1","","1","0","0","90","0","3000","1","10","1","","0","7","0","0","318900402","10"
"1","2","90","1","","1","0","0","0","0","3000","2","2","0","","0","7","0","0","318900403","8"
"1","1","3.5","3","","1","0","0","0.0006","0","3000","60","1","0","","0","3","0","0.6","318900501","1"
"1","2","0","3","","1","0","0","0","0","3000","7","318904103","1","","0","7","0","0.0007","318904101","26"
"99","1","0","3","","1","0","0","0","0","3000","0.7","0","0","","0","3","0","0","318904102","92"
"99","1","0","3","","1","0","0","0","0","3000","6","1","1","","0","3","0","0.005","318904103","46"
"99","1","0","3","","1","0","0","0","0","3000","100","10","0","","0","3","0","0","318904104","49"
"99","2","10","3","","1","0","0","12","0","3000","1","10","1","","0","3","0","0","318904201","10"
"99","1","8","3","","1","0","0","12","0","3000","1","11","1","","0","3","0","0","318904202","10"
"99","1","8","3","","1","0","0","12","0","3000","1","31","1","","0","3","0","0","318904203","10"
"1","1","0","3","","1","0","0","0","0","3000","0","318904302","0","","0","38","0","0","318904301","93"
"1","1","0","3","","1","0","0","0","0","3000","0.7","0","0","","0","38","0","0","318904302","92"
"1","1","3.5","3","","1","0","0","0.0002","0","3000","20","2","0","","0","38","0","0.2","318904303","1"
"1","1","100","3","","1","0","0","0","0","3000","4","0","0","","0","38","0","0","318904304","11"
"1","1","0","3","","1","0","0","0","0","3000","100","1","0","","0","38","0","0","318904305","49"
"1","2","38","1","","1","0","0","0","0","3000","100","3","0","","0","7","0","0","318904401","17"
"1","2","8","1","","1","0","0","90","0","3000","1","10","1","","0","7","0","0","318904402","10"
"1","2","90","1","","1","0","0","0","0","3000","2","2","0","","0","7","0","0","318904403","8"
"1","1","0","3","","1","0","0","0","0","3000","0.7","0","0","","0","3","0","0","318904501","92"
"1","1","3.5","3","","1","0","0","0.0006","0","3000","60","1","0","","0","3","0","0.6","318904502","1"
"1","2","90","3","","1","0","0","0","0","0","100","7","0","","0","7","0","0","318904601","17"
"1","2","1","3","","1","1","0","90","0","0","1","1020","0","","0","7","0","0","318904602","10"
"1","2","1","3","","1","1","0","90","0","0","1","1040","0","","0","7","0","0","318904603","10"
"99","1","10","3","","1","0","0","18","0","3000","1","11","1","","0","3","0","0","318904701","10"
"99","1","3","3","","1","0","0","18","0","3000","1","31","1","","0","3","0","0","318904702","10"
"1","2","8","3","","1","0","0","90","0","0","1","10","1","","0","7","0","0","318904703","10"
"1","2","0","3","","1","0","0","0","0","0","400","1","0","","0","7","0","0","318904704","16"
"99","1","10","3","","1","0","0","18","0","3000","1","11","1","","0","3","0","0","318904801","10"
"99","1","3","3","","1","0","0","18","0","3000","1","31","1","","0","3","0","0","318904802","10"
"1","2","8","3","","1","0","0","90","0","0","1","10","1","","0","7","0","0","318904803","10"
"1","2","0","3","","1","0","0","0","0","0","600","1","0","","0","7","0","0","318904804","16"
"99","1","10","3","","1","0","0","18","0","3000","1","11","1","","0","3","0","0","318904901","10"
"99","1","3","3","","1","0","0","18","0","3000","1","31","1","","0","3","0","0","318904902","10"
"1","2","8","3","","1","0","0","90","0","0","1","10","1","","0","7","0","0","318904903","10"
"1","2","0","3","","1","0","0","0","0","0","1000","1","0","","0","7","0","0","318904904","16"
"99","1","0","3","","1","0","0","0","0","3000","30","1","1","","0","3","0","0","319000101","46"
"99","1","8","3","","1","0","0","18","0","3000","1","11","1","","0","3","0","0","319000102","10"
"99","1","8","3","","1","0","0","18","0","3000","1","31","1","","0","3","0","0","319000103","10"
"99","2","0","3","","1","0","0","0","0","3000","4","319000202","1","","0","3","0","20","319000201","26"
"99","1","0","3","","1","0","0","0","0","3000","10","1","2","物理ダメージ+{0}","0","3","0","0.01","319000202","46"
"3","1","2.5","3","","1","0","0","0.0006","0","3000","60","2","0","","0","3","0","0.6","319000301","1"
"3","1","500","3","","1","0","0","0","0","3000","300","3","0","","0","3","0","0","319000302","3"
"3","1","1","3","","1","0","0","0","0","3000","0","7","0","","0","3","0","0","319000303","8"
"1","1","3.5","3","","1","0","0","0.0012","0","3000","60","1","0","","0","3","0","0.6","319000401","1"
"1","2","50","3","","1","0","0","0","0","0","100","3","0","","0","7","0","0","319000501","17"
"1","2","0","3","","1","0","0","0","0","3000","120","1","31900202","","0","7","0","0","319000502","22"
"1","2","90","3","","1","0","0","0","0","3000","1.1","2","0","","0","7","0","0","319000503","8"
"1","2","9","3","","1","1400","1","0","0","-1","0","2","610149102","","1400","7","1","9","319000601","15"
"1","2","7","3","","1","1200","1","0","0","-1","0","2","610149103","","1200","7","1","7","319000602","15"
"1","2","5","3","","1","1000","1","0","0","-1","0","2","610149104","","1000","7","1","5","319000603","15"
"99","1","2000","3","","1","0","0","0","0","3000","700","3","0","","0","3","0","0","319000604","3"
"1","2","9","3","","1","1400","1","0","0","-1","0","2","610149202","","1400","7","1","9","319000701","15"
"1","2","7","3","","1","1200","1","0","0","-1","0","2","610149203","","1200","7","1","7","319000702","15"
"1","2","5","3","","1","1000","1","0","0","-1","0","2","610149204","","1000","7","1","5","319000703","15"
"99","1","2000","3","","1","0","0","0","0","3000","700","3","0","","0","3","0","0","319000704","3"
"1","2","9","3","","1","1400","1","0","0","-1","0","2","610149302","","1400","7","1","9","319000801","15"
