8ec33b1beb602686b8105c36e2b6a74b554c214166d183e706c7d2e455951ec4,de214712657351cc4d49e261457dfb22eddebdb2c38063be390c0cec32d2fecc,84273b421d0b16737fa9c2d3c38721cb01e5f71410baaf15a584a676715bf0fe,6134d99cac65b183987328159bbfd437b718d2f8eeb2d329050acb45ed38ea54,2fddd367c00b7f4cf8f86dd178ee0103b593b0613b5b5bcfb80273592a644efc,5b1a2769e31574b098ec50c07ea3a295f6afc8dc88df36e683569846278876e0,b1831264f55b102d746f630193add3143d4dea24b0fbe2b14973e512039ce5aa,d9c74660b99d75287fd08ca057f1ba12d804d2cd6bc2ec94777a8909f7dfde03,6b093ef6e76969dcf334d9831130ae3e6a58c43545c9b487225c9aca8a8a2a6b,c1427d24ed9baf4dd592e1f52b828de285f5c92b5033dc20281f563a68e8026c,1aab82a8af9e876b7a4f86e936eda7994a9cd7d25e000d6c023d4e8ada213a36
"0","11","1","1","先生って楽しいね～\nえへへ♪","0","102011","1009811","10","0","1009811089"
"","91","","","","","0","1009811","","","1009811090"
"","3","","","lsv_idle_joy","0.2","102011","1009811","1","","1009811091"
"","102","","","","","","1009811","","","1009811092"
"","22","","","0.2","","0","1009811","","","1009811093"
"","93","","","","","1","1009811","","","1009811094"
"0","12","0","0","2","0","100411","1009811","1","0","1009811095"
"","3","","","lsv_talk_bitter","0.2","100411","1009811","1","","1009811096"
"","93","","","0","","3","1009811","","","1009811097"
"","3","","","lsv_idle_normal","0.2","100411","1009811","1","","1009811098"
"0","12","0","0","10","0","103611","1009811","1","0","1009811099"
"","3","","","lsv_talk_joy1_normal","0.2","103611","1009811","1","","1009811100"
"","93","","","0","","3","1009811","","","1009811101"
"","3","","","lsv_idle_wish","0.2","103611","1009811","1","","1009811102"
"0","12","0","0","6","0","102011","1009811","1","0","1009811103"
"","3","","","lsv_talk_memory_dere2","0.2","102011","1009811","1","","1009811104"
"","93","","","0","","3","1009811","","","1009811105"
"","3","","","lsv_idle_joy","0.2","102011","1009811","1","","1009811106"
"","101","","","","","1009811095","1009811","","","1009811107"
"","6","0","1","1","1","333","1009811","1","0","1009811108"
"","4","","","1","","102011","1009811","","","1009811109"
"","3","","","lsv_run","0.2","102011","1009811","1","","1009811110"
"","2","0","0.8","-750","","102011","1009811","-235","","1009811111"
"","4","","","0","","103611","1009811","","","1009811112"
"","3","","","lsv_run","0.2","103611","1009811","1","","1009811113"
"","2","0","0.8","750","","103611","1009811","-220","","1009811114"
"","4","","","0","","100411","1009811","","","1009811115"
"","3","","","lsv_run","0.2","100411","1009811","1","","1009811116"
"","2","0","0.8","850","","100411","1009811","-250","","1009811117"
"","93","","","","","0.6","1009811","","","1009811118"
"","6","0","1","1","0.2","102011","1009811","1","0","1009811119"
"","6","0","1","1","0.2","103611","1009811","1","0","1009811120"
"","6","0","1","1","0.2","100411","1009811","1","0","1009811121"
"","91","","","","","0","1009811","","","1009811122"
"lsv_idle_normal","1","-235","-750","103611","1.95","1","1009812","102","0","1009812001"
"lsv_idle_normal","1","-220","650","100411","1.95","1","1009812","100","1","1009812002"
"lsv_idle_normal","1","-250","750","102011","1.95","1","1009812","101","1","1009812003"
"lsv_white_loop","5","0","0","333","1","1","1009812","0","0","1009812004"
"","6","0","1","1","0","333","1009812","1","0","1009812005"
"","6","0","1","1","0","103611","1009812","1","0","1009812006"
"","6","0","1","1","0","100411","1009812","1","0","1009812007"
"","6","0","1","1","0","102011","1009812","1","0","1009812008"
"","7","","0","2","","103611","1009812","0","","1009812009"
"","2","0","0.5","-750","","103611","1009812","-235","","1009812010"
"","31","0.8","10","16","0","1","1009812","-140","","1009812011"
"","34","","0","2","","16","1009812","0","","1009812012"
"","93","","","0","","1","1009812","","","1009812013"
"","6","0.4","1","1","0.8","333","1009812","1","0","1009812014"
"","3","1","lsv_see_think","lsv_see_think_pre","0.2","103611","1009812","0","0","1009812015"
"","2","0","1.1","-600","","103611","1009812","-235","","1009812016"
"","6","1","1","1","0.4","103611","1009812","1","0","1009812017"
"","93","","","","","1","1009812","","","1009812018"
"","32","","","1","","16","1009812","","","1009812019"
"","91","","","","","0","1009812","","","1009812020"
"","94","80","0","240","","103611","1009812","260","","1009812021"
"","32","","","0","","16","1009812","","","1009812022"
"","7","","0","0","","103611","1009812","2","","1009812023"
"","3","","","lsv_walk","0.2","103611","1009812","1","","1009812024"
"","2","0","2","-250","","103611","1009812","-235","","1009812025"
"","3","","","lsv_walk_joy","0.2","100411","1009812","1","","1009812026"
"","2","0","2","100","","100411","1009812","-220","","1009812027"
"","6","1","1","1","0.4","100411","1009812","1","0","1009812028"
"","3","","","lsv_walk","0.2","102011","1009812","1","","1009812029"
"","2","0","2","270","","102011","1009812","-250","","1009812030"
"","6","1","1","1","0.4","102011","1009812","1","0","1009812031"
"","93","","","","","2","1009812","","","1009812032"
"","3","","","lsv_idle_normal","0.2","103611","1009812","1","","1009812033"
"","3","","","lsv_idle_joy","0.2","100411","1009812","1","","1009812034"
"","3","","","lsv_idle_normal","0.2","102011","1009812","1","","1009812035"
"","93","","","","","0.5","1009812","","","1009812036"
"","91","","","","","0","1009812","","","1009812037"
"","3","","","lsv_talk_normal_sad","0.2","103611","1009812","1","","1009812038"
"","21","","0","vo_lsv_1221","","vo_lsv","1009812","0","","1009812039"
"0","11","1","1","ヒミツって…\nもう答えが描いてあるよね？","0","103611","1009812","10","0","1009812040"
"","91","","","","","0","1009812","","","1009812041"
"","3","","","lsv_idle_normal_sad","0.2","103611","1009812","1","","1009812042"
"","3","","","lsv_talk_sad","0.2","102011","1009812","1","","1009812043"
"","21","","0","vo_lsv_1222","","vo_lsv","1009812","0","","1009812044"
"0","11","1","1","ミソギちゃん、\nおにいちゃんに\nイタズラしちゃったの？","0","102011","1009812","10","0","1009812045"
"","91","","","","","0","1009812","","","1009812046"
"","3","","","lsv_idle_sad","0.2","102011","1009812","1","","1009812047"
"","3","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","0","100411","1009812","0","0.2","1009812048"
"","21","","0","vo_lsv_1223","","vo_lsv","1009812","0","","1009812049"
"0","11","1","1","ちっちっち！\nこれは想像だよー！\nまだ教えただけっ。","0","100411","1009812","10","0","1009812050"
"","91","","","","","0","1009812","","","1009812051"
"","3","","","lsv_talk_cool_joy_loop","0.2","100411","1009812","1","","1009812052"
"","21","","0","vo_lsv_1224","","vo_lsv","1009812","0","","1009812053"
"0","11","1","1","あと、教えたのはひとつだけ\nじゃないよ？　ミソギ先生の\n授業は盛り沢山だからね！","0","100411","1009812","10","0","1009812054"
"","91","","","","","0","1009812","","","1009812055"
"","3","","","lsv_idle_cool_joy","0.2","100411","1009812","1","","1009812056"
"","3","","","lsv_talk_bitter_sad","0.2","103611","1009812","1","","1009812057"
"","21","","0","vo_lsv_1225","","vo_lsv","1009812","0","","1009812058"
"0","11","1","1","いったいどんなことを\n教えたか、不安だなぁ…","0","103611","1009812","10","0","1009812059"
"","91","","","","","0","1009812","","","1009812060"
"","3","","","lsv_idle_bitter_sad","0.2","103611","1009812","1","","1009812061"
"","3","1","lsv_look_idle_normal","lsv_choice","0","103611","1009812","0","0.2","1009812062"
"","3","1","lsv_look_idle_normal","lsv_choice","0","100411","1009812","0","0.2","1009812063"
"","3","1","lsv_look_idle_normal","lsv_choice","0","102011","1009812","0","0.2","1009812064"
"","93","","","0","","0.1","1009812","","","1009812065"
"","2","2","0.33","-452","","103611","1009812","-235","0.2","1009812066"
"","2","2","0.33","420","","100411","1009812","-220","0.2","1009812067"
"","2","2","0.33","545","","102011","1009812","-250","0.2","1009812068"
"","22","","","0","0.2","0","1009812","1","","1009812069"
"","103","","","1009812073","","落とし穴の作り方とか？","1009812","0","","1009812070"
"","103","","","1009812097","","逃げ足講座とか？","1009812","0","","1009812071"
"","103","","","1009812121","","ウソ泣きのやり方とか？","1009812","0","","1009812072"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009812","0","0.2","1009812073"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009812","0","0.2","1009812074"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009812","0","0.2","1009812075"
"","93","","","0","","0.1","1009812","","","1009812076"
"","2","2","0.33","-200","","103611","1009812","-235","0.2","1009812077"
"","2","2","0.33","100","","100411","1009812","-220","0.2","1009812078"
"","2","2","0.33","270","","102011","1009812","-250","0.2","1009812079"
"","93","","","0","","0.7","1009812","","","1009812080"
"","3","1","lsv_talk_surprise_R2","lsv_surprise_R2","0","102011","1009812","0","0.2","1009812081"
"","21","","0","vo_lsv_1226","","vo_lsv","1009812","0","","1009812082"
"0","11","1","1","ええっ？\n落とし穴はちょっと危ないよ～","0","102011","1009812","10","0","1009812083"
"","91","","","","","0","1009812","","","1009812084"
"","3","","","lsv_idle_surprise","0.2","102011","1009812","1","","1009812085"
"","3","","","lsv_talk_bitter","0.2","100411","1009812","1","","1009812086"
"","21","","0","vo_lsv_1227","","vo_lsv","1009812","0","","1009812087"
"0","11","1","1","んー…落とし穴はねー\nみゅ～ちゃんがスコップを\n持てなかったから諦めたんだー","0","100411","1009812","10","0","1009812088"
"","91","","","","","0","1009812","","","1009812089"
"","3","","","lsv_idle_bitter","0.2","100411","1009812","1","","1009812090"
"","3","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","0","103611","1009812","0","0.2","1009812091"
"","21","","0","vo_lsv_1228","","vo_lsv","1009812","0","","1009812092"
"0","11","1","1","試しはしたんだね…","0","103611","1009812","10","0","1009812093"
"","91","","","","","0","1009812","","","1009812094"
"","3","","","lsv_idle_normal_sad","0.2","103611","1009812","1","","1009812095"
"","101","","","","","1009812145","1009812","","","1009812096"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009812","0","0.2","1009812097"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009812","0","0.2","1009812098"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009812","0","0.2","1009812099"
"","93","","","0","","0.1","1009812","","","1009812100"
"","2","2","0.33","-200","","103611","1009812","-235","0.2","1009812101"
"","2","2","0.33","100","","100411","1009812","-220","0.2","1009812102"
"","2","2","0.33","270","","102011","1009812","-250","0.2","1009812103"
"","93","","","0","","0.7","1009812","","","1009812104"
"","3","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","0","100411","1009812","0","0.2","1009812105"
"","21","","0","vo_lsv_1229","","vo_lsv","1009812","0","","1009812106"
"0","11","1","1","お！　にいちゃん、するどい！\n正解だよ！\n逃げ足は大事だもんねー","0","100411","1009812","10","0","1009812107"
"","91","","","","","0","1009812","","","1009812108"
"","3","","","lsv_idle_joy","0.2","100411","1009812","1","","1009812109"
"","3","","","lsv_talk_thinking","0.2","103611","1009812","1","","1009812110"
"","21","","0","vo_lsv_1230","","vo_lsv","1009812","0","","1009812111"
"0","11","1","1","逃げ足って…\nでも、確かに自然の中では\n大切なことかも。","0","103611","1009812","10","0","1009812112"
"","91","","","","","0","1009812","","","1009812113"
"","3","","","lsv_idle_thinking_anger","0.2","103611","1009812","1","","1009812114"
"","3","","","lsv_talk_wish_joy","0.2","102011","1009812","1","","1009812115"
"","21","","0","vo_lsv_1231","","vo_lsv","1009812","0","","1009812116"
"0","11","1","1","かけっこが得意な\nみゅ～ちゃんもかわいいね～","0","102011","1009812","10","0","1009812117"
"","91","","","","","0","1009812","","","1009812118"
"","3","","","lsv_idle_wish_joy","0.2","102011","1009812","1","","1009812119"
"","101","","","","","1009812145","1009812","","","1009812120"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009812","0","0.2","1009812121"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009812","0","0.2","1009812122"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009812","0","0.2","1009812123"
"","93","","","0","","0.1","1009812","","","1009812124"
"","2","2","0.33","-200","","103611","1009812","-235","0.2","1009812125"
"","2","2","0.33","100","","100411","1009812","-220","0.2","1009812126"
"","2","2","0.33","270","","102011","1009812","-250","0.2","1009812127"
"","93","","","0","","0.7","1009812","","","1009812128"
"","3","","","lsv_idle_sad3","0.2","100411","1009812","1","","1009812129"
"","21","","0","vo_lsv_1232","","vo_lsv","1009812","0","","1009812130"
"0","11","1","1","…ぐすん。\nミソギ、ウソ泣きなんて\n教えてないもん…ぐすぐす…","0","100411","1009812","10","0","1009812131"
"","91","","","","","0","1009812","","","1009812132"
"","3","","","lsv_idle_sad3","0.2","100411","1009812","1","","1009812133"
"","3","","","lsv_talk_sad3","0.2","102011","1009812","1","","1009812134"
"","21","","0","vo_lsv_1233","","vo_lsv","1009812","0","","1009812135"
"0","11","1","1","わわ…！\nミソギちゃん、泣かないで～","0","102011","1009812","10","0","1009812136"
"","91","","","","","0","1009812","","","1009812137"
"","3","","","lsv_idle_sad","0.2","102011","1009812","1","","1009812138"
"","3","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","0","103611","1009812","0","0.2","1009812139"
"","21","","0","vo_lsv_1234","","vo_lsv","1009812","0","","1009812140"
"0","11","1","1","…これは間違いなく\n教えましたね。\nまったくもう…","0","103611","1009812","10","0","1009812141"
"","91","","","","","0","1009812","","","1009812142"
"","3","","","lsv_idle_cool_sad","0.2","103611","1009812","1","","1009812143"
"","101","","","","","1009812145","1009812","","","1009812144"
"","91","","","","","0","1009812","","","1009812145"
"","102","","","","","","1009812","","","1009812146"
"","22","","","0.2","","0","1009812","","","1009812147"
"","93","","","","","0.2","1009812","","","1009812148"
"0","12","0","0","10","0","100411","1009812","1","0","1009812149"
"","3","1","lsv_eieio_loop","lsv_eieio","0","100411","1009812","0","0.2","1009812150"
"","93","","","0","","3","1009812","","","1009812151"
"","3","","","lsv_idle_cool_joy","0.2","100411","1009812","1","","1009812152"
"0","12","0","0","4","0","102011","1009812","1","0","1009812153"
"","3","1","lsv_talk_surprise","lsv_surprise","0","102011","1009812","0","0.2","1009812154"
"","93","","","0","","3","1009812","","","1009812155"
"","3","","","lsv_idle_wish_joyR","0.2","102011","1009812","1","","1009812156"
"0","12","0","0","2","0","103611","1009812","1","0","1009812157"
"","3","","","lsv_talk_sad","0.2","103611","1009812","1","","1009812158"
"","93","","","0","","3","1009812","","","1009812159"
"","3","","","lsv_idle_sad","0.2","103611","1009812","1","","1009812160"
"","101","","","","","1009812149","1009812","","","1009812161"
"","6","0","1","1","1","333","1009812","1","0","1009812162"
"","4","","","1","","103611","1009812","","","1009812163"
"","3","","","lsv_run","0.2","103611","1009812","1","","1009812164"
"","2","0","0.8","-750","","103611","1009812","-235","","1009812165"
"","4","","","0","","100411","1009812","","","1009812166"
"","3","","","lsv_run","0.2","100411","1009812","1","","1009812167"
"","2","0","0.8","750","","100411","1009812","-220","","1009812168"
"","4","","","0","","102011","1009812","","","1009812169"
"","3","","","lsv_run","0.2","102011","1009812","1","","1009812170"
"","2","0","0.8","850","","102011","1009812","-250","","1009812171"
"","93","","","","","0.6","1009812","","","1009812172"
"","6","0","1","1","0.2","103611","1009812","1","0","1009812173"
"","6","0","1","1","0.2","100411","1009812","1","0","1009812174"
"","6","0","1","1","0.2","102011","1009812","1","0","1009812175"
"","91","","","","","0","1009812","","","1009812176"
"lsv_idle_normal","1","-235","-750","100411","1.95","1","1009813","102","0","1009813001"
"lsv_idle_normal","1","-220","650","103611","1.95","1","1009813","100","1","1009813002"
"lsv_idle_normal","1","-250","750","102011","1.95","1","1009813","101","1","1009813003"
"lsv_white_loop","5","0","0","333","1","1","1009813","0","0","1009813004"
"","6","0","1","1","0","333","1009813","1","0","1009813005"
"","6","0","1","1","0","100411","1009813","1","0","1009813006"
"","6","0","1","1","0","103611","1009813","1","0","1009813007"
"","6","0","1","1","0","102011","1009813","1","0","1009813008"
"","7","","0","2","","100411","1009813","0","","1009813009"
"","2","0","0.5","-750","","100411","1009813","-235","","1009813010"
"","31","0.8","10","16","0","1","1009813","-140","","1009813011"
"","34","","0","2","","16","1009813","0","","1009813012"
"","93","","","0","","1","1009813","","","1009813013"
"","6","0.4","1","1","0.8","333","1009813","1","0","1009813014"
"","3","1","lsv_see_think","lsv_see_think_pre","0.2","100411","1009813","0","0","1009813015"
"","2","0","1.1","-600","","100411","1009813","-235","","1009813016"
"","6","1","1","1","0.4","100411","1009813","1","0","1009813017"
"","93","","","","","1","1009813","","","1009813018"
"","32","","","1","","16","1009813","","","1009813019"
"","91","","","","","0","1009813","","","1009813020"
"","94","80","0","240","","100411","1009813","260","","1009813021"
"","32","","","0","","16","1009813","","","1009813022"
"","7","","0","0","","100411","1009813","2","","1009813023"
"","3","","","lsv_walk","0.2","100411","1009813","1","","1009813024"
"","2","0","2","-250","","100411","1009813","-235","","1009813025"
"","3","","","lsv_walk_joy","0.2","103611","1009813","1","","1009813026"
"","2","0","2","100","","103611","1009813","-220","","1009813027"
"","6","1","1","1","0.4","103611","1009813","1","0","1009813028"
"","3","","","lsv_walk","0.2","102011","1009813","1","","1009813029"
"","2","0","2","270","","102011","1009813","-250","","1009813030"
"","6","1","1","1","0.4","102011","1009813","1","0","1009813031"
"","93","","","","","2","1009813","","","1009813032"
"","3","","","lsv_idle_normal_talkR","0.2","100411","1009813","1","","1009813033"
"","3","","","lsv_idle_joy","0.2","103611","1009813","1","","1009813034"
"","3","","","lsv_idle_normal","0.2","102011","1009813","1","","1009813035"
"","93","","","","","0.5","1009813","","","1009813036"
"","91","","","","","0","1009813","","","1009813037"
"","3","","","lsv_talk_sad","0.2","100411","1009813","1","","1009813038"
"","21","","0","vo_lsv_1321","","vo_lsv","1009813","0","","1009813039"
"0","11","1","1","うう…なんだかほんとに\n学校の先生みたいなこと\n書いてるね…","0","100411","1009813","10","0","1009813040"
"","91","","","","","0","1009813","","","1009813041"
"","3","","","lsv_idle_surprise_talkR1","0.2","100411","1009813","1","","1009813042"
"","3","1","lsv_talk_doya_loop","lsv_talk_doya","0","103611","1009813","0","0.2","1009813043"
"","21","","0","vo_lsv_1322","","vo_lsv","1009813","0","","1009813044"
"0","11","1","1","だって今日は私が先生だもん。\n先生らしくしなくっちゃ！","0","103611","1009813","10","0","1009813045"
"","91","","","","","0","1009813","","","1009813046"
"","3","","","lsv_idle_doya","0.2","103611","1009813","1","","1009813047"
"","3","","","lsv_talk_wish_joy","0.2","102011","1009813","1","","1009813048"
"","21","","0","vo_lsv_1323","","vo_lsv","1009813","0","","1009813049"
"0","11","1","1","キョウカちゃん、\n張りきってたもんね♪\nどんなお勉強をしたの？","0","102011","1009813","10","0","1009813050"
"","91","","","","","0","1009813","","","1009813051"
"","3","","","lsv_idle_wish_joy","0.2","102011","1009813","1","","1009813052"
"","3","","","lsv_talk_cool_joy_loop","0.2","103611","1009813","1","","1009813053"
"","21","","0","vo_lsv_1324","","vo_lsv","1009813","0","","1009813054"
"0","11","1","1","ミミ、いい質問ですね。\nそれでは…\nここでみんなに問題です。","0","103611","1009813","10","0","1009813055"
"","91","","","","","0","1009813","","","1009813056"
"","3","","","lsv_idle_cool_joy","0.2","103611","1009813","1","","1009813057"
"","3","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","0","100411","1009813","0","0.2","1009813058"
"","21","","0","vo_lsv_1325","","vo_lsv","1009813","0","","1009813059"
"0","11","1","1","急に先生っぽくしてる…！\n…ね、にいちゃんから\n何か言ってやってよっ。","0","100411","1009813","10","0","1009813060"
"","91","","","","","0","1009813","","","1009813061"
"","3","","","lsv_idle_cool_sad","0.2","100411","1009813","1","","1009813062"
"","3","1","lsv_look_idle_normal","lsv_choice","0","100411","1009813","0","0.2","1009813063"
"","3","1","lsv_look_idle_normal","lsv_choice","0","103611","1009813","0","0.2","1009813064"
"","3","1","lsv_look_idle_normal","lsv_choice","0","102011","1009813","0","0.2","1009813065"
"","93","","","0","","0.1","1009813","","","1009813066"
"","2","2","0.33","-452","","100411","1009813","-235","0.2","1009813067"
"","2","2","0.33","420","","103611","1009813","-220","0.2","1009813068"
"","2","2","0.33","545","","102011","1009813","-250","0.2","1009813069"
"","22","","","0","0.2","0","1009813","1","","1009813070"
"","103","","","1009813074","","はい、先生！","1009813","0","","1009813071"
"","103","","","1009813096","","寝たふりをしよう。","1009813","0","","1009813072"
"","103","","","1009813119","","どんな問題が来るのかなぁ。","1009813","0","","1009813073"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009813","0","0.2","1009813074"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009813","0","0.2","1009813075"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009813","0","0.2","1009813076"
"","93","","","0","","0.1","1009813","","","1009813077"
"","2","2","0.33","-200","","100411","1009813","-235","0.2","1009813078"
"","2","2","0.33","100","","103611","1009813","-220","0.2","1009813079"
"","2","2","0.33","270","","102011","1009813","-250","0.2","1009813080"
"","93","","","0","","0.7","1009813","","","1009813081"
"","3","1","lsv_surprise3_loop","lsv_surprise3","0","100411","1009813","0","0.2","1009813082"
"","21","","0","vo_lsv_1326","","vo_lsv","1009813","0","","1009813083"
"0","11","1","1","ノリノリだー！？","0","100411","1009813","10","0","1009813084"
"","91","","","","","0","1009813","","","1009813085"
"","3","","","lsv_talk_thinking_joyR","0.2","103611","1009813","1","","1009813086"
"","21","","0","vo_lsv_1327","","vo_lsv","1009813","0","","1009813087"
"0","11","1","1","いいお返事ですね。\nでは、みんなで\nおさらいしてみましょうか。","0","103611","1009813","10","0","1009813088"
"","91","","","","","0","1009813","","","1009813089"
"","3","","","lsv_idle_thinking_joy1","0.2","103611","1009813","1","","1009813090"
"","3","1","lsv_idle_joy","lsv_handsup_joy","0","102011","1009813","0","0.2","1009813091"
"","21","","0","vo_lsv_1328","","vo_lsv","1009813","0","","1009813092"
"0","11","1","1","は～い、わかりましたっ。\nキョウカちゃん先生♪","0","102011","1009813","10","0","1009813093"
"","91","","","","","0","1009813","","","1009813094"
"","101","","","","","1009813143","1009813","","","1009813095"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009813","0","0.2","1009813096"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009813","0","0.2","1009813097"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009813","0","0.2","1009813098"
"","93","","","0","","0.1","1009813","","","1009813099"
"","2","2","0.33","-200","","100411","1009813","-235","0.2","1009813100"
"","2","2","0.33","100","","103611","1009813","-220","0.2","1009813101"
"","2","2","0.33","270","","102011","1009813","-250","0.2","1009813102"
"","93","","","0","","0.7","1009813","","","1009813103"
"","3","1","lsv_sleep","lsv_look_idle_sad_wink","0.2","100411","1009813","0","0.2","1009813104"
"","21","","0","vo_lsv_1329","","vo_lsv","1009813","0","","1009813105"
"0","11","1","1","そ…\nそれだよ、にいちゃんっ。\n……ぐーぐーぐー","0","100411","1009813","10","0","1009813106"
"","91","","","","","0","1009813","","","1009813107"
"","3","","","lsv_sleep","0.2","100411","1009813","1","","1009813108"
"","3","1","lsv_exactly_loop","lsv_exactly_in","0","103611","1009813","0","0.2","1009813109"
"","21","","0","vo_lsv_1330","","vo_lsv","1009813","0","","1009813110"
"0","11","1","1","はい、そこの二人！\n授業中に寝ない！","0","103611","1009813","10","0","1009813111"
"","91","","","","","0","1009813","","","1009813112"
"","3","","","lsv_idle_arm_crossed","0.2","103611","1009813","1","","1009813113"
"","3","1","lsv_surprise3_pain_loop","lsv_surprise3_pain","0","102011","1009813","0","0.2","1009813114"
"","21","","0","vo_lsv_1331","","vo_lsv","1009813","0","","1009813115"
"0","11","1","1","二人とも、起きて～！\n一緒にお勉強しようよ～！","0","102011","1009813","10","0","1009813116"
"","91","","","","","0","1009813","","","1009813117"
"","101","","","","","1009813143","1009813","","","1009813118"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009813","0","0.2","1009813119"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009813","0","0.2","1009813120"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009813","0","0.2","1009813121"
"","93","","","0","","0.1","1009813","","","1009813122"
"","2","2","0.33","-200","","100411","1009813","-235","0.2","1009813123"
"","2","2","0.33","100","","103611","1009813","-220","0.2","1009813124"
"","2","2","0.33","270","","102011","1009813","-250","0.2","1009813125"
"","93","","","0","","0.7","1009813","","","1009813126"
"","3","","","lsv_talk_bitter_sad","0.2","100411","1009813","1","","1009813127"
"","21","","0","vo_lsv_1332","","vo_lsv","1009813","0","","1009813128"
"0","11","1","1","あ、そっち？\nキョウカの先生キャラに\nツッコミはないんだ…","0","100411","1009813","10","0","1009813129"
"","91","","","","","0","1009813","","","1009813130"
"","3","","","lsv_idle_bitter","0.2","100411","1009813","1","","1009813131"
"","3","1","lsv_exactly_loop","lsv_exactly_in","0","103611","1009813","0","0.2","1009813132"
"","21","","0","vo_lsv_1333","","vo_lsv","1009813","0","","1009813133"
"0","11","1","1","ミソギさん？\n先生にキャラとか\n言わないように！","0","103611","1009813","10","0","1009813134"
"","91","","","","","0","1009813","","","1009813135"
"","3","","","lsv_idle_arm_crossed","0.2","103611","1009813","1","","1009813136"
"","3","","","lsv_talk_surprise_talkjoy","0.2","102011","1009813","1","","1009813137"
"","21","","0","vo_lsv_1334","","vo_lsv","1009813","0","","1009813138"
"0","11","1","1","わぁっ…！\n本当の先生みた～い！\nちゃんとお勉強しなくちゃ…！","0","102011","1009813","10","0","1009813139"
"","91","","","","","0","1009813","","","1009813140"
"","3","","","lsv_idle_surprise_joy","0.2","102011","1009813","1","","1009813141"
"","101","","","","","1009813143","1009813","","","1009813142"
"","91","","","","","0","1009813","","","1009813143"
"","102","","","","","","1009813","","","1009813144"
"","22","","","0.2","","0","1009813","","","1009813145"
"","93","","","","","0.2","1009813","","","1009813146"
"0","12","0","0","5","0","102011","1009813","1","0","1009813147"
"","3","","","lsv_talk_surprise","0.2","102011","1009813","1","","1009813148"
"","93","","","0","","3","1009813","","","1009813149"
"","3","","","lsv_idle_surprise","0.2","102011","1009813","1","","1009813150"
"0","12","0","0","10","0","103611","1009813","1","0","1009813151"
"","3","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0","103611","1009813","0","0.2","1009813152"
"","93","","","0","","3","1009813","","","1009813153"
"","3","","","lsv_idle_cool_joy","0.2","103611","1009813","1","","1009813154"
"0","12","0","0","2","0","100411","1009813","1","0","1009813155"
"","3","","","lsv_talk_bitter","0.2","100411","1009813","1","","1009813156"
"","93","","","0","","3","1009813","","","1009813157"
"","3","","","lsv_idle_normal_talkR","0.2","100411","1009813","1","","1009813158"
"","101","","","","","1009813147","1009813","","","1009813159"
"","6","0","1","1","1","333","1009813","1","0","1009813160"
"","4","","","1","","100411","1009813","","","1009813161"
"","3","","","lsv_run","0.2","100411","1009813","1","","1009813162"
"","2","0","0.8","-750","","100411","1009813","-235","","1009813163"
"","4","","","0","","103611","1009813","","","1009813164"
"","3","","","lsv_run","0.2","103611","1009813","1","","1009813165"
"","2","0","0.8","750","","103611","1009813","-220","","1009813166"
"","4","","","0","","102011","1009813","","","1009813167"
"","3","","","lsv_run","0.2","102011","1009813","1","","1009813168"
"","2","0","0.8","850","","102011","1009813","-250","","1009813169"
"","93","","","","","0.6","1009813","","","1009813170"
"","6","0","1","1","0.2","100411","1009813","1","0","1009813171"
"","6","0","1","1","0.2","103611","1009813","1","0","1009813172"
"","6","0","1","1","0.2","102011","1009813","1","0","1009813173"
"","91","","","","","0","1009813","","","1009813174"
"lsv_idle_normal","1","-235","-650","122811","1.95","1","1009814","102","0","1009814001"
"lsv_idle_normal","1","-220","650","122911","1.95","1","1009814","100","1","1009814002"
"lsv_idle_normal","1","-250","750","122711","1.95","1","1009814","101","1","1009814003"
"lsv_white_loop","5","0","0","333","1","1","1009814","0","0","1009814004"
"","6","0","1","1","0","333","1009814","1","0","1009814005"
"","6","0","1","1","0","122811","1009814","1","0","1009814006"
"","6","0","1","1","0","122911","1009814","1","0","1009814007"
