a36ee370f986f1bcd271d6faee9f2e87188c5066c9c6880c02ba460ecbdedd2b,f2c580a25a51b4ed47b0a40dac1427aa4ca9364611f5ef7cb89e56f7e669ec7d,767132435c7026bdb61d4a252ea9bf9cde98f68b81f1a024dc1165a2ae0de570,e925d4dea7656de6b8fd6c14caf43d09255423b1d5a33fca44d1cadbff2028af,1ade4480a5fdcb9473fb4facd658466cd60cfb511774f16799f80ed963465611,a8474f81bf18b1ed710b4c5a67ff46107bf37fbf83d77110b8c32b2385acb56f,0f3f420eaa5a9e361ca9db6e2f1e9b5bbbc482525c16530cfbd30d0557a553dd,0c453073002f63b158bb60a1e5f06ccdd8963da32b2a9018b5ccbb9fa6e07874,1fd8183cd71ff93d37811ad31149bff51a72e378d1d949e217ebfd1098e1b251,fa4571809ab718e1180f4b994d91b7736a3476af4096d6548f32cc01b3089d02,170c4d6b888c1905ae1c7ada9c81e15ccfa71d69dfe5900d37af2abe57a8b27a
"0","","923","91","","19230052","","","","",""
"0.5","","923","93","","19230053","","","","0",""
"115711","1","923","3","","19230054","0.2","","","20_kasumi_walk",""
"3","1","923","3","","19230055","0.2","","","20_kasumi_walk",""
"115711","-15","923","2","4.41176470588235","19230056","","","0","750",""
"3","-15","923","2","4.41176470588235","19230057","","","0","750",""
"0","","923","91","","19230058","","","","",""
"1","23","941","1","-910","19410001","1.75","41_pekorine_swim_loop","-180","107511","0"
"1","22","941","1","-800","19410002","1.75","cmn_float","-180","107611","0"
"22","22","941","5","-1000","19410003","1.75","41_kyaru_floatRing","-180","22","0"
"1","-890","941","31","-180","19410004","1","","1","1075111",""
"14","0","941","31","-180","19410005","0","","1","1075114",""
"4","-800","941","31","-180","19410006","1","","1","107611",""
"126","-830","941","31","-180","19410007","1","","1","22",""
"105","140","941","31","-180","19410008","0","","1","105",""
"108","320","941","31","40","19410009","0","","1","108",""
"1001","-160","941","31","-110","19410010","0","","1","1001",""
"se_10053800","1","941","23","","19410011","1","","","se_fpc_water_random",""
"19410010","","941","91","","19410012","","","","0",""
"22","-180","941","2","5","19410013","","","12","-150",""
"22","-180","941","33","5","19410014","","","12","-10",""
"0","","941","91","","19410015","","","","",""
"vo_fpc","","941","21","0","19410016","","","","vo_fpc_30101",""
"22","6","941","11","1","19410017","0","1","0","は～…たまにはこうやって\nのんびりするのも悪くないわね～","0"
"0","","941","91","","19410018","","","","0",""
"107511","-180","941","2","4.52941176470588","19410019","","","0","0",""
"1075111","-180","941","33","4.52941176470588","19410020","","","0","0",""
"22","-180","941","2","4.52941176470588","19410021","","","12","0",""
"22","-180","941","33","4.52941176470588","19410022","","","12","140",""
"1.5","","941","93","","19410023","","","","0",""
"vo_fpc","","941","21","0","19410024","","","","vo_fpc_30102",""
"107511","6","941","11","1","19410025","0","1","0","キャールーちゃーん！\nえいっ！","0"
"19410019","","941","91","","19410026","","","","",""
"1075111","","941","32","","19410027","","","","0",""
"1075114","","941","32","","19410028","","","","1",""
"107511","0","941","3","41_pekorine_hug_loop","19410029","0.1","","1","41_pekorine_hug","0.1"
"22","0","941","3","41_kyaru_surprise_loop","19410030","0.1","","1","41_kyaru_surprise","0.1"
"0.6","","941","93","","19410031","","","","0",""
"105","","941","32","","19410032","","","","1",""
"0.6","","941","93","","19410033","","","","0",""
"105","","941","32","","19410034","","","","0",""
"19410025","","941","91","","19410035","","","","",""
"107611","-180","941","2","2.94117647058824","19410036","","","12","-300",""
"107611","-180","941","33","2.94117647058824","19410037","","","12","-300",""
"vo_fpc","","941","21","0","19410038","","","","vo_fpc_30103",""
"22","9","941","11","1","19410039","0","1","0","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","0"
"0","","941","91","","19410040","","","","0",""
"19410036","","941","91","","19410041","","","","",""
"105","","941","32","","19410042","","","","1",""
"107511","1","941","3","","19410043","0.1","","","41_pekorine_shake",""
"22","1","941","3","","19410044","0.1","","","41_kyaru_shake",""
"vo_fpc","","941","21","0","19410045","","","","vo_fpc_30104",""
"107611","1","941","3","","19410046","0.1","","","41_kokkoro_float_loop",""
"107611","8","941","11","1","19410047","0","1","0","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","0"
"0","","941","91","","19410048","","","","0",""
"vo_fpc","","941","21","0","19410049","","","","vo_fpc_30105",""
"22","10","941","11","1","19410050","0","1","0","あ、ダメ…\nもう、げん…かい…","0"
"0","","941","91","","19410051","","","","0",""
"22","0","941","3","","19410052","0.2","","","41_kyaru_drown",""
"107511","1","941","3","","19410053","0.2","","","41_pekorine_shake",""
"0.2","","941","93","","19410054","","","","0",""
"se_10053800","0","941","23","","19410055","1","","","se_10053800_941_bishokuden",""
"0.8","","941","93","","19410056","","","","0",""
"107611","0","941","3","41_kokkoro_surprise_loop","19410057","0.1","","1","41_kokkoro_surprise","0.1"
"0.5","","941","93","","19410058","","","","0",""
"108","","941","32","","19410059","","","","1",""
"2.5","","941","93","","19410060","","","","0",""
"22","1","941","3","","19410061","0.1","","","41_kyaru_drown_loop","0.1"
"107511","0","941","3","41_pekorine_notice_loop","19410062","0.1","","1","41_pekorine_notice","0.1"
"105","","941","32","","19410063","","","","0",""
"22","","941","32","","19410064","","","","0",""
"vo_fpc","","941","21","0","19410065","","","","vo_fpc_30106",""
"107511","11","941","11","1","19410066","0","1","0","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","0"
"0","","941","91","","19410067","","","","0",""
"vo_fpc","","941","21","0","19410068","","","","vo_fpc_30107",""
"107611","10","941","11","1","19410069","0","1","0","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","0"
"2.1","","941","93","","19410070","","","","0",""
"107611","0","941","3","41_kokkoro_action_loop","19410071","0.1","","1","41_kokkoro_action","0.1"
"1001","","941","32","","19410072","","","","1",""
"107511","0","941","3","cmn_swm_flutterKick_floatRing","19410073","0","","1","41_pekorine_flutterKick_floatRing_in","0.1"
"22","1","941","3","","19410074","0.1","","","41_kyaru_flutterKick_floatRing",""
"107511","-180","941","2","4.52488687782805","19410075","","","0","1000",""
"1075111","","941","32","","19410076","","","","1",""
"1075114","","941","32","","19410077","","","","0",""
"1075111","-180","941","33","4.52488687782805","19410078","","","0","1000",""
"22","-180","941","2","4.52488687782805","19410079","","","0","1000",""
"107611","-180","941","2","5.88235294117647","19410080","","","0","1000",""
"107611","-180","941","33","5.88235294117647","19410081","","","0","1000",""
"1001","-110","941","33","5.88235294117647","19410082","","","0","1140",""
"19410081","","941","91","","19410083","","","","",""
"1","33","942","1","-1060","19420001","1.75","42_anna_idle","-250","113211","0"
"1","33","942","1","-920","19420002","1.75","42_shinobu_idle","-250","127111","0"
"2","32","942","5","-1000","19420003","1.75","42_boat_idle","-250","2","0"
"107","0","942","31","0","19420004","0","","1","107",""
"106","-1000","942","31","-250","19420005","1","","1","106",""
"113211","","942","13","","19420006","","","","47",""
"127111","","942","13","","19420007","","","","47",""
"se_10053800","1","942","23","","19420008","1","","","se_fpc_water_random",""
"19420007","","942","91","","19420009","","","","0",""
"113211","-250","942","2","5.88235294117647","19420010","","","12","-60",""
"127111","-250","942","2","5.88235294117647","19420011","","","12","80",""
"2","-250","942","2","5.88235294117647","19420012","","","12","0",""
"106","-250","942","33","5.88235294117647","19420013","","","12","0",""
"","","942","91","","19420014","","","","",""
"113211","1","942","3","","19420015","0.2","","","42_anna_doyatalk",""
"127111","1","942","3","","19420016","0.2","","","42_shinobu_idle",""
"2","1","942","3","","19420017","0.2","","","42_boat_idle",""
"vo_fpc","","942","21","0","19420018","","","","vo_fpc_30201",""
"113211","6","942","11","1","19420019","0","1","0","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","0"
"0","","942","91","","19420020","","","","0",""
"113211","1","942","3","","19420021","0.2","","","42_anna_doyatalk",""
"127111","0","942","3","42_shinobu_talk","19420022","0.2","","1","42_shinobu_idle2talk","0.1"
"2","1","942","3","","19420023","0.2","","","42_boat_idle",""
"vo_fpc","","942","21","0","19420024","","","","vo_fpc_30202",""
"127111","7","942","11","1","19420025","0","1","0","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","0"
"0","","942","91","","19420026","","","","0",""
"127111","0","942","3","42_shinobu_idle","19420027","0.2","","1","42_shinobu_talk2idle","0.1"
"113211","0","942","3","42_anna_idle","19420028","0.2","","1","42_anna_doya2idle","0.1"
"2","1","942","3","","19420029","0.2","","","42_boat_idle",""
"vo_fpc","","942","21","0","19420030","","","","vo_fpc_30203",""
"113211","7","942","11","1","19420031","0","0.5","0","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0"
"0","","942","91","","19420032","","","","0",""
"vo_fpc","","942","21","0","19420033","","","","vo_fpc_30204",""
"113211","10","942","11","1","19420034","0","1","0","（冥風戦記のいいネタに\nなるかもしれないからな！）","0"
"0","","942","91","","19420035","","","","0",""
"113211","1","942","3","","19420036","0.2","","","42_anna_idle",""
"127111","0","942","3","42_shinobu_talk","19420037","0.2","","1","42_shinobu_idle2talk","0.1"
"2","1","942","3","","19420038","0.2","","","42_boat_idle",""
"vo_fpc","","942","21","0","19420039","","","","vo_fpc_30205",""
"127111","6","942","11","1","19420040","0","0.5","0","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0"
"0","","942","91","","19420041","","","","0",""
"113211","1","942","3","","19420042","0.2","","","42_anna_idle",""
"127111","0","942","3","42_shinobu_horror","19420043","0.2","","1","42_shinobu_talk2horror","0.1"
"2","1","942","3","","19420044","0.2","","","42_boat_idle",""
"107","","942","32","","19420045","","","","1",""
"vo_fpc","","942","21","0","19420046","","","","vo_fpc_30206",""
"127111","5","942","11","1","19420047","0","1","0","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","0"
"6.5","","942","93","","19420048","","","","0",""
"1.5","","942","93","","19420049","","","","0",""
"19420047","","942","91","","19420050","","","","0",""
"127111","1","942","3","","19420051","0.1","","","42_shinobu_horror",""
"113211","1","942","3","","19420052","0.1","","","42_anna_scared",""
"2","1","942","3","","19420053","0.1","","","42_boat_idle",""
"vo_fpc","","942","21","0","19420054","","","","vo_fpc_30207",""
"113211","6","942","11","1","19420055","0","1.5","0","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","0"
"9.13333333333333","","942","93","","19420056","","","","0",""
"1.5","","942","93","","19420057","","","","0",""
"19420055","","942","91","","19420058","","","","0",""
"113211","-250","942","2","4.52488687782805","19420059","","","","940",""
"127111","-250","942","2","4.52488687782805","19420060","","","","1080",""
"2","-250","942","2","4.52488687782805","19420061","","","","1000",""
"106","-250","942","33","4.52488687782805","19420062","","","","1000",""
"0","","942","91","","19420063","","","","",""
"1","23","943","1","-850","19430001","1.75","cmn_float","-180","122511","0"
"1","13","943","1","-800","19430002","1.75","43_tsumugi_deredere","-125","117411","0"
"1","12","943","5","-1675","19430003","1.75","cmn_float_item_09_Ball","-125","11","0"
"1","32","943","5","-850","19430004","1.75","cmn_floatRing_pink","-250","12","0"
"1","32","943","5","-2500","19430005","1.75","cmn_floatRing_blue","-250","13","0"
"8","-850","943","31","-180","19430006","1","","1","1225114",""
"5","-800","943","31","-125","19430007","1","","1","1174114",""
"5","-1675","943","31","-125","19430008","1","","1","411",""
"4","-850","943","31","-250","19430009","1","","1","412",""
"4","-2500","943","31","-250","19430010","1","","1","413",""
"110","-350","943","31","-125","19430011","0","","1","1101",""
"se_10053800","1","943","23","","19430012","1","","","se_fpc_water_random",""
"19430011","","943","91","","19430013","","","","",""
"12","-250","943","2","24.2647058823529","19430014","","","","2450",""
"412","-250","943","33","24.2647058823529","19430015","","","","2450",""
"11","-125","943","2","24.2647058823529","19430016","","","","1625",""
"411","-125","943","33","24.2647058823529","19430017","","","","1625",""
"13","-250","943","2","24.2647058823529","19430018","","","","800",""
"413","-250","943","33","24.2647058823529","19430019","","","","800",""
"2","","943","93","","19430020","","","","0",""
"122511","-180","943","2","6.25","19430021","","","12","0",""
"1225114","-180","943","33","6.25","19430022","","","12","0",""
"19430021","","943","91","","19430023","","","","",""
"vo_fpc","","943","21","0","19430024","","","","vo_fpc_30301",""
"122511","7","943","11","1","19430025","0","1","0","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","0"
"0","","943","91","","19430026","","","","",""
"117411","-125","943","2","6.92307692307692","19430027","","","12","-350",""
"1174114","-125","943","33","6.92307692307692","19430028","","","12","-350",""
"vo_fpc","","943","21","0","19430029","","","","vo_fpc_30302",""
"122511","6","943","11","1","19430030","0","1","0","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","0"
"0","","943","91","","19430031","","","","",""
"19430028","","943","91","","19430032","","","","",""
"vo_fpc","","943","21","0","19430033","","","","vo_fpc_30303",""
"117411","7","943","11","1","19430034","0","1","0","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","0"
"0","","943","91","","19430035","","","","",""
"122511","0","943","3","43_rei_notice_loop","19430036","0.1","","1","43_rei_notice_in","0.1"
"vo_fpc","","943","21","0","19430037","","","","vo_fpc_30304",""
"122511","5","943","11","1","19430038","0","0.5","0","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0"
"0","","943","91","","19430039","","","","",""
"1101","","943","32","","19430040","","","","1",""
"1174114","","943","32","","19430041","","","","0",""
"122511","0","943","3","43_rei_aseri","19430042","0.1","","1","43_rei_turn","0.1"
"117411","0","943","3","","19430043","0.1","","","43_tsumugi_hide",""
"3","","943","93","","19430044","","","","0",""
"117411","0","943","3","43_tsumugi_deredere","19430045","0.1","","1","43_tsumugi_appear","0.1"
"1","","943","93","","19430046","","","","0",""
"1101","","943","32","","19430047","","","","0",""
"1174114","","943","32","","19430048","","","","1",""
"vo_fpc","","943","21","0","19430049","","","","vo_fpc_30305",""
"122511","6","943","11","1","19430050","0","0.5","0","誰もいなかったな…\nいや…そこ！","0"
"0","","943","91","","19430051","","","","",""
"1101","","943","32","","19430052","","","","1",""
"1174114","","943","32","","19430053","","","","0",""
"122511","0","943","3","43_rei_aseri_2","19430054","0.1","","1","43_rei_turn","0.1"
"117411","0","943","3","","19430055","0.1","","","43_tsumugi_hide",""
"3","","943","93","","19430056","","","","0",""
"117411","0","943","3","43_tsumugi_deredere","19430057","0.1","","1","43_tsumugi_appear","0.1"
"1","","943","93","","19430058","","","","0",""
"1101","","943","32","","19430059","","","","0",""
"1174114","","943","32","","19430060","","","","1",""
"vo_fpc","","943","21","0","19430061","","","","vo_fpc_30306",""
"122511","5","943","11","1","19430062","0","1","0","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","0"
"0","","943","91","","19430063","","","","",""
"122511","-180","943","2","3.84615384615385","19430064","","","","850",""
"1225114","-180","943","33","3.84615384615385","19430065","","","","850",""
"117411","-125","943","2","2.57352941176471","19430066","","","12","0",""
"1174114","-125","943","33","2.57352941176471","19430067","","","12","0",""
"0","","943","91","","19430068","","","","",""
"vo_fpc","","943","21","0","19430069","","","","vo_fpc_30307",""
"117411","6","943","11","1","19430070","0","1","0","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","0"
"0","","943","91","","19430071","","","","",""
"117411","-125","943","2","3.84615384615385","19430072","","","","850",""
"1174114","-125","943","33","3.84615384615385","19430073","","","","850",""
"0","","943","91","","19430074","","","","",""
"1","12","944","1","800","19440001","1.4875","44_tamaki_in","-15","107911","0"
"3","13","944","5","800","19440002","1.4875","44_tamaki_in","-15","3","0"
"1","33","944","1","-1000","19440003","1.75","44_yukari_idle","-250","126811","0"
"2","32","944","5","-1000","19440004","1.75","cmn_boat_idle","-250","2","0"
"1","12","944","1","-800","19440005","1.4875","44_mifuyu_run","-15","108011","0"
"101","-1000","944","31","-250","19440006","1","","1","126811",""
"1004","-560","944","31","140","19440007","0","","1","1004",""
"se_10053800","1","944","23","","19440008","1","","","se_fpc_water_random",""
"19440007","","944","91","","19440009","","","","0",""
"107911","-15","944","2","2.26244343891403","19440010","","","","300",""
"3","-15","944","2","2.26244343891403","19440011","","","","300",""
"","","944","91","","19440012","","","","",""
"107911","","944","3","44_tamaki_sale_loop","19440013","0.1","","1","44_tamaki_sale","0.1"
"3","","944","3","44_tamaki_sale_loop","19440014","0.1","","1","44_tamaki_sale","0.1"
"vo_fpc","","944","21","0","19440015","","","","vo_fpc_30401",""
"107911","6","944","11","1","19440016","0","1","0","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","0"
"0","","944","91","","19440017","","","","",""
"126811","-250","944","2","5.29411764705882","19440018","","","12","-100",""
"2","-250","944","2","5.29411764705882","19440019","","","12","-100",""
"126811","-250","944","33","5.29411764705882","19440020","","","12","-100",""
"","","944","91","","19440021","","","","",""
"107911","0","944","3","44_tamaki_present_loop","19440022","0.1","","1","44_tamaki_present","0.1"
"3","0","944","3","44_tamaki_present_loop","19440023","0.1","","1","44_tamaki_present","0.1"
"vo_fpc","","944","21","0","19440024","","","","vo_fpc_30402",""
"107911","8","944","11","1","19440025","0","1","0","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","0"
"0","","944","91","","19440026","","","","",""
"126811","0","944","3","44_yukari_notice_loop","19440027","0.2","","1","44_yukari_notice","0.1"
"2","1","944","3","","19440028","0.2","","","cmn_boat_idle",""
"vo_fpc","","944","21","0","19440029","","","","vo_fpc_30403",""
"126811","10","944","11","1","19440030","0","1","0","あら、タマキさんじゃない。\nこんなところで何やってるの？","0"
"0","","944","91","","19440031","","","","",""
"vo_fpc","","944","21","0","19440032","","","","vo_fpc_30404",""
"107911","10","944","11","1","19440033","0","1","0","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","0"
"0","","944","91","","19440034","","","","",""
"107911","0","944","3","44_tamaki_sale_loop","19440035","0.1","","1","44_tamaki_present2sale","0.1"
"3","0","944","3","44_tamaki_sale_loop","19440036","0.1","","1","44_tamaki_present2sale","0.1"
"vo_fpc","","944","21","0","19440037","","","","vo_fpc_30405",""
"107911","10","944","11","1","19440038","0","1","0","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","0"
"0","","944","91","","19440039","","","","",""
"126811","0","944","3","44_yukari_worry_loop","19440040","0.2","","1","44_yukari_worry","0.1"
"2","1","944","3","","19440041","0.2","","","cmn_boat_idle",""
"vo_fpc","","944","21","0","19440042","","","","vo_fpc_30406",""
"126811","7","944","11","1","19440043","0","1","0","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","0"
"0","","944","91","","19440044","","","","",""
"vo_fpc","","944","21","0","19440045","","","","vo_fpc_30407",""
"107911","8","944","11","1","19440046","0","0.5","0","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0"
"0","","944","91","","19440047","","","","",""
"1004","","944","32","","19440048","","","","1",""
"1","","944","93","","19440049","","","","0",""
"107911","0","944","3","44_tamaki_run","19440050","0.1","","1","44_tamaki_surprise","0.1"
"3","0","944","3","44_tamaki_run","19440051","0.1","","1","44_tamaki_surprise","0.1"
"3","0","944","3","44_tamaki_run","19440052","0.1","","1","44_tamaki_surprise","0.1"
"vo_fpc","","944","21","0","19440053","","","","vo_fpc_30408",""
"107911","10","944","11","1","19440054","0","1","0","ズラかるにゃー！","0"
"0.8","","944","93","","19440055","","","","0",""
"107911","-15","944","2","1.74034110685694","19440056","","","","800",""
"3","-15","944","2","1.74034110685694","19440057","","","","800",""
"108011","-15","944","2","4.82654600301659","19440058","","","","800",""
"1004","-15","944","33","4.82654600301659","19440059","","","","800",""
"0.8","","944","93","","19440060","","","","0",""
"vo_fpc","","944","21","0","19440061","","","","vo_fpc_30409",""
"108011","15","944","11","1","19440062","0","0.5","0","無許可営業は取り締まり対象よ！\n待ちなさい！","0"
"19440058","","944","91","","19440063","","","","",""
"vo_fpc","","944","21","0","19440064","","","","vo_fpc_30410",""
"126811","7","944","11","1","19440065","0","1.5","0","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","0"
"11.6571428571429","","944","93","","19440066","","","","1",""
"126811","0","944","3","44_yukari_smile_loop","19440067","0.2","","1","44_yukari_smile","0.1"
"2","1","944","3","","19440068","0.2","","","cmn_boat_idle",""
"1.5","","944","93","","19440069","","","","0",""
"19440065","","944","91","","19440070","","","","",""
"126811","-250","944","2","4.97737556561086","19440071","","","","1000",""
"2","-250","944","2","4.97737556561086","19440072","","","","1000",""
"126811","-250","944","33","4.97737556561086","19440073","","","","1000",""
"0","","944","91","","19440074","","","","",""
"1","23","945","1","-1150","19450001","1.75","45_yui_cmn_swm_tread","-180","122611","0"
"1","12","945","1","-800","19450002","1.75","45_makoto_idle","-125","110411","0"
"23","32","945","5","-250","19450003","1.75","empty","-180","23","0"
"1","22","945","5","-1150","19450004","1.75","cmn_swm_tread_pink","-180","1","0"
"3","-1150","945","31","-180","19450005","1","","1","1226113",""
"4","-770","945","31","-125","19450006","1","","1","1104111",""
"117","150","945","31","-125","19450007","0","","1","117",""
"111","-250","945","31","-180","19450008","0","","1","111",""
"se_10053800","1","945","23","","19450009","1","","","se_fpc_water_random",""
"19450008","","945","91","","19450010","","","","0",""
"110411","-125","945","2","5.58823529411765","19450011","","","12","150",""
"1104111","-125","945","33","5.58823529411765","19450012","","","12","180",""
"122611","-180","945","2","5.58823529411765","19450013","","","12","-200",""
"1","-180","945","2","5.58823529411765","19450014","","","12","-200",""
"1226113","-180","945","33","5.58823529411765","19450015","","","12","-200",""
"19450015","","945","91","","19450016","","","","",""
"122611","1","945","3","","19450017","0.1","","","45_yui_idle",""
"1","1","945","3","","19450018","0.1","","","45_yui_idle",""
"110411","1","945","3","","19450019","0.1","","","45_makoto_talk",""
"vo_fpc","","945","21","0","19450020","","","","vo_fpc_30501",""
"110411","10","945","11","1","19450021","0","1","0","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","0"
"0","","945","91","","19450022","","","","",""
"vo_fpc","","945","21","0","19450023","","","","vo_fpc_30502",""
"122611","7","945","11","1","19450024","0","1","0","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","0"
"0","","945","91","","19450025","","","","",""
"vo_fpc","","945","21","0","19450026","","","","vo_fpc_30503",""
"110411","7","945","11","1","19450027","0","1","0","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","0"
"0","","945","91","","19450028","","","","",""
"110411","0","945","3","45_makoto_talk_surprise_loop","19450029","0.1","","1","45_makoto_talk_surprise","0.1"
"122611","0","945","3","45_yui_shy_loop","19450030","0.1","","1","45_yui_shy_in","0.1"
"1","0","945","3","45_yui_shy_loop","19450031","0.1","","1","45_yui_shy_in","0.1"
"vo_fpc","","945","21","0","19450032","","","","vo_fpc_30504",""
"122611","5","945","11","1","19450033","0","1","0","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","0"
"0","","945","91","","19450034","","","","",""
"110411","1","945","3","","19450035","0.1","","","45_makoto_idle",""
"vo_fpc","","945","21","0","19450036","","","","vo_fpc_30505",""
"110411","9","945","11","1","19450037","0","0.5","0","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0"
"0","","945","91","","19450038","","","","",""
"110411","0","945","3","cmn_swm_dogscratch","19450039","0.1","","1","45_makoto_dogscratch_in","0.1"
"0.5","","945","93","","19450040","","","","0",""
"1104111","","945","32","","19450041","","","","0",""
"117","","945","32","","19450042","","","","1",""
"110411","-125","945","2","4.07239819004525","19450043","","","0","1050",""
"117","-125","945","33","4.07239819004525","19450044","","","0","1050",""
"122611","0","945","3","45_yui_idle_2","19450045","0.1","","1","45_yui_notice","0.1"
"1","0","945","3","45_yui_idle","19450046","0.1","","1","45_yui_notice","0.1"
"vo_fpc","","945","21","0","19450047","","","","vo_fpc_30506",""
"122611","12","945","11","1","19450048","0","1","0","あ、マコトちゃん？\n待ってよー！","0"
"0","","945","91","","19450049","","","","",""
"122611","1","945","3","","19450050","0.1","","","45_yui_cmn_swm_tread",""
"1","1","945","3","","19450051","0.1","","","cmn_swm_tread_pink",""
"122611","-180","945","2","4.75113122171946","19450052","","","0","850",""
"1","-180","945","2","4.75113122171946","19450053","","","0","850",""
"1226113","-180","945","33","4.75113122171946","19450054","","","0","850",""
"3","","945","93","","19450055","","","","0",""
"111","","945","32","","19450056","","","","1",""
"23","0","945","3","45_eriko_float_loop","19450057","0.1","","1","45_eriko_float_in","0.1"
"2","","945","93","","19450058","","","","0",""
"vo_fpc","","945","21","0","19450059","","","","vo_fpc_30507",""
"23","3","945","11","1","19450060","0","3","0","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","0"
"16.7666666666667","","945","93","","19450061","","","","0",""
"1.5","","945","93","","19450062","","","","0",""
"19450060","","945","91","","19450063","","","","",""
"23","0","945","3","","19450064","0.1","","","45_eriko_float_end",""
"3","","945","93","","19450065","","","","0",""
"0","","945","91","","19450066","","","","",""
"1","12","946","1","-800","19460001","1.4875","cmn_walk","-15","107911","0"
"1","12","946","1","-1000","19460002","1.4875","cmn_walk","-15","107811","0"
"1","22","946","1","-910","19460003","1.75","cmn_swm_flutterKick","-180","122411","0"
"1","-910","946","31","-180","19460004","1","","1","122411",""
"1","-910","946","31","-180","19460005","1","","1","115",""
"se_10053800","1","946","23","","19460006","1","","","se_fpc_water_random",""
"19460005","","946","91","","19460007","","","","0",""
"0.3","","946","93","","19460008","","","","0",""
"107811","1","946","3","","19460009","0.1","","","cmn_walk",""
"107911","-15","946","2","3.82352941176471","19460010","","","","-150",""
"107811","-15","946","2","3.82352941176471","19460011","","","","-350",""
"","","946","91","","19460012","","","","",""
"107911","","946","3","46_tamaki_talk_loop","19460013","0.1","","1","46_tamaki_talk","0.1"
"107811","","946","3","46_kyaru_idle_jitome_loop","19460014","0.1","","1","46_kyaru_idle_jitome","0.1"
"vo_fpc","","946","21","0","19460015","","","","vo_fpc_30601",""
"107811","6","946","11","1","19460016","0","1","0","みんなあれだけ泳いで\nよく飽きないわね～","0"
"0","","946","91","","19460017","","","","",""
"vo_fpc","","946","21","0","19460018","","","","vo_fpc_30602",""
"107911","8","946","11","1","19460019","0","1","0","うん？\nもしかして水場は苦手にゃ？","0"
"0","","946","91","","19460020","","","","",""
"107811","","946","3","46_kyaru_talk_loop","19460021","0.1","","1","46_kyaru_talk","0.1"
"vo_fpc","","946","21","0","19460022","","","","vo_fpc_30603",""
"107811","6","946","11","1","19460023","0","1","0","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","0"
"0","","946","91","","19460024","","","","",""
"107911","","946","3","46_tamaki_nod_loop","19460025","0.1","","1","46_tamaki_nod","0.1"
"vo_fpc","","946","21","0","19460026","","","","vo_fpc_30604",""
"107911","7","946","11","1","19460027","0","0.5","0","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","0"
"0","","946","91","","19460028","","","","",""
"122411","-180","946","2","8.64253393665158","19460029","","","","1000",""
"122411","-180","946","33","8.64253393665158","19460030","","","","1000",""
"3","","946","93","","19460031","","","","0",""
"122411","0","946","3","46_hiyori_flutterKick_handWave_loop","19460032","0.1","","1","46_hiyori_flutterKick_handWave","0.1"
"vo_fpc","","946","21","0","19460033","","","","vo_fpc_30605",""
