0e38b691b4ee48aa937f93b6faf5ac9bbd902ffd9c60d159c749d17ea5d9693c,621227b3e80a1053093a6177a2a838baf82d93fb5b2f9a18346778d76d035235,d64ae0622414d0f9ad41c3aec04cfe534eba713dbfa2a43422aeec302ed4978d,09f35eeee0a183219ea77ed1fa967c80947d81fc8d8d29f13d47cb1e7b867d81,6c417c014bfc901dc4d279fe22861af468ddef738899be6e561e5330970f98a1
"31224","10","72052025","2","20052048"
"31002","10","72052025","2","20052049"
"91002","30","72053001","8","20053001"
"22002","1","72053001","2","20053002"
"91002","30","72053002","8","20053003"
"22002","1","72053002","2","20053004"
"91002","30","72053003","8","20053005"
"22002","1","72053003","2","20053006"
"91002","30","72053004","8","20053007"
"22002","1","72053004","2","20053008"
"91002","30","72053005","8","20053009"
"22002","1","72053005","2","20053010"
"91002","30","72053006","8","20053011"
"22002","1","72053006","2","20053012"
"91002","30","72053007","8","20053013"
"22002","1","72053007","2","20053014"
"91002","30","72053008","8","20053015"
"22002","1","72053008","2","20053016"
"91002","30","72053009","8","20053017"
"22002","1","72053009","2","20053018"
"91002","30","72053010","8","20053019"
"22002","1","72053010","2","20053020"
"91002","30","72053011","8","20053021"
"22002","1","72053011","2","20053022"
"91002","30","72053012","8","20053023"
"22002","1","72053012","2","20053024"
"91002","30","72053013","8","20053025"
"22002","1","72053013","2","20053026"
"91002","30","72053014","8","20053027"
"22002","1","72053014","2","20053028"
"91002","30","72053015","8","20053029"
"22002","1","72053015","2","20053030"
"50003","40","72053015","2","20053031"
"91002","60","72053016","8","20053032"
"22002","2","72053016","2","20053033"
"91002","60","72053017","8","20053034"
"22002","2","72053017","2","20053035"
"91002","60","72053018","8","20053036"
"22002","2","72053018","2","20053037"
"91002","60","72053019","8","20053038"
"22002","2","72053019","2","20053039"
"91002","60","72053020","8","20053040"
"22002","2","72053020","2","20053041"
"50003","40","72053020","2","20053042"
"122801","1","72053021","1","20053043"
"21013","1","72053022","2","20053044"
"31228","10","72053023","2","20053045"
"31036","10","72053023","2","20053046"
"2100981","1","72053024","19","20053047"
"31228","10","72053025","2","20053048"
"31036","10","72053025","2","20053049"
"91002","30","72054001","8","20054001"
"22002","1","72054001","2","20054002"
"91002","30","72054002","8","20054003"
"22002","1","72054002","2","20054004"
"91002","30","72054003","8","20054005"
"22002","1","72054003","2","20054006"
"91002","30","72054004","8","20054007"
"22002","1","72054004","2","20054008"
"91002","30","72054005","8","20054009"
"22002","1","72054005","2","20054010"
"91002","30","72054006","8","20054011"
"22002","1","72054006","2","20054012"
"91002","30","72054007","8","20054013"
"22002","1","72054007","2","20054014"
"91002","30","72054008","8","20054015"
"22002","1","72054008","2","20054016"
"91002","30","72054009","8","20054017"
"22002","1","72054009","2","20054018"
"91002","30","72054010","8","20054019"
"22002","1","72054010","2","20054020"
"91002","30","72054011","8","20054021"
"22002","1","72054011","2","20054022"
"91002","30","72054012","8","20054023"
"22002","1","72054012","2","20054024"
"91002","30","72054013","8","20054025"
"22002","1","72054013","2","20054026"
"91002","30","72054014","8","20054027"
"22002","1","72054014","2","20054028"
"91002","30","72054015","8","20054029"
"22002","1","72054015","2","20054030"
"50003","40","72054015","2","20054031"
"91002","60","72054016","8","20054032"
"22002","2","72054016","2","20054033"
"91002","60","72054017","8","20054034"
"22002","2","72054017","2","20054035"
"91002","60","72054018","8","20054036"
"22002","2","72054018","2","20054037"
"91002","60","72054019","8","20054038"
"22002","2","72054019","2","20054039"
"91002","60","72054020","8","20054040"
"22002","2","72054020","2","20054041"
"50003","40","72054020","2","20054042"
"31010","5","72054021","2","20054043"
"31023","5","72054021","2","20054044"
"21901","1","72054022","2","20054045"
"21901","1","72054023","2","20054046"
"31010","5","72054024","2","20054047"
"31023","5","72054024","2","20054048"
"2101001","1","72054025","19","20054049"
"31010","10","72054026","2","20054050"
"31023","10","72054026","2","20054051"
