c0effbccfee20244d9c0de92ff102837b0d88f2b71b2c906827024c6fe1520f8,73df246d5c6222210c7a4a8c9e3c5b2055279b0cb3215d96bc8630da6c1d37d4,44989979ed8b9fdc6d2978c49588a3d0e065a7d13dd9da86348f405b948934de,e3bbf097319903c1e7b5aca73bac1c5da2f6ac38debbf076702c28cf6d2ef768,34c7e344314ab582444b51df1155fbbe53c0562d5815e6771abecbdc959bec10,aaa6524c6007524d7deb0150a1c6787e274a98097d55517fd0be28d367ac2560,5243ae9de30bc6177fbdf4c99cadc52cad702300c16e06cd50e00f5f50a37ac8,5c11de100277007c0558e4e94e82722cb22d839b6ea6ef11822c72a2f1f64038,1aba77e7ff285e21d9a9eaa57ee5c9c8565da02edb2f4fc23a4979ea7f19237f,75ddb27e0e50dac8440dee3dd7d35b3cc7c5f5e1dada16bae37a46e1e4e3044e,35b5071074af52cb050fb5a5dfa29c84f92aaa837bd8e97739d019be8a3ce3ca,ab602b8640491e6d5b280bee30171915dbddec15b08d22c3b81afc0804d51ec4
"60602","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60611","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60612","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60631","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60632","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60641","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60642","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60651","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60652","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60661","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60662","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60671","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60672","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60681","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60682","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60691","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60692","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60701","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60702","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60711","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60712","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60713","カルミナメダル","2015/12/17 15:00:00","0","0","0","1","カルミナサマーライブのグッズを獲得するのに必要なメダル。","9999","0","16","2030/04/24 14:59:59"
"60721","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60722","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60731","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60732","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60741","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60742","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60751","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60752","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60761","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60762","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60771","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60772","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60781","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60782","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60791","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60792","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60793","エリザベスパークの新鮮牛乳＆卵","2015/12/17 15:00:00","0","0","0","1","ミニゲームで使用するアイテム。","9999","0","16","2030/04/24 14:59:59"
"60801","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60802","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60811","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60812","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60821","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60822","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60831","ボスチケット（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60832","討伐証（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60841","ボスチケット（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60842","討伐証（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60851","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60852","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60871","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60872","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60881","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60882","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60891","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60892","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60901","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60902","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60911","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60912","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60921","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60922","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60931","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60932","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60941","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60942","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60951","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60952","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60961","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60962","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60971","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60972","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60981","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60982","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"60991","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"60992","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61001","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61002","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61011","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61012","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61021","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61022","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61031","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61032","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61041","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61042","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61051","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61052","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61061","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61062","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61071","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61072","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61081","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61082","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61091","ボスチケット（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61092","討伐証（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61101","ボスチケット（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61102","討伐証（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61111","ボスチケット（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61112","討伐証（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61121","ボスチケット（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61122","討伐証（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61131","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61132","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61141","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61142","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61151","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61152","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61161","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61162","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61171","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61172","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61181","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61182","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61191","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61192","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61201","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61202","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61211","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61212","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61221","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61222","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61231","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61232","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61241","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61242","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61251","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61252","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61261","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61262","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61271","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61272","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61281","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61282","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61291","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61292","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61301","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61302","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61311","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61312","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61321","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61322","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61331","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61332","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61341","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61342","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61351","ボスチケット（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61352","討伐証（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61361","ボスチケット（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61362","討伐証（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61371","ボスチケット（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61372","討伐証（前編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61381","ボスチケット（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61382","討伐証（後編専用）","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61391","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61392","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
"61401","ボスチケット","2015/12/17 15:00:00","0","0","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","9999","0","13","2030/04/24 14:59:59"
"61402","討伐証","2015/12/17 15:00:00","0","0","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","9999","0","13","2030/04/24 14:59:59"
