d9eb2b1b1b285f0b41ec3b9478c89d3f8eef5d2c2657d2391ea917578cba4ebf,8d569c00816375da411359b364d533d74a8d3c3ecb36c81403fc946f72643ddf,c4d619f04221c8cb4c8aa7a2a6faab9b091aaf8006583b7f244183afdf3e937d,7d8b06b1c232155a43d2af7a1d36b5f2e103bea29e9262376354523560140424,c9f4190be296f366272831442fee3eafe38c7d51a98805385631819467d9aa8e,01784c0e3ffd10c8e1a651ba000a871b6d770eb96bc387147e0afbef8cce4b24,bff41451fb8cfbf9a9633b6aa82096b29453ec17ea103fa80e9b1f11db0f3231,dd8dfd8c0598d6ba48dd822f31206ee23db910847b13a8390a8f869a10745784,ff44fc20b562d3958e6c45043b9bc46a7da1e61d967c4a0e7deecbb9b6b68f20,1d258b38d0eb43a4a14024b472c48369c8fba8a7b50f8c993b33354e9dfb4a75,68154e56b7a9cefbca0e1aa28c54eecf068bbe28ba920da117b861e2b14a1c77,dfd2971f2b00425b06e26791187315f97d3372194053b7c45bbc751de4ea17ea
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61132","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61141","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61142","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61151","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61152","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61161","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61162","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61171","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61172","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61181","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61182","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61191","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61192","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61201","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61202","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61211","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61212","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61221","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61222","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61231","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61232","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61241","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61242","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61251","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61252","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61261","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61262","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61271","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61272","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61281","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61282","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61291","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61292","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61301","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61302","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61311","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61312","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61321","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61322","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61331","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61332","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61341","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61342","0","0"
"ボスチケット（前編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61351","0","0"
"討伐証（前編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61352","0","0"
"ボスチケット（後編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61361","0","0"
"討伐証（後編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61362","0","0"
"ボスチケット（前編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61371","0","0"
"討伐証（前編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61372","0","0"
"ボスチケット（後編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61381","0","0"
"討伐証（後編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61382","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61391","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61392","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61401","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61402","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61411","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61412","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61421","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61422","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61431","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61432","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61441","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61442","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61451","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61452","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61461","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61462","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61471","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61472","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61481","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61482","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61491","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61492","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61501","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61502","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61511","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61512","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61521","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61522","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61531","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61532","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61541","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61542","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61551","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61552","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61561","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61562","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61571","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61572","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61581","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61582","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61591","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61592","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61601","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61602","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61621","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61622","0","0"
"ボスチケット（前編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61631","0","0"
"討伐証（前編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61632","0","0"
"ボスチケット（後編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61641","0","0"
"討伐証（後編専用）","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61642","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61651","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61652","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61661","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61662","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61671","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61672","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61681","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61682","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61691","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61692","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61701","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61702","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61711","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61712","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61721","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61722","0","0"
"ボスチケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","61731","0","0"
"討伐証","1","2015/12/17 15:00:00","13","0","0","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。","2030/04/24 14:59:59","9999","61732","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62001","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62011","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62021","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62031","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62041","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62051","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62061","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62071","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62081","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62091","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62101","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62111","0","0"
"イベント報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ストーリーイベントを遊ぶことで獲得できる。","2030/04/24 14:59:59","9999","62121","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70001","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70002","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70003","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70004","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70005","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70006","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70007","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70008","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70009","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70010","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70011","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70012","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70013","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70014","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70015","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70016","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70017","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70018","0","0"
"討伐依頼証","1","2015/12/17 15:00:00","32","0","0","深淵討伐戦期間中に入手できる証。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","70019","0","0"
"討伐報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ボス討伐に貢献することで獲得できる。","2030/04/24 14:59:59","9999","72001","0","0"
"討伐報酬券","1","2015/12/17 15:00:00","13","0","0","ギルド管理協会によって発行された報酬交換用のチケット。ボス討伐に貢献することで獲得できる。","2030/04/24 14:59:59","9999","72011","0","0"
"討伐チケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","73001","0","0"
"討伐チケット","1","2015/12/17 15:00:00","13","0","0","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。","2030/04/24 14:59:59","9999","73011","0","0"
