cbcc2a11a699acb7886289b15d49024fef1a04d677dcd49fb2706c8d82fa9d7c,d180d4ee2853f4fb1509b9d244c642c2bfadf3939cc6ae919d7fce96b42a04f6,b1e16c143a22a718ed4f1769bb67bbc55d5f61cc7502baabef9d66a96afff000,13dde2c0413437e54f1952e613bf65d54f14f9ffec40861ac842dc39a81bbcd5,28dea93882c5f0bf1f9b04de3c11cecfd640c0b5cb9f9ea51abe1e9b21804cce,5ce5af8d01fb1923d2aecbd60baf1b429f8c628bb7257db0cd5ba9a81502bf87,0ae1736af21c848aae3676fc68a22b8e4e752d3f13fa5c17c58f1f09c0889569,9acd7254b14fc1d5e1e7662268c00a4e22b8bce0d4d1ce4c50b01d4a2eb1ab1c,a17c77ce2f70eb563e6a58bafa164457a135b8990147617d8a6b210d1509419c,06157df17104571aa77bbe88a9ebc3317cfd525a1b36136a97416dd4a7889003,688287669bfb4f295885db7f2e1f86fb0f5b0038da48def342a8b17e7e2d98b6
"-280","","3","33","0","","400953","","1500","40095","1400950033"
"","","","93","","","0.4","","0","40095","1400950034"
"1","","","3","","0","400995","","run","40095","1400950035"
"-160","","3","2","0","","400995","","1500","40095","1400950036"
"","","","32","","","400955","","1","40095","1400950037"
"-160","","3","33","0","","400955","","1500","40095","1400950038"
"","","","93","","","0.5","","0","40095","1400950039"
"1","","","3","","0","400992","","run","40095","1400950040"
"-320","","2.4","2","0","","400992","","1500","40095","1400950041"
"","","","32","","","400952","","1","40095","1400950042"
"-320","","2.4","33","0","","400952","","1500","40095","1400950043"
"","","","93","","","1.6","","","40095","1400950044"
"","","","93","","","0.7","","0","40095","1400950045"
"0","","","3","","0","1000001","","travel_topdrama_r_4009_relief","40095","1400950046"
"0","","","3","","0","400999","","travel_topdrama_r_4009_relief","40095","1400950047"
"-222","","0","2","0","","400999","","382","40095","1400950048"
"0","","","23","","","se_travel_top","","se_travel_top_flock_foot2","40095","1400950049"
"","","","93","","","0.3","","0","40095","1400950050"
"0","","","23","","","se_travel_top","","se_travel_top_flock_relief","40095","1400950051"
"-209","","0","2","0","","400991","","-1000","40095","1400950052"
"","","","91","","","0","","","40095","1400950053"
"-209","","1","2","0","","400991","","80","40095","1400950054"
"","","","32","","","400956","","1","40095","1400950055"
"-209","","1","33","0","","400956","","80","40095","1400950056"
"","","","91","","","0","","","40095","1400950057"
"0","","","23","","","se_travel_top","","se_travel_top_flock_hit","40095","1400950058"
"0.2","","","122","","","20","","20","40095","1400950059"
"0","","","3","","0","400991","","die","40095","1400950060"
"","","","32","","","400909","","1","40095","1400950061"
"","","","32","","","400918","","1","40095","1400950062"
"0","","","23","","","se_travel_top","","se_travel_top_flock_panic","40095","1400950063"
"0","","","3","","0.1","1000001","","travel_topdrama_r_4009_shock_look","40095","1400950064"
"","","","93","","","0.4","","0","40095","1400950065"
"0","","","23","","","se_travel_top","","se_travel_top_flock_drop_goldenbox2","40095","1400950066"
"","","","93","","","0.5","","0","40095","1400950067"
"0","","","23","","","se_travel_top","","se_travel_top_flock_dizzy","40095","1400950068"
"0.15","","","122","","","0","","12","40095","1400950069"
"","","","32","","","400910","","1","40095","1400950070"
"","","","93","","","1.67","","0","40095","1400950071"
"","","","111","","","","","","40095","1400950072"
"","","","91","","","0","","0","40095","1400950073"
"0","","-55","31","0.65","1","401000","","401000","40101","1401010001"
"55","0","0","5","-73","1","0","normal","0","40101","1401010002"
"","","","91","","","0","","0","40101","1401010003"
"51","0","-1000","1","-140","1","2","<weapon>_idle","1000001","40102","1401020001"
"50","0","185","5","-140","0.6","20","idle","20","40102","1401020002"
"0","","0","31","1","1","401001","","401001","40102","1401020003"
"0","","0","31","1","1","401002","","401002","40102","1401020004"
"-1000","","-140","31","1","0","401003","","401003","40102","1401020005"
"185","","-60","31","1","0","401004","","401004","40102","1401020006"
"135","","-100","31","0.7","0","401005","","401005","40102","1401020007"
"0","","0","31","1","1","400010","","400010","40102","1401020008"
"","","","91","","","0","","0","40102","1401020009"
"","","","93","","","0.7","","0","40102","1401020010"
"1","","","3","","0.2","1000001","","<weapon>_run","40102","1401020011"
"-140","","1.5","2","0","","1000001","","-170","40102","1401020012"
"","","","32","","","401003","","1","40102","1401020013"
"-140","","1.5","33","0","","401003","","-170","40102","1401020014"
"","","","93","","","0.2","","0","40102","1401020015"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_foot","40102","1401020016"
"","","","93","","","0.5","","0","40102","1401020017"
"0.5","220","0","12","0","20","1000001","","4","40102","1401020018"
"","","","93","","","0.04","","0","40102","1401020019"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_emote_notice","40102","1401020020"
"","","","91","","","1401020012","","","40102","1401020021"
"1","","","3","","0","1000001","","<weapon>_idle","40102","1401020022"
"","","","32","","","401003","","0","40102","1401020023"
"","","","93","","","0.5","","0","40102","1401020024"
"0","0","<weapon>_idle","3","1","0","1000001","","<weapon>_attack_skipQuest","40102","1401020025"
"","","","93","","","0.1","","0","40102","1401020026"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_attack_jump","40102","1401020027"
"","","","93","","","0.06","","0","40102","1401020028"
"","","","32","","","401004","","1","40102","1401020029"
"0","","","3","","0","20","","die","40102","1401020030"
"","","","93","","","0.25","","0","40102","1401020031"
"","","","32","","","401005","","1","40102","1401020032"
"","","","93","","","0.14","","0","40102","1401020033"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_fadeout","40102","1401020034"
"","","","91","","","1401020030","","","40102","1401020035"
"1","","1","6","0","0.5","20","","1","40102","1401020036"
"","","","93","","","0.04","","0","40102","1401020037"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_drop_box","40102","1401020038"
"","","","91","","","1401020036","","","40102","1401020039"
"0","","","3","","0","1000001","","<weapon>_joy_short","40102","1401020040"
"","","","93","","","0.54","","0","40102","1401020041"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_joy","40102","1401020042"
"","","","91","","","1401020040","","","40102","1401020043"
"","","","111","","","","","","40102","1401020044"
"","","","91","","","0","","","40102","1401020045"
"0","","-55","31","0.65","1","401000","","401000","40111","1401110001"
"55","0","0","5","-73","1","0","normal","0","40111","1401110002"
"","","","91","","","0","","0","40111","1401110003"
"51","0","-1000","1","-140","1","2","<weapon>_idle","1000001","40112","1401120001"
"50","0","190","5","-140","0.6","21","idle","21","40112","1401120002"
"0","","0","31","1","1","401001","","401001","40112","1401120003"
"0","","0","31","1","1","401002","","401002","40112","1401120004"
"-1000","","-140","31","1","0","401003","","401003","40112","1401120005"
"210","","10","31","1","0","401004","","401004","40112","1401120006"
"135","","-100","31","0.7","0","401006","","401006","40112","1401120007"
"0","","0","31","1","1","400011","","400011","40112","1401120008"
"","","","91","","","0","","0","40112","1401120009"
"","","","93","","","0.7","","0","40112","1401120010"
"1","","","3","","0.2","1000001","","<weapon>_run","40112","1401120011"
"-140","","1.5","2","0","","1000001","","-170","40112","1401120012"
"","","","32","","","401003","","1","40112","1401120013"
"-140","","1.5","33","0","","401003","","-170","40112","1401120014"
"","","","93","","","0.2","","0","40112","1401120015"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_foot","40112","1401120016"
"","","","93","","","0.5","","0","40112","1401120017"
"0.5","220","0","12","0","20","1000001","","4","40112","1401120018"
"","","","93","","","0.04","","0","40112","1401120019"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_emote_notice","40112","1401120020"
"","","","91","","","1401120012","","","40112","1401120021"
"1","","","3","","0","1000001","","<weapon>_idle","40112","1401120022"
"","","","32","","","401003","","0","40112","1401120023"
"","","","93","","","0.5","","0","40112","1401120024"
"0","0","<weapon>_idle","3","1","0","1000001","","<weapon>_attack_skipQuest","40112","1401120025"
"","","","93","","","0.1","","0","40112","1401120026"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_attack_jump","40112","1401120027"
"","","","93","","","0.06","","0","40112","1401120028"
"","","","32","","","401004","","1","40112","1401120029"
"0","","","3","","0","21","","die","40112","1401120030"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_wyvern_fall","40112","1401120031"
"","","","93","","","1.4","","0","40112","1401120032"
"","","","32","","","401006","","1","40112","1401120033"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_fadeout","40112","1401120034"
"","","","93","","","0.1","","0","40112","1401120035"
"0.2","","","122","","","0","","24","40112","1401120036"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_appear_silverbox","40112","1401120037"
"","","","91","","","1401120030","","","40112","1401120038"
"1","","1","6","0","0.5","21","","1","40112","1401120039"
"","","","93","","","0.5","","0","40112","1401120040"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_drop_silverbox","40112","1401120041"
"","","","91","","","1401120039","","","40112","1401120042"
"0","","","3","","0","1000001","","<weapon>_joy_short","40112","1401120043"
"","","","93","","","0.54","","0","40112","1401120044"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_joy","40112","1401120045"
"","","","91","","","1401120043","","","40112","1401120046"
"","","","111","","","","","","40112","1401120047"
"","","","91","","","0","","","40112","1401120048"
"0","","-55","31","0.65","1","401000","","401000","40121","1401210001"
"55","0","0","5","-73","1","0","normal","0","40121","1401210002"
"","","","91","","","0","","0","40121","1401210003"
"51","0","-1100","1","-140","1","2","<weapon>_idle","1000001","40122","1401220001"
"50","0","220","5","-140","1","22","idle","22","40122","1401220002"
"0","","0","31","1","1","401001","","401001","40122","1401220003"
"0","","0","31","1","1","401002","","401002","40122","1401220004"
"-1100","","-140","31","1","0","401003","","401003","40122","1401220005"
"210","","-30","31","1","0","401004","","4010041","40122","1401220006"
"210","","-30","31","1","0","401004","","4010042","40122","1401220007"
"135","","-100","31","0.7","0","401007","","401007","40122","1401220008"
"215","","-135","31","0.8","0","401008","","401008","40122","1401220009"
"0","","0","31","1","1","400012","","400012","40122","1401220010"
"","","","91","","","0","","0","40122","1401220011"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_wipe","40122","1401220012"
"0","0.2","idle","3","1","0.2","22","","awake","40122","1401220013"
"","","","93","","","0.83","","0","40122","1401220014"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_move_minotaur","40122","1401220015"
"","","","93","","","0.07","","0","40122","1401220016"
"0.7","","","122","","","0","","24","40122","1401220017"
"","","","93","","","0.5","","0","40122","1401220018"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_move_minotaur2","40122","1401220019"
"","","","93","","","1.3","","0","40122","1401220020"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_awake_minotaur","40122","1401220021"
"","","","32","","","401008","","1","40122","1401220022"
"1","","","122","","","0","","48","40122","1401220023"
"","","","93","","","1.27","","0","40122","1401220024"
"1","","","3","","0.2","1000001","","<weapon>_run","40122","1401220025"
"-140","","1.5","2","0","","1000001","","-170","40122","1401220026"
"","","","32","","","401003","","1","40122","1401220027"
"-140","","1.5","33","0","","401003","","-170","40122","1401220028"
"","","","93","","","0.2","","0","40122","1401220029"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_foot","40122","1401220030"
"","","","93","","","0.5","","0","40122","1401220031"
"0.5","220","0","12","0","20","1000001","","4","40122","1401220032"
"","","","93","","","0.04","","0","40122","1401220033"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_emote_notice","40122","1401220034"
"","","","91","","","1401220026","","","40122","1401220035"
"1","","","3","","0","1000001","","<weapon>_idle","40122","1401220036"
"","","","32","","","401003","","0","40122","1401220037"
"","","","93","","","0.5","","0","40122","1401220038"
"0","0","<weapon>_idle","3","1","0","1000001","","<weapon>_attack_skipQuest","40122","1401220039"
"","","","93","","","0.1","","0","40122","1401220040"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_attack_jump","40122","1401220041"
"","","","93","","","0.06","","0","40122","1401220042"
"","","","32","","","4010041","","1","40122","1401220043"
"0","0","idle","3","1","0","22","","damage","40122","1401220044"
"","","","93","","","1.6","","0","40122","1401220045"
"0","0","<weapon>_idle","3","1","0","1000001","","<weapon>_attack_skipQuest","40122","1401220046"
"","","","93","","","0.1","","0","40122","1401220047"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_attack_jump","40122","1401220048"
"","","","93","","","0.06","","0","40122","1401220049"
"","","","32","","","4010042","","1","40122","1401220050"
"0","","","3","","0","22","","die","40122","1401220051"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_die_minotaur","40122","1401220052"
"","","","93","","","1.67","","0","40122","1401220053"
"","","","32","","","401007","","1","40122","1401220054"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_die_minotaur2","40122","1401220055"
"","","","93","","","0.1","","0","40122","1401220056"
"0.2","","","122","","","0","","24","40122","1401220057"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_appear_goldenbox","40122","1401220058"
"","","","91","","","1401220051","","","40122","1401220059"
"1","","1","6","0","0.5","22","","1","40122","1401220060"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_fadeout","40122","1401220061"
"","","","93","","","0.2","","0","40122","1401220062"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_drop_goldenbox","40122","1401220063"
"","","","91","","","1401220060","","","40122","1401220064"
"0","","","3","","0","1000001","","<weapon>_joy_short","40122","1401220065"
"","","","93","","","0.54","","0","40122","1401220066"
"0","","","23","","","se_travel_top","","se_travel_top_defeat_joy","40122","1401220067"
"","","","91","","","1401220065","","","40122","1401220068"
"","","","111","","","","","","40122","1401220069"
"","","","91","","","0","","","40122","1401220070"
"0","","-55","31","0.65","1","401300","","401300","40131","1401310001"
"55","0","0","5","-73","1","0","normal","0","40131","1401310002"
"","","","91","","","0","","0","40131","1401310003"
"56","0","-20","1","-195","1.75","1","travel_topdrama_r_4000_idle","1000001","40132","1401320001"
"55","0","-260","1","-140","1.75","1","travel_topdrama_r_4000_idle","1000002","40132","1401320002"
"54","0","-450","1","-140","1.75","1","travel_topdrama_r_4000_idle","1000003","40132","1401320003"
"53","0","435","5","-150","1","7","travel_topdrama_r_4013_static","7","40132","1401320004"
"57","0","-2000","5","-2000","1.75","8","travel_topdrama_r_4013_catch_1","8","40132","1401320005"
"0","","0","31","1","1","401301","","401301","40132","1401320006"
"0","","0","31","1","1","401303","","401303","40132","1401320007"
"50","","68","31","1","0","401304","","401304","40132","1401320008"
"312","","-158","31","1","0","401305","","401305","40132","1401320009"
"312","","-158","31","1","0","401306","","401306","40132","1401320010"
"36","","188","31","0.8","0","401307","","401307","40132","1401320011"
"-258","","200","31","1","0","401308","","401308","40132","1401320012"
"-437","","255","31","1","0","401318","","4013082","40132","1401320013"
"120","","-15","31","1","0","401309","","401309","40132","1401320014"
"120","","-15","31","1","0","401310","","401310","40132","1401320015"
"-42","","-91","31","1","0","401312","","401312","40132","1401320016"
"0","","0","31","1","0","401313","","401313","40132","1401320017"
"0","","0","31","1","0","401314","","401314","40132","1401320018"
"0","","0","31","1","1","400013","","400013","40132","1401320019"
"","","","91","","","0","","0","40132","1401320020"
"","","","93","","","1","","0","40132","1401320021"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4013_touch_1","40132","1401320022"
"","","","23","","","se_travel_top","","se_travel_top_aruma_01","40132","1401320023"
"","","","32","","","401309","","1","40132","1401320024"
"","","","93","","","1","","0","40132","1401320025"
"0","","","3","","0","7","","travel_topdrama_r_4013_danger_1","40132","1401320026"
"","","","93","","","1.63","","0","40132","1401320027"
"","","","23","","","se_travel_top","","se_travel_top_aruma_04","40132","1401320028"
"","","","93","","","0.04","","0","40132","1401320029"
"1","","","3","","0.6","1000001","","travel_topdrama_r_4013_touch_loop","40132","1401320030"
"","","","93","","","0.4","","0","40132","1401320031"
"","","","23","","","se_travel_top","","se_travel_top_aruma_05","40132","1401320032"
"","","","93","","","1.33","","0","40132","1401320033"
"-195","","0","2","0","","8","","-20","40132","1401320034"
"0","0","","3","0","0","8","","travel_topdrama_r_4013_catch_1","40132","1401320035"
"","","","23","","","se_travel_top","","se_travel_top_aruma_06","40132","1401320036"
"0","0.1","travel_topdrama_r_4013_static","3","0","0.1","7","","travel_topdrama_r_4013_safe","40132","1401320037"
"0","0","travel_topdrama_r_4013_runaway","3","1","0.1","1000001","","travel_topdrama_r_4013_catch","40132","1401320038"
"","","","32","","","401313","","1","40132","1401320039"
"","","","93","","","0.66","","0","40132","1401320040"
"","","","32","","","401312","","1","40132","1401320041"
"","","","23","","","se_travel_top","","se_travel_top_aruma_07","40132","1401320042"
"","","","93","","","0.97","","0","40132","1401320043"
"","","","4","","","1000001","","1","40132","1401320044"
"1","","","3","1","0","1000001","","travel_topdrama_r_4013_runaway","40132","1401320045"
"1","","","3","1","0.1","1000002","","travel_topdrama_r_4000_run_normal","40132","1401320046"
"1","","","3","1","0.1","1000003","","travel_topdrama_r_4000_run_normal","40132","1401320047"
"","","","23","","","se_travel_top","","se_travel_top_aruma_08","40132","1401320048"
"","","","4","0","","8","","1","40132","1401320049"
"-195","","2.5","2","0","","8","","-1600","40132","1401320050"
"1","0","","3","1","0","8","","travel_topdrama_r_4013_runaway_1","40132","1401320051"
"-195","","2.5","2","0","","1000001","","-1600","40132","1401320052"
"-195","","1.4","2","0","","1000002","","-20","40132","1401320053"
"-140","","1.4","2","0","","1000003","","-215","40132","1401320054"
"","","","93","","","1.4","","0","40132","1401320055"
"","","","32","","","401310","","1","40132","1401320056"
"0","","","3","","0.2","1000002","","travel_topdrama_r_4013_touch_2","40132","1401320057"
"1","","","3","","0.2","1000003","","travel_topdrama_r_4000_idle","40132","1401320058"
"","","","93","","","1","","0","40132","1401320059"
"0","","","3","","0","7","","travel_topdrama_r_4013_danger_2","40132","1401320060"
"","","","93","","","1.67","","0","40132","1401320061"
"","","","32","","","401304","","1","40132","1401320062"
"","","","23","","","se_travel_top","","se_travel_top_aruma_10","40132","1401320063"
"","","","93","","","0.3","","0","40132","1401320064"
"1","","","3","","0.6","1000002","","travel_topdrama_r_4013_touch_loop","40132","1401320065"
"","","","93","","","0.1","","0","40132","1401320066"
"","","","23","","","se_travel_top","","se_travel_top_aruma_05","40132","1401320067"
"","","","93","","","0.06","","0","40132","1401320068"
"","","","32","","","401307","","1","40132","1401320069"
"","","","93","","","0.57","","0","40132","1401320070"
"","","","32","","","401314","","1","40132","1401320071"
"0","0.1","travel_topdrama_r_4013_idle","3","1","0.1","7","","travel_topdrama_r_4013_out","40132","1401320072"
"","","","23","","","se_travel_top","","se_travel_top_aruma_18","40132","1401320073"
"","","","32","","","401308","","1","40132","1401320074"
"","","","32","","","4013082","","1","40132","1401320075"
"","","","93","","","0.1","","0","40132","1401320076"
"0","0","travel_topdrama_r_4013_run","3","1","0","1000002","","travel_topdrama_r_4013_shock","40132","1401320077"
"0","0","travel_topdrama_r_4013_run","3","1","0","1000003","","travel_topdrama_r_4013_shock","40132","1401320078"
"","","","93","","","0.86","","0","40132","1401320079"
"1","","","3","","0","1000002","","travel_topdrama_r_4013_run","40132","1401320080"
"1","","","3","","0","1000003","","travel_topdrama_r_4013_run","40132","1401320081"
"-195","","2.5","2","0","","1000002","","-1600","40132","1401320082"
"-140","","2.5","2","0","","1000003","","-1600","40132","1401320083"
"","","","93","","","0.07","","0","40132","1401320084"
"0.4","","","122","","","0","","24","40132","1401320085"
"","","","32","","","401305","","1","40132","1401320086"
"","","","32","","","401306","","1","40132","1401320087"
"","","","93","","","0.9","","0","40132","1401320088"
"","","","23","","","se_travel_top","","se_travel_top_aruma_21","40132","1401320089"
"","","","93","","","1.1","","0","40132","1401320090"
"","","","111","","","0","","","40132","1401320091"
"","","","91","","","0","","","40132","1401320092"
"0","","-55","31","0.65","1","401300","","401300","40141","1401410001"
"55","0","0","5","-73","1","0","normal","0","40141","1401410002"
"","","","91","","","0","","0","40141","1401410003"
"56","0","-20","1","-195","1.75","1","travel_topdrama_r_4000_idle","1000001","40142","1401420001"
"55","0","-260","1","-140","1.75","1","travel_topdrama_r_4000_idle","1000002","40142","1401420002"
"54","0","-450","1","-140","1.75","1","travel_topdrama_r_4000_idle","1000003","40142","1401420003"
"53","0","435","5","-150","1","7","travel_topdrama_r_4013_static","7","40142","1401420004"
"57","0","-2000","5","-2000","1.75","8","travel_topdrama_r_4013_catch_1","8","40142","1401420005"
"0","","0","31","1","1","401301","","401301","40142","1401420006"
"0","","0","31","1","1","401303","","401303","40142","1401420007"
"40","","78","31","1","0","401304","","401304","40142","1401420008"
"40","","78","31","1","0","401304","","4013042","40142","1401420009"
"312","","-158","31","1","0","401305","","401305","40142","1401420010"
"312","","-158","31","1","0","401306","","401306","40142","1401420011"
"36","","188","31","0.8","0","401307","","401307","40142","1401420012"
"-258","","200","31","1","0","401308","","401308","40142","1401420013"
"-437","","255","31","1","0","401308","","4013082","40142","1401420014"
"120","","-15","31","1","0","401309","","401309","40142","1401420015"
"120","","-15","31","1","0","401310","","401310","40142","1401420016"
"120","","-10","31","1","0","401311","","401311","40142","1401420017"
"-42","","-91","31","1","0","401312","","401312","40142","1401420018"
"-42","","-91","31","1","0","401312","","4013122","40142","1401420019"
"0","","0","31","1","0","401313","","401313","40142","1401420020"
"0","","0","31","1","0","401313","","4013132","40142","1401420021"
"0","","0","31","1","0","401314","","401314","40142","1401420022"
"0","","0","31","1","1","400014","","401400","40142","1401420023"
"","","","91","","","0","","0","40142","1401420024"
"","","","93","","","1","","0","40142","1401420025"
"0","","travel_topdrama_r_4013_touch_loop","3","1","0.3","1000001","","travel_topdrama_r_4013_touch_1","40142","1401420026"
"","","","23","","","se_travel_top","","se_travel_top_aruma_01","40142","1401420027"
"","","","32","","","401309","","1","40142","1401420028"
"","","","93","","","1","","0","40142","1401420029"
"0","","","3","","0","7","","travel_topdrama_r_4013_danger_1","40142","1401420030"
"","","","93","","","1.63","","0","40142","1401420031"
"","","","23","","","se_travel_top","","se_travel_top_aruma_04","40142","1401420032"
"","","","93","","","0.04","","0","40142","1401420033"
"1","","","3","","0.3","1000001","","travel_topdrama_r_4013_touch_loop","40142","1401420034"
"","","","93","","","0.4","","0","40142","1401420035"
"","","","23","","","se_travel_top","","se_travel_top_aruma_05","40142","1401420036"
"","","","93","","","1.33","","0","40142","1401420037"
"-195","","0","2","0","","8","","-20","40142","1401420038"
"0","","","3","0","0","8","","travel_topdrama_r_4013_catch_1","40142","1401420039"
"","","","23","","","se_travel_top","","se_travel_top_aruma_06","40142","1401420040"
"0","0.1","travel_topdrama_r_4013_static","3","0","0.1","7","","travel_topdrama_r_4013_safe","40142","1401420041"
"0","","","3","","0.1","1000001","","travel_topdrama_r_4013_catch","40142","1401420042"
"","","","32","","","401313","","1","40142","1401420043"
"","","","93","","","0.66","","0","40142","1401420044"
"","","","32","","","401312","","1","40142","1401420045"
"","","","23","","","se_travel_top","","se_travel_top_aruma_07","40142","1401420046"
"","","","93","","","0.97","","0","40142","1401420047"
"","","","4","","","1000001","","1","40142","1401420048"
"1","","","3","","0","1000001","","travel_topdrama_r_4013_runaway","40142","1401420049"
"1","","","3","","0.1","1000002","","travel_topdrama_r_4000_run_normal","40142","1401420050"
"1","","","3","","0.1","1000003","","travel_topdrama_r_4000_run_normal","40142","1401420051"
"","","","23","","","se_travel_top","","se_travel_top_aruma_08","40142","1401420052"
"","","","4","0","","8","","1","40142","1401420053"
"-195","","2.5","2","0","","8","","-1600","40142","1401420054"
"1","","","3","1","0","8","","travel_topdrama_r_4013_runaway_1","40142","1401420055"
"-195","","2.5","2","0","","1000001","","-1600","40142","1401420056"
"-195","","1.4","2","0","","1000002","","-20","40142","1401420057"
"-140","","1.4","2","0","","1000003","","-215","40142","1401420058"
"","","","93","","","1.4","","0","40142","1401420059"
"","","","32","","","401310","","1","40142","1401420060"
"0","0.3","travel_topdrama_r_4013_touch_loop","3","1","0.2","1000002","","travel_topdrama_r_4013_touch_2","40142","1401420061"
"1","","","3","","0.2","1000003","","travel_topdrama_r_4000_idle","40142","1401420062"
"","","","93","","","1","","0","40142","1401420063"
"0","","","3","","0","7","","travel_topdrama_r_4013_danger_2","40142","1401420064"
"","","","93","","","1.67","","0","40142","1401420065"
"","","","32","","","401304","","1","40142","1401420066"
"","","","23","","","se_travel_top","","se_travel_top_aruma_10","40142","1401420067"
"","","","93","","","0.3","","0","40142","1401420068"
"1","","","3","","0.3","1000002","","travel_topdrama_r_4013_touch_loop","40142","1401420069"
"","","","93","","","0.2","","0","40142","1401420070"
"","","","23","","","se_travel_top","","se_travel_top_aruma_05","40142","1401420071"
"","","","93","","","0.83","","0","40142","1401420072"
"","","","4","0","","8","","0","40142","1401420073"
"-195","","0","2","0","","8","","-20","40142","1401420074"
"0","","","3","","0","8","","travel_topdrama_r_4013_catch_2","40142","1401420075"
"","","","23","","","se_travel_top","","se_travel_top_aruma_11","40142","1401420076"
"0","0.1","travel_topdrama_r_4013_static","3","0","0.1","7","","travel_topdrama_r_4013_safe","40142","1401420077"
"0","0","travel_topdrama_r_4013_runaway","3","1","0.1","1000002","","travel_topdrama_r_4013_catch","40142","1401420078"
"","","","32","","","4013132","","1","40142","1401420079"
"","","","93","","","0.66","","0","40142","1401420080"
"","","","32","","","4013122","","1","40142","1401420081"
"","","","23","","","se_travel_top","","se_travel_top_aruma_12","40142","1401420082"
"","","","93","","","0.97","","0","40142","1401420083"
"","","","4","","","1000002","","1","40142","1401420084"
"1","","","3","","0","1000002","","travel_topdrama_r_4013_runaway","40142","1401420085"
"1","","","3","","0.1","1000003","","travel_topdrama_r_4000_run_normal","40142","1401420086"
"","","","23","","","se_travel_top","","se_travel_top_aruma_08","40142","1401420087"
"","","","4","0","","8","","1","40142","1401420088"
"-195","","2.5","2","0","","8","","-1600","40142","1401420089"
"1","","","3","","0","8","","travel_topdrama_r_4013_runaway_2","40142","1401420090"
"-195","","2.5","2","0","","1000002","","-1600","40142","1401420091"
"-195","","1.4","2","0","","1000003","","-20","40142","1401420092"
"","","","93","","","1.4","","0","40142","1401420093"
"0","0.3","travel_topdrama_r_4013_touch_loop","3","1","0.2","1000003","","travel_topdrama_r_4013_touch_3","40142","1401420094"
"","","","32","","","401311","","1","40142","1401420095"
"","","","93","","","1","","0","40142","1401420096"
"0","","","3","","0","7","","travel_topdrama_r_4013_danger_3_in","40142","1401420097"
"","","","93","","","2.16","","0","40142","1401420098"
"","","","32","","","4013042","","1","40142","1401420099"
"","","","93","","","0.54","","0","40142","1401420100"
"1","","","3","","0.3","1000003","","travel_topdrama_r_4013_touch_loop","40142","1401420101"
"","","","93","","","0.34","","0","40142","1401420102"
"","","","32","","","401307","","1","40142","1401420103"
"","","","93","","","0.5","","0","40142","1401420104"
"","","","32","","","401314","","1","40142","1401420105"
"0","0.1","travel_topdrama_r_4013_idle","3","1","0.1","7","","travel_topdrama_r_4013_out","40142","1401420106"
"","","","23","","","se_travel_top","","se_travel_top_aruma_18","40142","1401420107"
"","","","32","","","401308","","1","40142","1401420108"
"","","","93","","","0.1","","0","40142","1401420109"
"0","0","travel_topdrama_r_4013_run","3","1","0","1000003","","travel_topdrama_r_4013_shock","40142","1401420110"
"","","","93","","","0.86","","0","40142","1401420111"
"1","","","3","","0","1000003","","travel_topdrama_r_4013_run","40142","1401420112"
"-195","","2.5","2","0","","1000003","","-1600","40142","1401420113"
"","","","93","","","0.07","","0","40142","1401420114"
"0.4","","","122","","","0","","24","40142","1401420115"
"","","","32","","","401305","","1","40142","1401420116"
"","","","32","","","401306","","1","40142","1401420117"
"","","","93","","","0.9","","0","40142","1401420118"
"","","","23","","","se_travel_top","","se_travel_top_aruma_21","40142","1401420119"
"","","","93","","","1.1","","0","40142","1401420120"
"","","","111","","","0","","","40142","1401420121"
"","","","91","","","0","","","40142","1401420122"
"0","","-55","31","0.65","1","401300","","401300","40151","1401510001"
"55","0","0","5","-73","1","0","normal","0","40151","1401510002"
"","","","91","","","0","","0","40151","1401510003"
"56","0","-20","1","-195","1.75","1","travel_topdrama_r_4000_idle","1000001","40152","1401520001"
