b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d
"","0","","","40102","0","","91","","1401020009",""
"","0","","","40102","0.7","","93","","1401020010",""
"","<weapon>_run","","","40102","1000001","1","3","","1401020011","0.2"
"0","-170","","1.5","40102","1000001","-140","2","","1401020012",""
"","1","","","40102","401003","","32","","1401020013",""
"0","-170","","1.5","40102","401003","-140","33","","1401020014",""
"","0","","","40102","0.2","","93","","1401020015",""
"","se_travel_top_defeat_foot","","","40102","se_travel_top","0","23","","1401020016",""
"","0","","","40102","0.5","","93","","1401020017",""
"0","4","","0","40102","1000001","0.5","12","220","1401020018","20"
"","0","","","40102","0.04","","93","","1401020019",""
"","se_travel_top_defeat_emote_notice","","","40102","se_travel_top","0","23","","1401020020",""
"","","","","40102","1401020012","","91","","1401020021",""
"","<weapon>_idle","","","40102","1000001","1","3","","1401020022","0"
"","0","","","40102","401003","","32","","1401020023",""
"","0","","","40102","0.5","","93","","1401020024",""
"1","<weapon>_attack_skipQuest","","<weapon>_idle","40102","1000001","0","3","0","1401020025","0"
"","0","","","40102","0.1","","93","","1401020026",""
"","se_travel_top_defeat_attack_jump","","","40102","se_travel_top","0","23","","1401020027",""
"","0","","","40102","0.06","","93","","1401020028",""
"","1","","","40102","401004","","32","","1401020029",""
"","die","","","40102","20","0","3","","1401020030","0"
"","0","","","40102","0.25","","93","","1401020031",""
"","1","","","40102","401005","","32","","1401020032",""
"","0","","","40102","0.14","","93","","1401020033",""
"","se_travel_top_defeat_fadeout","","","40102","se_travel_top","0","23","","1401020034",""
"","","","","40102","1401020030","","91","","1401020035",""
"0","1","","1","40102","20","1","6","","1401020036","0.5"
"","0","","","40102","0.04","","93","","1401020037",""
"","se_travel_top_defeat_drop_box","","","40102","se_travel_top","0","23","","1401020038",""
"","","","","40102","1401020036","","91","","1401020039",""
"","<weapon>_joy_short","","","40102","1000001","0","3","","1401020040","0"
"","0","","","40102","0.54","","93","","1401020041",""
"","se_travel_top_defeat_joy","","","40102","se_travel_top","0","23","","1401020042",""
"","","","","40102","1401020040","","91","","1401020043",""
"","","","","40102","","","111","","1401020044",""
"","","","","40102","0","","91","","1401020045",""
"0.65","401000","","-55","40111","401000","0","31","","1401110001","1"
"-73","0","normal","0","40111","0","55","5","0","1401110002","1"
"","0","","","40111","0","","91","","1401110003",""
"-140","1000001","<weapon>_idle","-1000","40112","2","51","1","0","1401120001","1"
"-140","21","idle","190","40112","21","50","5","0","1401120002","0.6"
"1","401001","","0","40112","401001","0","31","","1401120003","1"
"1","401002","","0","40112","401002","0","31","","1401120004","1"
"1","401003","","-140","40112","401003","-1000","31","","1401120005","0"
"1","401004","","10","40112","401004","210","31","","1401120006","0"
"0.7","401006","","-100","40112","401006","135","31","","1401120007","0"
"1","400011","","0","40112","400011","0","31","","1401120008","1"
"","0","","","40112","0","","91","","1401120009",""
"","0","","","40112","0.7","","93","","1401120010",""
"","<weapon>_run","","","40112","1000001","1","3","","1401120011","0.2"
"0","-170","","1.5","40112","1000001","-140","2","","1401120012",""
"","1","","","40112","401003","","32","","1401120013",""
"0","-170","","1.5","40112","401003","-140","33","","1401120014",""
"","0","","","40112","0.2","","93","","1401120015",""
"","se_travel_top_defeat_foot","","","40112","se_travel_top","0","23","","1401120016",""
"","0","","","40112","0.5","","93","","1401120017",""
"0","4","","0","40112","1000001","0.5","12","220","1401120018","20"
"","0","","","40112","0.04","","93","","1401120019",""
"","se_travel_top_defeat_emote_notice","","","40112","se_travel_top","0","23","","1401120020",""
"","","","","40112","1401120012","","91","","1401120021",""
"","<weapon>_idle","","","40112","1000001","1","3","","1401120022","0"
"","0","","","40112","401003","","32","","1401120023",""
"","0","","","40112","0.5","","93","","1401120024",""
"1","<weapon>_attack_skipQuest","","<weapon>_idle","40112","1000001","0","3","0","1401120025","0"
"","0","","","40112","0.1","","93","","1401120026",""
"","se_travel_top_defeat_attack_jump","","","40112","se_travel_top","0","23","","1401120027",""
"","0","","","40112","0.06","","93","","1401120028",""
"","1","","","40112","401004","","32","","1401120029",""
"","die","","","40112","21","0","3","","1401120030","0"
"","se_travel_top_defeat_wyvern_fall","","","40112","se_travel_top","0","23","","1401120031",""
"","0","","","40112","1.4","","93","","1401120032",""
"","1","","","40112","401006","","32","","1401120033",""
"","se_travel_top_defeat_fadeout","","","40112","se_travel_top","0","23","","1401120034",""
"","0","","","40112","0.1","","93","","1401120035",""
"","24","","","40112","0","0.2","122","","1401120036",""
"","se_travel_top_defeat_appear_silverbox","","","40112","se_travel_top","0","23","","1401120037",""
"","","","","40112","1401120030","","91","","1401120038",""
"0","1","","1","40112","21","1","6","","1401120039","0.5"
"","0","","","40112","0.5","","93","","1401120040",""
"","se_travel_top_defeat_drop_silverbox","","","40112","se_travel_top","0","23","","1401120041",""
"","","","","40112","1401120039","","91","","1401120042",""
"","<weapon>_joy_short","","","40112","1000001","0","3","","1401120043","0"
"","0","","","40112","0.54","","93","","1401120044",""
"","se_travel_top_defeat_joy","","","40112","se_travel_top","0","23","","1401120045",""
"","","","","40112","1401120043","","91","","1401120046",""
"","","","","40112","","","111","","1401120047",""
"","","","","40112","0","","91","","1401120048",""
"0.65","401000","","-55","40121","401000","0","31","","1401210001","1"
"-73","0","normal","0","40121","0","55","5","0","1401210002","1"
"","0","","","40121","0","","91","","1401210003",""
"-140","1000001","<weapon>_idle","-1100","40122","2","51","1","0","1401220001","1"
"-140","22","idle","220","40122","22","50","5","0","1401220002","1"
"1","401001","","0","40122","401001","0","31","","1401220003","1"
"1","401002","","0","40122","401002","0","31","","1401220004","1"
"1","401003","","-140","40122","401003","-1100","31","","1401220005","0"
"1","4010041","","-30","40122","401004","210","31","","1401220006","0"
"1","4010042","","-30","40122","401004","210","31","","1401220007","0"
"0.7","401007","","-100","40122","401007","135","31","","1401220008","0"
"0.8","401008","","-135","40122","401008","215","31","","1401220009","0"
"1","400012","","0","40122","400012","0","31","","1401220010","1"
"","0","","","40122","0","","91","","1401220011",""
"","se_travel_top_defeat_wipe","","","40122","se_travel_top","0","23","","1401220012",""
"1","awake","","idle","40122","22","0","3","0.2","1401220013","0.2"
"","0","","","40122","0.83","","93","","1401220014",""
"","se_travel_top_defeat_move_minotaur","","","40122","se_travel_top","0","23","","1401220015",""
"","0","","","40122","0.07","","93","","1401220016",""
"","24","","","40122","0","0.7","122","","1401220017",""
"","0","","","40122","0.5","","93","","1401220018",""
"","se_travel_top_defeat_move_minotaur2","","","40122","se_travel_top","0","23","","1401220019",""
"","0","","","40122","1.3","","93","","1401220020",""
"","se_travel_top_defeat_awake_minotaur","","","40122","se_travel_top","0","23","","1401220021",""
"","1","","","40122","401008","","32","","1401220022",""
"","48","","","40122","0","1","122","","1401220023",""
"","0","","","40122","1.27","","93","","1401220024",""
"","<weapon>_run","","","40122","1000001","1","3","","1401220025","0.2"
"0","-170","","1.5","40122","1000001","-140","2","","1401220026",""
"","1","","","40122","401003","","32","","1401220027",""
"0","-170","","1.5","40122","401003","-140","33","","1401220028",""
"","0","","","40122","0.2","","93","","1401220029",""
"","se_travel_top_defeat_foot","","","40122","se_travel_top","0","23","","1401220030",""
"","0","","","40122","0.5","","93","","1401220031",""
"0","4","","0","40122","1000001","0.5","12","220","1401220032","20"
"","0","","","40122","0.04","","93","","1401220033",""
"","se_travel_top_defeat_emote_notice","","","40122","se_travel_top","0","23","","1401220034",""
"","","","","40122","1401220026","","91","","1401220035",""
"","<weapon>_idle","","","40122","1000001","1","3","","1401220036","0"
"","0","","","40122","401003","","32","","1401220037",""
"","0","","","40122","0.5","","93","","1401220038",""
"1","<weapon>_attack_skipQuest","","<weapon>_idle","40122","1000001","0","3","0","1401220039","0"
"","0","","","40122","0.1","","93","","1401220040",""
"","se_travel_top_defeat_attack_jump","","","40122","se_travel_top","0","23","","1401220041",""
"","0","","","40122","0.06","","93","","1401220042",""
"","1","","","40122","4010041","","32","","1401220043",""
"1","damage","","idle","40122","22","0","3","0","1401220044","0"
"","0","","","40122","1.6","","93","","1401220045",""
"1","<weapon>_attack_skipQuest","","<weapon>_idle","40122","1000001","0","3","0","1401220046","0"
"","0","","","40122","0.1","","93","","1401220047",""
"","se_travel_top_defeat_attack_jump","","","40122","se_travel_top","0","23","","1401220048",""
"","0","","","40122","0.06","","93","","1401220049",""
"","1","","","40122","4010042","","32","","1401220050",""
"","die","","","40122","22","0","3","","1401220051","0"
"","se_travel_top_defeat_die_minotaur","","","40122","se_travel_top","0","23","","1401220052",""
"","0","","","40122","1.67","","93","","1401220053",""
"","1","","","40122","401007","","32","","1401220054",""
"","se_travel_top_defeat_die_minotaur2","","","40122","se_travel_top","0","23","","1401220055",""
"","0","","","40122","0.1","","93","","1401220056",""
"","24","","","40122","0","0.2","122","","1401220057",""
"","se_travel_top_defeat_appear_goldenbox","","","40122","se_travel_top","0","23","","1401220058",""
"","","","","40122","1401220051","","91","","1401220059",""
"0","1","","1","40122","22","1","6","","1401220060","0.5"
"","se_travel_top_defeat_fadeout","","","40122","se_travel_top","0","23","","1401220061",""
"","0","","","40122","0.2","","93","","1401220062",""
"","se_travel_top_defeat_drop_goldenbox","","","40122","se_travel_top","0","23","","1401220063",""
"","","","","40122","1401220060","","91","","1401220064",""
"","<weapon>_joy_short","","","40122","1000001","0","3","","1401220065","0"
"","0","","","40122","0.54","","93","","1401220066",""
"","se_travel_top_defeat_joy","","","40122","se_travel_top","0","23","","1401220067",""
"","","","","40122","1401220065","","91","","1401220068",""
"","","","","40122","","","111","","1401220069",""
"","","","","40122","0","","91","","1401220070",""
"0.65","401300","","-55","40131","401300","0","31","","1401310001","1"
"-73","0","normal","0","40131","0","55","5","0","1401310002","1"
"","0","","","40131","0","","91","","1401310003",""
"-195","1000001","travel_topdrama_r_4000_idle","-20","40132","1","56","1","0","1401320001","1.75"
"-140","1000002","travel_topdrama_r_4000_idle","-260","40132","1","55","1","0","1401320002","1.75"
"-140","1000003","travel_topdrama_r_4000_idle","-450","40132","1","54","1","0","1401320003","1.75"
"-150","7","travel_topdrama_r_4013_static","435","40132","7","53","5","0","1401320004","1"
"-2000","8","travel_topdrama_r_4013_catch_1","-2000","40132","8","57","5","0","1401320005","1.75"
"1","401301","","0","40132","401301","0","31","","1401320006","1"
"1","401303","","0","40132","401303","0","31","","1401320007","1"
"1","401304","","68","40132","401304","50","31","","1401320008","0"
"1","401305","","-158","40132","401305","312","31","","1401320009","0"
"1","401306","","-158","40132","401306","312","31","","1401320010","0"
"0.8","401307","","188","40132","401307","36","31","","1401320011","0"
"1","401308","","200","40132","401308","-258","31","","1401320012","0"
"1","4013082","","255","40132","401318","-437","31","","1401320013","0"
"1","401309","","-15","40132","401309","120","31","","1401320014","0"
"1","401310","","-15","40132","401310","120","31","","1401320015","0"
"1","401312","","-91","40132","401312","-42","31","","1401320016","0"
"1","401313","","0","40132","401313","0","31","","1401320017","0"
"1","401314","","0","40132","401314","0","31","","1401320018","0"
"1","400013","","0","40132","400013","0","31","","1401320019","1"
"","0","","","40132","0","","91","","1401320020",""
"","0","","","40132","1","","93","","1401320021",""
"","travel_topdrama_r_4013_touch_1","","","40132","1000001","0","3","","1401320022","0.2"
"","se_travel_top_aruma_01","","","40132","se_travel_top","","23","","1401320023",""
"","1","","","40132","401309","","32","","1401320024",""
"","0","","","40132","1","","93","","1401320025",""
"","travel_topdrama_r_4013_danger_1","","","40132","7","0","3","","1401320026","0"
"","0","","","40132","1.63","","93","","1401320027",""
"","se_travel_top_aruma_04","","","40132","se_travel_top","","23","","1401320028",""
"","0","","","40132","0.04","","93","","1401320029",""
"","travel_topdrama_r_4013_touch_loop","","","40132","1000001","1","3","","1401320030","0.6"
"","0","","","40132","0.4","","93","","1401320031",""
"","se_travel_top_aruma_05","","","40132","se_travel_top","","23","","1401320032",""
"","0","","","40132","1.33","","93","","1401320033",""
"0","-20","","0","40132","8","-195","2","","1401320034",""
"0","travel_topdrama_r_4013_catch_1","","","40132","8","0","3","0","1401320035","0"
"","se_travel_top_aruma_06","","","40132","se_travel_top","","23","","1401320036",""
"0","travel_topdrama_r_4013_safe","","travel_topdrama_r_4013_static","40132","7","0","3","0.1","1401320037","0.1"
"1","travel_topdrama_r_4013_catch","","travel_topdrama_r_4013_runaway","40132","1000001","0","3","0","1401320038","0.1"
"","1","","","40132","401313","","32","","1401320039",""
"","0","","","40132","0.66","","93","","1401320040",""
"","1","","","40132","401312","","32","","1401320041",""
"","se_travel_top_aruma_07","","","40132","se_travel_top","","23","","1401320042",""
"","0","","","40132","0.97","","93","","1401320043",""
"","1","","","40132","1000001","","4","","1401320044",""
"1","travel_topdrama_r_4013_runaway","","","40132","1000001","1","3","","1401320045","0"
"1","travel_topdrama_r_4000_run_normal","","","40132","1000002","1","3","","1401320046","0.1"
"1","travel_topdrama_r_4000_run_normal","","","40132","1000003","1","3","","1401320047","0.1"
"","se_travel_top_aruma_08","","","40132","se_travel_top","","23","","1401320048",""
"0","1","","","40132","8","","4","","1401320049",""
"0","-1600","","2.5","40132","8","-195","2","","1401320050",""
"1","travel_topdrama_r_4013_runaway_1","","","40132","8","1","3","0","1401320051","0"
"0","-1600","","2.5","40132","1000001","-195","2","","1401320052",""
"0","-20","","1.4","40132","1000002","-195","2","","1401320053",""
"0","-215","","1.4","40132","1000003","-140","2","","1401320054",""
"","0","","","40132","1.4","","93","","1401320055",""
"","1","","","40132","401310","","32","","1401320056",""
"","travel_topdrama_r_4013_touch_2","","","40132","1000002","0","3","","1401320057","0.2"
"","travel_topdrama_r_4000_idle","","","40132","1000003","1","3","","1401320058","0.2"
"","0","","","40132","1","","93","","1401320059",""
"","travel_topdrama_r_4013_danger_2","","","40132","7","0","3","","1401320060","0"
"","0","","","40132","1.67","","93","","1401320061",""
"","1","","","40132","401304","","32","","1401320062",""
"","se_travel_top_aruma_10","","","40132","se_travel_top","","23","","1401320063",""
"","0","","","40132","0.3","","93","","1401320064",""
"","travel_topdrama_r_4013_touch_loop","","","40132","1000002","1","3","","1401320065","0.6"
"","0","","","40132","0.1","","93","","1401320066",""
"","se_travel_top_aruma_05","","","40132","se_travel_top","","23","","1401320067",""
"","0","","","40132","0.06","","93","","1401320068",""
"","1","","","40132","401307","","32","","1401320069",""
"","0","","","40132","0.57","","93","","1401320070",""
"","1","","","40132","401314","","32","","1401320071",""
"1","travel_topdrama_r_4013_out","","travel_topdrama_r_4013_idle","40132","7","0","3","0.1","1401320072","0.1"
"","se_travel_top_aruma_18","","","40132","se_travel_top","","23","","1401320073",""
"","1","","","40132","401308","","32","","1401320074",""
"","1","","","40132","4013082","","32","","1401320075",""
"","0","","","40132","0.1","","93","","1401320076",""
"1","travel_topdrama_r_4013_shock","","travel_topdrama_r_4013_run","40132","1000002","0","3","0","1401320077","0"
"1","travel_topdrama_r_4013_shock","","travel_topdrama_r_4013_run","40132","1000003","0","3","0","1401320078","0"
"","0","","","40132","0.86","","93","","1401320079",""
"","travel_topdrama_r_4013_run","","","40132","1000002","1","3","","1401320080","0"
"","travel_topdrama_r_4013_run","","","40132","1000003","1","3","","1401320081","0"
"0","-1600","","2.5","40132","1000002","-195","2","","1401320082",""
"0","-1600","","2.5","40132","1000003","-140","2","","1401320083",""
"","0","","","40132","0.07","","93","","1401320084",""
"","24","","","40132","0","0.4","122","","1401320085",""
"","1","","","40132","401305","","32","","1401320086",""
"","1","","","40132","401306","","32","","1401320087",""
"","0","","","40132","0.9","","93","","1401320088",""
"","se_travel_top_aruma_21","","","40132","se_travel_top","","23","","1401320089",""
"","0","","","40132","1.1","","93","","1401320090",""
"","","","","40132","0","","111","","1401320091",""
"","","","","40132","0","","91","","1401320092",""
"0.65","401300","","-55","40141","401300","0","31","","1401410001","1"
"-73","0","normal","0","40141","0","55","5","0","1401410002","1"
"","0","","","40141","0","","91","","1401410003",""
"-195","1000001","travel_topdrama_r_4000_idle","-20","40142","1","56","1","0","1401420001","1.75"
"-140","1000002","travel_topdrama_r_4000_idle","-260","40142","1","55","1","0","1401420002","1.75"
"-140","1000003","travel_topdrama_r_4000_idle","-450","40142","1","54","1","0","1401420003","1.75"
"-150","7","travel_topdrama_r_4013_static","435","40142","7","53","5","0","1401420004","1"
"-2000","8","travel_topdrama_r_4013_catch_1","-2000","40142","8","57","5","0","1401420005","1.75"
"1","401301","","0","40142","401301","0","31","","1401420006","1"
"1","401303","","0","40142","401303","0","31","","1401420007","1"
"1","401304","","78","40142","401304","40","31","","1401420008","0"
"1","4013042","","78","40142","401304","40","31","","1401420009","0"
"1","401305","","-158","40142","401305","312","31","","1401420010","0"
"1","401306","","-158","40142","401306","312","31","","1401420011","0"
"0.8","401307","","188","40142","401307","36","31","","1401420012","0"
"1","401308","","200","40142","401308","-258","31","","1401420013","0"
"1","4013082","","255","40142","401308","-437","31","","1401420014","0"
"1","401309","","-15","40142","401309","120","31","","1401420015","0"
"1","401310","","-15","40142","401310","120","31","","1401420016","0"
"1","401311","","-10","40142","401311","120","31","","1401420017","0"
"1","401312","","-91","40142","401312","-42","31","","1401420018","0"
"1","4013122","","-91","40142","401312","-42","31","","1401420019","0"
"1","401313","","0","40142","401313","0","31","","1401420020","0"
"1","4013132","","0","40142","401313","0","31","","1401420021","0"
"1","401314","","0","40142","401314","0","31","","1401420022","0"
"1","401400","","0","40142","400014","0","31","","1401420023","1"
"","0","","","40142","0","","91","","1401420024",""
"","0","","","40142","1","","93","","1401420025",""
"1","travel_topdrama_r_4013_touch_1","","travel_topdrama_r_4013_touch_loop","40142","1000001","0","3","","1401420026","0.3"
"","se_travel_top_aruma_01","","","40142","se_travel_top","","23","","1401420027",""
"","1","","","40142","401309","","32","","1401420028",""
"","0","","","40142","1","","93","","1401420029",""
"","travel_topdrama_r_4013_danger_1","","","40142","7","0","3","","1401420030","0"
"","0","","","40142","1.63","","93","","1401420031",""
"","se_travel_top_aruma_04","","","40142","se_travel_top","","23","","1401420032",""
"","0","","","40142","0.04","","93","","1401420033",""
"","travel_topdrama_r_4013_touch_loop","","","40142","1000001","1","3","","1401420034","0.3"
"","0","","","40142","0.4","","93","","1401420035",""
"","se_travel_top_aruma_05","","","40142","se_travel_top","","23","","1401420036",""
"","0","","","40142","1.33","","93","","1401420037",""
"0","-20","","0","40142","8","-195","2","","1401420038",""
"0","travel_topdrama_r_4013_catch_1","","","40142","8","0","3","","1401420039","0"
"","se_travel_top_aruma_06","","","40142","se_travel_top","","23","","1401420040",""
"0","travel_topdrama_r_4013_safe","","travel_topdrama_r_4013_static","40142","7","0","3","0.1","1401420041","0.1"
"","travel_topdrama_r_4013_catch","","","40142","1000001","0","3","","1401420042","0.1"
"","1","","","40142","401313","","32","","1401420043",""
"","0","","","40142","0.66","","93","","1401420044",""
"","1","","","40142","401312","","32","","1401420045",""
"","se_travel_top_aruma_07","","","40142","se_travel_top","","23","","1401420046",""
"","0","","","40142","0.97","","93","","1401420047",""
"","1","","","40142","1000001","","4","","1401420048",""
"","travel_topdrama_r_4013_runaway","","","40142","1000001","1","3","","1401420049","0"
"","travel_topdrama_r_4000_run_normal","","","40142","1000002","1","3","","1401420050","0.1"
"","travel_topdrama_r_4000_run_normal","","","40142","1000003","1","3","","1401420051","0.1"
"","se_travel_top_aruma_08","","","40142","se_travel_top","","23","","1401420052",""
"0","1","","","40142","8","","4","","1401420053",""
"0","-1600","","2.5","40142","8","-195","2","","1401420054",""
"1","travel_topdrama_r_4013_runaway_1","","","40142","8","1","3","","1401420055","0"
"0","-1600","","2.5","40142","1000001","-195","2","","1401420056",""
"0","-20","","1.4","40142","1000002","-195","2","","1401420057",""
"0","-215","","1.4","40142","1000003","-140","2","","1401420058",""
"","0","","","40142","1.4","","93","","1401420059",""
"","1","","","40142","401310","","32","","1401420060",""
"1","travel_topdrama_r_4013_touch_2","","travel_topdrama_r_4013_touch_loop","40142","1000002","0","3","0.3","1401420061","0.2"
"","travel_topdrama_r_4000_idle","","","40142","1000003","1","3","","1401420062","0.2"
"","0","","","40142","1","","93","","1401420063",""
"","travel_topdrama_r_4013_danger_2","","","40142","7","0","3","","1401420064","0"
"","0","","","40142","1.67","","93","","1401420065",""
"","1","","","40142","401304","","32","","1401420066",""
"","se_travel_top_aruma_10","","","40142","se_travel_top","","23","","1401420067",""
"","0","","","40142","0.3","","93","","1401420068",""
"","travel_topdrama_r_4013_touch_loop","","","40142","1000002","1","3","","1401420069","0.3"
"","0","","","40142","0.2","","93","","1401420070",""
"","se_travel_top_aruma_05","","","40142","se_travel_top","","23","","1401420071",""
"","0","","","40142","0.83","","93","","1401420072",""
"0","0","","","40142","8","","4","","1401420073",""
"0","-20","","0","40142","8","-195","2","","1401420074",""
"","travel_topdrama_r_4013_catch_2","","","40142","8","0","3","","1401420075","0"
"","se_travel_top_aruma_11","","","40142","se_travel_top","","23","","1401420076",""
"0","travel_topdrama_r_4013_safe","","travel_topdrama_r_4013_static","40142","7","0","3","0.1","1401420077","0.1"
"1","travel_topdrama_r_4013_catch","","travel_topdrama_r_4013_runaway","40142","1000002","0","3","0","1401420078","0.1"
"","1","","","40142","4013132","","32","","1401420079",""
"","0","","","40142","0.66","","93","","1401420080",""
"","1","","","40142","4013122","","32","","1401420081",""
"","se_travel_top_aruma_12","","","40142","se_travel_top","","23","","1401420082",""
"","0","","","40142","0.97","","93","","1401420083",""
"","1","","","40142","1000002","","4","","1401420084",""
"","travel_topdrama_r_4013_runaway","","","40142","1000002","1","3","","1401420085","0"
"","travel_topdrama_r_4000_run_normal","","","40142","1000003","1","3","","1401420086","0.1"
"","se_travel_top_aruma_08","","","40142","se_travel_top","","23","","1401420087",""
"0","1","","","40142","8","","4","","1401420088",""
"0","-1600","","2.5","40142","8","-195","2","","1401420089",""
"","travel_topdrama_r_4013_runaway_2","","","40142","8","1","3","","1401420090","0"
"0","-1600","","2.5","40142","1000002","-195","2","","1401420091",""
"0","-20","","1.4","40142","1000003","-195","2","","1401420092",""
"","0","","","40142","1.4","","93","","1401420093",""
"1","travel_topdrama_r_4013_touch_3","","travel_topdrama_r_4013_touch_loop","40142","1000003","0","3","0.3","1401420094","0.2"
"","1","","","40142","401311","","32","","1401420095",""
"","0","","","40142","1","","93","","1401420096",""
"","travel_topdrama_r_4013_danger_3_in","","","40142","7","0","3","","1401420097","0"
"","0","","","40142","2.16","","93","","1401420098",""
"","1","","","40142","4013042","","32","","1401420099",""
"","0","","","40142","0.54","","93","","1401420100",""
"","travel_topdrama_r_4013_touch_loop","","","40142","1000003","1","3","","1401420101","0.3"
"","0","","","40142","0.34","","93","","1401420102",""
"","1","","","40142","401307","","32","","1401420103",""
"","0","","","40142","0.5","","93","","1401420104",""
"","1","","","40142","401314","","32","","1401420105",""
"1","travel_topdrama_r_4013_out","","travel_topdrama_r_4013_idle","40142","7","0","3","0.1","1401420106","0.1"
"","se_travel_top_aruma_18","","","40142","se_travel_top","","23","","1401420107",""
"","1","","","40142","401308","","32","","1401420108",""
"","0","","","40142","0.1","","93","","1401420109",""
"1","travel_topdrama_r_4013_shock","","travel_topdrama_r_4013_run","40142","1000003","0","3","0","1401420110","0"
"","0","","","40142","0.86","","93","","1401420111",""
"","travel_topdrama_r_4013_run","","","40142","1000003","1","3","","1401420112","0"
"0","-1600","","2.5","40142","1000003","-195","2","","1401420113",""
"","0","","","40142","0.07","","93","","1401420114",""
"","24","","","40142","0","0.4","122","","1401420115",""
"","1","","","40142","401305","","32","","1401420116",""
"","1","","","40142","401306","","32","","1401420117",""
"","0","","","40142","0.9","","93","","1401420118",""
"","se_travel_top_aruma_21","","","40142","se_travel_top","","23","","1401420119",""
"","0","","","40142","1.1","","93","","1401420120",""
"","","","","40142","0","","111","","1401420121",""
"","","","","40142","0","","91","","1401420122",""
"0.65","401300","","-55","40151","401300","0","31","","1401510001","1"
"-73","0","normal","0","40151","0","55","5","0","1401510002","1"
"","0","","","40151","0","","91","","1401510003",""
"-195","1000001","travel_topdrama_r_4000_idle","-20","40152","1","56","1","0","1401520001","1.75"
"-140","1000002","travel_topdrama_r_4000_idle","-260","40152","1","55","1","0","1401520002","1.75"
"-140","1000003","travel_topdrama_r_4000_idle","-450","40152","1","54","1","0","1401520003","1.75"
"-150","7","travel_topdrama_r_4013_static","435","40152","7","53","5","0","1401520004","1"
"-2000","8","travel_topdrama_r_4013_catch_1","-2000","40152","8","57","5","0","1401520005","1.75"
"1","401301","","0","40152","401301","0","31","","1401520006","1"
"1","401303","","0","40152","401303","0","31","","1401520007","1"
"1","401304","","78","40152","401304","40","31","","1401520008","0"
"1","4013042","","78","40152","401304","40","31","","1401520009","0"
"1","401315","","78","40152","401315","40","31","","1401520010","0"
"1","401316","","103","40152","401316","27","31","","1401520011","0"
"0.8","401307","","188","40152","401307","36","31","","1401520012","0"
"1","401309","","-15","40152","401309","120","31","","1401520013","0"
"1","401310","","-15","40152","401310","120","31","","1401520014","0"
"1","401311","","-10","40152","401311","120","31","","1401520015","0"
"1","401312","","-91","40152","401312","-42","31","","1401520016","0"
"1","4013122","","-91","40152","401312","-42","31","","1401520017","0"
"1","4013123","","-81","40152","401312","-42","31","","1401520018","0"
"1","401313","","0","40152","401313","0","31","","1401520019","0"
"1","4013132","","0","40152","401313","0","31","","1401520020","0"
"1","4013133","","0","40152","401313","0","31","","1401520021","0"
"1","401500","","0","40152","400015","0","31","","1401520022","1"
"","0","","","40152","0","","91","","1401520023",""
"","0","","","40152","1","","93","","1401520024",""
"1","travel_topdrama_r_4013_touch_1","","travel_topdrama_r_4013_touch_loop","40152","1000001","0","3","0.3","1401520025","0.2"
"","se_travel_top_aruma_01","","","40152","se_travel_top","","23","","1401520026",""
"","1","","","40152","401309","","32","","1401520027",""
"","0","","","40152","1","","93","","1401520028",""
"","travel_topdrama_r_4013_danger_1","","","40152","7","0","3","","1401520029","0"
"","0","","","40152","1.63","","93","","1401520030",""
"","se_travel_top_aruma_04","","","40152","se_travel_top","","23","","1401520031",""
"","0","","","40152","0.04","","93","","1401520032",""
"","travel_topdrama_r_4013_touch_loop","","","40152","1000001","1","3","","1401520033","0.3"
"","0","","","40152","0.4","","93","","1401520034",""
"","se_travel_top_aruma_05","","","40152","se_travel_top","","23","","1401520035",""
"","0","","","40152","0.83","","93","","1401520036",""
"0","-20","","0","40152","8","-195","2","","1401520037",""
"","travel_topdrama_r_4013_catch_1","","","40152","8","0","3","","1401520038","0"
"","se_travel_top_aruma_06","","","40152","se_travel_top","","23","","1401520039",""
"0","travel_topdrama_r_4013_safe","","travel_topdrama_r_4013_static","40152","7","0","3","0.1","1401520040","0.1"
"","travel_topdrama_r_4013_catch","","","40152","1000001","0","3","","1401520041","0.1"
"","1","","","40152","401313","","32","","1401520042",""
"","0","","","40152","0.66","","93","","1401520043",""
"","1","","","40152","401312","","32","","1401520044",""
"","se_travel_top_aruma_07","","","40152","se_travel_top","","23","","1401520045",""
"","0","","","40152","0.97","","93","","1401520046",""
"","1","","","40152","1000001","","4","","1401520047",""
