1784297dfd4d8bd64994f1db8891e5a35859445cc7372bb8bed7282f2bd69758,38e1674cd3faa49e37777ebcedb8f56427bf48630db41f68a773232874c2572f,f17fbfb9c70fa49a95ebf6d331522d5ffc4deb844303939a4db6cf9fef65eb78,4c712a1594b894759383d1718f3f0fba3b76567ddca6ba63d6068b8262deb7dd,fa8095ad3f161d4b825a498427eb4147239af4ed823c5e70c96a04d4578a34d3,4a3b8b7c31eaf92fb89a2affb89585e908ea6f86fb5d503ddd7afd37fb9e14ab,95412758fb969d3d9a787dd346086b1d103615393ad300e2c2b45fcb31f9f53d,0baa10550ba33479735881529a232c86bd47029c3075c8bd0efba78fa1cd274e,0a2b8d0c4641083fe491f3f665d017525c6285e5cc5c4d1329d7b289e8d443d1,6b37b9995796ffdc9cdade04b2e1b28c01d2b7f9e2f3564f5a64f6debc510baa,94bc72cf922e31f924a62c2b3e7aebebc04c3d4dd108eecb1760e334afd80393
"106011","68071","0","","3","surprise3_loop_anger2","0","5146068","0.2","1","surprise3_in_anger2"
"1060","68072","0","","3","surprise3_loop_anger2","0","5146068","0.2","1","surprise3_in_anger2"
"vo_apg","68073","0","","21","0","","5146068","","","vo_apg_0808"
"106011","68074","10","0","11","1","0","5146068","0","1","ハンドルとドーナツ間違えんな～っ！"
"0","68075","","","91","","","5146068","","",""
"106011","68076","","","4","","","5146068","","","0"
"1060","68077","","","4","","","5146068","","","0"
"106011","68078","1","","3","","","5146068","0.2","","surprise3_loop_surprise_slow"
"1060","68079","1","","3","","","5146068","0.2","","surprise3_loop_surprise_slow"
"105811","68080","0","","3","peko_slurp_loop","0","5146068","0.2","1","peko_slurp_in"
"1058","68081","0","","3","peko_slurp_loop","0","5146068","0.2","1","peko_slurp_in"
"130911","68082","0","","3","takeout_talk","0","5146068","0.2","1","takeout_in"
"97","68083","0","","3","takeout_talk","0","5146068","0.2","1","takeout_in"
"vo_apg","68084","0","","21","0","","5146068","","","vo_apg_0809"
"130911","68085","10","0","11","1","0","5146068","0","1","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪"
"0","68086","","","91","","","5146068","","",""
"130911","68087","1","","3","","","5146068","0.2","","takeout_idle"
"97","68088","1","","3","","","5146068","0.2","","takeout_idle"
"105811","68089","1","","3","","","5146068","0.2","","peko_slurp_loop"
"1058","68090","1","","3","","","5146068","0.2","","peko_slurp_loop"
"106011","68091","0","","3","cool_talk_jitome","0.2","5146068","0.2","1","cool_idle_jitome"
"1060","68092","0","","3","cool_talk_jitome","0.2","5146068","0.2","1","cool_idle_jitome_in"
"vo_apg","68093","0","","21","0","","5146068","","","vo_apg_0810"
"106011","68094","10","0","11","1","0","5146068","0","1","……\nドーナツはドーナツなのね…"
"0","68095","","","91","","","5146068","","",""
"68097","68096","","","101","","","5146068","","",""
"0","68097","","","22","","","5146068","","","0.2"
"1","69001","100","riri_idle","1","-225","0","5146069","1.8","-278","131311"
"5","69002","101","riri_idle","5","-225","0","5146069","1.8","-278","1313"
"1","69003","103","idle_normal","1","-385","0","5146069","1.8","-288","131411"
"2","69004","104","idle_normal","5","-385","0","5146069","1.8","-288","1314"
"1","69005","106","joy_idle_noface","1","225","1","5146069","1.8","-278","130911"
"1","69006","107","joy_idle_kururu","5","225","1","5146069","1.8","-278","98"
"131311","69007","","","13","","","5146069","","","200"
"131411","69008","","","13","","","5146069","","","203"
"130911","69009","","","13","","","5146069","","","206"
"9","69010","15","idle","5","0","0","5146069","0.85","-174","9"
"22","69011","210","empty","5","-307","0","5146069","1","12","22"
"21","69012","60","empty","5","0","0","5146069","1","153","21"
"1","69013","0","","31","0","","5146069","1","1","1"
"0","69014","","","91","","","5146069","","","0"
"0","69015","0","","102","","","5146069","","","0"
"1","69016","","","93","","","5146069","","","0"
"131311","69017","1","","3","","","5146069","0.2","","riri_talk_noface"
"1313","69018","1","","3","","","5146069","0.2","","riri_talk_noface"
"131411","69019","1","","3","","","5146069","0.2","","idle_normal_surprise_lookupS"
"1314","69020","1","","3","","","5146069","0.2","","idle_normal_surprise_lookupS"
"vo_apg","69021","0","","21","0","","5146069","","","vo_apg_0901"
"131311","69022","10","0","11","1","0","5146069","0","1","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？"
"0","69023","","","91","","","5146069","","",""
"131311","69024","1","","3","","","5146069","0.2","","riri_idle_lookup"
"1313","69025","1","","3","","","5146069","0.2","","riri_idle_lookup"
"21","69026","0","","3","","","5146069","0","","coffee_2_in"
"se_10055900","69027","0","","23","","","5146069","","","se_10055900_photo"
"0.1","69028","","","93","","","5146069","","","0"
"131411","69029","0","","3","talk_normal_joy_lookup","0.2","5146069","0.2","1","idle_normal_surprise_lookup"
"1314","69030","0","","3","talk_normal_joy_lookup","0.2","5146069","0.2","1","idle_normal_surprise_lookup"
"vo_apg","69031","0","","21","0","","5146069","","","vo_apg_0902"
"131411","69032","10","0","11","1","0","5146069","0","1","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？"
"0","69033","","","91","","","5146069","","",""
"131311","69034","1","","3","","","5146069","0.2","","riri_idle_surprise"
"1313","69035","1","","3","","","5146069","0.2","","riri_idle_surprise"
"131411","69036","1","","3","","","5146069","0.2","","idle_normal_surprise"
"1314","69037","1","","3","","","5146069","0.2","","idle_normal_surprise"
"130911","69038","0","","3","talk_normal_joy","0.2","5146069","0.2","1","handsup_to_talk"
"98","69039","1","","3","","0.2","5146069","0.2","","handsup"
"vo_apg","69040","0","","21","0","","5146069","","","vo_apg_0903"
"130911","69041","10","0","11","1","0","5146069","0","1","おめでとうございますですっ！！\nよく見つけてくださいましたっ！"
"0","69042","","","91","","","5146069","","",""
"130911","69043","1","","3","","","5146069","0.2","","joy_talk_anger"
"vo_apg","69044","0","","21","0","","5146069","","","vo_apg_0904"
"130911","69045","10","0","11","1","0","5146069","0","1","これはですねっ！\n『隠れかばばん君』です♪"
"0","69046","","","91","","","5146069","","",""
"130911","69047","1","","3","","","5146069","0.2","","joy_idle_doya"
"131311","69048","0","","3","notice_loop_shy","0","5146069","0.2","1","notice_in_shy"
"1313","69049","0","","3","notice_loop_shy","0","5146069","0.2","1","notice_in_shy"
"131411","69050","1","","3","","","5146069","0.2","","surprise_talk_normal"
"1314","69051","1","","3","","","5146069","0.2","","surprise_talk_normal"
"vo_apg","69052","0","","21","0","","5146069","","","vo_apg_0905"
"22","69053","0","","3","","","5146069","0","","0905_in"
"1.2","69054","","","93","","","5146069","","","1"
"22","69055","0","","3","","","5146069","0","","0905_mid"
"","69056","","","92","","","5146069","","",""
"22","69057","0","","3","","","5146069","0","","0905_out"
"0.2","69058","","","93","","","5146069","","","0"
"0","69059","","","91","","","5146069","","",""
"131311","69060","1","","3","","","5146069","0.2","","riri_sad_talk_dead"
"1313","69061","1","","3","","","5146069","0.2","","riri_sad_talk_dead"
"131411","69062","1","","3","","","5146069","0.2","","surprise_idle"
"1314","69063","1","","3","","","5146069","0.2","","surprise_idle"
"130911","69064","1","","3","","","5146069","0.2","","idle_normal_surprise2"
"vo_apg","69065","0","","21","0","","5146069","","","vo_apg_0906"
"131311","69066","10","0","11","1","0","5146069","0","1","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…"
"0","69067","","","91","","","5146069","","",""
"131311","69068","1","","3","","","5146069","0.2","","riri_sad_idle"
"1313","69069","1","","3","","","5146069","0.2","","riri_sad_idle"
"130911","69070","0","","3","talk_normal_dere","0.2","5146069","0.2","1","watawata"
"98","69071","0","","3","talk_normal_dere","0.2","5146069","0.2","1","watawata"
"vo_apg","69072","0","","21","0","","5146069","","","vo_apg_0907"
"130911","69073","10","0","11","1","0","5146069","0","1","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪"
"0","69074","","","91","","","5146069","","",""
"130911","69075","1","","3","","","5146069","0.2","","idle_normal_noface"
"98","69076","1","","3","","","5146069","0.2","","idle_normal_kururu"
"21","69077","0","","3","","","5146069","0","","coffee_2_out"
"131411","69078","1","","3","","","5146069","0.2","","clear_wish_talk_joy"
"1314","69079","1","","3","","","5146069","0.2","","clear_wish_talk_joy"
"vo_apg","69080","0","","21","0","","5146069","","","vo_apg_0908"
"131411","69081","10","0","11","1","0","5146069","0","1","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪"
"0","69082","","","91","","","5146069","","",""
"131411","69083","1","","3","","","5146069","0.2","","clear_wish_idle"
"1314","69084","1","","3","","","5146069","0.2","","clear_wish_idle"
"131311","69085","1","","3","","","5146069","0.2","","guts2_talk_joy3"
"1313","69086","1","","3","","","5146069","0.2","","guts2_talk_joy3"
"vo_apg","69087","0","","21","0","","5146069","","","vo_apg_0909"
"131311","69088","10","0","11","1","0","5146069","0","1","はい、リアさん！"
"0","69089","","","91","","","5146069","","",""
"131311","69090","1","","3","","","5146069","0.2","","riri_idle"
"1313","69091","1","","3","","","5146069","0.2","","riri_idle"
"131411","69092","1","","3","","","5146069","0.2","","clear_wish_idle_normal"
"1314","69093","1","","3","","","5146069","0.2","","clear_wish_idle_normal"
"130911","69094","1","","3","","","5146069","0.2","","talk_normal_anger"
"98","69095","1","","3","","","5146069","0.2","","talk_normal"
"vo_apg","69096","0","","21","0","","5146069","","","vo_apg_0910"
"130911","69097","10","0","11","1","0","5146069","0","1","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪"
"0","69098","","","91","","","5146069","","",""
"130911","69099","1","","3","","","5146069","0.2","","idle_normal_noface"
"98","69100","1","","3","","","5146069","0.2","","idle_normal_kururu"
"131311","69101","0","","3","idle_normal_joy2","0","5146069","0.2","1","riri_bow"
"1313","69102","0","","3","idle_normal_joy2","0","5146069","0.2","1","riri_bow"
"131411","69103","0","","3","idle_normal_joy2","0.2","5146069","0.2","1","clear_agree"
"1314","69104","0","","3","idle_normal_joy2","0.2","5146069","0.2","1","clear_agree"
"vo_apg","69105","0","","21","0","","5146069","","","vo_apg_0911"
"22","69106","0","","3","","","5146069","0","","0911_in"
"0.9","69107","","","93","","","5146069","","","1"
"22","69108","0","","3","","","5146069","0","","0911_mid"
"","69109","","","92","","","5146069","","",""
"22","69110","0","","3","","","5146069","0","","0911_out"
"0.2","69111","","","93","","","5146069","","","0"
"0","69112","","","91","","","5146069","","",""
"130911","69113","","","4","","","5146069","","","0"
"98","69114","","","4","","","5146069","","","0"
"131311","69115","1","","3","","","5146069","0.2","","walk_normal_slow"
"1313","69116","1","","3","","","5146069","0.2","","walk_normal_slow"
"131411","69117","1","","3","","","5146069","0.2","","walk_normal_slow"
"1314","69118","1","","3","","","5146069","0.2","","walk_normal_slow"
"130911","69119","1","","3","","","5146069","0.2","","walk_kyapi_slow"
"98","69120","1","","3","","","5146069","0.2","","walk_kyapi_slow"
"131311","69121","-278","","2","1.5","","5146069","","0","-75"
"1313","69122","-278","","2","1.5","","5146069","","0","-75"
"131411","69123","-288","","2","1.5","","5146069","","0","-225"
"1314","69124","-288","","2","1.5","","5146069","","0","-225"
"130911","69125","-278","","2","1.5","","5146069","","0","325"
"1.5","69126","","","93","","","5146069","","","0"
"131311","69127","","","4","","","5146069","","","1"
"1313","69128","","","4","","","5146069","","","1"
"130911","69129","","","4","","","5146069","","","1"
"131311","69130","1","","3","","","5146069","0.2","","idle_normal_surprise"
"1313","69131","1","","3","","","5146069","0.2","","idle_normal_surprise"
"131411","69132","0","","3","notice_loop_dere","0","5146069","0.2","1","notice_in_dere"
"1314","69133","0","","3","notice_loop_dere","0","5146069","0.2","1","notice_in_dere"
"130911","69134","1","","3","","","5146069","0.2","","idle_normal_surprise"
"vo_apg","69135","0","","21","0","","5146069","","","vo_apg_0912"
"131411","69136","10","0","11","1","0","5146069","0","1","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？"
"0","69137","","","91","","","5146069","","",""
"130911","69138","0","","3","","","5146069","0.2","","hawawa"
"vo_apg","69139","0","","21","0","","5146069","","","vo_apg_0913"
"130911","69140","10","0","11","1","0","5146069","-30","1","はわわっ！？"
"0","69141","","","91","","","5146069","","",""
"130911","69142","0","","3","","","5146069","0.1","","bowbowbow"
"131311","69143","","","4","","","5146069","","","0"
"1313","69144","","","4","","","5146069","","","0"
"131311","69145","1","","3","","","5146069","0.2","","riri_talk_noervous"
"1313","69146","1","","3","","","5146069","0.2","","riri_talk_noervous"
"131411","69147","0","","3","clear_smile_idle","0","5146069","0.2","1","clear_smile_in"
"1314","69148","0","","3","clear_smile_idle","0","5146069","0.2","1","clear_smile_in"
"131311","69149","2","0","12","0","0","5146069","0","0","2"
"131411","69150","2","0","12","0","0","5146069","0","0","2"
"130911","69151","2","0","12","0","0","5146069","-30","0","2"
"2","69152","","","93","","","5146069","","","0"
"69154","69153","","","101","","","5146069","","",""
"0","69154","","","22","","","5146069","","","0.2"
"1","70001","106","walk_normal_joy","1","0","1","5146070","1.8","-278","102111"
"1","70002","107","idle_normal","5","-195","0","5146070","1.8","-278","99"
"1","70003","108","idle_normal_noface","1","195","1","5146070","1.8","-278","130911"
"1","70004","109","idle_normal_kururu","5","195","1","5146070","1.8","-278","98"
"102111","70005","","","13","","","5146070","","","206"
"130911","70006","","","13","","","5146070","","","208"
"10","70007","15","idle","5","0","0","5146070","0.85","-174","10"
"20","70008","290","empty","5","-237","0","5146070","1","48","20"
"1","70009","0","","31","0","","5146070","1","1","1"
"2","70010","0","","31","-57.7","","5146070","1","1","2"
"2","70011","","","37","","","5146070","","","black"
"14","70012","-176","","31","-278","","5146070","0","1","14"
"0","70013","","","91","","","5146070","","","0"
"0","70014","0","","102","","","5146070","","","0"
"0.4","70015","","","93","","","5146070","","","0"
"2","70016","","","37","","","5146070","","","iris_out"
"102111","70017","-278","","2","2","","5146070","","0","-195"
"2","70018","","","93","","","5146070","","","0"
"102111","70019","","","4","","","5146070","","","0"
"102111","70020","1","","3","","","5146070","0.2","","idle_normal_joy"
"99","70021","1","","3","","","5146070","0.2","","idle_normal_joy"
"0.1","70022","","","93","","","5146070","","","0"
"102111","70023","1","","3","","","5146070","0.2","","wish_talk_noface"
"99","70024","1","","3","","","5146070","0.2","","kurumi_wish_talk"
"vo_apg","70025","0","","21","0","","5146070","","","vo_apg_1001"
"102111","70026","10","0","11","1","0","5146070","0","1","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪"
"0","70027","","","91","","","5146070","","",""
"102111","70028","0","","3","sad_talk_normal","0.2","5146070","0.2","1","notice_in_normal2"
"99","70029","0","","3","sad_talk","0.2","5146070","0.2","1","notice_in"
"vo_apg","70030","0","","21","0","","5146070","","","vo_apg_1002"
"102111","70031","10","0","11","1","0","5146070","0","1","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪"
"0","70032","","","91","","","5146070","","",""
"102111","70033","1","","3","","","5146070","0.2","","talk_normal_noface"
"99","70034","1","","3","","","5146070","0.2","","kurumi_talk_normal"
"vo_apg","70035","0","","21","0","","5146070","","","vo_apg_1003"
"102111","70036","10","0","11","1","0","5146070","0","1","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪"
"0","70037","","","91","","","5146070","","",""
"102111","70038","1","","3","","","5146070","0.2","","idle_normal_noface"
"99","70039","1","","3","","","5146070","0.2","","kurumi_idle_normal"
"130911","70040","1","","3","","","5146070","0.2","","kururu_wish_talk_joy"
"98","70041","1","","3","","","5146070","0.2","","kururu_wish_talk_joy"
"vo_apg","70042","0","","21","0","","5146070","","","vo_apg_1004"
"130911","70043","10","0","11","1","0","5146070","0","1","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……"
"0","70044","","","91","","","5146070","","",""
"130911","70045","1","","3","","","5146070","0.2","","kururu_wish_idle_surprise"
"98","70046","1","","3","","","5146070","0.2","","kururu_wish_idle_light"
"102111","70047","1","","3","","","5146070","0.2","","surprise_talk_dere"
"99","70048","1","","3","","","5146070","0.2","","surprise_talk_dere"
"vo_apg","70049","0","","21","0","","5146070","","","vo_apg_1005"
"102111","70050","10","0","11","1","0","5146070","0","1","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…"
"0","70051","","","91","","","5146070","","",""
"0","70052","","","22","","","5146070","","","0"
"102111","70053","0","","3","kurumi_witch_loop","0","5146070","0.2","1","kurumi_witch_in"
"99","70054","0","","3","kurumi_witch_loop","0","5146070","0.2","1","kurumi_witch_in"
"0.3","70055","","","93","","","5146070","","","0"
"0","70056","1.05","","121","1.05","","5146070","0","0","20"
"2","70057","","","37","","","5146070","","","fade105_in"
"30","70058","0.5","","122","","","5146070","","","30"
"130911","70059","1","","3","","","5146070","0","","kururu_wish_doteyes_static"
"vo_apg","70060","0","","21","0","","5146070","","","vo_apg_1006"
"20","70061","0","","3","","","5146070","0","","1006_in"
"1.2","70062","","","93","","","5146070","","","1"
"20","70063","0","","3","","","5146070","0","","1006_mid"
"","70064","","","92","","","5146070","","",""
"20","70065","0","","3","","","5146070","0","","1006_out"
"0.2","70066","","","93","","","5146070","","","0"
"102111","70067","0","","3","idle_normal","0","5146070","0.2","1","kurumi_witch_out"
"99","70068","0","","3","idle_normal","0","5146070","0.2","1","kurumi_witch_out"
"20","70069","-45","","2","0","","5146070","","0","305"
"2","70070","","","37","","","5146070","","","fade105_out"
"0","70071","1","","121","1","","5146070","0","0","0"
"30","70072","0.5","","122","","","5146070","","","30"
"130911","70073","0","","3","kururu_scared_idle","0","5146070","0.2","1","kururu_scared_in"
"vo_apg","70074","0","","21","0","","5146070","","","vo_apg_1007"
"20","70075","0","","3","","","5146070","0","","1007_in"
"1.2","70076","","","93","","","5146070","","","1"
"20","70077","0","","3","","","5146070","0","","1007_mid"
"","70078","","","92","","","5146070","","",""
"20","70079","0","","3","","","5146070","0","","1007_out"
"0.2","70080","","","93","","","5146070","","","0"
"20","70081","0","","3","","","5146070","0","","empty"
"102111","70082","1","","3","","","5146070","0.2","","worry_talk_lookdown"
"99","70083","1","","3","","","5146070","0.2","","worry_talk_lookdown"
"vo_apg","70084","0","","21","0","","5146070","","","vo_apg_1008"
"102111","70085","10","0","11","1","0","5146070","0","1","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？"
"0","70086","","","91","","","5146070","","",""
"130911","70087","1","","3","","","5146070","0.2","","kururu_scared_talk_dere"
"98","70088","1","","3","","","5146070","0.2","","kururu_scared_talk_dere"
"vo_apg","70089","0","","21","0","","5146070","","","vo_apg_1009"
"130911","70090","10","0","11","1","-60","5146070","-10","1","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…"
"0","70091","","","91","","","5146070","","",""
"130911","70092","1","","3","","","5146070","0.2","","kururu_scared_idle_noface"
"98","70093","1","","3","","","5146070","0.2","","kururu_scared_idle"
"102111","70094","1","","3","","","5146070","0.2","","anger_talk_dere_red"
"99","70095","1","","3","","","5146070","0.2","","anger_talk_dere_red"
"vo_apg","70096","0","","21","0","","5146070","","","vo_apg_1010"
"102111","70097","10","0","11","1","0","5146070","0","1","…そ、そんな天才だなんて…"
"0","70098","","","91","","","5146070","","",""
"0","70099","","","22","","","5146070","","","0"
"14","70100","","","32","","","5146070","","","1"
"102111","70101","0","","3","kurumi_shy_loop","0","5146070","0.2","1","kurumi_shy_in"
"99","70102","0","","3","kurumi_shy_loop","0","5146070","0.2","1","kurumi_shy_in"
"2.5","70103","","","93","","","5146070","","","0"
"130911","70104","1","","3","","","5146070","0.2","","kururu_scared_talk_dere"
"98","70105","1","","3","","","5146070","0.2","","kururu_scared_talk_dere"
"vo_apg","70106","0","","21","0","","5146070","","","vo_apg_1011"
"130911","70107","10","0","11","1","-60","5146070","-10","1","…あの"
"0","70108","","","91","","","5146070","","",""
"130911","70109","1","","3","","","5146070","0.2","","kururu_scared_talk_nervous"
"98","70110","0","","3","kururu_scared_talk_sweat_loop","0","5146070","0","1","kururu_scared_talk_sweat_in"
"vo_apg","70111","0","","21","0","","5146070","","","vo_apg_1012"
"130911","70112","10","0","11","1","-60","5146070","-10","1","腰抜けちゃいましたです…"
"0","70113","","","91","","","5146070","","",""
"70115","70114","","","101","","","5146070","","",""
"0","70115","","","22","","","5146070","","","0.2"
"1","71001","110","idle_normal","1","-1100","0","5146071","1.8","-278","130911"
"11","71002","106","idle","5","-193","0","5146071","0.5","-233","8"
"12","71003","107","idle","5","267","0","5146071","0.6","-233","9"
"130911","71004","","","13","","","5146071","","","210"
"8","71005","","","13","","","5146071","","","206"
"9","71006","","","13","","","5146071","","","207"
"10","71007","15","idle","5","0","0","5146071","0.85","-174","10"
"1","71008","0","","31","0","","5146071","1","1","1"
"2","71009","0","","31","0","","5146071","0","1","2"
"14","71010","0","","31","-278","","5146071","0","1","14"
"17","71011","0","","31","0","","5146071","0","1","17"
"18","71012","0","","31","0","","5146071","0","1","18"
"0","71013","","","91","","","5146071","","","0"
"0","71014","0","","102","","","5146071","","","0"
"0.2","71015","","","93","","","5146071","","","0"
"17","71016","","","32","","","5146071","","","1"
"0.5","71017","","","93","","","5146071","","","0"
"0","71018","","","93","","","5146071","","","0"
"3.5","71019","","","93","","","5146071","","","0"
"8","71020","2.2","0","12","0","0","5146071","0","0","12"
"9","71021","2.2","0","12","0","0","5146071","0","0","12"
"8","71022","1","","3","","","5146071","0.6","","lookup"
"9","71023","1","","3","","","5146071","0.6","","lookdown"
"130911","71024","-278","","2","3","","5146071","","0","-380"
"130911","71025","1","","3","","","5146071","0.2","","walk_normal"
"3","71026","","","93","","","5146071","","","0"
"130911","71027","1","","3","","","5146071","0.2","","kururu_surprise_talk"
"vo_apg","71028","0","","21","0","","5146071","","","vo_apg_1101"
"130911","71029","10","0","11","1","0","5146071","0","1","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…"
"0","71030","","","91","","","5146071","","",""
"0","71031","1.1","","121","1.1","","5146071","0","0","20"
"2","71032","","","32","","","5146071","","","1"
"2","71033","","","37","","","5146071","","","fade105_in"
"50","71034","0.5","","122","","","5146071","","","50"
"18","71035","","","32","","","5146071","","","1"
"se_10055900","71036","0","","23","","","5146071","","","se_10055900_bachibachi"
"130911","71037","0","","3","shock_loop_surprise2","0","5146071","0.2","1","shock_in_surprise2"
"vo_apg","71038","0","","21","0","","5146071","","","vo_apg_1102"
"130911","71039","10","0","11","1","0","5146071","-20","1","ひえぇっ！？\nバッチバチですますっ！？"
"0","71040","","","91","","","5146071","","",""
"0","71041","","","22","","","5146071","","","0"
"18","71042","","","32","","","5146071","","","0"
"2","71043","","","37","","","5146071","","","fade105_out"
"0","71044","1","","121","1","","5146071","11","0.5","0"
"130911","71045","1","","3","","","5146071","0.2","","walk_jog_sad_quick"
"8","71046","1","","3","","","5146071","0.4","","idle"
"9","71047","1","","3","","","5146071","0.4","","idle"
"130911","71048","-278","","2","0.5","","5146071","","0","0"
"0.3","71049","","","93","","","5146071","","","0"
"8","71050","1","","3","","","5146071","0.4","","idle"
"9","71051","1","","3","","","5146071","0.4","","idle"
"0.2","71052","","","93","","","5146071","","","0"
"130911","71053","","","4","","","5146071","","","1"
"130911","71054","1","","3","","","5146071","0","","kururu_worry_talk_lookdown"
"vo_apg","71055","0","","21","0","","5146071","","","vo_apg_1103"
"130911","71056","10","0","11","1","0","5146071","0","1","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪"
"0","71057","","","91","","","5146071","","",""
"130911","71058","","","4","","","5146071","","","0"
"130911","71059","1","","3","","","5146071","0","","kururu_worry_talk_lookup"
"vo_apg","71060","0","","21","0","","5146071","","","vo_apg_1104"
"130911","71061","10","0","11","1","0","5146071","0","1","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…"
"0","71062","","","91","","","5146071","","",""
"0","71063","1.15","","121","1.15","","5146071","10","10","40"
"14","71064","","","32","","","5146071","","","1"
"0","71065","","","22","","","5146071","","","0"
"130911","71066","","","4","","","5146071","","","0"
"130911","71067","1","","3","","","5146071","0.2","","kururu_wish_idle_search"
"8","71068","3","0","12","0","0","5146071","0","0","12"
"9","71069","3","0","12","0","0","5146071","0","0","12"
"4","71070","","","93","","","5146071","","","0"
"14","71071","","","32","","","5146071","","","0"
"8","71072","0","","3","approach_loop","0","5146071","0.2","1","approach_in"
"9","71073","0","","3","approach_loop","0","5146071","0.2","1","approach_in"
"8","71074","0.8","","6","0.8","10","5146071","0.6","1","0.8"
"9","71075","0.8","","6","0.8","10","5146071","0.6","1","0.8"
"0.6","71076","","","93","","","5146071","","","0"
"130911","71077","0","","3","kururu_down_loop","0","5146071","0.2","1","kururu_down_in"
"vo_apg","71078","0","","21","0","","5146071","","","vo_apg_1105"
"130911","71079","10","0","11","1","0","5146071","0","1","ひぃぃ…"
"0","71080","","","91","","","5146071","","",""
"71082","71081","","","101","","","5146071","","",""
"0","71082","","","22","","","5146071","","","0.2"
