8acf6ba8c07a5ae4623c1a540e457f85a3b371faca9b3bb2d358d22b6a2fad6f,5cef5cd936e214f4ab52e41aee85f21d06703cd1e8d3e994596dc10e395d2107,67b75e99d5088aa086dd5e09966264894657a434488f2b7033c657b71c7535c1,11d1c6d7e1ef08abb9fcd3609cbfef004411d4582fc4ca30e87c1a48be01c6e5,e0d93db2e12aba1b2e5f9dee9e3814f1f9982053be0bf03f7bbee14f224789b9,07f2eb4dc2d4c752a345f79bdad5a3d357498053ad4067732d9a8ae2ebf23f5a,da5e494ab8c30e2ad778088b2a6c3777c2f71d3d3c71287f14d647f8674095aa,860e73ae8d998cecf8b8140ed0cd21003505f7d6a556654e08911356dc80f9da,d234b4b2d9ac40e1cbc638c491c2fd894ccae70e3fe5f72ed84d668b3c158654,edb5196a9a9eddd98adf42cf427b60ff23c9d1a5f8ae276011f4e56b08763987,b4f3b586e5790a41a9536662ca920dafc2071c8c2c6c2b30bbecf29bb0714699
"3","105811","0","checkpoint_peko_in","checkpoint_peko_loop","1","92101","","0","1921010033","0"
"3","105911","0","checkpoint_kokkoro_in","checkpoint_kokkoro_loop","1","92101","","0","1921010034","0"
"3","106011","0","checkpoint_kyaru_in","checkpoint_kyaru_loop","1","92101","","0","1921010035","0"
"3","106411","0","checkpoint_shefy_in","checkpoint_shefy_loop","1","92101","","0","1921010036","0"
"140","6","0","0","","","92101","","","1921010037",""
"93","1.6","","0","","","92101","","","1921010038",""
"23","se_caravan","0","se_caravan_goal_arrival_niflhel","","","92101","","","1921010039",""
"32","5","","1","","","92101","","","1921010040",""
"3","118511","1","checkpoint_karin_clap","","","92101","","","1921010041","0.2"
"93","3","","0","","","92101","","","1921010042",""
"101","1921010044","","","","","92101","","","1921010043",""
"25","bgm_MC211","","bgm_MC211","","","92101","","","1921010044",""
"32","4","","0","","","92101","","","1921010045",""
"113","1","","","","","92101","","","1921010046",""
"93","0.3","","0","","","92101","","","1921010047",""
"32","2","","1","","","92101","","","1921010048",""
"93","0.4","","0","","","92101","","","1921010049",""
"6","100","1","1","1","0","92101","","0","1921010050","0"
"6","110","1","1","1","0","92101","","0","1921010051","0"
"32","0","","0","","","92101","","","1921010052",""
"32","5","","0","","","92101","","","1921010053",""
"32","9","","0","","","92101","","","1921010054",""
"6","105811","1","1","1","0","92101","","0","1921010055","0"
"6","105911","1","1","1","0","92101","","0","1921010056","0"
"6","106011","1","1","1","0","92101","","0","1921010057","0"
"6","106411","1","1","1","0","92101","","0","1921010058","0"
"6","118511","1","1","1","0","92101","","0","1921010059","0"
"91","0","","","","","92101","","","1921010060",""
"1","1","62","105811","0","-34","92102","empty","0","1921020001","1"
"1","1","66","105911","0","-34","92102","empty","0","1921020002","1"
"1","1","64","106011","0","-34","92102","empty","0","1921020003","1"
"1","1","64","106411","0","-34","92102","empty","0","1921020004","1"
"1","1","52","118511","0","-34","92102","empty","0","1921020005","1"
"5","900000","54","900000","0","-34","92102","empty","0","1921020006","1"
"6","105811","1","1","1","1","92102","","0","1921020007","0"
"6","105911","1","1","1","1","92102","","0","1921020008","0"
"6","106011","1","1","1","1","92102","","0","1921020009","0"
"6","106411","1","1","1","1","92102","","0","1921020010","0"
"6","118511","1","1","1","1","92102","","0","1921020011","0"
"2","105811","-34","0","0","1","92102","","0","1921020012","0"
"2","105911","-34","0","0","1","92102","","0","1921020013","0"
"2","106011","-34","0","0","1","92102","","0","1921020014","0"
"2","106411","-34","0","0","1","92102","","0","1921020015","0"
"31","921001","-250","921001","0","1","92102","","","1921020016","1"
"31","900002","0","900002","0","1","92102","","","1921020017","0"
"31","900003","0","900003","0","1","92102","","","1921020018","0"
"31","900006","0","900006","0","1","92102","","","1921020019","0"
"31","900008","0","900008","0","1","92102","","","1921020020","0"
"91","0","","0","","","92102","","","1921020021",""
"3","105811","1","treasure_peko","","","92102","","","1921020022","0"
"3","105911","1","treasure_kokkoro","","","92102","","","1921020023","0"
"3","106011","1","treasure_kyaru","","","92102","","","1921020024","0"
"3","106411","1","treasure_shefy","","","92102","","","1921020025","0"
"3","118511","0","treasure_karin_normal","","","92102","","","1921020026","0"
"3","900000","0","treasure_karin_normal","","","92102","","","1921020027","0"
"32","900006","","1","","","92102","","","1921020028",""
"32","900008","","1","","","92102","","","1921020029",""
"93","0.4","","0","","","92102","","","1921020030",""
"140","7","0","0","","","92102","","","1921020031",""
"93","3.9","","0","","","92102","","","1921020032",""
"101","1921020035","","","","","92102","","","1921020033",""
"32","900006","","0","","","92102","","","1921020034",""
"113","2","1","","1","0","92102","","0","1921020035","0.1"
"93","0.2","","0","","","92102","","","1921020036",""
"32","900003","","1","","","92102","","","1921020037",""
"93","0.2","","0","","","92102","","","1921020038",""
"32","921001","","0","","","92102","","","1921020039",""
"32","900006","","0","","","92102","","","1921020040",""
"6","105811","1","1","1","0","92102","","0","1921020041","0"
"6","105911","1","1","1","0","92102","","0","1921020042","0"
"6","106011","1","1","1","0","92102","","0","1921020043","0"
"6","106411","1","1","1","0","92102","","0","1921020044","0"
"6","118511","1","1","1","0","92102","","0","1921020045","0"
"6","900000","1","1","1","0","92102","","0","1921020046","0"
"93","0.1","","0","","","92102","","","1921020047",""
"1","1","62","105811","0","-34","92103","empty","0","1921030001","1"
"1","1","66","105911","0","-34","92103","empty","0","1921030002","1"
"1","1","64","106011","0","-34","92103","empty","0","1921030003","1"
"1","1","64","106411","0","-34","92103","empty","0","1921030004","1"
"1","1","52","118511","0","-34","92103","empty","0","1921030005","1"
"5","900000","54","900000","0","-34","92103","empty","0","1921030006","1"
"6","105811","1","1","1","1","92103","","0","1921030007","0"
"6","105911","1","1","1","1","92103","","0","1921030008","0"
"6","106011","1","1","1","1","92103","","0","1921030009","0"
"6","106411","1","1","1","1","92103","","0","1921030010","0"
"6","118511","1","1","1","1","92103","","0","1921030011","0"
"2","105811","-34","0","0","1","92103","","0","1921030012","0"
"2","105911","-34","0","0","1","92103","","0","1921030013","0"
"2","106011","-34","0","0","1","92103","","0","1921030014","0"
"2","106411","-34","0","0","1","92103","","0","1921030015","0"
"31","921001","-250","921001","0","1","92103","","","1921030016","1"
"31","900002","0","900002","0","1","92103","","","1921030017","0"
"31","900003","0","900003","0","1","92103","","","1921030018","0"
"31","900007","0","900007","0","1","92103","","","1921030019","0"
"31","900008","0","900008","0","1","92103","","","1921030020","0"
"91","0","","0","","","92103","","","1921030021",""
"3","105811","1","treasure_peko","","","92103","","","1921030022","0"
"3","105911","1","treasure_kokkoro","","","92103","","","1921030023","0"
"3","106011","1","treasure_kyaru","","","92103","","","1921030024","0"
"3","106411","1","treasure_shefy","","","92103","","","1921030025","0"
"3","118511","0","treasure_karin_rare","","","92103","","","1921030026","0"
"3","900000","0","treasure_karin_rare","","","92103","","","1921030027","0"
"32","900007","","1","","","92103","","","1921030028",""
"32","900008","","1","","","92103","","","1921030029",""
"93","0.4","","0","","","92103","","","1921030030",""
"140","7","0","0","","","92103","","","1921030031",""
"93","2.2","","0","","","92103","","","1921030032",""
"21","vo_caravan","0","vo_caravan_118501_appraise_001","0","","92103","","","1921030033",""
"93","2.7","","0","","","92103","","","1921030034",""
"101","1921030037","","","","","92103","","","1921030035",""
"32","900007","","0","","","92103","","","1921030036",""
"113","2","1","","1","0","92103","","0","1921030037","0.1"
"93","0.2","","0","","","92103","","","1921030038",""
"32","900003","","1","","","92103","","","1921030039",""
"93","0.2","","0","","","92103","","","1921030040",""
"32","921001","","0","","","92103","","","1921030041",""
"32","900007","","0","","","92103","","","1921030042",""
"32","900008","","0","","","92103","","","1921030043",""
"6","105811","1","1","1","0","92103","","0","1921030044","0"
"6","105911","1","1","1","0","92103","","0","1921030045","0"
"6","106011","1","1","1","0","92103","","0","1921030046","0"
"6","106411","1","1","1","0","92103","","0","1921030047","0"
"6","118511","1","1","1","0","92103","","0","1921030048","0"
"6","900000","1","1","1","0","92103","","0","1921030049","0"
"93","0.1","","0","","","92103","","","1921030050",""
"1","1","62","105811","0","-34","92201","empty","0","1922010001","1"
"1","1","66","105911","0","-34","92201","empty","0","1922010002","1"
"1","1","64","106011","0","-34","92201","empty","0","1922010003","1"
"1","1","65","106411","0","-34","92201","empty","0","1922010004","1"
"5","100","58","100","-1085","-266","92201","idle","1","1922010005","0.4"
"5","110","56","110","-1085","-266","92201","idle","1","1922010006","0.4"
"1","1","52","118511","0","-34","92201","empty","0","1922010007","1"
"5","14","62","11","-800","-300","92201","empty","0","1922010008","0.64"
"5","15","64","12","-1120","-300","92201","empty","0","1922010009","0.64"
"5","16","66","13","-970","-320","92201","empty","0","1922010010","0.64"
"5","200","58","200","-1120","-250","92201","empty","1","1922010011","0.75"
"31","921000","-300","0","0","1","92201","","","1922010012","0"
"31","900001","0","10","0","1","92201","","","1922010013","0"
"31","900002","0","11","0","1","92201","","","1922010014","0"
"31","900004","-1085","12","-266","1","92201","","","1922010015","0"
"31","900005","0","13","0","1","92201","","","1922010016","0"
"31","900011","-600","18","0","1","92201","","","1922010017","0"
"31","900009","0","17","-34","1","92201","","","1922010018","0"
"31","912001","0","912001","0","1","92201","","","1922010019","0"
"91","0","","0","","","92201","","","1922010020",""
"32","10","","1","","","92201","","","1922010021",""
"93","0.7","","0","","","92201","","","1922010022",""
"32","0","","1","","","92201","","","1922010023",""
"32","17","","1","","","92201","","","1922010024",""
"3","118511","1","checkpoint_karin_idle","","","92201","","","1922010025","0"
"26","0.5","","","","","92201","","","1922010026",""
"23","se_caravan","0","se_caravan_goal_amb_niflhel","","","92201","","","1922010027",""
"23","se_caravan","0","se_caravan_goal_onigiri","","","92201","","","1922010028",""
"93","0.5","","0","","","92201","","","1922010029",""
"3","100","0","run_checkpoint","idle","1","92201","","0","1922010030","0"
"3","110","0","run_checkpoint","idle","1","92201","","0","1922010031","0"
"32","12","","1","","","92201","","","1922010032",""
"2","100","-276","67","2.5","11","92201","","","1922010033",""
"2","110","-276","67","2.5","11","92201","","","1922010034",""
"33","12","-276","67","2.5","11","92201","","","1922010035",""
"93","2","","0","","","92201","","","1922010036",""
"23","se_caravan","0","se_caravan_goal_chara_appear","","","92201","","","1922010037",""
"3","105811","0","checkpoint_peko_in","checkpoint_peko_loop","1","92201","","0","1922010038","0"
"3","105911","0","checkpoint_kokkoro_in","checkpoint_kokkoro_loop","1","92201","","0","1922010039","0"
"3","106011","0","checkpoint_kyaru_in","checkpoint_kyaru_loop","1","92201","","0","1922010040","0"
"3","106411","0","checkpoint_shefy_in","checkpoint_shefy_loop","1","92201","","0","1922010041","0"
"140","6","0","0","","","92201","","","1922010042",""
"93","1.6","","0","","","92201","","","1922010043",""
"23","se_caravan","0","se_caravan_goal_arrival_niflhel","","","92201","","","1922010044",""
"32","13","","1","","","92201","","","1922010045",""
"3","118511","1","checkpoint_karin_clap","","","92201","","","1922010046","0.2"
"93","2.6","","0","","","92201","","","1922010047",""
"33","11","0","-600","1","3","92201","","","1922010048",""
"121","600","1","0","1","1","92201","","","1922010049","3"
"23","se_caravan","0","se_caravan_goal_bandy_appear","","","92201","","","1922010050",""
"3","11","0","run_gakkari","","","92201","","","1922010051",""
"3","12","0","run_gakkari","","","92201","","","1922010052",""
"3","13","0","run_gakkari","","","92201","","","1922010053",""
"3","200","0","run_gakkari","idle","1","92201","","0.1","1922010054",""
"32","912001","","1","","","92201","","","1922010055",""
"93","0.4","","0","","","92201","","","1922010056",""
"3","105811","1","checkpoint_peko_loop_r","","","92201","","","1922010057","0.1"
"3","105911","1","checkpoint_kokkoro_loop_r","","","92201","","","1922010058","0.1"
"3","106011","1","checkpoint_kyaru_loop_r","","","92201","","","1922010059","0.1"
"3","106411","1","checkpoint_shefy_loop_r","","","92201","","","1922010060","0.1"
"140","61","0","0","","","92201","","","1922010061",""
"93","0.1","","0","","","92201","","","1922010062",""
"32","18","","1","","","92201","","","1922010063",""
"93","3.7","","0","","","92201","","","1922010064",""
"101","1922010066","","","","","92201","","","1922010065",""
"25","bgm_MC211","","bgm_MC211","","","92201","","","1922010066",""
"32","12","","0","","","92201","","","1922010067",""
"32","912001","","0","","","92201","","","1922010068",""
"113","1","","","","","92201","","","1922010069",""
"93","0.3","","0","","","92201","","","1922010070",""
"32","11","","1","","","92201","","","1922010071",""
"93","0.4","","0","","","92201","","","1922010072",""
"32","0","","0","","","92201","","","1922010073",""
"32","13","","0","","","92201","","","1922010074",""
"32","18","","0","","","92201","","","1922010075",""
"32","17","","0","","","92201","","","1922010076",""
"6","105811","1","1","1","0","92201","","0","1922010077","0"
"6","105911","1","1","1","0","92201","","0","1922010078","0"
"6","106011","1","1","1","0","92201","","0","1922010079","0"
"6","106411","1","1","1","0","92201","","0","1922010080","0"
"6","100","1","1","1","0","92201","","0","1922010081","0"
"6","110","1","1","1","0","92201","","0","1922010082","0"
"6","118511","1","1","1","0","92201","","0","1922010083","0"
"6","11","1","1","1","0","92201","","0","1922010084","0"
"6","12","1","1","1","0","92201","","0","1922010085","0"
"6","13","1","1","1","0","92201","","0","1922010086","0"
"6","200","1","1","1","0","92201","","0","1922010087","0"
"121","0","1","0","1","0","92201","","","1922010088","3"
"33","11","0","0","0","0","92201","","","1922010089",""
"91","0","","","","","92201","","","1922010090",""
"1","1","62","105811","-1250","-50","92301","empty","0","1923010001","1"
"1","1","66","105911","-1390","-70","92301","empty","0","1923010002","1"
"1","1","64","106011","-1520","-50","92301","empty","0","1923010003","1"
"1","1","64","106411","-1660","-70","92301","empty","0","1923010004","1"
"5","100","58","100","-1085","-266","92301","idle","1","1923010005","0.4"
"5","110","56","110","-1085","-266","92301","idle","1","1923010006","0.4"
"5","14","64","11","285","-330","92301","empty","0","1923010007","0.64"
"5","15","66","12","570","-330","92301","empty","0","1923010008","0.64"
"5","16","62","13","425","-300","92301","empty","0","1923010009","0.64"
"5","200","58","200","570","-250","92301","empty","0","1923010010","0.75"
"31","921000","-300","0","0","1","92301","","","1923010011","0"
"31","900001","0","10","0","1","92301","","","1923010012","0"
"31","900002","0","11","0","1","92301","","","1923010013","0"
"31","912000","430","912000","0","1","92301","","","1923010014","0"
"31","912002","-1250","20021","-50","1","92301","","","1923010015","0"
"31","912002","-1390","20022","-70","1","92301","","","1923010016","0"
"31","912002","-1520","20023","-50","1","92301","","","1923010017","0"
"31","912002","-1660","20024","-70","1","92301","","","1923010018","0"
"31","900012","0","19","0","1","92301","","","1923010019","0"
"91","0","","0","","","92301","","","1923010020",""
"32","10","","1","","","92301","","","1923010021",""
"93","0.7","","0","","","92301","","","1923010022",""
"32","0","","1","","","92301","","","1923010023",""
"3","11","1","doya_wait","","","92301","","","1923010024",""
"3","12","1","doya_wait","","","92301","","","1923010025",""
"3","13","1","doya_wait","","","92301","","","1923010026",""
"3","200","1","idle","","","92301","","","1923010027",""
"32","912000","","1","","","92301","","","1923010028",""
"26","0.5","","","","","92301","","","1923010029",""
"23","se_caravan","0","se_caravan_goal_amb_niflhel","","","92301","","","1923010030",""
"23","se_caravan","0","se_caravan_goal_onigiri_bishoku_appear","","","92301","","","1923010031",""
"3","105811","1","run","","","92301","","","1923010032",""
"3","105911","1","run","","","92301","","","1923010033",""
"3","106011","1","run","","","92301","","","1923010034",""
"3","106411","1","run","","","92301","","","1923010035",""
"3","100","0","run_checkpoint","idle","1","92301","","0","1923010036","0"
"3","110","0","run_checkpoint","idle","1","92301","","0","1923010037","0"
"2","105811","-50","-150","2.5","11","92301","","","1923010038",""
"2","105911","-70","-290","2.5","11","92301","","","1923010039",""
"2","106011","-50","-420","2.5","11","92301","","","1923010040",""
"2","106411","-70","-560","2.5","11","92301","","","1923010041",""
"32","20021","","1","","","92301","","","1923010042",""
"32","20022","","1","","","92301","","","1923010043",""
"32","20023","","1","","","92301","","","1923010044",""
"32","20024","","1","","","92301","","","1923010045",""
"33","20021","-50","-150","2.5","11","92301","","","1923010046",""
"33","20022","-70","-290","2.5","11","92301","","","1923010047",""
"33","20023","-50","-420","2.5","11","92301","","","1923010048",""
"33","20024","-70","-560","2.5","11","92301","","","1923010049",""
"2","100","-276","-100","2.5","11","92301","","","1923010050",""
"2","110","-276","-100","2.5","11","92301","","","1923010051",""
"93","2.1","","0","","","92301","","","1923010052",""
"140","62","0","0","","","92301","","","1923010053",""
"32","19","","1","","","92301","","","1923010054",""
"93","0.4","","0","","","92301","","","1923010055",""
"3","105811","0","gakkari","","","92301","","","1923010056","0.3"
"3","105911","0","gakkari","","","92301","","","1923010057","0.3"
"3","106011","0","gakkari","","","92301","","","1923010058","0.3"
"3","106411","0","gakkari","","","92301","","","1923010059","0.3"
"93","0.9","","0","","","92301","","","1923010060",""
"3","11","0","doya_loop_in","doya_loop","1","92301","","","1923010061","0.1"
"3","12","0","doya_loop_in","doya_loop","1","92301","","","1923010062","0.1"
"3","13","0","doya_loop_in","doya_loop","1","92301","","","1923010063","0.1"
"93","2.9","","0","","","92301","","","1923010064",""
"101","1923010066","","","","","92301","","","1923010065",""
"25","bgm_MC211","","bgm_MC211","","","92301","","","1923010066",""
"32","20021","","0","","","92301","","","1923010067",""
"32","20022","","0","","","92301","","","1923010068",""
"32","20023","","0","","","92301","","","1923010069",""
"32","20024","","0","","","92301","","","1923010070",""
"113","1","","","","","92301","","","1923010071",""
"93","0.3","","0","","","92301","","","1923010072",""
"32","11","","1","","","92301","","","1923010073",""
"93","0.4","","0","","","92301","","","1923010074",""
"32","19","","0","","","92301","","","1923010075",""
"32","0","","0","","","92301","","","1923010076",""
"32","912000","","0","","","92301","","","1923010077",""
"6","105811","1","1","1","0","92301","","0","1923010078","0"
"6","105911","1","1","1","0","92301","","0","1923010079","0"
"6","106011","1","1","1","0","92301","","0","1923010080","0"
"6","106411","1","1","1","0","92301","","0","1923010081","0"
"6","100","1","1","1","0","92301","","0","1923010082","0"
"6","110","1","1","1","0","92301","","0","1923010083","0"
"6","11","1","1","1","0","92301","","0","1923010084","0"
"6","12","1","1","1","0","92301","","0","1923010085","0"
"6","13","1","1","1","0","92301","","0","1923010086","0"
"6","200","1","1","1","0","92301","","0","1923010087","0"
"91","0","","","","","92301","","","1923010088",""
"1","1","62","105811","0","-34","92401","empty","0","1924010001","1"
"1","1","66","105911","0","-34","92401","empty","0","1924010002","1"
"1","1","64","106011","0","-34","92401","empty","0","1924010003","1"
"1","1","65","106411","0","-34","92401","empty","0","1924010004","1"
"1","1","52","118511","0","-34","92401","empty","0","1924010005","1"
"5","100","58","100","-1085","-266","92401","idle","1","1924010006","0.4"
"5","110","56","110","-1085","-266","92401","idle","1","1924010007","0.4"
"31","904000","0","40","0","1","92401","","","1924010008","0"
"31","904001","0","41","0","1","92401","","","1924010009","0"
"31","904002","0","42","0","1","92401","","","1924010010","0"
"31","921000","-300","0","0","1","92401","","","1924010011","0"
"31","900002","0","1","0","1","92401","","","1924010012","0"
"31","900002","0","2","0","1","92401","","","1924010013","0"
"31","900002","0","3","0","1","92401","","","1924010014","0"
"31","900004","-1085","4","-266","1","92401","","","1924010015","0"
"31","900005","0","5","0","1","92401","","","1924010016","0"
"31","900009","0","9","-34","1","92401","","","1924010017","0"
"91","0","","0","","","92401","","","1924010018",""
"32","1","","1","","","92401","","","1924010019",""
"93","0.4","","0","","","92401","","","1924010020",""
"32","40","","1","","","92401","","","1924010021",""
"32","41","","1","","","92401","","","1924010022",""
"32","42","","1","","","92401","","","1924010023",""
"23","se_caravan","0","se_caravan_section_skip","","","92401","","","1924010024",""
"21","vo_caravan","0","vo_caravan_onigiriskip","","","92401","","","1924010025",""
"2","100","-266","240","0","11","92401","","","1924010026",""
"2","110","-266","240","0","11","92401","","","1924010027",""
"3","100","1","skip","","","92401","","","1924010028",""
"3","110","1","skip","","","92401","","","1924010029",""
"93","2.2","","0","","","92401","","","1924010030",""
"32","2","","1","","","92401","","","1924010031",""
"93","0.4","","0","","","92401","","","1924010032",""
"32","40","","0","","","92401","","","1924010033",""
"32","41","","0","","","92401","","","1924010034",""
"32","42","","0","","","92401","","","1924010035",""
"2","100","-266","-1085","0","11","92401","","","1924010036",""
"2","110","-266","-1085","0","11","92401","","","1924010037",""
"32","0","","1","","","92401","","","1924010038",""
"32","9","","1","","","92401","","","1924010039",""
"3","118511","1","checkpoint_karin_idle","","","92401","","","1924010040","0"
"26","0.5","","","","","92401","","","1924010041",""
"23","se_caravan","0","se_caravan_goal_amb_niflhel","","","92401","","","1924010042",""
"93","0.9","","0","","","92401","","","1924010043",""
"23","se_caravan","0","se_caravan_goal_onigiri","","","92401","","","1924010044",""
"93","0.5","","0","","","92401","","","1924010045",""
"3","100","0","run_checkpoint","idle","1","92401","","0","1924010046","0"
"3","110","0","run_checkpoint","idle","1","92401","","0","1924010047","0"
"32","4","","1","","","92401","","","1924010048",""
"2","100","-276","67","2.5","11","92401","","","1924010049",""
"2","110","-276","67","2.5","11","92401","","","1924010050",""
"33","4","-276","67","2.5","11","92401","","","1924010051",""
"93","2","","0","","","92401","","","1924010052",""
"23","se_caravan","0","se_caravan_goal_chara_appear","","","92401","","","1924010053",""
"3","105811","0","checkpoint_peko_in","checkpoint_peko_loop","1","92401","","0","1924010054","0"
"3","105911","0","checkpoint_kokkoro_in","checkpoint_kokkoro_loop","1","92401","","0","1924010055","0"
"3","106011","0","checkpoint_kyaru_in","checkpoint_kyaru_loop","1","92401","","0","1924010056","0"
"3","106411","0","checkpoint_shefy_in","checkpoint_shefy_loop","1","92401","","0","1924010057","0"
"140","6","0","0","","","92401","","","1924010058",""
"93","1.6","","0","","","92401","","","1924010059",""
"23","se_caravan","0","se_caravan_goal_arrival_niflhel","","","92401","","","1924010060",""
"32","5","","1","","","92401","","","1924010061",""
"3","118511","1","checkpoint_karin_clap","","","92401","","","1924010062","0.2"
"93","3","","0","","","92401","","","1924010063",""
"101","1924010065","","","","","92401","","","1924010064",""
"25","bgm_MC211","","bgm_MC211","","","92401","","","1924010065",""
"32","4","","0","","","92401","","","1924010066",""
"113","1","","","","","92401","","","1924010067",""
"93","0.3","","0","","","92401","","","1924010068",""
"32","3","","1","","","92401","","","1924010069",""
"93","0.4","","0","","","92401","","","1924010070",""
"6","100","1","1","1","0","92401","","0","1924010071","0"
"6","110","1","1","1","0","92401","","0","1924010072","0"
"32","0","","0","","","92401","","","1924010073",""
"32","5","","0","","","92401","","","1924010074",""
"32","9","","0","","","92401","","","1924010075",""
"6","105811","1","1","1","0","92401","","0","1924010076","0"
"6","105911","1","1","1","0","92401","","0","1924010077","0"
"6","106011","1","1","1","0","92401","","0","1924010078","0"
"6","106411","1","1","1","0","92401","","0","1924010079","0"
"6","118511","1","1","1","0","92401","","0","1924010080","0"
"91","0","","","","","92401","","","1924010081",""
