7e57c23b1e7afe876bbe880c93c4cf4eb4d9def973b2fdf0d831e4c805350459,646beb876c266dafadcba0c771bb6c803779378840e4c4144e05d83b1e77a456,03d6121bd39b59e19c5ffbef5e260e35bb5cac411344c53dff2f575760542b12,4a380cd8ecd58bbf3dc87e1865362eb807c488a385da4ea361272da78e82c552,0d34ef785c9489d74733c196aa35d7a066f3bbe76d900a86c537f27865ab0eee,5437707d597fa878936ec4234655760fa50c953094a0b962b0304eb798314477,373167100aa1c50a005de8e9f0e1cd52a827bc2af8c18ef9b97a830a67fc11d2,214b3babe9dab3815bf1cb40e713ff65683521d6449e8dac2803e019c734640e,90e6741533ee9e7992ad2d8ec4b4f948beb6a46c985180a8e04b131a5e8ecad7,8a7d14d74cf1670fa22ecf96ab39ba7e18c4339f1a94d3684f938f6c705aed6c,7089a101635aec1e11bc85930122af140fbb059b229d07614ee13595b4f10638,411997a4a5411f9090a4449fc848308b3cc5e50396afbca02a84c0fae6474a21,1636cb52adc6398fcbca146ca4d9bbcd23ce1e8b5f066da5c89b5facbfce7eba,18795ad64c101ded0c26752d32d5b78731f9b64a9af67e1a4e1574bfc9f6d02e,71ce2d713b59642d885477a80df4013eeff0d418c7e641d877651430c21e09f9,f7d6af31345f92b694a133d61bc65085f9a9b338e4f493478af5ee14e587bffa,76cad1037fd8ae94897dfcab1201c38afd8178e682663185c988c7f0824ff306,b214eaa63fbada8ac6ed1d9fe527bf581e34cea26a683c91d1d9516c012a1c07,35b7cd5b84475b357ebc7fa4893ac7de0dca4c03b4714ff8179b82bf03563ab4,cd9b37d54a1964b0081126528aca464638e2423d53e85d418e36cab52654d0da,a4a86d3c7e93f3414847d729cb34db6c201a59ff8de76764a436d0e9b1806530
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","759","2","90006","0","1072"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","760","2","90006","0","1072"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","761","2","90006","0","1072"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","762","2","90006","0","1072"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","763","2","90006","0","1072"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","764","2","90006","0","1072"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","765","2","90006","0","1072"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","766","2","90006","0","1072"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","767","2","90006","0","1072"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","768","2","90006","0","1072"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","769","2","90006","0","1072"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","770","2","90006","0","1073"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","771","2","90006","0","1073"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","772","2","90006","0","1073"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","773","2","90006","0","1073"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","774","2","90006","0","1073"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","775","2","90006","0","1073"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","776","2","90006","0","1073"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","777","2","90006","0","1073"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","778","2","90006","0","1073"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","779","2","90006","0","1073"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","780","2","90006","0","1073"
"1","91002","0","5000","31145","0","1","30","5000","0","2","8","100","0","0","0","781","2","90006","0","1074"
"101","91002","0","4500","31145","0","1","25","4500","0","2","8","300","0","0","0","782","2","90006","0","1074"
"301","91002","0","4000","31145","0","1","20","4000","0","2","8","500","0","0","0","783","2","90006","0","1074"
"501","91002","0","3500","31145","0","1","18","3500","0","2","8","1000","0","0","0","784","2","90006","0","1074"
"1001","91002","0","3000","31145","0","1","16","3000","0","2","8","2000","0","0","0","785","2","90006","0","1074"
"2001","91002","0","2500","31145","0","1","14","2500","0","2","8","4500","0","0","0","786","2","90006","0","1074"
"4501","91002","0","2000","31145","0","1","12","2000","0","2","8","7000","0","0","0","787","2","90006","0","1074"
"7001","91002","0","1500","31145","0","1","10","1500","0","2","8","10000","0","0","0","788","2","90006","0","1074"
"10001","91002","0","1000","31145","0","1","8","1000","0","2","8","15000","0","0","0","789","2","90006","0","1074"
"15001","91002","0","750","31145","0","1","7","750","0","2","8","20000","0","0","0","790","2","90006","0","1074"
"20001","91002","0","500","31145","0","1","5","500","0","2","8","-1","0","0","0","791","2","90006","0","1074"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","792","2","90006","0","1075"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","793","2","90006","0","1075"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","794","2","90006","0","1075"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","795","2","90006","0","1075"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","796","2","90006","0","1075"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","797","2","90006","0","1075"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","798","2","90006","0","1075"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","799","2","90006","0","1075"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","800","2","90006","0","1075"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","801","2","90006","0","1075"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","802","2","90006","0","1075"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","803","2","90006","0","1076"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","804","2","90006","0","1076"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","805","2","90006","0","1076"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","806","2","90006","0","1076"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","807","2","90006","0","1076"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","808","2","90006","0","1076"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","809","2","90006","0","1076"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","810","2","90006","0","1076"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","811","2","90006","0","1076"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","812","2","90006","0","1076"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","813","2","90006","0","1076"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","814","2","90006","0","1077"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","815","2","90006","0","1077"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","816","2","90006","0","1077"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","817","2","90006","0","1077"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","818","2","90006","0","1077"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","819","2","90006","0","1077"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","820","2","90006","0","1077"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","821","2","90006","0","1077"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","822","2","90006","0","1077"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","823","2","90006","0","1077"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","824","2","90006","0","1077"
"1","91002","0","5000","31214","0","1","30","5000","0","2","8","100","0","0","0","825","2","90006","0","1078"
"101","91002","0","4500","31214","0","1","25","4500","0","2","8","300","0","0","0","826","2","90006","0","1078"
"301","91002","0","4000","31214","0","1","20","4000","0","2","8","500","0","0","0","827","2","90006","0","1078"
"501","91002","0","3500","31214","0","1","18","3500","0","2","8","1000","0","0","0","828","2","90006","0","1078"
"1001","91002","0","3000","31214","0","1","16","3000","0","2","8","2000","0","0","0","829","2","90006","0","1078"
"2001","91002","0","2500","31214","0","1","14","2500","0","2","8","4500","0","0","0","830","2","90006","0","1078"
"4501","91002","0","2000","31214","0","1","12","2000","0","2","8","7000","0","0","0","831","2","90006","0","1078"
"7001","91002","0","1500","31214","0","1","10","1500","0","2","8","10000","0","0","0","832","2","90006","0","1078"
"10001","91002","0","1000","31214","0","1","8","1000","0","2","8","15000","0","0","0","833","2","90006","0","1078"
"15001","91002","0","750","31214","0","1","7","750","0","2","8","20000","0","0","0","834","2","90006","0","1078"
"20001","91002","0","500","31214","0","1","5","500","0","2","8","-1","0","0","0","835","2","90006","0","1078"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","836","2","90006","0","1079"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","837","2","90006","0","1079"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","838","2","90006","0","1079"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","839","2","90006","0","1079"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","840","2","90006","0","1079"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","841","2","90006","0","1079"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","842","2","90006","0","1079"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","843","2","90006","0","1079"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","844","2","90006","0","1079"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","845","2","90006","0","1079"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","846","2","90006","0","1079"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","847","2","90006","0","1080"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","848","2","90006","0","1080"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","849","2","90006","0","1080"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","850","2","90006","0","1080"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","851","2","90006","0","1080"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","852","2","90006","0","1080"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","853","2","90006","0","1080"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","854","2","90006","0","1080"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","855","2","90006","0","1080"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","856","2","90006","0","1080"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","857","2","90006","0","1080"
"1","91002","0","5000","31145","0","1","30","5000","0","2","8","100","0","0","0","858","2","90006","0","1081"
"101","91002","0","4500","31145","0","1","25","4500","0","2","8","300","0","0","0","859","2","90006","0","1081"
"301","91002","0","4000","31145","0","1","20","4000","0","2","8","500","0","0","0","860","2","90006","0","1081"
"501","91002","0","3500","31145","0","1","18","3500","0","2","8","1000","0","0","0","861","2","90006","0","1081"
"1001","91002","0","3000","31145","0","1","16","3000","0","2","8","2000","0","0","0","862","2","90006","0","1081"
"2001","91002","0","2500","31145","0","1","14","2500","0","2","8","4500","0","0","0","863","2","90006","0","1081"
"4501","91002","0","2000","31145","0","1","12","2000","0","2","8","7000","0","0","0","864","2","90006","0","1081"
"7001","91002","0","1500","31145","0","1","10","1500","0","2","8","10000","0","0","0","865","2","90006","0","1081"
"10001","91002","0","1000","31145","0","1","8","1000","0","2","8","15000","0","0","0","866","2","90006","0","1081"
"15001","91002","0","750","31145","0","1","7","750","0","2","8","20000","0","0","0","867","2","90006","0","1081"
"20001","91002","0","500","31145","0","1","5","500","0","2","8","-1","0","0","0","868","2","90006","0","1081"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","869","2","90006","0","1082"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","870","2","90006","0","1082"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","871","2","90006","0","1082"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","872","2","90006","0","1082"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","873","2","90006","0","1082"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","874","2","90006","0","1082"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","875","2","90006","0","1082"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","876","2","90006","0","1082"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","877","2","90006","0","1082"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","878","2","90006","0","1082"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","879","2","90006","0","1082"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","880","2","90006","0","1083"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","881","2","90006","0","1083"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","882","2","90006","0","1083"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","883","2","90006","0","1083"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","884","2","90006","0","1083"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","885","2","90006","0","1083"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","886","2","90006","0","1083"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","887","2","90006","0","1083"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","888","2","90006","0","1083"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","889","2","90006","0","1083"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","890","2","90006","0","1083"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","891","2","90006","0","1084"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","892","2","90006","0","1084"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","893","2","90006","0","1084"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","894","2","90006","0","1084"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","895","2","90006","0","1084"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","896","2","90006","0","1084"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","897","2","90006","0","1084"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","898","2","90006","0","1084"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","899","2","90006","0","1084"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","900","2","90006","0","1084"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","901","2","90006","0","1084"
"1","91002","0","5000","31214","0","1","30","5000","0","2","8","100","0","0","0","902","2","90006","0","1085"
"101","91002","0","4500","31214","0","1","25","4500","0","2","8","300","0","0","0","903","2","90006","0","1085"
"301","91002","0","4000","31214","0","1","20","4000","0","2","8","500","0","0","0","904","2","90006","0","1085"
"501","91002","0","3500","31214","0","1","18","3500","0","2","8","1000","0","0","0","905","2","90006","0","1085"
"1001","91002","0","3000","31214","0","1","16","3000","0","2","8","2000","0","0","0","906","2","90006","0","1085"
"2001","91002","0","2500","31214","0","1","14","2500","0","2","8","4500","0","0","0","907","2","90006","0","1085"
"4501","91002","0","2000","31214","0","1","12","2000","0","2","8","7000","0","0","0","908","2","90006","0","1085"
"7001","91002","0","1500","31214","0","1","10","1500","0","2","8","10000","0","0","0","909","2","90006","0","1085"
"10001","91002","0","1000","31214","0","1","8","1000","0","2","8","15000","0","0","0","910","2","90006","0","1085"
"15001","91002","0","750","31214","0","1","7","750","0","2","8","20000","0","0","0","911","2","90006","0","1085"
"20001","91002","0","500","31214","0","1","5","500","0","2","8","-1","0","0","0","912","2","90006","0","1085"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","913","2","90006","0","1086"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","914","2","90006","0","1086"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","915","2","90006","0","1086"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","916","2","90006","0","1086"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","917","2","90006","0","1086"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","918","2","90006","0","1086"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","919","2","90006","0","1086"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","920","2","90006","0","1086"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","921","2","90006","0","1086"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","922","2","90006","0","1086"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","923","2","90006","0","1086"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","924","2","90006","0","1087"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","925","2","90006","0","1087"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","926","2","90006","0","1087"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","927","2","90006","0","1087"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","928","2","90006","0","1087"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","929","2","90006","0","1087"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","930","2","90006","0","1087"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","931","2","90006","0","1087"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","932","2","90006","0","1087"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","933","2","90006","0","1087"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","934","2","90006","0","1087"
"1","91002","0","5000","31145","0","1","30","5000","0","2","8","100","0","0","0","935","2","90006","0","1088"
"101","91002","0","4500","31145","0","1","25","4500","0","2","8","300","0","0","0","936","2","90006","0","1088"
"301","91002","0","4000","31145","0","1","20","4000","0","2","8","500","0","0","0","937","2","90006","0","1088"
"501","91002","0","3500","31145","0","1","18","3500","0","2","8","1000","0","0","0","938","2","90006","0","1088"
"1001","91002","0","3000","31145","0","1","16","3000","0","2","8","2000","0","0","0","939","2","90006","0","1088"
"2001","91002","0","2500","31145","0","1","14","2500","0","2","8","4500","0","0","0","940","2","90006","0","1088"
"4501","91002","0","2000","31145","0","1","12","2000","0","2","8","7000","0","0","0","941","2","90006","0","1088"
"7001","91002","0","1500","31145","0","1","10","1500","0","2","8","10000","0","0","0","942","2","90006","0","1088"
"10001","91002","0","1000","31145","0","1","8","1000","0","2","8","15000","0","0","0","943","2","90006","0","1088"
"15001","91002","0","750","31145","0","1","7","750","0","2","8","20000","0","0","0","944","2","90006","0","1088"
"20001","91002","0","500","31145","0","1","5","500","0","2","8","-1","0","0","0","945","2","90006","0","1088"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","946","2","90006","0","1089"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","947","2","90006","0","1089"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","948","2","90006","0","1089"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","949","2","90006","0","1089"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","950","2","90006","0","1089"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","951","2","90006","0","1089"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","952","2","90006","0","1089"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","953","2","90006","0","1089"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","954","2","90006","0","1089"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","955","2","90006","0","1089"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","956","2","90006","0","1089"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","957","2","90006","0","1090"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","958","2","90006","0","1090"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","959","2","90006","0","1090"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","960","2","90006","0","1090"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","961","2","90006","0","1090"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","962","2","90006","0","1090"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","963","2","90006","0","1090"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","964","2","90006","0","1090"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","965","2","90006","0","1090"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","966","2","90006","0","1090"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","967","2","90006","0","1090"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","968","2","90006","0","1091"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","969","2","90006","0","1091"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","970","2","90006","0","1091"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","971","2","90006","0","1091"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","972","2","90006","0","1091"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","973","2","90006","0","1091"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","974","2","90006","0","1091"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","975","2","90006","0","1091"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","976","2","90006","0","1091"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","977","2","90006","0","1091"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","978","2","90006","0","1091"
"1","91002","0","5000","31232","0","1","30","5000","0","2","8","100","0","0","0","979","2","90006","0","1092"
"101","91002","0","4500","31232","0","1","25","4500","0","2","8","300","0","0","0","980","2","90006","0","1092"
"301","91002","0","4000","31232","0","1","20","4000","0","2","8","500","0","0","0","981","2","90006","0","1092"
"501","91002","0","3500","31232","0","1","18","3500","0","2","8","1000","0","0","0","982","2","90006","0","1092"
"1001","91002","0","3000","31232","0","1","16","3000","0","2","8","2000","0","0","0","983","2","90006","0","1092"
"2001","91002","0","2500","31232","0","1","14","2500","0","2","8","4500","0","0","0","984","2","90006","0","1092"
"4501","91002","0","2000","31232","0","1","12","2000","0","2","8","7000","0","0","0","985","2","90006","0","1092"
"7001","91002","0","1500","31232","0","1","10","1500","0","2","8","10000","0","0","0","986","2","90006","0","1092"
"10001","91002","0","1000","31232","0","1","8","1000","0","2","8","15000","0","0","0","987","2","90006","0","1092"
"15001","91002","0","750","31232","0","1","7","750","0","2","8","20000","0","0","0","988","2","90006","0","1092"
"20001","91002","0","500","31232","0","1","5","500","0","2","8","-1","0","0","0","989","2","90006","0","1092"
"1","91002","0","5000","31214","0","1","30","5000","0","2","8","100","0","0","0","990","2","90006","0","1093"
"101","91002","0","4500","31214","0","1","25","4500","0","2","8","300","0","0","0","991","2","90006","0","1093"
"301","91002","0","4000","31214","0","1","20","4000","0","2","8","500","0","0","0","992","2","90006","0","1093"
"501","91002","0","3500","31214","0","1","18","3500","0","2","8","1000","0","0","0","993","2","90006","0","1093"
"1001","91002","0","3000","31214","0","1","16","3000","0","2","8","2000","0","0","0","994","2","90006","0","1093"
"2001","91002","0","2500","31214","0","1","14","2500","0","2","8","4500","0","0","0","995","2","90006","0","1093"
"4501","91002","0","2000","31214","0","1","12","2000","0","2","8","7000","0","0","0","996","2","90006","0","1093"
"7001","91002","0","1500","31214","0","1","10","1500","0","2","8","10000","0","0","0","997","2","90006","0","1093"
"10001","91002","0","1000","31214","0","1","8","1000","0","2","8","15000","0","0","0","998","2","90006","0","1093"
"15001","91002","0","750","31214","0","1","7","750","0","2","8","20000","0","0","0","999","2","90006","0","1093"
"20001","91002","0","500","31214","0","1","5","500","0","2","8","-1","0","0","0","1000","2","90006","0","1093"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","1001","2","90006","0","1094"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","1002","2","90006","0","1094"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","1003","2","90006","0","1094"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","1004","2","90006","0","1094"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","1005","2","90006","0","1094"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","1006","2","90006","0","1094"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","1007","2","90006","0","1094"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","1008","2","90006","0","1094"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","1009","2","90006","0","1094"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","1010","2","90006","0","1094"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","1011","2","90006","0","1094"
