aa77f205d56789a5d4e0f20c4511109decd4107fb5794ac855d890abadf85113,de95e74baf452e99d35f199c71887e9ec8e571d15a2211402853574518789ad0,e9b1c8ad1683f17301762e7d55ce57c4ca119a86b86368f301b10488ff827ad5,fadefed80d55b1bec7e3242e7dac71d8ee60119266fbdf0c96ffe419930de9ff,e761191d54ffc9c5ffe13a7ac775b26ab5168441370b0d0056710a35d8e9e2b7,99fd95186da4c3afeca9b62d9758725d69ec6266aff68e464cb73e031f5c6be0,ad68071cfbe1085d9b4e337473dfd9bf1d4135b47b888dbd6758119f639007a9,7ca076144d9a7681987fb66598246a0ede028f8031307e40e19f83aa70630752,acc73b721f201d2957e36a331aca67008d592e60530f71a5b3951aa26db7458e,1d5a05a1307f02825a9e09083aa9a53d398ba893af331af50afa7d29f53df458,a48633e78962c25a81134a2ad81b812a47ccb65b9cb715d94d60a21ee04ed91d
"vo_wac_31714","21","","vo_wac_31714_002","0","0","31714","","","","31714066"
"105911","11","0","主さまに「あーん」を……！？\nむぅ……仕方ありません。\n今日だけはお譲りしましょう。\n……一口だけでございますよ。","10","1","31714","0","0.5","1","31714067"
"0","91","","","","","31714","","","","31714068"
"105911","3","0.2","wac_birthday_idle_sad","1","","31714","","","","31714069"
"118111","3","0.2","wac_birthday_talk_normal","1","","31714","","","","31714070"
"vo_wac_31714","21","","vo_wac_31714_003","0","0","31714","","","","31714071"
"118111","11","0","あ、ありがとう……！\nじゃあさっそく、切り分けるわね……？\nふふっ……一番おいしいところ……\nあなたに、あげる……♪","10","1","31714","0","0.5","1","31714072"
"10","93","","1","","","31714","","","","31714073"
"118111","3","0.2","wac_birthday_talk_wish","1","","31714","","","","31714074"
"31714072","91","","","","","31714","","","","31714075"
"0","22","","","","","31714","","","","31714076"
"bgm_M321","25","","bgm_M321_2C","","","32114","","","","32114001"
"1","1","2","102611","250","-1000","32114","0","wac_birthday_idle_normal","-70","32114002"
"1","1","2","105211","256","200","32114","1","wac_birthday_idle_normal","-270","32114003"
"1","1","2","103811","258","320","32114","1","wac_birthday_idle_smile","-310","32114004"
"1","1","2","103311","257","440","32114","1","wac_birthday_idle_smile","-290","32114005"
"102611","13","","300","","","32114","","","","32114006"
"105211","13","","300","","","32114","","","","32114007"
"103811","13","","300","","","32114","","","","32114008"
"103311","13","","300","","","32114","","","","32114009"
"502","31","0","502","0","0","32114","","","1","32114010"
"600","31","1","600","0","0","32114","","","1","32114011"
"602","31","0","602","0","0","32114","","","1","32114012"
"603","31","0","603","0","0","32114","","","1","32114013"
"604","31","1","604","30","60","32114","","","1","32114014"
"615","31","1","615","0","0","32114","","","1","32114015"
"700","31","0","700","0","0","32114","","","1","32114016"
"701","31","0","701","0","0","32114","","","1","32114017"
"702","31","0","702","0","0","32114","","","1","32114018"
"800","31","0","800","0","0","32114","","","1","32114019"
"955","31","1","955","30","60","32114","","","1","32114020"
"1","93","","","","","32114","","","","32114021"
"103811","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","32114","0.2","","1","32114022"
"0.1","93","","","","","32114","","","","32114023"
"105211","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_04","32114","0.2","","1","32114024"
"103311","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","32114","0.2","","1","32114025"
"0.3","93","","","","","32114","","","","32114026"
"102611","3","0.2","wac_birthday_rin_run_01","1","","32114","","","","32114027"
"102611","2","","0","-70","3","32114","","","","32114028"
"2.5","93","","","","","32114","","","","32114029"
"602","32","","1","","","32114","","","","32114030"
"0.6","93","","","","","32114","","","","32114031"
"502","32","","1","","","32114","","","","32114032"
"600","32","","0","","","32114","","","","32114033"
"615","32","","0","","","32114","","","","32114034"
"604","32","","0","","","32114","","","","32114035"
"701","32","","1","","","32114","","","","32114036"
"955","33","","0","0","0.01","32114","","","","32114037"
"102611","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_04","32114","0.2","","1","32114038"
"102611","2","","-200","-330","0.01","32114","","","","32114039"
"105211","3","0.2","wac_birthday_idle_normal","1","","32114","","","","32114040"
"105211","2","","180","-320","0.01","32114","","","","32114041"
"103811","3","0.2","wac_birthday_idle_smile","1","","32114","","","","32114042"
"103811","2","","300","-360","0.01","32114","","","","32114043"
"103311","3","0.2","wac_birthday_idle_smile","1","","32114","","","","32114044"
"103311","2","","420","-340","0.01","32114","","","","32114045"
"0","93","","","","","32114","","","","32114046"
"800","32","","1","","","32114","","","","32114047"
"0.7","93","","","","","32114","","","","32114048"
"702","32","","1","","","32114","","","","32114049"
"0.5","93","","","","","32114","","","","32114050"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","32114","","","","32114051"
"701","32","","0","","","32114","","","","32114052"
"0.4","93","","","","","32114","","","","32114053"
"se_common","23","","se_sys_login_birthday_cracker","0","","32114","","","","32114054"
"700","32","","1","","","32114","","","","32114055"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","32114","","","","32114056"
"105211","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","32114","0.2","","1","32114057"
"0.1","93","","","","","32114","","","","32114058"
"103811","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","32114","0.2","","1","32114059"
"0.1","93","","","","","32114","","","","32114060"
"103311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","32114","0.2","","1","32114061"
"2","93","","","","","32114","","","","32114062"
"1","131","","","","","32114","","","","32114063"
"vo_wac_32114","21","","vo_wac_32114_000","0","0","32114","","","","32114064"
"102611","11","0","えっとさー、その～……\n普段あんまりお仕事してないのに、\nこんな大げさにお祝いされると\n気まずいっていうか～……","10","1","32114","0","0.5","1","32114065"
"0","91","","","","","32114","","","","32114066"
"102611","3","0.2","wac_birthday_idle_normal","1","","32114","","","","32114067"
"105211","3","0.2","wac_birthday_talk_smile","1","","32114","","","","32114068"
"vo_wac_32114","21","","vo_wac_32114_001","0","0","32114","","","","32114069"
"105211","11","0","今さら気にするくらいなら、\n普段からしっかりやればいいのに。\n……なんてお小言はさておき、\nお誕生日おめでとう、リンちゃん♪","10","1","32114","0","0.5","1","32114070"
"0","91","","","","","32114","","","","32114071"
"105211","3","0.2","wac_birthday_idle_smile","1","","32114","","","","32114072"
"103811","3","0.2","wac_birthday_talk_wish","1","","32114","","","","32114073"
"vo_wac_32114","21","","vo_wac_32114_002","0","0","32114","","","","32114074"
"103811","11","0","変に遠慮しないでくださいね？\nみんな、リンちゃんのことを\nお祝いしたくて、張り切って\n準備したんですから。","10","1","32114","0","0.5","1","32114075"
"0","91","","","","","32114","","","","32114076"
"103811","3","0.2","wac_birthday_idle_wish","1","","32114","","","","32114077"
"102611","3","0.2","wac_birthday_talk_smile","1","","32114","","","","32114078"
"vo_wac_32114","21","","vo_wac_32114_003","0","0","32114","","","","32114079"
"102611","11","0","うぅ……そうだったんだね……\nここまでしてもらったんだから、\nあたしも心を入れ替えて、\n来年からはお仕事がんばるよ！","10","1","32114","0","0.5","1","32114080"
"0","91","","","","","32114","","","","32114081"
"102611","3","0.2","wac_birthday_idle_smile","1","","32114","","","","32114082"
"103311","3","0.2","wac_birthday_talk_kyapi","1","","32114","","","","32114083"
"vo_wac_32114","21","","vo_wac_32114_004","0","0","32114","","","","32114084"
"103311","11","0","ほ、本当だべか！？\n苦労して誕生日パーティーを用意した\n甲斐があったべさ～……って、ん？\nちょっと待つべ、来年？","10","1","32114","0","0.5","1","32114085"
"7","93","","1","","","32114","","","","32114086"
"103311","3","0.2","wac_birthday_talk_sad","1","","32114","","","","32114087"
"32114085","91","","","","","32114","","","","32114088"
"103311","3","0.2","wac_birthday_idle_sad","1","","32114","","","","32114089"
"102611","3","0.2","wac_birthday_talk_normal","1","","32114","","","","32114090"
"vo_wac_32114","21","","vo_wac_32114_005","0","0","32114","","","","32114091"
"102611","11","0","そう、来年から～\nというわけで今年も一年、\nぐうたらライフで平常運転\nしていくんで、よろしく～","10","1","32114","0","0.5","1","32114092"
"0","91","","","","","32114","","","","32114093"
"0","22","","","","","32114","","","","32114094"
"bgm_M321","25","","bgm_M321_2C","","","32314","","","","32314001"
"1","1","2","105011","250","-1000","32314","0","wac_birthday_idle_normal","-70","32314002"
"1","1","2","101611","256","230","32314","1","wac_birthday_idle_normal","-270","32314003"
"1","1","2","101811","257","410","32314","1","wac_birthday_idle_wish","-310","32314004"
"105011","13","","300","","","32314","","","","32314005"
"101611","13","","300","","","32314","","","","32314006"
"101811","13","","300","","","32314","","","","32314007"
"502","31","0","502","0","0","32314","","","1","32314008"
"600","31","1","600","0","0","32314","","","1","32314009"
"602","31","0","602","0","0","32314","","","1","32314010"
"603","31","0","603","0","0","32314","","","1","32314011"
"604","31","1","604","30","60","32314","","","1","32314012"
"615","31","1","615","0","0","32314","","","1","32314013"
"700","31","0","700","0","0","32314","","","1","32314014"
"701","31","0","701","0","0","32314","","","1","32314015"
"702","31","0","702","0","0","32314","","","1","32314016"
"800","31","0","800","0","0","32314","","","1","32314017"
"956","31","1","956","30","60","32314","","","1","32314018"
"1","93","","","","","32314","","","","32314019"
"101811","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","32314","0.2","","1","32314020"
"0.1","93","","","","","32314","","","","32314021"
"101611","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","32314","0.2","","1","32314022"
"0.3","93","","","","","32314","","","","32314023"
"105011","3","0.2","wac_birthday_run_01","1","","32314","","","","32314024"
"105011","2","","0","-70","3","32314","","","","32314025"
"2.5","93","","","","","32314","","","","32314026"
"602","32","","1","","","32314","","","","32314027"
"0.6","93","","","","","32314","","","","32314028"
"502","32","","1","","","32314","","","","32314029"
"600","32","","0","","","32314","","","","32314030"
"615","32","","0","","","32314","","","","32314031"
"604","32","","0","","","32314","","","","32314032"
"701","32","","1","","","32314","","","","32314033"
"956","33","","0","0","0.01","32314","","","","32314034"
"105011","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_02","32314","0.2","","1","32314035"
"105011","2","","-200","-330","0.01","32314","","","","32314036"
"101611","3","0.2","wac_birthday_idle_normal","1","","32314","","","","32314037"
"101611","2","","180","-320","0.01","32314","","","","32314038"
"101811","3","0.2","wac_birthday_idle_wish","1","","32314","","","","32314039"
"101811","2","","320","-340","0.01","32314","","","","32314040"
"0","93","","","","","32314","","","","32314041"
"800","32","","1","","","32314","","","","32314042"
"0.7","93","","","","","32314","","","","32314043"
"702","32","","1","","","32314","","","","32314044"
"0.5","93","","","","","32314","","","","32314045"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","32314","","","","32314046"
"701","32","","0","","","32314","","","","32314047"
"0.4","93","","","","","32314","","","","32314048"
"se_common","23","","se_sys_login_birthday_cracker","0","","32314","","","","32314049"
"700","32","","1","","","32314","","","","32314050"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","32314","","","","32314051"
"101611","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","32314","0.2","","1","32314052"
"0.1","93","","","","","32314","","","","32314053"
"101811","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","32314","0.2","","1","32314054"
"2","93","","","","","32314","","","","32314055"
"1","131","","","","","32314","","","","32314056"
"vo_wac_32314","21","","vo_wac_32314_000","0","0","32314","","","","32314057"
"105011","11","0","誕生日のお祝い、ありがとね！\nアタシももう、立派なレディの\n仲間入りって感じかしら♪","10","1","32314","0","0.5","1","32314058"
"0","91","","","","","32314","","","","32314059"
"105011","3","0.2","wac_birthday_idle_smile","1","","32314","","","","32314060"
"101611","3","0.2","wac_birthday_talk_kyapi","1","","32314","","","","32314061"
"vo_wac_32314","21","","vo_wac_32314_001","0","0","32314","","","","32314062"
"101611","11","0","ミサキっち、ホントおめでと～！\nとりま、飲み物はコーヒーでよさげ？\nお店で大人っぽい味でよろ～って\n頼んだら、おに苦くされたけど！","10","1","32314","0","0.5","1","32314063"
"0","91","","","","","32314","","","","32314064"
"101611","3","0.2","wac_birthday_idle_kyapi","1","","32314","","","","32314065"
"105011","3","0.2","wac_birthday_talk_sad","1","","32314","","","","32314066"
"vo_wac_32314","21","","vo_wac_32314_002","0","0","32314","","","","32314067"
"105011","11","0","えっ！？\nそ、それは、その～……\n大人のレディ向けジュースとかないの？\n苦いのも、別にダメじゃないけど！","10","1","32314","0","0.5","1","32314068"
"0","91","","","","","32314","","","","32314069"
"105011","3","0.2","wac_birthday_idle_sad","1","","32314","","","","32314070"
"101811","3","0.2","wac_birthday_talk_smile","1","","32314","","","","32314071"
"vo_wac_32314","21","","vo_wac_32314_003","0","0","32314","","","","32314072"
"101811","11","0","ふふっ、ちゃんとあるわよ♪\nこうやってオシャレなグラスに\nぶどうジュースを注げば……\nほら、大人っぽいでしょう？","10","1","32314","0","0.5","1","32314073"
"0","91","","","","","32314","","","","32314074"
"101811","3","0.2","wac_birthday_idle_smile","1","","32314","","","","32314075"
"105011","3","0.2","wac_birthday_talk_smile","1","","32314","","","","32314076"
"vo_wac_32314","21","","vo_wac_32314_004","0","0","32314","","","","32314077"
"105011","11","0","ほんとだ、なんかそれっぽい！\nえへへ、写真とか撮っちゃおうかな～♪\nアンタも一緒に入る？","10","1","32314","0","0.5","1","32314078"
"0","91","","","","","32314","","","","32314079"
"0","22","","","","","32314","","","","32314080"
"bgm_M321","25","","bgm_M321_2C","","","33214","","","","33214001"
"1","1","2","100311","250","-1000","33214","0","wac_birthday_idle_normal","-70","33214002"
"1","1","2","100211","256","230","33214","1","wac_birthday_idle_wish","-270","33214003"
"1","1","2","100111","257","410","33214","1","wac_birthday_idle_smile","-310","33214004"
"100311","13","","300","","","33214","","","","33214005"
"100211","13","","300","","","33214","","","","33214006"
"100111","13","","300","","","33214","","","","33214007"
"502","31","0","502","0","0","33214","","","1","33214008"
"600","31","1","600","0","0","33214","","","1","33214009"
"602","31","0","602","0","0","33214","","","1","33214010"
"603","31","0","603","0","0","33214","","","1","33214011"
"604","31","1","604","30","60","33214","","","1","33214012"
"615","31","1","615","0","0","33214","","","1","33214013"
"700","31","0","700","0","0","33214","","","1","33214014"
"701","31","0","701","0","0","33214","","","1","33214015"
"702","31","0","702","0","0","33214","","","1","33214016"
"800","31","0","800","0","0","33214","","","1","33214017"
"957","31","1","957","30","60","33214","","","1","33214018"
"1","93","","","","","33214","","","","33214019"
"100111","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","33214","0.2","","1","33214020"
"0.1","93","","","","","33214","","","","33214021"
"100211","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","33214","0.2","","1","33214022"
"0.3","93","","","","","33214","","","","33214023"
"100311","3","0.2","wac_birthday_rei_run_01","1","","33214","","","","33214024"
"100311","2","","0","-70","3","33214","","","","33214025"
"2.5","93","","","","","33214","","","","33214026"
"602","32","","1","","","33214","","","","33214027"
"0.6","93","","","","","33214","","","","33214028"
"502","32","","1","","","33214","","","","33214029"
"600","32","","0","","","33214","","","","33214030"
"615","32","","0","","","33214","","","","33214031"
"604","32","","0","","","33214","","","","33214032"
"701","32","","1","","","33214","","","","33214033"
"957","33","","0","0","0.01","33214","","","","33214034"
"100311","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_05","33214","0.2","","1","33214035"
"100311","2","","-200","-330","0.01","33214","","","","33214036"
"100211","3","0.2","wac_birthday_idle_wish","1","","33214","","","","33214037"
"100211","2","","180","-320","0.01","33214","","","","33214038"
"100111","3","0.2","wac_birthday_idle_smile","1","","33214","","","","33214039"
"100111","2","","320","-340","0.01","33214","","","","33214040"
"0","93","","","","","33214","","","","33214041"
"800","32","","1","","","33214","","","","33214042"
"0.7","93","","","","","33214","","","","33214043"
"702","32","","1","","","33214","","","","33214044"
"0.5","93","","","","","33214","","","","33214045"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","33214","","","","33214046"
"701","32","","0","","","33214","","","","33214047"
"0.4","93","","","","","33214","","","","33214048"
"se_common","23","","se_sys_login_birthday_cracker","0","","33214","","","","33214049"
"700","32","","1","","","33214","","","","33214050"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","33214","","","","33214051"
"100211","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","33214","0.2","","1","33214052"
"0.1","93","","","","","33214","","","","33214053"
"100111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","33214","0.2","","1","33214054"
"2","93","","","","","33214","","","","33214055"
"1","131","","","","","33214","","","","33214056"
"vo_wac_33214","21","","vo_wac_33214_000","0","0","33214","","","","33214057"
"100311","11","0","今日は、こんな素敵な誕生日ケーキを\n用意してくれてありがとう。\nその……すまない、なんだか\n照れくさくて、上手く話せないな。","10","1","33214","0","0.5","1","33214058"
"0","91","","","","","33214","","","","33214059"
"100311","3","0.2","wac_birthday_idle_normal","1","","33214","","","","33214060"
"100211","3","0.2","wac_birthday_talk_smile","1","","33214","","","","33214061"
"vo_wac_33214","21","","vo_wac_33214_001","0","0","33214","","","","33214062"
"100211","11","0","大丈夫だよ。\n今のレイちゃんの顔を見たら、\nすごく喜んでくれてるって\nちゃんと分かるから♪","10","1","33214","0","0.5","1","33214063"
"0","91","","","","","33214","","","","33214064"
"100211","3","0.2","wac_birthday_idle_smile","1","","33214","","","","33214065"
"100111","3","0.2","wac_birthday_talk_doya","1","","33214","","","","33214066"
"vo_wac_33214","21","","vo_wac_33214_002","0","0","33214","","","","33214067"
"100111","11","0","顔を真っ赤にしてるレイさんなんて\nなかなか見られないからね～\nほらほら、騎士くんもしっかり\n目に焼き付けておきなよ♪","10","1","33214","0","0.5","1","33214068"
"0","91","","","","","33214","","","","33214069"
"100111","3","0.2","wac_birthday_idle_doya","1","","33214","","","","33214070"
"100311","3","0.2","wac_birthday_talk_wish","1","","33214","","","","33214071"
"vo_wac_33214","21","","vo_wac_33214_003","0","0","33214","","","","33214072"
"100311","11","0","や、やめないかヒヨリ……！\nキミも真に受けて、じろじろ\n見るのはよしてくれ！\nますます変な顔になってしまう……！","10","1","33214","0","0.5","1","33214073"
"0","91","","","","","33214","","","","33214074"
"0","22","","","","","33214","","","","33214075"
"bgm_M321","25","","bgm_M321_2C","","","34314","","","","34314001"
"1","1","2","100711","250","-1000","34314","0","wac_birthday_idle_normal","-70","34314002"
"1","1","2","100611","256","170","34314","1","wac_birthday_idle_normal","-260","34314003"
"1","1","2","102211","259","270","34314","1","wac_birthday_idle_wish","-310","34314004"
"1","1","2","103111","257","385","34314","1","wac_birthday_idle_smile","-270","34314005"
"1","1","2","104411","258","510","34314","1","wac_birthday_idle_smile","-310","34314006"
"100711","13","","300","","","34314","","","","34314007"
"100611","13","","300","","","34314","","","","34314008"
"102211","13","","300","","","34314","","","","34314009"
"103111","13","","300","","","34314","","","","34314010"
"104411","13","","300","","","34314","","","","34314011"
"502","31","0","502","0","0","34314","","","1","34314012"
"600","31","1","600","0","0","34314","","","1","34314013"
"602","31","0","602","0","0","34314","","","1","34314014"
"603","31","0","603","0","0","34314","","","1","34314015"
"604","31","1","604","30","60","34314","","","1","34314016"
"615","31","1","615","0","0","34314","","","1","34314017"
"700","31","0","700","0","0","34314","","","1","34314018"
"701","31","0","701","0","0","34314","","","1","34314019"
"702","31","0","702","0","0","34314","","","1","34314020"
"800","31","0","800","0","0","34314","","","1","34314021"
"958","31","1","958","30","60","34314","","","1","34314022"
"1","93","","","","","34314","","","","34314023"
"102211","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","34314","0.2","","1","34314024"
"100611","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","34314","0.2","","1","34314025"
"0.1","93","","","","","34314","","","","34314026"
"103111","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","34314","0.2","","1","34314027"
"104411","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","34314","0.2","","1","34314028"
"0.3","93","","","","","34314","","","","34314029"
"100711","3","0.2","wac_birthday_run_01","1","","34314","","","","34314030"
"100711","2","","0","-70","3","34314","","","","34314031"
"2.5","93","","","","","34314","","","","34314032"
"602","32","","1","","","34314","","","","34314033"
"0.6","93","","","","","34314","","","","34314034"
"502","32","","1","","","34314","","","","34314035"
"600","32","","0","","","34314","","","","34314036"
"615","32","","0","","","34314","","","","34314037"
"604","32","","0","","","34314","","","","34314038"
"701","32","","1","","","34314","","","","34314039"
"958","33","","0","0","0.01","34314","","","","34314040"
"100711","3","0.2","wac_birthday_blowout_02","0","wac_birthday_wish_02","34314","0.2","","1","34314041"
"100711","2","","-200","-330","0.01","34314","","","","34314042"
"100611","3","0.2","wac_birthday_idle_normal","1","","34314","","","","34314043"
"100611","2","","150","-320","0.01","34314","","","","34314044"
"102211","3","0.2","wac_birthday_idle_wish","1","","34314","","","","34314045"
"102211","2","","250","-360","0.01","34314","","","","34314046"
"103111","3","0.2","wac_birthday_idle_smile","1","","34314","","","","34314047"
"103111","2","","370","-320","0.01","34314","","","","34314048"
"104411","3","0.2","wac_birthday_idle_smile","1","","34314","","","","34314049"
"104411","2","","490","-360","0.01","34314","","","","34314050"
"0","93","","","","","34314","","","","34314051"
"800","32","","1","","","34314","","","","34314052"
"0.7","93","","","","","34314","","","","34314053"
"702","32","","1","","","34314","","","","34314054"
"0.5","93","","","","","34314","","","","34314055"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","34314","","","","34314056"
"701","32","","0","","","34314","","","","34314057"
"0.4","93","","","","","34314","","","","34314058"
"se_common","23","","se_sys_login_birthday_cracker","0","","34314","","","","34314059"
"700","32","","1","","","34314","","","","34314060"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","34314","","","","34314061"
"100611","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","34314","0.2","","1","34314062"
"103111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","34314","0.2","","1","34314063"
"0.1","93","","","","","34314","","","","34314064"
"102211","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","34314","0.2","","1","34314065"
"0.1","93","","","","","34314","","","","34314066"
"104411","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","34314","0.2","","1","34314067"
"2","93","","","","","34314","","","","34314068"
"1","131","","","","","34314","","","","34314069"
"vo_wac_34314","21","","vo_wac_34314_000","0","0","34314","","","","34314070"
"100711","11","0","ついにこの日がやってきたの～！\n今日はミヤコの誕生日なんだから、\n山のようにプリンを用意して、\n盛大にお祝いするの～♪","10","1","34314","0","0.5","1","34314071"
"0","91","","","","","34314","","","","34314072"
"100711","3","0.2","wac_birthday_idle_smile","1","","34314","","","","34314073"
"100611","3","0.2","wac_birthday_talk_smile","1","","34314","","","","34314074"
"vo_wac_34314","21","","vo_wac_34314_001","0","0","34314","","","","34314075"
"100611","11","0","もちろん、甘々で、プルプルのプリンを\nたくさん用意してきたよ～♪\n一度に頬張ったら、お口から\n垂れてきちゃうかも～♪","10","1","34314","0","0.5","1","34314076"
"0","91","","","","","34314","","","","34314077"
"100611","3","0.2","wac_birthday_idle_smile","1","","34314","","","","34314078"
"100711","3","0.2","wac_birthday_talk_doya","1","","34314","","","","34314079"
"vo_wac_34314","21","","vo_wac_34314_002","0","0","34314","","","","34314080"
"100711","11","0","オマエたち、よくわかってるプレゼント\n本当にありがとうなの～♪\n次から誕生日だけじゃなくて、\nお盆と命日にもプリンを寄こすの～","10","1","34314","0","0.5","1","34314081"
"0","91","","","","","34314","","","","34314082"
"100711","3","0.2","wac_birthday_idle_doya","1","","34314","","","","34314083"
"102211","3","0.2","wac_birthday_talk_sad","1","","34314","","","","34314084"
"vo_wac_34314","21","","vo_wac_34314_003","0","0","34314","","","","34314085"
"102211","11","0","ちょっと、欲張り過ぎでしょう！？\n一年に何回もこんなことしたら、\nランドソルからプリンが\n消えちゃうわよ！","10","1","34314","0","0.5","1","34314086"
"0","91","","","","","34314","","","","34314087"
"102211","3","0.2","wac_birthday_idle_sad","1","","34314","","","","34314088"
"103111","3","0.2","wac_birthday_talk_wish","1","","34314","","","","34314089"
"vo_wac_34314","21","","vo_wac_34314_004","0","0","34314","","","","34314090"
"103111","11","0","でも、喜んでもらえてなによりです。\nミヤコさんが明るく振る舞う限り、\n穢れのない魂のまま、\n悪霊に転じることもないでしょう……","10","1","34314","0","0.5","1","34314091"
"0","91","","","","","34314","","","","34314092"
"103111","3","0.2","wac_birthday_idle_wish","1","","34314","","","","34314093"
"104411","3","0.2","wac_birthday_talk_sad","1","","34314","","","","34314094"
"vo_wac_34314","21","","vo_wac_34314_005","0","0","34314","","","","34314095"
"104411","11","0","う～む。\n際限なくプリンを要求してくるのは、\nもう悪霊に片足を突っ込んで\nおらんかのう？","10","1","34314","0","0.5","1","34314096"
"0","91","","","","","34314","","","","34314097"
"0","22","","","","","34314","","","","34314098"
"bgm_M321","25","","bgm_M321_2C","","","34414","","","","34414001"
"1","1","2","102911","250","-1000","34414","0","wac_birthday_idle_normal","-70","34414002"
"1","1","2","104211","256","230","34414","1","wac_birthday_idle_smile","-270","34414003"
"1","1","2","105411","257","410","34414","1","wac_birthday_idle_normal","-310","34414004"
"102911","13","","300","","","34414","","","","34414005"
"104211","13","","300","","","34414","","","","34414006"
"105411","13","","300","","","34414","","","","34414007"
"502","31","0","502","0","0","34414","","","1","34414008"
"600","31","1","600","0","0","34414","","","1","34414009"
"602","31","0","602","0","0","34414","","","1","34414010"
"603","31","0","603","0","0","34414","","","1","34414011"
"604","31","1","604","30","60","34414","","","1","34414012"
"615","31","1","615","0","0","34414","","","1","34414013"
"700","31","0","700","0","0","34414","","","1","34414014"
"701","31","0","701","0","0","34414","","","1","34414015"
"702","31","0","702","0","0","34414","","","1","34414016"
"800","31","0","800","0","0","34414","","","1","34414017"
"959","31","1","959","30","60","34414","","","1","34414018"
"1","93","","","","","34414","","","","34414019"
"105411","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","34414","0.2","","1","34414020"
"0.1","93","","","","","34414","","","","34414021"
"104211","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","34414","0.2","","1","34414022"
"0.3","93","","","","","34414","","","","34414023"
"102911","3","0.2","wac_birthday_run_01","1","","34414","","","","34414024"
"102911","2","","0","-70","3","34414","","","","34414025"
"2.5","93","","","","","34414","","","","34414026"
"602","32","","1","","","34414","","","","34414027"
"0.6","93","","","","","34414","","","","34414028"
"502","32","","1","","","34414","","","","34414029"
"600","32","","0","","","34414","","","","34414030"
"615","32","","0","","","34414","","","","34414031"
"604","32","","0","","","34414","","","","34414032"
"701","32","","1","","","34414","","","","34414033"
"959","33","","0","0","0.01","34414","","","","34414034"
"102911","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_02","34414","0.2","","1","34414035"
"102911","2","","-200","-330","0.01","34414","","","","34414036"
"104211","3","0.2","wac_birthday_idle_smile","1","","34414","","","","34414037"
"104211","2","","180","-320","0.01","34414","","","","34414038"
"105411","3","0.2","wac_birthday_idle_normal","1","","34414","","","","34414039"
"105411","2","","320","-340","0.01","34414","","","","34414040"
"0","93","","","","","34414","","","","34414041"
"800","32","","1","","","34414","","","","34414042"
"0.7","93","","","","","34414","","","","34414043"
"702","32","","1","","","34414","","","","34414044"
"0.5","93","","","","","34414","","","","34414045"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","34414","","","","34414046"
"701","32","","0","","","34414","","","","34414047"
"0.4","93","","","","","34414","","","","34414048"
"se_common","23","","se_sys_login_birthday_cracker","0","","34414","","","","34414049"
"700","32","","1","","","34414","","","","34414050"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","34414","","","","34414051"
"104211","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","34414","0.2","","1","34414052"
"0.1","93","","","","","34414","","","","34414053"
"105411","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","34414","0.2","","1","34414054"
