16f6f94d2ec4d59cc4807da3fc5d44eb2c12c29f7676088997db926377d2c32d,93d5dd2d147dcf817572478619e0beee6ce7865af09cd07b365d865da868f5ac,1da3ed0da0725ee54a99f2ace182141e687f50e93bf86dee97a9be4e0be4deb3,df24cf291b60fdac9e8b86483dffcdf3f8aa624e8887f458f71a7c2d719cdc16,a36f3557ace1265accf0398cceb20284ee576f8b949b76d0287a8e3c95cb86da,8295ad51a4ffacc970ccde8cd2d6af9037e381d084ce4d20c96043a6175a6130,785cd83989d36c71ff127dfaa43b5454b1fc0cd80c1f8faba0ad76911465d3d7,449fca601ab0376a607b1b5bdf370a99c1726e517397f2ca3813f63b0901769b,23b33cdcb62b4f407ca0dcc5597a0e1d82117c4ef3af0e4038c2fb9a490bae6a,7015b695b9d1b7b756ca7b120e6c27b80c1ef16b8f238ec390992b13f294e39b,5245cb6b2fd5f4e3602e56d9b322f353c857260c8061c822397df4c9d3820ee5,0e621d8ca6123e7c23223afd0b3f06c3b3ac8cd7c5cd7e4107cf96a924420fc4,490553ea07ef8fe4269aaba13043c2b6f03f3918ec9808bf2796f32a5350b7e9,3a1bbe6b0c0130103341eda61a1df7f077d1746a3bda4ac96e0fffeef72255c0,6c3b0313a30e8394614b1d440c92a3151fbd911e37bfa7aca951d5013ebfa832,126fc1d815d99b4a833925660195cfb808656ae560152099107f363e5c05aff2,d0862030797000c5648228b99f66a509193f769a3873136492112ebe159b988f,b5564587772750805cfaad0a60992052923accc5edb7faa83f2cc5d7d4d75ffd,094435e182e420ba4bccdaed68890bb80d85d1669a24b8e635ab753ea472566f,34e2484dc5433b9203d065c8aa49db59e1f1a2fb2699cbf4ead73e1e4632ec01
"5219","5219","ギルドハウスに置くことができる、プリティーなプリンセスのぬいぐるみシリーズ","これ、何と言う？","12503","12368","4","5","4","5","プリぐるみ","","12427","2","12522","1","12415","4","5","プリぐるみ"
"5220","5220","とあるキャラが手作りしてくれた、マナを貯めることができるギルドハウス家具","これ、何と言う？","12467","12467","5","5","4","5","コッコロの","","12525","2","12483","1","12398","5","5","コッコロのおさいふ"
"5221","5221","オーマの町の振興を願い、とある大物の魚を釣り上げた場面を描いたポスター","これ、何と言う？","12488","12531","5","5","5","5","トゥンヌス","","12492","3","12453","1","12473","5","5","新春トゥンヌス釣上図柄"
"5222","5222","食べても食べても無くならない、食いしん坊のペコリーヌにはたまらないおにぎり","これ、何と言う？","28961","12362","4","6","4","6","無限おにぎ","","12395","1","38480","1","12366","4","5","無限おにぎり"
"5223","5223","クリスティーナがプロデュースした、見た目もゴージャスで効能も抜群なスパ設備","これ、何と言う？","12522","12488","5","5","5","5","リゾトスパ","リゾートスパ","12473","3","12478","1","12497","5","5","クリスティーナ・リゾートスパ"
"5224","0","お正月の恒例行事。目隠しをして、紙に描かれた顔の輪郭の中に、目や鼻を置いて楽しむ遊び","これ、何と言う？","12405","12431","4","4","4","4","ふくわらい","","12425","1","12367","2","12356","4","5","ふくわらい"
"6001","6001","","このモンスター、何と言う？","12450","12466","5","5","5","5","アルゲティ","","12486","1","12523","1","12451","5","6","アルゲティ"
"6002","0","カエルやイモリなど、水中でも陸上でも生きることができる生物","これ、何と言う？","12426","12358","4","4","4","4","りょうせい","","12379","1","12423","2","12356","4","6","りょうせい類"
"6003","6003","","左のキャラは右のキャラを何と呼ぶ？","12405","12435","4","4","4","4","ふしんしゃ","","12375","2","12375","1","12419","4","6","へんたいふしんしゃさん"
"6004","6004","ルーセント学院の男子生徒が、ユニの「ヤバさ」を指して言ったのではという疑惑のある言葉","これ、何と言う？","12420","12540","4","4","4","4","やべーやつ","","12420","2","12409","1","12388","4","6","テレ女のやべーやつ"
"6005","6005","ルーセント学院の男子生徒が、チエルの「ヤバさ」を指して言ったのではという疑惑のある言葉","これ、何と言う？","12420","12540","4","4","4","4","やべーやつ","","12420","2","12409","1","12388","4","6","テレ女のやべーやつ"
"6006","6006","ルーセント学院の男子生徒が、クロエの「ヤバさ」を指して言ったのではという疑惑のある言葉","これ、何と言う？","12420","12540","4","4","4","4","やべーやつ","","12420","2","12409","1","12388","4","6","テレ女のやべーやつ"
"6007","0","ゴムのような柔らかいくちばし、水かき、哺乳類でありながら卵を産むなどの特徴をもつ動物","これ、何と言う？","12459","12494","5","5","5","5","カモノハシ","","12495","2","12514","2","12471","5","6","カモノハシ"
"6008","0","淡いピンク色の身体に、長い首と脚をもつ、片足立ちが特徴の鳥","これ、何と言う？","12501","12511","5","5","5","5","フラミンゴ","","12531","1","12521","2","12468","5","6","フラミンゴ"
"6009","0","「武装した小さなもの」という意味の哺乳類。硬い甲羅を持ち、ピンチのときは球状に丸まる","これ、何と言う？","12450","12510","5","5","5","5","アルマジロ","","12472","1","12523","2","12525","5","6","アルマジロ"
"6010","0","童話「みにくいアヒルの子」で、アヒルの子は本当はどんな鳥だった？","これ、何と言う？","12399","12385","4","4","4","4","はくちょう","","12423","1","12367","2","12358","4","6","はくちょう"
"6012","0","猿の種類の一つ。その名の通り長い手を使って、樹上を軽やかに動く","これ、何と言う？","12486","12460","5","5","5","5","テナガザル","","12470","2","12490","2","12523","5","6","テナガザル"
"6013","0","哺乳類の一種。水に直接手を突っ込んで獲物を取る様子が「洗っている」ように見える","これ、何と言う？","12450","12452","5","5","5","5","アライグマ","","12464","2","12521","2","12510","5","6","アライグマ"
"6014","0","お祭りや縁日でも親しまれてきたカメの通称。幼い頃の甲羅の色に由来している","これ、何と言う？","12511","12522","5","5","5","5","ミドリガメ","","12460","2","12489","2","12513","5","6","ミドリガメ"
"6015","0","ジャンプが得意な、哺乳類の一種。お腹の袋で子育てをすることでよく知られる","これ、何と言う？","12459","12460","5","5","5","5","カンガルー","","12523","1","12531","2","12540","5","6","カンガルー"
"6020","6020","【リッチモンド商工会】のギルドマスターの『クレジッタ』。フルネームはなんと言う？","これ、何と言う？","12461","12483","5","5","5","5","キャッシュ","","12471","1","12515","1","12517","5","6","クレジッタ・キャッシュ"
"6021","6021","『シノブ』の父親の通称。過去の霊媒の仕事で、ドクロ姿になってしまったことから","この人は誰？","12489","12525","6","5","6","5","ドクロ親父","","35242","2","12463","1","29238","5","6","ドクロ親父"
"6022","6022","エルピス島で発見された生物。正しくは『ドラゴンもどき』だが、『イノリ』からの呼ばれ方は？","これ、何と言う？","12489","12385","4","5","4","5","ドラちゃん","","12419","2","12521","1","12435","4","6","ドラちゃん"
"6024","6024","チエルの、「カルミナファン」としての二つ名","この人は誰？","12377","12377","4","4","6","4","すこすこ侍","","12371","1","12371","1","20365","4","6","カルミナすこすこ侍"
"6025","3002","『アンナ』の二つ名。後ろの2文字はそのままでは読まず、「ヘカーテ」と読むらしい","これ、何と言う？","30142","12398","6","6","6","6","疾風の冥姫","","20901","2","39080","1","23019","4","6","疾風の冥姫"
"6028","6028","『ミサト』を★5にしたときに獲得できる称号","これ、何と書いてある？","12510","12391","4","5","4","5","ママですよ","","12377","2","12510","1","12424","4","6","ほぉら、ママですよ～"
"6041","6041","イベント「デンジャラスバカンス！　渚のグルメプリンセス」のボス","これ、何と言う？","12486","12479","5","5","5","5","テンタパス","","12497","1","12531","1","12473","5","6","テンタパス"
"6042","6042","イベント「王都の名探偵 嘆きの追跡者」のボス","これ、何と言う？","22022","12398","6","6","6","4","嘆きの女神","","22899","1","12365","1","31070","4","6","嘆きの女神"
"6043","6043","イベント「リトル・ブレイブ・ハロウィンナイト！」のボス","これ、何と言う？","12501","12531","5","5","5","5","ファントム","","12488","1","12449","1","12512","5","6","ファントムバロン"
"6044","6044","イベント「七夕剣客旅情譚　天に流れる夏の恋」のボス","これ、何と言う？","12358","12365","4","4","4","4","うわきぼし","","12412","1","12431","1","12375","4","6","覚醒・うわきぼし"
"6045","6045","イベント「新春グルメプリンセス！　一投にかけた乙女たち」のボス","これ、何と言う？","12488","12531","5","5","5","5","トゥンヌス","","12492","2","12453","1","12473","5","6","グレートトゥンヌス"
"6046","6046","イベント「カルミナサマーライブ　ジャスト　ア　モーメント！」のボス","これ、何と言う？","12454","12463","5","5","5","5","ウタクラゲ","","12521","1","12479","1","12466","5","6","クイーンウタクラゲ"
"6047","6047","イベント「魔法少女外伝　マジカル★ノワールズ！」のボス","これ、何と言う？","12488","12491","5","5","5","5","トリニティ","","12486","1","12522","1","12451","5","6","アンチビースト・トリニティ"
"6048","6048","『ミサキ』がどのような女性であるかを表した通称。背伸び感が可愛らしい","これ、何と言う？","22823","12524","5","6","5","6","大人レディ","大人のレディ","12487","2","20154","1","12451","5","6","大人のレディ"
"6049","0","『ティラノサウルス』の別の言い方","これ、何と言う？","84","12483","5","2","5","5","Tレックス","","12463","2","12524","2","12473","5","6","Tレックス"
"6050","0","3本の立派なツノが特徴の、有名な恐竜。名前の読み方は、「トリ」で区切るのが実は正しい","これ、何と言う？","12465","12488","5","5","5","5","ケラトプス","","12503","1","12521","2","12473","5","6","トリケラトプス"
"6051","0","イルカやコウモリなどが持つ能力。超音波を発し、その反響によって周囲の様子を探る","これ、何と言う？","12525","12471","5","5","5","5","ロケション","エコーロケーション","12519","2","12465","2","12531","5","6","エコーロケーション"
"6052","0","熱帯や亜熱帯の一部の水辺に生育する植物の総称で、非常にユニークな形の根っこを形成する","これ、何と言う？","12510","12464","5","5","5","5","マングロブ","マングローブ","12525","1","12531","2","12502","5","6","マングローブ"
"6053","0","学術的に貴重なものとして保護される、天然の動物・植物・地質・鉱物。アホウドリやトキなど","これ、何と言う？","22825","35352","6","6","6","6","天然記念物","","24565","1","28982","2","29289","6","6","天然記念物"
"6054","0","人間の足の裏の、地面と接しないくぼんだ部分。人によっては無い場合もある","これ、何と言う？","12388","12405","4","4","4","4","つちふまず","","12414","1","12385","2","12378","4","6","つちふまず"
"6055","5036","『タマキ』の裏の名前にして、恵まれない人たちを助ける、謎に包まれた義賊","これは何？","12501","12531","5","5","5","5","ファントム","","12488","2","12449","1","12512","5","6","ファントムキャッツ"
"6056","6056","裏社会で恐れられる『ミツキ』の二つ名。彼女の隻眼からは逃れられない","これ、何と読む？","12527","12450","5","5","5","5","ワンアイド","","12452","3","12531","1","12489","5","6","隻眼の赤い悪魔\n＝ワンアイドデビル"
"6057","6057","『ナナカ』の二つ名。さまざまな魔法を探し集めていることに由来する","これ、何と読む？","12467","12463","5","5","5","5","コレクター","","12479","3","12524","1","12540","5","6","蒐集家（＝コレクター）"
"6058","6058","『ネネカ』の、『七冠』としての二つ名。あらゆるものに姿を変化させられることから","これ、何と読む？","12524","12490","5","5","5","5","レグナント","","12531","3","12464","1","12488","5","6","変貌大妃（＝メタモルレグナント）"
"6059","6059","『イノリ』が『カヤ』に対して、ムキになったり、おちょくったりするときの呼び方","これ、何と言う？","12465","12459","5","5","5","5","ケンカバカ","","12496","2","12531","1","12459","5","6","脳筋ケンカバカ"
"6060","0","レースのために、長い年月をかけて改良された類の馬。家柄の良い人のたとえ表現でもおなじみ","これ、何と言う？","12469","12502","5","5","5","5","サラブレド","サラブレッド","12524","1","12521","2","12489","5","6","サラブレッド"
"6061","0","キツネの一種。冷ややかで悟りを開いたような表情に見えることで近年人気を博している","これ、何と言う？","12473","12462","5","5","5","5","スナギツネ","","12484","3","12490","2","12493","5","6","チベットスナギツネ"
"6062","0","数億年も前から変わらない姿のまま現存しているため、「生きた化石」と呼ばれる深海魚","これ、何と言う？","12471","12459","5","5","5","5","シラカンス","シーラカンス","12531","2","12521","2","12473","5","6","シーラカンス"
"6063","0","カブトムシの中で最大のサイズを誇る種として、子どもたちからも絶大な人気を誇る昆虫","これ、何と言う？","12504","12463","5","5","5","5","ヘラクレス","","12524","1","12521","2","12473","5","6","ヘラクレスオオカブト"
"6064","0","昔の子どもたちがこの虫の体液を髪に塗り、テカテカさせて遊んでいたことに由来する虫の名前","これ、何と言う？","12450","12521","5","5","5","5","アブラムシ","","12512","1","12502","2","12471","5","6","アブラムシ"
"6065","0","目のすぐ下のあたりにあるほくろの通称","これ、何と言う？","27875","12412","4","6","4","4","泣きぼくろ","","12367","1","12365","2","12429","4","6","泣きぼくろ"
"6066","0","年を重ねたオスのゴリラの背中の毛が白くなる現象。群れの中のボス個体によく見られる","これ、何と言う？","12471","12496","5","5","5","5","シルババク","シルバーバック","12496","3","12523","2","12463","5","6","シルバーバック"
"6067","0","身体の色を自在に変化させることでおなじみの爬虫類。演技の幅が広い俳優や声優のたとえにも","これ、何と言う？","12459","12524","5","5","5","5","カメレオン","","12458","1","12513","2","12531","5","6","カメレオン"
"6068","0","非常に大きなトンボの一種。「鬼」の服装とよく似た、黒と黄色のシマシマ模様が特徴的","これ、何と言う？","12458","12516","5","5","5","5","オニヤンマ","","12531","1","12491","2","12510","5","6","オニヤンマ"
"6069","0","猫などの動物の習性として知られる「毛づくろい」。英語でなんと言う？","これ、何と言う？","12464","12511","5","5","5","5","グルミング","グルーミング","12531","3","12523","2","12464","5","6","グルーミング"
"6070","0","一般に「ハブ」の天敵というイメージを持たれている、体長数十センチほどの哺乳類","これ、何と言う？","12510","12464","5","5","5","5","マングース","","12540","1","12531","2","12473","5","6","マングース"
"6071","0","トンボの一種。身体は黄緑色だが、よく見るとキレイな銀色の模様があることからこう呼ばれる","これ、何と言う？","12462","12516","5","5","5","5","ギンヤンマ","","12531","2","12531","2","12510","5","6","ギンヤンマ"
"6072","0","「カミツレ」とも呼ばれるハーブの一種。りんごのような香りがあり、お茶としてよく好まれる","これ、何と言う？","12459","12511","5","5","5","5","カモミール","","12540","3","12514","2","12523","5","6","カモミール"
"6073","0","指先ほどのサイズの小さなイカ。青白く発光する性質があり、また食用としても好まれる","これ、何と言う？","12507","12523","5","5","5","5","ホタルイカ","","12452","2","12479","2","12459","5","6","ホタルイカ"
"6074","0","高級魚や縁起物としておなじみのタイの一種。名前は、目が金色に輝くことから","これ、何と言う？","12461","12513","5","5","5","5","キンメダイ","","12480","1","12531","2","12452","5","6","キンメダイ"
"6075","0","深海に生息する甲殻類。姿はダンゴムシに似ていて、大きなものは体長50cmを超える","これ、何と言う？","12464","12463","5","5","5","5","グソクムシ","","12512","3","12477","2","12471","5","6","ダイオウグソクムシ"
"6076","0","水族館でも人気なアナゴの一種。砂底から身体を出し、群れで同じ方向をじっと向く姿が特徴的","これ、何と言う？","12481","12450","5","5","5","5","チンアナゴ","","12490","2","12531","2","12468","5","6","チンアナゴ"
"6077","0","「世界最大の花」としておなじみの、熱帯地域に生息する花。強い悪臭を放つことでも有名","これ、何と言う？","12521","12524","5","5","5","5","ラフレシア","","12471","1","12501","2","12450","5","6","ラフレシア"
"6078","0","真っ赤なカサに白い点のある、キノコの一種。毒があり、食べると幻覚・腹痛などの症状が出る","これ、何と言う？","12505","12486","5","5","5","5","ベニテング","","12531","3","12491","2","12464","5","6","ベニテングタケ"
"6079","0","「フクロウ」の一種。身の危険を感じたときに身体を細く縮めて、木の枝に擬態する習性がある","これ、何と言う？","12467","12495","5","5","5","5","コノハズク","","12474","3","12494","2","12463","5","6","コノハズク"
"6080","0","両生類の一種。防衛のために出す粘液の匂いが、和食に使うとあるスパイスに似ているのが由来","これ、何と言う？","12469","12471","5","5","5","5","サンショウ","","12519","3","12531","2","12454","5","6","サンショウウオ"
"6081","0","「蕗（フキ）」が大きく成長する前の、つぼみの部分。春の山菜として、天ぷらなどで好まれる","これ、何と言う？","12501","12494","5","5","5","5","フキノトウ","","12488","3","12461","2","12454","5","6","フキノトウ"
"6082","0","砂糖の原料となる、イネ科の植物","これ、何と言う？","12469","12454","5","5","5","5","サトウキビ","","12461","1","12488","2","12499","5","6","サトウキビ"
"6083","0","フェニックスとも呼ばれる、死しても再びよみがえるとされる伝説の鳥","これ、何と言う？","12405","12385","4","4","4","4","ふしちょう","","12423","1","12375","2","12358","4","6","ふしちょう"
"6084","0","「五感」と呼ばれる動物の機能、視覚・聴覚・触覚・味覚と、あと一つは？","これ、何と言う？","12365","12358","4","4","4","4","きゅうかく","","12363","1","12421","2","12367","4","6","きゅうかく"
"6085","0","ゴリラが手で胸をドコドコと叩いて音をたてる行動","これ、何と言う？","12489","12511","5","5","5","5","ドラミング","","12531","2","12521","2","12464","5","6","ドラミング"
"6086","0","太ももの裏にある、大きな筋肉の集まり。筋トレでも重要視されることが多い","これ、何と言う？","12495","12473","5","5","5","5","ハムストリ","","12488","3","12512","2","12522","5","6","ハムストリング"
"6087","0","肉を食べるのは肉食。植物を食べるのは草食。では、どちらかに限らずいろいろ食べるのは？","これ、何と言う？","12374","12375","4","4","4","4","ざっしょく","","12423","1","12387","2","12367","4","6","ざっしょく"
"6088","0","","これ、何と言う？","12360","12365","4","4","4","4","えいきゅう","","12421","2","12356","2","12358","4","6","乳歯⇔えいきゅう歯"
"6089","0","一角獣＝ユニコーン　","これ、何と言う？","12496","12467","5","5","5","5","バイコーン","","12540","3","12452","2","12531","5","6","二角獣＝バイコーン"
"6090","0","「地獄の番犬」と呼ばれる、三つ首の怪物","これ、何と言う？","12465","12505","5","5","5","5","ケルベロス","","12525","1","12523","2","12473","5","6","ケルベロス"
"6091","0","有名な三つ首の犬の怪物は「ケルベロス」。ではその兄弟で、二つ首の怪物は？","これ、何と言う？","12458","12488","5","5","5","5","オルトロス","","12525","3","12523","2","12473","5","6","オルトロス"
"6092","0","漢字では「付喪神」と書く、長い年月が経った道具などに宿るとされる神様","これ、何と言う？","12388","12418","4","4","4","4","つくもがみ","","12364","2","12367","2","12415","4","6","つくもがみ"
"6093","0","とても有名な妖怪。目も鼻も口も無いまっさらな顔をしている","これ、何と言う？","12398","12425","4","4","4","4","のぺらぼう","のっぺらぼう","12412","1","12410","2","12358","4","6","のっぺらぼう"
"6094","6094","","左のキャラ達は右のキャラを何と呼ぶ？","12503","12487","5","5","5","5","プロデュサ","プロデューサー","12517","3","12525","1","12469","5","6","プロデューサー"
"6095","6095","『ムイミ』の持つ大剣の名称","これ、何と言う？","22825","35207","6","6","6","6","天楼覇断剣","","26029","2","27004","1","21091","6","6","天楼覇断剣"
"6096","6096","","左のキャラは右のキャラを何と呼ぶ？","12362","12540","4","4","4","4","おにーたん","","12383","3","12395","1","12435","4","6","おにーたん"
"6097","6097","","これ、何と読む？","12463","12454","5","5","5","5","クラウンズ","","12531","1","12521","1","12474","5","6","七冠＝セブンクラウンズ"
"6098","0","「ヒラメ」とよく似たとある魚の見分け方として、よく使われるフレーズ。目の向きがポイント","これ、何と言う？","12415","12363","4","4","4","4","みぎかれい","","12428","2","12366","2","12356","4","6","左ヒラメ　みぎかれい"
"6100","6100","","初対面のとき何と呼んだ？","12511","12523","4","5","4","5","ミネルべぇ","","12409","3","12493","1","12359","5","6","ミネルべぇ"
"6102","6102","","左のキャラは右のキャラを何と呼ぶ？","12471","12540","5","5","5","5","ショーグン","","12464","1","12519","1","12531","5","6","ショーグン"
"6104","0","ギルド【リトルリリカル】のメンバー。『キョウカ』と、あと2人は誰と誰？","このキャラの名前は？","12511","12511","5","5","5","5","ミミミソギ","ミミとミソギ","12477","2","12511","1","12462","5","6","ミミとミソギ"
"6105","6105","『マヒル』の相棒である牛の名前","これ、何と言う？","12456","12470","5","5","5","5","エリザベス","","12505","1","12522","1","12473","5","6","エリザベス"
"6112","6112","","このキャラの名前は？","12506","12522","5","5","5","5","ペコリーヌ","","12540","1","12467","1","12492","5","6","ペコリーヌ"
"6113","6113","","これ、何と読む？","12452","12469","5","5","5","5","インサイト","","12452","2","12531","1","12488","5","6","覇瞳皇帝\n＝カイザーインサイト"
"6114","6114","","このキャラの名前は？","12521","12522","5","5","5","5","ラビリスタ","","12473","1","12499","1","12479","5","6","ラビリスタ"
"6115","6115","『ラビリスタ』の二つ名","これ、何と読む？","12521","12522","5","5","5","5","ラビリンス","","12531","2","12499","1","12473","5","6","迷宮女王\n＝クイーンラビリンス"
"6116","6116","『ラジラジ』のフルネーム","このキャラの名前は？","12510","12459","5","5","5","5","マルカント","ラジクマール・ラジニカーント","12531","3","12523","1","12488","5","6","ラジクマール・ラジニカーント"
"6117","6116","『ラジラジ』の二つ名","これ、何と読む？","12461","12464","5","5","5","5","キングリプ","跳躍王＝キングリープ","12522","3","12531","1","12503","5","6","跳躍王＝キングリープ"
"6119","0","","この昔話の登場人物は？","12418","12383","4","4","4","4","ももたろう","","12429","1","12418","2","12358","4","6","桃から生まれたももたろう"
"6120","0","","この昔話の登場人物は？","12365","12383","4","4","4","4","きんたろう","","12429","1","12435","2","12358","4","6","まさかり担いだきんたろう"
"6122","0","向こうずねのこと。転じて、屈強な人間であってもこの部位は痛みに弱いことから、急所のこと","これ、何と言う？","12394","12393","4","4","4","4","なきどころ","","12371","2","12365","2","12429","4","6","弁慶のなきどころ"
"6132","6058","『ネネカ』がペコリーヌとの初対面時、変身していたものとは","これ、何と言う？","12385","12358","4","4","4","4","ちょうちょ","","12385","3","12423","1","12423","4","6","ちょうちょ"
"6134","0","成長すると「カエル」になる生き物","これ、何と言う？","12458","12510","5","5","5","5","オタマジャ","","12472","1","12479","2","12515","5","6","オタマジャクシ"
"6135","0","プリコネの登場キャラで、「双子の姉妹」としておなじみの二人","このキャラ、何と言う？","12520","12450","5","5","5","5","ヨリアカリ","ヨリとアカリ","12459","1","12522","1","12522","5","6","ヨリとアカリ"
"6136","6136","","このモンスター、何と言う？","12527","12496","5","5","5","5","ワイバーン","","12540","1","12452","1","12531","5","6","ワイバーン"
"6137","6137","","このモンスター、何と言う？","12464","12501","5","5","5","5","グリフォン","","12457","1","12522","1","12531","5","6","ワイルドグリフォン"
"6138","0","『ミミ』の好きな動物を、ミミの言葉づかいで言うと？","これ、何と言う？","12358","12366","4","4","4","4","うさぎさん","","12373","3","12373","1","12435","4","6","うさぎさん"
"6139","6139","","左のキャラは右のキャラを何と呼ぶ？","12362","12376","4","4","4","4","おうじはん","","12399","2","12358","1","12435","4","6","おうじはん"
"6140","6140","","左のキャラは右のキャラを何と呼ぶ？","12395","12385","4","4","4","4","にいちゃん","","12419","2","12356","1","12435","4","6","にいちゃん"
"6141","6141","","左のキャラは右のキャラを何と呼ぶ？","12362","12360","4","4","4","4","おまえさん","","12373","2","12414","1","12435","4","6","おまえさん"
"6142","6142","","左のキャラは右のキャラを何と呼ぶ？","12376","12375","4","4","4","4","じょしゅく","","12421","2","12423","1","12367","4","6","じょしゅくん"
"6143","6143","","左のキャラは右のキャラを何と呼ぶ？","12489","12473","4","5","4","5","ドエスさん","","12373","2","12456","1","12435","5","6","ドエスさん"
"6144","6144","","左のキャラは右のキャラを何と呼ぶ？","12384","12385","4","4","4","4","だんちょう","","12423","2","12435","1","12358","4","6","だんちょうさん"
"6146","0","哺乳類の一種。その命名の通り、めったに活動せず、動くときも非常にゆっくりと動く","これ、何と言う？","12490","12465","5","5","5","5","ナマケモノ","","12514","1","12510","2","12494","5","6","ナマケモノ"
"6147","0","世界三大珍味の一つ「キャビア」は何と言う生き物の卵？","これ、何？","12481","12454","5","5","5","5","チョウザメ","","12470","1","12519","2","12513","5","6","チョウザメ"
"6151","6151","","このキャラの名前は？","12500","12450","5","5","5","5","ピュアリー","","12522","3","12517","1","12540","5","6","魔法少女ピュアリー★シオリ"
"6153","6153","","このキャラの名前は？","12471","12452","5","5","5","5","シャイニー","","12491","3","12515","1","12540","5","6","魔法少女シャイニー★トモ"
"6155","0","「賢い人間」を意味する、ヒト属の種の学名。現生人類もこれに属する","これ、何と言う？","12469","12456","5","5","5","5","サピエンス","","12531","1","12500","2","12473","5","6","ホモ・サピエンス"
"6157","0","鷲（ワシ）の翼と前脚と頭、そしてライオンの胴と後ろ脚を合わせ持つ、伝説の生き物","これ、何と言う？","12464","12501","5","5","5","5","グリフォン","","12457","2","12522","2","12531","5","6","グリフォン"
"6160","0","首が長く伸びる妖怪。普通にしている分には、人間と変わらない姿をしている","これ、何と言う？","12429","12429","4","4","4","4","ろくろくび","","12367","1","12367","2","12403","4","6","ろくろくび"
"6161","0","つむじ風に乗って現れ、人を切りつける妖怪。痛みは無く、血も出ず、傷だけが残ると言われる","これ、何と言う？","12363","12356","4","4","4","4","かまいたち","","12383","2","12414","2","12385","4","6","かまいたち"
"6162","0","神話に登場する巨大な狼。ラグナロクではオーディンを丸呑みにしたとされる","これ、何と言う？","12501","12531","5","5","5","5","フェンリル","","12522","3","12455","2","12523","5","6","フェンリル"
"6164","1255","ペコリーヌの口癖の一つ。良い意味でも悪い意味でもヤバイことが起きたときに言うことが多い","これ、何と言う？","12420","12356","4","4","4","4","やばいです","","12391","2","12400","1","12377","4","2","やばいですね☆"
"6165","6165","","左のキャラは右のキャラを何と呼ぶ？","12354","12376","4","4","4","4","あるじさま","","12373","2","12427","1","12414","4","6","あるじさま"
"6166","6166","","左のキャラは右のキャラを何と呼ぶ？","12463","12513","5","5","5","5","クソメガネ","","12460","2","12477","1","12493","5","6","クソメガネ"
"6167","0","猫などの動物が強い匂いを嗅いだときに、目や口を開いて独特な表情をする現象","これ、何と言う？","12501","12540","5","5","5","5","フレーメン","","12513","3","12524","2","12531","5","6","フレーメン反応"
"6168","0","太古の海に存在していた、史上最大のサメ","これ、何と言う？","12513","12525","5","5","5","5","メガロドン","","12489","3","12460","2","12531","5","6","メガロドン"
"6169","0","「犬歯」の通称として、「八重歯」以外になじみ深いもの。糸が切れるほど尖っているのが由来","これ、何と言う？","12356","12365","4","4","4","4","いときりば","","12426","3","12392","2","12400","4","6","いときりば"
"6170","0","「母の日」の贈り物としても親しまれる花。赤やピンクの鮮やかな花びらを持つ","これ、何と言う？","12459","12471","5","5","5","5","カネション","カーネーション","12519","1","12493","2","12531","5","6","カーネーション"
"6171","0","桜の木の種類として非常にポピュラーな一つ。一般に桜のイメージとして最も浸透している","これ、何と言う？","12513","12520","5","5","5","5","メイヨシノ","","12471","2","12452","2","12494","5","6","ソメイヨシノ"
"6172","0","「タンポポ」の英名。とある哺乳類の動物に由来している","これ、何と言う？","12487","12452","5","5","5","5","デライオン","","12458","3","12521","2","12531","5","6","ダンデライオン"
"6173","0","「四聖獣」と呼ばれる生き物、朱雀・白虎・玄武、あとは何？（ひらがなで）","これ、何と言う？","12379","12426","4","4","4","4","せいりゅう","","12421","3","12356","2","12358","4","6","せいりゅう"
"6174","0","小さな子どもの姿で、座敷や土間に現れる妖怪。遭遇した者には幸運が舞い込むとされる","これ、何と言う？","24231","12431","4","6","4","6","座敷わらし","","12425","1","25975","2","12375","4","6","座敷わらし"
"6175","0","猫の種類の一つ。「小さい」「子ども」という意味を持ち、小柄で脚が短いのが特徴","これ、何と言う？","12510","12481","5","5","5","5","マンチカン","","12459","2","12531","2","12531","5","6","マンチカン"
"6176","0","伝承に登場する、首の無い騎士","これ、何と言う？","12487","12521","5","5","5","5","デュラハン","","12495","2","12517","2","12531","5","6","デュラハン"
"6177","0","両目でそれぞれ瞳の色が異なること。いろいろな動物に見られるが、特に猫に多い","これ、何と言う？","12458","12489","5","5","5","5","オッドアイ","","12450","2","12483","2","12452","5","6","オッドアイ"
"6178","0","「エノコログサ」という草の通称。猫の目の前で振ると興味を示し、よくじゃれつくことから","これ、何と言う？","29483","12419","4","6","4","4","猫じゃらし","","12425","1","12376","2","12375","4","6","猫じゃらし"
"6179","0","非常によく知られた怪物。獲物の血を吸うのが特徴で、十字架やニンニクが弱点とされる","これ、何と言う？","12489","12461","5","5","5","5","ドラキュラ","","12517","1","12521","2","12521","5","6","ドラキュラ"
"6180","0","動物のフンをボール状にして、コロコロ転がすという変わった習性を持つ昆虫","これ、何と言う？","12531","12525","5","5","5","5","ンコロガシ","","12460","1","12467","2","12471","5","6","フンコロガシ"
"6181","0","「ぬいぐるみ」という意味を持つ、猫の種類。抱っこが好きで、毛並みがフサフサなことから","これ、何と言う？","12521","12489","5","5","5","5","ラグドール","","12540","3","12464","2","12523","5","6","ラグドール"
