db3d8e5178388d641fe1da7a93e50eb89605985c37c8ffc87d90a1ed6e2a2833,75c4f4a1d3df6c8166d3e288863a483435d36fdfd72d253c5778e61cda982384,6d08b8772f649bab5c3f90f40dabe85827135b66e34cb26224501d7f8e957338,96ba1188b290959dcca32e0ef91f32749f71dcc33cb1de8d0e9912ab2820be49,609ee2244b4663ac9fe0dd65a82161dc7d4528910a17b4645d6bfebc91deea2b,662b7d031ea6e3edef4385e1e3a7d5647a02e04e136a876bf18129ad12a5e6bc,9ffdbbc9ea18ee24e3f7b1190614d1e852e112b6b8e4809c7eee229d242c1661,5c168859a4f21100bed6c3d1c533ad55afe965d0a9f9da28f66f52d47a938ad8,b4e40b58d75fa0e7e735550c903bc2b4cf21c2aab5fda1034afed0158ef77835,440c1fe5d28ea054c03658e52ffaa0e35523f59cdb4cdb1fa9417ad7509353b4,348c30ac42de3318f64d7debcf70a17b08d5760b1e595a4a8dc5d4dbf4a5a5ca
"0","101511","1","-167","-85","202","2","1","wac_default_31","31311","31311001"
"0","104011","1","-64","-211","254","2","1","wac_default_41","31311","31311002"
"0","101211","1","230","-211","252","2","1","wac_default_51","31311","31311003"
"0","111","5","-167","-85","201","2","1","wac_default_34","31311","31311004"
"0","112","5","-64","-211","253","2","1","wac_default_42","31311","31311005"
"0","113","5","230","-211","251","2","1","wac_default_51","31311","31311006"
"","300","13","","","","","101211","","31311","31311007"
"","300","13","","","","","101511","","31311","31311008"
"","300","13","","","","","104011","","31311","31311009"
"","62","31","0","1","0","1","62","","31311","31311010"
"","63","31","0","1","0","0","63","","31311","31311011"
"","16","31","0","1","0","0","16","","31311","31311012"
"","502","31","0","1","0","1","502","","31311","31311013"
"","wac_paint_31","3","","0","0","0.2","101511","","31311","31311014"
"","wac_paint_34","3","","0","0","0.2","111","","31311","31311015"
"","wac_paint_41","3","","0","0","0.2","104011","","31311","31311016"
"","wac_paint_42","3","","0","0","0.2","112","","31311","31311017"
"","wac_paint_51","3","","0","0","0.2","101211","","31311","31311018"
"","wac_paint_51","3","","0","0","0.2","113","","31311","31311019"
"","0","93","","","","","0","","31311","31311020"
"","1","32","","","","","16","","31311","31311021"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","31311","31311022"
"","","131","","","","","1","","31311","31311023"
"","wac_idle_kyapi","3","","","1","0","101211","","31312","31312001"
"","wac_idle_smile_L","3","","","1","0","101511","","31312","31312002"
"","wac_idle_smile","3","","","1","0","104011","","31312","31312003"
"","wac_no_items","3","","","1","0","111","","31312","31312004"
"","wac_no_items","3","","","1","0","112","","31312","31312005"
"","wac_no_items","3","","","1","0","113","","31312","31312006"
"","190","2","0","","-335","","101211","","31312","31312007"
"","-190","2","0","","-360","","101511","","31312","31312008"
"","350","2","0","","-360","","104011","","31312","31312009"
"","190","2","0","","-335","","111","","31312","31312010"
"","-190","2","0","","-360","","112","","31312","31312011"
"","350","2","0","","-360","","113","","31312","31312012"
"","0","32","","","","","62","","31312","31312013"
"","1","32","","","","","63","","31312","31312014"
"","0","32","","","","","16","","31312","31312015"
"","wac_talk_kyapi_in","3","wac_talk_kyapi_loop","1","0","0.2","101211","","31312","31312016"
"","vo_wac_221224_000","21","0","","0","","vo_wac_221224","","31312","31312017"
"0","むむむ～……きらーんっ☆\nハツネちゃんの超能力ならこの通り、\nどんなに広い面積でも一発で\n色塗りが終わる……スヤァ♪","11","1","1","10","0","101211","0.5","31312","31312018"
"","","91","","","","","0","","31312","31312019"
"","wac_idle_sleep","3","","1","1","0.2","101211","","31312","31312020"
"","wac_talk_surprise_in_shy","3","wac_talk_surprise_loop_shy","1","0","0.2","104011","","31312","31312021"
"","vo_wac_221224_001","21","0","","0","","vo_wac_221224","","31312","31312022"
"0","ハ、ハツネさん！？\nそんなところで寝たら、\n全身絵の具だらけに\nなっちゃいますよ～！？","11","1","1","10","0","104011","0.5","31312","31312023"
"","","91","","","","","0","","31312","31312024"
"","wac_idle_surprise_shy","3","","1","1","0.2","104011","","31312","31312025"
"","wac_talk_smile_in_L","3","wac_talk_smile_loop_L","1","0","0.2","101511","","31312","31312026"
"","vo_wac_221224_002","21","0","","0","","vo_wac_221224","","31312","31312027"
"0","気持ちよさそうな寝顔ね～\n起こすのもかわいそうだから、\nしばらく先生が膝枕して\nあげようかしら～？","11","1","1","10","0","101511","0.5","31312","31312028"
"","","91","","","","","0","","31312","31312029"
"","0","22","","","","","0","","31312","31312030"
"","","111","","","","","","","31312","31312031"
"","wac_idle_sleep","3","","","1","0.2","101211","","31313","31313001"
"","wac_idle_smile_L","3","","","1","0.2","101511","","31313","31313002"
"","wac_idle_surprise_shy","3","","","1","0.2","104011","","31313","31313003"
"","wac_no_items","3","","","1","0.2","111","","31313","31313004"
"","wac_no_items","3","","","1","0.2","112","","31313","31313005"
"","wac_no_items","3","","","1","0.2","113","","31313","31313006"
"","190","2","0","","-335","","101211","","31313","31313007"
"","-190","2","0","","-360","","101511","","31313","31313008"
"","350","2","0","","-360","","104011","","31313","31313009"
"","190","2","0","","-335","","111","","31313","31313010"
"","-190","2","0","","-360","","112","","31313","31313011"
"","350","2","0","","-360","","113","","31313","31313012"
"","0","32","","","","","62","","31313","31313013"
"","1","32","","","","","63","","31313","31313014"
"","0","32","","","","","16","","31313","31313015"
"","","91","","","","","0","","31313","31313016"
"0","104011","1","-108","-325","202","2","1","wac_default_bot_21","31411","31411001"
"0","111","5","-108","-325","201","2","1","wac_default_bot_21","31411","31411002"
"","45","31","0","1","0","1","45","","31411","31411003"
"","57","31","0","1","0","0","57","","31411","31411004"
"","13","31","0","1","0","0","13","","31411","31411005"
"","502","31","0","1","0","1","502","","31411","31411006"
"","wac_paint_bot_21","3","","0","0","0.2","104011","","31411","31411007"
"","wac_paint_bot_21","3","","0","0","0.2","111","","31411","31411008"
"","0","93","","","","","0","","31411","31411009"
"","1","32","","","","","13","","31411","31411010"
"","se_sys_login_birthday_calendar_brush","23","","","0","","se_common","","31411","31411011"
"","300","13","","","","","104011","","31411","31411012"
"","","131","","","","","1","","31411","31411013"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","104011","","31412","31412001"
"","wac_no_items","3","","","1","0.2","111","","31412","31412002"
"","200","2","0","","-340","","104011","","31412","31412003"
"","200","2","0","","-340","","111","","31412","31412004"
"","0","32","","","","","45","","31412","31412005"
"","1","32","","","","","57","","31412","31412006"
"","0","32","","","","","13","","31412","31412007"
"","vo_wac_221225_000","21","0","","0","","vo_wac_221225","","31412","31412008"
"0","……絵のお仕事をしていて\n思い出したんですけど、昔、ノートに\n「理想のマイフレンド」って絵や\n設定を描いてた時期があったんですよ。","11","1","1","10","0","104011","0.5","31412","31412009"
"","","91","","","","","0","","31412","31412010"
"","vo_wac_221225_001","21","0","","0","","vo_wac_221225","","31412","31412011"
"0","趣味とか好きなお店とか同じで、\n辛いときには無限に励ましてくれて、\n夜はパジャマパーティーとかも……！\n今から続き、描こうかな……？","11","1","1","10","0","104011","0.5","31412","31412012"
"","","91","","","","","0","","31412","31412013"
"","0","22","","","","","0","","31412","31412014"
"","wac_idle_wish","3","","","1","0.2","104011","","31413","31413001"
"","wac_no_items","3","","","1","0.2","111","","31413","31413002"
"","200","2","0","","-340","","104011","","31413","31413003"
"","200","2","0","","-340","","111","","31413","31413004"
"","0","32","","","","","45","","31413","31413005"
"","1","32","","","","","57","","31413","31413006"
"","0","32","","","","","13","","31413","31413007"
"","","91","","","","","0","","31413","31413008"
"0","101511","1","-108","-325","202","2","1","wac_default_bot_21","31511","31511001"
"0","111","5","-108","-325","201","2","1","wac_default_bot_26","31511","31511002"
"","45","31","0","1","0","1","45","","31511","31511003"
"","57","31","0","1","0","0","57","","31511","31511004"
"","13","31","0","1","0","0","13","","31511","31511005"
"","502","31","0","1","0","1","502","","31511","31511006"
"","wac_paint_bot_21","3","","0","0","0.2","101511","","31511","31511007"
"","wac_paint_bot_26","3","","0","0","0.2","111","","31511","31511008"
"","0","93","","","","","0","","31511","31511009"
"","1","32","","","","","13","","31511","31511010"
"","se_sys_login_birthday_calendar_brush","23","","","0","","se_common","","31511","31511011"
"","300","13","","","","","101511","","31511","31511012"
"","","131","","","","","1","","31511","31511013"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","101511","","31512","31512001"
"","wac_no_items","3","","","1","0.2","111","","31512","31512002"
"","200","2","0","","-340","","101511","","31512","31512003"
"","200","2","0","","-340","","111","","31512","31512004"
"","0","32","","","","","45","","31512","31512005"
"","1","32","","","","","57","","31512","31512006"
"","0","32","","","","","13","","31512","31512007"
"","vo_wac_221226_000","21","0","","0","","vo_wac_221226","","31512","31512008"
"0","今日はこれくらいにしましょうか。\nあなたも、先生を手伝ってくれて\nありがとう～♪","11","1","1","10","0","101511","0.5","31512","31512009"
"","","91","","","","","0","","31512","31512010"
"","vo_wac_221226_001","21","0","","0","","vo_wac_221226","","31512","31512011"
"0","ご褒美に、手のひらに\n花丸を描いてあげるわ。\n……はい、よくできました～♪\nあっ、ご飯の前には洗いましょうね？","11","1","1","10","0","101511","0.5","31512","31512012"
"","","91","","","","","0","","31512","31512013"
"","0","22","","","","","0","","31512","31512014"
"","wac_idle_smile","3","","","1","0.2","101511","","31513","31513001"
"","wac_no_items","3","","","1","0.2","111","","31513","31513002"
"","200","2","0","","-340","","101511","","31513","31513003"
"","200","2","0","","-340","","111","","31513","31513004"
"","0","32","","","","","45","","31513","31513005"
"","1","32","","","","","57","","31513","31513006"
"","0","32","","","","","13","","31513","31513007"
"","","91","","","","","0","","31513","31513008"
"0","106411","1","-108","-213","202","2","1","wac_default_01","31611","31611001"
"0","111","5","-108","-213","201","2","1","wac_default_02","31611","31611002"
"","43","31","0","1","0","1","43","","31611","31611003"
"","57","31","0","1","0","0","57","","31611","31611004"
"","11","31","0","1","0","0","11","","31611","31611005"
"","502","31","0","1","0","1","502","","31611","31611006"
"","wac_paint_01","3","","0","0","0.2","106411","","31611","31611007"
"","wac_paint_02","3","","0","0","0.2","111","","31611","31611008"
"","0","93","","","","","0","","31611","31611009"
"","1","32","","","","","11","","31611","31611010"
"","se_10035700_brush","23","","","0","","se_10035700","","31611","31611011"
"","300","13","","","","","106411","","31611","31611012"
"","","131","","","","","1","","31611","31611013"
"","wac_talk_wish_in_joy","3","wac_talk_wish_loop_joy","1","0","0.2","106411","","31612","31612001"
"","wac_no_items","3","","","1","0.2","111","","31612","31612002"
"","200","2","0","","-340","","106411","","31612","31612003"
"","200","2","0","","-340","","111","","31612","31612004"
"","0","32","","","","","43","","31612","31612005"
"","1","32","","","","","57","","31612","31612006"
"","0","32","","","","","11","","31612","31612007"
"","vo_wac_221227_000","21","0","","0","","vo_wac_221227","","31612","31612008"
"0","……本当に、素敵な壁画だわ。\n誰か一人だけで描いたんじゃなく、\nたくさんの人たちが筆をとって、\nここまで描き続けたんですものね。","11","1","1","10","0","106411","0.5","31612","31612009"
"","","91","","","","","0","","31612","31612010"
"","vo_wac_221227_001","21","0","","0","","vo_wac_221227","","31612","31612011"
"0","私は……自分もその中に\nいるんだって思えることが、\nたまらなくうれしく感じるの。\nあなたもそうだと、もっとうれしいわ。","11","1","1","10","0","106411","0.5","31612","31612012"
"","","91","","","","","0","","31612","31612013"
"","0","22","","","","","0","","31612","31612014"
"","wac_idle_wish_joy","3","","","1","0.2","106411","","31613","31613001"
"","wac_no_items","3","","","1","0.2","111","","31613","31613002"
"","200","2","0","","-340","","106411","","31613","31613003"
"","200","2","0","","-340","","111","","31613","31613004"
"","0","32","","","","","43","","31613","31613005"
"","1","32","","","","","57","","31613","31613006"
"","0","32","","","","","11","","31613","31613007"
"","","91","","","","","0","","31613","31613008"
"0","105911","1","-167","-205","202","2","1","wac_default_31","31711","31711001"
"0","123311","1","-64","-350","254","2","1","wac_default_bot_41","31711","31711002"
"0","118111","1","230","-325","252","2","1","wac_default_51","31711","31711003"
"0","111","5","-167","-205","201","2","1","wac_default_32","31711","31711004"
"0","112","5","-64","-350","253","2","1","wac_default_48","31711","31711005"
"0","113","5","230","-325","251","2","1","wac_default_bot_52","31711","31711006"
"","300","13","","","","","118111","","31711","31711007"
"","300","13","","","","","105911","","31711","31711008"
"","300","13","","","","","123311","","31711","31711009"
"","58","31","0","1","0","1","58","","31711","31711010"
"","63","31","0","1","0","0","63","","31711","31711011"
"","15","31","0","1","0","0","15","","31711","31711012"
"","502","31","0","1","0","1","502","","31711","31711013"
"","wac_paint_31","3","","0","0","0.2","105911","","31711","31711014"
"","wac_paint_32","3","","0","0","0.2","111","","31711","31711015"
"","wac_paint_bot_41","3","","0","0","0.2","123311","","31711","31711016"
"","wac_paint_48","3","","0","0","0.2","112","","31711","31711017"
"","wac_paint_bot_51","3","","0","0","0.2","118111","","31711","31711018"
"","wac_paint_bot_52","3","","0","0","0.2","113","","31711","31711019"
"","0","93","","","","","0","","31711","31711020"
"","1","32","","","","","15","","31711","31711021"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","31711","31711022"
"","","131","","","","","1","","31711","31711023"
"","wac_idle_sad","3","","","1","0","118111","","31712","31712001"
"","wac_idle_normal_L","3","","","1","0","105911","","31712","31712002"
"","wac_idle_smile","3","","","1","0","123311","","31712","31712003"
"","wac_no_items","3","","","1","0","111","","31712","31712004"
"","wac_no_items","3","","","1","0","112","","31712","31712005"
"","wac_no_items","3","","","1","0","113","","31712","31712006"
"","190","2","0","","-335","","118111","","31712","31712007"
"","-190","2","0","","-360","","105911","","31712","31712008"
"","350","2","0","","-360","","123311","","31712","31712009"
"","190","2","0","","-335","","111","","31712","31712010"
"","-190","2","0","","-360","","112","","31712","31712011"
"","350","2","0","","-360","","113","","31712","31712012"
"","0","32","","","","","58","","31712","31712013"
"","1","32","","","","","63","","31712","31712014"
"","0","32","","","","","15","","31712","31712015"
"","wac_talk_sad_in","3","wac_talk_sad_loop","1","0","0.2","118111","","31712","31712016"
"","vo_wac_221228_000","21","0","","0","","vo_wac_221228","","31712","31712017"
"0","ううぅ……やっと、描けたわ……\nやっぱりわたし、だめね……\n何度も何度も、塗り間違えるし……\nペンキも、ひっくり返してしまうし……","11","1","1","10","0","118111","0.5","31712","31712018"
"","","91","","","","","0","","31712","31712019"
"","wac_idle_sad","3","","1","1","0.2","118111","","31712","31712020"
"","wac_talk_wish_in_joy_L","3","wac_talk_wish_loop_joy_L","1","0","0.2","105911","","31712","31712021"
"","vo_wac_221228_001","21","0","","0","","vo_wac_221228","","31712","31712022"
"0","ランファさま……\n『失敗は成功の母』でございますよ。\nそれに、絵の完成度は\nとても高いと思います。","11","1","1","10","0","105911","0.5","31712","31712023"
"","","91","","","","","0","","31712","31712024"
"","wac_idle_wish_joy_L","3","","1","1","0.2","105911","","31712","31712025"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","118111","","31712","31712026"
"","vo_wac_221228_002","21","0","","0","","vo_wac_221228","","31712","31712027"
"0","ほ、本当に……？\nありがとう、コッコロちゃん……！\n彼にも見せたら、\n褒めてくれる、かしら……♪","11","1","1","10","0","118111","0.5","31712","31712028"
"","","91","","","","","0","","31712","31712029"
"","0","22","","","","","0","","31712","31712030"
"","","111","","","","","","","31712","31712031"
"","wac_idle_wish","3","","","1","0.2","118111","","31713","31713001"
"","wac_idle_wish_joy_L","3","","","1","0.2","105911","","31713","31713002"
"","wac_idle_smile","3","","","1","0.2","123311","","31713","31713003"
"","wac_no_items","3","","","1","0.2","111","","31713","31713004"
"","wac_no_items","3","","","1","0.2","112","","31713","31713005"
"","wac_no_items","3","","","1","0.2","113","","31713","31713006"
"","190","2","0","","-335","","118111","","31713","31713007"
"","-190","2","0","","-360","","105911","","31713","31713008"
"","350","2","0","","-360","","123311","","31713","31713009"
"","190","2","0","","-335","","111","","31713","31713010"
"","-190","2","0","","-360","","112","","31713","31713011"
"","350","2","0","","-360","","113","","31713","31713012"
"","0","32","","","","","58","","31713","31713013"
"","1","32","","","","","63","","31713","31713014"
"","0","32","","","","","15","","31713","31713015"
"","","91","","","","","0","","31713","31713016"
"0","106011","1","-108","-213","202","2","1","wac_default_01","31811","31811001"
"0","111","5","-108","-213","201","2","1","wac_default_02","31811","31811002"
"","43","31","0","1","0","1","43","","31811","31811003"
"","57","31","0","1","0","0","57","","31811","31811004"
"","11","31","0","1","0","0","11","","31811","31811005"
"","502","31","0","1","0","1","502","","31811","31811006"
"","wac_paint_01","3","","0","0","0.2","106011","","31811","31811007"
"","wac_paint_02","3","","0","0","0.2","111","","31811","31811008"
"","0","93","","","","","0","","31811","31811009"
"","1","32","","","","","11","","31811","31811010"
"","se_10035700_brush","23","","","0","","se_10035700","","31811","31811011"
"","300","13","","","","","106011","","31811","31811012"
"","","131","","","","","1","","31811","31811013"
"","wac_talk_sad_loop_shy","3","","","1","0.2","106011","","31812","31812001"
"","wac_no_items","3","","","1","0.2","111","","31812","31812002"
"","200","2","0","","-340","","106011","","31812","31812003"
"","200","2","0","","-340","","111","","31812","31812004"
"","0","32","","","","","43","","31812","31812005"
"","1","32","","","","","57","","31812","31812006"
"","0","32","","","","","11","","31812","31812007"
"","vo_wac_221229_000","21","0","","0","","vo_wac_221229","","31812","31812008"
"0","や、やっと今回の分が終わった……\n結構描いてるはずなんだけど、\nまだ終わりが見えてこないわね。","11","1","1","10","0","106011","0.5","31812","31812009"
"","","91","","","","","0","","31812","31812010"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","106011","","31812","31812011"
"","vo_wac_221229_001","21","0","","0","","vo_wac_221229","","31812","31812012"
"0","今の時点でもかなり壁がにぎやかに\nなってきてるけど、完成したときには\nどんだけ派手になるのかしら？\n元々の壁の色を忘れちゃいそうだわ。","11","1","1","10","0","106011","0.5","31812","31812013"
"","","91","","","","","0","","31812","31812014"
"","0","22","","","","","0","","31812","31812015"
"","wac_idle_wish","3","","","1","0.2","106011","","31813","31813001"
"","wac_no_items","3","","","1","0.2","111","","31813","31813002"
"","200","2","0","","-340","","106011","","31813","31813003"
"","200","2","0","","-340","","111","","31813","31813004"
"","0","32","","","","","43","","31813","31813005"
"","1","32","","","","","57","","31813","31813006"
"","0","32","","","","","11","","31813","31813007"
"","","91","","","","","0","","31813","31813008"
"0","105911","1","-108","-213","202","2","1","wac_default_01","31911","31911001"
"0","111","5","-108","-213","201","2","1","wac_default_02","31911","31911002"
"","43","31","0","1","0","1","43","","31911","31911003"
"","57","31","0","1","0","0","57","","31911","31911004"
"","11","31","0","1","0","0","11","","31911","31911005"
"","502","31","0","1","0","1","502","","31911","31911006"
"","wac_paint_01","3","","0","0","0.2","105911","","31911","31911007"
"","wac_paint_02","3","","0","0","0.2","111","","31911","31911008"
"","0","93","","","","","0","","31911","31911009"
"","1","32","","","","","11","","31911","31911010"
"","se_10035700_brush","23","","","0","","se_10035700","","31911","31911011"
"","300","13","","","","","105911","","31911","31911012"
"","","131","","","","","1","","31911","31911013"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","105911","","31912","31912001"
"","wac_no_items","3","","","1","0.2","111","","31912","31912002"
"","200","2","0","","-340","","105911","","31912","31912003"
"","200","2","0","","-340","","111","","31912","31912004"
"","0","32","","","","","43","","31912","31912005"
"","1","32","","","","","57","","31912","31912006"
"","0","32","","","","","11","","31912","31912007"
"","vo_wac_221230_000","21","0","","0","","vo_wac_221230","","31912","31912008"
"0","このお仕事も長く続いておりますので、\n壁の絵も多様になり、ずいぶんと\n華やかになってまいりましたね。","11","1","1","10","0","105911","0.5","31912","31912009"
"","","91","","","","","0","","31912","31912010"
"","vo_wac_221230_001","21","0","","0","","vo_wac_221230","","31912","31912011"
"0","見て回るだけで、みなさまとの\n思い出がよみがえってくるようです。\n主さま、この調子で最後まで、\n素晴らしい絵を描きつづけましょう。","11","1","1","10","0","105911","0.5","31912","31912012"
"","","91","","","","","0","","31912","31912013"
"","0","22","","","","","0","","31912","31912014"
"","wac_idle_wish","3","","","1","0.2","105911","","31913","31913001"
"","wac_no_items","3","","","1","0.2","111","","31913","31913002"
"","200","2","0","","-340","","105911","","31913","31913003"
"","200","2","0","","-340","","111","","31913","31913004"
"","0","32","","","","","43","","31913","31913005"
"","1","32","","","","","57","","31913","31913006"
"","0","32","","","","","11","","31913","31913007"
"","","91","","","","","0","","31913","31913008"
"0","105811","1","-108","-212.75","202","2","1","wac_default_11","32011","32011001"
"0","111","5","-108","-212.75","201","2","1","wac_default_12","32011","32011002"
"","43","31","0","1","0","1","43","","32011","32011003"
"","63","31","0","1","0","0","63","","32011","32011004"
"","11","31","0","1","0","0","11","","32011","32011005"
"","14","31","0","1","0","0","14","","32011","32011006"
"","18","31","0","1","0","0","18","","32011","32011007"
"","502","31","0","1","0","1","502","","32011","32011008"
"","wac_paint_11","3","","0","0","0.2","105811","","32011","32011009"
"","wac_paint_12","3","","0","0","0.2","111","","32011","32011010"
"","0","93","","","","","0.3","","32011","32011011"
"","1","32","","","","","11","","32011","32011012"
"","se_10035700_roller","23","","","0","","se_10035700","","32011","32011013"
"","300","13","","","","","105811","","32011","32011014"
"","","131","","","","","1","","32011","32011015"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","105811","","32012","32012001"
"","wac_no_items","3","","","1","0.2","111","","32012","32012002"
"","420","2","0","","-350","","105811","","32012","32012003"
"","420","2","0","","-350","","111","","32012","32012004"
"","0","32","","","","","43","","32012","32012005"
"","1","32","","","","","63","","32012","32012006"
"","0","32","","","","","11","","32012","32012007"
"","1","32","","","","","14","","32012","32012008"
"","1","32","","","","","18","","32012","32012009"
"","0","93","","","","","1.8","","32012","32012010"
"","vo_wac_221231_000","21","0","","0","","vo_wac_221231","","32012","32012011"
"0","この壁も、いい感じに\n仕上がってきましたね～♪\nちょくちょく皆さんの個性が光ってて、\nザ・ランドソルって感じがやばいです☆","11","1","1","10","0","105811","0.5","32012","32012012"
"","","91","","","","","0","","32012","32012013"
"","vo_wac_221231_001","21","0","","0","","vo_wac_221231","","32012","32012014"
"0","……王女としても、やっぱり\nいろんな考えの人たちが、みんな\n幸せに暮らせる場所にしたいんですよ。\nこれが、その象徴になるといいですね♪","11","1","1","10","0","105811","0.5","32012","32012015"
"","","91","","","","","0","","32012","32012016"
"","0","22","","","","","0","","32012","32012017"
"","wac_idle_smile","3","","","1","0.2","105811","","32013","32013001"
"","wac_no_items","3","","","1","0.2","111","","32013","32013002"
"","420","2","0","","-350","","105811","","32013","32013003"
"","420","2","0","","-350","","111","","32013","32013004"
"","0","32","","","","","43","","32013","32013005"
"","1","32","","","","","63","","32013","32013006"
"","0","32","","","","","11","","32013","32013007"
"","0","32","","","","","14","","32013","32013008"
"","1","32","","","","","18","","32013","32013009"
"","","91","","","","","0","","32013","32013010"
"0","103311","1","-167","-325","204","2","1","wac_default_bot_31","32111","32111001"
"0","102611","1","230","-325","202","2","1","wac_default_51","32111","32111002"
"0","103811","1","-330","-350","256","2","1","wac_default_bot_61","32111","32111003"
"0","105211","1","340","-350","254","2","1","wac_default_bot_91","32111","32111004"
"0","111","5","-167","-325","203","2","1","wac_default_bot_33","32111","32111005"
"0","113","5","230","-325","201","2","1","wac_default_bot_51","32111","32111006"
"0","114","5","-330","-350","255","2","1","wac_default_64","32111","32111007"
"0","115","5","340","-350","253","2","1","wac_default_92","32111","32111008"
"","300","13","","","","","103811","","32111","32111009"
"","300","13","","","","","105211","","32111","32111010"
"","300","13","","","","","102611","","32111","32111011"
"","300","13","","","","","103311","","32111","32111012"
"","59","31","0","1","0","1","59","","32111","32111013"
"","63","31","0","1","0","0","63","","32111","32111014"
"","17","31","0","1","0","0","17","","32111","32111015"
"","502","31","0","1","0","1","502","","32111","32111016"
"","wac_paint_bot_31","3","","0","0","0.2","103311","","32111","32111017"
"","wac_paint_bot_33","3","","0","0","0.2","111","","32111","32111018"
"","wac_paint_bot_51","3","","0","0","0.2","102611","","32111","32111019"
"","wac_paint_bot_51","3","","0","0","0.2","113","","32111","32111020"
"","wac_paint_bot_61","3","","0","0","0.2","103811","","32111","32111021"
"","wac_paint_64","3","","0","0","0.2","114","","32111","32111022"
"","wac_paint_bot_91","3","","0","0","0.2","105211","","32111","32111023"
"","wac_paint_92","3","","0","0","0.2","115","","32111","32111024"
"","0","93","","","","","0","","32111","32111025"
"","1","32","","","","","17","","32111","32111026"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","32111","32111027"
"","","131","","","","","1","","32111","32111028"
"","wac_idle_wish_L","3","","","1","0","103811","","32112","32112001"
"","wac_idle_kyapi_L","3","","","1","0","105211","","32112","32112002"
"","wac_idle_smile_L","3","","","1","0","102611","","32112","32112003"
"","wac_idle_smile","3","","","1","0","103311","","32112","32112004"
"","wac_no_items","3","","","1","0","111","","32112","32112005"
"","wac_no_items","3","","","1","0","113","","32112","32112006"
"","wac_no_items","3","","","1","0","114","","32112","32112007"
"","wac_no_items","3","","","1","0","115","","32112","32112008"
"","-335","2","0","","-360","","103811","","32112","32112009"
"","-190","2","0","","-335","","105211","","32112","32112010"
"","190","2","0","","-335","","102611","","32112","32112011"
"","350","2","0","","-360","","103311","","32112","32112012"
"","-335","2","0","","-360","","111","","32112","32112013"
"","-190","2","0","","-335","","113","","32112","32112014"
"","190","2","0","","-335","","114","","32112","32112015"
"","350","2","0","","-360","","115","","32112","32112016"
"","0","32","","","","","59","","32112","32112017"
"","1","32","","","","","63","","32112","32112018"
"","0","32","","","","","17","","32112","32112019"
"","wac_talk_sad_in_surprise","3","wac_talk_sad_loop_surprise","1","0","0.2","102611","","32112","32112020"
"","vo_wac_230101_000","21","0","","0","","vo_wac_230101","","32112","32112021"
"0","毎度思うんだけどさ～\nこう、一気にちゃちゃっと\n壁に絵を自動で描いてくれる\n魔法とかないの？","11","1","1","10","0","102611","0.5","32112","32112022"
"","","91","","","","","0","","32112","32112023"
"","wac_idle_sad_surprise","3","","1","1","0.2","102611","","32112","32112024"
"","wac_talk_nerv_in_L","3","wac_talk_nerv_loop_L","1","0","0.2","103811","","32112","32112025"
"","vo_wac_230101_001","21","0","","0","","vo_wac_230101","","32112","32112026"
"0","【牧場（エリザベスパーク）】には、\nそんな高度な魔法を扱える人が\nいないので……お姉ちゃんなら\nできるかもしれないですけど。","11","1","1","10","0","103811","0.5","32112","32112027"
"","","91","","","","","0","","32112","32112028"
"","wac_idle_nerv_L","3","","1","1","0.2","103811","","32112","32112029"
"","wac_talk_kyapi_in_L","3","wac_talk_kyapi_loop_L","1","0","0.2","105211","","32112","32112030"
"","vo_wac_230101_002","21","0","","0","","vo_wac_230101","","32112","32112031"
"0","でも、魔法でお絵描きって\nちょっと憧れるわね～♪\n頭で思い描いたとおりの\n絵ができあがるのかしら？","11","1","1","10","0","105211","0.5","32112","32112032"
"","","91","","","","","0","","32112","32112033"
"","wac_idle_kyapi_L","3","","1","1","0.2","105211","","32112","32112034"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","103311","","32112","32112035"
"","vo_wac_230101_003","21","0","","0","","vo_wac_230101","","32112","32112036"
"0","そんなことができんなら、\nなかなか便利そうだべ！\n看板とか新調して、客ウケが\nいい牧場にしてぇなぁ～♪","11","1","1","10","0","103311","0.5","32112","32112037"
"","","91","","","","","0","","32112","32112038"
"","0","22","","","","","0","","32112","32112039"
"","","111","","","","","","","32112","32112040"
"","wac_idle_nerv_L","3","","","1","0.2","103811","","32113","32113001"
"","wac_idle_kyapi_L","3","","","1","0.2","105211","","32113","32113002"
"","wac_idle_sad_surprise","3","","","1","0.2","102611","","32113","32113003"
"","wac_idle_smile","3","","","1","0.2","103311","","32113","32113004"
"","wac_no_items","3","","","1","0.2","111","","32113","32113005"
"","wac_no_items","3","","","1","0.2","113","","32113","32113006"
"","wac_no_items","3","","","1","0.2","114","","32113","32113007"
