d23a9469b1d27c661f93b19189d84b177d3bb8582ad30a5b943047b24687e3b0,841b28327ce1a2a150dee81c81551aaf4d2610ec103dba5f74a62199c605d884,1471de079d0d73c40e40af74429b4124449985252f79d8b548a6611b01827990,4a9b38011ad1c5b94f905ed0091726ec891dbee4c24aaecd575549ea62637615,f1642e334fff6c3013b65ed8f3210fa0771cc655e2f6d161b0f2ebc036d3d8c0,38972d85873853e6a89d7bae7492722411b2d49260043ac67a4294aa4329959c,92349eada025b8f9e18573bdb2e91da07ca1547d60260d14eb4872097e2943b9,0db16370b009ff723d8d0f374c854bc1b377a04889dd844d512f2eca78c1030e,2605e60a6b2e69cf280a4cb2c6bc4534cc80c5c0c3c7334ad2a7441dcb5b008a,3c1fae4d8992dfd08c101f45d5ab48c9f7d4882ee7795570b65d83bff59fb28c,7598bf6111f71a61daf4f560d50e931e0a4346ccc9f19718aead05212d81e267,5e3b94c037bdebafc739de6ed3d04a09725113038cc384d0c6c8d42606573c6f,2fc47d13cf32e58463176edf2e46a5b8de0c14de506f7f4e6829ce1f8009ba32,17fbec314d5fd41c3c8baa119f9c540fa9bb0192236c0c3037ddd3cfedc29927,daf4b56de2bd068bc8a57d1396afc207637f1e9d2361846207ded6bedd718459,79d642330cd4b5df3752059b4434682198d1289031bd2bb33057a09a88213f11,97e17abea0591c22e169702353ceb2859e7f8cb17667106544eab1a504b6bc3c,8e2ad0d09b104e49d65ccda096395c03ce895ba6d613e349a330f26d105905b4,a061ca3efa8a7fcb991eb6273e73bc314c34e25d2b1aa03d024078497c6deebf,e645f21a3c2382d7b608dec0690fd749c9696df9162f582af719a69b877f2cd9,af64ee07ce6a851df398138c03faeda1f17115dd7b26d80b01ef72b41a804c18,8d3decf73524cbface3341c9280ff107ea3f069721c6ea46ccbf0f18e10257f1,7099e0e72b9fb412dc74177d19d82b77cb8064d8fb18b2bd0507ff9b93e31a61,d9e667e8a539aecaf94e9bcd6e086f891e9d2d6aa4f84f1f08e15cc7e32d418f,a1dcfcfb5acdb01034276604fad473c4d217c687cba9613d53d22ba2a6a29243,ab3264bdd970893df91fc58a4af711d7f4474897d264f80245f87870bfded9a9,d1ad7de444cd5fc1bbc165c573bce03a256375725077f4c78ebfe410494c8ad4,aef7398025d71ac8986c03494c689f63d2197a9293c66f5ce0b66733a86f427d,8df1ce53fcecd599a8bee863207ba02a58222b52606838b292a742a1d5b523fe,925f45c36cbcd51c5d97ee81a94498915f94d63caa538a21efdfd3518508555c,99686caa3aa2350e8589a30ed21265d79bcf6a7c038e190d193a40c0a35d07d9,f4adcc2c93cacff0049720905d5477afc410392d157b2fce2c34e422982b8bd8,18bc8ad1b5c16919779a9cd6cd11f121ba653b96447844aa313555aecfd21f11,f91884961e0d45798fc045d3ce68a091a3517dce231ab9dba364112c56146451,dc303ac863bfa902b416989fe0dc7818e8514598732c21d62127a93fe75637c6,4ad0ca7fa6fdc14c3ecb2cd4258e22f03c136b284c3d7e80e60d02220bb25a5d,8dab6889b6f2a97f99da3df86bbd4ea0d69f96a69684f5e7363d6cff10d3effe,a2cf7a149cab6a741bb2203a6f5764f33113c7f413e3a534b28aab341958c913,d6120a9df7a3fd98dcfd04b0be280685604c00221c0601930d24d7e42799128f,65fff223ca0e80ad906048ec338dbc0ec7b9a98cc15e0e9957c93ac4d93425e3,a11e21fce7fb951c178aaffa38976187650f860fed7d103887002cb5f124c7c0,9c46e02a0e3854f157a0a4ac4bbae8018d207af07ce45fea0d758ee59828936b,b5cc4ad18d6a3c2937bef1a0f69bb6d045c92580c564a834600c4f4443c6a6f7,800da81ce918a30d923e11ae6dce2221506120719153ddde5e5ce3f0074d0b10
"259","-1","0","10700103","0","401061231","1000000","2","2.4","2","10700101","1070116","2.6","401061221","1070","401061211","10700104","10700105","0","0","1070116","3","401061241","710091","2.4","0","0","1070116","1","4","0","0.06","0","0","0","0","1070116","10700102","401061251","0","2","1070116","0","5"
"260","1","0","10710103","0","401061481","1000000","1.2","1.4","1.2","10710101","1071102","1.5","401061471","1071","401061461","10710104","10710105","0","0","1071103","1","401061491","710101","1.3","0","0","1071104","1","1","0","0.03","0","0","0","0","1071101","10710102","401061501","0","1","1071105","0","1"
"261","3","0","10710103","0","401061531","1000000","1.2","1.4","1.2","10710101","1071107","1.5","401061521","1071","401061511","10710104","10710105","0","0","1071108","2","401061541","710101","1.3","0","0","1071109","1","2","0","0.06","0","0","0","0","1071106","10710102","401061551","0","2","1071110","0","2"
"262","4","0","10710103","0","401061581","1000000","1.6","1.9","1.6","10710101","1071112","2","401061571","1071","401061561","10710104","10710105","0","0","1071113","3","401061591","710101","1.8","0","0","1071114","1","4","0","0.06","0","0","0","0","1071111","10710102","401061601","0","2","1071115","0","4"
"263","-1","0","10710103","0","401061581","1000000","2","2.4","2","10710101","1071116","2.6","401061571","1071","401061561","10710104","10710105","0","0","1071116","3","401061591","710101","2.4","0","0","1071116","1","4","0","0.06","0","0","0","0","1071116","10710102","401061601","0","2","1071116","0","5"
"264","1","0","10720103","0","401061831","1000000","1.2","1.4","1.2","10720101","1072102","1.5","401061821","1072","401061811","10720104","10720105","0","0","1072103","1","401061841","710111","1.3","0","0","1072104","1","1","0","0.03","0","0","0","0","1072101","10720102","401061851","0","1","1072105","0","1"
"265","3","0","10720103","0","401061881","1000000","1.2","1.4","1.2","10720101","1072107","1.5","401061871","1072","401061861","10720104","10720105","0","0","1072108","2","401061891","710111","1.3","0","0","1072109","1","2","0","0.06","0","0","0","0","1072106","10720102","401061901","0","2","1072110","0","2"
"266","4","0","10720103","0","401061931","1000000","1.6","1.9","1.6","10720101","1072112","2","401061921","1072","401061911","10720104","10720105","0","0","1072113","3","401061941","710111","1.8","0","0","1072114","1","4","0","0.06","0","0","0","0","1072111","10720102","401061951","0","2","1072115","0","4"
"267","-1","0","10720103","0","401061931","1000000","2","2.4","2","10720101","1072116","2.6","401061921","1072","401061911","10720104","10720105","0","0","1072116","3","401061941","710111","2.4","0","0","1072116","1","4","0","0.06","0","0","0","0","1072116","10720102","401061951","0","2","1072116","0","5"
"268","1","0","10730103","0","401062181","1000000","1.2","1.4","1.2","10730101","1073102","1.5","401062171","1073","401062161","10730104","10730105","0","0","1073103","1","401062191","710121","1.3","0","0","1073104","1","1","0","0.03","0","0","0","0","1073101","10730102","401062201","0","1","1073105","0","1"
"269","3","0","10730103","0","401062231","1000000","1.2","1.4","1.2","10730101","1073107","1.5","401062221","1073","401062211","10730104","10730105","0","0","1073108","2","401062241","710121","1.3","0","0","1073109","1","2","0","0.06","0","0","0","0","1073106","10730102","401062251","0","2","1073110","0","2"
"270","4","0","10730103","0","401062281","1000000","1.6","1.9","1.6","10730101","1073112","2","401062271","1073","401062261","10730104","10730105","0","0","1073113","3","401062291","710121","1.8","0","0","1073114","1","4","0","0.06","0","0","0","0","1073111","10730102","401062301","0","2","1073115","0","4"
"271","-1","0","10730103","0","401062281","1000000","2","2.4","2","10730101","1073116","2.6","401062271","1073","401062261","10730104","10730105","0","0","1073116","3","401062291","710121","2.4","0","0","1073116","1","4","0","0.06","0","0","0","0","1073116","10730102","401062301","0","2","1073116","0","5"
"272","1","0","10740103","0","401062531","1000000","1.2","1.4","1.2","10740101","1074102","1.5","401062521","1074","401062511","10740104","10740105","0","0","1074103","1","401062541","710011","1.3","0","0","1074104","1","1","0","0.03","0","0","0","0","1074101","10740102","401062551","0","1","1074105","0","1"
"273","3","0","10740103","0","401062581","1000000","1.2","1.4","1.2","10740101","1074107","1.5","401062571","1074","401062561","10740104","10740105","0","0","1074108","2","401062591","710011","1.3","0","0","1074109","1","2","0","0.06","0","0","0","0","1074106","10740102","401062601","0","2","1074110","0","2"
"274","4","0","10740103","0","401062631","1000000","1.6","1.9","1.6","10740101","1074112","2","401062621","1074","401062611","10740104","10740105","0","0","1074113","3","401062641","710011","1.8","0","0","1074114","1","4","0","0.06","0","0","0","0","1074111","10740102","401062651","0","2","1074115","0","4"
"275","-1","0","10740103","0","401062631","1000000","2","2.4","2","10740101","1074116","2.6","401062621","1074","401062611","10740104","10740105","0","0","1074116","3","401062641","710011","2.4","0","0","1074116","1","4","0","0.06","0","0","0","0","1074116","10740102","401062651","0","2","1074116","0","5"
"276","1","0","10750103","0","401062881","1000000","1.2","1.4","1.2","10750101","1075102","1.5","401062871","1075","401062861","10750104","10750105","0","0","1075103","1","401062891","710021","1.3","0","0","1075104","1","1","0","0.03","0","0","0","0","1075101","10750102","401062901","0","1","1075105","0","1"
"277","3","0","10750103","0","401062931","1000000","1.2","1.4","1.2","10750101","1075107","1.5","401062921","1075","401062911","10750104","10750105","0","0","1075108","2","401062941","710021","1.3","0","0","1075109","1","2","0","0.06","0","0","0","0","1075106","10750102","401062951","0","2","1075110","0","2"
"278","4","0","10750103","0","401062981","1000000","1.6","1.9","1.6","10750101","1075112","2","401062971","1075","401062961","10750104","10750105","0","0","1075113","3","401062991","710021","1.8","0","0","1075114","1","4","0","0.06","0","0","0","0","1075111","10750102","401063001","0","2","1075115","0","4"
"279","-1","0","10750103","0","401062981","1000000","2","2.4","2","10750101","1075116","2.6","401062971","1075","401062961","10750104","10750105","0","0","1075116","3","401062991","710021","2.4","0","0","1075116","1","4","0","0.06","0","0","0","0","1075116","10750102","401063001","0","2","1075116","0","5"
"280","1","0","10760103","0","401063231","1000000","1.2","1.4","1.2","10760101","1076102","1.5","401063221","1076","401063211","10760104","10760105","0","0","1076103","1","401063241","710031","1.3","0","0","1076104","1","1","0","0.03","0","0","0","0","1076101","10760102","401063251","0","1","1076105","0","1"
"281","3","0","10760103","0","401063281","1000000","1.2","1.4","1.2","10760101","1076107","1.5","401063271","1076","401063261","10760104","10760105","0","0","1076108","2","401063291","710031","1.3","0","0","1076109","1","2","0","0.06","0","0","0","0","1076106","10760102","401063301","0","2","1076110","0","2"
"282","4","0","10760103","0","401063331","1000000","1.6","1.9","1.6","10760101","1076112","2","401063321","1076","401063311","10760104","10760105","0","0","1076113","3","401063341","710031","1.8","0","0","1076114","1","4","0","0.06","0","0","0","0","1076111","10760102","401063351","0","2","1076115","0","4"
"283","-1","0","10760103","0","401063331","1000000","2","2.4","2","10760101","1076116","2.6","401063321","1076","401063311","10760104","10760105","0","0","1076116","3","401063341","710031","2.4","0","0","1076116","1","4","0","0.06","0","0","0","0","1076116","10760102","401063351","0","2","1076116","0","5"
"284","1","0","10770103","0","401063581","1000000","1.2","1.4","1.2","10770101","1077102","1.5","401063571","1077","401063561","10770104","10770105","0","0","1077103","1","401063591","710041","1.3","0","0","1077104","1","1","0","0.03","0","0","0","0","1077101","10770102","401063601","0","1","1077105","0","1"
"285","3","0","10770103","0","401063631","1000000","1.2","1.4","1.2","10770101","1077107","1.5","401063621","1077","401063611","10770104","10770105","0","0","1077108","2","401063641","710041","1.3","0","0","1077109","1","2","0","0.06","0","0","0","0","1077106","10770102","401063651","0","2","1077110","0","2"
"286","4","0","10770103","0","401063681","1000000","1.6","1.9","1.6","10770101","1077112","2","401063671","1077","401063661","10770104","10770105","0","0","1077113","3","401063691","710041","1.8","0","0","1077114","1","4","0","0.06","0","0","0","0","1077111","10770102","401063701","0","2","1077115","0","4"
"287","-1","0","10770103","0","401063681","1000000","2","2.4","2","10770101","1077116","2.6","401063671","1077","401063661","10770104","10770105","0","0","1077116","3","401063691","710041","2.4","0","0","1077116","1","4","0","0.06","0","0","0","0","1077116","10770102","401063701","0","2","1077116","0","5"
"288","1","0","10780103","0","401063931","1000000","1.2","1.4","1.2","10780101","1078102","1.5","401063921","1078","401063911","10780104","10780105","0","0","1078103","1","401063941","710051","1.3","0","0","1078104","1","1","0","0.03","0","0","0","0","1078101","10780102","401063951","0","1","1078105","0","1"
"289","3","0","10780103","0","401063981","1000000","1.2","1.4","1.2","10780101","1078107","1.5","401063971","1078","401063961","10780104","10780105","0","0","1078108","2","401063991","710051","1.3","0","0","1078109","1","2","0","0.06","0","0","0","0","1078106","10780102","401064001","0","2","1078110","0","2"
"290","4","0","10780103","0","401064031","1000000","1.6","1.9","1.6","10780101","1078112","2","401064021","1078","401064011","10780104","10780105","0","0","1078113","3","401064041","710051","1.8","0","0","1078114","1","4","0","0.06","0","0","0","0","1078111","10780102","401064051","0","2","1078115","0","4"
"291","-1","0","10780103","0","401064031","1000000","2","2.4","2","10780101","1078116","2.6","401064021","1078","401064011","10780104","10780105","0","0","1078116","3","401064041","710051","2.4","0","0","1078116","1","4","0","0.06","0","0","0","0","1078116","10780102","401064051","0","2","1078116","0","5"
"292","1","0","10790103","0","401064281","1000000","1.2","1.4","1.2","10790101","1079102","1.5","401064271","1079","401064261","10790104","10790105","0","0","1079103","1","401064291","710061","1.3","0","0","1079104","1","1","0","0.03","0","0","0","0","1079101","10790102","401064301","0","1","1079105","0","1"
"293","3","0","10790103","0","401064331","1000000","1.2","1.4","1.2","10790101","1079107","1.5","401064321","1079","401064311","10790104","10790105","0","0","1079108","2","401064341","710061","1.3","0","0","1079109","1","2","0","0.06","0","0","0","0","1079106","10790102","401064351","0","2","1079110","0","2"
"294","4","0","10790103","0","401064381","1000000","1.6","1.9","1.6","10790101","1079112","2","401064371","1079","401064361","10790104","10790105","0","0","1079113","3","401064391","710061","1.8","0","0","1079114","1","4","0","0.06","0","0","0","0","1079111","10790102","401064401","0","2","1079115","0","4"
"295","-1","0","10790103","0","401064381","1000000","2","2.4","2","10790101","1079116","2.6","401064371","1079","401064361","10790104","10790105","0","0","1079116","3","401064391","710061","2.4","0","0","1079116","1","4","0","0.06","0","0","0","0","1079116","10790102","401064401","0","2","1079116","0","5"
"296","1","0","10800103","0","401064631","1000000","1.2","1.4","1.2","10800101","1080102","1.5","401064621","1080","401064611","10800104","10800105","0","0","1080103","1","401064641","710071","1.3","0","0","1080104","1","1","0","0.03","0","0","0","0","1080101","10800102","401064651","0","1","1080105","0","1"
"297","3","0","10800103","0","401064681","1000000","1.2","1.4","1.2","10800101","1080107","1.5","401064671","1080","401064661","10800104","10800105","0","0","1080108","2","401064691","710071","1.3","0","0","1080109","1","2","0","0.06","0","0","0","0","1080106","10800102","401064701","0","2","1080110","0","2"
"298","4","0","10800103","0","401064731","1000000","1.6","1.9","1.6","10800101","1080112","2","401064721","1080","401064711","10800104","10800105","0","0","1080113","3","401064741","710071","1.8","0","0","1080114","1","4","0","0.06","0","0","0","0","1080111","10800102","401064751","0","2","1080115","0","4"
"299","-1","0","10800103","0","401064731","1000000","2","2.4","2","10800101","1080116","2.6","401064721","1080","401064711","10800104","10800105","0","0","1080116","3","401064741","710071","2.4","0","0","1080116","1","4","0","0.06","0","0","0","0","1080116","10800102","401064751","0","2","1080116","0","5"
"300","1","0","10810103","0","401064981","1000000","1.2","1.4","1.2","10810101","1081102","1.5","401064971","1081","401064961","10810104","10810105","0","0","1081103","1","401064991","710081","1.3","0","0","1081104","1","1","0","0.03","0","0","0","0","1081101","10810102","401065001","0","1","1081105","0","1"
"301","3","0","10810103","0","401065031","1000000","1.2","1.4","1.2","10810101","1081107","1.5","401065021","1081","401065011","10810104","10810105","0","0","1081108","2","401065041","710081","1.3","0","0","1081109","1","2","0","0.06","0","0","0","0","1081106","10810102","401065051","0","2","1081110","0","2"
"302","4","0","10810103","0","401065081","1000000","1.6","1.9","1.6","10810101","1081112","2","401065071","1081","401065061","10810104","10810105","0","0","1081113","3","401065091","710081","1.8","0","0","1081114","1","4","0","0.06","0","0","0","0","1081111","10810102","401065101","0","2","1081115","0","4"
"303","-1","0","10810103","0","401065081","1000000","2","2.4","2","10810101","1081116","2.6","401065071","1081","401065061","10810104","10810105","0","0","1081116","3","401065091","710081","2.4","0","0","1081116","1","4","0","0.06","0","0","0","0","1081116","10810102","401065101","0","2","1081116","0","5"
"304","1","0","10820103","0","401065331","1000000","1.2","1.4","1.2","10820101","1082102","1.5","401065321","1082","401065311","10820104","10820105","0","0","1082103","1","401065341","710091","1.3","0","0","1082104","1","1","0","0.03","0","0","0","0","1082101","10820102","401065351","0","1","1082105","0","1"
"305","3","0","10820103","0","401065381","1000000","1.2","1.4","1.2","10820101","1082107","1.5","401065371","1082","401065361","10820104","10820105","0","0","1082108","2","401065391","710091","1.3","0","0","1082109","1","2","0","0.06","0","0","0","0","1082106","10820102","401065401","0","2","1082110","0","2"
"306","4","0","10820103","0","401065431","1000000","1.6","1.9","1.6","10820101","1082112","2","401065421","1082","401065411","10820104","10820105","0","0","1082113","3","401065441","710091","1.8","0","0","1082114","1","4","0","0.06","0","0","0","0","1082111","10820102","401065451","0","2","1082115","0","4"
"307","-1","0","10820103","0","401065431","1000000","2","2.4","2","10820101","1082116","2.6","401065421","1082","401065411","10820104","10820105","0","0","1082116","3","401065441","710091","2.4","0","0","1082116","1","4","0","0.06","0","0","0","0","1082116","10820102","401065451","0","2","1082116","0","5"
"308","1","0","10830103","0","401065681","1000000","1.2","1.4","1.2","10830101","1083102","1.5","401065671","1083","401065661","10830104","10830105","0","0","1083103","1","401065691","710101","1.3","0","0","1083104","1","1","0","0.03","0","0","0","0","1083101","10830102","401065701","0","1","1083105","0","1"
"309","3","0","10830103","0","401065731","1000000","1.2","1.4","1.2","10830101","1083107","1.5","401065721","1083","401065711","10830104","10830105","0","0","1083108","2","401065741","710101","1.3","0","0","1083109","1","2","0","0.06","0","0","0","0","1083106","10830102","401065751","0","2","1083110","0","2"
"310","4","0","10830103","0","401065781","1000000","1.6","1.9","1.6","10830101","1083112","2","401065771","1083","401065761","10830104","10830105","0","0","1083113","3","401065791","710101","1.8","0","0","1083114","1","4","0","0.06","0","0","0","0","1083111","10830102","401065801","0","2","1083115","0","4"
"311","-1","0","10830103","0","401065781","1000000","2","2.4","2","10830101","1083116","2.6","401065771","1083","401065761","10830104","10830105","0","0","1083116","3","401065791","710101","2.4","0","0","1083116","1","4","0","0.06","0","0","0","0","1083116","10830102","401065801","0","2","1083116","0","5"
"312","1","0","10840103","0","401066031","1000000","1.2","1.4","1.2","10840101","1084102","1.5","401066021","1084","401066011","10840104","10840105","0","0","1084103","1","401066041","710111","1.3","0","0","1084104","1","1","0","0.03","0","0","0","0","1084101","10840102","401066051","0","1","1084105","0","1"
"313","3","0","10840103","0","401066081","1000000","1.2","1.4","1.2","10840101","1084107","1.5","401066071","1084","401066061","10840104","10840105","0","0","1084108","2","401066091","710111","1.3","0","0","1084109","1","2","0","0.06","0","0","0","0","1084106","10840102","401066101","0","2","1084110","0","2"
"314","4","0","10840103","0","401066131","1000000","1.6","1.9","1.6","10840101","1084112","2","401066121","1084","401066111","10840104","10840105","0","0","1084113","3","401066141","710111","1.8","0","0","1084114","1","4","0","0.06","0","0","0","0","1084111","10840102","401066151","0","2","1084115","0","4"
"315","-1","0","10840103","0","401066131","1000000","2","2.4","2","10840101","1084116","2.6","401066121","1084","401066111","10840104","10840105","0","0","1084116","3","401066141","710111","2.4","0","0","1084116","1","4","0","0.06","0","0","0","0","1084116","10840102","401066151","0","2","1084116","0","5"
"316","1","0","10850103","0","401066381","1000000","1.2","1.4","1.2","10850101","1085102","1.5","401066371","1085","401066361","10850104","10850105","0","0","1085103","1","401066391","710121","1.3","0","0","1085104","1","1","0","0.03","0","0","0","0","1085101","10850102","401066401","0","1","1085105","0","1"
"317","3","0","10850103","0","401066431","1000000","1.2","1.4","1.2","10850101","1085107","1.5","401066421","1085","401066411","10850104","10850105","0","0","1085108","2","401066441","710121","1.3","0","0","1085109","1","2","0","0.06","0","0","0","0","1085106","10850102","401066451","0","2","1085110","0","2"
"318","4","0","10850103","0","401066481","1000000","1.6","1.9","1.6","10850101","1085112","2","401066471","1085","401066461","10850104","10850105","0","0","1085113","3","401066491","710121","1.8","0","0","1085114","1","4","0","0.06","0","0","0","0","1085111","10850102","401066501","0","2","1085115","0","4"
"319","-1","0","10850103","0","401066481","1000000","2","2.4","2","10850101","1085116","2.6","401066471","1085","401066461","10850104","10850105","0","0","1085116","3","401066491","710121","2.4","0","0","1085116","1","4","0","0.06","0","0","0","0","1085116","10850102","401066501","0","2","1085116","0","5"
"320","1","0","10860103","0","401066731","1000000","1.2","1.4","1.2","10860101","1086102","1.5","401066721","1086","401066711","10860104","10860105","0","0","1086103","1","401066741","710011","1.3","0","0","1086104","1","1","0","0.03","0","0","0","0","1086101","10860102","401066751","0","1","1086105","0","1"
"321","3","0","10860103","0","401066781","1000000","1.2","1.4","1.2","10860101","1086107","1.5","401066771","1086","401066761","10860104","10860105","0","0","1086108","2","401066791","710011","1.3","0","0","1086109","1","2","0","0.06","0","0","0","0","1086106","10860102","401066801","0","2","1086110","0","2"
"322","4","0","10860103","0","401066831","1000000","1.6","1.9","1.6","10860101","1086112","2","401066821","1086","401066811","10860104","10860105","0","0","1086113","3","401066841","710011","1.8","0","0","1086114","1","4","0","0.06","0","0","0","0","1086111","10860102","401066851","0","2","1086115","0","4"
"323","-1","0","10860103","0","401066831","1000000","2","2.4","2","10860101","1086116","2.6","401066821","1086","401066811","10860104","10860105","0","0","1086116","3","401066841","710011","2.4","0","0","1086116","1","4","0","0.06","0","0","0","0","1086116","10860102","401066851","0","2","1086116","0","5"
"324","1","0","10870103","0","401067081","1000000","1.2","1.4","1.2","10870101","1087102","1.5","401067071","1087","401067061","10870104","10870105","0","0","1087103","1","401067091","710021","1.3","0","0","1087104","1","1","0","0.03","0","0","0","0","1087101","10870102","401067101","0","1","1087105","0","1"
"325","3","0","10870103","0","401067131","1000000","1.2","1.4","1.2","10870101","1087107","1.5","401067121","1087","401067111","10870104","10870105","0","0","1087108","2","401067141","710021","1.3","0","0","1087109","1","2","0","0.06","0","0","0","0","1087106","10870102","401067151","0","2","1087110","0","2"
"326","4","0","10870103","0","401067181","1000000","1.6","1.9","1.6","10870101","1087112","2","401067171","1087","401067161","10870104","10870105","0","0","1087113","3","401067191","710021","1.8","0","0","1087114","1","4","0","0.06","0","0","0","0","1087111","10870102","401067201","0","2","1087115","0","4"
"327","-1","0","10870103","0","401067181","1000000","2","2.4","2","10870101","1087116","2.6","401067171","1087","401067161","10870104","10870105","0","0","1087116","3","401067191","710021","2.4","0","0","1087116","1","4","0","0.06","0","0","0","0","1087116","10870102","401067201","0","2","1087116","0","5"
"328","1","0","10880103","0","401067431","1000000","1.2","1.4","1.2","10880101","1088102","1.5","401067421","1088","401067411","10880104","10880105","0","0","1088103","1","401067441","710031","1.3","0","0","1088104","1","1","0","0.03","0","0","0","0","1088101","10880102","401067451","0","1","1088105","0","1"
"329","3","0","10880103","0","401067481","1000000","1.2","1.4","1.2","10880101","1088107","1.5","401067471","1088","401067461","10880104","10880105","0","0","1088108","2","401067491","710031","1.3","0","0","1088109","1","2","0","0.06","0","0","0","0","1088106","10880102","401067501","0","2","1088110","0","2"
"330","4","0","10880103","0","401067531","1000000","1.6","1.9","1.6","10880101","1088112","2","401067521","1088","401067511","10880104","10880105","0","0","1088113","3","401067541","710031","1.8","0","0","1088114","1","4","0","0.06","0","0","0","0","1088111","10880102","401067551","0","2","1088115","0","4"
"331","-1","0","10880103","0","401067531","1000000","2","2.4","2","10880101","1088116","2.6","401067521","1088","401067511","10880104","10880105","0","0","1088116","3","401067541","710031","2.4","0","0","1088116","1","4","0","0.06","0","0","0","0","1088116","10880102","401067551","0","2","1088116","0","5"
"332","1","0","10890103","0","401067781","1000000","1.2","1.4","1.2","10890101","1089102","1.5","401067771","1089","401067761","10890104","10890105","0","0","1089103","1","401067791","710041","1.3","0","0","1089104","1","1","0","0.03","0","0","0","0","1089101","10890102","401067801","0","1","1089105","0","1"
"333","3","0","10890103","0","401067831","1000000","1.2","1.4","1.2","10890101","1089107","1.5","401067821","1089","401067811","10890104","10890105","0","0","1089108","2","401067841","710041","1.3","0","0","1089109","1","2","0","0.06","0","0","0","0","1089106","10890102","401067851","0","2","1089110","0","2"
"334","4","0","10890103","0","401067881","1000000","1.6","1.9","1.6","10890101","1089112","2","401067871","1089","401067861","10890104","10890105","0","0","1089113","3","401067891","710041","1.8","0","0","1089114","1","4","0","0.06","0","0","0","0","1089111","10890102","401067901","0","2","1089115","0","4"
"335","-1","0","10890103","0","401067881","1000000","2","2.4","2","10890101","1089116","2.6","401067871","1089","401067861","10890104","10890105","0","0","1089116","3","401067891","710041","2.4","0","0","1089116","1","4","0","0.06","0","0","0","0","1089116","10890102","401067901","0","2","1089116","0","5"
